group	Phytobacter	Streptococcus	Ruminococcus_B	Dorea	Clostridium_A	Lactococcus	Longicatena	Rothia	Gordonibacter	Eggerthella	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Haemophilus_D	Ruminococcus_C
Healthy	0.09115	0.10548	0.01219	0.38663	0.33011	0	0.03567	0.01693	0.00039	0	0	0.17671	0.79377	0.42083	0.46262	0.1922	0.38663	0.40321	0.03762	0.36138
Healthy	0	2.59781	0.22895	0.65742	0.05541	0	0.0279	0	0.00214	0.00117	0	0.00769	2.66122	4.37762	0.07025	0	0.65742	0.70238	0.05275	0
Healthy	0.04884	0.00415	0	0.01112	0	0	0	0	0	0	0	0.37236	0.04216	0.02566	0.01291	0.30867	0.01112	0	0	0
D065626	0.70613	0.99513	0.19177	0.39823	0.49648	0	0.05178	0.00804	0	0.03582	7.20915	0.53389	1.77127	0.23813	0.82004	0.19332	0.39823	0.2292	0.07709	0.10222
Healthy	0	0.23305	0	0.00723	0	0	0	0	0	0	0	0.03823	0.12764	0.76671	0.35148	0	0.00723	1.02783	1.31321	0
Healthy	0.25577	0.03522	0.00487	0.40836	0	0	0	0	0	0	0.06913	0.02765	0.20163	0.15589	0.64181	0	0.40836	0.85015	0.27691	0.09947
Healthy	0	0.20564	0	0.00566	0	0	0	0	0	0	0	0.02127	0.03622	0.28761	1.38123	0	0.00566	0.29031	0	0
Healthy	0	0.47349	0	0	0	0	0	0	0	0	0	0.03414	0.02276	0	0.01507	0	0	0.01999	2.24622	0.35057
Healthy	0.01899	0.27132	0.40848	0.08172	0	0	0.00477	0.00719	0	0.01306	0.00199	0.01797	0.27275	5.481	0.00557	0	0.08172	0.07682	0.19978	0
Healthy	1.06199	0.90117	0	0.14197	0.02384	0	0.00027	0.00239	0	0	0	0.08174	0.29338	0.12931	0.17359	0.34757	0.14197	0.00921	0.04173	0.19562
Healthy	0.05212	0.40257	0	0	0	0	0	0.0505	0	0	0	0	0	0	0	0	0	0	0.54947	0
Healthy	0	0.07445	0	0	0	0	0	0	0	0	0	0.03302	0.06077	0.64657	0.05044	0	0	0.36693	1.44863	0
Healthy	0	0	0	0.3644	0	0	0	0	0	0	0	2.41926	0	0.25772	0.29411	0	0.3644	0.02755	0	0
Healthy	0.04844	0.07384	0.0114	0.16343	1.56588	0	0.0015	0.00248	0	0	0	1.44291	0.47392	2.89932	2.15447	0	0.16343	2.9264	0	0.00732
Healthy	0	0.17887	0	0.3633	0	0	0	0	0	0	18.11325	0.49757	0.14836	0.17384	0.23219	0.31769	0.3633	0.29607	0.00484	0
Healthy	1.09555	0.006	0.32613	0.08603	0	0	0	0	0	0	0	1.36041	0.04695	0.04751	0.19874	0	0.08603	0.07662	0.01242	0
Healthy	0.00817	0	0.00171	0.38187	0	0	0.01718	0	0	0	11.1162	2.00334	2.37015	0.47426	0.44402	0.73064	0.38187	0.00522	0.00722	0
Healthy	0.42213	0	0	0.20901	0	0	0	0.00421	0	0	31.79219	0.15393	1.05425	0.17623	0.12214	0	0.20901	0.04489	0.64482	0.22555
Healthy	0	0.37872	0	0.49137	0.02454	0	0.00258	0	0	0	2.06912	0.47254	2.2068	2.20815	1.26088	0.16444	0.49137	0.25214	0	0
Healthy	0.61823	0.08132	7.75625	0	0	1.25646	3.47651	0.01691	0	0.04783	0	15.9755	3.32919	0	0	0	0	0	0	0
Healthy	0.01636	0.07655	0.00091	0.03276	0	0	0	0.0018	0	0	0.04418	0.29638	0.0549	0.03618	0.01789	0	0.03276	0.01405	0.01104	0.03685
Healthy	0.15734	0	0	0.02174	0	0	0	0	0	0	51.6685	0.59615	0.01639	0	0.01863	0	0.02174	0	0.06532	0.06971
Healthy	0.06106	0	0	0	0	0	0	0	0	0	0	0	1.0677	0	0	0	0	0	0	0
Healthy	0	0	0	0.49948	0	0	0.14126	0	0	0	9.36706	3.21832	0.38987	2.18993	0.22019	0.46241	0.49948	0.86804	0	0
Healthy	7.64961	0.36556	0.00528	0.26067	0.02497	0	0.02505	0.02091	0	0.00493	0.25656	0.03178	0.88316	0.69632	0.97605	0.51974	0.26067	0.09969	0.09002	0.01142
Healthy	87.6699	4.6561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.87742	0.38596	0.51752	0.00047	0.00615	0	0.07524	0.00033	0.01672	0.01993	0	0.09429	1.01034	0.13782	1.00742	0	0.00047	0.6343	0.14111	0.02531
Healthy	0	0	0	0.05582	0	0	0	0	0	0	0	0.32888	0.39357	0.21508	0.41669	0	0.05582	0	0	0
Healthy	0.08761	0.01241	0.02657	0.54673	0.14094	0.04036	0.00432	0.00016	0	0	0	0.11915	0.50534	1.77736	0.72555	0	0.54673	0.04931	0.07677	0.86633
Healthy	0	0	0.0408	0	0	0	0	0	0	0	0	0.04221	0.11196	0	0.04195	0	0	0.05569	0	0
Healthy	0.36426	0.02913	0	0.04733	0	0	0	0	0	0	0	0.23593	0.00778	0	0.06422	7.35823	0.04733	0	0.23996	0
Healthy	0.14705	0	0	0	0	0	0	0	0	0	0	0.26291	0.06836	0.03456	0.01548	0	0	0	0	0
Healthy	0.18304	0.01873	0.00127	0.43219	0.01879	0	0.00187	0	0.00377	0	0	0.01434	1.16623	2.40709	0.6523	0	0.43219	0.15311	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.96416	3.38375	0	0.1202	0.03057	0.02616	0	0	0	0
Healthy	0	0.09841	0	0.05519	0.0461	0	0	0	0	0	10.11089	0.44989	0.24956	0.07438	0.15394	0.26652	0.05519	0	0	0
Healthy	0.13388	0.09111	0	0	0	0	0	0	0	0	0	0.02225	0.66853	0.07832	0.03842	0	0	0	0	0.04806
Healthy	0.09389	0.01041	0	0	0	0	0	0	0	0	0	0.04774	0.05731	0.05727	0.00704	0	0	0	0	0
Healthy	0	0	0	0.65431	0	0	0	0	0	0	19.3017	2.84322	0	0.46322	0.84157	0	0.65431	0.33674	0	0.82065
Healthy	0.01077	0.07013	0.00805	0.07348	0	0	0.03373	0	0	0	0	0.06791	0.58402	0.40841	0.29937	0	0.07348	0.27042	0.01136	0.01194
Healthy	0	0	0	0.20591	0	0	0	0	0	0	0	0.38492	0.21165	0.61453	0.27329	0	0.20591	0.24249	1.81989	0
Healthy	0	3.31825	0	0.43921	0	0	0	0	0	0	0	1.15966	0.80868	0.26493	1.65986	0	0.43921	0.9365	0	0
Healthy	0.02321	0	1.75437	0.08972	0.52165	0	0.2655	0	0	0	0	0.26358	0.12225	0.00855	0.15919	0	0.08972	0	0	0
Healthy	0.0328	0	0	0	0.13615	0	0	0	0	0	31.92376	0.2647	0.71942	0	0	1.13675	0	0	0	0
Healthy	2.17787	8.25162	0	4.30303	0	0	0	0.5084	0	0	0	0	3.86265	0.18405	10.7882	0	4.30303	1.98926	0	0
Healthy	0	0	0.04255	0.00997	0	0	0	0	0	0	0	0.54828	0	0	0.00519	0	0.00997	0	0	0.03434
Healthy	0	0	0.12522	0.0164	0	0	0	0	0	0	0	0.04933	0.00743	0	0.0414	0	0.0164	0	0	0
Healthy	0	0.00881	0	0.5972	0	0.01349	0	0	0	0	0.6025	1.89063	0.75545	1.58432	1.82851	0	0.5972	0.86733	0	0
Healthy	0	0.23235	0	0.21694	0	0	0	0	0	0	0	0.19964	0.00453	0.25444	0.21077	0	0.21694	0.21547	0	0
Healthy	0	0	0.06041	0.03229	0	0	0	0	0	0	0	0.46466	0.00155	0	0.0077	0	0.03229	0	0	0.01744
Healthy	0.43307	0.48635	0	0.12583	0.10797	0	0.00813	0	0	0	0	0.04272	0.54207	0.5188	0.49612	0	0.12583	0.00828	0.24747	0.05286
Healthy	0	0	0	6.43845	0	0	0	0	0	0	0	0	0	0	6.52547	0	6.43845	3.87002	0	0
Healthy	0	0	0.0054	0.23331	0	0	0	0	0	0	0	1.59783	0.56853	0.40599	0.41621	0	0.23331	0.13435	0.40379	0.04175
Healthy	0.6727	0.00882	0.8581	0.11938	0	0	0.00207	0	0	0	0.06139	0.45415	0.37716	0.00784	0.04333	0	0.11938	0.14079	0	0
Healthy	0.73045	0.0687	2.0423	0.07628	0	0	0	0	0.00569	0	0	0.13794	1.31635	0	0	0	0.07628	0	0	0
Healthy	4.12779	0	0	0	0	0	0	0	0	0	66.7552	0	0.64445	0	0	0	0	0	0	0
Healthy	1.83545	2.39811	0.03041	0.79541	0	0	0	0.02426	0	0	0	0.80386	1.35614	1.95539	3.27826	0	0.79541	0.12789	0	0.08483
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.4696	0	0	0.04477	0	0	0	0	0
Healthy	0	0	0	0.07143	0	0	0	0	0	0	0	0.23565	0.01344	0	0.07662	0	0.07143	0	0	0
Healthy	0	0.04474	0.01715	0.25557	0.14936	0.02383	0.07849	0	0.01544	0.00032	0	0.29763	1.31081	0.46011	0.5011	0	0.25557	0.04186	0.01484	0
Healthy	0.04559	0.34608	0	0.95346	0	1.49722	0.00503	0	0	0	0	0.96308	2.29417	0.74424	0.74266	0.18457	0.95346	0.13772	0	0.06637
Healthy	0.09711	0.89916	0.15084	0.55333	0.04397	0.16392	0	0	0	0	0	0.15212	2.97881	0.87011	0.91214	0.125	0.55333	0.28456	0.06684	0.31282
Healthy	2.02806	8.21899	0.37323	0.66005	0.00777	0	0.00302	0.01459	0	0.00087	0	0.04213	1.42834	0.18328	2.4319	0.2829	0.66005	0.48458	0.28217	0
Healthy	0	0	0	0.89869	0	0	0	0	0	0	28.73911	0	0	0.27352	2.24459	0	0.89869	0.8581	0	0
Healthy	0	0.12412	0.01757	0.28816	0	0.00252	0	0	0.02495	0.00142	0	1.50849	1.32783	0.86177	0.35916	0	0.28816	0.23269	0	0.59738
Healthy	0	0.0434	0.1535	0.15698	0.03905	0	0.07882	0	0	0.00547	0	0.01206	1.22485	0.40949	0.93517	0	0.15698	0.20785	0	0
Healthy	8.48243	0.05048	0.17791	0.13256	0	0	0	0	0	0	35.4315	0.32129	0.13632	0.05301	0.15126	0.41502	0.13256	0.00538	0.00258	0.01743
Healthy	0.02486	0.31769	0	0.17017	0	0.03826	0	0	0	0	0	0.63161	0.25737	0.31414	0.52206	0.53512	0.17017	0.08841	0.03965	0.001
Healthy	0	0.38617	0	0	0	0.04049	0	0	0	0	0	0.1324	0.0024	0	0.01875	0	0	0	0.74286	0.01466
Healthy	0.47299	0.68029	0.00483	1.19353	0.03136	0.06114	0.00749	0	0.01054	0.04941	0	2.57159	0.03353	0.50972	0.18631	0	1.19353	1.27271	0	0
Healthy	0	0.05079	0	0	0	0	0	0	0	0	45.34911	0.3143	0.05766	0	0	0.23496	0	0	0	0
Healthy	0	0.05086	0	1.69863	0	0	0	0	0	0	40.07286	1.73861	0.49992	1.28681	1.63427	0	1.69863	0.33049	0.24052	0
Healthy	0.02631	0.01848	0.24991	0	0	0	0	0	0.00116	0.00763	0.03222	0.00521	0.96425	0	0.34622	0	0	0.25599	0	0.13495
Healthy	15.6337	0	0	0	0	0	0.18018	0.00144	0	0	0	0.00786	0	0	0	0	0	0	0	0
Healthy	1.31886	0	0.8125	0	0	0	0	0	0	0	0	0.33175	0.22265	0	0	0	0	0	0	0
Healthy	2.36877	5.52076	0.28342	0.39943	0	0	0	0	0	0	0	0.13705	1.10711	0	2.72837	0	0.39943	0.28206	0	0
Healthy	0	0	0	0.57748	0	0	0	0	0	0	17.7119	3.28568	0.13711	0.32426	0.97103	0	0.57748	0.49531	0	0.91294
Healthy	0	1.40118	0	0.37122	0.35155	0	0	0	0	0	43.95133	0.15484	1.83918	0.67894	0.18804	0.18171	0.37122	0.28011	0.1676	0.00147
Healthy	0.78469	0.02389	0.03273	0.28268	0	0	0.00754	0	0	0.00335	0.62459	0.06766	0.20582	0.4436	0.29069	0	0.28268	0.04089	0	0
Healthy	0	1.46316	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0
Healthy	0.07817	0.04869	0.08233	0.3202	0.08105	0	0	0	0	0	0	0.00077	1.63305	0.35237	0.20248	1.17871	0.3202	0.25221	0.00767	0.03829
Healthy	4.27323	0.48402	12.7376	0	0	0	0.17237	0.00923	0	7e-05	0.0049	0.71155	0.3597	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.14481	0.26773	0	0.01261	4.62333	0	0	0	0.10829
Healthy	0.12255	0	0	0.0742	0	0	0	0	0	0	33.1072	0.43428	0.18213	0.1086	0.03696	0	0.0742	0.05746	0	0
Healthy	0	0	1.68189	0.11145	0.45379	0	0.27498	0	0	0	0	0.18716	0.08145	0.00318	0.19898	0	0.11145	0	0	0
Healthy	0	0	2.69923	0	0	0	0	0	0	0	0	0.40699	0.03077	0	0	0	0	0	0	0
Healthy	18.6713	0.09169	0.00084	0	0	0	0	0.00522	0	0	0.03605	0.02677	0	0	0.03962	0	0	0	0.00123	0
Healthy	1.0251	0.01145	0	0.03539	0.12003	0	0	0	0	0	0.00828	0.72367	0.3701	0.0075	0.14812	0	0.03539	0	0.07592	0
Healthy	0.09689	2.42027	0.02697	0	0	0	0.15287	0.32407	0	0	4.29422	0.04508	0.60567	0	0.68552	0	0	1.61692	3.13703	0.00066
D065626	0.33244	14.44622	0.09517	0	0.11622	0	0.03092	0.21113	0.01901	0	0.05244	1.52362	2.15059	0.58086	3.96312	0	0	2.18769	1.93313	0
Healthy	0	0.23214	2.17421	1.14067	0.02344	0.07031	0.01338	0	0.00644	0.03764	0	0.62097	1.79612	0	0.32534	0	1.14067	0.00198	0	0
Healthy	0.30347	0.42343	0.00559	2.28105	0.05217	0.00257	0.00922	0.00057	0.22603	0.00418	0	0.16971	3.05464	2.63983	1.19974	0	2.28105	1.16893	0.00554	0.05176
Healthy	0	0.01042	0	0.0125	0	0	0	0	0	0	28.47583	0.01442	1.83225	0.0991	0.2542	0.53401	0.0125	0	0.21568	0.00922
Healthy	0.17465	0.23359	0.02023	0.15774	0.06879	0	0	0	0.13622	0.01568	0	0.03822	0.84458	0.23825	0.47161	0	0.15774	0.03881	0	0
Healthy	0	0.53944	0	0	0	0	0	0	0	0	0	0.56746	0	0	0.03298	0	0	0	0	0
Healthy	0	0	0.10123	0	0	0	0	0	0	0	0	0.02212	0	0	0	0	0	0	0	0
Healthy	9.93651	0.00212	0	0	0.03979	0	0.10542	0	0.17162	0.01644	0	0.00377	0.07762	0	0.14343	0	0	0	0	0
Healthy	0.07966	0.05159	0.0183	0.10535	0.43047	0	0	0	0	0	0	1.31871	0.8767	0.54764	0.62314	0.24191	0.10535	0.0439	0	0.80874
Healthy	0.27898	0.05048	4.64962	0.39187	0	0	0.03273	0.10574	0	0.01795	0.02171	1.7143	2.43958	0	7.17877	0	0.39187	0.24934	0.58972	0
Healthy	0.81252	0.08299	0.78475	0	0	0	0	0	0	0	0	0.38919	0	0	0	0	0	0	0.38291	0
Healthy	0.44934	0.43523	0.05446	0.46388	0.01343	0	0	0	0	0	0	0.22628	0.52498	1.12191	0.55377	0	0.46388	0.02698	0.02631	0
Healthy	1.56178	0.35671	0.00977	0.32596	0	0	0	0.0811	0	0	0	1.14142	0.38782	2.56839	0.59878	0.33708	0.32596	0.59009	0.45378	0.27274
Healthy	0.0024	0.04062	0	0.76528	0	0	0	0	0	0	57.1151	0.05337	0.60146	0.38382	0.17108	0.20122	0.76528	0.06097	0.15484	0.16804
Healthy	0	0.01526	0	0.43146	0.0836	0	0.00152	0	0	0	1.66779	0.13649	3.73532	0.80016	0.74421	0	0.43146	0.11927	0	0.17037
Healthy	0	0.58223	0	0.03096	0.00792	0	0	0	0	0	0	0.27934	0.09503	0.01344	0.18788	0	0.03096	0.12007	2.02587	0.25588
Healthy	0.02496	0	0.09933	0.22671	0	0	0	0	0	0	0	1.72763	0.35209	0.5881	0.42803	0.08821	0.22671	0.04044	0	0.09773
Healthy	0.08922	0.13624	0.03979	0.02299	1.42052	0	0	0	0	0	0	1.15382	1.70447	0	0	0	0.02299	0	0	0
Healthy	9.88235	0.01031	0	0	0.03303	0	0.11846	0	0.14411	0.00859	0	0.00876	0.0729	0	0.18252	0	0	0	0	0
D065626	4.01054	0.73991	0.00621	0.07267	0.02103	0.00367	0.03437	0	0.00518	0.02225	21.7429	0.26418	0.5601	0.72992	0.15388	0	0.07267	0.24944	0	0.01136
Healthy	0	0	0	0.05269	0	0	0	0	0	0	0	0.31986	1.18164	0.87443	0.82865	0	0.05269	0.24919	1.36227	0
Healthy	1.58023	0.81321	0	0	0.02229	0	0.00841	0	0.06737	0.00473	0	0.08697	0	2.48434	0.39392	0	0	1.15192	0.19247	0.09033
Healthy	0	0.19513	0.05469	2.5752	0.0411	0	0	0	0	0	5.9487	1.13848	2.11058	2.54872	2.36949	0	2.5752	3.58525	0	0
Healthy	0.37113	0	0.13167	0	0.29666	0	0	0	0	0	0	0.03415	0.16334	0	0.02746	0	0	0.0643	0	0
Healthy	0	0.11814	0	0	0	0	0	0	0	0	0	0.06254	0	0.48854	0.25517	0	0	0.31996	1.0041	0
Healthy	0.01877	0.03241	0	0.01312	0	0	0	0	0	0	0	0.09875	0.09813	0	0.01947	4.10398	0.01312	0	0.01017	0.12703
Healthy	0	0.10693	0	0.03553	0	0	0	0	0.00412	0	45.3128	0.37679	0.062	0.00235	0.06347	0.17466	0.03553	0.00027	0.16205	0.03552
Healthy	2.9113	32.40444	1.38875	0	0	0.18649	0	0	0	0	0	1.77752	0.31738	0	0.07604	0	0	0	0	0
Healthy	0	0	0	0.22053	0	0	0	0	0	0.13008	0	0.39664	4.66027	0	0.36102	0	0.22053	1.29783	0	0
Healthy	0	0.00165	0	0.23991	0	0	0	0	0	0	2.20891	0.4418	0.38666	0.12137	0.19176	0.31951	0.23991	0	0	0
Healthy	0	0.02237	1.08445	0.20073	0.00604	0	0.01268	0.00991	0.00497	0.00395	0	2.05868	0.12948	3.00787	0.05708	0	0.20073	0.16109	0.06169	0
Healthy	0	0	0	0.30905	0	0	0	0	0	0	0	2.4517	0.46948	0.28014	0.28678	0	0.30905	0.29466	0	0
Healthy	0	0	0.00592	0.01201	0.06978	0	0	0	0.03475	0	0.00629	0.24127	0.17933	0.06048	0.08088	0	0.01201	0	0	0
Healthy	0	1.25994	0.00322	0.76943	0.04034	0.60752	0.01295	0.0062	0.02033	0	2.36699	4.63843	0.71237	1.70497	2.43202	0.09266	0.76943	0.6909	0	0
Healthy	0.06494	0	0	0	0	0	0	0	0	0	0	0.0899	1.17678	0	0	0	0	0	0	0
Healthy	0	0.01326	0	0	0	0	0	0	0	0	0	0.21681	0.45254	0	0.06101	0	0	0	0.10871	0
Healthy	1.20757	0	0.03953	0.04737	0	0	0	0	0	0	0	0.10229	0	0	0.05813	0.87149	0.04737	0	0	0
Healthy	0	0.28746	0	0.33133	0.15124	0	0	0	0	0	0	0.10594	0.4696	0.43915	0.51347	0	0.33133	0.1676	0.039	0
Healthy	0	0.02943	0.01567	0.49665	0.0058	0	0.01903	0	0	0	0.01029	0.60882	1.06438	0.41107	0.2555	0	0.49665	0.15132	0.00876	0.07517
Healthy	0	0.07046	0	0	0	0	0	0	0	0	0	2.58658	0.75073	0	0	0	0	0	0	0
Healthy	0.04867	0	0.27774	0	0	0	0.02303	0	0	0	0	0.00755	0.10104	0	0.04789	0	0	0	0	0
Healthy	0.03647	0.00093	0	0.135	0.01608	0	0.00372	0	0	0	0	0.91994	1.15701	0.59336	0.18046	0	0.135	0.05104	0	0.0003
D065626	3.82205	9.91056	0.99702	0.31467	0	0.01316	0.00133	0.1418	0.00207	0	1.80107	0.04432	0.63089	0.33172	0.30872	0.01308	0.31467	0.43243	0	0
Healthy	0	0.25247	0	0.19325	0.02663	0	0	0	0	0	0	0.0399	0.03888	0	0.02035	0	0.19325	0.02691	0	0
Healthy	1.23047	0.00375	0.01486	0.07215	0	0	0	0	0	0	0	0.14607	0.00312	0	0.06881	0.84939	0.07215	0	0	0
Healthy	0.04098	0	0	0	0	0	0.00942	0	0	0	0	0.03971	0.0053	0	0.03167	0	0	0	0	0
Healthy	0.00425	0.06223	0.00802	0.3035	0.01327	0	0.00291	0	0	0	0	0.49965	0.6656	0.43775	0.08095	0	0.3035	0.09544	0.04721	0
Healthy	0	0.08139	0.0005	0	0	0	0	0.02014	0	0.00074	0.02971	0	0.00039	0	0	0	0	0	0.00203	0
Healthy	0	0	0	0.20543	0	0	0	0	0	0	0	0.06444	0.18535	0.23211	1.27777	0	0.20543	0.4048	0	0
Healthy	0	0.0995	0	0.05001	0.04752	0	0	0	0	0	10.09288	0.51732	0.27115	0.03233	0.09952	0.23923	0.05001	0	0	0
Healthy	0.36863	0	0.00619	0	0.05518	0	0	0	0	0	0	0.06016	4.51384	0	0	0	0	0	0	0
Healthy	4.1579	0	0	0	0	0	0	0	0	0	68.194	0	0.60722	0	0	0	0	0	0	0
Healthy	0.05966	0	0.00798	0.01091	0	0	0	0	0.00193	0	0	0.25585	0.01387	0.0563	0.02954	0	0.01091	0	0.02721	0
Healthy	0.09955	0.35399	0	0.23363	0	0	0	0	0	0	12.9126	0.2404	0.29599	0.42221	0.20006	0.88491	0.23363	0.41325	0	0.21796
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.04148	0	0.00675	0.05707	0.48975	0	0.2541	0	0	0	0	0.26041	0.08279	0	0.27177	0	0.05707	0	0	0
Healthy	0.19572	0.00084	0	0.32607	0	0	0	0.02678	0.05184	0.00491	0	1.54475	0.43828	0.12907	0.37446	0	0.32607	0	0	0.02501
Healthy	0	0.16743	0	0.38246	0	0	0	0	0	0	17.79856	0.64101	0.19405	0.20395	0.27582	0.42512	0.38246	0.31765	0.00743	0.0013
Healthy	0.29729	0.12656	0	0	0.20739	0	0	0	0	0	0	0.74474	2.39974	0	0	0	0	0	0	0
Healthy	0.18393	0.25663	0.00085	0.09347	0.01228	0	0.00315	0.0332	0	0.00239	0.00106	0.10496	1.07057	0.41399	0.20339	0	0.09347	0.08963	0.00493	0
Healthy	0.439	0.02946	0	0.68418	0.02356	0	0.01096	0	0	0	0	0.34419	1.33075	0.6869	0.16295	0	0.68418	0.12239	0	0
Healthy	2.78783	0.05626	0	0.50677	0.19101	0	0	0	0	0	0	1.77873	1.18186	2.52923	2.64968	0	0.50677	0	0	0.10844
Healthy	0.36457	0.2152	0.01052	0	0.39038	0	0	0	0	0	0	0.20177	0.11417	0.01314	0.01338	0	0	0.0115	0	0
Healthy	0	0.22335	0.48245	0	0	0	0	0	0	0	0	0.12597	0.4165	0	0.06617	0	0	0.05241	0.1348	0
Healthy	1.03393	0	0.0042	0.00567	0.02384	0	0.00418	0	0.00815	0	0	0.01462	0.27517	0.02214	0.02382	0	0.00567	0	0	0
Healthy	0	0	0.13387	0.01137	0	0	0	0	0	0	0	0.26291	0	0	0.05702	0	0.01137	0	0	0
Healthy	0.2978	0.60917	0.28153	0.29198	1.17557	0	0.03059	0.05945	0	0.00186	0	0.57847	1.30015	0.20813	0.49236	0	0.29198	0.47629	0.12993	0
Healthy	0.24642	0.39537	0	0.32354	0	0.00976	0	0	0	0	0	1.46551	0.42663	0.11507	0.27265	0.25849	0.32354	0.00591	0.21756	0
Healthy	1.24297	0.01051	0.07785	0.14501	0.20074	0	0	0	0	0	0.89633	0.05368	0.26843	0.12793	0.09479	0	0.14501	0.00927	0.01877	0
Healthy	0	0.66552	0	0	0	0	0	0	0	0	0	2.909	0	0.51484	0.68276	0	0	0	0	0
Healthy	0	0	0	0.0568	0	0	0	0	0	0	0	0.11568	0	0.0151	0.09776	0	0.0568	0	0	0
Healthy	0	0.10548	0	0.05786	0	0	0	0	0	0	32.12726	0.35346	0.60474	0	0.03448	0.09941	0.05786	0	0	0
Healthy	0	0.04648	0	0.16625	0	0	0	0	0	0	0	0.2955	0.33459	0.38239	0.57597	0	0.16625	0.34269	0.99829	0
Healthy	5.55053	0.92654	0.00143	0	0	0	0.59857	0.33836	0	0.00706	0.0019	0	0	0	0	0	0	0	0.16575	0
Healthy	0.21767	0.04718	0	0.34762	0	0	0	0	0	0	1.50653	3.45769	0.06553	0.16769	0.39073	0	0.34762	0.79622	0	0
Healthy	0	0	0	0.08336	0	0	0	0	0	0	0	0.64734	0.41449	0.59608	0.89314	0	0.08336	0.23544	0	0
Healthy	3.13477	0	0.09547	0.01199	0.23679	0	0.01273	0	0	0	0	2.20492	1.44632	0.00303	0.19531	0	0.01199	0	0	0
Healthy	0	0	0.02965	0.19255	0.01372	0	0	0	0	0	0	0.12975	0.23746	0.46331	0.10205	1.0026	0.19255	0.04631	0	0
Healthy	15.641	0.00423	0.22888	0	0	0	0	0	0	0	0.02562	0.01871	5.95567	0	0	0	0	0.4553	0	0
Healthy	0	0.02576	0	0.15924	0.205	0	0	0	0	0	0	0.47981	0.26442	0.71646	0.26333	0	0.15924	0.05476	0	0.31934
Healthy	0	0.0021	0	0.00868	0	0	0	0	0	0	0	0.44233	0.03855	0	0.01451	0	0.00868	0	0	0
Healthy	0	0.11915	0	0.13804	0	0	0	0	0	0	0	0.12282	0.14255	0.7121	0.14791	0	0.13804	0.06005	0	0
Healthy	33.1783	0.1953	0	0	0	0	0	0.41692	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.3511	0	0.07658	0	0	0	0	0	0	59.3669	1.14247	0.97034	0.02916	0.2519	0	0.07658	0.14177	0	0
Healthy	1.57665	0.00489	0.00647	0.04515	0	0	0.00136	0	0	0.0003	38.85502	0.15804	0.26282	0.0422	0.12404	0	0.04515	0.33237	0	0
Healthy	0.43651	0	0	0.10503	0	0	0	0	0	0	0	0.80043	0.0394	1.63817	0.62239	0.12362	0.10503	0.30322	0.08244	0.0367
Healthy	13.3292	0.19076	0	0.55245	0	0	0.00057	0.00246	0	0.0139	0.00591	0.03421	0.48919	0	0.00223	0	0.55245	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.29118	0.19646	3.23424	0.9422	0.37005	1.0281	0	1.17753	0.0036	0
Healthy	14.6807	0.4976	0.3979	0.22729	0.22927	0	0	0	0	0	0	3.44624	0.07329	8.89652	2.0689	0	0.22729	5.43249	0	0
Healthy	0.10819	0.03274	0.02257	0.22442	0	0.01098	0	0	0	0	0	0.70445	0.29128	0.30573	0.31407	0	0.22442	0.04518	0.01085	0.01096
Healthy	0.02683	0.08722	0.01113	0.06748	0.47771	0	0.01259	0.01003	0	0	0	0.1224	1.35058	1.77192	0.4536	0.21334	0.06748	0.01465	0.00168	0
Healthy	0.06758	1.26445	0.00318	0.0704	0.1531	0.08653	0.06525	0.01519	0.00586	0.01838	0	0.84082	0.25109	1.1873	1.04458	0	0.0704	0.21811	0.0116	0.05662
Healthy	0.50497	0.2818	0.36157	0	0	0	0	0	0	0	0	5.23755	2.72136	1.89286	3.26684	0	0	0.03136	0	0
D065626	1.18959	0.27039	0.01328	0.09513	0	0	0.02206	0	0	0.01926	0	0.0214	0.46503	0.47807	0.29272	0	0.09513	0.00951	0.06342	0
Healthy	0.59771	0.09812	0	0	0	0	0	0	0	0	0	0.08711	0.06158	0	0.00935	0	0	0	0.10491	0
Healthy	24.6012	0.12731	0.05154	0	0	0	0	0.00158	0	0	0	1.00693	0.33227	0	0	0	0	0	0.01803	0
Healthy	0.02327	0.24026	0.00124	0.30482	0.06784	0.00262	0	0	0	0	0	0.21284	1.00118	0.28557	0.11944	0	0.30482	0.04142	0.31496	0.3544
Healthy	0.37708	0.10625	0	0.19372	0.01423	0	0.0028	0	0	0	1.61529	1.01941	0.57875	0	0.03386	0	0.19372	0.08945	0.12598	0
Healthy	0.41061	0.0363	0.05394	0.61107	0.19753	0	0.03225	0	0.0561	0.00081	0	1.00984	1.48163	0.8002	1.05069	0	0.61107	0.0605	0.02299	0.41088
