s	Bifidobacterium_pseudocatenulatum	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Schaedlerella_glycyrrhizinilyticum	Rothia_sp001808955	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Bacteroides_uniformis	Butyrivibrio_A_crossotus	Dialister_invisus	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Phascolarctobacterium_faecium	Mediterraneibacter_torques	Bifidobacterium_sp002742445	Flavonifractor_plautii	Desulfovibrio_sp900556755
Healthy	-0.381774035952408	-1.94271435558179	-1.45148774365896	-0.757806544177545	-1.93367407463796	-1.24139085734026	-0.970819211092453	-5	-5	-5	1.01442014380741	-5	-5	-5	-5	-0.434293822187194	-5	-1.61636413163812	-2.75448733218585	-0.871084021546163	-5
Healthy	-5	-0.651305809734459	-1.10358402352688	-5	-5	-3.22184874961636	-5	-5	-5	-5	-0.0560555942146507	-0.445002340921057	-5	-0.423428315934709	1.10327027134463	-2.46218090492673	-5	-1.20446755728985	-5	-0.684932750485784	-1.24397278702656
Healthy	-5	-2.51427857351842	-5	-5	-5	-5	-5	-5	-5	-5	0.509778957980149	-5	-5	-0.632755928864775	-5	-1.65345144145153	0.629591026970847	-1.28508375200641	-5	-1.70071066591232	-1.18012717804945
Healthy	-5	-1.20586064423223	-2.78781239559604	-2.51855737149769	-5	-5	-5	-1.60642479673041	-1.55877632575739	-2.84163750790475	-1.17561379768123	-5	-5	-5	-5	-5	-5	-1.80465394165158	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.18794381079742	-5	-5	-5	-5	-1.22300841514359	-5	-0.282079974163006	-5	-5	-5
Healthy	-5	-2.35359627377693	-5	-5	-5	-5	-5	-5	-5	-5	0.214183960835765	-5	-5	-5	0.601057787062519	-5	-5	-0.0698663541588824	-5	-0.369633154248595	-5
Healthy	-5	-1.85325198636936	-2.36151074304536	-5	-3.15490195998574	-1.73754891026957	-5	-5	-5	-2.46344155742847	0.815497389770517	-5	-5	0.827840795222487	-0.19900127139245	-5	-5	-1.90483064856824	-5	-1.58838029403677	-5
Healthy	-5	-1.2057908836535	-5	-5	-5	-5	-5	-5	-5	-5	0.188616354228456	-5	-5	-5	-5	-1.05784307153251	-0.049075597436579	-1.09242742120145	-5	0.131650738089541	-0.587690683940166
Healthy	-0.505845405981557	-2.49214412830417	-5	-5	-5	-5	-5	-5	-5	-5	1.04490844059817	-5	-5	-5	-5	1.22941842183128	-5	-2.31336373073771	-1.18502031623924	-5	-5
Healthy	-0.860278295184796	-1.75399409592397	-2.13253251214095	-5	-5	-5	-5	-5	-2.15428198203334	-5	0.624872788337074	-5	0.712436710445994	-5	-5	-5	-5	-1.43533393574791	-5	-2.01637371287547	-5
Healthy	-5	-0.49614125104159	-1.77624454634276	-5	-5	-5	-5	-5	-5	-5	0.752748135696896	-5	-5	-5	-5	-5	-5	-0.734757531366199	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.163513201858071	-5	-5	-0.348072968287361	0.511258864431367	-5	-5	-5	0.779316490286057	-5	-5
Healthy	-5	-2.1605219526258	-5	-2.04431224968649	-1.488517711374	-5	-5	-5	-5	-5	1.11046883168086	-5	0.912881767878191	-5	-5	-5	-5	-1.98589967848038	-5	-1.11821604440662	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.506805281785375	-5	-5	-0.0909952112332832	-5	-5	-5	-1.16532502553726	-5	-1.42124621557357	-5
Healthy	-5	-2.73518217699046	-5	-5	-5	-5	-5	-5	-5	-5	0.440444642249115	-5	0.454562858018478	0.080272847470715	-1.42539005865981	-5	-5	-1.32458830628514	-5	-1.4639468448408	-1.62653627836763
Healthy	-5	-1.51598503733244	-1.5012760292521	-5	-5	-5	-5	-5	-5	-2.07987667370928	0.583729128380782	-5	-5	1.08023710664936	-0.283779563392971	-5	-5	-1.61421504115666	-5	-0.43527477159253	-5
Healthy	-0.0979916663966292	-1.04895405186418	-1.03231164954669	-5	-5	-5	-5	-5	-5	-5	1.08692937956106	-5	-5	-1.2217763732339	-5	0.338976140665884	-0.54809081306678	-1.13018179202067	-5	-1.11469533241103	-5
Healthy	-5	-2.00261361560269	-2.14146280243036	-1.52258931209275	-2.39794000867204	-5	-5	-5	-5	-5	0.550164733429151	-5	1.09223661730978	-5	-5	0.221182030376618	-5	-2.4145392704915	-5	-1.47768620484333	-5
Healthy	-5	-0.972609615315031	-5	-1.15316824717674	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.10634918301404	-0.935504573207272	-1.44952704289344	-2.57186520597121	-2.24184537803261	-5	-2.66756154008439	-1.3840499483436	-5	1.19045244326857	0.31396840341203	-5	0.126050192772378	0.233777644779454	0.235558745465651	0.0771097958949845	-1.64531544604527	-5	-1.40782324260413	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.27274664296082	-5	0.245759355967277	-0.69017827431977	-5	-5	-5	-2.02090709936167	-5	-5	-5
Healthy	-5	-1.45580788923497	-5	-5	-5	-5	-5	-5	-2.68193666503724	-5	-1.14411756996396	-5	-5	-0.740262813248734	-1.58469270777443	-0.0608053415417036	-5	-1.86486734862323	-2.3840499483436	-2.16178077809237	-1.87224748416703
Healthy	-5	-0.970981670453518	-1.55642412024974	-5	-5	-5	-5	-5	-5	-5	0.0852834410394239	1.33422468083524	0.790087328462054	-1.0260413138933	-0.746516607912985	-0.895786115800677	-5	-0.576590272266907	-5	-0.394802732611622	-5
Healthy	-1.92959267825988	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.19164129101428	-5	-5	-0.637442133445511	-5	-1.61564658586249	-5	-0.769372288289367	-5
Healthy	-5	-1.15101079374883	-5	-5	-5	-5	-5	-2.05700040663396	-5	-5	0.365619002254503	-5	-5	-5	-5	-5	0.555412492119042	-2.17327747983101	-5	-2.04095860767891	-5
Healthy	-1.04067235402783	-0.738404101517821	-1.65345144145153	-5	-5	-3.04575749056067	-1.90448195767685	-2.14266750356873	-5	-5	0.984913730979225	-5	0.352855635202889	-5	-5	-1.141102042768	-5	-2.24412514432751	-0.594790285615367	-1.50265561898242	-5
Healthy	-5	0.433084660061085	0.250661480969694	-5	-5	-5	-2.64975198166584	-2.23882418684427	-5	-1.40373287360448	0.397039216962717	-5	-2.19928292171761	-5	-5	-5	-5	-0.806764058360246	-5	-2.80410034759077	-5
Healthy	-1.65797231191253	-2.28066871301627	-2.7851561519523	-5	-5	-1.79696711298529	-2.37986394502624	-5	-5	-5	0.597310072388738	-5	0.467795987932978	0.764427218048839	-5	-5	-5	-1.53180041392739	-5	-1.14794719130215	-5
Healthy	-5	-1.39200914145283	-1.67923077166131	-5	-5	-5	-5	-5	-5	-5	-1.5036239459876	0.510599963747458	-5	-5	-5	0.692015414457631	-5	-0.97228353779101	-5	-1.06248210798265	-0.6481264233791
Healthy	-5	-0.922305134113414	-1.95000714307986	-5	-5	-5	-5	-5	-5	-5	0.534483017704701	-5	0.892731657251004	-0.0224958831669207	-0.0441151064680245	-5	-5	-1.6615435063954	-5	-1.02585690009779	-0.520136886976902
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03736314210619	-5	1.00987605824224	-5	-5	-5	-5	-0.912644569945949	-5	-5	-5
Healthy	-5	-0.621874754380627	-0.758453519403452	-2.26360349772336	-5	-1.53224394875597	-5	-1.79696711298529	-1.72330847115496	-2.30364361126667	0.469083824436468	0.934222637182721	-5	-0.435097327470795	-1.65462626944091	-5	-2.54668165995296	-1.16877030613294	-1.65306053730101	-1.02710321556346	-5
Healthy	0.0538962987966282	-0.69022083551952	-5	-5	-5	-0.92786043676026	-5	-5	-5	-5	1.26077975991106	-5	-5	0.32009017745797	-0.604359141303882	-5	-5	-0.29816444074994	-1.62690401292127	-0.928523032301082	-5
Healthy	-1.24382048315619	-5	-5	-1.27368038788922	-5	-5	-5	-5	-5	-5	0.829928707040246	-5	0.895069330973954	1.13376908730351	-5	-5	-5	0.316163322346075	-5	-1.10369429253392	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.000530162732987083	0.963118876557381	-5	0.150049945162385	-0.301203748209569	-0.542875373696591	-5	-1.46954415641532	-5	-0.711482498202926	-5
Healthy	-1.34399767931704	-0.387406851016106	-5	-5	-5	-5	-5	-5	-5	-5	0.923630979810997	-5	-0.203668551098487	-1.27457844992574	-5	-5	-5	-2.01592296609717	-5	-5	-5
Healthy	-5	-0.287864012224678	-1.98338445244282	-5	-5	-5	-5	-5	-5	-5	1.03581822791569	0.631262098515733	1.00461839841302	0.261738547352538	-5	-5	-5	-0.941915775249075	-5	-1.60449887569437	-5
Healthy	-5	-1.66655272550325	-5	-5	-5	-5	-5	-5	-5	-5	1.18876007415788	-5	-0.0449282976385849	0.0907446416409122	-5	-5	-5	-1.33799812061008	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.45399082265224	-5	1.14207051179306	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.945006963547275	-5	-5	-5	-5	-5	-5	1.10990945645856	-5	-5	-5
Healthy	-5	-1.40826776104816	-1.11092250734994	-5	-5	-5	-5	-1.94884747755262	-5	-1.63978538670465	1.17952909926016	-5	-5	-5	-5	-5	-5	-5	-1.12936203678919	-5	-5
Healthy	0.00807188474042974	-1.72932116385529	-1.21673976712705	-5	-2.48017200622428	-2.1232050237993	-0.629264916284168	-1.5600360640791	-5	-5	0.984562415520603	-5	0.377737780700825	-1.52797530229972	-5	0.161143309042809	-5	-0.880249376115416	-5	-1.28207997416301	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.14140265500531	-5	1.90819061758398	-5	-5	-0.054787537009781	-5	-5	-5	-1.61528825706172	-5
Healthy	-5	-5	-1.30918394201908	-5	-5	-5	-5	-5	-5	-5	1.33211130287697	-5	-1.18488734181019	-5	-5	-5	-5	-1.19613336571502	-5	-1.20266319922465	-0.394953667815253
Healthy	-5	-1.95506845385084	-5	-5	-5	-5	-5	-5	-5	-5	0.898000753595161	-5	-5	0.132314133066679	-1.49729982468944	0.49635112568003	-5	-1.03508070571336	-5	-1.20398103065285	-5
Healthy	-5	-1.95742448755981	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.296912974493739	0.910187222780124	-5	1.23116134607365	-0.300413734941313	-5	-5	-5
Healthy	-5	-1.0849168983488	-1.65856547542186	-5	-5	-5	-3.16115090926274	-5	-5	-5	0.0835778623558141	-5	-1.3623101808816	-0.634380997745496	-5	-1.18508681872493	-5	-1.68507994400758	-5	-1.67510050294769	-5
Healthy	-5	-0.442083959777893	-5	-5	-5	-5	-5	-5	-5	-5	0.620943487422779	-5	0.156379519246745	-5	-5	-5	-5	-0.708853238268114	-5	-5	-5
Healthy	-2.36957212497498	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.514026818224605	-5	0.919081755085175	-5	-5	-0.810593914470771	-5	-0.352979092834156	-5	-5	-5
Healthy	-5	-0.856704092875928	-5	-5	-5	-5	-5	-5	-5	-5	0.772094963429347	-5	-0.789253551101674	-5	-5	-5	-5	-0.876181013981003	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.926936878992421	-5	-5	0.112018173653894	-1.52797530229972	-5	-5	-0.873803632079469	-5	-0.473789996158336	-5
Healthy	-5	-5	-5	-1.95116991347165	-5	-1.77650405903761	-2.92811799269387	-5	-5	-5	1.13089027382514	-5	0.963986990661985	0.39720978037878	-5	-5	-5	-2.13018179202067	-5	-0.877423724942813	-5
Healthy	-5	-0.327366534606266	-0.950665664027716	-5	-5	-5	-5	-5	-2.0087739243075	-5	0.518534996069591	-5	0.297327094359532	-0.0520225251163653	-1.38848911287334	-5	-5	-1.39512622944736	-5	-5	-5
Healthy	-3.10237290870956	-0.063747717147164	-0.525594319911994	-5	-5	-1.58120170940965	-0.515045652579018	-2.64781748188864	-1.19415945118533	-1.77858576215766	-0.130457342854394	-5	-5	-5	-1.15150298190963	-5	-0.727972638763533	0.409777628212472	-5	-2.52724355068279	-2.93181413825384
Healthy	-2.16178077809237	-1.32513885926219	-5	-1.00300701810929	-1.89825292605363	-5	-5	-5	-5	-5	0.0431224655473766	-5	-5	-5	-5	-5	-5	0.0564360174790686	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.485338056309353	-5	-5	-0.791155710659262	-5	-1.20558166912586	0.686770290087891	0.195390371851025	-5	-5	-0.939642175351384
Healthy	-5	0.0933656435489044	-3.20065945054642	-5	-5	-5	-5	-0.92863356324087	-5	-1.2653601610123	-0.882994003364033	-5	-5	-5	-5	-2.34486156518862	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.667027790030603	-5	-5	-0.503651644223005	-1.1863523046531	0.278369423328418	-5	-0.86087686589042	-5	-1.0816026611563	-5
Healthy	-5	-0.490582400540865	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.61510920346945	1.13633079528129	-5	0.679803880081072	-0.42137224914041	-5	-5	-5
Healthy	-2.05700040663396	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.352292525446437	-5	-5	-5	-5	0.358893806868551	-5	-1.17101804599208	-2.92811799269387	-1.04992737024984	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.55209985531003	-5	-5	0.589725139240244	-5	0.738828106372149	-5	-0.723745051978275	-5	-5	-5
Healthy	-5	0.728632128331508	0.0171627731719883	-5	-5	-5	-5	-5	-5	-5	0.497251791669375	-5	-5	0.426654376037638	-0.405000083267754	-0.568266438766163	-5	-0.609700911289869	-5	-5	-5
Healthy	-5	-5	-5	-0.357555265834189	-5	-5	-5	-5	-5	-5	1.08338471365783	-5	-5	0.758795358732979	-5	-5	-5	-1.72491910154314	-5	-0.800848428794911	-5
Healthy	-0.666875291283116	-0.105135875703768	-1.19797924822802	-5	-2.04817696468409	-3.15490195998574	-0.734074252235689	-1.36431523745278	-3.88605664769316	-5	-0.884755714672745	-5	0.251740395365023	-2.5654310959658	-5	-0.247390790520685	-5	-0.771471322642818	-5	-1.09151498112135	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.2166780412867	-5	-5	-1.78781239559604	-5	-0.157397000297511	-5	-0.965010783712315	-5	-1.71399287792053	-5
Healthy	0.137240141597452	-0.679625197976332	-2.59859945921846	-5	-5	-0.845819567888176	-5	-5	-5	-5	1.25590683539415	-5	-5	0.317513855537176	-0.651617243582085	-5	-5	-1.0298856777149	-5	-0.868798509973767	-5
Healthy	-0.0881927678288332	-1.75671385391655	-5	-1.53076725749339	-5	-5	-1.40307318565703	-5	-1.75276345049324	-2.86966623150499	-0.214250312681285	-5	0.621791961492414	-5	-5	-5	-5	-1.55160289654223	-5	-1.31470621861322	-5
Healthy	-5	-1.71264622728525	-1.77936898055191	-5	-5	-5	-5	-5	-5	-5	-0.460836047048433	-5	-0.525696302883439	1.44796862954749	-1.31006989598178	0.239514695679609	-0.670785234194275	-1.03995754427316	-5	-1.86296254521049	-0.911722124004065
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.999128365457863	-5	-5	-1.13637977972968	-5	-0.501069468257998	-5	-0.86575912405341	-5	-2.14874165128092	-5
Healthy	-5	-1.34601609262593	-5	-2.26360349772336	-5	-5	-5	-5	-5	-5	-3.18045606445813	-5	-2.21253952548158	-1.70311552446145	-5	-3.55284196865778	-5	-1.29808678878766	-5	-1.83923143813887	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.168358982196007	-5	0.946575068486789	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.521447996571217	-5	0.89612535730753	-5	-5	-0.804986437124172	-5	-1.52782885330764	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.3758921298735	-5	-5	-0.502130858502907	-2.19246497193115	-5	0.374781329148626	-1.34611244192902	-5	-5	-5
Healthy	-5	-0.0271679369664116	-0.750385897655418	-1.87419354186047	-5	-5	-5	-1.70597490590468	-0.875202432039466	-5	0.352948131354647	-5	-5	-5	-5	-0.162967410266795	-5	-1.03848398855105	-5	-1.52738980240396	-1.93554201077308
Healthy	-5	-1.26520017041115	-5	-5	-5	-5	-5	-1.92518355935482	-5	-1.93516778026143	-5	-5	-5	-5	-5	-5	-5	-0.237846807696405	-5	-5	-5
Healthy	-5	-1.59980751140742	-5	-5	-5	-5	-5	-5	-5	-5	0.432685544610289	-5	-0.40988296521521	0.249868244360803	-0.855612625898063	0.143067912158774	-5	-0.654626269440912	-5	-0.869344650977969	-5
Healthy	-5	-5	-5	-1.4639468448408	-5	-5	-5	-5	-5	-5	0.627668937526418	-5	-5	-0.593902855525896	-0.190972537959185	-5	-5	-0.259432056170605	-5	-1.46775535637342	-0.512197252148894
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.0670712281913	-5	0.666505812651095	-1.0483225626567	-5	0.768490105171245	-5	-1.11187669270209	-5	-1.536704390038	-5
Healthy	-5	-2.17522353752445	-5	-5	-5	-5	-5	-5	-5	-5	0.641736789125779	-5	-5	-1.30294510772743	-1.11452569717084	-5	-5	-0.57191382374635	-5	-1.64955814346494	-5
Healthy	-5	-5	-5	-5	-5	-0.856797774950403	-5	-5	-5	-5	0.679107054378356	-5	0.430342777191549	-0.354617035097462	-5	-5	-5	-0.285351762649026	-5	-1.18012717804945	-5
D037841	0.419428660933873	-1.98842955640272	-5	-1.47495519296315	-3.30980391997149	-1.38965928854784	-5	-5	-5	-5	-0.290755486712013	-5	-5	-1.39254497678533	0.819592626436007	-5	-5	-0.272564482964001	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.32056603972599	-5	1.07571152416965	-5	-5	-5	-5	1.01054629798609	-5	-5	-5
Healthy	-5	-1.58821199545613	-1.27270279719641	-0.34758925790823	-5	-1.12551818230053	-5	-1.6903698325741	-5	-1.67223251009727	-5	-5	-5	-5	-5	-5	-5	-2.50723961097316	-5	-5	-5
Healthy	-5	-0.972609615315031	-2.22112552799726	-5	-5	-5	-5	-5	-5	-5	-0.279295069282147	1.10390322112723	-5	-0.464541309734901	0.821518113691839	-0.341082779955483	-5	-0.755426027182564	-5	-1.87451873429941	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.201708538229163	-5	-0.811746672973496	0.328108339556018	-5	1.23610401052842	-0.902499747768313	-5	-5	-5
Healthy	-5	0.694591160905255	-0.275953629621199	-5	-2.79588001734407	-5	-5	-5	-5	-2.87289520163519	-0.127389267536932	-5	-5	-0.572757397768964	-5	-0.00872074864693998	-5	-1.1073489661227	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-2.30980391997149	-5	-5	-5	-5	-0.150273555803672	-5	-5	-1.38594689401278	-5	-5	-5	-1.11565785235294	-5	-5	-0.581748439903307
Healthy	-5	-2.5016894462104	-1.18916284885951	-5	-5	-5	-5	-1.51201366887061	-5	-1.88773023158273	-2.08144546944973	-5	-5	-5	-5	-5	-5	-5	-5	-2.45345733652187	-5
Healthy	-5	-0.917609622418284	-0.786588505417218	-1.9072793553159	-1.77624454634276	-5	-1.48651604329574	-5	-5	-5	0.551870669439571	-5	-5	-1.75597041096998	-5	-1.17953580942232	-0.501138311007116	-1.03805711685861	-5	-1.49512154058978	-1.14086170270547
Healthy	-5	-5	-5	-0.667137552504174	-5	-5	-5	-5	-5	-5	0.847877915145708	-5	-5	-0.00865428822588844	-5	-1.26841123481326	-5	-1.34862505608696	-5	-1.21105427297625	0.130488156865599
Healthy	-5	-1.4024144982478	-5	-5	-5	-5	-5	-5	-5	-5	0.435533817208469	-5	-5	1.13455352427367	1.21879301222502	-5	-5	-0.647933309194806	-5	-1.62433638603911	-5
Healthy	-5	-1.13507380846099	-5	-5	-5	-5	-5	-5	-5	-5	0.252726848890775	-5	-5	1.19037120316183	1.1110274873495	-5	-5	-1.07603103512453	-5	-5	-5
Healthy	-0.394188751694883	-1.86614187479667	-5	-5	-5	-1.3612113328426	-5	-5	-5	-5	1.41944535909606	-5	-5	0.485681685298971	-1.17633018673186	-5	-5	-1.43039203245318	-5	-0.747244028911427	-5
Healthy	-5	-5	-5	-1.46571999479492	-5	-5	-5	-5	-5	-5	0.62668520194095	-5	-5	-0.541452795803407	-0.169141985486758	-5	-5	-0.726882931513258	-5	-2.1001794975729	-0.529648320654182
Healthy	-5	-0.422370350778375	-1.01037222925485	-5	-5	-5	-5	-5	-5	-5	-0.757682236284805	1.22353254164478	-5	0.704747475862046	0.817069316414013	-5	-0.709653699346067	-1.12211057462852	0.139132591639047	-1.70619564008066	-1.71873931294499
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.949674888443835	-5	0.863660051065629	-0.0856885829793762	-0.149997413907539	-5	-5	-5	-5	-5	-5
Healthy	-0.000821593221190352	-0.835617399036831	-0.311704788551843	-5	-5	-5	-5	-5	-1.75178143880993	-5	1.09795141759775	-5	-5	-5	-5	0.779518570972331	0.518035953006791	-0.721955563467119	-5	-1.62378814971733	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.38208028998711	-5	-5	-0.126661956989366	-5	-0.41801622713926	-5	0.0551527149076202	-5	-1.56751174422949	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.655725650327535	-5	-5	-5	-5	-1.55067590690127	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.178910791439557	0.628582020430055	-5	-0.00794158606470447	-0.285368518807058	-1.2938798902973	0.478997690268768	-0.564713187759872	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.82885884897162	-5	-5	-5	-5	-5	1.06560249311939	-5	1.04836837904603	0.222864678104532	-5	-0.404030060417024	-5	-1.28617357561948	-5	-1.10874138309586	-5
Healthy	-5	-0.922268820347608	-1.99740201928009	-5	-2.29670862188134	-2.48148606012211	-5	-5	-5	-5	-1.34132097141755	-5	-5	-5	-5	-5	-5	-5	-5	-3.01322826573375	-5
Healthy	-5	-2.39685562737982	-3.08618614761628	-5	-5	-5	-5	-5	-5	-5	-5	0.539866147156414	-5	0.545773330579899	-0.899078319679153	0.458134531178407	0.265341492897072	-0.673377435484345	-5	-1.40938105179342	-5
Healthy	-1.12662126359086	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.910413075083883	-5	-0.0727066463559656	-1.53491471244257	-5	-5	-5	-1.42539005865981	-5	-5	-5
Healthy	-5	-1.22011503680736	-5	-5	-5	-5	-5	-5	-5	-5	-1.32403845035783	-0.464731203988952	-5	-0.86489916623428	-1.66594855965311	-5	-5	-1.72862312810593	-5	-2.00612308505879	-5
Healthy	0.00929363742994817	-0.694670130812392	-5	-5	-5	-0.96018944585165	-5	-5	-5	-5	1.24297376834611	-5	-5	0.29754166781816	-0.67423811468077	-5	-5	-0.559279782683096	-5	-0.765204411779357	-5
Healthy	-0.0132551301408219	1.07344376012518	0.457897028682284	-2.98716277529483	-2.49349496759513	-1.5927791070726	-5	-1.50307035192678	-5	-1.39728905504244	0.655161494083189	-5	0.272057538872303	-5	0.176334395893585	-1.10336356947042	-5	-1.57479194886134	-0.325111315031114	-2.75202673363819	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.496571276460733	-0.0430875650908458	-5	-0.410787873722361	-5	-5	-5	-1.94423953531227	-5	-1.43640027111847	-5
Healthy	-5	-5	-5	-5	-5	-0.849028767937388	-5	-5	-5	-5	0.691972164408841	-5	0.437615815528352	-0.341673734701173	-5	-5	-5	-2.13906337929991	-5	-1.40560744962457	-5
Healthy	-5	-1.32048125630421	-5	-5	-5	-5	-5	-5	-1.71737788712194	-5	-0.449747180339344	-1.79969681701842	-5	0.424205178064216	-0.639766438842168	-0.567752461731399	-5	-0.319773300503884	-5	-1.59980751140742	-5
Healthy	0.712716187359674	-5	-5	-5	-1.81360878430451	-5	-0.749116672166032	-5	-5	-5	-0.356182274800737	-5	-5	-5	-5	-5	-5	0.264621874235169	-5	-1.69615622511135	-5
Healthy	1.28199207635609	-5	-1.76421912967244	-5	-5	-5	-5	-0.555237181197326	-5	-1.47521455067878	-1.20887099927271	-5	-5	-5	-5	-5	-5	-1.49784610712864	-5	-5	-5
Healthy	-5	-0.791424291052425	-2.46092390120722	-5	-5	-5	-5	-2.74714696902011	-2.36051351073141	-5	0.760335766666618	-5	0.655190316451308	-5	-5	-2.24336389175415	-5	-0.590861838846136	-5	-1.05217431555755	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.37318445568094	-5	-1.74496883665445	-5	-5	-0.720629681820892	-5	0.108930164614462	-1.03834165136228	-1.50196527631297	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.3860191038855	-5	0.790191537789381	-5	-5	-5	-5	-0.616202580443336	-5	-1.53880171137751	-5
Healthy	-5	-1.51215487988856	-0.998872299722965	-5	-5	-5	-5	-1.73235901765408	-5	-1.44249279809434	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.531519742642387	-1.55799084085905	-1.38132446111486	-5	-5	-5	-5	-5	-5	-5	0.990993798987965	-5	-5	-5	-5	0.767230098110718	-0.0646539871176032	-1.08846953769284	-5	-1.21997087266266	-5
Healthy	-5	-1.60589869795996	-5	-5	-5	-5	-5	-5	-5	-5	0.627725229946088	-5	-5	-5	-5	0.201088365053655	-5	-0.95833103352439	-5	-1.57300104124346	-5
Healthy	-5	-0.494700758605061	-5	-2.10182351650232	-2.67571754470231	-1.89928491342692	-1.57839607313017	-5	-1.79969681701842	-2.77989191195994	0.711684091208483	-5	-0.0885920114159929	-5	-5	-5	-5	0.278252730703507	-5	-2.29929628285498	-5
Healthy	-3.69897000433602	-5	-2.87942606879415	-5	-5	-1.0879374444115	-5	-5	-5	-5	0.0807238676229773	-0.700449121500981	0.840233477189577	0.764713248877272	-0.588144694281054	-5	-5	-2.54060751224077	-1.40110011293612	-2.03905380426617	-1.25884840114821
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.11173990787914	-5	-5	-5	-5	-1.28785558578511	-5	-1.09113982698272	-5	-5	-2.42365864979421
Healthy	-1.7503125721947	-0.798821443616675	-1.05330216275426	-5	-1.64550739941056	-5	-1.35951856302958	-5	-5	-5	0.488694517486511	-5	-5	-5	-5	-0.221790847545488	0.420214926779441	-1.56479289675925	-1.32707130955728	-1.6663512434853	-5
Healthy	-3.14266750356873	-1.55377359822184	-1.28207997416301	-5	-5	-5	-5	-5	-2.3829996588791	-5	0.59285155524644	-5	-5	-1.53342892761365	-0.394393315569906	-5	-5	-0.699447991207115	-5	-1.76170293212461	-5
Healthy	-5	-1.30486870229597	-2.39147396642281	-5	-5	-5	-2.10902040301031	-5	-5	-5	0.228277137115598	-5	-5	0.985489345672	-0.263332646193315	0.410206794697115	-5	-0.608447433389072	-1.82652235654701	-1.03933899272902	-1.51187250375254
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.851305445707674	-5	-5	-1.4834646261042	-5	0.756444398321737	-5	-0.88796504882657	-5	-5	-0.946498997613585
