group	Enterobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Coriobacteriaceae	Veillonellaceae	Lactobacillaceae	Eggerthellaceae	Micrococcaceae		Lachnospiraceae	Rikenellaceae	Bifidobacteriaceae	Dialisteraceae	Coriobacteriaceae	Erysipelotrichaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae	Eggerthellaceae
Healthy	0.41766	0	0	0	0.0325	0	0.05442	0	0		4.92547	7.22247	0.2498	0	0.0325	0	0	0.05442	0.00971	0
Healthy	0.03083	3.1013	0.34056	0.01028	3.06532	0	0.01853	1.16762	0.14898		34.5061	0.03296	0.31582	0	3.06532	0.34056	0	0.01853	0.34899	1.16762
Healthy	0	0	0.05946	0	0.20255	0	0	0	0		3.32578	18.66665	0.3923	0	0.20255	0.05946	0	0	0	0
Healthy	4.48171	0	0	0	0	0	0	0	0		0.64376	0	0.00788	0	0	0	0	0	0	0
Healthy	0	0	1.09497	3.26715	4.6502	0	0	0	0		16.00256	0.13111	17.26884	4.17314	4.6502	1.09497	0	0	0.08546	0
Healthy	8.27501	2.78817	0.01137	0.28683	2.73071	0.06387	0.03521	0.03739	0		13.73188	2.90913	9.77859	1.6688	2.73071	0.01137	0	0.03521	0.05975	0.03739
Healthy	0	0.02844	0.15655	0	0.16056	0	0.17697	0	0		9.9411	12.01129	0.23772	0	0.16056	0.15655	0	0.17697	0	0
Healthy	0	0.03148	0.98274	0	0	0	0	0	0		10.75215	1.13965	0	6.86911	0	0.98274	0	0	0	0
Healthy	0	0	0	0	0.01917	0	0	0	0		1.43074	28.10009	0	4.9285	0.01917	0	0	0	0	0
Healthy	0	0.01728	0	0	0	0	0	0.57453	0		2.53466	0.71109	0	0	0	0	0.06032	0	0	0.57453
Healthy	0	0	0.5321	0	0	0	0	0	0		12.35862	0.93951	0	0	0	0.5321	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		19.09982	0.55769	0	4.66442	0	0	0	0	0	0
Healthy	0.17021	0.01461	0	0	0.49719	0	0	0	0		41.60032	1.57347	8.02979	7.25171	0.49719	0	0	0	0	0
Healthy	45.03151	0.04117	0	0	0	0.30991	0.02118	0	0.00445		0.85187	0	26.28788	0	0	0	0.00321	0.02118	0.26245	0
Healthy	0.68284	0.39508	2.65722	0	0.47139	0.03547	0	0.01603	0		10.50884	11.2174	0.78125	0	0.47139	2.65722	0.10383	0	1.70888	0.01603
Healthy	0.02209	0.42428	0.34474	1.29726	1.24513	0.11725	0	0.00127	0.00364		22.75705	3.619	0.00044	0	1.24513	0.34474	1.94823	0	0.49571	0.00127
Healthy	0	0.02819	0.00884	0	0.11045	0	0	0.09906	0		10.82757	2.06262	0.39583	19.0918	0.11045	0.00884	0	0	0	0.09906
Healthy	0.43979	0.20397	0.03436	0	0.13106	0.02114	0	0	0		1.1498	0	0	3.65111	0.13106	0.03436	0	0	0	0
Healthy	5.0395	0.0369	0.04797	0	0.04826	0	0	0	0		45.16278	7.84369	0.12593	0	0.04826	0.04797	0	0	0	0
Healthy	1.99531	0	0.69215	0	0	0	0	0	0		11.08425	0.24915	0	0	0	0.69215	0	0	0	0
Healthy	2.47232	0.12872	0	0.00485	0	0	0	0	0		12.36262	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	12.5676	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.83493	0	0	0	0	0	0		16.41245	0.27861	0	3.77341	0	0.83493	0	0	0	0
Healthy	2.17496	0	0	0	0	0	0	0	0		2.59735	11.35413	0	0	0	0	0	0	0	0
Healthy	1.18723	0	0	0	0	0	0	0	0		11.3437	12.57441	0	0	0	0	0	0	0	0
Healthy	0.00577	0.12442	0.90112	0	7.78492	0	0	0.10873	0		18.13193	4.16387	6.16323	0	7.78492	0.90112	0	0	0	0.10873
Healthy	0.06196	0.37524	0.59434	0.75555	0.02733	0.11339	0	0	0		14.43681	0.12187	0.27323	0.17762	0.02733	0.59434	0	0	0.08272	0
Healthy	0.03069	1.8031	16.2285	0	1.61799	0	0.25467	0	0		27.99352	0.5071	1.30933	0	1.61799	16.2285	0	0.25467	0.39658	0
Healthy	0	0	2.59549	0	0	0	0	0	0		46.12001	0.28321	0	1.81937	0	2.59549	0	0	0	0
Healthy	0.01371	0.09741	0.00164	0.00641	1.15934	0.0027	0	0.2235	0		14.3225	5.36302	4.37919	0	1.15934	0.00164	0.00347	0	0.01809	0.2235
Healthy	0.50132	0.09521	0.54908	0	0.68469	0	0	0.02925	0		0.6642	21.07303	1.14064	3.10731	0.68469	0.54908	0	0	0	0.02925
Healthy	0.26005	0.00991	0.03476	0	0.77118	0.00213	0	0	0.00929		3.47734	3.81569	2.63151	0.04258	0.77118	0.03476	0.01633	0	0	0
Healthy	0	0	0.01318	0	0.014	0.00187	0	0	0		24.70333	2.72201	0.33623	2.91756	0.014	0.01318	0.19619	0	0.04762	0
Healthy	13.8958	0.25861	0.21221	0	0.10698	0	0.29227	0	0.13362		15.26111	0	0	0	0.10698	0.21221	0.19436	0.29227	0	0
Healthy	0	0	0.02329	0	0	0	0	0	0		24.9995	3.36236	0	0	0	0.02329	0.40445	0	0	0
Healthy	0.02936	0.0236	0	0	0.39782	0.00338	0	0.02028	0		9.36965	14.28135	1.37984	0	0.39782	0	0	0	0	0.02028
Healthy	0.01164	0.16282	0.10979	0	0	0	0.02298	0.00912	0		6.89448	4.38127	0.82131	0	0	0.10979	0	0.02298	0.03406	0.00912
Healthy	16.2704	0.03414	0.02316	0	4.77566	0	0	0.44847	0		3.74087	7.82592	21.57091	0.12056	4.77566	0.02316	0	0	0.0391	0.44847
Healthy	0	0.0178	0	0	0.12177	0	0	0.16689	0		2.35324	19.73568	0.00495	0.37665	0.12177	0	0.0433	0	0	0.16689
Healthy	0	0.03282	0	0	0.07603	0	0	0	0		1.41098	16.4127	0	0	0.07603	0	0	0	0	0
Healthy	0	0.03904	0.28994	0	0	0	0	0	0		40.01939	1.95585	0.2885	0	0	0.28994	0	0	0	0
Healthy	0.01872	0.27504	0.01813	0.03926	3.61486	0	4.08856	0.15598	0.00078		0.92057	0.11509	26.92302	0	3.61486	0.01813	0	4.08856	0	0.15598
Healthy	0	0.17708	0.95378	0	2.30781	0	0	0.07654	0		10.35771	4.98618	6.696	0	2.30781	0.95378	0.00707	0	0	0.07654
Healthy	7.91574	0.17934	0.05901	0	0.16538	0.07587	0.03691	0.00503	0		3.68938	1.27693	0.80747	3.17106	0.16538	0.05901	0.02686	0.03691	0	0.00503
Healthy	0.03688	0.53139	0	0	3.32267	0	1.70245	0.05963	0		65.10181	0.91139	6.28061	0	3.32267	0	0	1.70245	0.06087	0.05963
Healthy	0.28043	0	0.5174	1.88483	0	0	0	0	0		25.87645	0.23036	0	0	0	0.5174	0.3596	0	1.32887	0
Healthy	0	0	0	0.16646	0	0	0	0	0		5.63363	7.33167	0	0	0	0	0	0	0	0
Healthy	0	0.06796	0.0586	0	0.12332	0.00964	0.00333	0	0		20.55786	1.3603	0.20889	2.93898	0.12332	0.0586	0	0.00333	0.01624	0
Healthy	0	0.01391	0.06749	0	0.31131	0	0	0.00253	0		29.11495	9.4926	3.51953	0	0.31131	0.06749	0	0	0.00792	0.00253
Healthy	0	0.12449	0	0	0.04008	0.02365	0	0	0		19.05219	4.51787	0.55022	0	0.04008	0	0.16291	0	0.48636	0
Healthy	0.38074	0.17009	0.09045	0.03459	9.00992	0.59052	0	0.22442	0		19.95339	0	9.69128	0	9.00992	0.09045	0.03351	0	0.50904	0.22442
Healthy	15.35453	0.11446	0.18526	0.01593	0.08591	0.86377	0.00245	0.00203	0.005		18.0346	0.02232	0.41323	0	0.08591	0.18526	3.59088	0.00245	0.01158	0.00203
Healthy	0.00738	0.12189	0.02452	0	0	0.38637	0	0	0		9.37955	6.56334	0	0	0	0.02452	0.12229	0	0	0
Healthy	0.09251	0.03645	0.03772	0	0.06085	0	0	0	0		0.7039	17.41382	0.07712	0	0.06085	0.03772	0	0	0	0
Healthy	0	0	0.50147	0	0	0	0	0	0		12.86276	1.01544	0	0	0	0.50147	0	0	0	0
Healthy	0	0	0	0.00625	0.1756	0	0	0	0		1.58508	23.74612	1.05286	0	0.1756	0	0.0041	0	0	0
Healthy	0	0	0.56837	0.05727	0	0	0	0	0		23.08996	0.7295	5.8251	0.42123	0	0.56837	0	0	0.01672	0
Healthy	0.18701	0	0	0	1.83456	0	0	0	0		5.25015	0	34.03736	0	1.83456	0	0	0	0	0
Healthy	0.09698	0.32028	0.71548	0	1.15088	0	0	0.07936	0		1.19561	9.93577	1.21136	0.58867	1.15088	0.71548	0	0	0	0.07936
D065626	0.37826	0.1224	0.08564	0.16744	0.3084	0.75896	0	0.01385	0.00591		23.62144	0	4.66137	9.68283	0.3084	0.08564	0.40944	0	0	0.01385
Healthy	0	1.00425	0	0	0	0.12008	0	0.01338	0		27.62409	0	15.48497	0	0	0	0	0	0.01617	0.01338
Healthy	0.41381	0.52817	0.2107	0.02654	0.80463	0.03902	0.14357	0.03171	0		15.7252	13.6321	2.00549	0	0.80463	0.2107	0.22525	0.14357	0.32284	0.03171
Healthy	0	0.2042	0	0	0	0.63154	0	0	0		34.41931	0.70496	0.12966	5.86802	0	0	0	0	0	0
Healthy	10.2031	0	0.16405	0	1.25369	0	0	0.17385	0		0.35757	1.22503	0.01459	2.67283	1.25369	0.16405	0	0	0	0.17385
Healthy	0	0.01904	0	0	0.18531	0.04235	0	0.0642	0		5.91871	1.12231	0	0	0.18531	0	0	0	0	0.0642
Healthy	0	0	0	0	0	0	0	0	0		55.5583	0	0	0	0	0	0	0	0	0
Healthy	0.00725	0.00407	0	0	0.0329	0.03587	0	0	0		1.30125	4.66197	0.13731	0	0.0329	0	0.09349	0	0	0
Healthy	0.84904	0.57369	0.02649	0	0.51061	0	0	0.00662	0		33.57267	0.0727	0.23598	0	0.51061	0.02649	0	0	0.01	0.00662
Healthy	0	0.08743	0.04519	0.11243	0.5799	0	0	0	0		3.76115	13.79185	0.79609	0	0.5799	0.04519	0	0	0	0
Healthy	5.26417	0.14767	0.82942	0	0.19488	0.00346	0	0.15845	0		27.7512	16.13007	0.0005	0	0.19488	0.82942	0.12275	0	0.24465	0.15845
Healthy	0.06415	0	0.04312	0	0	0	0	0	0		3.88804	0	0.52847	2.92276	0	0.04312	0	0	0.35414	0
Healthy	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.02657	0	0	0.09998	0.0172	0	0.18248	0		2.49626	19.87845	0	0.37586	0.09998	0	0.04241	0	0	0.18248
Healthy	0	0	0	0	0.07908	0.43235	0	0.1564	0		4.05585	15.30755	0.38942	0	0.07908	0	0	0	0	0.1564
Healthy	0	0.02635	0.21428	0	0	0.07503	0	0	0		21.91439	0.17679	0.02459	7.95792	0	0.21428	0.00216	0	0.09271	0
Healthy	0	0	0	0	0.1158	0	0	0	0		1.81861	20.96467	1.72919	0	0.1158	0	0	0	0	0
Healthy	9.59962	2.13376	4.21269	0	7.02053	0	7.48365	0	0		20.26009	0.93204	18.59698	0	7.02053	4.21269	0	7.48365	0	0
Healthy	8.06911	0.84114	0.12519	0	0.12133	0.02412	0.20931	0.0109	0.02838		2.22211	1.31298	0.04649	0	0.12133	0.12519	0.15665	0.20931	0	0.0109
Healthy	28.41585	0.28293	0.00184	0	0.80474	0.48352	1.13501	0.07372	0.00697		3.31496	6.11705	1.506	0.95109	0.80474	0.00184	0.2504	1.13501	0.05371	0.07372
Healthy	0	3.79207	0.91548	0	0.38233	0.10178	0	0	0		34.00631	0.4557	8.53051	0.79301	0.38233	0.91548	0.45335	0	1.39548	0
Healthy	0	0	0.06761	0	0.26261	0	0	0	0		3.20744	21.21362	0.48598	0	0.26261	0.06761	0	0	0	0
Healthy	3.76517	0	0.06892	0	0.12712	0	0.00571	0.02085	0		2.83198	28.04021	0.03787	0	0.12712	0.06892	0	0.00571	0	0.02085
Healthy	0	0.00764	0	0	0	0	0	0	0		11.71708	3.31462	0	8.76626	0	0	0	0	0	0
Healthy	4.56367	0.00439	0.03472	0.09411	2.0283	4.80996	0	0	0		0.22061	0.00654	30.16693	0	2.0283	0.03472	0.1101	0	0	0
Healthy	0.07914	0	0.02006	0	0	0	0	0	0		4.82885	8.76477	0.00502	4.26221	0	0.02006	0	0	0	0
Healthy	0	0.02189	0.15466	0	0.17451	0	0	0	0		35.24118	6.78408	2.27182	0	0.17451	0.15466	0	0	0.0244	0
Healthy	0.83626	0.07099	0.38297	0	0.86375	0	0	0.00301	0		0.3306	20.02248	0.36471	0.05508	0.86375	0.38297	0	0	0	0.00301
Healthy	26.9709	10.31952	0	0	0	0.4438	0	0	0.03541		0.00235	0	45.48001	0	0	0	0.02165	0	0	0
Healthy	0	0	1.92613	0	0.2013	0	0	0	0		21.24383	0.98383	0.52811	0	0.2013	1.92613	0	0	0.07713	0
Healthy	0	0	0	0	0	0	0	0	0		42.40187	0	22.2985	0	0	0	0	0	0	0
Healthy	0.24872	1.01283	0.12324	0	3.27579	0	0	0.08701	0		19.50814	1.48971	1.82914	0	3.27579	0.12324	0	0	0.51059	0.08701
Healthy	0.36064	0.4512	2.12	0	0.21914	0.27882	0	0	0		14.50134	4.90075	1.47133	1.58202	0.21914	2.12	0.25094	0	0	0
Healthy	0.01889	0	0.04162	0	0	0	0	0	0		1.559	14.88288	0.26279	6.08902	0	0.04162	0	0	0	0
Healthy	0	0	0	0	3.13799	0	1.54188	0.14641	0		9.10908	4.90723	8.98985	0	3.13799	0	0	1.54188	0	0.14641
Healthy	0.03122	0	0.20077	0.09745	0.64187	0	0	0	0		5.15277	10.21397	0	0	0.64187	0.20077	0	0	0	0
Healthy	0	2.30761	0.02104	0	0	0.49089	0.05192	0.09692	0		32.0243	0.0641	10.29739	0.05075	0	0.02104	0.03119	0.05192	0.68221	0.09692
Healthy	0.28324	0.01299	0.36671	0	0.56127	0	0	0	0		1.00085	27.76259	1.05041	3.06152	0.56127	0.36671	0	0	0	0
Healthy	0	0.16599	0.32485	0	0.65908	0	0	0	0		20.23608	4.12873	3.65315	0.00109	0.65908	0.32485	0	0	0	0
Healthy	1.91893	0.02293	0	0	0	0.32975	0	0.13545	0.01601		0	0	20.49217	0	0	0	0.02662	0	0.0852	0.13545
Healthy	0	0	0	0	0	1.09042	0	0	0		1.73643	4.75731	0	0.7142	0	0	0.14953	0	0	0
Healthy	0.02636	0	0	0	0.08076	0.48802	0	0.10453	0		6.17709	17.24184	0.43806	0	0.08076	0	0	0	0	0.10453
Healthy	0.02664	0	0.10208	0	0.1319	0.23548	0	0	0		2.82232	8.05061	0.64754	5.94513	0.1319	0.10208	0.00379	0	0	0
Healthy	0	0	1.16992	0	0.32988	0	0	0.00138	0		44.1738	6.77294	0.2521	0	0.32988	1.16992	0	0	0	0.00138
Healthy	0.3495	0.08323	0.0067	0	0.63567	0.0177	0.06618	0.06416	0.00168		8.43573	24.06582	0.81517	0.92609	0.63567	0.0067	0.0348	0.06618	0.04977	0.06416
Healthy	0.06543	0	0	0	0	0	0	0	0		1.7712	1.54617	0.14046	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		5.273	0.14663	0	0	0	0	0	0	0	0
Healthy	0.09641	0.05154	0.00806	0.0349	0.11737	0.00035	0	0.00156	0		4.62909	7.21818	0.01722	0	0.11737	0.00806	0.01227	0	0	0.00156
Healthy	0.03075	0.18219	0.05254	0	1.87844	0	1.73204	0.25731	0		29.42827	6.79551	2.4165	0	1.87844	0.05254	0	1.73204	0.04428	0.25731
Healthy	9.70979	1.92647	0	0	0	0	0	0.10928	0		23.02168	1.89596	1.1541	0	0	0	0	0	0	0.10928
Healthy	0	0	0	0	0.25808	0	0	0	0		0	7.74409	2.21534	0	0.25808	0	0	0	0	0
Healthy	0	0.42818	0	0	0	0	0	0	0		5.17697	2.19481	0.21988	4.75304	0	0	0	0	0	0
Healthy	2.05871	0	0	0	0	0	0	0	0		2.52416	11.31766	0	0	0	0	0	0	0	0
Healthy	0	0.23942	0	0	0	0.2423	0	0	0		13.18979	7.10356	0.42243	4.56438	0	0	2.79337	0	0	0
Healthy	0	0	0.17432	0	0.69645	0.02096	0	0.04189	0		4.21161	4.88741	5.5343	17.9403	0.69645	0.17432	0	0	0.00247	0.04189
Healthy	0.15188	0.25098	0.03599	0.18269	3.65264	0	0	0.04556	0		10.997	6.80667	32.56182	0	3.65264	0.03599	0	0	0.23583	0.04556
Healthy	0.05784	0	0.07931	0	0.61646	0.04798	0	0.00323	0		18.5457	11.82391	4.53988	0	0.61646	0.07931	0.07919	0	0	0.00323
Healthy	0	0	0	0	0.09219	0.47645	0	0.13158	0		6.1442	17.10897	0.37044	0	0.09219	0	0	0	0	0.13158
Healthy	0	0.04972	0	0	0.0746	0.10177	0	0.0913	0		6.14176	27.6519	0.2172	0	0.0746	0	0.16357	0	0	0.0913
Healthy	0	0	0.56373	0	0.05195	0	0	0	0		7.94231	7.60725	0	0	0.05195	0.56373	0	0	0	0
Healthy	0	0.00222	0.38037	0	0.19754	0	0	0	0		10.73204	4.87839	13.64907	1.10913	0.19754	0.38037	0.37776	0	0.41354	0
Healthy	0	0.02629	0	0	0.4302	0	0	0.02161	0		10.00642	14.96355	1.48243	0	0.4302	0	0	0	0	0.02161
Healthy	0	0.15114	0	0	0	0	0	0.24093	0		37.30257	4.79021	0	7.19383	0	0	0	0	0	0.24093
Healthy	0.03928	0	0	0	0	0	0	0	0		1.61467	1.5492	0.19628	0	0	0	0	0	0	0
Healthy	0	0	0.03199	0	0.12975	0	0	0.00494	0		3.01173	18.3711	0	0	0.12975	0.03199	0	0	0	0.00494
Healthy	0	0.24663	0	0	0.63318	0	0	0.00747	0		4.09934	15.27716	0.41873	15.2478	0.63318	0	0	0	0	0.00747
Healthy	0.10767	0	0.18695	0	0	0	0	0	0		12.83256	1.91099	0.05912	0	0	0.18695	0	0	0.03164	0
Healthy	0	0	18.7223	0	0	0	0	0	0		3.29556	0	0	0	0	18.7223	0	0	0	0
Healthy	0.71518	0.29003	0.00089	0	0.0568	0	0	0	0		2.07621	0	0	2.25728	0.0568	0.00089	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0		0	0	0.04074	0	0	0	0	0	0	0
Healthy	0	2.90591	0	0	0	0	0	0	0		34.99819	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.57617	0	0	0	0	0	0		12.78803	0.97211	0	0	0	0.57617	0	0	0	0
Healthy	0.02922	0.01043	0.01675	0	0.36055	0	0	0.20111	0		4.19265	10.701	5.20733	0	0.36055	0.01675	0	0	0	0.20111
Healthy	0	0	0.2908	0	0	0	0	0	0		18.38961	3.28956	7.91303	4.76352	0	0.2908	2.18129	0	0.55546	0
Healthy	3.51716	31.89255	0	0	0	0	0.24471	0	0		2.61446	0	20.0961	0	0	0	0	0.24471	0.45677	0
Healthy	0	0.02126	0.35127	0	0	0.20333	0	0	0		9.29407	4.01583	0.13026	4.43254	0	0.35127	1.80386	0	0.39572	0
Healthy	0	0	0	0	1.17839	0	0	0	0		9.93308	38.6256	11.67146	0	1.17839	0	0	0	0	0
Healthy	0	0.05764	0.62956	0	0.22583	0	0	0	0		17.72833	1.35191	23.03245	0.68458	0.22583	0.62956	0.44198	0	0.33437	0
Healthy	6.69974	0.15099	0.27787	0.02399	0	0.07495	0.99162	0.99795	0		13.79656	11.09274	0.6157	0.79107	0	0.27787	0.01693	0.99162	0.02746	0.99795
Healthy	0	0	0	0	0.30054	0	0.0088	0	0		15.63988	19.56418	1.62721	0	0.30054	0	0	0.0088	0	0
Healthy	0.08323	0.27989	0.08648	0	0.02796	0.00154	0	0	0		6.61933	7.04206	0.11048	8.01371	0.02796	0.08648	0.12177	0	0	0
Healthy	0	0.93232	0	0	0	0	0	0	0		40.89289	4.99037	9.55318	1.4303	0	0	0	0	0	0
Healthy	0	0.04835	0	0	0	0	0	0	0		33.07704	0.45088	0	4.5423	0	0	0	0	0	0
Healthy	0	0.42936	0.06127	0	0	0.03503	0	0.0039	0		28.98401	14.28186	0.26704	0	0	0.06127	2.25848	0	0	0.0039
Healthy	25.34109	1.22407	0	1.18019	0	0.04465	0	0.17076	0.01846		0	0	0.04324	0	0	0	0.05734	0	0	0.17076
Healthy	0.01506	0.10221	0.01816	0	0.09088	0	0	0.00116	0		8.85425	4.43003	0	0	0.09088	0.01816	0	0	0	0.00116
Healthy	0.94979	0.58076	0.0065	0.03129	0	0.10856	0	0.00447	0.00215		15.01991	0	0.70174	0	0	0.0065	3.57946	0	0.10798	0.00447
Healthy	0	0	0.33429	0	0.18077	0	0	0	0		29.80965	2.421	0.24582	0.30839	0.18077	0.33429	0	0	0	0
Healthy	0.14888	0.22636	0	0	0	0.18089	0	0	0		4.51547	0	0.48132	8.50306	0	0	0	0	0.02139	0
Healthy	8.87264	1.01224	0	0	4.43116	0	0	0	0		7.00007	4.19928	15.51064	1.40684	4.43116	0	0	0	0	0
Healthy	0.09786	0.01259	0	0	0.14758	0.03576	0	0.03926	0		6.82381	13.82338	0.58952	0.33451	0.14758	0	0.01437	0	0	0.03926
Healthy	0	2.52531	0	0	1.28438	0	0	0	0		18.52863	0.77299	10.41149	0	1.28438	0	0.00658	0	0	0
Healthy	4.18333	0.06214	0	0	0	12.98173	0	0	0.00947		0.8314	0.00267	28.04143	0	0	0	0.96	0	0	0
Healthy	16.23497	3.87846	0	0	0	0.19313	1.31815	0.00997	0.08407		0.32555	0	42.46908	0.02369	0	0	0.15382	1.31815	0	0.00997
Healthy	0.50123	0	0.2822	0	0.12738	0.00845	0	0.30941	0		10.01661	9.76066	5.12246	0	0.12738	0.2822	0.08252	0	0	0.30941
Healthy	6.14603	0.15244	0.2754	0.0028	0.26656	0.05076	0	0.01023	0.07728		38.50677	0.00612	19.19566	0	0.26656	0.2754	3.31656	0	0.08487	0.01023
Healthy	0	0	0.234	0	0.0291	0	0	0	0		3.27844	2.61802	0	1.2479	0.0291	0.234	0	0	0	0
Healthy	0	0.6094	0.00547	0	0	1.0236	0	0	0		19.65528	9.63055	0.80214	0	0	0.00547	1.97625	0	0	0
Healthy	11.5007	0.02057	0.00475	0.00063	0.08172	0.01755	0.02027	0	0		3.05605	7.54728	0.24422	0	0.08172	0.00475	0.00161	0.02027	0.05004	0
Healthy	0.05788	0.67821	0.13958	0	0	0.48753	0	0.02439	0		52.34976	0.44253	0.41222	0.06709	0	0.13958	0.03077	0	0	0.02439
Healthy	0.09064	0.04444	0.06866	0	0.12922	0	0.02373	0.02297	0		27.64533	2.51559	0	0.02064	0.12922	0.06866	0.00882	0.02373	0.00135	0.02297
Healthy	0	0	0	2.59767	0	0	0	0	0		77.59691	0	0	0	0	0	0	0	0	0
Healthy	0	2.66123	1.27444	0	0	0.00238	0.79487	0.06575	0.00053		47.37226	1.81367	1.10976	3.48681	0	1.27444	0.00468	0.79487	0.00368	0.06575
Healthy	0.05959	0.16925	0.21642	0.22669	0.06874	0.00326	0.0058	0	0		4.61234	1.16325	1.96795	0	0.06874	0.21642	0.06984	0.0058	0.02252	0
Healthy	0	0.12907	0.30253	0	0.02416	0.16431	0	0	0		24.7015	6.26169	0.86442	8.24331	0.02416	0.30253	0.00259	0	0	0
Healthy	0.08071	0	0.00307	0	0.23099	0	0	0	0		15.16757	1.79892	0.17318	0	0.23099	0.00307	0	0	0	0
Healthy	0.23194	0.01315	0	0	0	0.20172	0	0	0		1.99461	30.07877	0.00321	2.30789	0	0	0.2101	0	0	0
Healthy	0	0	0	0.00157	0.1519	0	0	0	0		1.59034	22.94899	1.04208	0	0.1519	0	0.01899	0	0	0
Healthy	0	0	0	0	1.54323	0	0	0.05381	0		13.52333	10.19089	21.43468	2.88989	1.54323	0	0	0	0	0.05381
Healthy	0.00955	0.08495	0.01986	0	0	0.16515	0	0.02931	0		31.05121	3.98272	0	0	0	0.01986	0.22353	0	2.09521	0.02931
Healthy	6.24748	0.1924	0.01727	0	2.94923	0.12332	6.3413	0	0.03973		0.03831	0.87174	60.48331	0	2.94923	0.01727	0.02748	6.3413	0.01292	0
Healthy	0.09183	0	0.01797	0	0	0	0	0.01108	0		1.40603	14.78901	0.23489	5.93873	0	0.01797	0	0	0	0.01108
Healthy	11.2822	0.15808	0	0	0.2625	0.9606	0	0	0		2.09882	6.44032	0.05199	7.90816	0.2625	0	0	0	0	0
Healthy	0	0	0.4066	0	0.28129	0	0	0.01863	0		28.76638	3.55867	0.45237	0.46909	0.28129	0.4066	0	0	0	0.01863
Healthy	2.42325	0.2645	0.00569	0.01819	0	0.44858	0	0.24289	0.01678		3.98445	0	0	1.84044	0	0.00569	0.2682	0	0.01137	0.24289
Healthy	7.49172	0.25093	0.04771	0	1.19395	0.00091	0	0.12346	0		4.68132	14.06235	10.88949	1.11538	1.19395	0.04771	0	0	0.28178	0.12346
Healthy	0.98013	0.00069	0	0	0.03182	0	0	0	0		13.61856	0.59863	0.00075	0	0.03182	0	0	0	0	0
Healthy	1.71155	0.01855	0.43446	0.84243	2.37112	0	0.22433	0	0		5.6155	4.95879	9.32337	0	2.37112	0.43446	0	0.22433	0	0
Healthy	0	0.03597	0	0	0.08957	0	0	0.1946	0		2.33062	18.98306	0.0051	0.37861	0.08957	0	0.03438	0	0	0.1946
Healthy	4.02996	0	0	0	0	0	0	0	0		0.74929	0	0.01909	0	0	0	0	0	0	0
Healthy	0.12626	0.64185	13.04817	16.1044	2.97445	0.38803	0	0	0.01457		30.88176	0	0	0	2.97445	13.04817	0.0293	0	1.46753	0
Healthy	0	0	0	0	0.35519	0	0	0.15581	0		3.83423	10.55279	4.69606	0	0.35519	0	0	0	0	0.15581
Healthy	0	0.03293	0.11023	0	0.81854	0	0	0.01626	0		14.26298	2.30961	1.67943	14.5746	0.81854	0.11023	0	0	0	0.01626
Healthy	0	0.32838	0.06925	0	0.00616	0.07183	0	0	0		18.15935	1.46888	0	0	0.00616	0.06925	0	0	0	0
Healthy	0	0	0	0	1.59662	0	0	0	0		7.26123	4.85947	0.0456	0	1.59662	0	0	0	0	0
Healthy	0	0.05356	0.02098	0	0.27203	0	0	0	0		2.9789	9.86029	0.10918	0	0.27203	0.02098	0	0	0	0
Healthy	0.29978	0.16268	0.01895	1.33027	0.27491	0	0.00047	0.02538	0		59.11195	1.84805	1.28352	0	0.27491	0.01895	0	0.00047	0.0268	0.02538
Healthy	0	8.04254	0.59453	0.0358	3.51929	0	0.60352	0.01953	0		23.87569	2.45418	2.1428	0	3.51929	0.59453	0	0.60352	0	0.01953
Healthy	18.39899	0.20653	0	0.02138	0	2.27101	0	0	0.00249		24.13123	0	3.24023	0	0	0	0.24285	0	0.07301	0
Healthy	0.03062	0.82634	2.93878	0	1.24209	0.0064	0	0.02293	0		25.07168	7.33218	8.53142	0	1.24209	2.93878	0.78739	0	2.73464	0.02293
Healthy	0.20213	0.00485	0.08081	0	0.19204	1.01189	0	0	0		1.82166	0	0.32381	8.07915	0.19204	0.08081	0	0	0	0
Healthy	0.06729	0.06627	0.06508	0	0.25581	0.5659	0	0	0		2.35745	9.74935	2.6098	1.79734	0.25581	0.06508	0.59859	0	0	0
Healthy	1.07314	0	0	0	0	0.78923	0	0	0		2.32906	0	0.20469	10.5475	0	0	0	0	0	0
Healthy	0.10276	0.25566	0.10796	0	0.01454	0	0	0	0		6.09201	6.63076	0.07537	7.93807	0.01454	0.10796	0.11836	0	0	0
Healthy	1.61878	0.22984	0.1093	1.22191	0.07684	0.07623	0	0.00511	0		18.71908	4.22403	0.0701	4.18278	0.07684	0.1093	0.27985	0	0.37755	0.00511
Healthy	0	0	0	0	0.65287	0	0	0	0		4.58678	17.33629	0.3763	0	0.65287	0	0	0	0	0
