group	Faecalibacterium_sp900539885	Agathobacter_rectalis	Enterocloster_aldenensis	Bariatricus_comes	Blautia_A_wexlerae	Streptococcus_sp001556435	Dorea_formicigenerans	Eubacterium_G_ventriosum	Eubacterium_I_ramulus_A	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Dialister_invisus	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	3.38048	2.69935	4.13587	0.89431	0.86999	1.45573	0.19042	0.1009	0.17002	0.8466	1.00609	0.25444	0	0.04738	0	0	0.29826	0.11189	0	0
Healthy	8.10379	8.2682	0.02523	0	0.13221	0.01834	0.15261	1.41204	0	0.02568	13.6245	0.35101	4.91258	1.86301	0.69424	0	0	0.01369	0	0.00893
Healthy	0.0012	0.00407	0	0	0	1.16691	0	0	0	0	0.03294	0.00479	0	0	0	0	0	0	0	0
Healthy	5.11406	44.5896	0.59978	0.73074	0.3541	0.15754	0.20138	2.15247	0.31826	0	3.80502	2.18844	0	0	0	0	0	0.00261	0.02341	0
D000236	13.4662	11.4108	0.89491	0.64639	0.42071	0	0.04356	0.27279	0	0	0.6351	0	11.2348	0	0	0	0	0	0	0
Healthy	3.73129	1.5495	0	0	0.22999	0	0.14008	0	0.05387	0	0.44708	0.04633	0.0173	0.10001	0	0	0	0	0	0
Healthy	2.47273	0	0	0	0	0	0	0	0	0	8.72088	13.6355	0	0.12193	1.33372	0.44662	0.18457	0.05887	0.15802	1.62732
Healthy	3.97147	0	0	0	0	0	0	0	0	0	7.59856	0.86036	0	0.02803	0	0	0.02241	0.03657	0.02858	0
Healthy	3.21931	0.1417	0.30718	0.04139	0	0	0.01458	0	0	0	29.1569	0.3655	0	4.17376	0.8795	0	0	0	0	0
Healthy	0.50883	0	0	0.00334	0	0	0	0.04863	0	0	11.1386	6.00145	3.32787	0	0	0	0	0.02225	0.15078	0.16882
Healthy	1.44884	0	0	0	0.00186	0.00732	0	0	0	0	13.4112	1.96448	0	0	0	0	0	0	0	0.32405
Healthy	4.47422	13.9184	1.50785	1.23251	0.34475	0.26777	0.26703	0.67899	0.15142	0.11033	6.15133	0.3713	9.41435	1.05584	0.93383	0	0	0.04826	0	0.02811
Healthy	12.6926	16.5369	0.03895	0.07553	0.28523	0	0.17852	0.06965	0.07416	0.03303	5.93444	1.36024	5.16927	0	0.54604	0	0	0.00362	0	0.06458
Healthy	2.54515	0	0	0	0	0	0	0	0	0	32.1702	11.2212	0	0	0	0	0.0265	0.16583	0.10557	0.49417
Healthy	11.7823	10.684	3.04272	1.50473	3.4524	0.2947	0	0.1484	0.51381	0.05975	8.15965	0.14552	0	0	0	0	0	0	0	0
Healthy	6.07949	0.0376	0.29994	0.48647	0.92437	1.01681	0.15157	0.81587	0.57293	0.17882	0.48942	0.37928	9.97008	1.68887	5.07088	0.01945	0.1773	0.1066	0	0
Healthy	0.95058	8.2735	0.41134	0.23856	0.12548	0	0.10479	0	0	0	1.67477	3.43541	0	0	0	0.06557	0	0	0	0
Healthy	5.44192	4.89427	0.39903	5.98915	2.08297	0.07913	0.13314	0.62703	3.56256	0.56926	2.18114	1.78687	0	0	0.21559	0	0	0.01715	0.05454	0
Healthy	0.1659	19.446	2.12419	1.98187	0.26373	0.00986	0.68585	0.52265	0.39337	0.29854	4.5873	0.30388	0.00541	0	0.80686	0	0.1759	0.06728	0.02318	0.02431
D000236	5.55298	14.6916	0.60932	0	0.29229	0.75503	0.113	1.53923	0.59716	0.01852	2.88949	0.47569	0	0	0	0	0	0	0	0
Healthy	2.01585	1.55537	0.05851	0	0.23639	0	0.10169	0	0	0	26.4496	2.5759	6.48153	0	0.59148	0	0.12067	0.04657	0.1775	0
Healthy	7.8147	0.00738	0.1346	0	0.0205	0.90669	0	0	0	0	20.9917	0.10447	0	0	1.07475	1.36055	0.08126	0.09517	0.10903	0
Healthy	2.60453	0	0.21168	0	0	0	0	0	0	0	9.52472	1.17416	0	0	1.34917	0	2.07365	0.28479	0.02903	0.03197
Healthy	7.71138	0	0.04324	0	0.05288	0	0.01937	0.20827	0.01589	0	9.38885	0.02938	3.45205	0	0.86528	0	0	0.10622	0.29865	0.04258
Healthy	1.12091	0	0	0	0.03056	0	0	0	0.06373	0	0	38.1647	1.30264	0	0	0	0	0.04396	0	0.08432
Healthy	0.16129	0	0.71985	0.64072	0.49501	0	0.39658	0.20419	0	0	0.01815	0	0	0	0	0	0	0	0	0
Healthy	5.47841	16.6212	1.1017	1.38195	0.81301	0.08635	0.55396	0.66645	0.56568	0	8.87861	3.32133	0	0	0	0	0.38424	0.04642	0.03784	0
Healthy	1.95034	1.393	0.01747	0.0043	0.03829	0	0	0	0	0	33.5193	2.48465	6.03025	0	1.03324	0	0.05703	0.06346	0.26803	0.05097
Healthy	10.9878	4.59249	4.07062	1.41733	0.89647	0	0.05181	0.219	0.27105	0.70773	1.68182	2.0511	0	0.5339	0	0	0	0.73575	0.00386	0
Healthy	13.1264	10.378	0	0	0.0074	0.35153	0	0	0	0	0	3.12048	0	2.6772	0	0	0	0.00023	0	0.23909
Healthy	3.86716	6.83709	0.01525	0	0.10299	0.00805	0	0	0	0.07178	12.6961	0.01728	0.74752	0	0	0	0	0	0.06137	0
Healthy	4.69452	5.43145	0.73857	0.69236	1.36881	0.76198	0.1315	0.51946	0.58688	0.62552	0	6.69077	0	4.16061	0.93246	0	0	0	0	0
Healthy	1.92769	0.8077	0.34378	0.88733	0.14494	0	0.16603	0.011	0.04823	0.42849	1.88518	0.05572	0	0.61264	0.13974	0	0.99634	0.92676	0.03673	0
Healthy	2.31735	14.7382	0.99912	0.399	0.54351	0	0.07783	0	0.69327	0	13.5468	0.13791	3.25777	0	0	0.44882	0	0	0	0
Healthy	26.3134	9.30257	0.3017	0.85388	0.8701	1.0904	0.78772	0	0.35753	0	1.95245	3.03923	0	0	0	0	0	0	0	0
Healthy	0.00049	0	0	0	0	0.2843	0	0	0	0	0.00809	0	0	0.66943	0	0	0	0.07202	0	0.01759
Healthy	0.3106	1.31251	1.50184	0.74886	0.50333	0	0.02125	0	0	0	0.07394	0	0	0	0	1.0431	0	0	0	0
Healthy	0.75493	1.02112	0.62247	0.4855	0.48199	0	0.15534	0.26675	0.09814	0.10971	6.00561	0.0353	5.71308	0.1298	2.53487	0	0.0099	0.00179	0	0
Healthy	1.01377	0	0	0.01686	0.01719	0	0	0	0.05738	0	0	38.3214	1.37444	0	0	0	0	0.02011	0	0.08178
Healthy	0.07885	1.84896	0	0	0	0	0	0	0	0	11.0901	1.83285	10.4069	0	0	0	0	0	0	0.03008
Healthy	4.41363	0	0	4.03466	0.23002	0	0	0	0.00491	0.09503	7.16123	0.56501	7.63882	0	0	0	0	0.10229	0.02217	0
D000236	9.6577	15.1738	1.3842	1.38525	1.73693	0	0.11748	0	0	0.38098	5.58568	1.01718	0	0	0	0.0866	0	0	0	0
Healthy	6.44973	1.2465	0.476	0.04819	0.22439	0.79348	0.0374	0	0	0.0954	15.9425	0.00225	0	0	0.89228	0	0.09413	0.00221	0.00259	0.01138
Healthy	0	0.86056	0.2648	0	0.10329	0.01555	0	0	0	0	0.49974	0.39371	0	0	0	0	0	0	0	0
Healthy	22.4034	2.59886	0	0	0	0	0	0	0	0	6.13902	0.20502	2.74127	0	0	0	0	0	0	0
Healthy	3.69267	2.70566	0	0	0.14084	0.03716	0.01267	0	0.0294	0.03481	0.04383	0.16238	0	4.91651	0.86515	0	0.00858	0.13234	0.19868	0.0103
Healthy	1.12365	8.42967	0	0	0.00704	0.00934	0.31548	0	0	0	0.00316	0.51164	4.97612	0	0	0	0	0.00423	0	0.03514
Healthy	5.59263	4.17673	1.06264	0.7827	0.16348	0.01081	0.09575	0.0116	0.05211	0.05574	0.59476	0.71957	0	2.664	0.43218	0	0	0.03422	0.08471	0
Healthy	0.85026	3.25826	0.07486	0.06808	0.06739	0.00705	0.0131	0.00411	0	0.0236	18.3096	0.05381	17.5126	0	0	0	0.12088	0.06935	0.27826	0.10325
Healthy	9.59486	2.3797	0.96429	0.718	0.20365	0.05272	0.061	0.0246	0.2178	0.13242	4.6015	0.28375	0	0	2.06451	0.69678	0	0.28942	0	0
Healthy	3.37358	3.16213	0	0	0	0	0.02553	0	0	0	3.19892	0.00703	0	0	0	0.11566	0.00732	0	0.02505	0
Healthy	1.39582	0.06827	0	0	0	0	0	0	0	0	0.11694	0	81.5048	0.78742	0	0	0	0.00151	0	0
Healthy	2.08916	2.50738	0.03704	0.04516	0.0355	0	0.00147	0	0.00292	0	8.80877	1.80632	8.16815	0	0.6803	2.03657	0.32369	0.04621	0.20062	0.02212
Healthy	6.26158	3.74805	0.36194	1.26986	0.58002	0.18416	0.20388	0	0.08243	0.0806	3.0995	0.15338	0.02526	0.01757	0.97583	0	0.08582	0.06414	0.14427	0.00921
Healthy	4.91408	10.5428	2.15304	0.9517	0.63022	0.41599	2.00198	1.04363	0.58002	0	2.51517	0.27446	0	0	0.41272	0.3133	0.06657	0.03012	0.05448	0.03212
Healthy	0.00117	0	0	0	0	0	0	0	0	0	0	0.04787	0	0	0	0	0	0	0	0
Healthy	7.5992	5.38136	0	0	0.04135	0.10176	0	0	0	0.21293	0.09827	0.00848	0	0	0	0	0	0	0.26726	0
Healthy	11.1771	3.00227	0.69726	0.30265	0.50424	0	0.17411	0.75403	0.14785	0	13.9678	1.27498	0	0.4471	0	0.02625	0.04511	0.04873	0	0
Healthy	0	0	0	0	0	0.09893	0	0	0	0	0.16383	0.47868	0	0	0	0	0	0	0	0
Healthy	3.86412	2.18647	0	0.05253	0.01864	0	0.01098	0.01814	0	0	11.0119	0.07791	0	0	1.00681	0.26078	0	0.00299	0.00833	0
Healthy	7.34147	2.01247	0.86441	1.30152	1.02504	0.10744	0.59152	0.22162	0.47627	0.32967	0.26308	0.29435	0	1.05634	1.03909	0.06538	0.06339	0.06376	0.01844	0
Healthy	0	5.05749	0	0	0	0	0	0	0	0	0.52111	0	8.53501	0	0	3.91385	0	0	0	0
Healthy	1.3236	0	0	0	0	0	0	0	0	0	1.44631	14.4186	0	0	0	0	0	0	0	0.0431
Healthy	0.55987	0	0	0	0	0	0	0	0	0	0	4.6004	0	0	0	5.25053	0.28575	0.06954	0.34776	0.11209
Healthy	3.70501	3.78965	0.29644	0.05777	0	0	0.00097	0.40283	0	0	5.88803	0.27566	0	0	0	0	0	0.10731	0	0.10125
Healthy	0.05957	1.76559	0	0	0	0	0	0	0	0	11.0027	1.83697	10.7056	0	0	0	0	0	0	0.02339
Healthy	1.25026	4.11289	2.20956	1.7116	1.95011	4.54723	0.53615	0.27819	0	0.28232	2.33884	0.48171	0	0	0	3.29323	0	0	0.13267	0
D000236	14.2498	0.02618	0.43889	0.40985	0.12299	0	0.10505	0	0.07829	0.20079	0.41547	0.03035	0	0	0.96048	0	0	0.14753	0.01116	0
Healthy	0.03196	0.75798	0	0	0	0	0.03933	0	0.04429	0	3.11913	0.31511	8.09638	0.15783	1.46847	0	0	0	0	0
Healthy	0.39467	13.14	0	0	0.03778	1.11031	2.43565	0	0	0	0.0046	0.00925	0	0	0	0	0	0	0	0
Healthy	2.04412	0.95392	0.23279	0.57333	0.83435	0	0.00833	0	0	0.05195	5.96524	0.06237	0	0.21671	0	0	0	0.35342	0	0
Healthy	1.41979	0.19932	0.005	0	0	0	0	0	0	0	18.4697	1.92055	0	5.75367	0.75032	0.89892	0.04056	0.00404	0.022	0.00878
Healthy	0.08081	0	0	0	0.16666	0	0	0	0	0	4.75606	0.77403	2.57063	0	0	0	0	0.05222	0.0023	0.01927
Healthy	5.94374	3.89399	3.53539	1.5035	1.71784	1.99117	1.16947	0.1277	0	0.29299	1.62287	0.22588	0.04796	0	0	0	0	0.00614	0	0
Healthy	8.65783	11.8901	0.11699	0.20915	0.40726	0.20556	0.45559	0.43387	0.01766	0.17588	1.09133	0.0094	0	0.07247	0.55337	0.30843	0.0013	0	0	0
Healthy	1.37611	0	0	0	0	0	0	0	0	0	1.36779	14.6771	0	0	0	0	0	0	0	0.07162
Healthy	14.8174	0.27721	3.02672	0.72531	1.64456	0	0.79754	0.03114	0.68381	0	1.19281	1.46345	0	0	0	0	0.07644	0	0	0
Healthy	2.05003	7.48391	0	0	0.2439	0.8971	0	1.74743	0	0	5.26803	0.81683	1.6688	0	0.85923	1.73151	0.19647	0.10805	0.06002	0.00517
Healthy	3.20211	0	0.21184	0.04752	0.24262	0	0.32318	0.18929	0.08094	0	17.3545	0.06111	0	0	0	0	0	0	0	0
Healthy	1.12348	3.482	0.09973	0.20429	0.10891	0.03148	0.08235	0	0	0.00621	30.0781	1.1796	6.86911	0.04111	0	0	0	0	0	0
Healthy	2.80893	1.14438	0.00376	0.01805	0	0	0	0	0	0	15.2282	1.04543	4.9285	0	1.14768	0	0	0	0.61599	0
Healthy	6.46823	0	0	0.01252	0.03761	0	0	0	0	0	11.5791	0.55366	0	5.83703	1.02377	0	0	0.19746	0	0
Healthy	1.3702	0.11188	0	0.21118	0.02749	0	0	0	0.14025	0	0	28.6654	0	0	0	0	0	0.0098	0	0.00632
D000236	9.51732	3.69097	0	0.16594	0.10925	0	0	0	0	0	13.527	0.31372	2.66723	0	0	0	0	0	0.03656	0
Healthy	1.42186	0	2.30394	2.32429	1.44457	0	0.03313	2.41406	0	0	0	0.17394	4.66442	0.31645	0	0	0	0	0	0
Healthy	2.4691	32.307	0	0.17187	0.72601	0.01461	0.28287	0	0.08941	0	0.17647	0.11239	7.25171	0	0	0	0	0	0	0
Healthy	3.81584	6.05494	0	1.38748	0.0626	0	0	0	0.04145	0.02909	13.7029	0	4.69517	0	0	0	0	0.07526	1.20495	0
Healthy	3.42007	0.12008	0.33573	0.02107	0	0	0.0148	0	0	0	29.0361	0.38229	0	4.329	0.8179	0	0	0	0	0
Healthy	0.00078	0	0	0	0	0.01174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.46965	25.9378	2.45239	1.50523	1.45148	0	0.54336	0	1.24797	0	10.3696	0.06275	15.9651	0	0	0.78584	0	0	0	0
Healthy	1.9216	1.41228	0.58485	0.17726	0.12469	0.26753	0.4205	0	0.47912	0.44863	3.30217	0.55779	0	0	0.92637	0	0	0.01853	0.37045	0
Healthy	3.34668	0.02979	0.56593	0	0.18902	0.30236	0.41204	0	0.59441	0	4.46789	1.00114	0	2.14394	0.30284	0	0	0.12955	0.00684	0.01858
Healthy	1.65214	0	0	0	0	0	0	0.01917	0	0	22.8755	2.50342	0.21017	0	0	0	0	0.01841	0.00552	0
Healthy	6.96154	0.29046	0.30682	0.75342	0.33769	0.02819	0.25767	0.07673	0.0918	0.08522	2.69523	0.83759	19.0918	4.62684	0.60466	0	0	0.08852	0.01891	0
D000236	8.99853	0.6135	1.33579	1.57584	2.10596	0.34648	1.56405	1.15297	0.10297	0.74725	1.34016	4.35876	0	0	0	0	0.0158	0.00413	0.05679	0.01737
Healthy	0.53503	0	0	0.01535	0	0	0	0.06632	0	0	11.5381	6.21533	3.65111	0	0	0	0	0.01698	0.13692	0.12921
Healthy	0.97626	17.4049	0.31057	0.16128	0.15302	0.00268	0.30939	0.06348	0.06532	0.04545	0.04198	0.01227	0	0.66076	1.69693	0.1444	0.08684	0.05888	0.00342	0.0134
Healthy	0	2.22639	0.87921	0.14217	0.15084	0	0	0.0974	0	0	3.34671	0.46784	0	0	1.95757	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.0328	2.84568	0	0	0	0	0	0.02263	0.08873	0.35544
Healthy	0	0	0	0	0	0	0	0	0	0	17.5367	0	0	0	0	0	0	0	0	0
D000236	5.57476	16.9418	1.58815	1.89876	2.22242	0	0.44372	0.00682	0.16716	0.54683	2.31304	0.00154	0	0	0.50526	0.41599	0.01081	0.01246	0	0.00854
Healthy	1.44308	0	0	0	0	0	0	0	0	0	1.25339	14.5336	0	0	0	0	0	0	0	0.09406
Healthy	3.8578	5.31962	0.47278	0.02467	0.1651	0.00288	0.03588	0	0	0	24.6719	0	0	0	1.91197	0.83728	0	0.08016	0.01735	0
Healthy	0.09976	3.69278	1.83056	0.03829	0.0544	0	0.05095	0	0	0.191	7.91506	0.23764	3.77341	0.01848	1.98848	3.41695	0	0	0	0
Healthy	0.54654	0	0	0	0	0	0	0	0	0	0	4.57858	0	0	0	5.14391	0.23193	0.06263	0.3271	0.08316
Healthy	12.5997	1.33793	2.79786	0.5669	0.25587	0	0	0	0.04849	0.3471	7.14629	1.0701	0	5.0347	0	0	0.0758	1.45979	0	0
Healthy	3.49142	10.9539	1.0531	0.3741	0.76172	0.05348	0.49365	0.24948	0.20056	0	7.7305	2.3643	0	0.88791	0.42075	0	0.01333	0.13698	0	0.00369
Healthy	6.56706	2.94897	0.64445	0.25207	0.36265	0.35324	0.09254	0.26824	0.05034	0.08848	0.01678	0.00792	0	0	0	0	0	0	0.07608	0
D000236	7.3003	11.3668	2.7353	1.30823	1.07514	16.8744	0.82791	1.00576	0.06576	0.24941	0.89641	0.00886	0	0	0	0	0.01398	0.00854	0	0
Healthy	3.41053	1.17967	0	0.05597	0.064	0	0	0	0.01208	0	8.07994	2.58599	4.05717	0	1.00333	4.51469	0.26217	0.04467	0.23636	0.04282
Healthy	11.927	1.62174	2.78266	1.33631	0.74247	0	0.31884	0.25575	0.17994	0.08331	0.76517	0.06729	0	0.06811	0.34834	0	0.09215	0	0	0
Healthy	10.737	2.01024	2.40943	1.07275	0.70581	0.13528	1.0164	0.25134	0.3192	0.56425	0.79184	0.02517	0	0	0.25319	0.01143	0	0	0	0
Healthy	0	0	0	0	0	0.3254	0	0	0	0	0	2.01876	0	0	0	0	0	0	0	0
Healthy	0.85842	0.22872	0.09027	0	0	0	0.19663	0	0	0	7.32424	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.50242	0	0	0.30118	0	0	0	0	0	0
Healthy	1.76137	0	0.28144	3.28505	0.20136	0	0	0.39258	0	0	10.4178	0.04587	4.45934	0	0	0	0	0.18522	0.26164	0.2274
Healthy	3.31133	3.50843	1.08462	1.54004	0.27548	0.03039	0.50235	1.00413	0.03019	0.15678	4.48007	2.35322	0	0.0005	3.30499	4.07585	0.09031	0.01993	0	0.00181
Healthy	2.24333	0	0.09327	0	0.10125	0.03166	0.01713	0	0	0	10.516	1.64333	3.10731	0	0.55301	0	0.18578	0.14114	0.02994	0.08513
Healthy	16.8108	0	0.1079	0	0.06658	0.00991	0.0273	0	0	0	0.12516	0.04778	0.04258	0	0	0.02513	0	0	0.43407	0.03089
Healthy	1.06865	6.28239	4.83002	0.35822	0.35168	0	0.24514	0.05903	0.02281	0.52042	1.54615	2.02506	2.61527	0	1.52403	0	0.08857	0.005	0.03818	0
Healthy	6.28876	9.9429	0.15312	0.04502	0.1054	0.21229	0.07419	0.03792	0.20911	0.16683	0	0	0	0	0	0	0	0.08081	0	0
Healthy	1.96912	16.1047	0.67315	0.33876	0.32648	0	0.0593	0.08166	0.02501	0.1283	3.86475	1.31694	0	2.35737	1.14712	0	0.00369	0.58072	0.01678	0
Healthy	3.67888	5.52655	0.38684	0.06766	0.14878	0.0236	0.06204	0	0	0	25.6555	0.00265	0	0	1.76307	0.91838	0	0.08668	0.0153	0
Healthy	0.52082	1.15891	0.61023	0.52502	2.43442	0	0.11222	0	0.05951	0.20001	7.3659	0.03169	0	0.0431	0	0	0	0.27951	0	0
Healthy	1.84188	1.5288	0.0544	0	0.21368	0	0.11002	0	0	0	26.7281	2.37801	6.12746	0	0	0	0.11828	0.05053	0.24045	0
Healthy	2.7183	1.6141	4.79871	2.02708	8.93799	8.6721	4.77386	0.07127	0.78152	0.43294	1.4151	0.54155	0	0.02352	1.17421	1.73146	0	0.09547	0	0.00734
D000236	0.85634	0.52594	4.82512	4.58329	0.18761	0	0	0	0.12488	0.19028	3.5846	0.52006	0	0.85932	0	0	0	0.01372	0	0
Healthy	3.48201	0.96245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	13.158	11.3483	0.02425	0.35616	0.10006	0.07888	0.01548	0	0.11471	0	5.52244	2.4678	0	1.29475	0	0	0	0.01742	0	0
Healthy	9.29308	0	0	0	0	0.1242	0	0	0	0	20.516	0.00378	0	0	0	0	0	0	0.00722	0.5566
Healthy	3.0298	0.00279	0	0	0.08111	0.14327	0	0	0	0	10.7042	4.28773	0	0	0.55642	0	0	0.03291	0.0004	0.2827
Healthy	6.11597	3.14186	0.02304	0.04718	0.00673	0.04559	0.01659	0.05002	0	0	9.51283	0.53022	0	5.87215	0	0	0	0.064	0	0
Healthy	1.09246	0.07458	0.27344	0.02183	0.58479	0.01299	0.223	0.12534	0	0.04602	1.24616	0.09412	0.12056	0.39549	0	0	0.30461	0.01036	0	0.00702
Healthy	4.97429	8.15565	0.08947	0.01939	0.25573	0.03109	0	0	0.00346	0.05053	12.4402	0.04626	2.05788	0	0	0	0	0	0.02424	0
Healthy	4.61715	2.09723	0	0.05174	0.10713	0.0183	0	0	0	0.00885	2.39037	0.22241	0.3535	1.3658	2.16538	3.94668	0.01632	0.11199	0.02716	0.0373
Healthy	0.11806	0.38819	0	0.04396	0.00075	0.88813	0.06726	0	0	0	3.23312	0.15408	0	0	0	0	0	0.01318	0	0.02737
Healthy	7.0613	0.53313	0	0.00268	0.04787	0.0178	0.00369	0	0	0	4.74332	0.08128	0.37665	0	0.88181	0	0.02705	0	0.02542	0
Healthy	0.48542	1.34118	0	0	0	0	0	0	0	0	2.79036	0	0	0	0	0.83253	0	0	0	0
Healthy	3.87108	3.27172	0.10369	0.26637	0.31637	1.01637	0.15258	0	0.02179	0.12965	0.34756	0.07404	0	0	0.68181	0	0	0.19251	0	0
Healthy	0.77006	0.04299	0	0	0	0	0	0	0	0	0	0	0	0.12438	0	0	0	0.10047	0	1.31864
Healthy	2.25029	5.72463	0.2693	0.55723	0.42312	0	0.06361	0.12272	0	0	2.81466	0	0	1.02364	0	0	0	0	0	0
Healthy	0.0044	0	0	0	0	0.00053	0	0	0	0	2.1711	1.11052	0	0	1.5296	0	0	0	0	0.10108
Healthy	4.68877	2.69157	0.38818	1.04466	0.69607	0.08538	0.43216	0.35632	0.1367	0	8.14311	4.15897	0	0.6107	0.56074	0	0.00641	0.18253	0	0
Healthy	5.23098	0.77305	0.48843	0.11495	0.10618	0.12226	0.01267	1.13107	0	0	9.97354	0.00226	3.17106	0	0	0	0	0.45512	0.3805	0.20282
Healthy	3.52848	0	0.69449	0.85613	1.84529	0	0.87908	0.6773	0.2493	0.34139	0.45455	0	0	0.07	0	0	0	0	0.09257	0
Healthy	2.12934	0.01195	0.06737	0	0.00839	0	0.07305	0	0	0	7.77894	0.00176	0.02036	2.03221	0	2.81418	0	0.0436	0.00326	0.05083
Healthy	0.54264	1.25451	1.28121	0.63637	0.27467	0	0.24097	0	0	0.31579	0.42476	0.14324	0	0	0	0	0	0	0	0
Healthy	5.35091	0.30966	0.02271	0	0.03096	0.05678	0.0208	0	0	0	0.56781	0.31575	0	0.25006	2.98324	1.50686	0	0.0461	0.00179	0.05078
Healthy	23.7097	13.2746	0.21419	0.02844	0.27484	0.01722	0.16064	0.14233	0.00544	0.01275	9.76809	0.19076	0	0	0.96774	0	0.01282	0	0.00397	0
Healthy	1.69646	0.80412	0.02456	0	0	0	0.01986	0	0	0	24.4175	1.68748	6.13742	0	0.60246	0	0.26232	0.00829	0.1336	0
Healthy	7.63009	0.42363	0	0	0	0	0	0	0	0	25.2432	17.571	0	0.33341	0	1.49927	0.03469	0.00781	0.19702	0
Healthy	0	0	0	0	0	0.84035	0	0	0	0	0.08804	0.01169	0	0.15393	0	0	0	0	0	0
Healthy	3.05977	9.39137	0.54299	0.25404	0.19889	0.02026	0.14031	0.02393	0.05887	0.12372	1.3164	0.15258	0	0.24973	0.40231	0	0	0.1001	0	0
Healthy	8.22854	13.1358	0.45279	0.39705	0.09394	0.00629	0.08634	0.21363	0.11596	0.08909	9.4265	0.00882	0	0	0.70964	0	0.01053	0.06961	0.03996	0
Healthy	5.40378	9.48834	0.31224	0.48661	0.16662	0.12449	0.09421	0.08482	0.09032	0.14104	1.20019	2.16682	0	0	0.7278	0	0	0	0.03241	0
Healthy	6.04954	4.90926	0.80818	0.3361	0.21325	0.24644	0.10561	0.3061	0.10658	0.12617	3.41807	0.03047	0	0.42497	2.10261	0	0.12293	0.03439	0	0.00787
D000236	2.3141	9.22609	5.27022	4.56212	2.32417	0.0443	1.68328	0.00056	0.7417	0	0.98286	0.03492	0	0	0	0	0	0.05665	0.0042	0.01694
Healthy	0	0	1.34546	0	0.00425	0.11384	0	0	0	0	12.4656	0	0	0.29277	0	4.20226	0	0.01522	0	0.39242
Healthy	8.50938	6.60356	0.19328	0.01771	0.41871	0	0	0	0.08656	0.2509	4.62704	0.35369	0.61306	0	0	0	0	0	0.03817	0
Healthy	12.4199	0.0622	0	0.5864	0.06891	0.10988	0	0	0	0	0.00856	8.21551	0	0.00277	0	0	0	0.00317	0	0.08135
Healthy	26.2798	9.37229	0.31486	0.6091	0.76255	1.01297	0.78167	0	0.47456	0	2.14021	3.23813	0	0	0	0	0	0	0	0
Healthy	4.01482	0.42242	0	0.12348	0.09187	0.17742	0.07486	0.24512	0.27179	0.09275	2.99958	0.48678	0	3.16701	0	0	0	0	0	0
Healthy	3.64434	0	0	3.37414	1.25347	0.24635	0.51505	0	0	0	1.74103	0.34182	13.5926	0	0	0	0	0	0	0
Healthy	4.65288	0.26406	0.99209	1.19603	0.31197	0.24098	0.18587	0.11442	0.13767	0.25177	1.9842	0.37927	0	0.11625	0	0	0	0	0	0
Healthy	3.59525	6.87492	0.00402	0.02232	0.08565	0.09353	0.02355	0.42967	0	0.01034	0.97361	0.39758	0	0	1.9834	0.59765	0	0	0.03807	0
Healthy	17.4659	0.00198	0.10866	0.09323	0.24788	0.28289	0.08994	0.3692	0.0292	0.07158	1.27843	0.36403	0	0.93434	2.12098	4.19685	0.00052	0.00158	0	0
Healthy	2.99817	1.75992	0.46535	0.02629	0.25326	0	0.24484	0	0.39022	0.03811	6.27244	0	0	0	1.61486	0	0.04434	0.12079	0.01494	0.0481
D000236	7.47354	8.35793	1.55929	1.43572	1.72049	7.41142	0.85847	0.05753	0.34189	0.45464	2.25519	0.23026	0	0	0	0	0.00299	0.10219	0	0
Healthy	0.36705	0.23946	0.00868	0.0355	0.03326	0	0.00348	0.10111	0.00349	0.00594	13.4607	0.20689	9.1095	0	0	0	0	0.1162	0.05447	0.09776
Healthy	7.52378	0	0	0	3.49445	0.0493	0.96439	0	0	0.933	0.26836	0.06754	0	0.05722	0	0.03202	0.07332	0.0164	0	0.01162
Healthy	5.72263	8.27888	1.50809	0.48637	0.37866	0	0.065	0.32803	0.10215	0.1664	4.46063	1.28983	0	6.33952	1.42283	0	0.05857	1.39068	0.01465	0
Healthy	5.21484	0	0.11188	0	0.03106	0.02952	0	0	0	0	1.87961	0.18468	0	0.05691	1.14318	0.64054	0	0.10512	0.00154	0.0503
Healthy	1.30613	0.101	0	0.27211	0.02523	0	0	0	0.15353	0	0	27.8421	0	0	0	0	0	0.00504	0	0.01272
Healthy	1.73795	1.16042	0.03997	0	0	0	0	0.01589	0	0.00146	16.7705	2.08683	0	0.64933	1.34756	2.46434	0.04913	0.01357	0.02021	0
Healthy	19.2472	0.035	0	0.82323	4.09673	0	0.38687	1.01944	0	0	6.43593	1.81671	0.42123	0	0	0	0	0	0.04462	0
Healthy	1.63475	0.93852	0.03771	0	0	0	0.02208	0	0	0	25.0131	1.50102	5.91116	0	0.59738	0	0.2367	0.01491	0.14096	0
