group	Faecalibacterium_sp900539885	Agathobacter_rectalis	Enterocloster_aldenensis	Bariatricus_comes	Blautia_A_wexlerae	Streptococcus_sp001556435	Dorea_formicigenerans	Eubacterium_G_ventriosum	Eubacterium_I_ramulus_A	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Dialister_invisus	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	1.8267	1.67682	0.06481	0	0.21637	0	0.0918	0	0	0	26.72	2.44482	6.11356	0	0.51777	0	0.13138	0.04841	0.11941	1.89
D000236	2.646	35.8677	1.30226	0	1.26688	0.31257	0.67771	0.73566	0.10269	0.29901	3.92516	0.12589	3.51177	0	0	0	0	0	0	0
Healthy	0.45661	0	0	0	0	0	0	0	0	0	0	0.12418	0	0	0	0	0	0	0	0
Healthy	0.85884	0	0	0	0.34302	0.08885	0.09808	0	0	0	6.9507	1.35942	0.58867	0	0	0	0.35863	0.16017	0	0.0098
Healthy	0.92579	9.00324	0.14786	0.23932	0.19619	0	0	0.23498	0	0	17.053	0.66629	6.04242	0.61452	0	0	0	0	0	0
D000236	29.1255	1.2292	3.70435	1.94696	0.55825	0.33303	0.1344	3.25522	0.7182	0.30904	5.93508	0	0	0	0	0	0	0	0	0
D000236	8.60762	13.2148	1.17439	1.14021	0.52336	0.08205	0.20915	0.42431	0.0456	0.04647	0.7153	0.10258	9.79951	0	0.21618	0	0	0.00397	0.0032	0
Healthy	0	0	0	0	0	0.0017	0	0	0	0	0	50.2751	0	0	0	0	0	0	0	0
Healthy	25.7256	9.31291	0.30707	1.10625	0.94346	0.98404	0.76139	0	0.64627	0	2.05251	3.36036	0	0	0	0	0	0	0	0
Healthy	9.82435	1.28564	0.59189	0.68066	0.24949	0.17122	0.20454	0.41076	0.06103	0.10478	2.85113	0.1438	0	2.11203	2.27791	0	0.63195	0.03665	0.01098	0.00449
Healthy	4.29583	0.6153	0	0.08044	0.02505	0.01269	0	0	0	0.00119	12.8618	6.43512	8.21917	0	0	0	0	0.03884	0.03153	0.59482
Healthy	4.75875	15.5599	1.54928	0	0.38524	0	0.12798	0	0.03904	0	4.29505	0.21558	0	1.42709	0	0	0	0.12622	0	0.11381
Healthy	5.19088	0	0	0	0	0.07483	0.08327	0	0	0	2.48442	0.0194	0	0	0	0	0	0.0621	0	0
Healthy	5.15634	0.12558	0.00342	0.00379	0.00929	0	0	0	0.05227	0	14.8183	0.17037	0	7.80803	1.29133	0	0	0	0	0
Healthy	0.0986	0	0	0	0.13815	0	0	0	0	0	4.69937	0.85104	2.67283	0	0	0	0	0.06884	0	0.00622
Healthy	4.02568	13.3801	0.4546	0.39182	0.40098	0.09778	0.3049	0.43322	0	0.05014	1.91355	0.21454	5.86802	0.2618	0	0	0	0	0	0
Healthy	2.71205	0.16865	0.13618	0.02594	0.09693	0.00061	0.0912	0	0.01908	0.00486	0.39578	0.38463	0	0	0.93549	0	0.11758	0	0	0
Healthy	14.8767	0	0.02363	0	0.03635	0	0	0.10107	0.00504	0	1.23895	0.00435	1.76006	0	0	0	0	0.02335	0.36943	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.83896	20.1702	0.44987	1.33228	0.804	0.03498	0.14437	0.80923	0.05513	0.08307	1.56592	1.24515	0	0	0	0	0	0	0	0
Healthy	1.42262	1.44733	0.60825	0.05001	0.03356	0.01303	0.04461	0.0256	0.04157	0	7.53089	0.30556	0	2.95052	2.37912	0	1.88527	0.06922	0	0
Healthy	18.6314	0.85014	0.56602	0.16794	0.30233	0.13127	0.20801	0.19126	0.05332	0.09021	0.25031	0.01109	0	0	0.41576	0.08266	0.03192	0.01638	0.00902	0.01255
Healthy	7.34655	0.63891	0	0.02504	0.05746	0.02657	0	0	0	0	4.72096	0.08402	0.37586	0	0.8675	0	0.03395	0	0.01219	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43497	0	0	0	0
Healthy	1.00664	0.34325	0	0	0	0	0.17047	0	0.16122	0	13.7063	0	2.92276	3.09817	0	0	0	0	0	0.04695
Healthy	5.23442	0	0	0	0	0	0	0	0	0	0.87848	0.1977	0	0	1.61701	5.06001	0.2609	0.27438	0.02399	1.07119
Healthy	3.83522	2.20011	0	0.08587	0.01329	0	0.02659	0	0	0	10.1927	0.07348	0	0	1.07143	0.25636	0	0	0	0
Healthy	0.27266	18.6365	0.50303	0.37384	0.04426	0.02635	0.22942	0.29467	0.26587	0.06551	3.0541	0.72869	7.95792	0.00636	0	0	0	0	0	0
Healthy	0.05921	1.89262	0	0	0	0	0	0	0	0	10.8433	1.75219	10.3011	0	0	0	0	0	0	0.02297
Healthy	2.07831	0.61326	0.0255	0.48739	0.02691	0	0	0	0	0	16.2227	0.5505	0	0	0	0	0.1686	0.01663	0.04499	0
Healthy	5.80218	4.41469	3.86275	1.39635	1.97664	2.07228	1.31596	0.13804	0	0.12034	1.57372	0.11902	0	0	0	0	0	0	0	0
Healthy	3.71731	2.87684	0	0	0.11554	0.05492	0.04392	0	0.05811	0	0.0379	0.12853	0	5.08419	0	0	0.01283	0.11082	0.26001	0
Healthy	8.85719	0.10456	0.07499	0.03534	0.1395	0.79968	0.30011	0.04776	0.02358	0.05264	0.13831	0.09442	0	0	0	0.09679	0.00459	0.01362	0.00115	0.00202
Healthy	2.37679	0	0	0	0	0	0	0	0	0	31.3957	11.4576	0	0	0	0	0.02233	0.12589	0.13223	0.4328
Healthy	4.43942	0.3615	0.01053	0.51067	0.16969	0.00964	0.28305	0.00046	0.00176	0	0.06025	2.77174	0	2.20383	0.86367	0.01514	0	0.05248	0	0.06503
Healthy	1.03679	1.37294	0	0.32909	1.36061	2.05809	0	0	0	0	1.82339	0	0	0	0	0	0	0	0	0
Healthy	2.31764	0.1248	0.15051	0.14922	0.22228	0.17012	0.03196	0.05538	0.09283	0.02246	18.3674	7.20819	0.95109	1.44154	0.95449	0.66008	0.03358	0.00279	0	0
Healthy	4.64818	9.75216	1.79781	0.57222	0.57997	0.24866	1.53189	0.57979	0.20193	0	5.66454	0.13841	0	0	0	0.1801	0	0	0.0246	0
Healthy	10.4627	16.4216	2.1983	0.3525	0.85334	0.67784	0.49349	0	0.06524	0.14873	4.2882	0.41914	0.79301	0	0	0	0	0	0.0207	0
Healthy	1.64235	6.48028	1.42613	0.65378	0.26318	0.02619	0.13149	0	0.10078	0.10322	6.87729	0.59836	15.1591	0	2.1314	4.60138	0.32536	0.00491	0.41934	0
Healthy	1.72912	0.22438	0	0	0	0	0	0	0	0	17.1623	1.50367	0	5.80203	0	0.81451	0.03837	0	0.01789	0
Healthy	1.19851	4.01381	1.1107	0.25639	0.44442	0	0.23235	0	0.32378	0	12.0114	1.55023	8.76626	0	0	0.57226	0	0	0.02705	0
Healthy	1.24194	0	0	0	0.00903	0	0.01983	0	0.00559	0	2.75595	1.5758	0	0	1.44434	1.11625	1.19781	0.06271	0.20292	0.21529
Healthy	1.24728	17.0794	0.31002	0.14087	0.14913	0	0.31036	0.06815	0.03649	0.0217	1.80638	0.00351	0	0.07032	1.62899	0.11817	0.09634	0.0602	0.04283	0.0098
Healthy	4.03706	0.93762	0.3787	0.54147	0.40198	0.06357	0.31603	0.03752	0.20808	0.1746	1.42111	0.14394	0	0	1.20655	0.12058	0.06149	0.10171	0.00206	0
D000236	14.2198	9.64788	1.63412	3.72799	2.08473	2.06217	1.10139	1.28429	0.83384	0.47219	0.05855	0.00509	0	1.22171	0	0	0	0.05921	0	0
Healthy	0.00733	0.02052	0	0	0.00134	0	0.12557	0	0	0	0.92627	0.82384	0	0	0.84265	0	0	0	0	0.5945
Healthy	4.91769	34.4319	0.96931	1.32901	1.30018	0.11472	0.31875	0	0.42316	0.26832	4.38055	0.18696	0	0	0	0	0	0	0	0
Healthy	3.28079	1.30373	0	0.05064	0.05831	0	0	0	0.03615	0	7.85226	1.98937	4.26221	0	1.07672	4.76907	0.26532	0.07122	0.24664	0.05295
Healthy	5.12471	6.89775	0.15225	0.38265	0.19295	0	0.14683	0.00133	0.00357	0.02388	6.58118	0.91406	0	2.00692	0	0	0.15768	0.10793	0	0
Healthy	1.88463	0	0.16491	0.0571	0.25684	0	0.19909	0.29054	0.08672	0.03038	13.5577	0.06374	0	0.61984	1.74079	0	0	0	0.00373	0
Healthy	1.09747	0.08185	0.04624	0	0.04378	0	0.0241	0	0	0	22.1242	1.71945	0.05508	0	0.81654	0	0.30523	0.06354	0.03938	0.08169
Healthy	5.40833	15.3149	0.57057	0.52535	0.1035	0.00854	0.10547	0.3328	0.11398	0.09154	10.0758	0.01822	0	0	0.77436	0	0.00456	0.05354	0.05222	0
Healthy	0	0.00213	0	0	0	8.25607	0	0	0	0	0.08133	0.00658	0	0	0	0	0	0	0	0
Healthy	0	19.5662	6.63735	0.47517	2.47055	0	0	0	0	0	12.5936	0	3.21651	0	0	0	0	0	0	0
Healthy	3.97265	5.45741	0.34011	0.05378	0.16311	0.00541	0.02786	0	0	0	25.1567	0	0	0	1.84471	0.81143	0	0.10619	0.03262	0
Healthy	24.8575	21.4529	0	0	0.09463	0	0	0	0	0.72132	0	0	0	0	0	0	0	0	0	0
Healthy	5.85259	3.11364	0.36553	0.44768	0.26405	0	0.16128	0.1332	0.04191	0.33303	1.6194	0	0	0.03187	0	0	0	0.0564	0	0
Healthy	0.07588	2.02002	0	0.01626	0	0	0	0	0	0	10.8397	1.78625	10.8327	0	0	0	0	0	0	0.00916
Healthy	0.96319	5.63505	0.12877	1.83115	1.20302	0.48505	0.49762	0	0.48501	0.25823	1.03525	0.01665	0	0.02842	0	0	0.18741	0.0228	0	0
Healthy	0.4998	0	0	0.00522	0	0	0	0.07075	0	0	11.759	6.25494	3.58408	0	0	0	0	0.0269	0.09614	0.13898
Healthy	6.96469	6.62139	0.67244	0.4444	0.36554	0.36932	0.10741	0	0.02082	0.13625	8.75541	0.61219	1.58202	2.56783	1.81559	0	0	0.0587	0	0
Healthy	1.56264	0.84991	0.01824	0	0.0024	0	0.03423	0	0	0	24.6874	1.6664	6.08902	0	0.62291	0	0.23099	0.01511	0.16644	0
D000236	11.1644	1.36915	1.00692	4.57167	1.49336	0	0.58738	0	0.40312	0	7.8499	0.0705	0	0	0	0	0.48045	0	0	0
Healthy	0.41176	0.41278	0.78927	0.63955	2.27423	0	0.02025	0	0.10945	0.39931	1.17394	0.07577	0	0	0	0	0.12728	0.34036	0	0
Healthy	1.93505	1.97731	0.42097	0.05246	0	0	0.00327	0	0	0	4.45485	0.28335	0	0	0.87932	0	1.452	0.10729	0	0
Healthy	0.01143	0.02188	0	0	0	0.30701	0	0	0	0	0	0.00435	0.02864	0	0	0	0	0.01548	0.29502	0.03578
Healthy	2.3811	0	0.02729	0	0.08608	0	0	0	0	0	10.5138	1.48385	3.06152	0	0	0	0.1495	0.1034	0.00365	0.04729
Healthy	2.33998	0	0.08214	0	0.10365	0.02284	0.02263	0	0	0	10.6963	1.52051	3.09071	0	0.52245	0	0.18261	0.10992	0.04306	0.0811
Healthy	14.533	11.3266	0.64443	1.59486	1.35452	1.47416	1.25143	0	0.85106	0	2.09187	4.07592	0.05075	0	0	0	0	0	0.05057	0.08849
Healthy	5.33797	10.1527	0.63881	1.46145	0.51321	0.09347	0.43659	0.31869	0.26053	0.17987	4.0961	0.11617	0.00109	0.02859	1.19793	0.00851	0.10548	0.54824	0.00219	0.00114
Healthy	14.5684	6.19341	0.14014	0.25995	0.25741	0	0	0.2458	0.07767	0.04742	6.43493	1.24438	0	1.84863	0	0	0	0	0	0
Healthy	12.1741	5.77357	0.35602	0.34645	0.16755	0.00091	0.14927	0.3877	0.25513	0.2059	3.17172	0.13222	3.6506	1.47205	0	0	0	0.00889	0.00148	0.02206
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.53284	0	0	0	0	0	0	0	0
Healthy	3.18773	0.43477	0	0	0	0	0	0	0	0	25.5789	3.50072	0.7142	0	0	0	0	0.0136	0	0.01703
Healthy	6.19631	0	0	0	0.05362	0	0	0	0	0	12.0147	0.47448	0	5.88561	0.91991	0	0	0.18375	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.3719	2.88305	0	0	0	0	0	0.03444	0.10274	0.44018
Healthy	1.76939	1.46251	0	0	0.02485	0	0	0	0	0	32.5458	2.53504	5.94513	0	0	0	0.01804	0.04762	0.23028	0.02134
Healthy	12.4632	1.5811	3.39136	2.6758	0.8628	0.07388	0.69865	2.0053	0.08072	0.19554	0.60721	0.00393	0	0	0	0.00472	0	0	0	0
Healthy	3.91261	2.14733	0	0.06894	0.03394	0	0.04132	0.02391	0	0	11.1678	0.074	0	0	1.06836	0.26502	0.0068	0	0.01313	0
Healthy	0.55785	0	0	0	0	0	0	0	0	0	0	4.53662	0	0	0	5.13982	0.29086	0.09086	0.37989	0.16052
Healthy	4.91046	6.85947	0.11505	0.43042	0.1744	0	0.14213	0	0.01515	0.00878	6.33121	0.91492	0	1.8944	0	0	0.16632	0.08317	0	0
Healthy	2.84544	1.99098	1.86531	0.11378	0.64464	0.04179	0.07233	0.03785	0.08064	0.12498	4.7264	0.41707	0.92609	1.32417	0.79251	0	0.13099	0.02187	0.00161	0.00105
Healthy	0.99109	0	0	0	0	0	0	0	0	0	16.4418	0.58153	0	0	0	0	0	0.03338	0.51879	0.04369
Healthy	3.69406	0.56803	0	0	0.06367	0	0.07031	0	0.04857	0	0.01288	0.13699	0	1.01295	0.87473	0	0.24983	0.21599	0.15454	0
Healthy	0.99461	5.6139	6.6286	0.20632	0.35184	0	0.18181	0.10399	0	0.59397	3.37535	1.61884	1.97021	0	0	0	0.00597	0	0.07436	0
Healthy	18.0044	8.5278	0	0.73517	0.24736	0	0	0.11848	0.0735	0.04837	8.15718	0.22027	2.36428	0	0	0	0	0	0	0
Healthy	0	0.0936	0.42454	0.6769	0	0	0	0	0	0	15.1103	0	0	0	0	0	0	0	0	0
Healthy	3.4671	0.00994	0.02028	0.36035	0.02981	0.05027	0	0.33013	0.04759	0	2.44539	0.58412	0	1.81883	1.19764	0.07944	0	0.01107	0.01035	0.03269
Healthy	0.80508	0	1.24339	0.53551	1.23188	0	1.08168	0.19413	0.36637	0.20624	3.51122	0.01938	0	0	0.84596	0	0	0	0	0
Healthy	0.20528	0	0	0	0	0	0	0	0	0	0	10.3928	0	0	0	0	0	0.05411	0	0.02451
Healthy	5.80441	11.7317	0.6557	1.23011	1.15083	0	0.16904	0.38354	0.10163	0.17405	4.86621	0.24667	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08879	0	0	0
Healthy	1.29793	1.82491	0.20405	0.01977	0.05612	0	0.12016	0	0.03457	0	6.50024	0.6742	0	0	1.49106	0	0	0.00465	0.01735	0
Healthy	4.7901	0.73888	0	0.02953	0.08304	0	0	0	0	0	11.2702	0.01207	4.75304	5.78074	1.05984	0	0.01181	0.01793	0.06626	0
Healthy	4.03809	0.16428	0.00361	0.07841	0.02227	0	0	0	0	0.03531	0.31055	0.05172	0	0	1.56931	0	0	0	0.08897	0
Healthy	5.86701	12.2059	0.5812	0.27963	0.26079	0.00166	0.10267	0.11973	0.12723	0.14777	6.0759	0.00367	2.00147	0	0.90782	0.01255	0	0.02022	0.00966	0.00036
Healthy	0.54723	0	0	0	0	0	0	0	0	0	0	4.31111	0	0	0.32727	5.1333	0.24649	0.0904	0.2724	0.1079
Healthy	3.67292	6.03156	0	1.39826	0.05601	0	0.0183	0.00406	0.01104	0.00738	14.1649	0	4.56438	0	0	0	0	0.06751	1.25736	0
Healthy	4.74516	0	0.18833	0.20396	0.48605	0	1.11524	0.21033	0.16495	0.21103	10.4888	0.42	0	0.92493	1.03448	0	0	0	0	0
Healthy	4.07073	0.71312	1.8278	1.19186	0.35215	0.12168	0.58011	2.0349	0.22919	0.08933	4.52183	1.05034	0	0	0.90468	0	0	0.01423	0.1611	0.01861
Healthy	0.82033	3.14268	0.09257	0.05914	0.06981	0	0.00246	0.02279	0	0.02417	17.9185	0.0556	17.9403	0	0	0	0.10695	0.08692	0.33006	0.11672
Healthy	20.2023	12.8163	0	0	0.0794	0	0	0	0	0	4.81701	1.0625	5.36896	0	0	0	0	0	0	0
Healthy	2.30726	2.54282	2.61404	0.37801	1.3413	0.20471	1.00235	0.28109	0.07013	0.45553	6.84424	5.26698	7.32354	0	0	0	0.01478	0.01249	0.00845	0
Healthy	4.1226	2.12501	0	0.0823	0.00315	0	0.02888	0	0	0	10.6543	0.06973	0	0	0.98486	0.21019	0.00658	0	0	0
Healthy	0.78679	9.74575	3.39372	0.54684	2.00814	0.04896	1.24849	0.31537	0.26323	0.43143	0.02215	0.04231	0	0	0	0	0	0	0	0
Healthy	3.56294	3.04944	0	0	0	0	0.01445	0	0	0	3.22913	0.01993	0	0	0	0.12553	0	0	0.00813	0
Healthy	4.29424	11.9588	0.06875	0	0.20319	0	0	0	0	0.06784	11.7789	0.11533	1.36354	0	0	0	0	0	0.0026	0
Healthy	1.35249	0.11678	0	0.21936	0.04947	0	0	0	0.12814	0	0	28.5218	0	0	0	0	0	0.00251	0	0.00324
Healthy	6.67313	4.38047	0	0.22771	0	0	0	0	0.05311	0	5.57059	3.21942	0	1.44768	0	0	0	0	0	0
Healthy	4.25755	5.42811	0.00324	0	0.14659	0.00222	0	0	0	0.1018	21.0001	0.0471	1.10913	0	0	0	0	0	0.07346	0
Healthy	0.86535	0.24892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	18.7844	0	0	1.00357	4.36886	0	0.40123	1.10836	0	0	6.00331	1.76372	0.41556	0	0	0	0	0	0.06878	0
Healthy	2.29128	0	0.05415	0	0.10635	0.02426	0.01714	0	0	0	10.5717	1.67875	3.08492	0	0.52481	0	0.22295	0.09434	0.02185	0.07623
Healthy	3.76948	5.42584	0.4283	0.05138	0.21604	0.02629	0.01431	0	0	0	24.5559	0	0	0	1.77133	0.82561	0	0.13452	0.03051	0
Healthy	3.15344	16.4228	2.24855	0.9186	1.5927	0	0.77783	0	1.60136	0.06652	12.6176	0.298	7.19383	0	0	1.0271	0	0	0	0
Healthy	16.2448	0.91758	0.0232	0.27865	0.22677	0	0.79572	0.47582	0.29386	0.24846	5.37398	1.27149	0	5.21258	0	0	0.27217	0	0	0
Healthy	1.11324	0	0	0	0	0	0	0	0	0	16.3595	0.56061	0	0	0	0	0	0.0157	0.49193	0.01426
Healthy	3.08579	0	0.00525	0.05295	0.05636	0	0.03442	0	0	0.03198	21.0266	1.66248	0	0	0.51615	0	0	0.00297	0.38159	0.06641
Healthy	0.79223	3.04599	0.00806	0	0.02795	0	0.20957	0	0.20441	0	0	0	15.2478	0.22682	0.73515	0	0	0.1221	0	0.13201
Healthy	4.27469	0.04204	0.55046	0.55297	0.26647	0.0063	0.33175	0.1152	0.05962	0.16896	0.15873	0	0	0	0.80858	0	0.00248	0.02013	0	0
Healthy	6.65166	2.00254	0.49438	0.46222	0.37474	0	0.05227	0	0	0.10105	1.86162	1.18721	0	0	0	0	0	0	0	0
Healthy	3.20056	3.45812	0.02703	0.09263	0.16787	0.22198	0.14059	0.73059	0.02229	0.05393	0.63519	0.10647	0	0	0.62359	0	0.24769	0.04163	0.52386	0.01602
Healthy	0.13527	4.3983	1.45039	0	0.14232	0	0.19536	0.73272	0	0	5.21599	0.34501	0	0	0	5.96787	0.00945	0.03044	0.00886	0.00571
Healthy	1.49187	0.00431	0	0	0	0.01721	0	0	0	0	26.2851	50.2387	0.16172	0	0	0	0	0.08382	0	0.1231
Healthy	1.86825	1.45901	0.05541	0	0.23123	0	0.09704	0	0	0	26.883	3.14969	6.2613	0	0.50874	0	0.13515	0.05795	0.15717	0
Healthy	1.68003	6.01843	1.34851	0.6235	0	0	0	0	0	0	1.90489	0.96438	0	0.25355	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75629	0	0	0	0
Healthy	6.0773	5.60909	1.58108	1.27962	1.12892	0.22914	0.58837	0.48815	0.66408	0.2628	6.64312	0.93254	0	0.23757	0	0	0	0.05517	0	0
Healthy	1.33862	0.00434	0.35557	0	0.07011	0.01538	0.05092	0	0	0	23.0178	10.9648	2.25728	0	0	0	0	0.00952	0	0.11257
Healthy	1.34565	1.28223	0.58948	0.08403	0.05039	0.01101	0.05665	0	0.07294	0	7.81048	0.26757	0	3.24403	2.36667	0	1.83732	0.06162	0	0
Healthy	6.12355	6.81688	0.2844	0.86802	0.4085	0.02412	0.44028	2.32492	1.23114	0	8.23387	3.58208	0	0	0	0	0.08274	0.025	0.19732	0
D000236	6.75753	11.2824	0.49111	0.48671	0.56103	0.01022	0.96434	0.6436	0.55764	0.30055	8.69017	0.28158	0	0	0	0	0	0	0	0
Healthy	1.41377	0	0	0	0	0	0	0	0	0	1.36714	14.791	0	0	0	0	0	0	0	0.04805
Healthy	5.32085	2.58785	0.01575	0.21934	0.23665	0	0.28663	0.06234	0.43582	0.22596	2.5853	0.59525	0	4.74194	0	0	0	0	0	0
Healthy	3.44189	6.17591	0.0274	1.30667	0.10115	0	0	0.02797	0.02894	0.01151	13.7776	0	4.54214	0	0	0	0	0.07353	1.10957	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0	0
Healthy	1.30408	0.61836	0	0	0	0	0	0	0	0	8.10607	0.04853	0	1.01473	0	0	1.39487	0.09611	0	0
Healthy	4.52321	0	0	0	0	0	0	0	0	0	21.3417	5.43632	0	0	0	0	0	0	0	0
D000236	29.2784	1.92159	4.59871	1.70782	0.29028	0.20745	0.29948	3.36083	0.49606	0.09571	5.50239	0	0	0	0	0	0	0	0	0
Healthy	2.93742	11.985	0	0	0.04277	0	0	0	0	0.0085	10.1123	0.27322	4.76352	0	0	0	0	0	0.06503	0
Healthy	4.17146	2.23376	0.19493	0.02004	0.09733	0	0.03678	0	0	0	27.7611	0	0	0	0	0.58885	0	0.11347	0.10444	0.03962
Healthy	1.37528	0.11771	0	0.20696	0.03146	0	0	0	0.12358	0	0	28.2845	0	0	0	0	0	0.01249	0	0
Healthy	23.7335	3.30829	0	0	0	0	0	0	0	0	1.69621	0	0	0.25438	0	0	0	0	0	0
Healthy	0.94774	4.92113	0.50272	0.36494	2.27681	0.15438	0.13662	0	0.1724	0.34679	4.3971	0.63577	0	0	0	0	0.0427	0.26528	0	0
Healthy	2.48185	3.71979	0.10658	0	0.22279	0.02126	0.03788	0	0	0.06394	18.8952	0.30344	4.43254	0	0	0	0	0	0.11171	0
Healthy	0	0.72359	0.21188	0	0.01731	0	0	0	0	0	0.82508	0.53083	0	0	0	0	0	0	0	0
Healthy	2.22683	0	0	0	0	0	0	0	0	0	28.3229	9.77262	0	0	0	0	0.02201	0.122	0.11023	0.45172
Healthy	5.6478	10.5707	0.10418	0	0.21102	0.05764	0	0	0	0.03305	7.37107	0.2111	0.68458	0	0	0	0	0	0.00285	0
Healthy	1.98214	1.62026	0.05898	0.08784	0.7737	0.06735	0.14073	0.05134	0.0091	0.04082	10.5217	0.09508	0.79107	0	0	0	0.17742	0.00274	0	0
Healthy	4.2942	4.76492	0.20504	0.10704	0.92665	0	0.02115	0	0.11696	0.09417	2.73114	0.77464	0	1.79976	2.22036	0	0.00622	0.19159	0	0
Healthy	2.37747	3.35939	0.89594	0.09628	0.37382	0.23699	0.18438	0	0.02752	0	17.8541	0	0	0	0.90139	0.06562	0	0.13619	0.00381	0.00798
Healthy	0.51137	37.2083	0	0	0.59475	0.93232	0	0	0	0	0	0.80406	1.4303	0	0	0	0	0	0	0
Healthy	2.27011	2.53763	0.04506	0.00419	0.05236	0	0	0	0.00289	0	8.78715	2.07554	8.01371	0	0.63461	2.04398	0.37	0.03748	0.24361	0.02571
Healthy	3.95604	26.9478	0.1797	0.13389	0.17871	0	0.12441	0.30545	0.08902	0	11.4034	12.2018	0	0	0	0	0.26024	0.04656	0.03172	0
Healthy	3.56297	0	0	4.50772	0.26808	0.00069	0	0	0.01396	0.12874	7.07693	0.78825	7.59543	0	0.14387	0	0.00228	0.08547	0.03603	0.01231
Healthy	4.796	10.9461	2.57899	1.80071	1.02645	0.066	0.17971	0.02335	0.27733	0.68418	2.81134	1.48423	0	0	0	0	0	0.00195	0.02597	0
Healthy	0.37319	0	0	0	0	0	0	0	0	0	6.66584	0.1293	8.60092	1.38673	0	0	0.1608	0	0.04029	0
Healthy	4.28121	8.71875	0.00627	0	0.25516	0.55472	0	0	0	0.04642	7.20822	0.01948	0.86563	0	0	0	0	0	0.03924	0
Healthy	0.10188	3.33072	0.38615	1.3166	1.05225	0.04835	0.17784	0	0	0.07087	2.47246	0.62159	4.5423	0.01848	2.85909	0.02582	0	0.05173	0	0
Healthy	0.08765	1.8464	0	0	0	0	0	0	0	0	10.9187	1.68383	10.6053	0	0	0	0	0	0	0
Healthy	2.34703	3.11064	0.90726	0.08949	0.43245	0.18301	0.17812	0	0.02709	0	17.4733	0	0	0	0.97313	0.06056	0	0.12064	0.00574	0.01569
Healthy	5.77975	3.23847	0.0336	0.05773	0.0264	0.04061	0.00942	0.06784	0.0056	0	9.50771	0.57107	0	5.88855	0	0	0	0.07839	0	0
Healthy	2.22071	3.4061	0.05736	0	0.01614	0.00177	0	0	0	0	2.72947	0.2853	2.85673	0	0.79043	0	0.02036	0.02796	0.23241	0
Healthy	0.28521	0.14406	0	0	0.01768	0	0.02467	0.04085	0	0	0	1.37075	3.92706	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	1.12888	0	0	0	0	6.86743	2.61531	0	0	0	0	0	0	0.00571	0
Healthy	8.23683	22.071	0.26954	0.15753	0.35808	0	0.23482	0	0	0.03027	2.58085	0.08498	1.11129	0	0	0	0	0	0.0336	0
D000236	22.0252	12.952	1.15999	1.29545	2.60893	8.50327	0.50172	0	0.27928	0.28069	3.98704	0.48342	0	0	0	0	0	0	0	0
Healthy	4.24689	2.56532	0.12787	0	0.20821	0.09232	0.23983	1.38795	0	0.047	4.495	0.02104	0	0	0.78427	0.08278	0	0.02046	0	0.17047
Healthy	10.9921	9.98618	1.20426	0.53816	3.10903	1.66518	0.72206	0.22609	0.3705	0.47176	3.85543	0.02593	0.93998	0	0	0	0	0	0	0
Healthy	0.46415	0.03474	0.41797	0.7481	0.23343	0	0	0.08028	0	0	0.91516	0.93025	0	0.22402	0	0	0	0	0	0
Healthy	0	0	0.14419	0	0	0.55836	0	0	0	0	11.1584	6.55492	0	1.06212	0.39861	0	0	0	0	0.00915
Healthy	3.01776	21.1963	0.58197	0.0966	0.32035	0	0.228	0.24129	0.45192	0.11109	11.3114	0.27581	0	0	1.29737	0	0.00537	0.02573	0	0
Healthy	0	0	0	0.1101	0.10203	0.18382	0.18819	0	0	0	0	21.7563	8.50306	0	0	0	0	0.02079	0	0.02131
Healthy	3.0062	4.81154	0	0	0.17348	0.34746	0	0.85888	0	0	3.85065	0.51214	1.40684	0	0	0.87169	0.23535	0	0.03018	0
Healthy	4.56907	2.13086	0	0.06826	0.11333	0.01259	0	0	0	0	2.72535	0.24757	0.33451	1.4107	2.31931	3.83907	0.01264	0.09611	0.01087	0.03402
Healthy	2.71111	3.16526	0	0	0.07242	0.21223	0	0	0	0.0046	13.266	0.32187	0.11455	0	1.72219	0	0	0	0.01662	0
Healthy	21.6142	1.92688	0.19673	1.67897	0.24387	1.41684	1.37933	0	1.48697	1.23989	7.46556	0.60113	0	0	0	0	0	0	0	0
Healthy	7.50171	0.60864	0	0.0235	0.05988	0.01202	0	0	0	0	0.33542	0.09968	0.3382	0	0.94962	0	0.03331	0	0.02925	0
