group	Alistipes	Prevotella	Phascolarctobacterium	Phytobacter	Parasutterella	Alistipes_A	Paraprevotella	Bilophila	Coprobacter	Eggerthella	Bacteroides	Parabacteroides	Mediterraneibacter	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Clostridium_A	Parasutterella	Holdemania
Healthy	6.30871	7.03722	0	0	0.00173	0	0	0	0.12263	0	16.39372	3.08064	3.74525	0.49189	1.79011	0	0	0	0.00173	0.07899
Healthy	14.23186	0.47787	0	0.37326	0.09326	0	0	0	0	0	6.95278	0.70138	2.40046	0	0	0	0	0.95435	0.09326	0
Healthy	10.7047	0	0	0.24768	0	0.05801	0	0.04535	0.03839	0	10.66435	1.49409	0.14435	0.69499	1.45629	0.01887	0.05801	0.0191	0	0.02783
Healthy	6.94798	0	0	0	1.28976	0	0	0	0	0	42.77367	3.95924	0.06636	0	0	0.06789	0	0	1.28976	0
Healthy	3.03769	0	0	1.2714	0	0	0	0	0	0	44.14861	1.90408	0.08918	0	0	0.1248	0	0.18089	0	0
Healthy	0.37778	0	0.20431	0	0.02111	0	0	0	0	0.0724	1.98229	0.2914	1.11013	0	0	0	0	0	0.02111	0
Healthy	1.36254	0	0	0	0	0	0	0	0	0	11.81887	0.28438	0.57378	0	0	0	0	0	0	0
Healthy	7.22352	0	0	1.25009	0.0499	0.02514	1.65598	0.00044	0.16519	0.00039	15.84979	1.59139	1.7553	0	0.89174	0.02498	0.02514	0.00226	0.0499	0.00551
Healthy	11.31915	3.60896	2.06438	0.22363	0.17652	0.36115	0	0.05118	0	0	16.1504	1.3232	0.06859	0.78463	0.85574	0.13375	0.36115	0.03699	0.17652	0.07075
Healthy	9.81272	0.01869	0	0	0.35646	0.02736	0.54216	0.02711	0.01506	0.01875	14.41487	1.47034	0.0854	0	2.27149	0.01376	0.02736	0.00081	0.35646	0.04836
Healthy	0	0	0	0.54344	0.1305	0	0	0.00761	0	0	76.10276	3.20247	0.02773	0	0	0.18641	0	0.38666	0.1305	0.00982
Healthy	6.8694	0	0	0.00288	1.67474	0	0	0.05704	0	0.00428	22.5985	1.44101	0.1696	0	0.44013	0.00784	0	0.01249	1.67474	0
Healthy	1.36297	0.00386	0	0.02953	0.06682	0.03329	0	0.00245	0	0.04615	11.03191	0.93023	1.21538	0	0.34304	0.02608	0.03329	0.06139	0.06682	0
Healthy	0	7.78635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00422	0	0.03189	22.9827	0	0	0	0.06279	0	0	2.33712	11.04871	0.24081	0.28985	0	0	0	0	0	0
Healthy	4.44485	0	0	0.03113	0.0149	0.00324	0	0.02316	0.09301	0	8.86114	1.82279	0.87433	0.07755	0.68754	0.02136	0.00324	0	0.0149	0.0053
Healthy	1.6354	0	0	0.08287	0.06756	0.00139	0	0.0596	0	0	38.07216	4.73124	0.21551	0	0.45155	0.15594	0.00139	0.01005	0.06756	0.10531
Healthy	0	0	0	0	0	0	0	0	0	0	25.48461	0	0	0	0	0	0	0	0	0
Healthy	1.08436	16.6159	0	0	0	0.01971	0.09824	0	0	0	1.61861	0.13615	1.22672	0.25126	0	0.18325	0.01971	0.18616	0	0.13656
Healthy	0	0	0	54.4802	0	0	0	0	0	0	0.00699	0	0	0	0	0	0	0	0	0
Healthy	8.84562	0	0	0	0.03641	0	0	0.02456	0.07269	0	57.84149	13.63699	0.08648	0	0	0	0	0	0.03641	0
Healthy	0.67001	0	0	0.08494	0.01766	0.00116	0	0.04022	0	0	41.79191	3.4892	0.47722	0	0.41811	0.01137	0.00116	0.00089	0.01766	0.00996
Healthy	3.17843	0	0	24.8113	0.06847	0	0	0	0.08068	0	11.72112	1.1377	0.29296	0	0.30658	0	0	0	0.06847	0.04247
Healthy	0	11.66254	9.77338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.80394	0	0	0.09042	0.2452	0.32412	0	0.02623	0	0	50.52412	2.37614	0.0334	0	0.67679	0.04219	0.32412	0.28775	0.2452	0.10943
Healthy	3.58423	0	0	0.02279	0.02523	0.04632	0	0	0.02158	0	4.07096	0.51128	0.56707	0	1.50051	0.08433	0.04632	0.0371	0.02523	0.0818
Healthy	0.00761	64.1122	0	0.8212	0.14985	0	0	0.0213	0	0	4.72761	1.99465	0	0	0	0	0	0	0.14985	0
Healthy	5.18749	0	0	0	0	0	0	0	0	0	72.34646	2.52088	0	0	0	0.18492	0	0	0	0
Healthy	0	0	0	68.0827	0	0	0	0	0	0	0.17896	0.04119	0	0	0	0	0	0	0	0
Healthy	2.97183	0	0	0	0	0	0	0	0	0	43.10785	0.75398	0.0582	0	0	0	0	0	0	0
Healthy	3.43411	1.27363	0	0.39554	0	0	0	0	0	0	25.02003	1.05926	1.34794	0.23081	2.43521	0.01967	0	0	0	0.09767
Healthy	14.34263	0	0.84447	0	0	0	0	0	0	0	20.63241	1.62377	0.06618	5.85099	0	0.03607	0	0	0	0.03829
Healthy	5.59731	0	0	0	0.03747	0	0	0	0.00274	0	24.55698	4.2311	0.46661	0	1.51671	0.40844	0	0	0.03747	0
Healthy	1.86479	8.34493	1.23601	2.61064	0	0.03683	0.01283	0.01557	0	0	3.5946	0.83742	0.05198	0.03329	0	0.00296	0.03683	0.01705	0	0
Healthy	3.82441	0	0	0	0	0	0	0.02458	0.27617	0	24.12574	3.79766	0.08759	0.55204	0.03168	0.12686	0	0.02683	0	0
Healthy	0.07619	4.39549	4.03876	0.06668	0.06492	0	1.52947	0	0	0	4.67604	2.01588	0.06454	0	1.25211	0.06341	0	0.05055	0.06492	0
Healthy	29.70909	0	0	0.22896	0	0.21625	8.52741	0.02244	0	0	7.23895	4.95634	0.25663	0	1.30986	0	0.21625	0	0	0
Healthy	5.37174	0	0	0.39886	0	0.14533	0.29273	0	0.07705	0	5.54578	0.5411	0.31911	0	1.00954	0.21782	0.14533	0.02561	0	0.03613
Healthy	21.49616	0.00569	3.77965	0	0	1.41859	0	0	0	0	4.33257	0.38563	0	0.02182	0	0.02751	1.41859	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	49.4338	0	0	0	0	0	0	0	0	0
Healthy	13.00116	0	0	0	0.17425	0.15065	0	0	0	0	29.5281	1.45884	0.19257	0	0	0.03845	0.15065	0.49116	0.17425	0.02215
Healthy	2.09245	0	0	0	0.02656	0.02042	0	0	0	0	39.4617	5.81506	0.59708	6.01558	1.09822	0.02523	0.02042	0	0.02656	0
Healthy	3.23914	0	0	0	0.04372	0	0	0	0	0	19.99269	0.23379	0.24837	0	0	0	0	0	0.04372	0
Healthy	5.67276	0.02686	0	0.02381	0.05991	0.02509	0	0	0	0	11.68871	0.9228	0.49127	0	0.64036	0.02709	0.02509	0.00463	0.05991	0.00493
Healthy	14.75175	0	0	0	0.24438	0.20918	0	0	0	0	20.19499	2.02425	0.1593	0	0	0.01679	0.20918	0	0.24438	0.00323
Healthy	0	0	0	1.26907	0	0	0	0	0	0	57.88383	0	0.37034	0	0	0.01201	0	0	0	0
Healthy	2.80369	0.00924	0	0	0.01022	0.01978	0	0	0.01106	0	19.136	1.36503	1.11791	0.72335	1.4341	0.01029	0.01978	0.03955	0.01022	0
Healthy	3.15639	0	0	0.05527	0.03674	0	0.16773	0	0	0	11.63372	0.65634	1.50175	0	0	0	0	0	0.03674	0
Healthy	35.57128	0	0	0.03717	0	0.04505	0.24495	0.06013	0	0	31.94416	8.12253	0.16877	0.34962	2.35553	0.01057	0.04505	0	0	0
Healthy	0	0.02915	0	0	0	0	0	0	0	0.09209	7.1189	24.35102	0.9398	0	0	0.00254	0	0	0	0
Healthy	19.74823	0.03458	0	0.70112	0.00555	0.29933	0	0	0.09945	0	30.24284	5.84046	0.1118	0	0.80875	0.13575	0.29933	0	0.00555	0.23105
Healthy	23.73072	0	0	0	0.00974	0.04702	0.7049	0.02068	0	0	36.82174	5.82547	0.1245	0.67016	1.43248	0.02004	0.04702	0	0.00974	0
Healthy	9.0448	0	0	0.02904	0.24045	0.0542	0	0.08262	0	0	46.18136	5.25323	0.19349	0	1.14002	0.14503	0.0542	0	0.24045	0.14078
Healthy	0.82024	16.9553	0	0	0.28696	0	0	0	0	0	8.94942	6.25607	0.57973	0	1.51598	0.02248	0	0	0.28696	0
Healthy	3.63084	0	0	0.28921	0.42965	0	0.88666	0.01653	0.06135	0	8.55949	5.46776	0.35656	0	1.97267	0	0	0	0.42965	0.0222
Healthy	11.62501	0	0	0	0.16316	0.16936	0	0	0	0	29.31034	1.54234	0.06643	0	0	0.04033	0.16936	0.48821	0.16316	0.00357
Healthy	9.53555	0	0	0.08323	0.00315	0.36129	0	0	0.05703	0	9.68419	3.83498	0.02334	0	0	0.18334	0.36129	0.52567	0.00315	0.49867
Healthy	0.61412	0	0	0.92251	0.07051	0	0.4505	0.08455	0	0.00084	2.89613	2.77836	0.04365	0	0	0	0	0	0.07051	0
Healthy	0.29946	0.9057	0	38.921	0.00094	0	0.06008	0.00245	0	0	4.10224	0.72646	0.04085	0.60087	1.05194	0.00414	0	0.02516	0.00094	0.00574
Healthy	4.91666	0	0	0	0.11572	0	0	0	0	0	62.3368	3.26705	0.05606	0	0	0.57271	0	0	0.11572	0
Healthy	1.8017	0	1.53777	0	0	0	0	0	0	0	14.96584	0.14417	2.64938	0	0	0	0	0	0	0
Healthy	16.15426	0	0	0	0.01775	0.03482	4.39874	0.02608	0	0	8.8548	5.77426	0.04413	0	0	0.01477	0.03482	0	0.01775	0
Healthy	0	0	0	0.00597	0	0	0	0.00067	0	0.05917	8.24626	3.72109	1.28709	0.35297	0.6925	0.08069	0	0.05766	0	0.10877
Healthy	0.93099	0	0	0	0.003	0	0.67985	0	0	0	5.61741	3.00542	0.0549	0	0.4877	0	0	0	0.003	0
Healthy	5.33246	10.1307	2.71353	13.544	0	0	0	0	0	0	4.25915	1.12771	0.6326	0	0	0	0	0	0	0
Healthy	0	10.17921	0.81248	0	0	0	0	0	0	0	0	0	0.57134	0	0	0	0	0	0	0
Healthy	17.36996	0	0	0.45621	0.00201	0	0	0	0.3561	0	9.03255	6.95299	0.02637	0.19376	2.76135	0.06456	0	0	0.00201	0
Healthy	3.91365	0	0	0	0	0.13325	0.00829	0.0151	0	0	4.10353	1.58901	0.04747	0.01015	0.33035	0.05231	0.13325	1.84174	0	0.29305
Healthy	4.61793	52.57972	0	0.11138	0.04881	0.1337	0	0	0	0	2.71172	0.30246	0.92579	0	0.33816	0.01387	0.1337	2.42991	0.04881	0.00191
Healthy	16.30107	0	0	0	0	0	0	0.04505	0	0	11.04642	0	1.84053	0.12954	0.71157	1.37242	0	0.18818	0	0
Healthy	16.26055	0	0	0	0	0	0	0	0	0	37.04961	6.96214	4.12905	0	0	0	0	0.50154	0	0
Healthy	19.67138	0	0	0	0.01745	0.0357	4.00086	0.08344	0	0	10.46261	4.75038	0.08576	0	0.84992	0.00579	0.0357	0	0.01745	0
Healthy	0.30637	0	0	0	0.05623	0	0	0	0.50628	0	18.93806	5.45989	2.71728	0	1.03629	0.01457	0	0	0.05623	0
Healthy	4.43764	0	0	0.14638	0.03041	0.01677	0	0	0.12133	0	9.98656	5.43662	0.87213	1.67462	0.87997	0.03146	0.01677	0.01635	0.03041	0.01373
Healthy	0.59627	1.9728	0	0	0	0	0.15429	0	0.01299	0	5.0983	0.8303	0.46203	0	0.24477	0	0	0.02422	0	0
Healthy	1.38996	13.4412	6.24934	0	0.00432	0	0.48381	0	0.00789	0	1.89724	0.44	0.64818	0.00053	0.51874	0.00482	0	0.02186	0.00432	0.0096
Healthy	0.98607	0	0	0.04944	0.01829	0	0.52314	0	0	0	14.23322	2.09175	0.59562	0.43075	1.11273	0	0	0	0.01829	0
Healthy	13.50245	0	0	0	0.29186	0.24256	0	0	0	0	20.80739	2.06678	0.15073	0	0	0.00747	0.24256	0	0.29186	0
Healthy	1.50081	0.25957	0	4.34724	0	0	0	0	0	0	4.18947	0.3484	1.7515	0	0	0	0	0	0	0.20611
Healthy	2.67884	64.0059	2.49667	0	0	0	0	0	0	0	5.14105	1.16872	0.9266	0	0	0	0	0	0	0
Healthy	0.16971	0	0	1.47018	0	0	0	0	0	0	11.39588	2.87103	0.00172	0	0	0.00448	0	0	0	0
Healthy	5.48667	0	0	0	0.00844	0.16673	0	0.00548	0.02919	0	3.83279	4.029	2.47482	0.13309	0.81027	0.04736	0.16673	0.07198	0.00844	0.06114
Healthy	0.29604	0	0	14.3269	0.02173	0	0	0.00949	0	0	2.96307	0.1985	1.30744	0	0	0	0	0.54562	0.02173	0.0378
Healthy	5.09971	5.09838	0.19448	1.76217	0.00037	0.00945	0.18984	0	0	0.05745	11.86551	1.5986	0.47995	0.00549	0	0.19157	0.00945	0.42917	0.00037	0.15068
Healthy	3.71616	0	0	0.03694	0	0	0	0	0	0.06635	33.70968	1.30858	0.45524	0.7626	0	0.04129	0	0	0	0
Healthy	0.27015	2.27906	8.49205	0.02017	0	0.08074	0.38086	0	0	0	1.45354	0.63581	0.6469	0	0	0	0.08074	0	0	0
Healthy	2.34827	0	0	0.2876	0.05785	0.09297	0	0	0	0	5.0909	0.09684	4.76707	0	0	0	0.09297	0	0.05785	0
Healthy	15.55801	0	0	0.11397	0.2765	0.04101	0	0.04058	0.01856	0	36.79429	4.14896	0.04637	0	0.78979	0.02295	0.04101	0	0.2765	0
Healthy	10.77159	0	0	0	0.1497	0.14862	0	0	0	0	28.87559	1.53989	0.47439	0	0	1.89266	0.14862	0.48612	0.1497	0
D001528	6.61065	0.05185	0	0.12084	0	0.0026	0	0.01535	0.08715	0.00444	31.14468	1.15171	0.04514	16.6329	1.13423	0.02092	0.0026	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	26.46002	0	0.76844	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D001528	0.00755	0.0982	0	0.33274	0.73367	0	0	0	0	0.0003	17.57421	5.52906	0.00804	0	0	0.23122	0	0	0.73367	0.01178
Healthy	2.05442	0	0	0	0.07424	0.01211	0	0.01482	0	0	40.16873	5.52575	0.55055	6.13358	0.98773	0.02162	0.01211	0	0.07424	0
Healthy	5.33469	0	0	0.32461	0.16505	0.06587	0	0.15293	0	0.06225	5.62348	0.52105	0.48116	0	0.82828	0	0.06587	0.07369	0.16505	0
Healthy	4.42974	0	0	0	0.10588	0	0	0	0	0	26.25426	0	1.52659	0	0	0	0	0	0.10588	0
Healthy	4.78753	0	2.10345	0.0011	0.00952	0.14854	3.66682	0	0.02625	0	8.85781	1.48497	0.6878	0.4934	0.88284	0.0272	0.14854	0.02268	0.00952	0.00895
Healthy	0	0.75556	3.90566	0	0	0.10689	0	0	0	0	4.97854	0	0.7453	0	0	0	0.10689	0	0	0
Healthy	15.07536	0	0	0.00239	0.00047	0	0.36524	0.01124	0	0	16.40487	1.87182	1.16049	0.35897	0.85822	0.03512	0	0.10133	0.00047	0.00107
Healthy	1.41121	0.29712	0	5.34141	0.02842	0.15474	0	0.07488	0	0	3.71032	0.91994	0.01464	0	1.64771	0.07715	0.15474	0	0.02842	0.00118
Healthy	4.39902	34.26697	0	0.17471	0.0466	2.35452	1.20238	1.49208	0	0	17.20699	5.53085	0.24205	0	1.26654	0.34087	2.35452	0.1297	0.0466	0
Healthy	0.74752	0	0	0	0	0	0	0	0.55131	0	11.96242	12.09323	1.76538	0.13697	1.51879	0	0	0	0	0
Healthy	1.44942	0.44671	3.12644	0.02813	0	0.3225	0.20392	0.00335	0	0	5.86682	6.84927	1.28812	0.09442	0.60966	0	0.3225	0.03098	0	0.00944
Healthy	0.76052	16.1147	2.89996	0	0	0	0	0	0.00653	0	14.89635	1.31272	4.11272	0.03351	0	0	0	0	0	0.00999
Healthy	10.75144	12.6328	1.57201	0.86796	0.02513	0.05852	0.79513	0.02861	0.12045	0	13.66491	1.16012	0.38835	3.18222	0.95375	0.78207	0.05852	0	0.02513	0
Healthy	0	0	0	10.9585	0	0	0	0	0	0	33.69252	0.00411	0	0	0	0	0	0	0	0
Healthy	22.15328	0	0	0.20066	0	0.28626	0	0.11662	0	0	6.88489	5.71552	0.09564	0	0	0.80593	0.28626	0.01804	0	0.07369
Healthy	2.04373	0	0	0	0.08676	0	0	0	0	0	26.19298	0.30163	0.28861	0	0	0	0	0	0.08676	0
Healthy	3.82222	0.13032	0	0	0.04855	0	0	0	0	0	0.89442	0.40437	2.41178	0	0	0	0	0	0.04855	0
Healthy	2.79846	0	0	0.90366	0	0	0	0	0	0	9.90241	1.43817	4.28731	0	0	0	0	0	0	0
Healthy	0.39852	0.17238	0	0.33916	0	0	0	0	0	0.20588	20.8184	0	0.5114	0.71372	0	0.04636	0	0.0133	0	0
Healthy	0	0	0	0.02269	0	0	0	0	0	0	0.20244	0.27448	0.56796	0	0	0	0	0.43335	0	0
Healthy	11.15259	0	0	2.53982	0.3207	0.24386	0	0.03235	0	0	35.85704	20.6038	0.03858	0	0	0.20631	0.24386	0	0.3207	0
Healthy	4.64349	0	0	0.01133	0.00117	0.13014	0	0.10009	0	0	21.89712	4.84957	0.30867	0	0	0.11748	0.13014	0.06276	0.00117	0.22527
Healthy	1.27724	0	0	0	0	0	0	0	0	0	9.83131	0.00888	0.93902	0	0	0.01504	0	0	0	0
Healthy	0.56838	0	0	0	0	0	0	0	0	0	7.03795	0	2.79634	0	0	0	0	0	0	0
Healthy	2.6176	73.7393	0	0.00724	0.00465	0.00871	0.13767	0	0.35151	0	0.54524	0.31769	0.30637	0	0.37925	0	0.00871	0	0.00465	0
Healthy	1.73704	6.88507	0	0	0	0	0	0	0	0	0.42535	0.20121	8.43962	0	0	0	0	0	0	0
Healthy	22.7161	0	0	0	0.01476	0.02584	0.8436	0.03819	0	0	36.34461	5.51708	0.04593	0.64916	1.34472	0.01003	0.02584	0	0.01476	0.00204
Healthy	19.58655	0.03927	0	0.73654	0.0305	0.2858	0	0.00615	0.11285	0	30.59655	6.08049	0.03376	0	0.7791	0.14317	0.2858	0	0.0305	0.18956
Healthy	10.69766	0	0	0.01777	0	0	0	0	0	0	14.20405	3.05512	0.17556	2.55923	1.01651	0.01357	0	0	0	0
Healthy	4.04721	0	0	0	0	0	0	0.0502	0.0642	0	9.82413	12.29154	0.90989	2.66211	1.63733	0.02494	0	0	0	0.01407
Healthy	0.57422	0	0	0	0	0	0	0	0.0825	0	13.48719	4.14981	3.2084	0.02764	2.90264	0.05562	0	0.43838	0	0
Healthy	0.19282	0.02466	0	0.80965	0.41164	0	0	0	0	0	10.4525	0.6129	0.59217	0	0	0.00427	0	0	0.41164	0
Healthy	21.23731	0	0	0.45166	0.05766	0.23588	0	0	0.14784	0	13.77652	5.85212	0.11843	0	0.53494	0.20101	0.23588	0.09291	0.05766	0.3442
Healthy	17.84341	0	0	0.5566	0.00477	0	0	0	0.4048	0	8.91751	6.78743	0.13324	0.20564	2.77883	0.06392	0	0	0.00477	0
Healthy	8.15134	0	0	0.11657	0.21162	0.28609	0	0.02368	0	0	54.80768	2.32893	0.07041	0	1.08292	0.10678	0.28609	0	0.21162	0.00254
Healthy	0.00028	0	0	0.83784	0	0	0	0	0	0	52.7907	0	0.01587	2.4723	0	0.0074	0	0	0	0.34708
Healthy	0	67.9905	0	4.7802	0	0	0	0	0	0	16.10391	0	0	0	0	0.05489	0	0	0	0
Healthy	11.13227	0	0	1.89855	0.25344	0.25664	0	0.02561	0	0	35.44909	20.7409	0.04092	0	0	0.19818	0.25664	0	0.25344	0
Healthy	3.21779	0	2.36493	0	0	0	0	0	0	0	11.53112	0	1.49299	1.47408	0	0.0173	0	0.03574	0	0.00771
Healthy	8.02347	0	0	0.20269	0.03209	0	0.13979	0.01216	0	0	8.36962	1.9991	1.65122	0	0	0.04991	0	0	0.03209	0
Healthy	0	8.41948	0	0	0.05391	0	0	0	0	0	7.65324	5.15266	0.26682	0	0	0	0	0	0.05391	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.67946	13.2037	0.00761	0	0	0.30588	0	0	0	0
Healthy	32.5012	0	0	0	0.1663	0.24828	0	0	0.108	0	14.9189	9.52625	0.01987	0.87865	0.92383	0.15947	0.24828	0	0.1663	0.07472
Healthy	0	0	0	15.5594	0	0	0	0	0	0	7.74069	35.2169	0.00656	0	0	0	0	0	0	0
Healthy	1.53501	0	0	0	0.03758	0	0.72224	0.0025	0.00456	0	4.76395	0.43573	1.67726	0	0.14578	0.01542	0	0.00336	0.03758	0
Healthy	31.81498	0	0	0	0.14443	0.2841	0	0	0.10661	0	15.30729	9.43841	0.12476	0.98607	0	0.19891	0.2841	0	0.14443	0.05916
Healthy	3.77686	0	0	0.02114	0.00111	0	0	0.00413	0.03021	0.00995	2.58893	0.49606	1.3312	1.11506	0	0.01789	0	0.00734	0.00111	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.01012	0.00091	0.01652	0	0	0	0	0	0	0
Healthy	14.80542	0	0	0.07345	0.16779	0.22898	0	0	0	0	26.03175	0.99319	0.16189	0	0.54778	0.02257	0.22898	0.19175	0.16779	0
Healthy	1.53655	0	0	0.47574	0.18138	0.06943	0	0	0	0.0589	5.39174	0.34787	2.63085	0	0.50231	0.09431	0.06943	0.03828	0.18138	0
Healthy	0	0	0	0	0	0	0	0	0	0	41.57566	0	0	0	0	0	0	0	0	0
Healthy	4.63701	0	0	8.44249	0.00409	0.31821	0	0	0.02841	0	13.31047	5.15259	0.13058	0	0.30291	0.23454	0.31821	0.19921	0.00409	0.03946
Healthy	12.53258	0	0	0	0.00143	0.0038	3.05443	0.02718	0	0	9.44505	5.79943	0.06165	0	0	0.01544	0.0038	0	0.00143	0
Healthy	0.59774	0	1.51366	0.85535	0	0.08374	0	0	0	0	20.63703	0	1.76983	0.78518	0	0	0.08374	0	0	0
Healthy	0.59491	6.69014	0	0.01393	0	0.09573	0	0.04058	0	0	2.11841	0.88191	0.01983	1.36842	0	0.00592	0.09573	0.2425	0	0.00352
Healthy	0.33796	0	0	0	0.05103	0	0	0	0.42764	0	18.53668	5.43444	2.63541	0	1.06776	0.03777	0	0	0.05103	0.00267
Healthy	4.97063	0.48429	0	0.06341	0	0.22293	0	0.05118	1.12823	0.01133	7.45403	3.31226	0.00231	0	2.35597	0.02049	0.22293	0	0	0.04594
Healthy	3.11981	56.6567	0	0.11128	0.00042	0.02113	0.06184	0	0.00959	0	2.65737	1.84895	0.04661	0.11008	0.89787	0.00629	0.02113	0.00472	0.00042	0.01054
Healthy	5.99648	0	0	0.00532	0.11497	0.05173	0	0	0	0	14.01788	0.76816	0.39255	0	0.40554	0.02226	0.05173	0.01429	0.11497	0.00566
Healthy	1.81838	3.16798	5.67807	0	0	0.24489	0	0	0	0	21.98391	5.03952	0.15392	0.35837	0	0	0.24489	0	0	0
Healthy	3.45281	0	3.51275	0	0	0	1.27599	0.30436	0	0	13.92662	2.60523	2.79899	0	0	0	0	0	0	0
Healthy	4.12056	0	0	0	0.02538	0.02585	0	0	0	0	23.71758	10.58456	2.90283	0	2.00901	0.11604	0.02585	0	0.02538	0.02174
Healthy	1.73103	18.77959	3.39564	0	0	0	0.34593	0.00188	0	0	6.84448	1.01914	0.69005	0.08396	1.04115	0.0061	0	0.02607	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0	0	0
Healthy	1.2302	0	0	11.0443	0.00914	0	0	0.05762	0	0.01499	8.73793	2.92564	0.00708	0	0	0.05289	0	0.02503	0.00914	0.02799
Healthy	3.28215	0	0	0.27974	0.04878	0.06806	0	0.05119	0.0768	0.00235	9.82017	1.21768	3.12692	0	0.4276	0.08477	0.06806	0.04257	0.04878	0.02213
Healthy	10.09827	0	0	9.23327	0.18456	0.51263	0	0.10398	0	0.00424	21.68563	3.93871	0.03522	0	1.72061	0.03332	0.51263	0.01636	0.18456	0
Healthy	3.70546	7.8765	9.65135	0.02429	8e-05	0	0.15858	0.07699	0.18756	0.00142	8.21825	2.32418	0.00185	1.95946	0.3067	0.1527	0	0.01096	8e-05	0.14653
Healthy	3.78084	28.7255	0	0.09412	0.01014	0	0	0	0.0646	0	6.91878	0.84224	0.5818	1.4087	1.8616	0.1953	0	0.02035	0.01014	0
Healthy	1.41079	0.00467	0	0.25957	0.5597	0.00788	0	0.02565	0	0	33.24027	3.05303	0.01995	0	1.04767	0.21574	0.00788	0	0.5597	0.01101
Healthy	29.12451	0	0	0.19364	0.00295	0.2435	8.35497	0.01315	0	0	7.17393	5.1571	0.27906	0	1.44352	0	0.2435	0	0.00295	0
Healthy	2.54842	0	0	0.04764	0	0	0	0	0	0	38.02173	43.5486	0.01144	0	0	0.1219	0	0	0	0.21763
Healthy	0	0	0	0	0	0	0	0	0	0	10.78958	0	5.68451	0	0	0	0	0	0	0
Healthy	3.32255	31.4005	3.59974	0.26577	0.29357	0.10743	0	0	0.05032	0	12.56192	7.78916	0.1647	0	0.72295	0.01918	0.10743	0	0.29357	0.00797
Healthy	3.90807	0	0	0.16894	0.3948	0	0.81853	0.04541	0.0775	0	7.64989	4.43807	0.38967	0	1.7115	0.0217	0	0.04841	0.3948	0.01742
Healthy	29.72015	0	0	0	0	0	0	0	0	0	3.23478	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.50431	0.12559	0	0	0	0	0	76.51598	3.23998	0.28465	0	0	0.17507	0	0.39353	0.12559	0.0216
Healthy	0	0	0	2.51137	0.09109	0	0	0.01862	0	0	42.62869	34.0151	1.08021	0	0	0.51931	0	0.05045	0.09109	0
Healthy	8.94894	0	0	0.64972	0.09801	0.21245	0	0	0.08882	0	20.29389	0.18625	0.02537	0	0	0.08609	0.21245	0	0.09801	0
Healthy	11.58602	0	0	0	0.12904	0.1754	0	0	0	0	29.2558	1.42623	0.18027	0	0	1.8241	0.1754	0.46822	0.12904	0.0142
Healthy	0.28991	0.75292	0	0	0.00529	0.12326	0	0	0	0	2.4609	0.28761	2.08136	0	0	0.0012	0.12326	0.33316	0.00529	0
Healthy	7.98106	0	0	0.09102	0.26517	0.28713	0	0.01835	0	0	54.64931	2.13191	0.04127	0	1.01069	0.13142	0.28713	0	0.26517	0.01914
Healthy	2.10931	0	0	0	0	0	0	0	0	0	11.73179	0	0	0	0	0	0	0	0	0
Healthy	2.57434	0	0	1.05461	0.01087	0	0	0.04545	0	0	49.88026	1.68066	0.00501	0	0	0.21167	0	0.06739	0.01087	0.30796
Healthy	15.21235	0	0	0.08873	0.11868	0.26543	0	0	0	0	25.88152	1.04227	0.23749	0	0.54807	0.01895	0.26543	0.15739	0.11868	0
Healthy	7.65949	0.09172	0	0.23061	0.00556	0.35539	0	0.02951	0	0	10.95006	1.70258	6.09402	0	1.71172	0.10811	0.35539	0.40238	0.00556	0.04543
Healthy	5.75613	0	0.00157	0.54018	0.01891	0.03646	0.22385	0.00025	0.028	0	3.31078	0.68686	1.22573	0	1.16749	0.01835	0.03646	0.01134	0.01891	0.00063
Healthy	0.55528	0.04464	0	0	0.0057	0	0	0	0	0.00549	30.8545	6.7335	0.33424	3.78053	0	0.03435	0	0	0.0057	0
Healthy	6.13467	2.01029	2.9922	0.14596	0	0	0	0.00985	0.03978	0	15.36156	4.4896	0.96855	0.24195	0	0.029	0	0	0	0
Healthy	16.34596	0	0	0	0	0	0	0	0	0	21.50056	12.06277	0.47222	0	0.21893	0	0	0	0	0
D001528	0.40408	0.10768	0	17.6261	0.00104	0	0	0.01577	0	0	0.68748	0.11163	0.01037	0	0	0.0101	0	0	0.00104	0
Healthy	9.17578	0.05093	0	1.34383	0	0	0	0.01432	0.03639	0	28.35423	4.01321	0.06163	0	2.08515	0.00163	0	0.23005	0	0
Healthy	8.37791	0	0	0.06567	0.25451	0.2595	0	0.03719	0	0	54.58879	2.15482	0.04131	0	1.08356	0.10914	0.2595	0	0.25451	0.00759
