group	Bacteroidota	Actinobacteriota	Proteobacteria		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	57.8648	6.42131	0.12314		57.8648	14.00982	6.42131	0.12314	0	0	0.03357	0.0738	0.07513	
Healthy	50.39368	0.22211	1.99467		50.39368	33.02495	0.22211	1.99467	2.27627	0.07023	0.55843	0	0.0028	
Healthy	1.76456	56.33716	0		1.76456	17.57549	56.33716	0	0	0	1.65257	0	0	
Healthy	53.77834	3.31453	0.24294		53.77834	16.77358	3.31453	0.24294	7.81757	0	0.14598	0	0.08538	
Healthy	89.98095	0.40129	0.19898		89.98095	2.48055	0.40129	0.19898	1.18713	0	0.05465	0	0.00504	
Healthy	33.7514	9.43654	0		33.7514	33.70953	9.43654	0	3.4041	0	5.9203	0	0.91704	
Healthy	68.96628	0.00166	0.27214		68.96628	10.0975	0.00166	0.27214	4.33794	0	0.02383	0	0.15746	
Healthy	37.14462	0.08487	0.0679		37.14462	42.83853	0.08487	0.0679	0.10264	1.4189	3.78773	4.86383	0.00017	
Healthy	67.68915	1.30739	0.98887		67.68915	2.96712	1.30739	0.98887	0.08738	0.00222	0.3761	0	0.48144	
Healthy	28.73117	0.24549	0.27189		28.73117	45.09869	0.24549	0.27189	2.83351	0	4.22429	0	0.00456	
Healthy	12.17958	2.7475	1.90269		12.17958	49.25265	2.7475	1.90269	7.07372	1.27653	1.05415	1.64981	0	
Healthy	50.49195	0.04015	0.11296		50.49195	19.97129	0.04015	0.11296	7.18892	0.0577	1.67426	0	0.00879	
Healthy	17.05268	0.00662	1.20856		17.05268	23.93884	0.00662	1.20856	0.10027	0	0.08074	0	0	
Healthy	42.6371	0	0		42.6371	32.43105	0	0	1.71281	0	0.25063	0	0	
Healthy	0.72957	5.33739	3.8263		0.72957	24.71168	5.33739	3.8263	10.90757	0	1.39528	0	0	
Healthy	64.51356	0.78555	1.69116		64.51356	13.81605	0.78555	1.69116	0.34542	0	0.01815	0.18142	0.18878	
Healthy	9.13805	11.47525	8.35027		9.13805	35.81742	11.47525	8.35027	0.26342	0	18.17736	8.75407	0.04905	
Healthy	66.0232	0.29747	11.09887		66.0232	1.56566	0.29747	11.09887	8.41592	0	0.16099	0	0.0378	
Healthy	45.02526	0.92756	7.92763		45.02526	25.73884	0.92756	7.92763	4.24978	0.01991	0.6913	0	0	
Healthy	70.51941	4.02841	0.39833		70.51941	10.4609	4.02841	0.39833	2.69371	0.12672	0	0.06083	0.08094	
Healthy	66.04936	4.58768	2.94481		66.04936	19.71776	4.58768	2.94481	0.00184	0	0.04868	0	0.0141	
Healthy	0.82862	9.46009	0.00135		0.82862	36.86028	9.46009	0.00135	0	23.5237	0.81031	0	0	
Healthy	3.41982	0.01003	65.90596		3.41982	0	0.01003	65.90596	0.1824	0	0.58518	0	0	
Healthy	44.31726	7.61444	5.7491		44.31726	38.67167	7.61444	5.7491	0	0	0	0	0	
Healthy	52.79777	0	6.13563		52.79777	28.67858	0	6.13563	1.64596	1.50496	0.01262	0.70616	0.02998	
Healthy	32.01276	10.57397	0.12576		32.01276	26.65534	10.57397	0.12576	0	1.26451	2.6941	7.89196	0	
Healthy	22.06988	0.46561	0.19969		22.06988	69.88227	0.46561	0.19969	0	0	0.08306	0	0	
Healthy	13.01942	1.52611	10.10206		13.01942	6.97106	1.52611	10.10206	2.64022	44.2378	0.18424	0	0.52357	
Healthy	60.96992	2.14705	0.21685		60.96992	6.07731	2.14705	0.21685	0	4.6755	0	0.23747	0.76491	
Healthy	25.31229	4.72614	1.5906		25.31229	24.86595	4.72614	1.5906	0	2.52599	6.18462	6.80921	0	
Healthy	56.19377	6.62763	0.13863		56.19377	12.63753	6.62763	0.13863	0	0	0.03707	0.0696	0.0694	
Healthy	69.22744	0.15123	0.05542		69.22744	16.399	0.15123	0.05542	0	1.02779	0	0	0.08079	
Healthy	67.34243	1.91148	0.0947		67.34243	15.06707	1.91148	0.0947	0	0.5209	0.04158	0.00337	0.07725	
Healthy	34.1319	0.0798	2.09636		34.1319	45.5751	0.0798	2.09636	0.06175	4.8674	0.73502	0	1.00894	
Healthy	33.49262	2.14665	3.52277		33.49262	14.42379	2.14665	3.52277	0	7.48082	0.02331	0	0.04638	
Healthy	14.49479	10.56085	0.06618		14.49479	65.39798	10.56085	0.06618	0.5176	0.01315	2.34567	0	0	
Healthy	15.73263	24.88739	0		15.73263	28.81063	24.88739	0	3.71537	0	0.66489	0	0	
Healthy	10.44183	0	0		10.44183	82.5089	0	0	0	0	2.59767	0	0	
Healthy	11.84161	9.02364	2.02011		11.84161	60.67674	9.02364	2.02011	2.58922	0	2.4618	0	0.01928	
Healthy	63.43394	0.06336	3.00381		63.43394	27.98068	0.06336	3.00381	0	0	0.08035	0	0.47738	
Healthy	29.60659	10.8645	0.59651		29.60659	38.13536	10.8645	0.59651	4.53773	1.08458	0.85371	0.24088	0.17493	
Healthy	43.65431	0.52776	1.05454		43.65431	2.43982	0.52776	1.05454	10.4298	10.6569	0	0	2.96312	
Healthy	69.4231	0.29441	0.78693		69.4231	6.9382	0.29441	0.78693	0.40854	0.05121	1.87651	0.28937	0	
Healthy	34.26113	0.44333	5.61912		34.26113	51.9612	0.44333	5.61912	4.72677	0	0.69116	0	0	
Healthy	8.08048	52.10367	0.00656		8.08048	21.09198	52.10367	0.00656	0.30743	0.02725	2.9046	9.16896	0.02011	
Healthy	77.64878	0.85442	0.378		77.64878	6.75044	0.85442	0.378	6.17715	0	0.16622	0	0.08381	
Healthy	65.84349	0.4348	3.9397		65.84349	17.18414	0.4348	3.9397	5.04642	0	0.20903	0	0.00396	
Healthy	28.99656	0	5.7544		28.99656	11.1148	0	5.7544	1.02321	19.5909	0.21363	0.62091	0.46558	
Healthy	57.32844	0	6.67476		57.32844	22.64531	0	6.67476	1.48895	0.7193	0	0.62376	0.04166	
Healthy	27.12112	30.16095	1.0319		27.12112	11.76233	30.16095	1.0319	0.69834	0	15.90722	0	0.03003	
Healthy	6.78267	1.4257	0.64052		6.78267	48.33884	1.4257	0.64052	0.50561	0	17.5307	0.00049	0	
Healthy	36.13826	0.73629	1.24645		36.13826	35.8973	0.73629	1.24645	0	0.21868	0.00315	0	0.02898	
Healthy	54.08016	0.52341	0.9969		54.08016	18.77788	0.52341	0.9969	1.68647	1.21605	0.43238	0	0.28787	
Healthy	49.10712	0	0.18258		49.10712	18.06372	0	0.18258	0	6.01337	0.03345	0	0.15681	
Healthy	66.66305	0.1876	1.08916		66.66305	2.34604	0.1876	1.08916	11.61601	0	0	0	0	
Healthy	31.68978	8.57336	0.17374		31.68978	34.63836	8.57336	0.17374	1.31752	0	0.13358	1.16611	0.06807	
Healthy	59.53349	0.18903	0		59.53349	17.0817	0.18903	0	8.33438	4.04053	0.0418	0	0	
Healthy	0.49986	41.30883	0		0.49986	38.03009	41.30883	0	0	0	3.45574	0	0	
Healthy	59.96391	0.8216	0.11329		59.96391	23.70743	0.8216	0.11329	0	0	2.61862	0	0	
Healthy	28.74823	0	5.47017		28.74823	9.6373	0	5.47017	0.98952	19.4484	0.22056	0.58954	0.77551	
Healthy	41.72353	0.28167	7.95657		41.72353	37.37157	0.28167	7.95657	0.95899	0.74671	0.51503	0	0	
Healthy	43.67412	2.56413	0.16368		43.67412	10.92219	2.56413	0.16368	0	16.4526	0	0	1.4588	
Healthy	10.32206	2.78269	0.07209		10.32206	65.94538	2.78269	0.07209	4.7912	0	8.68579	0.74182	0.07814	
Healthy	50.68948	0.61315	0.23064		50.68948	39.90225	0.61315	0.23064	0.0188	0	0.03244	0	0	
Healthy	52.77884	1.38872	0.30701		52.77884	5.34195	1.38872	0.30701	15.6198	0	0.20359	0	0.04506	
Healthy	55.22422	2.43763	0		55.22422	35.36914	2.43763	0	0.42754	0	0	0	0	
Healthy	42.01354	2.20045	1.55856		42.01354	18.5973	2.20045	1.55856	1.15725	3.80873	1.55356	0.70071	0.18461	
Healthy	76.96478	0.62314	0		76.96478	9.45129	0.62314	0	0.09134	0	0.34247	0.07716	1.67721	
Healthy	29.11949	8.07618	2.61876		29.11949	4.29309	8.07618	2.61876	0	0	44.92537	0.00441	0	
Healthy	62.26222	0.42322	0		62.26222	28.61049	0.42322	0	0.237	0.69286	0.09518	0	0.00273	
Healthy	79.9754	0	0		79.9754	0	0	0	0	0	0	0	0	
Healthy	77.80893	0.15963	0.21544		77.80893	9.15712	0.15963	0.21544	0	0	0.05712	0	0.01133	
Healthy	44.64865	0.83162	7.81261		44.64865	25.70997	0.83162	7.81261	4.17408	0.0164	0.67777	0	0	
Healthy	79.55581	0.00343	20.16857		79.55581	0.02053	0.00343	20.16857	0	0	0.23317	0	0	
Healthy	67.65922	1.22485	0.86627		67.65922	4.36064	1.22485	0.86627	0.07781	0.00526	0.41183	0	0.42136	
Healthy	26.38685	2.64629	0.11862		26.38685	10.67547	2.64629	0.11862	0.58539	0.49443	1.10826	0	0.66975	
Healthy	66.5976	0.37988	0.13966		66.5976	7.8134	0.37988	0.13966	0.87273	10.4311	0.09442	0	0.32908	
Healthy	68.69992	0.28544	6.35281		68.69992	10.40179	0.28544	6.35281	4.66449	0	0.4939	0	0	
Healthy	86.28047	0.22345	1.81284		86.28047	7.49469	0.22345	1.81284	0	0	0.11668	0	0.13449	
Healthy	8.62172	30.80536	1.68652		8.62172	39.19305	30.80536	1.68652	7.12115	1.61727	0.45892	0.94651	0	
Healthy	19.06408	0.78869	0.25895		19.06408	29.55615	0.78869	0.25895	4.5226	14.4121	1.88308	0.75366	0	
Healthy	47.47586	0	0.18563		47.47586	17.29044	0	0.18563	0	5.88784	0.02969	0	0.18105	
Healthy	26.83077	0	0		26.83077	66.41643	0	0	1.00888	0	0	0	0	
Healthy	78.36066	0.62736	0.06397		78.36066	6.72644	0.62736	0.06397	0.13264	0	0.29408	0.11507	1.67863	
Healthy	49.43404	1.66288	0.13337		49.43404	7.28066	1.66288	0.13337	0	13.7401	0	0.00328	1.05661	
Healthy	18.38522	11.5088	3.75963		18.38522	29.84519	11.5088	3.75963	0	15.0718	0	0	0	
Healthy	22.27122	0.24809	1.41351		22.27122	49.77997	0.24809	1.41351	0	1.21156	1.19407	0.50796	0	
Healthy	44.35791	0	0.73158		44.35791	20.68296	0	0.73158	0	0.76349	2.08054	0.95478	0	
Healthy	68.50859	0.50417	6.02005		68.50859	11.32458	0.50417	6.02005	0	0	0.03613	0	0	
Healthy	92.94733	0.16083	0.65952		92.94733	2.6322	0.16083	0.65952	0	1.8081	0	0	0	
Healthy	68.58792	0	0.60642		68.58792	25.12465	0	0.60642	0	0	0	0	0	
Healthy	51.42918	0.14157	0		51.42918	31.85965	0.14157	0	1.12009	0.16811	0.2994	0	1.55265	
Healthy	47.65328	0.39056	0.82811		47.65328	9.87396	0.39056	0.82811	0.10626	9.43514	0.02128	0	0.713	
Healthy	26.98611	0.77911	0.32753		26.98611	8.35573	0.77911	0.32753	8.06935	0.01171	0.24812	0	0	
Healthy	16.5615	4.11067	0.35157		16.5615	60.66137	4.11067	0.35157	0	1.24718	3.63552	0	0	
Healthy	35.95693	0	0		35.95693	53.58944	0	0	0	0	0.04581	0	0	
Healthy	21.43335	1.80645	0.49865		21.43335	45.17578	1.80645	0.49865	1.51484	0	1.94565	0.28825	0	
Healthy	48.30657	0.35858	0.91528		48.30657	9.94468	0.35858	0.91528	0.10893	9.37921	0.03968	0	0.62483	
Healthy	55.40926	1.88457	0.13875		55.40926	28.17281	1.88457	0.13875	0.22574	3.3745	5.86401	0	0.04876	
Healthy	80.55722	1.19054	0.66767		80.55722	5.62755	1.19054	0.66767	0	3.78994	0.00309	0	0.02446	
Healthy	67.14958	1.65014	0.17218		67.14958	15.46779	1.65014	0.17218	0	0.55913	0.01921	0.01011	0.07854	
Healthy	54.71456	0.73254	0.14564		54.71456	31.10868	0.73254	0.14564	0.30839	0	0.8939	0	0	
Healthy	0.08626	0.26508	25.52339		0.08626	19.82117	0.26508	25.52339	9.96223	0	23.72301	0	0	
Healthy	54.28347	0	0		54.28347	0	0	0	0	0	0	0	0	
Healthy	25.05531	1.66343	1.49444		25.05531	51.53719	1.66343	1.49444	0.092	0.50396	0.3449	0	0.0023	
Healthy	79.90253	0.00838	0.10547		79.90253	1.80386	0.00838	0.10547	2.88884	0	0	0	0	
Healthy	29.33922	0	5.07222		29.33922	9.27097	0	5.07222	1.01667	19.6278	0.27145	0.60704	0.53345	
Healthy	58.18826	6.77506	0.00803		58.18826	13.63885	6.77506	0.00803	0	0	0.08654	0.04179	0.09544	
Healthy	64.39274	0.15977	0.04763		64.39274	30.04315	0.15977	0.04763	0	0	0	0	0	
Healthy	76.86002	0.69124	0.0306		76.86002	9.63878	0.69124	0.0306	0.12187	0	0.24954	0.07465	1.51966	
Healthy	80.1604	0.00237	0		80.1604	14.74318	0.00237	0	0	0	0.47839	0	0	
Healthy	69.32252	0.39543	0.13784		69.32252	7.58216	0.39543	0.13784	6.13294	0	0.33087	0	0	
Healthy	28.5342	0.20891	4.12495		28.5342	13.71033	0.20891	4.12495	0.20155	0	0.01769	0	0	
Healthy	52.63809	0.35725	0.40842		52.63809	16.67353	0.35725	0.40842	0	5.42101	0	0	0.29632	
Healthy	34.95935	3.66988	0.62194		34.95935	35.77311	3.66988	0.62194	5.92661	1.72479	0.77559	5.60501	0.16059	
Healthy	62.19537	0.0155	3.9895		62.19537	19.48643	0.0155	3.9895	0	0	0	0	0.22267	
Healthy	26.9707	1.27551	1.23148		26.9707	36.81166	1.27551	1.23148	3.30538	0.42264	2.81296	0.15387	0.07481	
Healthy	46.29619	2.65459	5.11005		46.29619	39.82049	2.65459	5.11005	1.55368	0	0.01055	0	0	
Healthy	14.13104	2.53089	0		14.13104	11.39134	2.53089	0	5.45916	0	0	0	0	
Healthy	0	42.08155	0		0	34.55264	42.08155	0	6.75861	0	0	3.23033	0	
Healthy	61.48901	0.66815	0.0978		61.48901	15.63731	0.66815	0.0978	5.29788	0.01619	1.14608	0	0.03248	
Healthy	15.15697	2.70723	1.17759		15.15697	49.23882	2.70723	1.17759	0.04927	0.02781	4.8651	0	0.00237	
Healthy	69.67941	0	0.6167		69.67941	18.68656	0	0.6167	0	0	0.24652	0	0.04057	
Healthy	81.21441	0	0.22134		81.21441	10.09788	0	0.22134	3.36264	0	0.48114	0	0	
Healthy	35.33488	5.54971	0.1547		35.33488	24.09031	5.54971	0.1547	0.21138	0.76304	10.64079	3.25825	0.06586	
Healthy	1.40245	0.82576	0		1.40245	25.93014	0.82576	0	4.05336	0	9.45831	23.2123	0.00435	
Healthy	14.25357	7.60034	1.27054		14.25357	11.74099	7.60034	1.27054	1.07861	10.8549	1.0964	0	0	
Healthy	80.93019	1.14386	0.62165		80.93019	5.44249	1.14386	0.62165	0	3.50999	0.00464	0	0.03246	
Healthy	69.30433	0.28648	0.02081		69.30433	9.76496	0.28648	0.02081	0.33659	0.5671	0.02163	0	0.03744	
Healthy	52.23975	0	0.04711		52.23975	25.28465	0	0.04711	4.70232	0	3.64677	0.07596	0	
Healthy	10.96182	0	0		10.96182	46.8263	0	0	33.3458	3.67965	0.77638	0	0	
Healthy	71.17487	3.07151	0.20858		71.17487	19.02016	3.07151	0.20858	0.07473	0.12571	0.47369	0	0.01602	
Healthy	58.49001	2.99595	0.2067		58.49001	29.97688	2.99595	0.2067	0.65327	0.07021	0.68733	0	0.00109	
Healthy	13.19119	0.46794	31.52015		13.19119	2.72075	0.46794	31.52015	0.59542	0	0.50287	0	0	
Healthy	21.09078	74.87013	1.50156		21.09078	0	74.87013	1.50156	0.1108	0	1.72059	0	0	
Healthy	89.23862	0.14886	0.61592		89.23862	2.53832	0.14886	0.61592	3.38024	0	0.2672	0	0.005	
Healthy	41.88531	5.4205	0.05143		41.88531	11.51466	5.4205	0.05143	5.58418	22.7766	0.04975	0.04071	0.13861	
Healthy	45.9117	1.83873	0.65879		45.9117	10.25367	1.83873	0.65879	3.14321	0.16423	0.61322	0	0.6342	
Healthy	31.85082	0.80942	0.18834		31.85082	30.30553	0.80942	0.18834	0.08348	0.52681	0.1966	0	0.00518	
Healthy	0.02398	0.01109	0		0.02398	0.00203	0.01109	0	0	0	28.2593	0	0	
Healthy	69.96888	1.36552	3.33516		69.96888	10.73139	1.36552	3.33516	0	0	0.22798	0.02599	1.37696	
Healthy	19.97276	1.12173	0.31557		19.97276	50.89613	1.12173	0.31557	1.38998	0.00197	3.16861	1.17411	0	
Healthy	0.98503	0.15934	1.93807		0.98503	1.72805	0.15934	1.93807	2.63906	71.3874	0	0	0	
Healthy	78.84515	0	0.13952		78.84515	3.45841	0	0.13952	0	0	0.04098	0	0.04529	
Healthy	78.88875	0.087	0.27294		78.88875	2.68402	0.087	0.27294	3.1302	0	0	0	0	
Healthy	85.13439	0.19842	0.1047		85.13439	11.8271	0.19842	0.1047	0.14528	0	0.06056	0	0	
Healthy	32.53546	17.19358	1.33071		32.53546	29.81518	17.19358	1.33071	3.2498	0	8.07644	0	0	
Healthy	34.20589	5.11334	0.966		34.20589	33.83077	5.11334	0.966	2.02303	3.0857	3.36499	0	0.07116	
Healthy	17.981	15.83407	0.96065		17.981	42.03802	15.83407	0.96065	13.8864	0	3.08086	0	0	
Healthy	0	0	0		0	91.8533	0	0	0	0	0	0	0	
Healthy	80.79805	0.02063	4.28173		80.79805	8.49287	0.02063	4.28173	0.01108	0	0	0	0	
Healthy	70.32917	0.31901	0.11336		70.32917	9.621	0.31901	0.11336	0.37289	0.52822	0.02111	0	0.0558	
Healthy	71.95646	0	2.65384		71.95646	3.3074	0	2.65384	0	0	0	0	0.05012	
Healthy	46.24275	2.83068	0.65712		46.24275	24.042	2.83068	0.65712	0.01859	0.03598	1.44551	0	0.01371	
Healthy	53.49314	1.46063	0.55484		53.49314	24.13534	1.46063	0.55484	0	0.97957	0.08488	0	0.27229	
Healthy	66.05194	0.50417	3.98205		66.05194	17.21646	0.50417	3.98205	4.82266	0	0.22672	0	0.0077	
Healthy	54.258	0	7.14104		54.258	24.18541	0	7.14104	0	1.18706	0	0	0.02754	
Healthy	45.94503	0.36994	0.11116		45.94503	47.40377	0.36994	0.11116	0	0.47066	0.29679	0	0.02239	
Healthy	10.05104	0.95473	5.96798		10.05104	39.4563	0.95473	5.96798	30.9145	0	2.96844	1.17601	0	
Healthy	46.23034	2.89635	0		46.23034	28.70866	2.89635	0	2.25693	1.44349	0.88718	0	0.07915	
Healthy	25.84104	12.60105	8.21264		25.84104	24.84975	12.60105	8.21264	1.76353	0.92004	3.49827	0	0	
Healthy	31.55951	0	11.00827		31.55951	28.32059	0	11.00827	0.92544	8.79212	0	1.4988	0.28378	
Healthy	27.90948	0	0.05299		27.90948	51.50084	0	0.05299	4.65646	0	0	0	0	
Healthy	78.05327	0.46156	0.17805		78.05327	14.0742	0.46156	0.17805	0.59969	0	0.0323	0	0.04748	
Healthy	69.21504	1.67279	1.12107		69.21504	19.71183	1.67279	1.12107	0.06795	0.50904	0.53186	0	0	
Healthy	13.70827	4.06189	0.19324		13.70827	60.84343	4.06189	0.19324	0	0	0	0	0	
Healthy	73.12243	0	0.06334		73.12243	11.54231	0	0.06334	6.98796	0	0.93511	0	0	
Healthy	85.37583	0	0		85.37583	14.62415	0	0	0	0	0	0	0	
Healthy	45.45948	0.30579	0.22094		45.45948	3.08365	0.30579	0.22094	7.36852	1.25518	0.22365	0	0	
Healthy	18.19772	1.27104	0.25912		18.19772	55.14351	1.27104	0.25912	0	0.51118	6.62028	2.2661	0.05541	
Healthy	29.35006	0	0		29.35006	41.10523	0	0	6.85703	0	0	0	0	
Healthy	44.72224	0	5.4255		44.72224	28.77466	0	5.4255	1.24666	1.63292	0	0.36043	0.01043	
Healthy	42.13742	1.09192	0.87036		42.13742	15.70223	1.09192	0.87036	0.9797	4.81591	1.54079	0	0.18363	
Healthy	68.1142	0.37555	0.14996		68.1142	9.0589	0.37555	0.14996	6.24722	0	0.27107	0	0	
Healthy	70.65038	0.24904	0.19504		70.65038	3.34214	0.24904	0.19504	6.00485	0	0.01762	0	0	
D013167	50.19308	0.71574	1.25898		50.19308	9.82661	0.71574	1.25898	2.66751	0	0.10624	0	0	
Healthy	69.74722	0.24223	0.2132		69.74722	3.46713	0.24223	0.2132	5.80735	0	0.02401	0	0	
Healthy	64.38442	0.79063	1.50024		64.38442	16.28348	0.79063	1.50024	0.33391	0	0.01835	0.19453	0.12422	
Healthy	36.62518	3.03773	0.47276		36.62518	28.77344	3.03773	0.47276	0.02655	10.1881	2.78482	0	0.00038	
Healthy	0.63797	12.25332	26.81955		0.63797	0.00155	12.25332	26.81955	0	0	3.48397	0	0	
Healthy	63.16463	0.4048	0		63.16463	9.81168	0.4048	0	0	0	0	0	0	
Healthy	46.70081	1.13486	0		46.70081	25.48853	1.13486	0	0	4.75404	1.1568	2.76374	0.09369	
Healthy	28.29215	14.93919	15.14802		28.29215	0.50494	14.93919	15.14802	0	0	0.7956	0	0.00023	
Healthy	72.33072	0	0.3417		72.33072	12.71156	0	0.3417	6.25982	0	0.94559	0	0.04086	
Healthy	38.61451	4.20499	0.15405		38.61451	17.11258	4.20499	0.15405	0.01347	7.54554	0.42082	12.0425	0.07284	
Healthy	33.28567	1.58325	0.8444		33.28567	38.99031	1.58325	0.8444	2.83403	0.58111	7.68386	0.6539	0.06421	
Healthy	36.33763	4.19303	1.22617		36.33763	30.34245	4.19303	1.22617	0.57746	0.74548	0.72111	0	0.11873	
Healthy	49.17361	0.22649	1.35455		49.17361	9.25688	0.22649	1.35455	1.88668	17.9361	0.07821	0	0.11929	
Healthy	66.68576	0.17299	1.19252		66.68576	2.55857	0.17299	1.19252	11.53821	0	0	0	0	
Healthy	62.36289	0.1325	5.12008		62.36289	24.81195	0.1325	5.12008	0.0027	0	0.12794	0	0.19167	
Healthy	9.36847	0.72059	0.05027		9.36847	30.37863	0.72059	0.05027	0	13.0776	2.04138	1.68806	0	
Healthy	67.13981	0.34993	0.11289		67.13981	10.20633	0.34993	0.11289	0.3649	0.54397	0.01324	0	0.05192	
Healthy	64.39098	0.03986	2.07789		64.39098	30.22755	0.03986	2.07789	0.03508	0	0.31827	0	0	
Healthy	60.37992	0.80308	3.01148		60.37992	13.64106	0.80308	3.01148	0.3642	5.76763	0.46903	0	0	
Healthy	63.84991	1.4259	0.01533		63.84991	13.79645	1.4259	0.01533	0	0.45523	0.02196	0	0.04488	
Healthy	17.24653	0.24221	16.55726		17.24653	18.57795	0.24221	16.55726	2.52674	0	0.44729	0.33908	0	
D013167	70.46451	0.53704	0.31952		70.46451	18.48026	0.53704	0.31952	0.00729	0	0.06387	0	0.4358	
Healthy	76.28196	0.82226	0.34532		76.28196	7.08467	0.82226	0.34532	6.57264	0	0.1369	0	0.09095	
Healthy	0	0	0		0	47.0518	0	0	0	0	0	0	0	
Healthy	26.27604	3.10225	0.78452		26.27604	29.20882	3.10225	0.78452	0	1.53762	0.032	0	0.03188	
Healthy	50.33772	0.07778	0.07047		50.33772	26.57462	0.07778	0.07047	0	0	0	0.06171	0.91635	
Healthy	11.90751	6.29331	0		11.90751	62.37962	6.29331	0	10.7103	2.31129	0	0	0	
Healthy	58.96447	0.60519	0.34171		58.96447	10.74351	0.60519	0.34171	0.46895	8.77803	0	0	0.47382	
Healthy	39.08202	9.83911	1.92473		39.08202	35.88066	9.83911	1.92473	0.50387	0.00039	1.61249	0	0	
Healthy	79.02284	1.38121	0.72344		79.02284	5.96254	1.38121	0.72344	0	4.05243	0.00649	0	0.03168	
Healthy	80.62821	1.249	0.59739		80.62821	5.22749	1.249	0.59739	0	3.67819	0.00128	0	0.04472	
Healthy	86.46119	0.21845	1.71603		86.46119	7.76635	0.21845	1.71603	0	0	0.1184	0	0.13573	
Healthy	50.76117	0.09092	0.01598		50.76117	24.96834	0.09092	0.01598	4.96439	0.0016	0.7191	0	0.12961	
Healthy	57.33937	13.57862	0.21087		57.33937	11.63856	13.57862	0.21087	0	0	0.32367	0.21804	0.12344	
Healthy	56.30658	3.22316	0.28098		56.30658	25.29148	3.22316	0.28098	0.22426	0	0.27904	0	0	
Healthy	30.61867	0.00758	0.21487		30.61867	35.68276	0.00758	0.21487	2.09195	0.3251	1.56351	0.68489	0	
Healthy	68.50702	0.03261	0.06535		68.50702	17.47041	0.03261	0.06535	4.44069	0	0.33565	0	0	
Healthy	46.24204	0.086	0		46.24204	32.78233	0.086	0	2.19261	0.19396	2.98054	0.57513	0	
Healthy	46.07825	0	0.42733		46.07825	31.69039	0	0.42733	0	0.26078	0.17798	0.57785	0	
Healthy	47.94121	0	0.20461		47.94121	17.9277	0	0.20461	0	5.8617	0.03717	0	0.20697	
Healthy	32.56547	2.80039	2.38615		32.56547	48.00679	2.80039	2.38615	3.08071	0	0.62968	0	0	
Healthy	18.08858	2.21315	3.49074		18.08858	13.14978	2.21315	3.49074	7.36674	0	30.47398	0	0.18415	
D013167	69.71013	2.41217	3.55135		69.71013	18.2706	2.41217	3.55135	0.0102	0	0.10746	0	0.00555	
Healthy	81.395	0.04076	4.21412		81.395	8.54455	0.04076	4.21412	0	0	0	0	0	
Healthy	44.75471	6.08466	0.32221		44.75471	11.32124	6.08466	0.32221	17.70096	6.96025	0.19401	0	0.11801	
Healthy	16.79315	0.96793	2.46863		16.79315	63.0634	0.96793	2.46863	1.15306	0	1.75898	0.74572	0.1039	
Healthy	66.42993	0.23513	0.91375		66.42993	2.74882	0.23513	0.91375	11.43786	0	0	0	0	
Healthy	43.41348	1.85599	0.39241		43.41348	11.44562	1.85599	0.39241	0	0.01217	3.2176	0	0.3909	
D013167	79.5666	4.62011	3.71949		79.5666	8.31912	4.62011	3.71949	0.0882	0	2.48932	0	0	
Healthy	7.48063	1.72219	0.03117		7.48063	14.03437	1.72219	0.03117	0.00294	2.79063	5.81196	12.6844	0.08524	
Healthy	42.59694	0.01622	0.3484		42.59694	24.98747	0.01622	0.3484	4.26177	0.02836	1.04009	0	0.06604	
D013167	77.99012	1.56355	0.45599		77.99012	9.55434	1.56355	0.45599	0.93908	0	0.31626	0	0	
Healthy	23.41716	7.93156	1.57549		23.41716	18.58428	7.93156	1.57549	0.39377	0.31361	0.76192	0	0.00557	
Healthy	63.61607	5.10521	0.67062		63.61607	24.02734	5.10521	0.67062	0	0	0.80311	0	0	
Healthy	23.72752	2.22324	0		23.72752	20.14227	2.22324	0	14.5474	2.03874	0.08586	4.04538	0	
Healthy	39.28724	0.1941	0.19521		39.28724	46.79458	0.1941	0.19521	0	0.20579	0.97172	0.6324	0.08296	
Healthy	66.68553	0.4297	0.1041		66.68553	7.75807	0.4297	0.1041	0.89314	10.5227	0.07254	0	0.31988	
Healthy	41.5384	7.25199	17.36195		41.5384	0.96196	7.25199	17.36195	3.2718	0	0.6307	0	0	
Healthy	28.95543	3.67896	0.08089		28.95543	46.26341	3.67896	0.08089	5.16329	0	0.20633	0	0	
Healthy	20.29281	0.95207	1.13101		20.29281	68.50705	0.95207	1.13101	0.14528	0	0.33577	0	0	
Healthy	5.88392	72.97551	0		5.88392	11.84441	72.97551	0	0	0	1.56977	3.78589	0	
Healthy	76.44368	0.54486	0.35951		76.44368	6.91608	0.54486	0.35951	9.276	0	0.0842	0	0.01026	
Healthy	72.21714	0.00371	0.80803		72.21714	14.27979	0.00371	0.80803	0	0	0	0	0	
Healthy	70.02336	4.23533	0.42214		70.02336	10.40528	4.23533	0.42214	2.84814	0.14178	0.00183	0.03754	0.06321	
Healthy	40.27927	1.55046	0.3103		40.27927	32.78639	1.55046	0.3103	0.00239	0	0.39902	0.52025	0.05163	
Healthy	60.03712	0.798	3.02507		60.03712	13.77517	0.798	3.02507	0.3408	5.86253	0.5284	0	0	
