group	Enterocloster	Anaerobutyricum	Bariatricus	Blautia_A	Dorea	Anaerostipes	Eubacterium_I	Lawsonibacter	Longicatena	Gordonibacter	Bacteroides	Alistipes	Dialister	Akkermansia	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
Healthy	1.20074	0.0044	0	0.03715	0.00863	0.01263	0.06564	0.00119	0	0	33.92075	1.81526	0.01749	0	0	0	0	0.1402	0.09143	0
Healthy	1.79812	2.86704	0	0.02713	0.26583	0.41708	0	0	0	0	26.85421	4.2893	0.3249	0.11208	0	0	0	0	0	0.03153
Healthy	2.02587	1.41804	0.63632	0.92988	1.18657	0.29021	1.41142	0	0	0	28.31429	2.52282	3.35313	6.26075	0	0	0	0	0	0
Healthy	0	0	0.5156	0.00468	0	0	0.0423	0	0	0	32.19396	20.34594	0	4.73887	0.08576	0.22575	0	0.02102	0.18261	0.12095
Healthy	0.50252	0.33281	0.42048	0.23422	0.12472	0.33565	0.00591	0	0	0	14.58516	11.08261	5.68924	0.21161	0	0.1768	1.06613	0.02417	0	0
Healthy	2.31437	2.64627	3.53169	4.22453	1.08117	0.1039	0.02444	0	0.02121	0.03156	6.59302	1.44523	1.98087	0	0	1.52347	0.44915	0.00648	0.07318	0
Healthy	0.00659	0.01817	0	0.10508	0.05331	0	0.00795	0.05666	0	0	24.23602	24.00573	0	0	0	0	0	0.19359	0.08439	0.38381
Healthy	0.29621	0	0.49837	0.04674	0.01705	0	0.01693	0.00174	0.00159	0	23.34964	4.87738	0	0.4425	5.85348	3.94462	6.52975	0.02422	0	0.00076
Healthy	0.1533	0.0632	0	0.24082	0.09058	0.0028	0.02895	0	0	0	36.34821	3.51598	0	0	0	0	0.39121	0.00697	0	0.02887
Healthy	0.32096	0.34405	0.4861	0.1165	0.05708	0.584	0	0	0	0	15.21808	13.37226	0	4.52563	19.8647	2.01869	1.27565	0.66027	0.03176	0
Healthy	1.60656	0.9425	0.49465	0.4848	0	1.076	0.0887	0	0	0	9.37052	9.43131	0	6.82668	3.3397	1.14621	1.13154	1.49119	0.24398	0.01827
Healthy	0.25025	6.8094	1.189	4.94366	2.99835	0.94388	0	0	0	0	0	0	0	0	1.61187	33.9196	0	0	0	0
Healthy	0.13986	0.37189	0.06202	0.33538	0.20075	0.24175	0.02566	0	0	0	13.57735	0.85763	6.2162	0	0.16704	0	0	0	0	0.05408
Healthy	1.17837	0	0	0.14058	0.02673	0.99128	0	0	0.01304	0.00112	11.11306	1.37518	0.79565	0	0	0	0.32589	0.04109	0.02897	0.07397
Healthy	0.62655	0	0	0	0	0	0	0	0	0	15.79807	0	0	0.60661	0	0	0	0.04857	0	0
Healthy	0.10477	0.05958	0	0.2328	0	0.43838	0	0	0	0	6.95729	4.53153	1.37441	1.60876	0	0	0	0	0.17602	0.04847
Healthy	0.00636	0	0.22005	0.0255	0.02286	0	0.08725	0	0	0	38.79356	7.21563	0.00733	0	0	0	0	0.03404	0.01153	0
Healthy	0.19423	0.75599	0	0.2859	0	0.36952	0	0	0	0	15.69786	1.08591	1.61571	0	0.48813	0	0	0	0	0.05708
Healthy	0.06457	0.47715	0.07116	0.24789	0	0.55465	0.00691	0	0	0	18.66206	1.36197	1.59026	0	0	0	0	0	0	0.02839
Healthy	0.09861	0.10619	0.23191	0.1004	0.12958	0.00182	0.00094	0.32641	0	0	6.19704	12.79615	1.93267	0	0	0	0.40262	0.17795	1.08128	0
Healthy	0	0	0	0	0	0	0	0	0	0	38.40691	0.00012	0	0	0	0	0	0	0	0
Healthy	0	2.13005	0	0	0	0.9426	0	0	0	0	59.9376	0	0	0.99286	0	0	0	0	0	0
Healthy	0	0	0	0	0.05522	0	0	0	0	0	27.13964	1.6471	0.88216	0	0	0	0	0	0	0
D003093	8.92118	2.88353	2.46837	3.97322	2.84966	0.50272	0.19414	0	0	0	0.51537	0.00962	0	0	0	0	0	0	0	0.00167
Healthy	0.03249	0	0	0	0.05672	0	0.04307	0	0	0	16.07666	6.09838	7.80426	0	0	0	1.29583	0	0	0
Healthy	0.35103	0.74038	0.18058	0.46408	0.20578	0.06131	0	0	0	0	3.63944	0.16044	4.40437	0.12715	1.62438	2.31774	0	0	0	0
Healthy	14.72491	0	0	0.63821	0.73654	2.90259	0	0	0.35819	0	22.50605	3.48794	0	0	0	0	1.17384	0.25123	0	0
Healthy	0.21029	8.73376	10.4379	1.58812	0.52398	0.4143	0	0	0	0	1.91987	0.3709	0	0.12461	0	0	0	0	0	0.03762
Healthy	0	0	0.5842	0.00459	0	0	0.02019	0	0	0	31.8999	20.92215	0	4.48843	0.08886	0.22399	0	0	0.13755	0.05459
Healthy	0.03506	0	0	0	0.05019	0	0.05561	0	0	0	17.20699	5.80368	7.45241	0	0	0	1.29507	0	0	0
Healthy	0.21396	0	0	0	0	0	0	0	0	0	9.09934	0	0.00288	0	0	0	0	0.00399	0	0
Healthy	0.033	0.03539	0.01421	0.04185	0	0	0	0	0	0	37.06515	15.36437	2.84278	0.14576	1.19353	0.07584	0.74712	0.02598	0.02681	0.30133
Healthy	0.17518	0.46553	0.15485	0.1448	0.12999	0.14237	0	0.0011	0	0	13.873	5.26824	0	0	0.8383	2.19226	0.75122	0.01114	0	0
Healthy	0.05271	0	0	0	0	0	0	0	0	0	58.84185	0	10.3562	0	0	0	0	0	0	0
Healthy	0	0	0.0472	0.05219	0	0	0	0.07687	0	0	38.84489	1.97074	4.20179	0	0.14278	0	1.07232	0.05364	0.01497	0.07703
Healthy	0.52749	0	0	0	0	0	0	0.0194	0.03841	0	0.02569	0.25596	0	0	0	1.21267	0	0.43512	0	0.15872
Healthy	1.36684	1.32032	0.54009	0.5716	0.44436	0.4675	1.0809	0	0	0	18.79704	0.06377	0	0.04075	0	0	0	0	0	0
Healthy	0.03238	0	0	0	0	0	0	0	0	0	58.25513	0	10.3108	0	0	0	0	0.00597	0	0
Healthy	0.02277	0.02807	0.03583	0.11065	0	0	0	0	0	0	22.05602	13.888	0.36266	0	1.75541	0.17934	2.29289	0.13963	0.0358	0.02784
Healthy	2.37083	0.67474	1.28349	0.25185	0.21315	0	0	0	0	0	19.84958	0.6823	0	2.7012	0.05325	2.50338	0	0	0	0
Healthy	0.01833	0	0.05172	0.01954	0.00375	0	0	0	0	0	20.67707	14.36138	0	0.71458	0	0	0	0.0555	0	0
D003093	0.95224	0.59509	1.89691	2.2062	1.54471	2.48902	0.43061	0	0	0	4.63567	0.00269	0.47982	0	0	0	0	0	0	0
Healthy	0.04959	0	0	0.0784	0.06866	0	0.06287	0	0	0	28.97929	11.11795	3.6179	0.92836	0	0	1.48444	0.03307	0	0
Healthy	0.03471	0	0.05413	0.02469	0.02411	0	0	0	0	0	7.71509	29.24455	2.48324	0	0	0	1.42645	0	0.244	0.00604
Healthy	0.01215	0	0.03391	0.03145	0.07336	0	0	0	0	0	7.29613	29.57801	2.57745	0	0	0	1.3135	0	0.25473	0.00298
Healthy	1.58523	0	0	0	0.0348	0	0	0.86509	0	0	37.68654	16.33103	0	0	0	0	0	0.58378	0	0.31123
Healthy	1.15387	1.51966	2.48018	8.26851	9.67881	0.88227	2.93102	0	0	0	0	0	0	0.25093	2.21852	0.03388	0	0	0	0
Healthy	5.13583	12.9413	1.55149	1.2029	0	0.30213	0	0	0	0	3.10873	0	0	2.3946	0.5425	0.23581	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.67795	0.66485	0.8102	0.53762	1.06555	0.08445	0.06323	0	0	0	0.61613	0.09156	0.01111	0	10.4021	0.39922	0	0.17851	0	0
Healthy	1.59485	6.7474	0.66993	6.04753	2.61592	2.58125	0.76775	0	0	0	0	0	0	0	0.02127	8.82705	0	0	0	0
Healthy	0.04114	0	0	0.03175	0.00342	0	0	1.5886	0	0	10.13103	15.76426	0	0	0	0	2.87791	0.06177	0	0
Healthy	1.81094	0.92335	1.13482	0.83337	0.80387	0.08094	0.07906	0	0.00411	0	0.23927	0	0.48646	0.00518	0.22916	0.70438	0	0	0	0
Healthy	0.30427	9.85001	9.75642	1.20096	0.64695	0.43104	0.05221	0	0.12735	0.02654	1.66737	0.34066	0	0.09002	0	0.06908	0	0.00747	0	0.07894
Healthy	1.30937	0	0	0	0	0.37728	0	0	0.06516	0.00356	19.17314	0.40703	0	0.13121	0	0	0.82386	0.09086	0.00778	0
Healthy	0.94627	2.40381	0.6664	0.70722	0.16009	0.97637	0.29037	0	0	0	28.16154	5.63014	0	1.14738	0	0	0	0.03713	0.43458	0.00673
Healthy	0.69221	0.46002	0.98198	0.69192	0.31791	0.42316	0.13482	0	0.01873	0	2.63776	9.35272	0	0	0.10663	0	0.6717	0.00156	0.20955	0
Healthy	0	0	0	0	0	0	0	0	0	0	22.08933	11.39963	3.00752	0	0	0	0	0	0.22248	0.22455
D003093	0.07661	1.58742	0.89139	0.48003	0.71621	0.27796	0.269	0.00713	0.09796	0.18144	4.92616	7.23009	15.3104	0	3.40966	0	0.51234	0.0069	0.31618	0
Healthy	0.17418	0.36202	0.12048	0.29737	0.21638	0.15561	0.08942	0	0	0	28.83102	11.22386	0	0	0	0	1.4434	0	0	0.01473
Healthy	0.1157	0.00529	0	0.04467	0.01621	0.01256	0	0	0	0	13.98353	0.07148	6.50952	0.00448	0.01928	0	0	0.22467	0.01325	0
Healthy	0	0.03076	0	0.11705	0.07003	0	0.0546	0.06881	0	0	14.64179	33.21664	0	0	0	0	0.87532	0.13062	0.23892	0.15318
Healthy	0.89996	0.78187	0.28986	1.5239	0.51339	0.41749	0.03207	0.08178	0.03493	0.01646	11.75801	1.49899	0	0	0.03554	0	0.42942	0.08338	0.60587	0
Healthy	0	0.00913	0	0.11787	0.04212	0	0.02407	0.04721	0	0	24.46435	24.02755	0	0	0	0	0.85408	0.18105	0.08504	0.38535
D003093	2.81141	1.25515	6.80512	0.24517	1.69866	0.09699	3.51145	0.00315	0.03816	0	6.79405	0.59665	0	0	0	0	0.19899	0.11771	0.04143	0
Healthy	0.98975	0.29384	0.39656	0.23321	0.03152	0.00064	0	0	0.00059	0	17.03042	0.96841	4.62995	0	2.19214	0	1.22998	0.06888	0	0.00464
Healthy	0.46185	0.01563	0	0.04822	0	0	0	2.68093	0	0	22.91657	18.21143	0	0	0	0	1.20576	0.13907	0	0
Healthy	0.15139	0	0	0.00444	0	0	0	0	0	0	51.49205	9.68333	0	0.08372	0.25011	0.61813	0.55696	0.01078	0.03789	0.06675
Healthy	0.89148	0	0	2.32148	0.34585	0.48132	0	0	0	0	13.88067	5.49363	0	0	3.3517	0.41728	0	0	0	0
Healthy	0.27708	0.45447	0.21923	0.26036	0.0971	0.0178	0.08031	0.0284	0	0	17.51033	24.65702	0	0.0027	1.59663	0	1.16927	0.10278	0.16726	0
Healthy	0.25276	0.88669	0.04013	0.32907	0	0.01656	0.13877	0	0	0	18.92811	1.46299	23.0622	2.7746	0	0	0	0	0	0
Healthy	0.05051	0.032	0.00874	0.00947	0	0	0	0	0	0	37.89599	15.56956	2.74525	0.14188	1.21595	0.0551	0.7009	0.02379	0.03013	0.2003
Healthy	0.12666	0	0	0.21507	0.07625	0	0	0	0.29538	0	29.29371	11.92879	6.27752	0	0	0	0	0.06234	0.15487	0.1202
Healthy	0.34307	0.26127	0.10633	1.47249	0.07093	0.22009	0.11693	0	0	0	23.53293	6.18272	0	5.60891	0	9.94258	0	0.2434	0.02269	0
Healthy	0	0.10849	0.04978	0.13707	0.05539	0	0.08136	0	0	0	0.25514	0	0	0	13.7157	1.00191	0	0	0	0
Healthy	1.83937	0.30938	0.91509	0.1665	0.80037	0.34434	0.10697	0	0.0058	0.06991	14.73538	2.45302	0	7.45317	0.39148	0	0.82122	0.02536	1.88669	0
Healthy	0.74743	0.2567	0.51839	0.11641	0.33491	0	0.28706	0.70103	0	0	2.32137	6.26768	1.90409	0	0	0	0	0	0	0
Healthy	0.44287	0.00345	0	0.03908	0	0	0	2.84966	0	0	22.47373	17.82698	0	0	0	0	1.13758	0.16888	0	0.00893
Healthy	17.06955	0	0	1.01305	0.83282	3.15508	0	0	0.53413	0	24.35319	4.27126	0	0	0	0	1.35804	0.32833	0	0
Healthy	0	0	0.03362	0.02721	0.01856	0	0	0	0	0	20.80379	17.0634	0	8.4388	0.16517	0	1.27295	0	0.01372	0.01081
Healthy	0	0	0	0	0	0	0	0	0	0	1.03856	0	0	0	0	0	0	0	0	0
Healthy	0.0973	0	0	0	0	0.00218	0	0	0.4665	0	5.80077	0.00173	0	0	0	0	0	0	0	0
Healthy	0	0.94081	3.58273	1.61532	0.31945	0	0	0	0	0	1.90878	0.69317	14.0387	0	0	0	0	0	0	0
Healthy	0.00918	0	0.17085	0.05332	0.06143	0	0	0	0	0	17.76704	14.5521	0	0	0.23482	0.06225	1.52591	0.18977	0	0.07957
Healthy	0.05877	0.29575	0.96522	0.17861	0	0.04177	0	0	0	0	16.53603	1.53611	12.0245	0.32142	0	0	0	0	0	0
Healthy	0.05574	0.26782	0.04136	0.07528	0.03348	0.06803	0	0	0	0.0047	56.75226	8.7413	0	0	0.32641	0	1.43428	0.03073	0.10935	0
Healthy	0.15123	0	0	0.00864	0	0	0.08692	0.20825	0.02004	0	37.94343	2.73566	1.24726	0	1.42957	0	0	0.16459	0	0
Healthy	0	1.04597	0.04032	0.68952	0.09547	0.25535	0.07524	0.01533	0.00584	0	10.57779	10.84178	0	0.12379	2.84808	0.96345	1.54295	0.01727	0.50946	0.00347
Healthy	0.64349	0.56087	0.44643	0.41968	0.09634	0.00901	0.01722	0.02327	0.006	0	9.39548	6.28352	1.69001	0.57597	0.49555	0.16752	1.75317	0.05935	0	0
Healthy	0.12392	0	0	0.20379	0.10503	0	0	0	0.26522	0	29.97491	11.23748	5.82317	0	0	0	0.60679	0.03573	0.12073	0.16181
Healthy	1.2814	0.785	0.42601	0.62813	0	0.20189	0	0	0	0	11.88126	2.14454	0	0	3.15075	0.59351	0	0	0	0
Healthy	0.02315	0	0	0	0.00213	0	0	0	0.01778	0	26.49995	14.19365	5.83641	0	0	0	0.5576	0.02177	0.23334	0.13787
Healthy	0.58874	0	0.07824	0.01162	0.0763	0	0.08953	0	0	0	13.50454	11.65334	0	0	1.36895	0.02383	2.30604	0.05254	2.08391	0
Healthy	1.13573	0	0	0	0	0	0	0	0.00313	0	11.63889	15.42417	0	0	0	0	0.69107	1.39185	0	0
Healthy	0.09871	0.13025	0	0.01041	0	0	0	0	0	0	15.34224	0	0	0	0	0	0	0.0038	0	0
Healthy	0.08016	4.54964	1.21115	4.73962	0.57795	0.17646	0	0	0.16949	0	6.89103	0.38979	0.45433	0	0	0	0.49319	0.04584	0.02087	0.00283
Healthy	0	0	0	3.32575	0	0	0	0	0.26831	0	54.69839	5.71196	0	0	0	0	0	0	0	0
D003093	1.5531	2.70606	1.38416	0.76772	0.66939	0.51475	0.11618	0	0	0	18.03269	1.4308	0	0.0028	0.55825	1.12645	0.53034	0	0	0.27154
D003093	2.4367	1.92134	2.91807	1.00194	2.09126	1.79389	2.2827	0	0.0335	0.09152	15.7683	2.10251	0	0	0	0	0.36087	0.04155	0	0.27915
Healthy	0.21612	0.10392	0.26079	0.06998	0.1831	0.21684	0.10092	0	0	0	12.80153	1.24241	0	0.01073	0	0	0.34768	0.04418	0.00064	0.00881
Healthy	0.59419	0.15199	0.48732	0.1753	0.05478	0.00926	0.07985	0	0	0	11.22552	3.28462	0	0	0.67846	0	0	0	0	0.00391
Healthy	1.35291	5.82354	1.76894	1.24928	0.7006	1.42141	0.74537	0	0	0	10.84243	1.70753	0	0	0	0	0	0	0.1525	0.11041
Healthy	0.19553	0.19919	0.03954	0.3194	0.29698	0.00732	0	0	0.00641	0	33.60346	3.63032	0	1.60553	0	0	1.95117	0	0.02571	0
Healthy	1.07062	0.70551	0.08638	0.30377	0.1705	0.10271	0.12527	0	0.00017	0	20.32602	0.29574	1.41468	0	0	0	1.25756	0.00489	0.02741	0.51658
Healthy	2.63246	2.12282	2.80617	0.78047	0.70204	0.05741	0.27633	0.03523	0.00063	0.00078	3.09027	2.01728	2.69514	0.03728	0.15514	0.00258	0.32088	0.05287	0.01083	0.00019
Healthy	0.3183	0.3169	0.57576	0.58068	0.44424	0.23588	0.15207	0	0.00441	0	15.32296	19.71627	0	0	0.02657	0	0.69204	0.02429	0	0
Healthy	0.1473	0.11334	0.77804	0.18242	0.23029	0.21579	0.17919	0	0.07759	0	10.32474	0.01202	0	0.19217	0	0	0	0.21405	0	0.37153
Healthy	0.00989	0	0	0.05711	0.07446	0	0.06276	0.06273	0	0	15.01278	32.34085	0	0	0	0	0	0.19327	0.23152	0.17255
Healthy	3.46463	0.39419	2.42656	0.18055	0.08547	0.25127	0.13312	0	0	0	49.62932	0.29282	0	0.28862	0.52089	0	1.14817	0.01034	0.00427	0
Healthy	1.52968	1.10863	1.03294	0.52751	0.31203	0.03226	0	0	0	0	7.86094	4.89358	6.38297	0.07376	3.68095	0	0.72424	0.07945	0.39924	0
Healthy	0.1179	0.1016	0.0873	0.06449	0.09636	0	0	0	0	0	1.49422	0.12752	0	0.07785	0.20235	0.05233	0	0.00557	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.27584	0.01115	0	0	0	0	0	0	0	0
D003093	7.67219	1.58017	2.84624	0.30712	0.69646	0.19121	0.42011	0.08717	0	0	6.76815	3.36313	0	5.65511	0	10.3274	0	0.03924	0.00684	0
Healthy	5.23597	5.91558	1.86968	1.68117	1.73689	0.21793	0.03932	0.00075	0.00256	0	2.7994	0.41224	0.01676	0.00109	0.46088	8.19702	0.42139	0.01754	0	0
Healthy	0.47121	0.07125	0.12212	0.19468	0.18902	0.02291	0.00718	0.00955	0.00094	0	3.49956	1.69011	0	0.10108	9.92269	0.72082	0.82259	0.21884	0.05379	0.07498
Healthy	0.11884	0.33396	0	0.20245	0	0.35239	0	0	0	0	21.06044	1.31846	1.10035	0	2.17312	0	0	0	0	0.0512
Healthy	0.18626	0	0	0	0	0	0	0	0	0	50.0228	9.64979	0	0.06019	0.275	0.67959	0.52199	0.03544	0.03417	0.0453
Healthy	17.51893	0	0	0.83932	0.8073	3.33153	0	0	0.35273	0	24.96023	4.32032	0	0	0	0	1.35238	0.25841	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.8501	14.94604	0	4.77249	0	0	0	0	0	0
Healthy	0.74935	0	0	0	0	0	0	0.06432	0	0	17.61932	4.27236	0	0	1.30678	0.01711	1.25113	0.34206	2.10757	0.05625
Healthy	0.03746	0.17828	0.35073	0.06354	0.20622	0.07629	0	0.00602	0.00221	0	4.44255	1.93709	0.00027	0	2.53696	0.27636	2.05153	0.03326	0.00464	0.00293
Healthy	0.13083	0.18821	0.13072	0.18356	0.18731	0.14616	0.00844	0	0	0	13.71705	0.45989	0	0	0	0	0	0.02101	0.10743	0
Healthy	0.61018	0.61549	0.85336	0.53835	0.17569	0.54065	0.07589	0	0.00181	0	5.358	2.05219	0	3.148	0.32056	6.16548	0.56677	0.01077	0	0
Healthy	0.00378	0	0	0.00032	0	0	0	0	0	0	24.0187	0.66497	0	0	0	0	0	0	0	0
Healthy	1.35436	0	0.12417	0.21105	0.76502	0	0	0	0	0	17.069	1.59243	0.76208	1.90252	0	0	0	0	0	0
Healthy	1.15299	1.07891	0.52757	0.2556	0.42524	0.11242	0	0	0.00099	0	7.85048	4.40021	3.32365	0.05559	1.50271	0	0.35007	0.02845	0.1423	0
Healthy	0.13867	0.33959	0.26256	1.64937	0.00402	0.3766	0.16483	0	0	0	17.63909	9.8798	0	0.93731	0.25061	0.85652	0	0.14099	0	0
Healthy	1.48545	0.44759	0.42784	0.18949	0.17918	0.2512	0.02452	0	0	0	22.48397	7.56927	2.36749	0.71124	0.84379	0.47172	1.3976	0.82413	0.00219	0.01628
Healthy	0.03774	0	0	0	0.06045	0	0.04245	0	0	0	17.0265	5.53079	7.8684	0	0	0	1.35839	0	0	0
Healthy	0.55933	1.53614	0.42512	0.49619	0.40356	0.23326	0.09615	0	0.06267	0	19.2349	5.75413	0	0.09932	1.25709	1.0821	0.71372	0.02086	0.24342	0
Healthy	0	0	0.05776	0.02766	0	0	0	0.0437	0	0	39.6645	2.19245	4.70629	0	0.12943	0	1.03058	0.04367	0.00878	0.0229
Healthy	1.61	7.7057	2.25378	5.14381	5.16965	1.65342	0	0	0	0	0	0	0	0	0.01253	0.26175	0	0	0	0
Healthy	7.31749	0	0	0.19037	0	0	0	0	0	0	29.56	12.78872	0	0	0	0	1.4502	1.37134	0.21921	0.14438
Healthy	0	0.12017	0.0718	0.03057	0	0	0	0	0	0	3.10986	0.62403	6.5253	0	0	0	0	0.30453	0	0
Healthy	2.48444	8.83522	0.47841	4.53966	2.83314	3.95476	0.2624	0	0	0.07136	6.58192	1.80303	0	0	0	33.4883	0	0	0	0
Healthy	0.87716	0.29511	0.9929	0.23416	0.26253	0.17979	0.37235	0.00457	0.01354	0	19.65248	2.88002	0	0.02418	0.01784	0	0.19083	0.30316	0	0
Healthy	1.13835	0.96628	1.23882	0.39907	0.19113	0.63554	0.10637	0	0	0	18.00428	2.54155	0	0.29347	0.68139	0.29046	2.00865	0.02515	0.35365	0.23596
Healthy	7.07377	0	0	0	0	0.18775	0	0	0.00398	0	0.33092	0	0	14.0828	0	0	0	0.27107	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.20356	0.81415	0	0.36995	0	0.99155	0.03203	0	0	0	10.25988	1.32095	1.2736	0	0	0	0	0	0	0.00727
Healthy	0.29432	0	0	0.01054	0	0.00727	0	0.00454	0.01464	0	16.32449	0.03866	0	0	0	0	0	0.11781	0	0
Healthy	1.47902	0.50847	1.34146	1.61046	2.06351	1.69097	0.94541	0	0.00055	0.02881	8.57629	2.86302	2.63462	0.04019	3.43859	0.0131	1.14741	0.04102	0.05419	0.00417
Healthy	1.66398	0.04482	0.19546	0.416	0.05914	0.33362	0	0.29986	0.04878	0	23.71389	4.23665	0	0.04611	0.24036	0.29631	0.1591	0.08158	0.09658	0.01602
Healthy	3.5888	5.58338	2.42242	4.35758	9.70416	3.27951	1.00532	0	0	0	0	0	0	0	0.44738	27.6589	0	0	0	0
Healthy	0.05921	0	0	0	0	0	0	0	0	0	76.29178	0	3.29348	0	0	0	0	0.1924	0	0.09688
Healthy	0.51132	0.30377	0.28522	0.37992	0.10388	0.20894	0.12088	0.00177	0.00243	0	4.21709	0.20365	0	2.21401	4.60485	0	0.72262	0.01565	0.99552	0.00406
Healthy	0.22575	0.05892	0.18252	0.14787	0.00157	0.02444	0	0.00323	0	0	14.68558	6.51808	6.94735	0.06182	1.38094	0	0.02574	0.27949	0	0
Healthy	0.11087	0.07599	0.26878	0.38696	0.20856	0.13532	0.01475	0	0	0.00108	14.42723	8.00345	0	0	0.06488	0	0.55368	0.00615	0	0.10831
Healthy	1.95594	3.1349	0	0.02919	0.34052	0.14365	0	0	0	0	24.70408	4.55568	0.37245	0.05856	0	0	0	0	0	0.02297
Healthy	0.74984	1.03941	0.68121	0.5192	0.54429	0.38393	0	0	0	0	3.01094	1.02109	0	0	0	0	0	0	0	0
Healthy	0.17376	2.02186	2.25092	0.53548	1.24612	0.15793	2.56071	0.01702	0.59283	0.09188	21.92626	0.50021	0	1.17867	0.45292	0	0.97261	0.03587	0	0
Healthy	1.95792	0	0	0	0	0	0	0	0	0	50.54036	7.42381	0	0	0.81957	0	0	0.03383	0.03845	0.28987
Healthy	0.01002	0.57971	0.15544	0.13316	0.20721	0.30373	0.20979	0	0	0	10.08255	2.20243	0	0	8.03554	0	0	0	0	0
Healthy	5.61798	0	0	0	0	0.21592	0	0	0.17955	0	15.06707	0	0	1.83454	0	0	0	0.07292	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	26.93222	2.008	0.70159	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.33201	16.07685	1.85762	3.4515	0	0	0	0	0.15036	0
Healthy	0.15335	0.05261	0.05815	0.05202	0.01381	0	0	0.94512	0	0.03365	21.84293	4.81986	17.7461	7.0576	0.07745	0	0	0.17711	0.13264	0.28833
Healthy	0.18039	8.94159	0.08057	2.12789	0.31274	5.07113	2.82101	0	0	0	1.62091	0	0	0	0	0	0	0	0	0
Healthy	0.01028	0.06804	0.1528	0.09498	0.10235	0.02262	0.16579	0	0	0	1.13816	0.07461	0	0	0	0	0	0	0	0.00612
Healthy	0.05404	0.00346	0	0.00515	0	0	0	0	0	0	34.07326	24.81206	0	3.81881	0.02163	0	1.46935	0.00763	0.01638	0.01248
Healthy	0.70097	0	0	0	0	0	0	0.0769	0	0	17.31992	4.61301	0	0	1.39005	0.03482	1.2006	0.34601	2.10532	0.06515
Healthy	0	0	0	0	0	0	0	0	0	0	20.51105	2.62923	0	0	0	0	0	0	0	0.184
Healthy	0.02607	0.45735	0.18269	0.18802	0.27542	1.20434	0.13359	0	0	0	9.51153	7.45913	0	0.07512	5.48162	0	0	0	0.11063	0
Healthy	0.19575	2.1498	2.2935	0.62219	1.24485	0.16617	2.51052	0.00824	0.64462	0.07024	21.73294	0.45004	0	1.0876	0.47178	0	1.02587	0.03725	0	0
Healthy	0.71525	0	0	0.00682	0	6.34188	0	0	0.02691	0	5.82279	8.99606	0.8912	0.08254	0	0	0	0.10523	0.34919	0
Healthy	0.62333	2.03894	0.04359	0.14439	0.60024	0.378	0.05592	0	0.02242	0.01576	8.12294	5.19662	4.04253	0	0	0	0	0.15355	0	0.00362
D003093	2.81172	1.37896	1.01157	1.13652	3.0607	0.30548	0.67477	1.40984	0.04256	0.00802	2.87921	5.10486	0.0017	0	0.04166	0	0.20814	0.10258	0.19125	0.00468
Healthy	0.41682	0.27652	0.99091	2.09558	1.49231	0.52902	0.28385	0	0.02646	0.04828	7.37412	0.91823	0	0.00656	0	0	3.15235	0.00443	0	0.3158
Healthy	0.40524	0.04229	0	0.02835	0.00069	0	0	0	0.12032	0.06718	9.25306	1.0296	0	0.11587	1.01451	0	0	0.14724	0	0.00619
D003093	0.55699	0.791	0.50634	0.4478	0.36109	0.41341	0.04985	0.00769	0.00564	0.00406	16.95446	3.91334	0	5.31081	3.16759	4.31438	1.44187	0.05182	0.16624	0.02982
Healthy	0	0.0032	0	0.08811	0.05802	0	0.00793	0.03619	0	0	24.57742	24.33089	0	0	0	0	0	0.18538	0.05196	0.34238
Healthy	2.38763	0	0	0	0	0	0	0.32832	0	0	70.40216	1.413	0	0	0	0	0	0.54497	0.02988	0.08617
Healthy	0.21301	1.41922	0.20957	0.36027	0.74111	0.36703	0.35486	0	0.00098	0.13026	17.05143	4.3399	0	0.85302	15.515	0	0.61375	0.00457	0.09329	0.00319
Healthy	1.13665	0.93054	0.85436	1.05115	0.76844	0.10363	0.23848	0	0.00594	0	7.57328	0.22456	0.04326	0	0	0	0	0.01242	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003093	4.11546	3.18546	2.58567	2.69398	1.16788	0.27495	0.07325	0.44847	0.01472	0.21505	8.81156	0.89968	1.60237	11.2542	0	0	0.21393	0.10454	0.09605	0.05067
Healthy	5.28143	0.39232	0.69542	0.13808	0.02251	1.36001	0	0.00031	0.05525	0.05098	14.13788	1.10761	0	9.32086	0.05517	0	24.95877	0.16381	0	0.003
Healthy	0.1617	0.93395	0.39994	0.1104	0.00506	0.01719	0	0.05239	0	0	35.23737	1.8378	0	0.00392	0	0	0	0.03922	0	0.0184
Healthy	0	0.00603	0	0.13694	0.0207	0	0.02979	0.05052	0	0	24.96128	20.52698	0	0	0	0	0	0.14603	0.0212	0.24707
