group	Bacteroidales	Veillonellales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Acidaminococcales	Desulfovibrionales
Healthy	87.50363	0		87.50363	0.75852	2.94774	0	0.0177	0	0.61379	0	0	0.28054
Healthy	46.43471	0		46.43471	16.20866	11.37135	0	6.36084	0.00268	0	0.04652	0	0.04022
Healthy	11.66254	0		11.66254	17.52132	13.26754	0	0	0.4903	11.4758	0.46867	9.77338	0
Healthy	31.50876	0		31.50876	23.4526	22.26701	0	0.10597	0.26882	0.22246	0.74702	0	0.21895
D003424	0	0		0	4.18132	0	0	0	11.27519	0	0	0	0
Healthy	40.63527	0.04891		40.63527	28.87652	8.99737	0.04891	0.73486	0.44908	0	0.0117	0.84447	0
Healthy	44.77807	1.94821		44.77807	23.75908	9.07248	1.94821	0.41348	2.99903	0.64188	0.19269	0	0
Healthy	58.01083	0		58.01083	17.96831	3.47883	0	0	0.11226	0	2.73073	0	0.02458
Healthy	22.70305	0		22.70305	22.61631	16.45399	0	0	0.85829	3.66315	0.42719	4.11684	0
Healthy	73.82998	2.56879		73.82998	2.04266	6.01094	2.56879	0	0.03919	0	0	0	0.02244
Healthy	49.4338	0		49.4338	22.9828	3.66764	0	0	0	0	0	0	0
Healthy	68.02287	4.55373		68.02287	5.34763	7.88878	4.55373	0	0.58068	0	0.04294	0	0
Healthy	79.63967	3.30953		79.63967	0.90802	1.48619	3.30953	0	0	0	0	0	0
Healthy	83.66088	0		83.66088	3.45998	3.10212	0	0	0	0	0.47611	0	0.06013
Healthy	34.03182	0.31793		34.03182	3.83	0.00366	0.31793	10.9872	3.00319	0	0.09209	0	0
Healthy	8.56898	0.11584		8.56898	9.77077	3.0592	0.11584	0.12052	0.39255	2.878	0.6761	0	0.00245
Healthy	21.69807	0		21.69807	27.95244	15.29742	0	0	0.02928	0.50663	0	1.53777	0
Healthy	63.72511	0.22705		63.72511	2.01068	7.65047	0.22705	0.85429	0.00501	0	0.26943	0	0.02608
D003424	69.09756	0		69.09756	7.38674	0.16189	0	8.0394	0.06589	0	0.26174	0	0.18261
Healthy	23.80365	3.41699		23.80365	54.94439	2.2342	3.41699	0	0	0	0	0	0
Healthy	10.17921	0		10.17921	12.64951	52.63268	0	0	0.06909	5.91318	0.12669	0.81248	0
Healthy	83.54345	0.1539		83.54345	1.43021	6.6513	0.1539	0	0.06685	0	0.03136	0	0
Healthy	12.96811	0		12.96811	23.58926	6.26894	0	13.1215	0.39041	0.22609	5.26415	0	0.07456
Healthy	43.9114	0		43.9114	3.06471	2.24964	0	0	0.01177	0	0.11598	0	0.04505
Healthy	83.8056	0		83.8056	4.85192	3.08835	0	0	0	0	0	0	0
Healthy	24.89816	0		24.89816	51.74343	6.0181	0	0.33902	0.00625	0.20727	0.06573	0	0
Healthy	15.49998	3.37658		15.49998	39.16761	5.08168	3.37658	0.95794	0.80224	0	0.9468	0	0
Healthy	34.37811	0		34.37811	45.96371	3.74252	0	0	0.41762	0.80213	0.01095	0	0
Healthy	79.37998	3.24018		79.37998	0.92453	1.58522	3.24018	0	0	0	0	0	0
Healthy	20.9667	2.46321		20.9667	18.57244	18.39218	2.46321	5.48769	0.28477	2.68708	0.60411	0	0.071
Healthy	4.30091	0.01062		4.30091	35.70922	3.09796	0.01062	0	1.49394	0	0.51254	0	0.00949
Healthy	27.85964	3.01318		27.85964	40.13242	8.03502	3.01318	0.00876	0.90185	0.03732	0.51354	0.20651	0
Healthy	6.00557	0		6.00557	56.89302	10.07957	0	0	0	4.11402	0.19709	9.11108	0.05451
Healthy	70.10311	2.87372		70.10311	5.48392	4.38858	2.87372	0.12127	0	0.05697	0	0	0.06774
Healthy	39.3989	0		39.3989	32.31532	10.6701	0	0	0	0	0	0	0
D003424	7.95987	24.5377		7.95987	0.86631	5.49169	24.5377	0.14462	0.00855	0	0.74663	0	0
Healthy	0	26.2149		0	0	0	26.2149	0	0.24208	0	0	0	0
D003424	64.40326	0.06218		64.40326	6.41776	0.29833	0.06218	0	1.13186	0	0	0	0.11715
Healthy	17.07005	0.0599		17.07005	31.42424	17.69571	0.0599	0	0.74035	0	0.66109	0	0.15293
Healthy	25.99552	0.03266		25.99552	41.7028	9.80595	0.03266	4.66303	0.18346	0.08659	0.3587	2.10345	0.12175
Healthy	70.48514	0		70.48514	1.18477	5.19186	0	0	0	0.06375	0.14383	0	1.68288
Healthy	26.0958	0		26.0958	46.59024	10.70676	0	0	0.06493	0.58978	0.09524	3.12644	0.00335
Healthy	45.1931	0.00193		45.1931	36.96435	8.01655	0.00193	0	0.05439	0	0.1074	2.89996	0.00334
Healthy	44.6754	0		44.6754	16.31647	12.12735	0	6.098	0	1.38448	0	1.57201	0.02861
Healthy	50.61034	1.80516		50.61034	16.79689	10.4617	1.80516	0	0	0	0.18604	0	0
Healthy	21.3893	0.20105		21.3893	31.05377	12.02427	0.20105	0.44848	3.04601	0	2.42074	0	0
Healthy	0.52959	0		0.52959	47.35669	15.30422	0	0	0.62491	0	3.89546	0	0
Healthy	34.64409	5.46871		34.64409	17.43485	21.18098	5.46871	0	0	0	0	0	0
Healthy	26.14651	6.0096		26.14651	29.86637	14.01298	6.0096	0	0	0	0.09918	0	0
Healthy	82.14531	0.25672		82.14531	4.49158	5.20468	0.25672	0.00127	0.01624	0	0.22124	0	0
Healthy	10.65267	10.3897		10.65267	56.31005	2.04696	10.3897	2.88098	0	0	0.9505	0	0
Healthy	77.96976	0		77.96976	1.6962	3.58521	0	3.41279	0	0	0.15197	0	0.03819
Healthy	39.29122	4.8437		39.29122	33.11335	1.5326	4.8437	0.02971	0.04975	0.07658	0	0	0
Healthy	45.30443	2.94102		45.30443	0.59844	6.74526	2.94102	0.15368	0.08361	0	0.74692	0.0772	0.69686
Healthy	61.00536	1.13102		61.00536	4.33428	0.68898	1.13102	0	0.01614	0	3.8383	0	0
Healthy	92.23703	0		92.23703	0.75738	1.52509	0	0.57307	0	0	0	0	0
Healthy	70.72479	0		70.72479	2.61056	0.72457	0	0	0	0	0	0	0.07373
Healthy	32.23155	12.7918		32.23155	6.14998	6.42459	12.7918	0.0313	0.00309	0	1.07557	0	0.01216
Healthy	25.80186	0		25.80186	47.55484	0.30004	0	0	0	0	0	0	0
Healthy	65.75631	0		65.75631	18.84165	4.45366	0	0	0	0	0.09653	0	0.37836
Healthy	27.52555	3.49061		27.52555	46.14859	16.8815	3.49061	0	0.00574	0	0.59998	0	0.0025
Healthy	63.82462	0		63.82462	20.12963	4.43612	0	0	0	0	0.13647	0	0.43856
Healthy	69.24842	6.39185		69.24842	1.53952	1.97073	6.39185	0	0	0	0	0	0
Healthy	41.57566	0		41.57566	0	0	0	0	0.41515	0	0	0	0
Healthy	34.03663	0		34.03663	20.08926	9.68222	0	2.89205	0.09262	0.58844	0.71657	0	0.31131
Healthy	21.31851	0		21.31851	31.30048	4.51367	0	3.15983	0	0.39124	0	1.51366	0
Healthy	11.90296	10.15853		11.90296	32.74164	19.24452	10.15853	0.70025	1.05229	0	1.09858	0.37257	0.04058
Healthy	70.39086	0.05668		70.39086	13.55256	5.26979	0.05668	0.56199	0.34813	0	0.37555	0	0
Healthy	52.48106	0		52.48106	15.84558	7.08984	0	0	0	0	0	5.67807	0
D003424	61.07675	1.05805		61.07675	1.56596	10.31941	1.05805	0	0.23527	0	0.00434	0	0.03987
Healthy	65.98259	0		65.98259	15.20925	8.93057	0	0.00142	0.03509	0	0.08066	0	0
Healthy	18.34845	0		18.34845	32.72536	23.4459	0	0.56761	4.4454	2.23143	1.29034	0	0.05119
Healthy	42.71158	0		42.71158	6.434	7.37719	0	0	0.00984	0	2.08036	0	0.1071
Healthy	50.89379	0.09972		50.89379	16.2186	11.138	0.09972	0.01513	0.02895	0.09898	0.26126	0	0
Healthy	67.17171	0.02304		67.17171	15.49266	2.90556	0.02304	0.72869	0.0072	0	0.06607	3.59974	0.07184
Healthy	38.82976	0		38.82976	28.30473	5.72371	0	4.67237	0.02182	0	0.5414	0	0.04541
Healthy	89.00699	3.3937		89.00699	1.3533	1.44714	3.3937	0	0.22118	0	0.13187	0	0
Healthy	80.33109	0		80.33109	11.89373	0.56976	0	0	0.06968	0	0	0	0.01862
Healthy	8.81216	0.04421		8.81216	29.00896	28.33328	0.04421	8.11954	5.39605	1.22198	0.86419	0	0
Healthy	68.91287	4.07266		68.91287	4.70886	3.66472	4.07266	0	0	0	0	0	0.16199
Healthy	20.12804	2.45575		20.12804	10.20658	18.40744	2.45575	5.92107	0	13.0073	0.784	1.0375	0
D003424	69.26179	0.22941		69.26179	8.72228	2.87071	0.22941	0	0	0	0.03987	0	0.00799
Healthy	54.70265	8.95603		54.70265	0.83373	4.83097	8.95603	6.87176	0	0	0.6965	0	0.14537
Healthy	28.83934	0.02116		28.83934	13.53684	27.38311	0.02116	2.14262	0.0972	0	0.07213	0	0.02951
Healthy	38.19078	0.05209		38.19078	20.13988	12.47626	0.05209	0	3.18989	0	0.69763	0	0
Healthy	81.29397	0		81.29397	5.08711	3.80452	0	0	0.25922	0	0	0	0.01432
Healthy	69.24328	4.24324		69.24328	4.75776	5.30447	4.24324	0	0	0	0	0	0.15014
Healthy	68.76887	0		68.76887	1.0296	8.54482	0	0	0	0.05847	0.12423	0	1.83113
Healthy	39.55514	0		39.55514	39.45841	14.10313	0	0	0.79898	0.09805	0.15025	0.46187	0
Healthy	58.38494	0.45553		58.38494	4.85705	4.53498	0.45553	8.41324	0	0	0.23823	0	0.56485
Healthy	19.64207	3.22389		19.64207	9.0824	11.92897	3.22389	8.75078	4.38153	0	1.50978	0	0.16248
Healthy	13.11824	2.61596		13.11824	1.01254	5.92855	2.61596	43.9957	0	0	1.44436	0	0.69191
Healthy	36.85906	0.42775		36.85906	5.06038	11.7108	0.42775	5.21823	0	0.22484	0.28718	0	0.30363
Healthy	61.18569	0.11838		61.18569	7.45482	6.30004	0.11838	5.88147	0.36713	0	0	0.2403	0
Healthy	48.1458	0.06112		48.1458	39.1358	3.23929	0.06112	0	0.06418	0	0.73011	0	0
Healthy	30.32813	0		30.32813	6.43677	8.41722	0	23.5674	0.10733	2.32247	0.38901	2.589	0.74315
Healthy	63.75849	0		63.75849	23.89813	4.20858	0	0	0	0	0.1096	0	0.54517
D003424	79.03141	0		79.03141	0.95181	5.11036	0	0	0	0	0	0	0.03435
Healthy	35.14355	0		35.14355	15.61761	23.75824	0	3.56343	0.0173	0.61693	0	1.11523	0.16419
Healthy	67.71161	3.03471		67.71161	0.35796	23.89217	3.03471	1.16615	0	0	0	0	0
Healthy	15.088	0		15.088	34.07471	26.76312	0	1.60176	0.9665	2.47832	0.04911	0	0.03822
Healthy	17.57972	0.01774		17.57972	18.57003	38.77121	0.01774	3.19426	0	1.2636	1.04435	0	0
Healthy	45.69977	3.06156		45.69977	0.65747	7.41386	3.06156	0.15171	0.07088	0	0.73475	0.05697	0.68415
Healthy	79.71289	0		79.71289	8.47756	3.43644	0	0	0	0	0.00623	0	0
Healthy	56.96194	4.13539		56.96194	27.67521	3.12001	4.13539	1.18387	0.07214	0	0	0	0
Healthy	31.9633	0		31.9633	2.28081	36.1403	0	0	0	0	0	0	0
Healthy	34.02746	10.11345		34.02746	6.15423	6.84022	10.11345	0.87368	0.02736	0.95618	0.11814	0.00343	0.23795
Healthy	37.95172	0		37.95172	31.88283	0	0	0	0	0	0	0	0
Healthy	39.11686	0		39.11686	40.74592	4.26431	0	0	0.13581	0.42282	0	0	0
Healthy	48.91942	0.72144		48.91942	24.1807	13.24832	0.72144	0	0.17814	0	0.97485	0	0
Healthy	24.96021	0.07227		24.96021	56.28629	4.3606	0.07227	0	1.90487	0	0.08153	2.52787	0
Healthy	23.82057	2.68998		23.82057	47.72142	7.91748	2.68998	0	0.00714	0	0.06902	0	0.00573
Healthy	4.11668	0.00923		4.11668	35.33078	3.0483	0.00923	0	1.48453	0	0.46336	0	0.00319
Healthy	25.12542	0.02153		25.12542	9.86027	16.57506	0.02153	11.9544	0.1933	1.22427	0.15335	11.3824	0
Healthy	44.73574	17.73165		44.73574	4.48437	6.74531	17.73165	7.00361	0	0	0.65073	0	0.14185
Healthy	27.88975	0.02504		27.88975	32.93119	2.30897	0.02504	2.70233	0	2.86015	0	1.86364	0
Healthy	53.28795	0		53.28795	6.24613	0.35458	0	18.535	0	0	0	0	0
Healthy	43.83834	0.83084		43.83834	11.46942	7.01061	0.83084	0.08399	0	0	0.1068	0	0
Healthy	36.6236	0.50482		36.6236	27.45418	8.83077	0.50482	0.12008	0	0	0.3788	0	0.04985
D003424	69.84149	0.00016		69.84149	7.79191	0.14105	0.00016	7.75272	0.07511	0	0.26331	0	0.14738
Healthy	29.51667	0.16174		29.51667	40.95522	12.01473	0.16174	0	1.56736	0	0.2526	2.71736	0
Healthy	44.13978	0		44.13978	35.43431	4.15247	0	0	0	0	0	2.56206	0
Healthy	67.14626	11.09111		67.14626	2.52066	0.09585	11.09111	0	0	0	0	0	0
Healthy	22.14392	0		22.14392	21.6788	33.70811	0	0	0.28659	2.05034	1.73004	3.52234	0
Healthy	89.02974	3.46213		89.02974	1.06159	1.45482	3.46213	0	0.23984	0	0.13703	0	0
Healthy	57.36305	0		57.36305	6.13728	5.92034	0	0	0.2488	0.19165	1.68693	0	0.0863
Healthy	42.89325	0		42.89325	1.26694	2.28628	0	0	0.02661	0	0.12202	0	0.02729
Healthy	13.55201	0		13.55201	33.8383	25.68098	0	1.06484	5.24658	0	1.18894	0	0
Healthy	73.37573	0		73.37573	10.41085	0.00531	0	0	0.16936	0	4.53704	0	0
Healthy	0.44219	0.04915		0.44219	4.29397	0.00088	0.04915	0	2.08144	0	0.00972	0	0
Healthy	67.1886	11.18896		67.1886	2.32638	0.08589	11.18896	0	0	0	0	0	0
Healthy	6.30409	0		6.30409	54.15019	10.92949	0	0	0	3.55074	0.28977	10.17461	0.21362
Healthy	43.03852	0		43.03852	1.07416	2.35397	0	0	0.02263	0	0.10093	0	0.08082
Healthy	58.66894	1.51662		58.66894	25.94487	3.01349	1.51662	0	0	0	0	2.31983	0
Healthy	61.47377	0		61.47377	16.86365	4.23612	0	0.09913	0	0	0.08619	2.31731	0.00272
Healthy	29.21217	5.22292		29.21217	34.48028	12.04889	5.22292	0	0.16685	0	0.08739	0	0
Healthy	61.70927	0		61.70927	21.36465	3.85547	0	0	0.08637	0	0.14271	0	0.15114
Healthy	31.07635	1.97508		31.07635	35.78451	2.75184	1.97508	0	2.78531	7.62638	0	0	0
Healthy	47.94033	5.84746		47.94033	0.69045	2.35192	5.84746	0	0	0	0	0	0
Healthy	61.63656	0.00266		61.63656	21.17164	3.83668	0.00266	0	0.0692	0	0.11367	0	0.17345
Healthy	66.8709	8.52442		66.8709	2.02647	0.01639	8.52442	0	0.21068	0	0.21143	0	0.02461
Healthy	66.49723	0		66.49723	3.04587	4.58492	0	10.0789	0.05335	0	0.27608	0.9397	0.3594
Healthy	39.41183	0		39.41183	15.30326	9.69389	0	3.27258	0.2814	5.89659	0	0	0.07114
Healthy	64.90851	0.00837		64.90851	4.09874	10.56288	0.00837	0.03689	1.3252	0	2.82032	0	0
Healthy	84.04108	0		84.04108	7.52963	2.56684	0	0	0.08306	0	0.06888	0	0.03384
D003424	87.29772	0.12311		87.29772	6.85082	0.02758	0.12311	0	0	0	0.01727	0	0
Healthy	60.2553	0.10252		60.2553	7.61375	6.28402	0.10252	5.755	0.39768	0	0	0.30373	0
Healthy	60.50044	0.08526		60.50044	7.49396	6.24922	0.08526	5.68315	0.38591	0	0	0.28589	0
Healthy	89.16869	3.54291		89.16869	1.08958	1.44994	3.54291	0	0.20897	0	0.12065	0	0
Healthy	33.15004	0		33.15004	22.8234	12.42453	0	0	0.94349	0.40432	1.15867	1.94594	0.01118
Healthy	69.11451	0		69.11451	2.55862	9.10403	0	0	0	0	0.48549	0	0
Healthy	76.8239	6.51505		76.8239	3.01168	3.59189	6.51505	0	0	0	0.17988	0	0.09047
Healthy	23.72927	0.0361		23.72927	27.94032	6.08476	0.0361	11.6171	0	0.41649	0.33875	0	0.09357
Healthy	62.9329	0		62.9329	3.89494	6.74752	0	0	0	0	0.2879	0	0
Healthy	83.41755	0		83.41755	1.25835	3.16546	0	0.07452	0	0.5919	0	0	0.40487
Healthy	74.141	0		74.141	0.76425	0	0	0	0	0	3.92622	0	0
Healthy	47.64964	0		47.64964	30.75719	8.73404	0	0.02047	0.02863	0	0.15134	0	0.35894
Healthy	65.77742	0.20223		65.77742	1.59056	7.51611	0.20223	0.74229	0	0	0.12338	0	0.03142
Healthy	29.84917	0.00413		29.84917	0	5.8257	0.00413	0	0.23366	0	0	0	0.05241
Healthy	68.38871	0		68.38871	8.6618	5.76238	0	0.48096	0.02302	0.00654	0.32781	0	0.05304
Healthy	75.37543	4.89735		75.37543	1.24535	3.28469	4.89735	0	0	0	0.01567	0	0
Healthy	73.85597	4.07552		73.85597	4.48158	0.00077	4.07552	0	0.52928	0	0.15484	0	0
Healthy	40.92134	0		40.92134	12.81367	9.88981	0	0	0.01238	0	1.43714	0	0.32671
Healthy	83.43173	0.01164		83.43173	8.5911	4.14446	0.01164	0	0.02904	0	0.02489	0	0.01141
Healthy	82.9544	0		82.9544	6.76244	0	0	0	0	0	0	0	0
Healthy	53.46851	16.0145		53.46851	4.1337	1.2726	16.0145	0	0.24412	0	0.84596	0	0.02804
Healthy	65.87399	8.18951		65.87399	6.15344	2.51061	8.18951	0	0.30757	0	0.02071	0	0.02561
Healthy	52.20464	3.09734		52.20464	15.70621	6.76686	3.09734	0.17856	0	0	0.16158	0	0
Healthy	58.04829	0.1686		58.04829	31.19471	2.05461	0.1686	0.05335	0.05541	0.09682	0.03757	0.27964	0.02508
D003424	70.99999	0.50454		70.99999	3.21006	5.22004	0.50454	0.18102	0.07714	0	0.03157	0	0
Healthy	81.03647	0		81.03647	1.72693	3.47092	0	3.48511	0	0	0.16424	0	0.00918
Healthy	22.76854	0		22.76854	35.57478	18.80483	0	0	0.40862	0.13061	0.87803	0.94115	0
Healthy	63.67189	0.00922		63.67189	14.52978	1.28615	0.00922	0	0	0	0.25569	0	0.05373
Healthy	32.45539	0		32.45539	14.0252	13.2017	0	1.60562	5.56678	1.75451	2.33967	0	0
Healthy	50.17658	0		50.17658	0.47101	6.64057	0	13.7651	0	0.00361	0.10858	0	0.95239
Healthy	35.14529	0.16485		35.14529	0	0.0024	0.16485	0	1.23744	0	0	0	0
Healthy	43.17852	1.2539		43.17852	16.43176	9.57846	1.2539	0	0	0	0.20241	0	0
Healthy	31.70153	0		31.70153	23.68552	30.42157	0	0	0.04265	0.63831	1.6901	5.39228	0
Healthy	64.13049	0.42283		64.13049	6.58279	7.18038	0.42283	0	0	0.1733	0.2124	0	0.1931
Healthy	65.85601	4.90272		65.85601	13.37009	4.01219	4.90272	0	0.22179	0	0	0	0
Healthy	63.34083	0		63.34083	9.25895	11.0147	0	0	0.0635	0	0.61092	0	0
Healthy	27.06895	0.3179		27.06895	22.291	20.8609	0.3179	12.3635	0.04534	0.01909	0.05424	0	0.0294
Healthy	56.66584	1.48551		56.66584	14.16528	2.34553	1.48551	0	0	0	0	0	0
Healthy	18.57555	0		18.57555	1.26577	29.32094	0	15.4696	0	0	0.02732	0	0
Healthy	69.15922	0		69.15922	2.63256	9.00508	0	0	0.03157	0	0.47913	0	0
Healthy	31.84757	0.39408		31.84757	30.84699	5.80241	0.39408	0.26236	0.09245	0.86895	0.0261	0.15457	0
Healthy	43.49427	4.31731		43.49427	18.20647	11.43399	4.31731	0	0.37308	0	0.29292	0	0
Healthy	70.27434	4.33822		70.27434	5.15164	5.13033	4.33822	0	0.56081	0	0.02601	0	0
Healthy	27.0824	0		27.0824	5.51069	7.20945	0	32.1336	0.00094	0	1.63098	0	0.04167
Healthy	67.71683	0.05044		67.71683	0.34193	3.82418	0.05044	0.00768	0.06652	0	0.87193	0.02539	0.40776
Healthy	29.7427	0		29.7427	4.37022	5.17596	0	20.3695	0.17348	0.57294	0	1.05239	0.62947
Healthy	6.72067	0		6.72067	61.05005	5.07877	0	0	3.42364	0	1.34709	0	0
Healthy	19.23371	0		19.23371	18.14503	34.7918	0	0	0.51703	0	2.86906	1.71623	0
Healthy	66.94232	9.09009		66.94232	1.77582	0.03104	9.09009	0	0.20469	0	0.29767	0	0.03557
Healthy	49.33802	0.00224		49.33802	11.26032	10.92275	0.00224	0.02628	2.50399	0	0.02371	0	0
Healthy	52.93177	0.02652		52.93177	18.84008	2.11947	0.02652	0	0.01789	0	0	0	0
Healthy	40.48441	0		40.48441	28.55732	5.03355	0	0	0	0	0.27012	0	0
Healthy	50.10864	19.5753		50.10864	13.07055	0.47036	19.5753	0	0	0	0	0	0
Healthy	59.25281	0		59.25281	28.24354	3.30162	0	0	0.00496	0	0.06218	0	0
Healthy	31.60861	0.10138		31.60861	11.27248	19.81748	0.10138	17.2204	0	0	0	0	0
Healthy	29.14461	0		29.14461	31.70543	10.62421	0	5.08195	0.12763	0	0.10721	0	0.06844
Healthy	40.54797	0.04737		40.54797	28.57213	8.85361	0.04737	0.75077	0.37432	0	0.004	0.92974	0
Healthy	40.86562	0.34535		40.86562	27.47777	5.01222	0.34535	0.03042	1.63464	0.7659	0.3178	0.17736	0.42389
Healthy	48.47819	3.24883		48.47819	13.7737	5.64972	3.24883	0	5.21074	0.04704	0.0848	0	0.07023
Healthy	74.46897	0.95763		74.46897	5.75014	11.73452	0.95763	0.01927	0.16607	0	0.26174	0	0
Healthy	38.99765	0		38.99765	17.83848	3.37869	0	0	0.00891	0	0.03492	0	0
Healthy	77.48577	0		77.48577	11.19042	3.02473	0	0	0.07474	0	0.53149	0	0
Healthy	64.82857	0		64.82857	14.25353	10.74783	0	0.00991	0.00411	0	0.28319	0	0.02014
D003424	0.08477	1.2497		0.08477	5.72558	0.02265	1.2497	0	10.42071	0	0.12809	0	0
Healthy	39.52349	0		39.52349	32.53599	13.78468	0	1.02905	0	1.61162	0.35646	0	0.10738
Healthy	77.14435	6.29946		77.14435	3.00749	3.77763	6.29946	0	0	0	0.17035	0	0.09146
Healthy	20.92223	0		20.92223	18.54068	14.65329	0	2.66794	0	0	0	3.42927	0
Healthy	47.2267	0		47.2267	18.62407	7.04732	0	0	0.32709	0	1.31745	0	0
Healthy	49.48986	0.01466		49.48986	14.48304	22.63211	0.01466	0	0.0651	0	0.80776	0	0.37974
Healthy	36.04442	0.03741		36.04442	40.61396	9.67498	0.03741	0	0.01704	0.01598	0.01227	0	0.12312
Healthy	37.97892	0.89639		37.97892	9.93341	2.57319	0.89639	0.37964	0.00318	0	0.05538	0	0.02483
Healthy	79.58345	0		79.58345	12.10456	0.41744	0	0	0.06078	0	0	0	0.0441
Healthy	86.67319	0		86.67319	3.58003	3.77458	0	0	0.0933	0	0	0	0.11684
Healthy	40.81851	0.04038		40.81851	28.68756	8.92037	0.04038	0.73966	0.33411	0	0.0114	0.87301	0
Healthy	1.84925	0		1.84925	27.54936	2.74481	0	0	0.54497	0	0.89167	0	0
Healthy	60.31232	7.83841		60.31232	4.69588	5.15234	7.83841	0.92828	0.12421	0.91062	0	0	0.28198
Healthy	77.53816	0		77.53816	3.72533	2.29165	0	0	0	0.12031	0.61758	0.07567	1.5782
Healthy	40.78636	0.00328		40.78636	7.87316	8.80656	0.00328	0	0.17252	0	0.4965	0	0.05789
Healthy	46.83901	0.37807		46.83901	20.22245	6.1678	0.37807	0.00447	0.64001	0	0	3.44399	0
Healthy	46.65057	6.20364		46.65057	8.68596	17.81191	6.20364	0.1096	0.37533	0	0.75274	0	0.00125
Healthy	18.81556	0		18.81556	6.25422	7.80866	0	2.20326	0.0724	0.05877	0.29143	1.40121	0
Healthy	33.45657	0.07814		33.45657	37.00175	13.56524	0.07814	0	0	0	1.04313	0	0
Healthy	59.11193	0		59.11193	14.55765	4.54596	0	0.01943	0.03336	0	0.10329	4.49462	0.22206
Healthy	16.04387	0.16998		16.04387	24.91088	19.33894	0.16998	0	0.25409	0	0.63228	0	0.07945
Healthy	27.20997	0.62827		27.20997	1.34389	12.86108	0.62827	0.49357	0.29871	0	1.35238	0.01425	0.66603
Healthy	21.98073	0		21.98073	25.97651	26.11134	0	1.14964	2.12798	0	0.29234	0.18431	0
Healthy	53.88701	9.25899		53.88701	0.7833	4.74361	9.25899	7.08587	0	0	0.74404	0	0.12384
Healthy	56.1964	0.39935		56.1964	24.03998	0.52526	0.39935	0	0.71998	0	1.73508	0	0
Healthy	13.52345	2.58722		13.52345	0.41165	5.80818	2.58722	43.4971	0.00185	0	1.4533	0	0.69877
Healthy	67.47754	0		67.47754	13.61368	11.0593	0	0	0	0.04021	0.21606	0	0
Healthy	74.4461	0		74.4461	3.50474	2.1615	0	0	0.01542	0	0.27891	0	0.17714
Healthy	85.92451	0		85.92451	3.23799	3.6688	0	0	0.07654	0	0	0	0.15972
D003424	63.40053	0.42758		63.40053	14.73543	12.7826	0.42758	0	0	0	0.01859	0	0
Healthy	39.96788	0		39.96788	12.80241	3.10378	0	12.3862	0	0	0.83259	0.0051	0
Healthy	84.53457	0		84.53457	3.1049	2.97432	0	0	0	0	0.474	0	0.06024
D003424	76.936	0		76.936	2.21027	5.5663	0	0	0	0	0	0	0
Healthy	40.4931	12.82496		40.4931	2.38077	3.9748	12.82496	1.26138	0.30473	0	0.345	0	0
D003424	80.59513	0		80.59513	4.76504	7.92942	0	0	0.00316	0	0	0	0.02116
Healthy	37.61604	0.5024		37.61604	28.02608	10.38964	0.5024	0.10231	2.37795	0.0425	0.00659	0	0.00207
Healthy	88.70008	3.45223		88.70008	1.21727	1.46139	3.45223	0	0.20895	0	0.14158	0	0.00376
Healthy	85.02589	0		85.02589	9.98731	0.3905	0	0	0	0	0	0	0
Healthy	33.15861	0		33.15861	12.64003	26.44758	0	5.59844	0	0.60919	0	0.92775	0.04153
Healthy	23.37735	0		23.37735	27.24408	6.66199	0	1.0919	10.15615	0.06064	1.98801	2.29265	0.08899
Healthy	67.76955	0.4059		67.76955	2.36121	7.84021	0.4059	0.56357	0.04491	0	0.29333	0	0.07252
Healthy	26.70962	0.62559		26.70962	1.30462	11.03967	0.62559	0.41167	0.33934	0	1.32697	0.00178	0.62835
Healthy	43.39885	0		43.39885	1.24269	2.45757	0	0	0.00805	0	0.08865	0	0.08445
Healthy	26.66764	0.57559		26.66764	1.29615	9.31732	0.57559	0.44721	0.30983	0	1.35079	0.01349	0.67306
Healthy	62.10141	6.46618		62.10141	10.63404	3.11843	6.46618	0	0.04167	0	0.87877	0	0.0135
Healthy	71.26837	0		71.26837	2.38286	8.65601	0	0	0.01599	0	0.44574	0	0
Healthy	28.53601	0		28.53601	5.31424	5.1857	0	19.8205	0.21766	0.5783	0	1.08581	0.57966
Healthy	14.95691	0.08948		14.95691	24.05345	39.3741	0.08948	0	1.04862	0	0	0	0
Healthy	33.43442	0		33.43442	22.89416	10.02815	0	0.31863	0.0841	0	0	0	0
Healthy	67.15942	0.0129		67.15942	9.32184	6.31309	0.0129	0.57034	0.00272	0	0.35881	0	0.1027
Healthy	51.71282	0.00655		51.71282	19.97007	14.76734	0.00655	0.10078	0.10886	0	0.31773	0.00533	0.07697
Healthy	20.13582	0		20.13582	13.62097	5.03004	0	0	0.47971	0	16.06155	0	0.00395
Healthy	28.41094	49.82144		28.41094	5.11376	4.60262	49.82144	0.21938	0.04377	0	0.71229	0	0.06095
Healthy	36.82398	9.80831		36.82398	5.50413	7.01574	9.80831	0.59719	0	1.06334	0.03517	0	0.07662
D003424	85.53778	3.18465		85.53778	1.85628	1.14514	3.18465	4.97609	0	0	0	0	0
Healthy	66.57883	5.1784		66.57883	13.18481	3.92775	5.1784	0	0.24909	0	0	0	0
