group	Bacteroides_intestinalis_A	Bifidobacterium_pseudocatenulatum	Anaerotruncus_colihominis	Bacteroides_nordii	Enterocloster_asparagiformis	Enterocloster_citroniae	Gordonibacter_pamelaeae	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Alistipes_putredinis	Ruminococcus_H_sp003531055	Barnesiella_intestinihominis	Alistipes_shahii	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	0	0	0	0	0	11.8755	3.93588	0	2.13428	1.92741	2.07818	0	0	0	0
Healthy	0	0.25761	0	0	0	0	0	0	0	0	2.8715	0	3.03843	0.60988	0.55904	0.14157	0	0	0	0
Healthy	0	0.0265	0.00176	0.00055	0	0.00123	0.02039	0	0.00322	0	4.5756	0.4904	0.49377	0.21945	0.11616	0.24383	0.00869	0.00304	0.0024	0.00177
Healthy	0	0	0	0.04398	0	0	0	0	0	0	0.18874	1.41516	0.35418	0.01736	0.06917	0.25983	0	0.06841	0	0
Healthy	0	0	0.05322	0	0.01708	0.06921	0.01234	0.00136	0	0	0.02661	0.00739	0	0.00293	0.53605	0.26684	0.54186	0.00015	0.0328	0.02212
Healthy	0	0	0	0	1.01238	0.18047	0	0	0	0	0	0	0	0	0	0	5.29647	0.08977	1.42086	0.33356
Healthy	0	0	0	0	0.13833	0.00726	0	0	0	0	0	0	2.59741	0.08484	0	0	2.33313	0.10532	0.17615	0.41136
Healthy	0	0.2857	0	0.02387	0	0	0	0	0	0	9.83787	2.66971	0	3.7941	0	0.00651	0	0	0	0
Healthy	0	3.37166	0	0	0	0	0	0	0	0	0	0	0.12913	0	8.73143	2.33399	0	0	0	0
Healthy	0	0	0	0.0432	0	0	0	0	0	0	13.048	0.82433	5.77752	1.77682	0.08246	0.03981	0	0.1691	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.49723	0.01002	3.27392	3.58348	0	0	0	0	0	0
Healthy	0	4.66541	0.02787	0	0	0.0158	0.00503	0.00372	0.0011	0	7.49545	0	5.60583	0.73851	0.32651	0.84216	0.17747	0.00011	0.04686	0.07061
D016640	0.14807	0.86193	0.10598	0	0	0.46972	0.07164	0	0	0	10.6047	1.97012	4.14925	1.10436	0.053	0.16187	0.3978	0	0.04134	0.02742
Healthy	0	0.84606	0	0.02277	0	0	0	0.00544	0	0	7.78948	0.727	0	1.54665	0.00894	0.16452	0	0	0	0
Healthy	0	0	0	0	0	0.01711	0	0	0	0	3.93819	0.09091	1.81793	2.47616	0.47067	0.21083	0	0	0	0.00771
Healthy	0	0	0	0	0	0	0	0	0	0	3.5163	0	3.06729	0.53049	1.01424	0.18477	0	0	0	0
Healthy	0	0.30933	0	0	0	0	0	0	0	0	0.55948	7.54138	0	0.15862	1.62544	0.66643	0	0.00244	0	0
Healthy	0	0	0	0	0.00094	0	0	0	0	0	2.88147	0.59576	0.62881	0.17168	0.16062	0.39148	0	0	0	0
Healthy	0	0.60848	0	0	0	0	0	0	0	0	5.29612	10.3192	1.33003	0.92664	0.81154	0.64041	0	0.01267	0	0
Healthy	0	0	0.02023	0	0	0	0	0.00205	0	0	7.94107	4.88617	2.00146	0.68801	0.15197	0.4452	0.01493	0	0.03397	0.0184
Healthy	0	0	0	0	0	0	0	0	0	0	1.6061	19.3761	2.01463	0.32076	0.61657	1.03191	0	0	0	0
Healthy	0	0	0.07641	0	0.00572	0	0.02437	0	0	0	1.82098	0.47046	0	0.69613	0.02032	0.03637	0.18662	0.07079	0	0.09784
Healthy	0	0	0	0	0	0	0	0.02405	0.01361	0.00652	0	0	0	0	0	0.00136	0.3796	0	0	0.52526
Healthy	0	0	0	0	0	0	0.13879	0	0	0	0.23468	1.93223	0	1.04818	0	0.15455	0.08747	0.00488	0.02859	0.00801
Healthy	0.30545	0	0	0	0.01125	0.01856	0.01302	0	0	0	16.2888	0.01894	2.95125	2.11778	0.11949	0.18103	0.00289	0.00279	0	0.02806
Healthy	0.82507	0	0	0	0	0.00171	0	0	0	0	17.7337	0	1.87868	2.8381	0	0	0	0.03097	0	0
Healthy	0	0	0	0	0.17715	0.01421	0	0	0	0	0	0	2.59706	0.10389	0	0	2.29887	0.09536	0.152	0.43709
Healthy	0	0	0	0	0	0	0	0	0	0	17.0964	0	0	2.69337	0	0	0	0	0	0
Healthy	3.79168	0	0	0.09569	0	0	0	0	0	0	8.83145	1.13732	0	2.95138	0.0108	0	0	0	0	0
Healthy	0	0.03437	0.39772	0	0	0.03017	0	0	0	0	0	0.03253	0	0	0	0.01615	0.26539	0	0.40775	0.144
D016640	0.00166	0.1028	0	0	0	0	0	0.00049	0.01498	0.01317	2.78962	1.57694	0.25626	0.42869	0.22035	0.29006	0	0.11088	0	0
Healthy	0	0	0	0.02961	0	0.00569	0.00659	0.03709	0	0	2.64688	0.02525	1.84949	0	3.87823	0.0353	0.01171	0.13296	0	0.00613
Healthy	0	0	0.40108	0	0.05379	0	0	0	0	0	0	0	0	0	0.01427	0	0.0488	0.13412	0.47019	0.15665
Healthy	0	0	0	0	0.34998	0.05769	0	0	0	0	0	0	0	0	0	0	3.38782	0	2.67661	0.04941
Healthy	0	0	0	0	0	0	0	0	0	0	7.01189	3.22498	0	3.90153	0.77417	0.24686	0	0.00219	0	0
Healthy	1.89914	0	0	0.03434	0.02586	0.10678	0	0	0.30233	0	0.50463	0.00384	0.62805	0.32306	0.63889	8.71528	0.07911	0	0.06584	0
Healthy	0	0	0	0.06286	0.02784	0	0	0	0	0	15.1607	0.32307	0.71892	0.40342	0	0.04875	0.05515	0.01507	0	0
Healthy	0	0	0.01819	0	0	0	0	0	0	0	7.87729	4.64619	1.86635	0.65901	0.12591	0.42315	0.00637	0	0.06194	0.03251
Healthy	0	0	0	0	0.08723	0	0	0	0	0	15.2808	0	3.36515	0	0	0	1.07953	0	0.05108	1.42029
Healthy	0	0	0.02311	0	0	0	0	0	0	0	8.23405	4.51946	1.82427	0.69635	0.13666	0.37873	0.01805	0.0031	0.05264	0.03832
Healthy	0	0.01703	0	0	0	0	0	0.00148	0	0.01438	3.12339	0.87936	0.87852	0.24736	0.41443	0.5062	0	0	0	0
Healthy	0	0	0	0	0.07715	0	0	0	0	0	0	0	0	0.62176	0	0.0478	0.17726	0	0	0
Healthy	1.54779	0	0	0	0.25627	0	0	0	0	0	2.44552	0.9655	0.60849	1.7042	0	0	1.57013	0.0044	0	0.11658
Healthy	0	11.2251	0	0	0	0	0	0	0	0	0	14.5722	0.22627	0	2.24925	0.91584	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.12055	4.87749	7.04598	0.52949	0.21709	0.204	0	0.02681	0	0
Healthy	0.79981	0.64556	0	0	0	0	0	0	0	0	12.3257	0.64716	0	2.30579	0.01431	0.19748	0	0.03488	0	0
Healthy	0	0	0.01639	0	0	0.00894	0	0	0	0	0.02076	5.45434	2.23447	0.43635	2.07537	0.70287	0.00462	0.0059	0	0.0209
Healthy	0	0	0.2014	0	0	0	0	0.00864	0.00585	0.00061	0.00053	0.88479	0	0.00101	3.46275	0.99114	0.28759	0	0.08617	0.07906
Healthy	0	0.00622	0	0	0.06555	0.03027	0	0.0046	0	0	1.73537	0	0.12089	0.01284	0.21128	0.18091	0.03045	0.04059	0.03505	0.00444
Healthy	0	0	0	0	0	0	0	0	0	0	5.75903	2.26394	0.89318	1.03869	0.32344	0.15425	0	0.06558	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.00654	0	1.16025	0.8847	0	0.05056	0	1.1027	0	0
Healthy	1.85146	0	0	0.07593	0	0	0	0	0	0	3.17791	0	2.46521	0.22183	2.45169	1.59475	0	0.27283	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.00666	2.75595	0.68024	4.57825	0.24614	0.05107	0.06917	0	0.24452	0	0.0108
Healthy	0	0	0	0	0	0	0	0	0	0	0.50392	6.01356	2.43282	0.02312	0.59976	0.11981	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.09678	0	0.96827	0.06498	0.08172	0.14166	0	0.37327	0	0.05819
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.02274	0	0	0	0	0	0.00907	0.04063	0.03971	0.12684	0.03312	0	0.00073	0.25688	4.81646	0	0.02051	0
Healthy	0	0	0	0	0.17086	0.0188	0	0	0	0	0	0	2.58335	0.09653	0	0	2.21565	0.09381	0.16135	0.46856
Healthy	0	0	0.10158	0	0	0	0	0	0	0	0	5.76475	0	0	0	0.03349	0.01243	0	0.13055	0.12013
Healthy	4.26743	0	0	0	0	0	0	0	0	0	9.50472	0.81897	1.45276	1.95852	0	0.04779	0	0.07201	0	0.10115
Healthy	0	0	0	0	0.36947	0.06007	0	0	0	0	0	0	0	0	0	0	3.37938	0	3.13282	0.04104
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.99601	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.12753	0.01318	0.00292	0.06808	0	0	4.33251	0.00939	0.941	0.36289	2.62773	2.55314	0.04223	0	0	0
Healthy	0.63604	0.4543	0.04949	0	0.00524	0	0.05011	0	0	0	10.6163	0.2703	0	2.67662	0.00476	0.11026	0	0.08807	0	0.04293
Healthy	0.86064	0.71275	0	0	0	0	0	0	0	0	12.6806	0.59858	0	2.27611	0	0.16673	0	0.02582	0	0
Healthy	0.10737	0	0	0	0	0	0	0	0	0	22.9374	0.25089	0.9426	1.51323	0	0	0	0.01247	0	0
Healthy	0	9.87722	0	0	0	0	0	0	0.05688	0.09058	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.2337	0.08341	0	0	0	0	0	0	0	0	0	0
Healthy	2.72441	0	0	0.1325	0	0	0	0	0	0	14.1129	2.07726	0	2.85828	0.01726	0.01228	0	0.02268	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.07037	0	1.09382	0.84218	0	0.08277	0	1.16922	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.99296	4.68865	5.24712	2.33948	0	0.2164	0	0.01495	0	0
Healthy	0.0753	0	0	0.12488	0	0	0	0.02789	0	0	4.11713	0	0.71991	0.32344	0.08962	0.17735	0	0.01081	0	0
Healthy	0	0	0	0.11875	0	0	0	0	0	0	13.2091	0.00103	7.24737	0.79015	0.61256	0.22904	0	0.05557	0	0
Healthy	0	0.002	0	0	0	0	0	0	0.1215	0.03842	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.46323	0	0.50867	0	0.00562	0	0	0	0
Healthy	0.1242	0	0	0	0	0	0	0	0	0	0	1.77821	0.78418	0.03711	0.17821	0.22272	0	0	0	0.01205
Healthy	0.11845	0	0	0	0	0	0	0	0	0	17.2933	0.67101	5.16736	3.16193	0	0	0	0.04993	0	0.00421
Healthy	0.00353	0	0	0	0	0	0	0.0018	0	0.00983	0.92857	2.17968	4.37539	0.52151	2.8275	0.76623	0	0.01132	0	0
Healthy	0.00793	0	0	0	0.02568	0.01506	0	0	0	0	1.11972	20.439	2.15554	0.18016	0.88039	1.10663	0.02373	0.07158	0	0.03581
Healthy	0	15.3638	0	0	0.03949	0	0	0	0	0.00199	0.00028	0	0	0	0	0	0	0	0	0
Healthy	0	0.89181	0	0.159	0	0	0	0	0	0	11.3716	1.7888	0	5.2801	0	0.02445	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.0361	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.09948	0	0.00298	0	0.01839	0	0	0	1.81469	0.50817	0	0.75481	0.02265	0.04378	0.21729	0.00655	0	0.09224
Healthy	0	0	0	0	0	0	0.03592	0	0	0	0.78211	0	1.47858	0.23746	15.5886	5.01227	0	0	0	0
Healthy	0	0	0	0	0.00925	0	0	0	0	0	24.2501	0.30837	2.61813	4.41358	0.01731	0.0798	0	0.16668	0	0.02341
Healthy	0	0	0	0.04141	0	0	0	0	0	0	5.00191	5.5386	3.69303	2.23899	0	0.05485	0	0.02693	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.68825	0	0	1.52523	0.01685	0.19785	0.02701	0.16675	0	0
Healthy	0	2.0545	0	0	0	0	0.04389	0	0	0	8.08362	0.89397	4.92977	3.16889	0.75331	0.31249	0.00486	0.05209	0	0.01381
Healthy	0.91057	0	0	0	0	0	0	0	0	0	3.51383	3.89587	2.51648	0.4485	0.58913	0.29229	0	0.00509	0	0
Healthy	0	0.03064	0	0.32977	0.00548	0.02123	0	0	0	0	4.64458	5.18407	1.99102	0.55059	0.77873	0.09668	0.01324	0.001	0	0.00856
Healthy	0	0	0	0	0	0	0	0.00644	0	0	1.62391	24.2154	0.44649	0.11985	0.11524	0.2789	0	0.03392	0	0
Healthy	4.19038	0	0.09583	0	0.01761	0.01042	0.00545	0	0	0	0.83591	4.14744	1.58507	0.15885	0.19564	0.2544	0.07108	0.03397	0.01693	0.00931
Healthy	3.11782	0	0	0	0	0	0	0	0	0	0	11.0582	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.59007	0.6392	1.73873	0	2.40119	1.0764	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	8.88162	2.41317	8.27071	4.41726	0.13686	2.57833	0	0	0	0
Healthy	0.00543	0	0	0	0	0	0	0.06192	0	0.1042	0.40961	10.6256	0.90946	0.08058	0.7843	0.84114	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	8.77079	0	0	0.55827	0.55525	0	0	0	0
Healthy	0	0	0.01216	0.00276	0.00361	0.00065	0	0	0	0	0	7.96646	0	0	1.01544	1.30548	0	0.13741	0.01151	0.00137
Healthy	0.00946	0	0	0	0	0	0	0	0	0	5.11622	0.08984	4.28773	0.27635	0.77114	0.51876	0	0	0.03351	0.03442
Healthy	0	0	0	0	0	0	0	0	0	0	4.33124	11.7745	1.3198	1.90306	0	0	0	0	0	0
Healthy	0	0.02842	0.01172	0	0	0	0	0	0	0.01017	0	0	0	0	0	0	0.35482	0.07202	0	0.02934
Healthy	0	0	0	0	0.00131	0	0	0	0	0	3.48904	6.39275	0	0.43478	0.35189	0.19587	0.08354	0	0	0.0135
Healthy	0.05592	2.96158	0.00868	0.03646	0.00688	0.00623	0.0012	0.00355	0	0	4.19919	8.0719	0.11359	0.19159	0	1.85544	0.01985	0.03582	0.03312	0.23525
Healthy	0	0	0.02427	0	0.01697	0	0	0	0	0	11.0315	0.86419	11.9433	0	0.17032	0.17474	1.20231	0	0.05007	0.01035
Healthy	0	0	0	0	0	0	0	0	0	0	1.43876	0	3.51255	3.75214	0	0.00392	0	0	0	0
Healthy	0	0	0	0.01305	0	0	0.01433	0	0	0	1.39877	17.1439	3.18452	0.26101	3.23774	2.5201	0.00876	0.03789	0	0
D016640	0.09842	0	0	0.00017	0.00267	0.00974	0	0.02752	0	0	8.33814	8.80392	4.39462	1.26175	0.50168	0.93574	0.00068	0.04441	0	0
Healthy	0.06833	0.96245	0.06648	0	0	0	0.09447	0	0	0	11.5556	1.24158	0	3.88966	0.19471	0.34845	0	0.0019	0	0.01296
Healthy	0	0	0	0.04122	0	0	0	0	0	0	12.857	0.97384	5.77425	1.73626	0.07937	0.03001	0	0.17636	0	0
Healthy	0	0	0	0	0	0.0805	0	0	0	0	0	0	0	0	0	0	0.01622	0.2435	0	0.02635
Healthy	0	0	0	0.13981	0	0	0	0	0	0	0	0	2.97808	0	0	0.02603	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.81445	1.46036	3.39645	0.03473	0.27361	0.79216	0	0	0	0
Healthy	0	0	0	0	0	0	0.2108	0	0	0	5.82936	0	3.91048	0.56815	0.73193	0.33377	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.0912	0	0	1.55792	0.00288	0.22362	0.02872	0.19444	0	0
Healthy	0	0	0	0	0.15444	0	0	0	0	0	12.9271	1.36115	6.57865	2.21587	0	0	0.24613	0.02768	0	0
Healthy	0.93395	0.01457	0	0	0	0.00199	0	0	0	0	5.59898	5.50899	17.6745	0.97453	0.15282	0.11573	0	0.00034	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.69932	1.80735	0	4.65613	0.03433	0.19388	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.17886	6.00524	5.61279	0	0.54372	0.67036	0	0.00766	0	0
Healthy	0	0.04273	0	0	0	0	0	0	0	0	0	2.49284	1.21917	0	0.07666	0.28402	0.01181	0	0	0.06765
Healthy	3.53538	0	0	0.14046	0	0	0	0	0	0	0	0	0.38159	0.27047	0.11783	0.03428	0	0	0	0.00412
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.10482	0.26358	0	0.26012	0.61299	0	0	0	0
Healthy	0	0	0	0.53714	0	0	0	0	0.01816	0	3.13693	9.07225	2.62214	5.7923	0.37741	0.8676	0.0209	0.00387	0	0
Healthy	0	0.0056	0	0	0	0.00366	0	0.07458	0	0.02368	0	3.13777	2.24022	0.3077	5.87164	1.7438	0.0038	0	0	0
Healthy	0	10.1715	0	0	0	0	0	0	0	0	0.68599	0.13409	0.83614	0	1.38872	1.34372	0	0	0	0
Healthy	0	0.06976	0	0	0	0	0	0	0	0	12.9671	0	12.8507	0	0	0.02692	0.01141	0	0	0.09571
Healthy	0	0	0	0	0	0	0	0	0	0.00308	0	0	0	0	0	0	0.00021	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.92686	19.7553	0.89807	0	4.84358	0.5801	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57134	0	0.01752	0.08949
Healthy	0	0	0	0	0	0	0	0	0	0	5.30884	0.66209	3.18876	0.348	0.12725	0.14809	0	0.0031	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.36122	10.6976	0.80045	0	0.45377	0.97432	0	0	0	0
Healthy	0	0.87643	0	0.02704	0	0	0	0.01449	0	0	7.69717	0.7097	0	1.68539	0.01478	0.19733	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.02583	0	0	1.52929	6.23589	0.26602	0.13297	0.79157	0.45472	0	0.01176	0	0
Healthy	0	0	0	0	0.0118	0.02405	0	0	0	0	0	0	0	0	0	0.00152	0.07786	0.01922	0.03833	0.47433
Healthy	0	0.14455	0.10549	0	0	0	0	0	0	0	4.88196	2.86716	0	0	0.12971	0.6606	0.02312	0.01018	0.01511	0.13891
Healthy	0	0	0	0	0	0	0	0	1.1473	0.26383	0	0	0	0	0	0	0	0	0	0
Healthy	0.05615	0.29513	0	0.00311	0	0.01078	0	0.00313	0	0	8.36775	2.22488	0	0.82224	0.02657	0.12451	0.03049	0.05324	0	0.0612
Healthy	0	0	0	0.16632	0.05986	0	0	0	0	0	7.73221	2.844	9.11145	3.0326	0.00539	0.10177	0.00185	0.2314	0.01462	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.10929	0	0.32947	0.47146	0.65385	0.31465	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.4593	3.434	0	4.6158	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.32246	1.64034	1.91217	4.29085	0	0.005	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.0078	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74139	0	0.02684	0	0	0	0
Healthy	4.32175	0	0	0	0	0	0	0	0	0	10.3479	0.76814	1.2806	2.15369	0	0.05697	0	0.00235	0	0.1002
Healthy	0	0	0	0.00985	0.00385	0	0	0	0.03213	0	0.03467	0	0.4913	0.44055	2.97411	0.64846	0.03341	0	0	0
Healthy	0	0	0.02501	0	0	0	0	0	0	0	8.13098	0	1.97633	1.5197	0.10124	0.10942	0.13621	0	0	0.08482
Healthy	0	0	0	0	0	0	0	0	0	0	12.9169	0	0	1.87386	0	0	0	0.1197	0	0
Healthy	0	0	0	0	0	0.01364	0	0	0	0	2.61038	0	2.71883	0.18365	0.5854	0.09024	0.33722	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	28.002	0.50441	0	0.84371	0	0	0	0.5632	0.01618	0
Healthy	0	0	0	0	0	0	0.17971	0	0	0	0.21103	1.88633	0	1.06008	0	0.1457	0.08001	0.00813	0.01616	0.00917
Healthy	0.17498	0.22254	0.25282	0.21605	0	0.06872	0	0	0	0	0	0.9033	0	1.18508	0.15803	0.03007	0.01692	0.0369	0.01293	0.41138
Healthy	4.3443	0	0	0	0	0	0	0	0	0	10.4578	0.75971	1.33607	2.17066	0	0.04209	0	0.00234	0	0.09408
Healthy	0.01576	0	0	0	0	0	0	0	0	0	0.04677	5.5304	0.24096	0.32876	0.18208	0.17776	0	0	0	0
Healthy	0	0	0.01858	0	0	0	0.02207	0.00177	0.00405	0	4.00027	26.7035	1.03738	0.3305	1.5828	2.19886	0.00116	0	0	0
Healthy	5.36717	0	0	0.08018	0.01643	0	0	0	0	0	11.0197	0	3.31215	0.35726	0	0	0.00255	0.30887	0.579	0.08343
Healthy	0	0	0.07486	0	0.06621	0.04164	0.01144	0.00167	0.00684	0	0	6.4636	11.6226	3.83101	2.3402	0.1574	0.09843	0	0.14373	0.02402
Healthy	0	0	0	0.00621	0	0	0	0	0	0	4.05407	1.87627	4.23688	1.52961	0.05327	0.16959	0	0.07183	0	0
Healthy	0	0	0.03812	0	0	0	0	0	0	0	16.6849	2.12722	2.07828	0.93164	0.08595	0.10426	0.01589	0.02854	0.01297	0.09331
Healthy	0	0	0	0	0	0	0	0	0	0	7.57606	3.27466	7.42608	2.41743	0.18755	1.00283	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00365	0	0	0.00126	0	0	0	0	0.24977	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.0545	0.94707	10.4789	2.23397	0.17241	0.63394	0	0	0	0
Healthy	0	0	0.14417	0	0.07743	0	0	0	0	0	0	0	0	0	0	0.04901	0.06516	0	0.16636	0
Healthy	0	0	0	0	0	0.04182	0	0	0	0	0	0	0	0	0.46813	0.13289	0.21781	0	0.40686	0
Healthy	0	0	0	0.0304	0	0.00246	0.00229	0.04432	0	0	2.73485	0.02898	1.89388	0	3.83349	0.04567	0.00798	0.12716	0	0.00594
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67761	0	0.03486	0.06992
Healthy	0	0	0	0	0	0	0	0.03681	0	0	3.26198	2.15726	2.65682	0.00375	2.61434	0.6285	0.00898	0	0	0
Healthy	0	0	0.00807	0	0.09826	0	0	0	0	0	0	1.99354	0	0	0.08623	0.07117	0.34633	0.01291	0.03552	0.01284
Healthy	0	21.5286	0	0	0	0	0.00121	0	0.00283	0.00859	0.00128	0	0.00262	0.0014	0	0.00662	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.01693	0	0	0	0	0	0	0	13.0536	0.70368	2.90746	0.77539	0.00168	0.05504	0	0.03187	0.00255	0.07611
Healthy	0	0	0.22196	0	0.00294	0.01195	0.03917	0	0	0	0	4.52844	5.12329	0.80075	0.06676	0.06166	0.05001	0.26698	0	0.07505
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.44201	0	0.29813	0.654	0.61018	0	0.08659	0	0
Healthy	0	16.3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.36378	0	0.05687	0	0	0	0	0	0	0	0	0	0.00674	0	0.04136	0.12364	0.44847	0.12101
Healthy	4.59845	0	0	0.01886	0	0	0	0	0	0	6.92775	0	2.91151	0.65559	0	0.07325	0.00839	0.22215	0	0.04003
D016640	0	0	0	0.08757	0	0	0.02905	0	0	0	7.1912	0	1.03152	1.78893	0.2053	0.20806	0	0.13169	0	0
Healthy	0	0	0.03678	0	0	0	0	0	0	0	0	1.0012	6.42954	0.86751	0.03767	0.01627	0	0.24043	0	0.05752
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.26012	0	0	0.10445	0.19043	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.09082	0.05021	0	0	0	0	0	0	0	0	0	0
Healthy	0.25665	0	0	0	0	0	0	0	0	0	3.99198	2.46568	1.26668	0.46752	0.27726	0.31195	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.30851	17.755	1.61675	0.20819	0.39189	0.98682	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.51697	0	2.9406	0.07144	0.49863	0.08903	0	0	0	0
Healthy	0	0	0.02803	0	0	0	0	0	0	0	0.00484	1.00454	6.31564	0.83429	0.04226	0.02794	0	0.27881	0.00284	0.06114
Healthy	0	0	0	0	0.34682	0.06788	0	0	0	0	0	0	0	0	0	0	3.07033	0	2.8991	0.03619
Healthy	2.49571	0	0	0.10689	0	0	0	0	0	0	12.8798	2.06101	0	2.71326	0.00341	0	0	0.0072	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.73819	0.00874	0.19322	0.21728	0.34997	0.12209	0	0.00407	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	24.7905	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01876	0	0	0	0	0	0	1.41343	1.56266	1.96392	4.15153	0	0.01446	0	0	0	0
Healthy	0	0	0	0.03328	0	0	0	0	0	0	0	4.77208	0	1.976	0.89075	0.16946	0	0.0302	0	0
Healthy	0	0	0.00324	0	0	0	0.04339	0.03062	0	0	1.869	0.0032	0	0	0.24311	0.29448	0	0	0	0.01172
Healthy	3.41695	0	0	0.01475	0	0	0	0	0	0	0.25063	0	0	0.02676	0.0749	0.0544	0	0	0	0
Healthy	0.93476	0.68054	0.01902	0	0	0	0	0	0	0	11.788	0.61582	0	2.06317	0	0.16396	0	0.03135	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06467	0	0	0	0
Healthy	0	0	0.06374	0	0	0	0	0	0	0	11.3429	0	0	1.67754	0	0.03984	0	0.24272	0	0
Healthy	0.00757	0	0	0	0.00087	0	0.00021	0	0	0	2.01298	0.00092	0.4821	0.92614	0.1598	0.07885	0	0	0	0.00458
Healthy	2.50531	0	0	0.11858	0	0	0	0	0	0	12.6178	2.00254	0	2.4971	0.00489	0.00323	0	0.01225	0	0
Healthy	0	0.04409	0.00569	0	0	0.00291	0.00156	0	0.0103	0	0.03706	0.54225	0.04432	0.11508	1.54993	0.40853	0.003	0.00869	0	0
Healthy	1.94629	0.02042	0	0.05921	0	0.00261	0	0	0	0	4.04372	0	5.2949	0.80785	0.00336	0.03407	0.02132	0.23837	0	0.03511
Healthy	0	0	0	0	0	0	0	0.01492	0	0	3.78415	0.07163	1.32314	0.03996	0.81285	0.23056	0	0.00227	0	0
Healthy	0.25495	0.32304	0	0.01807	0	0.00738	0	0	0	0	3.52384	0.01452	0.15441	0.60931	0.94976	0.22888	0.01853	0	0.00368	0.04165
Healthy	0	0.31313	0.00127	0.09347	0	0	0	0	0	0	5.6635	3.55691	4.57884	0.76545	0.67061	0.13959	0.02555	0.47825	0	0.11314
Healthy	0	0.22748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	5.55364	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0.04753	0	0	0	0.18531
Healthy	0	0	0	0	0	0	0	0	0	0	5.47079	0	18.1387	0	0	0	0.03201	0	0	0
Healthy	0	0	0.03799	0	0.2264	0.06107	0.01505	0	0	0	4.56348	7.10946	3.91476	0.10362	0.08265	0.53423	1.26668	0	0.27785	0.02192
Healthy	0	0	0.02193	0	0	0	0	0	0	0	11.003	0	0	1.42936	0	0.01337	0	0.20149	0	0
