group	Enterobacteriaceae	Pseudomonadaceae	Moraxellaceae	Veillonellaceae	Staphylococcaceae	Actinomycetaceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Ruminococcaceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae
Healthy	0.04976	0	0	0.15995	0	0		29.72166	13.96411	1.81886	8.38122	0.90208	3.34168	0.01692	0.19052	0	0
Healthy	1.09555	0	0	0	0	0		12.62268	21.23129	1.25512	6.94266	0	0.01244	0	0.01378	0.02251	0
Healthy	0.00817	0	0	0	0	0		19.43855	52.59742	2.27428	2.95687	1.5996	1.38913	0.63245	0.05756	0.01382	0
Healthy	0.5133	0	0	0.06149	0	0		31.91916	10.98274	0.21427	28.18338	0.0006	0.79366	0	0.53123	0.00173	0.01282
Healthy	0	0.00495	0	0	0	0		12.98109	39.77654	0.68295	4.89424	0.82088	0.29263	1.03545	0.83719	0	0
Healthy	7.46327	1.80175	0	0.22815	0.01618	0.02365		0.00116	39.62724	0	0	0	0	0	0.00537	1.79372	0
Healthy	0.01636	0	0.01802	0.01122	0	0.00171		19.56969	1.457	0.44777	7.2462	0.93182	0.0632	0.7723	0.69723	0.00115	0.00855
Healthy	0.17344	0.00428	0	0	0	0		67.73399	11.18939	9.39716	3.59579	0.90677	0.25814	1.05065	0.02949	0.00058	0.03054
Healthy	0.06106	0	0	0	0	0		83.19387	1.72893	1.61042	0.98283	5.52009	0	2.04648	0	0.05427	0
Healthy	0	0	0	0.14734	0	0		24.27551	38.8167	0.60937	0.86701	4.21557	0	7.17482	0	0	0
D007234	30.54723	0.02181	0.04541	0	62.68964	0		0	0	0	0	0	0	0	0	0	0
Healthy	7.65476	0	0	0.01761	0	0.16012		19.26815	8.44434	8.58898	10.43843	2.63163	3.16843	3.28876	1.18845	0.30207	0.00133
Healthy	87.6699	0.04741	0	0	0.8316	0		0.03436	0	0	0	0.00378	0	0	0	0	0
D007234	23.57892	0.52402	0.02844	1.88722	0.05913	0.00075		0	0	0	0	11.4213	0	0	0	0	0
Healthy	0.87742	0.10447	0	0.05289	0	0.00775		38.21478	24.73501	6.38575	8.07146	0.6642	4.77997	0	0	0.05845	0.00889
D007234	0.00897	70.3263	0.01241	0.00239	23.07589	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		63.87995	9.69299	2.77726	1.95808	4.40354	0	3.23702	0	0	0
Healthy	0.08761	0	0	0.03405	0	0		26.42138	23.67886	7.64732	11.5235	0.36746	3.65171	1.35453	0.67645	0.04466	0.15156
Healthy	0	0	0	0	0	0		29.92045	12.33075	1.06491	1.46189	50.7413	0	0	0	0.30319	0
Healthy	0.36426	0	0	0.14732	0	0		34.79275	2.06269	29.34344	4.19445	4.8622	1.94291	2.68284	0	0	0.04112
D007234	25.7724	0	0	0	0	0		34.32252	3.47878	0	0	4.08217	0	0	0	0	0
Healthy	0.14705	0	0	0	0	0		46.90884	5.91702	15.4521	3.30467	4.39784	1.07099	3.1311	0	0	0.07434
Healthy	0.18304	0.00754	0	0	0	0.00379		30.68269	10.32986	6.87355	11.28753	2.35053	0.04162	1.69821	0.61169	0.08495	0.01399
Healthy	0	0	0	0	0	0		27.85964	46.34829	0.62418	1.53945	0.42982	0	0	0	0.30461	0
Healthy	0	0	0	0	0	0		20.3233	6.27347	6.96963	2.34681	1.38836	4.80684	0.76986	0.38363	0.87914	0.71462
Healthy	0.13388	0	0	0.00243	0	0		33.35016	4.55439	15.94123	4.13225	3.84116	0.94061	5.55921	0	0.08279	0.36652
D007234	0.36326	30.5476	46.342	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09389	0	0	0	0	0		45.14646	5.77806	15.84127	3.61009	4.39523	1.02405	3.12086	0	0.01522	0.08906
Healthy	0	0	0	0	0	0		50.4625	25.99537	0.91171	10.20938	0	1.33943	0.48983	0	0	0
Healthy	0.01077	0	0	0.00567	0	0		87.56983	6.25106	0.22771	0.47776	0	0	0	0	0.03935	0
Healthy	0	0	0	0	0	0		49.94599	18.21306	1.87102	4.42476	0.28595	1.26566	0	0.02019	0	0
Healthy	0	0	0	0	0	0		2.75743	15.24503	0.82712	24.1703	0	0.82095	0	0	0	0
Healthy	0.02321	0	0	0	0	0		55.57526	5.14392	11.07429	1.86857	1.47904	0.52165	0	0	0.0481	0
D007234	26.61356	0.13768	1.49596	11.2799	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.0328	0	0	0	0	0		54.33304	1.1663	6.63942	3.8008	4.94019	0.91323	1.51923	0.08428	4.02394	1.66613
Healthy	2.17787	0	0	0	0	0		25.45826	24.27811	1.29699	10.05209	1.76152	0	0.1394	2.53666	0	0
Healthy	0	0	0	0	0	0		52.38883	14.13543	7.02145	1.40551	1.69946	0	2.68902	0.23918	0.04008	0.06513
Healthy	0	0	0	0	0	0		62.4949	0.78978	14.76102	1.60969	1.95304	0	0	0	0.01668	0
D007234	26.10812	0	0	0	0	0		29.85754	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		52.84841	26.29808	0.12639	2.37657	1.16581	0.048	0.98973	0	0	0
Healthy	0	0	0	0	0	0		13.88747	21.11407	7.9668	4.90963	1.56111	3.11402	7.54657	0.25072	0.04687	0.00189
D007234	66.4003	0.06683	0.07417	0	4.61808	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		52.38316	14.52991	7.21644	1.40013	1.80397	0	2.77145	0.23103	1.6631	0.06104
Healthy	0.43307	0	0	0.26113	0	0		16.50866	15.26306	5.82279	8.45186	16.59372	0.11272	1.04793	0.29517	0.09104	0.0481
D007234	67.74246	6.74278	0	0.08889	0.01892	0		0.00931	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		0	19.60951	0	2.77059	0	44.4455	0	3.21662	0	0
Healthy	0	0	0	0.02688	0	0		27.78473	24.55488	1.1217	16.37696	1.73068	3.45355	1.42232	0	0	0
Healthy	0.6727	0	0	0.00129	0	0		54.92267	10.44091	0.34539	1.01248	0.44147	0	0	0.02957	0.00454	0.03612
D007234	16.4277	60.3982	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.74512	0	0	0.13021	0	0.00879		8.46995	3.57365	4.54685	0	55.4244	0	0	4.01171	0	0
Healthy	4.12779	0	0	0	0	0		92.1473	0.64707	0	1.42962	0	0	0	0	0.04909	0
Healthy	1.83545	0.25317	0	0	0	0		14.6883	21.35409	5.13152	11.99021	1.44981	4.14103	1.73556	0	0	0
Healthy	0	0	0	0	0	0		32.15259	23.87406	24.4055	3.6521	6.37429	0.23339	1.03639	0	0.19086	0.24434
Healthy	0	0	0	0	0	0		31.71635	23.7909	23.906	3.53311	6.43809	0.22849	1.14784	0.06704	0.24656	0.33779
Healthy	0	0.11321	0	0	0	0		6.80061	30.93293	0.85813	16.45175	2.33747	0.15057	0.54001	0.31422	0.1245	0.04101
Healthy	0.04559	0.03056	0	0	0	0		16.66698	27.93452	0.52597	11.14507	0.34158	10.8136	0.92087	1.55705	0	0
D007234	72.0379	6.65428	15.1777	0.90482	0.05512	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09805	0	0	0	0	0		8.35651	35.61448	0.62661	13.61657	1.50426	10.75147	2.19014	0.13637	0.01003	0
Healthy	2.02806	0	0	0.1432	0	0.00299		18.58788	25.4783	3.03612	10.38104	1.82479	11.17187	0.85979	1.07156	0.00713	0.09504
Healthy	0	0	0	0	0	0		28.73911	8.61824	0	24.40005	0	4.83756	0	0.6947	0	0
Healthy	0	0	11.5426	0.0031	0	0		11.97928	19.89236	5.05123	3.25541	1.31999	8.70982	4.72075	0.28028	0.33959	0.00212
Healthy	0.04317	0	0	0	0	0		50.14928	7.83141	14.88692	3.68747	2.36362	3.86076	3.46952	0	0.00911	0
D007234	38.8059	0	57.0534	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	8.48243	0	0.06041	0.02726	0	0		54.18048	13.89969	4.6813	8.76363	1.19501	0.00635	1.7547	0.0426	0.03503	0.02153
D007234	59.6931	0.80118	6.04433	4.60113	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.03067	0.0638	0	0	0	0		27.32592	47.44119	1.00068	1.47463	2.10844	2.28717	2.42318	0	0	0
D007234	23.1279	3.25929	25.5616	0	8.45878	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.13071	0	0		40.19594	7.41268	17.98824	4.55272	1.85882	1.85238	0	0	0.0685	0
Healthy	0.47299	0.00038	0	0.00186	0	0		19.86247	19.30605	1.52814	5.56639	0.38155	27.61576	0.1857	0.30276	0.11883	0
Healthy	0	0	0	0	0	0		54.96992	2.81573	9.86851	3.14863	0.89272	0	0.78865	0.19455	1.2697	0.19444
Healthy	0	0	0	0	0	0		40.07286	15.96171	0	18.16738	0	1.63422	0	1.00994	0	0
Healthy	0.02631	0	0	0	0	0		53.10253	3.33986	1.6101	16.99815	2.47829	0	0	0.40393	0.27357	0
Healthy	15.6337	0.21254	0	0	0.14227	0		0.04254	0.01695	0.00153	0.02963	0.00463	0	0	0	0	0
Healthy	1.31886	0	0	0	0	0		83.40261	1.3669	0.07741	0	2.44765	0	0	0	0	0
Healthy	2.36877	0	0	0.06649	0	0		19.13218	22.85331	5.56369	18.05348	1.18699	10.2576	0.77206	1.80717	0	0
D007234	67.30561	0.32515	0	0	0.84277	0		0.02729	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		54.9095	25.93152	0.8505	8.72924	0.06004	1.38926	0.44166	0	0	0
Healthy	0	0	0	0.08681	0	0		47.44693	20.33841	0.659	1.13101	1.45644	0.47418	0.00144	0.09271	0.01289	0
D007234	34.1183	12.5013	0	0	0.50501	9.67142		0	0	0	0	0	0	0	0	0	0
Healthy	0.78469	0	0	0	0	0		20.15201	13.4946	0.06141	22.0754	0.76233	3.70962	0	0.18082	0.00321	0.14777
Healthy	0.15749	1.12472	0	0	2.24861	0		0.03058	0.00232	0.0135	0.00499	0	0	0	0	0	0
Healthy	0.07817	0	0	0.00282	0	0		54.09437	11.19733	0.66387	4.69882	1.24461	9.18627	0.56206	0.29965	0.04777	0.02767
D007234	40.36913	18.1202	36.2601	0	0.13593	0		0	0	0	0	0	0	0	0	0	0
Healthy	4.27323	0	0	0.10549	0.23342	0.39012		0.01207	13.95278	0	0.00272	0	0	0	3.87625	0.07233	0
Healthy	0	0	0	0	0	0		42.74961	1.95559	15.84823	7.17642	5.48968	0.62992	0.74262	0.07912	0.02147	0.03927
D007234	7.33974	9.39284	26.3006	7.50087	24.75375	0.14929		0.08068	0.01152	0	0	0	0	0	0	0	0
D007234	24.03068	6.46137	0.00122	1.97926	0.66445	0		0.00133	1.88896	0	0	0	0	0	0	0	0
D007234	53.44323	6.05636	0.00525	15.68337	0.20968	0.09803		0	0	0	0	0	0	0	0	0	0
Healthy	0.12255	0	0	0	0	0		57.53581	15.78988	2.31537	0.55108	8.26991	2.06624	0.08709	0	0	0
Healthy	0	0	0	0	0	0		55.94539	4.99949	11.67459	2.13626	1.39305	0.45379	0	0	0.05422	0
Healthy	0	0	0	0	0	0		48.7416	3.15258	0	0	0	0	0	2.77932	0	0
Healthy	18.6713	0	0.44225	0.01348	0	0.00019		5.90647	1.68143	0.03166	0.04218	22.9141	0	0	0	0	0
Healthy	1.0251	0	0	0.04263	0	0		50.74195	4.88406	2.58597	7.42224	5.40089	3.37052	0	0.31875	0.59253	0.00203
Healthy	0.15486	0	0	0.21648	0	0.00333		31.05144	13.15882	0.00027	7.17193	7.4342	0	0	0	0.04823	0
D007234	25.07149	0	0	0	23.07547	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		27.26433	9.87281	1.2919	1.11059	0.37816	8.85593	0.54445	1.12734	0.00225	0.02619
Healthy	0.30347	0	0	0.00198	0	0.00029		14.90616	26.60135	8.1883	4.01017	7.09406	9.32453	0.88152	0.81806	0.04477	0.1864
D007234	65.70786	0	0	0.00082	5.24576	0		0	0	0	0	0	0	0	0	0	0
D007234	0	0	0	0	14.1643	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		29.77408	33.09255	0.04774	4.39254	0.03575	0.07599	0.02559	0	0	0
Healthy	0.17465	0	0	0	0	0		34.31664	5.97775	15.03435	4.4393	6.37952	1.3787	0	1.38578	0.19817	0.11779
Healthy	0	0	0	0	0	0		55.22226	5.25075	2.20826	4.90406	6.0069	0	3.73784	0.04655	0.08393	0
Healthy	0	0	0	0	0	0		70.31759	0.65658	8.28927	1.08933	2.03359	0	0	0	0	0
Healthy	9.93651	0	0	0	0	0		9.23456	0.3762	1.31308	3.86647	3.00801	2.01491	0	1.28768	0.06887	0.60646
Healthy	0.07966	0	0	0	0	0		13.26506	22.62267	9.14021	9.51013	3.11518	9.75493	0.5656	0.02616	1.00341	0.03459
Healthy	0.27898	0	0	1.09017	0	0		26.76191	16.62348	0	4.33854	3.14512	0	0	7.0379	0.26198	0
D007234	52.54652	0.13293	0.37317	0.02192	0.06459	0		0	0	0	0	0	0	0	0	0.16398	0
Healthy	0.81252	0	0.99345	7.54867	0	0		13.19024	6.25322	0	0	0	0	0	0.08225	0	0
Healthy	0.44934	0	0	0	0	0		16.92778	27.47749	0.73339	7.3259	1.39091	7.57984	0.18419	0	0.00595	0.01352
Healthy	1.56178	0	0	0.00429	0	0		15.8995	20.47828	2.33993	10.36482	2.74664	5.57129	0.89031	0.8386	0.01239	0.11973
Healthy	0.0024	0	0	0.05124	0	0.00342		61.47021	18.49618	1.85048	13.26304	0.17073	0	0.36034	0.01795	0	0
Healthy	0	0	0	0	0	0		5.20868	15.68105	5.39872	9.03915	1.7121	5.64879	1.03834	0.47425	0.0101	0.11021
Healthy	0	0	0	0.98843	0	0		34.56477	20.14283	9.94266	5.50496	1.97051	0.77779	0	0	0.02429	0
Healthy	0.02496	0	0	0	0	0		35.67595	23.05958	0.99045	3.94638	2.421	0.08674	4.32298	0.23581	0.05479	0.01113
Healthy	0.08922	0	0	0	0	0		57.60384	2.98726	16.29838	3.32931	6.52634	1.42052	0.78709	0	1.4766	0.066
Healthy	9.88235	0	0	0	0	0		9.12484	0.39047	1.21067	3.84583	2.87822	1.95855	0	1.34761	0.11915	0.73443
Healthy	0	0	0	0	0	0		46.61101	18.56895	3.01581	8.90022	1.66043	0	1.74187	0	0	0
Healthy	1.58023	0	0	0.04947	0	0.00196		5.51358	37.12354	3.05415	12.17843	1.12803	13.63409	1.84471	0	0.01601	0.02349
D007234	54.35367	3.11277	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D007234	0.01017	82.973	0	0.01265	11.30298	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		22.69433	37.98924	2.8867	1.81967	0.7436	0.0411	3.48803	2.33976	0	0
D007234	17.68099	0.35771	1.59095	0	0.77877	0.00144		74.9435	0	0	0	0	0	0	0	0	0
Healthy	0.37113	0	0	1.10627	0	0		73.96651	1.82519	0	4.15826	2.66653	0.29666	0	0.24101	0.57775	0.01044
Healthy	0	0	0	0.0198	0	0		42.9432	13.89714	2.31265	5.91479	0.22667	4.04555	0	0.1148	0	0
Healthy	0.01877	0	0	0.01004	0	0		40.31075	2.50994	20.86077	7.88747	4.82188	0.35994	0.75121	0.08713	0.00819	0.08483
Healthy	0	0	0.0074	0.0068	0	0		54.36538	10.4235	6.46251	15.45437	1.32604	0.39908	1.42259	0.19234	0.0162	0
Healthy	2.9113	0	0	0	0	0		29.76353	4.1556	0	0	0.25627	0	0	0	0	0
Healthy	0	0	0	0	0	0		54.47159	10.17214	5.84946	0	1.36943	0	0	0	0.09952	0
Healthy	0	0	0	0	0	0		3.90279	52.67782	0.56384	5.80091	0.60516	5.83247	0.33219	0.31976	0	0.19699
Healthy	0	0	0	0.00389	0	0		40.56129	20.01501	0.61902	7.12536	4.68516	0.2881	0.00142	0.71882	0.4669	0.01015
D007234	1.90342	19.97276	0	0.01629	0.31142	0.00504		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		56.97599	12.96048	1.25267	3.67232	10.04593	2.55543	3.48808	0	0	0
D007234	32.6017	0	0	0	17.4874	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.02759	0	0		29.51028	4.44309	4.71841	1.19554	4.89685	4.71822	5.01123	0.62212	1.08473	0.13413
D007234	55.51403	39.09679	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.0276	0		7.65339	29.20642	4.82541	10.10871	1.56895	27.18844	1.08526	0.56859	0.00186	0
Healthy	0.06494	0	0	0	0	0		83.1803	1.97522	1.5347	1.0293	5.46756	0	1.9972	0	0.09046	0
D007234	89.5521	0	0.00354	0	0	0		1.4711	0	0	0	0	0	0	0	0	0
D007234	38.87404	0	0.00116	4.24828	0.25534	0		0	0.3028	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		51.86899	3.08403	0.72914	10.07357	7.18538	0	0	0	0.35929	0
Healthy	1.20757	0	0	0.05853	0	0.00594		22.74961	8.04226	14.12829	4.43563	5.93427	0.73701	1.37295	0.48773	0.19687	0.1381
Healthy	0	0	0	0.82588	0	0		8.34456	34.85489	1.07383	6.92953	1.01379	5.41519	0.66867	0.04435	0	0
Healthy	0.04797	0	0	0.02472	0	0		40.83767	19.26642	5.45714	3.43377	10.08835	0.73931	2.7843	0.16674	0.11111	0
Healthy	0	0	0	0	0	0		5.51896	28.41553	0.45861	3.31512	0.12771	3.36355	0	0	0	0
Healthy	0.04867	0	0	0	0	0		37.36739	3.22191	2.75924	2.69593	44.1742	0.21442	0	0.03053	0.36716	0
Healthy	0.03647	0	0	0	0	0		26.42113	4.38976	8.49697	6.41063	1.71504	15.58698	1.9029	1.6807	0.24183	0.1039
Healthy	0	0	0.02759	0	0	0		25.44306	4.05729	18.60053	1.00157	0	0.02663	11.579	0.83256	0.29962	0.0425
Healthy	1.23047	0	0	0.0719	0	0.01209		23.06283	8.04005	14.30181	4.38871	6.00746	0.83192	1.5146	0.52714	0.23223	0.13362
Healthy	0.04098	0	0	0	0	0		32.62029	1.71557	20.72669	2.53995	2.2058	1.8481	3.90749	0.07547	0.02543	0.77618
Healthy	0.00425	0	0	0.03522	0	0		44.43274	21.33139	0.95153	0.51417	10.0016	0.01327	0.56926	0.13333	0.04606	0.0132
Healthy	0	0	0	0	0.15293	0		95.24226	0.00089	0	0	2.43136	0	0	0	0	0
Healthy	0	0	0	0	0	0		20.41611	12.28364	12.8426	0.91533	3.10733	7.13395	7.69807	0.77635	0.47227	0
Healthy	0	0	0	0	0	0		20.0711	5.86862	7.26599	2.4007	1.40844	4.83499	0.72461	0.32328	0.91156	0.65749
Healthy	1.20807	0	0.03605	0	0	0		11.9778	10.26623	0.16138	0.23419	73.355	0.05518	0	0	0.06967	0
Healthy	4.1579	0	0	0	0	0		92.94877	0.62702	0	1.5178	0	0	0	0	0.05289	0
Healthy	0.05966	0	0	0.23005	0	0		55.30161	2.9733	9.00304	2.06402	5.22157	1.00663	6.44686	0.14466	0.59341	0.07095
Healthy	0.09955	0	0	0	0	0		30.8006	8.4139	10.67355	16.87935	2.04759	0.06198	1.77522	0.80353	0.04932	0
Healthy	0	0	0	0	0	0		56.88426	6.8447	12.2705	4.3051	5.76162	0.2646	0	0	0	0
Healthy	0.04148	0	0	0	0	0		54.4097	3.34498	11.129	1.97659	1.39037	0.48975	0	0	1.83585	0
Healthy	0.19572	0	0	0	0	0		8.05544	26.87821	2.11101	30.15439	0.58091	5.33899	0.57392	1.41122	0.01731	0
Healthy	0.03233	0	0	0.22593	0	0		29.69044	38.10767	2.06671	8.8988	1.01499	3.39552	0.0193	0.16486	0.00129	0
Healthy	1.5362	0	0	0	0	0		73.78138	3.41217	1.40814	2.52296	9.02941	0.20739	2.70583	0	1.03062	0.09375
Healthy	0.18393	0	0	0.04624	0.01463	0.00311		17.16571	11.89261	14.12101	8.19117	0.88295	3.48923	1.02913	1.01192	0.04979	0.0062
D007234	0.01019	77.86779	0	0	0.04606	0		0	0	0	0	0	0	0	0	0	0
D007234	47.83767	8.18334	0	30.28315	0.03028	0.26141		0	0	0	0	0	0	0	0	0	0
Healthy	0.439	0	0	0	0	0		14.9044	25.59372	4.80075	14.46314	2.00174	4.07087	4.09417	1.05984	0.16445	0.34092
Healthy	2.78783	0	0	0	0	0		1.41101	42.43654	0.2703	8.39805	0.02486	10.50411	0	2.83929	0	0
D007234	0.10593	40.3747	0	0.00479	59.0018	0.00433		0	0	0	0	0	0	0	0	0	0
Healthy	0.36457	0	0	0.02182	0	0		86.04325	1.26368	0	0.89754	3.24927	0.39038	0	0.11391	0.16488	0.00129
D007234	0.67768	28.73346	46.7646	9.1711	0.16806	0		0	0	0	0	0	0	0	0	0	0
D007234	48.43176	6.60263	27.5671	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.35298	0	0		47.94037	8.60283	9.00628	11.3041	0.24858	1.19466	0	0	0	0
Healthy	1.03393	0	0	0	0	0		50.24785	0.84418	2.42514	3.8778	1.86319	0.58104	0	0.72103	0.36127	0.19078
Healthy	0	0	0	0	0	0		63.51547	1.00055	13.14379	1.48611	1.99738	0	0	0	0.01452	0
D007234	0	91.49736	0.00062	0.20929	7.05337	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.2978	0	0	2.26471	0	0.00271		6.38963	13.83051	0.45395	14.93861	0.4683	3.13694	0	0.1604	0.13394	0.06318
D007234	4.42017	34.152	0	0	6.70416	0		0	0	0	0	0	0	0	0	0	0
D007234	30.48008	1.85398	0	18.4615	0.19292	0		0	0	0	0	0	0	0	0	0	0.15111
Healthy	0.24642	0	0.04189	0.00638	0	0		15.07773	34.30594	1.68053	1.81862	0.3884	24.0444	0.46424	0	0	0
Healthy	1.24297	0	0	0.72332	0	0		31.00556	4.07282	0.19396	2.34956	4.4972	1.52863	0	0.28545	1.0104	0
Healthy	0	0	0	0	0	0		39.9518	16.5556	3.10335	6.09594	1.60737	0	0.3522	0	0	0
D007234	62.13278	0	0.03269	0.07189	10.48497	0		6.41225	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		31.36842	23.77976	24.12829	3.62385	6.42896	0.1678	1.11668	0.05778	0.34425	0.55837
Healthy	0	0	0	0	0	0		48.66146	3.81006	13.77978	2.71969	3.65645	1.58041	1.97979	0.61893	2.62647	1.4564
Healthy	0	0	0	0.29405	0	0		15.06565	50.09561	0.52674	6.69612	0.15195	2.095	0	0.07793	0	0
Healthy	5.68379	0.9162	0	2.67796	0.33465	0		0.01052	0.00143	0	0.00412	0	0	0	0	0	0
D007234	57.5359	0.90471	12.0214	0.07234	0	0		0	0.00333	0	0	0	0	0	0	0	0
Healthy	0.21767	0	0	0	0	0		26.18532	13.23055	6.1228	1.98861	5.43127	0	4.33821	2.16757	0	0
Healthy	0	0	0	0	0	0		55.74766	19.37166	5.64342	1.5275	2.19929	0	5.81874	0	0	0
Healthy	3.13477	0	0	0	0	0		22.30145	6.14055	8.25858	5.10969	3.41103	2.2788	0	0.0011	0.01013	0.07362
Healthy	0	0	0	0.018	0	0		64.98285	14.23835	2.01691	1.01113	1.48157	0.01372	2.55194	0.01178	0.02919	0
Healthy	15.641	0	0.66931	0.40077	0	0		20.00069	6.68963	0	0.02283	0	0	0	0	0.07623	0
Healthy	0	0	0	0	0	0		32.63091	23.14259	4.54629	6.28494	8.69203	4.65334	2.97141	0.07989	0.2239	0.01993
Healthy	0	0	0	0.08131	0	0		65.93476	5.88627	0.94453	5.16358	3.55588	0	0	0.15786	0	0
D007234	0.97237	18.55842	0	23.49062	0.03052	0		0	26.46966	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.47713	0	0		47.32972	13.75319	6.92786	4.83782	0.38223	3.0549	0	0.13429	0	0
Healthy	33.1783	0	0	0	0.00885	0		10.08405	0	0	0	0.0035	0	0.09899	0.79689	0	0.01308
D007234	5.75258	48.4347	31.9667	0.77111	0.19197	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.07584	0	0		71.61152	18.60809	1.38336	1.38632	1.17153	0.00969	0.25472	0	0.0052	0.01052
Healthy	1.57665	0	0.00612	0	0	0		70.70671	3.95675	6.29295	1.91772	9.331	0.00133	0	0	0.05882	0.09024
Healthy	0.43651	0	0	0	0	0		20.44063	13.66098	2.83584	14.74634	1.53561	3.99297	0.67923	1.29052	0	0
Healthy	13.47374	0	0	2.6056	0.00376	0.16877		27.00068	1.07872	0	0	0	0	0	0	0.08254	0
Healthy	0	0	0	0	0	0		17.5828	9.58738	17.44569	12.748	1.8985	2.82042	0	0	1.3811	0.02769
Healthy	15.42036	0.83206	0	0	0	0		1.53012	26.88239	0	2.81367	0	0.22927	0.28884	0	0	0
Healthy	0.10819	0	0	0	0	0		30.84323	23.89167	2.63863	11.01516	2.49861	3.37449	1.54458	0.12572	0.01115	0
Healthy	0.02941	0	0	0.00687	0	0.00092		23.32172	6.89579	8.22335	7.45366	3.18537	11.27971	5.06016	1.88448	0.06426	0
Healthy	0.07569	0	0	0.07886	0	0.00236		25.02234	6.60217	2.47739	7.04408	1.07055	0.15393	1.65052	0	0.04035	0.12396
Healthy	0.50497	0	0	0	0	0		13.27555	27.65037	2.50236	12.5083	1.31385	14.1418	2.98586	0	0.85043	0
Healthy	0.59771	0	0	0.14985	0	0		52.90265	1.44198	17.75248	5.22814	6.96263	0	2.06854	0.04562	1.77061	0
Healthy	24.81727	0.06101	0	7.08914	0	0		15.43674	1.81058	0	0	0	0	0	0	0	0
Healthy	0.02327	0	0	0.06741	0	0		17.6853	27.43919	2.77	11.87916	0.46941	0.0881	0.8281	0.09493	0.07918	0.00228
Healthy	0.37708	0	0	0	0	0		23.88255	7.09404	27.07421	8.82616	5.50392	0.64674	9.83166	0.08786	0.03567	0.00643
Healthy	0.41808	0	0	0.01001	0	0		26.03903	8.33585	12.45538	7.42035	16.7112	3.71952	0	0.25706	0.35633	0.03148
Healthy	0	0	0	0	0	0		63.4168	0.9869	13.02988	1.46889	1.92861	0	0	0	0.01749	0
Healthy	0.02862	0	0	0	0	0		14.07461	26.71483	1.51673	21.1049	1.58474	1.6733	2.84819	3.53082	0	0.04423
Healthy	0.03824	0	0	0.12021	0	0		60.49589	13.3881	0.76454	5.25386	0.42039	3.07825	0.42509	0.09109	0.00959	0
Healthy	0	0	0	0	0	0		90.445	3.1116	0	0	0	0	0	0	0	0
Healthy	0.54371	0	0	0	0	0		15.66955	0.65321	21.49502	2.52699	6.10996	2.22722	2.04215	0.67087	2.62462	0.64154
Healthy	6.07823	0	0	0	0	0		18.47175	5.11956	8.71389	3.2468	1.81316	1.03083	0.55784	0	0.82035	0.66615
Healthy	0	0	0	0	0	0		45.50296	5.05758	3.47335	0	4.2773	13.4688	0	0	0	0
Healthy	0	0	0	0	0	0		39.25094	6.43691	0	24.9253	0	0.72594	0	0.47945	2.52039	0
Healthy	11.4312	0	0	0.9316	0	0		41.81829	2.16242	5.78717	0.00344	0	0	17.8049	0.19684	0	0.01268
D007234	82.28109	3.86539	0	0.00802	0.41217	0		0	0.0011	0	0	0	0	0	0	0	0
Healthy	0.12543	0	0	0.00257	0	0		29.86491	14.41541	7.09309	12.20497	2.4548	0.20302	5.35967	0.21619	0.15483	0.31666
Healthy	0.10747	0.00458	0	0.08887	0	0		15.50903	19.24218	18.00996	6.65272	3.61946	1.58301	0	1.46947	0.24523	0.04387
Healthy	11.7311	0	0	0.9325	0	0		40.65332	1.70287	5.86154	0.02448	0	0	18.0705	0.2106	0	0.0451
Healthy	0	0	0	0	0	0		28.64014	21.53719	3.10355	11.8956	2.11556	0	0.26727	6.33637	0.78585	1.05946
