group	Enterobacteriaceae	Pseudomonadaceae	Moraxellaceae	Veillonellaceae	Staphylococcaceae	Actinomycetaceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Ruminococcaceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae
Healthy	0.0787	0	0.25882	0	0	0		37.56649	3.45998	35.61633	1.94789	8.12253	1.14366	0	0.47611	0.01057	0.06013
Healthy	0.49882	0.18486	0.13387	0.31793	0	0.00195		9.6808	3.83	0	0	24.35102	0.00112	0	0	0.00254	0
D007234	9.09803	0.06321	80.8026	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	39.45582	0.3395	0	0.11584	0.00049	0		5.49265	9.77077	0.29946	2.35627	0.72646	0.69572	0.99847	0.63273	0.00721	0.00245
Healthy	0	0.63891	0	0	0	0		18.14385	27.95244	1.8017	8.83829	0.14417	6.45913	1.60835	0	0	0
D007234	7.11502	0.03452	0	4.5446	0	0.23178		0	62.58533	0	3.12322	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		40.97356	2.01068	16.18908	6.99929	5.77426	0.63641	0.76416	0.11069	0.01477	0.02608
Healthy	0	0	0	0.00321	0	0		18.98348	54.94439	0.93099	2.21443	3.00542	0.01977	0.39606	0	0	0
Healthy	0	0	0	0	0	0		10.17921	12.64951	0	51.12671	0	1.50597	0	0.12669	0	0
Healthy	0.45621	0	0	0.1539	0	0		54.01305	1.43021	17.36996	5.06545	6.95299	0	2.09	0.03136	1.58585	0
Healthy	0	0	0	0	0	0		5.15364	23.58926	4.0469	4.37489	1.58901	1.84174	1.84821	2.45112	0.05231	0.07456
Healthy	0	0	0	0	0	0		23.53992	3.06471	16.30107	0.68904	0	0.18818	3.35884	0.11598	1.37242	0.04505
Healthy	0	0	0	0	0	0		60.49111	4.85192	16.26055	2.58681	6.96214	0.50154	0.0918	0	0	0
Healthy	0.14638	0	0	0	0	0		11.19018	51.74343	4.45441	4.59644	5.43662	1.38151	2.81565	0.06573	0.04015	0
Healthy	0	0	0	0.00354	0	0		12.79418	39.16761	0.59627	4.79002	0.8303	0.29166	1.02147	0.9468	0	0
Healthy	0.06778	0.03843	0	0	0	0		27.68799	45.96371	0.98607	1.47191	2.09175	2.27061	2.49957	0.01095	0	0
Healthy	0	0	0	0	0	0		63.56819	0.92453	13.74501	1.57775	2.06678	0	0	0	0.00747	0
Healthy	0	0	0	0	0	0		8.93194	18.57244	5.6534	4.39375	4.029	13.92338	1.5129	0	0.07505	0.071
Healthy	15.20499	1.37992	0	0.01062	0	0.00992		3.34927	35.70922	0.29604	2.55172	0.1985	0.54562	0.4571	0	0.00062	0.00949
Healthy	1.76217	0	0	0.873	0	0.00673		20.7861	40.13242	5.10916	2.31655	1.5986	5.5269	0.36578	0.44751	0.19157	0
Healthy	0.02017	0	0	0	0	0		4.70662	56.89302	0.35089	4.58196	0.63581	5.49761	0.31225	0.19709	0	0.05451
Healthy	0.11397	0	0	0	0	0		46.47109	5.48392	15.59902	3.3514	4.14896	1.01423	3.07569	0	0.02295	0.06774
Healthy	0	0	0	0	0	0		38.78031	32.31532	0	0	0	10.6701	0.61859	0	0	0
Healthy	64.1016	0	0	26.2149	0.14576	0		0	0	0	0	0	0	0	0	0	0
D007234	0	89.8179	0	0.00197	1.98467	0.00178		0	0	0	0	0	0	0	0	0	0
Healthy	0.32461	0	0	0.0599	0	0		8.71197	31.42424	5.40056	5.80632	0.52105	11.88939	1.60819	0.45152	0	0.15293
Healthy	0.0011	0	0	0.02606	0	0		15.00484	41.7028	4.93607	6.46286	1.48497	3.29523	3.65865	0.3587	0.04786	0.12175
D007234	81.59991	4.90339	0.01112	0.00084	0.0327	0.17632		0.00017	0	0	0	0	0	0	0	0	0
Healthy	0.17471	0	0	0	0	0		55.46715	1.18477	6.75354	3.79522	5.53085	1.01064	1.46706	0.14383	0.386	1.68288
Healthy	0.02813	0	0	0	0	0		16.57932	46.59024	1.77192	3.18572	6.84927	7.52104	0.28563	0.09524	0	0.00335
Healthy	0.05512	0	0	0.00193	0	0		42.59094	36.96435	0.76052	6.28472	1.31272	1.73183	0.52239	0.1074	0	0.00334
Healthy	0.86796	0	0	0	0	0		31.51518	16.31647	10.80996	8.27493	1.16012	3.07035	0.11594	0	0.78207	0.02861
Healthy	0	0	0	0	0	0		48.26498	16.79689	2.04373	6.81066	0.30163	3.65104	0	0.18604	0	0
Healthy	0.34944	0	0	0.20105	0	0.00318		20.99078	31.05377	0.39852	11.95631	0	0.0216	0	0.62244	0.04636	0
Healthy	0.02269	0	0	0	0	0		0.25511	47.35669	0	3.08997	0.27448	12.21425	0	3.65309	0	0
D007234	24.64426	0.29205	16.5313	24.5565	7.65264	0		0	18.0579	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		32.1362	17.43485	1.27724	19.3572	0.00888	1.80874	1.22177	0	0.01504	0
Healthy	0	0	0	0	0	0		24.62845	29.86637	0.56838	8.12994	0	5.88304	0.94968	0	0	0
D007234	57.009	1.04259	0.36682	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00724	0	0	0.01323	0	0		78.17398	4.49158	2.62631	5.20468	0.31769	0	0.29657	0.22124	0	0
Healthy	0	0	0	0	0	0		7.98446	56.31005	1.73704	2.04696	0.20121	0	0.72996	0.9505	0	0
Healthy	0	0	0	0	0	0		48.36602	1.6962	22.74194	1.69787	5.51708	1.86561	0	0.15197	0.02173	0.03819
D007234	47.23951	0.00325	0	2.59394	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		27.9883	33.11335	0.57422	0.22477	4.14981	1.25221	3.59375	0	0.05562	0
Healthy	0.45166	0	0	0	0	0		15.33673	0.59844	21.47319	3.32721	5.85212	2.21399	1.95961	0.7235	1.20406	0.69686
Healthy	0.83784	0	0	0.8811	0	0.00052		61.00508	4.33428	0.00028	0.27938	0	0.00216	0	3.83008	0.40744	0
D007234	69.11717	0.83484	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	4.7802	0	0	0	0	0		92.23703	0.75738	0	1.4702	0	0	0	0	0.05489	0
Healthy	1.89855	0	0	0	0	0		35.44909	2.61056	11.38891	0.52639	20.7409	0	3.14589	0	0.19818	0.07373
Healthy	0.20269	0	0	0	0	0		19.48455	6.14998	8.02347	0.74143	1.9991	5.63325	2.72443	1.07557	0.04991	0.01216
Healthy	0	0	0	0	0	0		20.49155	47.55484	0	0.30004	5.15266	0	0.15765	0	0	0
Healthy	0	0	0	0	0	0		19.66284	18.84165	32.74948	3.79369	9.52625	0.34964	2.78591	0.05326	0.31033	0.37836
Healthy	0	0	0	0	0	0		25.08572	46.14859	1.53501	9.64489	0.43573	7.22119	0.31875	0.50066	0.01542	0.0025
Healthy	0	0	0	0	0	0		19.5748	20.12963	32.09908	3.73512	9.43841	0.30701	2.60572	0.07947	0.39399	0.43856
Healthy	0.07345	0	0	0	0	0		52.67305	1.53952	15.0344	1.75641	0.99319	0.19175	0	0	0.02257	0
Healthy	0	49.1639	0	0	4.2066	0		41.57566	0	0	0	0	0	0	0	0	0
Healthy	8.44249	0.12071	1.67762	0	0	0		22.96139	20.08926	4.95522	5.49784	5.15259	2.73524	0.63076	0.71657	1.44914	0.31131
Healthy	0.85535	0	0	0	0	0		20.63703	31.30048	0.68148	4.51367	0	0	0	0	0	0
Healthy	0.01393	0.19586	0	0.02653	0	0.01174		10.05144	32.74164	0.69064	11.70162	0.88191	7.53305	0.27897	1.05732	0.00985	0.04058
Healthy	0.11128	0.1369	0	0.05668	0	0		63.35315	13.55256	3.14094	5.25824	1.84895	0.00472	1.14036	0.37323	0.00683	0
Healthy	0	0	0	0	0	0		45.27429	15.84558	2.06327	4.74719	5.03952	2.34265	0.10398	0	0	0
Healthy	0	0	0	0	0	0		44.95819	15.20925	4.14641	6.12907	10.58456	2.65869	4.28442	0.07765	0.14281	0
Healthy	0.27974	0	0	0	0	0		12.74763	32.72536	3.35021	11.67059	1.21768	11.61667	0.52853	1.15308	0.15864	0.05119
Healthy	9.24227	0	0.04317	0	0	0		23.71644	6.434	10.6109	7.32751	3.93871	0.01636	2.72492	1.55774	0.03332	0.1071
Healthy	0.09412	0	0	0.09972	0	0		42.70307	16.2186	3.78084	7.61823	0.84224	3.32447	1.64144	0.23941	0.1953	0
Healthy	0.26577	0	0	0	0	0		55.09743	15.49266	3.42998	0.81438	7.78916	2.072	0.08187	0.06607	0.01918	0.07184
Healthy	0.16894	0	0	0	0	0		28.42015	28.30473	3.90807	5.63522	4.43807	0.06679	0.27447	0.5414	0.0217	0.04541
Healthy	0.50431	0	0	0.02426	0	0		85.76701	1.3533	0	0.87854	3.23998	0.39353	0	0.13187	0.17507	0
Healthy	2.7113	0	0	0	0	0		46.31599	11.89373	0	0	34.0151	0.05045	0	0	0.51931	0.01862
D007234	24.04234	0.2018	0.0061	0.94341	0.41846	0		0	2.31886	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.04421	0	0		8.06714	29.00896	0.41317	1.94002	0.28761	26.39206	0.04424	0.7682	0.0012	0
Healthy	0.09102	0	0	0	0	0		54.64931	4.70886	8.26819	3.5266	2.13191	0.0067	2.85277	0	0.13142	0.16199
Healthy	0	0.12372	0	0	0	0		18.01873	10.20658	2.10931	13.07398	0	5.33346	0	0.784	0	0
Healthy	1.05461	0	0	0	0	0		50.44765	0.83373	2.57434	3.85358	1.68066	0.59852	0	0.67529	0.37887	0.14537
Healthy	0.23061	0	0	0.02116	0	0		17.39672	13.53684	8.01488	24.90227	1.70258	2.37273	0	0.05352	0.10811	0.02951
Healthy	0	0	0	0.03773	0.00117	0.00182		30.902	20.13988	0.55528	9.01613	6.7335	3.42578	0	0.69214	0.03435	0
Healthy	1.35434	0	0.01978	0	0	0		64.47198	5.08711	9.17578	3.55552	4.01321	0.24737	1.51146	0	0.00163	0.01432
Healthy	0.06567	0	0	0	0	0		54.58879	4.75776	8.63741	3.45019	2.15482	0	2.7787	0	1.85428	0.15014
Healthy	0.06423	0	0	0	0	0		54.1138	1.0296	6.68064	3.73468	5.39618	1.05543	1.35958	0.12423	3.75471	1.83113
Healthy	0	0	0	0	0	0		39.55514	39.45841	0	12.77415	0	1.32898	0	0.15025	0	0
D007234	0.03681	0.0595	99.8512	0.00454	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.45553	0	0		27.25262	4.85705	17.23457	4.37878	11.58923	0.1562	1.08128	0.10293	0	0.56485
Healthy	0.07982	0	0	0.00111	0	0		7.35251	9.0824	7.13917	11.69512	0.01918	0.03212	4.30802	0.39764	0.20173	0.16248
Healthy	10.5558	0	0	0	0	0		8.99422	1.01254	1.23185	3.95496	2.89217	1.89486	0	1.28323	0.07873	0.69191
Healthy	0.64566	0	0	0.00609	0	0		24.64582	5.06038	5.7137	3.8946	0.86368	7.74791	3.43889	0.28173	0.06829	0.30363
D007234	0.34554	84.0451	0	0	15.6094	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.11838	0	0		40.4185	7.45482	17.79623	4.46554	2.17663	1.77574	0	0	0.05876	0
Healthy	0.41483	0	0	0.04963	0	0		48.0867	39.1358	0.01958	3.23929	0.00569	0	0.00621	0.70373	0	0
Healthy	0	0	0	0	0	0		21.30606	6.43677	7.03042	2.5092	1.23414	5.03771	0.75751	0.38901	0.87031	0.74315
Healthy	0	0	0	0	0	0		31.42897	23.89813	24.24658	3.76699	6.09391	0.2105	1.05915	0.09569	0.23109	0.54517
Healthy	0	0	0	0	0	0		26.52604	15.61761	5.36744	19.87289	2.07899	2.04301	0	0	1.84234	0.16419
Healthy	0	0	0	0	0	0		64.29251	0.35796	2.17453	23.72424	1.24457	0.15771	0	0	0.01022	0
D007234	0.39481	14.6656	18.6275	5.29347	2.06573	0.72834		0	0.00357	0	0	0	0	0	0	0	0
Healthy	0.75057	0.12329	0	0	0	0		7.44438	34.07471	1.95839	8.41084	1.95657	17.63812	3.13271	0	0.71416	0.03822
Healthy	0.31592	0.09763	0.941	0	0	0		12.34935	18.57003	4.59278	7.14284	0.56801	31.62532	0.06958	1.04435	0.00305	0
Healthy	0.44133	0	0	0	0	0		15.33509	0.65747	21.47757	2.4814	6.20384	2.28952	2.04066	0.71663	2.64294	0.68415
D007234	2.10636	0.38336	9.4645	0.31275	0.041	0.03066		47.1268	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		77.75445	8.47756	1.08086	2.50054	0.87758	0.9359	0	0.00623	0	0
Healthy	0	0	0	0	0	0		49.13067	27.67521	2.92822	3.12001	2.11547	0	2.78758	0	0	0
Healthy	0	0	0	0	0	0		0	2.28081	31.9633	36.1403	0	0	0	0	0	0
Healthy	12.8824	0	0	0.02826	0	0		16.91623	6.15423	9.14666	4.79005	4.76015	2.02697	0.95859	0.11814	0.0232	0.23795
Healthy	0	0	0	0	0	0		37.95172	31.88283	0	0	0	0	0	0	0	0
D007234	89.13972	0.19011	0	0.00203	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		32.17151	40.74592	1.93278	2.28526	2.22804	1.97905	2.78453	0	0	0
Healthy	0.05833	0	0	0.08221	0	0		47.97273	24.1807	0.01439	5.73536	0.9323	7.51266	0	0.97485	0.0003	0
D007234	0.01687	11.4318	0	0	19.61186	0		0.00268	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.07227	0	0		21.33657	56.28629	1.57804	3.34317	1.32801	1.01743	0	0.08153	0	0
Healthy	0.00891	0	0	0.00511	0	0		16.60376	47.72142	3.58072	7.90289	2.771	0.00829	0.3642	0.06902	0.0063	0.00573
D007234	47.06323	3.26505	10.9734	7.52973	0.01943	0.00328		0	0.00104	0	0	0	0	0	0	0	0
Healthy	15.69949	1.34503	0	0.00923	0	0.01294		3.21568	35.33078	0.2615	2.50005	0.21378	0.54169	0.42572	0	0.00656	0.00319
Healthy	0.25258	0	0	0.02153	0	0		20.1324	9.86027	1.57157	14.04992	0.07289	0.28721	1.60462	0.15335	2.23793	0
Healthy	0	0	0	0.01505	0	0		29.87602	4.48437	4.87749	1.1386	4.89359	4.501	5.08864	0.61525	1.10571	0.14185
Healthy	0	0	0	0.02504	0	0		24.85947	32.93119	0.68259	2.30897	2.34769	0	0	0	0	0
Healthy	0	0	0	0	0	0		16.09894	6.24613	26.43092	0.35458	2.56929	0	8.1888	0	0	0
Healthy	0	0	0	0	0	0		38.0037	11.46942	4.52549	3.90884	0.37432	3.10177	0	0.1068	0	0
Healthy	0	0	0	0	0	0		23.0419	27.45418	4.09831	8.70763	6.68363	0.06077	1.63137	0.3691	0.06237	0.04985
Healthy	0	0	0	0.10558	0	0		23.39922	40.95522	3.55886	11.72179	1.80308	0.00126	0.10023	0.2526	0.29168	0
Healthy	0	0	0	0	0	0		41.11869	35.43431	1.34514	0.6569	0.41596	3.49557	0.78	0	0	0
Healthy	1.16767	0	0	0.89451	0	0		67.14626	2.52066	0	0.0837	0	0	0	0	0.01215	0
Healthy	0	0	0	0	0	0		21.92394	21.6788	0.21064	9.53317	0.00934	24.1739	0	1.73004	0.00104	0
D007234	44.65841	2.06378	0.01194	0.10955	5.56735	0.00319		8.97844	0	0	0	0	0	0	0	0	0
Healthy	0.35884	0	0	0.01425	0	0		85.69532	1.06159	0	0.91344	3.33442	0.37974	0	0.13703	0.16164	0
Healthy	0.16451	0	0	0	0	0		34.66937	6.13728	15.12645	4.34507	6.62628	1.40761	0	1.30424	0.16766	0.0863
Healthy	0	0	0	0	0	0		23.32263	1.26694	15.65525	0.68416	0	0.16767	3.25587	0.12202	1.43445	0.02729
Healthy	0	0	0	0	0	0		8.18515	33.8383	1.89205	5.63954	2.02152	20.0314	1.2766	1.18894	0.01004	0
Healthy	0.00608	0.6208	0	0	0.06398	0		67.13676	10.41085	0	0.00531	6.23897	0	0	4.53704	0	0
D007234	31.9205	68.0795	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D007234	88.8506	0.00827	0	0.02315	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	80.18885	0.56582	7.5628	0.04837	0	0.01623		0.43813	4.29397	0	0.00088	0.00406	0	0	0	0	0
Healthy	0.95903	0	0	0.83326	0	0		67.1886	2.32638	0	0.08589	0	0	0	0	0	0
D007234	64.81445	8.94224	0	3.359	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.01684	0	0	0	0	0		4.73998	54.15019	0.56397	5.50511	0.66679	5.41299	0.33335	0.28977	0.01139	0.21362
Healthy	0	0	0	0	0	0		23.91484	1.07416	15.09273	0.70539	0	0.14691	3.33044	0.10093	1.50167	0.08082
D007234	76.70877	0.2587	8.245	0.01877	0.01212	0		0	0.00958	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.51662	0	0		56.15529	25.94487	0	0.21039	2.51365	2.8031	0	0	0	0
Healthy	0	0	0	0	0	0		55.14266	16.86365	1.73985	4.19829	2.91008	0	0.27	0.08619	0.03783	0.00272
Healthy	0.02795	0	0	0.0141	0	0		26.8547	34.48028	0.56404	4.48755	0.00639	7.46391	1.153	0	0.09743	0
D007234	11.0821	69.538	0	0	4.4696	0		0	0	0	0	0	0	0	0	0	0
D007234	14.5178	0	0	0	0.89815	75.4225		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		35.59778	21.36465	20.14184	3.69891	3.20388	0	2.73067	0.00628	0.15656	0.15114
D007234	50.87641	0.88813	29.14284	0	0.26572	0.00438		0.02241	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.97508	0	0		26.67307	35.78451	0.29378	0.9355	0.87586	1.81634	2.78029	0	0	0
Healthy	1.58131	0	0	0	0	0		9.90596	0.69045	37.20658	2.04327	0.03097	0	0.79682	0	0.30865	0
Healthy	0	0	0	0.00266	0	0		34.85203	21.17164	20.13745	3.66512	3.07241	0	2.67969	0.01508	0.17156	0.17345
Healthy	11.9205	0	0	0.7535	0	0		41.56426	2.02647	5.95835	0.01639	0	0	18.0476	0.21143	0	0.02461
Healthy	0	0	0	0	0	0		53.64868	3.04587	10.04789	3.26622	0.88084	0	0.81021	0.27608	1.3187	0.3594
Healthy	0.01278	0	0	0	0	0		24.53116	15.30326	3.45518	6.45049	6.18714	2.90605	3.56036	0	0.33735	0.07114
D007234	14.18285	0.55456	16.6381	1.54568	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.17318	0	0	0.00837	0	0		49.11428	4.09874	1.39469	9.61388	7.08486	0.00997	7.31468	2.8142	0.91428	0
Healthy	0	0	0	0	0	0		74.4029	7.52963	7.04897	2.52242	2.58921	0.04442	0	0.06888	0	0.03384
Healthy	0	0	0	0.10252	0	0		39.47809	7.61375	18.19833	4.36433	1.81379	1.83836	0	0	0.08133	0
Healthy	0	0	0	0.08526	0	0		40.15966	7.49396	17.77992	4.35534	1.79149	1.8239	0	0	0.06998	0
Healthy	0.4473	0	0	0.02663	0	0		85.84496	1.08958	0	0.93134	3.32373	0.3553	0	0.12065	0.1633	0
Healthy	0.08024	0	0	0	0.00838	0		29.11841	22.8234	2.6696	3.00673	1.00069	9.35883	0.03374	1.07661	0.05897	0.01118
Healthy	0	0	0	0	0	0		61.56253	2.55862	0.71482	8.91554	5.70276	0	0	0	0.18849	0
Healthy	0.06265	0	0	0.18493	0	0		55.80632	3.01168	8.61406	2.02224	5.16591	0.95182	6.26502	0.17988	0.61783	0.09047
Healthy	2.06972	0	0	0	0	0		11.3593	27.94032	7.17007	5.01537	1.26119	0.86533	3.20551	0.33875	0.20406	0.09357
D007234	50.1018	11.8147	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		49.37333	3.89494	10.16582	6.55269	3.39375	0.08654	0	0.23576	0.10829	0
Healthy	0	0	0	0	0	0		54.50918	1.25835	9.8645	1.87917	15.40206	1.25169	2.98967	0	0.0346	0.40487
Healthy	6.2715	0	0	0	0	0		74.141	0.76425	0	0	0	0	0	3.92622	0	0
Healthy	0.01526	0	0	0	0	0		34.32548	30.75719	8.89963	7.66883	1.10472	0.87596	1.25811	0.13086	0.18925	0.35894
Healthy	0	0	0	0	0	0		45.44028	1.59056	14.64389	6.92995	5.05484	0.58616	0.62575	0.02807	0	0.03142
D007234	58.0136	4.97012	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00108	0	0	0.00413	0.46259	0.00018		16.34113	0	0.39144	0	13.1166	0	0	0	5.8257	0.05241
Healthy	0.05435	0	0	0	0	0		47.46072	8.6618	13.92784	5.09672	5.21932	0.59035	0	0.32443	0.07531	0.05304
Healthy	0	0	0	0	0	0		43.65304	1.24535	27.92528	2.81632	2.69839	0.46837	0	0.01567	0	0
Healthy	1.36418	0	0.18697	2.41371	0	0		73.85597	4.48158	0	0.00077	0	0	0	0	0	0
D007234	4.6043	2.3029	57.6089	9.73176	0.61762	0.00374		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		25.82528	12.81367	5.16138	9.88981	2.72899	0	6.80443	1.43714	0	0.32671
Healthy	0.13815	0	0.02139	0.01164	0	0		82.04503	8.5911	0.08412	2.22589	1.30194	1.85033	0	0.02489	0.06824	0.01141
D007234	0.03129	34.3846	0	26.9625	0	17.6302		1.75967	0	0	0	0	0	0	0	0	0
D007234	48.9786	0	0	0	0	0		19.1131	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		82.9544	6.76244	0	0	0	0	0	0	0	0
Healthy	0	0	0.04883	0	0	0		22.86803	4.1337	18.39764	0.92616	0	0.0271	11.4796	0.84596	0.31934	0.02804
Healthy	0.13652	0	0	0.01343	0	0		50.47873	6.15344	6.97504	2.18904	2.43036	0.26809	5.33531	0.02071	0.05348	0.02561
Healthy	0	0	0	0.40902	0	0		48.91631	15.70621	3.08321	5.52401	0.20512	1.24285	0	0.16158	0	0
Healthy	0	0	0	0	0	0		56.9224	31.19471	0.10505	1.46442	0.55228	0.58139	0.08895	0.03757	0.0088	0.02508
Healthy	0	0	0	0	0	0		51.07052	1.72693	23.06159	1.62377	5.58745	1.79007	0	0.16424	0.05708	0.00918
Healthy	0	0.20067	0	0	0	0		14.14277	35.57478	5.54572	8.69323	1.51141	10.1116	1.56864	0	0	0
Healthy	0	0	0	0	0	0		52.24931	14.52978	7.17395	1.23788	1.65405	0	2.59458	0.22255	0.04827	0.05373
Healthy	0.20818	0	0	0	0	0		21.15007	14.0252	7.8275	13.2017	2.34552	0	0.76446	2.33967	0	0
Healthy	0.15254	0	0	0	0	0		16.55066	0.47101	20.83839	4.38362	6.19143	2.14559	6.56083	0.02807	0.11136	0.95239
Healthy	1.77338	0	0	0.16485	0	0.02367		32.76489	0	0	0.0024	2.3804	0	0	0	0	0
D007234	74.9155	9.54898	5.44578	0	0	0		0	0	0	0	0	0	0	0	0	0
D007234	80.05148	0	0	0	5.5703	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		41.692	16.43176	1.11091	5.54465	0.37561	4.03381	0	0.20241	0	0
Healthy	0	0	0	0	0	0		31.70153	23.68552	0	29.80271	0	0.61886	0	1.6901	0	0
Healthy	0.13726	0	0	0.01968	0	0		32.10256	6.58279	14.04739	6.35755	9.82798	0.65443	5.53238	0.16682	0.1684	0.1931
D007234	13.33167	0	84.6607	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.25954	0	0		53.49414	13.37009	6.92329	3.77193	4.24087	0	1.19771	0	0.24026	0
Healthy	0	0	0	0	0	0		49.69435	9.25895	5.49113	11.0147	3.30309	0	4.31896	0.61092	0	0
Healthy	0.07933	0	0	0	0	0		13.59482	22.291	9.07442	9.48623	2.97223	9.80966	0.55469	0.02144	1.56501	0.0294
D007234	2.82785	8.75191	59.8665	0.72626	1.60969	0.09432		0.04864	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		52.13002	14.16528	0	0	0	2.34553	4.53582	0	0	0
Healthy	0	0	0	0	0	0		2.89121	1.26577	15.53983	28.37331	0.14451	0.89466	0	0	0.05297	0
Healthy	0	0	0	0	0	0		61.95658	2.63256	0.58477	8.78286	5.47113	0	0	0	0.22222	0
Healthy	0	0	0	0.00526	0	0		31.42702	30.84699	0.07562	5.68091	0.08747	0.10954	0.03714	0.0261	0.01196	0
Healthy	0	0	0	0.01176	0	0		20.44125	18.20647	10.88445	5.28991	5.30039	6.05898	6.62671	0.16561	0.08354	0
Healthy	0	0	0	0	0	0		57.13529	5.15164	2.14256	5.00419	5.99578	0	3.92076	0.02601	0.12614	0
Healthy	0.02034	0	0	0	0	0		19.72765	5.51069	0.87292	6.62128	0.8199	0.3122	1.46024	1.43941	0.27597	0.04167
Healthy	0.69465	0	0	0	0	0		37.92843	0.34193	20.06791	1.27324	6.05824	0.69016	2.77796	0.86334	1.86078	0.40776
Healthy	5.9115	0	0	0	0	0		18.61967	4.37022	8.65775	3.43321	1.80836	1.07476	0.63235	0	0.66799	0.62947
Healthy	1.33955	0	0.17619	0	0	0		5.81138	61.05005	0.22373	5.07877	0.30301	0	0.38255	1.29116	0	0
Healthy	0	0	0	0	0	0		17.95119	18.14503	0.49764	24.4031	0	10.3887	0.78488	2.86906	0	0
D007234	25.15881	53.6795	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	12.1701	0	0	1.00389	0	0		40.96493	1.77582	6.16451	0.03104	0	0	18.443	0.29767	0	0.03557
Healthy	0.01842	0	0	0.00224	0	0		43.65299	11.26032	1.58893	10.39841	0.57206	0.46747	3.52404	0	0.05687	0
Healthy	2.5009	0	0.03005	0.02652	0	0		52.91263	18.84008	0	2.11646	0.01914	0	0	0	0	0
Healthy	0	0	0	0	0	0		40.48441	28.55732	0	1.95288	0	2.98563	0	0	0.09504	0
Healthy	0	0	0	0	0	0		47.81644	13.07055	0.85652	0.47036	0.59771	0	0.83797	0	0	0
Healthy	0	0	0	0	0	0		51.22312	28.24354	2.41939	2.31069	1.87297	0.96455	2.68049	0.06218	0.02638	0
Healthy	0	0	0	0	0	0		16.20988	11.27248	12.71764	13.62175	2.30035	5.88968	0.38074	0	0.30605	0
Healthy	0.38517	0	0	0	0	0		19.08192	31.70543	8.50031	10.35674	0.45905	0	0.36665	0.02694	0.26747	0.06844
Healthy	0	0.00971	0	0.04737	0	0		24.24001	28.57213	14.59237	6.33547	1.71559	2.48128	0	0	0.03686	0
Healthy	0	0	0	0.34535	0	0.00201		32.04447	27.47777	5.74649	4.64773	0.38573	0.34398	1.74754	0.3178	0.02051	0.42389
D007234	0	3.83847	50.2535	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.35908	0	1.50149	3.21134	0	0		40.71718	13.7737	5.56454	5.64972	1.62781	0	0.09551	0.06957	0	0.07023
Healthy	0.88244	0	0.34705	0.00707	0	0		70.91649	5.75014	1.78143	11.02483	0.56156	0.70969	1.14264	0.26174	0	0
Healthy	31.3908	0	0	0	0	0		33.84423	17.83848	2.58947	3.01701	1.99168	0.07022	0	0	0.29146	0
Healthy	0	0	0.02297	0	0	0		64.80427	11.19042	9.39301	3.02473	0.26726	0	2.1258	0.43742	0	0
Healthy	0	0	0	0	0	0		41.70285	14.25353	6.59855	7.96076	9.80367	2.59432	4.56603	0.25179	0.19275	0.02014
Healthy	0.35025	0	0.05674	0	0	0		23.87039	32.53599	7.7033	13.25404	1.48844	0.53064	3.35924	0.35646	0	0.10738
Healthy	0.08958	0	0	0.21276	0	0		56.35675	3.00749	8.41749	2.1093	4.96065	1.03109	6.44491	0.17035	0.63724	0.09146
Healthy	0	0	0	0	0	0		6.01408	18.54068	14.58718	9.09774	0.29386	5.55555	0	0	0	0
Healthy	0	0	0	0	0	0		38.81304	18.62407	4.0185	6.82415	1.34084	0.22317	3.03843	1.30201	0	0
