group	Lachnospiraceae	Barnesiellaceae	Methanobacteriaceae	Coprobacteraceae		Lachnospiraceae	Bifidobacteriaceae	Tannerellaceae	Dialisteraceae	Barnesiellaceae	Erysipelotrichaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae	Coprobacteraceae
Healthy	18.57003	0.06958	1.2636	0		18.57003	2.46498	0.56801	0.01774	0.06958	1.08547	0	0	0.4262	0
Healthy	0.65747	2.04066	0	0.11704		0.65747	1.07421	6.20384	3.06156	2.04066	0.54003	0	0	0	0.11704
Healthy	8.47756	0	0	0		8.47756	0	0.87758	0	0	0	0	0	0	0
D050177	11.23582	0	0	0		11.23582	0	4.43517	8.83228	0	1.85592	0	0	0	0
Healthy	27.67521	2.78758	0	0		27.67521	0	2.11547	4.13539	2.78758	0	0.08575	0	0	0
Healthy	2.28081	0	0	0		2.28081	2.66432	0	0	0	0	0	0	0	0
Healthy	6.15423	0.95859	0.95618	0.09212		6.15423	0.30783	4.76015	10.0535	0.95859	0.46944	0	0.02736	0	0.09212
Healthy	31.88283	0	0	0		31.88283	0	0	0	0	0	0	0	0	0
Healthy	40.74592	2.78453	0.42282	0		40.74592	0.28247	2.22804	0	2.78453	0.50488	0	0	0	0
Healthy	24.1807	0	0	0		24.1807	0.88978	0.9323	0	0	0.03163	1.51351	0	0.02403	0
Healthy	56.28629	0	0	0.04661		56.28629	0.5284	1.32801	0	0	0.24573	1.41592	0	0	0.04661
Healthy	47.72142	0.3642	0	0		47.72142	0.43644	2.771	2.68487	0.3642	0.00359	0	0	0	0
Healthy	35.33078	0.42572	0	0		35.33078	13.20841	0.21378	0	0.42572	0.0691	0	0.01165	0.08193	0
Healthy	9.86027	1.60462	1.22427	0.09665		9.86027	0.40271	0.07289	0	1.60462	1.82914	0.20925	0	0.35991	0.09665
Healthy	4.48437	5.08864	0	0		4.48437	5.34817	4.89359	17.7166	5.08864	0.19751	0	0	0	0
Healthy	32.93119	0	2.86015	0		32.93119	0	2.34769	0	0	6.09948	0	0	0	0
Healthy	6.24613	8.1888	0	0		6.24613	0	2.56929	0	8.1888	0	0	0	0	0
Healthy	11.46942	0	0	0		11.46942	25.43716	0.37432	0.83084	0	0.44993	0.06424	0	0.29712	0
Healthy	27.45418	1.63137	0	0.057		27.45418	0.63067	6.68363	0.50482	1.63137	0.27834	0	0	0	0.057
Healthy	40.95522	0.10023	0	0		40.95522	0.16982	1.80308	0	0.10023	1.91668	0.18245	0.06363	0	0
Healthy	35.43431	0.78	0	0.47999		35.43431	0	0.41596	0	0.78	0.99592	0	0	0	0.47999
Healthy	2.52066	0	0	0		2.52066	0.16593	0	10.1966	0	0	0	0	0	0
Healthy	21.6788	0	2.05034	0		21.6788	0	0.00934	0	0	3.40634	0.01245	0.0005	0.00299	0
Healthy	1.06159	0	0	0		1.06159	0	3.33442	3.44788	0	0.0329	0	0	0	0
Healthy	6.13728	0	0.19165	0		6.13728	11.92586	6.62628	0	0	0.00981	0	0	0	0
Healthy	1.26694	3.25587	0	0		1.26694	0	0	0	3.25587	0	0	0	0	0
Healthy	33.8383	1.2766	0	0.17669		33.8383	2.26875	2.02152	0	1.2766	0.1098	0.01303	0	0.14282	0.17669
Healthy	10.41085	0	0	0		10.41085	8.21322	6.23897	0	0	0.82935	0	0.01315	0.13293	0
Healthy	4.29397	0	0	0		4.29397	0.00541	0.00406	0	0	0.54115	0.05287	0	0.0106	0
Healthy	2.32638	0	0	0		2.32638	0.18435	0	10.3557	0	0	0	0	0	0
Healthy	54.15019	0.33335	3.55074	0		54.15019	2.20423	0.66679	0	0.33335	0.8583	0	0	0.00744	0
Healthy	1.07416	3.33044	0	0		1.07416	0	0	0	3.33044	0	0	0	0	0
Healthy	25.94487	0	0	0		25.94487	0	2.51365	0	0	1.52302	3.22162	0	0.24166	0
Healthy	16.86365	0.27	0	0.01773		16.86365	0.13589	2.91008	0	0.27	1.326	0	0	0	0.01773
Healthy	34.48028	1.153	0	0		34.48028	3.52835	0.00639	5.20882	1.153	0.00285	0.02809	0.13487	0	0
Healthy	21.36465	2.73067	0	0.0351		21.36465	0	3.20388	0	2.73067	0.02901	0.12055	0	0	0.0351
Healthy	35.78451	2.78029	7.62638	0.45335		35.78451	0	0.87586	0	2.78029	0	2.72423	0	0.25611	0.45335
Healthy	0.69045	0.79682	0	0		0.69045	6.03095	0.03097	5.84746	0.79682	0	0	0	0	0
Healthy	21.17164	2.67969	0	0.03885		21.17164	0	3.07241	0	2.67969	0.02779	0.07898	0	0	0.03885
Healthy	2.02647	18.0476	0	0		2.02647	0.02548	0	7.77092	18.0476	0	0	0	0	0
Healthy	3.04587	0.81021	0	0.01378		3.04587	0.12434	0.88084	0	0.81021	0.03326	0	0	0	0.01378
Healthy	15.30326	3.56036	5.89659	0.07367		15.30326	0.37163	6.18714	0	3.56036	1.44364	0	0	0	0.07367
Healthy	4.09874	7.31468	0	0		4.09874	3.38478	7.08486	0	7.31468	0.50035	0.02867	0	1.06211	0
Healthy	7.52963	0	0	0		7.52963	0	2.58921	0	0	0	0.46573	0	0	0
Healthy	7.61375	0	0	0		7.61375	0.87124	1.81379	0	0	0.06075	0.81982	0	0	0
Healthy	7.49396	0	0	0		7.49396	0.84445	1.79149	0	0	0.06965	0.79012	0	0	0
Healthy	1.08958	0	0	0		1.08958	0	3.32373	3.51628	0	0.01682	0	0	0	0
Healthy	22.8234	0.03374	0.40432	0.00869		22.8234	0.919	1.00069	0	0.03374	6.49901	0	0.00801	0.23346	0.00869
Healthy	2.55862	0	0	0.16695		2.55862	0	5.70276	0	0	0.00996	0.08352	0	0	0.16695
Healthy	3.01168	6.26502	0	0		3.01168	0.61629	5.16591	6.33012	6.26502	0.12365	0.03197	0	0	0
Healthy	27.94032	3.20551	0.41649	0.03384		27.94032	0.17424	1.26119	0.0361	3.20551	0.5014	0	0	0.00929	0.03384
Healthy	3.89494	0	0	0		3.89494	4.18816	3.39375	0	0	0	0	0	0	0
D050177	0	0	0	0		0	0	0	0	0	0	0	0	14.9991	0
Healthy	1.25835	2.98967	0.5919	0.10636		1.25835	3.54603	15.40206	0	2.98967	0	0	0	0	0.10636
Healthy	0.76425	0	0	0		0.76425	13.04645	0	0	0	0	0	0	0	0
Healthy	30.75719	1.25811	0	0.13218		30.75719	0	1.10472	0	1.25811	2.58062	0	0	0.01959	0.13218
Healthy	1.59056	0.62575	0	0		1.59056	0	5.05484	0.20223	0.62575	0	0.0104	0	0	0
Healthy	0	0	0	0		0	46.6093	13.1166	0	0	0	0	0.03435	0	0
Healthy	8.6618	0	0.00654	0		8.6618	1.36269	5.21932	0	0	0	0	0	0	0
Healthy	1.24535	0	0	0		1.24535	0.00293	2.69839	4.89735	0	0	0	0	0	0
Healthy	4.48158	0	0	0		4.48158	0.1741	0	0	0	0.03993	1.12996	0.19386	0.02774	0
Healthy	12.81367	6.80443	0	0.40126		12.81367	0.17828	2.72899	0	6.80443	0	0	0	0	0.40126
Healthy	8.5911	0	0	0		8.5911	0.00061	1.30194	0	0	0.01227	0.04643	0	0.04244	0
Healthy	6.76244	0	0	0		6.76244	0	0	0	0	0	0	0	0	0
Healthy	4.1337	11.4796	0	0		4.1337	0.46194	0	16.0145	11.4796	0	0	0	0	0
Healthy	6.15344	5.33531	0	0		6.15344	0.07333	2.43036	8.17608	5.33531	0.11142	0.13458	0	0	0
Healthy	15.70621	0	0	0		15.70621	2.80974	0.20512	2.68832	0	0.56261	1.53808	0	0.59943	0
Healthy	31.19471	0.08895	0.09682	0.07592		31.19471	0.03123	0.55228	0	0.08895	0.2298	0.00165	0.04988	0	0.07592
Healthy	1.72693	0	0	0		1.72693	1.08158	5.58745	0	0	0	0	0	0	0
Healthy	35.57478	1.56864	0.13061	0		35.57478	0.37778	1.51141	0	1.56864	0	0.17803	0	0	0
Healthy	14.52978	2.59458	0	0		14.52978	1.05015	1.65405	0.00922	2.59458	0.05984	0	0	0	0
Healthy	14.0252	0.76446	1.75451	0.36784		14.0252	8.50732	2.34552	0	0.76446	0	0	1.35478	0	0.36784
Healthy	0.47101	6.56083	0.00361	0.03527		0.47101	1.68037	6.19143	0	6.56083	0.01167	0	0	0	0.03527
Healthy	0	0	0	0		0	59.83786	2.3804	0	0	0.00085	0.19787	1.04222	0	0
Healthy	16.43176	0	0	0		16.43176	21.3703	0.37561	1.2539	0	0.40115	0.98853	0	0.55471	0
Healthy	23.68552	0	0.63831	0		23.68552	0	0	0	0	0.34361	0	0	0.09059	0
Healthy	6.58279	5.53238	0.1733	0.33982		6.58279	0.58918	9.82798	0.40315	5.53238	0.01182	0	0	0	0.33982
Healthy	13.37009	1.19771	0	0		13.37009	0.4548	4.24087	4.64318	1.19771	0	2.85407	0	0	0
Healthy	9.25895	4.31896	0	0.5333		9.25895	0	3.30309	0	4.31896	0	0	0	0	0.5333
Healthy	22.291	0.55469	0.01909	0		22.291	0.76414	2.97223	0.3179	0.55469	0.06755	0	0	0.01894	0
Healthy	14.16528	4.53582	0	0		14.16528	0	0	1.48551	4.53582	0	0	0	0	0
Healthy	1.26577	0	0	0		1.26577	13.24007	0.14451	0	0	0	0	0	0	0
Healthy	2.63256	0	0	0.16416		2.63256	0	5.47113	0	0	0.02232	0.09083	0	0	0.16416
Healthy	30.84699	0.03714	0.86895	0		30.84699	0.0169	0.08747	0.00165	0.03714	0.76578	0.21026	0	0.26833	0
Healthy	18.20647	6.62671	0	0		18.20647	2.52118	5.30039	4.30555	6.62671	0.03859	0.00648	0.3508	0.0095	0
Healthy	5.15164	3.92076	0	0		5.15164	0.23247	5.99578	4.33822	3.92076	0	0	0	0	0
Healthy	5.51069	1.46024	0	0		5.51069	0.22773	0.8199	0	1.46024	0.06691	0	0	0.00751	0
Healthy	0.34193	2.77796	0	0.11933		0.34193	0.36264	6.05824	0.05044	2.77796	0.31929	0	0	0	0.11933
Healthy	4.37022	0.63235	0.57294	0.02457		4.37022	0	1.80836	0	0.63235	0.05774	0	0	0	0.02457
Healthy	61.05005	0.38255	0	0		61.05005	3.77721	0.30301	0	0.38255	0.01475	0	2.7281	0.39836	0
Healthy	18.14503	0.78488	0	0		18.14503	3.10268	0	0	0.78488	10.9511	0	0	0	0
Healthy	1.77582	18.443	0	0		1.77582	0.07278	0	8.0862	18.443	0	0	0	0	0
Healthy	11.26032	3.52404	0	0		11.26032	1.88745	0.57206	0	3.52404	0.04992	0.05673	0.00481	0.05296	0
Healthy	18.84008	0	0	0		18.84008	0.03396	0.01914	0	0	0	0.99388	0	0.03703	0
Healthy	28.55732	0	0	0		28.55732	0	0	0	0	0.06762	0	0	0	0
Healthy	13.07055	0.83797	0	0		13.07055	0	0.59771	19.5753	0.83797	0	0	0	0	0
Healthy	28.24354	2.68049	0	0.21394		28.24354	0.02827	1.87297	0	2.68049	0	0.0202	0	0	0.21394
Healthy	11.27248	0.38074	0	0		11.27248	1.03685	2.30035	0.10138	0.38074	0	0	0	0	0
Healthy	31.70543	0.36665	0	0.03563		31.70543	0.91966	0.45905	0	0.36665	0.04715	0	0.04924	0	0.03563
Healthy	28.57213	0	0	0		28.57213	0.2823	1.71559	0	0	0.03328	2.2516	0	0	0
Healthy	27.47777	1.74754	0.7659	0.05846		27.47777	0.70459	0.38573	0	1.74754	1.84775	2.16802	0.00249	0.32484	0.05846
Healthy	13.7737	0.09551	0.04704	0		13.7737	0.03893	1.62781	0.03749	0.09551	0.70477	0.64101	3.68029	0.0032	0
Healthy	5.75014	1.14264	0	0.06685		5.75014	0.00052	0.56156	0.94757	1.14264	0.31104	0.03809	0	0	0.06685
Healthy	17.83848	0	0	0		17.83848	0.04259	1.99168	0	0	0.14322	0	0	0	0
Healthy	11.19042	2.1258	0	0		11.19042	0.38547	0.26726	0	2.1258	0	0	0	0	0
Healthy	14.25353	4.56603	0	0		14.25353	0	9.80367	0	4.56603	0.05301	0	0	0	0
Healthy	32.53599	3.35924	1.61162	0.61643		32.53599	0.11048	1.48844	0	3.35924	0.14449	0	0	0	0.61643
Healthy	3.00749	6.44491	0	0		3.00749	0.65262	4.96065	6.0867	6.44491	0.13937	0.02197	0	0	0
Healthy	18.54068	0	0	0.02711		18.54068	20.2909	0.29386	0	0	0	0	0	0	0.02711
Healthy	18.62407	3.03843	0	0.01589		18.62407	0.39927	1.34084	0	3.03843	0	0	0	0.28424	0.01589
Healthy	14.48304	0.49377	0	0.04355		14.48304	3.06313	1.31267	0	0.49377	0.04603	0.02304	0	0.00968	0.04355
Healthy	40.61396	0.35418	0.01598	0.11197		40.61396	0.02074	5.18382	0	0.35418	0.04956	0.02005	0	0.24526	0.11197
Healthy	9.93341	0	0	0		9.93341	0.00779	1.93258	0.87383	0	3.02379	0.00322	0	0	0
Healthy	12.10456	0	0	0		12.10456	0	34.1505	0	0	0	0	0	0	0
Healthy	3.58003	2.59741	0	0		3.58003	0.19003	8.71257	0	2.59741	0.04027	0	0	0	0
Healthy	28.68756	0	0	0		28.68756	0.2857	1.52513	0	0	0.03855	2.15948	0	0	0
Healthy	27.54936	0.12913	0	0		27.54936	26.73796	0	0	0.12913	0	0	0	0	0
Healthy	4.69588	5.77752	0.91062	0.02082		4.69588	3.8008	4.54095	7.78328	5.77752	0	0	0	0	0.02082
Healthy	3.72533	3.27392	0.12031	0		3.72533	0	3.66633	0	3.27392	0.17399	0	0	0	0
Healthy	7.87316	5.60583	0	0		7.87316	16.47297	3.0049	0	5.60583	0.02758	0.00658	0.03975	0.01363	0
Healthy	20.22245	0	0	0		20.22245	0.86124	2.06079	0	0	0.0057	2.03012	0	0	0
Healthy	8.68596	1.81793	0	0.01994		8.68596	2.39429	2.06428	6.20364	1.81793	0.47012	0	0	0	0.01994
Healthy	6.25422	3.06729	0.05877	0		6.25422	20.98183	0.36146	0	3.06729	1.87534	0	0	0	0
Healthy	37.00175	0	0	0		37.00175	0.30933	0.70398	0	0	0	0.28719	0	0	0
Healthy	14.55765	0.62881	0	0.06112		14.55765	0.02447	4.21272	0	0.62881	0.33034	0.00248	0	0.00536	0.06112
Healthy	24.91088	1.33003	0	0		24.91088	26.02174	0.33827	0	1.33003	0	0	0	0	0
Healthy	1.34389	2.00146	0	0.06802		1.34389	1.30195	4.13709	0.62827	2.00146	0.8151	0	0	0	0.06802
Healthy	25.97651	2.01463	0	0		25.97651	1.1643	0.84903	0	2.01463	0	0	0	0	0
Healthy	0.7833	0	0	0		0.7833	0.03577	1.69507	9.25899	0	0.32579	0	0	0	0
Healthy	24.03998	0	0	0		24.03998	2.26021	0	0	0	0.01247	1.49969	0	0.5997	0
Healthy	0.41165	0	0	0		0.41165	0.01026	3.04991	2.58722	0	0.14981	0	0	0	0
Healthy	13.61368	2.95125	0.04021	0		13.61368	0.79401	2.61686	0	2.95125	0.03778	0	0	0	0
Healthy	3.50474	1.87868	0	0		3.50474	0.49621	2.42933	0	1.87868	0.07712	0.0099	0	0	0
Healthy	3.23799	2.59706	0	0		3.23799	0.23535	8.55132	0	2.59706	0.03983	0	0	0	0
Healthy	12.80241	0	0	0.09279		12.80241	11.5772	1.92666	0	0	1.12635	0	0	0	0.09279
Healthy	3.1049	0	0	0		3.1049	1.18753	8.07307	0	0	0	0	0	0	0
Healthy	2.38077	0	0	0		2.38077	3.82204	0	12.7515	0	0.05286	0.1417	0	0.59479	0
Healthy	28.02608	1.84949	0.0425	0		28.02608	0.16373	0	0.5024	1.84949	0.1416	0.02958	0.14363	0.26551	0
Healthy	1.21727	0	0	0		1.21727	0	3.24734	3.4201	0	0.0271	0	0	0	0
Healthy	9.98731	0	0	0		9.98731	0	72.5599	0	0	0	0	0	0	0
Healthy	12.64003	0	0.60919	0.09175		12.64003	0	1.21364	0	0	0	0.1119	0	0	0.09175
Healthy	27.24408	0.62805	0.06064	0		27.24408	0.31124	3.55999	0	0.62805	5.20824	0	0	0	0
Healthy	2.36121	0.71892	0	0		2.36121	0.00348	4.95308	0.3978	0.71892	0	0.0207	0	0	0
Healthy	1.30462	1.86635	0	0.05184		1.30462	1.33508	4.02513	0.62559	1.86635	0.82368	0	0	0	0.05184
Healthy	1.24269	3.36515	0	0		1.24269	0	0	0	3.36515	0	0	0	0	0
Healthy	1.29615	1.82427	0	0.03443		1.29615	1.30712	4.06625	0.57559	1.82427	0.75318	0	0	0	0.03443
Healthy	10.63404	0.87852	0	0.01244		10.63404	0.30566	1.36533	6.46618	0.87852	0.76109	0.14387	0.00823	0.25326	0.01244
Healthy	2.38286	0	0	0.19776		2.38286	0	5.48683	0	0	0	0.06958	0	0	0.19776
Healthy	5.31424	0.60849	0.5783	0.04007		5.31424	0	1.64362	0	0.60849	0.02633	0	0	0	0.04007
Healthy	24.05345	0.22627	0	0		24.05345	15.67896	0.17445	0	0.22627	0	0	0	0.13203	0
Healthy	22.89416	7.04598	0	0		22.89416	0.11996	2.92283	0	7.04598	0	0.18283	0	0.28345	0
Healthy	9.32184	0	0	0		9.32184	1.53779	4.95644	0	0	0	0	0	0	0
Healthy	19.97007	2.23447	0	0.04722		19.97007	0	0.83734	0	2.23447	0.12561	0.01085	0	0	0.04722
Healthy	13.62097	0	0	0		13.62097	2.71668	1.23364	0	0	0.03992	0	0	0.11949	0
Healthy	5.11376	0.12089	0	0.00091		5.11376	3.16528	2.85366	49.8172	0.12089	0.17444	0.04419	0	0.01002	0.00091
Healthy	5.50413	0.89318	1.06334	0.06285		5.50413	0.15585	3.51818	9.77939	0.89318	0.49268	0	0	0	0.06285
Healthy	13.18481	1.16025	0	0		13.18481	0.44665	4.32224	4.88139	1.16025	0	2.92516	0	0	0
Healthy	23.4495	2.46521	0	0		23.4495	0	1.65728	7.43802	2.46521	0	0	0	0	0
Healthy	16.57394	4.57825	0.57846	0.05398		16.57394	1.42281	0	0	4.57825	0.33581	0	0	0	0.05398
Healthy	26.68844	2.43282	0.10831	0.00424		26.68844	0.71732	1.98599	0.29958	2.43282	0	0	0	0	0.00424
Healthy	18.59434	0.96827	0	0		18.59434	0	3.52154	0	0.96827	0.53728	0	0	0.31227	0
Healthy	1.62245	0	0	0		1.62245	0	0	0	0	0	0	0	0	0
Healthy	62.40925	0.03312	0	0		62.40925	0.01111	0.00561	12.9004	0.03312	0.14363	0.0026	0	0	0
Healthy	3.71951	2.58335	0	0		3.71951	0.22626	8.56921	0	2.58335	0.04811	0	0	0	0
Healthy	63.02564	0	0	0		63.02564	10.0094	1.83492	0	0	0.04012	0.11722	0	0.51637	0
Healthy	9.14405	1.45276	0.06746	1.48793		9.14405	2.27586	6.51987	0	1.45276	0.07318	0	0	0	1.48793
Healthy	10.39772	0	0	0		10.39772	0	72.3189	0	0	0	0	0	0	0
Healthy	7.45679	1.99601	24.9923	0		7.45679	0	1.03236	0	1.99601	0	0	0	0	0
Healthy	17.89035	0.941	3.13665	1.09353		17.89035	4.21928	3.22122	0	0.941	0.12615	0.07114	3.6728	0	1.09353
D050177	33.92405	0	0	0		33.92405	0	2.98402	1.65354	0	0	0	0	0	0
Healthy	3.75075	0	0.08612	0		3.75075	5.65755	3.15932	0	0	0.01468	0	0	0	0
Healthy	8.78812	0	0	0		8.78812	1.59574	4.94736	0	0	0	0	0	0	0
Healthy	6.21465	0.9426	0	0		6.21465	0.22689	11.83261	0	0.9426	0	0.09874	0	0	0
Healthy	0.00903	0	0	0		0.00903	22.38201	6.02277	0	0	0	0	0.00991	0.08665	0
Healthy	0.01216	0	0	0		0.01216	36.74816	0	0	0	0.00295	0.03579	4.82089	0	0
Healthy	1.87462	0	0	0		1.87462	1.18505	6.11797	0	0	0	0.00626	0	0	0
Healthy	13.42623	1.09382	0	0		13.42623	0.46036	4.30496	4.96825	1.09382	0	2.81905	0	0	0
Healthy	25.23401	5.24712	5.60451	0		25.23401	5.71942	0.58518	0	5.24712	3.89411	0.2915	0	2.83469	0
Healthy	5.14667	0.71991	0	0.19611		5.14667	0	1.26099	0	0.71991	1.78487	0.08847	0	0	0.19611
Healthy	16.56852	7.24737	10.4082	0.04078		16.56852	1.64562	3.4368	0	7.24737	0.74866	0.01459	0	0.14545	0.04078
Healthy	0	0	0	0		0	20.37817	0.72785	0	0	0.02092	0	0	0.00199	0
Healthy	1.59518	0	0	0.08943		1.59518	0	4.06969	0	0	0	0	0	0	0.08943
Healthy	12.18996	0.78418	0	0.00237		12.18996	0.01839	0	0	0.78418	0.72251	0	0	0	0.00237
Healthy	2.77963	5.16736	0	0		2.77963	0.02254	0.31418	9.22372	5.16736	0	0	0	0	0
Healthy	28.91133	4.37539	2.88522	0.02005		28.91133	7.88279	0.56759	0	4.37539	0.00034	0.09058	0	0.06303	0.02005
Healthy	28.66722	2.15554	0	0		28.66722	0.81069	1.92661	0	2.15554	0.16797	0.11539	0.06316	0.24489	0
Healthy	0.04346	0	0	0		0.04346	39.73562	1.30122	0	0	0.27278	0.87357	0	0	0
Healthy	7.5777	0	0	0		7.5777	0.89181	1.75809	0	0	0.03229	0.81935	0	0	0
Healthy	8.61385	0	0	0		8.61385	6.37673	4.77147	0	0	0.06351	0	0	0	0
Healthy	0.89419	0	0	0		0.89419	0.02138	1.81952	8.97374	0	0.30666	0	0	0	0
Healthy	44.73936	1.47858	0	0		44.73936	18.19568	0.05806	0	1.47858	0	0	1.45124	0	0
Healthy	18.65948	2.61813	0	0.0548		18.65948	0	9.34828	0	2.61813	0.0557	0	0	0	0.0548
Healthy	8.73576	3.69303	33.6936	0		8.73576	3.44222	0.80973	0	3.69303	1.00071	0	0	0.6669	0
Healthy	5.01189	0	0	0		5.01189	0.34445	1.43248	6.26984	0	0.3007	0	0	0	0
Healthy	8.64569	4.92977	0	0		8.64569	2.81889	1.10594	0.52399	4.92977	0.00925	0.00055	0.10225	0.02098	0
Healthy	20.41575	2.51648	0.03293	0.51257		20.41575	0.55323	7.19176	0	2.51648	0.59643	0	0	0	0.51257
Healthy	15.90515	1.99102	0	0.18532		15.90515	0.51871	2.1513	4.16114	1.99102	0.05294	0.00625	1.60891	0	0.18532
Healthy	32.75398	0.44649	4.66766	0.06491		32.75398	0.02869	0.36026	6.01859	0.44649	0.12799	0.23746	0	0.49229	0.06491
Healthy	24.17274	1.58507	12.7756	0		24.17274	0.18339	2.35806	0	1.58507	0.02929	0.04471	0	0	0
Healthy	5.20234	0	0	0		5.20234	0	1.17829	1.99129	0	0	0	5.91691	0	0
Healthy	36.22127	1.73873	0.1314	0.96804		36.22127	0	3.80825	5.90031	1.73873	0	0	0	0	0.96804
Healthy	23.05903	8.27071	2.55668	0.01363		23.05903	5.75324	3.13695	0	8.27071	0	0	0.28513	0.12967	0.01363
Healthy	28.0521	0.90946	0.00775	0		28.0521	1.38242	0.40422	0	0.90946	16.29565	0	0.19311	0.40591	0
Healthy	29.12181	0	0.34774	0		29.12181	0	2.05877	3.49235	0	0	0	0	0	0
Healthy	4.19186	0	1.2056	0		4.19186	10.24535	1.87369	1.43687	0	0.15563	0	2.80469	0.11759	0
Healthy	11.13307	4.28773	0	0.05613		11.13307	1.75718	1.85123	0	4.28773	0.11295	0	0	0	0.05613
Healthy	6.27856	1.3198	0	0		6.27856	1.64179	1.68149	0.28758	1.3198	0	0	0	0	0
Healthy	6.84785	0	0	0		6.84785	20.14095	0.49214	0	0	0	0	7.47165	0.11799	0
Healthy	7.82102	0	0	0.18572		7.82102	0.12019	2.65146	11.8928	0	0.02539	0	0	0.02352	0.18572
Healthy	17.47768	0.11359	0	0.00169		17.47768	7.77362	3.40247	0.99913	0.11359	8.61011	0.00115	0.01077	0.08685	0.00169
Healthy	10.89549	11.9433	0.03207	0		10.89549	0.98615	1.96933	0.04975	11.9433	0.15956	0	0	0	0
Healthy	4.54863	3.51255	0.08486	0		4.54863	0	3.49167	0	3.51255	0.15583	0	0	0	0
Healthy	33.85214	3.18452	2.58635	0		33.85214	2.41186	1.63752	0	3.18452	0.01211	0	0.16841	0.13183	0
Healthy	5.72689	0	0.19089	0		5.72689	12.2649	6.69551	0	0	0	0	0	0	0
Healthy	4.60013	5.77425	0.95041	0.01938		4.60013	3.80101	4.35396	7.38878	5.77425	0	0	0	0	0.01938
Healthy	5.69559	0	0	0		5.69559	18.2818	0.80802	2.84893	0	0.0314	0.00236	0.01026	0.09905	0
Healthy	50.66659	2.97808	0	0		50.66659	0	2.29988	0	2.97808	0	0	0	0	0
Healthy	15.82033	3.39645	3.23876	0.04691		15.82033	0	0.97268	0	3.39645	1.57624	0	0	0	0.04691
Healthy	8.75655	3.91048	0	0.17414		8.75655	1.13764	4.0677	0	3.91048	0	0	0	0	0.17414
Healthy	5.13883	0	0	0		5.13883	0.37575	1.49586	6.11149	0	0.25493	0	0	0	0
Healthy	0.61599	6.57865	0.01395	0.05004		0.61599	2.10804	5.61886	0	6.57865	0.00774	0	0	0	0.05004
Healthy	4.4203	17.6745	0	0.11855		4.4203	0.73474	0.56458	0.37326	17.6745	0.04867	0	0	0.22656	0.11855
Healthy	43.36492	0	0.45527	0		43.36492	0.26293	4.87804	0	0	1.04698	0	0	0	0
Healthy	6.90806	5.61279	0	0.4414		6.90806	0.0192	2.28178	0	5.61279	0.82434	0	0	0	0.4414
Healthy	21.62313	1.21917	0	0		21.62313	1.53366	0.01308	5.13054	1.21917	0.0061	0.04154	0.00755	0	0
Healthy	5.98746	0.38159	33.0343	0		5.98746	9.0717	10.36826	0	0.38159	0.46721	0	0.19586	0.00638	0
Healthy	52.95862	0.26358	5.43402	0		52.95862	0	0.64186	3.01591	0.26358	0	0	0	0	0
Healthy	11.80424	2.62214	0.2373	0.06304		11.80424	0.31596	0.26927	0	2.62214	0.29557	0.0026	0.01753	0.35254	0.06304
Healthy	28.76685	2.24022	8.70403	0		28.76685	8.03862	1.15822	0.01329	2.24022	6.15808	0	9.00898	0	0
Healthy	35.29522	0.83614	0	0		35.29522	25.09845	0.52124	3.85203	0.83614	0	0	0	0	0
Healthy	4.57035	12.8507	0	0		4.57035	0.38804	0	15.787	12.8507	0	0	0	0	0
Healthy	8.17914	0	0	0		8.17914	43.7486	12.1593	0	0	0	0	0.07895	0.51615	0
Healthy	25.86791	0.89807	16.9051	0		25.86791	0	2.46712	1.28016	0.89807	0	0	0	0	0
Healthy	0.58886	0	0	0		0.58886	0	0	0	0	0	0	0	0	0
Healthy	20.25348	3.18876	0	0		20.25348	0.43598	1.24738	0	3.18876	0.16915	0.19642	0	0.04477	0
D050177	18.36341	1.34396	0.04685	0.00728		18.36341	0.06492	4.63584	0	1.34396	0.35823	0.3116	1.24432	0.50908	0.00728
Healthy	18.60829	0.80045	0	0		18.60829	2.01319	0	0	0.80045	11.1676	0	0	0	0
Healthy	20.29995	0	0	0		20.29995	0.89777	2.03111	0	0	0	2.12326	0	0	0
Healthy	20.1204	0.26602	1.52558	0.06086		20.1204	0.49436	0.97223	2.67823	0.26602	0.85731	0.25386	0	0.10367	0.06086
Healthy	1.74989	0	0	0		1.74989	0.33628	2.68821	8.06098	0	0.11113	0	0	0	0
Healthy	7.28483	0	0	0		7.28483	2.08671	4.98132	0	0	0.01294	0.04557	0.27969	0.0082	0
Healthy	0.00733	0	0	0		0.00733	0.01223	0	0	0	0	0.08013	0.00834	0	0
Healthy	10.04532	0	0	0		10.04532	1.17533	0.73197	0	0	0.00371	0	0	0.04171	0
Healthy	12.78713	9.11145	0.64416	0		12.78713	0.0395	2.8934	0	9.11145	0.4962	0.05207	0	0.02152	0
Healthy	24.11223	0.32947	2.09976	0.08508		24.11223	0.2987	0.32031	0	0.32947	2.37194	0	0	0.07903	0.08508
Healthy	25.17308	0	0	0		25.17308	0	1.56281	0	0	0	2.27487	0	0	0
Healthy	3.6701	1.91217	0	0		3.6701	0.68307	3.78169	0	1.91217	0.02092	0	0	0	0
Healthy	12.25174	0	0	0		12.25174	74.71421	0.14718	0	0	0	0.01913	0	0	0
