o	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Methanobacteriales	Lactobacillales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Peptostreptococcales	Pseudomonadales	Bacteroidales	Burkholderiales
Healthy	1.24153627057186	1.39090774215805	0.889868437100312	-5	-5	0.436482284664279	-0.457336374761199	0.90708713139351	-5	-5	-0.114062365300403	1.25481408256447	-5
Healthy	1.96309481103741	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.204754674330467	0.838253888443457	-5	-5	-5	-5	-5	-1.68529030704483	-5	-5	-5	1.90740093328189	0.631620292105187
Healthy	0.347593439926808	0.868918797619339	-5	-0.277176937350083	-5	-1.67530608613823	-5	-0.496182089302178	-5	-5	-1.33133458454551	1.8471355538054	-1.67121279964547
Healthy	0.391866252436384	-0.0746157040190051	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.85706984982187	-0.473027837857096
Healthy	0.900300477093399	1.20303560814956	0.374220274835219	-1.44381815334709	-5	0.0780760090717142	-0.626573037814257	-0.333875308853827	-5	-0.879623520255566	-1.61475131759678	1.66504374706036	-0.474683033955726
Healthy	1.1133369212675	1.04741117161438	0.105571492604615	-0.00896009040962137	-5	-5	-1.07114346641809	-0.731726328033384	-5	-5	-5	1.72829817253211	-0.329995488683631
Healthy	1.1226551947922	0.596934504791887	-0.297414386073126	-5	-5	-0.644491011975566	-5	-5	-5	-5	-5	1.81988564347574	0.128719055371167
Healthy	0.787434968710164	1.25661649498577	-5	0.074476329499977	-5	-5	-5	-5	-5	-5	-5	1.73446386126731	0.829664569889966
Healthy	1.62581448091384	0.712226984671623	-0.540411520767992	-0.327283482274812	-5	-2.1791420105603	-0.537317557506993	-1.0870874488239	-5	-5	-5	1.66223863396154	-0.954012394339033
Healthy	0.91808698019716	1.49380980554351	-5	-5	0.0704147076378912	-5	0.472529738151088	-0.0201148817554438	1.49016236725144	-5	-5	1.00221143343673	-5
Healthy	0.95642057474697	1.2936592764739	0.0732453165538541	0.159416788216739	-5	-0.0519833620001213	-5	0.233671154687788	0.353520013656726	-5	-5	1.6649271814003	-5
Healthy	1.14572302238457	1.03142381578524	0.989536578901356	-0.0361885703348333	-5	0.470413431348386	-0.272670248707909	0.453183749072685	-5	-1.00766744095254	-5	1.4123101563796	-1.28979798534462
Healthy	0.981475202181168	1.27272763826061	-5	0.944094100919671	0.175746582026732	-5	-5	-5	-0.0336470402397466	-5	-5	1.49913038924788	1.03683960479567
Healthy	1.23038556085568	1.53397111733801	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.44575190054419	-1.27572413039921
D015179	1.46860162842869	1.23829957679063	0.137284466729965	-5	-5	-0.269330752474465	-0.621148053551119	-0.311073203826884	-5	-2.35654732351381	-5	1.42201532467904	-1.12848544129162
Healthy	0.63058752772219	0.991343496590593	-0.377931111609964	-5	-5	-1.49066304198236	-5	-1.3693687559795	-5	-5	-0.860813819583871	1.89239115795539	-5
Healthy	1.15582441997645	0.726706023413167	0.0482280998488084	-0.293239558218003	-5	-0.344179912182785	-1.14520830594601	-0.255425403672663	-5	-1.18025870272699	-1.00052146632069	1.84020053696107	-0.924927737293881
Healthy	1.03560062045441	1.69887601283989	-5	-5	-5	-5	-5	0.608729227295577	-5	-5	-5	1.13698296657874	-0.713880497409637
Healthy	1.02154775425743	0.0143777105122953	-5	-5	-5	-1.20844969497267	-0.0588614056903157	-5	-5	-5	-5	1.86405067480531	-1.19825338078054
Healthy	1.16507092994453	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.93133498966845	-5
D015179	0.934602467464532	0.474504726334023	-1.55893359336074	0.465687642994004	-5	-1.35506929208641	-0.852571031301344	-1.28183059460869	-5	-0.822607807923901	-0.673459331483438	1.88557622174019	-1.32120856563376
Healthy	0.485170403017084	-1.6345120151091	-0.514562518923699	0.0987094706026861	-5	-0.650411679437537	-5	-5	-5	-2.36051351073141	-5	1.6576245591622	-5
D015179	0.831574174365972	1.13858213596884	0.432993328649117	0.667105378256033	0.382550122603662	-5	0.340206080040022	-0.464629916720834	-5	-5	-5	1.20637327266539	-5
D015179	1.29296233320084	1.18562571946414	-5	-5	-5	-5	-0.535913039620809	0.0691610007713386	-5	-5	-5	1.63767531572103	0.50651856161725
Healthy	1.50560113872521	1.3636525873478	-2.46597389394386	-0.291417650521209	0.355280987272093	0.61798634925179	0.392853411749158	0.1029959347666	-5	-2.09044397075882	-5	1.2600172171082	-1.41770931728101
D015179	1.30542123793835	1.20668045744909	0.566359701142188	-1.20957408260889	-5	-0.450285764320539	-5	-0.185759065277473	-5	-5	-5	1.49581440415146	-5
Healthy	1.5146804113538	0.924034150720258	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.46760914137844	-5
Healthy	1.16732501607925	1.14843050682785	-5	0.21296756791773	-0.443167018982321	-5	-5	-5	0.0957515086944575	-5	-5	1.6505236450126	0.732092061664324
Healthy	1.14472237170448	0.037055794941002	-0.98401189461587	0.682679263995797	-5	0.147283581592567	-0.88722747889463	-0.00515954527233896	-0.26502424879799	-0.18186651929881	-0.745572778459332	1.62466804406622	-0.167299529039433
Healthy	0.699989399048288	0.607151447166782	-0.431434559929549	-5	-5	-5	-0.566902523032012	-2.27901425584626	-5	-5	-5	1.83323772396582	-0.823995608527747
Healthy	0.186877262952135	0.256342445773672	-0.603713453931598	-5	-5	-5	-1.75374768770068	-5	-5	-5	-5	1.84911456355727	-0.756168538018078
D015179	0.253650526715356	1.28084710365554	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.14830767857079	-5
Healthy	0.222331416767006	0.254941832892519	-0.624098731990512	-5	-5	-5	-1.61942699693311	-2.33535802444387	-5	-5	-5	1.84352696435276	-0.861918453504254
Healthy	0.819749847587546	0.985891957090146	-0.263491950164694	-5	-0.710991088460537	-2.03715731879876	-2.03668448861389	-0.609930813698363	-5	-5	-5	1.80878085520708	0.153220159636363
D015179	1.71614530131976	1.27908422460517	0.853954211908034	-5	-5	0.308242041035911	-5	0.767164032226432	-5	-5	-5	0.242156156515359	-1.82506840647156
Healthy	1.26921864503694	1.00685908269655	0.400057668744448	1.00809362535078	-5	-0.591353074344234	0.402880133602107	-0.302178049194537	-5	-1.57057073561821	-5	1.56377988635159	-1.39707228714081
Healthy	-5	-2.80687540164554	1.08825412985117	-5	-5	0.532689421001157	-5	-5	-5	-5	-0.558839225964884	-0.195192935739313	-5
D015179	0.730843621483375	-0.521217132493401	-3.33724216831843	-5	-5	-2.05060999335509	-1.32221060893114	-0.495909906740058	-5	-5	-1.06859298644343	1.92177649773948	-0.975966102099095
Healthy	0.238698310062986	0.907362983694908	-0.392748767682149	-5	-5	-5	-5	-5	-5	-5	-5	1.80047402526881	-5
Healthy	1.103792777965	1.10683217274723	0.054946115699901	0.677063745042541	0.44149875558677	-0.719353349703805	-0.0150273694098672	-5	-5	-5	-5	1.66932450622668	-5
Healthy	-0.302613711693106	-2.16877030613294	1.15394528548806	-5	-5	-0.626591418704405	-0.734474664780926	-0.164353811233348	-5	-5	-0.684050635459625	1.45166610547292	0.389534635092619
Healthy	1.02573666831196	0.322438454736674	-5	-5	-5	-1.13768969004573	-0.0590952142863015	-5	-5	-5	-5	1.85932284824895	-0.527931362416515
Healthy	0.999329801052616	0.852968909586261	0.490829006303808	0.877690901269916	1.08071701562114	-0.375893307898879	-5	0.0448571340473448	-1.8703101078007	-5	-5	1.58675064068554	-0.812310106474816
Healthy	1.33743769578785	1.23657277948055	0.137784394134162	-0.235734177495028	-0.184482021084076	-0.579021644305097	0.870419122878356	-0.677966871368197	0.452405975642099	-5	-5	1.52225743366958	-0.244148002533356
D015179	1.40317184385467	0.607493625452986	1.41418606068495	-5	-5	-5	-0.0356885027669088	0.643680621258918	-0.0591151187036433	0.535615606849232	-5	1.34784130337337	-5
Healthy	1.19262097028327	1.16682041858371	0.596164785007427	-0.127558177796429	-5	-0.232495353654395	-0.91413882621155	-0.607338213709211	-5	-1.1114274031424	-5	1.56035671801165	0.000525178654054735
Healthy	0.811141835851327	0.444396151084629	-5	1.25372825873476	-5	-1.10668218838389	-5	-0.644931793651149	0.275700547568564	-2.95078197732982	-5	1.69173218079687	-0.285075379338291
Healthy	0.391971938194067	-1.03287341892359	-0.761953896871204	-5	-5	-5	-5	-5	-5	-5	-5	1.82403317020136	-5
Healthy	1.31812242004835	0.60305122216867	-5	-5	-5	-1.06550154875643	-1.37716452047848	-0.877751346021946	-5	-5	-5	1.79492630255134	0.702058124404494
Healthy	1.32397731285257	0.964792151316941	-0.24218658099522	1.11652838170594	0.227390451758479	-5	0.309925982995195	-0.829562254953817	-5	-1.14158312227651	-5	0.971669133986905	-1.32385531964379
Healthy	0.374429379793611	0.894210245908984	-5	-0.264417067304226	-5	-1.87778412172717	-5	-0.456006412514536	-5	-5	-1.40704642845213	1.82698017258206	-1.64936439174105
Healthy	1.28555820909903	1.03431314785882	-1.944621668625	-5	-5	-0.599617451954571	-1.17470373556904	-1.54485047882017	-5	-0.977159389123472	-5	1.80882510234374	-0.747632485540101
D015179	1.27593596666179	1.02917835246603	-1.12766887876975	0.231125382730295	-5	-0.525303071883171	-1.19777376230893	-0.60756686844445	-5	-5	-5	1.58849960960861	-2.62708799702989
Healthy	0.866188651439013	0.798840478326674	-0.0952357818531582	0.760998145107225	-5	-0.392384156756868	-1.1944991418416	-5	-0.621002859189148	-5	-5	1.78089260519865	0.356578417885552
Healthy	0.929372428168964	0.724061127548363	0.0694941963359082	-0.341759585329897	-5	-1.65816994307949	-5	-0.597927856364727	-5	-5	-5	1.80516035745565	-1.81417464038704
Healthy	0.954250230161486	0.981266217466454	-1.35124978730198	-5	-0.469685017679468	-1.13894375542313	-0.426327897519419	-0.704015298590523	0.349081224753386	-5	-0.382695549437002	1.23670198001051	-5
Healthy	0.513037716945221	0.582749506122136	-0.203259196022093	-5	-5	-5	-0.863564829541617	-0.707655306159408	-5	-5	-5	1.88242190027698	-0.564537879440179
Healthy	1.67257633462603	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D015179	0.707159531154201	0.351840738668052	0.878493071371304	-5	-5	-5	-5	-0.487182241435127	-5	-5	-5	1.87977873944993	-5
Healthy	0.697312182199542	1.38415584856345	0.468088744824343	0.186851843729359	-5	-5	-1.49471432585587	-0.785103192439779	-5	-2.04963514562388	-5	1.41956007960398	-0.306827261880265
Healthy	0.565356599387256	1.35981272395415	-1.10907622851099	-5	-1.20957408260889	-5	-5	-5	-5	-5	-5	1.70189362697114	-1.15193410459601
D015179	1.16343719561041	0.344225205215305	0.496928264967567	-2.58670023591875	-0.770241388778627	-0.0261104892602275	0.425420089084946	-0.320081754745605	-1.8735438865682	-0.42846585257333	-5	1.6553995095098	-5
Healthy	1.77853224900348	0.366792650615065	0.775611904146357	0.363856319295068	-5	-5	-5	-0.483715888886019	-5	-5	-5	1.07582131962997	-5
Healthy	0.813607005430666	0.626662631862159	-0.374728716343149	0.943397555517806	-5	-5	-5	-0.736956016686834	-5	-5	-5	1.7705904729067	-0.466329602309075
D015179	1.65798362001189	0.755233607654195	0.0225479609860817	-5	-0.201218188431667	0.0188585464400629	-5	-1.03240522732811	-5	-2.24565166428898	-5	1.23927369603786	-1.90833304240432
Healthy	1.10589321682353	1.36108554959202	0.879764877386908	-3.39794000867204	-5	0.157462812552593	-0.755747626027527	0.353620063777047	-5	-0.814089714959286	-5	1.5919771137699	-2.02136305161553
Healthy	0.27043658829389	0.612635535718449	0.0824514453882188	0.607716593449777	-5	-5	-2.18708664335714	-0.764067746013705	-5	-5	-5	1.89775268868323	-0.141866005195876
D015179	1.73208578411706	0.52682500187203	1.01704043828518	0.481744952740506	0.535387806122655	0.00705611055474206	-5	0.722379687158612	-5	-5	0.387464575513124	-5	-5
Healthy	0.203103630980142	0.560056149734406	0.0343797588575954	0.565635340055644	-5	-2.88941028970075	-5	-0.77822074306031	-5	-5	-5	1.90648707214326	-0.223734781731891
Healthy	0.606408238937655	0.571256837274832	-0.660628070682412	-5	-5	-1.18795610206977	-1.27124052483213	-5	-5	-5	-5	1.93682125883772	-0.958804766303191
Healthy	1.26321198071367	0.821924047202338	-1.99267904707726	-2.79317412396815	-5	-0.898149862061874	-0.227172400214089	-1.09274991711867	0.695866766943137	-5	-5	1.70553170919753	-5
Healthy	0.764537022393591	0.765202723456277	1.07257228111305	-5	-0.661443908990555	-0.493346169434449	-2.58838029403677	0.245480588059686	-5	-5	-5	1.75845299269078	-1.13241467345296
Healthy	1.36285685463076	0.301119016908406	0.497660694167108	-5	-5	-1.3902988976206	-0.622784843736939	-1.10851829616048	-5	-0.635955820817106	-5	1.75055922670122	-5
Healthy	1.45242329166379	0.858931612848723	-2.11975822410452	-0.487969671912589	-0.164372833790102	-2.74232142513082	0.1936031720795	-5	-1.02040610415107	-0.940436582098732	-5	1.48598646392354	-5
Healthy	1.02590404202915	0.836059406634956	-1.94615357314775	-5	-5	-0.591658258845345	-1.09903237608088	-1.6714165502858	0.647451434568539	-5	-5	1.83573513986546	-1.18468795647564
Healthy	1.38716567967267	0.924017596511943	-1.15403423845452	-0.712265434203511	-0.240226426915971	0.440036469972941	-0.64569943765464	-1.79914950190892	-5	-5	-5	1.66503707895817	-5
Healthy	1.45061594758281	0.539901227081351	-5	-0.58370906565516	-0.23817736675616	-0.749604396942884	-5	-5	-5	-5	-5	1.66349607096494	-5
Healthy	0.806002148279175	1.06184211370812	-5	0.768024328514701	-5	-5	-1.42969061456412	-5	-5	-5	-5	1.68070908169026	-0.85964911074747
Healthy	1.49780813614451	1.20123102272102	0.441294426088421	-5	-5	-0.406071829317994	-0.625031813700766	-1.42067379624474	-5	-0.187541220019793	-5	1.51275748385556	-1.62616885492617
Healthy	1.01739231902418	0.433963343780606	-0.0893115760729849	-5	-5	1.37378009181273	0.834142106313421	0.145833235818536	0.423799451295995	-1.60205999132796	-0.738546797258189	1.25740471505852	-1.29972906264356
Healthy	0.26143417310015	0.827294945465466	-5	-5	-5	-5	-5	-1.38965928854784	-5	-5	-5	1.91059778086104	0.624707928854381
Healthy	0.642899586013302	0.840048352045566	0.736571778436162	0.842625462951981	-5	-2.10292299679058	-0.73016029042316	-0.198953203001105	-5	-2.10846254232744	-5	1.65083884438617	-0.491847506685055
Healthy	1.66005026898303	1.22938205776708	-0.41558961458252	-5	-0.127418385308993	0.245263370465327	-5	-0.233676400649377	0.0460266697025412	-0.411941289771591	-0.150605158014582	1.22513242582441	-1.85387196432176
D015179	1.12560551795605	0.193583705532957	-3.63827216398241	1.48349187006254	-5	-0.473376456181219	-1.87451873429941	-5	-5	-1.3347005005001	-5	1.64902684835929	-5
Healthy	0.426569813976655	-1.10524100562811	-0.628673486138254	-5	-5	-5	-5	-5	-5	-5	-5	1.82236386018382	-5
Healthy	0.953346940053106	0.368939231390357	-0.0656631767753812	-1.91435271170314	-5	0.435136947217701	-0.306220305961793	-0.00159679265866344	-5	-0.900733827968083	-5	1.63762470007084	-0.427674512158519
Healthy	1.01800273771613	0.544795808127032	0.131021660599472	0.445703814955998	1.10327027134463	-0.294427054565938	0.724629716385045	-0.431716119883378	-5	-0.977612874313562	-5	0.873938755161019	-1.61672334959235
Healthy	1.3459366739239	0.448514631644217	-5	-1.54714066420415	-5	-2.51427857351842	0.0157996958303267	-1.78968148017377	0.629591026970847	-5	-5	1.62920249524745	-1.65345144145153
Healthy	1.24787069204977	-0.184741116948429	0.895472824042268	-0.503596249518606	-5	-0.185372895509734	-0.961101787885467	-1.15076490868528	-5	-0.636688934363375	-5	1.36953440877019	-0.633707817789462
Healthy	1.28999964368115	0.655995608197051	0.571210213140946	-5	-5	-0.180192935409244	-0.845484734207603	0.13972485300591	-5	-5	-0.603992552294838	1.80356690452583	-1.22300841514359
Healthy	1.18146770345569	0.695082222108527	0.197184037515842	0.309363974048332	0.606960396574571	-2.35359627377693	-1.08910891135547	-0.18801635983921	-2.20690839982342	-5	-5	1.37525253117132	-5
D015179	0.916172223801639	1.55549879531499	0.465888242626536	0.369035792031857	-3.22914798835786	-0.695143406002972	-1.31749391406099	-0.42458120878564	-5	-5	-5	1.44264044397533	-1.78067749158066
Healthy	1.40958030589994	1.32455550156796	-2.52578373592374	-0.686554629573586	-0.19900127139245	-1.66174276975374	-0.022299252917	-0.718648418327262	-5	-5	-5	1.5942516304503	-2.09963287134353
Healthy	0.48266638715213	0.673899671261814	-0.848599501964382	1.02212760165039	-5	-1.2057908836535	-1.98716277529483	-0.540592432833052	-0.049075597436579	-5	-5	1.82403167231203	-0.982507553522725
Healthy	-0.308105519963408	-0.383293483988006	0.841626598290339	-5	-5	-0.219927632749389	-1.55191233330766	-0.511816050550603	-5	-1.3212995650017	-1.72468864545819	1.61844986866894	1.23035847652187
Healthy	1.53492817093317	1.07867898368722	0.556117886379142	-5	-5	-0.699600188328667	-2.17783192063198	-1.09415017335768	-5	-2.20760831050175	-5	1.4617301687555	-5
Healthy	1.6717389084741	1.33336463984328	-1.39588199380796	-5	-5	-0.473945175226889	-5	-0.0400527842915014	-5	-5	-5	1.30734240313679	-1.15199572850273
Healthy	0.232139375610427	1.00594371914689	1.84948575074448	-5	0.578169138412312	0.195838791593396	-5	0.355016433059823	-5	-5	-5	0.769667497367089	-5
Healthy	0.26023839221013	0.707178282743617	-0.459607951261622	-5	-5	-2.1605219526258	-1.11176432672943	-0.703707849005138	-5	-5	-5	1.88334164264199	-1.54683460747414
D015179	1.21885756191056	1.12333932857648	-0.627014394033038	-5	0.446175104124868	0.72994759639177	0.0872879436597634	-0.646295296427835	0.703341254620759	0.162089230415647	-5	1.62044651140293	-0.345602034021751
Healthy	0.480441020436469	1.05141456422425	-5	-5	-5	-5	-5	-2.4294570601181	-5	-5	-1.14170347546611	1.8586403452969	-0.133187098656133
D015179	0.980339308242944	0.838316911420023	0.612516842435133	-5	-0.330571537756769	-5	-5	0.00476404247641631	-5	-5	-5	1.27104428145423	-5
D015179	0.779335258881995	0.952625374574287	-2.92445303860747	-1.30574588797472	-5	0.579460041018967	0.225516039397896	-0.770062314092066	-1.6836102489268	-5	-5	1.75244720069656	-0.854492828590337
Healthy	0.766183740972204	0.659762221559862	0.626888279884397	-0.848354397488372	-1.42539005865981	-2.73518217699046	-5	-5	-5	-5	-5	1.84524300813117	-0.718285029972704
D015179	1.03311883808463	1.06240898400793	0.998523061710176	-2.93930215964639	-0.569038546645052	-5	1.32920113093057	0.326411650993633	-5	-5	-5	1.3552370977602	-1.6607473659673
Healthy	1.22190720171988	1.20729767888314	0.15545446526616	-5	-0.283779563392971	-1.15298290206465	-0.483160660262971	-0.920493155175232	-5	-5	-5	1.60508169885224	-0.593306566203788
D015179	1.56928505160035	1.01347049540326	-5	1.13975350049263	0.141393327128253	-0.836480837430122	-2.19928292171761	0.140548893709233	-5	-5	-5	1.30895712840235	-1.64493179365115
Healthy	0.870046723891942	0.803545194747872	-0.0979916663966292	0.768085818916319	-5	-0.315998922974038	-1.34332695411515	-5	-0.54809081306678	-5	-5	1.77841992316226	0.338976140665884
Healthy	0.994160919362493	0.947032574053057	-0.964330165348319	-0.12606356707688	-5	-1.28491632930507	-1.25165689551245	-1.58136731264593	-5	-1.24848994972996	-5	1.7728026122412	0.222383471097222
D015179	1.36767602531104	1.37754064124509	0.931301211640562	-5	-5	-5	-5	0.129148297419056	-5	-5	-5	1.21056168875666	-1.96738123914928
Healthy	1.9282249175976	-5	-5	-5	-5	-0.972609615315031	-0.607373383525961	-5	-5	-5	-5	-0.897737850505727	-5
Healthy	1.41361153930136	1.09922850482041	-0.651753566148766	-1.92848619490491	0.281864779187712	-0.0851440329127663	-0.391977012346718	-0.763513123624409	0.0771097958949845	-0.474372203788112	-0.962215058246362	1.64623723110035	0.235558745465651
Healthy	1.35224833286567	0.908169638769596	0.101245146397895	-5	-5	-5	-0.332911446929065	-1.09598811640261	-5	-5	-5	1.69093631974713	-1.7667499904589
Healthy	1.14994540924134	1.18952428110551	-0.229597236965329	-0.101631393304365	-1.58469270777443	-1.13661765155921	0.448341421108579	-0.281988518365348	-1.13757044389399	-0.342934581290495	-5	1.73791634077617	-0.0494550384032812
Healthy	1.64606400058722	0.298839981906314	-2.64206515299955	-5	-0.746516607912985	-0.870729139878685	-0.100929494217459	-5	-5	-5	-5	1.48272741320568	-0.870793642252471
Healthy	0.607848390875877	0.0134481802002008	-0.485518658301217	-5	-5	-0.821857930162256	-5	-0.229339414548581	-5	-5	-2.16749108729376	1.75732556411196	-0.623386549142206
Healthy	1.45593866544764	1.13735031286011	1.024660909979	0.222287165680217	-5	-1.15101079374883	-1.48030323284015	-1.22562904015008	0.555412492119042	-1.40428338005658	-5	1.27493380354954	-1.15502606185311
Healthy	0.131464677413851	0.929781027408947	0.384317564991264	-5	-5	-0.625875139820273	-0.364807891361061	-0.374008851298664	-5	-1.25219990913563	-5	1.89329743449848	-1.12947904998724
D015179	1.752297500008	1.30069524278556	0.122176544161196	0.100594528153283	-0.979555844633425	-0.431434559929549	0.103581387351371	-0.195983305582508	-1.1391232035967	-5	-5	1.08329617339226	-5
Healthy	0.458396087426251	0.754647956693318	-0.698362417273128	-5	-5	0.841391384294601	-2.70114692359029	-1.89585444944599	-5	-3.01322826573375	-0.566726328908551	1.71071785080381	-2.07935499859321
Healthy	0.841347580385529	0.89078473480437	0.333864238806975	0.767475715659235	-5	-2.16304326294045	-5	-0.510505578057848	-5	-5	-5	1.7563064213199	-1.16039627052916
Healthy	1.32605880741572	0.605483899838772	-5	-5	-5	-1.21133678687914	-1.85139734519391	-0.860026512015541	-5	-5	-5	1.7924619414555	0.710542985186734
Healthy	0.685298263246856	0.724493781586291	0.584481618027666	-0.0801638623518575	-0.0441151064680245	-0.883392256011752	-5	-5	-5	-5	-5	1.78131281492427	-0.732265227678144
Healthy	0.385187862607728	-1.03692083935817	-0.723354406369124	-5	-5	-5	-5	-5	-5	-5	-5	1.82679150990776	-5
Healthy	1.52466855804581	0.9828946313315	0.33721758655508	-0.77614078466937	-1.65462626944091	0.270271129902288	-1.07386342893255	0.169101069110537	-2.54668165995296	0.586418504585972	-5	1.48476663295212	-0.849827103606869
Healthy	0.819565649723114	0.771566169800057	1.10196828788743	-5	-0.604359141303882	-0.618163200001657	-2.11918640771921	0.246102019913739	-5	-5	-5	1.76289783082995	-1.14321071124668
Healthy	1.16995819010094	1.26008308037142	-0.760800657945698	-1.32808698755841	-5	-5	-0.593681281051799	-5	-5	-5	-5	1.50105665918309	-1.47846965872129
Healthy	1.45799824785649	0.792360867505842	-0.758602958350354	1.04174432129515	-0.291137381072387	-5	-0.292310622169266	-0.506806928546314	-5	-5	-5	1.37042277952463	-0.542875373696591
D015179	1.51860881627781	0.994767494123025	0.187261194656409	-5	-0.607725238428058	-0.221776373233903	-5	-5	-5	-5	-5	1.2934918292463	-5
Healthy	1.0982881855559	0.666520788484264	1.7114631990476	-0.437968981000822	-5	-0.387406851016106	-0.314840695927157	-0.47155897124187	-5	-0.872668390619978	-5	1.2863448502557	-1.25845448322379
Healthy	1.21156529168424	0.901946832179369	-1.2954205503037	-1.32321496958079	-5	-0.279204198005535	-5	-5	-5	-2.39361863488939	-5	1.60728599079253	-5
Healthy	1.08782434839374	1.03358296760988	0.975948059220628	-0.856891477237487	-5	-1.66655272550325	-0.203883790696159	-1.44830608487278	-5	-0.330283417711126	-5	1.63103302449427	-1.86423148543218
Healthy	-5	-5	-5	-0.485531941712248	-5	-5	-5	-5	-5	-5	-5	1.93350454792744	-5
Healthy	1.57434836062907	1.09397855582737	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.51910943609568	-5
Healthy	-5	-5	0.68741747501664	-5	-5	-0.142402182447434	-5	-0.745548604654984	-5	-1.56240796774604	-5	1.80045752352734	-5
Healthy	1.29347724635263	0.943145159136516	0.941404585036924	-5	-5	0.460064520794689	-1.37706103078851	-0.743065882109757	-5	-0.99229488563522	-5	1.31227893391233	0.161143309042809
Healthy	-1.32910504647979	0.182967868459045	0.0946597594490435	-5	-5	-5	-5	-1.04527520902094	-5	-5	-5	1.04289983252165	-0.054787537009781
Healthy	-0.521116195813719	0.422266378484004	-0.455721063828097	-5	-5	-1.30918394201908	-0.499489089473663	-0.025354769576797	-1.57300104124346	-5	-5	1.82804029516154	-1.46992843116262
Healthy	0.593163073362392	0.652159279931496	-0.120766453186252	-5	-1.49729982468944	-1.03905380426617	-0.787519412278627	-0.233773106425831	-5	-5	-5	1.84626794120412	0.49635112568003
Healthy	1.24023114838357	1.3901906960456	-5	-5	1.05959446487128	-1.95742448755981	0.615942690670597	-0.279617402559753	1.23116134607365	-5	-5	1.03561822511129	-5
Healthy	1.68973929890151	0.789885175573143	-0.0953385420844755	-0.246478221547706	-5	-0.919048995620517	-0.192654425171513	-0.421888222210373	-5	-1.86838133565087	-5	1.49934666026552	-1.10242788617427
Healthy	0.842993445189559	0.917837798852296	1.2294179096825	0.238344734786594	-5	0.0408395946853401	-5	0.684038835431388	-5	-5	-5	1.29987083816809	-1.15832774992637
D015179	0.979442747269	1.23113328982005	-0.508540250740171	1.32083583026862	-5	-5	-5	-5	-5	-5	-5	1.35990261263021	-2.03905380426617
D015179	0.428465250640761	-1.64206515299955	0.141211394773456	1.42310671352478	-5	0.82984710516756	0.232569225379433	-5	-5	-5	-5	1.55873856221039	-0.528605596307167
Healthy	0.30089099918915	-5	-1.25508145755865	-5	-5	-0.904063897819215	-5	-0.637366754727643	-5	-5	-5	1.82185264350244	-0.810593914470771
Healthy	0.971986100065083	0.936073192757193	1.68273129411791	-5	-5	-0.856704092875928	-0.40220612199773	-0.726304412069908	-5	-0.641722424204774	-5	1.38374231940211	-1.89585444944599
Healthy	0.00853630022979231	0.702183159425131	-0.775907411505732	-5	-1.52797530229972	-5	-0.228023224824611	-0.936854362893362	-5	-5	-5	1.84440118309586	-1.30042240860109
Healthy	-0.0830725338870073	0.751055739106684	-1.79075315124663	0.849328491149329	-5	-5	-0.528678945710625	-0.128193635541271	-5	-5	-5	1.73512714665607	-0.586314740145072
Healthy	1.48740721531569	1.33706672134328	0.430154098988447	-0.876998186693976	-1.38848911287334	0.731561369123431	-5	-0.142341904791589	-0.738951356655775	-0.833984543676225	-1.08518101955253	0.919399769728839	-1.57008630223625
Healthy	1.49264432891765	-0.50265561898242	0.557176242084942	-1.04624030826677	-1.15150298190963	1.33404459784054	1.11763979230364	0.489656195240599	-0.726767165956954	-1.31632270118131	-1.63376387628171	0.573043428053547	-3.50863830616573
Healthy	0.730269376273045	0.806332628805398	-0.699621935129297	-5	-5	-1.32513885926219	-1.31104653736258	-1.98338445244282	-5	-0.192011972593952	-0.318975964170277	1.90936076677324	-5
Healthy	1.45684910678873	0.61239493610402	-5	-5	-5	-5	0.273096227409041	-1.47833898488793	0.686770290087891	-5	-5	1.61552848683055	-1.20558166912586
Healthy	-2.0395292224657	-5	1.8067124724386	-5	-5	0.113281384161362	-5	-1.0933417823284	-5	-5	-5	0.189054958881459	-2.34486156518862
Healthy	0.931390229395848	0.760754109505824	0.372379850355587	-5	-1.1863523046531	-5	-1.15174928532296	-0.326803935094689	-5	-5	-5	1.67010969711674	0.296423848503776
Healthy	1.27475805435201	1.53365501943893	-5	-5	1.13633079528129	-0.490582400540865	0.700373978059661	0.68110911937671	0.679803880081072	-0.821339541461831	-5	0.448296560690354	-5
Healthy	0.217268059368282	0.548133803313159	-0.34858629017763	-5	-5	-5	-1.11198908775497	-1.1860855799514	-5	-5	-5	1.7456239517289	0.358893806868551
Healthy	0.361240397462519	0.946979583068585	-5	-5	-5	-5	-5	-1.40505526330492	-5	-5	-5	1.88351959923486	0.738828106372149
