o	Enterobacterales	Pseudomonadales	Staphylococcales	Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	-5	-5	-5	1.5869428080554	1.31663093551329	0.735840727996764	0.69533104825297	0.562239318000295	-0.793093207069136	0.730618375263483	-5	0.159597267987408	-0.66372042564967	-5	-5
Healthy	0.574441048332606	-5	-5	1.80405188283403	1.10378833229617	0.83864826178883	-5	-5	-0.556893543262734	-5	-5	-5	-5	-0.523501680581423	-5
Healthy	-0.457224351765375	-5	-5	1.29517594888687	1.50957668798863	1.53979272071296	-0.445183879393751	-5	-5	-5	-0.0237188164899512	-5	-0.212348279651533	-5	-5
Healthy	-0.391623748966764	-2.30364361126667	-0.776400235350306	-0.750899522817078	-1.82188674768537	-2.03151705144606	1.95499752516448	-5	-1.09215885741706	-5	-5	-0.570457652820567	-5	-5	-5
D007234	1.39701258213803	-1.40516564441668	0.200858702569283	-5	-5	-5	1.27554652410298	-5	-5	-5	1.07933358430725	-5	-5	-5	0.490194536531498
Healthy	-5	-5	-5	1.06535298595056	1.36386402314824	1.32550663257114	-2.25492520841794	-5	-5	1.28928809720048	0.389695777740152	0.278911289791332	0.624893391372869	-5	-5
Healthy	-5	-5	-5	-0.155715472540559	1.96018342023449	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0507585835044697	-5	-5	1.56942974388774	0.694613972470844	1.0716563363811	0.534801302478325	0.725636437528851	-0.0934117833609278	-0.632215587718846	-0.187420844590953	-0.534810541887702	-5	-0.502158461673342	-3.07572071393812
Healthy	0.384276334814451	0.925950684553845	-5	-0.0680440443258964	1.56329949810445	1.51205904766733	0.642425936558324	-0.284013360320352	-5	-5	-5	-0.458745350213741	-5	-5	-1.66675430103804
Healthy	-0.61726273423867	-5	-5	1.66268711145279	0.569238098193553	-1.31515463835559	-0.338622773360253	0.235258191269526	-5	-5	-5	-5	-5	-5	-2.17005330405836
Healthy	-5	-5	-5	0.611238836702348	0.983045486681545	0.723874166339273	-5	-5	-5	1.68735208619593	0.266149347025585	0.695981352939585	1.07756447444463	-5	0.407367106860824
Healthy	-1.11081038795293	-5	-5	1.63264008257777	1.3673836926178	0.980262506671212	0.251844978120245	-0.164670962677237	-1.41465208890541	-0.236010781527727	-0.445668353306171	-0.442757545770857	-5	-2.41907502432438	-0.911013881052087
Healthy	-0.798520941053911	-5	-5	1.33095670781727	1.28791655653718	1.15601034052936	1.3250250605027	0.430819751224678	-5	-5	-5	-5	0.536036723450615	-5	-5
Healthy	-0.224513341741421	-5	-5	1.40133918373497	0.985736701917582	1.18996168981138	-0.362480251169119	1.06730189729757	-0.0685828145404878	-0.00819377547239393	0.589567611498852	-0.784891418946907	1.03663727780343	-5	-0.478169167663958
D007234	1.77687849680456	1.47376803915089	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.57154122648442	-1.32587401725729	-5	1.61520848938355	1.27805794434877	0.981133793328136	-0.123447327346279	-1.11543118508167	-0.178021638871289	-5	-3.06550154875643	-0.418904075893949	-5	-0.705776341023414	-5
Healthy	1.65921734577394	-1.08799062441302	-5	-1.27400674107528	-1.49798278517285	-5	1.43007360359916	-5	-5	-5	-1.01637371287547	-0.813382648146363	-5	-5	-5
Healthy	-5	-5	-5	1.22487554625331	1.36887106893521	1.56460760215004	0.23595243448777	-5	-5	-0.0607404032984566	-0.222457187897265	-0.871762329230813	0.248314188632918	-5	-5
D007234	1.70104963072914	0.814488655509015	-5	-5	-5	-5	0.972518027327167	-5	-5	-5	-0.242809018748427	-5	-5	-5	-5
Healthy	-5	-5	-5	1.86769618356046	1.17339083413668	-5	-5	-5	-5	-5	0.651091847896028	-5	-5	-5	-5
Healthy	0.719845670931388	-5	-5	1.88294735651984	-0.565926346214949	0.232940232653732	-5	-5	-5	-5	0.493049357042532	-5	-0.0464239198260345	-5	-5
Healthy	-5	-5	-5	1.9030546991317	0.840224065950659	0.181074320098046	-2.08565684288056	-5	0.0651724894853563	-5	-1.07355465218161	-1.98338445244282	-5	-1.52360317327467	-1.74933608053676
Healthy	0.945950374820408	-0.855893026950677	-5	1.24897050711718	1.39352290931098	1.01708177713586	-5	-0.273175024609325	-5	0.829489675415118	0.505501343242378	-1.62360555796273	0.414858077600606	-0.99891561870778	-5
D007234	1.84581719429731	-5	1.19455901780275	-2.0204516252959	-5	-5	-0.355797825607081	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.21846003139406	-5	-5	1.83052913354421	0.969937497965843	0.766841724176423	0.205288290557362	-0.272849295589403	-1.79887610279262	-2.13906337929991	-5	-0.618163200001657	-5	-1.32642620357695	-5
Healthy	-5	-5	-5	1.77463957274444	0.643964644682696	0.561529501463565	-0.498461497350025	0.925896087803967	-0.430661209957077	-5	-5	-0.96273290543129	-5	-0.39365088567708	-5
Healthy	-1.17979854051436	-0.5320960534772	-5	1.92427013476031	0.507003981393535	0.451385717639122	0.0560048536686308	-5	-0.456391309803448	-5	-1.19873352951038	-0.2872745559405	-5	-1.16215913834448	-5
D007234	1.82566403817177	-0.915996009391971	-3.11918640771921	-5	-5	-5	0.0152004289835433	-5	-3.18708664335714	-5	-2.36451625318509	-5	-5	-5	-1.87160073128219
D007234	1.8882121911853	-0.102032203679141	-0.933264204649071	-5	-5	-5	-5	-5	-5	-5	0.282998021527405	-5	-5	-5	-5
Healthy	-0.75190406890587	-5	-5	1.77722586939245	0.664072883890807	0.728947588146906	0.564887296907726	-0.0286360021404435	-0.909812512424579	-0.0539261880148035	-5	-5	-5	-0.444252785912791	-5
D007234	1.75449901281315	0.370501986913464	-5	1.40149324931073	0.00119267065368443	-5	-0.0938320266647148	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	0.159419796827599	-0.507910422508621	1.97543277360704	-5	-5	-5	-5	-0.447441283694725	-5	-5	-5
Healthy	-0.617910881334699	-5	-5	1.7779730083094	1.24096238026133	0.928294436752064	0.144670706772752	-0.135103446054885	-0.0959935336059361	-1.66174276975374	-0.729600692602491	-0.716563075472224	0.40921941552991	-2.28232949699774	-0.72723041344824
Healthy	-5	-5	-5	1.81390768726538	1.28251902083652	0.63335532228258	-5	-5	0.0478392780475528	-5	-1.05492551152127	-0.970738004195825	-5	-0.413019083418952	-5
Healthy	-5	-5	-5	1.92516351880787	0.151725231691273	0.512763084955446	0.553907288227742	-1.10980261378997	-1.1751585282463	-0.169796401074296	-5	-5	-5	-0.407379178678018	-5
Healthy	-0.447502128852494	-5	-5	1.7148881983792	1.30051244267201	0.728374887408446	0.263669201508103	-5	-1.06777998612288	-5	-0.550105248018789	-1.10701544928928	-5	-5	-0.843996330609602
Healthy	-5	-5	-5	1.7607108617359	1.32872649266163	-0.532451086795074	-1.48188105285685	-5	-5	-5	-0.602894638250913	-1.75870261289001	-5	-5	-1.0704788993689
Healthy	-2.08512818245995	-5	-5	1.76738230831409	0.93521696740611	0.889407041165877	-2.54668165995296	-5	1.07131152926847	-5	-5	-0.400793994569468	-5	-5	-5
Healthy	0.261336633097286	-0.0715375746825444	-5	1.63583144530317	0.92550443825942	1.34678939711617	-1.59499533494963	-5	-0.879722279660631	-5	-2.26042765554991	-1.78383409771401	-1.22025924882326	-1.4068247365219	-5
Healthy	0.845696953244137	-5	-5	1.32196877934381	1.45558861875654	1.38377211383906	-0.0908774117725586	-0.193663979474613	-0.852571031301344	-5	-0.688860941711008	-0.868188928729658	-0.462117968257982	-0.87331673661171	-0.573928135034789
D007234	-0.709253284387914	1.46740548621414	-5	-0.0535428221812085	-5	-5	1.39828053572638	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.31155348038664	-1.72056121171298	-5	1.23616175187558	1.397023897786	1.34833602207256	0.533322029375106	-0.533028635677157	0.0734910650774653	-5	-0.968753163767325	-0.0820535929635507	-5	-2.34486156518862	-0.942219823205418
D007234	1.436471474897	-0.128835867197051	-5	1.58499516453781	0.710244333240744	-5	1.00630384683388	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.51515335032725	1.07862064450018	1.12527334014895	0.929046294513347	0.174783513349056	-5	0.263479836480346	-5	0.311472007829608	-5	-5	-5
D007234	0.302945347457913	1.59415721615459	0.225022242321499	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.75296564632323	1.16150306179152	-0.902985768821967	-2.05012229596312	-5	-5	0.619418929403885	-5	-2.32513885926219	-5	-1.57121748850305	-5	-5	-5	-5
Healthy	-0.832919080326744	-5	-5	1.84834839069379	0.737743513107149	0.636639321376096	0.614141814671173	-0.882364182610506	-0.640164517660112	-1.23995467203419	-5	-5	-5	-1.12470717462899	-5
Healthy	-5	-5	-5	0.459546273157015	1.44471259582299	-0.711616615600225	-0.273150586456774	-5	-5	-5	-1.29242982390206	0.497251791669375	-5	-5	-5
Healthy	-5	-5	-5	1.9032631816642	0.223962952219193	0.849046386950548	-5	-5	0.651164578527951	-5	-5	-1.56193254954651	-5	-5	-5
Healthy	-5	-5	-5	1.85084612389894	0.770888814699825	0.718253330964532	-5	-5	0.916751798725431	-5	-5	-0.501937685418017	-5	-5	-5
Healthy	-0.0427184362116247	-5	-2.39147396642281	1.77344069964559	0.457721465659246	-1.74280157386066	1.52996160370238	-5	-0.653197313734476	-5	-1.64416550411506	-1.2938798902973	-5	-5	-3.05060999335509
Healthy	0.0361096670605797	-5	-2.73992861201493	1.18061726202195	1.33745147387151	1.31184092307596	1.25546451732129	-5	0.285858735263484	-5	-2.1890957193313	0.0712153322997797	-5	-1.11958660012208	-5
Healthy	1.30074131105467	-1.2653601610123	-1.40110011293612	1.68229782004323	0.421279730088426	-2.98716277529483	1.36207003850884	-5	-0.431856968342298	-5	-5	0.198712057460401	-5	-5	-5
Healthy	0.870416196458357	-1.2662411644128	-5	1.40328802697691	1.41221838385414	1.06638482139247	0.605180020305508	-0.0774821397553886	-1.70311552446145	-5	0.359611639734155	-0.0786257045815256	-5	-5	0.0131575568362409
Healthy	-0.113588244639883	-5	-5	1.81960762739526	0.362793381620782	-1.25774633009341	-0.607848455021177	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.52764549395411	1.12744756124849	0.924950372696973	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-1.62893213772826	1.99940526095844	-2.79317412396815	-5	-1.88239730830992	-5	-5	-5	-2.0423927129399	-5	-5	-5	-5	-5	-5
D007234	1.75923454259521	0.871941112527943	0.0651575381738915	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.00539546081932	-5	-5	1.105980670987	-0.379135524734879	0.763265477120339	-1.84618513565547	1.63955929721714	-0.494565109402964	-5	-0.824111459007101	0.143972939718956	-5	-0.181919335507796	-5
Healthy	-1.91685585685695	-5	-5	1.82927333898101	1.05154263315828	0.838730115518775	-0.905214532180442	-5	-0.779891911959945	-5	-0.750923996316388	-1.18236853280948	0.601798250045134	-2.55284196865778	-1.4007721372262
Healthy	-5	-5	-5	1.60129615602812	0.806385536620971	0.817632789040526	0.542352298552754	-5	0.315260628018278	-5	-5	-0.604673606930649	-5	-0.509465654196324	-5
Healthy	-1.5598783968122	-5	-5	1.89869935346026	-0.0157653151828277	0.214329805355828	-1.20558166912586	-5	-0.717604495257474	-5	-5	-5	-5	-5	-5
Healthy	-1.30697693207631	-5	-5	1.8290642979642	0.387788340015945	0.91969560710751	-5	-0.225723970300272	-1.83594470810655	-5	-5	-0.476839055011398	-5	-1.0537442928006	-5
Healthy	-1.42458120878564	-5	-5	1.7963235355279	0.274224836331168	0.885417199696583	-5	-0.0539212709261249	-2.6903698325741	-5	-5	-0.684596495365649	-5	-1.39609816826833	-5
Healthy	0.0378247505883419	-5	-5	1.56499325937005	1.18659615659012	1.18489774264762	0.60112742913338	-0.0108662287392851	-0.914602377983031	-5	-2.31966448658544	0.0838178347364504	-5	-1.33837659077077	0.0490085801931801
Healthy	-1.0204971512126	-5	-5	1.60358916123961	1.16035266378427	1.12533712758536	-0.00900886138847294	-0.401428336517859	0.270217517184496	-5	-1.22257317761069	-0.615951397971382	-5	-1.18735398376688	-5
Healthy	0.578620875249367	-5	-5	1.80344844332925	1.12589194332501	0.88733705624212	-5	-5	-0.552904015158623	-5	-5	-1.86012091359876	-5	-0.527258173638795	-5
Healthy	-1.37571790416433	-5	-5	1.62812500319941	-0.157309649741996	0.998186513865969	0.416593913860068	1.21990161827801	-1.24703013497092	-5	-5	-0.85325198636936	-5	0.140240847756518	-5
Healthy	-2.17522353752445	-5	-5	1.91048811961252	0.244994166139669	0.823354227330439	-5	-5	0.620528513133125	-5	-5	-1.45345733652187	-5	-5	-5
Healthy	-0.439818289290816	-5	-5	1.95008188654533	0.0767205241208364	0.149613186958517	-5	-5	-0.82162745879	-5	-1.5508302678348	-0.862930869160591	-5	-2.29670862188134	-5
D007234	1.79674447948732	0.915303783770338	0.180160296083869	-5	-5	-5	1.10514351954944	-5	-5	-5	-3.49485002168009	-5	-5	-5	-5
Healthy	-0.820362047842187	-5	-5	1.58926468487461	1.36986625508552	0.832517215315498	0.838018101412819	-0.962334506649197	0.031937375325911	-5	0.181506307346117	0.0153513712649288	-5	-0.358873067196491	-5
D007234	1.91099286532027	-2.74472749489669	0.52147152522371	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.04527520902094	-5	-5	1.60512471722702	1.34586108246326	1.18560900782847	0.234638747499467	-5	-5	-5	-2.04817696468409	-1.35674477497523	-5	-5	-5
Healthy	0.185547820759776	-5	-5	1.93752952654046	0.560785092573895	0.571484058276451	-0.573521271275756	-5	-0.97641834233506	-5	-1.38195190328791	-5	-5	-0.987289287258213	-5
Healthy	-0.262863039644452	-5	-5	1.28096742224143	1.45634750688537	1.44384056701092	0.595145558352882	0.315812963870886	-5	0.0361336451130129	-5	-5	-5	-5	-5
D007234	0.454785426170684	1.66939452585015	0.00197155799186077	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.900146780115618	-5	-5	1.33889992485897	1.55854597959802	0.999194070703026	-0.739713904090141	-1.25173442733126	-1.63469925136201	-5	-0.0361696894026446	-0.589374585401875	0.152245524506361	-2.83564714421556	-5
Healthy	-5	-5	-5	1.83787417058826	0.723913533282936	0.422548804798595	-0.433468234296793	-5	-0.750777176003326	-5	-0.571849001255554	-5	-5	-5	-5
Healthy	-0.119929915935933	-0.415284414194863	-5	1.82604213215576	0.396922568714832	0.898169894909415	-0.591743070391283	-1.16698045292347	-0.962414157173383	-5	-5	-2.06048074738138	-1.65286521708998	-0.750459235498362	-1.2677671197795
Healthy	-1.71942162963192	-5	-5	1.81857978519338	0.0986852499974691	1.16292507359412	-0.901217875685308	0.942300792903181	-0.524822939238988	-5	-1.46331532737907	-1.82044820883481	-5	-2.82681373158773	-5
Healthy	-1.63413778459744	-5	-5	1.92380652678384	0.541390759181074	0.53052369679658	-5	-5	-5	-5	-0.524881108872333	-1.57741016014852	-5	-5	-5
Healthy	-0.31467932814654	-5	-5	1.3933459756768	1.46183304777529	1.34005605110064	-5	0.848532720492344	-0.2119235901949	0.353641225272328	-5	-5	0.0446220647241058	-2.37263414340727	-5
Healthy	-1.21975471613465	-5	-5	1.56926760566531	1.13166292548985	0.813885755000212	1.46009192249282	-5	-1.2119731159042	-5	-0.541150719918721	-0.767232525823657	-5	-5	-0.840342588752296
Healthy	-1.0963132682635	-2.87289520163519	-5	1.59989038299966	1.23702946837429	0.67299324417899	0.597859660262605	-5	0.619158052385284	-5	-2.02456819149074	-0.0183444536909391	-5	-1.72101788313456	-0.85229276621959
Healthy	-1.95506845385084	-5	-5	1.28347468565735	1.14970611175189	0.612614342868285	-0.920529320764786	0.253396165871055	-0.164943898279884	-5	0.0145415389504717	-0.637366754727643	-5	-1.10385974855798	-5
Healthy	-5	-5	-5	1.73480030947199	1.43226005886786	0.364993506327197	-5	0.78872679477413	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.16511428548047	1.35797046530653	1.60571554593922	1.21643220550544	-5	-5	-5	-5	-5	-5	-5	-0.688161406823812
D007234	0.672312180192025	-0.0112760960525671	-1.47560387789616	-5	-5	-5	-5	-5	1.19425091026952	-5	0.731333270101943	-5	-5	-5	-5
Healthy	-0.523501680581423	-1.93892467637021	-5	1.74760956495714	0.771362559515093	-0.0464819185550074	-5	-5	-0.174288341484857	-5	-1.28158135817034	-0.490367429873487	-5	-1.51798442354929	-1.40197592766581
Healthy	-0.120405283978251	-5	-5	1.6687763266025	1.03055722135839	0.995906215055333	-5	-0.436993812938206	-5	0.478958770536424	0.814973698954037	-5	-5	-5	-0.196734125280246
D007234	1.72210644450729	1.58228284216699	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.92437538893302	0.504731768585338	0.518257235468443	-5	-5	-5	-5	-0.556549250116459	-1.4459956789881	-5	-5	-5
Healthy	1.34597759748908	-2.73282827159699	-2.51999305704285	1.58542034388417	0.849690839797046	0.985939061124065	0.755051964732433	0.398837202281837	-0.531254010746332	-5	0.2959495504513	-0.607901272836006	-5	-1.78914663468511	-1.44249279809434
Healthy	0.503679031880346	-5	-5	1.48255360215869	0.60657589406523	-5	1.30505693840378	-5	-5	-5	-5	-5	-5	-5	-0.473673648233511
Healthy	-5	-5	-5	1.65906949883315	0.542814227243604	1.35031412688198	1.23922888489176	-5	-5	-5	-5	-0.0834986764542746	-5	-5	-5
Healthy	-0.998179782961672	-5	-5	1.79676375806494	1.308536455621	0.591910100931143	-5	-5	0.708862618927613	-5	-1.59431221332722	-0.916461548769861	-5	-0.737050825284472	-5
Healthy	0.200798532796138	-5	-5	1.55238151146945	1.13111190574451	0.706083368698052	0.713582936346478	0.0435666038220771	-5	-5	-0.459357745590347	0.516712492904652	-5	-2.67571754470231	-0.501427569779285
Healthy	-0.750117098136305	-5	-5	1.39399473083586	1.38485212720473	1.0516051109187	-0.293948248142934	-5	0.439130502430491	-0.808185828001658	-1.45979570015794	-0.86087686589042	0.129606118121946	-0.13485455310481	-1.58670023591875
D007234	0.310750648172186	-5	1.0488316389634	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.499928269874536	-5	-5	1.81626271581759	0.784499610697387	0.407311007334568	-1.13477754370982	-5	-0.697604126847433	-5	-0.931888382972696	-1.36632959394856	-5	-1.76649623965887	-5
Healthy	-0.848262518961482	-1.95979337242529	-5	1.74679317765437	1.44012270665695	0.890407045137183	0.179206976155487	-5	-0.573049786345024	-5	-0.970738004195825	-1.4427334711301	0.674206911064758	-5	-5
Healthy	-2.52724355068279	-5	-0.554053477243168	1.81465938072068	-5	-5	0.562869557625187	-5	-5	-5	-0.296399136113689	-1.58636500280144	-5	-5	-5
Healthy	-1.99697052944638	-5	-5	1.3717845033886	1.49047889922106	0.901275192520663	0.0487990366618964	0.522472924686507	0.0313236170419062	-2.06398920428479	-0.109685192321389	-0.759875269831434	-5	-1.72010501998836	-0.781911097139155
Healthy	-5	-5	-5	1.77492311481107	1.21882686264677	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.640177224930746	-5	-5	1.96777147739917	-0.239306167313413	0.135676372094609	-2.55909091793478	-0.260847122311282	-5	-5	-5	-5	-5	-5	-5
Healthy	0.379635419956872	-5	-5	1.85518843294268	0.390751464110588	-0.129882987702984	-5	-5	-0.458707884657631	-5	-5	-5	-5	-1.45469288353418	-5
D007234	1.83368648816861	0.830887504147315	-1.00043451177402	-3.05060999335509	-5	-5	0.836044203129017	-5	0.496402365699893	-5	-0.0964867821797181	-5	-5	-5	-5
Healthy	0.00232160207282551	-5	-5	1.82536106609928	0.361164776584588	-1.08107890990866	-0.666149854897455	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.84501247557295	-5	-0.927309044987131	1.24798577975135	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.113592434258541	-5	-5	1.26061320210048	1.63503756159964	0.796357131664565	-0.708342603897819	-5	-0.877194537152555	-5	-0.145177970704714	-5	-5	-5	-5
Healthy	1.0755400272236	-5	-5	1.81284145825133	0.308374434870539	-1.49525736372831	-1.19702114466474	-5	-0.801782927755865	-5	-5	-0.837614844142759	-5	-1.35684353438029	-5
Healthy	-5	-5	-5	1.68687613730565	0.963491272928903	0.684674840668969	0.315873824847141	0.341020808008831	-0.664101007974888	0.977904142832697	-5	-0.510984217081489	-0.949426923244852	-1.16832215080853	-5
Healthy	1.00060802074999	-5	-5	1.11358374126071	-0.415623538979972	0.752758112112655	-1.58120170940965	1.64279886750904	-0.618541953077843	-5	-0.760575381992569	0.192743031141627	-5	-0.169077880141475	-5
Healthy	0.979088799202027	-0.132090781828003	-5	0.941389673979714	1.31471895107219	0.945526191803551	1.32504088179904	-5	-5	0.553549292350953	0.509553312076854	0.918554006672416	-5	-1.43368037847519	-5
Healthy	-0.691200896088871	-1.26978315943131	-5	1.70834712329903	1.38104013361548	1.05754363233187	-5	0.323827339754794	-1.08586848736911	-5	-1.65130580973446	-1.00265730939838	-5	-0.254566048586467	-0.727253588798811
D007234	1.91520142866416	0.221794893761468	-0.501069468257998	-5	-5	-5	-5	-5	-2.67162039656126	-5	-5	-5	-5	-5	-1.64263696938486
D007234	-5	1.4827575657717	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.463945220576396	-5	-5	1.8193013867383	1.12090643398047	0.628904667733536	-0.280229667695659	-5	0.0809726302572683	-5	-5	-5	-5	-1.80631897045872	-5
Healthy	-1.52505566453461	-5	-5	1.90809590978221	0.224390605156481	0.838781108889196	-5	-5	0.636388589033254	-5	-5	-1.2401056259745	-5	-5	-5
Healthy	-5	-5	-5	1.39573253496233	1.60637792514069	0.394868263573278	-5	1.031473502555	-5	-5	-5	-1.24420134302617	-5	-5	-5
Healthy	-1.44502654166676	-5	-5	1.94246597978493	-0.326030398780271	0.243625809590604	-2.27654432796481	-5	-2.2572748686953	-5	-5	-5	-5	-5	-5
