o	Enterobacterales	Pseudomonadales	Staphylococcales	Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	-5	-5	-5	1.46099490949839	1.66615935237963	0.265669055133238	-5	-5	-5	-5	-0.113684155863583	-5	-5	-5	-5
Healthy	-5	-5	-5	1.14735318787578	1.50212396405803	0.0732416476119986	-0.132992388775175	-5	-5	1.52489323126056	-0.966294848532148	0.97287459532779	-5	-5	-2.56224943717961
Healthy	-5	-5	-5	1.45434093855099	1.35259345574109	1.46139286662091	0.0336368292049965	-1.61636413163812	0.181266049591835	-5	-0.744172917296765	0.480547317645302	-1.54530755076052	-1.23589862352377	-5
Healthy	-5	-5	-5	1.51551566791921	1.39684699178248	0.987802965746577	-0.135684751583469	-0.532421489597264	-0.627143207464771	-0.536898715277949	-5	-1.31614279459965	-5	-1.64685345378602	-5
Healthy	0.0496521001495003	-5	-5	1.49418145819878	1.38213163794863	-0.566902523032012	-0.520511067883818	1.14868931998604	-0.552206502590618	-5	-0.986236145266067	-1.50821822441583	-5	-5	-0.589543335202686
D007234	-1.6458915608526	1.87437285351954	1.06412053114696	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.15302204895117	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.16225365833216	-5	-5	1.55879542074481	1.35073342004165	1.04720981571563	1.11179027075027	-5	-2.13786862068696	-5	-0.183851536231474	-0.517555208081735	-5	-5	-0.267614282741906
Healthy	1.02792217266548	-0.433715745915406	-5	1.66827677017793	0.410676026754954	-0.534989135282592	-0.00715940371108149	-5	-1.45382763168306	-5	-1.11565785235294	-0.217979104947472	0.3567713616696	-3.30980391997149	-5
Healthy	-1.0579423161586	-5	-5	1.45243371159189	1.34240215005233	1.19118376009849	-0.0872997918091397	-1.39577394691553	-0.473182744786862	-1.88239730830992	-1.35163998901907	-0.201011164649549	-2.19111413264019	-1.90101036059882	-5
Healthy	-1.19320972841593	-5	-5	1.74792225053896	1.22008323312656	1.04047614697336	0.403777473791868	-1.33611070137734	-0.335658938699394	-0.480933673135074	-0.706107332946991	-0.607373383525961	-5	-0.829885030503348	-1.29319690296266
Healthy	-5	-5	-5	0.0516386600808274	1.5814230457286	0.926372290481684	-0.593664241542944	-5	-5	1.44183506115605	0.886050567527855	0.722592794215026	-0.131384946529026	-5	-0.676686009537934
Healthy	-0.597102691443591	-5	-5	1.95261907798397	-0.0486430501183359	0.110626741583216	-5	-5	-1.01372104409401	-5	-5	-0.9460384926855	-5	-5	-5
D007234	0.207663983485764	-5	0.120705515658274	-5	-5	-5	1.53637420708944	-5	-5	-5	-5	-0.723377375798292	-5	-5	-5
Healthy	-0.350791747818064	-5	-5	1.1926839557406	1.23691118823165	1.02982393728018	-1.35418488170336	0.345181539691036	-2.39040559077478	-5	-0.166527767249768	-1.02539620791297	0.871129658981581	-0.967421528075688	0.211678408798275
D007234	0.817284342345881	1.59214898831872	-0.00496182212949696	0.900770643809132	-5	-5	1.3169473523774	-5	-5	-5	-0.365936060428112	-1.27059220303693	-5	-5	-0.597257290489508
Healthy	-5	-5	-5	1.76373585910662	0.991070056183609	0.819791938989561	-0.993533957750768	-1.20880075350112	0.518366517944346	-5	-0.444953943474982	-0.843208631996071	-5	-1.1232050237993	-2.45593195564972
Healthy	-0.12010167566999	-0.324084245104739	-5	1.75036257702251	1.36028320063762	1.01489922624288	-1.43403418255333	-5	-0.965291348658931	-5	-5	-0.828771003274948	-5	-1.67489501702859	-5
D007234	1.85850850431323	0.916029975538004	-1.88907375773358	-2.11861534322943	-5	-5	-1.65130580973446	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.58028286247048	1.40696370901711	1.2652858534711	-0.857391564497527	-1.23232477597204	-1.63864997564773	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.63197261645086	1.56055949004008	0.553355001592622	-5	-5	-5	-5	0.247531386233569	-5	0.367100488223947	-5	-5
Healthy	-5	-5	-5	1.62289178097159	1.40557360938304	0.797100578964157	-1.22679885764366	0.0713959144270914	-5	-5	0.0852334774204764	0.031283207781786	0.369681453534437	-0.986236145266067	-5
Healthy	-5	-5	-5	1.84144694632548	0.757430193973058	1.15050745484413	-5	-5	-0.186906281567979	-5	-0.558493387505885	-5	-5	-1.20690839982342	-5
Healthy	-5	-5	-5	1.71998124753429	0.977503202065746	1.0509880384593	-0.749897294935374	-5	0.578547528633152	-5	-5	0.203745242035149	-5	-5	-5
Healthy	-0.150838659588076	-5	-5	1.1786279334443	1.19903898818695	-1.12586622117203	-2.11463877996849	0.263529552793073	-0.39820066356547	-5	-0.51089971303104	-1.83594470810655	-1.50598462524286	-5	-0.899526063742345
Healthy	-5	-5	-5	1.64097488079279	0.930283077826867	1.15690425536744	0.592727329135208	-5	0.161942687634247	-5	-5	-5	-5	-5	-5
Healthy	0.747299140858537	-5	-5	1.69067841075334	-0.553540503405308	0.826727698015704	-0.645680230008548	0.53800913600001	0.294036127859679	-5	-5	-5	-5	-0.0675769736232612	-5
Healthy	-5	-5	-5	1.64682428819508	0.624984033120501	0.834941163556977	0.742348003139829	0.848657655791074	-0.540095105880022	-5	-0.758827213229953	-0.184681311874056	-5	-0.846063245539065	-2.43062609038495
Healthy	1.21395528411824	-0.293299282614693	-5	0.251840114364456	1.4000491978951	0.489087612409561	1.43884759243801	-5	-5	-5	-5	-0.0565697921380586	-5	-5	-5
Healthy	-0.551989726960524	-5	-5	1.56959486363632	1.03427261448036	0.846053057479033	0.77823882427409	-5	-2.21253952548158	-5	-5	-0.151546074924536	-5	-5	-5
Healthy	-2.20411998265592	-5	-5	1.89930538853933	0.257584987522151	0.576560170273169	0.0658932793746179	0.581929188394513	-0.154715873652009	-5	-5	-0.70195515739902	-5	-1.62580174207092	-5
Healthy	-0.90107952127767	-5	-5	1.83743830294494	-0.0285525089471858	0.928201195546028	-0.807432546663454	-5	-1.18601892436353	-1.45804652554176	-0.317367631576317	-0.841004623151691	-5	0.179629336827728	-5
Healthy	-0.290780935891064	-5	-5	1.73974412970842	1.04636715931771	-0.253202387650472	1.32143313101125	-5	-0.735158574670852	-5	-5	-5	-5	-5	-5
D007234	1.9403212575643	0.543215991881288	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.55005901122666	-5	-5	1.60256760195706	1.08263028873315	1.13132251184047	0.00277925866889314	-1.12418661116024	0.861558305358887	-5	-5	0.395118371251915	-5	-0.752517739322946	-5
Healthy	-5	-5	-5	1.62933659887177	1.41871798090701	0.765903889024581	-1.2943073034623	0.0364731920423965	-5	-5	0.105036460355724	-0.0272881594529335	0.350682095813481	-1.03179733185715	-5
Healthy	-1.62708799702989	-2.07007043991541	-5	1.47165762603107	1.09523492669174	0.899542005227598	1.03478843038845	-1.08328292240119	-0.2119235901949	-5	-1.46218090492673	-1.72955409198204	-5	-1.41589502960055	-0.763487930337172
Healthy	-0.64650692685269	-5	-5	1.31344431528791	1.42644993530468	1.13040067686089	0.933553085058422	-5	-2.44009337496389	-5	-1.11182050608168	-0.736080016944228	-5	-1.27229611631465	-1.00130484168834
D007234	0.472191645610958	1.94155620141703	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.674586970332686	-5	-5	1.7489133132483	1.28589246399207	0.814988328335975	-0.973140014015438	-2.18243463044022	-0.500574122345269	-5	-1.40837896178668	-0.202019610206643	0.394646019142825	-5	-5
Healthy	1.62192484620931	-0.899663924066304	-5	1.21744735665278	0.709085855742623	1.06522668367499	0.199343718689393	-0.935991513468276	-1.62893213772826	-5	-0.722413704215237	0.0380157822171996	-5	-1.1336535772504	-5
D007234	1.67400299800288	0.0803161657353954	-1.41307529185518	1.44174869270655	-5	-5	0.892743888455273	-5	0.102690912962709	-5	-0.737857535109122	-5	-5	-5	-5
Healthy	-5	-5	-5	1.8095704876981	1.37116062505781	0.608557053503774	-5	-5	0.477971638799764	-5	-1.17153345264732	-1.21652521241775	-5	-0.352138005208215	-5
Healthy	0.220808672787248	-5	-5	1.93903172063208	0.549623589998183	0.569366885927815	-0.654606662909141	-5	-1.06459351024765	-5	-1.4672456210075	-5	-5	-1.10424605792627	-5
Healthy	-5	-5	-2.25336580106242	1.55195877592654	1.2036819386927	1.24641535766653	-0.129321089617044	-0.0690356949692291	-1.86582289242323	-5	-1.07566901529132	0.0293188315983677	0.352211470111767	-0.532954548012244	-5
D007234	1.55861042328733	1.53440766038959	-5	-5	-5	-5	0.650318210336683	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.391966303172863	-5	-5	1.82892091025636	1.30040633549918	0.623511855769237	-0.0651532428924179	-5	-5	-5	0.0102617845488544	-0.670785234194275	-5	-5	-1.35644863143705
Healthy	-5	-5	-5	-5	1.35415090569077	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.937117309869636	-1.25719634153083	-5	1.73033483495015	1.12378861471356	0.673620759571988	-0.0937026777159213	0.969456450826652	-0.301803728668616	-5	-1.08868255767597	-0.0198556761199543	-5	-0.739976339305693	-0.528063195405271
Healthy	-0.510224271909525	-0.468201866124628	-5	1.70148543535718	1.41886799066866	1.1139066027574	-0.626683334826127	-2.40560744962457	-1.73494621149599	-5	-0.973834591160748	-2.02733440773389	-5	-1.35300846252288	-2.22329881601159
Healthy	-1.1791420105603	-5	-5	1.78644404295257	1.33136857674717	0.600773662299688	-5	-5	0.729527630481713	-5	-1.58502665202918	-0.911120043891948	-5	-0.795852874787152	-5
Healthy	-0.35746623558874	-5	-5	1.56492928289543	1.03943950185614	1.55467531553196	-0.982465840562802	0.200839558545695	0.107613540230804	-5	-1.33866065999396	-2.08618614761628	-5	-1.45904519107387	-5
Healthy	-0.342294148677382	-5	-5	1.6217656079353	0.732289999302625	1.42260658103945	0.971833206715404	-2.02918838912748	-0.38281087622805	-1.61385789106918	-0.716224021288477	-0.0759689531457363	-1.55021315301423	-1.63245772647942	-0.709809516029696
Healthy	-1.25258819211358	-5	-5	1.8877810299916	0.101162582214842	0.93413268190405	-0.996108833763089	-5	-1.21666823711258	-5	-1.63601217025151	-1.34756025241058	-5	-2.01547268665621	-5
D007234	-1.25072759170158	1.97709310082494	0.330111285425032	-5	-5	-5	-5	-5	-5	-5	-2.64975198166584	-5	-5	-5	-5
Healthy	-5	-5	-5	0.414634131760226	1.56217671977278	1.02484838605721	-5	-5	-5	1.43895493027098	0.731765186661123	0.131779009369187	-0.354165248581052	-5	-1.05933412752417
Healthy	-5	-5	-5	0.88096671123397	0.456737909351876	0.822393670761256	0.206569539678089	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.70203561427729	1.27635264237117	0.825349508995155	-1.79290445958078	-2.74232142513082	-5	-5	-0.23225063265442	-1.05134256785868	0.690498208419148	-0.819673374584851	-5
Healthy	-5	-5	-5	1.8640613653737	0.773776208963687	0.657660956241018	-5	-5	0.902590804432949	-5	-5	-0.66691562885635	-5	-5	-5
Healthy	-5	-5	-5	1.46670661993227	0.791457653141659	0.917370001139215	-0.86213971784714	1.367270358449	-5	0.343160354596239	-0.59773861754532	-0.435570673002016	0.383145461802751	-0.245697542889855	-5
Healthy	-5	-5	-5	1.83319328114802	0.985753755777017	0.801214308095759	0.185216240909074	-0.329976919170772	-1.91292879409346	-2.14874165128092	-5	-0.446129104656337	-5	-1.17815907279955	-5
Healthy	-2.10457745396059	-5	-5	0.940927674665927	1.30256122121877	0.964737515496781	-0.273419481798306	1.10646662242403	-1.57381417475549	0.254390958311019	0.311842829348289	-0.853934010822604	-5	-5	-1.2555505425532
Healthy	-5	-5	-5	1.8684814445378	0.341774704073675	0.426698276768339	-5	-5	-0.816160962943579	-5	-5	-5	-5	-5	-5
Healthy	-0.50117962189529	-5	-5	1.93381066113807	0.461043584959465	-0.941232444629581	-0.0784279644864198	-5	-0.86575912405341	-5	-1.2082391959871	-5	-5	-5	-1.6763354643919
D007234	-5	1.80430514167265	-5	-5	-5	-5	1.12753919962059	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.866141874796665	-5	-5	1.45526508417336	1.62514065454844	1.04275187184732	-1.11215773489264	-5	-5	-5	0.364385875785381	-0.883624738820295	0.404578878568382	-5	-5
Healthy	-0.029755432164322	0.0079908807285113	-5	1.24137736169012	1.08031002924392	1.45986708713524	-0.587606660010888	0.234183082278878	-1.10094593200183	-0.818242136531323	-0.16110685263698	-1.19320972841593	0.782116299221793	-1.61978875828839	-0.379634881258331
D007234	-5	1.91477411670978	0.423413004178538	-5	-5	-5	0.647862971853121	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.36051351073141	1.54413963499677	1.21087715063825	1.25847972064571	-0.146320036274498	-0.0503319387286014	-1.89312945552135	-5	-1.0993598160174	0.0509942173877465	0.356950856131275	-0.601851579991369	-5
Healthy	-5	-5	-5	1.68740489757712	1.4052365345122	0.583692885452257	-5	-0.419075024324381	-5	-5	-5	-5	-5	-5	-5
Healthy	0.313964187922536	-5	-5	1.59278334620035	1.18019815594497	-0.99349117222471	1.04990846708427	-5	1.33735961172285	-5	-2.90308998699194	0.302343918355001	-5	-5	-0.272117297300649
Healthy	-0.986867723953997	-5	-5	1.84999491785466	0.770360023389579	0.629218916242935	0.579214068997441	-1.01077272626946	-0.449979668762341	-1.46521264137051	-5	-5	-5	-0.951131104260069	-5
Healthy	-0.619011343567894	-5	-5	1.28978175610804	1.51124815859042	1.53089580474719	-0.490528647897451	-5	-5	-5	0.0785220660788079	-5	-0.290323078680253	-5	-5
Healthy	-1.50863830616573	-5	-5	1.89138361547572	0.654159208271136	0.375528275858019	-5	-5	-5	-0.851767640355095	-0.543482142194737	-0.129332788415145	-0.868317190538594	0.19869556703917	-5
Healthy	-0.906508272989068	-5	-5	1.4430435154852	1.2789071768967	1.29183730714082	0.646706548377296	-1.39946270563553	-0.773735288104306	0.482429061507272	-1.88306035344924	0.113144183759871	-5	-0.817186048742634	-2.63078414258986
D007234	-0.526279522580171	0.623165525527375	-0.0937296222368042	-5	-5	-5	0.0715248557046724	-5	-5	-5	-2.3045183235098	-5	-5	-5	-5
Healthy	-5	-5	-5	0.611132520701606	0.402127203433533	0.709238575279595	-5	-5	-5	-0.294700895430595	-0.666955970176513	-5	0.377654057422939	-5	-5
Healthy	0.461202793728607	-5	-5	1.81838657924325	1.14465763394824	0.594462164521922	-0.303233104319868	-5	0.0850978329011283	-5	-5	-5	-5	-5	-5
Healthy	-1.30609725893394	-5	-5	1.66517680594644	0.304024962802796	1.31169008923285	0.446347626695975	0.560814941197052	-1.41273815030747	-5	-1.67902332265718	-0.999002269642206	-1.32808698755841	-1.89585444944599	-5
Healthy	-5	-5	-5	1.64093070426992	1.45638911390077	0.676623202496752	-5	-5	-5	-5	-0.526046140707474	-5	-5	-5	-5
D007234	1.89252667773155	-0.392652223231586	0.224069256820355	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.862456005445347	-5	-5	1.36366743820047	0.787932769685691	0.637359621816497	1.74179830259183	-5	-1.41296288225654	-5	-0.0932933266838331	-0.721452166224147	-5	-5	-0.648919090536984
Healthy	-0.19900127139245	-5	-5	1.50182647707091	1.64641950955062	0.918479609599834	-0.0304117088151924	0.314385534459426	-0.136665241563578	-5	-0.862677543899655	-0.637894680706227	-2.52287874528034	-1.38007228970853	-1.10330847343712
Healthy	0.205447977051677	-5	-5	1.65561973525987	1.55245856064299	0.856491443381526	-5	-5	-5	-5	0.40276332589662	-5	0.352163215705444	-5	-5
Healthy	-1.31803554100532	-5	-5	1.56716592997983	0.744267159439797	0.933137382958999	0.306090331013107	1.04676081042537	-0.837943662639448	0.344225205215305	-0.284255639895637	-0.0889649701901802	-5	-1.57544502339329	-1.71942162963192
Healthy	-5	-5	-5	-5	1.93654993217784	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.03367050483612	-5	-5	1.8858862970208	-0.129584388828008	0.94944758344481	-0.980551362506363	-5	-1.15845283474345	-5	-1.60258145764865	-1.09582563171584	-5	-5	-5
Healthy	0.146264506785357	-5	-5	1.34593784881686	-0.199860532501006	-5	1.76551104789288	-5	-1.79860287567955	-5	-0.223008415143595	0.702452078296273	-5	-5	-5
Healthy	-0.391452573132887	-5	-5	1.96394475867922	-0.555018887912055	0.584150230623755	-1.19873352951038	-5	-1.4182778400509	-5	-2.09582563171584	-1.58120170940965	-5	-5	-5
Healthy	-5	-5	-5	0.753521012392065	1.75906507902402	1.02229637179785	0.110350614199206	-5	-1.15298290206465	0.586017622887183	0.0514496712134582	-0.75830413186019	0.943261477652807	-1.39880946738467	-5
Healthy	-5	-1.06509774167769	-5	0.895854967559	1.49760780717906	1.3599312441453	0.455666955182401	-1.03329522334213	-1.82361930775673	-1.52622116535328	-5	-0.0726399040913663	-0.744413950981442	-5	-1.04100633496967
D007234	1.38925311180375	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.576455380734823
Healthy	-1.16361258067359	-5	-5	1.75876818827328	1.32507231721002	0.338201420118436	-5	-5	-1.71175077442801	-5	-5	-5	-5	-5	-2.24872089601666
Healthy	-5	-5	-5	1.76022270725891	1.36538033390899	0.382056685904876	-0.641056780367665	-1.1170203459627	-1.26121944151563	-5	-1.84284556009372	-5	-5	-1.40560744962457	-1.28751866219808
Healthy	-5	-5	-5	1.8142581865265	0.303561057068706	0.874718324916454	-5	-0.122404077128633	-5	-5	-5	-1.16456310519814	-5	-5	-5
Healthy	-1.02232211232601	-5	-5	1.84673453858281	0.738330180390926	0.632883278947724	0.612265571969792	-0.863025904242171	-0.669728308832495	-1.41397561761302	-5	-2.65757731917779	-5	-1.15316824717674	-5
Healthy	-5	-5	-5	1.71073729475734	0.764625891295738	1.28044451056086	-1.0020459959306	-5	-1.09539263618455	-1.54683460747414	-5	-5	-5	-0.194193408297187	-5
Healthy	0.467554832805854	0.254463481742621	-5	1.7670189489422	1.19907908207116	0.991253550596745	-1.75498112926225	-5	-0.693381995560155	-5	-0.552268458364025	-0.740310577283086	-5	-1.63208526120625	-1.71466777235612
Healthy	1.24835611094935	-5	-5	1.49263860192398	1.30428518030472	0.967911452104373	0.629955691872928	-0.29168959979767	-0.639671711927947	-5	-1.63059858630338	-0.333978372104426	-5	-1.57626275001767	-0.679251522012826
Healthy	-0.574530993779493	-1.03810452633215	-5	1.67690138125513	1.06304723845124	1.14820333985158	-1.3040807471686	0.689401214591522	-0.536764173159009	0.0459680723224478	-1.63544900464603	0.21125139749296	-5	-0.729717216034787	-1.22018713682942
Healthy	-0.439937870348321	-5	-5	1.24394812022353	0.904761514241713	-0.795364598616152	1.10708135872473	-0.876801924968001	0.0607582597307129	-5	-2.11013827874181	-2.48148606012211	-5	-5	-5
Healthy	-5	-5	-5	1.80381751243277	1.27170711699545	0.979609827122456	-0.850534549004548	-0.320899310329577	-5	-5	-5	-1.0028758443408	-5	-5	-0.622238561297737
Healthy	1.05778816077452	-5	-5	1.83318473638346	0.227544788006981	-1.73025362686923	-1.3449576586688	-5	-0.761502264692641	-5	-5	-0.620694482249418	-5	-1.67551176669234	-5
Healthy	-0.553618187777558	-5	-5	1.80798187789267	0.780808226678026	0.414107236666916	-1.07956359344924	-5	-0.645565001968099	-5	-1.01251249386691	-1.50612388914718	-5	-1.91973437266016	-5
Healthy	-5	-5	-5	1.89102581507414	0.286243087573953	0.899508617348291	-5	-5	0.696061807479903	-5	-5	-1.62232956066568	-5	-5	-5
Healthy	-5	-5	-5	1.63743608983094	-0.0274222930384122	0.193494704492479	-1.15236565568174	1.03812359838984	-0.013080541191631	-5	-5	-0.431563585583115	1.01575404654972	0.357607097698381	-5
Healthy	-1.43486084803021	-1.21105427297625	-5	1.66687537762085	1.14854404577233	1.10241312251671	0.675210822750752	-0.529707140249573	-0.864485719001214	-1.2839966563652	0.133433515304344	0.0377530920583808	0.640882750283659	-0.440632090536668	-1.22468087817052
Healthy	-5	-2.06600683616876	-5	1.75509272652012	0.636242094363411	0.0283760202856071	-0.368231646157142	-5	-0.580622594860873	-5	-5	-0.164607513857304	-5	-1.80771138743188	-5
Healthy	-5	-5	-5	1.75642879914877	0.818056234823039	0.612127682521314	-0.444953943474982	0.911451657090681	-0.318451246265589	-5	-5	-0.753230685053529	-5	-0.320726587056948	-5
Healthy	-5	-5	-5	1.63178366419746	0.0634534583633216	0.324693913861775	-5	-5	-0.915209308592095	-5	-5	-1.07114346641809	-5	-1.12228319913502	-5
Healthy	-0.0255666070692539	-5	-5	1.77962520280106	0.855434347907405	0.807136403672148	-0.0925295190008213	0.765113972523963	0.365340074947603	-5	-1.29490638945213	-5	-0.598237697863175	-5	-5
Healthy	0.234542591311528	0.13384216993296	-5	1.83280451553099	1.18171813872439	0.603702856148346	-1.39772291569981	-5	-0.670500424237157	-5	-0.192113349312696	-1.78409818679597	-5	-1.18012717804945	-2.06248210798265
Healthy	-5	-5	-5	1.62979163055804	1.22137745819372	1.31291663597912	-5	-5	-0.319773300503884	-5	-5	-5	-5	-5	-5
Healthy	1.42534996491406	-1.43889861635094	-1.74593554708566	1.49280577112721	-2.9100948885606	-5	1.15406348390252	-5	-5	-5	0.144608451702526	-2.72584215073632	-5	-5	-5
Healthy	-5	-5	-5	1.80179481055045	0.992397974561658	-1.16608828492862	-5	-5	-5	-5	-0.512239628543708	-5	-5	-5	-5
Healthy	-1.70641648650388	-5	-1.25813960593474	1.67395718027329	0.847774953767569	-0.497067862568449	-3.63827216398241	-5	-1.79236563261104	-5	-2.2958494831602	-1.60015328728708	-5	-3.15490195998574	-5
Healthy	0.285534806120031	-5	-2.27245874297144	1.08005474657542	1.56360803271193	1.41170571468639	0.935516838335406	-5	-1.14098185611111	-5	-5	-0.23455498190985	-5	-1.61261017366127	-0.658703996889934
Healthy	-5	-5	-5	1.03195472561504	1.71876318328517	1.24052204162668	0.339111425601445	-5	-5	-5	-5	0.556972727036618	0.920214142804053	-5	-5
Healthy	-5	-5	-5	0.875654393969996	1.36436954805381	1.43608468975276	1.27237961251985	1.14817400936675	-5	-0.375975875352138	-5	0.147014332281939	-5	-5	-5
Healthy	-0.618487825267976	-5	-5	1.70366728860572	1.00488687825492	1.00152473401698	0.45821921402826	1.09474391824517	-5	-5	-1.62251161662387	-1.95233580539844	0.216371780346652	-5	-5
Healthy	-0.836659694381748	-5	-5	0.957047179339391	1.45222771840292	1.56575268832261	-1.66494348056091	-5	-0.576491989654507	-5	-1.11838712752165	0.440932684384829	-5	-5	-5
D007234	1.53118439108334	0.676598511579821	-0.289874169191321	-5	-5	-5	1.59005598486082	-5	-5	-5	-2.21752737583371	-5	-5	-5	-5
D007234	-0.953856159250774	0.754882464589667	-0.310975434794987	-2.64206515299955	-2.75696195131371	-5	0.899578674202916	-5	-0.79317412396815	-5	0.791215401419308	-5	-5	-5	-5
Healthy	0.337932234876929	-5	-5	1.85121540649383	0.417373696012248	-0.117299047959853	-5	-5	-0.533458593550465	-5	-5	-5	-5	-1.10679324694015	-5
Healthy	-1.39555793373928	-5	-5	1.5448598474934	1.21170988426452	0.978102875863164	-1.9359165640364	-5	-0.936066475836962	-0.66036970992592	-0.0128165527798215	-1.06971335275448	-5	-1.30936098828403	-5
D007234	1.83280585581988	0.786906803646014	-5	-1.14296920172738	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.448333686884301	-5	-5	1.82056740040621	1.12735687527413	0.611058084012386	-0.326324916845702	-5	0.0694608882805087	-5	-5	-5	-5	-2.39902710431325	-5
D007234	1.47084368722087	-5	-1.33217362104929	-5	0.761231507663544	-5	-5	-5	-0.153464963983026	-5	-2.15242734085789	-5	-5	-5	-5
D007234	1.68757533104516	0.665645708267546	-5	-5	-5	-5	1.51235761876773	-5	-5	-5	-5	-5	-5	-5	-0.433362201055517
Healthy	0.00812729983401697	-5	-5	1.82543358315439	0.338031952569596	-1.05615937359874	-0.731796581380479	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.0970186002025	-5	-5	1.70029327934931	1.38349796380617	0.840145003491029	-0.314535940437381	-5	-0.305974246758665	-5	0.0141549727591089	-0.488731768174292	-5	-1.70974273060548	-5
Healthy	-0.930701987884471	-5	-5	1.79203226719772	1.3270641272226	0.573219827114422	-2.30803489723264	-5	0.704778330745382	-5	-1.33395026151948	-0.826813731587726	-5	-0.768734351569734	-5
Healthy	-5	-5	-5	1.81667630480579	0.474479966890131	0.688107337964446	-0.846398525711589	1.03350859547339	-1.17619984625012	-5	-1.73189027019152	-0.604603705999884	-0.062687769531759	-0.432420819416372	-5
Healthy	-0.7421055312692	-5	-5	1.24389611086585	1.50916487288035	1.36991054387525	-2.51855737149769	-0.271248634982209	-1.29843201494407	0.348373020510682	0.391977221806896	0.0901557294242139	-5	-1.25227753796449	-1.8703101078007
Healthy	1.33056737278323	0.142392595030345	-5	1.3286902269709	1.25592369964618	0.784211333563004	1.11104732996488	0.217462887001271	-0.847222585202755	-0.102279462988898	0.594435646162806	-0.435310269118554	0.308594290286605	-1.63657606708282	-1.22018713682942
Healthy	0.0563597364699931	-0.688415652795696	-2.63264407897398	1.70827061334309	0.967714548619256	1.4093852626923	-0.29878615678607	-1.83683862502298	-0.606196742344919	-2.48811663902113	-0.93715488672295	-0.414324996213112	-1.00926167149246	-1.07883394936226	-1.08804381092731
Healthy	-0.842422359479271	-5	-5	1.02941137683139	1.72909421110479	0.411747618832123	0.902168305362214	0.397616773319035	-5	-5	-5	-0.0649010217770615	-1.21154879297654	-5	-5
D007234	1.71859767145718	1.61125116767397	-2.57024771999759	-5	-5	-5	-5	-5	-5	-5	-2.49214412830417	-5	-5	-5	-5
Healthy	-5	-5	-5	1.90853793524161	0.228436291748033	0.56403013257332	0.0310204559033761	0.546076039836595	-0.207440229038549	-5	-2.51570016065321	-0.801287942539599	-5	-1.72239078569591	-5
Healthy	-0.782174019100148	-5	-5	1.23656421512417	1.58373490431809	0.981843966691964	-5	-5	-1.23032733594451	-0.77085592031007	-1.21147811277753	-5	-0.938321384754663	-5	-5
D007234	1.10710749120381	0.163647298089667	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.70996538863748	-5	0.131564133553602	1.68454124905525	0.532693242328434	-1.5880437620696	1.33268240429027	-5	-5	-5	-5	-5	-5	-1.485053994692	-5
D007234	1.61207803160052	1.69833816762476	-5	-5	-5	-5	-5	-5	-5	-5	0.089534213915077	-5	-5	-5	0.472623362267976
Healthy	-0.974858050374807	-5	-5	1.86368733602448	0.938830824747147	0.798539468399608	0.315621930933884	-5	0.228092239156981	-5	-1.18131233655849	-0.246915095153395	-1.11662251025166	-5	-0.548920059173634
Healthy	0.377220622490232	-5	-1.56035157043653	1.39565971939484	1.41051674724305	1.32655991546456	0.0146885118723376	-5	-0.616974979063721	-0.113013221681751	-0.76799551702817	-0.0171094343581317	-5	-1.15701652987778	-1.0260413138933
D007234	1.96385376901209	-5	-5	-0.763361985818149	-5	-5	-5	-5	-0.68619603100585	-5	-5	-5	-5	-5	-5
Healthy	1.20650232753793	-5	-1.49066304198236	-0.403655858356754	0.231099875007869	-5	1.6517051186615	-5	-5	-5	-0.867580201902385	-5	-5	-5	-5
Healthy	0.80093073708405	-2.26042765554991	-5	1.57290295387901	1.2144869974142	1.15862600475761	-0.187106688180424	-5	-0.307294051098723	-5	-5	-5	-3.07572071393812	-5	-0.558116423013296
