group	Bacteroidia	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Actinomycetia	Gammaproteobacteria	Negativicutes	Verrucomicrobiae	Bacilli	Methanobacteria	Coriobacteriia	Desulfovibrionia
Healthy	92.48165	4.79591	0		92.48165	2.11292	0	4.79591	0	0.57096	0.00834	0	0	0
Healthy	35.01314	0.00699	0		35.01314	11.0464	22.0966	0.00699	3.17791	15.7038	0.14165	0	4.03491	0
Healthy	51.79606	0.49305	0.35196		51.79606	16.87218	0.14003	0.49305	0	5.52321	0	0	0.19311	0.35196
D014607	62.43651	3.28921	0.11631		62.43651	22.40607	0	3.28921	0	0.19184	0.00252	0.09059	0.07704	0.11631
Healthy	57.25337	0.14449	0		57.25337	29.90154	0.00054	0.14449	0.15985	0	2.20002	0.61392	0.00856	0
Healthy	20.35269	0.05601	0		20.35269	34.46469	20.4019	0.05601	3.16388	2.6796	0	0	0	0
Healthy	81.25365	0	0		81.25365	14.20181	0.0046	0	0	0	0.52707	0	0	0
Healthy	80.42243	0.22585	0.09552		80.42243	11.38721	0.0526	0.22585	0	0	0.08952	0	0.14979	0.09552
Healthy	70.31795	1.59803	0.08712		70.31795	14.06084	0.90232	1.59803	0	0	0.05246	0	0.18635	0.08712
Healthy	47.59874	10.06543	0		47.59874	7.45976	3.54828	10.06543	0.31721	0	0.20072	0	0.99828	0
Healthy	62.53313	10.99357	0		62.53313	14.8084	0	10.99357	0.08033	0	0.03296	0	0.31286	0
Healthy	10.95277	0.63085	0.00433		10.95277	47.55131	0.65157	0.63085	6.05045	0.85018	0.3203	1.31384	0.06931	0.00433
Healthy	75.5891	0.74724	0.12392		75.5891	15.00805	0.03074	0.74724	0.09855	0	0.62767	0	0.05804	0.12392
Healthy	16.44147	0.05124	0		16.44147	56.80851	3.56673	0.05124	0.62733	0	2.37498	0	0.04161	0
Healthy	68.36849	3.12464	1.39963		68.36849	13.18088	0.71192	3.12464	0	0	0.23731	0.02611	0.57964	1.39963
Healthy	31.58918	2.78372	0.46929		31.58918	34.15684	1.65977	2.78372	1.35299	0.06569	1.07589	0	3.79931	0.46929
Healthy	89.78272	1.3687	0		89.78272	6.02478	0.92561	1.3687	0.06305	0	0.61193	0	0.04577	0
Healthy	69.69771	2.45746	0.32733		69.69771	10.25421	2.70311	2.45746	1.38048	0	0.12478	0	0.22879	0.32733
Healthy	0.00524	50.72443	0		0.00524	5.0687	1.09324	50.72443	35.66707	0	6.37181	0	0.00997	0
Healthy	41.96014	0.19104	0.03622		41.96014	52.00116	0	0.19104	0.00032	0	0.0399	0	0.07984	0.03622
Healthy	50.03338	1.44171	0		50.03338	36.07107	0	1.44171	0	0.11436	0.23739	0	0.04008	0
Healthy	51.28457	0.19218	0		51.28457	30.84831	0	0.19218	5.18446	0	10.89794	0	0.11124	0
Healthy	64.45705	1.64397	0.1043		64.45705	13.37076	0.96963	1.64397	0	0	0.09194	0	0.20647	0.1043
Healthy	25.41636	1.9989	0		25.41636	47.79251	1.52765	1.9989	0.30193	0	5.88432	0.46484	1.97135	0
Healthy	33.53843	25.36621	0		33.53843	0.93417	20.64883	25.36621	0	0	8.57963	0	0	0
Healthy	0.17184	99.3463	0		0.17184	0	0	99.3463	0	0	0.12628	0	0	0
Healthy	67.5978	0.31732	0.01262		67.5978	18.06884	0.84055	0.31732	0.05136	0	0.06345	0	0.36006	0.01262
Healthy	47.86406	0.33482	0		47.86406	40.58316	0	0.33482	7.87332	1.02164	0	0	0	0
Healthy	18.99234	1.72965	0.02249		18.99234	58.02642	0	1.72965	0.29235	0	1.91541	0.37332	0.04012	0.02249
Healthy	19.00433	0	0		19.00433	59.3039	0	0	0	0	0	0	0	0
Healthy	5.58134	0.06376	0.04365		5.58134	68.40686	0.7182	0.06376	6.83	0	1.38046	4.54308	0.12651	0.04365
Healthy	71.8222	0	0		71.8222	22.67632	0	0	0	0	0	0	0	0
Healthy	21.9499	22.76594	0.03903		21.9499	24.56466	12.65467	22.76594	2.00601	1.60422	4.85346	0.81977	0.33167	0.03903
Healthy	68.94433	0.07756	0.0803		68.94433	10.10494	0	0.07756	0.45911	0.57539	0.03694	0	0.31869	0.0803
Healthy	64.0782	4.98219	0.14952		64.0782	14.37781	0	4.98219	0.80296	0	0	0	0.84446	0.14952
Healthy	28.4711	0	0		28.4711	27.90917	0	0	12.58175	0	8.31317	13.65711	1.09278	0
Healthy	64.33329	0.17197	0.08643		64.33329	16.13843	0.876	0.17197	0	0	0.07598	0	0.24974	0.08643
Healthy	45.38809	2.12782	0.17241		45.38809	15.55955	1.37422	2.12782	0.88651	0.10122	0.83116	12.9929	0.21988	0.17241
Healthy	63.45599	3.98741	0.24935		63.45599	19.73702	0	3.98741	0	0	0	0	0.03156	0.24935
Healthy	69.81945	3.14765	1.37307		69.81945	8.24757	0.7644	3.14765	0	0	0.26992	0.0457	0.66573	1.37307
Healthy	69.98304	0.29458	0		69.98304	16.17619	0	0.29458	11.7478	0.29747	0	0	0	0
Healthy	62.43706	2.44959	0.13521		62.43706	15.52911	0.71989	2.44959	9.86109	1.00862	0.00651	0	0.38073	0.13521
D014607	74.70225	4.09073	0.4592		74.70225	7.51009	0.05281	4.09073	0.0049	0.10889	0.02199	0	0.0351	0.4592
Healthy	29.76015	1.49977	0.02902		29.76015	14.17754	0.19183	1.49977	0	22.9357	0	0	0	0.02902
Healthy	67.42135	0.84488	0.44981		67.42135	3.11198	0.33954	0.84488	0.0852	0.01074	0.35107	0	0.89704	0.44981
Healthy	47.00231	0.66598	0.1164		47.00231	24.04308	4.47215	0.66598	6.39375	0.12582	4.47468	0	0.51306	0.1164
Healthy	38.03577	4.86659	0		38.03577	19.68434	2.23512	4.86659	0.01741	1.66704	0.15054	5.49142	0.14939	0
D014607	82.21363	6.26701	0.04537		82.21363	8.24348	0.13642	6.26701	0.03964	0	0.04179	0	0.3978	0.04537
Healthy	3.48867	27.6154	0		3.48867	29.07694	6.50004	27.6154	0.77266	1.35904	1.04151	0	0.97005	0
Healthy	34.634	0	0		34.634	15.43657	0	0	0	0.17148	2.74557	17.6933	0	0
Healthy	46.3665	0.36292	0		46.3665	45.00958	0	0.36292	4.47682	0	0.2721	0	0.06912	0
Healthy	54.44457	1.34855	0.18762		54.44457	5.62988	0.03173	1.34855	9.05807	7.18822	0.31407	0	0.67489	0.18762
D014607	78.94572	1.28522	0.03564		78.94572	14.03087	0.10645	1.28522	0	0	0.07306	0	0.48295	0.03564
Healthy	77.24692	0.14372	0.00309		77.24692	9.2868	0.1013	0.14372	0	0	0.03741	0	0.0421	0.00309
Healthy	39.9439	5.80849	0		39.9439	35.75068	0	5.80849	3.97214	0	3.09126	0	0	0
Healthy	28.4648	14.21093	0.18521		28.4648	16.12419	2.66297	14.21093	0.54066	0.69177	1.10038	0	0.86277	0.18521
Healthy	11.18476	5.70785	0		11.18476	0.03466	8.65842	5.70785	0.33322	0	1.02451	0	0.00572	0
Healthy	68.83196	5.97047	0		68.83196	9.79154	0.18874	5.97047	4.49546	0	0.46318	0	0.06438	0
Healthy	18.48175	1.53753	0.00557		18.48175	30.83664	9.54251	1.53753	10.42097	0.04061	0.35929	0	2.23933	0.00557
Healthy	19.80125	1.47459	0		19.80125	53.70018	12.25742	1.47459	2.14611	0	1.55353	0	0.6945	0
Healthy	89.60612	0.94943	0		89.60612	3.93037	0.20254	0.94943	0	0.89533	0.02738	0	0.04658	0
Healthy	79.32634	2.88359	0.02326		79.32634	12.64055	0	2.88359	0	0	0.07434	0	0	0.02326
Healthy	64.7915	10.15778	0.0209		64.7915	1.59126	0.05957	10.15778	8.9084	0	0.13998	0	0.23655	0.0209
Healthy	46.14072	3.35739	0.13915		46.14072	13.54474	2.3804	3.35739	0.11281	0	0.11963	0.04177	0.53344	0.13915
Healthy	74.22648	0.7431	0		74.22648	15.06641	1.97195	0.7431	0.11805	0	0.23547	0	0.00078	0
Healthy	24.52221	0.41297	0.08894		24.52221	49.74067	1.3118	0.41297	1.28214	2.16926	0.91207	2.40259	1.43841	0.08894
Healthy	62.82739	3.9654	0.19456		62.82739	20.45037	0	3.9654	0	0	0	0	0.01594	0.19456
Healthy	16.25658	0.91039	0.18604		16.25658	33.64466	22.98323	0.91039	1.27647	0.02971	0.26564	0	0.15821	0.18604
Healthy	60.71918	8.66966	0.30347		60.71918	3.65475	0.0323	8.66966	9.30341	0.69476	0	0	0.01238	0.30347
Healthy	38.66583	0.6495	0		38.66583	51.77425	3.01538	0.6495	0.0853	0	1.18304	0	0.13632	0
Healthy	73.60357	0.42268	0.02988		73.60357	8.04165	0.04541	0.42268	2.56042	0	0.04636	0	0	0.02988
Healthy	22.96777	0.18905	0		22.96777	34.36809	5.90147	0.18905	4.49516	0	5.1123	0	4.2277	0
Healthy	16.50911	9.87748	0		16.50911	18.52373	11.2039	9.87748	0.59859	2.50305	14.23795	0	1.27449	0
Healthy	51.20972	17.5473	0.01556		51.20972	8.03686	0.11527	17.5473	1.22751	0.96752	0.22599	0	0.41828	0.01556
Healthy	24.12008	0.28473	0		24.12008	39.0658	0.66193	0.28473	8.2285	0	0.32782	0	0.16626	0
Healthy	47.11644	8.08495	0		47.11644	26.3806	0.96963	8.08495	4.43905	0.01451	0.72266	0	0	0
Healthy	46.53449	0	0		46.53449	4.01325	28.37131	0	0.80593	0	0	0	0	0
Healthy	49.88645	0.68028	0.31051		49.88645	24.7403	1.65081	0.68028	0	1.4265	0.10711	0	0.29666	0.31051
Healthy	40.86327	0.27646	0		40.86327	21.33864	3.36545	0.27646	6.69904	0	1.8235	0	0.21175	0
Healthy	82.80283	0	0		82.80283	13.37243	0	0	0	0	0.15243	0	0	0
Healthy	16.93243	2.14707	0		16.93243	27.90381	11.68151	2.14707	0.02442	0	0	0	2.36626	0
Healthy	74.21552	0.64224	0.02569		74.21552	12.47808	0.02335	0.64224	0	5.35162	0.18906	0	0.11767	0.02569
Healthy	66.90504	11.69508	0.01842		66.90504	1.45453	0.06144	11.69508	8.09313	0	0.17368	0	0.21004	0.01842
Healthy	1.76094	1.50484	0.0237		1.76094	52.16972	3.99045	1.50484	0.17896	0	2.01532	6.63654	1.68792	0.0237
D014607	67.09259	0.48998	0.12132		67.09259	9.05712	2.14306	0.48998	3.15059	0	0.01919	0	0.51732	0.12132
Healthy	77.53896	0.91626	0.00133		77.53896	11.26894	0.24642	0.91626	7.44466	0.35196	0.03819	0	0.03848	0.00133
Healthy	7.16012	1.78324	0.00046		7.16012	32.80167	12.06113	1.78324	1.98326	0	24.00973	1.63292	1.63534	0.00046
Healthy	20.66517	8.78375	0		20.66517	15.41412	17.04909	8.78375	1.28951	1.88655	1.05054	0	4.57511	0
Healthy	41.07074	7.85251	0		41.07074	37.61501	0.28458	7.85251	0.90973	0.70036	0.46505	0	0.00387	0
Healthy	27.96579	1.37364	0.00347		27.96579	36.91824	12.98484	1.37364	3.84082	0.0041	0.1602	0	1.11762	0.00347
Healthy	69.93574	0.319	0.0611		69.93574	10.06272	4.23675	0.319	2.71768	0.12044	0	0.0527	0	0.0611
Healthy	30.96834	0.5377	0.14221		30.96834	39.90975	6.81544	0.5377	4.54691	0.99344	0.91578	0.26311	1.75348	0.14221
Healthy	53.65126	7.5286	0.05295		53.65126	24.60849	0	7.5286	0	1.0437	0	0	0	0.05295
Healthy	62.8	0.17831	0		62.8	28.73485	0.2069	0.17831	0	0	0	0	0	0
Healthy	68.59559	6.19596	0		68.59559	9.73737	0.21653	6.19596	4.35983	0	0.43515	0	0.05665	0
Healthy	63.18419	2.98424	0.43122		63.18419	28.43881	0	2.98424	0	0	0.0663	0	0.0476	0.43122
D014607	36.88627	0.78178	0.06407		36.88627	42.82062	0.10893	0.78178	0.06351	0	0.01334	0	0.00105	0.06407
Healthy	21.09517	0.76695	0		21.09517	45.85588	2.55861	0.76695	1.80022	0	1.10217	0.39262	0	0
Healthy	15.95491	1.21066	0		15.95491	34.78657	32.46688	1.21066	2.07311	0	0.31516	0	2.56499	0
Healthy	57.7349	0	0		57.7349	42.2651	0	0	0	0	0	0	0	0
Healthy	36.7589	0.15509	0		36.7589	38.05386	5.76618	0.15509	2.02217	0	0.98014	0	0.18821	0
Healthy	56.86951	0.42967	0		56.86951	25.17746	0.10876	0.42967	2.6772	0	0.57001	0	0.73683	0
Healthy	58.40417	1.65639	0		58.40417	22.79354	0.08189	1.65639	2.0217	0	5.28449	0	0.32197	0
Healthy	82.74286	0.95318	0		82.74286	8.36029	0.64975	0.95318	0.12295	0	0.06265	0	0.04989	0
Healthy	0.0113	91.63124	0		0.0113	0.00181	0.01748	91.63124	0.92279	0	7.22827	0	0	0
Healthy	42.49249	0.94444	0.05792		42.49249	29.01867	3.63972	0.94444	3.84794	0.21708	0.85257	0	0.97004	0.05792
Healthy	64.67929	1.15823	0.45755		64.67929	23.67031	0	1.15823	0	0	0.04758	0	0.09646	0.45755
Healthy	66.61678	0.69383	0.00175		66.61678	23.077	0.03068	0.69383	0.19462	0	0.27115	0	0.01768	0.00175
Healthy	19.25327	0.27603	0		19.25327	62.62111	0.77807	0.27603	0.41895	0	1.43318	0	0	0
Healthy	6.74321	0.18035	0		6.74321	0.29063	65.81408	0.18035	1.04081	2.4118	2.66073	0	3.84846	0
Healthy	69.46398	5.9785	0		69.46398	10.24906	0.20776	5.9785	4.61877	0	0.5862	0	0.04771	0
Healthy	42.84926	31.30629	0.0795		42.84926	8.58278	1.15794	31.30629	0.07546	0.59191	1.03577	0.09692	0.9556	0.0795
Healthy	62.42068	0.04775	0		62.42068	27.60852	0	0.04775	0	0	0	0	0.42755	0
Healthy	64.45509	3.08774	0.47047		64.45509	27.29323	0	3.08774	0	0	0.09143	0	0.08662	0.47047
Healthy	5.88306	0	0		5.88306	73.24519	0	0	1.16794	0	3.02827	12.5629	0	0
Healthy	26.19194	1.78746	0.00465		26.19194	48.72356	0.72195	1.78746	6.5942	0	0.16333	0	0.88246	0.00465
Healthy	57.48656	1.01856	0.05587		57.48656	18.72271	4.01731	1.01856	0.01034	1.63701	0.19957	0.40335	1.11129	0.05587
Healthy	32.68989	2.16276	0.022		32.68989	29.96369	2.59621	2.16276	0.75139	0	2.29294	2.51116	0.12765	0.022
Healthy	59.43163	0.2915	0.87425		59.43163	6.05339	1.94693	0.2915	0	4.96987	0	0.23143	0.161	0.87425
Healthy	7.70073	0	0		7.70073	51.33871	7.05114	0	6.42124	0	0.20863	0	0.11341	0
Healthy	68.41298	0.63459	0.42072		68.41298	3.10448	0.31889	0.63459	0.07924	0.00221	0.44796	0	0.89028	0.42072
Healthy	43.74143	0.49002	0.0675		43.74143	23.58374	14.80964	0.49002	0.20121	0.07655	0.09856	0	0.95788	0.0675
Healthy	19.80319	0	0		19.80319	15.13221	1.5923	0	0.51624	0	0.01691	0	0	0
Healthy	22.94598	1.37404	0		22.94598	66.20966	0.43292	1.37404	0	0	0.51558	0	0.92171	0
Healthy	58.22365	0	0		58.22365	25.98322	0.48423	0	6.75712	0	4.71799	0	0	0
Healthy	38.86294	0.40537	0.01959		38.86294	30.67778	3.93282	0.40537	1.46819	4.6533	2.53554	1.28516	0.40593	0.01959
Healthy	13.12369	10.56355	0.72076		13.12369	6.88937	0.02675	10.56355	2.55874	43.9572	0.17695	0	1.45406	0.72076
Healthy	0.00985	95.29237	0		0.00985	0.11079	0.27556	95.29237	0	0	0.45165	0	0	0
Healthy	44.97863	0.25018	0.12106		44.97863	11.31323	5.4419	0.25018	17.96113	7.07682	0.21151	0	0.70914	0.12106
Healthy	25.14386	0.16151	0.10155		25.14386	26.51459	0.23919	0.16151	4.63536	0	16.61759	0	0.15658	0.10155
Healthy	35.31285	0.68003	0.10535		35.31285	39.72337	2.37697	0.68003	0.01775	1.63248	3.04355	5.67771	1.02747	0.10535
Healthy	36.11413	0.03997	0		36.11413	52.67349	0.41072	0.03997	0.06971	0.00167	0.10779	0	0.05049	0
Healthy	77.08866	0.18297	0		77.08866	11.85154	0.02763	0.18297	2.86705	0	0.41864	0	0	0
D014607	91.0769	0.51689	0.00217		91.0769	3.52297	0.00195	0.51689	0.6712	0.00118	0.03682	0	0.01402	0.00217
Healthy	63.73873	1.5983	0.05634		63.73873	14.04908	0.62643	1.5983	0.29363	0	0.00926	0.18688	0.223	0.05634
Healthy	83.6596	0.72399	0.05384		83.6596	6.32552	1.15496	0.72399	0	0	0.03591	0	0.4799	0.05384
Healthy	16.99597	0.52812	0.15744		16.99597	49.63244	14.72908	0.52812	0.16466	0	0.74372	0	0.66037	0.15744
Healthy	16.26391	0.21781	0.28306		16.26391	49.30251	1.50978	0.21781	1.62989	0	2.64771	0.18574	0.45753	0.28306
Healthy	78.51763	0	1.7125		78.51763	6.42321	0	0	0.04011	0	0.29062	0.10866	0.61621	1.7125
Healthy	63.59761	3.21734	0.49759		63.59761	27.90798	0	3.21734	0	0	0.09975	0	0.03955	0.49759
Healthy	36.04103	0.09703	0		36.04103	51.02609	0.07277	0.09703	1.71883	0.02182	0.1009	0	0.03609	0
Healthy	45.38754	0	0		45.38754	32.32824	0.09781	0	2.23177	0.15338	3.00666	0.56772	0.01564	0
Healthy	0.00421	99.93234	0		0.00421	0	0.00228	99.93234	0	0	0	0	0	0
Healthy	82.99465	0.58053	0		82.99465	10.09902	0	0.58053	0.2602	0	0.01218	0	0.239	0
Healthy	36.25359	0.77074	0		36.25359	15.40317	30.34293	0.77074	0.59226	0.14577	0.70205	0	0.20832	0
Healthy	63.32827	0.16061	0.05515		63.32827	15.95391	0.94641	0.16061	0.00681	0	0.05353	0	0.25935	0.05515
Healthy	20.864	0	0.12984		20.864	53.61709	0	0	6.80856	0	4.57667	5.73709	0.27293	0.12984
Healthy	58.84551	0.35696	0.558		58.84551	10.85856	0.31477	0.35696	0.51805	8.13114	0	0	0.20949	0.558
Healthy	66.80943	0.81014	0.06348		66.80943	7.42833	0	0.81014	6.50562	0	0.0729	0	0.05285	0.06348
Healthy	70.63648	0.20796	0		70.63648	7.05663	0.35379	0.20796	6.20217	0	0.36642	0	0	0
Healthy	73.14741	0.53794	0.0076		73.14741	7.68038	0	0.53794	2.82719	0	0.04692	0	0	0.0076
Healthy	42.19125	3.68128	0		42.19125	35.34887	2.84119	3.68128	0.02608	0.03008	0.39195	0	1.15313	0
Healthy	67.05309	0.63627	0.01281		67.05309	22.52641	0	0.63627	0	0.56197	0.00409	0	0.1482	0.01281
Healthy	77.87985	0.19375	0		77.87985	10.5275	0.0952	0.19375	0	0	0.04755	0	0.03061	0
Healthy	83.57456	0.19074	0		83.57456	5.0591	0.34483	0.19074	8.19476	1.37537	0.24304	0	0	0
Healthy	43.23673	0.35282	0.00266		43.23673	22.97919	0	0.35282	0	0	7.47052	0	0.11416	0.00266
Healthy	21.21822	0.16247	0		21.21822	31.96598	11.145	0.16247	0.62685	0	0.05291	0	0.08943	0
Healthy	83.62879	0.05599	0.39031		83.62879	4.62112	3.65866	0.05599	0	0.05846	0	0.6732	0	0.39031
Healthy	9.64181	1.47894	0.00529		9.64181	31.5261	11.72604	1.47894	1.94683	0	23.68994	1.51831	1.46142	0.00529
Healthy	15.2001	0.10204	0.00744		15.2001	61.56318	0.73248	0.10204	0	0	0.5917	0.41172	0.3561	0.00744
Healthy	6.84403	5.85655	0		6.84403	2.30836	74.24128	5.85655	0.023	0	0.06682	0	4.75024	0
Healthy	64.07225	2.55552	0.2493		64.07225	27.80193	0.15337	2.55552	0.01208	0.02786	0.06608	0	0.22931	0.2493
Healthy	24.68236	0.77077	0		24.68236	26.70769	1.26194	0.77077	8.18667	1.73321	15.3543	0	2.36591	0
Healthy	47.58464	4.7279	0.01577		47.58464	29.10255	0.00246	4.7279	0.04092	0	0.31791	0	0.00771	0.01577
Healthy	41.69468	0.44651	0.1953		41.69468	28.12743	0.01777	0.44651	0.06613	7.46565	0.1753	2.58859	1.90207	0.1953
Healthy	41.82928	0.21744	0.01062		41.82928	43.23609	0.18946	0.21744	0.52446	0.09818	3.07432	0.04879	0.00331	0.01062
Healthy	83.32758	0.63587	0.05279		83.32758	6.19056	1.08547	0.63587	0	0	0.03982	0	0.44293	0.05279
Healthy	25.55658	1.37371	0		25.55658	23.63656	38.26172	1.37371	0.85009	0	1.35868	0	0.35287	0
Healthy	45.19073	2.5538	0.00132		45.19073	32.75329	10.0008	2.5538	1.38538	0	0.73901	0	0.3159	0.00132
Healthy	35.35294	0.30027	0.06853		35.35294	9.17053	6.76928	0.30027	0	6.54328	0.20564	25.1723	1.01716	0.06853
Healthy	40.45877	8.06626	0		40.45877	38.10267	0.30703	8.06626	0.92708	0.76858	0.51197	0	0.00983	0
Healthy	39.76939	1.80414	0		39.76939	25.90139	9.43173	1.80414	0.23996	0.94624	0.42852	0	0.01306	0
Healthy	40.0581	2.68824	0.01538		40.0581	21.75284	0.92758	2.68824	6.42822	2.87693	1.84507	0	0.03192	0.01538
Healthy	7.38156	3.36562	0		7.38156	0	77.81907	3.36562	2.17314	0	0.5705	0	0	0
Healthy	40.00541	1.49391	0		40.00541	25.01971	13.49806	1.49391	4.13448	0.05151	0.38445	0	0	0
Healthy	67.45016	0.27252	0		67.45016	15.29849	0.04287	0.27252	0	0.11621	0	0.05076	0	0
Healthy	18.93339	0.12693	0.03051		18.93339	42.49915	10.49698	0.12693	3.54365	1.77402	0.11771	0	0.07108	0.03051
Healthy	33.38716	0.15321	0		33.38716	25.68701	0.1036	0.15321	4.00704	0	1.9083	0	0.19052	0
Healthy	14.36023	2.52543	0		14.36023	28.21169	0.48572	2.52543	1.79344	5.50325	0.006	0.05808	0.01378	0
Healthy	26.99455	0.16637	0		26.99455	56.96097	0.12523	0.16637	0	0.55641	0.95955	0.1082	0.05756	0
Healthy	32.13403	1.18441	0.01282		32.13403	39.97158	0.00421	1.18441	12.52359	0	0.68012	0.09203	0.53123	0.01282
D014607	84.62743	0.4061	0		84.62743	1.72798	0	0.4061	0.00074	0	0.0257	0	0	0
Healthy	15.76133	0.00495	0		15.76133	44.96341	12.15454	0.00495	3.47983	0.93483	2.81392	0	0.83719	0
Healthy	0.00116	10.14839	0		0.00116	42.08953	26.17698	10.14839	0.24214	0	5.06562	0	0.0532	0
Healthy	21.72158	3.94418	0.00855		21.72158	8.77087	47.76658	3.94418	0.26247	0	0.67221	0.00083	0.69723	0.00855
Healthy	80.02181	0.39459	0.03054		80.02181	15.04774	0	0.39459	0	0	0.00703	0	0.02949	0.03054
Healthy	92.37086	0.5699	0		92.37086	2.76603	0.18969	0.5699	0	1.85231	0	0	0	0
Healthy	36.46828	0	0		36.46828	39.68371	0	0	0.14734	0	6.35549	7.54448	0	0
Healthy	38.19224	9.98602	0.00133		38.19224	22.46823	5.35245	9.98602	0.01761	0.71933	0.58617	0	1.33277	0.00133
Healthy	0.03814	87.76696	0		0.03814	0	6.59575	87.76696	0	0	5.4974	0	0	0
Healthy	45.26473	2.95411	0.00889		45.26473	37.92812	0.26711	2.95411	1.28327	0.01764	1.19446	1.70994	0.21191	0.00889
Healthy	74.29777	0.01528	0		74.29777	11.65107	0	0.01528	3.61042	0.70276	0	0	0	0
Healthy	36.8274	0.19655	0.15156		36.8274	39.05863	2.80319	0.19655	0.07209	0	0.10864	1.80075	0.7347	0.15156
Healthy	81.72666	0	0		81.72666	14.09583	0.02023	0	0	0	0.51735	0	0	0
Healthy	73.74703	0.61323	0.04112		73.74703	8.20005	0.02352	0.61323	2.62063	0	0.02913	0	0	0.04112
Healthy	70.62031	0.39039	0.07434		70.62031	10.29268	4.05241	0.39039	2.80683	0.09043	0	0.04311	0	0.07434
Healthy	42.29907	0.28059	0.01399		42.29907	22.05547	4.16215	0.28059	0.21969	0.98179	3.42795	0	0.65028	0.01399
Healthy	28.91364	0	0		28.91364	48.19235	0	0	6.52691	0	0.76987	0	0	0
Healthy	29.45115	0	0.71462		29.45115	14.30626	0.14517	0	2.52302	23.484	0.31565	2.20838	0.38363	0.71462
Healthy	59.94951	0.24576	0.36652		59.94951	9.71004	3.63884	0.24576	7.61911	0.90006	0.09111	0.91984	0	0.36652
D014607	42.22069	14.23728	0.01221		42.22069	1.74295	20.67119	14.23728	0.60478	0.12662	0.03365	0	0.2268	0.01221
Healthy	69.31403	0.35618	0.08906		69.31403	10.42742	4.25504	0.35618	2.84921	0.11704	0.01041	0.06314	0.00443	0.08906
Healthy	51.86404	0.04924	0		51.86404	37.54418	0	0.04924	3.95932	0	0	0	0	0
Healthy	87.79754	0.02213	0		87.79754	7.19351	0.00788	0.02213	0.83182	0	0.10386	0	0	0
Healthy	52.10296	1.87444	0		52.10296	24.0498	1.25183	1.87444	1.84818	0	0.32	0	0.02019	0
Healthy	3.58455	0	0		3.58455	40.23628	5.34989	0	9.46156	0	3.31825	0	0	0
Healthy	68.68363	0.23778	0		68.68363	7.58224	0.40903	0.23778	6.41941	0	0.27242	0	0	0
Healthy	68.74356	0.07863	1.66613		68.74356	9.90427	0.12091	0.07863	0	0	0.50213	0	0.08428	1.66613
Healthy	28.65617	2.17787	0		28.65617	34.3302	0.73441	2.17787	1.91706	1.91177	11.84842	0	4.46641	0
Healthy	63.79876	0.15651	0.06513		63.79876	15.58102	0.89222	0.15651	0.00928	0	0.07183	0	0.25148	0.06513
Healthy	79.20896	0.26069	0		79.20896	2.41615	0.0863	0.26069	3.23865	0	0	0	0	0
Healthy	56.25764	0.01474	0		56.25764	28.81302	0	0.01474	2.4818	0.00383	0.0223	0	0	0
Healthy	32.27683	1.15039	0.00189		32.27683	29.47053	4.33814	1.15039	5.57201	0.46621	0.23235	0.11285	0.25072	0.00189
Healthy	64.17502	0.19017	0.06104		64.17502	17.59314	0.99456	0.19017	0.00458	0	0.06868	0	0.25121	0.06104
Healthy	42.13047	3.57498	0.0481		42.13047	23.91868	1.8504	3.57498	1.95053	0.4713	2.45416	0.14447	0.29517	0.0481
Healthy	0	0	0		0	66.8256	4.24856	0	0	17.4263	0	0	3.58572	0
Healthy	32.80466	0.40379	0		32.80466	44.58733	0	0.40379	5.37393	0	0.11797	0.15253	0	0
Healthy	56.49432	0.71479	0.03612		56.49432	11.51107	0	0.71479	0.00129	0	0.07184	0	0.02957	0.03612
D014607	67.31057	0.74432	0.01664		67.31057	8.31575	0.04384	0.74432	0.11859	0	0.01865	0	0.01094	0.01664
Healthy	68.44359	1.52386	0		68.44359	3.76215	17.02573	1.52386	0.13021	0	0.86968	0	4.0174	0
Healthy	92.1473	4.12779	0		92.1473	2.12578	0	4.12779	0	0.53649	0	0	0	0
Healthy	23.00519	2.08862	0		23.00519	37.48533	5.02245	2.08862	1.29797	3.051	2.88264	3.06931	0	0
Healthy	64.06188	3.18134	0.24434		64.06188	27.95041	0	3.18134	0	0	0.0405	0	0	0.24434
Healthy	64.13532	3.01158	0.33779		64.13532	27.79906	0	3.01158	0	0	0.07771	0	0.06704	0.33779
Healthy	14.14777	0.29008	0.04101		14.14777	47.65975	0	0.29008	0	1.18295	0.47803	0	0.3515	0.04101
Healthy	18.69823	0.07615	0		18.69823	50.32821	1.29975	0.07615	1.62095	0.00566	18.58702	0	1.55705	0
Healthy	12.99612	0.20592	0		12.99612	60.43685	1.13143	0.20592	1.52412	0.02702	2.72725	1.70278	0.15085	0
Healthy	24.87301	2.52419	0.09504		24.87301	47.10592	1.20466	2.52419	0.1432	0	8.36331	0.81474	1.08057	0.09504
Healthy	28.73911	0	0		28.73911	37.85585	0	0	2.69908	0	0.57303	9.23471	0.6947	0
Healthy	24.27956	11.58286	0.00212		24.27956	32.19718	0.06012	11.58286	0.0031	14.9065	3.20524	0	0.33927	0.00212
Healthy	75.23177	0.04317	0		75.23177	15.38875	0	0.04317	0	0.28653	0.12222	0	0.99055	0
Healthy	62.65267	8.85477	0.02153		62.65267	23.36519	0.002	8.85477	0.02726	0	0.07644	0	0.06275	0.02153
