group	Bacteroidia	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Actinomycetia	Gammaproteobacteria	Negativicutes	Verrucomicrobiae	Bacilli	Methanobacteria	Coriobacteriia	Desulfovibrionia
Healthy	84.36824	0.76153	0		84.36824	7.42016	0.59273	0.76153	0.12695	0	0.08015	0	0.04489	0
Healthy	19.30946	1.17428	0.07794		19.30946	36.67424	20.12961	1.17428	2.54538	0.00518	10.19075	0.88633	1.59069	0.07794
Healthy	3.71972	0.12297	0.01252		3.71972	31.89831	4.29809	0.12297	0.20135	0.09002	35.18628	0.06908	3.06232	0.01252
Healthy	32.12247	0.27615	0.07843		32.12247	9.20617	17.36403	0.27615	11.18414	0.13121	0.14391	0	2.74407	0.07843
Healthy	54.00114	1.21876	0		54.00114	27.96733	0.04601	1.21876	0	1.14738	0	0	0.72906	0
Healthy	65.61651	0.43172	0.01467		65.61651	21.30689	2.21731	0.43172	0.31387	0	2.48323	0	1.46676	0.01467
Healthy	80.12162	0.22455	0		80.12162	1.86628	0.04607	0.22455	3.00752	0	0	0	0	0
Healthy	78.3768	0.1086	0.04372		78.3768	8.51103	0.12494	0.1086	0	0	1.20125	0	0.77485	0.04372
Healthy	27.13214	0.12258	0		27.13214	50.91172	0.08318	0.12258	6.80132	0.00448	0.00777	0	0.01775	0
D014607	71.77308	0.03714	0		71.77308	11.01084	10.52139	0.03714	0.03629	0	0.2402	0	0.62647	0
Healthy	65.13207	1.06893	0.38077		65.13207	24.08521	0	1.06893	0	0	0.02834	0	0.09998	0.38077
Healthy	20.12786	0.49033	0.02325		20.12786	59.33053	1.03033	0.49033	0.56226	0	0.53713	0	0.09679	0.02325
Healthy	64.59072	3.19954	0.45119		64.59072	27.84468	0	3.19954	0	0	0.07447	0	0.05941	0.45119
Healthy	29.44806	0.28879	0.07796		29.44806	27.40458	0.3299	0.28879	4.90025	0	15.74464	0	0.2022	0.07796
Healthy	77.62184	0.19838	0.00662		77.62184	9.1097	0.10657	0.19838	0	0	0.03853	0	0.07404	0.00662
Healthy	84.77554	0.06675	0.34947		84.77554	4.54794	3.57254	0.06675	0	0.08372	0	0.61813	0	0.34947
Healthy	26.67123	3.04921	0		26.67123	49.96066	1.53989	3.04921	0.25782	0	6.06571	0.41728	2.19658	0
Healthy	55.77084	1.3897	0.36926		55.77084	25.33938	4.879	1.3897	0.11224	0.0027	0.22582	0	0.48978	0.36926
Healthy	24.50865	0	0		24.50865	34.52994	0	0	23.0622	2.7746	0.39024	0	0	0
Healthy	70.98239	0.29827	0.07641		70.98239	10.22544	4.30195	0.29827	2.74525	0.14188	0.00369	0.0551	0	0.07641
Healthy	69.36269	0.14285	0		69.36269	7.66882	0.37634	0.14285	6.27752	0	0.32209	0	0	0
Healthy	39.35148	0	0		39.35148	14.37698	3.93434	0	0.02492	5.60891	0.71239	9.94258	0.97395	0
Healthy	30.44125	5.28012	0		30.44125	28.58704	0	5.28012	17.4344	0	0.65212	1.00191	0	0
Healthy	31.20638	3.30416	0.04213		31.20638	13.88369	0.86361	3.30416	0	7.45317	0.04676	0	1.15501	0.04213
Healthy	16.84445	1.15759	0		16.84445	34.00057	32.50888	1.15759	1.90409	0	0.29385	0	2.54483	0
Healthy	77.84901	0.12893	0.00316		77.84901	9.51242	0.10055	0.12893	0	0	0.04678	0	0.07071	0.00316
Healthy	35.22085	0.41756	0.00208		35.22085	27.45338	0	0.41756	0.01665	0	7.57321	0	0.11244	0.00208
Healthy	57.15938	0.37763	0.63549		57.15938	10.66567	0.39785	0.37763	0.44936	8.4388	0	0	0.25022	0.63549
Healthy	83.02813	0	0		83.02813	5.86188	0	0	5.82823	0	0.33659	0	0	0
Healthy	7.90302	11.83163	0.14252		7.90302	14.35009	31.8515	11.83163	0.27072	0	0.53798	0	2.52822	0.14252
Healthy	16.68874	1.87602	0		16.68874	41.98356	7.91675	1.87602	14.0387	0	3.22449	0	9.32573	0
Healthy	47.249	3.31284	0.17429		47.249	13.83164	2.32171	3.31284	0.06529	0	0.11564	0.06225	0.51114	0.17429
Healthy	69.17688	0.40279	0		69.17688	16.00993	0	0.40279	12.0245	0.32142	0	0	0	0
Healthy	68.93702	0.05937	0.03527		68.93702	20.34192	0.66834	0.05937	0.004	0	0.09156	0	0.07434	0.03527
Healthy	84.32139	0.07105	0		84.32139	6.72963	0	0.07105	1.24726	0	0.25137	0	0.04492	0
Healthy	25.7848	16.86795	0.06906		25.7848	22.28803	6.45343	16.86795	0	0.12379	0.04948	0.96345	4.01692	0.06906
Healthy	41.14394	3.90978	0.15837		41.14394	24.98947	2.08	3.90978	1.95418	0.57597	2.36712	0.16752	0.33156	0.15837
Healthy	70.22306	0.16181	0		70.22306	5.80267	0.44472	0.16181	5.82317	0	0.2823	0	0	0
Healthy	26.96368	0.06268	0		26.96368	43.2032	0.01321	0.06268	0	0	0	0.59351	0	0
Healthy	70.29138	0.17763	0		70.29138	3.40865	0.23621	0.17763	5.83641	0	0.01778	0	0.00451	0
Healthy	69.34973	3.06382	1.31486		69.34973	10.63145	0.75924	3.06382	0	0	0.17686	0.02383	0.63427	1.31486
Healthy	43.80826	0.12456	0.07428		43.80826	3.45029	0	0.12456	0	0	0.00313	0	0.12345	0.07428
Healthy	56.6143	0.48548	0		56.6143	5.82757	0.93069	0.48548	0	0	0.09281	0	0	0
Healthy	16.2496	0.03717	0		16.2496	55.99991	3.16424	0.03717	0.59657	0	2.40624	0	0.02486	0
Healthy	72.62941	0	0		72.62941	14.20639	0.12917	0	0.04932	0	0.28565	0	0	0
Healthy	48.7609	6.08915	0		48.7609	28.68875	0.41836	6.08915	6.57209	0.01073	1.33327	0	0.32149	0
Healthy	23.75406	0.00391	0		23.75406	51.71918	0.73235	0.00391	0	0	0.10299	0	0	0
Healthy	22.69278	1.57975	0		22.69278	55.30858	0	1.57975	0	0	0.18313	0	1.2028	0
Healthy	65.63431	0.45073	0.49892		65.63431	25.80628	0	0.45073	0.21647	1.60553	0.04627	0.02843	0.06003	0.49892
Healthy	51.33971	0.58314	0.00015		51.33971	10.96337	0.13328	0.58314	1.4261	0	0.15678	0	0.05421	0.00015
Healthy	18.57704	1.38627	0.01827		18.57704	30.78352	8.62354	1.38627	11.32459	0.03728	0.42822	0.00258	1.88992	0.01827
Healthy	49.3268	0.51616	0.02414		49.3268	30.81399	0.3027	0.51616	0.26046	0	3.73435	0	0.29916	0.02414
Healthy	70.43372	0.81483	0.09877		70.43372	19.65543	2.10056	0.81483	0.17116	0.19217	0.55951	0	0.36712	0.09877
Healthy	64.34829	1.1555	0.39388		64.34829	23.74352	0	1.1555	0	0	0.06752	0	0.12878	0.39388
Healthy	70.61778	0.16078	0.00391		70.61778	20.57933	0.01373	0.16078	0.01173	0.28862	0.16724	0	0.09934	0.00391
D014607	44.08007	26.3529	0		44.08007	19.74646	0.13536	26.3529	6.15633	0.05679	0.02469	0	0.13593	0
Healthy	30.21417	0.63578	0.1667		30.21417	38.89944	0.89478	0.63578	6.38297	0.07376	2.24259	0	0.38497	0.1667
Healthy	61.01007	0	0.04298		61.01007	29.73549	0.08428	0	0.68611	0.07785	0.6033	0.05233	0.06927	0.04298
Healthy	4.0487	7.12627	0		4.0487	0.3823	69.77113	7.12627	0.04011	0	0.85254	0	0.0049	0
Healthy	8.92705	8.41175	0.04163		8.92705	36.05294	7.95651	8.41175	0.24984	0.00109	18.46648	8.71892	3.10381	0.04163
Healthy	45.84826	1.11206	0.05072		45.84826	35.71989	1.2359	1.11206	0.29762	0.10108	0.39939	0.72082	0.52139	0.05072
Healthy	41.09719	2.68642	0		41.09719	30.91733	4.32756	2.68642	1.5652	0	0.69455	0	0.07529	0
Healthy	82.97937	0.06282	0.39632		82.97937	6.53345	3.50928	0.06282	0	0.06019	0	0.67959	0	0.39632
Healthy	34.36715	0.54057	0.00842		34.36715	28.35286	0	0.54057	0.01126	0	6.46358	0	0.09634	0.00842
Healthy	61.30247	0.94442	0		61.30247	1.546	8.10376	0.94442	0	4.77249	0	0	0	0
Healthy	69.02879	0.08744	1.7196		69.02879	13.10363	0.16357	0.08744	0	0	0.49563	0.01711	0.10651	1.7196
Healthy	35.09807	0.28716	0.26053		35.09807	25.899	0.40203	0.28716	0.19707	0	4.23039	0.27636	0.05226	0.26053
Healthy	61.0165	1.32365	0.01822		61.0165	13.76469	0.03761	1.32365	2.76312	0	1.533	0	0.06885	0.01822
Healthy	20.40557	0.59178	0.04369		20.40557	38.90627	16.82268	0.59178	1.22257	3.148	0.11899	6.16548	0.8411	0.04369
Healthy	78.11938	4.96792	0		78.11938	2.54385	10.15792	4.96792	0.55878	0	0.48017	0	0.03647	0
Healthy	42.04096	0.34762	0		42.04096	16.63452	0.59787	0.34762	10.64738	1.90252	0.05735	0	1.40787	0
Healthy	59.64182	0.93721	0.15658		59.64182	22.96559	0.81471	0.93721	3.32365	0.05559	0.57522	0	0.51175	0.15658
Healthy	39.79314	0.85303	0.03273		39.79314	33.27864	3.05107	0.85303	0	0.93731	0.06241	0.85652	0.42696	0.03273
Healthy	43.19804	0.05106	0		43.19804	32.49635	2.34302	0.05106	2.52717	0.71124	3.11899	0.47172	0.37387	0
Healthy	68.08716	11.29878	0.04055		68.08716	1.69427	0.05031	11.29878	8.96535	0	0.16826	0	0.18152	0.04055
Healthy	35.22199	2.37216	0		35.22199	34.54824	2.60744	2.37216	0	0.09932	5.55427	1.0821	0.36451	0
Healthy	68.2051	5.99714	0		68.2051	9.90491	0.15622	5.99714	4.70629	0	0.5102	0	0.05631	0
Healthy	1.27957	1.48486	0		1.27957	45.38839	0	1.48486	0.1329	0	24.30967	0.26175	5.94935	0
Healthy	63.81396	4.15905	0.31757		63.81396	20.69254	0	4.15905	0	0	0	0	0.00731	0.31757
D014607	88.01425	8.34735	0		88.01425	0.10847	0	8.34735	0.16708	0	0.58603	0	0	0
Healthy	28.90645	0	0		28.90645	48.20529	0	0	6.5253	0	0.76968	0	0	0
Healthy	14.03954	0	0		14.03954	32.96422	0.73621	0	0	0	3.86003	33.4883	9.39451	0
Healthy	28.46694	1.51797	0.05808		28.46694	51.45424	1.08052	1.51797	0.02926	0.02418	0.2054	0	3.02375	0.05808
Healthy	32.77295	0.23596	0.02254		32.77295	34.6602	0.73166	0.23596	0	0.29347	0	0.29046	0.04828	0.02254
Healthy	31.20192	1.40151	0		31.20192	24.63472	0.30163	1.40151	3.05237	14.0828	0.175	0	0.03102	0
Healthy	14.224	0	0		14.224	0	0	0	0	0	0	0	0	0
Healthy	36.20723	1.46022	0		36.20723	34.11334	12.9357	1.46022	1.2736	0	0.8487	0	0.30369	0
Healthy	46.58828	11.08392	0.00048		46.58828	2.86872	0.98364	11.08392	2.29707	0	2.62724	0	0.60536	0.00048
Healthy	28.3422	0.42386	0.01255		28.3422	37.52938	0.81789	0.42386	2.65181	0.04019	0.53193	0.0131	0.62948	0.01255
Healthy	55.96573	0.52575	0.14794		55.96573	27.65103	2.53382	0.52575	0.08596	0.04611	0.22087	0.33041	0.24695	0.14794
Healthy	1.12625	0	0		1.12625	46.7948	0.25487	0	0.73894	0	8.61995	27.6589	5.27949	0
Healthy	89.66419	0.34974	0		89.66419	2.18413	0	0.34974	3.30114	0	0.25359	0	0.11322	0
Healthy	15.58417	0.44992	0.10778		15.58417	29.59836	0.04423	0.44992	7.61896	2.21401	0.76899	0	0.09431	0.10778
D014607	70.51563	13.34286	0.13491		70.51563	1.6335	4.82463	13.34286	0.70911	0.61591	0.61485	0	0.01879	0.13491
Healthy	58.04112	3.29887	0.07529		58.04112	16.40372	0.10149	3.29887	6.94735	0.06182	0.36036	0	0.14347	0.07529
Healthy	56.28109	1.34084	0.02113		56.28109	33.27262	0.0368	1.34084	0	0	0.00528	0	0.14832	0.02113
Healthy	38.0437	0.02297	0		38.0437	43.9447	0.13886	0.02297	0.37245	0.05856	1.13742	0	0	0
Healthy	42.85214	0	0		42.85214	39.93024	0	0	2.32862	0	1.77951	0	0	0
Healthy	41.96543	0	0.10321		41.96543	31.71088	0.05931	0	2.3425	1.17867	2.39042	0	1.07468	0.10321
Healthy	69.41397	0.65026	0.06209		69.41397	19.86232	0	0.65026	0	0	0.27637	0	0	0.06209
Healthy	52.47847	3.78919	0		52.47847	20.7409	0.17786	3.78919	0.96174	0	0.038	0	1.59861	0
Healthy	15.08786	1.10632	0		15.08786	16.01474	0.00767	1.10632	5.36654	1.83454	0.36628	0	0.01458	0
Healthy	43.74967	1.45191	0		43.74967	22.86864	3.91495	1.45191	0.70159	0	0	0	0	0
Healthy	49.05444	7.55658	0.85589		49.05444	6.98961	0.2261	7.55658	1.85762	3.4515	0	0	0	0.85589
Healthy	44.34291	0.28833	0.14253		44.34291	11.05868	5.52519	0.28833	17.75847	7.0576	0.17636	0	0.6536	0.14253
Healthy	1.78582	16.87544	0		1.78582	28.2055	27.46929	16.87544	0	0	0.48616	0	0.87786	0
Healthy	37.11887	0.28666	0		37.11887	17.83652	6.05868	0.28666	3.48633	0	21.00783	0	0.70542	0
Healthy	79.30587	0.70653	0.02366		79.30587	5.58149	1.16383	0.70653	0	3.81881	0	0	0.19862	0.02366
Healthy	68.77621	0.19072	1.51226		68.77621	9.41255	0.15579	0.19072	0	0	0.48153	0.03482	0.1442	1.51226
Healthy	54.92171	0.69593	0		54.92171	11.68491	20.96201	0.69593	0	0	0	0	0	0
Healthy	40.04677	7.29856	0.17679		40.04677	25.62643	1.00641	7.29856	0.31708	0.07512	0.05958	0	2.4838	0.17679
Healthy	42.59283	0	0.09293		42.59283	32.05829	0.05077	0	2.24223	1.0876	2.4011	0	0.93909	0.09293
Healthy	29.62494	0.64595	0.03837		29.62494	20.82893	10.83398	0.64595	0.89652	0.08254	0.26443	0	0.01863	0.03837
Healthy	20.57994	0.22929	0.05341		20.57994	40.29798	8.58129	0.22929	4.05404	0	0.62096	0	0.18361	0.05341
Healthy	56.09359	0.52734	0		56.09359	25.84601	0.10637	0.52734	2.53825	0.00656	0.74317	0	0.62802	0
Healthy	16.4986	42.02157	0.0735		16.4986	16.73836	1.58249	42.02157	0	0.11587	0.19665	0	1.09147	0.0735
Healthy	64.50159	3.00587	0.44448		64.50159	27.56529	0	3.00587	0	0	0.06736	0	0.06073	0.44448
Healthy	86.90238	1.74884	0.07865		86.90238	7.25498	0.2215	1.74884	0	0	0.1101	0	0	0.07865
Healthy	35.64172	0.01361	0.29311		35.64172	33.67579	0.74246	0.01361	2.25014	0.85302	2.52088	0	1.06983	0.29311
Healthy	67.44051	0.40553	0		67.44051	24.21782	0.86068	0.40553	0.09318	0	1.17933	0	0.2134	0
Healthy	0	0	0		0	22.6022	0	0	0	0	0	0	0	0
Healthy	53.74459	0.66997	0.18197		53.74459	18.31219	0.80592	0.66997	0	9.32086	0.18007	0	0.9553	0.18197
Healthy	50.29043	0.6675	0.04435		50.29043	39.23906	0.23621	0.6675	0.01793	0.00392	0.78417	0	0.00938	0.04435
Healthy	61.15669	5.43066	0.16		61.15669	25.43525	0	5.43066	0.00271	0	0.07012	0	0.1227	0.16
Healthy	36.72224	1.72024	0.03474		36.72224	46.81599	0.10411	1.72024	0.07396	1.58795	0.04584	0	0.00819	0.03474
Healthy	41.85675	0.86884	0.0233		41.85675	32.06128	9.37201	0.86884	0.06287	0.00934	0.369	0.02432	0.83951	0.0233
Healthy	77.2291	0.1166	0.00964		77.2291	9.85504	0.10089	0.1166	0	0	0.06618	0	0.04491	0.00964
Healthy	2.59796	0	0		2.59796	47.16628	0	0	0.44241	0	7.99578	27.47608	1.35449	0
Healthy	7.60267	0	0		7.60267	9.50588	1.60904	0	0	0	0	0	0	0
Healthy	50.35418	0	0.15146		50.35418	25.58405	0.0161	0	4.9034	0.0018	0.6933	0	0.08884	0.15146
Healthy	73.12423	7.9908	0		73.12423	10.48617	0	7.9908	0.01146	0	0.02117	0	0.21531	0
Healthy	29.28913	0	0.56793		29.28913	14.45408	0.13735	0	2.41626	23.2954	0.32729	2.20373	0.36679	0.56793
Healthy	68.10723	0.01221	0.06634		68.10723	16.00451	1.53184	0.01221	0	0.46775	0.03682	0.00709	0.35798	0.06634
Healthy	8.72825	0.03452	0		8.72825	29.34627	0.53281	0.03452	0	12.7781	2.05041	1.79634	0.13997	0
Healthy	73.87226	0.15269	0		73.87226	4.86785	0	0.15269	4.41976	0	0	0	0	0
Healthy	85.8639	0.45157	0		85.8639	3.0265	0.83477	0.45157	0.00263	0	0.0998	0	0	0
D014607	44.78405	0.6514	0.13059		44.78405	33.02139	0	0.6514	11.0812	0	0.54226	0	0.2522	0.13059
Healthy	28.52758	0.13609	0		28.52758	53.21777	0.07723	0.13609	2.85703	0	3.9197	0	0.13072	0
Healthy	17.4332	2.03158	0.02399		17.4332	41.27991	0.25845	2.03158	7.5215	1.71467	0.73198	0.15196	0.06408	0.02399
D014607	44.65173	4.64395	0.01858		44.65173	8.49033	29.58646	4.64395	1.15507	1.08895	0.00153	0	0.13577	0.01858
Healthy	35.00576	0.01278	0.25011		35.00576	34.4218	0.71396	0.01278	2.27483	0.89056	2.33181	0	1.12458	0.25011
Healthy	48.68608	0	0		48.68608	29.25791	0	0	7.34585	0.38099	0.14748	0	0	0
Healthy	39.15464	23.80545	0		39.15464	15.77842	11.21781	23.80545	0.00912	0	0.01329	0	2.00605	0
Healthy	70.79374	0.45788	0.1119		70.79374	10.15143	3.79501	0.45788	2.70282	0.09754	0	0.03425	0	0.1119
Healthy	19.48864	0.24042	0		19.48864	66.40686	0.32319	0.24042	0.51247	0	1.2205	0	0	0
Healthy	77.8724	0.03099	1.58013		77.8724	6.88406	0	0.03099	0.13541	0	0.28609	0.14067	0.74244	1.58013
Healthy	27.73597	0.29237	0.15233		27.73597	38.59014	4.43308	0.29237	0.40303	0.03985	1.51113	3.03688	1.2976	0.15233
Healthy	4.08443	0	0		4.08443	7.64383	0	0	2.3859	0	0.61053	0.50733	0	0
Healthy	65.82434	4.10847	0		65.82434	17.88329	0.49746	4.10847	4.88055	0	0.24319	0	0	0
Healthy	46.25692	0.08806	0.0127		46.25692	22.51081	2.79477	0.08806	13.64717	3.63759	0.16279	0	0.10022	0.0127
Healthy	43.74522	0	0		43.74522	33.35073	0	0	2.20261	0	0.29781	0	0	0
Healthy	23.10294	0.17588	0		23.10294	10.69977	55.1821	0.17588	0.26387	0	1.06915	0	0.1899	0
Healthy	31.75604	1.36241	0.04167		31.75604	52.67352	0.93236	1.36241	0.0031	2.06245	0.15972	0	0.23019	0.04167
Healthy	45.25011	1.60489	0		45.25011	42.86882	0	1.60489	2.6583	0	4.01046	0	0	0
Healthy	36.91185	0.19329	0.02657		36.91185	14.14181	2.02343	0.19329	0.00116	11.1368	0.63179	2.20914	0.81476	0.02657
Healthy	0	0	0		0	86.40719	0	0	0.33804	0	0	0	0	0
Healthy	76.8929	0.16195	0		76.8929	9.64318	0.10457	0.16195	0	0	0.04537	0	0.08019	0
Healthy	22.17878	1.41632	0		22.17878	0.63115	58.27885	1.41632	0	0	7.64345	0	5.04024	0
Healthy	92.03324	0.44417	0		92.03324	4.11698	0.06327	0.44417	1.00884	0	0.05358	0	0.02622	0
Healthy	5.66918	0.0703	0.03991		5.66918	67.94703	1.28928	0.0703	8.77528	0	1.12576	3.85493	0.17445	0.03991
Healthy	7.86782	0.10107	0		7.86782	54.51485	2.85539	0.10107	2.31217	0.09261	4.73052	0.02976	0.84597	0
Healthy	57.381	0.08801	0		57.381	23.32274	0	0.08801	0.03167	0	1.37377	0	0	0
Healthy	57.5735	0.05479	0.03929		57.5735	25.65602	0.22852	0.05479	0	0.07637	0.01435	0	0	0.03929
Healthy	65.20158	0	0		65.20158	9.50575	0	0	0.06363	0.75438	0	0	0.06845	0
Healthy	70.26426	0.3089	0.07027		70.26426	9.76851	4.0951	0.3089	2.73361	0.13707	0.00358	0.03854	0.00219	0.07027
Healthy	51.37327	0.08027	0.63944		51.37327	24.89012	0.09952	0.08027	0	0	0	0.02838	0	0.63944
Healthy	58.48155	4.93385	0.02332		58.48155	25.63524	0.01757	4.93385	1.1505	0	0.28036	0	0.18183	0.02332
Healthy	31.09127	17.94485	0.02652		31.09127	29.75762	4.26535	17.94485	1.0628	0.51086	0.85058	0	0.46346	0.02652
Healthy	47.52272	0.64849	0.18632		47.52272	25.70667	0.04964	0.64849	0.07475	4.89103	0.26659	1.11164	1.62648	0.18632
Healthy	17.5367	1.51327	0		17.5367	8.19297	12.7962	1.51327	0.84349	0.13279	0.12399	0	0.00329	0
Healthy	63.65279	0	0		63.65279	28.47418	0.14107	0	0.24146	0.47763	0.0728	0	0.09933	0
Healthy	68.10589	11.59637	0.0211		68.10589	1.70726	0.04518	11.59637	8.71266	0	0.24949	0	0.23949	0.0211
Healthy	64.26608	0.50565	0.01202		64.26608	8.63162	0.08325	0.50565	7.71715	0	0.39057	0	0.03117	0.01202
Healthy	77.80827	4.96662	0		77.80827	9.86733	0	4.96662	0	0	0	0	0.02385	0
Healthy	43.39463	0.97032	2.27827		43.39463	2.50012	0.0704	0.97032	10.3694	10.9175	0	0	0.37019	2.27827
Healthy	46.43819	0.23484	0.36254		46.43819	26.79708	4.73531	0.23484	10.06014	0.29531	1.40187	0.05199	1.09081	0.36254
Healthy	56.89743	0.27122	0.01556		56.89743	5.39505	0.42831	0.27122	15.3019	0	0.27417	0	0.68452	0.01556
Healthy	57.07274	0.48033	0.47782		57.07274	10.67122	0.35895	0.48033	0.41902	8.15551	0	0	0.1765	0.47782
Healthy	42.8335	0.12155	0.07545		42.8335	3.2693	0	0.12155	0	0	0.01559	0	0.08488	0.07545
Healthy	60.20397	3.26202	0		60.20397	13.58269	0.8081	3.26202	0.3847	5.82255	0.47994	0	0	0
Healthy	68.04629	3.29057	0.06604		68.04629	19.2194	0.04001	3.29057	1.73547	0	1.00471	0	0.01643	0.06604
Healthy	42.63748	0.47887	0		42.63748	37.20353	0	0.47887	0	0	0	0	0	0
Healthy	31.10324	26.66508	0		31.10324	0.00122	14.25815	26.66508	3.34086	0	1.67208	0	0.00187	0
Healthy	63.35702	0	0		63.35702	9.89468	0	0	0	0	0.30743	0	0	0
Healthy	47.20164	0.03577	0.00069		47.20164	7.36163	0.00022	0.03577	7.7574	0	0.09528	0	0.0251	0.00069
Healthy	12.02415	2.00216	0.02439		12.02415	62.63521	8.62018	2.00216	2.73457	0	2.50209	0	0.58269	0.02439
Healthy	10.76352	0	0		10.76352	69.73039	2.18328	0	8.32173	0	0	0	3.60555	0
Healthy	7.51024	0	0		7.51024	50.43541	18.72317	0	0	14.0661	1.8455	0.42074	1.40285	0
Healthy	50.54372	0.24071	0		50.54372	20.14831	2.87222	0.24071	1.64577	12.4378	0.09514	0	0.01115	0
Healthy	9.0583	0.4108	0		9.0583	65.12069	0.06133	0.4108	0.00604	0	0.37431	0	2.76014	0
Healthy	70.99297	2.47013	0.07819		70.99297	3.3777	0	2.47013	0	0	0	0	0	0.07819
Healthy	35.06386	0.15606	0.04904		35.06386	25.80285	0.01158	0.15606	0.00755	0	1.07054	0.21858	0.08516	0.04904
Healthy	66.15571	3.98101	0.00398		66.15571	17.4915	0.4717	3.98101	4.83435	0	0.24929	0	0	0.00398
Healthy	66.90114	1.01888	0		66.90114	2.26572	0.18543	1.01888	11.46605	0	0	0	0	0
Healthy	50.15257	0.5743	0.0195		50.15257	31.10292	0.48468	0.5743	0.28811	0	3.77634	0	0.32453	0.0195
Healthy	61.9487	5.1846	0.17031		61.9487	24.97856	0.00491	5.1846	0	0	0.11037	0	0.14899	0.17031
Healthy	65.56563	0.06664	0.36946		65.56563	7.85828	0.14242	0.06664	0.86558	10.8021	0.09419	0	0.24853	0.36946
Healthy	17.5346	0.23137	0.05593		17.5346	55.74811	0.00302	0.23137	0	0.53548	6.64712	2.23034	1.2307	0.05593
Healthy	21.31523	22.93771	0.02308		21.31523	24.33847	12.91359	22.93771	2.06873	1.64991	5.28429	0.79016	0.36701	0.02308
Healthy	51.08231	1.59109	0.08339		51.08231	35.03278	0.50258	1.59109	0.28669	0.01455	0.36475	0.00324	0.38518	0.08339
Healthy	10.70067	0.14373	0		10.70067	56.17203	7.98303	0.14373	10.88964	2.49813	0.13637	0	0.86118	0
Healthy	81.00986	0.62023	0.01894		81.00986	5.35675	1.07403	0.62023	0	3.51621	0.00304	0	0.15801	0.01894
Healthy	17.24106	0.22395	0		17.24106	47.93785	0	0.22395	2.40736	0	0.25174	0.16948	0	0
Healthy	48.36611	0.00194	0.03272		48.36611	3.43532	21.51207	0.00194	2.35581	0	2.549	0	0	0.03272
Healthy	73.06128	1.79674	0		73.06128	15.25712	2.06833	1.79674	0.83409	0	0.06871	0	0.56634	0
Healthy	24.86907	2.62507	0.06965		24.86907	47.03965	1.03439	2.62507	0.14243	0	8.62507	0.77087	0.96136	0.06965
Healthy	0.39476	16.088	0		0.39476	1.70254	44.84407	16.088	0	0	1.28974	0	0	0
Healthy	37.40269	6.82141	0		37.40269	31.07531	0.64996	6.82141	11.40278	0	0.03134	0	0	0
Healthy	29.92426	0	0.69349		29.92426	14.10506	0.12039	0	2.3885	22.4976	0.33513	2.20428	0.35422	0.69349
Healthy	19.45713	1.16899	0		19.45713	51.98622	1.13744	1.16899	1.44608	0.00101	3.05378	1.10814	0.14803	0
Healthy	49.20231	0.98457	0		49.20231	30.11455	1.97595	0.98457	10.77613	0.12882	0.51626	0	0.28764	0
Healthy	42.97352	9.76543	0.22849		42.97352	23.44407	1.71891	9.76543	0.1417	0.32613	1.19131	0.44679	0.28705	0.22849
Healthy	44.03764	0.33662	0.12666		44.03764	11.23352	5.52238	0.33662	18.14611	7.20643	0.18389	0	0.69037	0.12666
Healthy	27.54383	0.2348	0.08538		27.54383	54.94699	0.4927	0.2348	0	0.97592	1.04319	0.19412	0.1406	0.08538
Healthy	10.92089	2.94638	0		10.92089	40.96898	15.5121	2.94638	5.87376	1.10321	3.81073	2.20486	0.66492	0
Healthy	27.32396	15.7355	0		27.32396	28.18425	2.44497	15.7355	2.61133	5.68998	3.20683	0	0.72726	0
Healthy	6.20115	0	0		6.20115	11.83491	71.95721	0	0.06095	0	1.34408	3.74834	2.1806	0
Healthy	67.57399	0.88133	0		67.57399	2.40181	0.18413	0.88133	10.63309	0	0	0	0	0
Healthy	86.67407	1.64957	0.09787		86.67407	7.61704	0.19625	1.64957	0	0	0.14599	0	0	0.09787
Healthy	23.58338	0	0		23.58338	19.73074	1.42945	0	13.9275	1.80817	0.02771	4.31098	0.68164	0
Healthy	46.34036	0.17937	0		46.34036	31.97265	0.17001	0.17937	0.1055	0.0287	0.86751	0.67961	0.00377	0
Healthy	82.75444	0.04843	0		82.75444	4.26319	0	0.04843	0.18791	1.73414	0	0	0	0
Healthy	50.31892	1.25979	0.03251		50.31892	28.81607	0.17717	1.25979	2.31386	0.50031	0.3384	0.03507	0.05277	0.03251
Healthy	64.3692	1.07601	0.41779		64.3692	23.53209	0	1.07601	0	0	0.07707	0	0.12647	0.41779
Healthy	23.29549	0.36059	0		23.29549	39.53823	0.62377	0.36059	8.50768	0.00282	0.37339	0	0.18544	0
Healthy	3.59184	1.11835	0.08892		3.59184	35.74162	28.61375	1.11835	0.9432	3.31237	0.66527	3.22099	1.9399	0.08892
Healthy	57.98975	9.84016	0.00341		57.98975	14.96917	0.01286	9.84016	0.26616	0	0.31115	0	0.02217	0.00341
Healthy	44.63161	5.91542	0.30797		44.63161	29.68906	0.37139	5.91542	6.3953	0	0.52168	0	0.4411	0.30797
Healthy	40.39347	0	0		40.39347	35.08636	0	0	2.45066	0	1.64571	0	0	0
Healthy	69.7223	0.27249	0.14337		69.7223	8.07493	0.01493	0.27249	4.10384	0	0.02247	0	0.00219	0.14337
