group	Bacteroidales	Lachnospirales	Oscillospirales	Lactobacillales	Coriobacteriales	Desulfovibrionales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	36.11413	42.31668	10.35681	0.04475	0.05049	0	0	0		36.11413	42.31668	0.41072	0.03997	0.04475	0	0.06304	0	0	0
Healthy	77.08866	10.69293	1.06165	0.16847	0	0	0.00205	0.09696		77.08866	10.69293	0.02763	0.18092	0.16847	0	0.25017	0.00205	0	0.09696
Healthy	63.73873	6.58515	7.46393	0.00926	0.223	0.05634	0	0		63.73873	6.58515	0.62643	0.15005	0.00926	1.44825	0	0	0.05634	0
Healthy	83.6596	3.52614	2.79938	0	0.4799	0.05384	0.25332	0		83.6596	3.52614	1.15496	0.12628	0	0.34439	0.03591	0.25332	0.05384	0
Healthy	16.99597	32.07273	17.55929	0.71023	0.66037	0.15744	0	0.00042		16.99597	32.07273	14.72908	0.3603	0.71023	0.16782	0.0226	0	0.15744	0.00042
Healthy	16.26391	24.18858	25.11393	0.06697	0.45753	0.28306	0	0		16.26391	24.18858	1.50978	0.0382	0.06697	0.17961	2.58074	0	0.28306	0
Healthy	78.51763	4.13482	2.28839	0	0.61621	1.7125	0	0		78.51763	4.13482	0	0	0	0	0.29062	0	1.7125	0
Healthy	63.59761	23.74565	4.16233	0	0.03955	0.49759	0	0		63.59761	23.74565	0	0	0	3.21734	0.09975	0	0.49759	0
Healthy	36.04103	11.5957	39.43039	0	0.03609	0	0	0		36.04103	11.5957	0.07277	0.09703	0	0	0.1009	0	0	0
Healthy	45.38754	23.7461	8.5491	2.7731	0.01564	0	0	0.03304		45.38754	23.7461	0.09781	0	2.7731	0	0.23356	0	0	0.03304
Healthy	0.00421	0	0	0	0	0	0.59994	0		0.00421	0	0.00228	99.3324	0	0	0	0.59994	0	0
Healthy	82.99465	6.29628	3.80274	0.01218	0.239	0	0	0		82.99465	6.29628	0	0.55071	0.01218	0.02982	0	0	0	0
Healthy	36.25359	9.17758	6.07142	0.15263	0.20832	0	0	0.15417		36.25359	9.17758	30.34293	0.7624	0.15263	0.00834	0.54942	0	0	0.15417
Healthy	63.32827	14.61272	1.34119	0	0.25935	0.05515	0	0		63.32827	14.61272	0.94641	0	0	0.16061	0.05353	0	0.05515	0
Healthy	20.864	2.98327	50.63382	0	0.27293	0.12984	0	0		20.864	2.98327	0	0	0	0	4.57667	0	0.12984	0
Healthy	58.84551	6.81091	4.04765	0	0.20949	0.558	0	0		58.84551	6.81091	0.31477	0	0	0.35696	0	0	0.558	0
Healthy	66.80943	4.22041	3.0567	0.04787	0.05285	0.06348	0	0.15122		66.80943	4.22041	0	0.81014	0.04787	0	0.02503	0	0.06348	0.15122
Healthy	70.63648	4.69129	2.36534	0	0	0	0	0		70.63648	4.69129	0.35379	0	0	0.20796	0.36642	0	0	0
Healthy	73.14741	1.72415	5.95623	0.04692	0	0.0076	0	0		73.14741	1.72415	0	0.52748	0.04692	0.01046	0	0	0.0076	0
Healthy	42.19125	23.80849	11.54038	0.39195	1.15313	0	0	0		42.19125	23.80849	2.84119	0.04164	0.39195	3.63964	0	0	0	0
Healthy	67.05309	5.97067	16.55574	0.00362	0.1482	0.01281	0	0		67.05309	5.97067	0	0.09185	0.00362	0.54442	0.00047	0	0.01281	0
Healthy	77.87985	0.69477	9.83273	0.02294	0.03061	0	0	0		77.87985	0.69477	0.0952	0.11803	0.02294	0.07572	0.02461	0	0	0
Healthy	83.57456	4.99754	0.03065	0.24268	0	0	0	0.03091		83.57456	4.99754	0.34483	0.19074	0.24268	0	0.00036	0	0	0.03091
Healthy	43.23673	22.44835	0.53084	0.39834	0.11416	0.00266	0	0		43.23673	22.44835	0	0.35282	0.39834	0	7.07218	0	0.00266	0
Healthy	21.21822	22.19163	9.64304	0.02024	0.08943	0	0	0.13131		21.21822	22.19163	11.145	0.15676	0.02024	0.00571	0.03068	0	0	0.13131
Healthy	83.62879	1.35342	3.2677	0	0	0.39031	0	0		83.62879	1.35342	3.65866	0	0	0.05599	0	0	0.39031	0
Healthy	9.64181	22.92103	8.60052	19.59527	1.46142	0.00529	0.04414	0		9.64181	22.92103	11.72604	1.36281	19.59527	0.07199	4.08595	0.04414	0.00529	0
Healthy	15.2001	50.82137	10.37747	0.58033	0.3561	0.00744	0	0.36434		15.2001	50.82137	0.73248	0	0.58033	0.10204	0.01137	0	0.00744	0.36434
Healthy	6.84403	2.29972	0	0.06682	4.75024	0	0.57383	0.00864		6.84403	2.29972	74.24128	5.28272	0.06682	0	0	0.57383	0	0.00864
Healthy	64.07225	20.32889	7.46478	0.06608	0.22931	0.2493	0.0012	0.00826		64.07225	20.32889	0.15337	1.18181	0.06608	1.37251	0	0.0012	0.2493	0.00826
Healthy	24.68236	25.33694	1.36818	15.14235	2.36591	0	0.02686	0.00257		24.68236	25.33694	1.26194	0.71467	15.14235	0.02924	0.21195	0.02686	0	0.00257
Healthy	47.58464	9.96944	18.84294	0.2776	0.00771	0.01577	1.59893	0.29017		47.58464	9.96944	0.00246	3.12897	0.2776	0	0.02608	1.59893	0.01577	0.29017
Healthy	41.69468	14.53917	13.53285	0.10548	1.90207	0.1953	0.24298	0.04687		41.69468	14.53917	0.01777	0.12877	0.10548	0.07476	0.03567	0.24298	0.1953	0.04687
Healthy	41.82928	31.00509	11.92133	2.77653	0.00331	0.01062	0	0.30967		41.82928	31.00509	0.18946	0.05275	2.77653	0.16469	0.17285	0	0.01062	0.30967
Healthy	83.32758	3.40973	2.78083	0.00415	0.44293	0.05279	0.22161	0		83.32758	3.40973	1.08547	0.12491	0.00415	0.28935	0.03567	0.22161	0.05279	0
Healthy	25.55658	15.06191	8.07709	0.23305	0.35287	0	0	0.49756		25.55658	15.06191	38.26172	1.31321	0.23305	0.0605	1.12563	0	0	0.49756
Healthy	45.19073	20.85388	11.62224	0.73901	0.3159	0.00132	0.01077	0.27633		45.19073	20.85388	10.0008	0.53268	0.73901	2.01035	0	0.01077	0.00132	0.27633
D016640	69.26475	6.09054	1.89556	0.69908	0.60181	0.16462	0	0.02827		69.26475	6.09054	0.14479	0.02314	0.69908	0.19439	0.08799	0	0.16462	0.02827
Healthy	35.35294	5.77072	3.38786	0.20564	1.01716	0.06853	0	0.01195		35.35294	5.77072	6.76928	0	0.20564	0.30027	0	0	0.06853	0.01195
Healthy	40.45877	29.14473	8.95794	0.47349	0.00983	0	0	0		40.45877	29.14473	0.30703	2.24622	0.47349	5.82004	0.03848	0	0	0
Healthy	39.76939	18.13691	7.73876	0.27132	0.01306	0	0.00486	0.02572		39.76939	18.13691	9.43173	0.89265	0.27132	0.90663	0.06618	0.00486	0	0.02572
Healthy	40.0581	12.8056	8.93617	0.90117	0.03192	0.01538	0	0.01107		40.0581	12.8056	0.92758	1.10372	0.90117	1.58452	0.94072	0	0.01538	0.01107
Healthy	7.38156	0	0	0.56721	0	0	0.45833	0		7.38156	0	77.81907	2.90729	0.56721	0	0	0.45833	0	0
Healthy	40.00541	17.67872	6.96687	0.07445	0	0	0	0.37412		40.00541	17.67872	13.49806	1.44863	0.07445	0.04528	0.31	0	0	0.37412
Healthy	67.45016	12.90721	2.39128	0	0	0	0.27252	0		67.45016	12.90721	0.04287	0	0	0	0	0.27252	0	0
Healthy	18.93339	28.61221	13.83968	0.07384	0.07108	0.03051	0	0.04726		18.93339	28.61221	10.49698	0.04844	0.07384	0.07849	0.04387	0	0.03051	0.04726
Healthy	33.38716	13.96411	11.7229	0.68307	0.19052	0	0	0		33.38716	13.96411	0.1036	0.0546	0.68307	0.09861	1.22523	0	0	0
Healthy	14.36023	21.23129	6.97761	0.006	0.01378	0	0	0.00279		14.36023	21.23129	0.48572	1.10797	0.006	1.41746	0	0	0	0.00279
Healthy	26.99455	52.59742	4.35982	0.23414	0.05756	0	0	0.00373		26.99455	52.59742	0.12523	0.01539	0.23414	0.15098	0.72541	0	0	0.00373
D016640	84.19178	4.19324	3.00132	0.21364	0	0	0	0		84.19178	4.19324	0.13713	0.01462	0.21364	0.08299	0	0	0	0
Healthy	32.13403	10.98274	28.97877	0	0.53123	0.01282	0	0.01007		32.13403	10.98274	0.00421	1.15812	0	0.02629	0.68012	0	0.01282	0.01007
Healthy	15.76133	39.77654	5.18687	0.84631	0.83719	0	0.00495	0		15.76133	39.77654	12.15454	0	0.84631	0	1.96761	0.00495	0	0
Healthy	0.00116	39.62724	1.79372	1.33778	0.0532	0	1.80175	0.66857		0.00116	39.62724	26.17698	7.46327	1.33778	0.88337	3.71166	1.80175	0	0.66857
Healthy	21.72158	1.457	7.31055	0.67221	0.69723	0.00855	0.01802	0.00332		21.72158	1.457	47.76658	0.0274	0.67221	3.89876	0	0.01802	0.00855	0.00332
Healthy	80.02181	11.18939	3.85451	0	0.02949	0.03054	0.00428	0.00384		80.02181	11.18939	0	0.23876	0	0.15155	0.00703	0.00428	0.03054	0.00384
Healthy	92.37086	1.72893	1.0371	0	0	0	0	0		92.37086	1.72893	0.18969	0.06106	0	0.50884	0	0	0	0
Healthy	36.46828	38.8167	0.86701	0	0	0	0	0		36.46828	38.8167	0	0	0	0	6.35549	0	0	0
Healthy	38.19224	8.44434	13.90893	0.50239	1.33277	0.00133	0	0.07496		38.19224	8.44434	5.35245	7.74478	0.50239	2.24124	0.08378	0	0.00133	0.07496
Healthy	0.03814	0	0	4.6561	0	0	0.04741	0		0.03814	0	6.59575	87.6699	4.6561	0.04965	0	0.04741	0	0
Healthy	45.26473	24.73501	12.90988	0.78952	0.21191	0.00889	0.10447	0.28323		45.26473	24.73501	0.26711	1.01853	0.78952	1.83111	0.40302	0.10447	0.00889	0.28323
Healthy	74.29777	9.69299	1.95808	0	0	0	0	0		74.29777	9.69299	0	0	0	0.01528	0	0	0	0
Healthy	36.8274	23.67886	15.21987	0.05277	0.7347	0.15156	0	0.0975		36.8274	23.67886	2.80319	0.16438	0.05277	0.03217	0.02874	0	0.15156	0.0975
Healthy	81.72666	12.33075	1.76508	0	0	0	0	0		81.72666	12.33075	0.02023	0	0	0	0.51735	0	0	0
Healthy	73.74703	2.06269	6.13736	0.02913	0	0.04112	0	0		73.74703	2.06269	0.02352	0.60422	0.02913	0.00901	0	0	0.04112	0
Healthy	70.62031	5.91702	4.37566	0	0	0.07434	0	0		70.62031	5.91702	4.05241	0.14705	0	0.24334	0	0	0.07434	0
Healthy	42.29907	10.32986	11.4141	0.0719	0.65028	0.01399	0.00754	0.31151		42.29907	10.32986	4.16215	0.18304	0.0719	0.09001	3.35605	0.00754	0.01399	0.31151
Healthy	28.91364	46.34829	1.84406	0	0	0	0	0		28.91364	46.34829	0	0	0	0	0.76987	0	0	0
Healthy	29.45115	6.27347	8.03279	0.09841	0.38363	0.71462	0	0		29.45115	6.27347	0.14517	0	0.09841	0	0.21724	0	0.71462	0
Healthy	59.94951	4.55439	5.15565	0.09111	0	0.36652	0	0		59.94951	4.55439	3.63884	0.13388	0.09111	0.11188	0	0	0.36652	0
Healthy	69.31403	5.77806	4.64936	0.01041	0.00443	0.08906	0	0		69.31403	5.77806	4.25504	0.09389	0.01041	0.26229	0	0	0.08906	0
Healthy	51.86404	25.99537	11.54881	0	0	0	0	0		51.86404	25.99537	0	0	0	0.04924	0	0	0	0
Healthy	87.79754	6.25106	0.51711	0.07013	0	0	0	0.42534		87.79754	6.25106	0.00788	0.02213	0.07013	0	0.03373	0	0	0.42534
Healthy	52.10296	18.21306	5.69042	0	0.02019	0	0	0.14632		52.10296	18.21306	1.25183	1.81989	0	0.05455	0.32	0	0	0.14632
Healthy	3.58455	15.24503	24.99125	3.31825	0	0	0	0		3.58455	15.24503	5.34989	0	3.31825	0	0	0	0	0
Healthy	68.68363	5.14392	2.43832	0	0	0	0	0		68.68363	5.14392	0.40903	0.02321	0	0.21457	0.27242	0	0	0
Healthy	68.74356	1.1663	8.73797	0	0.08428	1.66613	0	0		68.74356	1.1663	0.12091	0.0328	0	0.04583	0.50213	0	1.66613	0
Healthy	28.65617	24.27811	10.05209	8.25162	4.46641	0	0	0		28.65617	24.27811	0.73441	2.17787	8.25162	0	3.5968	0	0	0
Healthy	63.79876	14.13543	1.44559	0	0.25148	0.06513	0	0		63.79876	14.13543	0.89222	0	0	0.15651	0.07183	0	0.06513	0
Healthy	79.20896	0.78978	1.62637	0	0	0	0	0		79.20896	0.78978	0.0863	0	0	0.26069	0	0	0	0
Healthy	56.25764	26.29808	2.42457	0.0223	0	0	0	0.09037		56.25764	26.29808	0	0	0.0223	0.01474	0	0	0	0.09037
Healthy	32.27683	21.11407	8.07052	0.23235	0.25072	0.00189	0	0.28594		32.27683	21.11407	4.33814	0	0.23235	1.15039	0	0	0.00189	0.28594
Healthy	64.17502	14.52991	3.06323	0	0.25121	0.06104	0	0		64.17502	14.52991	0.99456	0	0	0.19017	0.06868	0	0.06104	0
Healthy	42.13047	15.26306	8.65562	0.48635	0.29517	0.0481	0	0		42.13047	15.26306	1.8504	0.68054	0.48635	2.89444	1.90703	0	0.0481	0
Healthy	0	19.60951	47.21609	0	3.58572	0	0	0		0	19.60951	4.24856	0	0	0	0	0	0	0
Healthy	32.80466	24.55488	19.83051	0.11797	0	0	0	0.20194		32.80466	24.55488	0	0.40379	0.11797	0	0	0	0	0.20194
Healthy	56.49432	10.44091	1.01702	0.00882	0.02957	0.03612	0	0.05314		56.49432	10.44091	0	0.6727	0.00882	0.04209	0.06302	0	0.03612	0.05314
Healthy	68.44359	3.57365	0	0.86968	4.0174	0	0	0.03828		68.44359	3.57365	17.02573	0.74512	0.86968	0.77874	0	0	0	0.03828
Healthy	92.1473	0.64707	1.47871	0	0	0	0	0		92.1473	0.64707	0	4.12779	0	0	0	0	0	0
Healthy	23.00519	21.35409	16.13124	2.88264	0	0	0.25317	0		23.00519	21.35409	5.02245	1.83545	2.88264	0	0	0.25317	0	0
Healthy	64.06188	23.87406	4.07635	0	0	0.24434	0	0		64.06188	23.87406	0	0	0	3.18134	0.0405	0	0.24434	0
Healthy	64.13532	23.7909	4.00816	0	0.06704	0.33779	0	0		64.13532	23.7909	0	0	0	3.01158	0.07771	0	0.33779	0
Healthy	14.14777	30.93293	16.72682	0.07801	0.3515	0.04101	0.11321	0		14.14777	30.93293	0	0.01484	0.07801	0.16203	0.40002	0.11321	0.04101	0
Healthy	18.69823	27.93452	21.95867	2.10095	1.55705	0	0.03056	0.41789		18.69823	27.93452	1.29975	0.04559	2.10095	0	16.44743	0.03056	0	0.41789
Healthy	12.99612	35.61448	24.37807	1.4514	0.15085	0	0	0.4104		12.99612	35.61448	1.11626	0.16489	1.4514	0.04103	1.21208	0	0	0.4104
Healthy	24.87301	25.4783	21.56004	8.22318	1.08057	0.09504	0	0.06758		24.87301	25.4783	1.20466	2.31023	8.22318	0.21396	0.12564	0	0.09504	0.06758
Healthy	28.73911	8.61824	29.23761	0	0.6947	0	0	0		28.73911	8.61824	0	0	0	0	0.57303	0	0	0
Healthy	24.27956	19.89236	12.30482	0.12664	0.33927	0.00212	11.5426	0		24.27956	19.89236	0.05422	0	0.12664	0.04026	3.0786	11.5426	0.00212	0
Healthy	75.23177	7.83141	7.55734	0.0434	0.99055	0	0	0		75.23177	7.83141	0	0.04317	0.0434	0	0.07882	0	0	0
Healthy	62.65267	13.89969	8.80501	0.05048	0.06275	0.02153	0.06041	0.66049		62.65267	13.89969	0.002	8.48501	0.05048	0.30935	0	0.06041	0.02153	0.66049
Healthy	33.92343	47.44119	3.7618	0.35595	0	0	0.0638	0		33.92343	47.44119	0.15815	0.07032	0.35595	0.39488	0.91029	0.0638	0	0
Healthy	60.8361	7.41268	6.4736	0.42666	0	0	0	0		60.8361	7.41268	0.87671	0.74286	0.42666	2.38969	0.07792	0	0	0
Healthy	22.48595	19.30605	33.30098	0.77635	0.36271	0	0.00038	0.14908		22.48595	19.30605	5.56913	0.47299	0.77635	0.18365	0.00749	0.00038	0	0.14908
Healthy	67.57311	2.81573	4.41833	0.05079	0.19455	0.19444	0	0		67.57311	2.81573	0.08805	0	0.05079	0.08094	0	0	0.19444	0
Healthy	40.07286	15.96171	19.8016	0.26825	1.00994	0	0	0.05592		40.07286	15.96171	0	0.24052	0.26825	0	3.61034	0	0	0.05592
Healthy	57.19092	3.33986	17.27172	0.01848	0.47274	0	0	0.05482		57.19092	3.33986	0.00318	0.02631	0.01848	0.39081	1.04246	0	0	0.05482
Healthy	0.0487	0.01695	0.02963	0	0	0	0.21254	0.04787		0.0487	0.01695	0.25315	15.6337	0	0	0.18018	0.21254	0	0.04787
Healthy	85.92767	1.3669	0	0	0	0	0	0		85.92767	1.3669	0	1.31886	0	0	1.26078	0	0	0
Healthy	26.65492	22.85331	28.31108	5.52076	1.80717	0	0	0		26.65492	22.85331	1.59289	2.36877	5.52076	0.26927	0	0	0	0
Healthy	56.2617	25.93152	10.1185	0	0	0	0	0		56.2617	25.93152	0	0	0	0	0	0	0	0
Healthy	51.67547	20.33841	1.61808	1.40118	0.09271	0	0	0.02165		51.67547	20.33841	0.10989	0.1676	1.40118	0.84737	12.39793	0	0	0.02165
Healthy	20.97575	13.4946	25.78823	0.02389	0.18417	0.14777	0	0.06551		20.97575	13.4946	5.11495	0.78469	0.02389	0.24481	0.00754	0	0.14777	0.06551
Healthy	0.04408	0.00232	0.00499	3.39346	0	0	1.12472	0		0.04408	0.00232	92.88663	0.159	3.39346	0	0	1.12472	0	0
Healthy	58.29294	11.19733	13.93286	0.04869	0.30291	0.02767	0	0		58.29294	11.19733	0	0.08584	0.04869	0.00077	0.11387	0	0.02767	0
Healthy	0.01473	13.95278	0.07505	0.70038	3.87743	0	0	0.00065		0.01473	13.95278	73.11144	4.27323	0.70038	0	0.29224	0	0	0.00065
Healthy	64.8518	1.95559	7.82781	0	0.21615	0.03927	0	0		64.8518	1.95559	0	0	0	0.01982	0	0	0.03927	0
Healthy	68.21432	15.78988	2.61732	0	0	0	0	0		68.21432	15.78988	0	0.12255	0	0.25346	0	0	0	0
Healthy	69.01303	4.99949	2.64427	0	0	0	0	0		69.01303	4.99949	0.38768	0	0	0.19767	0.27498	0	0	0
Healthy	48.7416	3.15258	0	0	2.77932	0	0	0		48.7416	3.15258	17.86819	0	0	0	0	0	0	0
Healthy	28.85223	1.68143	0.04218	0.36801	0	0	0.44225	0		28.85223	1.68143	5.48039	18.67253	0.36801	5.67678	0	0.44225	0	0
Healthy	58.72881	4.88406	11.38529	0.01145	0.31875	0.00203	0	0		58.72881	4.88406	1.45403	1.10102	0.01145	0.37347	0.04425	0	0.00203	0
Healthy	38.48591	13.15882	7.22016	2.42421	0	0	0	0.61698		38.48591	13.15882	3.33831	3.29189	2.42421	0	0.24055	0	0	0.61698
Healthy	29.64285	9.87281	9.96877	0.44357	1.17142	0.02619	0	0		29.64285	9.87281	0.59674	0.49793	0.44357	0	0.01338	0	0.02619	0
Healthy	31.96207	26.60135	13.37947	0.42766	1.34228	0.1864	0	0.1		31.96207	26.60135	1.81001	0.30901	0.42766	0.56276	0.10371	0	0.1864	0.1
Healthy	29.88316	33.09255	4.46853	0.01042	0	0	0	0.30225		29.88316	33.09255	0	0.21568	0.01042	0	2.01021	0	0	0.30225
Healthy	56.71029	5.97775	6.01617	0.23359	1.86334	0.11779	0	0		56.71029	5.97775	12.13324	0.17465	0.23359	0.12171	0	0	0.11779	0
Healthy	68.24682	5.25075	4.98799	0.53944	0.04655	0	0	0		68.24682	5.25075	0.2525	0	0.53944	5.94144	0	0	0	0
Healthy	80.64045	0.65658	1.08933	0	0	0	0	0		80.64045	0.65658	0.01614	0	0	0.16545	0	0	0	0
Healthy	13.55565	0.3762	5.95025	0.00212	1.47832	0.60646	0	0		13.55565	0.3762	0.01961	9.93651	0.00212	0.2551	0.13414	0	0.60646	0
Healthy	26.91606	22.62267	20.26847	0.05159	0.08092	0.03459	0	0.01069		26.91606	22.62267	0.79267	0.07966	0.05159	2.0776	0.05917	0	0.03459	0.01069
Healthy	30.46926	16.62348	4.60052	0.29646	7.05585	0	0	0.03452		30.46926	16.62348	22.9132	0.8687	0.29646	1.3721	0.11123	0	0	0.03452
Healthy	13.19024	6.25322	0	0.08299	0.08225	0	0.99345	0		13.19024	6.25322	0.12441	1.19543	0.08299	0	0	0.99345	0	0
Healthy	20.1959	27.47749	14.91169	0.43523	0.02042	0.01352	0	0		20.1959	27.47749	3.15295	0.47565	0.43523	0	0.01117	0	0.01352	0
Healthy	22.26482	20.47828	15.9485	0.35671	0.8544	0.11973	0	0.14746		22.26482	20.47828	19.28914	2.01556	0.35671	1.36827	0	0	0.11973	0.14746
Healthy	64.07224	18.49618	13.26304	0.04062	0.02224	0	0	0.21993		64.07224	18.49618	0.43414	0.15724	0.04062	0.00643	0	0	0	0.21993
Healthy	13.76706	15.68105	14.69804	0.01526	0.49107	0.11021	0	0.20308		13.76706	15.68105	1.6969	0	0.01526	0.11785	0.09703	0	0.11021	0.20308
Healthy	46.47794	20.14283	6.30704	0.58223	0	0	0	0		46.47794	20.14283	0.95593	2.02587	0.58223	6.04808	0.02499	0	0	0
Healthy	45.03545	23.05958	4.08791	0	0.23581	0.01113	0	0		45.03545	23.05958	0.19998	0.02496	0	0	0	0	0.01113	0
Healthy	81.27551	2.98726	6.22643	0.13624	0	0.066	0	0		81.27551	2.98726	0.60994	0.08922	0.13624	0.32864	0	0	0.066	0
Healthy	13.21373	0.39047	5.92353	0.01031	1.50031	0.73443	0	0		13.21373	0.39047	0.02198	9.88235	0.01031	0.30473	0.16516	0	0.73443	0
Healthy	53.02912	18.56895	8.90022	0	0	0	0	0		53.02912	18.56895	0	1.36227	0	0.00578	0	0	0	0
Healthy	12.07781	37.12354	25.82853	2.53162	0.61498	0.02349	0	0.21189		12.07781	37.12354	8.90313	1.7727	2.53162	0.06759	0.00841	0	0.02349	0.21189
Healthy	29.81266	37.98924	1.86077	9.14673	2.38139	0	0	0		29.81266	37.98924	0.72384	0	9.14673	0.04694	1.28214	0	0	0
Healthy	76.63304	1.82519	5.03267	0	0.24101	0.01044	0	0		76.63304	1.82519	0.33531	0.37113	0	0.02805	0.09797	0	0.01044	0
Healthy	45.48252	13.89714	9.96034	0.11814	0.1148	0	0	0.21255		45.48252	13.89714	23.65549	1.0041	0.11814	0.00403	0.59342	0	0	0.21255
Healthy	66.78557	2.50994	8.2556	0.03241	0.36374	0.08483	0	0		66.78557	2.50994	0	0.02894	0.03241	0.01246	0	0	0.08483	0
Healthy	63.94943	10.4235	15.86965	0.10693	0.25051	0	0.0074	0		63.94943	10.4235	0	0.16205	0.10693	0.31437	0.02068	0.0074	0	0
Healthy	30.0198	4.1556	0	32.73426	0	0	0	0.29111		30.0198	4.1556	20.8616	2.9113	32.73426	0	0	0	0	0.29111
Healthy	61.69048	10.17214	0.09952	0	0.13008	0	0	0		61.69048	10.17214	0	0	0	0	0.24703	0	0	0
Healthy	5.40398	52.67782	11.63338	0.00165	0.31976	0.19699	0	0.00748		5.40398	52.67782	2.32162	0	0.00165	0.09599	0.96226	0	0.19699	0.00748
Healthy	45.86689	20.01501	7.88627	0.02237	0.7469	0.01015	0	0.01238		45.86689	20.01501	7.74619	0.06871	0.02237	1.40404	0.15746	0	0.01015	0.01238
Healthy	72.28686	12.96048	6.22775	0	0	0	0	0		72.28686	12.96048	0	0	0	0.02892	0	0	0	0
Healthy	44.13677	4.44309	6.99849	0	0.65816	0.13413	0	0		44.13677	4.44309	5.55201	0	0	0.2694	0.18017	0	0.13413	0
Healthy	15.68105	29.20642	37.29901	1.86874	0.62103	0	0	0		15.68105	29.20642	0.00973	0	1.86874	0.24799	0.05333	0	0	0
Healthy	92.17976	1.97522	1.11976	0	0	0	0	0		92.17976	1.97522	0.20647	0.06494	0	0.53159	0	0	0	0
Healthy	61.21567	3.08403	10.43286	0.01326	0.67161	0	0	0		61.21567	3.08403	0	0.10871	0.01326	7.35104	0.01213	0	0	0
Healthy	45.81514	8.04226	5.36951	0	0.50562	0.1381	0	0		45.81514	8.04226	2.33838	1.20757	0	1.98576	0.15116	0	0.1381	0
Healthy	11.94756	34.85489	12.34472	0.28746	0.04435	0	0	0		11.94756	34.85489	0.55737	0.039	0.28746	0.48374	0.01159	0	0	0
Healthy	60.09151	19.26642	4.28419	0.04734	0.17312	0	0	0.1229		60.09151	19.26642	0.21588	0.05673	0.04734	0.09344	3.33254	0	0	0.1229
Healthy	6.10528	28.41553	6.67867	0.07046	0	0	0	0		6.10528	28.41553	0	0	0.07046	0	0	0	0	0
Healthy	84.30083	3.22191	3.27751	0	0.03053	0	0	0		84.30083	3.22191	0	0.04867	0	0	0.22781	0	0	0
Healthy	39.73911	4.38976	22.24027	0.00093	1.6807	0.1039	0	0.0213		39.73911	4.38976	5.20331	0.03647	0.00093	0.17413	0.57724	0	0.1039	0.0213
Healthy	56.41676	4.05729	1.32782	0.25247	0.83256	0.0425	0.02759	0		56.41676	4.05729	0.56083	0	0.25247	0.24725	0	0.02759	0.0425	0
Healthy	46.58744	8.04005	5.45286	0.00375	0.55294	0.13362	0	0		46.58744	8.04005	2.43064	1.23047	0.00375	1.85884	0.10332	0	0.13362	0
Healthy	59.46027	1.71557	4.41348	0	0.10854	0.77618	0	0		59.46027	1.71557	1.82765	0.04098	0	0.1233	0.00942	0	0.77618	0
Healthy	56.5792	21.33139	0.5735	0.06223	0.13333	0.0132	0	0.13353		56.5792	21.33139	0.34017	0.05146	0.06223	0.81636	0.31005	0	0.0132	0.13353
Healthy	97.67362	0.00089	0	0.08139	0.00074	0	0	0		97.67362	0.00089	0.41938	0.00203	0.08139	0	0	0	0	0
Healthy	45.27481	12.28364	8.52155	0.1106	0.9291	0	0	0		45.27481	12.28364	3.89122	0	0.1106	0.8243	0	0	0	0
Healthy	29.47014	5.86862	8.14725	0.0995	0.32328	0.65749	0	0		29.47014	5.86862	0.12171	0	0.0995	0.01818	0.21676	0	0.65749	0
Healthy	85.49418	10.26623	0.35904	0	0	0	0.03605	0		85.49418	10.26623	0	1.20807	0	0	0	0.03605	0	0
Healthy	92.94877	0.62702	1.57069	0	0	0	0	0		92.94877	0.62702	0	4.1579	0	0	0	0	0	0
Healthy	76.96651	2.9733	3.66406	0	0.14659	0.07095	0	0		76.96651	2.9733	0.63579	0.08687	0	0.25053	0.14595	0	0.07095	0
Healthy	45.9343	8.4139	16.99065	0.35399	0.8409	0	0	0		45.9343	8.4139	2.60997	0.09955	0.35399	2.40783	0.42548	0	0	0
Healthy	74.91638	6.8447	4.5697	0	0	0	0	0		74.91638	6.8447	0.48822	0	0	0.07875	0	0	0	0
Healthy	66.92907	3.34498	4.30219	0	0	0	0	0		66.92907	3.34498	0.38056	0.04148	0	0.16176	0.2637	0	0	0
Healthy	11.35751	26.87821	35.51069	0.28207	2.83204	0	0	0		11.35751	26.87821	0.02678	0.19572	0.28207	0.27122	0.03959	0	0	0
Healthy	33.89588	38.10767	12.29561	0.66164	0.16486	0	0	0		33.89588	38.10767	0.16623	0.03976	0.66164	0.10037	1.3308	0	0	0
Healthy	86.92476	3.41217	3.76097	0.12656	0	0.09375	0	0		86.92476	3.41217	0.22342	1.5362	0.12656	0.10489	0.04231	0	0.09375	0
Healthy	34.73166	11.89261	11.73019	3.06964	1.37341	0.0062	0	0.02318		34.73166	11.89261	8.02066	0.18886	3.06964	6.00826	0.91548	0	0.0062	0.02318
D016640	54.20693	12.24863	3.42537	2.75024	0.02488	0.01596	0.12513	0.00776		54.20693	12.24863	0.39398	0.18063	2.75024	0	0.01754	0.12513	0.01596	0.00776
Healthy	26.85938	25.59372	18.69846	0.02946	1.05984	0.34092	0	0		26.85938	25.59372	2.87024	0.439	0.02946	2.70131	0.01369	0	0.34092	0
