s	Streptococcus_parasanguinis_D	Clostridium_Q_symbiosum	Enterocloster_clostridioformis_A	Muricomes_sp000509105	Enterocloster_asparagiformis	Schaedlerella_glycyrrhizinilyticum	Longicatena_innocuum	Gordonibacter_pamelaeae	Enterocloster_sp000155435	Eggerthella_lenta	Alistipes_putredinis	Ruminococcus_H_sp003531055	Barnesiella_intestinihominis	Alistipes_shahii	Alistipes_obesi	Parabacteroides_johnsonii	Paraprevotella_clara	Alistipes_A_indistinctus	Coprobacter_fastidiosus	Paraprevotella_xylaniphila
Healthy	-1.3421795439843	-1.44940479251067	-0.0746621198074951	-1.83356988615672	-1.00757904394798	-1.8569851997459	-2.84163750790475	-5	-1.77520804350732	-5	-5	0.299627132625341	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.25758911941951	-5	-5	-5	-5	-5	-0.976665217461691	-2.91364016932525	-5	-2.5016894462104	-2.88941028970075	-5	-2.58004425151024	-2.85078088734462	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.416234631715	-2.59176003468815	-5	-1.64474009447262	-5	-5	-5	-5	-5	-5	1.11573063322758	-0.152618620602102	0.463515242264914	-0.110474203328809	0.771784375194801	-5	-5	-0.519188488499035	-0.934121647142608	-5
Healthy	-5	-5	-5	-2.17848647159523	-2.53017798402184	-5	-5	-1.40693556834128	-2.22402566887063	-5	-5	0.655949576927189	0.70954978717244	-0.0964976291016039	0.461561550434626	-5	-5	-0.885889643468109	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.536813389484976	-5	-0.525579752870824	-1.07381195089279	-5	-5	-5	-5	-5
Healthy	-2.65169513695184	-5	-5	-5	-5	-5	-5	-5	-5	-1.25688237478526	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D015212	-5	-2.30539480106643	-5	-5	-5	-2.52432881167557	-5	-1.14966014541652	-5	-5	0.645416373908871	0.584433000210336	0.628673938064856	-0.267075759926639	-0.00240831362649827	-5	-5	-1.40560744962457	-5	-5
Healthy	-5	-0.348256919583789	-5	-5	-1.24504041227829	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.840592833905208	-5	0.464119777737812	-0.183361055101539	-0.33493521621781	0.357919608330233	-5	-0.571865205971211	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.000525178654054735	0.808180578001081	-0.0617205040996085	0.578462706163517	-5	-5	-1.53268793701945	-5	-5
Healthy	-1.43604453500419	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.100415350967021	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.407301514151815	-5	-5	-5	-5	-5	-1.22929523178422	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.94081538236863	-5	-5	-5	0.601189444701942	0.391938473820003	0.102670341984972	-0.330190516521009	-0.190083569769823	-5	-5	-0.958528359386253	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.116780364976097	1.24932092124161	0.208645555830002	-0.681519274825483	-1.10969078310005	-5	-0.557520230935551	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.400879764644848	-5	0.468437429784471	-1.14599776687301	-5	-5	-0.0578629186434674	-5	-1.14472319616991	-0.509311283286811
Healthy	-5	-2.54515513999149	-5	-5	-5	-5	-5	-5	-5	-5	-2.31425826139774	0.00197155799186077	0.800418054319089	-0.0786777564161781	0.584850031983551	-5	-5	-1.30785839063322	-5	-5
Healthy	-5	0.462264693963722	-0.152519885052982	0.390878609837539	-0.45988334409387	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10990945645856	0.314082206164217	-5	0.433493012956443	-5	-5	-0.229008153327438	-1.48638292621212	-5	-0.859837770386363
Healthy	-2.80410034759077	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.437465166122364	-2.05799194697769	-0.713925446124426	-0.662960260079622	-1.92118081690115	-5	-0.168578182934978	-2.64975198166584	-0.597859032707532	-2.57348873863542
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.39428546133448	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.150277377578297	0.193867274685463	0.293126004247515	0.618209226697566	0.749817448418274	-1.48731560378284	-1.01538268676325	0.27236151961297	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.678708625722275	-5	0.295789138092616	0.0473293942098912	-5	-5	-5	-5	-5
Healthy	-0.728437174567694	-5	-5	-5	-5	-5	-5	-1.36251027048749	-5	-5	0.271611625045606	-2.49349496759513	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.600949618126351	-5	-5	-1.57235162881307	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.07144049559857	-0.210539158373542	-5	0.314537119197864	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-2.31247103878537	-5	-5	-5	-5	1.05472448619853	-5	-5	0.224675473342064	-5	-5	-5	-0.57099101541911	-5	-5
Healthy	-1.90868484030278	-5	-5	-5	-3.05551732784983	-5	-2.62342304294349	-3.65757731917779	-5	-5	0.303841617434305	-3.03151705144606	-0.31685386022042	-0.0333186689372889	-0.581433571625681	-0.699230659229451	-1.5054280157698	-5	-5	-1.81247927916354
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10098398347789	0.301583368428188	-5	0.397437673845455	-5	-5	-0.12980099893893	-1.43592602102285	-5	-1.0128702323401
Healthy	-1.49990080808428	-5	-5	-5	-5	-5	-2.69680394257951	-2.80410034759077	-2.95860731484177	-2.75448733218585	-1.43097741397044	-0.265792430268543	-1.35330226870067	-0.938962409936582	-5	-1.4047242881979	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-2.15801519540989	-5	0.606782150028573	-5	0.723858582604872	-0.0926638947891615	0.262175711951742	0.412645314283164	-5	-0.490555523387537	-5	-5
Healthy	-1.45667709935309	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.577969490744574	-1.14484442282301	0.121609081133521	-1.39826585173989	-0.846856143486257	-1.67243673981272	-5	-5	-1.12836869546245	-0.176225911217235
Healthy	-1.39523411529611	-2.43297363384094	-5	-2.86327943284359	-5	-5	-5	-5	-5	-5	0.547017413486104	-1.83773438570198	-0.811296451881571	-0.215154566587354	-0.304588376656483	-5	-0.433232640018528	-0.308158494549081	-5	-1.02245929405346
Healthy	-1.66837028237007	-5	-5	-2.15989390554324	-5	-5	-2.76447155309245	-5	-2.06148027482351	-5	0.753085671676477	0.551074097418205	0.660756416569996	-0.116077498934576	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.56863623584101	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.738050838249587	-5	1.25860639739867	-5	-0.561299467099264	-5	-5	-5	-5	-5
Healthy	-5	-0.556173968622463	-1.18795610206977	-1.29602117499161	-0.645104395288939	-0.956952257195881	-2.26600071346161	-1.82217502813532	-1.70289634985074	-3.08092190762393	0.659297103195388	0.851837225954122	0.592706251536983	-0.984514501845545	-0.818728228440538	-5	-5	-2.65364702554936	-1.0204516252959	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.04151150766466	-5	-5	0.155144662772017	-5	-5	-5	-0.653470995898136	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.731507377704608	-5	0.0973510322018375	-0.334297085962561	-0.147867825178142	-5	0.511879352088231	0.0285753191012334	-5	-0.880777113076417
Healthy	-1.57724605869865	-5	-5	-5	-5	-5	-1.5708939916673	-5	-5	-5	0.482137230573661	-0.926978545640261	0.503098528038748	-0.287830307447346	-1.31077996273616	-5	-5	-1.20052160116202	-1.34814073075305	-0.856454372761578
Healthy	-0.889915577113076	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.579314762759406	0.0234582376436752	0.0601536873745667	-0.247344732706526	-5	-5	-1.09496007192379	-2.71219827006977	-5
Healthy	-1.73589084369419	-5	-5	-5	-5	-5	-1.97142874730746	-5	-5	-3.22184874961636	-2.0893755951108	-2.00833099262005	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.83297820420974	-5	-5	-5	-0.223080997157954	1.21232906011895	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.473939276599178	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.3192270616812	0.317559846250015	0.416309252296268	-0.00303763102360084	0.508339799863624	-0.565942331436141	0.967184195873136	-0.603469389909975	-5	-0.360862281629906
Healthy	-0.337657779233692	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.514555721293269	-2.30364361126667	-1.13614203811603	-0.937718930027356	-5	-0.332649795592624	-0.406946653079013	-5	-5	-1.38341946991411
Healthy	-5	-5	-5	-1.60747891006807	-5	-5	-5	-5	-5	-5	0.576763919293341	-5	0.446058496010299	0.0660425163376696	0.247116100266492	-5	-5	-1.75251773932295	-5	-5
Healthy	-0.50626319772316	-5	-5	-5	-5	-5	-2.79048498545737	-5	-5	-1.2938798902973	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-2.10402526764094	-1.34881893755531	-5	-5	-5	-5	-5	0.924897715172428	0.108003189415866	0.46329411548427	-0.0212307761735231	-0.800683725746896	-5	-5	-1.49322446339336	-1.07961575782164	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.62378814971733	-5	-5	0.749587919150212	0.754070696109104	0.0849621460022771	-0.221609953314275	-1.14678866549668	-5	-0.0841254971423085	-2.02136305161553	-1.67223251009727	-0.846490010699162
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0747085405572633	-0.0685217881254498	0.154667377622575	0.323806735008384	-0.0192423844385979	-5	-0.0205108099182689	0.340085028981794	-5	-0.890421453095613
Healthy	-2.24184537803261	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.86712557474193	-1.40329297031855	-0.021814916372801	-0.481486060122112	-0.191383964573008	0.652555750211817	-5	-5	-1.84955059053912	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.49695874677832	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.696694430105519	-5	0.465576158703925	-0.50068415039967	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.976315582618876	0.668953111252937	-5	0.241185248412834	-5	-5	-0.596433397461948	-1.19681611146466	-1.18655245573518	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.17327747983101	-5	-5	-5	-5	-5	-1.56193254954651	-5	-5	-5	0.530545458789007	0.967452963908595	0.280241365520562	-0.0114900935226496	-0.239366452499782	-5	-5	-5	-5	-5
Healthy	-1.14020145251943	-5	-5	-5	-5	-5	-2.45469288353418	-5	-5	-5	-0.768861863970281	1.0242766799081	-0.732687442168555	-0.985311488127662	-1.88405682306094	-5	-5	-2.09420411963213	-5	-5
Healthy	-0.828507572747099	-5	-5	-5	-5	-5	-5	-5	-5	-2.69250396208679	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.25367723491005	-0.852509179206686	-5	-0.649054568662521	-5	-5	-5	-5	-5	1.19569241407556	-5	-0.0810475049107426	0.0690017170456001	-5	-5	-5	-5	-1.17901082358395	-5
Healthy	-0.686976889676762	-1.42342831593471	-5	-1.59773861754532	-5	-5	-1.82885884897162	-5	-5	-5	0.898533216103255	0.660990627811993	0.262249321387367	-0.151139939157497	-0.0468929647785132	-5	-5	-0.451721165968544	-1.34505377341566	-5
Healthy	-0.928191608166871	-5	-5	-5	-5	-5	-2.1073489661227	-5	-5	-5	-0.461577089074293	-0.454532063505712	0.217362851296124	-0.660488934253692	-0.322867745965919	-5	-5	-0.94127037924828	-0.877882463686737	-5
Healthy	-2.11975822410452	-5	-1.19640633522866	-3.36653154442041	-1.62819354149258	-5	-2.29073003902417	-5	-1.28878347567891	-5	-0.620295730975553	0.636730552025463	-0.254137007867861	-5	-1.86614187479667	-5	-5	-0.574694072329681	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.03214351650768	0.390640181056265	0.991955343679823	0.204681487996389	0.395551783217272	-5	-5	-1.26464066699829	-5	-5
Healthy	-5	-5	-5	-2.08777794346758	-5	-5	-5	-5	-5	-5	-0.289501841806442	0.1332002821599	0.270608970823178	-1.13418561983203	-5	-5	-5	-5	-0.775389253021665	-5
D015212	-1.73189027019152	-1.78120200188826	-5	-1.90274269030658	-1.66918053350416	-1.01614828100853	-3.06048074738138	-1.75696195131371	-5	-2.68824613894425	0.970378493949344	0.477944186419907	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.749169508388895	-5	1.25893668467692	-5	-0.647971925162635	-5	-5	-5	-5	-5
Healthy	-5	-3.4089353929735	-5	-5	-5	-5	-2.8153085691824	-3.56863623584101	-3.20760831050175	-5	0.789339527165622	0.555632446808279	0.121737071075046	0.0832086907876423	-0.149598852002842	-5	-5	-0.687695675431294	-5	-5
Healthy	-5	-5	-5	-5	-0.691094260568433	-5	-5	-5	-2.37882371822496	-5	1.09202233581594	0.0836244345301982	0.767613675459881	0.312993536734891	0.364601644456615	-5	-5	-1.73494621149599	-5	-5
Healthy	-2.13846558914096	-0.594022211698427	-1.5548630312867	-0.420102130396896	-5	-5	-2.96657624451305	-5	-1.91399629438162	-5	-5	-2.66154350639539	-5	-5	-5	0.387144131285206	-5	-5	-5	-5
Healthy	-2.05898575629443	-5	-5	-5	-5	-5	-5	-1.66655272550325	-5	-5	-0.1797656904344	-5	0.354995338468759	-0.580143341402729	-0.738118850616332	-5	-1.67019547783593	-1.69271795296665	-2.84771165561694	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.603976424078918	-5	0.506487443798668	-0.118917913881125	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.301795027377693	1.32056603972599	-5	-0.735630864948384	-0.806736226998648	-5	-5	-1.34553466647985	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.26009310216632	-0.698904865049058	0.0751891597630035	0.553902436019396	0.382054884013834	-5	-5	-1.10546241500425	-1.07175781684269	-5
Healthy	-5	-5	-5	-5	-5	-5	-3.39794000867204	-5	-5	-5	0.94391821618508	-0.917897115672906	0.438694206642251	-0.307717236985462	-0.218977442228947	-5	-5	-2.84466396253494	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05537871367631	0.724077523815341	1.09567521035853	-0.172682431747939	0.284062837801346	-5	-5	-1.07160414774329	-5	-5
Healthy	-1.32321496958079	-1.93554201077308	-2.10182351650232	-2.14266750356873	-5	-2.34103515733556	-2.62160209905186	-2.61083391563547	-5	-1.76447155309245	0.80912857284206	-5	-5	0.0524438332390848	-0.12114514335578	-5	-5	-5	-0.409860645630361	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.137838149517171	-5	-1.35615268970029	-5	-5	-5	-0.855176806010106	-5
Healthy	-2.68193666503724	-5	-5	-5	-3.09151498112135	-5	-5	-5	-5	-5	0.798662382975354	-0.277423658203126	0.18469994631219	0.0316023385073954	-0.0822949813793728	-2.21324857785444	-0.219797938834294	-1.4459956789881	-1.47794719913118	-0.797075972362198
Healthy	-5	-5	-5	0.38630808373345	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.683554019786096	0.254120097110378	-0.019196989859018	-0.265408169688058	-1.00833099262005	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.29362364416031	-5	-5	-5	-2.24795155218056	-1.74521031260279	-1.77910775078048	-5	0.24424247484588	-0.258257658166307	-5	-0.146685158396053	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.876801924968001	-5	-0.964690359843199	-0.771959135360368	-5	-5	-5	-5	-5	-5	-5	0.408262018768562	-1.11356568037106	-1.18402399902801	-5	-5	-1.55144826079842	-5	-5
Healthy	-1.64820369310298	-2.61618463401957	-5	-3.60205999132796	-5	-1.19599694527039	-2.51570016065321	-1.86550414416533	-5	-1.59091263055216	0.238287032069505	-5	-0.366794220505595	-0.554753964919383	-1.39935376433761	-5	-5	-1.97183558057553	-3.53760200210104	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.55452319960407	-1.03976712687149	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.73518217699046	-1.48372911727066	-1.13649869935855	-5	-1.07012147634322	-5	-5	-5	-5	-5	1.13497385828684	-5	0.323592387675066	0.285239910555624	0.199146080027601	-5	-5	-5	-0.475655814571884	-5
Healthy	-0.344410210417609	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.877732339880662	-0.141757645284662	-5	0.228287406916653	-0.453815283422955	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.44635966376865	-5	-2.04095860767891	1.03225239701044	-0.607813246712937	-5	0.432136763398348	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.77211329538633	-5	-5	-5	-5	-5	-2.15242734085789	-5	0.615862763364431	-5	0.704384766684325	-0.0896371041676556	0.22713052847267	0.383564048536695	-5	-0.507058111018268	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.747383838110377	-5	1.27976524223083	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.848053571322153	-0.0190608345825154	-5	0.204312658085569	-1.1193007107813	-0.994948250006004	-5	0.266946306287012	0.465969941846098	-5
Healthy	-5	-1.14672777597932	-5	-1.64897714741588	-5	-1.79425445905734	-2.35163998901907	-0.607813246712937	-5	-1.93629144060858	-1.5665502062384	-0.742273439441368	-1.63096977819085	-0.398222391869759	-0.728251300615829	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.975636728768845	-5	-5	0.157190730407973	-5	-5	-5	-0.915495216753772	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05173158158518	-5	-5	0.238903803096382	-5	-5	-5	-0.595371510358081	-5	-5
D015212	-5	-5	-5	-5	-5	-2.44009337496389	-5	-2.36754270781528	-5	-1.32385531964379	-5	1.0432801276757	-5	-1.00766744095254	-5	-5	-5	-1.65052820078561	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.295763662691212	-5	0.866511223691206	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.20252471246267	-5	-5	-5	-5	-5	-3.39794000867204	-5	-5	-5	0.862634582928158	-2.2839966563652	0.0816928773325331	-0.200053240270852	-0.305868835476132	-1.41060897686307	-5	-5	-0.776166722763677	-5
Healthy	-1.04224908912272	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.474080708067868	-1.49976352517436	0.00555799577996043	-0.602459726157543	-0.881966871171433	-5	-5	-5	-0.326794718220955	-5
Healthy	-0.32762502125392	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.499156259391292	-0.110759943666114	-0.557755472152048	-0.221747426057868	-0.973671061277651	-5	-1.30277065724028	-5	-1.88074411072206	-2.64975198166584
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.57609908147158	-5	-5	1.24050207235427	-1.47172622283296	0.211646397509876	0.117549685315026	0.0919481908785595	0.164430189012022	-5	-1.47716468633947	-5	-5
Healthy	-0.128123631326214	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10357146519921	-0.000482334620178044	0.47824462329265	0.224382833406036	-0.245758721897796	-5	-5	-1.38007228970853	-1.53850147321698	-5
D015212	-5	-2.13906337929991	-1.00961674109377	-2.14752000636314	-2.18309616062434	-5	-5	-5	-1.68193666503724	-5	-5	-5	-5	-0.75793088766106	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0601913141937924	-0.376141057366407	0.564516934823175	-0.15358247041197	-1.55392906429899	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.272776538915779	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.63808338133136	-5	-5	-5	-5	-5	-2.81247927916354	-5	-5	-5	-0.19157969761088	-0.576442856687708	0.00938714926895604	-2.0565054840939	-5	-5	-0.841064858170082	-5	-1.82044820883481	-1.9734667354767
Healthy	-5	-2.0762380391713	-0.687082518883631	-3.22184874961636	-1.69357497244931	-2.14569395819892	-3.16115090926274	-2.07314329105031	-2.47625353318843	-5	0.595036331716527	-5	-5	-0.42033070644528	-0.886558046034678	-3.13076828026902	-5	-1.99054910420131	-0.497572880015567	-5
Healthy	-1.25971628031812	-0.822954342537861	-1.5079383954874	-1.28191370521691	-1.40384291908383	-5	-1.80910828307783	-2.03479829897409	-1.64054397987901	-1.39168795730267	-5	0.890088882920373	-5	0.218141468157678	-0.470313046227083	-5	-5	-0.724573463258361	-5	-5
Healthy	-5	-5	-5	-1.7535014192042	-1.26264830419629	-1.02765828367425	-5	-5	-5	-5	0.604715169095218	0.321799273691853	-0.902465052782722	-0.44402334230057	-0.997229371898806	-2.77728352885242	-5	-5	-5	-5
Healthy	-1.11036219959333	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.701028019200091	-0.0680999233715148	0.0969308586428965	-0.635711724385563	-1.16316971351112	-5	-5	-1.44611697335613	-5	-5
Healthy	-5	-1.05330216275426	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.195771945180534	-1.11776015198118	-5	-5	-5	-5	-1.4847886956722	-5
Healthy	-1.20551195334083	-5	-5	-3.10790539730952	-5	-5	-5	-1.17770112873763	-5	-5	0.275955981753744	-0.169097110751521	0.34908900080599	-0.774690718274137	-0.846947724932891	-1.49173969448767	-5	-1.19633807676378	-0.718330436892281	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.221132754255082	-0.0576396909226507	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.31820320537084	0.852515980031306	0.269384504815968	-0.417028070895194	-1.3301254975102	0.430415323910251	-0.109210238997864	-5	-1.37861597151835	-1.51827080303998
Healthy	-2.15304467498018	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3.58502665202918	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.746802280400776	-5	1.27024805393504	-5	-0.482896514962791	-5	-5	-5	-5	-5
Healthy	-5	-1.19375217280421	-0.89292576858793	-5	-0.674299657084014	-5	-5	-5	-5	-5	1.20396279389723	-5	-0.118935046827136	0.102975378231926	-5	-5	-5	-5	-1.28042014228628	-5
Healthy	-5	0.148540960867229	0.319774171176588	-5	-0.0174483756408233	-5	-5	-5	-0.704608852428018	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.31632270118131	-5	-5	-5	-5	-5	-5	-1.72101788313456	-5	-5	-5	-5	-5	-0.0388495343398808	-5	-0.975760693930907	-5	-5	-0.493697956372791	-5
Healthy	-5	-5	-5	-1.69079582032959	-5	-5	-5	-5	-5	-5	0.559761836075977	-5	0.443422590694326	0.0834094443529241	0.251092881206061	-5	-5	-1.79021698515148	-5	-5
Healthy	-1.3190302815341	-5	-5	-5	-5	-5	-2.35556141053216	-5	-5	-5	0.155776182882707	0.470757317575922	-0.585093471704966	-1.48518670500071	-5	-5	-0.678401569534656	-5	-5	-2.30539480106643
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.787181954997495	-0.744896420043898	0.279242478421525	-0.339532966032029	-1.80079352083834	-5	-5	-5	-5	-5
D015212	-5	-2.02918838912748	-5	-5	-5	-5	-2.37986394502624	-5	-5	-1.86012091359876	-5	0.347482235691515	-5	-0.224994271921535	-5	-5	-5	-0.79582573392648	-5	-5
Healthy	-0.353312065663905	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.893645823791269	-0.166062821325559	-5	0.238279505062895	-0.478914244084677	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.195113338248949	-5	0.530773254190193	0.577611271831561	0.493322792166494	-1.70202075584064	-0.445801678434576	0.171855114439805	-5	-1.60818307638675
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.24639294871432	-0.637253711176121	0.00953587661921814	0.513752811191819	0.39409779682427	-5	-5	-1.05497479875754	-1.01641881329421	-5
D015212	-0.671640786452198	-5	0.415435792333547	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09569263125079	0.041538741466772	0.50523004398418	0.18660887387236	-0.296820434853225	-5	-5	-1.41702807089519	-1.92848619490491	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0910326995816122	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.452730009128032	-1.28743447212669	-1.06762771785209	-0.204161676927545	-0.359906321546981	-5	-5	-0.129133951693233	-5	-0.581118931465642
Healthy	-1.56527145822024	-1.73306308884083	-5	-0.801205499824401	-5	-5	-2.98296666070122	-5	-1.89483057200067	-2.28567024025477	0.963011067764081	-0.767741037657298	-5	-0.474048658751987	-5	-5	-5	-0.905983318879578	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.769826898301232	-5	0.220244110790971	-0.17436619761735	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-2.20620961530918	-5	-5	-2.53017798402184	-5	-1.80715388481116	-5	0.881743472010078	0.756184846511971	-5	0.072477833197706	-0.44560776450295	-5	-5	-5	-0.344986490859426	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.141421551181417	0.198079476171031	0.31514082757147	0.633217906503808	0.74412157904787	-1.57905459407803	-0.983886333641092	0.311189971564447	-5	-5
Healthy	-1.32075385458614	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.55595520408192	-1.61798295742513	-1.02650269126794	-5	-5	-5	-5	-5	-5
