s	Intestinibacter_bartlettii	Streptococcus_thermophilus	Coprococcus_A_catus	Anaerostipes_hadrus_A	Haemophilus_D_sp001815355	Streptococcus_parasanguinis_D	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_sp004166885	Rothia_sp001808955	Bacteroides_caccae	Mediterraneibacter_torques
Healthy	-1.85170590256525	0.0497799152723839	-5	-1.70005709997723	-5	-0.743667181574327	-2.27490547891853	-5	-5	-5	0.363243331185922	-0.246631460490019
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-0.772241803889085	-5	-5	-5	-5	-5	-5	-5	-0.465352104487529
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.144474573074603	-0.963171566622887
Healthy	-2.01233373507373	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.764910298886964	-1.10023419805561
Healthy	-5	-0.713117080173213	-5	-2.07160414774329	-5	0.172062645820661	-2.88272870434424	-5	-5	-0.865344857722351	-2.24108810760203	-1.40406309373083
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.157315888484778	-0.789601211347756
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.06818629604086	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.1442204668543	-0.322831212255538
Healthy	-1.25227753796449	-5	-5	-0.00591171525485826	-5	-1.43509732747079	-2.11520463605102	-5	-1.62196567754267	-5	-5	-0.911226232689552
Healthy	-5	-1.54591772926891	-5	-5	-5	-5	-5	-5	-5	-5	-0.665405528067718	-0.622784843736939
Healthy	-5	-5	-2.20620961530918	-5	-5	-5	-5	-5	-5	-5	0.191696877382912	-0.51246570584288
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.129190230657091	-0.987542421799226
Healthy	-5	-1.76220500672608	-5	-5	-1.2194666746836	-5	-5	-5	-5	-5	0.91604156788094	-1.05853826065267
Healthy	-5	-5	-5	-1.20217868863598	-5	-5	-5	-5	-5	-5	-5	-1.37695756575362
Healthy	-5	-5	-5	-0.411549008576187	-5	-5	-5	-5	-5	-5	0.327704188961838	0.648799938226983
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.186512418138675
Healthy	-0.580936875507452	-5	-5	-5	-2.49214412830417	-5	-5	-5	-5	-2.35066514128786	-5	-1.14721513131945
Healthy	0.232714108402122	-5	-0.348102008049454	-1.52230007166787	-0.983635320543706	-0.894285489429078	-1.52331325705436	-5	-5	-5	0.956609226983124	-1.29567785917776
Healthy	-5	-5	-5	-5	0.2894752363287	-1.6345120151091	-2.70333480973847	-2.34582345812204	-1.18256685588862	-2.43770713554353	-1.0795114353417	-2.58169870868025
Healthy	-5	-5	-1.0694075115574	-2.014573525917	-5	-5	-5	-5	-5	-5	0.482008419264481	-0.925659057634923
Healthy	-5	-0.690412412551772	-5	-1.9734667354767	-5	-5	-5	-5	-5	-5	-5	-1.21303574056427
Healthy	-5	-3.19382002601611	-1.34237056861105	-0.671783542499283	-5	-5	-2.42829116819131	-5	-5	-5	-0.837226561164813	-0.854244376362793
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.532169994821024
Healthy	-5	-0.890320230747666	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.210390762437219
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.718943895416496	-5	-5	-5	-5	-5	-5	-5	0.0329932689647513	-0.89106307641174
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.26217149410422
Healthy	-5	-5	-0.459532874423489	-0.330943588222342	-5	-5	-5	-5	-5	-5	0.405129414928474	-1.08958906008531
Healthy	-5	-1.49552913750558	-5	-2.14813039927023	-5	-1.59516628338006	-3.45593195564972	-5	-2.13727247168203	-5	-5	0.0227581942367695
Healthy	-1.08233697567263	-5	-1.05310580489767	-5	-5	-1.65737995744665	-1.48465610691162	-1.74016730093652	-5	-5	-5	-0.691094260568433
Healthy	-0.401658240709567	-5	-0.248520735473355	-1.17953580942232	-5	-5	-5	-5	-1.47159756204638	-5	0.0277694266897354	-0.970859820235678
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.288238043798742
Healthy	-1.74232142513082	-1.36261034987079	-0.804681639886986	-1.43854082875808	-2.45842075605342	-1.86966623150499	-3.30980391997149	-5	-5	-5	0.155673016399181	-1.39523411529611
Healthy	-5	-5	-5	-2.72584215073632	-5	-1.19681611146466	-1.72193266911134	-5	-5	-5	-5	-1.61475131759678
Healthy	-5	-5	-5	-5	-1.7867479478036	-5	-5	-5	-5	-2.03151705144606	-1.5676722077384	-2.36855623098683
Healthy	-1.32211941848841	-5	-0.283637676639797	-0.962055844796901	-0.70730099695607	-5	-2.47886191629596	-5	-5	-5	-0.212631636852055	-1.25219990913563
Healthy	-5	-5	-0.777699818826206	-1.02946717023168	-0.711370765335011	-1.33413769979684	-5	-5	-5	-0.874096031592076	-5	-0.143984445461356
Healthy	-5	-5	-0.891739495023526	-0.360493589423096	-0.393124422477565	-5	-5	-5	-5	-5	-0.0753692844407615	-0.780756127754684
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.494553905633412	-0.722574167724139
Healthy	-1.46762786643212	-5	-5	-5	-5	-1.70863114954842	-5	-5	-5	-5	-5	-0.784864954519739
Healthy	-1.40771218404787	-1.67448433663685	-1.33695902510603	-1.44587441848699	-5	-5	-2.33535802444387	-5	-5	-5	0.339785232785009	-1.16845014800424
Healthy	-5	-5	-5	-5	-1.36341181627016	-5	-5	-5	-5	-5	0.271397795642367	-1.23054882059796
Healthy	-5	-1.48372911727066	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.72033305595154
Healthy	-5	-1.40837896178668	-5	-5	-5	-5	-5	-5	-5	-5	-0.227942471605467	-5
Healthy	-5	-5	-5	-5	-5	-0.810537760542337	-5	-5	-5	-3.10237290870956	1.01773891196104	-2.15801519540989
Healthy	-5	-1.16488040957545	-5	-2.23507701535011	-2.14996674231023	-5	-2.68824613894425	-5	-5	-5	-5	-0.565718591863699
Healthy	-5	-5	-5	-5	-1.57073233356683	-1.24343995699332	-5	-1.32275815405335	-5	-5	0.734021721836176	-1.49403648198187
Healthy	-1.21552535623748	-5	-0.466736483221285	-0.888771101765844	-5	-5	-5	-5	-5	-5	-1.44867201199615	-0.0750129773044435
Healthy	0.123485765223539	-5	-0.500587874327725	-5	-0.444168239952061	-5	-5	-5	-5	-5	-1.37069235992625	-1.90413354652146
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.324451200460785	0.131679602430794
Healthy	-1.78914663468511	-5	-0.90752498707402	-1.01148563416633	-5	-1.32139058344107	-5	-5	-5	-5	-1.09761631556753	0.0302677018161215
Healthy	-2.1007268126824	-2.11747546204512	-1.05012229596313	-1.87451873429941	-5	-5	-5	-5	-5	-5	-0.278576879059161	-1.85387196432176
Healthy	-0.313033220816463	-5	-0.850626909508615	-0.632830511465319	-0.78802559858604	-5	-5	-5	-5	-5	0.279780976996965	-1.05774384958053
Healthy	-0.293239558218003	-2.30803489723264	-5	0.28428180734758	-1.82073553566097	-2.25649023527157	-2.50723961097316	-2.33629907461035	-1.35173759425196	-5	-5	-1.83654044823001
Healthy	-1.9359165640364	-5	-5	-1.25908492351872	0.546559936210626	-5	-1.92045699259709	-5	-2.33818731446274	-2.30016227413275	-1.85263289220621	-1.07012147634322
Healthy	-5	-5	-1.98505965020706	-5	-0.912573542963714	-1.54714066420415	-5	-1.3272558016934	-5	-5	0.277370802564446	-1.44977164694491
Healthy	-5	-5	-5	-5	-5	-2.15864052954514	-5	-5	-5	-5	0.510087687967552	-1.71602071576152
Healthy	-5	-5	-5	-1.13626089265478	-5	-5	-5	-5	-5	-5	-5	-1.75080164260889
Healthy	-5	-5	-2.83268266525182	-5	-2.38615817812393	-5	-5	-5	-5	-5	0.50753070350392	-1.23165794135547
Healthy	-1.77650405903761	-5	-5	-1.57365142621249	-5	-5	-5	-5	-5	-5	-5	-0.879195822159202
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.54272381393867	-5	-1.52914867547388	-5	-0.692953464781981	-2.42481215507234	-5	-5	-5	-5	-2.03338901331807
Healthy	-1.79102148272375	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.116730458200702	0.538446794705556
Healthy	-0.490999209258142	-0.356103385677766	-5	-0.860341263791823	-0.677016193051603	-5	-2.78781239559604	-2.60032627851896	-2.00612308505879	-5	-5	-0.04901725131651
Healthy	-5	-5	-1.29972906264356	-1.06378795567975	-5	-0.972935937848955	-5	-1.47159756204638	-5	-5	0.0698308343664793	-0.97228353779101
Healthy	-5	-5	-5	-5	-5	-5	-1.8897470826466	-5	-5	-5	-5	-2.13906337929991
Healthy	-5	-5	-5	-5	-5	-1.72010501998836	-5	-2.02965312376991	-5	-5	0.727888391186802	-0.889713391596434
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.31247103878537	-0.627511456506976	-1.21211464905908	-5	-5	-5	-2.45967052520913	-5	-0.598909780404866	-2.38510278396687
Healthy	-1.99956592252068	-0.286719514700674	-1.08050351213694	-1.63115549317418	-5	-1.81050968630063	-5	-5	-5	-5	-0.457548052624023	0.501932452832859
Healthy	-5	-1.12836869546245	-5	-5	-5	-5	-5	-5	-5	-5	0.195669996526705	-1.26090255388252
Healthy	-0.611437028601925	-5	-1.04469717723831	-5	-0.910943120240215	-5	-5	-5	-5	-5	-1.43438827509794	-0.162007754685742
Healthy	-0.450812753865592	-5	-5	-1.75970041799729	-5	-5	-5	-5	-5	-5	-5	0.00894917019815897
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-1.37242933581946	-5	-5	-5	-5	-5	0.245265839457461	-1.14068153490288
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.079488762406449	-5
Healthy	-1.03282657704446	-5	-1.18362611124764	-1.46470587995723	-2.66354026615147	-5	-5	-1.90308998699194	-5	-5	-5	-0.950045851977954
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.171545094189173	-1.0375359539421
Healthy	-5	-5	-0.919553905388951	-5	-5	-1.21119550695535	-5	-5	-5	-5	-5	-0.16647678997944
Healthy	-5	-5	-1.27860162447849	-5	-0.805041877793412	-1.48771593671815	-3.49485002168009	-5	-5	-1.62488531530777	-1.34756025241058	-1.94500413847086
Healthy	-1.26986399600332	-2.02918838912748	-1.64839692758087	-2.95467702121334	-0.601348331779095	-1.00841954282566	-3.22914798835786	-2.43770713554353	-5	-2.15614457737684	0.0455967718675788	-2.27736607746619
Healthy	0.144726728706857	0.402661952573644	-0.827572222848535	-5	-0.509493727530652	-1.71987710369769	-5	-5	-5	-5	0.362881902256981	-0.50725357565047
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.286971718239645	-0.85186026349878
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.92775010238649
Healthy	-5	-2.11633856484638	-5	-0.8973605163087	-5	-5	-5	-5	-5	-5	1.36963899553089	-0.704718858883152
Healthy	-5	-5	-5	-5	-0.958173237362456	-2.35654732351381	-1.45929521668924	-2.0329202658555	-5	-5	-5	-1.13554825284182
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.764345323043051	-0.84642901856622
Healthy	-1.61243222058281	-1.87419354186047	-1.03834165136228	-1.54181556442974	-5	-5	-5	-5	-5	-5	-0.204064396519678	-1.71309464702762
Healthy	-5	-5	-5	-5	-5	-1.30338154076777	-2.59687947882418	-5	-5	-5	-5	-1.14892519477111
Healthy	-5	-5	-5	-5	-1.88372441241946	0.182734120857253	-5	-5	-5	-1.45075144314594	-5	-5
Healthy	-1.11272036546998	-5	-0.477503602121279	-1.46255871659205	-5	-5	-5	-5	-5	-5	-0.115788239622745	-0.767893707385342
Healthy	-5	-5	-0.141866005195876	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.291919189531769	-0.828068876644033	-0.587976486958024	-0.68714590874171	-5	-0.55430241010484	-1.5620909644605	-5	-1.1940915449258	-5	-0.527828853307637	-0.599911215267964
Healthy	-5	-5	-0.865631615396621	-5	-0.600412799981924	-1.08676912888644	-5	-5	-5	-5	0.231948477493397	-0.557206774060231
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.30785839063322
Healthy	-5	-5	-0.398678937558937	-5	-5	-5	-5	-5	-5	-5	0.199461710007076	-0.960704881915689
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.196032410046879	0.16229251401784
Healthy	-0.166075552940467	-1.14176366457049	-5	-0.581831337932134	-1.50584540598156	-0.586030028251939	-2.40560744962457	-5	-5	-5	0.0418030968679553	-0.906333217772097
Healthy	-5	-5	-5	-5	-5	-1.88605664769316	-1.92922353715657	-5	-5	-5	-5	-0.166546885268916
Healthy	-5	-5	-0.745017121104096	-5	-5	-1.17340694606595	-2.33161408331	-5	-5	-5	-3.31875876262441	-0.0442064543941254
Healthy	-5	-5	-5	-5	-1.57462883356106	-1.85480359388582	-5	-2.74232142513082	-5	-1.79533748825178	-5	-5
Healthy	-5	-5	-5	-5	-0.825242623689339	-5	-5	-0.913782584306657	-5	-5	0.464461229437471	-0.812169179556
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.110030490848307	-5
Healthy	-5	-5	-5	-5	-2.42021640338319	-5	-5	-5	-5	-5	0.691655160156494	-1.59911678445164
Healthy	-5	-5	-2.05601112492623	-5	-5	-5	-5	-5	-5	-5	-5	-0.176630118375108
Healthy	-1.32559818715472	-5	-0.903124731940312	-1.91829272990265	-1.45829597671571	-1.71511828534455	-5	-2.51427857351842	-5	-2.77211329538633	0.541654115851241	-0.588986709516126
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.787705833337649	-1.0505611989635
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-2.89279003035213	-5	-2.45717457304082	-1.91080163319485	-5	-5	-5	-5	-5	0.698445059471307	-1.95039438740503
Healthy	-1.35369431971524	-0.739451627363021	-0.685606042778037	-0.504330803396098	-5	-5	-5	-5	-5	-5	-0.112804822958702	-0.375047895336878
Healthy	-5	0.105309170614622	-0.759301020813692	-5	-5	-5	-5	-5	-5	-5	-0.0788183275395621	-0.601504449861863
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.368363479487941	-5	-5	-5	-5	-5	-5	-5	-5	0.0743738782555929	-0.829151796356691
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.32984695480782
Healthy	-5	-0.697236291527018	-2.13135556160517	-5	0.446130019366412	-1.41296288225654	-5	-5	-5	-5	-0.213241481597351	-0.839081500460219
Healthy	-2.60554831917378	-5	-1.61654370347525	-5	-5	-5	-5	-5	-5	-5	-0.0259998139613531	-0.845819567888176
Healthy	-0.627382533821042	-1.05536929814372	-1.04895405186418	-0.678546565666655	-5	-1.41296288225654	-2.30627305107635	-5	-5	-5	-5	-1.80465394165158
Healthy	-5	-5	-0.67563522179771	-0.623258844981603	-5	-5	-5	-5	-5	-5	0.355507072550347	-0.945118945137228
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.121336566660246	-0.978149422565675
Healthy	-5	-5	-5	-5	-0.786269796145158	-5	-5	-5	-5	-5	-0.471443219398817	-0.738760928817414
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0575454736575229	-0.891265891397635
Healthy	-0.383471974838545	-5	-0.992209562554021	-1.09215885741706	-0.807655604953876	-5	-5	-5	-5	-5	0.147484635980236	-1.17076057185861
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.458960994927575	-0.0328546815656629
Healthy	-5	-1.06818629604086	-1.17698247655395	-0.671763145905084	-5	-5	-5	-5	-5	-5	0.257628184188343	-0.595268884746504
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.80637458150712	-5
Healthy	-5	-5	-1.49498575991589	-5	-5	-5	-5	-5	-5	-5	0.461243337580773	-2.66756154008439
Healthy	-5	-0.607936488281548	-5	-2.70333480973847	-5	-5	-5	-5	-5	-5	-5	-1.80327127737671
Healthy	-1.49962628564663	-5	-5	-0.633819942010885	-5	-5	-2.84163750790475	-5	-5	-5	0.465436391303387	-0.575673831690705
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.592218321366653	-5	-5	-5	-1.72262002533275	-3.04575749056067	-5	-5	-5	-5	-0.72936773948748
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-1.51498878542143	-5	-5	-5	-5	-5	-5	-5	-2.42136079003193
Healthy	-5	-5	-5	-5	-5	-5	-1.77572598570574	-5	-5	-5	0.664850612391944	-1.13176713157754
Healthy	-0.255339391603912	-5	-2.07007043991541	-5	-0.0651330598118458	-5	-5	-5	-5	-5	0.345265878809424	-1.74088415581493
Healthy	-0.340292919823045	1.50101144609212	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.258336377485338
Healthy	-0.402601024940969	-5	-1.19415945118533	-1.84496777120903	-0.121851766454187	-5	-5	-5	-5	-5	0.686261685158243	-0.427802425387931
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.475759706560156	-5	-1.48069715076457	-0.642961333180545	-0.367988366635197	-5	-5	-5	-5	-5	0.288076994333842	-1.73494621149599
Healthy	-1.56114134057944	-1.75870261289001	-1.389020620077	-1.48320029591838	-1.77108659400531	-1.93892467637021	-1.89483057200067	-2.14569395819892	-5	-5	-2.60380065290426	-1.32966135887256
Healthy	-5	-5	-1.0260413138933	-5	-5	-5	-5	-5	-5	-5	0.190810558953082	-0.54908917397128
Healthy	-5	-0.552997101533838	-5	-5	-0.914424030281496	-5	-5	-5	-5	-5	-0.218316415492649	-0.30795546038544
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.14947629112101	-0.240649495017941	-5	-5	-5	-5	-5	-5	0.312454522252155	-1.17815907279955
Healthy	-5	-0.48932096896779	-5	-2.30891850787703	0.353818171959873	-1.18929713905288	-5	-5	-5	-5	-5	-0.78351740264754
Healthy	-5	-5	-5	-5	-1.24146657776271	-1.48758245139916	-5	-2.08354605145007	-5	-1.73353310455976	-5	-5
Healthy	-5	-5	-1.32780974881175	-5	-5	-2.00436480540245	-5	-5	-5	-5	-5	-1.81050968630063
Healthy	-0.966616458826881	-5	-5	-1.48109142630859	0.497380305896716	-1.64955814346494	-5	-1.52797530229972	-5	-2.66554624884907	-5	0.433044604788884
Healthy	-5	-5	-0.954285941059132	-5	-5	-5	-5	-5	-5	-5	-5	-1.46826569072345
Healthy	-1.66958622665081	-5	-5	-1.60519822283729	-5	-1.37110043557939	-5	-1.32376378323669	-5	-5	1.11624601334569	0.157109072514291
Healthy	-5	-5	-5	-0.477060457747885	-5	-5	-5	-5	-5	-5	-5	-1.00191511206344
Healthy	-5	-5	-5	-5	-1.84224111395314	-5	-5	-5	-5	-5	0.840474335493472	-0.659298161268323
Healthy	-5	-0.146417372162933	0.0933866600013706	-1.91470942176993	-2.18111458540599	-0.40375488046972	-5	-5	-5	-5	0.457468590745228	-0.964530236518718
Healthy	-5	-5	-5	-5	-0.0190517590816237	-5	-5	-1.3901922306713	-5	-2.02319166266193	-5	-1.07139934015548
Healthy	-5	-5	-5	-5	-0.829444941478791	0.136184500920222	-5	-3.03621217265444	-5	-1.07530729697981	-5	-5
Healthy	-5	-5	-0.30166452892964	-1.22105327203138	-1.08338815489065	-5	-2.21253952548158	-5	-5	-5	0.311230273674951	-0.799669434875226
Healthy	-1.08338815489065	-5	-5	-1.29860473098608	0.519763697688389	-1.16184381524785	-2.42712839779952	-1.45382763168306	-1.1681302257195	-1.11187669270209	-5	-1.04570923829887
Healthy	-5	-5	-5	-5	-5	-5	-1.55533076906148	-5	-5	-5	-5	-1.30303235925598
Healthy	-5	-1.81587664576033	-1.78093966755114	-1.28183059460869	0.295844080503241	-0.381805419012862	-5	-1.03625938114212	-1.54181556442974	-5	-5	-0.386961996497295
Healthy	-3.20065945054642	-5	-5	-5	-2.79048498545737	-5	-2.32239304727951	-5	-5	-5	1.0338060076333	-1.46801044858745
Healthy	-5	-2.13608262304214	-0.755772374267092	-1.60292945004059	-1.51173138450454	-0.571168948613432	-2.46092390120722	-0.96007058589144	-5	-5	-0.408223288723933	-0.561679205813551
Healthy	-2.86646109162978	-2.06098022355133	-0.975063031962556	-1.58753945257004	-2.05403929642243	-5	-5	-5	-5	-5	0.851173928347671	-1.30539480106643
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.423861643702227
Healthy	-2.43297363384094	0.396833755758977	-0.333678619629982	-1.21268124337545	-2.32882715728492	-5	-1.97839728397176	-5	-2.35654732351381	-3.26760624017703	-5	-1.33705338566738
Healthy	-1.64723880827617	-5	-1.2298847052129	-5	-1.1558335895498	-5	-5	-5	-1.97387548325455	-5	-0.694004117229195	-2.77989191195994
Healthy	-5	-5	-1.15070345916527	-1.85949195696182	-2.58502665202918	-1.2231535913047	-5	-1.59345981956604	-5	-5	-0.159900181520408	-1.95000714307986
Healthy	-5	-5	-1.4201021303969	-5	-5	-5	-2.51144928349956	-5	-5	-5	-5	-0.933674074637962
Healthy	-5	-5	-5	-5	-0.677553277239606	-5	-5	-1.83238732727247	-5	-5	0.591394100379815	-1.23276990188928
Healthy	-5	-5	-5	-5	-1.72124639904717	-5	-5	-5	-5	-5	0.501216785272612	-1.47340229089655
Healthy	-5	-5	-1.90833304240432	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.320947640446896	-5	-0.704037267605977	-0.604883377252826	-0.650644753404797	-2.05799194697769	-2.04143611677803	-1.43509732747079	-5	-5	-5	-2.87289520163519
Healthy	-1.998266287191	-5	-5	-5	-1.56082526015653	-1.01242310527301	-2.36151074304536	-2.55284196865778	-5	-1.4007721372262	1.0215783353492	-1.41657449959349
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.801095600543267	-5	-5	-5	-5	-5	-2.30539480106643	-5	-5	1.02495788059085	-0.213582232797978
Healthy	-5	-5	-0.988810312390009	-2.5003129173816	-5	-5	-2.47755576649368	-5	-5	-5	-5	-0.652455330354987
Healthy	-1.94385773794095	-5	-5	-5	-0.741985636593259	-1.38373459471829	-2.24412514432751	-1.7687853520374	-5	-1.77494930386195	-5	0.383520950939964
Healthy	-0.55007442294376	-1.42712839779952	-0.834725989688771	-2.12378215940836	-5	-5	-2.20760831050175	-5	-5	-5	0.35147549054902	-1.32029961912804
Healthy	-5	-5	-1.28836146176765	-5	-5	-5	-5	-5	-5	-5	-0.523023534240473	-0.353664903609528
Healthy	-5	-1.9079815292472	-1.08549817717269	-5	-5	-5	-0.671294288431126	-5	-5	-5	-1.43806423668622	0.301513964248929
Healthy	-5	-5	-5	-5	-1.46356782417799	-5	-5	-5	-5	-5	0.269043372221398	-1.44745345204434
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.166589947427337	-5	0.354609702233806	-0.704081208971108	-1.53298418156156	-2.51286162452281	-0.149733708933478	-1.27335427975909	-5	-1.83624247601804	-5	-0.650858514480367
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.636591191993369	-0.516270100999976
Healthy	-5	-1.79048498545737	-5	-0.444627401708491	-5	-5	-2.59176003468815	-5	-5	-5	0.444644270768288	-0.790860463943467
Healthy	-5	-0.507337373145309	-0.737027121194631	-1.37571790416433	-5	-5	-5	-5	-5	-5	0.0796659376499427	-0.559531730177851
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.71219827006977	-5	-5	-5	-5	-5	-5	-5	0.306731606282104	-1.23732143627256
Healthy	-1.57170318601712	-5	-0.893265299902154	-2.03151705144606	-5	-1.76421912967244	-2.54363396687096	-5	-2.28483264215154	-5	-0.143313393474826	-2.39685562737982
Healthy	-5	0.902320060823539	-0.0528261482572662	-1.04580574818414	-5	-2.75448733218585	-3.0268721464003	-5	-5	-5	-5	-1.70245833218184
Healthy	-1.13655817138629	-5	-5	-5	-0.614644009319192	-0.937342819774436	-5	-5	-5	-2.60205999132796	-5	-0.200287357579002
Healthy	0.43690175012266	-0.455423508431899	-0.278510898166556	-1.37561475857973	-0.103804589545789	-0.736221950977378	-5	-5	-5	-5	0.0888764168997435	-0.391987721784655
Healthy	-5	-2.42250820016277	-5	-1.19832194096411	-5	-5	-5	-2.80966830182971	-5	-5	-5	-1.38817052050163
Healthy	-5	-5	-1.89997426989214	-2.14327110961712	-0.222863287495827	-1.25041826513444	-5	-1.67840156953466	-5	-5	0.361499299234992	-2.35556141053216
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.726142564628882
Healthy	-5	-0.592320228558807	-5	-5	-0.926758352388001	-5	-5	-5	-5	-5	-0.236339945535074	-1.32734807716
Healthy	-0.423531951054373	-2.21896306137887	-0.993234547548007	-2.08724669632868	-0.553059170203645	-0.963730504257184	-2.2958494831602	-1.93704216591549	-2.43889861635094	-5	-1.07597929952593	-0.664101007974888
Healthy	-5	-5	-1.0602811176459	-0.0309896806284922	-5	-5	-5	-5	-5	-5	-5	-0.963770455913705
Healthy	-0.830648909507582	-5	-0.98367714598621	-2.24949160514865	-1.32956859063939	-2.25570701687732	-2.93554201077308	-2.91364016932525	-2.1249387366083	-5	-5	-1.95194682688439
Healthy	-5	-5	-5	-0.941687878891614	-5	-1.3137213219328	-5	-1.30224772583225	-5	-5	0.192631561397259	-0.200280469974121
Healthy	-0.895035154472177	-0.558713434658602	-0.80219584682659	-0.979928896466159	-5	-1.08254700807034	-2.33629907461035	-5	-5	-5	-0.484046719441121	-1.21595358419189
Healthy	0.0953088613853812	-5	-5	-5	-5	-0.0153511912064739	-1.17822453281654	-0.651364186571956	-5	-1.62287595765354	-5	-0.219913220401605
Healthy	-5	-0.561805859206663	-5	-5	-2.14630178822383	-1.88107424717422	-2.37986394502624	-5	-1.4936302829045	-1.53790161886484	0.850773013514287	-1.87876854485038
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.487901610028516	-0.203599141719739
Healthy	-5	-5	-0.443311631164767	-0.17554222372775	-5	-5	-5	-5	-5	-5	0.118367251145558	-0.965652341553152
Healthy	-5	-5	-5	-0.844906992469598	-5	-5	-5	-5	-5	-5	0.582372488730959	-5
Healthy	-5	-0.747632485540101	-5	-5	-5	-5	-5	-2.03621217265444	-5	-5	1.01571216225501	-0.0397005005002661
Healthy	-5	-5	-5	-5	-0.894728316893206	-5	-5	-5	-5	-5	-0.482025973585063	-0.454903276544926
Healthy	-5	-0.531460677057052	-5	-5	-0.945616791694523	-5	-5	-5	-5	-5	-0.272824875758538	-1.25227753796449
Healthy	-2.41228903498109	-5	-0.541029948371251	-1.27368038788922	-0.320635707655532	-1.6779875614176	-5	-5	-1.43215054942689	-0.649209452573543	-5	-1.81616096294358
Healthy	-5	-5	-5	-1.20259395032362	-5	-5	-5	-5	-5	-5	0.578470730620124	-0.463353192541647
