group	Oscillospirales	Enterobacterales	Burkholderiales	Pseudomonadales	Coriobacteriales	Desulfovibrionales		Bacteroidales	Lachnospirales	Oscillospirales	Veillonellales	Verrucomicrobiales	Lactobacillales	Methanobacteriales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	17.06659	1.22718	3.24183	0	0.28213	0		47.0639	17.36167	17.06659	0	0	0	1.03394	0.28213	0	0
Healthy	39.2133	0	0	0	0.49964	0		0	14.08585	39.2133	0	16.9026	0	0	0.49964	0	0
Healthy	5.17699	5.89501	0.00684	0	0	0.57741		30.30793	4.19912	5.17699	0	19.3418	0.2114	0.52732	0	0.57741	0
Healthy	3.9434	0.30272	0.02059	0	0.04721	0.01693		75.21888	3.61181	3.9434	0.01217	1.15149	0.73705	0	0.04721	0.01693	0.22954
Healthy	12.15746	1.19787	0.02359	0	0.23541	0		39.99214	29.0597	12.15746	1.83266	0	0.08882	0	0.23541	0	0.79045
Healthy	6.68644	1.17011	0.2119	0	0.62023	0.21715		54.74463	0.84423	6.68644	9.23788	7.24372	0	0	0.62023	0.21715	0
Healthy	2.30782	0	0	0	0.67996	1.45187		77.84468	3.88048	2.30782	0	0	0	0.12037	0.67996	1.45187	0
Healthy	11.44569	0.1265	0.15522	0	0	0.26061		48.39468	6.38429	11.44569	0	6.03283	0	0	0	0.26061	0
Healthy	9.93702	1.7822	2.75865	0	0	0		22.37389	1.56003	9.93702	7.76194	23.7423	0	0	0	0	0
Healthy	5.49464	0.86895	3.01606	0.06213	0.10984	0.03283		66.69946	15.82661	5.49464	0.01185	0.00346	0.21434	0	0.10984	0.03283	0.19302
Healthy	4.74101	0	0.21717	0	0.1886	0.89526		60.23402	1.76519	4.74101	0	4.68797	0	0.23507	0.1886	0.89526	0
Healthy	0.1025	1.02886	0	0	0	0		67.11307	2.23541	0.1025	11.31735	0	0	0	0	0	0
Healthy	43.16543	0.01128	0	0	0.01791	0.01737		37.60367	2.04543	43.16543	0	0	0.2495	0.17124	0.01791	0.01737	0
Healthy	12.4159	0	0	0	0	0		33.04527	37.52738	12.4159	0	0	0	0	0	0	0
Healthy	3.29874	0.19509	0	0	1.28898	0		0.48934	57.88997	3.29874	0	0	0	0	1.28898	0	0
Healthy	2.37363	0	0.16719	0	0	0		70.16514	5.24482	2.37363	6.14794	0	0	0	0	0	0
Healthy	4.49274	0.16391	0.18754	0	0	0.10372		70.25107	5.52855	4.49274	2.83294	0.11655	0	0.04895	0	0.10372	0
Healthy	3.65331	0.87596	0.27133	0	1.03868	0.01309		46.12849	19.0276	3.65331	0	0	2.64307	0	1.03868	0.01309	0
Healthy	10.44372	0.03421	0.00597	0	0.14115	0.03134		53.44081	27.92843	10.44372	0	0.04079	0.00665	0.08733	0.14115	0.03134	0
Healthy	0	0.95978	1.63824	0	5.94947	0.00356		6.41326	5.61106	0	3.01358	0	3.82807	0	5.94947	0.00356	0
Healthy	10.68198	1.60579	0.10816	0	0.14859	0		46.3322	21.41349	10.68198	2.75182	0	0.02357	0	0.14859	0	0.7595
Healthy	13.85615	0.74413	0.00313	0	0.12221	0		41.44966	13.69936	13.85615	1.44742	0.14404	0.08548	0	0.12221	0	0.43112
Healthy	37.06729	0.11521	0	0	2.2554	0		28.00343	21.354	37.06729	0.02915	0	1.09935	0	2.2554	0	0.03539
Healthy	5.13628	0	2.71815	0	1.70122	0.02757		69.05245	10.60353	5.13628	0	0	0.19457	0	1.70122	0.02757	0
Healthy	1.00709	0.44355	0	0	0.62054	0		1.11268	27.13139	1.00709	0.01648	0	5.60017	0	0.62054	0	0.02
Healthy	4.80215	0.00726	0.01778	0	0.10136	0		36.49403	37.17149	4.80215	0.00638	0	0.02049	0.0319	0.10136	0	0
Healthy	6.30481	0.02829	0.01743	0	0.33521	0.06041		67.66419	8.61309	6.30481	0	0.53808	0.0203	0.00354	0.33521	0.06041	0
Healthy	5.12298	0	5.55039	0	0.0587	0		68.92373	5.12896	5.12298	4.37359	0	0.55025	0	0.0587	0	0
Healthy	8.03559	0	0.11398	0	0	0		34.26626	40.57147	8.03559	0	0	0.09711	0.34587	0	0	0.86944
Healthy	4.5208	0	1.16127	0	0.1067	0.41091		64.87465	19.40932	4.5208	0	0	0	0	0.1067	0.41091	0
Healthy	25.95586	0.73631	0.06852	0.40996	0.02721	0.0326		17.13296	14.8292	25.95586	0.00276	1.11458	0.15448	0.32965	0.02721	0.0326	0.94578
Healthy	18.90966	0	0	0	4.72426	0		18.81286	15.1448	18.90966	3.82906	0	0.07613	0	4.72426	0	0.14488
Healthy	2.40938	0	0.11752	0	0.13507	0.03986		46.39336	1.27504	2.40938	0	0	0.01682	0	0.13507	0.03986	0
Healthy	11.29419	0.0718	0.11832	0	0	0.23522		47.84374	6.25596	11.29419	0	5.93298	0	0	0	0.23522	0
Healthy	12.17882	0	0	0	6.14809	0.85468		34.13754	20.18891	12.17882	0	0	5.71768	0	6.14809	0.85468	0
Healthy	19.71693	0	0.04767	0	0.86006	0.09033		16.00436	25.02272	19.71693	0.21783	0	0.2068	0	0.86006	0.09033	0
Healthy	1.27563	0	0.27555	0.05075	0.75772	0.02273		54.01504	3.83913	1.27563	15.6833	0	0.21796	0	0.75772	0.02273	0
Healthy	33.13698	0.74511	0.07618	0	0.53931	0		18.33383	15.39769	33.13698	5.40768	0	0.32142	0	0.53931	0	0
Healthy	0.79785	0	0	0	0	0		26.83962	65.60963	0.79785	1.00891	0	0	0	0	0	0
Healthy	6.97566	0.17943	0	0	0.29466	0.07989		39.07339	14.76696	6.97566	9.67415	0.29633	0.05465	0	0.29466	0.07989	0
Healthy	7.46867	0.04821	0.06674	0	0.11877	0.0045		9.82155	23.83814	7.46867	0.01216	10.2038	0.01102	2.16091	0.11877	0.0045	0.12423
Healthy	0.56432	0.05582	0.01	0	0.20557	0		13.17432	25.45292	0.56432	21.6446	28.8504	0.33876	0	0.20557	0	0.02673
Healthy	4.41409	0	0.06977	0	0.02258	0.02311		39.40733	23.62672	4.41409	0.02006	2.06604	0.42456	0.43712	0.02258	0.02311	0
Healthy	6.73312	0.43778	0.02112	0	0.37193	0		23.89571	13.60452	6.73312	0.82479	0	0.0024	0	0.37193	0	0.274
Healthy	6.73998	0.00733	1.39209	0	0.23311	0.04026		25.23997	20.97056	6.73998	0	5.21335	0.58484	0	0.23311	0.04026	0.00068
Healthy	0.46822	3.02557	0	0	0.08905	0		0.0535	20.00053	0.46822	19.24632	0	1.67613	0	0.08905	0	0.34814
Healthy	2.71661	0.88552	0.01914	0	0.90007	0.48516		67.69202	0.32214	2.71661	0.05632	0.00971	0.07109	0	0.90007	0.48516	0
Healthy	34.42512	0	0.08653	0.00586	0.02418	0		16.29226	9.58565	34.42512	14.9635	0	0.08418	0	0.02418	0	0
Healthy	11.18199	1.00372	0.65476	0	0.24176	0.21286		41.38437	6.96762	11.18199	0.36401	4.2137	0	0.60097	0.24176	0.21286	0.07723
Healthy	13.33536	0	0	0	0	0		19.63539	19.30728	13.33536	0	2.72782	0	0	0	0	0
Healthy	1.72735	0	0.10262	0	0.00439	0		69.62846	1.43651	1.72735	6.02135	0	0	0	0.00439	0	0
Healthy	5.48732	0.11658	0.027	0	0.32956	0.06413		67.52494	8.93732	5.48732	0	0.51593	0.03096	0.0167	0.32956	0.06413	0
Healthy	5.31106	0.1475	0.17495	0	0	0.34167		60.40072	4.83236	5.31106	7.59601	0.84788	0.15998	0.85057	0	0.34167	0
Healthy	0	0	0	0	0	0		0	36.2784	0	0	0	0	0	0	0	0
Healthy	12.417	0	0	0	0	0		0.32353	0.14735	12.417	0.69349	2.79206	0	0	0	0	0
Healthy	3.24333	0	0.25882	0	0.11404	0.01617		59.92933	17.82931	3.24333	2.79163	0.03718	0	0	0.11404	0.01617	0.00137
Healthy	2.59048	3.03507	0.01636	0	1.96776	0.25726		54.62681	10.63503	2.59048	1.63756	2.53241	0	0	1.96776	0.25726	0.02579
Healthy	1.45905	1.18863	1.04672	0	0.20666	0.08051		82.09293	8.46614	1.45905	0	0	0.05421	0	0.20666	0.08051	0
Healthy	6.65669	0.00668	4.20265	0	0.02757	0		81.63345	1.68352	6.65669	0.00262	0	0	0	0.02757	0	0
Healthy	0.53201	0	0	0	0	0		7.15519	4.16465	0.53201	0	0	0	0	0	0	0
Healthy	0.01626	30.08723	0	10.3635	0.00228	0		1.2664	0.02463	0.01626	0	0	0.06709	0	0.00228	0	0
Healthy	3.68222	1.55158	0.12338	0	0	0.12156		86.60796	3.96388	3.68222	0	0	0.05909	0	0	0.12156	0
Healthy	9.87279	0	0.01007	0	0.72864	0.05875		58.63242	3.71065	9.87279	0	0	0.06447	0.06463	0.72864	0.05875	0
Healthy	1.63042	0	0.14818	0	0.00235	0		69.11832	1.65078	1.63042	6.0867	0	0	0	0.00235	0	0
Healthy	11.76131	4.80113	0.05195	0	0.32449	0		24.69356	21.91303	11.76131	2.77181	0	0.41845	0	0.32449	0	0.43887
Healthy	2.77379	0.03977	0.58884	0	0.16121	0		67.30757	4.84983	2.77379	0.37589	0.05482	0.12479	0.39515	0.16121	0	0.01304
Healthy	0.01108	10.0884	0	0.01581	0	0		0.09526	0.00166	0.01108	1.14897	0	2.87911	0	0	0	0
Healthy	0.30326	24.92756	1.28341	0	0.66075	0		0.16537	59.07812	0.30326	0.36856	0	0.17473	0	0.66075	0	0.31538
Healthy	3.26286	0.19457	0.30614	0	0.06327	0.03185		66.93676	16.04995	3.26286	0.01613	0.60984	0.00882	0	0.06327	0.03185	0
Healthy	11.63344	0.02606	0.15944	0	0	0.1988		48.59647	6.46591	11.63344	0	5.91805	0	0	0	0.1988	0
Healthy	8.20623	0	0.03048	0	0.36166	0.71094		29.30749	6.2859	8.20623	0	23.0527	0.10463	2.18526	0.36166	0.71094	0
Healthy	2.25381	3.09985	0	0.31351	3.27596	0.14435		21.55582	7.45356	2.25381	2.33636	0	18.7303	0	3.27596	0.14435	0
Healthy	3.54995	0	0	0	0.04195	0		84.61456	3.24381	3.54995	1.35465	0	0	0	0.04195	0	0
Healthy	0.31645	2.29941	0.00946	0	0.00089	0		92.21789	0.89134	0.31645	0.00902	0	0.17684	0	0.00089	0	0
Healthy	1.44205	4.32045	0	0	0	0		92.9033	0.62689	1.44205	0	0.5239	0.00449	0	0	0	0
Healthy	28.5933	0	0.07377	0	0	0		27.32638	32.80859	28.5933	0.70752	0	0.22501	0	0	0	0
Healthy	37.51225	0	0.25948	0	0.57687	0.00237		15.5459	28.62055	37.51225	0	0.00101	1.90599	0	0.57687	0.00237	0
Healthy	8.31672	0.09945	0.05364	0	0.05706	0.00317		77.47972	1.24907	8.31672	0	0	0.03723	0	0.05706	0.00317	0
Healthy	0.36588	1.41219	0	0.03469	0	0		84.64447	10.25839	0.36588	0	0	0	0	0	0	0
Healthy	7.99247	0	1.11423	0	0.19541	0		31.72155	21.43962	7.99247	0	0.44549	0.26523	0.13241	0.19541	0	0.32578
Healthy	19.14699	0	0	0	0.1843	0		0.03494	1.45147	19.14699	0	0.52999	1.44636	0	0.1843	0	0
Healthy	25.72229	0	0.24983	0	1.06062	0		13.61883	34.62681	25.72229	0	0.90783	5.83365	0	1.06062	0	0.21083
Healthy	9.50651	0.07041	0	0	1.35017	0.61312		26.84406	1.33854	9.50651	0.68123	0.51143	0.33836	0	1.35017	0.61312	0
Healthy	10.32246	3.87592	0.9207	0	0.74197	0.15201		23.48328	4.86557	10.32246	0	0.03839	0.08758	0.027	0.74197	0.15201	0
Healthy	8.70907	2.20511	0	0	2.86878	0		10.34128	17.14471	8.70907	2.03168	0	15.63147	0.77447	2.86878	0	0
D006973	50.90608	3.72209	12.4013	0.02044	1.21471	0		16.25805	2.93796	50.90608	0.00051	0	0	0	1.21471	0	0
Healthy	6.73485	0.38894	0.03167	0	0.77395	0.64425		45.92099	0.59104	6.73485	3.06282	0.15089	0.11259	0	0.77395	0.64425	0
Healthy	46.1869	0	0.1948	0	0.97589	0		14.41753	24.33434	46.1869	0	0	0.55616	0	0.97589	0	0
Healthy	7.89874	0	0.03233	0	0.10488	0		9.24917	22.93402	7.89874	0	10.4974	0	1.99501	0.10488	0	0.0909
Healthy	5.65971	0.87234	1.41369	0	0.72546	0		60.92773	21.38004	5.65971	0	0	0	0	0.72546	0	0.02492
Healthy	15.68802	0.01134	0	0	1.57141	0.03312		8.02943	5.00888	15.68802	0.29555	0.02196	2.6575	9.12642	1.57141	0.03312	0.11643
Healthy	4.69942	0	0.11305	0	0.2049	0.32301		66.38383	3.03728	4.69942	0	10.6859	0.0566	0	0.2049	0.32301	0
Healthy	14.67128	0	0.04607	0	0.18773	0.0547		35.39785	7.99698	14.67128	0.03439	0.20975	0.28046	0	0.18773	0.0547	0
Healthy	0.01602	6.24806	0	0.82693	0	0		42.26421	0.01652	0.01602	1.90205	0	0.21795	0	0	0	0
Healthy	0.1939	0	0.65059	0.11196	3.25279	0		42.48248	31.99738	0.1939	0	0	4.16943	0.51063	3.25279	0	0
Healthy	6.22069	0.02355	0.06563	0	0.28988	0		61.3646	17.86529	6.22069	0	0	0	0	0.28988	0	0.00827
Healthy	5.90283	0.07343	0.02587	0	1.30556	0		29.69307	6.42589	5.90283	12.3918	0.03575	0	0	1.30556	0	0
Healthy	1.51024	0.33565	0.08902	0	0.13619	0.00134		88.81887	1.15802	1.51024	3.44798	0	0.23671	0	0.13619	0.00134	0
Healthy	3.52197	0.7905	0	0	0.01494	0.01083		75.66423	7.98688	3.52197	0.29179	5.28237	0.09659	0.00175	0.01494	0.01083	0.28766
Healthy	25.50694	0.96721	0.6435	0	0.03701	0.05404		11.04279	10.04519	25.50694	0.2822	1.37274	0.62684	0.60964	0.03701	0.05404	0.00623
Healthy	0.00657	0.40867	1.01327	0.02247	0	0		20.88845	10.3306	0.00657	6.54078	2.57563	0.26111	0	0	0	0.05697
Healthy	1.88544	1.47311	0.26952	0	0.91346	0.00275		21.04595	3.9878	1.88544	0.0048	6.50564	0.69903	0	0.91346	0.00275	0.03378
Healthy	0	55.8431	0	0.10453	0.00548	0		0.76754	0.00907	0	0	0	0.42169	0	0.00548	0	0
Healthy	19.634	0	0.18622	0.16653	0.03901	0.01778		11.27066	46.0693	19.634	3.83454	1.09277	2.10726	1.95868	0.03901	0.01778	0
Healthy	7.65122	0	0.24815	0	2.34005	0.18711		52.3283	6.76572	7.65122	0	2.05293	0.69844	0.56963	2.34005	0.18711	0
Healthy	7.43516	0	5.07894	0	0.07169	0		77.94764	1.99483	7.43516	0.03341	0	0	0	0.07169	0	0
Healthy	0.01253	32.52743	0	0	0	0		0.04442	0.00888	0.01253	0.00156	0	8.45016	0	0	0	0
Healthy	7.16924	0	0.80141	0	0.51979	0.012		56.48782	12.84546	7.16924	0	0.23897	0.12674	0.14036	0.51979	0.012	0
Healthy	0.43233	14.3158	0.01701	0	0.29453	0		24.46259	14.44736	0.43233	1.49971	0	0.34636	0	0.29453	0	0.42217
Healthy	11.89664	0.04264	0	0	0.07529	0		28.77083	34.20134	11.89664	5.04635	0	0.16374	0	0.07529	0	0.00383
Healthy	1.0492	0.21333	0.47338	0	0	0		93.08198	1.89543	1.0492	0	1.70433	0	0	0	0	0
Healthy	1.5014	0	0.1777	0	0	0		79.38439	0.92175	1.5014	3.05452	0	0	0	0	0	0
Healthy	30.5839	0.09735	0.00909	0	2.00161	0		27.10588	22.55743	30.5839	4.51571	0	0.47858	0	2.00161	0	0.53833
Healthy	5.41884	0	0.02417	0	0	0		45.66209	3.21747	5.41884	19.4359	7.48058	0	0	0	0	0
Healthy	1.29309	0	0.24261	0.04286	0.78968	0.03104		54.21951	4.13004	1.29309	15.8211	0	0.20247	0	0.78968	0.03104	0
Healthy	2.65288	31.3729	0	1.15378	0	0		34.78397	12.60723	2.65288	0	0	0	0	0	0	0
Healthy	5.15752	0	0.03129	0	0.12329	1.5784		70.81277	1.03475	5.15752	0	0	0	0.06462	0.12329	1.5784	0
Healthy	13.14182	0	0	0	0.27376	0		46.03779	7.68091	13.14182	1.54818	0	0.44688	0	0.27376	0	0
Healthy	6.02852	0.02945	0.02946	0	0.35335	0.09324		66.53079	8.76921	6.02852	0	0.551	0	0	0.35335	0.09324	0
Healthy	6.68465	0	0.08284	0	0.00593	0		69.43525	9.93586	6.68465	0	0	0.22257	0	0.00593	0	0
Healthy	10.3558	0.3614	2.56505	0.05321	0.09105	0.00606		64.29715	20.0526	10.3558	0.02685	0	0.01043	0	0.09105	0.00606	0
Healthy	2.31772	0.02759	0.10293	0.46323	1.37981	0		69.4734	10.52208	2.31772	0	0	0.87229	10.2689	1.37981	0	0
Healthy	7.97935	1.2049	1.86967	0	0.53511	0.20722		47.3489	8.30832	7.97935	0.06752	0	0	0.06242	0.53511	0.20722	0
D006973	16.55118	19.36187	0.05222	8.85775	0	0.07431		35.74704	1.11424	16.55118	0	0	0	0	0	0.07431	0
Healthy	7.39843	0.01188	1.47083	0	0.7222	0.00325		20.44932	43.48864	7.39843	3.06468	0	0.5615	0	0.7222	0.00325	0.37553
Healthy	5.18597	0.26918	0.03327	0	0.17534	0.00767		76.33169	1.82593	5.18597	9.32309	0	0.00185	0	0.17534	0.00767	0
Healthy	7.02362	0.00945	2.11366	0.20519	0	0.03244		65.66844	1.79405	7.02362	3.23764	0	0	0	0	0.03244	0
Healthy	3.37969	7.89453	0	0.75751	0	0		72.1312	5.0581	3.37969	0	0	7.92297	0	0	0	0
Healthy	7.54225	0	4.71587	0	0.03685	0		79.11498	1.90078	7.54225	0.03804	0	0	0	0.03685	0	0
Healthy	3.29187	0.06281	0.78712	0	0.24472	0		68.24437	3.65012	3.29187	0.30071	0.05177	0.08129	0.2505	0.24472	0	0
Healthy	0.32473	22.95247	0.3674	0	0	0		11.01509	22.44874	0.32473	0.02836	0.3623	0.11897	0	0	0	0
Healthy	1.78324	0.02112	0.27769	0	0	0		78.14997	0.779	1.78324	3.38631	0	0	0	0	0	0
Healthy	11.06845	0.5002	0.05967	0	0.12009	0.08063		21.87536	37.78292	11.06845	0	4.7408	0.09213	0	0.12009	0.08063	0
Healthy	5.44393	0.08051	0	0.63895	0.19751	0.07621		58.53372	14.95768	5.44393	0	0	0	0	0.19751	0.07621	0
Healthy	0.20884	0.20279	0	0	0	0		84.4203	8.13644	0.20884	0	0	0	0	0	0	0
Healthy	6.30289	0.61295	1.89431	0	0.15376	0.05312		42.47926	17.22782	6.30289	1.75677	0.36584	0.6215	0.23517	0.15376	0.05312	0.03665
Healthy	3.72816	0.11432	0.83108	0	0.16553	0.66426		47.37889	6.09247	3.72816	0.09331	9.35217	0.06279	0	0.16553	0.66426	0
Healthy	0.00099	43.4978	0	0.01653	0.13559	0		10.74691	0	0.00099	0	0	0.83807	0	0.13559	0	0
Healthy	1.21087	1.83613	0	0	2.47201	0.23576		25.67414	6.3569	1.21087	0	11.122	0.24952	33.6412	2.47201	0.23576	0.011
Healthy	0	62.5387	0	0	0	0		22.49124	0	0	0	0	0.05253	0	0	0	0
Healthy	3.7719	0.09242	0.27631	0	0.13388	0.08689		76.83471	3.00788	3.7719	6.36546	0	0	0	0.13388	0.08689	0
Healthy	1.38399	4.06977	0	0	0	0		92.28812	0.66851	1.38399	0	0.59471	0	0	0	0	0
Healthy	10.50373	0.36146	0	0.01404	0.0372	0		31.98124	39.18812	10.50373	0.0084	0	0.02291	0	0.0372	0	0.85915
Healthy	5.88356	2.0831	0.29636	0	0.38038	0.13869		23.00965	28.18362	5.88356	0	11.616	0	0.45884	0.38038	0.13869	0
Healthy	6.25253	3.88326	0.03146	0	0.22509	0		38.17931	8.52487	6.25253	0.99329	0	0.19785	0	0.22509	0	0.1041
Healthy	19.47635	1.04473	0.11219	0	0.15903	0.0363		56.97941	7.39893	19.47635	0.01951	0.03433	0	0	0.15903	0.0363	0.00447
Healthy	9.13958	1.97684	1.14166	0.07732	0.91117	0		36.78631	24.78142	9.13958	0.36813	0.14651	0.29168	0	0.91117	0	0.02578
Healthy	2.71082	1.75981	0.09698	0	0.86453	0.00341		33.69758	21.20273	2.71082	1.10061	0.0125	2.0702	0	0.86453	0.00341	0.02005
Healthy	12.12022	1.0333	0.64181	0	0.18263	0.28307		42.76229	6.4048	12.12022	0.50892	4.91313	0	0.53657	0.18263	0.28307	0.02365
Healthy	5.9688	10.2371	0.29002	0	1.41008	0.73117		13.51035	0.41297	5.9688	2.75299	43.3886	0.00571	0	1.41008	0.73117	0
Healthy	11.0999	0	0	0	2.03488	0		30.40843	12.59497	11.0999	0	1.57389	4.60414	1.65946	2.03488	0	0
Healthy	6.16445	0	0.09477	0	0.24039	0		60.42897	17.74424	6.16445	0	0	0	0	0.24039	0	0.0811
Healthy	10.83414	0.11712	2.8427	0	0.34772	0		48.36933	3.77426	10.83414	7.19169	0.16663	0.11753	0.14643	0.34772	0	0
Healthy	3.93054	1.63541	0.10453	0	0	0.10866		86.67021	3.62742	3.93054	0	0	0.05052	0	0	0.10866	0
Healthy	25.05284	0	0	0	0.06261	0		53.94904	10.0246	25.05284	0.79588	0	0	0	0.06261	0	0
Healthy	1.82906	0.11603	0.14531	0	0	0		70.08185	1.48986	1.82906	6.0438	0	0	0	0	0	0
Healthy	3.59359	0.0171	0.19631	0	0.01468	0.08122		68.69444	4.66185	3.59359	4.18391	0	0	0	0.01468	0.08122	0
Healthy	12.38335	0	0.04622	0	0	0.23754		36.02451	38.72134	12.38335	0	0	0	0	0	0.23754	0.15557
Healthy	10.34309	0.248	0.04286	0	0.24821	1.83635		41.26125	0.76608	10.34309	0	17.4983	0	0	0.24821	1.83635	0
Healthy	3.69285	1.50464	0.13374	0	0	0.10447		86.325	4.12593	3.69285	0	0	0.07207	0	0	0.10447	0
Healthy	32.7739	0.6389	0.07502	0.05597	0.03021	0.02126		32.03391	18.19203	32.7739	0.00027	0.05434	0.03416	0	0.03021	0.02126	0.00694
Healthy	5.93796	1.2401	0.28159	0	0.65288	0.19795		54.38789	0.88446	5.93796	9.07253	7.03795	0	0	0.65288	0.19795	0
Healthy	20.3138	0	0	0	4.32143	0		11.50015	52.88648	20.3138	0	0	0	0	4.32143	0	0
Healthy	0	0.02444	0.41347	0	0.89432	0		87.51526	0.72839	0	0.00139	0	0.01008	0	0.89432	0	0
Healthy	7.00809	3.81471	0.23006	0	0.00743	0.24541		64.18112	12.47854	7.00809	0	0	0	0	0.00743	0.24541	0
Healthy	6.81303	0	0.30087	0	0.60856	0.101		44.35732	4.18866	6.81303	18.04581	7.24902	0.00221	0	0.60856	0.101	0.01066
Healthy	7.52962	0.31653	0.04101	0	0.28924	0		71.89766	8.46781	7.52962	0	0.75706	0.00913	0	0.28924	0	1.00951
D006973	5.95389	0	12.9995	0	0.10395	0		16.99537	1.71339	5.95389	0.00309	0.00976	0	0	0.10395	0	0
Healthy	36.86781	0	0	0	0.1074	0		16.44269	24.57283	36.86781	0	0	0.43094	0.83832	0.1074	0	0
Healthy	10.32659	0.14818	0.00239	0	0.44716	0.06757		33.92695	34.36928	10.32659	0.31699	0.00093	2.15452	0.00087	0.44716	0.06757	0.03265
Healthy	1.84077	0.01937	0.13016	0	0	0		69.49744	1.75971	1.84077	6.00624	0	0	0	0	0	0
Healthy	3.66208	0	0	0	0	0		8.0179	68.64843	3.66208	0	0	0	0.37891	0	0	0.14174
Healthy	12.67852	1.59734	1.20222	0	0.23723	0		34.71316	27.51525	12.67852	0.64263	0.01726	0.23377	0	0.23723	0	0.03624
Healthy	1.01859	0	0.17312	0	0	0		80.53586	0.79525	1.01859	2.78692	0	0	0	0	0	0
Healthy	4.76834	1.28812	0.27332	0	0.75143	0.15019		54.81073	0.83639	4.76834	9.10087	7.02297	0	0	0.75143	0.15019	0
Healthy	7.70738	0	1.92983	0	0.3124	0.17665		39.9344	6.71303	7.70738	11.0352	0	0	0	0.3124	0.17665	0
Healthy	0.14974	0.87141	0.02804	0	0.02643	0		31.95878	26.45181	0.14974	4.00506	0.77451	0.47479	0	0.02643	0	0.26809
Healthy	2.45134	0.02403	0.16454	0	0	0		69.64278	4.87012	2.45134	6.07134	0	0	0	0	0	0
Healthy	0	0.66821	0	0	0	0		0	92.4206	0	0.84313	0	0	0	0	0	0
Healthy	22.80431	0.12429	0.04685	0	1.89296	0		22.84838	34.44731	22.80431	0	0.92533	2.26844	1.30656	1.89296	0	0
Healthy	23.88984	1.86635	0.06138	0	0.57416	0.02522		13.085	34.59798	23.88984	2.54944	0	2.30747	0	0.57416	0.02522	0.20024
Healthy	5.79401	0.09296	0	0	7.47214	0		7.51293	43.05313	5.79401	0	0	0.04582	0	7.47214	0	0.07026
Healthy	0.72953	2.41736	0.3228	0	0	0.17028		71.33247	2.50648	0.72953	0	0	0	0	0	0.17028	0
Healthy	7.88049	10.872	0.2422	0	1.45693	0.70847		13.53736	1.41648	7.88049	2.61884	43.2041	0.01391	0	1.45693	0.70847	0
Healthy	19.7307	0	0	0	0	0		16.28189	3.29556	19.7307	0	0	0	0	0	0	0
Healthy	1.4647	0.52267	0.10499	0	0	0.03564		94.04399	0.90055	1.4647	0.00094	0	0.11431	0	0	0.03564	0
Healthy	13.11319	0.31482	4.2302	0	0	0.06093		47.92076	22.67387	13.11319	0	1.52702	0.05784	0.81108	0	0.06093	0
Healthy	11.55041	0.31275	0.00058	0.00493	0.33878	0.01864		35.26747	32.36244	11.55041	7.11565	0.0038	2.06336	0	0.33878	0.01864	0.0066
Healthy	19.62714	0	0.018	0	1.38018	0		49.26256	18.01938	19.62714	0.21168	0	0.47098	0	1.38018	0	0.04859
Healthy	13.60169	16.4746	0.25124	0	0.64845	0.42185		13.61599	7.0108	13.60169	5.34623	6.22071	0.00196	10.5995	0.64845	0.42185	0
Healthy	3.93508	0.52049	0.03134	0	0.17776	0		16.58933	5.53006	3.93508	0.3099	0	0.02929	0	0.17776	0	0.21581
Healthy	8.45378	0.06226	0.03924	0	0.09098	1.54568		66.40109	1.01419	8.45378	0	0	0	0.00353	0.09098	1.54568	0
Healthy	6.03468	0.31172	0.07583	0	0	0		45.57119	21.28276	6.03468	3.99643	0.19332	0	0	0	0	0.01236
Healthy	1.60922	5.0916	0	0	0	0		92.02535	0.65403	1.60922	0	0.56198	0	0	0	0	0
Healthy	2.61355	0.22463	0.25675	0	0.02172	0.02861		65.49834	6.0521	2.61355	7.97394	0	0.2548	0	0.02172	0.02861	0
Healthy	9.12201	0	0.79681	0	0.43965	0.35913		50.54832	13.55958	9.12201	0	3.60407	0.0432	0.27414	0.43965	0.35913	0
Healthy	6.51327	0.26004	1.31337	0	0.37631	0		34.21805	20.78452	6.51327	0.01684	0	0.00703	0	0.37631	0	0.02864
Healthy	3.20425	7.20261	0.11897	0	0	0		15.17885	15.24657	3.20425	3.42889	0	17.28964	0	0	0	0
D006973	6.9151	24.32774	0.00286	1.88415	0.02152	0		22.22951	0.40237	6.9151	0.47007	0	0.00448	0	0.02152	0	0.04688
Healthy	7.88033	0.01468	0.03655	0.05033	0.29557	0.07743		69.2182	2.35519	7.88033	0.42243	0.50002	0.02839	0	0.29557	0.07743	0
Healthy	7.52538	0.02937	0.17428	0	0.08966	0		67.58822	10.82104	7.52538	0	0	0.23763	0	0.08966	0	0.00356
Healthy	19.15657	7.62006	0	0.04533	1.16741	0		7.31158	40.89378	19.15657	0.30352	0	4.33531	0.71112	1.16741	0	1.85593
Healthy	7.11112	8.47483	0.01206	0.30978	3.24377	0.05299		8.95533	28.36723	7.11112	0.01346	0	12.35353	8.58242	3.24377	0.05299	0.00372
Healthy	9.07805	0	4.4886	0	0.66879	0.07281		56.26507	12.70828	9.07805	0	0	0.16048	0	0.66879	0.07281	0
Healthy	3.93028	0	0.68001	0	0.09753	0.02468		64.66053	25.61626	3.93028	0.01432	0.03433	0.05776	0	0.09753	0.02468	0.10707
