group	Firmicutes_A	Actinobacteriota	Firmicutes		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	8.15673	0.71851	0.05218		83.50859	8.15673	0.71851	0.85668	0	0.05218	0	0	
Healthy	8.053	0	0.00254		69.61899	8.053	0	0.32819	0	0.00254	0	0.20568	
Healthy	42.48772	1.59502	0.26178		35.45701	42.48772	1.59502	3.1137	0.01892	0.26178	0	0	
Healthy	0.41327	13.97841	0.70418		35.4642	0.41327	13.97841	5.04845	0	0.70418	0	0	
Healthy	0.08783	0.56795	0.01304		81.15904	0.08783	0.56795	18.14373	0	0.01304	0	0	
Healthy	38.34354	24.77208	0.4979		17.74643	38.34354	24.77208	1.15826	0	0.4979	0	0.00413	
Healthy	0.05717	42.35684	42.76447		0.01829	0.05717	42.35684	0.00218	0	42.76447	0	0	
Healthy	52.57044	5.9162	0.90651		22.85559	52.57044	5.9162	0.6575	0	0.90651	0	0	
Healthy	8.29801	0.16551	0		62.06333	8.29801	0.16551	0.02868	0.72345	0	0	0.02718	
Healthy	51.76056	0.00477	0.04991		35.39595	51.76056	0.00477	0.05103	0	0.04991	0	0.23466	
Healthy	24.69301	5.79741	10.42845		35.00133	24.69301	5.79741	0.13076	0.76146	10.42845	3.13175	0.05118	
Healthy	59.48359	1.10642	0.39124		24.18276	59.48359	1.10642	0.35944	1.98576	0.39124	0.6898	0	
Healthy	33.73757	8.55671	6.0136		35.06354	33.73757	8.55671	0	0	6.0136	0	0.84778	
Healthy	25.96428	0.32824	2.07157		34.40887	25.96428	0.32824	0.17753	0	2.07157	0	0.00188	
D003093	34.50679	14.7049	1.64451		9.90964	34.50679	14.7049	0.22238	0	1.64451	0	0	
Healthy	76.0443	0	0		8.96652	76.0443	0	0	0	0	0	0	
Healthy	6.33358	1.53897	0.14515		13.28972	6.33358	1.53897	11.33256	43.6798	0.14515	0	0.67525	
Healthy	29.66465	1.28762	1.84246		30.94194	29.66465	1.28762	3.34159	0	1.84246	0	0.34965	
Healthy	23.6992	1.6953	0.09353		48.29775	23.6992	1.6953	0.93853	0	0.09353	0	0.02565	
Healthy	8.17844	0.03824	0.01308		73.72796	8.17844	0.03824	0.40863	0	0.01308	0	0.01315	
Healthy	6.76286	0.04813	0.23776		84.11875	6.76286	0.04813	0.04764	0	0.23776	0	0	
Healthy	26.87428	28.13049	0.75977		12.37931	26.87428	28.13049	0	0	0.75977	0	0	
D003093	41.04735	0.51528	0.78526		30.51975	41.04735	0.51528	2.00065	0.00671	0.78526	0.12786	0.04826	
Healthy	49.63685	10.5561	0		32.95493	49.63685	10.5561	0	0	0	0	0	
Healthy	29.86643	1.48396	0.23671		39.49502	29.86643	1.48396	0.75434	1.58407	0.23671	0.18893	0.11593	
Healthy	8.93031	0.32507	0.28924		69.04725	8.93031	0.32507	0.12904	0	0.28924	0	0	
Healthy	3.60021	0.35532	0.03612		70.12604	3.60021	0.35532	0.20741	0	0.03612	0	0	
Healthy	27.53011	0.73295	3.60792		19.31718	27.53011	0.73295	0.56991	2.74406	3.60792	0.7215	0.01415	
Healthy	38.81676	0.53273	6.67327		32.49242	38.81676	0.53273	0.38791	0.55328	6.67327	0.45909	0.00985	
Healthy	10.22448	0.54605	0		57.50504	10.22448	0.54605	0.33818	8.52608	0	0	0.52681	
Healthy	11.00616	5.38878	0		39.89908	11.00616	5.38878	0.03015	9.31857	0	7.872	0	
Healthy	15.98354	0.35289	0		52.91409	15.98354	0.35289	0.35481	5.41567	0	0	0.3516	
Healthy	10.11289	0.34022	0.0245		68.77191	10.11289	0.34022	0.166	0.5814	0.0245	0	0.0648	
Healthy	33.2856	3.89687	0.20363		45.45746	33.2856	3.89687	0.2264	1.05638	0.20363	1.94601	0	
Healthy	8.94356	0.09604	0.35537		66.03093	8.94356	0.09604	0.44553	0	0.35537	0	0.03382	
Healthy	49.46732	14.92954	0.52938		21.1453	49.46732	14.92954	1.568	0	0.52938	0	0.00339	
Healthy	7.41066	0.36434	0.31189		69.13208	7.41066	0.36434	0.16446	0	0.31189	0	0	
Healthy	7.69869	0.19247	0.12122		86.46015	7.69869	0.19247	1.67283	0	0.12122	0	0.10717	
Healthy	9.96724	4.36967	22.38885		21.75481	9.96724	4.36967	5.06858	0	22.38885	0	0.18342	
Healthy	10.79432	0.6427	0		58.04255	10.79432	0.6427	0.38078	8.20473	0	0	0.56576	
Healthy	2.19671	0.00792	0		92.24673	2.19671	0.00792	4.03448	0.59403	0	0	0	
Healthy	26.88748	1.27925	1.51498		40.35934	26.88748	1.27925	1.90938	0.4233	1.51498	0	0.04717	
Healthy	22.95628	0	10.27353		39.48581	22.95628	0	0.54745	0	10.27353	0.70003	0	
D003093	10.16549	1.2038	0.58005		57.45656	10.16549	1.2038	6.64336	0	0.58005	0	0.02964	
Healthy	10.57875	0.33115	0.02819		68.32121	10.57875	0.33115	0.04401	0.50967	0.02819	0	0.09384	
Healthy	0	0	0		74.06347	0	0	0	0	0	0	0	
Healthy	0.40799	19.65488	2.31048		6.96398	0.40799	19.65488	35.8847	0	2.31048	0	0	
Healthy	33.80219	0.06519	0.08072		39.1985	33.80219	0.06519	0.97126	0	0.08072	0	0	
Healthy	37.75692	12.35718	0.84809		25.10802	37.75692	12.35718	4.02899	0	0.84809	0	0.02415	
Healthy	20.88855	0.45367	1.36384		62.08988	20.88855	0.45367	0.44987	0.00396	1.36384	0	0.01112	
Healthy	1.44962	20.53496	0.0462		31.9736	1.44962	20.53496	0.21398	0	0.0462	0	0	
Healthy	9.05068	0.07546	0.05804		35.78505	9.05068	0.07546	1.95772	0	0.05804	0	0	
Healthy	2.54449	4.3229	0.09543		87.21806	2.54449	4.3229	0.84041	0	0.09543	0	0	
Healthy	15.88753	0.37601	0		60.10863	15.88753	0.37601	11.0407	0	0	0	0	
Healthy	13.28918	1.04828	0.00254		36.41873	13.28918	1.04828	0.41579	6.92065	0.00254	0	0.07159	
Healthy	42.25648	7.27054	0.89389		13.7984	42.25648	7.27054	0.21343	2.29678	0.89389	0	0.02166	
Healthy	43.79257	0.74428	3.26204		23.37048	43.79257	0.74428	0.30909	7.21283	3.26204	0	0.00678	
Healthy	15.6154	0.12798	0.21573		71.06037	15.6154	0.12798	1.00291	0.70978	0.21573	0	0	
Healthy	29.93878	2.70646	1.14144		20.0404	29.93878	2.70646	0.46235	2.42903	1.14144	23.0782	0	
Healthy	24.66245	7.21431	0.29875		50.1858	24.66245	7.21431	0.86281	0.16777	0.29875	0	0.17459	
D003093	53.01561	19.60794	1.72512		14.39011	53.01561	19.60794	2.20192	0	1.72512	0	0	
Healthy	38.72004	2.20601	1.19317		38.26838	38.72004	2.20601	0.31953	3.27005	1.19317	5.69836	0.06404	
Healthy	2.73768	0.16641	0		92.365	2.73768	0.16641	0.64798	1.90243	0	0	0	
Healthy	8.32207	0.03628	0		81.22765	8.32207	0.03628	4.16845	0	0	0	0	
Healthy	13.98482	0.78822	0.02598		65.0962	13.98482	0.78822	1.61713	0	0.02598	0.19466	0.10964	
Healthy	5.0041	51.59047	0.29091		6.15386	5.0041	51.59047	30.44205	0	0.29091	0	0.13845	
Healthy	7.45679	0	0		28.92219	7.45679	0	0	0	0	24.9923	0	
Healthy	15.06033	0	0.62781		35.99257	15.06033	0	31.67116	0	0.62781	0	0	
Healthy	41.72538	6.93139	0.0938		24.40406	41.72538	6.93139	8.09951	0.96214	0.0938	0	0.01354	
D003093	56.24847	0	5.02069		24.12352	56.24847	0	0	0	5.02069	0.50707	0	
Healthy	46.88441	0.10161	0.30067		10.84973	46.88441	0.10161	0.25654	0.51042	0.30067	1.18571	0	
Healthy	13.93783	0.81501	0.51132		60.62347	13.93783	0.81501	3.03222	5.89208	0.51132	0	0	
Healthy	7.35771	49.86325	0.41678		0.78649	7.35771	49.86325	4.99879	0	0.41678	0	0	
Healthy	9.71682	0	0		78.72753	9.71682	0	0	0	0	0	0	
Healthy	14.5506	0.48312	0.33415		30.64575	14.5506	0.48312	0.02018	22.9272	0.33415	2.25233	0.57923	
D003093	47.10491	0.57055	0.1078		28.78323	47.10491	0.57055	6.10806	0.1072	0.1078	2.66297	0	
Healthy	18.88532	26.15008	0.50355		41.73987	18.88532	26.15008	0.43975	0	0.50355	0	0	
Healthy	6.72009	0.20082	0.10114		88.13317	6.72009	0.20082	1.5694	0	0.10114	0	0.10572	
Healthy	0.02311	29.02661	3.37898		3.3361	0.02311	29.02661	1.69495	0	3.37898	0	0	
Healthy	8.50174	0.09959	0.40066		64.70968	8.50174	0.09959	0.48244	0	0.40066	0	0.01923	
D003093	45.04113	2.15271	5.56297		28.3137	45.04113	2.15271	0.77923	0	5.56297	9.21716	0.02432	
Healthy	8.97402	0.16061	0.0296		77.41273	8.97402	0.16061	0.13935	0	0.0296	0	0	
Healthy	54.71773	0	0.08621		21.31408	54.71773	0	0.87193	3.03715	0.08621	2.85438	0	
Healthy	31.26008	0.45313	2.70039		53.36596	31.26008	0.45313	1.38251	0.27013	2.70039	0	0.03201	
Healthy	24.03878	65.29442	0.15737		2.09168	24.03878	65.29442	0.56112	0	0.15737	0	0.00575	
D003093	51.32849	4.10353	2.59356		13.43634	51.32849	4.10353	0.03416	0	2.59356	2.4371	0.10814	
Healthy	9.99869	0.34833	0.02661		69.39796	9.99869	0.34833	0.10054	0.60698	0.02661	0	0.0474	
Healthy	16.29871	1.20124	0.0753		64.27322	16.29871	1.20124	0.17379	0	0.0753	0	0.08784	
D003093	21.58141	4.78933	11.225		50.18907	21.58141	4.78933	0.99033	0	11.225	0	0	
Healthy	27.65397	3.9263	0.22474		48.43001	27.65397	3.9263	4.75661	1.10837	0.22474	0.72763	0	
Healthy	40.43964	6.54889	0.20231		34.22241	40.43964	6.54889	7.16063	0.00206	0.20231	0	0	
Healthy	22.10962	1.49003	0.11958		55.54094	22.10962	1.49003	2.75317	0.16075	0.11958	0	0.13371	
Healthy	24.05142	0.18589	4.38607		61.65429	24.05142	0.18589	0.04937	0.02062	4.38607	0	0	
Healthy	25.06785	0.99778	0.05953		65.64788	25.06785	0.99778	0.06731	0	0.05953	0	0.00392	
D003093	29.86848	7.91931	2.47872		39.16523	29.86848	7.91931	1.94116	0	2.47872	0	0.05741	
Healthy	51.8272	14.25515	1.46741		19.28264	51.8272	14.25515	1.47699	0	1.46741	0	0	
Healthy	19.59962	3.53472	0.16891		64.5609	19.59962	3.53472	1.60914	0	0.16891	0	0.05159	
Healthy	17.35532	0.45694	0		24.24937	17.35532	0.45694	0	1.5579	0	3.75888	0	
Healthy	0.29139	0.99406	0		4.78083	0.29139	0.99406	0.16342	0	0	0	0	
Healthy	28.1777	1.46651	2.0292		58.12382	28.1777	1.46651	0.30512	0	2.0292	0	0	
Healthy	12.18149	0.36831	2.00046		32.85371	12.18149	0.36831	2.51489	8.81852	2.00046	0	0	
Healthy	7.39279	0.34587	0.34117		68.16366	7.39279	0.34587	0.16686	0	0.34117	0	0	
Healthy	9.79519	0.02065	0.48854		58.90129	9.79519	0.02065	0.44807	0	0.48854	0	0	
Healthy	37.79932	1.0629	1.64572		42.58631	37.79932	1.0629	1.36325	4.41413	1.64572	0	0.0426	
Healthy	52.30027	0.92964	4.19663		21.49334	52.30027	0.92964	7.27371	0.62741	4.19663	0	0.13475	
Healthy	0.01299	52.4079	0.68095		0.03129	0.01299	52.4079	45.00941	0	0.68095	0	0	
Healthy	1.08261	0	0		88.19624	1.08261	0	0.416	0	0	0	0.00545	
Healthy	6.17547	1.40538	0.13699		13.27934	6.17547	1.40538	9.97641	43.6515	0.13699	0	0.55699	
D003093	47.41297	3.44597	1.48759		15.82809	47.41297	3.44597	0.87855	1.38717	1.48759	3.41689	0.00253	
Healthy	32.6469	0	7.28847		13.13673	32.6469	0	0	0	7.28847	0	0	
Healthy	11.86641	1.36527	0.28701		70.07902	11.86641	1.36527	3.13358	0	0.28701	0.02974	1.36988	
Healthy	20.63313	0.18959	0.01747		59.69502	20.63313	0.18959	0.96162	0	0.01747	0	0.0419	
Healthy	41.60011	0.00301	0.00355		40.48576	41.60011	0.00301	0.20747	0	0.00355	0	0.13498	
Healthy	45.36671	0.28995	1.04134		40.69063	45.36671	0.28995	0.03153	0.11208	1.04134	0	0	
Healthy	37.39783	0	0.00339		40.68938	37.39783	0	1.38955	6.26075	0.00339	0	0	
Healthy	6.42659	2.03474	0		60.29276	6.42659	2.03474	0.35723	4.73887	0	0.22575	0.81543	
Healthy	15.00724	1.58394	0.0844		48.26803	15.00724	1.58394	2.99475	0.21161	0.0844	0.1768	0	
Healthy	31.63977	13.36913	23.52659		9.86283	31.63977	13.36913	2.06096	0	23.52659	1.52347	0.00308	
Healthy	27.29555	0.05482	0.069		63.58903	27.29555	0.05482	3.04508	0	0.069	0	0.45437	
Healthy	21.73906	0.0039	0.6651		64.88079	21.73906	0.0039	0.01673	0.4425	0.6651	3.94462	0	
Healthy	13.21747	0	0.30326		67.28859	13.21747	0	3.23491	0	0.30326	0	0.06397	
Healthy	33.08607	0	0.05801		43.37371	33.08607	0	1.55969	4.52563	0.05801	2.01869	0.02125	
Healthy	25.71676	0.16872	0		36.02107	25.71676	0.16872	12.40094	6.82668	0	1.14621	0.15063	
Healthy	46.92986	5.08039	4.53954		1.93236	46.92986	5.08039	0	0	4.53954	33.9196	0	
Healthy	39.73043	0.88091	0.41503		34.03976	39.73043	0.88091	1.18745	0	0.41503	0	0	
Healthy	53.12138	0.05983	1.38981		21.74088	53.12138	0.05983	0.1202	0	1.38981	0	0.00636	
Healthy	2.0634	0	0.0131		92.29603	2.0634	0	4.73614	0.60661	0.0131	0	0	
Healthy	16.8256	22.47196	1.14024		20.81488	16.8256	22.47196	8.62087	1.60876	1.14024	0	0	
Healthy	16.20425	1.22829	0.06224		63.42071	16.20425	1.22829	0.21284	0	0.06224	0	0.08158	
Healthy	38.36231	0.62369	0.49265		42.96631	38.36231	0.62369	0.15343	0	0.49265	0	0	
Healthy	31.17602	4.14204	0.40449		50.37125	31.17602	4.14204	0.49201	0	0.40449	0	0	
Healthy	12.60936	0.45912	0.38506		77.58969	12.60936	0.45912	0.27784	0	0.38506	0	0.01635	
Healthy	0.00431	24.21186	0.18306		54.08505	0.00431	24.21186	2.41618	0	0.18306	0	0	
Healthy	22.60556	4.53564	0		59.9376	22.60556	4.53564	0	0.99286	0	0	0	
Healthy	24.54867	4.36566	0.08839		43.99451	24.54867	4.36566	1.95264	0	0.08839	0	0	
D003093	57.38716	18.45681	5.91192		7.75975	57.38716	18.45681	0.11664	0	5.91192	0	0	
Healthy	1.51487	0.32143	0.17975		66.58231	1.51487	0.32143	12.2442	0	0.17975	0	0.01825	
Healthy	64.72504	0	0		11.37453	64.72504	0	0	0.12715	0	2.31774	0	
Healthy	23.43971	0.14119	4.91841		45.65244	23.43971	0.14119	0.42364	0	4.91841	0	0.00551	
Healthy	29.16104	17.25563	29.06302		4.69747	29.16104	17.25563	0.03762	0.12461	29.06302	0	0	
Healthy	6.22254	2.28136	0		60.11791	6.22254	2.28136	0.19764	4.48843	0	0.22399	0.92989	
Healthy	1.65938	0.26686	0.15445		67.49187	1.65938	0.26686	11.83987	0	0.15445	0	0.03034	
Healthy	1.03228	18.4162	0.01906		67.63196	1.03228	18.4162	1.3045	0	0.01906	0	0	
Healthy	9.78051	4.03374	0		70.17776	9.78051	4.03374	0.46365	0.14576	0	0.07584	0.10993	
Healthy	30.94651	3.95329	2.41692		33.84269	30.94651	3.95329	1.89298	0	2.41692	2.19226	0.03176	
Healthy	2.4219	0.1602	0		67.15064	2.4219	0.1602	0.96304	0	0	0	0	
Healthy	9.68118	0.24984	0.43472		67.94477	9.68118	0.24984	6.29351	0	0.43472	0	0	
Healthy	8.56053	0.003	0.19742		0.60162	8.56053	0.003	20.68714	0	0.19742	1.21267	0	
Healthy	35.12437	4.08395	0.37534		42.29055	35.12437	4.08395	3.66981	0.04075	0.37534	0	0	
Healthy	2.55343	0.20225	0		66.57364	2.55343	0.20225	0.91601	0	0	0	0	
Healthy	15.68346	0.79724	0.01752		64.0291	15.68346	0.79724	1.6389	0	0.01752	0.17934	0.20433	
Healthy	35.22536	0	6.09692		27.92004	35.22536	0	0	2.7012	6.09692	2.85895	0	
Healthy	37.61435	0.2743	0.52824		40.70462	37.61435	0.2743	8.30302	0.71458	0.52824	0	0	
D003093	27.04552	1.85007	36.99076		18.55008	27.04552	1.85007	1.47757	0	36.99076	0	0	
Healthy	1.85045	0.00675	0		87.34147	1.85045	0.00675	0.04368	0.92836	0	0	0	
Healthy	7.91941	0.0381	0.03033		74.65231	7.91941	0.0381	0.4627	0	0.03033	0	0.05945	
Healthy	7.8479	0.02333	0.03817		74.32335	7.8479	0.02333	0.42792	0	0.03817	0	0.05948	
Healthy	9.31799	0.5719	0.1137		81.44009	9.31799	0.5719	0.35876	0	0.1137	0	0.07416	
Healthy	73.86581	1.82293	12.75819		1.90822	73.86581	1.82293	3.95611	0.25093	12.75819	0.03388	0	
Healthy	56.83788	0	0		8.15611	56.83788	0	0	2.3946	0	0.23581	0	
Healthy	0	36.67437	1.75162		3.18355	0	36.67437	0	0	1.75162	0	0	
Healthy	53.39259	1.03501	4.84982		7.35224	53.39259	1.03501	0.02933	0	4.84982	0.39922	0.00538	
Healthy	65.88694	7.42975	8.01717		6.09896	65.88694	7.42975	0.21655	0	8.01717	9.40243	0	
Healthy	7.42016	0.63762	0.08015		84.36824	7.42016	0.63762	0.76153	0	0.08015	0	0	
Healthy	36.67424	21.7203	10.19075		19.30946	36.67424	21.7203	1.17428	0.00518	10.19075	0.88633	0.07794	
Healthy	31.89831	7.36041	35.18628		3.71972	31.89831	7.36041	0.12297	0.09002	35.18628	0.06908	0.01252	
Healthy	9.20617	20.1081	0.14391		32.12247	9.20617	20.1081	0.27615	0.13121	0.14391	0	0.07843	
Healthy	27.96733	0.77507	0		54.00114	27.96733	0.77507	1.21876	1.14738	0	0	0	
Healthy	21.30689	3.68407	2.48323		65.61651	21.30689	3.68407	0.43172	0	2.48323	0	0.01467	
Healthy	1.86628	0.04607	0		80.12162	1.86628	0.04607	0.22455	0	0	0	0	
D003093	35.92224	5.88254	1.98615		33.64477	35.92224	5.88254	1.06148	0	1.98615	0	0.01371	
Healthy	8.51103	0.89979	1.20125		78.3768	8.51103	0.89979	0.1086	0	1.20125	0	0.04372	
Healthy	50.91172	0.10093	0.00777		27.13214	50.91172	0.10093	0.12258	0.00448	0.00777	0	0	
Healthy	24.08521	0.09998	0.02834		65.13207	24.08521	0.09998	1.06893	0	0.02834	0	0.38077	
Healthy	59.33053	1.12712	0.53713		20.12786	59.33053	1.12712	0.49033	0	0.53713	0	0.02325	
Healthy	27.84468	0.05941	0.07447		64.59072	27.84468	0.05941	3.19954	0	0.07447	0	0.45119	
D003093	25.66647	2.27909	8.78041		34.72789	25.66647	2.27909	1.16025	0	8.78041	0	0.02317	
Healthy	27.40458	0.5321	15.74464		29.44806	27.40458	0.5321	0.28879	0	15.74464	0	0.07796	
Healthy	9.1097	0.18061	0.03853		77.62184	9.1097	0.18061	0.19838	0	0.03853	0	0.00662	
Healthy	4.54794	3.57254	0		84.77554	4.54794	3.57254	0.06675	0.08372	0	0.61813	0.34947	
Healthy	49.96066	3.73647	6.06571		26.67123	49.96066	3.73647	3.04921	0	6.06571	0.41728	0	
Healthy	25.33938	5.36878	0.22582		55.77084	25.33938	5.36878	1.3897	0.0027	0.22582	0	0.36926	
Healthy	34.52994	0	0.39024		24.50865	34.52994	0	0	2.7746	0.39024	0	0	
Healthy	10.22544	4.30195	0.00369		70.98239	10.22544	4.30195	0.29827	0.14188	0.00369	0.0551	0.07641	
Healthy	7.66882	0.37634	0.32209		69.36269	7.66882	0.37634	0.14285	0	0.32209	0	0	
Healthy	14.37698	4.90829	0.71239		39.35148	14.37698	4.90829	0	5.60891	0.71239	9.94258	0	
Healthy	28.58704	0	0.65212		30.44125	28.58704	0	5.28012	0	0.65212	1.00191	0	
Healthy	13.88369	2.01862	0.04676		31.20638	13.88369	2.01862	3.30416	7.45317	0.04676	0	0.04213	
Healthy	34.00057	35.05371	0.29385		16.84445	34.00057	35.05371	1.15759	0	0.29385	0	0	
Healthy	9.51242	0.17126	0.04678		77.84901	9.51242	0.17126	0.12893	0	0.04678	0	0.00316	
Healthy	27.45338	0.11244	7.57321		35.22085	27.45338	0.11244	0.41756	0	7.57321	0	0.00208	
Healthy	10.66567	0.64807	0		57.15938	10.66567	0.64807	0.37763	8.4388	0	0	0.63549	
Healthy	5.86188	0	0.33659		83.02813	5.86188	0	0	0	0.33659	0	0	
Healthy	14.35009	34.37972	0.53798		7.90302	14.35009	34.37972	11.83163	0	0.53798	0	0.14252	
Healthy	41.98356	17.24248	3.22449		16.68874	41.98356	17.24248	1.87602	0	3.22449	0	0	
Healthy	13.83164	2.83285	0.11564		47.249	13.83164	2.83285	3.31284	0	0.11564	0.06225	0.17429	
Healthy	16.00993	0	0		69.17688	16.00993	0	0.40279	0.32142	0	0	0	
Healthy	20.34192	0.74268	0.09156		68.93702	20.34192	0.74268	0.05937	0	0.09156	0	0.03527	
Healthy	6.72963	0.04492	0.25137		84.32139	6.72963	0.04492	0.07105	0	0.25137	0	0	
Healthy	22.28803	10.47035	0.04948		25.7848	22.28803	10.47035	16.86795	0.12379	0.04948	0.96345	0.06906	
Healthy	24.98947	2.41156	2.36712		41.14394	24.98947	2.41156	3.90978	0.57597	2.36712	0.16752	0.15837	
Healthy	5.80267	0.44472	0.2823		70.22306	5.80267	0.44472	0.16181	0	0.2823	0	0	
Healthy	43.2032	0.01321	0		26.96368	43.2032	0.01321	0.06268	0	0	0.59351	0	
Healthy	3.40865	0.24072	0.01778		70.29138	3.40865	0.24072	0.17763	0	0.01778	0	0	
Healthy	10.63145	1.39351	0.17686		69.34973	10.63145	1.39351	3.06382	0	0.17686	0.02383	1.31486	
Healthy	3.45029	0.12345	0.00313		43.80826	3.45029	0.12345	0.12456	0	0.00313	0	0.07428	
Healthy	5.82757	0.93069	0.09281		56.6143	5.82757	0.93069	0.48548	0	0.09281	0	0	
Healthy	55.99991	3.1891	2.40624		16.2496	55.99991	3.1891	0.03717	0	2.40624	0	0	
Healthy	14.20639	0.12917	0.28565		72.62941	14.20639	0.12917	0	0	0.28565	0	0	
D003093	48.74656	1.58908	0.36508		31.80537	48.74656	1.58908	0.34233	0.0028	0.36508	1.26959	0.00452	
D003093	40.78377	5.73104	4.37453		26.86111	40.78377	5.73104	0.39124	0	4.37453	0	0.02605	
Healthy	28.68875	0.73985	1.33327		48.7609	28.68875	0.73985	6.08915	0.01073	1.33327	0	0	
Healthy	51.71918	0.73235	0.10299		23.75406	51.71918	0.73235	0.00391	0	0.10299	0	0	
Healthy	55.30858	1.2028	0.18313		22.69278	55.30858	1.2028	1.57975	0	0.18313	0	0	
Healthy	25.80628	0.06003	0.04627		65.63431	25.80628	0.06003	0.45073	1.60553	0.04627	0.02843	0.49892	
Healthy	10.96337	0.18749	0.15678		51.33971	10.96337	0.18749	0.58314	0	0.15678	0	0.00015	
Healthy	30.78352	10.51346	0.42822		18.57704	30.78352	10.51346	1.38627	0.03728	0.42822	0.00258	0.01827	
Healthy	30.81399	0.60186	3.73435		49.3268	30.81399	0.60186	0.51616	0	3.73435	0	0.02414	
Healthy	19.65543	2.46768	0.55951		70.43372	19.65543	2.46768	0.81483	0.19217	0.55951	0	0.09877	
Healthy	23.74352	0.12878	0.06752		64.34829	23.74352	0.12878	1.1555	0	0.06752	0	0.39388	
Healthy	20.57933	0.11307	0.16724		70.61778	20.57933	0.11307	0.16078	0.28862	0.16724	0	0.00391	
Healthy	38.89944	1.27975	2.24259		30.21417	38.89944	1.27975	0.63578	0.07376	2.24259	0	0.1667	
Healthy	29.73549	0.15355	0.6033		61.01007	29.73549	0.15355	0	0.07785	0.6033	0.05233	0.04298	
Healthy	0.3823	69.77603	0.85254		4.0487	0.3823	69.77603	7.12627	0	0.85254	0	0	
D003093	22.82679	1.96215	1.09655		18.25759	22.82679	1.96215	0.44734	5.65511	1.09655	10.3274	0.13425	
Healthy	36.05294	11.06032	18.46648		8.92705	36.05294	11.06032	8.41175	0.00109	18.46648	8.71892	0.04163	
Healthy	35.71989	1.75729	0.39939		45.84826	35.71989	1.75729	1.11206	0.10108	0.39939	0.72082	0.05072	
Healthy	30.91733	4.40285	0.69455		41.09719	30.91733	4.40285	2.68642	0	0.69455	0	0	
Healthy	6.53345	3.50928	0		82.97937	6.53345	3.50928	0.06282	0.06019	0	0.67959	0.39632	
Healthy	28.35286	0.09634	6.46358		34.36715	28.35286	0.09634	0.54057	0	6.46358	0	0.00842	
Healthy	1.546	8.10376	0		61.30247	1.546	8.10376	0.94442	4.77249	0	0	0	
Healthy	13.10363	0.27008	0.49563		69.02879	13.10363	0.27008	0.08744	0	0.49563	0.01711	1.7196	
Healthy	25.899	0.45429	4.23039		35.09807	25.899	0.45429	0.28716	0	4.23039	0.27636	0.26053	
Healthy	13.76469	0.10646	1.533		61.0165	13.76469	0.10646	1.32365	0	1.533	0	0.01822	
Healthy	38.90627	17.66378	0.11899		20.40557	38.90627	17.66378	0.59178	3.148	0.11899	6.16548	0.04369	
Healthy	2.54385	10.19439	0.48017		78.11938	2.54385	10.19439	4.96792	0	0.48017	0	0	
Healthy	16.63452	2.00574	0.05735		42.04096	16.63452	2.00574	0.34762	1.90252	0.05735	0	0	
Healthy	22.96559	1.32646	0.57522		59.64182	22.96559	1.32646	0.93721	0.05559	0.57522	0	0.15658	
Healthy	33.27864	3.47803	0.06241		39.79314	33.27864	3.47803	0.85303	0.93731	0.06241	0.85652	0.03273	
Healthy	32.49635	2.71689	3.11899		43.19804	32.49635	2.71689	0.05106	0.71124	3.11899	0.47172	0	
Healthy	1.69427	0.23183	0.16826		68.08716	1.69427	0.23183	11.29878	0	0.16826	0	0.04055	
Healthy	34.54824	2.97195	5.55427		35.22199	34.54824	2.97195	2.37216	0.09932	5.55427	1.0821	0	
Healthy	9.90491	0.21253	0.5102		68.2051	9.90491	0.21253	5.99714	0	0.5102	0	0	
Healthy	45.38839	5.94935	24.30967		1.27957	45.38839	5.94935	1.48486	0	24.30967	0.26175	0	
Healthy	20.69254	0.00731	0		63.81396	20.69254	0.00731	4.15905	0	0	0	0.31757	
Healthy	48.20529	0	0.76968		28.90645	48.20529	0	0	0	0.76968	0	0	
Healthy	32.96422	10.13072	3.86003		14.03954	32.96422	10.13072	0	0	3.86003	33.4883	0	
Healthy	51.45424	4.10427	0.2054		28.46694	51.45424	4.10427	1.51797	0.02418	0.2054	0	0.05808	
Healthy	34.6602	0.77994	0		32.77295	34.6602	0.77994	0.23596	0.29347	0	0.29046	0.02254	
Healthy	24.63472	0.33265	0.175		31.20192	24.63472	0.33265	1.40151	14.0828	0.175	0	0	
Healthy	0	0	0		14.224	0	0	0	0	0	0	0	
Healthy	34.11334	13.23939	0.8487		36.20723	34.11334	13.23939	1.46022	0	0.8487	0	0	
Healthy	2.86872	1.589	2.62724		46.58828	2.86872	1.589	11.08392	0	2.62724	0	0.00048	
Healthy	37.52938	1.44737	0.53193		28.3422	37.52938	1.44737	0.42386	0.04019	0.53193	0.0131	0.01255	
Healthy	27.65103	2.78077	0.22087		55.96573	27.65103	2.78077	0.52575	0.04611	0.22087	0.33041	0.14794	
Healthy	46.7948	5.53436	8.61995		1.12625	46.7948	5.53436	0	0	8.61995	27.6589	0	
Healthy	2.18413	0.11322	0.25359		89.66419	2.18413	0.11322	0.34974	0	0.25359	0	0	
Healthy	29.59836	0.13854	0.76899		15.58417	29.59836	0.13854	0.44992	2.21401	0.76899	0	0.10778	
Healthy	16.40372	0.24496	0.36036		58.04112	16.40372	0.24496	3.29887	0.06182	0.36036	0	0.07529	
