group	Firmicutes_A	Actinobacteriota	Firmicutes		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	22.52641	0.1482	0.00409		67.05309	22.52641	0.1482	0.63627	0.56197	0.00409	0	0.01281	
Healthy	10.5275	0.12581	0.04755		77.87985	10.5275	0.12581	0.19375	0	0.04755	0	0	
Healthy	5.0591	0.34483	0.24304		83.57456	5.0591	0.34483	0.19074	1.37537	0.24304	0	0	
Healthy	22.97919	0.11416	7.47052		43.23673	22.97919	0.11416	0.35282	0	7.47052	0	0.00266	
Healthy	31.96598	11.23443	0.05291		21.21822	31.96598	11.23443	0.16247	0	0.05291	0	0	
Healthy	4.62112	3.65866	0		83.62879	4.62112	3.65866	0.05599	0.05846	0	0.6732	0.39031	
Healthy	31.5261	13.18746	23.68994		9.64181	31.5261	13.18746	1.47894	0	23.68994	1.51831	0.00529	
Healthy	61.56318	1.08858	0.5917		15.2001	61.56318	1.08858	0.10204	0	0.5917	0.41172	0.00744	
Healthy	27.80193	0.38268	0.06608		64.07225	27.80193	0.38268	2.55552	0.02786	0.06608	0	0.2493	
Healthy	2.30836	78.99152	0.06682		6.84403	2.30836	78.99152	5.85655	0	0.06682	0	0	
Healthy	26.70769	3.62785	15.3543		24.68236	26.70769	3.62785	0.77077	1.73321	15.3543	0	0	
Healthy	28.12743	1.91984	0.1753		41.69468	28.12743	1.91984	0.44651	7.46565	0.1753	2.58859	0.1953	
Healthy	29.10255	0.01017	0.31791		47.58464	29.10255	0.01017	4.7279	0	0.31791	0	0.01577	
Healthy	43.23609	0.19277	3.07432		41.82928	43.23609	0.19277	0.21744	0.09818	3.07432	0.04879	0.01062	
Healthy	6.19056	1.5284	0.03982		83.32758	6.19056	1.5284	0.63587	0	0.03982	0	0.05279	
Healthy	23.63656	38.61459	1.35868		25.55658	23.63656	38.61459	1.37371	0	1.35868	0	0	
Healthy	32.75329	10.3167	0.73901		45.19073	32.75329	10.3167	2.5538	0	0.73901	0	0.00132	
Healthy	9.17053	7.78644	0.20564		35.35294	9.17053	7.78644	0.30027	6.54328	0.20564	25.1723	0.06853	
Healthy	38.10267	0.31686	0.51197		40.45877	38.10267	0.31686	8.06626	0.76858	0.51197	0	0	
Healthy	21.75284	0.9595	1.84507		40.0581	21.75284	0.9595	2.68824	2.87693	1.84507	0	0.01538	
Healthy	25.90139	9.44479	0.42852		39.76939	25.90139	9.44479	1.80414	0.94624	0.42852	0	0	
Healthy	0	77.81907	0.5705		7.38156	0	77.81907	3.36562	0	0.5705	0	0	
Healthy	15.29849	0.04287	0		67.45016	15.29849	0.04287	0.27252	0.11621	0	0.05076	0	
Healthy	25.01971	13.49806	0.38445		40.00541	25.01971	13.49806	1.49391	0.05151	0.38445	0	0	
D003093	39.67643	10.56835	0.76329		29.30902	39.67643	10.56835	0.57349	1.3354	0.76329	0.20347	0.14225	
Healthy	28.21169	0.4995	0.006		14.43407	28.21169	0.4995	2.52543	5.50325	0.006	0.05808	0	
Healthy	25.68701	0.29412	1.9083		33.38716	25.68701	0.29412	0.15321	0	1.9083	0	0	
Healthy	42.49915	10.56806	0.11771		18.93339	42.49915	10.56806	0.12693	1.77402	0.11771	0	0.03051	
Healthy	56.96097	0.18279	0.95955		26.99455	56.96097	0.18279	0.16637	0.55641	0.95955	0.1082	0	
D003093	47.04746	3.56688	1.1004		32.74233	47.04746	3.56688	4.52487	0	1.1004	0	0	
Healthy	39.97158	0.53544	0.68012		32.13403	39.97158	0.53544	1.18441	0	0.68012	0.09203	0.01282	
Healthy	44.96341	12.99173	2.81392		15.76133	44.96341	12.99173	0.00495	0.93483	2.81392	0	0	
Healthy	42.08953	26.23018	5.06562		0.00116	42.08953	26.23018	10.14839	0	5.06562	0	0	
Healthy	8.77087	48.46381	0.67221		21.72158	8.77087	48.46381	3.94418	0	0.67221	0.00083	0.00855	
Healthy	15.04774	0.02949	0.00703		80.02181	15.04774	0.02949	0.39459	0	0.00703	0	0.03054	
D003093	52.67489	1.75336	0.10597		36.98059	52.67489	1.75336	0.12977	0	0.10597	0	0	
Healthy	2.76603	0.18969	0		92.37086	2.76603	0.18969	0.5699	1.85231	0	0	0	
Healthy	39.68371	0	6.35549		36.46828	39.68371	0	0	0	6.35549	7.54448	0	
Healthy	22.46823	6.68522	0.58617		38.19224	22.46823	6.68522	9.98602	0.71933	0.58617	0	0.00133	
Healthy	0	6.59575	5.4974		0.03814	0	6.59575	87.76696	0	5.4974	0	0	
Healthy	37.92812	0.47902	1.19446		45.26473	37.92812	0.47902	2.95411	0.01764	1.19446	1.70994	0.00889	
Healthy	39.05863	3.53789	0.10864		36.8274	39.05863	3.53789	0.19655	0	0.10864	1.80075	0.15156	
Healthy	11.65107	0	0		74.29777	11.65107	0	0.01528	0.70276	0	0	0	
Healthy	14.09583	0.02023	0.51735		81.72666	14.09583	0.02023	0	0	0.51735	0	0	
D003093	15.80068	58.07029	0.18529		1.30238	15.80068	58.07029	11.13589	0	0.18529	0.06738	0	
Healthy	8.20005	0.02352	0.02913		73.74703	8.20005	0.02352	0.61323	0	0.02913	0	0.04112	
Healthy	22.05547	4.81243	3.42795		42.29907	22.05547	4.81243	0.28059	0.98179	3.42795	0	0.01399	
Healthy	10.29268	4.05241	0		70.62031	10.29268	4.05241	0.39039	0.09043	0	0.04311	0.07434	
Healthy	48.19235	0	0.76987		28.91364	48.19235	0	0	0	0.76987	0	0	
Healthy	9.71004	3.63884	0.09111		59.94951	9.71004	3.63884	0.24576	0.90006	0.09111	0.91984	0.36652	
Healthy	14.30626	0.5288	0.31565		29.45115	14.30626	0.5288	0	23.484	0.31565	2.20838	0.71462	
D003093	30.50181	13.12559	3.06006		33.85661	30.50181	13.12559	0.26853	0	3.06006	0	0	
Healthy	37.54418	0	0		51.86404	37.54418	0	0.04924	0	0	0	0	
Healthy	10.42742	4.25947	0.01041		69.31403	10.42742	4.25947	0.35618	0.11704	0.01041	0.06314	0.08906	
Healthy	7.19351	0.00788	0.10386		87.79754	7.19351	0.00788	0.02213	0	0.10386	0	0	
Healthy	40.23628	5.34989	3.31825		3.58455	40.23628	5.34989	0	0	3.31825	0	0	
Healthy	24.0498	1.27202	0.32		52.10296	24.0498	1.27202	1.87444	0	0.32	0	0	
Healthy	7.58224	0.40903	0.27242		68.68363	7.58224	0.40903	0.23778	0	0.27242	0	0	
Healthy	34.3302	5.20082	11.84842		28.65617	34.3302	5.20082	2.17787	1.91177	11.84842	0	0	
Healthy	9.90427	0.20519	0.50213		68.74356	9.90427	0.20519	0.07863	0	0.50213	0	1.66613	
Healthy	15.58102	1.1437	0.07183		63.79876	15.58102	1.1437	0.15651	0	0.07183	0	0.06513	
Healthy	2.41615	0.0863	0		79.20896	2.41615	0.0863	0.26069	0	0	0	0	
Healthy	28.81302	0	0.0223		56.25764	28.81302	0	0.01474	0.00383	0.0223	0	0	
Healthy	29.47053	4.58886	0.23235		32.27683	29.47053	4.58886	1.15039	0.46621	0.23235	0.11285	0.00189	
Healthy	17.59314	1.24577	0.06868		64.17502	17.59314	1.24577	0.19017	0	0.06868	0	0.06104	
Healthy	23.91868	2.14557	2.45416		42.13047	23.91868	2.14557	3.57498	0.4713	2.45416	0.14447	0.0481	
D003093	26.58357	10.49003	0.36754		35.0736	26.58357	10.49003	1.19037	0	0.36754	0	0.02653	
Healthy	66.8256	7.83428	0		0	66.8256	7.83428	0	17.4263	0	0	0	
Healthy	44.58733	0	0.11797		32.80466	44.58733	0	0.40379	0	0.11797	0.15253	0	
Healthy	11.51107	0.02957	0.07184		56.49432	11.51107	0.02957	0.71479	0	0.07184	0	0.03612	
Healthy	2.12578	0	0		92.1473	2.12578	0	4.12779	0.53649	0	0	0	
Healthy	3.76215	21.04313	0.86968		68.44359	3.76215	21.04313	1.52386	0	0.86968	0	0	
Healthy	37.48533	5.02245	2.88264		23.00519	37.48533	5.02245	2.08862	3.051	2.88264	3.06931	0	
Healthy	27.95041	0	0.0405		64.06188	27.95041	0	3.18134	0	0.0405	0	0.24434	
Healthy	50.32821	2.8568	18.58702		18.69823	50.32821	2.8568	0.07615	0.00566	18.58702	0	0	
Healthy	47.65975	0.3515	0.47803		14.14777	47.65975	0.3515	0.29008	1.18295	0.47803	0	0.04101	
Healthy	27.79906	0.06704	0.07771		64.13532	27.79906	0.06704	3.01158	0	0.07771	0	0.33779	
D003093	45.00863	1.38923	0.18252		33.62087	45.00863	1.38923	0.23366	0.47582	0.18252	0.69423	0.00265	
Healthy	60.43685	1.28228	2.72725		12.99612	60.43685	1.28228	0.20592	0.02702	2.72725	1.70278	0	
Healthy	47.10592	2.28523	8.36331		24.87301	47.10592	2.28523	2.52419	0	8.36331	0.81474	0.09504	
Healthy	37.85585	0.6947	0.57303		28.73911	37.85585	0.6947	0	0	0.57303	9.23471	0	
Healthy	15.38875	0.99055	0.12222		75.23177	15.38875	0.99055	0.04317	0.28653	0.12222	0	0	
Healthy	32.19718	0.39939	3.20524		24.27956	32.19718	0.39939	11.58286	14.9065	3.20524	0	0.00212	
Healthy	23.36519	0.06475	0.07644		62.65267	23.36519	0.06475	8.85477	0	0.07644	0	0.02153	
Healthy	51.20299	0.15815	1.26624		33.92343	51.20299	0.15815	0.529	0	1.26624	0.89622	0	
Healthy	52.75611	5.93184	0.80012		22.48595	52.75611	5.93184	0.65702	0	0.80012	0	0	
Healthy	13.88628	0.87671	0.50458		60.8361	13.88628	0.87671	3.13255	5.74457	0.50458	0	0	
Healthy	7.23406	0.2826	0.05079		67.57311	7.23406	0.2826	0.08094	10.3129	0.05079	0	0.19444	
Healthy	35.81923	1.00994	3.87859		40.07286	35.81923	1.00994	0.24052	0	3.87859	0.71531	0	
Healthy	20.68332	0.47592	1.06094		57.19092	20.68332	0.47592	0.41712	0	1.06094	0	0	
D003093	13.7912	1.47671	1.51849		51.20344	13.7912	1.47671	0.15956	0	1.51849	0.26021	0	
Healthy	0.09445	0.25315	0.32245		0.0487	0.09445	0.25315	15.84624	0	0.32245	0	0	
Healthy	1.3669	0	1.26078		85.92767	1.3669	0	1.31886	0	1.26078	0	0	
D003093	23.62653	6.89584	1.82295		39.63704	23.62653	6.89584	0.7107	0.02454	1.82295	10.0978	0.17522	
Healthy	51.16439	3.40006	5.52076		26.65492	51.16439	3.40006	2.63804	0	5.52076	0.49771	0	
Healthy	36.05002	0	0		56.2617	36.05002	0	0	0	0	0	0	
Healthy	21.97814	0.2026	13.79911		51.67547	21.97814	0.2026	1.01497	0	13.79911	0	0	
Healthy	0.00731	92.88663	5.73863		0.04408	0.00731	92.88663	1.28372	0	5.73863	0	0	
Healthy	39.34834	5.29912	0.03143		20.97575	39.34834	5.29912	1.03159	0	0.03143	0	0.14777	
Healthy	25.13019	0.30291	0.16256		58.29294	25.13019	0.30291	0.08661	0.95693	0.16256	0	0.02767	
Healthy	14.02966	76.98887	1.22604		0.01473	14.02966	76.98887	4.27323	0.00118	1.22604	0	0	
Healthy	9.7834	0.21615	0		64.8518	9.7834	0.21615	0.01982	0.83121	0	0	0.03927	
Healthy	18.4072	0	0		68.21432	18.4072	0	0.37601	0.39632	0	0	0	
Healthy	7.64376	0.38768	0.27498		69.01303	7.64376	0.38768	0.19767	0	0.27498	0	0	
Healthy	1.72361	5.48039	0.3683		28.85223	1.72361	5.48039	24.79156	0	0.3683	0	0	
Healthy	3.15258	20.79768	0		48.7416	3.15258	20.79768	0	0	0	0	0	
Healthy	20.99596	3.33831	2.66476		38.48591	20.99596	3.33831	3.29189	3.66082	2.66476	0	0	
Healthy	16.26935	1.77278	0.0557		58.72881	16.26935	1.77278	1.47449	0.64191	0.0557	0	0.00203	
Healthy	19.84158	1.76816	0.47247		29.64285	19.84158	1.76816	0.49793	1.26041	0.47247	0	0.02619	
Healthy	40.10315	3.15229	0.53851		31.96207	40.10315	3.15229	0.87177	0.08939	0.53851	0	0.1864	
Healthy	37.86333	0	2.02063		29.88316	37.86333	0	0.21568	0.09638	2.02063	0.83654	0	
Healthy	11.99392	13.99658	0.23359		56.71029	11.99392	13.99658	0.29636	0	0.23359	0.17766	0.11779	
Healthy	1.74591	0.01614	0		80.64045	1.74591	0.01614	0.16545	0	0	0	0	
Healthy	10.23874	0.29905	0.53944		68.24682	10.23874	0.29905	5.94144	0	0.53944	0	0	
Healthy	42.90183	0.87359	0.11076		26.91606	42.90183	0.87359	2.15726	12.5439	0.11076	0.00886	0.03459	
Healthy	6.32645	1.49793	0.13626		13.55565	6.32645	1.49793	10.19161	44.3916	0.13626	0	0.60646	
Healthy	21.25992	29.96905	0.40769		30.46926	21.25992	29.96905	2.2408	0	0.40769	0	0	
Healthy	42.38918	3.17337	0.4464		20.1959	42.38918	3.17337	0.47565	0	0.4464	0	0.01352	
Healthy	6.25322	0.20666	0.08299		13.19024	6.25322	0.20666	2.18888	0	0.08299	0	0	
Healthy	36.57424	20.14354	0.35671		22.26482	36.57424	20.14354	3.38383	0.87286	0.35671	1.43462	0.11973	
Healthy	31.97915	0.45638	0.04243		64.07224	31.97915	0.45638	0.16367	0	0.04243	0	0	
Healthy	30.58217	2.18797	0.11229		13.76706	30.58217	2.18797	0.11785	0	0.11229	0	0.11021	
D003093	21.51458	52.69339	17.28224		1.27213	21.51458	52.69339	2.84332	0	17.28224	0	0	
Healthy	26.44987	0.95593	0.60722		46.47794	26.44987	0.95593	8.07395	0.02587	0.60722	0	0	
Healthy	27.14749	0.43579	0		45.03545	27.14749	0.43579	0.02496	1.81914	0	9.02686	0.01113	
Healthy	6.314	1.52229	0.17547		13.21373	6.314	1.52229	10.18708	43.4397	0.17547	0	0.73443	
Healthy	9.21369	0.60994	0.13624		81.27551	9.21369	0.60994	0.41786	0	0.13624	0	0.066	
Healthy	27.46917	0	0		53.02912	27.46917	0	1.36805	1.87694	0	0	0	
Healthy	63.16396	9.51811	2.54003		12.07781	63.16396	9.51811	1.84029	0	2.54003	0	0.02349	
D003093	17.57003	14.1133	5.00459		41.64264	17.57003	14.1133	1.42365	0	5.00459	0	0.03224	
Healthy	39.85001	3.10523	10.42887		29.81266	39.85001	3.10523	0.04694	0	10.42887	0.67796	0	
Healthy	24.07003	23.77029	0.71156		45.48252	24.07003	23.77029	1.00813	0	0.71156	0	0	
Healthy	6.85786	0.57632	0.09797		76.63304	6.85786	0.57632	0.39918	0	0.09797	0	0.01044	
Healthy	10.76554	0.36374	0.03241		66.78557	10.76554	0.36374	0.0414	0.63345	0.03241	0	0.08483	
Healthy	4.44671	20.8616	32.73426		30.0198	4.44671	20.8616	2.9113	0	32.73426	0	0	
Healthy	26.29315	0.25051	0.12761		63.94943	26.29315	0.25051	0.48382	0	0.12761	0	0	
Healthy	10.27166	0.13008	0.24703		61.69048	10.27166	0.13008	0	0	0.24703	0	0	
Healthy	64.31868	2.64138	0.96391		5.40398	64.31868	2.64138	0.09599	0	0.96391	3.42295	0.19699	
Healthy	27.91366	8.49309	0.17983		45.86689	27.91366	8.49309	1.47275	0	0.17983	0	0.01015	
Healthy	19.18823	0	0		72.28686	19.18823	0	0.02892	0	0	0	0	
Healthy	11.44158	6.21017	0.18017		44.13677	11.44158	6.21017	0.2694	7.1259	0.18017	0	0.13413	
Healthy	3.09498	0.20647	0		92.17976	3.09498	0.20647	0.59653	1.8733	0	0	0	
Healthy	66.50543	0.63076	1.94967		15.68105	66.50543	0.63076	0.24799	0.00548	1.94967	0	0	
Healthy	13.51689	0.67161	0.02539		61.21567	13.51689	0.67161	7.45975	0	0.02539	0	0	
Healthy	13.41177	2.844	0.15116		45.81514	13.41177	2.844	3.19333	0	0.15116	0.07196	0.1381	
D003093	21.23183	1.64655	0.18328		64.6761	21.23183	1.64655	0.94081	0	0.18328	0	0.02855	
Healthy	23.67351	0.389	3.37988		60.09151	23.67351	0.389	0.15017	0	3.37988	0	0	
Healthy	47.19961	0.60172	0.29905		11.94756	47.19961	0.60172	0.52274	0.69784	0.29905	1.31778	0	
Healthy	35.0942	0	0.07046		6.10528	35.0942	0	0	0	0.07046	0	0	
D003093	47.83106	1.88584	0.25604		31.82411	47.83106	1.88584	0.311	0.00095	0.25604	1.15921	0.02119	
Healthy	6.49942	0.03053	0.22781		84.30083	6.49942	0.03053	0.04867	0	0.22781	0	0	
Healthy	26.65133	6.88401	0.57817		39.73911	26.65133	6.88401	0.2106	2.98314	0.57817	1.67696	0.1039	
Healthy	13.49291	2.98358	0.10707		46.58744	13.49291	2.98358	3.08931	0	0.10707	0.05882	0.13362	
Healthy	5.38511	1.39339	0.25247		56.41676	5.38511	1.39339	0.27484	0	0.25247	0	0.0425	
Healthy	22.03842	0.4735	0.37228		56.5792	22.03842	0.4735	0.86782	0	0.37228	0	0.0132	
Healthy	6.12905	1.93619	0.00942		59.46027	6.12905	1.93619	0.16428	4.66138	0.00942	0.16213	0.77618	
Healthy	0.00089	0.42012	0.23432		97.67362	0.00089	0.42012	0.00203	0.00431	0.23432	0	0	
Healthy	14.01587	0.44499	0.31626		29.47014	14.01587	0.44499	0.01818	23.1101	0.31626	2.14605	0.65749	
Healthy	20.80519	4.82032	0.1106		45.27481	20.80519	4.82032	0.8243	3.29025	0.1106	2.94825	0	
Healthy	10.62527	0	0		85.49418	10.62527	0	1.24412	0	0	0	0	
Healthy	2.19771	0	0		92.94877	2.19771	0	4.1579	0.55513	0	0	0	
Healthy	25.40455	3.45087	0.77947		45.9343	25.40455	3.45087	2.50738	0.10918	0.77947	0.00287	0	
Healthy	6.63736	0.78238	0.14595		76.96651	6.63736	0.78238	0.3374	0	0.14595	0	0.07095	
Healthy	11.4144	0.48822	0		74.91638	11.4144	0.48822	0.07875	0.2125	0	0	0	
Healthy	50.40328	0.33109	1.99244		33.89588	50.40328	0.33109	0.14013	0	1.99244	0	0	
Healthy	62.3889	2.91684	0.32166		11.35751	62.3889	2.91684	0.46694	0	0.32166	0	0	
Healthy	7.64717	0.38056	0.2637		66.92907	7.64717	0.38056	0.20324	0	0.2637	0	0	
Healthy	7.17314	0.22342	0.16887		86.92476	7.17314	0.22342	1.64109	0	0.16887	0	0.09375	
Healthy	23.64598	9.39407	3.99975		34.73166	23.64598	9.39407	6.19712	0	3.99975	0.08105	0.0062	
Healthy	44.29218	3.93008	0.04315		26.85938	44.29218	3.93008	3.14031	1.21439	0.04315	0.4182	0.34092	
Healthy	61.3387	9.71383	0.68678		1.70617	61.3387	9.71383	2.78783	0	0.68678	4.59177	0	
Healthy	2.71648	0.11391	0.25207		89.29252	2.71648	0.11391	0.47493	0	0.25207	0	0.00129	
Healthy	21.10853	1.79989	0.53034		57.19523	21.10853	1.79989	3.22871	1.22072	0.53034	0	0	
Healthy	2.50118	0.04952	0		79.23344	2.50118	0.04952	0.23517	0	0	0	0	
Healthy	5.66429	0.7574	0.31315		54.53618	5.66429	0.7574	1.25345	7.01615	0.31315	0	0.19078	
Healthy	32.07313	24.21481	1.84987		7.31188	32.07313	24.21481	3.81454	4.32216	1.84987	0	0.06318	
Healthy	60.703	0.04994	0.52646		18.12975	60.703	0.04994	0.69686	1.23974	0.52646	4.87042	0	
Healthy	22.65154	0	0.66552		45.01472	22.65154	0	0.37923	0.57529	0.66552	3.47638	0	
Healthy	8.96741	2.89663	0.01161		36.17394	8.96741	2.89663	1.2838	30.6252	0.01161	0	0	
Healthy	27.91566	0.05778	0.10023		63.99492	27.91566	0.05778	3.06927	0	0.10023	0	0.55837	
Healthy	10.73663	1.40481	0.2631		70.46586	10.73663	1.40481	3.02483	0	0.2631	0.01845	1.4564	
Healthy	0.00555	83.72196	2.30851		0.01052	0.00555	83.72196	6.77258	0	2.30851	0	0	
Healthy	60.5632	0.81265	0.85433		15.74434	60.5632	0.81265	1.07871	0	0.85433	0	0	
Healthy	15.21916	2.19036	0.04718		42.76044	15.21916	2.19036	1.28625	0.1126	0.04718	0	0	
Healthy	13.54224	1.15572	0.01273		36.09966	13.54224	1.15572	3.46633	6.58545	0.01273	0	0.07362	
Healthy	20.89916	0	0		69.40911	20.89916	0	0.04987	3.13991	0	0	0	
Healthy	15.29239	0.04899	0.14904		71.1126	15.29239	0.04899	0.80756	0.70914	0.14904	0	0	
D003093	77.35204	2.58629	1.23499		14.9623	77.35204	2.58629	0.59739	0	1.23499	0	0	
Healthy	6.78869	0.14851	0.0204		20.00069	6.78869	0.14851	16.31031	0	0.0204	0	0	
Healthy	34.30477	0.60859	0.6915		49.82563	34.30477	0.60859	2.53961	0	0.6915	0.0691	0.01993	
D003093	30.21661	1.27632	0.23449		33.18674	30.21661	1.27632	0.28522	0.46888	0.23449	0.76726	0.01747	
Healthy	11.04985	0.21685	0.0021		72.02697	11.04985	0.21685	7.93719	0	0.0021	0	0	
Healthy	22.11388	4.45252	0.97723		54.63981	22.11388	4.45252	0.07799	0	0.97723	0	0	
Healthy	0	4.39835	0.94281		10.18654	0	4.39835	33.36608	0	0.94281	0	0.01308	
Healthy	20.0093	0	0.37023		74.51959	20.0093	0	0.00387	0.18063	0.37023	0.08662	0.01052	
Healthy	5.94811	0.00125	0.0764		87.04731	5.94811	0.00125	1.59314	0.01119	0.0764	0	0.09024	
Healthy	32.40029	26.42263	0		25.91966	32.40029	26.42263	2.02485	0.91213	0	0.69324	0	
Healthy	1.32921	30.79649	10.64049		27.00068	1.32921	30.79649	13.47374	0	10.64049	0	0	
Healthy	26.5369	0	0		37.12973	26.5369	0	4.97444	11.2789	0	2.63237	0.02769	
D003093	47.97905	4.689	3.12453		14.74965	47.97905	4.689	4.46925	0.01735	3.12453	0	0.01844	
Healthy	29.92533	27.18009	0.4976		1.81896	29.92533	27.18009	16.25242	0	0.4976	0	0	
Healthy	38.29292	0.1544	0.13028		39.43204	38.29292	0.1544	0.82336	0	0.13028	0	0	
Healthy	13.84968	16.01187	1.8509		30.67102	13.84968	16.01187	0.29516	0	1.8509	0	0.12396	
Healthy	25.84033	8.4867	0.10568		40.03673	25.84033	8.4867	1.68973	1.93009	0.10568	0	0	
Healthy	55.1509	3.9672	0.2818		20.07762	55.1509	3.9672	0.50497	2.14355	0.2818	1.10419	0	
Healthy	8.44073	0.67573	0.09812		82.81448	8.44073	0.67573	0.93353	0	0.09812	0	0	
Healthy	1.81058	43.97809	0.88954		15.43674	1.81058	43.97809	24.89631	0	0.88954	0	0	
Healthy	39.49083	0.46575	0.49354		22.24715	39.49083	0.46575	0.40338	0.00565	0.49354	0	0.00228	
Healthy	2.47328	0.07445	0.01048		78.92345	2.47328	0.07445	0.23086	0	0.01048	0	0	
Healthy	19.86896	2.85715	0.41805		57.57644	19.86896	2.85715	0.49762	0	0.41805	0	0.03148	
Healthy	18.45686	0.85827	1.203		67.57796	18.45686	0.85827	0.75298	1.25337	1.203	0.15968	0.00643	
Healthy	49.49303	5.78647	0.00256		20.02427	49.49303	5.78647	5.38059	0	0.00256	0	0.04423	
Healthy	21.7298	0.43143	1.2482		62.5651	21.7298	0.43143	0.60556	0	1.2482	0	0	
Healthy	3.1116	0	0		90.445	3.1116	0	0	0	0	0	0	
Healthy	8.03204	1.89591	0.61542		45.99729	8.03204	1.89591	0.5481	0.15608	0.61542	0	0.64154	
Healthy	18.52638	0	0		53.25361	18.52638	0	0	0	0	9.59731	0	
Healthy	10.21754	0	0.26129		29.55664	10.21754	0	6.09648	20.4633	0.26129	0.52052	0.66615	
Healthy	34.60854	6.81244	0		39.25094	34.60854	6.81244	0	0	0	0	0	
Healthy	2.16586	0.24026	0.20058		66.71114	2.16586	0.24026	11.58272	0	0.20058	0	0.01268	
Healthy	27.01542	1.7969	0.17555		45.16251	27.01542	1.7969	0.67533	1.22439	0.17555	0	0.31666	
Healthy	28.0994	10.57126	0.03393		38.84305	28.0994	10.57126	1.19625	0.72343	0.03393	0	0.04387	
Healthy	34.21864	9.40292	6.17236		34.12652	34.21864	9.40292	0	0	6.17236	0	1.05946	
Healthy	1.72735	0.29217	0.18545		65.83018	1.72735	0.29217	11.93493	0	0.18545	0	0.0451	
Healthy	38.9905	14.10653	2.95324		4.01644	38.9905	14.10653	17.20532	0	2.95324	0	0.00259	
Healthy	0.01293	7.28118	0.14661		34.44254	0.01293	7.28118	53.78046	0	0.14661	0	0	
Healthy	29.83353	0	1.91117		22.07556	29.83353	0	12.20603	1.0315	1.91117	3.86897	0.28891	
Healthy	4.97717	0.94827	0		81.14162	4.97717	0.94827	0.65084	3.38056	0	0	0	
D003093	54.55249	3.28559	2.66504		8.08164	54.55249	3.28559	0.02708	0.04974	2.66504	0	0.0297	
D003093	36.63799	9.70256	1.14752		44.8128	36.63799	9.70256	0.99132	0	1.14752	0	0.01014	
D003093	37.80277	6.22991	0.35705		29.70287	37.80277	6.22991	0.16451	0	0.35705	0	0	
Healthy	35.87938	0	1.262		40.93628	35.87938	0	0	0	1.262	0	0	
Healthy	58.26596	2.34395	3.48443		24.97887	58.26596	2.34395	0	0.86696	3.48443	1.41679	0	
Healthy	17.96975	0	6.75537		45.05654	17.96975	0	0.88681	0.54241	6.75537	2.97451	0	
Healthy	0.22375	83.37709	0.49992		0.71756	0.22375	83.37709	14.15059	0	0.49992	0	0	
Healthy	14.00982	6.42131	0.03357		57.8648	14.00982	6.42131	0.12314	0	0.03357	0.0738	0.07513	
Healthy	17.57549	56.33716	1.65257		1.76456	17.57549	56.33716	0	0	1.65257	0	0	
Healthy	33.02495	0.22211	0.55843		50.39368	33.02495	0.22211	1.99467	0.07023	0.55843	0	0.0028	
Healthy	16.77358	3.31453	0.14598		53.77834	16.77358	3.31453	0.24294	0	0.14598	0	0.08538	
D003093	21.59859	0.5593	4.10376		60.80128	21.59859	0.5593	1.7198	0	4.10376	0	0	
Healthy	33.70953	9.43654	5.9203		33.7514	33.70953	9.43654	0	0	5.9203	0	0.91704	
Healthy	2.48055	0.40129	0.05465		89.98095	2.48055	0.40129	0.19898	0	0.05465	0	0.00504	
Healthy	10.0975	0.00166	0.02383		68.96628	10.0975	0.00166	0.27214	0	0.02383	0	0.15746	
Healthy	42.83853	0.08487	3.78773		37.14462	42.83853	0.08487	0.0679	1.4189	3.78773	4.86383	0.00017	
D003093	46.20292	1.49388	7.64379		32.96631	46.20292	1.49388	0.98905	0	7.64379	0	0	
Healthy	19.97129	0.04015	1.67426		50.49195	19.97129	0.04015	0.11296	0.0577	1.67426	0	0.00879	
Healthy	49.25265	2.7475	1.05415		12.17958	49.25265	2.7475	1.90269	1.27653	1.05415	1.64981	0	
Healthy	45.09869	0.24549	4.22429		28.73117	45.09869	0.24549	0.27189	0	4.22429	0	0.00456	
Healthy	2.96712	1.30739	0.3761		67.68915	2.96712	1.30739	0.98887	0.00222	0.3761	0	0.48144	
Healthy	23.93884	0.00662	0.08074		17.05268	23.93884	0.00662	1.20856	0	0.08074	0	0	
Healthy	32.43105	0	0.25063		42.6371	32.43105	0	0	0	0.25063	0	0	
D003093	20.01458	4.5025	0.32873		53.48376	20.01458	4.5025	0.33865	0.16579	0.32873	0	0.10038	
Healthy	24.71168	5.33739	1.39528		0.72957	24.71168	5.33739	3.8263	0	1.39528	0	0	
Healthy	13.81605	0.78555	0.01815		64.51356	13.81605	0.78555	1.69116	0	0.01815	0.18142	0.18878	
Healthy	35.81742	11.47525	18.17736		9.13805	35.81742	11.47525	8.35027	0	18.17736	8.75407	0.04905	
Healthy	1.56566	0.29747	0.16099		66.0232	1.56566	0.29747	11.09887	0	0.16099	0	0.0378	
Healthy	25.73884	0.92756	0.6913		45.02526	25.73884	0.92756	7.92763	0.01991	0.6913	0	0	
Healthy	10.4609	4.02841	0		70.51941	10.4609	4.02841	0.39833	0.12672	0	0.06083	0.08094	
D003093	23.14279	6.03642	4.38152		13.32553	23.14279	6.03642	1.07284	0	4.38152	3.42833	0	
