group	Lachnospiraceae	Coriobacteriaceae	Lactobacillaceae	Streptococcaceae	Erysipelotrichaceae	Methanobacteriaceae	Erysipelatoclostridiaceae	Eggerthellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae
Healthy	20.12963	0.07947	0	0	0.05916	0	0	0.057	0	0	20.12963	3.73512	0	0.30701	0	0	0.07947	0.39399	0.43856	0.057
Healthy	1.53952	0	0	0	0.02311	0	0	0	0	0	1.53952	1.75641	0.27163	0.19175	0	0	0	0.02257	0	0
Healthy	0	0	0	0.41515	0.0884	0	0	0	0	0.03263	0	0	1.13303	0	0	0	0	0	0	0
Healthy	20.08926	0.71657	0	0.06425	0.63692	0.58844	0	0	0	0	20.08926	5.49784	2.28157	2.73524	2.89205	0.58844	0.71657	1.44914	0.31131	0
Healthy	31.30048	0	0	0	0	0.39124	0	0	0.39002	0	31.30048	4.51367	0.09546	0	3.15983	0.39124	0	0	0	0
Healthy	32.74164	1.05732	0.01002	1.04227	0.00764	0	0	0.03722	0	0	32.74164	11.70162	5.06845	7.53305	0.70025	0	1.05732	0.00985	0.04058	0.03722
Healthy	13.55256	0.37323	0	0.34813	0.01282	0	0	0.00232	0.06701	0.00473	13.55256	5.25824	0.9378	0.00472	0.56199	0	0.37323	0.00683	0	0.00232
Healthy	15.84558	0	0	0	2.60916	0	0	0	0.20923	0	15.84558	4.74719	0.14751	2.34265	0	0	0	0	0	0
Healthy	15.20925	0.07765	0	0.03509	0.02174	0	0	0.00301	0	0	15.20925	6.12907	0	2.65869	0.00142	0	0.07765	0.14281	0	0.00301
Healthy	32.72536	1.15308	0.19118	4.25328	2.46128	2.23143	0	0.13726	0.00988	0	32.72536	11.67059	0.00862	11.61667	0.56761	2.23143	1.15308	0.15864	0.05119	0.13726
Healthy	6.434	1.55774	0	0.00984	0.00492	0	0.31655	0.52262	0.1621	0.00943	6.434	7.32751	18.95941	0.01636	0	0	1.55774	0.03332	0.1071	0.52262
Healthy	16.2186	0.23941	0	0.02895	1.08905	0.09898	0	0.02185	0	0	16.2186	7.61823	0.26958	3.32447	0.01513	0.09898	0.23941	0.1953	0	0.02185
Healthy	15.49266	0.06607	0	0.0072	0.00797	0	0	0	0	0	15.49266	0.81438	0.10275	2.072	0.72869	0	0.06607	0.01918	0.07184	0
Healthy	28.30473	0.5414	0	0.02182	0.64678	0	0	0	0	0	28.30473	5.63522	0.45473	0.06679	4.67237	0	0.5414	0.0217	0.04541	0
Healthy	1.3533	0.13187	0	0.22118	0.0216	0	0	0	0	0	1.3533	0.87854	0	0.39353	0	0	0.13187	0.17507	0	0
Healthy	11.89373	0	0	0.06968	0	0	0.0218	0	0	0	11.89373	0	0	0.05045	0	0	0	0.51931	0.01862	0
D008545	13.82588	2.68435	9.1969	0.74629	1.56418	2.32668	2.33146	0.00583	0	0.00597	13.82588	4.25656	0.01499	3.42985	38.6355	2.32668	2.68435	0.37088	0.42849	0.00583
Healthy	29.00896	0.7682	0.15422	5.24183	0.03688	1.22198	0.19352	0.09599	0.22335	0	29.00896	1.94002	12.99585	26.39206	8.11954	1.22198	0.7682	0.0012	0	0.09599
Healthy	4.70886	0	0	0	0.01914	0	0	0	0	0	4.70886	3.5266	0.00491	0.0067	0	0	0	0.13142	0.16199	0
Healthy	10.20658	0.784	0	0	0.58038	13.0073	0	0	0	0	10.20658	13.07398	4.57174	5.33346	5.92107	13.0073	0.784	0	0	0
Healthy	0.83373	0.67529	0	0	0.30796	0	0	0.02121	0	0	0.83373	3.85358	0.02487	0.59852	6.87176	0	0.67529	0.37887	0.14537	0.02121
Healthy	13.53684	0.05352	0	0.0972	0.06007	0	0	0.01861	0.00111	0	13.53684	24.90227	0.38191	2.37273	2.14262	0	0.05352	0.10811	0.02951	0.01861
Healthy	20.13988	0.69214	0	3.18989	0.00777	0	0	0.00549	0.0561	0.05125	20.13988	9.01613	2.68691	3.42578	0	0	0.69214	0.03435	0	0.00549
Healthy	5.08711	0	0	0.25922	1.45169	0	0.01686	0	0.08241	0	5.08711	3.55552	0	0.24737	0	0	0	0.00163	0.01432	0
Healthy	4.75776	0	0	0	0.00759	0	0	0	0	0	4.75776	3.45019	0	0	0	0	0	1.85428	0.15014	0
Healthy	1.0296	0.12423	0	0	0	0.05847	0.45795	0	0	0	1.0296	3.73468	0.13269	1.05543	0	0.05847	0.12423	3.75471	1.83113	0
Healthy	39.45841	0.15025	0	0.79898	0.63719	0.09805	0	0	0.3595	0	39.45841	12.77415	0	1.32898	0	0.09805	0.15025	0	0	0
Healthy	4.85705	0.10293	0	0	0	0	0	0.1353	0	0	4.85705	4.37878	0.44033	0.1562	8.41324	0	0.10293	0	0.56485	0.1353
Healthy	9.0824	0.39764	0.45944	3.92209	0.03386	0	0	1.11214	0.19699	0.00417	9.0824	11.69512	11.1862	0.03212	8.75078	0	0.39764	0.20173	0.16248	1.11214
Healthy	1.01254	1.28323	0	0	0.15544	0	0	0.16113	0	0	1.01254	3.95496	0.02486	1.89486	43.9957	0	1.28323	0.07873	0.69191	0.16113
Healthy	5.06038	0.28173	0	0	0.25868	0.22484	0.34756	0.00545	0.00715	0	5.06038	3.8946	3.25304	7.74791	5.21823	0.22484	0.28173	0.06829	0.30363	0.00545
Healthy	7.45482	0	0	0.36713	0.04078	0	0	0	0	0	7.45482	4.46554	0.88339	1.77574	5.88147	0	0	0.05876	0	0
Healthy	39.1358	0.70373	0	0.03666	0.04801	0	0.00849	0.02638	0.18428	0	39.1358	3.23929	2.95144	0	0	0	0.70373	0	0	0.02638
Healthy	6.43677	0.38901	0	0.10733	0.24461	2.32247	0	0	0	0	6.43677	2.5092	0.11271	5.03771	23.5674	2.32247	0.38901	0.87031	0.74315	0
Healthy	23.89813	0.09569	0	0	0.07602	0	0	0.01391	0	0	23.89813	3.76699	0	0.2105	0	0	0.09569	0.23109	0.54517	0.01391
Healthy	15.61761	0	0	0.0173	0	0.61693	0	0	0	0	15.61761	19.87289	0.01034	2.04301	3.56343	0.61693	0	1.84234	0.16419	0
Healthy	0.35796	0	0	0	0.00129	0	0	0	0	0	0.35796	23.72424	0.29239	0.15771	1.16615	0	0	0.01022	0	0
Healthy	34.07471	0	0.18254	0.78396	0.02233	2.47832	0.0083	0.04911	0.15967	0	34.07471	8.41084	2.32908	17.63812	1.60176	2.47832	0	0.71416	0.03822	0.04911
Healthy	18.57003	1.04435	0	0	1.08547	1.2636	0.98625	0	0.4262	0	18.57003	7.14284	2.46498	31.62532	3.19426	1.2636	1.04435	0.00305	0	0
Healthy	0.65747	0.71663	0	0.07088	0.54003	0	0	0.01812	0	0	0.65747	2.4814	1.07421	2.28952	0.15171	0	0.71663	2.64294	0.68415	0.01812
Healthy	8.47756	0.00623	0	0	0	0	0	0	0	0	8.47756	2.50054	0	0.9359	0	0	0.00623	0	0	0
Healthy	27.67521	0	0	0.07214	0	0	0	0	0	0	27.67521	3.12001	0	0	1.18387	0	0	0	0	0
Healthy	2.28081	0	0	0	0	0	0	0	0	0	2.28081	36.1403	2.66432	0	0	0	0	0	0	0
Healthy	6.15423	0.11814	0.02736	0	0.46944	0.95618	0	0	0	0	6.15423	4.79005	0.30783	2.02697	0.87368	0.95618	0.11814	0.0232	0.23795	0
Healthy	31.88283	0	0	0	0	0	0	0	0	0	31.88283	0	0	0	0	0	0	0	0	0
Healthy	40.74592	0	0	0.13581	0.50488	0.42282	0	0	0	0	40.74592	2.28526	0.28247	1.97905	0	0.42282	0	0	0	0
Healthy	24.1807	0.97485	0	0.17814	0.03163	0	0.04268	0	0.02403	0	24.1807	5.73536	0.88978	7.51266	0	0	0.97485	0.0003	0	0
Healthy	56.28629	0.08153	0	1.90487	0.24573	0	0	0	0	0	56.28629	3.34317	0.5284	1.01743	0	0	0.08153	0	0	0
Healthy	47.72142	0.06902	0	0.00714	0.00359	0	0	0	0	0	47.72142	7.90289	0.43644	0.00829	0	0	0.06902	0.0063	0.00573	0
Healthy	35.33078	0	0.01165	1.47288	0.0691	0	2.40798	0.46336	0.08193	0.00389	35.33078	2.50005	13.20841	0.54169	0	0	0	0.00656	0.00319	0.46336
Healthy	9.86027	0.15335	0	0.1933	1.82914	1.22427	1.69141	0	0.35991	0	9.86027	14.04992	0.40271	0.28721	11.9544	1.22427	0.15335	2.23793	0	0
Healthy	4.48437	0.61525	0	0	0.19751	0	0	0.03548	0	0	4.48437	1.1386	5.34817	4.501	7.00361	0	0.61525	1.10571	0.14185	0.03548
Healthy	32.93119	0	0	0	6.09948	2.86015	0	0	0	0	32.93119	2.30897	0	0	2.70233	2.86015	0	0	0	0
Healthy	6.24613	0	0	0	0	0	0	0	0	0	6.24613	0.35458	0	0	18.535	0	0	0	0	0
Healthy	11.46942	0.1068	0	0	0.44993	0	0	0	0.29712	0	11.46942	3.90884	25.43716	3.10177	0.08399	0	0.1068	0	0	0
Healthy	27.45418	0.3691	0	0	0.27834	0	0	0.0097	0	0	27.45418	8.70763	0.63067	0.06077	0.12008	0	0.3691	0.06237	0.04985	0.0097
Healthy	40.95522	0.2526	0.06363	1.50373	1.91668	0	0.32378	0	0	0	40.95522	11.72179	0.16982	0.00126	0	0	0.2526	0.29168	0	0
Healthy	35.43431	0	0	0	0.99592	0	0.7817	0	0	0	35.43431	0.6569	0	3.49557	0	0	0	0	0	0
Healthy	2.52066	0	0	0	0	0	0	0	0	0	2.52066	0.0837	0.16593	0	0	0	0	0.01215	0	0
Healthy	21.6788	1.73004	0.0005	0.28609	3.40634	2.05034	0.85965	0	0.00299	0	21.6788	9.53317	0	24.1739	0	2.05034	1.73004	0.00104	0	0
Healthy	1.06159	0.13703	0	0.23984	0.0329	0	0	0	0	0	1.06159	0.91344	0	0.37974	0	0	0.13703	0.16164	0	0
Healthy	6.13728	1.30424	0	0.2488	0.00981	0.19165	0	0.38269	0	0	6.13728	4.34507	11.92586	1.40761	0	0.19165	1.30424	0.16766	0.0863	0.38269
Healthy	1.26694	0.12202	0	0.02661	0	0	0	0	0	0	1.26694	0.68416	0	0.16767	0	0	0.12202	1.43445	0.02729	0
Healthy	33.8383	1.18894	0	5.24658	0.1098	0	0	0	0.14282	0	33.8383	5.63954	2.26875	20.0314	1.06484	0	1.18894	0.01004	0	0
Healthy	10.41085	4.53704	0.01315	0.15621	0.82935	0	0.60284	0	0.13293	0.01084	10.41085	0.00531	8.21322	0	0	0	4.53704	0	0	0
Healthy	4.29397	0	0	0.36095	0.54115	0	0.02252	0	0.0106	0.00023	4.29397	0.00088	0.00541	0	0	0	0	0	0	0
Healthy	2.32638	0	0	0	0	0	0	0	0	0	2.32638	0.08589	0.18435	0	0	0	0	0	0	0
Healthy	54.15019	0.28977	0	0	0.8583	3.55074	0.0721	0	0.00744	0	54.15019	5.50511	2.20423	5.41299	0	3.55074	0.28977	0.01139	0.21362	0
Healthy	1.07416	0.10093	0	0.02263	0	0	0	0	0	0	1.07416	0.70539	0	0.14691	0	0	0.10093	1.50167	0.08082	0
Healthy	25.94487	0	0	0	1.52302	0	0	0	0.24166	0	25.94487	0.21039	0	2.8031	0	0	0	0	0	0
Healthy	16.86365	0.08619	0	0	1.326	0	0	0	0	0	16.86365	4.19829	0.13589	0	0.09913	0	0.08619	0.03783	0.00272	0
Healthy	34.48028	0	0.13487	0.03198	0.00285	0	0	0.08739	0	0	34.48028	4.48755	3.52835	7.46391	0	0	0	0.09743	0	0.08739
Healthy	21.36465	0.00628	0	0.08637	0.02901	0	0	0.13643	0	0	21.36465	3.69891	0	0	0	0	0.00628	0.15656	0.15114	0.13643
Healthy	35.78451	0	0	2.78531	0	7.62638	0	0	0.25611	0	35.78451	0.9355	0	1.81634	0	7.62638	0	0	0	0
Healthy	0.69045	0	0	0	0	0	0	0	0	0	0.69045	2.04327	6.03095	0	0	0	0	0.30865	0	0
D008545	14.66182	0	0.12862	0.11687	0.13461	0.21303	0.01305	0.08441	0.22804	0	14.66182	10.07965	0.00452	0.15054	5.45149	0.21303	0	0.5172	0.05471	0.08441
Healthy	21.17164	0.01508	0	0.0692	0.02779	0	0	0.09859	0	0	21.17164	3.66512	0	0	0	0	0.01508	0.17156	0.17345	0.09859
Healthy	2.02647	0.21143	0	0.21068	0	0	0	0	0	0	2.02647	0.01639	0.02548	0	0	0	0.21143	0	0.02461	0
Healthy	3.04587	0.27608	0	0.05335	0.03326	0	0	0	0	0	3.04587	3.26622	0.12434	0	10.0789	0	0.27608	1.3187	0.3594	0
Healthy	15.30326	0	0	0.2814	1.44364	5.89659	0.34202	0	0	0	15.30326	6.45049	0.37163	2.90605	3.27258	5.89659	0	0.33735	0.07114	0
Healthy	4.09874	2.8142	0	1.32458	0.50035	0	1.44151	0.00612	1.06211	0	4.09874	9.61388	3.38478	0.00997	0.03689	0	2.8142	0.91428	0	0.00612
Healthy	7.52963	0.06888	0	0.08306	0	0	0	0	0	0	7.52963	2.52242	0	0.04442	0	0	0.06888	0	0.03384	0
Healthy	7.61375	0	0	0.39768	0.06075	0	0	0	0	0	7.61375	4.36433	0.87124	1.83836	5.755	0	0	0.08133	0	0
Healthy	7.49396	0	0	0.38591	0.06965	0	0	0	0	0	7.49396	4.35534	0.84445	1.8239	5.68315	0	0	0.06998	0	0
Healthy	1.08958	0.12065	0	0.20897	0.01682	0	0	0	0	0	1.08958	0.93134	0	0.3553	0	0	0.12065	0.1633	0	0
Healthy	22.8234	1.07661	0.00801	0.93548	6.49901	0.40432	6.02201	0.08206	0.23346	0	22.8234	3.00673	0.919	9.35883	0	0.40432	1.07661	0.05897	0.01118	0.08206
Healthy	2.55862	0	0	0	0.00996	0	0	0.48549	0	0	2.55862	8.91554	0	0	0	0	0	0.18849	0	0.48549
Healthy	3.01168	0.17988	0	0	0.12365	0	0	0	0	0	3.01168	2.02224	0.61629	0.95182	0	0	0.17988	0.61783	0.09047	0
Healthy	27.94032	0.33875	0	0	0.5014	0.41649	0	0	0.00929	0	27.94032	5.01537	0.17424	0.86533	11.6171	0.41649	0.33875	0.20406	0.09357	0
Healthy	3.89494	0.23576	0	0	0	0	0	0.05214	0	0	3.89494	6.55269	4.18816	0.08654	0	0	0.23576	0.10829	0	0.05214
D008545	32.84518	0.43096	0.51571	0.89949	0.26553	0	0	0.37487	0.12326	0	32.84518	12.65316	0.09702	0.00312	9.33051	0	0.43096	0.28164	0.02273	0.37487
Healthy	1.25835	0	0	0	0	0.5919	0	0	0	0	1.25835	1.87917	3.54603	1.25169	0.07452	0.5919	0	0.0346	0.40487	0
Healthy	0.76425	3.92622	0	0	0	0	0.56914	0	0	0	0.76425	0	13.04645	0	0	0	3.92622	0	0	0
D008545	20.80086	5.0709	0	0	0.07542	0	0	0.69806	0	0	20.80086	5.92575	3.42911	0.28462	2.67439	0	5.0709	0	0	0.69806
Healthy	30.75719	0.13086	0	0.02863	2.58062	0	0.06189	0.02048	0.01959	0	30.75719	7.66883	0	0.87596	0.02047	0	0.13086	0.18925	0.35894	0.02048
Healthy	1.59056	0.02807	0	0	0	0	0	0.09531	0	0	1.59056	6.92995	0	0.58616	0.74229	0	0.02807	0	0.03142	0.09531
Healthy	0	0	0.03435	0.19931	0	0	0	0	0	0.00862	0	0	46.6093	0	0	0	0	5.8257	0.05241	0
Healthy	8.6618	0.32443	0	0.02302	0	0.00654	0	0.00338	0	0	8.6618	5.09672	1.36269	0.59035	0.48096	0.00654	0.32443	0.07531	0.05304	0.00338
Healthy	1.24535	0.01567	0	0	0	0	0	0	0	0	1.24535	2.81632	0.00293	0.46837	0	0	0.01567	0	0	0
Healthy	4.48158	0	0.19386	0.33542	0.03993	0	0.0799	0.15484	0.02774	0.05283	4.48158	0.00077	0.1741	0	0	0	0	0	0	0.15484
Healthy	12.81367	1.43714	0	0.01238	0	0	0	0	0	0	12.81367	9.88981	0.17828	0	0	0	1.43714	0	0.32671	0
Healthy	8.5911	0.02489	0	0.02904	0.01227	0	0	0	0.04244	0	8.5911	2.22589	0.00061	1.85033	0	0	0.02489	0.06824	0.01141	0
Healthy	6.76244	0	0	0	0	0	0	0	0	0	6.76244	0	0	0	0	0	0	0	0	0
Healthy	4.1337	0.84596	0	0.24412	0	0	0	0	0	0	4.1337	0.92616	0.46194	0.0271	0	0	0.84596	0.31934	0.02804	0
Healthy	6.15344	0.02071	0	0.30757	0.11142	0	0	0	0	0	6.15344	2.18904	0.07333	0.26809	0	0	0.02071	0.05348	0.02561	0
Healthy	15.70621	0.16158	0	0	0.56261	0	0	0	0.59943	0	15.70621	5.52401	2.80974	1.24285	0.17856	0	0.16158	0	0	0
Healthy	31.19471	0.03757	0.04988	0.00553	0.2298	0.09682	0.51013	0	0	0	31.19471	1.46442	0.03123	0.58139	0.05335	0.09682	0.03757	0.0088	0.02508	0
Healthy	1.72693	0.16424	0	0	0	0	0	0	0	0	1.72693	1.62377	1.08158	1.79007	3.48511	0	0.16424	0.05708	0.00918	0
Healthy	35.57478	0	0	0.18808	0	0.13061	0	0.87803	0	0.01794	35.57478	8.69323	0.37778	10.1116	0	0.13061	0	0	0	0.87803
D008545	6.18535	1.21653	58.80902	1.92685	1.20206	3.66785	0	0.01829	0.04417	0	6.18535	3.95045	0.6851	0	0	3.66785	1.21653	0	0	0.01829
Healthy	14.52978	0.22255	0	0	0.05984	0	0	0.03314	0	0	14.52978	1.23788	1.05015	0	0	0	0.22255	0.04827	0.05373	0.03314
Healthy	14.0252	2.33967	1.35478	4.212	0	1.75451	0	0	0	0	14.0252	13.2017	8.50732	0	1.60562	1.75451	2.33967	0	0	0
Healthy	0.47101	0.02807	0	0	0.01167	0.00361	0	0.08051	0	0	0.47101	4.38362	1.68037	2.14559	13.7651	0.00361	0.02807	0.11136	0.95239	0.08051
Healthy	0	0	1.04222	0.17836	0.00085	0	0	0	0	0.00516	0	0.0024	59.83786	0	0	0	0	0	0	0
Healthy	16.43176	0.20241	0	0	0.40115	0	0	0	0.55471	0	16.43176	5.54465	21.3703	4.03381	0	0	0.20241	0	0	0
Healthy	23.68552	1.6901	0	0.04265	0.34361	0.63831	0.2371	0	0.09059	0	23.68552	29.80271	0	0.61886	0	0.63831	1.6901	0	0	0
Healthy	6.58279	0.16682	0	0	0.01182	0.1733	0	0.04558	0	0	6.58279	6.35755	0.58918	0.65443	0	0.1733	0.16682	0.1684	0.1931	0.04558
Healthy	13.37009	0	0	0.22179	0	0	0	0	0	0	13.37009	3.77193	0.4548	0	0	0	0	0.24026	0	0
Healthy	9.25895	0.61092	0	0.0635	0	0	0	0	0	0	9.25895	11.0147	0	0	0	0	0.61092	0	0	0
Healthy	22.291	0.02144	0	0.04534	0.06755	0.01909	0	0.0328	0.01894	0	22.291	9.48623	0.76414	9.80966	12.3635	0.01909	0.02144	1.56501	0.0294	0.0328
Healthy	14.16528	0	0	0	0	0	0	0	0	0	14.16528	0	0	2.34553	0	0	0	0	0	0
Healthy	1.26577	0	0	0	0	0	0	0.02732	0	0	1.26577	28.37331	13.24007	0.89466	15.4696	0	0	0.05297	0	0.02732
Healthy	2.63256	0	0	0.03157	0.02232	0	0	0.47913	0	0	2.63256	8.78286	0	0	0	0	0	0.22222	0	0.47913
Healthy	30.84699	0.0261	0	0.09245	0.76578	0.86895	1.06582	0	0.26833	0	30.84699	5.68091	0.0169	0.10954	0.26236	0.86895	0.0261	0.01196	0	0
Healthy	18.20647	0.16561	0.3508	0.02228	0.03859	0	0	0.12731	0.0095	0	18.20647	5.28991	2.52118	6.05898	0	0	0.16561	0.08354	0	0.12731
Healthy	5.15164	0.02601	0	0.56081	0	0	0	0	0	0	5.15164	5.00419	0.23247	0	0	0	0.02601	0.12614	0	0
Healthy	5.51069	1.43941	0	0.00094	0.06691	0	0	0.19157	0.00751	0	5.51069	6.62128	0.22773	0.3122	32.1336	0	1.43941	0.27597	0.04167	0.19157
Healthy	0.34193	0.86334	0	0.06652	0.31929	0	0	0.00859	0	0	0.34193	1.27324	0.36264	0.69016	0.00768	0	0.86334	1.86078	0.40776	0.00859
Healthy	4.37022	0	0	0.17348	0.05774	0.57294	0	0	0	0	4.37022	3.43321	0	1.07476	20.3695	0.57294	0	0.66799	0.62947	0
Healthy	61.05005	1.29116	2.7281	0.50717	0.01475	0	0	0.05593	0.39836	0	61.05005	5.07877	3.77721	0	0	0	1.29116	0	0	0.05593
Healthy	18.14503	2.86906	0	0.51703	10.9511	0	0	0	0	0	18.14503	24.4031	3.10268	10.3887	0	0	2.86906	0	0	0
Healthy	1.77582	0.29767	0	0.20469	0	0	0	0	0	0	1.77582	0.03104	0.07278	0	0	0	0.29767	0	0.03557	0
Healthy	11.26032	0	0.00481	2.49196	0.04992	0	0.09053	0.02371	0.05296	0.004	11.26032	10.39841	1.88745	0.46747	0.02628	0	0	0.05687	0	0.02371
D008545	9.99943	0	0.00586	0.06981	0.52156	0.60421	0.00601	1.3632	0.00121	0	9.99943	4.36458	0.40279	5.92292	21.9168	0.60421	0	0.19417	0.25722	1.3632
Healthy	18.84008	0	0	0.01789	0	0	0	0	0.03703	0	18.84008	2.11646	0.03396	0	0	0	0	0	0	0
Healthy	28.55732	0	0	0	0.06762	0	0	0.27012	0	0	28.55732	1.95288	0	2.98563	0	0	0	0.09504	0	0.27012
Healthy	13.07055	0	0	0	0	0	0	0	0	0	13.07055	0.47036	0	0	0	0	0	0	0	0
Healthy	28.24354	0.06218	0	0.00496	0	0	0	0	0	0	28.24354	2.31069	0.02827	0.96455	0	0	0.06218	0.02638	0	0
Healthy	11.27248	0	0	0	0	0	0	0	0	0	11.27248	13.62175	1.03685	5.88968	17.2204	0	0	0.30605	0	0
Healthy	31.70543	0.02694	0.04924	0.07839	0.04715	0	0	0.08027	0	0	31.70543	10.35674	0.91966	0	5.08195	0	0.02694	0.26747	0.06844	0.08027
Healthy	28.57213	0	0	0.37432	0.03328	0	0	0.004	0	0	28.57213	6.33547	0.2823	2.48128	0.75077	0	0	0.03686	0	0.004
Healthy	27.47777	0.3178	0.00249	1.63215	1.84775	0.7659	1.87658	0	0.32484	0.02534	27.47777	4.64773	0.70459	0.34398	0.03042	0.7659	0.3178	0.02051	0.42389	0
D008545	22.52753	0.43794	0.00956	2.44712	4.60536	0	0	0.61482	0.00441	0.0171	22.52753	11.39407	0	7.37459	0	0	0.43794	0.75333	0.02905	0.61482
Healthy	13.7737	0.06957	3.68029	1.53045	0.70477	0.04704	0	0.01523	0.0032	0.00073	13.7737	5.64972	0.03893	0	0	0.04704	0.06957	0	0.07023	0.01523
Healthy	5.75014	0.26174	0	0.16607	0.31104	0	0	0	0	0	5.75014	11.02483	0.00052	0.70969	0.01927	0	0.26174	0	0	0
Healthy	17.83848	0	0	0.00891	0.14322	0	0	0.03492	0	0	17.83848	3.01701	0.04259	0.07022	0	0	0	0.29146	0	0.03492
Healthy	11.19042	0.43742	0	0	0	0	0	0.09407	0	0	11.19042	3.02473	0.38547	0	0	0	0.43742	0	0	0.09407
Healthy	14.25353	0.25179	0	0.00411	0.05301	0	0	0.0314	0	0	14.25353	7.96076	0	2.59432	0.00991	0	0.25179	0.19275	0.02014	0.0314
Healthy	32.53599	0.35646	0	0	0.14449	1.61162	0	0	0	0	32.53599	13.25404	0.11048	0.53064	1.02905	1.61162	0.35646	0	0.10738	0
Healthy	3.00749	0.17035	0	0	0.13937	0	0	0	0	0	3.00749	2.1093	0.65262	1.03109	0	0	0.17035	0.63724	0.09146	0
Healthy	18.54068	0	0	0	0	0	0	0	0	0	18.54068	9.09774	20.2909	5.55555	2.66794	0	0	0	0	0
Healthy	18.62407	1.30201	0	0.32709	0	0	0	0.01544	0.28424	0	18.62407	6.82415	0.39927	0.22317	0	0	1.30201	0	0	0.01544
Healthy	14.48304	0.33014	0	0.0651	0.04603	0	0	0.47762	0.00968	0.00322	14.48304	22.10707	3.06313	0.51809	0	0	0.33014	0.00695	0.37974	0.47762
Healthy	40.61396	0.01227	0	0.01704	0.04956	0.01598	0	0	0.24526	0	40.61396	8.23355	0.02074	1.41516	0	0.01598	0.01227	0.02627	0.12312	0
Healthy	9.93341	0	0	0.00318	3.02379	0	0	0.05538	0	0	9.93341	2.43987	0.00779	0.0193	0.37964	0	0	0.11402	0.02483	0.05538
Healthy	12.10456	0	0	0.06078	0	0	0	0	0	0	12.10456	0	0	0.05584	0	0	0	0.3616	0.0441	0
Healthy	3.58003	0	0	0.0933	0.04027	0	0	0	0	0	3.58003	2.67861	0.19003	0.16947	0	0	0	0.9265	0.11684	0
Healthy	28.68756	0	0	0.33411	0.03855	0	0	0.0114	0	0	28.68756	6.19646	0.2857	2.67904	0.73966	0	0	0.04487	0	0.0114
Healthy	27.54936	0	0	0.54497	0	0	0	0.89167	0	0	27.54936	2.30929	26.73796	0.43552	0	0	0	0	0	0.89167
Healthy	4.69588	0	0	0.12421	0	0.91062	0	0	0	0	4.69588	4.23327	3.8008	0.82433	0.92828	0.91062	0	0.09474	0.28198	0
Healthy	3.72533	0.61758	0	0	0.17399	0.12031	0.07924	0	0	0	3.72533	2.16534	0	0.01002	0	0.12031	0.61758	0.11629	1.5782	0
Healthy	7.87316	0.26516	0.03975	0.13277	0.02758	0	0.06273	0.23134	0.01363	0.0011	7.87316	8.50483	16.47297	0.00102	0	0	0.26516	0.30071	0.05789	0.23134
Healthy	20.22245	0	0	0.64001	0.0057	0	0	0	0	0	20.22245	5.41623	0.86124	0.727	0.00447	0	0	0.02457	0	0
Healthy	8.68596	0.73477	0	0.37533	0.47012	0	0	0.01797	0	0	8.68596	17.66638	2.39429	0.09091	0.1096	0	0.73477	0.05462	0.00125	0.01797
Healthy	6.25422	0.29143	0	0.0724	1.87534	0.05877	0	0	0	0	6.25422	7.80866	20.98183	0	2.20326	0.05877	0.29143	0	0	0
Healthy	37.00175	1.03756	0	0	0	0	0	0.00557	0	0	37.00175	6.02386	0.30933	7.54138	0	0	1.03756	0	0	0.00557
Healthy	14.55765	0.09636	0	0.03336	0.33034	0	0.00782	0.00693	0.00536	0	14.55765	3.87608	0.02447	0.59576	0.01943	0	0.09636	0.07412	0.22206	0.00693
Healthy	24.91088	0.49852	0	0.25409	0	0	0	0.13376	0	0	24.91088	9.01974	26.02174	10.3192	0	0	0.49852	0	0.07945	0.13376
Healthy	1.34389	1.28078	0	0.29871	0.8151	0	0	0.0716	0	0	1.34389	3.64003	1.30195	5.37546	0.49357	0	1.28078	3.84559	0.66603	0.0716
Healthy	25.97651	0	0	2.12798	0	0	0	0.29234	0	0	25.97651	6.73524	1.1643	19.3761	1.14964	0	0	0	0	0.29234
Healthy	0.7833	0.71967	0	0	0.32579	0	0	0.02437	0	0	0.7833	3.87048	0.03577	0.50534	7.08587	0	0.71967	0.36779	0.12384	0.02437
Healthy	24.03998	1.73508	0	0.71998	0.01247	0	0.19755	0	0.5997	0.01361	24.03998	0	2.26021	0	0	0	1.73508	0.52526	0	0
Healthy	0.41165	1.28992	0	0.00185	0.14981	0	0	0.16338	0	0	0.41165	3.73431	0.01026	1.97241	43.4971	0	1.28992	0.10146	0.69877	0.16338
Healthy	13.61368	0.16052	0	0	0.03778	0.04021	0	0.05554	0	0	13.61368	10.99938	0.79401	0.01894	0	0.04021	0.16052	0.04098	0	0.05554
Healthy	3.50474	0.27891	0	0.01542	0.07712	0	0	0	0	0	3.50474	2.15573	0.49621	0	0	0	0.27891	0.00577	0.17714	0
Healthy	3.23799	0	0	0.07654	0.03983	0	0	0	0	0	3.23799	2.58698	0.23535	0.16297	0	0	0	0.91885	0.15972	0
Healthy	12.80241	0.83259	0	0	1.12635	0	0	0	0	0	12.80241	3.10142	11.5772	0	12.3862	0	0.83259	0.00236	0	0
