group	Bacteroidota	Proteobacteria	Desulfobacterota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	77.2291	0.1166	0.00964		77.2291	9.85504	0.1458	0.1166	0	0.06618	0	0.00964	
Healthy	38.44628	0	0		38.44628	20.18426	0	0	0	18.29772	0	0	
D001943	86.96274	2.48443	0.00188		86.96274	5.5078	0.08358	2.48443	0	0.03401	0	0.00188	
Healthy	2.59796	0	0		2.59796	47.16628	1.35449	0	0	7.99578	27.47608	0	
Healthy	7.60267	0	0		7.60267	9.50588	1.60904	0	0	0	0	0	
Healthy	50.35418	0	0.15146		50.35418	25.58405	0.10494	0	0.0018	0.6933	0	0.15146	
Healthy	36.83659	0.54358	0		36.83659	37.84527	0	0.54358	0.12109	0.24874	0.1314	0	
Healthy	73.12423	7.9908	0		73.12423	10.48617	0.21531	7.9908	0	0.02117	0	0	
Healthy	44.20571	0.33609	0		44.20571	28.58069	6.35946	0.33609	3.13036	0.28513	2.55668	0	
Healthy	29.28913	0	0.56793		29.28913	14.45408	0.50414	0	23.2954	0.32729	2.20373	0.56793	
Healthy	18.63199	0.08209	0		18.63199	50.04685	3.05348	0.08209	0.00313	18.41461	0.00775	0	
Healthy	28.43816	0	0		28.43816	41.42719	0	0	0.22355	0	0.34774	0	
Healthy	24.69692	0.20179	0.3653		24.69692	38.02137	12.31179	0.20179	0.04777	3.17624	1.2056	0.3653	
Healthy	68.10723	0.01221	0.06634		68.10723	16.00451	1.88982	0.01221	0.46775	0.03682	0.00709	0.06634	
Healthy	8.72825	0.03452	0		8.72825	29.34627	0.67278	0.03452	12.7781	2.05041	1.79634	0	
Healthy	49.61754	0.67046	0.26343		49.61754	24.39603	2.00992	0.67046	1.37603	0.11295	0	0.26343	
Healthy	73.87226	0.15269	0		73.87226	4.86785	0	0.15269	0	0	0	0	
Healthy	85.8639	0.45157	0		85.8639	3.0265	0.83477	0.45157	0	0.0998	0	0	
Healthy	28.52758	0.13609	0		28.52758	53.21777	0.20795	0.13609	0	3.9197	0	0	
Healthy	33.1389	0.22775	0		33.1389	21.21106	1.64179	0.22775	0	0	0	0	
Healthy	17.4332	2.03158	0.02399		17.4332	41.27991	0.32253	2.03158	1.71467	0.73198	0.15196	0.02399	
Healthy	4.94548	3.1773	0		4.94548	7.02575	20.15463	3.1773	0	8.11153	0	0	
Healthy	63.74033	1.91748	0		63.74033	16.50447	0.14936	1.91748	0.78033	0.02539	0	0	
Healthy	35.00576	0.01278	0.25011		35.00576	34.4218	1.83854	0.01278	0.89056	2.33181	0	0.25011	
Healthy	48.68608	0	0		48.68608	29.25791	0	0	0.38099	0.14748	0	0	
Healthy	28.78968	0.20576	0.05473		28.78968	30.95842	8.46886	0.20576	0	11.78269	0	0.05473	
Healthy	56.44389	1.69032	0.05434		56.44389	15.44548	0.99609	1.69032	0.53454	0.16782	0.03207	0.05434	
Healthy	39.15464	23.80545	0		39.15464	15.77842	13.22386	23.80545	0	0.01329	0	0	
Healthy	78.23298	0	1.49648		78.23298	6.72128	0.57405	0	0	0.24703	0.08486	1.49648	
Healthy	70.79374	0.45788	0.1119		70.79374	10.15143	3.79501	0.45788	0.09754	0	0.03425	0.1119	
Healthy	14.95651	0.73312	0.04649		14.95651	60.60058	2.50435	0.73312	1.50826	1.85803	2.58635	0.04649	
Healthy	19.48864	0.24042	0		19.48864	66.40686	0.32319	0.24042	0	1.2205	0	0	
Healthy	56.76372	0.09614	0.09357		56.76372	11.60623	14.05123	0.09614	0	0.23922	0.19089	0.09357	
Healthy	77.8724	0.03099	1.58013		77.8724	6.88406	0.74244	0.03099	0	0.28609	0.14067	1.58013	
Healthy	60.85497	0.27767	0.26361		60.85497	9.91463	3.80101	0.27767	0.87116	0.11453	0.95041	0.26361	
Healthy	46.03264	11.68184	0.04359		46.03264	9.97764	21.72647	11.68184	0	0.0466	0	0.04359	
Healthy	33.03167	0	0		33.03167	53.4545	0	0	0	0	0	0	
Healthy	20.21896	10.1218	0.1769		20.21896	27.94409	0.00949	10.1218	1.2648	1.80918	3.23876	0.1769	
Healthy	27.73597	0.29237	0.15233		27.73597	38.59014	5.73068	0.29237	0.03985	1.51113	3.03688	0.15233	
D001943	45.98357	8.70796	0.02974		45.98357	25.54463	2.15818	8.70796	1.37984	0.76793	0.33783	0.02974	
Healthy	4.08443	0	0		4.08443	7.64383	0	0	0	0.61053	0.50733	0	
Healthy	35.587	0	0.07764		35.587	28.19484	2.39321	0	1.44681	0.92349	0	0.07764	
Healthy	69.95272	0.19444	0		69.95272	7.47477	0.37575	0.19444	0	0.25493	0	0	
Healthy	65.82434	4.10847	0		65.82434	17.88329	0.49746	4.10847	0	0.24319	0	0	
Healthy	46.25692	0.08806	0.0127		46.25692	22.51081	2.89499	0.08806	3.63759	0.16279	0	0.0127	
Healthy	43.74522	0	0		43.74522	33.35073	0	0	0	0.29781	0	0	
Healthy	23.10294	0.17588	0		23.10294	10.69977	55.372	0.17588	0	1.06915	0	0	
Healthy	31.75604	1.36241	0.04167		31.75604	52.67352	1.16255	1.36241	2.06245	0.15972	0	0.04167	
Healthy	49.41957	0.12863	0.95251		49.41957	7.23158	2.22911	0.12863	14.039	0.00774	0.01395	0.95251	
Healthy	43.72766	0.12565	0.02768		43.72766	13.00878	0.78051	0.12565	1.77862	0.1676	0	0.02768	
Healthy	45.25011	1.60489	0		45.25011	42.86882	0	1.60489	0	4.01046	0	0	
Healthy	36.91185	0.19329	0.02657		36.91185	14.14181	2.83819	0.19329	11.1368	0.63179	2.20914	0.02657	
Healthy	26.36118	1.94292	0		26.36118	50.90246	0.61692	1.94292	1.44248	1.04698	0.45527	0	
Healthy	0	0	0		0	86.40719	0	0	0	0	0	0	
Healthy	39.20047	0.00766	0		39.20047	15.24948	0.0192	0.00766	0.09905	0.8277	0	0	
Healthy	40.68302	0.06081	0		40.68302	36.85903	1.55654	0.06081	0	0.01365	0	0	
Healthy	26.95037	2.17433	0.31821		26.95037	8.19162	11.61266	2.17433	11.2649	1.5331	33.0343	0.31821	
Healthy	10.37808	0	0		10.37808	60.42673	0	0	0	0	5.43402	0	
Healthy	38.79379	1.45634	0.15813		38.79379	25.95384	1.21074	1.45634	0.08334	0.89636	0.2373	0.15813	
Healthy	76.8929	0.16195	0		76.8929	9.64318	0.18476	0.16195	0	0.04537	0	0	
Healthy	8.71721	8.33019	0.04017		8.71721	35.88226	11.21153	8.33019	0	18.52603	8.70403	0.04017	
Healthy	11.95072	0	0		11.95072	44.98914	26.78331	0	1.73021	1.00457	0	0	
Healthy	22.17878	1.41632	0		22.17878	0.63115	63.31909	1.41632	0	7.64345	0	0	
D001943	61.647	3.83311	0		61.647	30.24466	0.43118	3.83311	0	0.04701	0	0	
Healthy	57.7267	0.24409	0.0155		57.7267	5.52828	0.94865	0.24409	0	0.23627	0	0.0155	
Healthy	92.03324	0.44417	0		92.03324	4.11698	0.08949	0.44417	0	0.05358	0	0	
Healthy	35.20643	0.70777	0.02406		35.20643	9.87698	48.27999	0.70777	0	0.50019	0	0.02406	
Healthy	5.66918	0.0703	0.03991		5.66918	67.94703	1.46373	0.0703	0	1.12576	3.85493	0.03991	
Healthy	7.86782	0.10107	0		7.86782	54.51485	3.70136	0.10107	0.09261	4.73052	0.02976	0	
Healthy	21.25678	0	0		21.25678	45.79678	0	0	0.62275	0	16.9051	0	
Healthy	92.95383	4.40645	0		92.95383	2.10475	0	4.40645	0.47275	0	0	0	
Healthy	57.381	0.08801	0		57.381	23.32274	0	0.08801	0	1.37377	0	0	
Healthy	57.5735	0.05479	0.03929		57.5735	25.65602	0.22852	0.05479	0.07637	0.01435	0	0.03929	
Healthy	33.03258	1.52455	0.00109		33.03258	26.52987	0.73103	1.52455	0	0.21928	0	0.00109	
Healthy	65.20158	0	0		65.20158	9.50575	0.06845	0	0.75438	0	0	0	
Healthy	19.74816	0	0		19.74816	53.89981	5.8306	0	0	12.15672	0	0	
Healthy	70.26426	0.3089	0.07027		70.26426	9.76851	4.09729	0.3089	0.13707	0.00358	0.03854	0.07027	
Healthy	51.37327	0.08027	0.63944		51.37327	24.89012	0.09952	0.08027	0	0	0.02838	0.63944	
Healthy	58.48155	4.93385	0.02332		58.48155	25.63524	0.1994	4.93385	0	0.28036	0	0.02332	
Healthy	45.87194	8.08041	0		45.87194	26.33441	0.89777	8.08041	0.00844	0.71498	0	0	
Healthy	31.09127	17.94485	0.02652		31.09127	29.75762	4.72881	17.94485	0.51086	0.85058	0	0.02652	
Healthy	15.2552	0.46632	0.02172		15.2552	36.1942	0.64515	0.46632	2.67562	1.28294	1.52558	0.02172	
Healthy	47.52272	0.64849	0.18632		47.52272	25.70667	1.67612	0.64849	4.89103	0.26659	1.11164	0.18632	
Healthy	17.5367	1.51327	0		17.5367	8.19297	12.79949	1.51327	0.13279	0.12399	0	0	
Healthy	76.4265	0.36971	0.00386		76.4265	6.71909	0.55395	0.36971	0	0.1132	0	0.00386	
Healthy	63.65279	0	0		63.65279	28.47418	0.2404	0	0.47763	0.0728	0	0	
Healthy	68.10589	11.59637	0.0211		68.10589	1.70726	0.28467	11.59637	0	0.24949	0	0.0211	
D001943	76.45854	1.37429	0		76.45854	1.25661	2.63689	1.37429	0	1.04134	0	0	
Healthy	64.26608	0.50565	0.01202		64.26608	8.63162	0.11442	0.50565	0	0.39057	0	0.01202	
Healthy	77.80827	4.96662	0		77.80827	9.86733	0.02385	4.96662	0	0	0	0	
Healthy	55.01057	2.14	0		55.01057	20.43774	2.72604	2.14	0.84927	1.45106	0	0	
Healthy	43.39463	0.97032	2.27827		43.39463	2.50012	0.44059	0.97032	10.9175	0	0	2.27827	
Healthy	46.43819	0.23484	0.36254		46.43819	26.79708	5.82612	0.23484	0.29531	1.40187	0.05199	0.36254	
Healthy	0.0054	97.51588	0		0.0054	0.0123	1.1633	97.51588	0	0.99332	0	0	
Healthy	56.89743	0.27122	0.01556		56.89743	5.39505	1.11283	0.27122	0	0.27417	0	0.01556	
Healthy	57.07274	0.48033	0.47782		57.07274	10.67122	0.53545	0.48033	8.15551	0	0	0.47782	
Healthy	42.8335	0.12155	0.07545		42.8335	3.2693	0.08488	0.12155	0	0.01559	0	0.07545	
Healthy	60.20397	3.26202	0		60.20397	13.58269	0.8081	3.26202	5.82255	0.47994	0	0	
Healthy	68.04629	3.29057	0.06604		68.04629	19.2194	0.05644	3.29057	0	1.00471	0	0.06604	
Healthy	67.01221	0.05324	0.57549		67.01221	16.32137	1.17791	0.05324	0	0.10988	0	0.57549	
Healthy	51.10262	0.36455	0.11905		51.10262	24.59314	0.18446	0.36455	4.38812	0.53437	0.64416	0.11905	
Healthy	9.38307	0.01243	0		9.38307	31.48165	0.37954	0.01243	9.22338	2.37194	2.09976	0	
Healthy	42.63748	0.47887	0		42.63748	37.20353	0	0.47887	0	0	0	0	
Healthy	44.25744	9.11482	0		44.25744	35.18817	0	9.11482	0.8716	0	0	0	
Healthy	31.10324	26.66508	0		31.10324	0.00122	14.26002	26.66508	0	1.67208	0	0	
Healthy	72.37541	0.09745	1.30497		72.37541	8.12547	1.28848	0.09745	0	0.15482	0	1.30497	
Healthy	5.63705	0.27463	0		5.63705	12.25174	74.79472	0.27463	0	4.51347	0	0	
Healthy	72.44935	7.93781	0		72.44935	11.01562	0.25268	7.93781	0	0.01317	0	0	
Healthy	63.35702	0	0		63.35702	9.89468	0	0	0	0.30743	0	0	
Healthy	47.20164	0.03577	0.00069		47.20164	7.36163	0.02532	0.03577	0	0.09528	0	0.00069	
Healthy	46.89552	3.2856	0.21367		46.89552	14.07491	2.9167	3.2856	0	0.1325	0.07469	0.21367	
Healthy	12.02415	2.00216	0.02439		12.02415	62.63521	9.20287	2.00216	0	2.50209	0	0.02439	
Healthy	22.05988	0.06044	0.01273		22.05988	26.3763	19.12455	0.06044	1.01322	1.42259	0.94195	0.01273	
Healthy	48.30892	4.27124	0.38176		48.30892	37.63532	1.15248	4.27124	0	0.21959	0	0.38176	
Healthy	10.76352	0	0		10.76352	69.73039	5.78883	0	0	0	0	0	
Healthy	7.51024	0	0		7.51024	50.43541	20.12602	0	14.0661	1.8455	0.42074	0	
Healthy	50.54372	0.24071	0		50.54372	20.14831	2.88337	0.24071	12.4378	0.09514	0	0	
Healthy	9.0583	0.4108	0		9.0583	65.12069	2.82147	0.4108	0	0.37431	0	0	
Healthy	69.74125	0.13843	0		69.74125	3.5244	0.23845	0.13843	0	0.03537	0	0	
Healthy	63.76083	1.88305	0		63.76083	18.24691	0.35474	1.88305	0.91387	0.34441	0	0	
Healthy	74.80583	0.5632	0		74.80583	4.74546	0.00169	0.5632	0	0	0	0	
Healthy	70.99297	2.47013	0.07819		70.99297	3.3777	0	2.47013	0	0	0	0.07819	
Healthy	35.06386	0.15606	0.04904		35.06386	25.80285	0.09674	0.15606	0	1.07054	0.21858	0.04904	
Healthy	13.17162	10.30995	0.73475		13.17162	6.09588	1.48678	10.30995	44.1381	0.17481	0	0.73475	
D001943	70.7459	4.21782	0.61357		70.7459	14.56063	0.05262	4.21782	0.00089	0.39123	0.14993	0.61357	
Healthy	66.15571	3.98101	0.00398		66.15571	17.4915	0.4717	3.98101	0	0.24929	0	0.00398	
Healthy	79.74158	0.16477	0.0536		79.74158	13.71919	0.37677	0.16477	0	0.11237	0	0.0536	
Healthy	48.36761	3.31243	0.15813		48.36761	13.6044	2.84513	3.31243	0	0.07691	0.04068	0.15813	
Healthy	66.90114	1.01888	0		66.90114	2.26572	0.18543	1.01888	0	0	0	0	
Healthy	50.15257	0.5743	0.0195		50.15257	31.10292	0.80921	0.5743	0	3.77634	0	0.0195	
Healthy	61.9487	5.1846	0.17031		61.9487	24.97856	0.1539	5.1846	0	0.11037	0	0.17031	
Healthy	6.23227	0.07083	0.13752		6.23227	64.12464	2.59726	0.07083	0	0.95618	3.28103	0.13752	
Healthy	65.56563	0.06664	0.36946		65.56563	7.85828	0.39095	0.06664	10.8021	0.09419	0	0.36946	
Healthy	15.17261	0.26147	0.00099		15.17261	65.54171	0.64136	0.26147	0	1.95613	0	0.00099	
Healthy	72.7581	2.37483	0.13609		72.7581	3.25957	0	2.37483	0	0	0	0.13609	
Healthy	17.5346	0.23137	0.05593		17.5346	55.74811	1.23372	0.23137	0.53548	6.64712	2.23034	0.05593	
Healthy	21.31523	22.93771	0.02308		21.31523	24.33847	13.2806	22.93771	1.64991	5.28429	0.79016	0.02308	
Healthy	51.08231	1.59513	0.08339		51.08231	35.03278	0.88776	1.59513	0.01455	0.36475	0.00324	0.08339	
Healthy	10.70067	0.14373	0		10.70067	56.17203	8.84421	0.14373	2.49813	0.13637	0	0	
Healthy	53.94175	0.01973	0.37516		53.94175	26.03518	3.46604	0.01973	3.23154	0.23317	0.43233	0.37516	
Healthy	81.00986	0.62023	0.01894		81.00986	5.35675	1.23204	0.62023	3.51621	0.00304	0	0.01894	
Healthy	17.24106	0.22395	0		17.24106	47.93785	0	0.22395	0	0.25174	0.16948	0	
Healthy	48.36611	0.00194	0.03272		48.36611	3.43532	21.51207	0.00194	0	2.549	0	0.03272	
Healthy	73.06128	1.79674	0		73.06128	15.25712	2.63467	1.79674	0	0.06871	0	0	
Healthy	24.86907	2.62507	0.06965		24.86907	47.03965	1.99575	2.62507	0	8.62507	0.77087	0.06965	
Healthy	21.36308	1.02011	0.03686		21.36308	18.72559	11.34325	1.02011	10.8753	2.61544	27.2372	0.03686	
Healthy	45.5537	0.42968	0.65595		45.5537	7.9757	1.80823	0.42968	0.14734	0.57574	0	0.65595	
Healthy	0.39476	16.088	0		0.39476	1.70254	44.84407	16.088	0	1.28974	0	0	
Healthy	37.40269	6.82141	0		37.40269	31.07531	0.64996	6.82141	0	0.03134	0	0	
Healthy	51.44671	0.32236	0		51.44671	14.67765	6.76283	0.32236	4.38692	0	2.26152	0	
Healthy	60.83211	2.59368	0.02886		60.83211	2.55788	0.01043	2.59368	1.51494	2.42338	0	0.02886	
Healthy	49.14661	1.47058	0		49.14661	28.05386	2.70475	1.47058	0.95369	0.02734	0.99194	0	
Healthy	29.92426	0	0.69349		29.92426	14.10506	0.47461	0	22.4976	0.33513	2.20428	0.69349	
Healthy	81.60447	0	0		81.60447	14.34793	0	0	0	0.50121	0	0	
Healthy	19.45713	1.16899	0		19.45713	51.98622	1.28547	1.16899	0.00101	3.05378	1.10814	0	
Healthy	49.20231	0.98457	0		49.20231	30.11455	2.26359	0.98457	0.12882	0.51626	0	0	
Healthy	87.4567	0.12828	0		87.4567	3.22885	0.24107	0.12828	0.99846	0.23364	0	0	
Healthy	42.97352	9.76543	0.22849		42.97352	23.44407	2.00596	9.76543	0.32613	1.19131	0.44679	0.22849	
Healthy	44.03764	0.33662	0.12666		44.03764	11.23352	6.21275	0.33662	7.20643	0.18389	0	0.12666	
Healthy	27.54383	0.2348	0.08538		27.54383	54.94699	0.6333	0.2348	0.97592	1.04319	0.19412	0.08538	
Healthy	37.78419	0.20148	0.00531		37.78419	38.43141	0.18268	0.20148	0.10659	2.78362	0.04568	0.00531	
Healthy	92.41809	4.44716	0		92.41809	2.22515	0	4.44716	0.57892	0	0	0	
Healthy	10.92089	2.94638	0		10.92089	40.96898	16.17702	2.94638	1.10321	3.81073	2.20486	0	
Healthy	42.88876	0.33297	0.00205		42.88876	13.76647	2.76751	0.33297	5.23708	2.44287	2.01322	0.00205	
Healthy	47.79184	0.1114	0.01903		47.79184	19.26392	0	0.1114	0.00046	0.16581	0	0.01903	
Healthy	5.56428	12.28254	0.00032		5.56428	0.85971	71.24709	12.28254	0	0.55335	0	0.00032	
Healthy	89.96456	0	0		89.96456	10.0355	0	0	0	0	0	0	
Healthy	27.32396	15.7355	0		27.32396	28.18425	3.17223	15.7355	5.68998	3.20683	0	0	
Healthy	67.49216	0.74459	0.50836		67.49216	3.75915	1.23239	0.74459	0.00327	0.43711	0	0.50836	
Healthy	6.20115	0	0		6.20115	11.83491	74.13781	0	0	1.34408	3.74834	0	
Healthy	67.57399	0.88133	0		67.57399	2.40181	0.18413	0.88133	0	0	0	0	
Healthy	86.67407	1.64957	0.09787		86.67407	7.61704	0.19625	1.64957	0	0.14599	0	0.09787	
Healthy	45.12407	0.26698	0.1354		45.12407	11.02734	6.07662	0.26698	6.91658	0.24736	0	0.1354	
Healthy	23.58338	0	0		23.58338	19.73074	2.11109	0	1.80817	0.02771	4.31098	0	
Healthy	18.2337	0.31649	0		18.2337	57.8331	4.43693	0.31649	0	1.35963	0	0	
Healthy	46.34036	0.17937	0		46.34036	31.97265	0.17378	0.17937	0.0287	0.86751	0.67961	0	
Healthy	82.75444	0.04843	0		82.75444	4.26319	0	0.04843	1.73414	0	0	0	
Healthy	19.29977	0.63191	0.0634		19.29977	5.48968	56.66381	0.63191	0.54962	10.12247	0	0.0634	
Healthy	50.31892	1.25979	0.03251		50.31892	28.81607	0.22994	1.25979	0.50031	0.3384	0.03507	0.03251	
Healthy	88.69313	0.4131	0.00379		88.69313	2.53493	0.13159	0.4131	0	0.27314	0	0.00379	
Healthy	64.3692	1.07601	0.41779		64.3692	23.53209	0.12647	1.07601	0	0.07707	0	0.41779	
Healthy	68.76387	0.30385	0.14416		68.76387	8.27331	0.00501	0.30385	0	0.02227	0	0.14416	
Healthy	76.80037	0.35325	0.07753		76.80037	7.00059	0.81975	0.35325	0	0.16376	0	0.07753	
Healthy	74.61544	0.33793	0		74.61544	9.4225	0.20699	0.33793	0	4.03095	0	0	
Healthy	23.29549	0.36059	0		23.29549	39.53823	0.80921	0.36059	0.00282	0.37339	0	0	
Healthy	3.59184	1.11835	0.08892		3.59184	35.74162	30.55365	1.11835	3.31237	0.66527	3.22099	0.08892	
Healthy	57.98975	9.84016	0.00341		57.98975	14.96917	0.03503	9.84016	0	0.31115	0	0.00341	
Healthy	44.63161	5.91542	0.30797		44.63161	29.68906	0.81249	5.91542	0	0.52168	0	0.30797	
Healthy	0.00098	0.12264	0		0.00098	0	82.29059	0.12264	0	3.70164	0	0	
Healthy	29.7614	0.37266	0.10618		29.7614	47.47284	0.39536	0.37266	0	0.11807	0.14883	0.10618	
Healthy	40.39347	0	0		40.39347	35.08636	0	0	0	1.64571	0	0	
Healthy	69.7223	0.27249	0.14337		69.7223	8.07493	0.01712	0.27249	0	0.02247	0	0.14337	
Healthy	20.81371	9.25016	0.11773		20.81371	47.8683	1.24634	9.25016	0.78058	2.02082	0	0.11773	
Healthy	65.38115	1.01387	0		65.38115	18.39411	0.10758	1.01387	0.83682	0.21006	0	0	
Healthy	76.64969	0.28728	0.06784		76.64969	6.74982	0.80197	0.28728	0	0.15339	0	0.06784	
Healthy	85.3343	1.2703	0		85.3343	11.33854	0	1.2703	0	0	0	0	
Healthy	79.53804	0.67468	0.02049		79.53804	5.62723	1.27276	0.67468	3.49832	0	0	0.02049	
Healthy	68.81317	0.65112	0.25485		68.81317	14.36742	0.02887	0.65112	0	0.86026	0	0.25485	
Healthy	8.87961	0	0		8.87961	53.05216	0	0	0	5.53233	0	0	
Healthy	68.07938	3.16566	1.34758		68.07938	12.98799	1.31288	3.16566	0	0.243	0.0157	1.34758	
D001943	74.62205	0.30824	0.00786		74.62205	18.40839	0.71392	0.30824	0.00371	0.14975	0	0.00786	
D001943	61.69806	3.29919	0		61.69806	4.81275	0.53661	3.29919	4.60546	7.34982	0	0	
Healthy	42.32132	0.0302	0		42.32132	21.59111	26.48053	0.0302	0	0.61706	0	0	
Healthy	66.12026	0.44581	0.01772		66.12026	9.79982	0.15726	0.44581	0	0.39163	0	0.01772	
D001943	56.04262	3.99943	0.23418		56.04262	12.84786	0.6967	3.99943	6.98533	0.31686	0	0.23418	
Healthy	17.13393	46.2181	0		17.13393	15.31177	0.68766	46.2181	0	0.45277	0	0	
Healthy	80.49928	0	0		80.49928	14.47928	0.0023	0	0	0.47047	0	0	
Healthy	31.18262	0.01848	0		31.18262	47.94693	0	0.01848	0	0.83493	0	0	
Healthy	66.94484	0.15583	0.06509		66.94484	15.62288	1.75853	0.15583	0.613	0.04798	0	0.06509	
Healthy	11.51207	1.68319	0.03769		11.51207	52.38611	6.27933	1.68319	0.69645	1.0563	0	0.03769	
Healthy	29.09236	2.96792	0		29.09236	4.74439	19.4366	2.96792	0	31.36283	0	0	
Healthy	51.98054	1.17152	0.03696		51.98054	12.34305	0.02236	1.17152	0	0.32013	0	0.03696	
Healthy	70.95437	2.39093	0.11848		70.95437	3.37982	0	2.39093	0	0	0	0.11848	
Healthy	33.38458	1.85015	0		33.38458	15.60284	1.43445	1.85015	0	0.4486	0.02369	0	
Healthy	45.2512	0.3218	0.64474		45.2512	7.37838	1.80171	0.3218	0.13394	0.5995	0	0.64474	
Healthy	78.30171	0.24272	0		78.30171	2.61997	0.06069	0.24272	0	0	0	0	
Healthy	11.19898	3.73085	0.23999		11.19898	6.15284	0.15583	3.73085	0.07494	1.87166	0.5247	0.23999	
Healthy	46.29305	0.45783	0.60856		46.29305	8.23785	1.89612	0.45783	0.19647	0.57122	0	0.60856	
Healthy	77.72654	0.61603	0.03025		77.72654	5.41628	1.20745	0.61603	3.31364	0	0	0.03025	
Healthy	18.80591	0.05704	0.01244		18.80591	57.03302	0.33636	0.05704	0.06427	0.45228	0.30996	0.01244	
Healthy	3.41382	9.93612	0.29292		3.41382	37.97694	9.12402	9.93612	0.20848	0.82443	1.88674	0.29292	
Healthy	65.93321	0.58853	0.01065		65.93321	8.86214	0.14154	0.58853	0	0.39685	0	0.01065	
Healthy	50.38809	0.61436	0.12513		50.38809	24.37268	0.44169	0.61436	2.41126	4.22717	0.36668	0.12513	
Healthy	41.31056	0.51012	0.06245		41.31056	51.70334	0.67149	0.51012	0.00398	0.49807	0.54224	0.06245	
Healthy	46.81643	0.57802	0.03446		46.81643	41.0713	0.43959	0.57802	0	0.39585	0	0.03446	
Healthy	81.94286	0.84623	0		81.94286	8.81247	0.61831	0.84623	0	0.07065	0	0	
Healthy	34.17539	0	0		34.17539	40.75258	3.83579	0	0	0	0	0	
Healthy	1.1413	93.0192	0		1.1413	0.01354	0.46948	93.0192	0	0	0	0	
Healthy	25.0087	6.34939	0		25.0087	12.5124	32.9681	6.34939	0	0.1196	0	0	
Healthy	68.47564	10.68636	0.04097		68.47564	1.95219	0.19384	10.68636	0	0.15555	0	0.04097	
Healthy	40.52547	0.02468	0.14488		40.52547	41.56734	0.74889	0.02468	2.723	0.59065	0	0.14488	
Healthy	79.12686	0.3055	0		79.12686	2.50716	0.07404	0.3055	0	0	0	0	
Healthy	48.23051	0.10332	0		48.23051	27.80113	0	0.10332	8.9855	0	0	0	
Healthy	63.57685	3.24285	0.47216		63.57685	28.05033	0.07863	3.24285	0	0.07396	0	0.47216	
Healthy	33.81915	1.89767	0		33.81915	15.73203	1.4279	1.89767	0.00243	0.47635	0.01245	0	
Healthy	19.703	54.0036	0.00359		19.703	8.68948	3.53386	54.0036	0.6802	1.17293	0.47496	0.00359	
Healthy	46.26214	0.36055	0.61353		46.26214	6.5359	1.91247	0.36055	0.13841	0.58193	0	0.61353	
Healthy	29.0804	12.68303	0.00054		29.0804	38.0977	1.97056	12.68303	3.38392	5.4016	0	0.00054	
Healthy	19.28679	1.08772	0		19.28679	58.1348	1.30643	1.08772	0.18866	0.94915	0	0	
Healthy	80.16345	3.19916	0.03075		80.16345	12.13547	0.75624	3.19916	0.39541	0.20704	0	0.03075	
Healthy	6.89033	0.21117	0		6.89033	51.46755	3.28551	0.21117	0	0.8185	0	0	
Healthy	37.14894	0.39212	0.00991		37.14894	37.59908	0.52101	0.39212	0.42345	6.57985	0.52134	0.00991	
Healthy	33.00049	0	0		33.00049	53.45468	0	0	0	0	0	0	
Healthy	57.56519	0.21661	0.15701		57.56519	11.90848	13.99209	0.21661	0	0.20946	0.19414	0.15701	
Healthy	13.81992	0.26762	0		13.81992	59.81325	1.35139	0.26762	0.02103	2.80945	1.75259	0	
Healthy	75.20939	0.56458	0.01706		75.20939	8.28375	0.02526	0.56458	0	0.04569	0	0.01706	
Healthy	65.78173	0.11472	0.3641		65.78173	7.62184	0.3857	0.11472	10.2379	0.07823	0	0.3641	
Healthy	47.0639	4.46901	0		47.0639	34.42826	0.61595	4.46901	0	0	1.03394	0	
Healthy	0	0	0		0	53.29915	8.7377	0	16.9026	0	0	0	
Healthy	30.30793	5.90185	0.57741		30.30793	9.37611	0	5.90185	19.3418	0.22844	0.52732	0.57741	
Healthy	29.43695	0.15345	0		29.43695	52.61712	0.36922	0.15345	0	3.83576	0	0	
Healthy	75.21888	0.32331	0.01693		75.21888	7.78494	4.7087	0.32331	1.15149	0.84342	0	0.01693	
Healthy	63.74342	0.20185	0.06699		63.74342	17.19117	1.25091	0.20185	0	0.07307	0	0.06699	
Healthy	1.43077	19.80121	0		1.43077	18.16952	0.51863	19.80121	0	1.32723	0	0	
Healthy	84.12676	0.07126	0.36459		84.12676	4.54906	3.61327	0.07126	0.04141	0	0.64842	0.36459	
Healthy	39.99214	1.22146	0		39.99214	42.00761	3.73394	1.22146	0	1.09127	0	0	
Healthy	54.74463	1.38201	0.21715		54.74463	7.53067	0.64253	1.38201	7.24372	0.33346	0	0.21715	
Healthy	77.84468	0	1.45187		77.84468	6.1883	0.67996	0	0	0.34218	0.12037	1.45187	
Healthy	48.39468	0.28172	0.26061		48.39468	17.82998	0	0.28172	6.03283	0.02221	0	0.26061	
Healthy	22.37389	4.54085	0		22.37389	11.49705	1.62992	4.54085	23.7423	0	0	0	
Healthy	38.09116	0.11004	0.00035		38.09116	49.98884	2.78153	0.11004	0	0.08085	0	0.00035	
Healthy	68.80393	0.10618	1.60564		68.80393	6.07084	0.23698	0.10618	0	0.57787	0.02171	1.60564	
