group	Bacteroidaceae	Rikenellaceae	Enterobacteriaceae	Burkholderiaceae	Marinifilaceae	Acidaminococcaceae	Selenomonadaceae	Desulfovibrionaceae	Pasteurellaceae	Lactobacillaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae
Healthy	32.48011	13.64793	0.09232	1.39314	2.24413	0	0	0.13826	0.0422	0	6.58367	0.09232	1.39314	0.17643	0.00636	0	0.02486	0.03051	0.0422	0
Healthy	22.29547	6.54158	5.3394	0.03034	1.48008	0	0	0.35495	0	0.00096	3.07898	5.3394	0.03034	3.08044	0.01463	0	0.36328	0.00921	0	0.00096
Healthy	50.05089	23.62284	0	0.70225	1.43627	0	0	0.02838	0.00402	0	1.71238	0	0.70225	0	0	0	0	0	0.00402	0
Healthy	11.45445	2.21498	0.00681	0.88008	0	22.5247	0	0.37016	0.001	0.65963	13.19326	0.00681	0.88008	0	0.09888	22.5247	1.03495	0.01218	0.001	0.65963
Healthy	53.10742	0.42047	0	0.08336	1.30351	1.47114	0	0	0	0.04058	23.45088	0	0.08336	1.90301	1.60955	1.47114	5.33684	0	0	0.04058
Healthy	21.86425	2.76763	1.88746	1.38138	0	0	0	0.05407	0	0	12.8256	1.88746	1.38138	0.42914	0	0	0	0	0	0
Healthy	74.44349	1.39526	0	0	0	0	0.39408	0	0	0	11.33591	0	0	0	0	0	0.43276	0	0	0
Healthy	57.19175	4.61983	1.43986	0.56976	0.71395	0	0	0.03475	0.02287	0	17.3938	1.43986	0.56976	0	0.40837	0	0.07146	0	0.02287	0
Healthy	45.86257	0	2.74832	0.06262	0	0	0	0.04609	0	0	11.91696	2.74832	0.06262	0	0.09803	0	0	0	0	0
Healthy	38.96143	0.71322	0	0	1.15119	0	0	0	0.3539	0.10779	28.14546	0	0	0.18105	0.6513	0	0	0.08778	0.3539	0.10779
Healthy	20.94759	6.38827	0.07617	1.2693	1.32887	0.26395	0	0	0.17004	0	20.27504	0.07617	1.2693	0	0.03125	0.26395	0.1551	0.01651	0.17004	0
Healthy	54.4671	7.37156	0	0.0624	1.28332	0	0	1.64987	0	0	1.00013	0	0.0624	0.02876	0	0	0	0	0	0
Healthy	53.70168	17.45545	0.04198	0.07281	1.10504	0	0	0.00154	0	0	0.6717	0.04198	0.07281	0	0.02956	0	0.0243	0	0	0
Healthy	54.5035	5.92174	0	0.05142	0	0	0.01237	0	0.03656	0	19.14931	0	0.05142	0	0.0161	0	0	0.0072	0.03656	0
Healthy	33.53274	15.5661	0.13218	0.0078	0.94826	0	0	0.11107	0	0	6.12314	0.13218	0.0078	0.1953	0.29615	0	0.00486	0.00213	0	0
Healthy	48.96534	2.42525	0.20678	0.0461	0.41661	0	1.86885	0	0.08566	0	23.11718	0.20678	0.0461	0	0.31688	0	0	0.0216	0.08566	0
Healthy	24.02211	15.48183	0	0.11856	0.64273	0	0	0.03259	0	0	2.7656	0	0.11856	0	0.02025	0	0	0	0	0
Healthy	36.38684	11.91998	2.24934	0.38935	0	0	0	0.05179	0	0	2.56661	2.24934	0.38935	0	0	0	0	0	0	0
Healthy	17.55872	3.5365	0	0	0	0	0	0	0	0	2.54508	0	0	0	0	0	0	0	0	0
Healthy	19.20653	0	0.95059	0	0	1.78486	0	0	0	0	37.05151	0.95059	0	1.04804	0.56117	1.78486	11.72467	0.06109	0	0
Healthy	33.96172	20.64833	0	5.13042	0.82963	0	0	0.14748	0.06129	0	21.07635	0	5.13042	0	0.08341	0	0.01058	0.00798	0.06129	0
Healthy	34.33413	20.54015	0	5.22325	0.93765	0	0	0.14814	0.08635	0	20.93701	0	5.22325	0	0.05612	0	0.04521	0	0.08635	0
Healthy	31.31901	21.36368	6.53906	1.43392	2.60986	0	0	0.33399	0	0	2.18098	6.53906	1.43392	0	0	0	0	0	0	0
Healthy	39.69588	17.96179	0	2.31024	0.85221	0.26823	0	0	0.80726	0	7.5361	0	2.31024	0	0.47816	0.26823	0.07757	0.15883	0.80726	0
Healthy	45.83419	9.38631	0	2.72043	1.06089	0	0	0	0	0	3.34133	0	2.72043	0	0	0	0	0	0	0
Healthy	30.36264	2.12241	2.62146	0	0	0	0	0	0.43647	0	15.7248	2.62146	0	0	9.5205	0	0.19375	0.56786	0.43647	0
Healthy	6.18765	7.76484	0	0.18887	0	0	0	0	0	0	23.11447	0	0.18887	0	0.58813	0	0	0	0	0
Healthy	67.43067	1.48742	0	0	0	0	0	0	0	0	2.78405	0	0	0	0	0	0	0	0	0
Healthy	36.04502	20.42703	0	5.04198	0.87024	0	0	0.20481	0.10077	0	21.6091	0	5.04198	0	0.06844	0	0.02511	0.00816	0.10077	0
Healthy	73.39272	1.45904	1.79721	0.06696	0	0	0	0.10238	0	0	3.97071	1.79721	0.06696	0	0.09177	0	0.02595	0	0	0
Healthy	49.43761	5.12765	0	0.00362	1.06504	0	0	0.01272	0	0	18.07872	0	0.00362	0	0.06962	0	0	0.21553	0	0
Healthy	17.27951	21.0148	0.03177	0.11739	0	0	0	0.97352	0	0	0.41292	0.03177	0.11739	0	0	0	0.00781	0	0	0
Healthy	60.56874	2.62995	5.33933	5.95538	0.74608	0.29827	0	0.06167	0.00728	0	2.80028	5.33933	5.95538	0.54418	0	0.29827	0	0	0.00728	0
Healthy	15.57342	21.02381	0.50252	0.00293	0.55063	0.06687	0	0.65801	0	0	0.61733	0.50252	0.00293	0	0.08386	0.06687	0.52419	0	0	0
Healthy	32.11202	4.03623	0.06854	0.00066	0	0	0	0.06499	0.09878	0.00431	36.3664	0.06854	0.00066	0	0.30885	0	0.05298	0.02628	0.09878	0.00431
Healthy	49.67118	5.19495	0	6.45037	1.15338	1.68323	0	0.05635	0	0	15.4323	0	6.45037	0.24888	0.01933	1.68323	0	0	0	0
Healthy	25.9085	0	0	0	0	0	0	0	0	0	68.2424	0	0	0	0	0	0	0	0	0
Healthy	33.87007	15.62957	0.16819	0.14799	1.22653	0	0	0.37818	0	0	4.86264	0.16819	0.14799	0.94585	0.14173	0	0.00557	0.00976	0	0
Healthy	30.08328	4.60024	0	0.86213	0.30775	1.61096	0	0.24869	0	0.01273	15.08881	0	0.86213	0	0.27774	1.61096	0.03077	0.01316	0	0.01273
Healthy	68.11255	0	0.77609	0	0	0	0	0	0	0	2.09841	0.77609	0	0	0	0	0	0.78312	0	0
Healthy	33.33667	8.84665	0.00672	0.22029	2.66915	0	0	0.24608	0.00574	0	14.92776	0.00672	0.22029	0	0.04004	0	0.02119	0.00199	0.00574	0
Healthy	44.03638	1.08136	0	0.03347	1.50519	0	0	0	0	0	15.56181	0	0.03347	0	0.03766	0	0.00749	0	0	0
Healthy	12.48912	1.4379	0.32465	1.81278	0.63857	3.84463	0	0	0.00188	0	33.07218	0.32465	1.81278	0	0.02304	3.84463	1.48201	0.00441	0.00188	0
Healthy	39.92659	17.78473	0	2.33934	0.70243	0.26043	0	0	0.7776	0	7.50789	0	2.33934	0	0.36114	0.26043	0.06644	0.08596	0.7776	0
Healthy	43.38906	5.75375	0	1.44712	0	0	0	0	0	0	22.98317	0	1.44712	0	0	0	0.18432	0	0	0
Healthy	11.16546	0	0	0	0	0.13631	0	0	0	0	43.47845	0	0	0.64383	0	0.13631	2.67906	0	0	0
Healthy	37.63439	0.93194	0	0.06726	0.68627	0	0	0	0.32129	0	10.37783	0	0.06726	0	0	0	0.06627	0.03605	0.32129	0
Healthy	67.62067	0.19726	0	0.10798	0.30914	0	0	0.01841	0	0.0243	6.07036	0	0.10798	0	0.11943	0	0.13293	0	0	0.0243
Healthy	9.33896	1.17817	10.2792	0.30043	0	0	0	0.71462	0	0	1.0229	10.2792	0.30043	0	0	0	0.13948	0	0	0
Healthy	56.6958	8.30521	0	2.817	1.49151	0	0.01167	0.01487	0.10061	0	3.04903	0	2.817	0	0	0	0.00218	0.02171	0.10061	0
Healthy	22.94305	2.43148	0	0	0.66242	2.27477	0.17096	0	0.1786	0.05484	44.59993	0	0	0	1.56746	2.27477	2.25374	0.09462	0.1786	0.05484
Healthy	36.23442	4.28575	0.02306	0.32375	1.05607	0	0	0.00464	0.31579	0.08794	22.89878	0.02306	0.32375	0	0.69865	0	0.02658	0.05051	0.31579	0.08794
Healthy	18.20168	6.84075	0.1535	0.63109	1.40001	2.65359	0	0.08871	0	0	21.86949	0.1535	0.63109	0.68638	0.3917	2.65359	6.99111	0.00416	0	0
D014607	41.43937	23.88164	1.47803	0.05415	1.76121	0	0.04473	0.039	0	0.00669	1.45877	1.47803	0.05415	0	0	0	0	0.00151	0	0.00669
Healthy	83.96892	0.65724	0.32002	0.04169	0	0	0	0	0.27083	0.15323	3.03262	0.32002	0.04169	0	0.19158	0	0.17487	0.35686	0.27083	0.15323
Healthy	27.7436	3.96722	0.00675	0.36764	0.85133	0	0	0.00376	0.10494	0	35.57277	0.00675	0.36764	0	0.18325	0	0.04409	0.04856	0.10494	0
Healthy	58.79164	3.92033	0	0.83322	0.62923	3.62986	0	0.0186	0	0	11.06907	0	0.83322	0	0.39844	3.62986	1.27333	0	0	0
Healthy	53.73783	5.61304	0	2.23462	0.78487	0	0	0	0	0.00784	7.85057	0	2.23462	0	0	0	0.02267	0	0	0.00784
Healthy	33.08923	0	0	0	0	0	0.06916	0	0.03779	0	32.19017	0	0	0.65232	0	0	0.67306	0	0.03779	0
Healthy	43.91144	0	4.05791	0	0	0.94659	0.13054	0	0.00324	0	29.09286	4.05791	0	0	0.15997	0.94659	0.134	0	0.00324	0
Healthy	55.33976	6.66031	0.06093	0.02525	1.22366	0	0	1.42888	0	0	0.94561	0.06093	0.02525	0.01411	0	0	0	0	0	0
Healthy	10.64215	6.12748	1.58967	0.25774	0.75449	0	0	0.1026	0.00321	0.02227	31.45204	1.58967	0.25774	0.58046	0.00526	0	0.63958	0	0.00321	0.02227
Healthy	13.31218	0	0	0	0	5.59783	0	0.02758	0.40844	0	26.45028	0	0	3.28183	0.8535	5.59783	7.85353	0.09326	0.40844	0
Healthy	55.43567	2.15292	0	6.01844	1.07915	0	0	0	0	0	5.21396	0	6.01844	0	0.43095	0	0	0	0	0
Healthy	33.01461	15.49626	0.21949	0.08297	0.98077	0	0	0.08565	0	0	5.93984	0.21949	0.08297	0.20356	0.23069	0	0.02318	0	0	0
Healthy	42.16814	3.80838	0.09903	1.54425	1.66585	0	0	0	0.00297	0	16.30264	0.09903	1.54425	0.07783	0.00191	0	1.27484	0.12044	0.00297	0
Healthy	9.77201	0	0	0	0	0.32028	0	0	0.0753	0	49.96242	0	0	0.0354	4.45262	0.32028	10.1207	0.09329	0.0753	0
Healthy	17.10681	20.85051	0.09194	0.13831	0	0	0	0.8116	0	0	0.79012	0.09194	0.13831	0	0	0	0	0	0	0
Healthy	82.22619	1.5626	1.75244	0.98994	0.26607	1.28601	0	0.04785	0.00663	0	4.16175	1.75244	0.98994	0	0.01432	1.28601	0.02979	0	0.00663	0
Healthy	19.50668	6.05293	0	1.49689	0	0	0	0.00501	0	0.17341	23.46814	0	1.49689	0	0.01773	0	0	0.0917	0	0.17341
Healthy	25.46438	1.62496	0.06126	0	0	0	0	0	0	0	48.04604	0.06126	0	0	0.01997	0	0	0	0	0
Healthy	9.00066	0.58223	0	0	0	0.27572	0	0	0	0	26.19694	0	0	0	0.37943	0.27572	0	0	0	0
Healthy	27.91769	8.92536	0.03357	0	0.60842	3.9126	0	0.13867	0	0	16.14362	0.03357	0	0	0.08935	3.9126	0.46132	0.02405	0	0
Healthy	60.1543	10.3121	0	0	0.85037	0.07944	0.0133	1.5463	0	0	5.01792	0	0	0.09233	0	0.07944	0.13173	0	0	0
Healthy	28.13826	0.14852	0	0	0	0	0	0	3.11775	0	33.39352	0	0	6.53455	2.60608	0	0	1.7791	3.11775	0
Healthy	13.21006	7.3504	0.1379	0.56031	1.57107	0	0	0.04588	0	0	42.68353	0.1379	0.56031	0	0.00661	0	0.18382	0.02851	0	0
Healthy	21.16436	2.81734	0	2.29366	0	3.90432	0	0	0.8832	0	52.38186	0	2.29366	0	0.87776	3.90432	0.01604	0.04973	0.8832	0
Healthy	74.41827	0	0.25725	0.02592	0	0	0	0.01028	0	0	1.82898	0.25725	0.02592	0	0.00317	0	0.08464	1.05939	0	0
Healthy	21.70593	4.10802	0	0.89833	2.90812	0	0	0.08692	0.01154	0	22.67106	0	0.89833	6.73	0.17678	0	0.00342	0.01162	0.01154	0
Healthy	55.1086	10.82944	0	0.1559	0.59582	0	0	0	0	0	3.35925	0	0.1559	0	0	0	0.29707	0	0	0
Healthy	6.3349	0.16038	0	0	0	0	0	0	0	0	4.30578	0	0	0	0	0	0	0	0	0
Healthy	85.6583	0	0.43749	0.38966	0	0	0	0	0.00061	0.04242	1.12383	0.43749	0.38966	0	0	0	0.11423	0.03376	0.00061	0.04242
Healthy	32.47777	13.90312	0.09323	1.51147	2.31445	0	0	0.18817	0.03129	0	6.54934	0.09323	1.51147	0.20474	0.00396	0	0.01542	0.01978	0.03129	0
Healthy	32.47188	1.61447	0	0.01562	0	0	0	0	1.34731	0	15.66101	0	0.01562	0	0.27112	0	0.76407	0.00961	1.34731	0
Healthy	28.08502	2.4478	0	0.00297	0.44496	0	0	0	0	0	43.84315	0	0.00297	0	0	0	0	0	0	0
Healthy	55.04454	6.50566	0.09307	0.0279	1.28191	0	0	1.68099	0	0	0.9399	0.09307	0.0279	0.01774	0	0	0	0	0	0
Healthy	20.0625	6.99777	0	0.01838	0	2.43258	0	0.65119	0	0	6.0343	0	0.01838	1.96453	0.09454	2.43258	0.299	0	0	0
Healthy	24.59294	0	1.60547	0.0386	0	0.02727	0	0	0.08277	0	32.68181	1.60547	0.0386	0	0	0.02727	0.23297	0.03581	0.08277	0
Healthy	43.49701	0.50906	0	0	0	0	0	0	0	0	11.18063	0	0	3.37489	0	0	1.28671	0	0	0
Healthy	29.26204	15.08267	0	0.32791	0.23801	0	0	0.3514	0	0	4.35124	0	0.32791	0	0	0	0	0.52921	0	0
Healthy	53.54084	14.47733	0.09818	0.14634	0	0	0	0	0	0	1.8155	0.09818	0.14634	0	0	0	0.03309	0	0	0
Healthy	37.81805	36.35443	0.10716	0.33167	2.33924	0	0	0.06719	0	0	3.31033	0.10716	0.33167	0	0	0	0	0	0	0
Healthy	4.56143	3.60918	0.72001	0.05758	0.92151	0	0	0.01561	0.64406	0	34.61785	0.72001	0.05758	0	3.55343	0	0.27483	0.07498	0.64406	0
Healthy	27.84837	1.80079	0.01743	0	0.09366	0	0.78584	0.09352	0.01908	0	54.96934	0.01743	0	0	0.02207	0	0.02419	0	0.01908	0
Healthy	43.00609	1.75468	0	0.01362	0	0	0	0	0.29812	0	20.75108	0	0.01362	0	0.04988	0	0.39103	0.0314	0.29812	0
Healthy	54.09768	6.36098	0	1.18589	0	0	0	0.00794	2.94243	0	13.55648	0	1.18589	0	0.20831	0	0	0.3072	2.94243	0
Healthy	50.55905	5.53137	13.1923	2.26482	0	0	2.57302	0.06136	0.04549	0	1.61862	13.1923	2.26482	0	0	0	0.07753	0	0.04549	0
Healthy	9.06224	5.19173	2.01818	0	0.53769	0	0	0.33247	0	0.1611	6.05667	2.01818	0	33.7754	0.03471	0	0.43518	0	0	0.1611
Healthy	23.65013	1.3483	0	0.03273	0	0	0	0	0	0	63.67515	0	0.03273	0.29473	0.0334	0	0	0	0	0
Healthy	18.67513	1.04185	0.03817	0.07643	0.9418	0.45049	0	0	0.02898	0	15.88302	0.03817	0.07643	21.0891	0.18472	0.45049	0.84119	0	0.02898	0
D014607	16.60084	54.63483	0.00394	0.40373	0.8796	0	0	0.03319	0.00058	0	3.51819	0.00394	0.40373	0	0	0	0.01689	0	0.00058	0
Healthy	13.27304	16.95285	0.16289	0.08411	0	0	0	1.65896	0	0	0.7702	0.16289	0.08411	0	0	0	0.00528	0	0	0
Healthy	9.53419	33.53188	0.03111	0.78648	1.91324	0	0	0.017	0	0	6.94567	0.03111	0.78648	0	0	0	0.01092	0	0	0
Healthy	56.10184	2.12562	0	5.77917	1.00618	0	0	0	0	0	5.06293	0	5.77917	0	0.45064	0	0	0	0	0
Healthy	8.86924	2.46794	0.14639	0	0	1.67791	0	0	0	0.26781	28.73826	0.14639	0	0.86242	0.1529	1.67791	0.6235	0	0	0.26781
D014607	70.37069	8.91618	1.01686	2.77923	0.48611	0	0.0416	0.09387	0.05498	0	4.03469	1.01686	2.77923	0	0	0	0.02829	0.02183	0.05498	0
Healthy	50.30722	2.42696	1.06555	0.25334	0	0	0	0.13363	0	0	0.82049	1.06555	0.25334	0	0	0	0.34156	0	0	0
Healthy	28.6365	3.44314	0.28402	7.42489	0	0	0.45257	0.02269	0	0	17.27238	0.28402	7.42489	0	0	0	0	0	0	0
Healthy	21.37093	0.58555	0	0	0	0	0	0	0	0	65.87162	0	0	0	0	0	0.41372	0	0	0
Healthy	53.01369	15.05257	0	0	0	0	0	0	0	0	2.08998	0	0	0	0	0	0	0	0	0
Healthy	52.13002	0	0	0	0	0	0	0	0	0	14.16528	0	0	0	0	0	0	0	0	0
Healthy	59.74461	2.67616	0	0.9357	0.78505	0	0	0	0	0.00451	8.27072	0	0.9357	0	0	0	0.03583	0	0	0.00451
Healthy	56.25803	9.59672	0	0.08668	0.51441	0	0	0.38168	0	0	1.32739	0	0.08668	0.64288	0	0	0	0	0	0
Healthy	8.86896	4.90628	20.6834	0.03469	0	1.48207	0	0	0	0	5.06566	20.6834	0.03469	0.15967	0.05471	1.48207	1.7809	0	0	0
Healthy	7.87454	0.4009	0	0.01024	0	0	0	0	0	0.1521	27.34738	0	0.01024	1.26732	4.99016	0	0.03083	0.03457	0	0.1521
Healthy	52.4684	7.20211	0	0.17644	0	0	0.01354	0.12192	0	0	13.98577	0	0.17644	0	0	0	0.05866	0	0	0
Healthy	31.7208	24.12623	0	3.11279	0.83085	0	0	0.36368	0	0	24.0631	0	3.11279	0	0	0	0.0698	0	0	0
Healthy	25.76648	7.60927	0	3.63923	1.60826	0.03543	0	0	0	0	27.48449	0	3.63923	0	0	0.03543	0	0	0	0
Healthy	42.9249	6.74115	0	1.97267	1.59556	0.04257	0.86905	0.38003	0.01432	0	13.37072	0	1.97267	0.02199	0.06142	0.04257	0	0.00247	0.01432	0
Healthy	50.84492	19.02068	0.15504	0.59767	0.38911	0.00389	0	0.01217	0.01219	0.03232	6.46265	0.15504	0.59767	0	0.03581	0.00389	0.38988	0.0372	0.01219	0.03232
Healthy	15.54811	20.89645	0.38987	0.00697	0.5541	0.09795	0	0.68442	0	0	0.60571	0.38987	0.00697	0	0.07486	0.09795	0.55076	0	0	0
Healthy	8.96652	0	0	0	0	0	0	0	0	0	76.0443	0	0	0	0	0	0	0	0	0
Healthy	19.51141	0.00749	1.12578	0.02732	0	0	0	0	0.09644	0.00407	19.45555	1.12578	0.02732	0	0.00642	0	0.00512	1.55929	0.09644	0.00407
Healthy	27.07227	2.20671	0	0.01398	1.08832	0	0	0	0	0	6.93683	0	0.01398	0	0.00464	0	0.77904	0	0	0
Healthy	42.33509	7.68391	0.64108	0.00676	0.84552	0	0	0.1571	0	0	14.04673	0.64108	0.00676	0	0.10861	0	0.09846	0	0	0
Healthy	0.41639	0.21353	2.20922	0	0	0	0	0.00223	0	0.25106	36.59994	2.20922	0	0	0.87645	0	0.00238	0	0	0.25106
Healthy	19.39074	32.68979	0	1.17066	0.9065	0	0	0.44208	0	0	18.6768	0	1.17066	0	0.01188	0	0.06491	0	0	0
D014607	78.05928	10.76497	0.05401	0	0	0	0	0	0.01678	0.00343	3.10735	0.05401	0	0	0.00366	0	0	0	0.01678	0.00343
Healthy	10.96157	0	0	0	0	7.31724	0	0	0	0	53.52788	0	0	0	0	7.31724	0	0	0	0
Healthy	14.48059	0.80972	0.08118	0.06232	0.40482	0.12693	0	0	0.05196	0.14078	38.05593	0.08118	0.06232	0.17103	0.04961	0.12693	0.05921	0	0.05196	0.14078
Healthy	42.0632	0	34.1359	0	0	0	0	0.01384	0	0.12663	6.36115	34.1359	0	0	0.02324	0	0.0162	0.14194	0	0.12663
Healthy	53.53506	14.70637	0.06349	0.1421	0.59111	0	0	0	0	0	1.55749	0.06349	0.1421	0	0	0	0.04636	0	0	0
Healthy	45.11053	0.32685	0	0.05722	0.56335	0	0	0	0.03009	0	21.9319	0	0.05722	0	0.03822	0	0.33608	0.09113	0.03009	0
Healthy	36.26109	0.27472	0	0.34289	0	0	0	0	0	0	17.3182	0	0.34289	0	0	0	0	0	0	0
Healthy	11.94407	22.80949	0.01798	0.60592	0.09085	0	0	0.31247	0	0	7.84216	0.01798	0.60592	0	0	0	0	0	0	0
Healthy	1.32182	0.00716	16.8964	0.18685	0	0	0	0	2.65489	0	13.35352	16.8964	0.18685	0	5.45463	0	0	0.21796	2.65489	0
Healthy	40.6563	20.57717	0	0.02515	0.89531	0	0	0.04428	0.0414	0	2.45133	0	0.02515	0	0.05352	0	0	0.01172	0.0414	0
Healthy	35.86956	34.86761	0.15189	0.34009	2.30115	0	0	0.05116	0.00454	0	3.27517	0.15189	0.34009	0	0.00438	0	0	0	0.00454	0
Healthy	20.53686	3.87886	0	0.24028	0.52079	0	0	0.01639	0	0.13556	17.21332	0	0.24028	0	1.5188	0	0.05069	0	0	0.13556
Healthy	46.06736	16.15265	0.32147	0.22596	0.71369	0	0	0.10246	0	0	5.41167	0.32147	0.22596	0.05175	0.01091	0	0	0	0	0
Healthy	5.13851	0	7.12808	0.06749	0	0	0	0	1.23057	29.92453	23.71519	7.12808	0.06749	0	3.59735	0	0	3.86181	1.23057	29.92453
Healthy	20.88549	2.41545	0.1197	0	0.62153	0	1.03266	0.00588	0	0	32.75538	0.1197	0	0.01332	0.65103	0	1.58635	0.05344	0	0
Healthy	40.16562	0	3.34255	0	0	7.08862	0	0.03857	0.05385	1.21296	7.58386	3.34255	0	0.1007	0.00938	7.08862	10.919	0	0.05385	1.21296
Healthy	34.06813	13.23254	0	0.25836	0.2094	0	0	0.38783	0	0	4.24627	0	0.25836	0	0	0	0	0.42182	0	0
Healthy	45.63097	14.49528	0.14355	0.03423	1.85105	0	0	0.09241	0	0	8.3997	0.14355	0.03423	0.01265	0.04397	0	0	0.00317	0	0
Healthy	2.11984	0	0	0	0	4.61632	0	0	0	0	24.15697	0	0	23.1476	0	4.61632	3.08538	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.24888	0	0	0	0	0	0	0	0	0
Healthy	28.70973	2.58449	0	0	0	0	0	0	2.00589	0	20.47784	0	0	2.2348	2.25199	0	0	1.29591	2.00589	0
Healthy	34.70564	30.21863	0.26276	0.00596	1.87915	0	0	0.03855	0.23714	0	1.93607	0.26276	0.00596	0	0.02754	0	0	0.15605	0.23714	0
Healthy	54.31477	8.40869	0.08539	0.20211	1.00955	0	0	0.11194	0	0	6.97075	0.08539	0.20211	0	0	0	0.02466	0	0	0
Healthy	36.28102	0.19656	0.89547	0.08866	1.68487	0	0.37926	0.02823	0	0.00627	12.21441	0.89547	0.08866	0	0.02264	0	0.03925	0	0	0.00627
Healthy	3.52148	0	0	0	0	8.10433	0	0	0	0	24.86266	0	0	6.37433	0	8.10433	0.71294	0	0	0
Healthy	23.2267	2.4199	0	0.05841	0	3.58224	0	0	0	0	41.42896	0	0.05841	0.17672	0	3.58224	0	0	0	0
Healthy	8.29743	27.69983	0	0.51228	0.39195	0	0	0.54332	0.05039	0	6.07761	0	0.51228	0	0	0	0	0.0912	0.05039	0
Healthy	31.93653	40.62055	0	0.59765	0	0	0	0.00456	0	0	0.10168	0	0.59765	0	0	0	0	0	0	0
Healthy	1.71192	1.23038	0.05816	0.18294	0	0	0	0	1.45459	0	24.82273	0.05816	0.18294	17.9335	0.50576	0	2.33088	0.79374	1.45459	0
Healthy	9.13973	0.70354	0	0.03331	0.29838	0.5885	0	0	0	0.09339	71.25252	0	0.03331	0.35644	0	0.5885	0.16211	0	0	0.09339
Healthy	57.27179	1.76659	0.18506	0.90545	0.74879	0.27574	0	0.03807	0	0	14.45154	0.18506	0.90545	0	0	0.27574	0	0	0	0
Healthy	71.62978	3.01014	0	1.51926	2.12338	0	0	0.03219	0	0	6.38911	0	1.51926	0	0.02167	0	0.07097	0	0	0
Healthy	31.07209	0	2.89015	0.02403	0	0	0	0.03549	0	0	23.75074	2.89015	0.02403	1.55278	0.20013	0	0.02103	0.11358	0	0
Healthy	23.9819	14.44009	1.65118	1.98335	1.51454	0	0	0.14487	0	0	8.31313	1.65118	1.98335	0.06782	0	0	0.07097	0.06494	0	0
Healthy	0	0.64899	0.21039	0	0	0	0	0	0.17285	6.67729	0.12272	0.21039	0	0	0.0135	0	0.00052	0.08465	0.17285	6.67729
Healthy	55.63254	2.31569	0	5.94819	1.00833	0	0	0	0	0	5.04008	0	5.94819	0	0.57766	0	0	0	0	0
Healthy	56.10866	15.89682	0.56952	0.20509	2.84104	0	0	0	0.08951	0	1.32419	0.56952	0.20509	0	0.06916	0	0	0.13559	0.08951	0
Healthy	13.96085	0.64282	0.26265	0.13331	0	0	0	0	1.04259	0	43.20758	0.26265	0.13331	0	5.65207	0	0.71517	0	1.04259	0
Healthy	34.67326	2.03309	0	0	0	0	0	0	0.45025	0	34.29336	0	0	0	0	0	0.41766	0	0.45025	0
Healthy	15.18467	0.65386	0.68164	0.04844	0	0	0	0.06883	0	0	17.62458	0.68164	0.04844	0	4.25631	0	0.97193	0	0	0
Healthy	58.43023	4.11483	0	0.82778	0.63445	3.68487	0	0.01429	0	0	11.55756	0	0.82778	0	0.37018	3.68487	1.26597	0	0	0
Healthy	70.0762	0.00043	0.13819	0	0	0	0.86434	0	0	0.04548	5.79267	0.13819	0	0	0.42998	0	1.24442	0	0	0.04548
Healthy	39.83802	3.39233	0	0.08213	1.43904	0	0	0	0.2193	0	17.0652	0	0.08213	0	0	0	0.43517	0	0.2193	0
Healthy	8.09842	1.66159	0	0	0	0	0	0	0	0	44.24007	0	0	0	0.81377	0	0	0	0	0
Healthy	14.22919	0.07961	0	0.05476	0	0	0	0	0.03632	0.03509	32.09735	0	0.05476	0	2.27089	0	0.01939	0.48056	0.03632	0.03509
Healthy	34.46008	8.08774	0	2.38675	0	0	0	0.07263	0	0.00823	10.15593	0	2.38675	0	0	0	0	0	0	0.00823
Healthy	28.65026	0.0307	0.18599	0.01433	0	0	0	0.00738	0	0	18.01655	0.18599	0.01433	0	1.33874	0	0.14224	0.03522	0	0
Healthy	28.50666	18.16255	0.02468	0.07557	1.16115	0	0	0.04138	0.14588	0	6.71752	0.02468	0.07557	1.3897	0.16507	0	0.92989	0	0.14588	0
Healthy	23.50261	0.2078	0.08293	0.39744	0	0	0.50437	0	0.00765	0.02704	36.77322	0.08293	0.39744	0	2.9345	0	0.03651	0.03941	0.00765	0.02704
Healthy	32.57086	16.11783	0.2024	0.16598	1.28037	0	0	0.35323	0	0	4.731	0.2024	0.16598	0.95499	0.13567	0	0	0.03132	0	0
Healthy	10.08932	0	0.51966	0	0	21.9733	0	0	0	0	2.89423	0.51966	0	1.61728	0	21.9733	0.39765	0	0	0
Healthy	34.76398	0.56157	0	0	0	1.82274	0	0	0	0	42.44446	0	0	0	0	1.82274	0.96926	0	0	0
Healthy	37.64253	3.27815	0.02214	5.33586	0	0	0.42702	0.15329	0	0	12.72961	0.02214	5.33586	0	0	0	0	0	0	0
Healthy	73.95765	0	0.29681	0.03171	0	0	0	0.00787	0	0	1.67378	0.29681	0.03171	0	0	0	0.09813	1.09699	0	0
Healthy	8.54176	0.90641	0	0	0	0.34905	0	0	0	0	24.06938	0	0	0	0.28125	0.34905	0	0	0	0
D014607	4.63154	0.65544	0.44296	0	0	0.00114	26.01412	0.00638	0	0	0.61843	0.44296	0	0	0.01151	0.00114	0	0.0009	0	0
