group	Bacteroidaceae	Rikenellaceae	Enterobacteriaceae	Burkholderiaceae	Marinifilaceae	Acidaminococcaceae	Selenomonadaceae	Desulfovibrionaceae	Pasteurellaceae	Lactobacillaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae
Healthy	13.19024	0	0.81252	0	0	0	0	0	0.38291	0	6.25322	0.81252	0	0	0.08299	0	0	7.54867	0.38291	0
Healthy	16.92778	0.73339	0.44934	0	0.95963	0	0	0.01352	0.02631	0	27.47749	0.44934	0	0	0.43523	0	0.01117	0	0.02631	0
Healthy	15.8995	2.33993	1.56178	1.36827	0.32005	0	0	0.11973	0.45378	0	20.47828	1.56178	1.36827	1.43462	0.35671	0	0	0.00429	0.45378	0
Healthy	61.47021	1.85048	0.0024	0.00643	0.22048	0.00334	0	0	0.15484	0	18.49618	0.0024	0.00643	0	0.04062	0.00334	0	0.05124	0.15484	0
Healthy	5.20868	5.39872	0	0.11785	0.40922	1.28594	0.21312	0.11021	0	0	15.68105	0	0.11785	0	0.01526	1.28594	0.09703	0	0	0
Healthy	34.56477	9.94266	0	6.04808	0	3.26728	0	0	2.02587	0	20.14283	0	6.04808	0	0.58223	3.26728	0.02499	0.98843	2.02587	0
Healthy	35.67595	0.99045	0.02496	0	1.37501	0.05093	0	0.01113	0	0	23.05958	0.02496	0	9.02686	0	0.05093	0	0	0	0
Healthy	57.60384	16.29838	0.08922	0.32864	0	0	0	0.066	0	0	2.98726	0.08922	0.32864	0	0.13624	0	0	0	0	0
Healthy	9.12484	1.21067	9.88235	0.30473	0	0	0	0.73443	0	0	0.39047	9.88235	0.30473	0	0.01031	0	0.16516	0	0	0
Healthy	46.61101	3.01581	0	0.00578	0	0	0	0	1.36227	0	18.56895	0	0.00578	0	0	0	0	0	1.36227	0
Healthy	5.51358	3.05415	1.58023	0.06759	0.45997	0	0	0.02349	0.19247	1.71841	37.12354	1.58023	0.06759	0	0.81321	0	0.00841	0.04947	0.19247	1.71841
Healthy	22.69433	2.8867	0	0.04694	0	0	0	0	0	8.66729	37.98924	0	0.04694	0.67796	0.19513	0	1.21645	0	0	8.66729
Healthy	73.96651	0	0.37113	0.02805	0	0	0	0.01044	0	0	1.82519	0.37113	0.02805	0	0	0	0.09797	1.10627	0	0
Healthy	42.9432	2.31265	0	0.00403	0	0	0	0	1.0041	0	13.89714	0	0.00403	0	0.11814	0	0.59342	0.0198	1.0041	0
Healthy	40.31075	20.86077	0.01877	0.01246	0.04096	0	0	0.08483	0.01017	0	2.50994	0.01877	0.01246	0	0.03241	0	0	0.01004	0.01017	0
Healthy	54.36538	6.46251	0	0.31437	0.37291	3.56166	0	0	0.16205	0	10.4235	0	0.31437	0	0.10693	3.56166	0.02068	0.0068	0.16205	0
Healthy	29.76353	0	2.9113	0	0	0	0	0	0	0.14333	4.1556	2.9113	0	0	32.59093	0	0	0	0	0.14333
Healthy	54.47159	5.84946	0	0	0	0	0	0	0	0	10.17214	0	0	0	0	0	0	0	0	0
D014607	63.44589	14.1649	1.12199	0.0244	0.2913	0	0.10597	0.35197	0	0	0.30556	1.12199	0.0244	0	0	0	0.00798	0	0	0
Healthy	3.90279	0.56384	0	0.09599	0	10.40661	0	0.19699	0	0	52.67782	0	0.09599	3.42295	0.00165	10.40661	0.89092	0	0	0
Healthy	40.56129	0.61902	0	1.40404	0	0	0	0.01015	0.06871	0	20.01501	0	1.40404	0	0.02237	0	0.0979	0.00389	0.06871	0
Healthy	56.97599	1.25267	0	0.02892	0.52419	0	0	0	0	0	12.96048	0	0.02892	0	0	0	0	0	0	0
Healthy	29.51028	4.71841	0	0.2694	0	0	0	0.13413	0	0	4.44309	0	0.2694	0	0	0	0.18017	0.02759	0	0
Healthy	7.65339	4.82541	0	0.24799	0.54308	0	0	0	0	0.00128	29.20642	0	0.24799	0	1.86746	0	0.05333	0	0	0.00128
Healthy	83.1803	1.5347	0.06494	0.53159	0	0	0	0	0	0	1.97522	0.06494	0.53159	0	0	0	0	0	0	0
Healthy	51.86899	0.72914	0	7.35104	1.19479	0	0	0	0.10871	0	3.08403	0	7.35104	0	0.01326	0	0.01213	0	0.10871	0
Healthy	22.74961	14.12829	1.20757	1.98576	1.45923	0	0	0.1381	0	0	8.04226	1.20757	1.98576	0.07196	0	0	0.15116	0.05853	0	0
Healthy	8.34456	1.07383	0	0.48374	0.79697	0	0	0	0.039	0	34.85489	0	0.48374	1.31778	0.28746	0	0.01159	0.82588	0.039	0
Healthy	40.83767	5.45714	0.04797	0.09344	0.82793	0	0	0	0.00876	0.01791	19.26642	0.04797	0.09344	0	0.02943	0	3.33254	0.02472	0.00876	0.01791
Healthy	5.51896	0.45861	0	0	0	0	0	0	0	0	28.41553	0	0	0	0.07046	0	0	0	0	0
Healthy	37.36739	2.75924	0.04867	0	0	0	0	0	0	0	3.22191	0.04867	0	0	0	0	0.22781	0	0	0
Healthy	26.42113	8.49697	0.03647	0.17413	1.16349	2.35582	0	0.1039	0	0	4.38976	0.03647	0.17413	1.67696	0.00093	2.35582	0.57724	0	0	0
Healthy	25.44306	18.60053	0	0.24725	0.79417	0	0	0.0425	0	0	4.05729	0	0.24725	0	0.25247	0	0	0	0	0
Healthy	23.06283	14.30181	1.23047	1.85884	1.437	0	0	0.13362	0	0	8.04005	1.23047	1.85884	0.05882	0.00375	0	0.10332	0.0719	0	0
Healthy	32.62029	20.72669	0.04098	0.1233	0	0	0	0.77618	0	0	1.71557	0.04098	0.1233	0.16213	0	0	0.00942	0	0	0
Healthy	44.43274	0.95153	0.00425	0.81636	0.54075	0	0	0.0132	0.04721	0	21.33139	0.00425	0.81636	0	0.06223	0	0.31005	0.03522	0.04721	0
Healthy	95.24226	0	0	0	0	0	0	0	0.00203	0	0.00089	0	0	0	0.08139	0	0	0	0.00203	0
Healthy	20.41611	12.8426	0	0.8243	1.2107	0	0	0	0	0.1106	12.28364	0	0.8243	2.94825	0	0	0	0	0	0.1106
Healthy	20.0711	7.26599	0	0.01818	0	2.49701	0	0.65749	0	0	5.86862	0	0.01818	2.14605	0.0995	2.49701	0.21676	0	0	0
Healthy	11.9778	0.16138	1.20807	0	0	0	0	0	0	0	10.26623	1.20807	0	0	0	0	0	0	0	0
Healthy	92.94877	0	4.1579	0	0	0	0	0	0	0	0.62702	4.1579	0	0	0	0	0	0	0	0
Healthy	55.30161	9.00304	0.05966	0.25053	0.99343	0	0	0.07095	0.02721	0	2.9733	0.05966	0.25053	0	0	0	0.14595	0.23005	0.02721	0
Healthy	30.8006	10.67355	0.09955	2.40783	0.62098	0	0	0	0	0	8.4139	0.09955	2.40783	0.00287	0.35399	0	0.42548	0	0	0
Healthy	56.88426	12.2705	0	0.07875	0	0	0	0	0	0	6.8447	0	0.07875	0	0	0	0	0	0	0
Healthy	54.4097	11.129	0.04148	0.16176	0	0	0	0	0	0	3.34498	0.04148	0.16176	0	0	0	0.2637	0	0	0
Healthy	8.05544	2.11101	0.19572	0.27122	0	0	0	0	0	0.28123	26.87821	0.19572	0.27122	0	0.00084	0	0.03959	0	0	0.28123
Healthy	29.69044	2.06671	0.03233	0.10037	1.10444	3.85052	0	0	0.00743	0.49421	38.10767	0.03233	0.10037	0	0.16743	3.85052	0.78721	0.22593	0.00743	0.49421
Healthy	73.78138	1.40814	1.5362	0.10489	0	0	0	0.09375	0	0	3.41217	1.5362	0.10489	0	0.12656	0	0.04231	0	0	0
Healthy	17.16571	14.12101	0.18393	6.00826	1.43405	0	0	0.0062	0.00493	2.81301	11.89261	0.18393	6.00826	0.08105	0.25663	0	0.00949	0.04624	0.00493	2.81301
Healthy	14.9044	4.80075	0.439	2.70131	0.9458	0	1.13449	0.34092	0	0	25.59372	0.439	2.70131	0.4182	0.02946	0	0.01369	0	0	0
Healthy	1.41101	0.2703	2.78783	0	0	0	0	0	0	0	42.43654	2.78783	0	4.59177	0.05626	0	0.63052	0	0	0
Healthy	86.04325	0	0.36457	0.11036	0	0	0	0.00129	0	0	1.26368	0.36457	0.11036	0	0.2152	0	0.03687	0.02182	0	0
Healthy	47.94037	9.00628	0	3.09391	0	0	0	0	0.1348	0	8.60283	0	3.09391	0	0.22335	0	0.30699	1.35298	0.1348	0
Healthy	50.24785	2.42514	1.03393	0.21952	0	0	0	0.19078	0	0	0.84418	1.03393	0.21952	0	0	0	0.31315	0	0	0
Healthy	63.51547	13.14379	0	0.23517	0.5768	0	0	0	0	0	1.00055	0	0.23517	0	0	0	0	0	0	0
Healthy	6.38963	0.45395	0.2978	3.38681	0	0	0	0.06318	0.12993	0	13.83051	0.2978	3.38681	0	0.60917	0	1.2407	2.26471	0.12993	0
Healthy	15.07773	1.68053	0.24642	0.19099	0.46993	0	0	0	0.21756	0	34.30594	0.24642	0.19099	4.87042	0.40513	0	0.12133	0.00638	0.21756	0
Healthy	31.00556	0.19396	1.24297	0.02206	0.47722	0	0	0	0.01877	0	4.07282	1.24297	0.02206	0	0.01051	0	0.0011	0.72332	0.01877	0
Healthy	39.9518	3.10335	0	0.37923	0	0	0	0	0	0	16.5556	0	0.37923	3.47638	0.66552	0	0	0	0	0
Healthy	31.36842	24.12829	0	3.06927	0.862	0	0	0.55837	0	0	23.77976	0	3.06927	0	0	0	0.10023	0	0	0
Healthy	48.66146	13.77978	0	3.02483	2.38838	0	0	1.4564	0	0	3.81006	0	3.02483	0.01845	0.10548	0	0.04855	0	0	0
Healthy	15.06565	0.52674	0	0.08042	0	0	0	0	0.99829	0	50.09561	0	0.08042	0	0.04648	0	0.80785	0.29405	0.99829	0
Healthy	0.01052	0	5.68379	0	0	0	0	0	0.17259	0.15165	0.00143	5.68379	0	0	0.92654	0	0.59857	2.67796	0.17259	0.15165
Healthy	26.18532	6.1228	0.21767	1.06858	0	0	0.05315	0	0	0	13.23055	0.21767	1.06858	0	0.04718	0	0	0	0	0
Healthy	55.74766	5.64342	0	0.04987	0	0	0	0	0	0	19.37166	0	0.04987	0	0	0	0	0	0	0
Healthy	22.30145	8.25858	3.13477	0.33156	2.12176	0	0	0.07362	0	0	6.14055	3.13477	0.33156	0	0	0	0.01273	0	0	0
Healthy	64.98285	2.01691	0	0.80756	0	0	0	0	0	0.08238	14.23835	0	0.80756	0	0	0	0.06666	0.018	0	0.08238
Healthy	20.00069	0	15.641	0	0	0	0	0	0	0.01617	6.68963	15.641	0	0	0.00423	0	0	0.40077	0	0.01617
Healthy	32.63091	4.54629	0	2.53961	0.3064	0	0	0.01993	0	0	23.14259	0	2.53961	0.0691	0.02576	0	0.66574	0	0	0
D014607	53.99433	19.70927	0.05173	0.19024	1.33768	5.04983	0.0213	0.1068	0.07512	0	5.63379	0.05173	0.19024	0	0	5.04983	0	0	0.07512	0
Healthy	65.93476	0.94453	0	7.93719	1.3813	0	0	0	0	0	5.88627	0	7.93719	0	0.0021	0	0	0.08131	0	0
Healthy	47.32972	6.92786	0	0.07799	0	0	0	0	0	0	13.75319	0	0.07799	0	0.11915	0	0.85808	0.47713	0	0
Healthy	10.08405	0	33.1783	0.18778	0	0	0	0.01308	0	0	0	33.1783	0.18778	0	0.1953	0	0	0	0	0
Healthy	71.61152	1.38336	0	0.00387	0	1.75872	0	0.01052	0	0	18.60809	0	0.00387	0.08662	0.3511	1.75872	0.01913	0.07584	0	0
Healthy	70.70671	6.29295	1.57665	0.01037	0.71665	0	0	0.09024	0	0	3.95675	1.57665	0.01037	0	0.00489	0	0.04978	0	0	0
Healthy	20.44063	2.83584	0.43651	1.5059	0	0	0	0	0.08244	0	13.66098	0.43651	1.5059	0.69324	0	0	0	0	0.08244	0
Healthy	27.00068	0	13.47374	0	0	0	0	0	0	0	1.07872	13.47374	0	0	0.19076	0	0.00057	2.6056	0	0
Healthy	17.5828	17.44569	0	4.97084	0	0.66627	0	0.02769	0.0036	0	9.58738	0	4.97084	2.63237	0	0.66627	0	0	0.0036	0
Healthy	1.53012	0	15.42036	0	0	0	0	0	0	0	26.88239	15.42036	0	0	0.4976	0	0	0	0	0
Healthy	30.84323	2.63863	0.10819	0.70432	1.3345	0	0	0	0.01085	0.02492	23.89167	0.10819	0.70432	0	0.04372	0	0.06164	0	0.01085	0.02492
Healthy	23.32172	8.22335	0.02941	1.65864	0	0	0	0	0.00168	0.00175	6.89579	0.02941	1.65864	0	0.08722	0	0.01671	0.00687	0.00168	0.00175
Healthy	25.02234	2.47739	0.07569	0.20787	0.4335	0	0	0.12396	0.0116	0.37648	6.60217	0.07569	0.20787	0	1.35098	0	0.08483	0.07886	0.0116	0.37648
Healthy	13.27555	2.50236	0.50497	0	0	0	0	0	0	0	27.65037	0.50497	0	1.10419	0.2818	0	0	0	0	0
Healthy	52.90265	17.75248	0.59771	0.23091	2.71833	0	0	0	0.10491	0	1.44198	0.59771	0.23091	0	0.09812	0	0	0.14985	0.10491	0
Healthy	15.43674	0	24.81727	0	0	0	0	0	0.01803	0.59154	1.81058	24.81727	0	0	0.12731	0	0	7.08914	0.01803	0.59154
Healthy	17.6853	2.77	0.02327	0.06515	0.44822	0	0	0.00228	0.31496	0	27.43919	0.02327	0.06515	0	0.24288	0	0.25066	0.06741	0.31496	0
D014607	31.02353	18.64076	0.17024	0.41352	0.66538	0	2.31083	0.24482	0.0175	0.00035	17.51077	0.17024	0.41352	0	0.06564	0	0.00189	0.00706	0.0175	0.00035
Healthy	23.88255	27.07421	0.37708	0.24992	1.28562	0	0	0.00643	0.12598	0	7.09404	0.37708	0.24992	0.15968	0.10625	0	1.09675	0	0.12598	0
Healthy	26.03903	12.45538	0.41808	0.05655	2.3616	0	0	0.03148	0.02299	0	8.33585	0.41808	0.05655	0	0.0363	0	0.38175	0.01001	0.02299	0
Healthy	63.4168	13.02988	0	0.23086	0.54816	0	0	0	0	0	0.9869	0	0.23086	0	0	0	0.01048	0	0	0
Healthy	14.07461	1.51673	0.02862	5.35197	0	0	0.72787	0.04423	0	0	26.71483	0.02862	5.35197	0	0.00256	0	0	0	0	0
Healthy	60.49589	0.76454	0.03824	0.10212	0.45919	7.86018	0	0	0.4652	0.18582	13.3881	0.03824	0.10212	0	0.5695	7.86018	0.35347	0.12021	0.4652	0.18582
Healthy	90.445	0	0	0	0	0	0	0	0	0	3.1116	0	0	0	0	0	0	0	0	0
Healthy	15.66955	21.49502	0.54371	0.00439	0.53425	0.0719	0	0.64154	0	0	0.65321	0.54371	0.00439	0	0.07871	0.0719	0.53671	0	0	0
Healthy	18.47175	8.71389	6.07823	0.01825	0	1.123	0	0.66615	0	0	5.11956	6.07823	0.01825	0.52052	0.20166	1.123	0.05963	0	0	0
Healthy	45.50296	3.47335	0	0	0	0	0	0	0	0	5.05758	0	0	9.59731	0	0	0	0	0	0
Healthy	39.25094	0	0	0	0	0	0	0	0	0	6.43691	0	0	0	0	0	0	0	0	0
Healthy	41.81829	5.78717	11.4312	0.15152	1.30078	0	0	0.01268	0	0	2.16242	11.4312	0.15152	0	0.20058	0	0	0.9316	0	0
Healthy	29.86491	7.09309	0.12543	0.5499	0.30331	0	0	0.31666	0	0	14.41541	0.12543	0.5499	0	0.01244	0	0.16311	0.00257	0	0
Healthy	15.50903	18.00996	0.10747	1.06786	1.7046	0	0	0.04387	0.01634	0	19.24218	0.10747	1.06786	0	0.01436	0	0.00549	0.08887	0.01634	0
Healthy	40.65332	5.86154	11.7311	0.20383	1.24482	0	0	0.0451	0	0	1.70287	11.7311	0.20383	0	0.18545	0	0	0.9325	0	0
Healthy	28.64014	3.10355	0	0	0	3.40113	0	1.05946	0	0.38907	21.53719	0	0	0	5.73878	3.40113	0.04451	0	0	0.38907
Healthy	23.09959	0	44.4709	0	0	0	0	0	0	0	0	44.4709	0	0	0.08619	0	0.06042	0	0	0
Healthy	3.0967	0.27714	15.78313	0.02161	0	0	0	0.00259	0	0.00765	36.3218	15.78313	0.02161	0	1.47247	0	0.09421	0.00668	0	0.00765
Healthy	13.89616	3.30871	12.0614	0	0	3.4164	0	0.28891	0	0	17.47819	12.0614	0	3.86897	0.13819	3.4164	1.77298	0	0	0
Healthy	51.5229	24.04727	0	0.65084	0	0	0	0	0	0	1.46323	0	0.65084	0	0	0	0	0	0	0
Healthy	29.08401	2.71328	0	0	0	1.78382	0	0	0	0	26.58907	0	0	0	0.02713	1.78382	1.02757	0.00998	0	0
Healthy	17.16928	6.76493	0	0	0	0	0	0	0	0	34.71415	0	0	1.41679	2.17211	0	1.31232	0	0	0
Healthy	41.74498	0.09455	0.62995	0	0	0	0	0	0	0	7.88445	0.62995	0	2.97451	0	0	0.40633	0	0	0
Healthy	0.43444	0	14.06899	0.00698	0	0	0	0	0	0.08005	0	14.06899	0.00698	0	0.38443	0	0.02129	0.04811	0	0.08005
Healthy	41.0789	13.64637	0	0.12314	0	0	0	0.07513	0	0	3.90621	0	0.12314	0.0738	0.02847	0	0.0051	0	0	0
Healthy	47.0145	0.48066	0.61469	0.35574	0	0	0	0.0028	1.00053	0	11.05529	0.61469	0.35574	0	0.53214	0	0.02629	0.27045	1.00053	0
Healthy	1.76456	0	0	0	0	0	0	0	0	0	16.42551	0	0	0	1.65257	0	0	0	0	0
Healthy	33.4128	2.7792	0.10583	0.13711	2.54478	0	0	0.08538	0	0.00716	9.83496	0.10583	0.13711	0	0.0721	0	0.06672	0.00162	0	0.00716
Healthy	88.30315	0	0.16982	0.02916	0	0	0	0.00504	0	0	0.88909	0.16982	0.02916	0	0	0	0.04259	0	0	0
Healthy	28.04764	3.74278	0	0	0	3.4041	0	0.91704	0	0.41372	21.18618	0	0	0	5.39949	3.4041	0.10709	0	0	0.41372
Healthy	54.39247	8.43328	0.06409	0.20805	1.01708	0	0	0.15746	0	0	4.87193	0.06409	0.20805	0	0	0	0.02383	0	0	0
Healthy	16.51826	4.3679	0.0486	0.00888	3.11798	0	0	0.00017	0.01042	0	31.38034	0.0486	0.00888	4.86383	0.02623	0	3.65775	0.10264	0.01042	0
Healthy	37.29448	20.46333	0.96743	0.02144	0.80319	0.02948	0	0.48144	0	0	0.35529	0.96743	0.02144	0	0.03618	0.02948	0.33992	0	0	0
Healthy	23.21232	2.63884	0.02125	0.01236	0.69305	2.48172	0.14204	0.00456	0.18784	0.07319	34.88759	0.02125	0.01236	0	1.4382	2.48172	2.25802	0.14294	0.18784	0.07319
Healthy	7.75146	2.2885	1.90269	0	0	7.05933	0.01166	0	0	0.17976	32.40016	1.90269	0	1.64981	0	7.05933	0.87439	0	0	0.17976
Healthy	45.79703	0.16133	0.11296	0	1.23451	0	0	0.00879	0	0	16.92877	0.11296	0	0	0.01638	0	1.65788	0.05076	0	0
Healthy	16.33992	0.03287	0.86706	0	0	0	0.09885	0	0	0.03805	20.72907	0.86706	0	0	0.0398	0	0.00289	0.00142	0	0.03805
Healthy	32.59596	1.1002	0	0	0.98988	0	1.44703	0	0	0	27.75482	0	0	0	0	0	0.25063	0	0	0
Healthy	0.72957	0	1.21725	0.40504	0	0	0	0	2.20401	0	9.42202	1.21725	0.40504	0	1.25837	0	0.00361	9.39774	2.20401	0
Healthy	32.33223	14.27781	0.22055	1.43298	2.14014	0	0	0.18878	0.03763	0	6.74165	0.22055	1.43298	0.18142	0.01815	0	0	0.03401	0.03763	0
Healthy	4.70262	0.46452	8.16123	0.01639	0.45197	0.02714	0.23628	0.04905	0	8.63085	28.53973	8.16123	0.01639	8.75407	3.20606	0.02714	6.25705	0	0	8.63085
Healthy	40.06374	6.21174	10.9231	0.17577	1.38272	0	0	0.0378	0	0	1.56566	10.9231	0.17577	0	0.16099	0	0	0.69536	0	0
D014607	75.79156	0.02689	0.23116	0.00999	0	0	0.33045	0.10624	0.23768	0	1.44722	0.23116	0.00999	0	0.04984	0	0.0636	0.1315	0.23768	0
Healthy	33.04889	9.87033	0	5.86381	0	3.34023	0	0	2.06382	0	19.62882	0	5.86381	0	0.66341	3.34023	0.02789	0.90955	2.06382	0
Healthy	46.8606	15.29226	0.09361	0.30472	0.79155	0	0	0.08094	0	0	6.08248	0.09361	0.30472	0.06083	0	0	0	0	0	0
Healthy	46.79226	16.47688	0.43889	0.62079	1.48001	0	0	0.0141	0	0	5.0589	0.43889	0.62079	0	0	0	0.00253	0.00184	0	0
Healthy	0.59464	0.13929	0	0.00135	0	0	0	0	0	0	11.32273	0	0.00135	0	0.03489	0	0.37896	0	0	0
Healthy	1.59127	0	65.90596	0	0	0	0	0	0	0	0	65.90596	0	0	0.07278	0	0	0.1824	0	0
Healthy	43.81523	0.0178	0	5.7491	0	0	0	0	0	0	18.21927	0	5.7491	0	0	0	0	0	0	0
Healthy	38.71521	7.7026	0	6.06536	3.78404	1.64596	0	0.02998	0.07027	0	17.38997	0	6.06536	0.70616	0.01262	1.64596	0	0	0.07027	0
Healthy	17.53213	8.22454	0.11747	0.00829	0	0	0	0	0	2.33593	19.75656	0.11747	0.00829	7.89196	0.35817	0	0	0	0	2.33593
Healthy	19.55501	1.7955	0	0.02746	0	0	0	0	0.17223	0	52.05179	0	0.02746	0	0.08306	0	0	0	0.17223	0
Healthy	8.87732	1.2553	9.87097	0.23109	0	0	0	0.52357	0	0	1.23209	9.87097	0.23109	0	0.01363	0	0.17061	0	0	0
Healthy	33.67474	21.16194	0.03993	0.17692	0	0	0	0.76491	0	0	1.87912	0.03993	0.17692	0.23747	0	0	0	0	0	0
Healthy	19.49535	1.2684	1.58171	0.00889	1.83522	0	0	0	0	0	11.27014	1.58171	0.00889	6.80921	0.45282	0	5.7318	0	0	0
Healthy	39.55608	13.4359	0	0.13863	0	0	0	0.0694	0	0	3.75252	0	0.13863	0.0696	0.03452	0	0.00255	0	0	0
Healthy	49.01525	14.20799	0.05442	0.001	1.16557	0	0	0.08079	0	0	4.92679	0.05442	0.001	0	0	0	0	0	0	0
Healthy	46.14902	14.46505	0.08556	0.00914	1.81827	0	0	0.07725	0	0	9.06884	0.08556	0.00914	0.00337	0.04158	0	0	0	0	0
Healthy	16.71404	11.9616	1.37508	0.55317	1.3557	0	0.05121	1.00894	0	0	21.27929	1.37508	0.55317	0	0.2578	0	0.47722	0.01054	0	0
Healthy	20.86723	4.38479	0.08243	3.44034	0.89091	0	0	0.04638	0	0	11.3597	0.08243	3.44034	0	0	0	0.02331	0	0	0
Healthy	14.04438	0.05252	0	0.03671	0	0	0	0	0.02947	0.04285	31.58415	0	0.03671	0	2.29318	0	0.00964	0.49242	0.02947	0.04285
Healthy	14.97616	0	0	0	0	0	0	0	0	0	24.43744	0	0	0	0.66489	0	0	0	0	0
Healthy	10.44183	0	0	0	0	0	0	0	0	0	77.59691	0	0	0	0	0	0	0	0	0
Healthy	5.43878	2.99625	1.76496	0.06502	0.43209	0	0	0.01928	0.19013	1.6654	35.35569	1.76496	0.06502	0	0.78865	0	0	0.06147	0.19013	1.6654
Healthy	30.89412	24.1186	0	3.00381	0.88181	0	0	0.47738	0	0	23.76218	0	3.00381	0	0	0	0.08035	0	0	0
D014607	34.96086	24.11365	0.03349	0.01182	0.18249	5.10933	0	0.08063	0	0.00057	4.25927	0.03349	0.01182	0	0.02329	5.10933	0	0	0	0.00057
Healthy	17.61567	4.18011	0.43481	0.11158	2.49208	1.27008	0	0.17493	0.05012	0.04883	23.79	0.43481	0.11158	0.24088	0.62325	1.27008	0.09885	0.11686	0.05012	0.04883
Healthy	17.79383	24.70618	0.02436	1.03018	0	10.4298	0	2.96312	0	0	0.91908	0.02436	1.03018	0	0	10.4298	0	0	0	0
Healthy	57.93011	3.39352	0	0.78693	0.99871	0	0.0654	0	0	0	3.46642	0	0.78693	0.28937	0.0444	0	0.22694	0	0	0
Healthy	34.26113	0	0.41519	3.37005	0	0	0	0	1.83388	0.00226	23.6478	0.41519	3.37005	0	0.6889	0	0	2.30825	1.83388	0.00226
Healthy	5.71969	1.51692	0.00574	0	0.45738	0	0	0.02011	0.00082	2.19613	5.16537	0.00574	0	9.16896	0.06544	0	0.15953	0	0.00082	2.19613
Healthy	56.30496	8.62147	0.05991	0.30531	1.01661	0	0	0.08381	0.01278	0	2.97633	0.05991	0.30531	0	0	0	0.16622	0.20313	0.01278	0
Healthy	53.36762	7.12918	0	1.12334	0	0	0	0.00396	2.81636	0	13.21907	0	1.12334	0	0.20903	0	0	0.26098	2.81636	0
Healthy	18.13031	8.41125	5.74301	0.01139	0	1.02321	0	0.46558	0	0	6.00854	5.74301	0.01139	0.62091	0.18712	1.02321	0.02651	0	0	0
D014607	30.29199	25.84358	0.24671	0.00541	0	0	0	0	0	0.00494	8.58779	0.24671	0.00541	0	0.05083	0	0	0	0	0.00494
Healthy	46.83241	6.04176	0	6.6301	2.21173	1.48895	0	0.04166	0.04466	0	16.30654	0	6.6301	0.62376	0	1.48895	0	0	0.04466	0
Healthy	22.3188	0.92582	1.01176	0	3.66647	0	0.67687	0.03003	0	0.05393	10.43986	1.01176	0	0	0.09641	0	0.00272	0.01301	0	0.05393
Healthy	5.114	0.99651	0.31318	0	0	0.06428	0	0	0.32734	1.39708	39.74702	0.31318	0	0.00049	6.30898	0.06428	2.61898	0.188	0.32734	1.39708
Healthy	11.38842	18.88455	0.7279	0.51855	1.58258	0	0	0.02898	0	0	12.08859	0.7279	0.51855	0	0	0	0.00315	0	0	0
Healthy	23.79322	22.97853	0	0.88015	2.86012	1.66935	0	0.28787	0.11675	0.03167	12.07264	0	0.88015	0	0.23143	1.66935	0.14557	0.01712	0.11675	0.03167
Healthy	40.08372	6.61262	0.0386	0.14398	0	0	0	0.15681	0	0	6.369	0.0386	0.14398	0	0	0	0.03345	0	0	0
Healthy	66.66305	0	1.08916	0	0	0	0	0	0	0	2.25562	1.08916	0	0	0	0	0	0.84661	0	0
Healthy	11.08973	11.19783	0	0.17374	0.57258	0.49085	0.82667	0.06807	0	0.0176	16.69144	0	0.17374	1.16611	0.06994	0.49085	0.04604	0	0	0.0176
Healthy	54.38242	3.68858	0	0	0	0	0.09455	0	0	0	0.50307	0	0	0	0	0	0.0418	0	0	0
Healthy	0.49986	0	0	0	0	0	0	0	0	3.02876	35.23505	0	0	0	0	0	0.42698	0	0	3.02876
Healthy	38.30535	8.90655	0	0.11329	0	0	0	0	0	0	17.38062	0	0.11329	0	0	0	2.61862	0	0	0
Healthy	18.11189	8.38025	5.46585	0.00432	0	0.98952	0	0.77551	0	0	4.51108	5.46585	0.00432	0.58954	0.17331	0.98952	0.04725	0	0	0
Healthy	25.52082	14.44833	0	5.79339	0	0.90074	0	0	2.12582	0	28.5389	0	5.79339	0	0.50184	0.90074	0.01319	0.05825	2.12582	0
Healthy	14.00882	18.43012	0.04711	0.11657	0	0	0	1.4588	0	0	0.63867	0.04711	0.11657	0	0	0	0	0	0	0
Healthy	10.32206	0	0	0	0	4.42928	0	0.07814	0.07209	0	39.67503	0	0	0.74182	0.95217	4.42928	4.58642	0.36192	0.07209	0
Healthy	40.07259	3.44645	0	0.06939	0	0	0	0	0.16125	0	32.26172	0	0.06939	0	0.03244	0	0	0.0188	0.16125	0
Healthy	23.05797	17.85983	0	0.27316	0.68684	0	0	0.04506	0	0	4.06798	0	0.27316	0	0.20359	0	0	0	0	0
Healthy	40.8624	9.45725	0	0	0	0	0	0	0	0	9.18401	0	0	0	0	0	0	0	0	0
Healthy	30.65763	4.99753	0.35158	0.6978	2.10059	0	0.82323	0.18461	0.10127	0	7.19897	0.35158	0.6978	0.70071	0.00208	0	0.36706	0.00581	0.10127	0
D014607	57.4697	18.44176	0.90837	0.0311	0.34695	0.01869	2.66471	0.16407	0.04464	0	1.94946	0.90837	0.0311	0	0	0.01869	0	0	0.04464	0
Healthy	59.15087	9.7067	0	0	0.96735	0.07836	0.01298	1.67721	0	0	3.77328	0	0	0.07716	0	0.07836	0.20881	0	0	0
