group	Agathobacter_rectalis	Butyrivibrio_A_crossotus	Phocaeicola_dorei	Barnesiella_intestinihominis	Methanobrevibacter_A_smithii_A	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Anaerostipes_hadrus	Coprobacter_fastidiosus	Paraprevotella_clara	Barnesiella_intestinihominis	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Coprobacter_fastidiosus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0	0	0	0	0.05675	0	0	0	0	0	0	0.01685	0	0	0	0	0	0	0.0455
Healthy	0.04539	0	0	0	0	0	0	0	0	0	0	0	0.06256	0	0.00166	0	0.00022	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	26.2113	0	0	0	0	0	0	0.26045	0	0	0	0	0.05735	0	0	0	0.2264	0	0	0
Healthy	0.011	0	0.24042	1.05711	0	0.0929	1.72923	0.46818	0.01175	0.07394	1.05711	1.72923	2.1566	0.35211	0.73408	0.07394	0.38507	0.01175	0.00897	0
Healthy	0	0	0	2.04755	0	0	0	0	0.30589	0	2.04755	0	0.03435	0	0	0	0	0.30589	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02243
Healthy	14.3335	0.07919	0.01638	7.25627	0.13241	0.88923	0.24626	0.23047	0.23161	0	7.25627	0.24626	0.15601	0	0.17226	0	0	0.23161	0	0
Healthy	0	0	0	0	0	0.01795	0.52412	0.03128	0	0	0	0.52412	0.33455	0	0.27496	0	0.03258	0	0	0
Healthy	7.71916	0	0.27739	1.26858	0	0.04163	2.24582	0.57974	0.18533	0	1.26858	2.24582	2.27691	0	0.94218	0	0.07693	0.18533	0	0
Healthy	0	0	0	1.87934	0	0	0.13364	0	0.05296	0	1.87934	0.13364	0.42757	0	0.08676	0	0.02915	0.05296	0	0
Healthy	0	0.00639	0	7.22161	0.027	0.72799	0	0.01531	0	0.24791	7.22161	0	0.06163	0	0	0.24791	0.00203	0	0.05816	0
Healthy	2.51075	0	0	0	0.77447	0.4322	2.36497	0	0	0	0	2.36497	4.0153	0	0.79154	0	0	0	0	0
Healthy	0	0	0	1.95082	0	0	0.07894	0	0.13542	0	1.95082	0.07894	0.09359	0	0.03587	0	0.00922	0.13542	0	0
Healthy	0	0	0	0.9484	0	0	1.57869	0.2174	0	0	0.9484	1.57869	2.90776	0.12652	0.52126	0	0.06526	0	0	0
Healthy	3.275	5.45369	1.00344	0.37646	1.99501	0.37252	0.61874	0	0.09715	0.04143	0.37646	0.61874	0.26611	0.01919	0.24197	0.04143	0.05335	0.09715	0	0
Healthy	16.2317	0	10.1178	5.05479	0	0.52196	0.39443	0.02703	0	0	5.05479	0.39443	0.3796	0	0.15434	0	0.04073	0	0	0
Healthy	1.63186	0	0	0	7.51568	0.05407	0.32536	0.67205	0.03053	0.045	0	0.32536	0.19865	0	0.37471	0.045	0.15193	0.03053	0	0
Healthy	0.33912	0	0.20354	0.78324	0	0.43294	0	0	0.00844	0.3094	0.78324	0	0	0	0.00575	0.3094	0	0.00844	0.02122	0
Healthy	0.40186	0	1.74293	6.74214	0	1.38033	0.93655	0.00703	0	0	6.74214	0.93655	0.41257	0.00065	1.0898	0	0.03896	0	0	0
D050177	8.23279	0	5.17932	1.0995	0	1.00008	0.86255	0.17699	0.6639	0	1.0995	0.86255	0	0	0	0	0	0.6639	0	0
Healthy	0	0	34.9904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.04625	9.6142	0.51063	0.09284	11.3837	1.62121	0	0	9.6142	11.3837	4.44167	0	3.10009	0	0.98249	0	0	0
Healthy	7.15834	0	2.51182	2.91715	0	3.05463	0.32625	0	0.07646	0	2.91715	0.32625	0.1781	0	0.40503	0	0.02397	0.07646	0	0
D050177	3.33078	0	0.15751	3.48808	0.0809	3.04034	2.13507	0.2221	1.01386	0	3.48808	2.13507	1.05227	0.04792	0.17784	0	0.57458	1.01386	0	0
Healthy	0	0	0.32272	2.45547	0	1.31545	0.01279	0	0	0.15555	2.45547	0.01279	0	0	0	0.15555	0	0	0.00322	0
Healthy	0	0	0	0	0	0.35101	0.01685	0	0	0	0	0.01685	0	0	0	0	0.00336	0	0	0
Healthy	0	0	0	0	0.00175	0.03589	0.13089	0.00523	0	0	0	0.13089	0.01668	0	0.05818	0	0.00476	0	0	0.02821
Healthy	0.1154	0	0.0781	0.71801	0.58976	1.09454	0.40705	0.01817	0.01839	0.72809	0.71801	0.40705	0.13992	0.13272	0.21225	0.72809	0.02026	0.01839	0.16626	0
Healthy	0	0	0	0.00105	0	0	0.00261	0	0	0	0.00105	0.00261	0	0	0	0	0	0	0	0.02083
Healthy	0.28755	0	0.17916	5.82085	0	0.00352	1.03938	1.09186	0.11986	0	5.82085	1.03938	0.51615	0	0.09084	0	0.05941	0.11986	0	0
Healthy	0.00746	0	0	0	0	0	0.00161	0	0	0	0	0.00161	0	0	0	0	0	0	0	0
Healthy	13.4569	0	3.65546	0	1.95868	1.3406	1.66917	0.29676	0	0	0	1.66917	0.81493	0	0.55272	0	0.1454	0	0	0
Healthy	0.76763	0	0.23861	7.70515	0.56963	0	0.13295	0.41509	0.04449	0	7.70515	0.13295	1.30214	0	0.038	0	0	0.04449	0	0
Healthy	0.12543	0	28.1973	0	0	0	0	0	0.10925	0	0	0	0	0.10756	0	0	0	0.10925	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.78061	0	0.20919	5.95815	0.14036	0.00829	0	0.03315	0.03293	0	5.95815	0	0.74054	0	0	0	0	0.03293	0	0
Healthy	0	0	0	0.0018	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0.24194
Healthy	23.786	0	18.1174	1.10239	0	1.97404	1.18746	0.31659	0	0	1.10239	1.18746	0.83344	0	1.39169	0	0.05672	0	0	0
Healthy	0	0	0	2.01572	0	0	0	0	0	0	2.01572	0	0	0	0	0	0	0	0	0.0936
Healthy	0.33466	0	43.6521	0	0	0.16383	0	0	0	0	0	0	0.03468	0	0.03314	0	0	0	0	0
Healthy	5.78274	0.00574	4.84042	1.41446	0	0.55344	0.69017	0.05694	0	0	1.41446	0.69017	0.97224	0	0.38263	0	0.07743	0	0	0
Healthy	3.16588	0	0.7761	4.92923	0	0	0	0	0	0	4.92923	0	0	0	0	0	0	0	0	0
D050177	9.07843	0	5.13851	1.87678	0	1.22247	0.56676	0.10886	0.60285	0.41311	1.87678	0.56676	0.07367	0	0.09936	0.41311	0	0.60285	0.12038	0
Healthy	2.99115	0	0	11.6314	0	0.25678	0	0.03148	0	0	11.6314	0	0.02453	0	0.24513	0	0.0045	0	0	0
Healthy	8.78376	0	0	0.84604	0	1.54076	0.08195	0	0	5.29895	0.84604	0.08195	0.09957	0	0.02477	5.29895	0.09095	0	0.07015	0
Healthy	0	0	0.01573	1.42822	0.06462	0	0	0	0	0.90027	1.42822	0	0	0	0	0.90027	0	0	0.20996	0
Healthy	2.32081	0	0	4.75539	0	0.08569	0	0	0	0	4.75539	0	0.22411	0	0	0	0.21209	0	0	0
Healthy	5.42696	0	6.83816	0	0	0.05131	0	0	0	0	0	0	0.19399	0	0.01805	0	0	0	0	0
Healthy	0.32583	0	0.53846	0.03924	0	0.77545	0.35948	0	0.14277	0	0.03924	0.35948	0.13808	0	0.13039	0	0	0.14277	0	0
Healthy	8.47135	0	0	0.37185	0	4.67836	0.0865	0.01251	0.04437	0	0.37185	0.0865	0.09905	0.02966	0.19767	0	0	0.04437	0	0
Healthy	0	0	0.06081	3.88953	10.2689	0.14212	1.40165	0.45179	0	0	3.88953	1.40165	1.10495	0	0.21618	0	0.2024	0	0	0
Healthy	5.50524	0	0	1.39004	0.06242	1.364	0	0	0.16633	0.92454	1.39004	0	0.06774	0	0.07225	0.92454	0	0.16633	0.15456	0
Healthy	23.4107	0	0	0.09625	0	3.50827	1.65328	0.08424	0.00881	0	0.09625	1.65328	0.22235	0	0.99439	0	0.76561	0.00881	0	0
Healthy	0.62822	0	0	0	0	0.57968	0.01053	0.0159	0	0	0	0.01053	0.02186	0	0	0	0.04357	0	0	0.02463
Healthy	0.24221	0	0	0	0	1.14046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.13188	0	28.7442	0	0	0	0	0	0.10512	0	0	0	0	0.11429	0.01139	0	0	0.10512	0	0
Healthy	1.18515	0	0.34912	4.59345	0.2505	0.5914	0.01975	0	0.08734	0.75002	4.59345	0.01975	0.03079	0.0194	0.09359	0.75002	0	0.08734	0.06225	0
Healthy	0.03003	0	0	0	0	0	3.89371	0.10628	0	0	0	3.89371	0.39222	0	0	0	0.19758	0	0	0
Healthy	0.34761	0	42.4064	0	0	0.14683	0	0	0	0	0	0	0.0541	0	0.00674	0	0	0	0	0
Healthy	34.0773	0	1.7458	0.4799	0	0.37316	0.66433	0.00806	0.07385	0.22824	0.4799	0.66433	0.17841	0	0.28061	0.22824	0.02915	0.07385	0.0563	0.01743
Healthy	1.6719	0	5.79117	0	0	7.46045	0.30436	0	0	0	0	0.30436	0.04287	0	0.02673	0	0	0	0	0
Healthy	1.32344	0.42781	1.62177	0.26727	0	2.73537	0.21395	0	0	0.08301	0.26727	0.21395	0.1279	0	0.04038	0.08301	0	0	0	0
Healthy	6.44648	0	0.0097	1.14571	0.23517	0.66797	0.67225	0.01295	0.18804	0	1.14571	0.67225	0.45702	0	0.16144	0	0.03781	0.18804	0	0
Healthy	3.07228	0	0.23155	0.86604	0	0.59451	0	0	0	0	0.86604	0	0	1.08269	0.01255	0	0	0	0	0
Healthy	0	0	0.5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.05765	0	0.25013	0.35305	33.6412	0.01321	0.12357	0	0	0.33526	0.35305	0.12357	0.03799	0	0.16576	0.33526	0.00133	0	0.00756	0
Healthy	0	0	1.6799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.52421	0	2.65906	6.49801	0	0.58526	0.05138	0	0	0	6.49801	0.05138	0.01819	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01856	0	3.34198	0	0.28035	0	0	0.01856	0	0.00365	0	0	0	0.0005	0	0	0.24999
Healthy	6.05584	8.92444	2.5209	3.31106	0.45884	0.87314	0.00544	0.00533	0.03062	0.21856	3.31106	0.00544	0.14612	0	0.0856	0.21856	0	0.03062	0.00501	0
Healthy	3.76828	0	12.6145	0	0	0.31356	0.98426	0.09517	0	0	0	0.98426	0.2167	0	0	0	0.0712	0	0	0
Healthy	0.70251	0	0.24717	0	0	0.09435	0.45028	0.18483	0	0	0	0.45028	0.39852	0	0.20881	0	0.05085	0	0	0.16591
Healthy	17.2216	0	0.00048	0	0	0.25792	1.12538	0.05047	0	0	0	1.12538	0.67419	0	0.11536	0	0.75542	0	0	0
Healthy	5.31381	0	0.78253	0	0	4.32054	0.05618	0.03165	0	0.03712	0	0.05618	0.0522	0	0.58301	0.03712	0.02369	0	0	0
Healthy	1.2215	0	5.74387	3.24327	0.53657	0	0.31031	0.07831	0	0	3.24327	0.31031	0.40114	0	0.12886	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.18079	0	0	0	0	0	0	0
Healthy	0	0	2.72989	0.73945	1.65946	1.49955	1.48763	0	0.61046	0	0.73945	1.48763	2.17074	0	0	0	0	0.61046	0	0
Healthy	6.99183	0	1.30267	2.83546	0	3.45936	0.29127	0	0.03031	0	2.83546	0.29127	0.10055	0	0.31746	0	0.06385	0.03031	0	0
Healthy	0.19504	0	1.05156	1.37774	0.14643	0.04208	0.41375	0.10719	0	0	1.37774	0.41375	0.2139	0	0.15089	0	0.28746	0	0	0
Healthy	0	0	2.15217	2.63885	0	0	0	0	0	0	2.63885	0	0	0	0	0	0	0	0	0
Healthy	2.6979	0	0	2.15476	0	0.03063	0	0	0	0	2.15476	0	0	0	0	0	0	0	0	0
D050177	0.15181	0	0.18047	0.68091	1.54861	1.38931	0.69354	0.0567	0.02241	0.51532	0.68091	0.69354	0.26387	0.128	0.32053	0.51532	0.0363	0.02241	0.15093	0
Healthy	0.82658	0	27.2514	0	0	0	0	0	0	0	0	0	0.00713	0	0.01632	0	0	0	0	0
Healthy	1.22861	0	0	2.82602	0	1.16865	0	0	0	0	2.82602	0	0.05334	2.31324	0	0	0	0	0	0
Healthy	6.22995	24.837	2.37583	0.30118	0	1.13061	0.02408	0.22546	0.39997	0	0.30118	0.02408	0.39125	0	0.11078	0	0.58681	0.39997	0	0
Healthy	0	0	0.05527	5.8967	0	0	0	0	0	0	5.8967	0	0	0	0	0	0	0	0	0.0725
Healthy	0	0	2.3281	2.6524	0	0	0	0	0	0	2.6524	0	0	0	0	0	0	0	0	0
Healthy	0.00984	0	22.6007	0.0017	0	7.9401	0.26801	0.04428	0.08217	0	0.0017	0.26801	0.24163	0	0.21021	0	0.00514	0.08217	0	0.03047
Healthy	0.26197	0	0	0	0	0	0.01831	0	0	0	0	0.01831	0.03315	0	0	0	0	0	0	0.02327
Healthy	0.30216	7.85839	0	0.11006	0	1.71226	1.74869	0	0	0	0.11006	1.74869	1.44976	0	1.39927	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.7725	0	0	0	0	0.37142	0	0.7725	0	0	0	0	0	0	0.37142	0	0.10729
Healthy	3.17188	0	1.20431	5.21679	0	0.14604	0.06631	0	0	0	5.21679	0.06631	0.06446	0	0.01617	0	0	0	0	0.01049
Healthy	0.59057	0	0.00313	1.26354	0	0.05979	0.40015	0.1669	0.43957	0	1.26354	0.40015	0.20694	4.48589	0.05047	0	0.04794	0.43957	0	0
Healthy	13.4488	0	0.26156	2.61874	0.83832	0.1955	0.42947	0	0	0.05104	2.61874	0.42947	0.89208	0	0.28684	0.05104	0	0	0	0
Healthy	1.27411	13.502	0.00551	0.14458	0.00087	2.23125	0.72681	0.02462	0.0049	1.58872	0.14458	0.72681	0.44256	0	0.25765	1.58872	0.11154	0.0049	0.17754	0
Healthy	0.90216	0	27.3731	0	0	0	0	0	0	0	0	0	0.01195	0	0.01454	0	0	0	0	0
Healthy	1.46396	65.1674	0	0	0.37891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.0644	0	10.5142	0	0	3.78762	0.42374	0.04291	0	0	0	0.42374	0.10432	0	0.02606	0	0.02697	0	0	0
Healthy	0.36653	0	47.0509	0	0	0.14592	0	0	0	0	0	0	0.00986	0	0.00286	0	0	0	0	0
Healthy	0.25616	0	0	0	0	0	0.01036	0	0	0	0	0.01036	0.03414	0	0	0	0	0	0	0.02324
Healthy	4.28327	0	1.33871	1.21176	0	0.22388	0.54808	0.01523	1.44565	0.23292	1.21176	0.54808	0.24729	0	0.11045	0.23292	0.09166	1.44565	0.00258	0
Healthy	0.00613	0	22.0682	0.01302	0	0	0.09124	0.00108	0	0	0.01302	0.09124	0	0	0	0	0	0	0	0.05571
Healthy	1.53564	0	26.608	0	0	1.02806	0.02852	0	0	0	0	0.02852	0.20582	0	0.08321	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.71163	0	0.31094	0.48761	1.30656	1.38846	2.00749	0	0.0353	0	0.48761	2.00749	0.52078	0	1.45594	0	0	0.0353	0	0
Healthy	11.0742	0	1.81584	1.82301	0	0.88787	2.29728	1.00385	0.06951	0	1.82301	2.29728	0.34225	0.52221	0	0	0.06911	0.06951	0	0
Healthy	0	0	0.03659	0.63427	0	0.10787	1.83804	0.38611	0	0	0.63427	1.83804	1.76297	0	0.56625	0	0.16598	0	0	0
Healthy	0	0	0	3.13055	0	0	0	0	0	0	3.13055	0	0	20.679	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.14065	0	0	0	0	0	0	0.00233
Healthy	0	0	8.15446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0052	0	1.00909	0	0	0.03315	0.00367	0.00568	0.03562	0	0	0.00367	0.01506	0	0.02371	0	0	0.03562	0	0
Healthy	10.9443	0	0.3258	0	0.81108	0.20223	0.63368	0.11525	0.18359	0.41544	0	0.63368	0.32489	0	0.04986	0.41544	0.48699	0.18359	0.00173	0
Healthy	18.4545	0	1.05404	3.26325	0	0.24547	2.12998	0.1839	0.26653	0.67975	3.26325	2.12998	0.24101	0.00013	0	0.67975	0.00623	0.26653	0.12034	0.00553
Healthy	8.54178	0	4.54297	3.39412	0	0.34721	0.7793	0.02039	0	0	3.39412	0.7793	0.65774	0	0.49583	0	0.14423	0	0	0
Healthy	0.17439	0	0.19033	1.48469	10.5995	0.01521	0.0151	0.01063	0	0	1.48469	0.0151	0.15036	0	0.00799	0	0.02431	0	0	0.0268
Healthy	3.10548	0	5.88433	0	0	0.04557	0.62809	0.13995	0	0	0	0.62809	0.083	0	0	0	0.08744	0	0	0
Healthy	0	0	0	1.29762	0.00353	0	0	0	0	0.95383	1.29762	0	0	0	0	0.95383	0	0	0.1908	0
Healthy	7.65001	2.62205	2.49309	8.62482	0	0.06312	0.74421	0.14712	0.04526	0	8.62482	0.74421	0.26307	0	0.13007	0	0.08046	0.04526	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.44265	0	0	5.2826	0	0.62053	0.00791	0	0	0	5.2826	0.00791	0.02311	2.34859	0.00425	0	0	0	0	0
Healthy	0.97446	0	1.22133	1.28029	0.27414	4.53727	0.67444	0.04452	0.03694	0	1.28029	0.67444	0.16455	0.01394	0.22108	0	0.08597	0.03694	0.66833	0
Healthy	2.80189	4.93647	1.73191	3.36873	0	0.34687	0.13127	0.03144	0	0	3.36873	0.13127	0.1666	1.13296	0.09919	0	0.05603	0	0	0
Healthy	6.73604	0	2.23718	0.31191	0	0.72847	4.74227	0.69532	0.10053	0	0.31191	4.74227	0.0785	0.05225	0.20348	0	1.21293	0.10053	0	0.01479
Healthy	0.60996	0	3.74823	0.66851	0	0	0	0.01246	0	3.94868	0.66851	0	0.0646	2.94648	0	3.94868	0	0	0.17968	0
Healthy	0.3087	0	0.51768	0.06528	0	0.82368	0.40011	0.0128	0.16991	0	0.06528	0.40011	0.1194	0	0.197	0	0	0.16991	0	0
Healthy	2.83058	5.4649	0	0	0.71112	3.78231	5.63275	0.62381	0	0	0	5.63275	4.54149	0	5.60914	0	0.09191	0	0	0
Healthy	5.15765	0	0.34537	2.26548	8.02571	0.03075	5.83803	0.16063	0	0	2.26548	5.83803	1.70506	0	1.75085	0	0.06943	0	0	0
Healthy	3.10598	0	0.5144	3.59902	0	0	0.76011	0.05979	0.7836	0	3.59902	0.76011	0.1212	0	0.26581	0	0.38765	0.7836	0	0
Healthy	18.5947	0	4.91076	3.63111	0	0.00834	0.43905	0.19272	0	0	3.63111	0.43905	0.8651	1.44441	0.4979	0	0.0736	0	0	0.0027
Healthy	0	0	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.11888	0	0.97645	1.06258	0	0.89464	0	0	0	0	1.06258	0	0.0265	0.3587	0.00584	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0139	0	0.06966	0	0	0	1.0191	0	0	0	0	1.0191	0.66261	0	0.10806	0	0	0	0	0
Healthy	3.00596	0	0.27343	1.65023	0	1.55802	0	0	0	0	1.65023	0	0	1.30292	0.05204	0	0	0	0	0
Healthy	5.9367	0.14306	0.06702	0.0191	0.4261	0.41146	0.39516	0.01772	0.0354	0.06861	0.0191	0.39516	0.11031	0.0129	0.25573	0.06861	0.04797	0.0354	0.00095	0
Healthy	3.28967	0	0.09825	0	0	0	1.93673	0.48104	0.22661	0	0	1.93673	1.90732	0	0	0	1.12537	0.22661	0	0
Healthy	0.14389	0	0	0	0	1.63507	0	0	0	0	0	0	0.02782	0	0	0	0.05112	0	0	0.01423
Healthy	0.35887	0	0.11363	1.4038	0	0.36858	0.11583	0.01458	0	0.65695	1.4038	0.11583	0.08483	0.10088	0.06334	0.65695	0	0	0.06346	0
Healthy	0.57048	0	0.40566	1.14465	0	0.08188	0.10631	0.00253	0.08294	0	1.14465	0.10631	0.16765	0	0	0	0	0.08294	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.02855	0	0	0	0	0	0	0.11254
Healthy	0.21206	0	11.9626	0	0	0.44087	0	0	0.28906	0	0	0	0.00971	0.10345	0.01378	0	0	0.28906	0	0
Healthy	13.013	0	0.49181	0.68468	1.31384	1.78888	0.543	0.03972	0.0816	0	0.68468	0.543	0.53581	0	0.3198	0	0.11043	0.0816	0	0
Healthy	1.78653	0	7.59006	0	0	1.41833	0.24817	0.30392	0	0	0	0.24817	0.22387	0.19198	0.19975	0	0.06589	0	0	0
Healthy	0	0	0.30012	0	0	1.70813	4.48	0.11671	0.09816	0	0	4.48	4.56435	0	0.5304	0	0.0526	0.09816	0	0.00599
Healthy	1.45218	0	0.0232	1.94532	0.02611	0.20823	0	0	0	0.08685	1.94532	0	0.04266	0.03092	0.05696	0.08685	0	0	0.01251	0
Healthy	9.42692	0	0.06001	0.21396	0	1.24083	1.47699	0.17473	0.01862	0	0.21396	1.47699	1.37619	0	0.70653	0	0.01634	0.01862	0	0
Healthy	0.36594	0	0.29834	0.05636	0	0.89096	0.12549	0.04705	0.02692	0	0.05636	0.12549	0.0793	0	0.04569	0	0.00166	0.02692	0	0
Healthy	5.41096	0	0	0	0	0.0463	0.24302	0.05583	0	0	0	0.24302	0.10694	0.01722	0.16567	0	0.03043	0	0	0.0052
Healthy	0	0	0	0.00122	0	0	0	0.00017	0	0	0.00122	0	0	0	0	0	0	0	0	0
Healthy	11.4383	0	9.31392	0	0	5.8022	0.4571	0.10221	0	0	0	0.4571	0.32196	0	0.29736	0	0.15098	0	0	0
Healthy	10.2193	0	7.78448	0	0	3.39836	0.09917	0.04304	0.07234	0	0	0.09917	0.14961	0	0.05804	0	0.03054	0.07234	0	0
Healthy	23.0299	0.14041	0	0	0	0.72724	0.37538	0	0	0	0	0.37538	0.11992	0	0.59356	0	0	0	0	0
Healthy	0.7152	0	0.50961	1.4371	0	0.10283	0.13257	0.00407	0.13002	0	1.4371	0.13257	0.21056	0	0	0	0.00509	0.13002	0	0.00149
Healthy	6.57865	0	2.7137	0.80384	0.46484	2.03349	0.01658	0.14442	0	0	0.80384	0.01658	2.09826	0.03546	0.59232	0	0.03862	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.12778	0	8.40266	1.38979	0	0.02555	0	0.00323	0.1181	0	1.38979	0	0.17166	0	0.00483	0	0.00687	0.1181	0	0
Healthy	15.2147	0	16.2332	1.10074	0	1.69272	2.88	0.50753	0	0	1.10074	2.88	1.91896	0	0.07475	0	0.6102	0	0	0
Healthy	42.4619	0	0	0	0.37332	5.03447	0	0	0	0	0	0	0.30948	0	0.22946	0	0	0	0	0
Healthy	22.1206	36.1018	0	0.15436	0	0	0	0	0	0	0.15436	0	0	0	0	0	0	0	0	0
Healthy	3.37783	46.5389	0	0.27872	4.42676	0.35386	0.24326	0	0.01244	0.30046	0.27872	0.24326	0.20038	0	0.27903	0.30046	0	0.01244	0.07784	0
Healthy	5.93593	0	21.1363	4.81208	0	0	0.82847	0	0	0	4.81208	0.82847	0	0	0	0	0	0	0	0
Healthy	2.94971	0	0.18947	3.63102	0.80582	0.55928	1.76766	0.15882	0	0	3.63102	1.76766	0.42914	0	0.42677	0	0.16942	0	0	0
Healthy	0.59144	0	3.93991	0.70553	0	0	0	0.00424	0	4.03419	0.70553	0	0.06754	2.95752	0.00544	4.03419	0	0	0.20553	0
Healthy	1.64572	0	0.40135	2.90037	0	0.06053	0.13645	0.04803	0.21828	0	2.90037	0.13645	0.03653	0	0.03839	0	0.51289	0.21828	0	0
Healthy	2.67122	0.4991	0	0	11.5788	0.50726	0.37718	0	0	0	0	0.37718	0.6589	0	1.746	0	0	0	0	0
Healthy	4.99564	0	0.01678	2.73513	0	1.88636	0	0	0	0	2.73513	0	0.00313	0	0	0	0	0	0	0
Healthy	2.21795	0	0.84275	6.14472	12.9929	2.18247	0.62547	0.02038	0.08821	0	6.14472	0.62547	0.29276	0.03992	0.26436	0	0.08941	0.08821	0	0
Healthy	0	0	0	0.81451	0	0	0	0	0.38824	0	0.81451	0	0	0	0	0	0	0.38824	0	0.09257
Healthy	1.47681	0	0.01212	2.04513	0.0457	0.25799	0	0	0	0.10314	2.04513	0	0.02975	0.03915	0.04591	0.10314	0	0	0.01087	0
Healthy	5.11076	0	20.2771	0	0	0.18171	0.28197	0.07277	0.64278	0	0	0.28197	0.19966	0	0	0	0.01156	0.64278	0	0
Healthy	6.59906	0	0	0.85922	0	4.56855	0.05091	0.06465	0	0	0.85922	0.05091	0.29632	0	0.23687	0	0.02958	0	0.59351	0
Healthy	1.5182	0	1.54123	0	0	0	0	0	0	0	0	0	0.28347	0	0.05736	0	0	0	0	0.00723
Healthy	0.0942	0	0	2.81368	0	0.02721	0.00334	0	0.09793	0	2.81368	0.00334	0.06124	0	0.01111	0	0	0.09793	0	0
Healthy	8.24063	0	0.27444	0	0	0.81915	0.74319	0.02941	0.23445	0	0	0.74319	0.23912	0	0.16113	0	0.00422	0.23445	0	0
Healthy	10.7935	0	0.00275	3.62315	5.49142	0.32128	0.08665	0.07029	0	0	3.62315	0.08665	0.46406	0	0.01587	0	0	0	0	0
D050177	43.7237	0	2.03241	0.46168	0	0.43969	1.25748	0	0.0773	0.02703	0.46168	1.25748	0.27915	0	0.22799	0.02703	0.04109	0.0773	0	0
Healthy	1.68746	0	0	0	0	1.12804	0.44579	0.33316	0	0	0	0.44579	1.25771	0	0.42121	0	0.08339	0	0	0.00374
Healthy	1.34333	0	0	1.83164	17.6933	1.00302	0	0	0	0	1.83164	0	0	2.4085	0	0	0	0	0	0
Healthy	26.2715	0	0	0	0	0	0.09464	0.0502	0	0	0	0.09464	0.09158	0	0.13705	0	0	0	0	0
Healthy	0.26392	0	0	0	0	0	0.02161	0	0	0	0	0.02161	0.03307	0	0	0	0	0	0	0.0234
Healthy	0	0	0	2.01272	0	0	0.01455	0	0.2899	0	2.01272	0.01455	0.05341	0	0	0	0	0.2899	0	0
Healthy	8.82371	0	8.26952	0.0541	0	5.52038	0.33302	0.23802	0.07218	0.15258	0.0541	0.33302	0.15615	0	0.39601	0.15258	0.33635	0.07218	0	0
Healthy	0.04429	0	0.00186	2.04255	0	0	1.60361	0.15921	0.11589	0	2.04255	1.60361	1.97014	0	0.01663	0	0.15671	0.11589	0	0.01757
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.00913	0	0	0	0	0	0	0.01009
Healthy	0.71613	0	0	3.69182	0	2.45449	0	0	0	0	3.69182	0	0.03654	0	0	0	0	0	0	0
Healthy	0.53221	0.92834	0.44204	0.14678	0	0.84708	1.94593	0.02525	0.03698	0.24477	0.14678	1.94593	0.67388	0.01632	0.65191	0.24477	0.02118	0.03698	0.0348	0
Healthy	8.72259	0	2.28304	1.69929	0	0.47188	1.15529	0.58708	0	0	1.69929	1.15529	0.28728	0.27049	0	0	0	0	0	0
