group	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Blautia_A_wexlerae	Dorea_formicigenerans	Anaerostipes_hadrus_A	Anaerostipes_hadrus	Blautia_A_hydrogenotrophica	Streptococcus_sp004166885	Gordonibacter_pamelaeae	Longicatena_innocuum	Alistipes_putredinis	Akkermansia_muciniphila_D	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0.13364	0	0.42757	0.08676	0.02915	0	0	0	0	0.00191	8.15615	0.51143	0.68123	0	0.00727	0.70546	0	0	0	0.01659
D003093	0	0	0.00499	0	0	0	0	0	0	0.21946	0	0	0	0	0	1.38852	0	0	0	0.00564
Healthy	0	0	0.06163	0	0.00203	0.01531	0	0	0	0.00105	0	0.03839	0	0	0	3.96709	0.9199	0	0.0008	0.12408
Healthy	2.36497	1.42657	4.0153	0.79154	0	0	0	0	0	0	1.45304	0	2.03168	18.2294	0	0.06317	0	0	0	0
Healthy	0.07894	0.07752	0.09359	0.03587	0.00922	0	0	0	0	0.01391	17.1233	0.15089	3.06282	0	0.0095	0.87845	0	0.53914	0.03167	0.06259
Healthy	1.57869	0.42201	2.90776	0.52126	0.06526	0.2174	0	0	0	0	5.68214	0	0	0	0	0.52114	0.1948	0	0	0
Healthy	0.61874	0.31344	0.26611	0.24197	0.05335	0	0	0	0	0	0.13998	10.4974	0	0.40383	0.61521	0.58498	0.03233	0	0	0
Healthy	0.39443	1.5267	0.3796	0.15434	0.04073	0.02703	0	0	0	0	5.23152	0	0	0.76437	0.12706	1.19191	1.41369	0	0	0.09779
Healthy	0.32536	0.10175	0.19865	0.37471	0.15193	0.67205	0	0	0.00347	0	0.2976	0.02196	0.29248	11.4931	0.65632	0.37802	0	0.45532	0	0
Healthy	0	0.0744	0	0.00575	0	0	0	0	0	0	4.27728	10.6859	0	0.13515	0	2.18298	0.09006	1.11702	0	0
Healthy	0.93655	1.06187	0.41257	1.0898	0.03896	0.00703	0	0	0	0	11.9198	0.20975	0	0.47913	0.15643	0.7646	0	0.73167	0.04167	0
Healthy	0	0	0	0	0	0	0	0	0	0.73069	0	0	0	0	0.003	0	0	0	0	0
Healthy	11.3837	4.31644	4.44167	3.10009	0.98249	1.62121	0	0	0	0	6.0831	0	0	0.48144	0	1.9777	0	0	0	0
Healthy	0.32625	0.95164	0.1781	0.40503	0.02397	0	0	0	0	0	8.16891	0	0	0.06591	0.0479	0.32344	0	0	0.06563	0
Healthy	0.01279	0.03461	0	0	0	0	0	0	0	0	7.96137	0.03575	12.3918	0.06172	0	0.18787	0	0	0.02587	0.05878
Healthy	0.01685	0	0	0	0.00336	0	0.01281	0	0	0	0	0	3.41833	0	0	0	0	0	0.08902	0.15804
Healthy	0.13089	0	0.01668	0.05818	0.00476	0.00523	0	0	0	0.0035	0.08194	5.28237	0.00284	0	0	2.12443	0	2.12682	0	0.14055
Healthy	0.40705	1.17299	0.13992	0.21225	0.02026	0.01817	0	0.0851	0	0.00323	0.04721	1.37274	0	0.02061	19.6751	0.25272	0.61221	0.43219	0	0
Healthy	0.00261	0	0	0	0	0	0	0.04254	0	0.00696	0	2.57563	0	0	0	0.00161	0	0	0.02564	0
D003093	2.89338	2.27026	3.5258	1.68238	0.50867	0.112	0.16562	0.00918	0	0.00765	0.0194	0	0	0.1037	0.25293	0	0	0.96483	0.13445	0.04219
Healthy	1.03938	0.20001	0.51615	0.09084	0.05941	1.09186	0.00287	0	0.00038	0.00138	3.69251	6.50564	0	2.41192	0.06972	0.518	0.26952	0.6578	0	0.00909
Healthy	0.00161	0	0	0	0	0	0	0	0	0	0.00175	0	0	20.7504	0	0.0044	0	0	0	0
Healthy	1.66917	3.5803	0.81493	0.55272	0.1454	0.29676	0	0	0	0	2.1131	1.09277	3.83454	0.80542	0.49927	0.02124	0	0	0.18622	0
D003093	1.22161	1.04666	1.43993	1.59479	0.03576	0.12051	0.41823	0.01748	0.05739	0	1.88981	0	0	1.88855	0	0	0	0.52575	0.13194	0.00162
Healthy	0.13295	0.31824	1.30214	0.038	0	0.41509	0	0	0	0	8.89513	2.05293	0	3.93187	1.56207	2.38432	0.12011	1.14494	0	0
Healthy	0	0.31929	0	0	0	0	0	0	0	0	0	0	0	0	3.19573	0.60376	5.07894	0.96444	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.31778	0.74054	0	0	0.03315	0	0	0	0	8.18937	0.23897	0	1.4978	1.37163	1.82132	0.80141	1.6641	0	0
Healthy	0	0	0	0	0	0	0	0	0.22077	0.01293	0	0	0	4.74497	0	0	0	0	0	0.37022
Healthy	1.18746	0.21183	0.83344	1.39169	0.05672	0.31659	0	0.00338	0	0	0	0	5.03507	0.2566	0	0	0	0.63649	0	0.05818
Healthy	0	0	0	0	0	0	0	0	0	0	1.25728	1.70433	0	0	0	0.24343	0	0	0.47338	0.03
D003093	1.80174	1.18295	1.43703	0.78939	0.01517	0.17997	0.02901	0.0621	0	0.0004	1.78509	0.29269	0	0.89789	0.21719	0.14845	0.87138	0.61315	0.00767	0.0014
Healthy	0	0	0.03468	0.03314	0	0	0	0	0	0	10.8392	0	3.05452	0	0	1.42321	0	0	0.1777	0
Healthy	0.69017	1.99173	0.97224	0.38263	0.07743	0.05694	0	0	0.00097	0.10662	1.64118	0	4.16563	0	0.89357	0.22968	0	0.71679	0.00909	0
D003093	3.81928	1.34132	1.39589	1.99502	0.66176	0.13848	0	0.02212	0.02261	0.00051	2.30126	0	0	2.61986	0	0.38016	0	0.18564	0.01171	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	7.48058	19.4359	4.27168	0	0.43682	0	0	0.02417	0
Healthy	0	0.02001	0.02453	0.24513	0.0045	0.03148	0	0	0	0	16.9318	0	15.8211	0	0	0	0.24261	0.74625	0	0.19057
Healthy	0.08195	0.38073	0.09957	0.02477	0.09095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003093	4.0225	2.97878	0.55802	4.40902	0.0594	0.15096	1.26599	0	0.04382	0.00182	0.01026	0	0	0.00045	0	0.10093	0.00225	0.63574	0	0.01425
Healthy	0	0.19684	0	0	0	0	0	0	0	0	0.76731	0	0	0	1.38213	2.23909	0	1.32488	0.03129	0
Healthy	0	0.03291	0.22411	0	0.21209	0	0	0	0	0	3.10844	0	1.54818	3.78894	0	0.81186	0	0	0	0
Healthy	0	0.32876	0.19399	0.01805	0	0	0	0	0	0	12.0369	0.551	0	0.48944	1.50783	2.1688	0	1.95209	0.02946	0
D003093	0	0	0.14438	0	0	0	0	0	0	0	0	0.03574	0.21024	1.69683	0	4.69157	0	0	0	0
Healthy	0.35948	0.22	0.13808	0.13039	0	0	0	0	0	0	1.53931	0	0	0.02249	1.5728	0.09369	0.06692	0.99132	0.01592	0
Healthy	0.0865	0.14315	0.09905	0.19767	0	0.01251	0	0	0	0	1.48426	0	0	0	0	0.64303	2.56505	0.32299	0	0
Healthy	1.40165	0.41305	1.10495	0.21618	0.2024	0.45179	0	0	0	0	6.52294	0	0	0	0	4.26537	0	0	0	0
Healthy	0	0	0.06774	0.07225	0	0	0	0	0	0	10.7469	0	0	0.32076	0.31197	2.14948	1.86277	1.54725	0.0069	0.08292
Healthy	1.65328	2.59892	0.22235	0.99439	0.76561	0.08424	0.00373	0	0	0.00019	0.00233	0	3.05944	0	0	0	1.47083	0.06477	0	0.01876
Healthy	0.01053	0	0.02186	0	0.04357	0.0159	0	0	0	0.0042	0	0	8.2709	0.11996	0	0	0	0	0.03327	0.57358
D003093	0	0.00234	0	0.01938	0	0	0	0	0	0	0.00091	0	0	0	0.01752	0	0.00354	0	0	0.07304
Healthy	0	0	0	0	0	0	0	0	0	0	5.32042	0	3.20874	0	0.08627	2.61462	2.09456	2.34111	0.0191	0.00587
D003093	4.52962	1.61217	2.87509	3.47043	0.40842	0.31611	0.11904	0.00455	0	0	0	0	0	1.51035	0.09549	0.04716	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37969
Healthy	0	0.35674	0	0.01139	0	0	0	0	0	0	0	0	0	0	3.43957	0.58359	4.71587	0.98143	0	0
Healthy	0.01975	0.64789	0.03079	0.09359	0	0	0	0	0	0	1.70703	0.05177	0	0	0	0.95777	0.78712	0	0	0
Healthy	3.89371	0	0.39222	0	0.19758	0.10628	0	0.03858	0	0	0	0.3623	0.00267	0.00362	0	0	0.00325	0	0	0.12935
Healthy	0	0	0.0541	0.00674	0	0	0	0	0	0	11.9277	0	3.38631	0	0	1.63589	0	0	0.27769	0
Healthy	0.66433	0.07668	0.17841	0.28061	0.02915	0.00806	0.0018	0	0	0.00068	2.34652	4.7408	0	0.63929	9.15051	1.9674	0	1.0692	0	0
Healthy	0.30436	0.0631	0.04287	0.02673	0	0	0	0	0	0	0	0	0	0.11374	0	0	0	0.68218	0	0
Healthy	0.21395	0	0.1279	0.04038	0	0	0	0	0	0	0.30224	0	0	0	0	0	0	0	0	0
Healthy	0.67225	0.78978	0.45702	0.16144	0.03781	0.01295	0	0	0	0.00055	2.92593	0.36584	1.53174	0.4691	0.53693	0.31119	1.82048	1.96436	0	0.00176
D003093	0.06661	8.9888	0.11401	0.68682	0.02669	0.10773	0	0	0	0	0.04366	0	0	1.06893	0.20754	0.04546	0.59379	0.56461	0	0.17477
Healthy	0	0	0	0.01255	0	0	0	0	0	0	21.6945	9.35217	0	0.0134	0.06205	1.45461	0	0	0.00407	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5699	0	0	0	0	0	0
Healthy	0.12357	0.50162	0.03799	0.16576	0.00133	0	0	0	0	0.21257	0	11.122	0	8.86656	0.09275	0.26392	0	0.57508	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.05138	0.0202	0.01819	0	0	0	0	0	0	0	0	0	6.1743	0.2738	0.18868	0.82571	0	1.1158	0.27631	0.06899
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.59471	0	0	0	0	0	0	0	0.08265
Healthy	0	0	0.00365	0	0.0005	0.28035	0	0	0	0.57532	0.01308	0	0	0	0	0.00192	0	0	0	0.24972
Healthy	0.00544	0.73193	0.14612	0.0856	0	0.00533	0	0	0	0	5.80464	11.616	0	0.08881	1.31133	0.63833	0.29636	0	0	0
Healthy	0.98426	0.08247	0.2167	0	0.0712	0.09517	0	0	0	0	0	0	0.63818	30.0883	0.04709	1.13808	0	0	0.03146	0
D003093	0.91915	1.13213	0.34295	0.26845	0.04244	0.0463	0	0	0.0421	0.0065	0.01847	1.48464	4.27169	0.41609	2.01872	1.04784	0.6102	0.46878	0.00634	0.00178
Healthy	0.45028	1.0228	0.39852	0.20881	0.05085	0.18483	0.00309	0	0.00582	0.00757	15.5377	0.03433	0	0	9.00832	3.40384	0	3.22139	0.11219	0.1341
Healthy	1.12538	0.10184	0.67419	0.11536	0.75542	0.05047	0	0	0.00021	0.00086	6.31541	0.14651	0.22162	3.67135	0.07613	0.2417	1.13688	2.15496	0.0005	0.00088
Healthy	0.05618	0.08576	0.0522	0.58301	0.02369	0.03165	0	0	0	0.00051	0.10661	0.0125	0.6896	0	0	0	0	0	0.09698	0.03063
Healthy	0.31031	1.35721	0.40114	0.12886	0	0.07831	0	0	0	0	6.25031	4.91313	0	1.63177	0.15328	0.64386	0.64181	2.22115	0	0
D003093	0.19427	0	0.14454	0.16379	0.08153	0.06449	0	0.00722	0.00251	0.0039	0	0	0	0.8849	0	0	0	1.36864	0	0.04557
D003093	0.6443	1.68929	1.21865	0.81569	0.39153	0.03934	0	0	0	0	1.29148	0	0	0.12998	1.95231	0	0.35928	0	0.01238	0
Healthy	0	0	0.18079	0	0	0	0.00773	0	0.14611	0.01316	0.16467	43.3886	2.75299	0	0.42417	1.0552	0	0	0.01152	0.01279
Healthy	1.48763	0	2.17074	0	0	0	0	0	0	0	6.38113	1.57389	0	1.66376	0	0.49077	0	0	0	0
Healthy	0.29127	0.77981	0.10055	0.31746	0.06385	0	0	0	0	0	7.98235	0	0	0.10247	0.06333	0.27912	0	0	0.09477	0
Healthy	0.41375	0.49817	0.2139	0.15089	0.28746	0.10719	0	0	0	0	5.04797	0.16663	5.78976	0.6892	0	2.74005	2.8427	1.09681	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05473	0	0	0.10453	0.44509
Healthy	0	0	0	0	0	0	0	0	0	0	5.59398	0	0.79588	1.32456	0	2.93521	0	0	0	0
Healthy	0	0.00785	0.00713	0.01632	0	0	0	0	0	0	12.6686	0	6.0438	0	0	1.9104	0	0.61472	0.14531	0
Healthy	0	0	0.05334	0	0	0	0	0	0	0	6.77219	0	4.18391	0	0	0.59783	0	1.03046	0.19631	0.06862
Healthy	0.02408	0.14356	0.39125	0.11078	0.58681	0.22546	0	0	0	0.00229	0.18527	0	0	0	0	0.02229	0	0.94466	0.04622	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.978	17.4983	0	0	0.97068	2.14785	0	0	0.02889	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0651	0	0	0.13374	0.47969
Healthy	0.26801	0	0.24163	0.21021	0.00514	0.04428	0	0	0.00737	0	0.01173	0.05434	0	0	0.00026	0	0	0.60492	0.07106	0.03087
Healthy	0.01831	0	0.03315	0	0	0	0.00242	0	0.01524	0.00268	1.7374	7.03795	9.07253	0	2.51334	0.70523	0	0	0.0134	0.09586
Healthy	1.74869	3.33508	1.44976	1.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.03102	0	0	0	0	0	0	0.41347	0	0	0
Healthy	0	0	0	0	0	0	0.1433	0	0	0	12.207	0	0	0	0	0.0481	0.08097	1.39486	0.14909	1.26654
D003093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003093	2.17213	0.27523	0.46702	0.48069	0.17082	0.11955	1.21737	0.03879	0.02285	0.00146	0.03436	0	3.25944	3.48118	0	0	0.00108	0.15919	0.00122	0.06145
Healthy	0.06631	0.09844	0.06446	0.01617	0	0	0	0	0.02223	0	0	7.24902	18.0292	4.54098	0.08374	0.72011	0	0	0.30087	0.09802
Healthy	0.40015	2.29521	0.20694	0.05047	0.04794	0.1669	0	0	0	0.00038	0.01873	0.75706	0	0	5.27832	0.48813	0	2.12062	0	0.00671
Healthy	0.42947	2.20511	0.89208	0.28684	0	0	0	0	0	0	0	0	0	0	0	0.35229	0	0	0	0
D003093	0	0	0.0567	0.02605	0	0	0	0	0	0.0025	5.83173	0	0	0	0	0.26029	0	0	0.00258	0.02001
Healthy	0.72681	2.18663	0.44256	0.25765	0.11154	0.02462	0	0	0	0	0.52052	0.00093	0	1.37546	0.09868	0.21217	0.002	1.18833	0.00039	0
Healthy	0	0.01307	0.01195	0.01454	0	0	0	0	0	0	12.4961	0	6.00624	0	0	1.75279	0	0.6285	0.13016	0
Healthy	0	0.38006	0	0	0	0	0	0	0	0	0	0	0	0	1.35428	0	0	0	0	0
Healthy	0.42374	0.03342	0.10432	0.02606	0.02697	0.04291	0	0.00261	0	0	1.41573	0.01726	0	0	0	0.81719	1.20222	0	0	0
Healthy	0	0	0.00986	0.00286	0	0	0	0	0	0	7.89094	0	2.78692	0	0	0.93577	0	0	0.17312	0
Healthy	0.01036	0	0.03414	0	0	0	0	0	0.02455	0	1.87683	7.02297	9.10087	0	2.47956	0.68314	0	0	0.01126	0.09969
Healthy	0.54808	0.10754	0.24729	0.11045	0.09166	0.01523	0	0	0	0	8.45647	0	11.0352	2.65455	0.02925	1.94817	1.92983	0.94375	0	0
Healthy	0.09124	0	0	0	0	0.00108	0	0.04206	0.00495	0.00662	0	0.77451	3.03606	0	0	0.00412	0	0	0	0.07705
Healthy	0.02852	0.05591	0.20582	0.08321	0	0	0	0	0	0	10.1521	0	6.07134	0	0	1.45769	0	0	0.16454	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.00749	1.39323	0.52078	1.45594	0	0	0	0	0	0	4.73785	0.92533	0	0	8.42066	0.36417	0	0	0.04685	0
Healthy	2.29728	0	0.34225	0	0.06911	1.00385	0	0	0.08947	0	1.6878	0	2.47997	3.28953	0	0.68167	0	0.40987	0.06138	0.00505
Healthy	1.83804	1.39563	1.76297	0.56625	0.16598	0.38611	0	0	0.01356	0	0.39123	0	0	11.2962	0	0.33065	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.9861	0	0	0	0	0.35061	0	0.31889	0.3228	0.04049
Healthy	0	0	0.14065	0	0	0	0.00258	0	0.15515	0.00862	0.19838	43.2041	2.61884	0	0.47485	1.0913	0	0	0.00352	0.00156
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7307	0	0	0	0	0
Healthy	0.00367	0.00305	0.01506	0.02371	0	0.00568	0	0	0	0	9.19294	0	0	0	0	0.47978	0	0.50959	0.10499	0
D003093	0	0	0	0	0.02207	0.0494	0	0.01324	0	0.02421	0	0	0	1.71507	0	0	0	0	0	0.00733
Healthy	0.63368	0.74823	0.32489	0.04986	0.48699	0.11525	0	0	0	0	4.20566	1.52702	0	0	1.79982	0.15783	4.22509	1.0272	0.00511	0
Healthy	2.12998	0.60754	0.24101	0	0.00623	0.1839	0	0.00133	0.00421	0.00033	0	0.0038	7.10961	0.20608	0	0.30742	0	1.42273	0.00058	0.02308
Healthy	0.7793	1.17838	0.65774	0.49583	0.14423	0.02039	0.00109	0	0.01809	0.00206	5.34471	0	0.20876	0	0.04193	1.81247	0	1.15974	0.018	0.00648
Healthy	0.0151	0.21952	0.15036	0.00799	0.02431	0.01063	0.01281	0	0.12701	0.00727	0.64052	6.22071	5.34123	0	4.3216	0.31997	0	0.17679	0.00876	0
Healthy	0.62809	0.04954	0.083	0	0.08744	0.13995	0	0	0	0	0	0	0.3099	67.576	0	0.5719	0	0	0.03134	0
Healthy	0	0.19443	0	0	0	0	0	0	0	0	0.82145	0	0	0	1.31696	2.29113	0	1.19529	0.03924	0
Healthy	0.74421	0.33435	0.26307	0.13007	0.08046	0.14712	0	0	0	0.00268	2.03673	0.19332	3.98621	0.02445	0.38805	0.42585	0	1.95681	0.07583	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.56198	0	0	0	0	0	0	0	0.1017
Healthy	0.00791	0.06695	0.02311	0.00425	0	0	0	0	0	0	3.97206	0	7.97101	0	0.09913	0.68998	0	0.7002	0.25675	0.01113
Healthy	0.67444	0.21454	0.16455	0.22108	0.08597	0.04452	0	0	0	0	5.35291	3.60407	0	0.28743	3.18279	0.04898	0.79681	1.02465	0	0
Healthy	0.13127	0.33291	0.1666	0.09919	0.05603	0.03144	0	0	0	0	5.64404	0	0	0.09378	1.32895	0.31925	1.31337	1.35453	0	0
Healthy	4.74227	0	0.0785	0.20348	1.21293	0.69532	0	0	0	0	0	0	0	0	0	0	0	0	0.11897	0
D003093	0	0.02462	0.01406	0.09225	0	0	0.30772	0	0	0.01101	0.91996	0	0	0	19.2122	0.02121	0	1.22013	0.00327	0.19036
Healthy	0	0	0.0646	0	0	0.01246	0	0	0	0	14.5817	0.50002	0.41121	0	0	0.38351	0	0.8452	0.03655	0
Healthy	0.40011	0.26794	0.1194	0.197	0	0.0128	0	0	0	0.00268	1.75499	0	0	0.1184	1.45599	0.10484	0.15863	1.13068	0.01565	0
Healthy	5.63275	0.56946	4.54149	5.60914	0.09191	0.62381	0	0	0	0.41947	0	0	0	0	0.9031	0	0	0	0	0
Healthy	5.83803	5.19683	1.70506	1.75085	0.06943	0.16063	0	0.01136	0	0.00326	0	0	0.01346	7.01981	0.47271	0.30061	0.01206	0.42783	0	0
Healthy	0.76011	0.09005	0.1212	0.26581	0.38765	0.05979	0	0	0	0	2.05202	0	0	0	4.26007	0.33004	4.4886	0	0	0
Healthy	0.43905	0.69805	0.8651	0.4979	0.0736	0.19272	0	0.0007	0	0.00364	1.83123	0.03433	0	0	1.4154	0.51339	0.68001	0.55065	0	0.02389
Healthy	0	0	0	0	0	0	0	0	0	0.70847	0	0	0	0.00177	0	0	0	0	0	2.10563
D003093	0.89877	0.4981	0.97057	0.55974	0.16866	0.07599	0	0	0.00188	0.00096	1.65951	0	3.15622	0.06824	0.12157	0.48071	1.90725	0.9628	0.01953	0
Healthy	0	0	0.0265	0.00584	0	0	0	0	0	0	13.9962	8.73327	0	0.11117	0.18694	0.90628	0	0.94833	0.00581	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.57096	0	0	0	0	0	0	0	0.05568
Healthy	1.0191	0	0.66261	0.10806	0	0	0	0	0.2212	0	0	15.7038	0	13.7433	0	0.40591	0	0	0.00699	0
D003093	0.93896	0	1.37975	0.00032	0.01651	0.03719	0.04005	0	0.03307	0.00172	2.07266	0	0	1.06668	0	0.09137	0	1.06996	0	0.00123
Healthy	0	0	0	0.05204	0	0	0	0	0.02252	0	17.6056	5.52321	0	0	0.07305	1.30369	0	0	0.00732	0
Healthy	0.39516	1.13521	0.11031	0.25573	0.04797	0.01772	0	0	0	0.00484	0.00348	0	0	0.00054	1.05466	0.02338	0.02235	0.29247	0	0
Healthy	1.93673	0.16468	1.90732	0	1.12537	0.48104	0	0	0	0	11.9039	2.6796	0	0	0	1.69249	0	0	0.05601	0
Healthy	0	0	0.02782	0	0.05112	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0
Healthy	0.11583	0.15557	0.08483	0.06334	0	0.01458	0	0	0	0	0.05203	0	0	0	0	1.0376	0	0.30862	0.00048	0.0526
Healthy	0.10631	0.0515	0.16765	0	0	0.00253	0.01883	0	0.00503	0	0	0	0	0	0.31943	0.13026	0	0.37955	0.00869	0.07281
Healthy	0	0	0.02855	0	0	0	0	0	0	0.00416	0	0	0	0	0	0	0	2.3581	0	0.04779
Healthy	0	0.06861	0.00971	0.01378	0	0	0	0	0	0	0	0	0	0	0.21842	0.99749	10.9664	1.74542	0	0
Healthy	0.543	0.53856	0.53581	0.3198	0.11043	0.03972	0	0	0	0	0.86192	0.85018	5.29099	0.58982	1.99247	0.0649	0.57889	0.79722	0	0
D003093	6.1144	1.21245	4.5898	4.24854	0.05364	0.14705	0.01643	0	0.02302	0.00178	1.37204	0	0	0	0	0.11346	0	0.61152	0.04773	0.03435
Healthy	0.24817	0.12829	0.22387	0.19975	0.06589	0.30392	0	0	0	0	1.11743	0	0	0	1.3241	0.44253	0	0.9389	0.27777	0.00266
Healthy	4.48	0	4.56435	0.5304	0.0526	0.11671	0	0.02662	0	0.00531	0	0	0.47126	0	0	0.17346	0	0.5316	0.00441	0.05542
Healthy	0	0.59874	0.04266	0.05696	0	0	0	0	0	0	1.44381	0	0	0.71192	1.33002	4.23927	3.10125	2.37524	0	0
Healthy	1.47699	2.41936	1.37619	0.70653	0.01634	0.17473	0	0.07296	0	0	4.17011	0.06569	0	1.44452	0	2.19397	0.50886	1.27585	0	0.00035
D003093	0	0	0.02183	0	0	0	0	0	0	0	0	0	0.01077	0	0	0	0	0	0	0.023
D003093	3.22543	1.51074	1.12923	3.37628	0.07356	0.191	0.83056	0.02065	0.01987	0.00059	0.00707	0	0.00704	0	0.14695	0.04089	0	0.94288	0	0.0006
Healthy	0.12549	0.05999	0.0793	0.04569	0.00166	0.04705	0	0	0	0	0.04267	0	0	0.78057	0	0.00205	0.83618	0	0.00581	0
Healthy	0.24302	0.06224	0.10694	0.16567	0.03043	0.05583	0	0	0	0	11.1756	0	0.9289	1.30652	0.05379	0.86772	2.42037	1.12819	0	0.04352
D003093	0.59881	1.74025	0.94839	0.72311	0.2757	0.50506	0.01096	0	0.12395	0.00863	6.67297	0.10829	2.54016	6.48316	2.82915	4.99262	0.46759	1.68284	0	0
Healthy	0	0	0	0	0	0.00017	0	0	0	5.02028	0	0	0	0	0	0	0	0	0	0
Healthy	0.4571	0.28947	0.32196	0.29736	0.15098	0.10221	0	0.00259	0.01269	0	6.77699	0	0	0	0	0	0	1.2473	0.00867	0
Healthy	0.09917	0.03169	0.14961	0.05804	0.03054	0.04304	0	0	0	0	6.02632	0.11436	0	0	0	1.3058	1.29565	1.2148	0	0.00225
Healthy	0.37538	0	0.11992	0.59356	0	0	0	0.10561	0	0.13068	0	0	0	0	0	0	0	0	0	0
Healthy	0.13257	0.05943	0.21056	0	0.00509	0.00407	0.03649	0	0.01391	0.00411	0.00567	0	0	0	0.38315	0.11754	0	0.46376	0.01269	0.085
Healthy	0.01658	1.1824	2.09826	0.59232	0.03862	0.14442	0	0	0	0	3.83295	0	0	0	2.82105	0.98494	0.13608	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.12628	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00363	0.17166	0.00483	0.00687	0.00323	0	0	0.00141	0	11.6979	0	0.04927	0.22641	0	5.42957	0	0.25399	0.01843	0.01127
Healthy	2.88	2.53307	1.91896	0.07475	0.6102	0.50753	0	0	0	0	2.53851	1.02164	7.87332	0	0	0.04137	0	0	0.09064	0
Healthy	0	0.16812	0.30948	0.22946	0	0	0	0.04568	0	0	0	0	0	0	0	0	0	0	0	0
D003093	1.69547	1.67527	0.62526	0.8203	0.93856	0.25845	0	0	0	0	0.85634	0	0	0.52167	0	0.53048	0.08142	0.23696	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.13037	0	0	0	0	0	0	0	0	0
Healthy	0.24326	0.48304	0.20038	0.27903	0	0	0	0	0	0.00048	0.03067	0	0	0.61631	1.01918	0.13573	0.00065	0.20964	0.00112	0
Healthy	0.82847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.76766	1.28451	0.42914	0.42677	0.16942	0.15882	0	0.06801	0	0	2.3913	1.60422	0	4.30086	0.17257	0.32152	0.13816	0.84045	0	0
Healthy	0	0	0.06754	0.00544	0	0.00424	0	0	0	0	14.461	0.57539	0.45718	0	0	0.42496	0	0	0.02085	0
D003093	0.38667	0.93564	2.16284	3.09385	0	0.34702	0.59462	0.06172	0	0.01575	0	0	0	9.62478	0	0	0.42819	0.50838	0.00501	0.01965
Healthy	0.13645	0.03423	0.03653	0.03839	0.51289	0.04803	0	0	0	0	2.86139	0	0	0	4.14075	0.28904	4.98219	0	0	0
Healthy	0.37718	0.10913	0.6589	1.746	0	0	0	0	0	2.78638	0	0	0	0	6.91504	0	0	0	0	0
Healthy	0	0	0.00313	0	0	0	0	0	0	0	3.56726	0	0	0.68475	0	1.27014	0.17197	0	0	0
Healthy	0.62547	1.45616	0.29276	0.26436	0.08941	0.02038	0	0	0	0.00036	9.6896	0.10122	0	1.20029	0.04529	0.53929	2.04351	1.02194	0.04608	0.00216
Healthy	0	0	0	0	0	0	0.13697	0	0	0	12.543	0	0	0	0	0.05512	0.10628	1.41123	0.13159	1.17997
Healthy	0	0.5623	0.02975	0.04591	0	0	0	0	0	0	1.51705	0	0	0.7644	1.29012	4.28349	3.14765	2.34435	0	0
Healthy	0.28197	0	0.19966	0	0.01156	0.07277	0	0	0	0	1.40012	0.29747	11.7478	0	0	0.0724	0.29458	0	0	0
Healthy	0.05091	0.50429	0.29632	0.23687	0.02958	0.06465	0.00054	0	0	0	1.88267	1.00862	9.51592	0.62923	0.27708	0.13409	2.28186	0.86413	0	0.01153
Healthy	0	0.35637	0.28347	0.05736	0	0	0	0	0	0	7.09509	22.9357	0	0	2.68053	2.2572	0	1.65204	1.46997	0
