group	Prevotella	Alistipes	Phytobacter	Odoribacter	Paraprevotella	Alistipes_A	Parasutterella	Bilophila	Ruminococcus_C	Faecalimonas	Prevotella	Mediterraneibacter	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Haemophilus_D	Flavonifractor	Parasutterella	Clostridium_Q	Muricomes
Healthy	0	23.62729	0	0.80368	0	0.08223	0.49155	0	0	0	0	0.34575	0.00319	0	0.07374	0	0.21205	0.49155	0	0
Healthy	44.29233	8.78581	0	0.85315	0.39246	1.29885	0	1.47135	0	0	44.29233	0.46539	0	0.11775	0	0	0.12915	0	0	0
Healthy	0	2.45535	0	0	0	0	0	0	0	0.32834	0	3.78038	0	0	0.08027	0	0	0	0	0
Healthy	0	2.52132	1.22721	0	0	0	0.0011	0.03892	0	0	0	0.00488	0.00402	0	0.03817	0	0.19922	0.0011	0	0
Healthy	0	12.77762	1.57391	0	0.50878	0	0	0	0	0	0	6.40643	0	0	0	0	0	0	0	0
Healthy	0	13.92663	1.95493	0	0	0	0	0	0	0	0	0	0	0.83159	0.68085	0	0	0	0	0
Healthy	0	0	0.36136	0	0	0	0.11586	0.00256	0	0	0	0.10463	0.01496	0	0.01732	0	0.19888	0.11586	0.45485	0
Healthy	0	13.98239	0.06068	2.4223	1.69865	0.01422	0.00209	0	0.01744	0	0	0.20565	0.0307	0	0.11523	0.0119	0.15491	0.00209	0	0
Healthy	40.7712	3.8008	0	0	0	0	0	0	0	0	40.7712	1.15745	0.4297	0	0.06899	0	0	0	0	0
Healthy	0	27.68335	0	0.45441	0	0.00358	0.00614	0.05094	0	0	0	1.9006	0	0	0	0.10591	0	0.00614	0	0
Healthy	0	8.00549	0.30785	2.95465	0.18714	0.10512	0	0	0.01154	0	0	0.79531	1.17125	0	0.40568	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.49682	0.43259	0.49287	0	0.06873	0.19696	0	0	0.0018	0	2.63008	0.55095	0	0.17718	0	0.09987	0.19696	0.02347	0.00549
Healthy	7.03722	6.30871	0	1.79011	0	0	0.00173	0	0	0	7.03722	3.74525	0.72048	0	0.55695	0.13296	0	0.00173	0	0
D014607	0.29127	5.35516	2.53422	1.01867	0	0.07772	1.53243	0.31452	0.00863	0	0.29127	0.45802	0	0	0.01663	0.46259	0.14388	1.53243	0.05132	0.00941
Healthy	0	6.94798	0	0	0	0	1.28976	0	0.2742	0	0	0.06636	0	0	0.08821	2.88551	0.06789	1.28976	0	0
Healthy	0	3.03769	1.2714	0	0	0	0	0	0	0.05102	0	0.08918	0.09122	0	0.09002	0.07519	0.1248	0	0.01229	0.21492
Healthy	0	0.37778	0	0	0	0	0.02111	0	0	0	0	1.11013	8.22143	0.20431	1.39456	0	0	0.02111	0	0
Healthy	3.60896	11.31915	0.22363	0.85574	0	0.36115	0.17652	0.05118	0.28057	0.20375	3.60896	0.06859	0.16922	2.06438	0.12228	0.0037	0.13375	0.17652	0.00124	0.00157
Healthy	0	0	0.54344	0	0	0	0.1305	0.00761	0	0	0	0.02773	0.00271	0	0.01336	0	0.18641	0.1305	0.44928	0.00096
Healthy	0	6.8694	0.00288	0.44013	0	0	1.67474	0.05704	0	0	0	0.1696	0.75976	0	0.92264	0.05783	0.00784	1.67474	0	0
Healthy	7.78635	0	0	0	0	0	0	0	0	0	7.78635	0	0	0	0	0	0	0	0	0
Healthy	0	1.6354	0.08287	0.45155	0	0.00139	0.06756	0.0596	0.04327	0.48129	0	0.21551	0.22089	0	0.16675	0.12138	0.15594	0.06756	0.00295	0.0011
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.30326	0	0	0	0	0	0	0
Healthy	16.6159	1.08436	0	0	0.09824	0.01971	0	0	5.0989	0	16.6159	1.22672	0.8447	0	0.88979	0.10072	0.18325	0	0.01394	0
Healthy	0	0	54.4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.17843	24.8113	0.30658	0	0	0.06847	0	0	0.00567	0	0.29296	0.19646	0	0.11474	0	0	0.06847	0	0
Healthy	0	6.80394	0.09042	0.67679	0	0.32412	0.2452	0.02623	0	0	0	0.0334	0.0158	0	0.02625	0.09308	0.04219	0.2452	0	0
Healthy	64.1122	0.00761	0.8212	0	0	0	0.14985	0.0213	0	0.00324	64.1122	0	0.05864	0	0.06149	0	0	0.14985	0	0
Healthy	0	5.18749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18492	0	0	0
Healthy	0	0	68.0827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.97183	0	0	0	0	0	0	0	0	0	0.0582	0.26223	0	0.12229	0	0	0	0	0
Healthy	1.27363	3.43411	0.39554	2.43521	0	0	0	0	0	0	1.27363	1.34794	0.38815	0	0.32722	0.10564	0.01967	0	0	0
Healthy	8.34493	1.86479	2.61064	0	0.01283	0.03683	0	0.01557	0.24855	0	8.34493	0.05198	1.41827	1.23601	0.5178	0	0.00296	0	0	0
Healthy	0	5.37174	0.39886	1.00954	0.29273	0.14533	0	0	0	0	0	0.31911	0.84811	0	0.23108	0	0.21782	0	0	0.00486
Healthy	0.00569	21.49616	0	0	0	1.41859	0	0	0	0	0.00569	0	0	3.77965	0	0	0.02751	0	0	0
Healthy	0	13.00116	0	0	0	0.15065	0.17425	0	0	0	0	0.19257	0	0	0.26753	0	0.03845	0.17425	0	0
Healthy	0	3.23914	0	0	0	0	0.04372	0	0	0	0	0.24837	0.83096	0	0.32436	2.4447	0	0.04372	0	0
Healthy	0.02686	5.67276	0.02381	0.64036	0	0.02509	0.05991	0	0	0	0.02686	0.49127	0.54504	0	0.36115	0.03981	0.02709	0.05991	0	0
Healthy	0	0	1.26907	0	0	0	0	0	0	0	0	0.37034	0	0	0	0	0.01201	0	0	0
Healthy	0.00924	2.80369	0	1.4341	0	0.01978	0.01022	0	0.03772	0	0.00924	1.11791	0.19502	0	0.15086	0.28895	0.01029	0.01022	0	0
Healthy	0	3.15639	0.05527	0	0.16773	0	0.03674	0	0	0	0	1.50175	0	0	0.23836	0.05135	0	0.03674	0	0
Healthy	0.03458	19.74823	0.70112	0.80875	0	0.29933	0.00555	0	0.17966	0	0.03458	0.1118	0.01131	0	0.0622	0	0.13575	0.00555	0	0.01824
Healthy	0	23.73072	0	1.43248	0.7049	0.04702	0.00974	0.02068	0.02894	0	0	0.1245	0.02243	0	0.00322	0	0.02004	0.00974	0	0
Healthy	0	9.0448	0.02904	1.14002	0	0.0542	0.24045	0.08262	0	0	0	0.19349	0.03897	0	0.0313	0.03386	0.14503	0.24045	0	0
Healthy	16.9553	0.82024	0	1.51598	0	0	0.28696	0	0	0	16.9553	0.57973	0.31401	0	0.2314	0	0.02248	0.28696	0	0
Healthy	0	3.63084	0.28921	1.97267	0.88666	0	0.42965	0.01653	0.00715	0	0	0.35656	0.72386	0	0.27396	0	0	0.42965	0	0
Healthy	0	11.62501	0	0	0	0.16936	0.16316	0	0	0	0	0.06643	0	0	0.25446	0	0.04033	0.16316	0	0
Healthy	0	9.53555	0.08323	0	0	0.36129	0.00315	0	0.01251	0	0	0.02334	0.16294	0	0.33739	0	0.18334	0.00315	0.05988	0.04364
Healthy	0	0.61412	0.92251	0	0.4505	0	0.07051	0.08455	0	0	0	0.04365	1.43599	0	1.64149	0	0	0.07051	0.37051	0.01648
D014607	0.41307	70.87051	0.11349	1.81819	0	0	0.00217	0.02659	0	0	0.41307	0.06656	0	0.03075	0.00572	0.01225	0.02716	0.00217	0.00041	0.01467
Healthy	0	4.91666	0	0	0	0	0.11572	0	0	0	0	0.05606	0	0	0.02474	0	0.57271	0.11572	0.00839	0.01892
Healthy	0	0	0.00597	0.6925	0	0	0	0.00067	0	0	0	1.28709	0.63096	0	0.45723	0.58707	0.08069	0	0.04363	0.01289
Healthy	10.1307	5.33246	13.544	0	0	0	0	0	0	0	10.1307	0.6326	0.39313	2.71353	0.39675	0	0	0	0	0
Healthy	52.57972	4.61793	0.11138	0.33816	0	0.1337	0.04881	0	0.08721	0	52.57972	0.92579	0.20239	0	0.11668	0.17473	0.01387	0.04881	0	0
Healthy	0	19.67138	0	0.84992	4.00086	0.0357	0.01745	0.08344	0.09659	0	0	0.08576	0	0	0.0462	0.02447	0.00579	0.01745	0	0.04725
Healthy	0	0.30637	0	1.03629	0	0	0.05623	0	0.03032	0	0	2.71728	0.02292	0	0.34421	0	0.01457	0.05623	0	0
Healthy	13.4412	1.38996	0	0.51874	0.48381	0	0.00432	0	0	0	13.4412	0.64818	0.20391	6.24934	0.20214	1.01397	0.00482	0.00432	0	0
Healthy	0.25957	1.50081	4.34724	0	0	0	0	0	0	0	0.25957	1.7515	2.32936	0	3.18766	0	0	0	0	0
Healthy	64.0059	2.67884	0	0	0	0	0	0	0	0	64.0059	0.9266	0	2.49667	0.27544	0	0	0	0	0
Healthy	0	0.16971	1.47018	0	0	0	0	0	0	0	0	0.00172	0	0	0.00044	0	0.00448	0	0	0
Healthy	0	3.71616	0.03694	0	0	0	0	0	0	0	0	0.45524	0.07542	0	0	0.00362	0.04129	0	0.02688	0.14452
Healthy	0	2.34827	0.2876	0	0	0.09297	0.05785	0	0	0	0	4.76707	0.36857	0	0.16602	0	0	0.05785	0	0
Healthy	0	10.77159	0	0	0	0.14862	0.1497	0	0	0	0	0.47439	0	0	0.18765	0	1.89266	0.1497	0	0
Healthy	0	2.05442	0	0.98773	0	0.01211	0.07424	0.01482	0	0	0	0.55055	0	0	0.03616	0	0.02162	0.07424	0	0
Healthy	0	4.42974	0	0	0	0	0.10588	0	0	0	0	1.52659	3.27491	0	0	0	0	0.10588	0	0
Healthy	0.75556	0	0	0	0	0.10689	0	0	0	0	0.75556	0.7453	0.56465	3.90566	0.48439	0.54752	0	0	0	0
Healthy	0	15.07536	0.00239	0.85822	0.36524	0	0.00047	0.01124	0	0	0	1.16049	0.3381	0	0.50544	0.09136	0.03512	0.00047	0	0
Healthy	0.29712	1.41121	5.34141	1.64771	0	0.15474	0.02842	0.07488	0.00192	0	0.29712	0.01464	0	0	0.14177	0	0.07715	0.02842	0	0.08797
Healthy	0	0.74752	0	1.51879	0	0	0	0	0	0	0	1.76538	1.0341	0	0.43894	0	0	0	0	0
D014607	44.6651	4.49935	1.36193	0.22863	0.09132	0.02532	0.00599	0.00808	0.02187	0	44.6651	0.00147	0.02193	0	0.6904	0.03813	0.00414	0.00599	0	0
Healthy	0	0	10.9585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	22.15328	0.20066	0	0	0.28626	0	0.11662	0	0	0	0.09564	0.31567	0	0.59777	0.21234	0.80593	0	0.0181	0.00383
Healthy	0.13032	3.82222	0	0	0	0	0.04855	0	0	0	0.13032	2.41178	0	0	0.19554	0.30643	0	0.04855	0	0
Healthy	0	2.79846	0.90366	0	0	0	0	0	0	0	0	4.28731	2.01348	0	2.6573	0	0	0	0	0
Healthy	0	11.15259	2.53982	0	0	0.24386	0.3207	0.03235	0	0	0	0.03858	0	0	0	0	0.20631	0.3207	0.5766	0
Healthy	0	4.64349	0.01133	0	0	0.13014	0.00117	0.10009	0	0	0	0.30867	0.06616	0	0.07083	0	0.11748	0.00117	0	0.00768
Healthy	0.03927	19.58655	0.73654	0.7791	0	0.2858	0.0305	0.00615	0.15271	0	0.03927	0.03376	0.01818	0	0.03231	0	0.14317	0.0305	0	0.02234
Healthy	0	10.69766	0.01777	1.01651	0	0	0	0	0	0	0	0.17556	0.28445	0	0.27273	0.07617	0.01357	0	0	0
Healthy	0	4.04721	0	1.63733	0	0	0	0.0502	0	0	0	0.90989	0.45556	0	0.31837	0	0.02494	0	0	0
Healthy	0.02466	0.19282	0.80965	0	0	0	0.41164	0	0	2.00048	0.02466	0.59217	0	0	0.00203	2.11598	0.00427	0.41164	0	0
Healthy	0	17.84341	0.5566	2.77883	0	0	0.00477	0	0	0	0	0.13324	0	0	0.03572	0.08967	0.06392	0.00477	0	0
Healthy	0	8.15134	0.11657	1.08292	0	0.28609	0.21162	0.02368	0	0	0	0.07041	0	0	0.04168	0	0.10678	0.21162	0	0
Healthy	0	3.21779	0	0	0	0	0	0	0.3855	0	0	1.49299	0.37857	2.36493	0.0908	1.63962	0.0173	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00761	0	0	0	0	0.30588	0	0	0
Healthy	0	0	15.5594	0	0	0	0	0	0	0	0	0.00656	0	0	0	0	0	0	0	0
Healthy	0	3.77686	0.02114	0	0	0	0.00111	0.00413	0	0	0	1.3312	0.58515	0	0.29456	0	0.01789	0.00111	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.01652	0	0	0	0.00218	0	0	0	0
Healthy	0	1.53655	0.47574	0.50231	0	0.06943	0.18138	0	0	0.00771	0	2.63085	0.50781	0	0.17475	0	0.09431	0.18138	0.02202	0.00375
Healthy	0	12.53258	0	0	3.05443	0.0038	0.00143	0.02718	0.07592	0	0	0.06165	0	0	0.01676	0.02725	0.01544	0.00143	0	0.11427
Healthy	0	0.33796	0	1.06776	0	0	0.05103	0	0.05468	0	0	2.63541	0.03486	0	0.3489	0	0.03777	0.05103	0	0
Healthy	0.48429	4.97063	0.06341	2.35597	0	0.22293	0	0.05118	0	0	0.48429	0.00231	2.63926	0	2.44988	0.06735	0.02049	0	0	0.00495
Healthy	0	5.99648	0.00532	0.40554	0	0.05173	0.11497	0	0	0	0	0.39255	0.76519	0	0.29312	0.23915	0.02226	0.11497	0	0
Healthy	0	3.45281	0	0	1.27599	0	0	0.30436	0	0	0	2.79899	0.56616	3.51275	3.68226	0	0	0	0	0
Healthy	18.77959	1.73103	0	1.04115	0.34593	0	0	0.00188	0.00522	0	18.77959	0.69005	0.18196	3.39564	0.18425	0.02978	0.0061	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	48.6163	0	0	0	0	0	0	0	0
Healthy	0	1.2302	11.0443	0	0	0	0.00914	0.05762	0	0	0	0.00708	0	0	0.15625	0	0.05289	0.00914	0.01959	0.03714
Healthy	7.8765	3.70546	0.02429	0.3067	0.15858	0	8e-05	0.07699	0	0.00791	7.8765	0.00185	1.27661	9.65135	0.22738	1.12149	0.1527	8e-05	0.18973	0.03874
Healthy	0.00467	1.41079	0.25957	1.04767	0	0.00788	0.5597	0.02565	0	0.08531	0.00467	0.01995	0.07071	0	0.08164	0.03656	0.21574	0.5597	0.00044	0.00665
Healthy	0	29.12451	0.19364	1.44352	8.35497	0.2435	0.00295	0.01315	0	0	0	0.27906	0	0	0.0333	0.21204	0	0.00295	0	0
Healthy	0	2.54842	0.04764	0	0	0	0	0	0	0	0	0.01144	0	0	0.02296	0	0.1219	0	0.08218	0.03511
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.68451	0	0	0.83605	0	0	0	0	0
Healthy	0	29.72015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	8.94894	0.64972	0	0	0.21245	0.09801	0	0	0.13602	0	0.02537	0.66924	0	2.8669	0	0.08609	0.09801	0	1.5297
Healthy	0	11.58602	0	0	0	0.1754	0.12904	0	0	0	0	0.18027	0	0	0.13498	0	1.8241	0.12904	0	0
Healthy	0	15.21235	0.08873	0.54807	0	0.26543	0.11868	0	0	0	0	0.23749	0	0	0.00239	0	0.01895	0.11868	0	0
Healthy	0	5.75613	0.54018	1.16749	0.22385	0.03646	0.01891	0.00025	0.35748	0	0	1.22573	0.36717	0.00157	0.35224	0.00153	0.01835	0.01891	0	0
D014607	0.07923	1.89849	1.11005	0.12975	0.57537	0.01049	0.02704	0.29743	0	0.03091	0.07923	0.04345	0	0	0	0	0.07055	0.02704	0	0.00776
Healthy	2.01029	6.13467	0.14596	0	0	0	0	0.00985	0	0	2.01029	0.96855	1.1733	2.9922	1.25094	0	0.029	0	0	0
Healthy	0	16.34596	0	0.21893	0	0	0	0	0	0	0	0.47222	0	0	0	0	0	0	0	0
Healthy	0	10.13398	0	1.73745	0	0.22823	0	0	0	0	0	0.16438	0.15532	0	0.60207	0	0.3819	0	0	0
Healthy	0	23.126	0.01875	0.09995	0	0.00842	0.00818	0	0	0	0	1.59078	0	0	0	0	0	0.00818	0	0
Healthy	0	19.35007	0.0348	0.80985	4.10978	0.01811	0.0173	0.0648	0.09372	0	0	0.05475	0	0	0.0582	0.07648	0.01331	0.0173	0	0.03851
Healthy	0	9.65528	0	1.64459	0	0.01668	0	0	0	0	0	0.08058	0.27421	0	0.50545	0	0.25303	0	0	0
Healthy	0	6.80177	0.10318	0.70482	0	0.33294	0.22153	0.03382	0	0	0	0.39809	0.01431	0	0.03849	0.12082	0.06527	0.22153	0	0
Healthy	0	0.04203	0.00614	0	0	0	0	0.00339	0	0.01108	0	0.00084	1.53153	0	0.21409	0	0.04242	0	0	0
Healthy	0	11.38816	0	0	0	0.14441	0.16446	0	0	0	0	0.37596	0	0	0.18463	0	0.04558	0.16446	0	0
Healthy	0	1.49861	0.35078	0	0	0.03321	0.1169	0.10717	0	0	0	1.26924	0	0	0	0	0.57604	0.1169	0.15405	0.12242
Healthy	9.06173	2.67202	3.84002	0	0	0	0	0	0.11062	0	9.06173	0.1337	1.03653	1.33429	0.34456	0	0	0	0	0
Healthy	0	16.78135	0	1.27246	0	0	0.01322	0	0	0	0	0.42301	0	0	0.02157	0	0	0.01322	0	0
D014607	59.767	4.75226	0.08351	0.13732	3.25808	0	0	0.01525	0	0	59.767	0.0221	0.00637	0	0.03891	0	0	0	0	0
Healthy	67.8721	0	4.03448	0	0	0	0	0	0	0	67.8721	0	0	0	0	0	0.0778	0	0.02441	0
Healthy	0.03159	8.19907	0.11081	0	0	0	0	0.04717	0.39704	0	0.03159	0.39403	0.6034	0	0.14953	0	0.02115	0	0	0
Healthy	0	0.38558	0.11602	0	0	0	0	0	0	0	0	1.03419	1.38666	0	0.85647	0.41007	0	0	0	0
D014607	84.7208	2.09876	0	0.5732	0	0.41696	0	0.05159	0	0	84.7208	0.07003	0	0	0	0.15115	0.05569	0	0	0
Healthy	0	20.61466	0	0.87191	4.42282	0.02765	0.02551	0.09384	0.12605	0	0	0.07932	0	0	0.03327	0.0185	0.00622	0.02551	0	0.0382
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0147	22.2535	0	0	0	0	0	0	0	0	0	0	0	0	0.15587	0.00953	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.36478	0.49404	0	0.1493	0	0.06911	0	0.02051	0.00274
Healthy	0.03717	8.28617	0	1.03593	0	0.01029	0	0.02415	0.31678	0	0.03717	0.29142	3.83709	0	1.12385	0	0.14181	0	0	0
Healthy	33.5909	0.47165	0.03239	0.9664	0.85146	0.00361	0.01187	0.00984	0.21391	0	33.5909	0.01791	0.6196	0	0.22248	0.1149	0.04494	0.01187	0	0.00397
Healthy	0	0	0.21398	0	0	0	0	0	0	0	0	1.38272	0	0	0	0	0	0	0	0.02374
D014607	0.0974	23.05969	0.05375	2.49578	0	0.03923	0.0336	0.01418	0.02095	0	0.0974	0.25261	0.00275	0.01583	0.04005	0.00751	0.00054	0.0336	0	0
Healthy	0.00532	8.76056	0.09209	1.07007	0	0	0.00694	0	0	0.0102	0.00532	0.03616	0.0503	0	0.03871	0	0.05422	0.00694	0	0.01939
Healthy	0.08904	0.20701	0.01638	0	0.14554	0	0.5146	0	0	0	0.08904	0.27589	0.31165	0	0.08954	0.00269	0.0045	0.5146	0	0
Healthy	0	1.60996	0	1.98441	0	0	0	0	0	0	0	0.82705	0	0	0.06454	0	0.01899	0	0	0
Healthy	0	25.7302	0.2123	1.71086	0	0	0.20349	0.07159	0.09222	0.37793	0	0.06628	0.00274	0	0.13661	0	0.0551	0.20349	0.0739	0.36646
Healthy	1.41996	1.07814	0	0	0	0	0	0.02166	0	0	1.41996	0.0419	0.81044	0	0.52458	0	0.01996	0	0.02267	0.01601
D014607	0.1469	6.78742	11.7092	0	0	0	0.00196	0.60678	0	0.71234	0.1469	0.03214	0	0	0	0	0.24199	0.00196	0.03696	0.05971
Healthy	0	4.80061	0.00623	0.92509	0	0.18439	0.03352	0.00678	0.64574	0	0	3.16716	1.93431	0	0.74575	0.00998	0.01106	0.03352	0	0
Healthy	0	2.3879	0	0	0.85463	0	0	0	0	0	0	0.16934	0.47104	0	0.05308	0.01278	0.02285	0	0	0
Healthy	0	1.15186	0	0.92838	0	0	0.00375	0	0.66291	0	0	0.15281	1.25975	0	0.99442	0.01799	0	0.00375	0	0
Healthy	1.05462	4.28571	0.81443	1.65077	0	0	0.01064	0.17459	0.28679	0.62944	1.05462	2.49582	0.68976	0	1.19453	0.03774	0.48454	0.01064	0.04381	2.29875
Healthy	0.35903	13.4447	0	0.75395	0	0	0.04308	0	0.00291	0.02837	0.35903	1.02735	0.01211	0	0.10442	0.17409	0.03129	0.04308	0	0.00709
Healthy	0	1.4337	0.119	0	0	0	0.52898	0	0	0	0	0.02157	0	0	0	0	0.06199	0.52898	0.36741	0.05714
Healthy	0	0.63222	0	0.90234	0	0	0	0	0	0	0	0.33651	0	0	0	0	0	0	0	0
Healthy	0	13.81171	0.15208	2.35519	1.50238	0.01242	0.01276	0	0.00255	0	0	0.16264	0.02868	0	0.11362	0.00891	0.1449	0.01276	0	0
Healthy	0.00075	0	24.3866	0	0	0	0	0.13845	0	0	0.00075	0.008	0.00056	0	0	0	3.97707	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	30.292	0	5.74462	0	0	0	0	0	0	0.99702	0.0848	0	0.13331	0	0	0	0	0
Healthy	0.0055	0.00204	0.00169	0	0	0	0	0.01354	0	0.38143	0.0055	0.17261	0	0	0	0.17726	0.07107	0	0	0.06714
Healthy	0	0.56682	0	0	0	0	0	0	0	0	0	0.17403	0.38783	0	0.50832	0.01595	0	0	0	0
Healthy	0	17.74209	0	0.75415	0	0	0	0	0	0	0	0.13166	0	0.27923	0.04114	0.70257	0.07391	0	0	0
Healthy	0.00331	0	4.66902	0	0	0	0	0	0	0	0.00331	0.41892	0	0	0	0.20383	0	0	0	0
Healthy	0	16.26894	0	0	0	0	0	0	0	0	0	1.81283	0	0	0	0	0.01572	0	0	0
Healthy	10.59325	7.06329	0	0	0.24594	0	0	0.01632	0	0	10.59325	0.53935	0.04491	2.558	0.1154	0	0.85776	0	0.00198	0
Healthy	0	1.72468	0	0	0	0	0.00711	0	0	0	0	0.08517	0.57907	0	0.15292	0.43264	0	0.00711	0	0
Healthy	0	1.36981	0.44813	0	0	0.02589	0.09478	0.10572	0	0	0	0.77797	0	0	0	0	0.54361	0.09478	0.12357	0.10829
Healthy	0	0.00083	0.69359	0	0	0	0	0	0	0	0	0.00522	0	0	0	9e-05	0	0	0	0
Healthy	0	6.49996	0.11064	0.66576	0	0.3247	0.23073	0.01923	0	0	0	0.0302	0	0	0.0371	0.14107	0.04463	0.23073	0	0
Healthy	0	17.32851	0.07826	1.13165	0	0	0.0111	0	0	0	0	0.0735	0.00665	0	0.04129	0	0.14041	0.0111	0.03385	0
Healthy	0	3.47004	0.53971	0	0.17983	0	0.04614	0	0	0	0	1.57848	0.08383	0	0.17803	0.09363	0	0.04614	0	0
Healthy	0	8.42316	0.02753	0	0	0.15643	0	0.03201	0	0	0	1.22365	1.67754	0	1.38972	0	0.07789	0	0.01335	0.02021
Healthy	0.01919	0.00218	0	0	0	0	0	0.00575	0	0	0.01919	1.5867	0	0	0	0.03612	0.01949	0	0	0
Healthy	0	19.44448	0	0.85933	4.25301	0.02892	0.02743	0.0474	0.10368	0	0	0.03822	0	0	0.05756	0.06372	0	0.02743	0	0.04351
Healthy	0	7.23757	0	0	0	0.00698	0	0.07285	0.02239	0	0	0.87089	0	0	0.00511	0	0.04172	0	0	0.00319
Healthy	0	12.42502	0	1.26878	0	0	0	0	0	0	0	0.04046	0.01657	0	0.8849	0	0.17107	0	0	0
Healthy	0	0	0.05508	0	0	0	0.25013	0	0	0	0	1.36161	0	0	0.00579	6.54987	0.01791	0.25013	0	0.01261
Healthy	0.01928	12.57713	2.74315	1.61871	0	0.0676	0	0.03548	0	0	0.01928	0.01081	0.70296	0	0.16847	0.01002	0.04326	0	0	0
Healthy	0	0	0.02421	0	0	0	0	0	0	0	0	0.35527	0.14445	0	0.20557	0.02516	0.09334	0	0.06021	0
Healthy	0	9.55853	0.00469	1.35491	0.20053	0	0.00502	0.00065	0.0503	0	0	0.9099	0.91817	0	0.57736	0	0.02884	0.00502	0	0
Healthy	0	4.03674	1.47699	0	0	0	0	0	0	0	0	0.21106	1.31516	0	0.11405	0	0	0	0	0
Healthy	0	0	0.00597	1.28999	0	0	0	0.05159	0	0.26975	0	1.19487	0	0	0.17932	0.00736	0.0297	0	0.11645	0.13535
Healthy	7.24425	1.2335	0	0	0.62601	0.09517	0	0	0	0	7.24425	4.13498	1.89085	0	0.3095	0	0.31563	0	0	0
Healthy	1.40332	3.2574	0	0	0	0.03717	0	0	0	0	1.40332	0	0	0	0	0	0	0	0	0
Healthy	24.9227	5.21364	0.27309	0	0	0	0	0	0	0	24.9227	0.07551	3.13196	0	1.46423	0	0	0	0	0
Healthy	32.58213	0.00046	2.24538	0	0	0	0	0	0	0.67805	32.58213	1.15769	0	0	0	0.04271	0.01479	0	0.0121	4.71067
Healthy	0	11.17789	0	0	0	0.12313	0.16686	0	0	0	0	0.28031	0.01125	0	0.19544	0	0.05229	0.16686	0.0022	0
Healthy	0	5.84825	0.44807	0	0	0	0	0	0	0	0	0.49819	0	0	0.61209	0	0.06224	0	0	0
Healthy	0.00057	6.29329	0.13285	1.0311	0	0.00063	0.07255	0.03521	0	0.00091	0.00057	0.47045	0.29771	0	0.57189	1.14908	0.18789	0.07255	0.00481	0.01408
Healthy	0	1.43466	7.05157	0.3684	0.54516	0.02861	0.05674	0.05666	0	0	0	0.70212	0.81724	0.28531	1.12174	0.10161	0.06746	0.05674	0.00269	0
Healthy	0.00228	0.00345	39.5979	0	0	0	0	0	0	0	0.00228	0	0	0	0	0.06057	0	0	0	0
Healthy	0.2128	7.05022	0.36254	0.40913	0	0	0.04704	0.00545	0	0	0.2128	0	0	0	0	0	0.12743	0.04704	0	0
D014607	0.35722	5.43665	0.72214	0.34072	0	0.05131	0	0.07618	0	0	0.35722	0.01362	0	0.03175	0	0.01457	0.08263	0	0	0
Healthy	0	1.27005	9.66942	0	0	0	0.00349	0.07455	0	0	0	0.00697	0	0	0.17181	0	0.06832	0.00349	0.01938	0.0467
Healthy	9.62725	0	0	0	0	0	0	0	0	0	9.62725	0	0	0	0	0	0	0	0	0
Healthy	31.33203	11.71794	0.02473	2.62064	0.11575	1.87375	0	1.36988	0	0	31.33203	0.43952	0	0	0.02701	0	0.05226	0	0	0
Healthy	0	0.93553	0.05876	0.82735	0	0	0	0.0419	0	0.00029	0	0.0323	0.40061	0	0.06211	0	0.13478	0	0	0
Healthy	0	1.81526	0.20747	0	0	0.09143	0	0.13311	0	0	0	0.00625	0.0044	0	0.03715	0	0.1402	0	0	0.03443
Healthy	0	4.2893	0	0	0	0	0.03153	0	0	0	0	0.54708	2.86704	0	0.02713	0	0	0.03153	0	0
Healthy	0	2.52282	0	0	0	0	0	0	0	0	0	1.0772	1.41804	0	0.92988	1.38955	0	0	0	0
Healthy	0	20.34594	0.07754	0	0	0.18261	0.12095	0.1377	0	0	0	0.07644	0	0	0.00468	0	0.02102	0.12095	0	0
D014607	0.0588	39.82118	0.19678	0.32749	1.13269	0.32239	0.01684	0.01598	0	0	0.0588	0.00776	0	0	0.0007	0	0.04969	0.01684	0	0
Healthy	0	11.08261	0	1.06613	0	0	0	0	0	0	0	0.15293	0.33281	0	0.23422	0.08386	0.02417	0	0	0
