group	Bacteroides_stercoris	Phocaeicola_plebeius_B	Prevotella_copri_A	Phocaeicola_sp900554435	Bacteroides_eggerthii	Phocaeicola_coprocola	Bacteroides_sp900066265	Bifidobacterium_pseudocatenulatum	Bilophila_wadsworthia	Flavonifractor_sp000508885	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Mediterraneibacter_torques	Alistipes_A_indistinctus	Clostridium_A_leptum	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0.0055	0	0	4.15698	0	0	0	0.33064	0.05875	0.04991	2.73066	0	0.70094	0.61282	0.0193	0	0.12462	0.13183	0.01007	0.04991
Healthy	0	0	0	0	0	0	0	0	0	0	1.86725	0	0.53965	0	0.25045	0.24406	0.15562	0.01299	0.14818	0
Healthy	0	5.57933	0	0	0	0	0	0	0	0	1.66051	0	0	0	0.09129	0	0	0	0.01931	0
Healthy	0	0	0	0	0	0	0	0	0.02094	0	1.18161	0	0	0	0.01232	0	1.59634	0.01429	0.0663	0
Healthy	0	6.01128	0	0	0	0	0	0.54793	0	0	0.62547	0	0	0	0.26277	0	0	0	0.05195	0
Healthy	2.94499	0	27.7894	1.7311	0	0	0.37163	0	1.44462	0	4.29751	3.13304	2.62676	0	0.0891	2.04733	0	0.06624	0	0
Healthy	0	0	39.1139	0	0.32693	0	0.48753	0	0	0	0.57839	0.5652	0.96636	0	0.28141	0.11012	0.01478	0.05375	0	0
Healthy	0.90489	0	28.7938	1.26642	0.26208	0	0.22072	0	0.07123	0	0.09407	1.46392	0.25224	0	0.3627	0	0	0.0058	0	0
Healthy	0	0	35.2125	0	0	0	0	0	0.01901	0.00151	1.11916	0.33668	0.56998	0.15146	0.16041	0.05253	0.01237	0.00695	0.00187	0.00151
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.01049	0	0	0	0	0.01369	0	0.27005	0	0.00353	0	0	0.00254	0	0	0.00693	0	0.27005
Healthy	0.00182	0	30.8079	0	2.37142	8.83234	2.02624	0	0	0	0.2089	0	0.64639	0	0.5436	0.10747	0	0.02464	0.30614	0
Healthy	0	0.00272	1.1594	0	0	0	0	0	0	0	0	0	0	0	0.23357	0.23702	0	0	0	0
Healthy	25.2823	0	0	0	0	0	0.07674	0	0.02797	0.31783	1.30633	0	0	0	0.02585	0	0	0.12048	0.05285	0.31783
Healthy	0.9983	0	26.8017	1.34285	0	0	0.51602	0	1.35048	0	2.06904	0	1.25833	0	0.19972	2.25396	0.16248	0.35147	0.04949	0
Healthy	0	0	0	0	0	0	0	12.1945	0	0	0	0	0	0	0.11053	0	0	0	0	0
Healthy	0.21165	0	9.2962	1.33686	0	0	0	0	0	0	1.20088	0	0	0.4279	0.20704	0.02123	0.03633	0.93491	0	0
Healthy	0	0	7.99173	0.42232	0.0857	0	0	0	0	0	1.27997	0	0	0	0.39493	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.06489	0	0	0	0	0.02619	0	0	0.05796	0	0.06489
Healthy	0	0	0	0	0	0	0	0	0	0.0201	0	0	0	0	0.24088	0	0	0.00569	0	0.0201
Healthy	0	0	67.9472	0	0	0	0	0	0	0.07437	0	0	0	0	0	0	0	0	0	0.07437
Healthy	3.241	0	0	0	0	0	0	0	0	0	0.98949	0	0	1.46505	0.54423	0	0	0	0.07377	0
Healthy	0	1.33858	2.35112	0	0	0.50804	0	0	0.00237	0	0.35105	0.25948	0.52011	0	2.78284	0.03554	0.04129	0.00237	0	0
Healthy	13.8863	0	0	0	0	15.4157	0	0	0.00317	0.05541	2.00016	0.04808	1.17517	0.63064	0.52182	0	0.10719	0.08775	0.00556	0.05541
Healthy	0	0	0	0	0	0	0	0	0	0.02833	0	0	0	0	0.06365	0	0.05815	0.06293	0	0.02833
Healthy	1.32793	5.31839	0	2.81146	0.00113	4.08863	0	0	0	0.00057	0.46006	0.36348	0.78639	0.00492	0.03489	0	0.00211	0.02824	0.0034	0.00057
Healthy	0	0	0	0	0	0	0	0.53869	0	0	0.24122	1.11423	1.24045	5.22065	0.00368	0.02852	0	0.02459	0	0
Healthy	0	0	0	0	0	0	0	12.0087	0	0	0	0	0	0	0.1602	0	0	0	0	0
Healthy	2.47489	0	3.57085	0	0	0	0	0	0	0	0.7348	7.93197	0	0	0.46947	0.1574	0	0	0	0
Healthy	0.34678	0	0	0	0	0	0	0	0	0	0.35743	0.24983	0	0	0.13981	0	0	0.01152	0	0
Healthy	0	2.1165	1.9179	0	0	1.20613	0	0	0.02807	0	2.47883	0	0	0	0.32013	0	0	0	0	0
Healthy	0.95339	0	0	0.6088	0	0	0	0	0	0.01659	0.70546	0	0	0	0.02298	0.3949	0.55262	0.179	0	0.01659
Healthy	0	0	0.17676	0	0	0	0	0	0	0	0	0	0	0	4.46098	0	0	0	0	0
Healthy	0	0	3.47917	0	0	0	0	0	0	0.12408	3.96709	0.9199	0	0	0.09492	0.16989	0	0.04198	0.0008	0.12408
Healthy	0	6.14107	0	0	0	0	0	0.18338	0	0	0.78621	0	0	0	0.11226	0	0	0	0.06031	0
Healthy	0	0	0	0.10462	0	0	0.4087	1.12129	0	0	0.06317	0	0	0	1.5148	0.04246	0	0	0	0
Healthy	0	0	0	0	1.8654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	5.80661	0	0	0.09584	0	0.0519	0	1.08624	0.19399	0	3.37381	0.62293	0.00521	0	0.05424	0	0
Healthy	1.48833	0	0	0.71111	0	0	0	0	0	0.06259	0.87845	0	0.53914	0	0.00453	0.20246	0.11819	0.12691	0.03167	0.06259
Healthy	0.72274	0.02548	0	0.28221	9.42009	0	0.38374	0	0	0.03674	0.00608	0.08744	0.1323	0	0.10821	0.31062	0.35593	0.04608	0.00113	0.03674
Healthy	0	0.96863	2.11981	0	0	0.09414	0	0	0	0	0.52114	0.1948	0	0	1.57043	0	0	0	0	0
Healthy	0	0	0	0	0	14.0201	1.55053	0	0.05594	0	0.99236	0	1.33296	0	0.04045	0.19847	0	0	0.02331	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	17.9154	0	0	10.9775	0	0	21.7629	0	0	0.01424	0.21821	0	0	0	0.08982	0.00768	0	0.00232	0.54299	0.01424
Healthy	0.92877	0	27.1389	1.34109	0	0	0.55642	0	1.67266	0.03505	2.14451	0	1.2701	0	0.26642	2.20964	0.19562	0.39786	0.02245	0.03505
Healthy	0	0.12815	2.00144	0.26781	0	0.06725	0	0	0	0	0.58498	0.03233	0	0	0.34322	0	0	0.03541	0	0
Healthy	19.139	0	0	4.07084	0	0	0	0.04473	0	0.09779	1.19191	1.41369	0	0	0.51984	0	0	0.13118	0	0.09779
Healthy	0	0.2929	0	0.69545	0	0	0	0	0.03312	0	0.37802	0	0.45532	0.01388	0.01045	0.06055	0	0.00653	0	0
Healthy	0.78097	0	37.0396	1.94442	0	0	0	0	0	0	2.18298	0.09006	1.11702	0.08807	0.03661	0.04752	0	1.33682	0	0
Healthy	0.00749	0	0	2.36898	0	0	0	0.64224	0.07675	0	2.1414	0	1.85377	0.85472	0.06809	0	0	0.10201	0.00822	0
Healthy	15.663	0.03552	0.16427	10.0042	0.03161	0.02828	0.00436	0.33758	0.06669	0.31779	0.0143	0	0	0	0.07078	0	0	0	0	0.31779
Healthy	0	0	0	0	0	0	0	0	0.07838	0	0.99461	1.29235	1.04354	0	0.05607	0.02253	0.04611	0.04897	0.00074	0
Healthy	0	0	0	0.00297	0	0	0	0	0.0547	0	0.7646	0	0.73167	0	0.03127	0.04329	0.12129	0.02843	0.04167	0
Healthy	0	5.90749	0	0	0	0	0	0	0	0	1.08338	0	0	0	0.06941	0	0	0	0	0
Healthy	0	0	0	0	1.47866	0	0	0	0	0	0.51143	0	0	2.72382	1.14151	6.59791	0.03022	0	0	0
Healthy	1.66953	0	0	0	0	0	0	0	0.02018	0	0.00183	3.9512	2.15396	0	0.00991	0	0	0.01266	0.00021	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	22.6134	0	0	0	0	0	0	0	0.051	0	1.71091	0	0.8472	0	0	0.03345	0	0.013	0.24218	0
Healthy	0	0	3.4338	2.84692	0	0	0.60392	0	0	0	1.9777	0	0	0	0.15658	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03567	0	0	0.01	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.01579	0	0	0	0	0.482	0	0	0.00746	0	0.01579
Healthy	0.25621	0	49.3764	0	0	0	0.0788	0	0	0	0.03987	0.06354	0.5126	0.00026	0.35091	0.01371	0	0.00925	0	0
Healthy	0.17158	2.65754	0	0	1.96473	0	0	0.25415	0.05584	0	1.83018	0.45255	1.07146	0	0.02662	0.1089	0.01233	0.07156	0	0
Healthy	0.838	15.3313	0.00278	0	0	5.70597	0	0	0	0	0.32344	0	0	0	1.96683	0	0	0.15224	0.06563	0
D001528	63.0425	8.05983	0.00781	18.5776	0.00617	0.00825	0.00433	0	0.02648	0.00643	0.74089	0.00561	0.08368	0.00914	0	0.00357	0	0.00581	0.0023	0.00643
Healthy	19.3344	0	0	6.83859	0	0	3.56878	0	0	0	0.74856	5.99148	1.06782	0	0.12661	0.01182	0	0.03192	0.03282	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73069	0.90354	0	0	0	0	0
Healthy	2.01353	6.8643	0	1.476	1.23874	0	0	0	0	0.05878	0.18787	0	0	0	1.46128	0	0	0.00942	0.02587	0.05878
Healthy	0	3.09355	0	0	0	0	0	0	0	0	0.1243	0	0	0	0.07017	0	0	0	0.07167	0
Healthy	0	0	0	0	60.3297	0	0	0	0.00134	0.15804	0	0	0	0	0.20099	0	0.3956	0.01558	0.08902	0.15804
Healthy	0	0	0	0	0	0	0	0	0	0.14055	2.12443	0	2.12682	0	0.00872	0.0372	0.05627	0.02202	0	0.14055
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.09458	0	0	0.61182	0	0	0	0	0
Healthy	0	2.40642	0.71899	0.25398	0.00353	1.23762	0.14232	0	0	0	0.25272	0.61221	0.43219	0	0.11144	0.4528	0.00855	0.35182	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.71442	0	0.82312	1.70073	0.1204	0.20139	0.05828	0.10466	0.04294	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	5.50073	0	0	0	0.02564	0
Healthy	0.00508	0.00108	0.76709	0.09343	0	0	0	0	0.02987	0.00198	0.01287	0	0	0	0.24138	0	0.11005	0.08825	0	0.00198
Healthy	0	0	0	0	0	0	0	0	0	0	0	8.2801	0	0	1.34572	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.85022	0	0.02068	0	0.00042	0	0	0	0.52674	0.00349	0.02247	0.00868	0	0
Healthy	0.16243	4.31517	0.02008	0	0.50383	0	0	0	0	0	1.3231	1.8017	0	0	0.03128	0	0	0.02187	0.00884	0
Healthy	0	0	0	0	0	0	0	0	0.00275	0.00909	0.518	0.26952	0.6578	0.00014	0.00355	0	0.06571	0.01868	0	0.00909
Healthy	0	0	0	0	0	0	0	0	0.04893	1.03669	1.44043	0	1.62782	4.59183	1.18752	0.25021	0.16991	0.20597	0.01945	1.03669
Healthy	2.57537	0	0.0063	0	0	0	0	0	0.00488	0.02979	0.49058	0	0.34541	1.31277	1.86445	0.0295	0.06451	0.0005	0.05795	0.02979
Healthy	0.00966	0	0.00031	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0
Healthy	0	0.10782	0	2.08442	0	0	0	0	0.01778	0	0.02124	0	0	0	0.72233	0	0	0	0.18622	0
Healthy	5.4891	0	0	0.44032	0	0	0.5097	0	0.18711	0	2.38432	0.12011	1.14494	0	0.00763	0.0389	0	0.24567	0	0
Healthy	2.84209	0	0	0	0	0	0.22527	0	0.06123	0.01091	1.05997	0	0	0	0.0106	0	0.03474	0.06078	0.00958	0.01091
Healthy	2.49982	0	0	0	0	0	4.73752	0	0	0	3.47324	2.69035	0.85886	0	0.02066	0.0774	0	0.17799	0.37828	0
Healthy	0	0	0	0	13.4148	0	0.08028	0	0	0	0.60376	5.07894	0.96444	0	0.10884	0	0	0.01418	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00845	0	0	0	0	0
Healthy	6.42129	0	0	1.34474	0	0	2.31802	0	0.012	0	1.82132	0.80141	1.6641	0	0.13564	0	0	0.34447	0	0
Healthy	0.00071	0	0	0.25117	1.72517	0.03882	0	0.00856	0.0078	0	0.12446	0.36298	0.63798	0	0.03543	0.06501	0.02942	0.01486	0.00291	0
Healthy	0	0	0	0	0.12403	0	0	0	0	0.37022	0	0	0	0	0.00039	0	0	0	0	0.37022
Healthy	0	0	0	0	0	0	0	0.11752	0	0.05818	0	0	0.63649	0	0.03913	0	0.00047	0.00391	0	0.05818
Healthy	0	0	0	0	0	0	0	0	0.0743	1.35685	0	0.1258	0	0	0.00751	0	0.13331	0.0737	0	1.35685
Healthy	18.8375	0	0	6.98722	0	0	3.68389	0	0.01159	0	0.6934	5.9815	1.09133	0	0.14165	0.00606	0	0.05468	0.01348	0
Healthy	17.8063	0	0	10.9002	0	0	22.0923	0	0	0.03	0.24343	0	0	0	0.09122	0	0	0.02978	0.47338	0.03
Healthy	0	0	0	0.27402	1.81264	0	0	0	0.15667	0	2.13373	0	0	0	1.12936	0.00863	0.73854	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.42321	0	0	0	0.09618	0.22139	0	0.00249	0.1777	0
Healthy	0	8.0983	0	0	0	0	0	0.23071	0	0	0.22968	0	0.71679	0	0.01358	0.04684	0.03663	0.00694	0.00909	0
Healthy	0	0	0	1.42442	0.0611	0	0	0	0	0	0.10358	0	0	0	0	0	0	0	0	0
Healthy	30.0891	0	0	0	0.03128	0	0	0.01068	0.01769	0.01562	0.77131	0	0.64289	2.03643	0.05746	0.33818	0.26932	0.03767	0.23698	0.01562
Healthy	0	0	0	0	0	0	0	0	0	0	0.43682	0	0	0	0	0	0	0	0.02417	0
Healthy	14.8225	0	0	0	0	16.6233	0	0	0	0.07578	2.07049	0.06026	1.18175	0.64356	0.02093	0	0.11697	0.07147	0.00301	0.07578
Healthy	0	0	0	0	0	0	0	0.0995	0.03104	0.19057	0	0.24261	0.74625	0	0.07065	0	0.02393	0.20414	0	0.19057
Healthy	0	3.10731	0	0	1.5379	0	0	0	0	0	0	0	0	0.09725	0.46787	0	0	0	0	0
Healthy	0	0	7.41683	0	0	0	0	0	0	0	0	0	0	0	0.47475	0.10073	0	0.28183	0	0
Healthy	1.11826	0	27.2767	1.46822	0	0	0.5702	0	1.52606	0	2.23909	0	1.32488	0	0.17744	2.17159	0.1613	0.34607	0.03129	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.79422	0	0	0	0	0	0	0	0	0	0.81186	0	0	0	0.50269	0	0	0	0	0
Healthy	0.00814	0	0	2.4531	0	0	0	0.62548	0.09324	0	2.1688	0	1.95209	0.814	0.02969	0	0	0.08334	0.02946	0
Healthy	1.23139	0	29.9977	0	0.83518	15.9877	0	0	0	0	0.09369	0.06692	0.99132	0	0.06808	0.12374	0	0.01319	0.01592	0
Healthy	20.8885	0	0.0049	10.4853	0	17.5767	0	0	0.00606	0	0.64303	2.56505	0.32299	0.10655	0.00876	0	0	0	0	0
Healthy	0	0	12.5359	4.53331	0	0	0.23696	0	0	0	4.26537	0	0	0	0.10242	0	0	0	0	0
Healthy	3.33768	0	0	0	0	0	1.20434	0	0	0.0245	4.45517	0.94679	0.93573	0	0.05385	0.24167	0	0.15889	0.16547	0.0245
Healthy	0.03028	0	0	0	0	0	0	0	0.0051	0.08292	2.14948	1.86277	1.54725	4.40784	0.132	0.00624	0	0.07997	0.0069	0.08292
Healthy	0	0	0.00442	0	0	0	0	0	0.00325	0.01876	0	1.47083	0.06477	0	0.00138	0	0	0.02585	0	0.01876
Healthy	0	0	0	0	35.6729	0	0	0	0.00767	0.57358	0	0	0	0	0.01509	0	0.28607	0.04331	0.03327	0.57358
Healthy	0.0029	0	0.03631	0	0	0.00492	0.47799	0	0	0.00457	0.22651	0	0.57831	0	0.15922	0	0.15551	0.03071	0.056	0.00457
Healthy	0	0	0	0	4.46716	0	0	0.08199	0	0	1.06181	0	0	0	1.73039	0	0	0.08543	0.03117	0
Healthy	0.00239	0	0	0	9.02699	0	0	0.13154	0.02839	0	2.22403	0.24924	0.18809	0	0.0018	0	0.02525	0.00096	0.00725	0
Healthy	0	0	0	6.86174	0	18.5231	0.449	0	0.03244	0.00587	2.61462	2.09456	2.34111	2.19161	0.10067	0	0.07144	0.17843	0.0191	0.00587
Healthy	0	0	0	0	0	0	0	0	0	3.37969	0	0	0	0	0.26963	0	0	0	0	3.37969
Healthy	0	0	0	0	13.2271	0	0.08966	0	0	0	0.58359	4.71587	0.98143	0	0.03815	0	0	0	0	0
Healthy	0	0	40.4759	0	0.27088	0	0.34564	0	0	0	0.95777	0.78712	0	0	0.22502	0.20375	0	0.04482	0	0
Healthy	0	0	0	1.2292	0.52293	0	0	0	0	0	0	0	0	0	1.99603	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.12935	0	0.00325	0	0	0.15092	0	0	0.13118	0	0.12935
Healthy	0	0	0	0	0	0	0	0	0	0	1.63589	0	0	0	0	0.21538	0	0.04251	0.27769	0
Healthy	0	0	0	0	0	0	0	0	0.00119	0	1.9674	0	1.0692	0	0.27085	0.21458	0.02425	0.22585	0	0
Healthy	0	0	0	0	0	0	0	0	0.07621	0	0	0	0.68218	0	0.11862	0	0	0.09694	0	0
Healthy	0.81241	0	66.9175	2.28381	0	0.23134	1.68698	0	0	0	0	0	0	0	0.10282	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.00176	0.31119	1.82048	1.96436	0	0.02803	0	0.17625	0.06958	0	0.00176
Healthy	1.12574	0	0	0	0	0	0	0	0.05276	0	1.45461	0	0	0.13018	0.09152	0	0	0	0.00407	0
Healthy	2.35634	0	0	0	0	0	7.21281	0	0	0.01738	4.19547	4.87449	0.82579	0	0.12127	0.0108	0	0.13037	0.18822	0.01738
Healthy	4.32683	0	0	19.2236	0	0	2.39327	0	0	0	0.27788	0	1.19451	1.94566	0.07042	0	0	0.0272	0	0
Healthy	0.0146	0	0	0	0	0	1.22613	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0781	0	0.29309	0	2.01625	0	0	0	0	0	0.26392	0	0.57508	3.61652	2.69161	3.78458	0.3525	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.06913	0	0.65983	0	2.1751	0.99132	0.02398	0	0	0.23935	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.86663	0.42853	0.02601	18.5376	0.0032	0.00482	0	0.00261	0.05717	0	0.01839	0	1.58206	0.08443	0.67291	0.00147	0	0	0.64128	0
Healthy	0	9.70808	0	0	0	0	0	0	0	0	1.46119	0	0	0	0.07015	0	0	0	0.01433	0
Healthy	0	0	0	0	0	0	0	0	0.08689	0.06899	0.82571	0	1.1158	0	0.03117	0.02253	0	0.06945	0.27631	0.06899
Healthy	0	0	35.3282	0	0	0	0	0	0	0	0	0	0	0	0.30619	0	0	0	0	0
Healthy	0	0	67.2486	0	0	0	0	0	0	0.08265	0	0	0	0	0	0	0	0	0	0.08265
Healthy	0	0	0	0	0.15561	0	0.01568	0	0.05133	0	0.40272	0.38298	0	1.63237	0.95926	0.02096	1.08511	0.06076	0.23702	0
Healthy	0	0	0	0	0	0	0	0	0	0.24972	0.00192	0	0	0	0.13936	0.00035	0	0	0	0.24972
Healthy	0	0	0	0	0.00114	0	0	0	0	0	0	0.01279	0	0	0.25647	0	0	0	0	0
Healthy	0	0	0	0	35.6001	0	0	0	0.00131	0.54271	0	0	0	0	0.017	0	0.31127	0.03994	0.05063	0.54271
Healthy	0	0	1.62751	0	0	0.2653	0.51709	0	0	0	0.63833	0.29636	0	1.64063	0.00478	0	0	0.19217	0	0
Healthy	0	7.35643	0	0	0	0	0	0	0	0	1.13808	0	0	0	0.21821	0	0	0	0.03146	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.52027	0.17911	1.89899	0	0.22603	0	0	0	0.03963	0
Healthy	1.73677	23.9087	0	0	0	18.1285	0	0	0.02491	0	0.98878	0	1.13434	0	0.01228	0.01454	0.00685	0.15336	0.00139	0
Healthy	0.47848	0	0	0	13.155	0	0	0	0	0	0.55152	0	0	0	0.01099	0.05318	0	0.00138	0.07373	0
Healthy	1.00799	0	39.3647	0.00445	0.01244	0	0.11196	0	0	0	0	0	0	0	0.52767	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.16185	0.0363	0.1341	3.40384	0	3.22139	3.78833	0.08502	0	0.1406	0.21257	0.11219	0.1341
Healthy	0	0	0	0	0	0	0	0	0	0.01273	0	0	0	0	0.04252	0	0	0.01493	0	0.01273
Healthy	9.55673	0	0	0	0	0	0	1.68647	0	0.00088	0.2417	1.13688	2.15496	0	0.04053	0	0.00847	0.00534	0.0005	0.00088
Healthy	9.00471	0	0	0	0	0	0	0	0.01019	0	0.49862	0.72211	1.83075	4.01363	0.03577	0.10232	0	0.00722	0.01105	0
Healthy	0.84314	0	0	0	4.69939	0	2.20072	0.10614	0.00341	0.03063	0	0	0	0	0.38381	0	0.94841	0.07634	0.09698	0.03063
Healthy	0	4.73204	0	0	11.1026	0	0	0	0	0	0	0	0	0	1.13853	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.04354	1.01483	1.64031	0	1.72073	4.59512	0.37773	0.30651	0.17446	0.26747	0.02067	1.01483
Healthy	0	0	0	0	0	0	0	0	0	0	0.64386	0.64181	2.22115	0.63203	0.08248	0	0	0.0254	0	0
Healthy	2.89669	0	0	0	0	0	0.23309	0	0.0786	0.01279	1.0552	0	0	0	0.00557	0	0.02683	0.06109	0.01152	0.01279
Healthy	0	0.07472	0.24048	0.06239	0	0.05818	0	0	0	0	0.06737	0	0.43023	0	0.02975	0	0.02233	0.15821	0	0
Healthy	0.01728	0	0	0	0	0	0	0	0	0.05018	2.71378	1.40232	2.36522	3.68916	0.12122	0.0072	0	0.13714	0	0.05018
Healthy	0	0	0.1564	3.9088	0	0	0	0	0	0	0.49077	0	0	0	1.93849	0.0545	0	0	0	0
Healthy	0.86956	15.4321	0.00536	0	0	5.8523	0	0	0	0	0.27912	0	0	0	0.5911	0	0	0.10031	0.09477	0
Healthy	0	0	0	11.2416	0	0	0	0	0	0	2.74005	2.8427	1.09681	0	0.0353	0	0	0.02274	0	0
Healthy	6.58636	3.89917	0	3.31576	0.84723	9.84326	0.87017	0	0	0	2.73443	1.03817	0	0	0	0.32819	0	0	0	0
Healthy	0	0	0	0	14.9209	0	0	0.88622	0	0	5.29176	2.36653	0.73705	0	0.04378	0	0	0.0664	0	0
Healthy	0	0	0	4.02352	0	0	0	0	0	0	0	0	0	0	1.99926	0	0	0	0	0
Healthy	22.6953	0	0	0	0	0	0	0	0	0.01811	0	0	0	0	0.30013	0	0	0.02208	0	0.01811
Healthy	0	0	0	0	0	0	0	0	0.10866	0.44509	0.05473	0	0	0	0.96057	0.02499	0.18143	0.14482	0.10453	0.44509
Healthy	0	0	0	0	0	0	1.93585	0	0	0	2.93521	0	0	0	1.78913	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.08514	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	44.0091	0	0	0	0	0.00309	0	0	0	0	0.39618	0	0	0	0	0.00309
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42395	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.9104	0	0.61472	0	0	0.26336	0.17843	0.02129	0.14531	0
Healthy	0	3.18119	0	1.66842	2.18504	1.69712	0	0	0	0	0.08283	0.15599	0.89596	0	0.32761	0.05158	0.02682	0.03283	0.00178	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.3405	0	0.69718	0	0.20776	0.18217	0	0.202	0	0
Healthy	0	0	0.31916	6.08608	0	0	0.46198	0	0	0	1.85732	0.17843	0.69424	0	0.1079	0	0	0.00372	0	0
Healthy	28.065	0	0	0	0.01229	0	0	0	0.01452	0.06862	0.59783	0	1.03046	4.36163	0.13928	0.28317	0	0.05803	0.19631	0.06862
Healthy	10.8628	0	0	0	0	0	0.64644	0	0	0	0.0623	0.04145	0	0.34433	0.07851	0	0	0	0	0
Healthy	2.97552	0	0	2.90731	0	0	0	0	0	0	0.02229	0	0.94466	0	0.17118	0	0	0.02433	0.04622	0
Healthy	28.727	0	0	0	0.01571	0	0	0	0.01315	0.05452	0.59877	0	1.00789	4.57129	1.89227	0.28233	0	0.0495	0.19432	0.05452
Healthy	0	0	0	0.28575	1.15824	0	0	0	0.19469	0	2.14785	0	0	0	0.1055	0.07841	1.11115	0.02422	0.02889	0
Healthy	0	0	0	0	0	0	0	0	0.10447	0.47969	0.0651	0	0	0	1.23859	0.03307	0.17996	0.15553	0.13374	0.47969
Healthy	0.02087	0.02877	0.10523	0.01633	0	0.03639	0	1.01427	0.02126	0.03087	0	0	0.60492	1.78611	0.00474	0	0.00067	0.01397	0.07106	0.03087
Healthy	34.8326	0	0	0	0	0	0.22785	0	0.03617	0.09586	0.70523	0	0	0	0.02115	0	0.05612	0.11262	0.0134	0.09586
Healthy	0	0	7.94617	1.15165	0	0	0	0	0	0	0	0	0	0	1.25814	0	0	0	0	0
Healthy	0	0	0	0	0.19146	0	0	0	0	0	0	0.41347	0	0	0.01055	0	0	0	0	0
Healthy	0	0.00026	0.00618	0	0	0	0.00166	0	0.02877	0.00147	1.63447	0	1.25568	9.60578	0.63082	0	0.05164	0.03052	0.01134	0.00147
Healthy	0	0	0	0.53522	0	0	0.14382	0	0.24541	1.26654	0.0481	0.08097	1.39486	0.3842	3.32961	0.19795	3.11558	0.0665	0.14909	1.26654
Healthy	0	2.6574	0	0	0	0	0	0.26727	0	0	0.66248	0	0	0	0	0	0	0	0.01797	0
Healthy	4.39038	8.56017	0.01566	0.01024	9.53967	0	0.03031	0	0.01908	0.02412	0.85559	0	1.25244	0.8304	0.36041	0.09756	0.0031	0.01876	0.01452	0.02412
Healthy	0	0	0	0	0	0	0	0	0.101	0.09802	0.72011	0	0	0	0.11128	0.11461	0.05555	0.0945	0.30087	0.09802
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11741	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	19.3606	0	4.94017	0	0	0.00671	0.48813	0	2.12062	0	0.26461	0.02693	0.01141	0.0172	0	0.00671
Healthy	3.99168	10.6945	0.0235	0	0	0	1.45282	0	0	0	1.75335	0	1.4733	0.39792	0.01983	0	0	0	0.17543	0
Healthy	2.39143	0	0	1.99541	0	0	0	0.07009	0	0	0.35229	0	0	0	0.46858	0	0	0	0	0
Healthy	3.79156	0	0	0	0	0	1.26985	0	0	0.00999	4.54401	0.92457	0.95407	0	0.0742	0.23733	0	0.13936	0.14232	0.00999
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86132	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.07408	0.08423	0.80192	0	1.06362	0	0.20907	0.03867	0	0.08125	0.26785	0.08423
Healthy	0.00567	0.93653	19.0795	0.28981	0.01078	1.15496	0.12302	0	0	0	0.21217	0.002	1.18833	0	0.14649	0	0.04002	0.09464	0.00039	0
