group	Enterobacterales	Lactobacillales	Erysipelotrichales	Actinomycetales	Veillonellales	Coriobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Verrucomicrobiales	Burkholderiales	Erysipelotrichales	Coriobacteriales	Peptostreptococcales
Healthy	0	0	0	0.54376	0.23887	0.00925		60.90446	3.34133	0.54376	0	0.23887	0.05654	2.72043	0	0.00925	0
Healthy	3.05793	9.5205	0.31989	0	0.56786	0		38.99953	15.7248	0	3.05793	0.56786	0	0	0.31989	0	0
Healthy	0	0.58813	0	0	0	1.21596		16.03709	23.11447	0	0	0	0	0.18887	0	1.21596	0
Healthy	0	0	0	0	10.1396	0		72.96854	2.78405	0	0	10.1396	0	0	0	0	0
Healthy	0.10077	0.06844	0.02511	0.00486	0.00816	0.13351		63.08919	21.6091	0.00486	0.10077	0.00816	0	5.04198	0.02511	0.13351	0
Healthy	1.79721	0.09177	0.02595	0.21558	0	0		86.49669	3.97071	0.21558	1.79721	0	0	0.06696	0.02595	0	0
Healthy	0	0.06962	0	0.27018	0.21553	0.21112		62.46336	18.07872	0.27018	0	0.21553	0.69377	0.00362	0	0.21112	0.20544
Healthy	0.03177	0	0.00781	1.51004	0	0.13067		50.72942	0.41292	1.51004	0.03177	0	12.3504	0.11739	0.00781	0.13067	0
Healthy	5.34661	0	0	0	0	0		65.12554	2.80028	0	5.34661	0	5.12023	5.95538	0	0	0
Healthy	0.50252	0.08386	0.52419	1.07843	3.0011	0.76566		45.519	0.61733	1.07843	0.50252	3.0011	0.14545	0.00293	0.52419	0.76566	0
Healthy	0.16732	0.31316	0.21681	0	9.7945	0		38.42566	36.3664	0	0.16732	9.7945	0	0.00066	0.21681	0	0
Healthy	0	0.01933	0	0	0	0		57.43447	15.4323	0	0	0	1.67518	6.45037	0	0	0
Healthy	0	0	0	0	0	0		25.9085	68.2424	0	0	0	0	0	0	0	0
Healthy	0.16819	0.14173	0.00557	3.76883	7.60652	0		60.72875	4.86264	3.76883	0.16819	7.60652	0.87803	0.14799	0.00557	0	0
Healthy	0	0.29047	0.03077	3.91922	8.39761	0.70297		39.65412	15.08881	3.91922	0	8.39761	0	0.86213	0.03077	0.70297	0.14257
Healthy	0.77609	0	0	0.15458	10.51246	0		68.11255	2.09841	0.15458	0.77609	10.51246	0	0	0	0	0
Healthy	0.01246	0.04004	0.02119	0.08497	0.00199	0.16427		51.31828	14.92776	0.08497	0.01246	0.00199	0.00032	0.22029	0.02119	0.16427	0
Healthy	0	0.03766	0.00749	0	0	0		61.18119	15.56181	0	0	0	0	0.03347	0.00749	0	0
Healthy	0.32653	0.02304	1.48201	1.55761	0.00441	0.48756		26.18248	33.07218	1.55761	0.32653	0.00441	1.83282	1.81278	1.48201	0.48756	0.0005
Healthy	0.7776	0.36114	0.06644	0.84066	0.08596	0		60.2623	7.50789	0.84066	0.7776	0.08596	5.82674	2.33934	0.06644	0	0
Healthy	0.96041	0	0.18432	0.90259	0	0.60333		60.18214	22.98317	0.90259	0.96041	0	0	1.44712	0.18432	0.60333	0.02075
Healthy	0	0	7.68274	0	0	0		11.533	43.47845	0	0	0	0	0	7.68274	0	0
Healthy	0.32129	0	0.06627	0.2343	0.03605	0.00539		42.72847	10.37783	0.2343	0.32129	0.03605	0	0.06726	0.06627	0.00539	0.15627
Healthy	0	0.14373	0.13293	0.21185	0	3.05251		74.81172	6.07036	0.21185	0	0	0	0.10798	0.13293	3.05251	0
Healthy	10.2792	0	0.13948	0.02114	2.79994	1.49991		13.58487	1.0229	0.02114	10.2792	2.79994	43.4724	0.30043	0.13948	1.49991	0
Healthy	0.10061	0	0.00218	0.58646	0.02171	0.04025		71.38515	3.04903	0.58646	0.10061	0.02171	0.03469	2.817	0.00218	0.04025	0.0079
Healthy	0.22162	1.6223	2.63695	0.08384	0.12942	0.12091		28.00834	44.59993	0.08384	0.22162	0.12942	0	0	2.63695	0.12091	0
Healthy	0.33885	0.78659	0.02658	4.09377	0.05867	0.14055		44.18307	22.89878	4.09377	0.33885	0.05867	0	0.32375	0.02658	0.14055	0
Healthy	0.1535	0.3917	6.99111	1.70394	0.00416	0.27317		33.10014	21.86949	1.70394	0.1535	0.00416	0.63493	0.63109	6.99111	0.27317	0
Healthy	0.60552	0.34481	0.17487	1.23569	0.35834	0.07765		85.82224	3.03262	1.23569	0.60552	0.35834	0.03989	0.04169	0.17487	0.07765	0.01532
Healthy	0.11169	0.18325	0.04409	1.73892	0.04909	0.19543		33.90315	35.57277	1.73892	0.11169	0.04909	0	0.36764	0.04409	0.19543	0
Healthy	0	0.39844	1.27333	0	0	0.10602		70.51977	11.06907	0	0	0	0.04755	0.83322	1.27333	0.10602	0.06537
Healthy	0	0.00784	0.02267	0.11896	12.7095	0.04102		62.9367	7.85057	0.11896	0	12.7095	0.89222	2.23462	0.02267	0.04102	0.0115
Healthy	0.03779	0	1.6906	0	0.21227	0		33.13465	32.19017	0	0.03779	0.21227	0.00828	0	1.6906	0	0.09801
Healthy	4.06115	0.15997	0.13657	0	0	0.0029		43.91144	29.09286	0	4.06115	0	0	0	0.13657	0.0029	0
Healthy	0.06093	0	0.52483	0.1269	0	0.1261		69.10783	0.94561	0.1269	0.06093	0	0	0.02525	0.52483	0.1261	0
Healthy	1.64715	0.02753	0.63958	0.1445	0	0.24638		22.25656	31.45204	0.1445	1.64715	0	10.2982	0.25774	0.63958	0.24638	0.03777
Healthy	0.40844	0.8535	9.54612	0.30366	0.09326	1.21051		13.31218	26.45028	0.30366	0.40844	0.09326	0	0	9.54612	1.21051	2.2151
Healthy	0	0.43095	0	0.19261	4.82061	0.02509		67.98188	5.21396	0.19261	0	4.82061	0	6.01844	0	0.02509	0
Healthy	0.21949	0.23069	0.02318	12.31335	0	1.74519		55.93334	5.93984	12.31335	0.21949	0	0	0.08297	0.02318	1.74519	0
Healthy	0.102	0.00191	1.27484	0.24184	0.12044	0.38301		50.09099	16.30264	0.24184	0.102	0.12044	0.03792	1.54425	1.27484	0.38301	0
Healthy	0.0753	4.45262	12.93595	0.00719	0.09329	2.10498		9.77201	49.96242	0.00719	0.0753	0.09329	0	0	12.93595	2.10498	1.24703
Healthy	0.09194	0	0	1.6107	0	0.14463		49.84518	0.79012	1.6107	0.09194	0	12.3729	0.13831	0	0.14463	0
Healthy	1.75907	0.01432	0.02979	0.26173	0	0		85.64382	4.16175	0.26173	1.75907	0	0	0.98994	0.02979	0	0.03032
Healthy	0	0.19114	0	13.54931	3.85088	1.24155		27.67924	23.46814	13.54931	0	3.85088	0.00277	1.49689	0	1.24155	0
Healthy	0.06126	0.01997	0	0	0	0		28.03494	48.04604	0	0.06126	0	0.70351	0	0	0	0
Healthy	0	0.37943	0	11.57231	12.1143	1.80325		9.82302	26.19694	11.57231	0	12.1143	1.23746	0	0	1.80325	0
Healthy	0.03357	0.08935	0.73564	0.93536	0.02405	0.01862		42.51116	16.14362	0.93536	0.03357	0.02405	0	0	0.73564	0.01862	0.37331
Healthy	0	0	0.20685	0	0	0.58449		78.21362	5.01792	0	0	0	0	0	0.20685	0.58449	0
Healthy	3.11775	2.60608	0	0	1.7791	0		32.48435	33.39352	0	3.11775	1.7791	0	0	0	0	0
Healthy	0.1379	0.00661	0.18382	0.74147	0.02851	0.05074		24.37262	42.68353	0.74147	0.1379	0.02851	0.10576	0.56031	0.18382	0.05074	0.05455
Healthy	0.8832	0.87776	0.01604	1.32595	0.04973	0.10742		25.24072	52.38186	1.32595	0.8832	0.04973	0	2.29366	0.01604	0.10742	0
Healthy	0.25725	0.00317	0.08464	0.34933	9.23712	0.23506		77.14817	1.82898	0.34933	0.25725	9.23712	0	0.02592	0.08464	0.23506	0
Healthy	0.01154	0.17678	0.22791	2.47811	1.89676	0.01832		28.96809	22.67106	2.47811	0.01154	1.89676	0.11581	0.89833	0.22791	0.01832	0.01811
Healthy	0	0	0.29707	0.34572	6.04788	0		67.93963	3.35925	0.34572	0	6.04788	0	0.1559	0.29707	0	0
Healthy	0	0	0	0	0	0		6.90874	4.30578	0	0	0	0	0	0	0	0
Healthy	0.4381	0.04242	0.17387	0.31964	0.03376	0		91.15794	1.12383	0.31964	0.4381	0.03376	0	0.38966	0.17387	0	0.00252
Healthy	0.12452	0.00396	0.01542	0.6049	0.37411	0.22944		64.28467	6.54934	0.6049	0.12452	0.37411	0	1.51147	0.01542	0.22944	0
Healthy	1.34731	0.27112	0.76407	27.9063	2.31376	0.2881		34.19164	15.66101	27.9063	1.34731	2.31376	0.2178	0.01562	0.76407	0.2881	0.31638
Healthy	0	0	0	0.78074	2.63703	0.44203		32.61151	43.84315	0.78074	0	2.63703	0	0.00297	0	0.44203	0.2142
Healthy	0.09307	0	0.49986	0.11949	0	0.16083		69.36234	0.9399	0.11949	0.09307	0	0	0.0279	0.49986	0.16083	0
Healthy	0	0.09454	0.299	0.11929	0	0.45095		29.16259	6.0343	0.11929	0	0	22.8919	0.01838	0.299	0.45095	0
Healthy	1.68824	0	0.23297	0.07508	0.04896	0.09204		30.15426	32.68181	0.07508	1.68824	0.04896	0	0.0386	0.23297	0.09204	0.13173
Healthy	0.47148	0	7.41531	0	0	0		48.4901	11.18063	0	0.47148	0	0.31809	0	7.41531	0	0.60065
Healthy	0	0	0	0.36245	0.52921	0.13704		58.35947	4.35124	0.36245	0	0.52921	8.57815	0.32791	0	0.13704	0
Healthy	0.09818	0	0.03309	0.25283	5.89787	0		68.95983	1.8155	0.25283	0.09818	5.89787	0	0.14634	0.03309	0	0
Healthy	0.10716	0	0.01756	1.07505	0	0.51228		84.2783	3.31033	1.07505	0.10716	0	0	0.33167	0.01756	0.51228	0
Healthy	1.36407	3.55343	0.27483	5.21743	0.07498	1.27404		13.30113	34.61785	5.21743	1.36407	0.07498	0.07407	0.05758	0.27483	1.27404	0.00861
Healthy	0.03651	0.02207	0.02419	0.15216	0	0.26645		31.07471	54.96934	0.15216	0.03651	0	0.04887	0	0.02419	0.26645	0.01405
Healthy	0.29812	0.04988	0.39103	0.65766	1.67667	0.07161		44.84959	20.75108	0.65766	0.29812	1.67667	0	0.01362	0.39103	0.07161	0.59335
Healthy	2.94243	0.20831	0	0.4766	5.26343	0		65.87777	13.55648	0.4766	2.94243	5.26343	0	1.18589	0	0	0
Healthy	13.23779	0	0.07753	0.38391	0	0.05928		56.19211	1.61862	0.38391	13.23779	0	0	2.26482	0.07753	0.05928	0
Healthy	2.01818	0.19581	1.2382	9.2609	0	2.31551		26.13212	6.05667	9.2609	2.01818	0	11.0573	0	1.2382	2.31551	0.00282
Healthy	0	0.0334	0	0	0.33099	0		27.17957	63.67515	0	0	0.33099	0	0.03273	0	0	0
Healthy	0.06715	0.18472	0.84119	2.43929	1.41234	0.27622		20.77593	15.88302	2.43929	0.06715	1.41234	2.34656	0.07643	0.84119	0.27622	0.00398
Healthy	0.16289	0	0.00528	2.56882	0	0.1381		41.09319	0.7702	2.56882	0.16289	0	16.6374	0.08411	0.00528	0.1381	0
Healthy	0.03111	0	0.01092	0.35294	0	0.02411		48.09754	6.94567	0.35294	0.03111	0	0.72089	0.78648	0.01092	0.02411	0.00278
Healthy	0	0.45064	0	0.22444	4.52767	0.04917		68.38534	5.06293	0.22444	0	4.52767	0	5.77917	0	0.04917	0
Healthy	0.14639	0.42071	0.6235	1.41622	0	0.10263		14.88895	28.73826	1.41622	0.14639	0	0	0	0.6235	0.10263	0.13799
Healthy	1.06555	0	0.34156	0.02442	9.01964	0.6677		54.5794	0.82049	0.02442	1.06555	9.01964	6.91086	0.25334	0.34156	0.6677	0
Healthy	0.28402	0	0	0.70442	0	1.90188		40.23586	17.27238	0.70442	0.28402	0	0.00242	7.42489	0	1.90188	0
Healthy	0	0	0.41372	0	0	0		22.08317	65.87162	0	0	0	0	0	0.41372	0	0
Healthy	0	0	0	0	0.11694	0.08397		73.68848	2.08998	0	0	0.11694	0.7359	0	0	0.08397	0
Healthy	0	0	0	0	1.48551	0		56.66584	14.16528	0	0	1.48551	0	0	0	0	0
Healthy	0	0.00451	0.03583	0.05648	10.3765	0		66.0405	8.27072	0.05648	0	10.3765	0.39843	0.9357	0.03583	0	0.03446
Healthy	0	0	0	3.52286	0	0		83.87272	1.32739	3.52286	0	0	0.0783	0.08668	0	0	0
Healthy	20.6834	0.05471	1.7809	20.95547	0	0.47577		17.06408	5.06566	20.95547	20.6834	0	2.24224	0.03469	1.7809	0.47577	0
Healthy	0	5.14226	0.22328	13.7757	0.03457	0.90813		8.57035	27.34738	13.7757	0	0.03457	7.77762	0.01024	0.22328	0.90813	0.22496
Healthy	0	0	0.05866	0.96473	0	0.22514		64.20095	13.98577	0.96473	0	0	0	0.17644	0.05866	0.22514	0
Healthy	0	0	0.0698	0	0	0.04907		63.86722	24.0631	0	0	0	0	3.11279	0.0698	0.04907	0
Healthy	0	0	0	1.56782	0	0.15957		48.07006	27.48449	1.56782	0	0	0.39701	3.63923	0	0.15957	0
Healthy	0.01432	0.06142	0	1.21806	0.09438	0.40995		54.23068	13.37072	1.21806	0.01432	0.09438	0.07548	1.97267	0	0.40995	0
Healthy	0.16723	0.06813	0.38988	3.4047	4.08775	1.24633		70.25471	6.46265	3.4047	0.16723	4.08775	0.38122	0.59767	0.38988	1.24633	0.05677
Healthy	0.38987	0.07486	0.55076	1.16352	3.08138	0.72701		45.1154	0.60571	1.16352	0.38987	3.08138	0.16296	0.00697	0.55076	0.72701	0
Healthy	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	1.22222	0.01049	0.06788	3.59922	2.75872	0.01982		19.53796	19.45555	3.59922	1.22222	2.75872	4.30812	0.02732	0.06788	0.01982	0.16076
Healthy	0	0.00464	0.77904	0.0242	0	0		38.80998	6.93683	0.0242	0	0	0.11184	0.01398	0.77904	0	0
Healthy	0.64108	0.10861	0.09846	0	0	0		54.92835	14.04673	0	0.64108	0	2.78327	0.00676	0.09846	0	0
Healthy	2.20922	2.68779	0.00238	4.09121	0	0.31421		0.80423	36.59994	4.09121	2.20922	0	0.53897	0	0.00238	0.31421	0.0211
Healthy	0	0.01188	0.06491	0	0	0.15552		64.91261	18.6768	0	0	0	0	1.17066	0.06491	0.15552	0
Healthy	0	0	0	2.04766	0	4.43335		11.14039	53.52788	2.04766	0	0	0	0	0	4.43335	0
Healthy	0.13314	0.19039	0.05921	0	2.36018	0		17.47557	38.05593	0	0.13314	2.36018	0	0.06232	0.05921	0	0
Healthy	34.1359	0.2922	0.22678	10.59404	0.14194	1.94618		42.65315	6.36115	10.59404	34.1359	0.14194	0	0	0.22678	1.94618	0
Healthy	0.06349	0	0.04636	0.26094	5.97819	0		69.9158	1.55749	0.26094	0.06349	5.97819	0	0.1421	0.04636	0	0
Healthy	0.03009	0.03822	0.33608	0.24372	7.49191	0.08364		56.77236	21.9319	0.24372	0.03009	7.49191	0	0.05722	0.33608	0.08364	0.13564
Healthy	0	0	0	0	0	0		39.9845	17.3182	0	0	0	0	0.34289	0	0	0
Healthy	0.01798	0	0	0.15819	0	0.17906		52.21683	7.84216	0.15819	0.01798	0	5.49285	0.60592	0	0.17906	0
Healthy	19.55129	5.52825	0	23.31529	2.76062	0		1.32898	13.35352	23.31529	19.55129	2.76062	0	0.18685	0	0	0.04182
Healthy	0.0414	0.05352	0	0	0.42747	0.28561		67.89234	2.45133	0	0.0414	0.42747	0.5437	0.02515	0	0.28561	0
Healthy	0.15643	0.00438	0.04216	1.09986	0	0.50491		81.0339	3.27517	1.09986	0.15643	0	0	0.34009	0.04216	0.50491	0
Healthy	0	1.65436	0.05069	3.48084	0	1.22084		33.62841	17.21332	3.48084	0	0	0.07917	0.24028	0.05069	1.22084	0
Healthy	0.32147	0.01091	0	4.05144	2.88085	0		70.13488	5.41167	4.05144	0.32147	2.88085	0.1407	0.22596	0	0	0
Healthy	8.35865	33.52188	0.35808	0	3.86181	0		5.73114	23.71519	0	8.35865	3.86181	0	0.06749	0.35808	0	0
Healthy	0.1197	0.65103	1.58635	0.20729	0.05344	0.28149		32.57043	32.75538	0.20729	0.1197	0.05344	0.23083	0	1.58635	0.28149	0.2005
Healthy	3.3964	1.22234	11.41108	0	0	0.19707		40.16562	7.58386	0	3.3964	0	0	0	11.41108	0.19707	0.05413
Healthy	0	0	0	0.20792	0.42182	0.11948		61.20648	4.24627	0.20792	0	0.42182	8.3248	0.25836	0	0.11948	0
Healthy	0.14355	0.04397	0	1.48272	0.00317	0.35484		67.11219	8.3997	1.48272	0.14355	0.00317	0.57677	0.03423	0	0.35484	0
Healthy	0	0	3.08538	0	0	2.47695		2.11984	24.15697	0	0	0	0	0	3.08538	2.47695	1.77812
Healthy	0	0	0	0	0	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	2.00589	2.25199	0	0.81976	1.29591	0		36.96423	20.47784	0.81976	2.00589	1.29591	0	0	0	0	0.01458
Healthy	0.4999	0.02754	0	0.00896	2.74768	0		74.49401	1.93607	0.00896	0.4999	2.74768	0	0.00596	0	0	0
Healthy	0.08539	0	0.02466	0	4.31984	0		68.79607	6.97075	0	0.08539	4.31984	0	0.20211	0.02466	0	0
Healthy	0.89547	0.02891	0.03925	0.07118	0	0.05744		48.33093	12.21441	0.07118	0.89547	0	0.02151	0.08866	0.03925	0.05744	0.09574
Healthy	0	0	6.6301	0	0	3.16693		3.52148	24.86266	0	0	0	0	0	6.6301	3.16693	0.32805
Healthy	0	0	0	0.23884	0	0		30.977	41.42896	0.23884	0	0	0	0.05841	0	0	0
Healthy	0.05039	0	0	0.17352	0.0912	0.11049		48.79426	6.07761	0.17352	0.05039	0.0912	9.34841	0.51228	0	0.11049	0
Healthy	0	0	0	2.35336	0	0.06081		72.78589	0.10168	2.35336	0	0	0.23017	0.59765	0	0.06081	0
Healthy	1.51275	0.50576	2.33088	7.56379	0.79374	1.97637		4.21911	24.82273	7.56379	1.51275	0.79374	4.14396	0.18294	2.33088	1.97637	3.00563
Healthy	0	0.09339	2.3575	0.00415	0	0		11.39171	71.25252	0.00415	0	0	0	0.03331	2.3575	0	0
Healthy	0.18506	0	0	0.53273	10.2359	0.25739		62.92296	14.45154	0.53273	0.18506	10.2359	0.91657	0.90545	0	0.25739	0
Healthy	0	0.02167	0.07097	0.00522	1.78082	0.02177		80.807	6.38911	0.00522	0	1.78082	0	1.51926	0.07097	0.02177	0.01374
Healthy	2.89015	0.20013	0.02103	3.06453	0.1913	0.60156		33.08793	23.75074	3.06453	2.89015	0.1913	1.74463	0.02403	0.02103	0.60156	0.44235
Healthy	1.65118	0	0.07097	2.29847	0.06494	0.54417		48.86634	8.31313	2.29847	1.65118	0.06494	0	1.98335	0.07097	0.54417	0
Healthy	0.38324	7.37831	0.00052	90.47287	0.08465	0.01197		0.64899	0.12272	90.47287	0.38324	0.08465	0	0	0.00052	0.01197	0
Healthy	0	0.57766	0	0.2579	4.77503	0.04976		68.09593	5.04008	0.2579	0	4.77503	0	5.94819	0	0.04976	0
Healthy	0.65903	0.06916	0	0.57724	0.13559	0.03478		84.30349	1.32419	0.57724	0.65903	0.13559	0	0.20509	0	0.03478	0
Healthy	1.30524	5.65207	0.71517	0.19667	0	0		18.18298	43.20758	0.19667	1.30524	0	0	0.13331	0.71517	0	0
Healthy	0.45025	0	0.41766	1.67411	0.97369	0.11357		37.14505	34.29336	1.67411	0.45025	0.97369	0	0	0.41766	0.11357	0.15181
Healthy	0.68164	4.25631	0.97193	4.31022	11.1482	3.93655		18.48963	17.62458	4.31022	0.68164	11.1482	0	0.04844	0.97193	3.93655	0.05489
Healthy	0	0.37018	1.26597	0	0	0.09911		70.64789	11.55756	0	0	0	0.02726	0.82778	1.26597	0.09911	0.05486
Healthy	0.13819	0.47546	1.24815	0.70083	0	0.13782		70.63958	5.79267	0.70083	0.13819	0	0	0	1.24815	0.13782	0.03542
Healthy	0.2193	0	0.43517	18.1815	0.64899	0.78456		45.16881	17.0652	18.1815	0.2193	0.64899	0	0.08213	0.43517	0.78456	0.05531
Healthy	0	0.81377	0	11.6606	1.76947	0		9.76001	44.24007	11.6606	0	1.76947	0	0	0	0	0
Healthy	0.03632	2.30598	0.01939	10.37074	0.52356	0.05986		14.72022	32.09735	10.37074	0.03632	0.52356	0.00884	0.05476	0.01939	0.05986	0.69314
Healthy	0	0.00823	0	3.94396	0	0.10103		58.86491	10.15593	3.94396	0	0	6.60676	2.38675	0	0.10103	0.02819
Healthy	0.18599	1.33874	0.15548	5.87586	0.03522	0.10848		31.51029	18.01655	5.87586	0.18599	0.03522	13.1712	0.01433	0.15548	0.10848	0
Healthy	0.17056	0.16507	0.92989	2.99392	0	0.74484		60.9717	6.71752	2.99392	0.17056	0	1.42643	0.07557	0.92989	0.74484	0.09399
Healthy	0.09058	2.97425	0.04289	1.94967	0.03941	3.29712		23.71041	36.77322	1.94967	0.09058	0.03941	0	0.39744	0.04289	3.29712	0
Healthy	0.2024	0.13567	0	3.86564	7.68997	0		60.37382	4.731	3.86564	0.2024	7.68997	0.78996	0.16598	0	0	0
Healthy	0.51966	0	0.39765	0	0	1.25973		10.08932	2.89423	0	0.51966	0	0	0	0.39765	1.25973	0
Healthy	0	0	1.90263	0	0	0		36.6444	42.44446	0	0	0	0	0	1.90263	0	0
Healthy	0.02214	0	0	0.34237	0	1.72384		52.35302	12.72961	0.34237	0.02214	0	0	5.33586	0	1.72384	0.05282
Healthy	0.29681	0	0.09813	0.33385	9.20021	0.18667		76.77429	1.67378	0.33385	0.29681	9.20021	0	0.03171	0.09813	0.18667	0
Healthy	0	0.28125	0	11.44745	12.7834	2.42663		9.72508	24.06938	11.44745	0	12.7834	0.77617	0	0	2.42663	0
Healthy	0.11684	0.36739	0.80095	1.23408	0.61383	1.35538		26.20164	1.2228	1.23408	0.11684	0.61383	0.43436	0	0.80095	1.35538	0
Healthy	0.01657	0.00659	0.01122	0	6.79051	0.00205		52.14534	18.06686	0	0.01657	6.79051	0	0.00256	0.01122	0.00205	0.03771
Healthy	0.17989	0.20558	0.02597	12.56917	0	1.82765		58.10073	6.29537	12.56917	0.17989	0	0	0.10726	0.02597	1.82765	0
Healthy	0.19311	0.51722	4.23237	0.17035	0	0.44937		62.73642	12.60878	0.17035	0.19311	0	0	0.40893	4.23237	0.44937	0.02291
Healthy	0.1954	0.90812	0.00276	2.19281	0.02918	0.07986		44.6047	22.74829	2.19281	0.1954	0.02918	0	0	0.00276	0.07986	0.38988
Healthy	0.3364	0.08943	1.75278	5.01757	6.37583	0.4403		25.1176	34.84461	5.01757	0.3364	6.37583	0	0.06174	1.75278	0.4403	1.1973
Healthy	0	0	1.06904	0.00476	0	0.51657		33.8182	17.44517	0.00476	0	0	1.02691	0.86723	1.06904	0.51657	0
Healthy	0.33215	0.14492	1.52775	2.50981	0.17956	0.57888		48.77218	20.50444	2.50981	0.33215	0.17956	3.81688	0.07248	1.52775	0.57888	0.44489
Healthy	2.16888	0.64442	0	0.88026	1.00162	0		45.66618	19.63997	0.88026	2.16888	1.00162	0.02361	5.85919	0	0	0
Healthy	6.26117	0.17283	0.08529	4.06544	0.18608	0.00015		55.40129	15.48653	4.06544	6.26117	0.18608	0	0.04768	0.08529	0.00015	0.78828
Healthy	0.08528	0	0	0.10926	0	0.1557		59.93208	16.11202	0.10926	0.08528	0	0	0	0	0.1557	0
Healthy	0	5.39286	0.09396	0.17604	0	3.25948		15.04625	28.63707	0.17604	0	0	0	0.00815	0.09396	3.25948	0
Healthy	0.00139	9.50194	0	44.07299	0.09928	0.00061		0.00043	0.00652	44.07299	0.00139	0.09928	0	0	0	0.00061	2.32124
Healthy	0	0.03014	0.49223	0.09181	0.24793	0.10501		61.74895	26.15425	0.09181	0	0.24793	0.08502	0	0.49223	0.10501	0
Healthy	0	0	0	0	0.88788	0		87.02538	2.03508	0	0	0.88788	0	0.0663	0	0	0
Healthy	0.4149	1.22287	0	2.32009	7.97666	0.13451		40.00243	21.71029	2.32009	0.4149	7.97666	4.00273	0.00395	0	0.13451	0.05366
Healthy	0.04719	0.11284	0.15468	0.77612	0	0.61651		69.9345	3.69108	0.77612	0.04719	0	0	3.22159	0.15468	0.61651	0
Healthy	3.31039	0	0.27113	7.15964	0	3.17693		1.69901	41.48752	7.15964	3.31039	0	0	0	0.27113	3.17693	0
Healthy	13.2784	0.41551	0.25955	53.7135	1.16941	0.00146		7.07781	3.5514	53.7135	13.2784	1.16941	0	0	0.25955	0.00146	0.00107
Healthy	0	0.06014	4.1505	4.10006	0	1.57943		18.15599	6.44607	4.10006	0	0	6.12412	0.09712	4.1505	1.57943	0.0398
Healthy	0	0	0.80942	0	3.74943	0		31.09353	16.43337	0	0	3.74943	0	0.02116	0.80942	0	0
Healthy	0	0.00207	0.15933	0	0	0		34.03256	44.99545	0	0	0	0.02874	0.06265	0.15933	0	0
Healthy	0	3.06488	0	3.13693	11.6699	0.88896		43.90234	15.11769	3.13693	0	11.6699	0.16635	0.50874	0	0.88896	0
Healthy	0.37948	0.09394	0	0.03233	0	3.14423		44.18122	21.0963	0.03233	0.37948	0	0.30671	2.08788	0	3.14423	0
Healthy	0.47996	0.37995	0.16744	4.21828	1.08517	0.06253		57.07879	4.43741	4.21828	0.47996	1.08517	0	0	0.16744	0.06253	0
Healthy	0.00187	0.03604	0.06249	0.67275	1.78806	0.06563		60.22977	11.48591	0.67275	0.00187	1.78806	0.12189	3.9968	0.06249	0.06563	0
Healthy	0.3293	0.05593	0	0.7017	1.40664	1.7676		44.66737	7.46247	0.7017	0.3293	1.40664	1.76195	0	0	1.7676	0
Healthy	0	0.13445	0.16934	0.8753	0	0.66852		70.99113	3.77322	0.8753	0	0	0	3.17425	0.16934	0.66852	0
Healthy	2.5774	0.14994	0	0.47257	4.77156	0		65.52501	13.63746	0.47257	2.5774	4.77156	0	1.2262	0	0	0
Healthy	0	0	0	2.23885	2.19395	0.04024		6.72201	3.57708	2.23885	0	2.19395	5.72931	0.15351	0	0.04024	0
Healthy	0.65567	0.06108	0.0048	0.65907	0.14577	0.06166		82.77682	1.51089	0.65907	0.65567	0.14577	0	0.20969	0.0048	0.06166	0
Healthy	0.64983	1.09462	0.24078	2.04344	0	1.03785		48.8312	30.06569	2.04344	0.64983	0	0	0.2026	0.24078	1.03785	0
Healthy	0	0	0.05364	2.67365	26.32203	0.85292		13.88629	13.58218	2.67365	0	26.32203	0	0.08663	0.05364	0.85292	0.13814
Healthy	7.80416	6.74996	0	35.96284	0.74905	0.32292		5.27426	0	35.96284	7.80416	0.74905	0	2.11858	0	0.32292	0
Healthy	0.13705	0.06972	0	1.52995	0	0.36859		66.74774	9.33014	1.52995	0.13705	0	0.57433	0.02559	0	0.36859	0
Healthy	3.8309	17.5834	4.17113	1.45191	2.39409	3.1382		20.72115	7.42724	1.45191	3.8309	2.39409	0	0	4.17113	3.1382	0
Healthy	68.4318	0.21363	0	8.06484	0.00334	0		3.44375	0.00403	8.06484	68.4318	0.00334	0	0	0	0	0
Healthy	1.8811	0.06702	0.03454	0.22373	0	0		86.56075	3.61913	0.22373	1.8811	0	0	0.10956	0.03454	0	0
Healthy	1.01719	0	0	0.03715	0.56034	0		53.36043	12.11788	0.03715	1.01719	0.56034	14.0475	2.49682	0	0	0
Healthy	0.16837	0.33714	0.6541	0.92969	3.21089	0.23605		17.23018	16.92836	0.92969	0.16837	3.21089	3.3765	0.2307	0.6541	0.23605	0.08095
Healthy	0.37765	0.31109	0.12519	0.07479	8.19234	0.03229		66.47609	6.42588	0.07479	0.37765	8.19234	0	0.25885	0.12519	0.03229	0
Healthy	0.48435	0.5366	0.7594	0.12114	0.24402	0.01033		70.42368	16.59155	0.12114	0.48435	0.24402	0	0	0.7594	0.01033	0.06926
Healthy	0.03274	0	0.00494	0.00166	4.17101	0		68.90809	4.84184	0.00166	0.03274	4.17101	0.00134	0.21604	0.00494	0	0
