group	Enterobacterales	Lactobacillales	Erysipelotrichales	Actinomycetales	Veillonellales	Coriobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Verrucomicrobiales	Burkholderiales	Erysipelotrichales	Coriobacteriales	Peptostreptococcales
Healthy	0.02937	0.23763	0.14397	0.1362	0	0.08966		67.58822	10.82104	0.1362	0.02937	0	0	0.17428	0.14397	0.08966	0.00356
Healthy	7.62006	4.33531	5.75119	0.04801	0.30352	1.16741		7.31158	40.89378	0.04801	7.62006	0.30352	0	0	5.75119	1.16741	1.85593
Healthy	8.47483	12.35353	6.05915	8.03553	0.01346	3.24377		8.95533	28.36723	8.03553	8.47483	0.01346	0	0.01206	6.05915	3.24377	0.00372
Healthy	0	0.16048	0	0.0674	0	0.66879		56.26507	12.70828	0.0674	0	0	0	4.4886	0	0.66879	0
Healthy	0	0.05776	0.02959	0.07351	0.01432	0.09753		64.66053	25.61626	0.07351	0	0.01432	0.03433	0.68001	0.02959	0.09753	0.10707
Healthy	63.5736	0.16103	1.1913	12.5078	0	0		6.89327	0.03276	12.5078	63.5736	0	0	0	1.1913	0	0
Healthy	0	0	0	0.4311	0.49903	0.18906		59.975	4.48996	0.4311	0	0.49903	8.73327	0.49681	0	0.18906	0
Healthy	4.79591	0.00834	0	0	0	0		92.48165	0.69422	0	4.79591	0	0.57096	0	0	0	0
Healthy	0	0	0.14165	22.0966	0	4.03491		35.01314	4.67138	22.0966	0	0	15.7038	0.00699	0.14165	4.03491	0.39186
Healthy	0.03607	0	0	0.14003	0	0.19311		51.79606	8.20025	0.14003	0.03607	0	5.52321	0.45698	0	0.19311	0
Healthy	0.12214	0.23051	1.96951	0.00054	0.15952	0.00856		57.25337	27.67931	0.00054	0.12214	0.15952	0	0.02235	1.96951	0.00856	0.62265
Healthy	0	0	0	20.4019	0	0		20.35269	19.82791	20.4019	0	0	2.6796	0.05601	0	0	0
Healthy	0	0	0.52707	0.0046	0	0		81.25365	12.4706	0.0046	0	0	0	0	0.52707	0	0
Healthy	0.19702	0.06556	0.02396	0.0526	0	0.14979		80.42243	5.05638	0.0526	0.19702	0	0	0.00048	0.02396	0.14979	0.03951
Healthy	1.58934	0.03801	0.01445	0.90232	0	0.18635		70.31795	4.00389	0.90232	1.58934	0	0	0.00869	0.01445	0.18635	0
Healthy	1.21501	0.1849	0.01103	3.54828	0.31721	0.99828		47.59874	6.01233	3.54828	1.21501	0.31721	0	0.30519	0.01103	0.99828	0.10232
Healthy	0.02717	0.03296	0	0	0.08033	0.31286		62.53313	8.01665	0	0.02717	0.08033	0	10.9664	0	0.31286	0
Healthy	0.04464	0.30043	0.01987	0.65157	6.05045	0.06931		10.95277	34.96723	0.65157	0.04464	6.05045	0.85018	0.58621	0.01987	0.06931	0.00861
Healthy	0.46323	0.62767	0	0.03074	0.09855	0.05804		75.5891	6.7935	0.03074	0.46323	0.09855	0	0.27777	0	0.05804	0.06545
Healthy	0.00309	1.13986	1.21773	3.56673	0.47126	0.04161		16.44147	26.42567	3.56673	0.00309	0.47126	0	0.00441	1.21773	0.04161	0.15375
Healthy	0.02339	0.04352	0.19379	0.71192	0	0.57964		68.36849	3.71935	0.71192	0.02339	0	0	3.10125	0.19379	0.57964	0
Healthy	2.24352	0.93205	0.14384	1.65977	0	3.79931		31.58918	25.38143	1.65977	2.24352	0	0.06569	0.5402	0.14384	3.79931	0.05022
Healthy	0.44077	0.30918	0.301	0.92561	0.06305	0.04577		89.78272	3.95109	0.92561	0.44077	0.06305	0	0.84199	0.301	0.04577	0.07867
Healthy	0.03709	0.09446	0.03032	2.70311	0.93352	0.22879		69.69771	6.7284	2.70311	0.03709	0.93352	0	2.42037	0.03032	0.22879	0
Healthy	5.30433	0.02053	6.3173	1.08141	35.66707	0.00997		0.00524	5.06807	1.08141	5.30433	35.66707	0	0	6.3173	0.00997	0
Healthy	0.18237	0.02158	0.01094	0	0.00032	0.07984		41.96014	28.37237	0	0.18237	0.00032	0	0.00867	0.01094	0.07984	0.12332
Healthy	0.14606	0.22923	0.00816	0	0	0.04008		50.03338	20.3958	0	0.14606	0	0.11436	1.29565	0.00816	0.04008	0
Healthy	0.19218	1.87851	9.01943	0	0	0.11124		51.28457	27.31611	0	0.19218	0	0	0	9.01943	0.11124	0.02134
Healthy	1.63128	0.06328	0.02866	0.96963	0	0.20647		64.45705	2.72289	0.96963	1.63128	0	0	0.01269	0.02866	0.20647	0
Healthy	1.86282	5.88432	0	1.52765	0.30193	1.97135		25.41636	21.5874	1.52765	1.86282	0.30193	0	0.13608	0	1.97135	0
D065626	0.36503	3.13344	2.26938	0.056	0.06724	0.04104		14.68545	19.28762	0.056	0.36503	0.06724	37.6102	0.02341	2.26938	0.04104	0
Healthy	0.03481	7.02442	0	20.64883	0	0		33.53843	0	20.64883	0.03481	0	0	0	0	0	0
Healthy	99.3463	0	0.12628	0	0	0		0.17184	0	0	99.3463	0	0	0	0.12628	0	0
Healthy	0.02692	0.02009	0	0.84055	0.0505	0.36006		67.5978	10.84597	0.84055	0.02692	0.0505	0	0.01843	0	0.36006	0
Healthy	0.24418	0	0	0	7.87332	0		47.86406	37.59467	0	0.24418	7.87332	1.02164	0.09064	0	0	0
Healthy	1.63876	0.18532	1.45013	0	0.02525	0.04012		18.99234	49.1509	0	1.63876	0.02525	0	0.09089	1.45013	0.04012	0
Healthy	0	0	0	0	0	0		19.00433	58.2224	0	0	0	0	0	0	0	0
Healthy	0.00837	0.0606	1.31814	0.7182	0.00167	0.12651		5.58134	59.30929	0.7182	0.00837	0.00167	0	0.05539	1.31814	0.12651	0.03468
Healthy	0	0	0	0	0	0		71.8222	21.2987	0	0	0	0	0	0	0	0
Healthy	21.5008	1.34098	3.51248	12.65467	0.0505	0.33167		21.9499	18.25151	12.65467	21.5008	0.0505	1.60422	0.13816	3.51248	0.33167	0.05991
Healthy	0.05671	0.03694	0	0	0.45911	0.31869		68.94433	2.44182	0	0.05671	0.45911	0.57539	0.02085	0	0.31869	0
Healthy	0	0	0	0	0	0.84446		64.0782	7.49474	0	0	0	0	4.98219	0	0.84446	0
Healthy	0	0	8.31317	0	0	1.09278		28.4711	11.34262	0	0	0	0	0	8.31317	1.09278	0.7533
Healthy	0	0	0.07598	0.876	0	0.24974		64.33329	14.75114	0.876	0	0	0	0.17197	0.07598	0.24974	0
Healthy	0.01989	0.17819	0.65297	1.37422	0	0.21988		45.38809	13.23618	1.37422	0.01989	0	0.10122	2.10793	0.65297	0.21988	0.00434
Healthy	3.74954	0	0	0	0	0.03156		63.45599	12.62105	0	3.74954	0	0	0.23787	0	0.03156	0
Healthy	0	0.08921	0.18071	0.7644	0	0.66573		69.81945	3.82725	0.7644	0	0	0	3.14765	0.18071	0.66573	0
Healthy	0	0	0	0	11.7478	0		69.98304	8.67648	0	0	11.7478	0.29747	0.29458	0	0	0
Healthy	0.16773	0.00651	0	0.71989	9.51592	0.38073		62.43706	13.27475	0.71989	0.16773	9.51592	1.00862	2.28186	0	0.38073	0
Healthy	0.0298	0	0	0.19183	0	0		29.76015	6.97518	0.19183	0.0298	0	22.9357	1.46997	0	0	0
Healthy	0.82726	0.02664	0.32443	0.33954	0.04518	0.89704		67.42135	0.36828	0.33954	0.82726	0.04518	0.01074	0.01762	0.32443	0.89704	0
Healthy	0	4.47468	0	4.47215	6.39375	0.51306		47.00231	18.19845	4.47215	0	6.39375	0.12582	0.66598	0	0.51306	0
Healthy	0	0.15054	0	2.23512	0	0.14939		38.03577	16.07936	2.23512	0	0	1.66704	4.86659	0	0.14939	0
Healthy	27.6154	0.95828	0.08323	6.50004	0.77266	0.97005		3.48867	14.95221	6.50004	27.6154	0.77266	1.35904	0	0.08323	0.97005	0.14273
Healthy	0	0	2.74557	0	0	0		34.634	13.98306	0	0	0	0.17148	0	2.74557	0	0
Healthy	0.36292	0.01493	0.25717	0	0	0.06912		46.3665	32.31142	0	0.36292	0	0	0	0.25717	0.06912	0.04995
Healthy	1.05364	0	0.31407	0.03173	9.05807	0.67489		54.44457	0.83181	0.03173	1.05364	9.05807	7.18822	0.29491	0.31407	0.67489	0
Healthy	0.07806	0.03325	0.00416	0.1013	0	0.0421		77.24692	0.99503	0.1013	0.07806	0	0	0.06566	0.00416	0.0421	0
Healthy	5.80849	0.66699	2.42427	0	2.1907	0		39.9439	29.1242	0	5.80849	2.1907	0	0	2.42427	0	0.24692
Healthy	13.9963	0.95351	0.14687	2.66297	0.51456	0.86277		28.4648	7.72942	2.66297	13.9963	0.51456	0.69177	0.21463	0.14687	0.86277	0.00563
Healthy	1.97889	0.71083	0.31368	8.65842	0.33042	0.00572		11.18476	0.02521	8.65842	1.97889	0.33042	0	3.72896	0.31368	0.00572	0
Healthy	0	0.46318	0	0.18874	4.49546	0.06438		68.83196	5.05781	0.18874	0	4.49546	0	5.97047	0	0.06438	0
Healthy	0	0.20593	0.15336	9.54251	2.75629	2.23933		18.48175	13.34716	9.54251	0	2.75629	0.04061	1.53753	0.15336	2.23933	0.16066
Healthy	1.47459	1.55353	0	12.25742	2.14611	0.6945		19.80125	26.86308	12.25742	1.47459	2.14611	0	0	0	0.6945	0
Healthy	0.33198	0	0.02738	0.20254	0	0.04658		89.60612	1.84236	0.20254	0.33198	0	0.89533	0.61745	0.02738	0.04658	0
Healthy	2.7942	0.045	0.02934	0	0	0		79.32634	12.19507	0	2.7942	0	0	0.08939	0.02934	0	0
Healthy	10.0015	0.13998	0	0.05957	8.9084	0.23655		64.7915	1.59126	0.05957	10.0015	8.9084	0	0.15628	0	0.23655	0
Healthy	1.38799	0	0.11963	2.3804	0.11281	0.53344		46.14072	8.07975	2.3804	1.38799	0.11281	0	1.9211	0.11963	0.53344	0
Healthy	0.28046	0.18012	0.05535	1.97195	0.11493	0.00078		74.22648	8.70872	1.97195	0.28046	0.11493	0	0.46264	0.05535	0.00078	0
Healthy	0.10108	0.26968	0.64157	1.3118	0.03702	1.43841		24.52221	39.09351	1.3118	0.10108	0.03702	2.16926	0.30777	0.64157	1.43841	0.0745
Healthy	3.66633	0	0	0	0	0.01594		62.82739	13.1076	0	3.66633	0	0	0.29907	0	0.01594	0
Healthy	0.83901	0.10506	0.15578	22.98323	1.27647	0.15821		16.25658	6.97978	22.98323	0.83901	1.27647	0.02971	0.07138	0.15578	0.15821	0.11959
Healthy	7.15652	0	0	0.0323	9.30341	0.01238		60.71918	2.41414	0.0323	7.15652	9.30341	0.69476	1.51314	0	0.01238	0
Healthy	0.6495	0.75743	0.42561	3.01538	0	0.13632		38.66583	33.17414	3.01538	0.6495	0	0	0	0.42561	0.13632	0.64746
Healthy	0.40236	0.04636	0	0.04541	2.56042	0		73.60357	1.98244	0.04541	0.40236	2.56042	0	0.02032	0	0	0
Healthy	0.06508	0.26814	4.84416	5.90147	4.49516	4.2277		22.96777	17.14042	5.90147	0.06508	4.49516	0	0.07442	4.84416	4.2277	0.24596
Healthy	9.7891	14.23795	0	11.19317	0.43653	1.27449		16.50911	12.28677	11.19317	9.7891	0.43653	2.50305	0.08838	0	1.27449	0
Healthy	17.49554	0.19981	0.02618	0.11527	1.22751	0.41828		51.20972	4.4081	0.11527	17.49554	1.22751	0.96752	0.05176	0.02618	0.41828	0
Healthy	0.25436	0.15871	0.16911	0.66193	8.2285	0.16626		24.12008	26.02062	0.66193	0.25436	8.2285	0	0.03037	0.16911	0.16626	0
Healthy	2.15515	0.70932	0.01334	0.96963	1.03152	0		47.11644	20.16807	0.96963	2.15515	1.03152	0.01451	5.9298	0.01334	0	0
Healthy	0	0	0	28.37131	0.80593	0		46.53449	0.62434	28.37131	0	0.80593	0	0	0	0	0
Healthy	0.10395	0	0.10711	1.65081	0	0.29666		49.88645	10.85923	1.65081	0.10395	0	1.4265	0.57633	0.10711	0.29666	0
Healthy	0.26632	1.59787	0.22563	3.36545	0.0047	0.21175		40.86327	16.43143	3.36545	0.26632	0.0047	0	0	0.22563	0.21175	0.00586
Healthy	0	0	0.15243	0	0	0		82.80283	11.80033	0	0	0	0	0	0.15243	0	0
Healthy	2.14707	0	0	11.68151	0	2.36626		16.93243	15.9579	11.68151	2.14707	0	0	0	0	2.36626	0
Healthy	0.01098	0.04412	0.14494	0.02335	0	0.11767		74.21552	11.43972	0.02335	0.01098	0	5.35162	0.63126	0.14494	0.11767	0.05229
Healthy	11.5426	0.17368	0	0.06144	8.09313	0.21004		66.90504	1.45453	0.06144	11.5426	8.09313	0	0.15248	0	0.21004	0
Healthy	1.50484	0.81814	1.19718	3.99045	0	1.68792		1.76094	34.3164	3.99045	1.50484	0	0	0	1.19718	1.68792	0.11784
Healthy	0.06158	0	0.03819	0.24642	7.44466	0.03848		77.53896	0.87248	0.24642	0.06158	7.44466	0.35196	0.85468	0.03819	0.03848	0
Healthy	1.66306	19.83488	4.17157	12.06113	1.98326	1.63534		7.16012	23.83988	12.06113	1.66306	1.98326	0	0.07641	4.17157	1.63534	0
Healthy	8.78375	1.05054	0	17.04909	1.28951	4.57511		20.66517	7.23867	17.04909	8.78375	1.28951	1.88655	0	0	4.57511	0
Healthy	2.05426	0.4134	0.05165	0.28458	0.03122	0.00387		41.07074	29.00089	0.28458	2.05426	0.03122	0.70036	5.79825	0.05165	0.00387	0
Healthy	0	0.1602	0	12.98484	3.84082	1.11762		27.96579	24.05722	12.98484	0	3.84082	0.0041	1.37364	0	1.11762	0.00655
Healthy	0.07433	0	0	4.23675	2.71768	0		69.93574	5.51617	4.23675	0.07433	2.71768	0.12044	0.24467	0	0	0
Healthy	0.40548	0.7066	0.12035	6.81544	3.33071	1.75348		30.96834	25.07007	6.81544	0.40548	3.33071	0.99344	0.13222	0.12035	1.75348	0.28309
Healthy	0.28069	0	0	0	0	0		53.65126	6.33741	0	0.28069	0	1.0437	7.24791	0	0	0
Healthy	0	0	0	0.2069	0	0		62.8	13.67274	0.2069	0	0	0	0.17831	0	0	0
Healthy	0	0.43515	0	0.21653	4.35983	0.05665		68.59559	4.83223	0.21653	0	4.35983	0	6.19596	0	0.05665	0
Healthy	0	0	0.0663	0	0	0.0476		63.18419	24.22755	0	0	0	0	2.98424	0.0663	0.0476	0
Healthy	0	0.29468	0.80749	2.55861	0	0		21.09517	28.10445	2.55861	0	0	0	0	0.80749	0	0
Healthy	0	0.31516	0	32.46688	2.07311	2.56499		15.95491	15.54098	32.46688	0	2.07311	0	1.21066	0	2.56499	0
Healthy	0	0	0	0	0	0		57.7349	30.3801	0	0	0	0	0	0	0	0
Healthy	0.12575	0.08695	0.89319	5.76618	2.02217	0.18821		36.7589	27.86185	5.76618	0.12575	2.02217	0	0.02934	0.89319	0.18821	0.27214
Healthy	0.18209	0.56351	0.0065	0.10876	0	0.73683		56.86951	18.19148	0.10876	0.18209	0	0	0.24758	0.0065	0.73683	0
Healthy	0.00906	0.14412	5.14037	0.08189	0.05187	0.32197		58.40417	20.76858	0.08189	0.00906	0.05187	0	1.64733	5.14037	0.32197	0
Healthy	0.72617	0.06265	0	0.64975	0.12295	0.04989		82.74286	1.53271	0.64975	0.72617	0.12295	0	0.22701	0	0.04989	0
Healthy	82.805	4.58809	0.44632	0.00739	0.92279	0		0.0113	0	0.00739	82.805	0.92279	0	0	0.44632	0	0
Healthy	0	0.53147	0.3211	3.63972	3.73288	0.97004		42.49249	18.27437	3.63972	0	3.73288	0.21708	0.94444	0.3211	0.97004	0.12234
Healthy	0	0	0.04758	0	0	0.09646		64.67929	19.2545	0	0	0	0	1.15823	0.04758	0.09646	0
Healthy	0	0.26127	0.00988	0.03068	0.05627	0.01768		66.61678	17.50598	0.03068	0	0.05627	0	0.69383	0.00988	0.01768	0.03922
Healthy	0.27603	0.05104	1.38214	0.77807	0	0		19.25327	27.96496	0.77807	0.27603	0	0	0	1.38214	0	0
Healthy	0.18035	2.59891	0.05739	65.81408	1.04081	3.84846		6.74321	0.27299	65.81408	0.18035	1.04081	2.4118	0	0.05739	3.84846	0
Healthy	0	0.5862	0	0.20776	4.61877	0.04771		69.46398	5.07182	0.20776	0	4.61877	0	5.9785	0	0.04771	0
Healthy	30.17302	1.0077	0.02807	1.15794	0.07546	0.9556		42.84926	3.18816	1.15794	30.17302	0.07546	0.59191	1.1171	0.02807	0.9556	0.03252
Healthy	0	0	0	0	0	0.42755		62.42068	16.50009	0	0	0	0	0.04775	0	0.42755	0
Healthy	0	0	0.09143	0	0	0.08662		64.45509	23.37176	0	0	0	0	3.08774	0.09143	0.08662	0
Healthy	0	0	3.02827	0	0	0		5.88306	69.55627	0	0	0	0	0	3.02827	0	0
Healthy	0.1208	0.03881	0.12452	0.72195	6.45168	0.88246		26.19194	11.35727	0.72195	0.1208	6.45168	0	1.66666	0.12452	0.88246	0.06238
Healthy	0	0.19957	0	4.01731	0	1.11129		57.48656	12.19708	4.01731	0	0	1.63701	1.01856	0	1.11129	0
Healthy	2.1448	2.29294	0	2.59621	0.75139	0.12765		32.68989	17.53426	2.59621	2.1448	0.75139	0	0.01796	0	0.12765	0.1023
Healthy	0.03912	0	0	1.94693	0	0.161		59.43163	1.61941	1.94693	0.03912	0	4.96987	0.25238	0	0.161	0
Healthy	0	0.17413	0.0345	7.05114	6.42124	0.11341		7.70073	6.40014	7.05114	0	6.42124	0	0	0.0345	0.11341	0
Healthy	0.60083	0.0456	0.40236	0.31889	0.05853	0.89028		68.41298	0.41168	0.31889	0.60083	0.05853	0.00221	0.03376	0.40236	0.89028	0
Healthy	0.07344	0.08174	0.01682	14.80964	0.20121	0.95788		43.74143	10.12739	14.80964	0.07344	0.20121	0.07655	0.35714	0.01682	0.95788	0.03708
Healthy	0	0.01691	0	1.5923	0.51624	0		19.80319	4.60121	1.5923	0	0.51624	0	0	0	0	0
Healthy	1.36942	0.51558	0	0.43292	0	0.92171		22.94598	42.80271	0.43292	1.36942	0	0	0.00462	0	0.92171	0.16096
Healthy	0	0.18812	4.52987	0.48423	6.75712	0		58.22365	23.17752	0.48423	0	6.75712	0	0	4.52987	0	0
Healthy	0.3845	0.25744	2.2781	3.93282	1.46819	0.40593		38.86294	19.29362	3.93282	0.3845	1.46819	4.6533	0.02087	2.2781	0.40593	0.00076
Healthy	10.3109	0	0.17695	0.02675	2.55874	1.45406		13.12369	1.10433	0.02675	10.3109	2.55874	43.9572	0.25265	0.17695	1.45406	0
Healthy	93.33717	0.40134	0	0.27556	0	0		0.00985	0.11079	0.27556	93.33717	0	0	0.00158	0	0	0
Healthy	0	0.00515	0.20636	5.4419	17.96113	0.70914		44.97863	4.45262	5.4419	0	17.96113	7.07682	0.25018	0.20636	0.70914	0
Healthy	0.15795	16.60397	0.01362	0.23919	4.63536	0.15658		25.14386	10.83284	0.23919	0.15795	4.63536	0	0.00356	0.01362	0.15658	0.00414
Healthy	0.35545	0.54636	2.49719	2.37697	0.01775	1.02747		35.31285	17.9189	2.37697	0.35545	0.01775	1.63248	0.32458	2.49719	1.02747	2.10565
Healthy	0.03997	0.04475	0.06304	0.41072	0.06971	0.05049		36.11413	42.31668	0.41072	0.03997	0.06971	0.00167	0	0.06304	0.05049	0
Healthy	0.18092	0.16847	0.25017	0.02763	2.86705	0		77.08866	10.69293	0.02763	0.18092	2.86705	0	0	0.25017	0	0.09696
Healthy	0.15005	0.00926	0	0.62643	0.29363	0.223		63.73873	6.58515	0.62643	0.15005	0.29363	0	1.44825	0	0.223	0
Healthy	0.12628	0	0.03591	1.15496	0	0.4799		83.6596	3.52614	1.15496	0.12628	0	0	0.34439	0.03591	0.4799	0
Healthy	0.3603	0.71023	0.0226	14.72908	0.16466	0.66037		16.99597	32.07273	14.72908	0.3603	0.16466	0	0.16782	0.0226	0.66037	0.00042
Healthy	0.0382	0.06697	2.58074	1.50978	0.0135	0.45753		16.26391	24.18858	1.50978	0.0382	0.0135	0	0.17961	2.58074	0.45753	0
Healthy	0	0	0.29062	0	0	0.61621		78.51763	4.13482	0	0	0	0	0	0.29062	0.61621	0
Healthy	0	0	0.09975	0	0	0.03955		63.59761	23.74565	0	0	0	0	3.21734	0.09975	0.03955	0
Healthy	0.09703	0	0.1009	0.07277	1.71883	0.03609		36.04103	11.5957	0.07277	0.09703	1.71883	0.02182	0	0.1009	0.03609	0
Healthy	0	2.7731	0.23356	0.09781	2.23177	0.01564		45.38754	23.7461	0.09781	0	2.23177	0.15338	0	0.23356	0.01564	0.03304
Healthy	99.3324	0	0	0.00228	0	0		0.00421	0	0.00228	99.3324	0	0	0	0	0	0
Healthy	0.55071	0.01218	0	0	0.2602	0.239		82.99465	6.29628	0	0.55071	0.2602	0	0.02982	0	0.239	0
Healthy	0.7624	0.15263	0.54942	30.34293	0.59226	0.20832		36.25359	9.17758	30.34293	0.7624	0.59226	0.14577	0.00834	0.54942	0.20832	0.15417
Healthy	0	0	0.05353	0.94641	0	0.25935		63.32827	14.61272	0.94641	0	0	0	0.16061	0.05353	0.25935	0
Healthy	0	0	4.57667	0	0	0.27293		20.864	2.98327	0	0	0	0	0	4.57667	0.27293	0
Healthy	0	0	0	0.31477	0.51805	0.20949		58.84551	6.81091	0.31477	0	0.51805	8.13114	0.35696	0	0.20949	0
Healthy	0.81014	0.04787	0.02503	0	6.50562	0.05285		66.80943	4.22041	0	0.81014	6.50562	0	0	0.02503	0.05285	0.15122
Healthy	0	0	0.36642	0.35379	6.20217	0		70.63648	4.69129	0.35379	0	6.20217	0	0.20796	0.36642	0	0
Healthy	0.52748	0.04692	0	0	2.82719	0		73.14741	1.72415	0	0.52748	2.82719	0	0.01046	0	0	0
Healthy	0.04164	0.39195	0	2.84119	0.02608	1.15313		42.19125	23.80849	2.84119	0.04164	0.02608	0.03008	3.63964	0	1.15313	0
Healthy	0.09185	0.00362	0.00047	0	0	0.1482		67.05309	5.97067	0	0.09185	0	0.56197	0.54442	0.00047	0.1482	0
Healthy	0.11803	0.02294	0.02461	0.0952	0	0.03061		77.87985	0.69477	0.0952	0.11803	0	0	0.07572	0.02461	0.03061	0
Healthy	0.19074	0.24268	0.00036	0.34483	8.19476	0		83.57456	4.99754	0.34483	0.19074	8.19476	1.37537	0	0.00036	0	0.03091
Healthy	0.35282	0.39834	7.07218	0	0	0.11416		43.23673	22.44835	0	0.35282	0	0	0	7.07218	0.11416	0
Healthy	0.15676	0.02024	0.03068	11.145	0.62685	0.08943		21.21822	22.19163	11.145	0.15676	0.62685	0	0.00571	0.03068	0.08943	0.13131
Healthy	0	0	0	3.65866	0	0		83.62879	1.35342	3.65866	0	0	0.05846	0.05599	0	0	0
Healthy	1.36281	19.59527	4.08595	11.72604	1.94683	1.46142		9.64181	22.92103	11.72604	1.36281	1.94683	0	0.07199	4.08595	1.46142	0
Healthy	0	0.58033	0.01137	0.73248	0	0.3561		15.2001	50.82137	0.73248	0	0	0	0.10204	0.01137	0.3561	0.36434
Healthy	5.28272	0.06682	0	74.24128	0.023	4.75024		6.84403	2.29972	74.24128	5.28272	0.023	0	0	0	4.75024	0.00864
Healthy	1.18181	0.06608	0	0.15337	0.01208	0.22931		64.07225	20.32889	0.15337	1.18181	0.01208	0.02786	1.37251	0	0.22931	0.00826
Healthy	0.71467	15.14235	0.21195	1.26194	6.82016	2.36591		24.68236	25.33694	1.26194	0.71467	6.82016	1.73321	0.02924	0.21195	2.36591	0.00257
Healthy	3.12897	0.2776	0.02608	0.00246	0.04092	0.00771		47.58464	9.96944	0.00246	3.12897	0.04092	0	0	0.02608	0.00771	0.29017
Healthy	0.12877	0.10548	0.03567	0.01777	0.06613	1.90207		41.69468	14.53917	0.01777	0.12877	0.06613	7.46565	0.07476	0.03567	1.90207	0.04687
Healthy	0.05275	2.77653	0.17285	0.18946	0.52446	0.00331		41.82928	31.00509	0.18946	0.05275	0.52446	0.09818	0.16469	0.17285	0.00331	0.30967
Healthy	0.12491	0.00415	0.03567	1.08547	0	0.44293		83.32758	3.40973	1.08547	0.12491	0	0	0.28935	0.03567	0.44293	0
D065626	0.78322	1.00011	0.75415	0.43912	3.93613	0.54051		27.58709	42.225	0.43912	0.78322	3.93613	0.00515	0.02185	0.75415	0.54051	0
Healthy	1.31321	0.23305	1.12563	38.26172	0.85009	0.35287		25.55658	15.06191	38.26172	1.31321	0.85009	0	0.0605	1.12563	0.35287	0.49756
Healthy	0.53268	0.73901	0	10.0008	0	0.3159		45.19073	20.85388	10.0008	0.53268	0	0	2.01035	0	0.3159	0.27633
Healthy	0	0.20564	0	6.76928	0	1.01716		35.35294	5.77072	6.76928	0	0	6.54328	0.30027	0	1.01716	0.01195
Healthy	2.24622	0.47349	0.03848	0.30703	0.04695	0.00983		40.45877	29.14473	0.30703	2.24622	0.04695	0.76858	5.82004	0.03848	0.00983	0
Healthy	0.89265	0.27132	0.06618	9.43173	0.23996	0.01306		39.76939	18.13691	9.43173	0.89265	0.23996	0.94624	0.90663	0.06618	0.01306	0.02572
Healthy	1.10372	0.90117	0.94072	0.92758	6.42822	0.03192		40.0581	12.8056	0.92758	1.10372	6.42822	2.87693	1.58452	0.94072	0.03192	0.01107
Healthy	2.90729	0.56721	0	77.81907	2.17314	0		7.38156	0	77.81907	2.90729	2.17314	0	0	0	0	0
Healthy	1.44863	0.07445	0.31	13.49806	4.13448	0		40.00541	17.67872	13.49806	1.44863	4.13448	0.05151	0.04528	0.31	0	0.37412
Healthy	0	0	0	0.04287	0	0		67.45016	12.90721	0.04287	0	0	0.11621	0	0	0	0
Healthy	0.04844	0.07384	0.04387	10.49698	0.00272	0.07108		18.93339	28.61221	10.49698	0.04844	0.00272	1.77402	0.07849	0.04387	0.07108	0.04726
Healthy	0.0546	0.68307	1.22523	0.1036	0.15995	0.19052		33.38716	13.96411	0.1036	0.0546	0.15995	0	0.09861	1.22523	0.19052	0
Healthy	1.10797	0.006	0	0.48572	0	0.01378		14.36023	21.23129	0.48572	1.10797	0	5.50325	1.41746	0	0.01378	0.00279
Healthy	0.01539	0.23414	0.72541	0.12523	0	0.05756		26.99455	52.59742	0.12523	0.01539	0	0.55641	0.15098	0.72541	0.05756	0.00373
Healthy	1.15812	0	0.68012	0.00421	0.06149	0.53123		32.13403	10.98274	0.00421	1.15812	0.06149	0	0.02629	0.68012	0.53123	0.01007
Healthy	0	0.84631	1.96761	12.15454	3.47983	0.83719		15.76133	39.77654	12.15454	0	3.47983	0.93483	0	1.96761	0.83719	0
Healthy	7.46327	1.33778	3.71166	26.17698	0.24214	0.0532		0.00116	39.62724	26.17698	7.46327	0.24214	0	0.88337	3.71166	0.0532	0.66857
Healthy	0.0274	0.67221	0	47.76658	0.15082	0.69723		21.72158	1.457	47.76658	0.0274	0.15082	0	3.89876	0	0.69723	0.00332
Healthy	0.23876	0	0.00703	0	0	0.02949		80.02181	11.18939	0	0.23876	0	0	0.15155	0.00703	0.02949	0.00384
Healthy	0.06106	0	0	0.18969	0	0		92.37086	1.72893	0.18969	0.06106	0	1.85231	0.50884	0	0	0
Healthy	0	0	6.35549	0	0.14734	0		36.46828	38.8167	0	0	0.14734	0	0	6.35549	0	0
Healthy	7.74478	0.50239	0.08378	5.35245	0.01761	1.33277		38.19224	8.44434	5.35245	7.74478	0.01761	0.71933	2.24124	0.08378	1.33277	0.07496
Healthy	87.6699	4.6561	0	6.59575	0	0		0.03814	0	6.59575	87.6699	0	0	0.04965	0	0	0
Healthy	1.01853	0.78952	0.40302	0.26711	0.05289	0.21191		45.26473	24.73501	0.26711	1.01853	0.05289	0.01764	1.83111	0.40302	0.21191	0.28323
Healthy	0	0	0	0	3.61042	0		74.29777	9.69299	0	0	3.61042	0.70276	0.01528	0	0	0
Healthy	0.16438	0.05277	0.02874	2.80319	0.03405	0.7347		36.8274	23.67886	2.80319	0.16438	0.03405	0	0.03217	0.02874	0.7347	0.0975
Healthy	0	0	0.51735	0.02023	0	0		81.72666	12.33075	0.02023	0	0	0	0	0.51735	0	0
