group	Streptococcus	Ruminococcus_B	Clostridium_Q	Longicatena	Muricomes	Eisenbergiella	Schaedlerella	Erysipelatoclostridium	Gordonibacter	Eggerthella	Prevotella	Ruminococcus_H	Barnesiella	Mediterraneibacter	Anaerobutyricum	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
Healthy	0	0.06994	0.00175	0	0.01199	0.17592	0	0	0	0	0	0	2.59458	0.53815	0	0.01727	0	0.00175	0.01199	0
Healthy	4.212	0	0	0	0	0	0	0	0	0	0.18221	0	0.76446	2.66135	1.63507	2.33099	0	0	0	0
Healthy	0	0	0	0.01167	0	0	0	0	0	0	0	1.39948	6.56083	0.06415	0	0	0.02782	0	0	0
Healthy	0.17836	0	0	0.00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.03381	0	0.23518	0.65515	0.3639	0.03288	0	0	0
Healthy	0.04265	0	0	0	0	0	0	0	0	0	31.70153	0.61886	0	0.58728	0.55686	2.71352	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.65443	5.53238	0.22647	0.02994	0.11378	0.00854	0	0	0.06558
Healthy	0.22179	0	0	0	0	0	0	0	0	0	0	0	1.19771	0.14954	0	0.0601	1.25638	0	0	0
Healthy	0.0635	0	0	0	0	0	0	0	0	0	38.7228	0	4.31896	1.16804	0.37579	0.02428	0	0	0	0
Healthy	0.04077	0.01209	0.04654	0.00314	0	0.01973	0	0	0	0	0	9.36761	0.55469	0.84296	0.53916	0.51448	0.03481	0.04654	0	0.01807
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.34553	4.53582	0	0.4838	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.89466	0	0	0	0	0	0	0	0
Healthy	0.03157	0	0	0	0.05383	0	0	0	0	0	0	0	0	0.16933	0	0.07915	0	0	0.05383	0
Healthy	0.09245	0	0	0	0	0	0	0	0	0	30.07707	0.10954	0.03714	0.0417	0.1198	0.18905	0.00163	0	0	0
Healthy	0.02228	0.03211	0	0.01233	0.04349	0	0.00759	0	0.00872	0	0	5.99635	6.62671	0.01036	0.39318	0.3428	0.03078	0	0.04349	0.00038
Healthy	0.56081	0	0	0	0	0	0	0	0	0	0	0	3.92076	0.78633	0	0.05742	0.05272	0	0	0
Healthy	0.00094	0.00083	0.17176	0.04738	0.10121	0.85684	0	0	0.1177	0.01213	0	0.00141	1.46024	0.1033	0.00918	0.01358	0	0.17176	0.10121	0.10348
Healthy	0.06652	0	0	0.00758	0.03089	0	0	0	0	0	0.04024	0.69016	2.77796	0.08041	0.00172	0.03857	0.0299	0	0.03089	0
Healthy	0.17348	0	0	0	0	0	0	0	0	0	7.18036	1.01779	0.63235	1.53239	0	0	0.00675	0	0	0
Healthy	0	0.00243	0	0	0	0	0	0	0	0	0.86964	0	0.38255	0.87752	3.92496	1.88381	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.3887	0.78488	0.76616	0.45301	1.02528	0	0	0	0
Healthy	0.20469	0.70087	0	0	0	0	0	0	0	0	0	0	18.443	0.34996	0	0	0	0	0	0
Healthy	2.49196	0.11753	0	0.04992	0.02372	0	0	0.09053	0	0.02371	0	0.46747	3.52404	0.02613	0	0.07168	0	0	0.02372	0.01351
Healthy	0.01789	0.04032	0	0	0	0	0	0	0	0	0	0	0	0.07273	0.00513	0.13124	0	0	0	0
Healthy	0	0	0.01245	0	0	0	0	0	0	0	0	2.97819	0	0.31411	0.37618	0.17071	0	0.01245	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	19.931	0	0.83797	1.76085	0.19723	0.49867	0	0	0	0
Healthy	0.00496	0.03319	0	0	0	0	0	0	0	0	29.7199	0.96455	2.68049	0.08675	0.23461	0.12181	0.00542	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.55643	0.38074	0.54932	0.17762	0.27898	0	0	0	0
Healthy	0.07839	0	0	0	0	0	0	0	0	0	0	0	0.36665	0.24319	0.48997	0.15343	0	0	0	0
Healthy	0.37432	0	0	0	0	0	0	0	0	0	0	2.48128	0	0.22123	0	0.01708	0	0	0	0
Healthy	1.63215	0.00923	0	0.00178	0	0	0	0	0	0	19.9518	0.34398	1.74754	1.45019	1.63022	0.69953	0	0	0	0
Healthy	1.53045	0.01425	0.03717	0.01396	0.03483	0	0	0	0	0	6.34482	0	0.09551	0.03383	0.49129	0.22088	0.12922	0.03717	0.03483	0
Healthy	0.16607	0.04272	0	0	0	0	0	0	0	0	67.2913	0.70969	1.14264	0.15088	0.16115	0.09217	0.00631	0	0	0
Healthy	0.00891	0.00289	0.39724	0.00348	0.00128	0.01392	0.00438	0	0.01301	0.02191	0.00663	0.01533	0	0.03536	0.08085	0.13388	0	0.39724	0.00128	0.01225
Healthy	0	0	0	0	0	0	0	0	0	0	31.6083	0	2.1258	0.09856	0.65023	0.4113	0	0	0	0
D015212	18.48104	0	0	0.13304	0.00085	0	0	0	0.11094	0.05003	0	0	0	2.44605	0.13779	1.78227	0	0	0.00085	0
Healthy	0.00411	0	0	0	0	0	0	0	0	0	0	2.59432	4.56603	2.30974	0.20109	0.23716	0.0154	0	0	0.03064
Healthy	0	0	0	0	0	0	0	0	0	0	6.93176	0.53064	3.35924	0.88013	0.16447	0.18167	0.36323	0	0	0
Healthy	0	0.00165	0	0	0	0	0	0	0	0	0	1.03109	6.44491	0.32305	0.05542	0.03178	0.22577	0	0	0.04561
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.93588	0	0.68327	1.92741	2.07818	0	0	0	0
Healthy	0.32709	0	0	0	0	0	0	0	0	0	29.1817	0	3.03843	0.32823	0.55904	0.14157	0	0	0	0
Healthy	0.0651	0.0336	0.0024	0.00038	0.00111	0	0	0	0.02039	0	0.08525	0.4904	0.49377	3.74356	0.11616	0.24383	0.00304	0.0024	0.00111	0.00176
Healthy	0.01704	0.04369	0	0.01439	0	0	0	0	0	0	0	1.41516	0.35418	3.33576	0.06917	0.25983	0.06841	0	0	0
Healthy	0.00318	0	0.0328	0.06434	0.00654	0	0.00497	0	0.01234	0.00761	0.00816	0.00739	0	0.01468	0.53605	0.26684	0.00015	0.0328	0.00654	0.05322
Healthy	0.06078	0.03987	1.42086	0	0	0	0	0	0	0	0	0	0	1.27946	0	0.06409	0.08977	1.42086	0	0
D015212	0	0	0	0	0	0	0.00262	0	0	0	0	2.46888	2.40375	0.33501	0.35385	1.48911	0.14223	0	0	0
Healthy	0.0933	0	0.17615	0	0.11522	0	0	0	0	0	0	0	2.59741	0.80994	0	0	0.10532	0.17615	0.11522	0
Healthy	0.33411	0	0	0	0	0	0	0	0	0	0	2.66971	0	0.08047	0	0.00651	0	0	0	0
Healthy	0.54497	0.63519	0	0	0	0	0	0	0	0	0	0	0.12913	2.07064	8.73143	2.33399	0	0	0	0
Healthy	0.12421	0	0	0	0	0	0	0	0	0	0	0.82433	5.77752	0.02236	0.08246	0.03981	0.1691	0	0	0
D015212	0	0.46413	0.21269	0.07492	0.02422	4.12208	0	0	0	0	0	0	0	0.01428	0	1.72377	0.00189	0.21269	0.02422	0
Healthy	0	0	0	0	0	0	0	0	0	0	43.75111	0.01002	3.27392	0.41097	0	0	0	0	0	0
Healthy	0.13277	0.21651	0.04686	0.0067	0.08574	0	0.33867	0.06273	0.00503	0.0099	5.03124	0	5.60583	0.04624	0.32651	0.84216	0.00011	0.04686	0.08574	0.02787
Healthy	0.64001	0	0	0	0	0	0	0	0	0	0	0.727	0	0.10576	0.00894	0.16452	0	0	0	0
Healthy	0.37533	0	0	0	0	0	0	0	0	0	12.9605	0.09091	1.81793	0.24264	0.47067	0.21083	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	3.06729	0.5483	1.01424	0.18477	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	7.54138	0	0.19021	1.62544	0.66643	0.00244	0	0	0
Healthy	0.03336	0.00023	0	0	0	0	0	0	0	0	37.7229	0.59576	0.62881	0.32178	0.16062	0.39148	0	0	0	0
Healthy	0.25409	0.47684	0	0	0	0	0	0	0	0	0	10.3192	1.33003	0.40512	0.81154	0.64041	0.01267	0	0	0
Healthy	0.29871	0	0.03397	0.00777	0.02645	0.31307	0	0	0	0	0	4.88617	2.00146	0.02068	0.15197	0.4452	0	0.03397	0.02645	0.02023
Healthy	2.12798	1.09775	0	0	0	0	0	0	0	0	0	19.3761	2.01463	1.06306	0.61657	1.03191	0	0	0	0
Healthy	0	0.0113	0	0.00692	0.00278	0.034	0.0023	0	0.02437	0	0	0.47046	0	0.00724	0.02032	0.03762	0.07079	0	0.00278	0.07641
Healthy	0.71998	0.00063	0	0.01247	0	0	0	0.19755	0	0	0	0	0	0.04063	0	0.00136	0	0	0	0
Healthy	0.00185	0	0.02859	0.10033	0.03076	0.05701	0	0	0.13879	0.02459	0	1.93223	0	0.00541	0	0.16476	0.00488	0.02859	0.03076	0
Healthy	0	0.12701	0	0	0.01872	0	0	0	0.01302	0	0.07071	0.01894	2.95125	2.72221	0.11949	0.18103	0.00279	0	0.01872	0
Healthy	0.01542	0	0	0	0	0	0	0	0	0	0	0	1.87868	0.2222	0	0	0.03097	0	0	0
Healthy	0.07654	0	0.152	0	0.11176	0	0	0	0	0	0	0	2.59706	0.48006	0	0	0.09536	0.152	0.11176	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.00536	0	0	2.83675	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.13732	0	0.1868	0.0108	0	0	0	0	0
Healthy	0.30473	0.00753	0.40775	0.05286	0.31525	0.47757	0.06077	0.01069	0	0.33333	0	0.03253	0	0.00723	0	0.01615	0	0.40775	0.31525	0.39772
D015212	0.30669	0.05321	0.03854	0.01167	0.01992	0.01202	0.05832	0	0.01943	0	26.8727	0	0	0.73011	1.80911	0.53241	0.00107	0.03854	0.01992	0
Healthy	2.22493	0.18909	0	0.03392	0.04165	0.0091	0	0	0.00659	0	0	0.02525	1.84949	0.01195	3.87823	0.03614	0.13296	0	0.04165	0
Healthy	0.20895	0.00476	0.47019	0	0	0	0	0	0	0	0	0	0	0.124	0.01427	0.02648	0.13412	0.47019	0	0.40108
D015212	2.72022	0.00981	0	0	0	0	0	0.34053	0	0	0	0	0	3.94484	0	0	0	0	0	0
Healthy	0	0	2.67661	0	2.60496	0	0	0	0	0	0	0	0	0.08115	0	0	0	2.67661	2.60496	0
D015212	0.24276	0.52626	0.04336	0.09372	0.04039	0.07553	0.13384	0.21924	0.10906	0.12456	0	0	0	5.22559	5.22791	5.19678	0.01692	0.04336	0.04039	0.05996
Healthy	0	0	0	0	0	0	0	0	0	0	7.76842	3.22498	0	0.14762	0.77417	0.24686	0.00219	0	0	0
D015212	0.78984	0.16997	0.1642	0	0.0065	0	0	0.03773	0	0	17.29726	0.23176	0.28116	2.138	0.5167	0.28096	0.06125	0.1642	0.0065	0
Healthy	10.15615	0.01039	0.06584	0.03073	0.06751	0.07025	0	0.18125	0	0	0.59186	0.00384	0.62805	0.28796	0.63889	8.85542	0	0.06584	0.06751	0
Healthy	0.04491	0	0	0	0.04356	0	0	0	0	0	0	0.32307	0.71892	0.06167	0	0.04875	0.01507	0	0.04356	0
Healthy	0.33934	0	0.06194	0.01716	0.01909	0.27884	0	0	0	0	0	4.64619	1.86635	0.05025	0.12591	0.42315	0	0.06194	0.01909	0.01819
Healthy	0.00805	0	0.05108	0	0	0	0	0	0	0	0	0	3.36515	0.01487	0	0	0	0.05108	0	0
Healthy	0.30983	0	0.05264	0.00457	0.0322	0.33293	0	0	0	0	0	4.51946	1.82427	0.01417	0.13666	0.37873	0.0031	0.05264	0.0322	0.02311
Healthy	0.03344	0	0	0.01087	0	0	0	0	0	0	45.2911	0.87936	0.87852	2.05475	0.41443	0.5062	0	0	0	0
Healthy	0.01599	0	0	0	0.07163	0	0	0	0	0	0	0	0	0.17735	0	0.0478	0	0	0.07163	0
Healthy	0.21766	0	0	0	0	0	0	0	0	0	6.80653	0.9655	0.60849	2.61283	0	0	0.0044	0	0	0
Healthy	1.04862	0	0	0	0	0	0	0	0	0	0	14.5722	0.22627	1.64999	2.24925	0.91584	0	0	0	0
Healthy	0.0841	0	0	0	0	0	0	0	0	0	0	4.87749	7.04598	0.99028	0.21709	0.204	0.02681	0	0	0
Healthy	0.00272	0.02133	0	0	0	0	0	0	0	0	0	0.64716	0	0.48929	0.01431	0.19748	0.03488	0	0	0
Healthy	0.10886	0.18052	0	0.0035	0	0.00363	0	0	0	0	0	5.45434	2.23447	0.01358	2.07537	0.70287	0.0059	0	0	0.01639
Healthy	0.47971	0.83021	0.08617	0.03992	0.0458	0	0	0.66528	0	0.34305	0	0.88479	0	0.04763	3.46275	0.99114	0	0.08617	0.0458	0.2014
Healthy	0.04377	0.00662	0.03505	0	0.00939	0.10731	0	0	0	0.00139	15.6857	0	0.12089	0.07308	0.21128	0.18091	0.04059	0.03505	0.00939	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.26394	0.89318	0.11234	0.32344	0.15425	0.06558	0	0	0
Healthy	0.24909	0	0	0	0	0	0	0	0	0	0	0	1.16025	0.43215	0	0.05056	1.1027	0	0	0
Healthy	0.39866	0	0	0	0	0	0	0	0	0	0	0	2.46521	0.83887	2.45169	1.59475	0.27283	0	0	0
Healthy	0.06824	0	0	0.00175	0	0	0	0	0	0	0	0.68024	4.57825	0.80533	0.05107	0.06917	0.24452	0	0	0
Healthy	0.03981	0	0	0	0	0	0	0	0	0	0	6.01356	2.43282	1.99452	0.59976	0.11981	0	0	0	0
Healthy	0.27678	0.09272	0	0	0	0	0	0	0	0	10.5304	0	0.96827	0.37843	0.08172	0.14166	0.37327	0	0	0
Healthy	0	1.62245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.65293	2.49015	0.02051	0.0452	0	0.08866	0.11777	0.28606	0	0	2.00414	0.12684	0.03312	0.18388	0.00073	0.25688	0	0.02051	0	0.02274
Healthy	0.04902	0	0.16135	0	0.1027	0.00654	0	0	0	0	0	0	2.58335	1.03404	0	0	0.09381	0.16135	0.1027	0
Healthy	0.50695	0.02448	0.13055	0.04012	0.13777	1.0379	0	0.37098	0	0.05247	0	5.76475	0	0.00206	0	0.03349	0	0.13055	0.13777	0.10158
Healthy	0	0.02113	0	0	0	0	0	0	0	0	0	0.81897	1.45276	0.05895	0	0.04779	0.07201	0	0	0
Healthy	0	0	3.13282	0	2.54923	0	0	0	0	0	0	0	0	0.05675	0	0	0	3.13282	2.54923	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.99601	0	0	0	0	0	0	0
Healthy	6.70611	0.02063	0	0.04763	0.00257	0	0.01598	0	0.00292	0.00616	0.45412	0.00939	0.941	0.5426	2.62773	2.55314	0	0	0.00257	0
Healthy	0.01772	0	0	0.01468	0	0	0	0	0.05011	0.00353	0	0.2703	0	0.03776	0.00476	0.11026	0.08807	0	0	0.04949
Healthy	0.03292	0	0	0	0	0	0	0	0	0	0	0.59858	0	0.2117	0	0.16673	0.02582	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.25089	0.9426	2.01449	0	0	0.01247	0	0	0
Healthy	0.96039	0.00013	0	0	0	0	0	0	0	0.00536	0	0	0	0	0	0	0	0	0	0
Healthy	1.69443	0	0	0	0	0	0	0	0	0	0.0234	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.07726	0	0.21321	0.01726	0.01228	0.02268	0	0	0
Healthy	0.26841	0	0	0	0	0	0	0	0	0	0	0	1.09382	0.19582	0	0.08277	1.16922	0	0	0
Healthy	0.03455	0	0	0.009	0	0	0	0	0	0	0.85338	4.68865	5.24712	3.68903	0	0.2164	0.01495	0	0	0
Healthy	0.07974	0.13757	0	0.00161	0	0	0	0	0	0	0	0	0.71991	0.12739	0.08962	0.17735	0.01081	0	0	0
Healthy	0.12836	0	0	0.00773	0	0	0	0	0	0	0	0.00103	7.24737	3.42578	0.61256	0.22904	0.05557	0	0	0
Healthy	2.10657	0	0	0.02092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.46323	0	0.27058	0	0.00562	0	0	0	0
Healthy	0	0.02587	0	0.00911	0	0	0	0	0	0	0	1.77821	0.78418	0.72603	0.17821	0.22272	0	0	0	0
Healthy	0	0	0	0	0	0.01635	0	0	0	0	0	0.67101	5.16736	2.3593	0	0	0.04993	0	0	0
Healthy	0.14813	0	0	0.00034	0	0	0	0	0	0.00266	0	2.17968	4.37539	2.25754	2.8275	0.76623	0.01132	0	0	0
D015212	0	6.25171	2.75353	1.72937	0.01831	0	0	0	0	0.04764	0	0	0	3.21747	0	7.04838	0	2.75353	0.01831	0
Healthy	3.98986	0.13357	0	0.0217	0	0.00946	0.03454	0.0398	0	0	0	20.439	2.15554	0.75451	0.88039	1.10663	0.07158	0	0	0
Healthy	0.01771	0	0	0.27278	0	0	0	0	0	0.00669	0	0	0	0	0	0	0	0	0	0
Healthy	0.35265	0	0	0	0	0	0	0	0	0	0	1.7888	0	0.22422	0	0.02445	0	0	0	0
Healthy	0.02684	8.05391	0	0.06351	0	0	0	0	0	0	0.01812	0	0	0.55994	0	0	0	0	0	0
Healthy	0	0.00689	0	0	0	0.03058	0	0	0.01839	0	0	0.50817	0	0.01241	0.02265	0.04378	0.00655	0	0	0.09948
Healthy	0.0314	0.01939	0	0	0	0	0	0.04228	0.03592	0	0.19224	0	1.47858	0.18077	15.5886	5.01227	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.30837	2.61813	0.0709	0.01731	0.0798	0.16668	0	0	0
Healthy	0.06132	0	0	0	0	0	0	0	0	0	0.07405	5.5386	3.69303	1.74565	0	0.05485	0.02693	0	0	0
Healthy	0	1.73361	0	0.29373	0	0.07375	0	0	0	0	0	0	0	0.39397	0.01685	0.19785	0.16675	0	0	0
Healthy	0.07913	0.01259	0	0	0	0	0	0	0.04389	0	6.64111	0.89397	4.92977	0.65309	0.75331	0.31249	0.05209	0	0	0
Healthy	0.01836	0	0	0	0	0	0	0	0	0	0	3.89587	2.51648	0.43321	0.58913	0.29229	0.00509	0	0	0
Healthy	0.05811	0.01291	0	0.00124	0.00107	0.00478	0.00716	0	0	0	0.00623	5.18407	1.99102	0.50935	0.77873	0.09668	0.001	0	0.00107	0
Healthy	0.35514	0	0	0	0	0	0	0	0	0	0	24.2154	0.44649	1.47605	0.11524	0.2789	0.03392	0	0	0
Healthy	1.78948	0.00928	0.01693	0.01125	0.05827	0.00521	0	0.10999	0.00545	0	0	4.14744	1.58507	0.98958	0.19564	0.25695	0.03397	0.01693	0.05827	0.09583
D015212	29.91066	1.45798	0	0.01781	0	0	0	0.21668	0	0.07023	0	0	0	0.03341	0	0.00073	0	0	0	0
Healthy	12.38081	0	0	0	0	0	0	0	0	0	0	11.0582	0	0.42037	0	0	0	0	0	0
Healthy	0.24874	0	0	0	0	0	0	0	0	0	0	0.6392	1.73873	3.82602	2.40119	1.0764	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.41317	8.27071	0.14569	0.13686	2.57833	0	0	0	0
Healthy	0.2987	0	0	0	0	0	0	0	0	0	0	10.6256	0.90946	0.98409	0.7843	0.84114	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	8.77079	0	2.36029	0.55827	0.55525	0	0	0	0
Healthy	0.20589	0	0.01151	0.15537	0.28011	0.00772	0	0	0	0.03302	0	7.96646	0	0.04311	1.01544	1.30998	0.13741	0.01151	0.28011	0.01216
Healthy	0	0	0.03351	0	0	0	0	0	0	0	0	0.08984	4.28773	1.79649	0.77114	0.51876	0	0.03351	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	11.7745	1.3198	3.77455	0	0	0	0	0	0
Healthy	0.4009	6.02574	0	0	0	0	0	0	0	0.00662	0	0	0	0.45542	0	0.01187	0.07202	0	0	0.01172
Healthy	0	0	0	0.02539	0	0	0	0	0	0	0	6.39275	0	0.58635	0.35189	0.19587	0	0	0	0
Healthy	0.01533	0.00524	0.03312	0.00431	0.0021	0.05194	0.00545	0.01823	0.0012	0	0	8.0719	0.11359	0.02775	0	1.85775	0.03582	0.03312	0.0021	0.00868
Healthy	0.00826	0.00933	0.05007	0.00178	0.01844	0	0	0	0	0	0	0.86419	11.9433	1.96283	0.17032	0.17474	0	0.05007	0.01844	0.02427
Healthy	0	0	0	0	0	0	0	0	0	0	44.72137	0	3.51255	1.31785	0	0.00392	0	0	0	0
Healthy	0.76771	0.1441	0	0.01211	0.01716	0.04845	0.00503	0.00225	0.01433	0.00362	0.06809	17.1439	3.18452	5.0251	3.23774	2.61051	0.03789	0	0.01716	0
Healthy	0.23922	0.05896	0	0	0	0	0	0	0.09447	0.02528	0	1.24158	0	0.0149	0.19471	0.34845	0.0019	0	0	0.06648
Healthy	0.11453	0	0	0	0	0	0	0	0	0	0	0.97384	5.77425	0.02132	0.07937	0.03001	0.17636	0	0	0
Healthy	0.00017	0.00138	0	0.0314	0.68531	0	0.23919	0.00477	0	0	0.00462	0	0	0.0761	0	0	0.2435	0	0.68531	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.97808	0.58312	0	0.02603	0	0	0	0
Healthy	0.23294	0	0	0	0	0.07657	0	0	0	0	3.07899	1.46036	3.39645	0.58035	0.27361	0.79216	0	0	0	0
Healthy	0.92349	0	0	0	0	0	0	0	0.2108	0	0	0	3.91048	0.02494	0.73193	0.33377	0	0	0	0
Healthy	0	1.75368	0	0.25142	0.00786	0.03453	0	0	0	0	0	0	0	0.30102	0.00288	0.22362	0.19444	0	0.00786	0
Healthy	0	0	0	0.00774	0	0	0	0	0	0	0	1.36115	6.57865	0.18138	0	0	0.02768	0	0	0
Healthy	0.1134	0	0	0.00156	0	0	0	0	0	0	0.00777	5.50899	17.6745	0.21941	0.15282	0.11573	0.00034	0	0	0
Healthy	0	0	0	0.00858	0	0	0	0	0	0	0	1.80735	0	1.89868	0.03433	0.19388	0	0	0	0
Healthy	0.00336	0	0	0	0	0	0	0	0	0	0	6.00524	5.61279	1.11351	0.54372	0.67036	0.00766	0	0	0
Healthy	0	0.00572	0	0	0	0	0	0	0	0	0	2.49284	1.21917	0.21424	0.07666	0.28402	0	0	0	0
Healthy	0.02439	0.06234	0	0.32514	0.06886	0.15607	0	0	0	0	0.24246	0	0.38159	2.4328	0.11783	0.03428	0	0	0.06886	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.10482	0.26358	0.1322	0.26012	0.61299	0	0	0	0
Healthy	0.56996	0.00996	0	0.00134	0	0	0.16405	0	0	0	0.05356	9.07225	2.62214	1.2129	0.37741	0.8676	0.00387	0	0	0
Healthy	3.23149	0	0	0.00448	0	0.00149	0	0	0	0	0.87236	3.13777	2.24022	0.0092	5.87164	1.7438	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.77962	0.13409	0.83614	1.6178	1.38872	1.34372	0	0	0	0
Healthy	0.23627	0	0	0	0	0.19054	0	0	0	0	0	0	12.8507	0.08133	0	0.02692	0	0	0	0
Healthy	0.12415	7.84122	0	0	0	0	0	0.16446	0	0.00746	0	0	0	0.2588	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	19.7553	0.89807	4.14932	4.84358	0.5801	0	0	0	0
Healthy	0	0	0.01752	0	0	0	0	0	0	0	68.7364	0	0	0	0	0	0	0.01752	0	0
D015212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02073	0	0	0	0	0	0	0	0	0	0	0.66209	3.18876	0.64909	0.12725	0.14809	0.0031	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.6976	0.80045	1.99496	0.45377	0.97432	0	0	0	0
Healthy	0.71498	0	0	0	0	0	0	0	0	0	0	0.7097	0	0.18442	0.01478	0.19733	0	0	0	0
Healthy	0.42563	0	0	0.00382	0	0	0	0	0	0	0	6.23589	0.26602	0.22226	0.79157	0.45472	0.01176	0	0	0
Healthy	0.00207	0.13189	0.03833	0.00208	0	0	0	0	0	0	0	0	0	0.03041	0	0.00152	0.01922	0.03833	0	0
Healthy	1.07361	0.09148	0.01511	0.01294	0.05572	0.18078	0	0	0	0	0.00165	2.86716	0	0.31046	0.12971	0.6606	0.01018	0.01511	0.05572	0.10549
Healthy	0.51683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.10617	0.05674	0	0.00371	0.02734	0	0.00066	0	0	0.00258	0.00068	2.22488	0	0.2463	0.02657	0.12451	0.05324	0	0.02734	0
Healthy	0.03817	0	0.01462	0.02252	0	0.03415	0.00591	0	0	0	0	2.844	9.11145	1.91484	0.00539	0.10177	0.2314	0.01462	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.28089	0	0.32947	2.04169	0.65385	0.31465	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.434	0	0.15951	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	32.94007	1.64034	1.91217	0.38882	0	0.005	0	0	0	0
Healthy	0.02097	11.546	0	0	0	0	0	0	0	0.07377	0	0	0	0.70574	0	0	0	0	0	0
Healthy	0.01317	0	0	0	0	0	0	0	0	0	0	0	0	0.6023	0	0.02684	0	0	0	0
Healthy	0.0095	0.03118	0	0	0	0	0	0	0	0	0	0.76814	1.2806	0.18324	0	0.05697	0.00235	0	0	0
Healthy	0.09111	0.01367	0	0	0	0.0078	0.09662	0	0	0.00294	0.0002	0	0.4913	0.17375	2.97411	0.64953	0	0	0	0
Healthy	0	0.06898	0	0	0	0	0	0	0	0	0.58287	0	1.97633	0.26925	0.10124	0.10942	0	0	0	0.02501
Healthy	0	0.63717	0	0.03537	0	0.02131	0	0	0	0	0	0	0	0.15591	0	0	0.1197	0	0	0
Healthy	0.00951	0.01135	0	0.0288	0	0	0.02837	0	0	0	0	0	2.71883	0.18071	0.5854	0.09024	0	0	0	0
Healthy	0	0	0.01618	0	0	0	0	0	0	0	0	0.50441	0	0.06909	0	0	0.5632	0.01618	0	0
Healthy	0.01204	0	0.01616	0.10794	0.03274	0.05235	0	0	0.17971	0.00985	0	1.88633	0	0.00531	0	0.15326	0.00813	0.01616	0.03274	0
Healthy	0.00567	0.02624	0.01293	0	0.00779	0	0	0	0	0	0.89279	0.9033	0	0.23332	0.15803	0.03007	0.0369	0.01293	0.00779	0.25282
Healthy	0	0.04117	0	0	0	0	0	0	0	0	0	0.75971	1.33607	0.11694	0	0.04209	0.00234	0	0	0
Healthy	0	0	0	0	0.02981	0.0872	0	0	0	0	2.20123	5.5304	0.24096	0.60393	0.18208	0.17776	0	0	0.02981	0
Healthy	1.23879	0.00451	0	0.02058	0.00074	0.00075	0	0	0.02207	0	2.41022	26.7035	1.03738	4.37795	1.5828	2.3716	0	0	0.00074	0.01858
Healthy	0	0	0.579	0	0	0	0	0	0	0	0	0	3.31215	0.03148	0	0	0.30887	0.579	0	0
Healthy	0.03316	0.00825	0.14373	0.13278	0.04948	0.1854	0.25781	0.00959	0.01144	0.02334	0	6.4636	11.6226	0.10676	2.3402	0.15956	0	0.14373	0.04948	0.07486
Healthy	0.09659	0	0	0.01176	0	0.02908	0	0	0	0	0.36963	1.87627	4.23688	1.98292	0.05327	0.16959	0.07183	0	0	0
Healthy	0.08462	0	0.01297	0.02724	0	0	0	0	0	0	0	2.12722	2.07828	0.13004	0.08595	0.10426	0.02854	0.01297	0	0.03812
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.27466	7.42608	0.44529	0.18755	1.00283	0	0	0	0
