group	Enterobacteriaceae	Veillonellaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Micrococcaceae		Akkermansiaceae	Burkholderiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae
Healthy	0	0	0	0	0		0.0342	0.02217	0	0	0	0.29209	0	0	0	0
Healthy	0	0.02997	0	0	0		6.8727	0.27826	0	0.66028	0	0.21257	0	0.02997	0	0.00406
Healthy	0	0	0	0.2203	0		4.64406	0	2.8795	0	0	0.79512	0.2203	0	0	0
Healthy	0	0.11518	0	0	0		9.56151	0.80723	0	0.09473	0	0	0	0.11518	0.08126	0
Healthy	0	0	0	0	0		0	0.78742	0	0.06912	0	0	0	0	0	0
Healthy	0	0	0.00166	0	0.02385		2.55549	0.16184	1.44556	0.323	0	0.00728	0	0	0	0
Healthy	0.18723	0	0.19967	0	0		0.54412	0.05448	2.37869	1.04355	0	2.5138	0	0	0	0.01406
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.12919	0	0	0	0		0.9009	0.4471	0	0.14099	0	0.12189	0	0	0	0
Healthy	0	0.44836	0	0	0		8.01092	0.67825	0	0.07156	0	0	0	0.44836	0	0
Healthy	0.41766	0	0.05442	0	0		0.12672	0	0	0.0325	0	0	0	0	0	0.00971
Healthy	0.03083	0	0.01853	0.01028	0.14898		25.364	0	0	3.06532	0.02399	0.34056	0.01028	0	0	0.34899
Healthy	0	0	0	0	0		0	5.77567	0	0.20255	0	0.05946	0	0	0	0
Healthy	4.48171	0	0	0	0		0.61933	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	3.26715	0		0	0	0	4.6502	0	1.09497	3.26715	0	0	0.08546
Healthy	8.27501	0.06387	0.03521	0.28683	0		0.91083	0.06002	0	2.73071	0	0.01137	0.28683	0.06387	0	0.05975
Healthy	0	0	0.17697	0	0		0	0	0	0.16056	0	0.15655	0	0	0	0
Healthy	0	0	0	0	0		0	0.04111	0	0	0	0.98274	0	0	0	0
Healthy	0	0	0	0	0		0	0.61599	0	0.01917	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	5.83703	0	0	0	0	0	0	0.06032	0
Healthy	0	0	0	0	0		0	0	0	0	0	0.5321	0	0	0	0
Healthy	0	0	0	0	0		0	0.31645	0	0	0	0	0	0	0	0
Healthy	0.17021	0	0	0	0		2.21026	0	0	0.49719	0	0	0	0	0	0
Healthy	45.03151	0.30991	0.02118	0	0.00445		0	0	0	0	0	0	0	0.30991	0.00321	0.26245
Healthy	0.68284	0.03547	0	0	0		2.37923	0.50081	1.84641	0.47139	0	2.65722	0	0.03547	0.10383	1.70888
Healthy	0.02209	0.11725	0	1.29726	0.00364		0	2.19051	0	1.24513	9.63495	0.34474	1.29726	0.11725	1.94823	0.49571
Healthy	0	0	0	0	0		0	4.64575	0	0.11045	0	0.00884	0	0	0	0
Healthy	0.43979	0.02114	0	0	0		0	0.13692	0	0.13106	0	0.03436	0	0.02114	0	0
Healthy	5.0395	0	0	0	0		0.08234	0.66418	0	0.04826	0	0.04797	0	0	0	0
Healthy	1.99531	0	0	0	0		0	0	3.36441	0	0	0.69215	0	0	0	0
Healthy	2.47232	0	0	0.00485	0		0	0.08873	0	0	0	0	0.00485	0	0	0
Healthy	0	0	0	12.5676	0		0	0	0	0	0	0	12.5676	0	0	0
Healthy	0	0	0	0	0		0	0.01848	0	0	0	0.83493	0	0	0	0
Healthy	2.17496	0	0	0	0		0	0.3271	0	0	0	0	0	0	0	0
Healthy	1.18723	0	0	0	0		8.50569	5.04539	1.41113	0	0.86025	0	0	0	0	0
Healthy	0.00577	0	0	0	0		0	0.88791	0	7.78492	0	0.90112	0	0	0	0
Healthy	0.06196	0.11339	0	0.75555	0		0	0.07608	0	0.02733	0.00097	0.59434	0.75555	0.11339	0	0.08272
Healthy	0.03069	0	0.25467	0	0		0.00129	0	0.00183	1.61799	1.60125	16.2285	0	0	0	0.39658
Healthy	0	0	0	0	0		0	0	0	0	0	2.59549	0	0	0	0
Healthy	0.01371	0.0027	0	0.00641	0		0.06377	0.0005	0.62413	1.15934	0	0.00164	0.00641	0.0027	0.00347	0.01809
Healthy	0.50132	0	0	0	0		0.15749	0.02994	0	0.68469	0.03553	0.54908	0	0	0	0
Healthy	0.26005	0.00213	0	0	0.00929		0	0.43407	0	0.77118	0.01128	0.03476	0	0.00213	0.01633	0
Healthy	0	0.00187	0	0	0		0.25248	0.0461	0.25198	0.014	0	0.01318	0	0.00187	0.19619	0.04762
Healthy	13.8958	0	0.29227	0	0.13362		0	0	0.19386	0.10698	1.92812	0.21221	0	0	0.19436	0
Healthy	0	0	0	0	0		0.87606	2.37415	0.66909	0	0.92657	0.02329	0	0	0.40445	0
Healthy	0.02936	0.00338	0	0	0		0.53268	0.0153	0	0.39782	0	0	0	0.00338	0	0
Healthy	0.01164	0	0.02298	0	0		0	0.21502	0	0	0	0.10979	0	0	0	0.03406
Healthy	16.2704	0	0	0	0		0.86713	0.46924	0	4.77566	0	0.02316	0	0	0	0.0391
Healthy	0	0	0	0	0		0.55589	0.02542	0	0.12177	0	0	0	0	0.0433	0
Healthy	0	0	0	0	0		0	0.12438	0	0.07603	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	1.02364	0.50272	0	0	0.28994	0	0	0	0
Healthy	0.01872	0	4.08856	0.03926	0.00078		0	0	0	3.61486	0	0.01813	0.03926	0	0	0
Healthy	0	0	0	0	0		0	0.6107	0	2.30781	0	0.95378	0	0	0.00707	0
Healthy	7.91574	0.07587	0.03691	0	0		0.74258	0.3805	0	0.16538	0	0.05901	0	0.07587	0.02686	0
Healthy	0.03688	0	1.70245	0	0		0	0.16257	0	3.32267	0	0	0	0	0	0.06087
Healthy	0.28043	0	0	1.88483	0		0.17318	0	0.66186	0	3.80964	0.5174	1.88483	0	0.3596	1.32887
Healthy	0	0	0	0.16646	0		0	0.53043	0	0	0	0	0.16646	0	0	0
Healthy	0	0.00964	0.00333	0	0		0.05104	0.24973	0	0.12332	0	0.0586	0	0.00964	0	0.01624
Healthy	0	0	0	0	0		0	0.03996	0	0.31131	0	0.06749	0	0	0	0.00792
Healthy	0	0.02365	0	0	0		0.38007	0.03241	0	0.04008	0	0	0	0.02365	0.16291	0.48636
Healthy	0.38074	0.59052	0	0.03459	0		0.98081	0.30719	0	9.00992	0	0.09045	0.03459	0.59052	0.03351	0.50904
Healthy	15.35453	0.86377	0.00245	0.01593	0.005		0.48728	0.01705	0	0.08591	0	0.18526	0.01593	0.86377	3.59088	0.01158
Healthy	0.00738	0.38637	0	0	0		0	0.03807	0	0	0	0.02452	0	0.38637	0.12229	0
Healthy	0.09251	0	0	0	0		0	0.05845	0	0.06085	0	0.03772	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0.50147	0	0	0	0
Healthy	0	0	0	0.00625	0		3.60839	0.66954	0	0.1756	0	0	0.00625	0	0.0041	0
Healthy	0	0	0	0.05727	0		0	0.04462	0	0	0.1586	0.56837	0.05727	0	0	0.01672
Healthy	0.18701	0	0	0	0		0	0	0	1.83456	0	0	0	0	0	0
Healthy	0.09698	0	0	0	0		0.47557	0	0	1.15088	0.02188	0.71548	0	0	0	0
Healthy	0	0.12008	0	0	0		0	0	0	0	0	0	0	0.12008	0	0.01617
Healthy	0.41381	0.03902	0.14357	0.02654	0		0	0	0	0.80463	0	0.2107	0.02654	0.03902	0.22525	0.32284
Healthy	0	0.63154	0	0	0		0.59724	0.2618	1.03233	0	0	0	0	0.63154	0	0
Healthy	10.2031	0	0	0	0		43.7613	0.28678	0	1.25369	0	0.16405	0	0	0	0
Healthy	0	0.04235	0	0	0		0	7.80803	0	0.18531	0	0	0	0.04235	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00725	0.03587	0	0	0		0	0	0	0.0329	0	0	0	0.03587	0.09349	0
Healthy	0.84904	0	0	0	0		0	0	0	0.51061	0	0.02649	0	0	0	0.01
Healthy	0	0	0	0.11243	0		0	2.95052	0.00796	0.5799	0	0.04519	0.11243	0	0	0
Healthy	5.26417	0.00346	0	0	0		0	0.03528	0.72247	0.19488	0	0.82942	0	0.00346	0.12275	0.24465
Healthy	0.06415	0	0	0	0		0	3.09817	0	0	0	0.04312	0	0	0	0.35414
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0172	0	0	0		0.56457	0.01767	0	0.09998	0	0	0	0.0172	0.04241	0
Healthy	0	0.43235	0	0	0		8.47837	0.36389	0	0.07908	0	0	0	0.43235	0	0
Healthy	0	0.07503	0	0	0		0	0.00636	0	0	0	0.21428	0	0.07503	0.00216	0.09271
Healthy	0	0	0	0	0		4.66528	0.16484	0.23364	0.1158	0	0	0	0	0	0
Healthy	9.59962	0	7.48365	0	0		0	0	4.61479	7.02053	0	4.21269	0	0	0	0
Healthy	8.06911	0.02412	0.20931	0	0.02838		0	0.00115	0	0.12133	0	0.12519	0	0.02412	0.15665	0
Healthy	28.41585	0.48352	1.13501	0	0.00697		0	1.53805	0	0.80474	0	0.00184	0	0.48352	0.2504	0.05371
Healthy	0	0.10178	0	0	0		0	0.0207	0	0.38233	0	0.91548	0	0.10178	0.45335	1.39548
Healthy	0	0	0	0	0		0	5.81992	0	0.26261	0	0.06761	0	0	0	0
Healthy	3.76517	0	0.00571	0	0		0	0.22149	0	0.12712	0	0.06892	0	0	0	0
Healthy	0	0	0	0	0		0.63691	0.02705	0	0	0	0	0	0	0	0
Healthy	4.56367	4.80996	0	0.09411	0		0	0	0	2.0283	0	0.03472	0.09411	4.80996	0.1101	0
Healthy	0.07914	0	0	0	0		0	0.24664	0	0	0	0.02006	0	0	0	0
Healthy	0	0	0	0	0		0	0.05222	0	0.17451	0	0.15466	0	0	0	0.0244
Healthy	0.83626	0	0	0	0		0.0078	0.03938	0	0.86375	0.03371	0.38297	0	0	0	0
Healthy	26.9709	0.4438	0	0	0.03541		0	0	0	0	0	0	0	0.4438	0.02165	0
Healthy	0	0	0	0	0		12.906	0.03187	1.69349	0.2013	0	1.92613	0	0	0	0.07713
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.24872	0	0	0	0		5.60774	0.02842	0	3.27579	0	0.12324	0	0	0	0.51059
Healthy	0.36064	0.27882	0	0	0		0.4519	2.56783	0.16007	0.21914	0	2.12	0	0.27882	0.25094	0
Healthy	0.01889	0	0	0	0		0	0.16644	0	0	0	0.04162	0	0	0	0
Healthy	0	0	1.54188	0	0		3.80362	0	10.4943	3.13799	0	0	0	0	0	0
Healthy	0.03122	0	0	0.09745	0		0	0	0.11602	0.64187	0.11516	0.20077	0.09745	0	0	0
Healthy	0	0.49089	0.05192	0	0		0.01069	0.05057	0	0	0	0.02104	0	0.49089	0.03119	0.68221
Healthy	0.28324	0	0	0	0		0.13985	0.00365	0	0.56127	0.04368	0.36671	0	0	0	0
Healthy	0	0	0	0	0		0.0269	0.05758	0.15359	0.65908	0	0.32485	0	0	0	0
Healthy	1.91893	0.32975	0	0	0.01601		0	0	0	0	0	0	0	0.32975	0.02662	0.0852
Healthy	0	1.09042	0	0	0		0	0	0	0	0	0	0	1.09042	0.14953	0
Healthy	0.02636	0.48802	0	0	0		8.491	0.36592	0	0.08076	0	0	0	0.48802	0	0
Healthy	0.02664	0.23548	0	0	0		0	0.23028	0	0.1319	0	0.10208	0	0.23548	0.00379	0
Healthy	0	0	0	0	0		1.38974	1.8944	0.44728	0.32988	0	1.16992	0	0	0	0
Healthy	0.3495	0.0177	0.06618	0	0.00168		0.72584	1.32578	0	0.63567	0	0.0067	0	0.0177	0.0348	0.04977
Healthy	0.06543	0	0	0	0		1.84295	0.51879	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09641	0.00035	0	0.0349	0		0	1.82918	0	0.11737	0	0.00806	0.0349	0.00035	0.01227	0
Healthy	0.03075	0	1.73204	0	0		0	0.2255	0	1.87844	0	0.05254	0	0	0	0.04428
Healthy	9.70979	0	0	0	0		0.96622	0	0	0	0.03091	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0.25808	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	5.847	0	0	0	0	0	0	0	0
Healthy	2.05871	0	0	0	0		0	0.2724	0	0	0	0	0	0	0	0
Healthy	0	0.2423	0	0	0		0	1.25736	0	0	0	0	0	0.2423	2.79337	0
Healthy	0	0.02096	0	0	0		7.23898	0.33006	0	0.69645	0	0.17432	0	0.02096	0	0.00247
Healthy	0.15188	0	0	0.18269	0		3.62249	0.1611	0	3.65264	0	0.03599	0.18269	0	0	0.23583
Healthy	0.05784	0.04798	0	0	0		0	0.92493	0	0.61646	0	0.07931	0	0.04798	0.07919	0
Healthy	0	0.47645	0	0	0		8.73029	0.43745	0	0.09219	0	0	0	0.47645	0	0
Healthy	0	0.10177	0	0	0		9.35753	0.78385	0	0.0746	0	0	0	0.10177	0.16357	0
Healthy	0	0	0	0	0		0	1.44768	0	0.05195	3.8111	0.56373	0	0	0	0
Healthy	0	0	0	0	0		0	0.07346	0	0.19754	0	0.38037	0	0	0.37776	0.41354
Healthy	0	0	0	0	0		0.58083	0.03051	0.01859	0.4302	0	0	0	0	0	0
Healthy	0	0	0	0	0		5.17575	0	0	0	0	0	0	0	0	0
Healthy	0.03928	0	0	0	0		1.68633	0.49193	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.4584	0	0.12975	0	0.03199	0	0	0	0
Healthy	0	0	0	0	0		0	0.22682	0	0.63318	0	0	0	0	0	0
Healthy	0.10767	0	0	0	0		0.01569	0.01539	11.0253	0	0	0.18695	0	0	0	0.03164
Healthy	0	0	0	0	0		0	0	0	0	0	18.7223	0	0	0	0
Healthy	0.71518	0	0	0	0		0	0	0	0.0568	0	0.00089	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0.57617	0	0	0	0
Healthy	0.02922	0	0	0	0		0	0.10444	0.07354	0.36055	0	0.01675	0	0	0	0
Healthy	0	0	0	0	0		0.31727	0.06503	0	0	0	0.2908	0	0	2.18129	0.55546
Healthy	3.51716	0	0.24471	0	0		0	0	0	0	0	0	0	0	0	0.45677
Healthy	0	0.20333	0	0	0		0.37515	0.11171	0	0	0	0.35127	0	0.20333	1.80386	0.39572
Healthy	0	0	0	0	0		0	0.25438	0	1.17839	0	0	0	0	0	0
Healthy	0	0	0	0	0		0	0.00285	0	0.22583	0	0.62956	0	0	0.44198	0.33437
Healthy	6.69974	0.07495	0.99162	0.02399	0		0.00852	0.07041	2.77246	0	0	0.27787	0.02399	0.07495	0.01693	0.02746
Healthy	0	0	0.0088	0	0		0.36339	1.79976	0.60507	0.30054	0.00793	0	0	0	0	0
Healthy	0.08323	0.00154	0	0	0		0	0.24361	0	0.02796	0	0.08648	0	0.00154	0.12177	0
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		0.02043	0.01848	0.08089	0	0	0	0	0	0	0
Healthy	0	0.03503	0	0	0		0.72342	5.88855	0	0	0.83085	0.06127	0	0.03503	2.25848	0
Healthy	25.34109	0.04465	0	1.18019	0.01846		0	0.00571	0	0	0	0	1.18019	0.04465	0.05734	0
Healthy	0.01506	0	0	0	0		0	1.24613	0	0.09088	0	0.01816	0	0	0	0
Healthy	0.94979	0.10856	0	0.03129	0.00215		0	1.06212	0	0	0	0.0065	0.03129	0.10856	3.57946	0.10798
Healthy	0	0	0	0	0		0.04873	0	0	0.18077	0	0.33429	0	0	0	0
Healthy	0.14888	0.18089	0	0	0		1.81304	0	0	0	0	0	0	0.18089	0	0.02139
Healthy	8.87264	0	0	0	0		1.73198	0.03018	0	4.43116	0	0	0	0	0	0
Healthy	0.09786	0.03576	0	0	0		0	1.42157	0.16611	0.14758	0	0	0	0.03576	0.01437	0
Healthy	0	0	0	0	0		0	0	0	1.28438	0	0	0	0	0.00658	0
Healthy	4.18333	12.98173	0	0	0.00947		0	3.31946	0	0	0	0	0	12.98173	0.96	0
Healthy	16.23497	0.19313	1.31815	0	0.08407		0	0	0	0	0	0	0	0.19313	0.15382	0
Healthy	0.50123	0.00845	0	0	0		8.67123	0.18461	0	0.12738	0	0.2822	0	0.00845	0.08252	0
Healthy	6.14603	0.05076	0	0.0028	0.07728		0.01384	0.03574	0	0.26656	0	0.2754	0.0028	0.05076	3.31656	0.08487
Healthy	0	0	0	0	0		0	0	0	0.0291	0	0.234	0	0	0	0
Healthy	0	1.0236	0	0	0		0.02611	5.80997	0	0	3.30663	0.00547	0	1.0236	1.97625	0
Healthy	11.5007	0.01755	0.02027	0.00063	0		0.50025	0	0	0.08172	0	0.00475	0.00063	0.01755	0.00161	0.05004
Healthy	0.05788	0.48753	0	0	0		0.02337	0	0	0	0	0.13958	0	0.48753	0.03077	0
Healthy	0.09064	0	0.02373	0	0		0	0.69684	0	0.12922	0	0.06866	0	0	0.00882	0.00135
Healthy	0	0	0	2.59767	0		0	0	0	0	0	0	2.59767	0	0	0
Healthy	0	0.00238	0.79487	0	0.00053		0.73449	0.00569	2.84299	0	0	1.27444	0	0.00238	0.00468	0.00368
Healthy	0.05959	0.00326	0.0058	0.22669	0		0.7407	3.63815	0	0.06874	3.26985	0.21642	0.22669	0.00326	0.06984	0.02252
Healthy	0	0.16431	0	0	0		0	1.47692	0.0389	0.02416	0	0.30253	0	0.16431	0.00259	0
Healthy	0.08071	0	0	0	0		0	0	0	0.23099	0	0.00307	0	0	0	0
Healthy	0.23194	0.20172	0	0	0		0	0.00931	0	0	0	0	0	0.20172	0.2101	0
Healthy	0	0	0	0.00157	0		3.40051	0.68178	0	0.1519	0	0	0.00157	0	0.01899	0
Healthy	0	0	0	0	0		0	1.77405	0	1.54323	0	0	0	0	0	0
Healthy	0.00955	0.16515	0	0	0		0	0.00245	0.2742	0	0	0.01986	0	0.16515	0.22353	2.09521
Healthy	6.24748	0.12332	6.3413	0	0.03973		0	0.05167	0	2.94923	0	0.01727	0	0.12332	0.02748	0.01292
Healthy	0.09183	0	0	0	0		0	0.12511	0	0	0	0.01797	0	0	0	0
Healthy	11.2822	0.9606	0	0	0		0	0.16553	0	0.2625	0	0	0	0.9606	0	0
Healthy	0	0	0	0	0		0.10729	0.71922	0	0.28129	0	0.4066	0	0	0	0
Healthy	2.42325	0.44858	0	0.01819	0.01678		1.45026	0.05858	0	0	0	0.00569	0.01819	0.44858	0.2682	0.01137
Healthy	7.49172	0.00091	0	0	0		0	0.64903	0	1.19395	0	0.04771	0	0.00091	0	0.28178
Healthy	0.98013	0	0	0	0		0	0.12703	0	0.03182	0	0	0	0	0	0
Healthy	1.71155	0	0.22433	0.84243	0		11.1928	0	34.3352	2.37112	0	0.43446	0.84243	0	0	0
Healthy	0	0	0	0	0		0.52291	0.02848	0	0.08957	0	0	0	0	0.03438	0
Healthy	4.02996	0	0	0	0		0.63238	0	0	0	0	0	0	0	0	0
Healthy	0.12626	0.38803	0	16.1044	0.01457		0	0	0.02309	2.97445	1.75429	13.04817	16.1044	0.38803	0.0293	1.46753
Healthy	0	0	0	0	0		0	0.0857	0	0.35519	0	0	0	0	0	0
Healthy	0	0	0	0	0		2.23188	0	4.08398	0.81854	0	0.11023	0	0	0	0
Healthy	0	0.07183	0	0	0		0.20289	0	0.10373	0.00616	1.74194	0.06925	0	0.07183	0	0
Healthy	0	0	0	0	0		0	6.77028	0	1.59662	0	0	0	0	0	0
Healthy	0	0	0	0	0		10.3157	0.0978	0	0.27203	0.91565	0.02098	0	0	0	0
Healthy	0.29978	0	0.00047	1.33027	0		1.66108	0.0282	0.08327	0.27491	0	0.01895	1.33027	0	0	0.0268
Healthy	0	0	0.60352	0.0358	0		0	0.07012	0.32392	3.51929	3.32132	0.59453	0.0358	0	0	0
Healthy	18.39899	2.27101	0	0.02138	0.00249		0	0	0	0	0	0	0.02138	2.27101	0.24285	0.07301
Healthy	0.03062	0.0064	0	0	0		2.39427	0.55683	5.1127	1.24209	0	2.93878	0	0.0064	0.78739	2.73464
Healthy	0.20213	1.01189	0	0	0		0	0.06155	0	0.19204	0	0.08081	0	1.01189	0	0
Healthy	0.06729	0.5659	0	0	0		0	2.81607	0	0.25581	0	0.06508	0	0.5659	0.59859	0
Healthy	1.07314	0.78923	0	0	0		0	0	0	0	0	0	0	0.78923	0	0
Healthy	0.10276	0	0	0	0		0	0.21042	0	0.01454	0	0.10796	0	0	0.11836	0
Healthy	1.61878	0.07623	0	1.22191	0		0	0.48271	0	0.07684	0	0.1093	1.22191	0.07623	0.27985	0.37755
Healthy	0	0	0	0	0		0	3.60235	0	0.65287	0	0	0	0	0	0
Healthy	0.07068	0.04831	0.00155	1.23481	0		0.14329	0.48497	0	0	8.59216	0.00115	1.23481	0.04831	0.04681	0.14768
Healthy	0	0.98217	0	0	0		0.04339	0	2.31989	0	0	0	0	0.98217	0	0
Healthy	1.79092	0	0	0	0		0	0	6.52913	1.49492	0.19912	1.11688	0	0	0	0.12733
Healthy	1.30555	6.1076	0	0.4564	0.02382		0	0.07865	0	0.0024	0	0.07358	0.4564	6.1076	0	1.24539
Healthy	0.45895	0.00278	0	9.45229	0.02897		1.20433	0.00055	0.12082	0.09755	0.16018	0.43299	9.45229	0.00278	0.00713	0
Healthy	0	0	0	0	0		0.05364	0.06985	0.62816	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		6.58769	7.4715	0.83191	0	1.24378	0	0	0	0	0
Healthy	0	0	0	0	0		0.76941	0	0	0	0	0	0	0	0	0
Healthy	11.3428	0.7327	0	0	0		0	0.1515	0	0.27514	0	0	0	0.7327	0	0
Healthy	0	0.09682	0	0	0		9.33329	0.76517	0	0.06231	0	0	0	0.09682	0.12742	0
Healthy	0.13743	0.00148	0	0	0		0	0.21268	0	0.02717	0	0.13227	0	0.00148	0.11333	0
Healthy	13.6644	0.0032	0.14706	0.03042	0.22427		0	0	0.19887	0.21335	2.18784	0.20368	0.03042	0.0032	0.47792	0.00386
Healthy	0	0	0	0	0		1.03178	0.13758	0	0	0	0	0	0	0	0
Healthy	10.1159	0	0	0	0		44.6326	0.25763	0	1.29681	0	0.14476	0	0	0	0
Healthy	0	0	0	0	0		0.38083	0	0	0	0	0	0	0	0	0
Healthy	0.02887	0	0.00845	0	0.00101		15.2597	4.33996	0	0.22777	0	0	0	0	0	0
D012778	12.3999	1.61752	0	0.51971	0		4.33499	0	0	3.33475	0	5.91198	0.51971	1.61752	0	0.01442
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.06296	0.03007	0	0	0		0.45974	0.00922	0	0.33733	0	0	0	0.03007	0	0
Healthy	0	0.0866	0.00051	0.3996	0		0.04467	0.16178	0	0.04938	0	0.79117	0.3996	0.0866	0.02237	0
Healthy	0	0.08364	0	0	0		0	11.9332	0	0.31056	0	0	0	0.08364	0	0
Healthy	0.14117	0	0	0	0		1.69454	0.57985	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0		5.62796	0	13.2125	0.73858	1.13093	0.5092	0	0	0	0
Healthy	0.20678	0.19478	0	0	0		1.57657	0	0	0	0	0	0	0.19478	0	0.01809
Healthy	0	0	0	0	0		0	0.16963	0	0.21844	0	0.07477	0	0	0	0
Healthy	0.02024	0	0.18041	0	0		0.11353	0.15257	0.05673	0	0	0.15665	0	0	0.03739	0.31973
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09344	0	0	0	0		0	0.35009	0	0	0	0	0	0	0	0
Healthy	15.31442	0.01028	0	0.10525	0.06149		4.77566	0.05901	0	0.28847	0.01981	0.81405	0.10525	0.01028	0.00806	0.01515
Healthy	7.91464	0.06107	0	0	0.00307		1.92236	0.01212	0	0.31012	0	0.03696	0	0.06107	0	0.02661
Healthy	8.6462	0	0	2.35879	0		0	0	1.9555	0.60611	29.6499	3.73658	2.35879	0	0	0
Healthy	4.89526	0	0.13567	0.84044	0		0.09491	0.10448	0	0.96615	0	0.00242	0.84044	0	0	0
Healthy	0	0	0	0	0		6.17366	9.76123	0.88045	0	1.53035	0	0	0	0.04102	0
Healthy	0	0.59763	0	0	0		0	0.02345	0	0.02513	0	0.54554	0	0.59763	2.25021	1.08055
Healthy	0	0	0	0	0		3.68362	0.77778	0	0.17629	0	0	0	0	0.00422	0
Healthy	0.06894	0	0	0.53348	0		0	0.04178	0.03306	0.16904	0	0	0.53348	0	0	0
Healthy	20.7052	0	0.03427	0	0		0	1.06732	0	0.0302	0	0.01923	0	0	0	0
Healthy	0	0	0	0	0		0	8.06826	0	0	3.86161	0	0	0	0	0
Healthy	0	0	0	0	0		23.1424	0	2.15254	0.39232	2.43063	0.20651	0	0	0	0
Healthy	0.05832	0	0	0	0		0	0.10853	0	0	0	0.02401	0	0	0	0
Healthy	4.70043	0	0.15894	0.34947	0.0121		0	2.35075	0	0	0	0.14979	0.34947	0	0.14316	0.24962
Healthy	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01467	0.01475	0	0		0.72725	0.0108	0.11142	0.76737	0	0.81448	0	0.01467	0	0.00065
Healthy	0	0	0	0	0		0	0.14668	0	0	0	0	0	0	0	0
Healthy	0.06217	0	0	0	0		0.12882	0.21793	0.04975	0	0	0	0	0	0	0
Healthy	0.0408	0.77588	0	0	0		0.13909	2.10293	0.20292	0.29408	0	0.00357	0	0.77588	0.1304	0.08325
Healthy	0	0.00201	0	0	0		0	0	0.40605	1.41441	14.136	4.32223	0	0.00201	0.02185	0.04485
Healthy	0	0	0	0	0		0	0	0	0.07916	0	0.59226	0	0	0.90979	0.14779
Healthy	1.03983	0.05705	0.00091	0	0		0.5139	0.32356	0.42949	0.08258	0	0.00227	0	0.05705	0.09477	0.05107
Healthy	0	0	0	0	0		0	3.06576	0	0.05015	0	0.10872	0	0	0	0
Healthy	0.01464	0.03517	0.10776	0	0.00028		0.046	0.15684	0.52483	0.49501	0	1.66805	0	0.03517	0.07191	0.00429
Healthy	0.08398	0.00145	0	0	0		2.40833	0.13717	0.46669	0.8321	0	0.06119	0	0.00145	0	0.16095
Healthy	0	0.0159	0	0	0		0.73311	0.05694	0	0.14072	0	0.77041	0	0.0159	0.14308	0.20321
Healthy	0	0.00973	0	0	0		0.34501	0.0242	0	0.00528	0	0	0	0.00973	0.14398	0.31187
Healthy	0.00258	0	0	0	0		1.73687	0.1847	2.24353	0.18702	0	0.00437	0	0	0	0
Healthy	0.02073	0.01493	0.00547	0	0		0	0	0	0.38046	0	0.14615	0	0.01493	0.00901	0
D012778	74.6146	0.02535	0	0.00331	0		0	0	0	0	0	0.00399	0.00331	0.02535	0.02415	0
Healthy	0.03258	0	0.01966	0	0		15.0409	4.28902	0	0.23925	0	0	0	0	0	0
Healthy	1.57685	0	0	0	0		0	0	4.40276	2.9525	0	0.46942	0	0	0	0
Healthy	4.39963	0	0	0	0		0.85646	0	0	0.14717	0	0.0042	0	0	0	0
Healthy	0	0	0	0	0		0.07304	0.12471	0	0	0	0	0	0	0	0
Healthy	0	0.02784	0	0	0		0	0.44661	0	0.03286	0	0.94829	0	0.02784	0.05596	0
Healthy	0	0	0	0	0		0	0.1558	0	0.256	0	0.08738	0	0	0	0
Healthy	0.845	0.01333	0	0	0		1.02859	1.79597	0	0.04534	0	0.0094	0	0.01333	0	0
Healthy	0	0	0	0	0		0	0.17127	0	0.23948	0	0.07152	0	0	0	0
Healthy	0	0	0	0	0		0	0	0	0	0	0.53864	0	0	0	0
