group	Phytobacter_ursingii	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Ruminococcus_B_gnavus	Clostridium_A_leptum	Streptococcus_thermophilus	Streptococcus_sp004166885	Rothia_sp001808955	Eggerthella_lenta	Longicatena_innocuum	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Streptococcus_sp001556435	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Ruminococcus_C_callidus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0.0524	0.00336	0.00646	0	0	0	0	0	0	0.4217	0.34081	0.0524	0.00107	0.18109	0.00088	0.01165	0.203	0	0
Healthy	0.27603	0.00525	0.04579	0.0719	0.50152	0	0	0	0	0.12372	0.73469	1.59342	0.00525	0	0.38576	0	0.24363	0.02572	0	0
Healthy	0.18035	0	0.26147	0.02625	0	0	0	0	0	0	0	0	0	0	0.05764	0	0	0	0	0
Healthy	0	0	0	0	0	0.5862	0	0	0	0	0	0.05675	0	0	0	0	0	0	0	0
Healthy	29.6986	0.18345	0.04732	0.00052	0.02334	0.66883	0	0.00705	0.00217	0.00915	0.05383	0.25197	0.18345	0	0.00829	0	0.05808	1.44574	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.02095	0.32931	0	0	0.06912	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00319	0.10959	0	0	0.03545	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.01815	0	0	0.01621	0	0	0	0	0
Healthy	0.1208	0	0	0.01392	0.12017	0	0	0	0	0.00515	0.17447	1.20335	0	1.33987	0.17737	0	0.2059	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.45656	0.47525	0	0	0.05849	0	0	0	0	0
Healthy	0	1.68013	0.51196	0	0	0	0.01808	0.0038	0	0	0.53258	0.11634	1.68013	0.00144	0.16119	0.36451	0.09348	0.02274	0.02092	0
Healthy	0.03912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.13593	0.0382	0.00509	0.08848	0	0	0	0	0.00143	0.40036	0.50148	0.13593	0	1.50612	0	1.56047	0	0	0
Healthy	0.60083	0	0.02557	0	0	0	0	0	0	0.00939	0.00493	0.07045	0	0	0.0234	0	0	0.16315	0	0
Healthy	0.05911	0.08174	0	0.00294	0.10955	0	0	0.00152	0	0.00172	0.59663	0.82857	0.08174	0.11941	0.57367	0	0.17277	0	0	0
Healthy	0	0.01691	0	0	0	0	0	0	0	0	0	0	0.01691	0	0.02492	0	0	0	0	0
Healthy	0	0.50235	0.01323	0	0.05121	0	0	0	0	0	1.53138	0.67306	0.50235	0	0.3843	0	0	0	0	0
Healthy	0	0.18812	0	0	0	0	0	0	0	0	0.74629	0.33636	0.18812	0.07718	0.21738	0	0	0	0	0
Healthy	0.3829	0.16383	0.07274	0	0.04689	0	0.01459	0	0	0.00124	1.13545	0.28098	0.16383	0	0.38613	0.17027	0.02372	0.04635	0.04363	0
Healthy	10.3109	0	0	0	0.03785	0	0	0	0.00975	0.02699	0	0.12579	0	0	0	0	0	0	0	0
Healthy	0	0	0.02248	0.01247	0	0	0	0.2525	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00515	0	0.00607	0.04737	0	0	0	0	0	0.07294	0.06696	0.00515	0	0.00602	0	0	0	0	0
Healthy	0.04227	1.61116	4.20877	0.01008	0.03838	0	0.15759	0.00616	0	0.01362	0.24197	0.25205	1.61116	0	0.0203	0	0.00081	0	0	0
Healthy	0	0.13538	0.08182	0	0.53457	0.32916	0	0	0	0.02724	0.06657	0.30952	0.13538	0	0.2346	0	0.17222	0	0	0
Healthy	0.02218	0.01302	0.03173	0.02469	0.00192	0	0	0	0	0	0.59028	0.09931	0.01302	0	0.27648	0	0.00067	0.04649	0	0.01039
Healthy	0.00841	0.135	0.0294	0.03013	0.0014	0	0	0	0	0.00414	0.9138	0.19322	0.135	0	0.20598	0	0.01647	0.02536	0	0.00214
Healthy	0.15005	0.00926	0	0	0	0	0	0	0	0	0.02629	0.10418	0.00926	0.06184	0	1.33566	0.0057	0	0.40774	0
Healthy	0.06755	0	0	0	0	0	0	0	0	0	0.00602	0.00382	0	0	0.01356	0.24958	0	0	0.03721	0
Healthy	0.3216	0.36711	0.05361	0.72368	0.07142	0	0.06103	0	0.07961	0.0226	1.1731	0.97441	0.36711	0	0.88978	0	0.06374	0	0	0
Healthy	0.0382	0.00639	0	0	0	0	0	0	0	0	0.23652	0.2759	0.00639	0	0.35288	0.00111	0	0.00709	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0.02306	0	0.22261	0	0	0.01546	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00892	0.11151	0	0	0.07052	0	0	0	0	0
Healthy	0.01536	0	0	0	0.19504	0	0	0	0	0.002	0.04724	0.05377	0	0	0.03564	0	0.00797	0	0	0
Healthy	0	1.81537	0.95773	0	0	0	0	0	0	0	0.56439	0.15225	1.81537	0.07577	0.20197	0	0.17779	0	0	0
Healthy	99.3324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.01218	0	0	0.03111	0	0	0	0	0	0.62249	0.33974	0.01218	0	0.05031	0	0	0	0	0
Healthy	0	0.15263	0	0	0	0	0	0	0	0	0.44309	0.1243	0.15263	0	0	0	0.04954	0	0	0
Healthy	0	0	0	0.06918	0	0	0	0	0	0	0	0.02191	0	0	0.02429	0	0	0.01932	0	0
Healthy	0	0	0	0	0	0	0	0	0	2.39347	0.17476	0.46432	0	0	0.47135	0	0	0.0694	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00656	0	0	0.34391	0.01698	0	0	0	0	0
Healthy	0.21538	0.03557	0.0123	0.00067	0	0	0	0	0	0	0.14135	0.02035	0.03557	0	0.03495	0	0.03114	0	0	0.0076
Healthy	0	0	0	1.60319	0.55358	0	0	0	0	0	0.00915	0.19292	0	0	0.08504	0	0	0	0	0
Healthy	0.31683	0.04692	0	0	0	0	0	0	0	0	0	0.04063	0.04692	0.25982	0.04787	8.13136	0	0	0.42944	0
Healthy	0.04164	0.13986	0.01502	0.00885	0	0.17306	0	0	0	0	1.32947	0.53018	0.13986	0	0.43666	0	0.13039	0	0	0
Healthy	0.09185	0	0	0	0.16308	0.00362	0	0	0	0.00047	0.19752	0.26472	0	0	0.07241	0	0.03943	0	0	0
Healthy	0.11803	0.02294	0	0.07368	0.13634	0	0	0	0	0	0.01022	0.02537	0.02294	0	0	0	0	0	0	0
Healthy	0.18718	0.18805	0.05463	0.25216	0	0	0	0	0	0.00036	0.53066	0.13997	0.18805	0	0.20827	0	0.01136	0	0	0.03102
Healthy	0.34718	0.19779	0.0438	0.02119	0.09384	0.064	0	0	0.11416	0.06296	0	0.55792	0.19779	0	0.67802	0	0.0694	0	0	0.31647
Healthy	0.10696	0.00792	0	0.00531	0	0	0.00473	0	0.02599	0.00124	0.19	0.00665	0.00792	0	0.12881	0	0	1.08134	0	0.03418
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.28904	11.8732	2.8628	0.00856	0.06105	3.51662	0	0.02692	0.00183	0.01261	2.6826	4.14793	11.8732	0	1.0305	0	0.06601	0	0	0
Healthy	0	0.12834	0.12691	0.00266	0.02057	0.18142	0.10235	0	0	0	0.57946	1.4966	0.12834	0	0.89109	0	0.08251	0.08341	0	0
Healthy	2.24455	0.03087	0.00056	1.98945	0	0.01121	0	0	0	0	0	0	0.03087	0	0	0	0	0	0	0.02325
Healthy	0.67371	0.03886	0.0259	0	0	0	0	0	0	0	0.17298	0.28598	0.03886	0	0.16167	0.13998	0	0.16855	0.00083	0
Healthy	0.5889	3.74105	6.83176	0.04096	0.36687	0	0.04834	0.07699	0	0.00514	1.02358	0.37771	3.74105	0	1.51266	0	0.03683	0	0	0
Healthy	2.6253	0.18325	0.03784	2.13689	0	0	0	0	0.00771	0.00797	0.20517	0.97672	0.18325	0.00229	0.41487	0	0.14251	0	0	0
Healthy	0.09115	0.05759	0.04664	0.01219	0.33011	0.00125	0	0.01693	0	0.0006	0.42083	0.46262	0.05759	0.13016	0.38663	0.18882	0.19048	0.36138	0.00338	0.00825
Healthy	0	0.56598	0.48093	0.22895	0.05541	1.36038	0.01284	0	0.00117	0	4.37762	0.06835	0.56598	0	0.65577	0	0.2743	0	0	0
Healthy	0.04884	0.00415	0	0	0	0	0	0	0	0	0.02566	0.01291	0.00415	0	0.01112	0.28885	0	0	0.01982	0
D065626	0.70613	0.2975	0.13731	0.19177	0.49648	0.25163	0.06324	0.00804	0.03582	0.00345	0.23813	0.82004	0.2975	0.17652	0.39823	0.19095	0.00243	0.10222	0.00237	0.01206
Healthy	0	0.23305	0	0	0	0	0	0	0	0	0.76671	0.35148	0.23305	0	0.00723	0	0.33251	0	0	0
Healthy	0.25577	0.03522	0	0.00487	0	0	0	0	0	0	0.15589	0.64181	0.03522	0	0.40836	0	0.12474	0.09947	0	0
Healthy	0	0.005	0	0	0	0.20064	0	0	0	0	0.28761	1.38123	0.005	0	0.00566	0	0.00685	0	0	0
Healthy	0	0.04421	0.06883	0	0	0.36045	0	0	0	0	0	0.01507	0.04421	0	0	0	0.01147	0.35057	0	0
Healthy	0.01899	0.25509	0.01623	0.40848	0	0	0	0.00719	0.01306	0.00477	5.481	0.00557	0.25509	0	0.08172	0	0.05657	0	0	0.02438
Healthy	1.06199	0.48807	0.40251	0	0.02384	0	0	0.00239	0	0.00027	0.12931	0.17359	0.48807	0.0267	0.14092	0.29837	0.0027	0.19562	0.0492	0.01003
Healthy	0.05212	0	0	0	0	0	0	0.0505	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.07445	0	0	0	0	0	0	0	0	0.64657	0.05044	0.07445	0	0	0	0.03684	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.25772	0.29411	0	0	0.3644	0	0	0	0	0
Healthy	0.04844	0.07384	0	0.0114	1.56588	0	0	0.00248	0	0.0015	2.89932	2.15447	0.07384	0	0.16343	0	1.63539	0.00732	0	0.00633
Healthy	0	0.12516	0.05371	0	0	0	0	0	0	0	0.17384	0.23219	0.12516	0.00573	0.3633	0.30848	0.23582	0	0.00921	0
Healthy	1.09555	0.006	0	0.32613	0	0	0	0	0	0	0.04751	0.19874	0.006	0	0.08603	0	0.02612	0	0	0
Healthy	0.00817	0	0	0.00171	0	0	0	0	0	0.01718	0.47426	0.44402	0	0.05899	0.38187	0.65271	0.00108	0	0.07793	0
Healthy	0.42213	0	0	0	0	0	0	0.00421	0	0	0.17623	0.12214	0	0	0.20901	0	0.00946	0.22555	0	0
Healthy	0	0.09112	0.03903	0	0.02454	0.22195	0	0	0	0.00258	2.20815	1.26088	0.09112	0	0.49137	0.15481	0.18984	0	0.00963	0
Healthy	0.61823	0	0.03817	7.75625	0	0	0	0.01691	0.04783	0.71195	0	0	0	0	0	0	0	0	0	0
Healthy	0.01636	0.0523	0.01494	0.00091	0	0	0	0.0018	0	0	0.03618	0.01789	0.0523	0	0.03276	0	0.00526	0.03685	0	0
Healthy	0.15734	0	0	0	0	0	0	0	0	0	0	0.01863	0	0	0.02174	0	0	0.06971	0	0
Healthy	0.06106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12884
Healthy	0	0	0	0	0	0	0	0	0	0.14126	2.18993	0.22019	0	0	0.49948	0	0.53383	0	0.46241	0
Healthy	7.64961	0.26408	0.08833	0.00528	0.02497	0	0	0.02091	0.00493	0.01376	0.69632	0.67833	0.26408	0	0.26067	0.49882	0.08721	0.01142	0.02092	0.01839
Healthy	87.6699	2.07505	0.34543	0	0	0.00168	0	0	0	0	0	0	2.07505	0	0	0	0	0	0	0
Healthy	0.87742	0.07597	0.12029	0.51752	0.00615	0.13072	0.03831	0.00033	0.01993	0.01474	0.13782	0.99836	0.07597	0	0	0	0.38014	0.02531	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.21508	0.41669	0	0	0.05582	0	0	0	0	0
Healthy	0.08761	0	0	0.02657	0.14094	0.00564	0.0039	0.00016	0	0.00432	1.77736	0.72555	0	0	0.54673	0	0.02856	0.86633	0	0
Healthy	0	0	0	0.0408	0	0	0	0	0	0	0	0.04195	0	0	0	0	0.05569	0	0	0.01405
Healthy	0.36426	0.02913	0	0	0	0	0	0	0	0	0	0.06422	0.02913	0.25454	0.04733	6.88516	0	0	0.47307	0
Healthy	0.14705	0	0	0	0	0	0	0	0	0	0.03456	0.01548	0	0	0	0	0	0	0	0
Healthy	0.18304	0.01828	0	0.00127	0.01879	0	0.00045	0	0	0.00035	2.40709	0.64923	0.01828	0.03554	0.43219	0	0.1188	0	0	0.00668
Healthy	0	0	0	0	0	0	0	0	0	0	0.1202	0.03057	0	0	0	0.02616	0	0	0	0
Healthy	0	0.07793	0.02048	0	0.0461	0	0	0	0	0	0.07438	0.15394	0.07793	0	0.05519	0.25543	0	0	0.01109	0
Healthy	0.13388	0.09111	0	0	0	0	0	0	0	0	0.07832	0.03842	0.09111	0	0	0	0	0.04806	0	0
Healthy	0.09389	0.01041	0	0	0	0	0	0	0	0	0.05727	0.00704	0.01041	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.46322	0.84157	0	0	0.65431	0	0.2114	0.82065	0	0
Healthy	0.01077	0.05216	0.0161	0.00805	0	0.00155	0	0	0	0.00419	0.40841	0.29937	0.05216	0	0.07348	0	0.20794	0.01194	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.61453	0.27329	0	0	0.20591	0	0.04288	0	0	0
Healthy	0	0	0	0	0	3.31825	0	0	0	0	0.26493	1.65986	0	0	0.43921	0	0.6906	0	0	0
Healthy	0.02321	0	0	1.75437	0.52165	0	0	0	0	0	0.00855	0.15919	0	0	0.08972	0	0	0	0	0
Healthy	0.0328	0	0	0	0.13615	0	0	0	0	0	0	0	0	0	0	0.98721	0	0	0.14954	0
Healthy	2.17787	8.25162	0	0	0	0	0	0.5084	0	0	0.18405	10.7882	8.25162	0	4.30303	0	0.85911	0	0	0
Healthy	0	0	0	0.04255	0	0	0	0	0	0	0	0.00519	0	0	0.00997	0	0	0.03434	0	0
Healthy	0	0	0	0.12522	0	0	0	0	0	0	0	0.0414	0	0	0.0164	0	0	0	0	0
Healthy	0	0.00881	0	0	0	0	0	0	0	0	1.58432	1.82851	0.00881	0	0.5972	0	0.61634	0	0	0
Healthy	0	0.184	0.04835	0	0	0	0	0	0	0	0.25444	0.21077	0.184	0	0.21694	0	0	0	0	0
Healthy	0	0	0	0.06041	0	0	0	0	0	0	0	0.0077	0	0	0.03229	0	0	0.01744	0	0
Healthy	0.43307	0.37937	0.10698	0	0.10797	0	0	0	0	0	0.5188	0.49612	0.37937	0	0.12583	0	0	0.05286	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	6.52547	0	0	6.43845	0	3.47222	0	0	0
Healthy	0	0	0	0.0054	0	0	0	0	0	0	0.40599	0.41621	0	0	0.23331	0	0.03284	0.04175	0	0
Healthy	0.6727	0.00762	0	0.8581	0	0	0	0	0	0.00207	0.00784	0.04333	0.00762	0.29326	0.11938	0	0.03908	0	0	0.03735
Healthy	0.73045	0.04132	0.01018	2.0423	0	0	0	0	0	0	0	0	0.04132	0	0	0	0	0	0	0
Healthy	4.12779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.83545	1.614	0	0.03041	0	0.51607	0.22071	0.02426	0	0	1.95539	3.27826	1.614	0	0.79541	0	0.07459	0.08483	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.04477	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.07662	0	0	0.07143	0	0	0	0	0
Healthy	0	0.01696	0.00882	0.01715	0.14936	0.01896	0	0	0.00032	0.00049	0.46011	0.48991	0.01696	1.36768	0.25557	0	0	0	0	0.02611
Healthy	0.04559	0.15412	0	0	0	0	0.0656	0	0	0.00503	0.74424	0.74266	0.15412	0	0.95346	0.18457	0.07026	0.06637	0	0
Healthy	0.09711	0.14557	0.07029	0.15084	0.04397	0.66988	0	0	0	0	0.87011	0.91214	0.14557	0	0.55333	0.10588	0.21026	0.31282	0.01912	0
Healthy	2.02806	6.28444	1.3901	0.37323	0.00777	0.15397	0.06924	0.01459	0.00087	0.00302	0.18328	2.42915	6.28444	0.21036	0.66005	0.25614	0.36666	0	0.02676	0.013
Healthy	0	0	0	0	0	0	0	0	0	0	0.27352	2.24459	0	0	0.89869	0	0	0	0	0
Healthy	0	0.03255	0.02536	0.01757	0	0.0621	0	0	0.00142	0	0.86177	0.35916	0.03255	0	0.28816	0	0.16811	0.59738	0	0
Healthy	0	0.0434	0	0.1535	0.03905	0	0	0	0.00547	0	0.40949	0.93517	0.0434	0	0.15698	0	0.05182	0	0	0
Healthy	8.48243	0.02557	0.00754	0.17791	0	0	0.01408	0	0	0	0.05301	0.15126	0.02557	0	0.13256	0.38155	0	0.01743	0.03347	0
Healthy	0.02486	0.0428	0	0	0	0.26971	0.00518	0	0	0	0.31414	0.52206	0.0428	0	0.17017	0.43199	0.04271	0.001	0.10313	0
Healthy	0	0.07343	0.04826	0	0	0.26448	0	0	0	0	0	0.01875	0.07343	0	0	0	0	0.01466	0	0
Healthy	0.47299	0.494	0.02944	0.00483	0.03136	0.15685	0	0	0.04941	0.00749	0.50972	0.07528	0.494	0.24683	1.19353	0	0.73559	0	0	0
Healthy	0	0.05079	0	0	0	0	0	0	0	0	0	0	0.05079	0	0	0.22514	0	0	0.00982	0
Healthy	0	0.05086	0	0	0	0	0	0	0	0	1.28681	1.63427	0.05086	0	1.69863	0	0	0	0	0
Healthy	0.02631	0.01848	0	0.24991	0	0	0	0	0.00763	0	0	0.34622	0.01848	0	0	0	0.14261	0.13495	0	0.13668
Healthy	15.6337	0	0	0	0	0	0	0.00144	0	0.18018	0	0	0	0	0	0	0	0	0	0
Healthy	1.31886	0	0	0.8125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.36877	4.56482	0.90072	0.28342	0	0	0.05522	0	0	0	0	2.72837	4.56482	0.0247	0.39943	0	0.13424	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.32426	0.97103	0	0.01565	0.57748	0	0.4232	0.91294	0	0
Healthy	0	0.44904	0.2676	0	0.35155	0.6528	0.00657	0	0	0	0.67894	0.18804	0.44904	0	0.37122	0.14608	0.25909	0.00147	0.03563	0
Healthy	0.78469	0.02389	0	0.03273	0	0	0	0	0.00335	0.00754	0.4436	0.29069	0.02389	0	0.28268	0	0.00469	0	0	0
Healthy	0	1.33211	0	0	0	0	0	0	0	0	0	0	1.33211	0	0	0	0	0	0	0
Healthy	0.07817	0.03098	0.01615	0.08233	0.08105	0	0.00156	0	0	0	0.35237	0.20248	0.03098	0	0.3202	1.02998	0.10052	0.03829	0.14873	0
Healthy	4.27323	0.25475	0.14655	12.7376	0	0	0	0.00923	7e-05	0.17237	0	0	0.25475	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.01261	0	4.03742	0	4.42115	0	0.10829	0.20218	0
Healthy	0.12255	0	0	0	0	0	0	0	0	0	0.1086	0.03696	0	0.08337	0.0742	0	0	0	0	0
Healthy	0	0	0	1.68189	0.45379	0	0	0	0	0	0.00318	0.19898	0	0	0.11145	0	0	0	0	0
Healthy	0	0	0	2.69923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	18.6713	0.0474	0	0.00084	0	0	0.03279	0.00522	0	0	0	0.03962	0.0474	0	0	0	0	0	0	0
Healthy	1.0251	0.01145	0	0	0.12003	0	0	0	0	0	0.0075	0.14812	0.01145	0	0.03539	0	0	0	0	0
Healthy	0.09689	2.13624	0.00637	0.02697	0	0	0.23317	0.32407	0	0.15287	0	0.68552	2.13624	0	0	0	1.10168	0.00066	0	0.28281
D065626	0.33244	9.01875	4.81874	0.09517	0.11622	0	0.25632	0.19095	0	0.02784	0.58086	3.96312	9.01875	0	0	0	1.31872	0	0	0
Healthy	0	0.02817	0.01076	2.17421	0.02344	0.15562	0.01418	0	0.03764	0	0	0.32534	0.02817	0.37816	1.14067	0	0	0	0	0.0184
Healthy	0.30347	0.33882	0.05109	0.00559	0.05217	0.0081	0.01031	0.00057	0.00418	0.00247	2.63983	1.12602	0.33882	0	2.27529	0	0.73476	0.05176	0	0.01701
Healthy	0	0.01042	0	0	0	0	0	0	0	0	0.0991	0.2542	0.01042	0	0.0125	0.42699	0	0.00922	0.10702	0
Healthy	0.17465	0.17883	0.00248	0.02023	0.06879	0	0	0	0.01568	0	0.23825	0.47161	0.17883	0	0.15774	0	0.03881	0	0	0
Healthy	0	0	0	0	0	0.53944	0	0	0	0	0	0.03298	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.10123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.93651	0.00212	0	0	0.03979	0	0	0	0.01644	0.01628	0	0.14343	0.00212	0	0	0	0	0	0	0
Healthy	0.07966	0.0017	0	0.0183	0.43047	0.04989	0	0	0	0	0.54764	0.62314	0.0017	0	0.10535	0.20166	0.02903	0.80874	0.04025	0.00608
Healthy	0.27898	0	0.01846	4.64962	0	0	0.02517	0.10574	0.01795	0.02192	0	7.17877	0	0	0.39187	0	0.03181	0	0	0
Healthy	0.81252	0.08299	0	0.78475	0	0	0	0	0	0	0	0	0.08299	0	0	0	0	0	0	0
Healthy	0.44934	0.07182	0	0.05446	0.01343	0.35849	0.00492	0	0	0	1.12191	0.55377	0.07182	0	0.46388	0	0.0051	0	0	0
Healthy	1.56178	0.06363	0.1051	0.00977	0	0	0.16207	0.0811	0	0	2.56839	0.59878	0.06363	0	0.32596	0.32549	0.33138	0.27274	0.01159	0
Healthy	0.0024	0.0346	0.00454	0	0	0	0	0	0	0	0.38382	0.17108	0.0346	0	0.76528	0.15624	0.0077	0.16804	0.04498	0
Healthy	0	0.01526	0	0	0.0836	0	0	0	0	0.00152	0.80016	0.74421	0.01526	0	0.43096	0	0.00295	0.17037	0	0
Healthy	0	0.14468	0.4061	0	0.00792	0.03145	0	0	0	0	0.01344	0.18788	0.14468	0	0.03096	0	0.07641	0.25588	0	0
Healthy	0.02496	0	0	0.09933	0	0	0	0	0	0	0.5881	0.42803	0	0.61007	0.22671	0.07843	0	0.09773	0.00978	0
Healthy	0.08922	0	0	0.03979	1.42052	0.13624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.88235	0	0	0	0.03303	0.01031	0	0	0.00859	0.01826	0	0.17748	0	0	0	0	0	0	0	0
D065626	4.01054	0.04211	0.00875	0.00621	0.02103	0.61771	0	0	0.02225	0.00019	0.72992	0.15388	0.04211	0	0.07267	0	0.12168	0.01136	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.87443	0.82865	0	0	0.05269	0	0.16124	0	0	0
Healthy	1.58023	0.21676	0.0593	0	0.02229	0.53715	0	0	0.00473	0.00841	2.48434	0.39392	0.21676	0.54153	0	0	0.05606	0.09033	0	0
Healthy	0	0	0	0.05469	0.0411	0.14946	0	0	0	0	2.54872	2.36949	0	0	2.5752	0	0.69468	0	0	0
Healthy	0.37113	0	0	0.13167	0.29666	0	0	0	0	0	0	0.02746	0	0	0	0	0.04919	0	0	0.02739
Healthy	0	0.11814	0	0	0	0	0	0	0	0	0.48854	0.25517	0.11814	0	0	0	0.04938	0	0	0
Healthy	0.01877	0.03241	0	0	0	0	0	0	0	0	0	0.01947	0.03241	2.95064	0.01312	3.91518	0	0.12703	0.1888	0
Healthy	0	0.0774	0.02953	0	0	0	0	0	0	0	0.00235	0.06347	0.0774	0.01395	0.03553	0.13644	0	0.03552	0.03822	0
Healthy	2.9113	0.07664	0	1.38875	0	32.3278	0	0	0	0	0	0.07604	0.07664	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.13008	0	0	0.36102	0	0	0.22053	0	0	0	0	0.31777
Healthy	0	0.00165	0	0	0	0	0	0	0	0	0.12137	0.19176	0.00165	0	0.23991	0.2396	0	0	0.07991	0
Healthy	0	0.02237	0	1.08445	0.00604	0	0	0.00991	0.00395	0.00238	3.00787	0.05708	0.02237	0	0.19496	0	0	0	0	0.00321
Healthy	0	0	0	0	0	0	0	0	0	0	0.28014	0.28678	0	6.91416	0.30905	0	0.29466	0	0	0
Healthy	0	0	0	0.00592	0.06978	0	0	0	0	0	0.06048	0.08088	0	0	0.01201	0	0	0	0	0
Healthy	0	0.69393	0.11361	0.00322	0.04034	0.4119	0.00348	0.0062	0	0	1.70497	2.2577	0.69393	0.35964	0.76943	0.08213	0.3178	0	0.01053	0
Healthy	0.06494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13435
Healthy	0	0	0	0	0	0.01326	0	0	0	0	0	0.06101	0	2.1868	0	0	0	0	0	0.00846
Healthy	1.20757	0	0	0.03953	0	0	0	0	0	0	0	0.05813	0	0	0.04737	0.68458	0	0	0.18691	0
Healthy	0	0.09648	0.19098	0	0.15124	0	0	0	0	0	0.43915	0.51347	0.09648	0	0.33133	0	0.10835	0	0	0
Healthy	0	0.02519	0	0.01567	0.0058	0.00424	0	0	0	0.00057	0.41107	0.2555	0.02519	0	0.49665	0	0.11832	0.07517	0	0
Healthy	0	0	0	0	0	0	0.07046	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.04867	0	0	0.27774	0	0	0	0	0	0.02303	0	0.04789	0	0	0	0	0	0	0	0.00497
Healthy	0.03647	0.00093	0	0	0.01608	0	0	0	0	0.00372	0.59336	0.18046	0.00093	0	0.135	0	0.03336	0.0003	0	0
D065626	3.82205	3.03595	4.28415	0.99702	0	1.5388	0	0.13527	0	0	0.33172	0.30872	3.03595	0	0.31467	0.01308	0.03367	0	0	0
Healthy	0	0	0	0	0.02663	0.25247	0	0	0	0	0	0.02035	0	0	0.19325	0	0	0	0	0
Healthy	1.23047	0	0	0.01486	0	0.00375	0	0	0	0	0	0.06881	0	0	0.07215	0.7294	0	0	0.11999	0
Healthy	0.04098	0	0	0	0	0	0	0	0	0.00942	0	0.03167	0	0	0	0	0	0	0	0
Healthy	0.00425	0.04725	0.01498	0.00802	0.01327	0	0	0	0	0	0.43775	0.05759	0.04725	0	0.28565	0	0.04835	0	0	0
Healthy	0	0.05361	0.02259	0.0005	0	0	0	0.02014	0.00074	0	0	0	0.05361	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.23211	1.27777	0	0	0.20543	0	0	0	0	0
Healthy	0	0.0995	0	0	0.04752	0	0	0	0	0	0.03233	0.09952	0.0995	0	0.05001	0.22362	0	0	0.01561	0
Healthy	0.36863	0	0	0.00619	0.05518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01471
Healthy	4.1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.05966	0	0	0.00798	0	0	0	0	0	0	0.0563	0.02954	0	0	0.01091	0	0	0	0	0
Healthy	0.09955	0.05935	0	0	0	0.29464	0	0	0	0	0.42221	0.20006	0.05935	0	0.23363	0.85476	0.25291	0.21796	0.03015	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.04148	0	0	0.00675	0.48975	0	0	0	0	0	0	0.27177	0	0	0.05707	0	0	0	0	0
Healthy	0.19572	0.00084	0	0	0	0	0	0.02678	0.00491	0	0.12907	0.37446	0.00084	0	0.32607	0	0	0.02501	0	0
