group	Phytobacter_ursingii	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Ruminococcus_B_gnavus	Clostridium_A_leptum	Streptococcus_thermophilus	Streptococcus_sp004166885	Rothia_sp001808955	Eggerthella_lenta	Longicatena_innocuum	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Streptococcus_sp001556435	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Ruminococcus_C_callidus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0.10178	0.32001	0.15271	0	0.00855	0	0.0851	0.01088	0	0.00323	0.40705	0.13992	0.32001	0.13272	0.21225	0.72809	0.02026	0	0.16626	0
Healthy	0.33198	0.18183	0.00336	3.15119	0	0.01612	0.04254	0.01691	0	0.00696	0.00261	0	0.18183	0	0	0	0	0.00033	0	0.02083
Healthy	1.46629	0.21865	0.05146	0.00209	0.06571	0.3135	0	0.00286	0.0206	0.00138	1.03938	0.51615	0.21865	0	0.09084	0	0.05941	0.01926	0	0
Healthy	55.8431	0.16463	0.21006	0	0	0	0	0.04853	0	0	0.00161	0	0.16463	0	0	0	0	0	0	0
D065626	89.3907	0.0005	0.00525	0.02112	0	0	0	0	0	0	0.00321	0.00481	0.0005	0	0	0	0.00325	0	0	0.01489
Healthy	0	0.09706	0	0	0	1.49728	0	0	0	0	1.66917	0.81493	0.09706	0	0.55272	0	0.1454	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.13295	1.30214	0	0	0.038	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10756	0	0	0	0	0	0
Healthy	32.5133	0.52937	0.00753	0.00043	0	0	0	0.06362	0	0	0	0	0.52937	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.74054	0	0	0	0	0	0	0	0
Healthy	13.9792	0	0	0.00232	0	0	0	0	0.07376	0.01293	0	0	0	0	0	0	0	0	0	0.24194
Healthy	0.01292	0.02171	0.00436	0.02073	0.00047	0.01097	0.00338	0	0	0	1.18746	0.83344	0.02171	0	1.39169	0	0.05672	0.02525	0	0
Healthy	0.21333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0936
Healthy	0	0	0	0.15197	0	0	0	0	0	0	0	0.03468	0	0	0.03314	0	0	0	0	0
Healthy	0	0.16163	0.12051	0	0.03663	0.04431	0	0.00224	0	0.10662	0.69017	0.97224	0.16163	0	0.38263	0	0.07743	0.04775	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.02393	0.20247	0	0	0	0	0	0.02453	0	0	0.24513	0	0.0045	0	0	0
Healthy	31.3729	0	0	0	0	0	0	0	0	0	0.08195	0.09957	0	0	0.02477	5.29895	0.09095	0	0.07015	0
Healthy	0	0	0	0	0.1613	0	0	0	0	0	0	0	0	0	0	0.90027	0	0	0.20996	0
Healthy	0	0.44688	0	0	0	0	0	0	0	0	0	0.22411	0.44688	0	0	0	0.21209	0	0	0
Healthy	0.02945	0	0	0	0	0	0	0	0	0	0	0.19399	0	0	0.01805	0	0	0	0	0
Healthy	0	0	0	0.01852	0	0	0	0	0	0	0.35948	0.13808	0	0	0.13039	0	0	0.00747	0	0
Healthy	0	0.01043	0	0.00772	0	0	0	0	0	0	0.0865	0.09905	0.01043	0.02966	0.19767	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.40165	1.10495	0	0	0.21618	0	0.2024	0	0	0
Healthy	1.2049	0	0	0.049	0	0	0	0	0	0	0	0.06774	0	0	0.07225	0.92454	0	0	0.15456	0
Healthy	0.00505	0.37201	0.11199	0.01557	0	0	0	0	0.00061	0.00019	1.65328	0.22235	0.37201	0	0.99439	0	0.76561	0	0	0
Healthy	0.26918	0	0	0.1409	0.28607	0.00185	0	0	0	0.0042	0.01053	0.02186	0	0	0	0	0.04357	0	0	0.02463
Healthy	0.00945	0	0	0.01524	0.07144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.74985	0.00681	0.01433	4.49294	0	0	0	0	0	0	0	0	0.00681	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11429	0.01139	0	0	0	0	0
Healthy	0.06281	0	0	0	0	0.08129	0	0	0	0	0.01975	0.03079	0	0.0194	0.09359	0.75002	0	0	0.06225	0
Healthy	22.8601	0	0.05166	6.37102	0	0.00722	0.03858	0.05834	0	0	3.89371	0.39222	0	0	0	0	0.19758	0	0	0
Healthy	0.02112	0	0	0.11527	0	0	0	0	0	0	0	0.0541	0	0	0.00674	0	0	0	0	0
Healthy	0.5002	0.00854	0	0	0.02425	0.05248	0	0	0	0.00068	0.66433	0.17841	0.00854	0	0.28061	0.22824	0.02915	0	0.0563	0.01743
Healthy	0.08051	0	0	0	0	0	0	0	0	0	0.30436	0.04287	0	0	0.02673	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.21395	0.1279	0	0	0.04038	0.08301	0	0	0	0
Healthy	0.2624	0.43945	0.1557	0.00738	0.17625	0.01401	0	0	0	0.00055	0.67225	0.45702	0.43945	0	0.16144	0	0.03781	0.08638	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08269	0.01255	0	0	0	0	0
Healthy	43.4978	0.156	0.0532	0	0	0	0	0.21487	0	0	0	0	0.156	0	0	0	0	0	0	0
Healthy	1.83613	0.0094	0	0.05433	0.3525	0.02002	0	0	0	0.21257	0.12357	0.03799	0.0094	0	0.16576	0.33526	0.00133	0.01973	0.00756	0
Healthy	62.5387	0.04908	0	0	0	0	0	0.00775	0	0	0	0	0.04908	0	0	0	0	0	0	0
Healthy	0.05983	0	0	0	0	0	0	0	0	0	0.05138	0.01819	0	0	0	0	0	0	0	0
Healthy	4.06977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.07852	0.01613	0.00355	0.02884	0	0	0	0.00454	0.0372	0.57532	0	0.00365	0.01613	0	0	0	0.0005	0	0	0.24999
Healthy	2.07863	0	0	0	0	0	0	0	0	0	0.00544	0.14612	0	0	0.0856	0.21856	0	0	0.00501	0
Healthy	0	0.15953	0	0	0	0.03832	0	0	0	0	0.98426	0.2167	0.15953	0	0	0	0.0712	0	0	0
Healthy	0.97398	0	0	0.00521	0.1406	0	0	0	0	0.00757	0.45028	0.39852	0	0	0.20881	0	0.05085	0.17763	0	0.16591
Healthy	1.9444	0.26364	0.01442	0	0.00847	0	0	0	0.01219	0.00086	1.12538	0.67419	0.26364	0	0.11536	0	0.75542	0.25195	0	0
Healthy	1.27172	0.03355	0.24639	0.01194	0.94841	0.00171	0	0	0	0.00051	0.05618	0.0522	0.03355	0	0.58301	0.03712	0.02369	0	0	0
Healthy	0.56505	0	0	0	0	0	0	0	0	0	0.31031	0.40114	0	0	0.12886	0	0	0	0	0
Healthy	10.2371	0	0	0	0.02683	0.00571	0	0	0.02291	0.01316	0	0.18079	0	0	0	0	0	0	0	0
Healthy	0	1.44804	0.67952	0	0	1.31381	0	0	0	0	1.48763	2.17074	1.44804	0	0	0	0	0	0	0
Healthy	0	0	0	0.05081	0	0	0	0	0	0	0.29127	0.10055	0	0	0.31746	0	0.06385	0.04305	0	0
Healthy	0	0.00177	0.11576	0	0	0	0	0	0	0	0.41375	0.2139	0.00177	0	0.15089	0	0.28746	0	0	0
Healthy	0.44246	0	0	0	0.18143	0.05052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.11603	0	0	0.53862	0.17843	0	0	0	0	0	0	0.00713	0	0	0.01632	0	0	0	0	0
Healthy	0.0171	0	0	0	0	0	0	0	0	0	0	0.05334	0	2.31324	0	0	0	0	0	0
Healthy	0	0	0	0.01642	0	0	0	0	0	0.00229	0.02408	0.39125	0	0	0.11078	0	0.58681	0.06512	0	0
Healthy	0.248	0	0	0	1.11115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725
Healthy	0.33719	0	0	0	0.17996	0.07207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.58551	0.03264	0.00152	0.03344	0.00067	0	0	0.00453	0	0	0.26801	0.24163	0.03264	0	0.21021	0	0.00514	0.12389	0	0.03047
Healthy	1.2401	0	0	0.00807	0.05612	0	0	0	0	0.00268	0.01831	0.03315	0	0	0	0	0	0	0	0.02327
Healthy	0	0	0	0	0	0	0	0	0	0	1.74869	1.44976	0	0	1.39927	0	0	0	0	0
Healthy	0.02444	0.01008	0	0.70303	0	0	0	0	0	0.03102	0	0	0.01008	0	0	0	0	0	0	0
Healthy	0.05076	0	0	0	3.11558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10729
Healthy	0	0.00221	0	0.00713	0.05555	0	0	0	0	0	0.06631	0.06446	0.00221	0	0.01617	0	0	0	0	0.01049
Healthy	0.29626	0	0	0.00115	0.01141	0	0	0	0	0.00038	0.40015	0.20694	0	4.48589	0.05047	0	0.04794	0	0	0
Healthy	0	0	0	0	0	0.11859	0	0	0	0	0.42947	0.89208	0	0	0.28684	0.05104	0	0.39207	0	0
Healthy	0	0.63987	1.11697	0.08482	0.04002	0	0	0	0	0	0.72681	0.44256	0.63987	0	0.25765	1.58872	0.11154	0	0.17754	0
Healthy	0.01937	0	0	0.56926	0.14604	0	0	0	0	0	0	0.01195	0	0	0.01454	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.10391	0.11415	0	0.03563	0	0.00261	0	0	0	0.42374	0.10432	0.10391	0	0.02606	0	0.02697	0.36302	0	0
Healthy	0	0	0	0.16037	0	0	0	0	0	0	0	0.00986	0	0	0.00286	0	0	0	0	0
Healthy	1.28812	0	0	0.00686	0.03477	0	0	0	0	0	0.01036	0.03414	0	0	0	0	0	0	0	0.02324
Healthy	0	0	0	0	0.01159	0	0	0	0	0	0.54808	0.24729	0	0	0.11045	0.23292	0.09166	0	0.00258	0
Healthy	0.17479	0.11957	0.11275	18.817	0.06489	0	0.04206	0.03119	0.02148	0.00662	0.09124	0	0.11957	0	0	0	0	0	0	0.05571
Healthy	0.02403	0	0	1.75217	0.51628	0	0	0	0	0	0.02852	0.20582	0	0	0.08321	0	0	0	0	0
Healthy	0.66821	0	0	45.5019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12429	0.16851	0	0	0	0.68925	0	0	0	0	2.00749	0.52078	0.16851	0	1.45594	0	0	0	0	0
Healthy	1.66891	0.15901	0.04319	0.00324	0.02162	0.53535	0	0	0.01124	0	2.29728	0.34225	0.15901	0.52221	0	0	0.06911	0.0872	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.83804	1.76297	0	0	0.56625	0	0.16598	0	0	0
Healthy	2.41736	0	0	0	0	0	0	0	0	0	0	0	0	20.679	0	0	0	0	0	0
Healthy	10.872	0	0	0	0.03442	0.01391	0	0	0.00983	0.00862	0	0.14065	0	0	0	0	0	0	0	0.00233
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.52267	0.0307	0	0.00266	0	0.08361	0	0	0	0	0.00367	0.01506	0.0307	0	0.02371	0	0	0	0	0
Healthy	0	0	0	0	0	0.05784	0	0	0	0	0.63368	0.32489	0	0	0.04986	0.41544	0.48699	0.23837	0.00173	0
Healthy	0.19496	0.03728	0	0.00298	0.00805	1.67072	0.00133	0	0	0.00033	2.12998	0.24101	0.03728	0.00013	0	0.67975	0.00623	0	0.12034	0.00553
Healthy	0	0.06002	0.04664	0	0.01848	0.2361	0	0	0	0.00206	0.7793	0.65774	0.06002	0	0.49583	0	0.14423	0	0	0
Healthy	16.4746	0.00128	0.00068	0.00278	0.14975	0	0	0	0.00671	0.00727	0.0151	0.15036	0.00128	0	0.00799	0	0.02431	0	0	0.0268
Healthy	0	0.02929	0	0	0	0	0	0	0	0	0.62809	0.083	0.02929	0	0	0	0.08744	0	0	0
Healthy	0.06226	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0.95383	0	0	0.1908	0
Healthy	0	0	0	0	0.0276	0	0	0	0	0.00268	0.74421	0.26307	0	0	0.13007	0	0.08046	0	0	0
Healthy	5.0916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.10554	0	0	0.00287	0.28907	0.2548	0	0	0	0	0.00791	0.02311	0	2.34859	0.00425	0	0	0	0	0
Healthy	0	0.00742	0	0	0	0.02558	0	0	0	0	0.67444	0.16455	0.00742	0.01394	0.22108	0	0.08597	0	0.66833	0
Healthy	0.0322	0.00703	0	0	0.08063	0	0	0	0	0	0.13127	0.1666	0.00703	1.13296	0.09919	0	0.05603	0.05778	0	0
Healthy	6.63881	1.10313	0.57126	0.07419	0	0	0	0	0	0	4.74227	0.0785	1.10313	0.05225	0.20348	0	1.21293	0	0	0.01479
Healthy	0	0.02839	0	0	0	0	0	0	0	0	0	0.0646	0.02839	2.94648	0	3.94868	0	0.13779	0.17968	0
Healthy	0.02937	0	0	0.01323	0	0	0	0	0	0.00268	0.40011	0.1194	0	0	0.197	0	0	0.0307	0	0
Healthy	6.39626	1.58836	0.63254	0	0	0	0	0.04801	0	0.41947	5.63275	4.54149	1.58836	0	5.60914	0	0.09191	0	0	0
Healthy	8.47334	2.48377	0.29908	0	0.04985	0.00538	0.01136	0	0	0.00326	5.83803	1.70506	2.48377	0	1.75085	0	0.06943	0.0004	0	0
Healthy	0	0.16048	0	0	0	0	0	0	0	0	0.76011	0.1212	0.16048	0	0.26581	0	0.38765	0	0	0
Healthy	0	0.03722	0.01984	0.04795	0.01269	0	0.0007	0	0	0.00364	0.43905	0.8651	0.03722	1.44441	0.4979	0	0.0736	0	0	0.0027
Healthy	63.5736	0.02226	0.05612	0	0	0	0	0.91644	0	0.70847	0	0	0.02226	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0265	0	0.3587	0.00584	0	0	0	0	0
Healthy	4.79591	0	0	0	0	0.00834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.02707	0	0	0	0	0	0	1.0191	0.66261	0	0	0.10806	0	0	0	0	0
Healthy	0.03607	0	0	0	0.04293	0	0	0	0	0	0	0	0	1.30292	0.05204	0	0	0	0	0
Healthy	0.01048	0.05721	0.04932	0	0	0.00229	0	0	0	0.00484	0.39516	0.11031	0.05721	0.0129	0.25573	0.06861	0.04797	0.01734	0.00095	0
Healthy	0	0	0	0	1.67549	0	0	0	0	0	1.93673	1.90732	0	0	0	0	1.12537	0	0	0
Healthy	0	0	0	0.07541	0	0	0	0	0	0.0028	0	0.02782	0	0	0	0	0.05112	0	0	0.01423
Healthy	0.19702	0.01322	0	0	0	0	0	0	0	0	0.11583	0.08483	0.01322	0.10088	0.06334	0.65695	0	0.00553	0.06346	0
Healthy	1.58934	0	0	0.05298	0.00692	0.03801	0	0	0	0	0.10631	0.16765	0	0	0	0	0	0.04989	0	0
Healthy	0.91051	0	0.02009	0.87888	0	0	0	0	0.04844	0.00416	0	0.02855	0	0	0	0	0	0	0	0.11254
Healthy	0.02717	0	0.03296	0	0	0	0	0	0	0	0	0.00971	0	0.10345	0.01378	0	0	0	0	0
Healthy	0	0.07064	0.22141	0	0.16625	0	0	0	0	0	0.543	0.53581	0.07064	0	0.3198	0	0.11043	0	0	0
Healthy	0.07543	0.42772	0.11019	0.06624	0.05672	0.06978	0	0	0	0	0.24817	0.22387	0.42772	0.19198	0.19975	0	0.06589	0.07373	0	0
Healthy	0.00309	0.02654	0.014	0.0158	0.0395	0	0.02662	0	0.03917	0.00531	4.48	4.56435	0.02654	0	0.5304	0	0.0526	0	0	0.00599
Healthy	0.02339	0.00637	0	0	0	0.03715	0	0	0	0	0	0.04266	0.00637	0.03092	0.05696	0.08685	0	0	0.01251	0
Healthy	1.592	0.71633	0.08236	0	0.00362	0.00546	0.07296	0.02484	0	0	1.47699	1.37619	0.71633	0	0.70653	0	0.01634	0.00766	0	0
Healthy	0.30667	0.05783	0	0.14942	0.0061	0.25135	0	0	0	0	0.12549	0.0793	0.05783	0	0.04569	0	0.00166	0	0	0
Healthy	0	0.06271	0.03175	0.10458	0.32197	0	0	0	0	0	0.24302	0.10694	0.06271	0.01722	0.16567	0	0.03043	0	0	0.0052
Healthy	4.77121	0	0.01327	0.00138	0	0	0	0	0.00919	5.02028	0	0	0	0	0	0	0	0	0	0
Healthy	0.11222	0.01899	0	0.05136	0	0	0.00259	0	0	0	0.4571	0.32196	0.01899	0	0.29736	0	0.15098	0.38943	0	0
Healthy	0.14568	0.10808	0	0.06721	0	0.12115	0	0	0	0	0.09917	0.14961	0.10808	0	0.05804	0	0.03054	0	0	0
Healthy	0.09501	0.73234	0.30041	0	0	0	0.10561	0	0	0.13068	0.37538	0.11992	0.73234	0	0.59356	0	0	0	0	0
Healthy	1.63128	0.00649	0	0.05476	0.01005	0.04642	0	0	0.00196	0.00411	0.13257	0.21056	0.00649	0	0	0	0.00509	0.06921	0	0.00149
Healthy	1.86282	4.99158	0.89274	0.11092	0	0	0	0	0	0	0.01658	2.09826	4.99158	0.03546	0.59232	0	0.03862	0	0	0
D065626	0.20873	2.01318	0.58074	13.8998	0.05385	0.21267	0	0.056	0	0.0178	0.02108	0.00136	2.01318	0	0.67554	0.23744	0.00547	0	0	0
Healthy	0.00914	5.92212	1.03069	0	0	0.00102	0	0.03121	0	0	0	0	5.92212	0	0	0	0	0	0	0
Healthy	99.3463	0	0	0	0	0	0	0	0	0.12628	0	0	0	0	0	0	0	0	0	0
Healthy	0.02692	0.02009	0	0.00921	0	0	0	0	0	0	0	0.17166	0.02009	0	0.00483	0	0.00687	0.07512	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.88	1.91896	0	0	0.07475	0	0.6102	0	0	0
Healthy	1.61551	0	0.04688	0	0	0	0.04568	0	0	0	0	0.30948	0	0	0.22946	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.03277	0.0038	0	0	0.02403	0	0	0	0.00048	0.24326	0.20038	0.03277	0	0.27903	0.30046	0	0.00554	0.07784	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.82847	0	0	0	0	0	0	0	0	0
Healthy	21.1738	0.18825	0.11396	0.10392	0.04089	0.07969	0.06801	0	0	0	1.76766	0.42914	0.18825	0	0.42677	0	0.16942	0.04345	0	0
Healthy	0	0.03694	0	0	0	0	0	0	0	0	0	0.06754	0.03694	2.95752	0.00544	4.03419	0	0.10465	0.20553	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.13645	0.03653	0	0	0.03839	0	0.51289	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	2.78638	0.37718	0.6589	0	0	1.746	0	0	0	0	0
Healthy	0	0	0	0.05403	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0.02762	0	0
Healthy	0.00997	0	0	0.00023	0.00991	0	0	0	0	0.00036	0.62547	0.29276	0	0.03992	0.26436	0	0.08941	0.00173	0	0
Healthy	0	0	0	0	3.11807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09257
Healthy	0	0.01361	0	0	0	0.0756	0	0	0	0	0	0.02975	0.01361	0.03915	0.04591	0.10314	0	0	0.01087	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.28197	0.19966	0	0	0	0	0.01156	0	0	0
Healthy	0.16773	0.00651	0	0.01962	0.05532	0	0	0	0	0	0.05091	0.29632	0.00651	0	0.23687	0	0.02958	0	0.59351	0
Healthy	0.0298	0	0	0.00727	0.05124	0	0	0	0	0	0	0.28347	0	0	0.05736	0	0	0.02058	0	0.00723
Healthy	0.82726	0	0.02664	0	0	0	0	0	0	0	0.00334	0.06124	0	0	0.01111	0	0	0.15008	0	0
Healthy	0	0.35272	0.03104	0	0.09449	0.04723	0	0	0	0	0.74319	0.23912	0.35272	0	0.16113	0	0.00422	0.08287	0	0
Healthy	0	0	0	0	0.0137	0	0	0	0	0	0.08665	0.46406	0	0	0.01587	0	0	0	0	0
Healthy	27.6154	0.47352	0.11218	0.05922	0.06197	0.27122	0.00046	0.00015	0.02153	0.00067	0.44579	1.25771	0.47352	0	0.42121	0	0.08339	0	0	0.00374
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4085	0	0	0	0	0	0
Healthy	0	0.01493	0	0	0	0	0	0	0	0	0.09464	0.09158	0.01493	0	0.13705	0	0	0.02958	0	0
Healthy	1.05364	0	0	0.00424	0.05108	0	0	0	0	0	0.02161	0.03307	0	0	0	0	0	0	0	0.0234
Healthy	0.07806	0.03325	0	0.09079	0.12642	0	0	0	0	0	0.01455	0.05341	0.03325	0	0	0	0	0	0	0
Healthy	0	0.17503	0.0989	0	0	0	0	0	0	0	0.33302	0.15615	0.17503	0	0.39601	0.15258	0.33635	0	0	0
Healthy	13.9963	0.23748	0.06096	0.01833	0.01774	0.46614	0	0.00138	0.00597	0.01037	1.60361	1.97014	0.23748	0	0.01663	0	0.15671	0	0	0.01757
Healthy	1.97488	0.01524	0.09126	0	0	0	0	0.01105	0.00572	0	0	0.00913	0.01524	0	0	0	0	0	0	0.01009
Healthy	0	0	0	0	0	0.46318	0	0	0	0	0	0.03654	0	0	0	0	0	0	0	0
Healthy	0	0.08508	0.02874	0.03682	0.02469	0.03814	0	0	0	0	1.94593	0.67388	0.08508	0.01632	0.65191	0.24477	0.02118	0.01405	0.0348	0
Healthy	1.47459	0.05234	0	0	0	0.33736	0	0	0	0	1.15529	0.28728	0.05234	0.27049	0	0	0	0.0465	0	0
Healthy	0.3254	0	0	0	0.00066	0	0	0	0	0.00044	0	0.02197	0	0.2375	0.03158	0	0	0	3.95542	0
Healthy	2.57217	0	0	0.03025	0.05386	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19899
Healthy	10.0015	0	0	0.66941	0	0.13998	0	0	0	0	0	0	0	0	0.05121	0	0	0	0	0
Healthy	1.38799	0	0	0.04723	0	0	0	0	0	0	0	0.06075	0	0	0.05541	0.86606	0	0	0.1394	0
Healthy	0.25207	0.16323	0.00154	0.0966	0	0	0	0	0.00078	0.00256	0.72378	0.00176	0.16323	0	0	0	0.1633	0	0	0.02268
Healthy	0.07561	0.01758	0.00282	0	0.0191	0.01761	0	0	0.00068	0.00039	1.68092	1.27883	0.01758	0.18231	0.90018	0	0.19839	0.09673	0.23689	0
Healthy	0	0	0	0	3.22159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1035
Healthy	0.83901	0.03534	0.04118	0.83297	0.15521	0	0	0	0.01018	0.00197	0.35005	4.06449	0.03534	0	0	0.06797	0.08075	0	0.01404	0.07315
Healthy	7.15652	0	0	0	0	0	0	0	0	0	0	0	0	0.02272	0	0	0	0	0	0
Healthy	0	0.52688	0.23055	0.55231	0	0	0	0	0	0	2.3264	0.28783	0.52688	0	1.6565	0	0	0	0	0
Healthy	0.19677	0.04636	0	0	0	0	0	0	0	0	0	0.0212	0.04636	0.31679	0.02193	8.47344	0	0	0.34085	0.00593
Healthy	0	0.07997	0.14519	0	0	0	0	0.03671	0.00958	0	3.86381	1.39602	0.07997	0	1.0285	0.30563	0.0039	3.96614	0.03515	0
Healthy	0	10.0295	4.09312	0	0.84083	0.05264	0	0	0	0	0.04561	0.0775	10.0295	0	0.84245	0	0	0.11669	0	0
Healthy	17.4171	0.0251	0.15796	0.02166	0.0304	0	0	0	0	0	0.06702	0.11398	0.0251	0	0.66633	0	0	0	0	0
Healthy	0	0.14285	0.01586	0	0.05241	0	0	0	0	0	0.26759	0.12526	0.14285	0	0.22359	0	0	0.3211	0	0
Healthy	0	0.14891	0.46513	0	0.00755	0.06648	0.0288	0	0	0	0	0.15352	0.14891	0	0.03892	0	0.07843	0.20483	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.10395	0	0	0	0.03432	0	0	0	0	0	0.71797	0.49286	0	0	0.16943	1.16956	0.19512	0.29743	0.21189	0
Healthy	0.16068	0.0216	0	0.00545	0	0.00375	0	0	0	0	1.4544	0.44237	0.0216	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.14707	0	0	0.21826	0	0	0	0	0	0	0.25848	0.49198	0	0	0.64873	0	0	1.87596	0	0
Healthy	0.01098	0.01835	0	0.00584	0.03857	0.02105	0	0	0	0.00325	0.39933	0.06699	0.01835	0	0	0	0.00279	0	0	0.04247
Healthy	11.5426	0	0	0.62104	0	0.17368	0	0	0	0	0	0	0	0	0.05036	0	0	0	0	0
Healthy	1.50484	0.36812	0.09563	0.08494	0.36082	0.29579	0	0	0	0.00363	2.93196	1.5185	0.36812	0	0.68573	0	0.10644	0.35551	0	0
Healthy	0.01154	0	0	0.03095	2.61938	0	0	0	0	0	0.03383	0.06372	0	0	0.02261	0	0	0	0	0.00123
Healthy	1.55868	12.1804	2.87508	0.01073	0.08101	3.54509	0	0.02184	0.00115	0.0192	2.93058	4.26326	12.1804	0	1.07404	0	0.08344	0	0	0
Healthy	8.78375	0.49284	0	0.19827	0	0	0	0	0	0	0	0.13799	0.49284	0	0	0	0.08771	0.01277	0	0
Healthy	0	0.03714	0.05434	0	0	0.32192	0	0	0	0	0	0.00433	0.03714	0	0	0	0	0.37054	0	0
Healthy	0	0	0	0	0	0.00242	0	0	0	0	0.25588	0.16508	0	0	0.18623	0	0.04205	0	0	0
Healthy	0.07433	0	0	0	0	0	0	0	0	0	0.04583	0.02082	0	0	0	0	0	0	0	0
Healthy	0.35776	0.58623	0.04146	0.09088	0.11131	0.0029	0	0.00026	0.01799	0.00445	1.30915	0.48566	0.58623	2.94534	0.84626	0.03148	0.07762	0.07895	0.00463	0.01804
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19194	0	0.01777	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.43515	0	0	0	0	0	0.00827	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.02923	0.10914	0	0	0.03956	0	0	0	0	0
Healthy	0	0	0	0	0	0.29468	0	0	0	0	0.17201	0.60862	0	0	0.08574	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.24406	0.13568	0	0	0.20625	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.08695	0	0	0	0	0	0	0	0	0.76896	0.27633	0.08695	0	0.04776	0	0.18456	0	0	0
Healthy	0	0.41218	0.04946	0	0	0.08442	0	0	0.00202	0	0.27384	1.72027	0.41218	0	1.5553	0.4724	0.01631	0.81122	0.05357	0
Healthy	0	0.08827	0.05442	0	0.30366	0	0	0	0	0	0.41152	0.54225	0.08827	0	0.49374	0.37197	0.23495	0.00415	0.09544	0
Healthy	0.59558	0.05298	0.00967	0	0	0	0	0	0	0	0	0.02195	0.05298	0	0.00949	0	0	0	0	0
Healthy	82.805	0.26629	0.04694	0	0	0	0	0	0	0.44632	0	0	0.26629	0	0	0	0	0	0	0
Healthy	0	0.41387	0.06441	0	0.00257	0	0	0	0.01072	0.00122	0.90098	0.44781	0.41387	0	0.15162	0.36624	0.00928	0.14605	0.00131	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.01964	0.07722	0	0	0.09117	0	0	0	0	0
