group	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Gammaproteobacteria	Verrucomicrobiae	Bacilli	Methanobacteria	Desulfovibrionia	
Healthy	0.78104	0		39.94067	31.81193	0.78104	0.98081	0.29513	0	0	
Healthy	0.90636	0		42.6898	30.31085	0.90636	0	0.38366	0	0	
Healthy	18.96246	0		37.05122	30.62184	18.96246	0.48728	0.3181	0	0	
Healthy	0	0		12.0482	65.59567	0	0	1.01297	0	0	
Healthy	3.16701	0		60.78524	21.19508	3.16701	0	0.17742	0	0	
Healthy	1.88326	0		15.93134	44.53083	1.88326	0	3.1058	0	0	
Healthy	0.3196	0		13.98049	34.27152	0.3196	2.45662	1.02518	1.33638	0	
Healthy	0.16774	0.02082		79.82242	12.9748	0.16774	0	0.14641	0	0.02082	
Healthy	1.39506	0.38467		48.27273	39.34366	1.39506	0.55249	0.49007	0	0.38467	
Healthy	0.01494	0.01957		64.67191	24.96666	0.01494	0.01061	0.0555	0	0.01957	
Healthy	1.30882	0.11766		54.34622	5.51266	1.30882	7.07393	0.33887	0	0.11766	
Healthy	0.05722	0.78752		38.06069	33.34049	0.05722	0	9.21057	0.29786	0.78752	
Healthy	6.4077	0.00447		46.40154	30.24595	6.4077	1.17807	0	0.6609	0.00447	
Healthy	0.15096	0.00628		78.21942	8.8391	0.15096	0	0.07417	0	0.00628	
Healthy	0	0		80.66671	14.59009	0	0	0.50147	0	0	
Healthy	0.67364	0.01546		81.26761	5.35249	0.67364	3.60839	0.00625	0	0.01546	
Healthy	0.04462	0		19.34565	58.07318	0.04462	0	1.40913	0	0	
Healthy	0.16078	0		69.81187	3.3997	0.16078	0	0.03409	0	0	
Healthy	0.11941	0		68.66863	9.48897	0.11941	0	0.29545	0	0	
Healthy	0.18701	0		0.12418	5.70676	0.18701	0	0	0	0	
Healthy	0.09698	0.80185		26.27508	14.96949	0.09698	0.47557	1.03576	0	0.80185	
Healthy	0.61452	0		62.75116	17.22217	0.61452	0	1.14516	0	0	
Healthy	7.69956	0		50.2751	0	7.69956	0	1.47739	0	0	
Healthy	12.72395	0.01696		40.28616	24.71875	12.72395	1.16882	0.22256	0	0.01696	
Healthy	0	0		11.41057	68.45726	0	0	1.00425	0	0	
Healthy	0.63906	0		41.77133	21.5895	0.63906	0	0.90898	0	0	
Healthy	2.34783	0		62.88804	25.78825	2.34783	0	0.18937	0	0	
Healthy	0.25253	0.00758		76.47648	6.95202	0.25253	0	0.10594	0	0.00758	
Healthy	0.2618	0		10.46804	46.27604	0.2618	0.59724	0.2042	1.03233	0	
Healthy	10.48988	0.70638		13.12476	6.26815	10.48988	43.7613	0.16405	0	0.70638	
Healthy	7.80803	0		71.75492	11.21769	7.80803	0	0.01904	0	0	
Healthy	0	0		0	55.5583	0	0	0	0	0	
Healthy	0.4107	0		74.627	19.79443	0.4107	0.3822	0.00428	0	0	
Healthy	0.10074	0.00633		91.54241	4.28874	0.10074	0	0.00407	0	0.00633	
Healthy	0.84904	0.003		13.0814	67.95643	0.84904	0	0.60018	0	0.003	
Healthy	2.95052	1.36614		70.79203	10.7486	2.95052	0	0.24505	0.00796	1.36614	
Healthy	5.50022	0.98392		30.04129	47.22669	5.50022	0	1.0735	0.72247	0.98392	
Healthy	3.16232	0		77.96466	5.29577	3.16232	0	0.04312	0	0	
Healthy	0	0		74.06347	0	0	0	0	0	0	
Healthy	0.06008	0.07147		69.10866	10.26365	0.06008	0.56457	0.02657	0	0.07147	
Healthy	0.06927	0.67046		51.42544	25.48088	0.06927	0	0	0.03448	0.67046	
Healthy	0.36389	0.59214		60.69722	8.14892	0.36389	8.47837	0	0	0.59214	
Healthy	0.91502	0		67.06407	2.68695	0.91502	0	0	0	0	
Healthy	0.00852	0		57.83074	22.27976	0.00852	0	0.24063	0	0	
Healthy	0.16484	0.67643		59.55536	6.12791	0.16484	4.66528	0	0.23364	0.67643	
Healthy	9.76271	0		8.02558	29.13825	9.76271	0	13.8301	4.61479	0	
Healthy	5.43617	0.2095		60.82889	25.04694	5.43617	0	0.06976	0	0.2095	
Healthy	1.61917	0.1116		86.81178	7.5152	1.61917	0	0.09135	0	0.1116	
Healthy	13.79	0		63.61255	12.90644	13.79	0	1.17564	0	0	
Healthy	2.21498	0.01137		48.55793	24.33903	2.21498	0.18982	0.28088	0.00211	0.01137	
Healthy	30.20616	0		49.7634	7.38061	30.20616	0	1.41978	0	0	
Healthy	0	0		7.31907	51.66221	0	14.1787	2.05809	0.16863	0	
Healthy	0.0246	0		25.56865	56.59985	0.0246	0.88722	3.5421	1.39634	0	
Healthy	0.47405	0		26.21276	48.60621	0.47405	0	4.96769	0	0	
Healthy	0.73742	0		50.74802	18.02698	0.73742	2.78702	0.0552	0	0	
Healthy	5.81992	0.1492		74.85589	5.20836	5.81992	0	0.06761	0	0.1492	
Healthy	7.95409	0.50015		38.94166	43.58301	7.95409	0.09708	0.23704	0	0.50015	
Healthy	4.36816	0.73109		41.91831	4.46297	4.36816	0	0.07463	0	0.73109	
Healthy	0.02705	0		65.7009	12.91559	0.02705	0.63691	0.00764	0	0	
Healthy	13.17675	0.00589		28.71889	37.77367	13.17675	3.40381	5.42165	0	0.00589	
Healthy	4.67377	0		30.25685	0.82244	4.67377	0	0.23172	0	0	
Healthy	0.32578	0.16907		69.86554	8.25215	0.32578	0	0.02006	0	0.16907	
Healthy	0	0		30.04631	56.95578	0	0.74691	1.94647	0.0917	0	
Healthy	2.00692	0		26.72493	51.3549	2.00692	1.39047	1.16405	0.4225	0	
Healthy	0.05222	0.06312		25.40333	45.76301	0.05222	0	0.17655	0	0.06312	
Healthy	0.87564	0.46041		68.267	2.96875	0.87564	0.0078	0.45396	0	0.46041	
Healthy	0.73549	0.12417		80.57588	7.81722	0.73549	0	0.43082	0	0.12417	
Healthy	34.50863	0		4.67693	0.00235	34.50863	0	13.06374	0	0	
Healthy	0.03262	0.09285		66.88368	15.59029	0.03262	0.62769	0.00541	0	0.09285	
Healthy	0	0		15.49106	66.67142	0	0	3.03464	0	0	
Healthy	1.15375	0		65.74523	2.61005	1.15375	0	0	0	0	
Healthy	0.03187	0		9.41402	30.70642	0.03187	12.906	1.92613	1.69349	0	
Healthy	0	0		8.01845	68.14001	0	0	0	0	0	
Healthy	0.27714	0		22.35372	50.26471	0.27714	5.60774	1.13607	0	0	
Healthy	0.524	0		88.54341	2.62918	0.524	0	0.2695	0	0	
Healthy	3.17941	0.03388		45.04249	22.15574	3.17941	0.4519	2.62376	0.16007	0.03388	
Healthy	0.18533	0		69.97331	3.29066	0.18533	0	0.04162	0	0	
Healthy	0	0		16.00169	29.63657	0	3.80362	1.54188	10.4943	0	
Healthy	2.12567	0		38.53477	39.94426	2.12567	0	2.21529	0	0	
Healthy	0.03122	1.62576		76.71103	7.58856	0.03122	0	0.29822	0.11602	1.62576	
Healthy	0.08176	0		14.89728	65.1736	0.08176	0.01069	2.38057	0	0	
Healthy	0.43242	0.64934		45.56493	8.74946	0.43242	0.15443	0.65276	0	0.64934	
Healthy	0.28689	0.71702		51.07376	6.4722	0.28689	0.13985	0.3797	0	0.71702	
Healthy	0.05758	0.18829		33.27138	31.3722	0.05758	0.0269	0.49084	0.15359	0.18829	
Healthy	2.65729	0		25.46761	30.57712	2.65729	1.23786	0	0.45781	0	
Healthy	20.79495	0.08815		50.30233	0.0852	20.79495	0	0.02293	0	0.08815	
Healthy	1.47353	0.00668		27.08035	36.17249	1.47353	0	0.18131	0	0.00668	
Healthy	5.9313	0		67.07715	14.12711	5.9313	0	0.04032	0	0	
Healthy	0.14953	0		64.77856	4.99205	0.14953	0	0	0	0	
Healthy	3.18019	0.02721		79.59677	12.53383	3.18019	0	0.10682	0	0.02721	
Healthy	0.39228	0.59774		58.16031	10.37606	0.39228	8.491	0	0	0.59774	
Healthy	2.84091	0		10.48737	40.17061	2.84091	1.00434	3.52398	2.15523	0	
Healthy	0.26071	0.05777		77.92428	6.3456	0.26071	0	0.10208	0	0.05777	
Healthy	1.8944	0		26.59922	51.43323	1.8944	1.38974	1.16992	0.44728	0	
Healthy	2.45958	0.10091		70.9806	3.30002	2.45958	0	0	0	0.10091	
Healthy	1.71008	0.0431		50.4362	15.29084	1.71008	0.72584	0.17249	0	0.0431	
Healthy	0.58422	0		92.86092	2.83936	0.58422	1.84295	0	0	0	
Healthy	2.75306	0		18.80944	54.70192	2.75306	0	1.40402	0	0	
Healthy	0.16885	0		28.8121	40.25028	0.16885	0.22312	0	0.84261	0	
Healthy	1.16749	0.43223		64.81071	24.14655	1.16749	0	0.07539	0	0.43223	
Healthy	0	0		57.87419	8.04962	0	0	0	0	0	
Healthy	1.93996	0.11548		76.71894	8.15518	1.93996	0	0.0945	0	0.11548	
Healthy	0.28167	0		34.33722	30.27763	0.28167	0	2.17862	0	0	
Healthy	9.70979	0		22.11136	45.77169	9.70979	0.96622	1.92647	0	0	
Healthy	1.399	0		85.39423	10.41108	1.399	0	0	0	0	
Healthy	0	0		9.68946	0	0	0	0	0	0	
Healthy	0.26539	0		60.68742	9.16984	0.26539	0	0.17183	0	0	
Healthy	5.847	0.00368		67.86759	10.21056	5.847	0	0.42818	0	0.00368	
Healthy	2.33111	0.10118		70.48466	3.27292	2.33111	0	0	0	0.10118	
Healthy	2.16118	0.34193		27.35827	51.78719	2.16118	0.89717	0.14932	0.14616	0.34193	
Healthy	0.18603	0.00306		76.25237	12.77843	0.18603	0.03022	0	0	0.00306	
Healthy	4.05073	0		66.32373	17.26835	4.05073	0	0.23942	0	0	
Healthy	0	0		31.55205	39.24658	0	0	0	0	0	
Healthy	0.33006	0.11814		44.56937	11.00683	0.33006	7.23898	0.17432	0	0.11814	
Healthy	0.33267	0.05942		31.565	15.34297	0.33267	3.62249	0.47427	0	0.05942	
Healthy	1.54259	0		62.40328	23.29086	1.54259	0	0.07931	0	0	
Healthy	0.00845	0.0123		22.85404	50.82579	0.00845	0.08994	0.43993	0	0.0123	
Healthy	0.43745	0.56962		57.15039	10.58058	0.43745	8.73029	0	0	0.56962	
Healthy	10.72835	0		0.84417	69.1428	10.72835	0.53602	2.50344	0	0	
Healthy	0.94742	0.6243		48.23484	10.03146	0.94742	9.35753	0.04972	0	0.6243	
Healthy	0.85716	0		26.60649	28.19325	0.85716	0	0.42747	0	0	
Healthy	1.44768	0		71.12524	15.23452	1.44768	0	0.56373	0	0	
Healthy	0	0		81.6959	14.02832	0	0	0.52152	0	0	
Healthy	0.45122	0		53.09434	17.73906	0.45122	0	0.38259	0	0	
Healthy	0.06878	0		19.46004	58.23553	0.06878	0	1.46359	0	0	
Healthy	0	0		1.0593	3.07797	0	0	0	0	0	
Healthy	0.03051	0.10337		65.89271	16.05753	0.03051	0.58083	0.02629	0.01859	0.10337	
Healthy	0.56395	0.69799		45.89856	8.65812	0.56395	0.14175	0.63827	0	0.69799	
Healthy	0	0		36.2758	40.45601	0	5.17575	0.15114	0	0	
Healthy	5.24819	0.05916		41.50004	34.0406	5.24819	0	0	0	0.05916	
Healthy	0.53121	0.00464		92.08051	2.75787	0.53121	1.68633	0	0	0.00464	
Healthy	0.73251	0		80.73328	6.21297	0.73251	0	0.03199	0	0	
Healthy	20.22789	0		16.15155	12.47334	20.22789	2.17357	2.15938	0.19313	0	
Healthy	0	0.19257		50.36431	25.76996	0	0.00195	0.6201	0	0.19257	
Healthy	0.26109	0.00345		56.92641	5.15191	0.26109	0	0.24663	0	0.00345	
Healthy	0.15717	0		69.39126	7.56936	0.15717	0	0.28005	0	0	
Healthy	0.65199	0		80.88058	14.03432	0.65199	0	0.82687	0	0	
Healthy	0.12306	0.03972		32.82227	29.32496	0.12306	0.01569	0.18695	11.0253	0.03972	
Healthy	1.09713	0.00186		77.87295	13.74403	1.09713	2.21179	0.35606	0	0.00186	
Healthy	0	0		16.28189	23.02626	0	0	18.7223	0	0	
Healthy	0.25355	0		24.71545	43.99437	0.25355	0	0	0.2591	0	
Healthy	0.26757	0.00321		35.63195	37.78726	0.26757	0.58929	6.35708	0.55965	0.00321	
Healthy	3.24403	1.33117		70.99252	10.74341	3.24403	0	0.27233	0.01877	1.33117	
Healthy	11.05228	0		74.5758	3.53692	11.05228	0	0.29092	0	0	
Healthy	0.67314	0		44.1636	36.06041	0.67314	0	0.03414	0	0	
Healthy	4.53415	0		92.47901	2.0927	4.53415	0.51403	0	0	0	
Healthy	4.74194	0.07375		56.09489	19.99772	4.74194	0	0	0	0.07375	
Healthy	0	0		0.00817	0	0	0	21.3351	0	0	
Healthy	3.86667	0		66.2303	17.20087	3.86667	0	0.20951	0	0	
Healthy	1.17055	2.65193		41.8416	2.53228	1.17055	10.9796	0	0	2.65193	
Healthy	0	0		40.34055	39.5214	0	0	2.90591	0	0	
Healthy	0	0		80.16513	14.61073	0	0	0.57617	0	0	
Healthy	0.13366	0.04761		57.4587	12.01436	0.13366	0	0.02718	0.07354	0.04761	
Healthy	2.24632	0		38.531	24.81769	2.24632	0.31727	0.2908	0	0	
Healthy	3.51716	0		30.3123	3.07123	3.51716	0	32.13726	0	0	
Healthy	1.91557	0		57.49053	17.38401	1.91557	0.37515	0.37253	0	0	
Healthy	0.12538	0		20.75023	18.57325	0.12538	0.41073	0.42642	35.1411	0	
Healthy	0.25438	0		46.0521	38.21851	0.25438	0	0	0	0	
Healthy	1.64559	0.09632		87.7612	6.68546	1.64559	0	0.09897	0	0.09632	
Healthy	0.44483	0		30.62288	39.03265	0.44483	0	0.6872	0	0	
Healthy	8.28463	0.0671		56.64935	16.39842	8.28463	0.00852	1.49398	2.77246	0.0671	
Healthy	0.21132	0.10935		57.5046	11.91607	0.21132	0	0.2769	0.20364	0.10935	
Healthy	1.79976	0		52.2457	22.00129	1.79976	0.36339	0.0088	0.60507	0	
Healthy	0.44861	0.00966		66.37647	9.33773	0.44861	0	0.36637	0	0.00966	
Healthy	0	0		16.45568	65.98926	0	0	0.93232	0	0	
Healthy	2.5524	0.08277		16.91489	62.67548	2.5524	0	2.65107	0.77591	0.08277	
Healthy	0.03603	0		32.23104	31.68543	0.03603	0.04302	0.30238	0	0	
Healthy	0.48949	0.02455		55.35614	37.77369	0.48949	0	0	0	0.02455	
Healthy	6.87193	0.22609		60.41193	2.13662	6.87193	0.58013	0	0	0.22609	
Healthy	0.01848	0		39.59254	34.55054	0.01848	0.02043	0.04835	0.08089	0	
Healthy	1.88064	0		26.77579	33.74428	1.88064	0	1.08345	0	0	
Healthy	1.20195	0		67.44375	2.37338	1.20195	0	0	0	0	
Healthy	0.84789	0		66.12035	6.18903	0.84789	0	0	0	0	
Healthy	0.45512	0.11614		70.13297	9.98392	0.45512	0.13626	0.00177	0.05586	0.11614	
Healthy	8.16764	0		40.6757	37.88189	8.16764	0.72342	0.49063	0	0	
Healthy	0.05963	0.0717		56.39179	11.86541	0.05963	0	0.21278	0.19256	0.0717	
Healthy	26.33633	0		9.50106	0	26.33633	0	2.87625	0	0	
Healthy	0.8796	0		23.30865	60.11098	0.8796	0	0.42068	0	0	
Healthy	1.26119	0.08954		69.9358	16.34919	1.26119	0	0.12037	0	0.08954	
Healthy	1.61136	0		22.89065	38.37015	1.61136	2.84965	2.81321	3.32246	0	
Healthy	0.22402	0		19.52397	71.4922	0.22402	0	0	0.51583	0	
Healthy	5.66187	0.00671		48.35566	15.26897	5.66187	0	0.6363	0	0.00671	
Healthy	0	0.01322		36.49329	36.47555	0	0.04873	0.33429	0	0.01322	
Healthy	0.14888	0		82.50748	4.57896	0.14888	1.81304	0.22636	0	0	
Healthy	8.90282	0		19.63362	15.06856	8.90282	1.73198	1.01224	0	0	
Healthy	1.5338	0.1824		63.9582	14.07575	1.5338	0	0.01259	0.16611	0.1824	
Healthy	2.16516	0		63.77111	18.19587	2.16516	0	0.43603	0	0	
Healthy	0.00658	0		34.52551	43.27644	0.00658	0	2.52531	0	0	
Healthy	0.08866	0.06204		67.86063	10.33462	0.08866	0.56547	0.01202	0	0.06204	
Healthy	3.9162	0.28287		60.69024	20.41903	3.9162	0	0	0	0.28287	
Healthy	8.46293	0		0.02564	0.83545	8.46293	0	0.07132	0	0	
Healthy	16.79519	0		3.98735	0.32555	16.79519	0	5.25522	0	0	
Healthy	0.76836	0.1712		29.12926	31.65752	0.76836	8.67123	0.2822	0	0.1712	
Healthy	9.49833	0		0.09701	64.71143	9.49833	0.01384	0.43064	0	0	
Healthy	0	0		84.28521	6.50529	0	0	0.234	0	0	
Healthy	0	0		68.7163	0	0	0	0	0	0	
Healthy	7.78622	0		45.22197	25.54622	7.78622	0.02611	0.61487	0	0	
Healthy	0.01271	0		8.95235	30.81269	0.01271	9.41662	2.52225	2.26721	0	
Healthy	11.50231	0		34.19922	3.99981	11.50231	0.50025	0.04622	0	0	
Healthy	0.09833	0		5.25684	82.30353	0.09833	0.02337	0.81779	0	0	
Healthy	0.7963	0		37.95444	41.94868	0.7963	0	0.13683	0	0	
Healthy	0.18186	0.64324		53.88338	18.51587	0.18186	12.8248	0.12889	0	0.64324	
Healthy	0	0		10.44183	82.5089	0	0	2.59767	0	0	
Healthy	11.6155	0		59.47556	16.26502	11.6155	0	0.02346	0	0	
Healthy	1.42928	0.11504		66.96559	25.87444	1.42928	0.12452	2.35812	0	0.11504	
Healthy	0.37439	0.05575		11.92591	63.66363	0.37439	0.73449	4.78877	2.84299	0.05575	
Healthy	2.52426	0		54.39563	28.31164	2.52426	0	0	0	0	
Healthy	3.23698	0.14269		22.01124	37.69654	3.23698	0.89803	0.32283	1.5014	0.14269	
Healthy	3.78323	0.01945		75.04607	8.0246	3.78323	0.7407	0.61816	0	0.01945	
Healthy	1.47951	0.00691		35.10904	34.25669	1.47951	0	0.4316	0.0389	0.00691	
Healthy	0.79877	0.07368		57.20329	21.0421	0.79877	0	0.00307	0	0.07368	
Healthy	0.45135	0.07096		76.00465	8.01665	0.45135	0	0.01315	0	0.07096	
Healthy	0.70077	0.0249		81.74652	5.08853	0.70077	3.40051	0.00157	0	0.0249	
Healthy	0.00657	0.00715		62.88602	27.88844	0.00657	0.83565	0.06128	0	0.00715	
Healthy	5.66829	0.14421		77.74572	4.83083	5.66829	0	0.05228	0	0.14421	
Healthy	1.77405	0		24.28158	32.45455	1.77405	0	0	0	0	
Healthy	0.26813	0.05495		77.15751	6.98758	0.26813	0	0.1265	0	0.05495	
Healthy	0.23553	0.00817		51.9442	36.42639	0.23553	0	0.1204	0.2742	0.00817	
Healthy	6.42496	0		22.17561	0.06157	6.42496	0	6.55367	0	0	
Healthy	0.21694	0		70.2604	3.14274	0.21694	0	0.01797	0	0	
Healthy	11.44773	0.04031		66.90928	2.09882	11.44773	0	0.15808	0	0.04031	
Healthy	0.71922	0.10833		36.00646	36.59922	0.71922	0.10729	0.4066	0	0.10833	
Healthy	2.75504	0		67.52468	4.03337	2.75504	1.45026	0.28838	0	0	
Healthy	10.88687	0.72008		13.35234	6.19153	10.88687	44.3211	0.176	0	0.72008	
Healthy	7.07975	0		12.31931	0.01982	7.07975	0	3.57883	0	0	
Healthy	8.14075	0.01208		52.85802	6.50677	8.14075	0	0.29864	0	0.01208	
Healthy	0.04903	0.03414		61.52629	8.48688	0.04903	0.70898	0	0	0.03414	
Healthy	1.42615	0.05466		68.26218	16.85088	1.42615	0	0.00069	0	0.05466	
Healthy	0	0		41.3138	31.44949	0	0	1.18947	3.11173	0	
Healthy	1.71155	0.27944		25.4709	7.7945	1.71155	11.1928	1.51977	34.3352	0.27944	
Healthy	1.00904	0.04745		26.0167	34.53581	1.00904	0	0.09013	0.57844	0.04745	
Healthy	0	0.01788		8.23024	21.04741	0	0.02197	2.79671	9.29125	0.01788	
Healthy	4.49196	0		59.19358	0.00652	4.49196	0	0.06942	0	0	
Healthy	0.10096	0.08991		69.41196	10.05855	0.10096	0.52291	0.03597	0	0.08991	
Healthy	5.6289	0		39.1705	36.99923	5.6289	0	0.67212	0	0	
Healthy	0.13042	0.00212		33.35905	15.67684	0.13042	0.05676	0.20171	0.0089	0.00212	
Healthy	2.68584	0.0843		17.70602	60.95132	2.68584	0	2.54226	0.70044	0.0843	
Healthy	0	0		15.74507	59.70207	0	0	0	0	0	
Healthy	4.02996	0		92.39928	2.12844	4.02996	0.63238	0	0	0	
Healthy	0	0		62.55839	32.00827	0	0.07577	0.10091	0	0	
Healthy	0.28892	0.02339		57.60587	5.22286	0.28892	0	0.31322	0	0.02339	
Healthy	0.15556	0		11.80363	46.81017	0.15556	0	29.79442	0.02309	0	
Healthy	0.0857	0.02076		60.76513	10.79069	0.0857	0	0	0	0.02076	
Healthy	5.16908	0.1922		62.10895	25.16617	5.16908	0	0.10277	0	0.1922	
Healthy	0	0		23.24062	19.37666	0	2.23188	0.14316	4.08398	0	
Healthy	0	0.02109		74.3055	19.59037	0	0.20289	0.39763	0.10373	0.02109	
Healthy	6.77028	0		47.48654	14.3968	6.77028	0	0	0	0	
Healthy	0.0978	0.35635		66.63046	7.7103	0.0978	10.3157	0.07454	0	0.35635	
Healthy	0.32798	0.09859		16.69171	69.81699	0.32798	1.66108	1.51237	0.08327	0.09859	
Healthy	0.12874	0.04787		43.68784	3.38554	0.12874	0	0.01606	0	0.04787	
Healthy	0.07012	0.83356		38.72317	33.2979	0.07012	0	9.30072	0.32392	0.83356	
Healthy	65.16816	0		0	24.20901	65.16816	0	0.36366	0	0	
Healthy	1.37484	0		23.31275	41.24782	1.37484	2.39427	3.76512	5.1127	0	
Healthy	0.26368	0.00779		77.03911	6.74257	0.26368	0	0.08566	0	0.00779	
Healthy	0.29846	0		37.00331	49.5079	0.29846	0	0.05262	0	0	
Healthy	0	0		54.07795	9.67989	0	0	0	0	0	
Healthy	0.03047	0		26.73081	60.4754	0.03047	0	0.27659	0	0	
Healthy	2.9996	0		60.91644	13.72989	2.9996	5.85149	0.51391	0	0	
Healthy	0.18097	0.23731		48.31568	17.31882	0.18097	5.88994	0.028	0	0.23731	
Healthy	3.79751	0.04264		75.79001	9.15147	3.79751	0	0.13135	0	0.04264	
Healthy	1.66688	0		64.79763	3.45024	1.66688	0.00115	0.24303	0	0	
Healthy	1.07314	0		67.62521	2.3953	1.07314	0	0	0	0	
Healthy	0.23102	0.00493		28.3397	26.31333	0.23102	1.90163	1.36381	0	0.00493	
Healthy	0.21085	0.00324		77.32999	9.07387	0.21085	0	0.04674	0	0.00324	
Healthy	0.27404	0.11375		70.34527	10.16004	0.27404	0.10717	0.00189	0.04814	0.11375	
Healthy	0.33905	0		49.0545	15.70891	0.33905	1.29381	0	0	0	
Healthy	2.08269	0.26162		69.79397	20.03877	2.08269	0	1.05864	0	0.26162	
Healthy	0.43154	0.00837		66.1897	8.42363	0.43154	0	0.36362	0	0.00837	
Healthy	2.52324	0.23594		34.86269	46.57987	2.52324	0	2.04285	0	0.23594	
Healthy	3.60235	0.01291		60.27188	9.34351	3.60235	0	0	0	0.01291	
Healthy	0.60246	0.04446		48.48277	33.83021	0.60246	0.14329	1.41801	0	0.04446	
Healthy	0	0		11.17658	61.7714	0	0.04339	0.04855	2.31989	0	
Healthy	1.79092	0.03571		1.82406	51.48843	1.79092	0	1.86953	6.52913	0.03571	
Healthy	1.94121	0		5.07118	32.97611	1.94121	0	15.04883	0	0	
Healthy	0.46663	0.07585		59.39644	15.35716	0.46663	1.20433	10.27995	0.12082	0.07585	
Healthy	0.06985	0.38014		84.47865	4.89231	0.06985	0.05364	0	0.62816	0.38014	
Healthy	0.37751	0		67.81815	24.38633	0.37751	0	1.15316	0	0	
Healthy	13.04891	0.04885		65.5694	1.74171	13.04891	0	0.17968	0	0.04885	
Healthy	7.4715	0.1746		32.79623	36.08419	7.4715	6.58769	0	0.83191	0.1746	
Healthy	5.97252	0		68.45521	11.63917	5.97252	0	0.01799	0	0	
Healthy	0.41962	0.06165		38.97581	38.41294	0.41962	0.18045	2.1851	0	0.06165	
Healthy	0	0		46.44976	42.23683	0	0.76941	0	0	0	
Healthy	11.4943	0.04034		64.35533	2.41152	11.4943	0	0.17879	0	0.04034	
Healthy	6.12364	0		69.30138	11.26401	6.12364	0	0.01821	0	0	
Healthy	0	0		1.60432	25.19698	0	0	9.02489	22.3755	0	
Healthy	0.89259	0.63149		49.47672	9.69606	0.89259	9.33329	0.01985	0	0.63149	
Healthy	0.46344	0.01867		65.25963	9.57194	0.46344	0	0.42639	0	0.01867	
Healthy	0.16153	0.19675		48.44869	18.68503	0.16153	5.94372	0.03168	0	0.19675	
Healthy	14.88584	0.02294		24.80784	27.66864	14.88584	0	0.77352	0.19887	0.02294	
Healthy	0.13758	0		64.28691	30.71873	0.13758	1.03178	0	0	0	
Healthy	10.37353	0.70743		13.24016	6.39403	10.37353	44.6326	0.14476	0	0.70743	
Healthy	1.92478	0.10547		86.81948	7.25804	1.92478	0	0.10576	0	0.10547	
Healthy	0	0		48.70816	29.24541	0	0.38083	0.14741	0	0	
Healthy	4.36883	0.06574		18.81712	32.6583	4.36883	15.2597	0.00845	0	0.06574	
Healthy	0.50243	0		12.2298	38.49	0.50243	10.6627	0	0	0	
Healthy	0	0		12.45128	10.19056	0	0	0	0	0	
Healthy	0.52664	0.00509		12.06736	47.21911	0.52664	0.55245	0.39056	1.49401	0.00509	
Healthy	0.07218	0.07549		68.41716	15.28862	0.07218	0.45974	0.02897	0	0.07549	
Healthy	0	0.81652		29.37652	14.67152	0	23.5265	0.35923	2.19041	0.81652	
Healthy	0.18415	0.06076		26.6205	61.29709	0.18415	0.04467	1.24528	0	0.06076	
Healthy	0	0		11.17298	50.29109	0	0	0	10.4569	0	
Healthy	11.9332	0		59.76033	15.56216	11.9332	0	0	0	0	
Healthy	0.72102	0		92.13021	2.88402	0.72102	1.69454	0	0	0	
Healthy	0.2133	0		69.41041	3.50703	0.2133	0	0.02955	0	0	
Healthy	0.08151	0		19.29651	27.71937	0.08151	5.62796	0.5092	13.2125	0	
Healthy	0	0		15.44434	61.00256	0	0	0.81908	0.75007	0	
Healthy	0.63269	0.44833		67.72931	4.81242	0.63269	0.00985	0.36405	0	0.44833	
Healthy	0.20678	0		84.24075	3.98061	0.20678	1.57657	0.23947	0	0	
Healthy	0.16963	0.08423		63.70893	15.9389	0.16963	0	0.07477	0	0.08423	
Healthy	0.2102	0.00364		41.14116	43.25913	0.2102	0.11353	3.19309	0.05673	0.00364	
Healthy	98.78012	0		0.0051	0	98.78012	0	1.06666	0	0	
Healthy	0	0		57.28008	26.10158	0	0	0.03615	0	0	
Healthy	0.44353	0.09329		81.1674	8.0744	0.44353	0	0.10704	0	0.09329	
Healthy	0.00159	0.05598		60.07223	12.20377	0.00159	0	0.02822	0.0641	0.05598	
Healthy	15.41818	0.1755		31.30509	24.36408	15.41818	4.77566	2.73331	0	0.1755	
Healthy	0.08659	0.70216		26.39939	10.64705	0.08659	0.43209	1.06496	0	0.70216	
Healthy	7.92676	0.5255		51.05291	15.09354	7.92676	1.92236	0.23648	0	0.5255	
Healthy	0.09483	0.26754		66.30708	7.66993	0.09483	10.5133	0.09571	0.00202	0.26754	
Healthy	0.10327	1.47767		69.02422	6.24697	0.10327	0	0.45071	0.03445	1.47767	
Healthy	1.09687	0.37319		64.42086	23.90713	1.09687	0	0.09192	0	0.37319	
Healthy	0.25217	0		15.55609	67.42944	0.25217	0.00206	1.90526	0	0	
Healthy	8.6462	0		8.02642	33.97819	8.6462	0	6.09537	1.9555	0	
Healthy	6.64186	0		5.06393	2.43548	6.64186	0.09491	2.13205	0	0	
Healthy	9.80225	0.16968		32.54246	33.42604	9.80225	6.17366	0	0.88045	0.16968	
Healthy	2.27366	0		34.96916	43.72281	2.27366	0	0.67035	0	0	
Healthy	0.782	0.03795		79.38151	5.79711	0.782	3.68362	0	0	0.03795	
Healthy	0.17766	0.00325		76.65911	9.54403	0.17766	0	0.04849	0	0.00325	
