s	Clostridium_A_leptum	Enterocloster_sp900540675	Clostridium_Q_symbiosum	Muricomes_sp000509105	Bifidobacterium_sp002742445	Enterocloster_clostridioformis_A	Anaerotruncus_colihominis	Enterocloster_citroniae	Enterocloster_sp000155435	Longicatena_innocuum	Bacteroides_uniformis	Alistipes_putredinis	Phocaeicola_vulgatus	Phocaeicola_dorei	Bacteroides_ovatus	Lachnospira_eligens_B	Barnesiella_intestinihominis	Bacteroides_cellulosilyticus	Alistipes_shahii	Alistipes_obesi	Odoribacter_splanchnicus	Parasutterella_excrementihominis
Healthy	-5	-5	-2.54515513999149	-5	-5	-5	-1.55222199070538	-5	-5	-5	1.51747842745475	-2.31425826139774	0.863980348062777	0.479763842588478	0.393601523349708	-5	0.800418054319089	0.680184073279983	-0.0786777564161781	0.584850031983551	0.0118579046700256	-0.554676077137488
Healthy	-2.33441900898205	0.4871864705742	0.462264693963722	0.390878609837539	-5	-0.152519885052982	-5	-1.16819419132561	-5	-5	-5	-5	-5	-5	1.0324418646458	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.21723408722491	1.10990945645856	0.110828674839961	-1.00383870663199	0.320470327580362	-0.856953956662412	-5	-5	0.433493012956443	-5	0.131252856188643	-2.14206473528057
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.45402899197133	0.437465166122364	0.0983944973247788	0.675177793972931	0.0812968892661289	0.442269626316165	-0.713925446124426	0.43974783879708	-0.662960260079622	-1.92118081690115	0.0167158542360212	-2.38933983691012
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.13410057317144	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.844446730573251	0.150277377578297	0.0484184955287935	-5	-0.540758335121918	-0.127005095797179	0.293126004247515	-5	0.618209226697566	0.749817448418274	0.390026729468693	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10940000066535	-5	-5	1.01283342988244	-0.694197370815095	0.318098828734393	-5	0.448155761700013	0.295789138092616	0.0473293942098912	-5	-1.51984927472672
Healthy	-1.31104653736258	-5	-5	-5	-1.41987367458842	-5	-2.48811663902113	-5	-5	-5	0.798818392947801	0.271611625045606	0.536701079832841	-5	0.0653668097090391	-1.0664620980283	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.898454760067522	-0.600949618126351	-1.6192462291961	0.697781888104685	-0.624062181369223	0.421358744500101	-5	-5	-1.57235162881307	-5	0.298525595321999	-5
Healthy	-2.40230481407449	-5	-5	-5	-5	-5	-1.72056121171298	-5	-5	-5	1.39702720538126	1.07144049559857	-5	0.85770209261494	-2.59516628338006	-0.122882162551069	-5	-5	0.314537119197864	-5	0.269494264483644	-1.5036239459876
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.185905633337431	-5	-5	1.44039754078491	-0.411907651781625	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.19551981089401	-5	-5	-5	1.27581355545453	1.05472448619853	-5	1.63313412216884	0.0316952059260971	-5	-5	-5	0.224675473342064	-5	-5	-0.614876544107784
Healthy	-2.75202673363819	-5	-5	-5	-5	-5	-5	-5	-5	-2.62342304294349	-0.952919927183743	0.303841617434305	-0.213475719325047	-1.31264943044197	-2.76955107862173	-0.662560706730769	-0.31685386022042	-1.76980662113095	-0.0333186689372889	-0.581433571625681	-0.136480859338204	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.19754546588554	1.10098398347789	0.161757195261727	-1.12274386688641	0.299635846530183	-0.814118021590021	-5	-5	0.397437673845455	-5	0.11479440322478	-1.9115095298176
Healthy	-1.12436006299583	-2.52143350440616	-5	-5	-3.431798275933	-5	-2.24412514432751	-2.53461714855158	-2.95860731484177	-2.69680394257951	-1.31506491735911	-1.43097741397044	-0.0181315808862657	-0.819788077651059	-1.64762450499948	0.178205461658518	-1.35330226870067	-5	-0.938962409936582	-5	-0.57099101541911	-2.06048074738138
Healthy	-0.5815329790534	-1.67100914455057	-5	-5	-5	-5	-5	-2.58169870868025	-2.15801519540989	-5	0.926796057674694	0.606782150028573	-5	-5	0.47440713681411	0.0700304742983412	0.723858582604872	0.605230681662452	-0.0926638947891615	0.262175711951742	-0.18816369181598	-0.622730184560993
Healthy	-5	-5	-5	-5	-1.65836766422195	-5	-5	-5	-5	-5	-0.777986249828641	0.577969490744574	0.574629602695905	-0.0768492766007664	-1.07088774334534	0.786462506042488	0.121609081133521	-5	-1.39826585173989	-0.846856143486257	0.0500199510961203	-2.64206515299955
Healthy	-5	-1.73189027019152	-2.43297363384094	-2.86327943284359	-5	-5	-5	-2.13135556160517	-5	-5	0.0113801073308278	0.547017413486104	-0.281315663530067	-0.445874418486987	-0.380875351188906	1.55584516510995	-0.811296451881571	-0.240581474128751	-0.215154566587354	-0.304588376656483	-0.0983891301730183	-5
Healthy	-5	-1.59243915051364	-5	-2.15989390554324	-5	-5	-2.89279003035213	-5	-2.06148027482351	-2.76447155309245	0.429803940213835	0.753085671676477	1.10666370450426	-1.78015361397564	-0.0767300695841543	0.954105926477235	0.660756416569996	-1.77031815768232	-0.116077498934576	-5	-0.0137389738472069	-0.320335940486416
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.487529068757349	-0.14525684673984	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	0.860443422505598	-5	-5	-5	-5	-5	1.04121142809588	-5	0.901358591137823	-5	-5	0.0677847893932887	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.49457867241672	-5	-5	-5	-5	-5	-5	-5	-5	0.525118695632974	0.738050838249587	1.40357706279406	-5	-0.508638306165727	-5	1.25860639739867	-0.0457526650932399	-5	-0.561299467099264	0.143779609508994	-5
Healthy	-2.29843201494407	0.102670341984972	-0.556173968622463	-1.29602117499161	-5	-1.18795610206977	-1.42021640338319	-1.21410097161562	-1.70289634985074	-2.26600071346161	0.293324980535479	0.659297103195388	0.322816555785489	1.30815254556858	-3.19382002601611	0.903856382996198	0.592706251536983	-5	-0.984514501845545	-0.818728228440538	0.00596085445885929	-5
Healthy	-5	-5	-5	-5	-5	-5	-1.65876337676131	-5	-5	-5	1.27758194112936	1.04151150766466	-5	1.62881596361771	0.479988247759189	-5	-5	-5	0.155144662772017	-5	-5	-0.695724949522872
Healthy	-5	-5	-5	-5	-0.931888382972696	-5	-5	-5	-5	-5	-0.152908786162213	0.731507377704608	0.559889875063668	-0.299071407687559	-0.159573950908334	0.141283549481654	0.0973510322018375	-1.17411970106382	-0.334297085962561	-0.147867825178142	-0.227832377772061	-2.62893213772826
Healthy	-1.74884865682465	-5	-5	-5	-5	-5	-2.6903698325741	-5	-5	-1.5708939916673	0.163665174459272	0.482137230573661	0.20809991408936	-0.959951758452538	-0.805985453625302	0.544663240170119	0.503098528038748	-5	-0.287830307447346	-1.31077996273616	0.0891523885712031	-3.25963731050576
Healthy	-0.557645677060601	-5	-5	-5	-0.896298880410485	-5	-5	-5	-5	-5	0.340759310126093	-5	0.522001888702905	0.669283400471898	0.517145733380195	0.620234983695208	0.0234582376436752	-5	0.0601536873745667	-0.247344732706526	-5	-5
Healthy	-5	-0.468482764546894	-5	-5	-5	-5	-5	-5	-5	-1.97142874730746	1.37660086084283	-2.0893755951108	-1.78994915012486	1.5516708708165	-1.6836102489268	-1.63770606203577	-5	0.700047454189673	-5	-5	-5	-1.56336036830734
Healthy	-1.15695418946543	-5	-5	-5	-0.128222807294894	-5	-5	-5	-5	-1.83297820420974	0.142667851004178	-0.223080997157954	-5	-0.119517969514813	-0.803216062262291	-1.96018944585165	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0757914113251611	-5	1.12752301050177	-5	-0.114463514180701	0.390168236106929	0.473939276599178	0.932418967056617	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.217921716469246	1.3192270616812	0.592730657083524	0.224639227766854	-0.306528076141141	0.112424007790799	0.416309252296268	-5	-0.00303763102360084	0.508339799863624	0.138271111964449	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.467462185439849	0.514555721293269	0.001209994446058	-0.119952813309371	-1.18768839086888	0.521547331100654	-1.13614203811603	-1.13353543402826	-0.937718930027356	-5	-0.159561408469648	-5
Healthy	-2.59176003468815	-5	-5	-1.60747891006807	-1.26066503980392	-5	-5	-5	-5	-5	1.3760056118887	0.576763919293341	0.862511220828264	-1.52085675202139	0.931550415389752	-5	0.446058496010299	-0.292642765549822	0.0660425163376696	0.247116100266492	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.79048498545737	-2.0467236633327	-5	-3.09151498112135	-0.360902159001273	-0.334831925673417	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-0.890927919021121	-5	-2.10402526764094	-5	-5	-5	-5	-5	-5	0.608850029017614	0.924897715172428	-0.321809514129032	0.679426988045307	-1.46941614035488	-0.35187427844135	0.46329411548427	0.0680707770211102	-0.0212307761735231	-0.800683725746896	-0.222565927345968	-1.14709324120305
Healthy	-1.50835820652241	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.266922818086318	0.749587919150212	0.285001146117582	-0.916927587715465	-1.23269568254673	-0.206286426591745	0.0849621460022771	-2.18775530319963	-0.221609953314275	-1.14678866549668	0.0873838422408987	-1.29123927630968
Healthy	-0.913853809314099	-0.274782814186208	-5	-5	-5	-5	-5	-5	-5	-5	0.963889308220381	-0.0747085405572633	0.0974412643943427	-5	0.00878321810997461	-1.45842075605342	0.154667377622575	-5	0.323806735008384	-0.0192423844385979	0.104289038792819	-1.35536449623185
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.72124639904717	-5	-5	1.15880289666254	0.86712557474193	-0.483002153804725	0.771713856148838	-0.972650392225243	0.553301556392386	-0.021814916372801	-0.247928492908754	-0.481486060122112	-0.191383964573008	0.0214167270964125	-2.19791074211827
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.984053756342434	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.10691162903435	0.696694430105519	-5	0.930509932542905	-0.964370172209561	0.209841952728218	0.465576158703925	-5	-0.50068415039967	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0316265667051072	0.976315582618876	-1.40982716840369	-0.94279048749221	0.325476665415879	0.268484363846722	-5	-0.938208360815989	0.241185248412834	-5	0.211486305665649	-1.56687048241951
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.237390401103227	-5	-5	-5	-0.344525405347284	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.886959581912179	-5	-5	-5	-5	-5	-5	-5	-5	-1.56193254954651	-0.0762587450037146	0.530545458789007	-0.173219232614458	-5	-0.518672051847425	0.540085350213504	0.280241365520562	-0.981882279409	-0.0114900935226496	-0.239366452499782	-5	-0.643610788455725
Healthy	-0.430626090384954	-5	-5	-5	0.113381747245666	-5	-5	-5	-5	-2.45469288353418	-0.634549455902425	-0.768861863970281	-0.724136049287479	-1.07012147634322	-2.09528445472132	0.193642102555112	-0.732687442168555	-5	-0.985311488127662	-1.88405682306094	-5	-5
Healthy	-5	-1.02965312376991	-5	-5	-5	-5	-5	-5	-5	-5	-1.57267621364275	-5	0.366275365422632	-5	-1.65052820078561	-5	-5	-2.47625353318843	-5	-5	-5	-5
Healthy	0.159657411247704	0.0933236075926307	-1.25367723491005	-5	-5	-0.852509179206686	-5	-5	-5	-5	-0.206782535605207	1.19569241407556	0.908605103465184	-5	0.0810915533398726	-5	-0.0810475049107426	-5	0.0690017170456001	-5	-5	-0.560146465233552
Healthy	-0.231731983548452	-1.77185639240226	-1.42342831593471	-1.59773861754532	-5	-5	-1.708409174342	-5	-5	-1.82885884897162	0.857541751823387	0.898533216103255	-0.424615842900408	-5	0.146791378960129	-1.08175990977858	0.262249321387367	-5	-0.151139939157497	-0.0468929647785132	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.1073489661227	0.572713648213686	-0.461577089074293	0.781657737149762	-0.316151788158956	-0.200590520384873	-0.149641756484093	0.217362851296124	-0.970738004195825	-0.660488934253692	-0.322867745965919	0.287425476926228	-1.80437705641306
Healthy	-1.75522823850471	-1.53700338797194	-5	-3.36653154442041	-5	-1.19640633522866	-1.63208526120625	-2.18111458540599	-1.28878347567891	-2.29073003902417	0.767607742606861	-0.620295730975553	0.127891649003751	-5	-1.11019424813191	-0.938321384754663	-0.254137007867861	-0.681519274825483	-5	-1.86614187479667	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.136365378285887	1.03214351650768	-0.160741983852114	-0.618343517414213	0.00137453601727314	0.543169988151364	0.991955343679823	0.609865358589869	0.204681487996389	0.395551783217272	-5	-5
Healthy	-5	-5	-5	-2.08777794346758	-5	-5	-5	-5	-5	-5	0.186744501716686	-0.289501841806442	0.00355100070308504	-0.61904747155077	-0.846459513561977	0.422292658448577	0.270608970823178	-0.418403014999715	-1.13418561983203	-5	-0.232080151045108	-1.93255715722362
Healthy	-5	-1.31668273807812	-5	-5	-5	-5	-5	-5	-5	-5	0.479699088773652	0.749169508388895	1.38377785711	-2.08196966321512	-0.487622492687069	-5	1.25893668467692	-0.0622715312333975	-5	-0.647971925162635	0.145031610302399	-5
Healthy	-0.853406897903695	-5	-3.4089353929735	-5	-5	-5	-5	-5	-3.20760831050175	-2.8153085691824	0.11810592984825	0.789339527165622	-0.615198721037918	-1.32175484807296	-0.580358113761447	0.223846246477119	0.121737071075046	-0.838931614528825	0.0832086907876423	-0.149598852002842	-0.00239084559838487	-1.9359165640364
Healthy	0.00315883395086206	-0.520395900956094	-5	-5	-5	-5	-5	-5	-2.37882371822496	-5	0.89657526574626	1.09202233581594	-0.00117418095971397	-1.71309464702762	-0.0613151942446393	-5	0.767613675459881	0.149705496421304	0.312993536734891	0.364601644456615	-5	-1.7956086680807
Healthy	1.05343226853079	-0.42857069693851	-0.594022211698427	-0.420102130396896	-5	-1.5548630312867	-1.51555779235759	-1.71376814597145	-1.91399629438162	-2.96657624451305	1.53162719052038	-5	-0.315414934112627	0.666895951743638	-5	-0.0357120779245766	-5	-5	-5	-5	-5	-5
Healthy	-0.454111738611396	-5	-5	-5	-1.26272782346446	-5	-1.49147028102871	-5	-5	-5	0.123590332606673	-0.1797656904344	0.342651612108809	-1.54913530762023	-2.12784372725171	-0.205567725073526	0.354995338468759	-0.143144282739474	-0.580143341402729	-0.738118850616332	-0.269387277577939	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.05465556278292	0.603976424078918	-5	1.41919895471972	-1.6140364293993	0.418108965687643	0.506487443798668	-5	-0.118917913881125	-5	-5	-0.62218397082794
Healthy	-2.08196966321512	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.358488790476735	-0.301795027377693	-0.0466559612297531	-5	0.470282565502143	0.0662700040174229	-5	0.790021832778537	-0.735630864948384	-0.806736226998648	-5	-2.04287180232319
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.4817493486915	1.26009310216632	0.850261386388985	-5	-1.2136035386277	0.192494971957768	0.0751891597630035	0.668586242398693	0.553902436019396	0.382054884013834	-0.0515234597276984	-0.399528083533926
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3.39794000867204	-0.323324676843563	0.94391821618508	-0.408501315494182	-2.58169870868025	-2.21253952548158	0.606459832024523	0.438694206642251	-0.922051001493972	-0.307717236985462	-0.218977442228947	0.0690128317595884	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.933477164316218	1.05537871367631	0.347558325875985	-1.88941028970075	-0.588094225243182	0.490582066307703	1.09567521035853	0.766895211188748	-0.172682431747939	0.284062837801346	0.34846452942303	-5
Healthy	-5	-1.69378949183224	-1.93554201077308	-2.14266750356873	0.417300598964028	-2.10182351650232	-5	-1.89825292605363	-5	-2.62160209905186	0.786694647914236	0.80912857284206	1.22184206142984	0.0512721782194675	-0.139997578098902	-1.71264622728525	-5	0.214851792386291	0.0524438332390848	-0.12114514335578	0.0752439444289653	-0.643591672961019
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.999247149800706	-5	0.977361847362207	0.863048513545523	0.474378001363601	1.26329299431328	0.137838149517171	-5	-5	-1.35615268970029	-5	-1.31794522292619
Healthy	-2.04191415147891	-2.26921772433361	-5	-5	-5	-5	-5	-2.86966623150499	-5	-5	0.40697255649574	0.798662382975354	0.93818887493176	-1.74040612111405	0.0327597426672163	-2.29242982390206	0.18469994631219	-0.136415452199367	0.0316023385073954	-0.0822949813793728	0.268004305731761	-0.648280976577138
Healthy	-5	-5	-5	0.38630808373345	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.0167165935795765	0.683554019786096	0.954850578376747	0.0425203854352601	-0.830354950865045	-1.51698357985587	-0.019196989859018	0.839672839123729	-0.265408169688058	-1.00833099262005	0.299539983959355	-2.26520017041115
Healthy	-1.36381310480128	-0.688500434539627	-5	-5	-5	-1.29362364416031	-1.18929713905288	-5	-1.77910775078048	-2.24795155218056	1.12613498035073	0.24424247484588	-0.301056054114657	-5	-0.707588851162175	-1.3646167959525	-5	-5	-0.146685158396053	-5	-5	-1.78914663468511
Healthy	-0.812676730624953	0.356268764576474	-0.876801924968001	-0.964690359843199	-5	-5	-5	-2.12842706445412	-5	-5	1.49979990206754	-5	-0.107610399989047	0.466312910835359	1.06032796611281	-5	0.408262018768562	1.34542882266254	-1.11356568037106	-1.18402399902801	-5	-1.1814442207022
D003924	-1.29713882942707	-2.08777794346758	-2.46470587995723	-1.93930215964639	-2.12436006299583	-5	-2.21467016498923	-2.63638802010786	-2.41005039867429	-3.46852108295774	-0.493319120699892	0.391656566231654	-0.150236726737866	-2.90657831483776	-2.03385826726097	-0.838482266861317	-5	-5	-1.07748213975539	-1.65955588515988	-1.22628667472298	-5
Healthy	-1.03053749202536	-2.50445566245355	-2.61618463401957	-3.60205999132796	-5	-5	-3.09691001300806	-5	-5	-2.51570016065321	0.13800885778857	0.238287032069505	-5	0.208288143862555	-0.177132641894169	-5	-0.366794220505595	-5	-0.554753964919383	-1.39935376433761	-5	-5
Healthy	-5	-5	-5	-5	0.917222364399395	-5	-5	-5	-5	-5	-1.39913596369016	-5	-0.691222226335279	-0.685816660862623	-5	0.01396576608478	-1.03976712687149	-5	-5	-5	-5	-5
Healthy	-0.979017557081581	-0.689859198203806	-1.48372911727066	-5	-5	-1.13649869935855	-2.02273378757271	-5	-5	-5	0.287671869898891	1.13497385828684	1.20177143952704	-5	-0.608835448302873	-5	0.323592387675066	-2.60906489289662	0.285239910555624	0.199146080027601	0.0527285610086997	-2.08301995267962
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09016666860516	0.877732339880662	0.777599345858025	-5	0.0149361536907148	-0.0811783740535552	-5	-5	0.228287406916653	-0.453815283422955	-5	-5
Healthy	-0.907139056661183	-5	-5	-5	-2.10292299679058	-5	-1.40938105179342	-5	-5	-5	1.41437176772699	1.03225239701044	-5	0.226104759310836	-5	-0.0395958225638308	-5	-5	0.432136763398348	-5	-0.142522762863541	-2.38827669199266
Healthy	-0.577377334897612	-1.6769542645183	-5	-5	-5	-2.77211329538633	-5	-2.27818938478745	-2.15242734085789	-5	0.938542239859798	0.615862763364431	-5	-5	0.441099437560305	0.0332950565730124	0.704384766684325	0.609135329749311	-0.0896371041676556	0.22713052847267	-0.199386010173668	-0.595303090589227
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.505022385574745	0.747383838110377	1.37371562390591	-5	0.333674942312747	-5	1.27976524223083	-0.241504442925291	-5	-5	-5	-5
Healthy	-5	-1.69637202361611	-5	-5	-5	-5	-5	-5	-5	-5	0.129257960412938	0.848053571322153	0.419440233985855	0.374970017834179	0.241142877368375	-2.51999305704285	-5	0.124422705456867	0.204312658085569	-1.1193007107813	0.0898909878119588	-5
Healthy	-1.28050298338942	-1.3058337040668	-1.14672777597932	-1.64897714741588	-5	-5	-1.00361968676659	-1.91613919913343	-5	-2.35163998901907	0.715672485686674	-1.5665502062384	0.790289387297782	-0.847558761941045	-2.55595520408192	0.211504986088616	-1.63096977819085	-0.581897667750041	-0.398222391869759	-0.728251300615829	-5	-1.37685412536206
Healthy	-0.331194902588184	-1.49839307758117	-5	-5	-5	-5	-5	-5	-5	-5	1.42701861773258	0.975636728768845	-5	1.424948734843	0.308064740924019	-5	-5	-5	0.157190730407973	-5	-0.277645826872157	-0.910589489016456
Healthy	-5	-5	-5	-5	-5	-5	-1.25352149006997	-5	-5	-5	1.28146085726451	1.05173158158518	-5	1.63088440700518	0.15039104913845	-5	-5	-5	0.238903803096382	-5	-0.263611466502556	-0.716517852951029
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.901347690267677	-0.295763662691212	-5	1.31537850461942	-5	-1.51272018355693	0.866511223691206	0.216543270875449	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-2.94309514866353	-5	-5	-5	-5	-3.39794000867204	1.10560248382763	0.862634582928158	1.06304836527959	0.580463078520962	-1.69702006325175	-1.93479387194569	0.0816928773325331	-5	-0.200053240270852	-0.305868835476132	-0.0207749626975527	-2.64975198166584
Healthy	-0.963850370254147	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.645057584029226	0.474080708067868	0.336633817018178	-5	-0.1955266234099	0.521683225754081	0.00555799577996043	0.433230430062005	-0.602459726157543	-0.881966871171433	0.221150712004063	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.467742605695009	0.499156259391292	-0.709297756712146	-1.38584129049082	-1.46268472688799	-2.52724355068279	-0.557755472152048	-5	-0.221747426057868	-0.973671061277651	-0.314688291450434	-5
Healthy	-1.48135447566969	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.146253130503546	1.24050207235427	0.00822958604920485	-0.582495092427687	-1.0841782123796	-0.201563447522182	0.211646397509876	-0.610355568920521	0.117549685315026	0.0919481908785595	-5	-1.93930215964639
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.47951052824156	1.10357146519921	-0.589897923357139	0.937099443843193	-0.574156145343284	-0.390490964174289	0.47824462329265	0.745131027514157	0.224382833406036	-0.245758721897796	-0.122467407602619	-0.538291429935634
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.164213026148668	-0.0601913141937924	0.122556624760507	0.0139909984045227	-0.367431364529984	0.0650678194942897	0.564516934823175	-0.437695237227559	-0.15358247041197	-1.55392906429899	-0.220533383652586	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.67860872168831	-5	-5	-5	-5	-5	-5	-5	-5	-2.81247927916354	-0.229619343153172	-0.19157969761088	0.218866220284937	-1.32956859063939	-1.00868530182339	0.107274430450944	0.00938714926895604	-1.0706321707599	-2.0565054840939	-5	-0.601973141116313	-5
Healthy	-1.37799332699319	-0.691200896088871	-2.0762380391713	-3.22184874961636	-5	-0.687082518883631	-2.30891850787703	-1.79021698515148	-2.47625353318843	-3.16115090926274	1.0341554075882	0.595036331716527	1.15867633738613	-5	-1.0435434165901	-5	-5	0.586097603558707	-0.42033070644528	-0.886558046034678	0.306590135298149	-1.90066472231404
Healthy	-1.2662411644128	-0.65576496544836	-0.822954342537861	-1.28191370521691	-5	-1.5079383954874	-1.0993598160174	-1.29843201494407	-1.64054397987901	-1.80910828307783	0.73975583267717	-5	1.00794866738696	-1.34246611244201	-0.0733694914532023	-0.172798790063599	-5	-5	0.218141468157678	-0.470313046227083	-0.0758655028982537	-1.16577009714832
Healthy	-1.56751174422949	-0.85629837057523	-5	-1.7535014192042	-5	-5	-5	-3.21467016498923	-5	-5	-0.373464603251062	0.604715169095218	-0.545536267248862	0.289100431009366	-0.849028767937388	0.743588933942777	-0.902465052782722	-0.625526610936024	-0.44402334230057	-0.997229371898806	-0.788879458741951	-0.304789842419493
Healthy	-2.0096611452124	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.47044132697884	0.701028019200091	0.101338012345634	-0.337922466140437	-2.36653154442041	0.555458425926825	0.0969308586428965	-2.05354773498693	-0.635711724385563	-1.16316971351112	-5	-0.842482791467388
Healthy	-5	-5	-1.05330216275426	-5	-5	-5	-5	-5	-5	-5	0.491840554617063	-5	1.08698981248903	-0.539387773465171	-0.533963224767651	-5	-0.195771945180534	-5	-1.11776015198118	-5	-5	-5
Healthy	-0.102983549038311	-2.65757731917779	-5	-3.10790539730952	-5	-5	-5	-5	-5	-5	-0.673090921042652	0.275955981753744	0.960682402903002	-0.882397308309916	0.00602082272717536	1.10933585460563	0.34908900080599	0.640007131225848	-0.774690718274137	-0.846947724932891	0.316110891458128	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.793516595132462	-5	0.232060481228874	-5	-0.193236834550126	-5	-0.0576396909226507	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.452909850016629	0.31820320537084	0.723988976618778	-0.592405169489254	-0.602407565961883	-1.25547232652743	0.269384504815968	0.341456288220973	-0.417028070895194	-1.3301254975102	-5	-0.484179122259714
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.670805991410994	-5	-1.85263289220621	-1.12836869546245	0.0352335608912876	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.67284548759057	-5	-5	-5	-5	-5	-5	-5	-5	0.530610738224245	0.746802280400776	1.37844714242617	-2.07935499859321	-0.470813555577385	-5	1.27024805393504	-0.0428046979851254	-5	-0.482896514962791	0.110532473921635	-5
Healthy	0.165051329446019	0.0837963500772431	-1.19375217280421	-5	-5	-0.89292576858793	-5	-5	-5	-5	-0.134848628820366	1.20396279389723	0.917667748888086	-5	0.0567371965483464	-5	-0.118935046827136	-5	0.102975378231926	-5	-0.247636514724438	-0.603608838269802
Healthy	-1.21424320003736	0.706173079633539	0.148540960867229	-5	-5	0.319774171176588	-5	-0.85876978110342	-0.704608852428018	-5	1.3890403866708	-5	0.569762376709568	-5	0.465201361727746	-5	-5	-5	-5	-5	-5	-1.02177381832547
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.29487629749129	-5	-5	1.05280202125614	-0.582229468883075	0.583840103538228	-5	-5	-0.0388495343398808	-5	0.262591085603522	-5
Healthy	-5	-2.19791074211827	-5	-1.69079582032959	-1.17340694606595	-5	-5	-5	-5	-5	1.3694368459317	0.559761836075977	0.860397306182641	-1.65501858607274	0.903512675480622	-5	0.443422590694326	-0.251323666322689	0.0834094443529241	0.251092881206061	-5	-5
Healthy	-5	-5	-5	-5	-0.819415403397044	-5	-5	-5	-5	-2.35556141053216	-0.205456188769374	0.155776182882707	-0.539342663677345	-1.16857818293498	-2.49214412830417	0.86524851791573	-0.585093471704966	-5	-1.48518670500071	-5	-5	-5
