group	Dialister	Ruminococcus_B	Dorea	Longicatena	Anaerostipes	Intestinibacter	Adlercreutzia	Anaerotruncus	Gordonibacter	Eggerthella	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Anaerobutyricum	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	0.05508	0	0.0241	0.00252	0	0	0	0.01304	0	0	0.08185	0.66358	0.01863	0.07096	0.05332	0	0.86375	0	0.04378	0.0241
Healthy	0	0	0	0	0	0	0	0	0	0	0.00213	0	0.00022	0	0	0	0	0	0	0
Healthy	0	0	0.16128	0	0.03446	0.07713	0	0	0	0	3.11364	0	0.51982	1.90526	0.36553	0.5464	0.2013	0.44768	0.26405	0.16128
Healthy	0	8.21681	0	0	0	0	0	0	0	0	21.4529	0.88064	11.1978	0	0	0	0	0	0.09463	0
Healthy	0	0.00719	0.49762	0.0274	0.64465	0.51059	0.08701	0.00374	0	0	5.63505	24.6842	1.90487	0.25123	0.22569	5.44441	3.27579	1.83115	1.20302	0.49762
Healthy	1.58202	0	0.10741	0	0.0073	0	0	0	0	0	6.62139	0.01826	2.16523	0.27719	0.67244	0.5879	0.21914	0.4444	0.36554	0.10741
Healthy	6.08902	0.54103	0.03423	0.04162	0	0	0	0	0	0	0.84991	0	0	0.11319	0.01824	0	0	0	0.0024	0.03423
Healthy	0	0	0.02025	0	0.90385	0	0.14641	0	0	0	0.41278	19.1533	0.17412	0.10946	0.78927	0.79255	3.13799	0.63955	2.27423	0.02025
Healthy	0	0	0.00327	0	0	0	0	0	0	0	1.97731	0	0.65923	1.83132	0.42097	0	0.64187	0.05246	0	0.00327
Healthy	0.05075	0.19212	1.25143	0.01612	0.90507	0.68221	0	0	0	0.09692	11.3266	17.8456	5.74724	2.00694	0.64443	3.08554	0	1.59486	1.35452	1.25143
Healthy	3.06152	0	0	0.01176	0	0	0	0.02822	0	0	0	1.94908	0	0.70773	0.02729	0.02045	0.56127	0	0.08608	0
Healthy	0.00109	0	0.43659	0.00465	0.05654	0	0	0	0	0	10.1527	1.81177	4.47853	0.91354	0.63881	0.8215	0.65908	1.46145	0.51321	0.43659
Healthy	0	0	0	0	0	0	0	0	0	0.13545	0	0	0	0	0	0	0	0	0	0
Healthy	0.7142	0	0	0	0	0	0	0	0	0	0.43477	0	0.20342	0.1541	0	0	0	0	0	0
Healthy	0	0	0.04132	0	0	0	0.10453	0	0	0	2.14733	0.15362	1.51359	0.35307	0	0	0.08076	0.06894	0.03394	0.04132
Healthy	5.94513	0	0	0	0	0	0	0.01743	0	0	1.46251	1.02775	1.11956	0.16613	0	0.04927	0.1319	0	0.02485	0
Healthy	0	0	0.14213	0	0.01599	0	0.00138	0	0	0	6.85947	1.78826	3.59427	2.22261	0.11505	0.04259	0.32988	0.43042	0.1744	0.14213
Healthy	0.92609	0	0.07233	0	0.03522	0.04724	0.06416	0.00083	0	0	1.99098	3.8526	0.42101	0.3037	1.86797	0.70525	0.63567	0.11378	0.65026	0.07233
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	1.03601	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0936	1.48492	0	1.81395	0.42454	0	0	0.6769	0	0
Healthy	0	0.04782	0	0	0.02157	0	0	0	0.00156	0	0.00994	0	0.99739	0.0112	0.13488	0.02665	0.11737	0.36035	0.02981	0
Healthy	0	0.00593	1.08168	0	1.16265	0.04428	0.25731	0	0	0	0	0	3.72207	0.43884	1.24339	1.89053	1.87844	0.53551	1.23188	1.08168
Healthy	0	1.14507	0.16904	0	0.01546	0	0.10928	0	0	0	11.7317	16.9456	4.97104	0.74804	0.6557	0.54547	0	1.23011	1.15083	0.16904
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25808	0	0	0
Healthy	4.75304	0	0	0	0	0	0	0	0	0	0.73888	0	3.16989	0.53011	0	0	0	0.02953	0.08304	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.03681	0.04678	1.88193	0	0	0	0	0
Healthy	4.56438	0	0.0183	0	0	0	0	0	0	0	6.03156	0	4.45384	0.14484	0	0	0	1.39826	0.05601	0.0183
Healthy	17.9403	0.0151	0.00246	0	0	0.00247	0.00128	0.18568	0.04061	0	3.14268	4.55239	0.43874	0.16946	0.17593	0.08647	0.69645	0.05914	0.06981	0.00246
Healthy	0	0.06541	0.58011	0.01422	1.70454	0.23583	0.01758	0	0.00889	0.01909	0.71312	0	1.53533	0.0162	1.8914	0.54315	3.65264	1.19186	0.35215	0.58011
Healthy	0	0	1.11524	0	0.66536	0	0.00323	0	0	0	0	0	2.14	0.11346	0.18833	0.73359	0.61646	0.20396	0.48605	1.11524
Healthy	0	0	0.02888	0	0	0	0.12225	0	0.00933	0	2.12501	0.14583	1.58625	0.40775	0	0	0.09219	0.0823	0.00315	0.02888
Healthy	0	0	0.01445	0	0	0	0.0913	0	0	0	3.04944	0.24062	1.11565	1.89093	0	0	0.0746	0	0	0.01445
Healthy	0	0	0	0	0	0	0	0	0	0	4.38047	0.25828	2.51168	0.12844	0	0	0.05195	0.22771	0	0
Healthy	1.10913	0	0	0	0.29025	0.41354	0	0	0	0	5.42811	1.75609	2.19179	0.11391	0.00324	0.54955	0.19754	0	0.14659	0
Healthy	0	0.01739	0.01431	0	0	0	0.02161	0.01134	0	0	5.42584	0.5867	2.24504	0.92713	0.4283	0	0.4302	0.05138	0.21604	0.01431
Healthy	7.19383	0	0.77783	0	0.36382	0	0.24093	0	0	0	16.4228	0	7.81827	1.01179	2.24855	1.20521	0	0.9186	1.5927	0.77783
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98763	0	0	0	0	0
Healthy	0	0.13136	0.03442	0	0.16089	0	0.00076	0.0108	0.00418	0	0	0	2.17572	0.00214	0.07336	0.00326	0.12975	0.05295	0.05636	0.03442
Healthy	15.2478	0	0.20957	0	0.058	0	0	0	0.00747	0	3.04599	0	0.27656	0.01572	0.03237	0	0.63318	0	0.02795	0.20957
Healthy	0	0	0.19536	0.17129	0.41353	0.03164	0	0.03166	0	0	4.3983	15.2418	0.07821	0.28711	1.67417	2.24553	0	0	0.17896	0.19536
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.25728	0.00096	0.05092	0.00089	0.00282	0	0	0	0	0	0.00434	0	1.1899	0.18647	0.36707	0.11621	0.0568	0	0.07011	0.05092
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	12.9997	15.3024	0	0	0	0	0	0
Healthy	0	0.03532	0	0	0.03054	0	0	0.1264	0	0	0.11771	0	1.6966	0.00378	0.12908	0	0	0.20696	0.03146	0
Healthy	0	0	0.03678	0.01675	0	0	0.15765	0.03643	0.04077	0.00269	2.23376	0.29463	0.51635	0.07382	0.19493	0.02312	0.36055	0.02004	0.09733	0.03678
Healthy	4.76352	0	0	0	0.14643	0.55546	0	0	0	0	11.985	2.92305	3.05641	0.01815	0	0.43772	0	0	0.04277	0
Healthy	0	1.11004	0	0	0	0.45677	0	0	0	0	0.72359	0	0	0.55164	0.21188	0	0	0	0.01731	0
Healthy	4.43254	0	0.03788	0	0.17199	0.39572	0	0	0	0	3.71979	4.45594	2.63528	0.37341	0.10658	0.37789	0	0	0.22279	0.03788
Healthy	0	0	0	0	0	0	0	0	0	0	3.30829	0	6.62479	0	0	0	1.17839	0	0	0
Healthy	0.68458	0	0	0	0.66915	0.33437	0	0	0	0	10.5707	15.2931	2.93558	0.0184	0.10418	0.93287	0.22583	0	0.21102	0
Healthy	0.79107	0	0.14127	0.27532	0.17814	0.02746	0.94827	0	0.04365	0.00603	1.62026	0	0.32033	0.0468	0.10111	1.25416	0	0.08784	0.7737	0.14127
Healthy	0	0	0.02115	0	0.2054	0	0	0	0	0	4.76492	1.11101	2.19114	0.28242	0.20504	0.12504	0.30054	0.10704	0.92665	0.02115
Healthy	8.01371	0	0	0	0	0	0	0	0	0	2.53763	0	2.24733	0.49208	0.0701	0	0.02796	0.00419	0.05236	0
Healthy	1.4303	0	0	0	0	0	0	0	0	0	37.2083	24.585	0	3.08984	0	0	0	0	0.59475	0
Healthy	4.5423	0	0.17784	0	0.79667	0	0	0	0	0	3.33072	0.81052	3.07376	3.24285	0.38615	2.13503	0	1.3166	1.05225	0.17784
Healthy	0	0	0.00942	0	0.0049	0	0.0039	0	0	0	3.23847	2.74333	1.91228	0.16461	0.0336	0	0	0.05773	0.0264	0.00942
Healthy	0	0	0	0	0	0	0	0	0	0.17076	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.95048	0.23983	0.01816	0.21422	0	0.00116	0	0	0	2.56532	3.05712	2.13944	0.31118	0.16988	0.23376	0.09088	0	0.21873	0.23983
Healthy	0	0.79316	0	0.0065	0.06941	0.10798	0	0.00691	0	0.00447	0	0	5.65155	2.71046	0.58177	0	0	0	0	0
Healthy	0.30839	0	0.228	0	0.2189	0	0	0	0	0	21.1963	0.1272	5.2571	0.69573	0.58197	0.40013	0.18077	0.0966	0.32035	0.228
Healthy	8.50306	0.23557	0.18819	0	0.02481	0.02139	0	0	0	0	0	0	0	1.43584	1.07436	0.44888	0	0.1101	0.10203	0.18819
Healthy	1.40684	0.09049	0.01258	0	0.33337	0	0	0	0	0	4.81154	5.06229	0.1688	0.09955	0.11907	0.02407	4.43116	0	0.17348	0.01258
Healthy	0.33451	0	0	0	0	0	0.03926	0.02942	0	0	2.13086	0.73597	0.86469	0.21912	0.0186	0.03287	0.14758	0.06826	0.11333	0
Healthy	0	0.45891	1.37933	0	0.01216	0	0	0	0	0	1.92688	1.53719	4.63203	0.1085	0.19673	0.63724	1.28438	1.67897	0.24387	1.37933
Healthy	0	0.74657	0	0	0	0	0	0	0	0	0	0	0	0.08483	0	0	0	0	0	0
Healthy	0.02369	0.32174	0	0	0	0	0	0	0	0.00997	0	0	0	0	0.00381	0	0	0	0	0
Healthy	0	0.00545	0.13173	0.00771	0.12683	0	0.29701	0.09255	0.0124	0	0.30401	9.46128	0.12993	0.35917	1.61457	1.08735	0.12738	1.01627	2.83221	0.13173
Healthy	0	2.93798	0	0.27448	0.09556	0.08252	0	0.01591	0	0.01023	22.2971	0	11.33503	0.09	0.32025	0	0.26656	0	0.03007	0
Healthy	1.2479	0.26494	0	0.02783	0	0	0	0.25916	0	0	0	0.23173	0.03877	0.04976	0.14208	0	0.0291	0.01652	0.02493	0
Healthy	0	0	0.03111	0	0.12256	0	0	0	0	0	2.3105	0.65753	2.60436	0.41023	0.08495	0.00659	0	0.07067	0.14924	0.03111
Healthy	0	0.01045	0	0.00475	0	0.00062	0	0.19344	0	0	0.05978	0	0	0.03403	0.27448	0.01831	0.08172	0	0.03059	0
Healthy	0.06709	0.00477	0.63212	0.00567	0.08128	0	0.02439	0	0	0	45.8609	28.1822	2.73359	0.27435	0.48036	0.31566	0	0.64704	0.4852	0.63212
Healthy	0.02064	0.01411	0.21949	0	0.04802	0.00135	0.02297	0	0	0	8.67922	3.38541	8.90775	0.62064	0.31322	0.32165	0.12922	0.26046	0.29647	0.21949
Healthy	0	0	0	0	0	0	0	0	0	0	5.10159	0.75741	0	2.65375	0	0	0	0	0	0
Healthy	3.48681	0	0.71006	0.01845	0.3489	0.00368	0.06575	0	0	0	13.8302	6.29828	6.66235	2.24846	3.85736	2.01771	0	0.94402	0.60451	0.71006
Healthy	0	0	0.05475	0	0.01848	0.02252	0	0	0	0	3.39322	0.43708	0.50215	0.38086	0	0.0814	0.06874	0.02115	0.0762	0.05475
Healthy	8.24331	0	0.09948	0	0.03355	0	0	0	0	0	1.01816	0.0164	2.28353	1.60546	0.10387	0.20402	0.02416	0.28357	0.32717	0.09948
Healthy	0	0	0.00808	0.00307	0	0	0	0	0	0	1.56777	0.00399	12.52412	0.12751	0.09456	0.29174	0.23099	0.20504	0.05162	0.00808
Healthy	2.30789	0	0.03359	0	0	0	0	0	0	0	0	1.96222	0.22372	0.27054	0.02828	0.00367	0	0.04253	0.03268	0.03359
Healthy	0	0	0	0	0	0	0	0	0	0	1.16047	1.80235	0.16349	0.05732	0.04275	0.00834	0.1519	0	0.00326	0
Healthy	2.88989	0	0	0	0	0	0.05381	0	0	0	3.79931	0	6.45755	0.04587	0	0	1.54323	0	0.0142	0
Healthy	0	0	0.04721	0.00908	0.39821	2.09385	0.02931	0	0	0	8.25269	1.60054	1.37299	0.60416	0.26398	0.3133	0	0.32931	0.26685	0.04721
Healthy	0	0	0	0.01727	0	0.01003	0	0	0	0	0	0	0	0.03831	0	0	2.94923	0	0	0
Healthy	5.93873	0.5221	0.02114	0.01797	0	0	0.01108	0	0	0	0.81242	0	0	0.0287	0.01627	0	0	0	0	0.02114
Healthy	7.90816	0.74693	0.02434	0	0	0	0	0	0	0	0.64079	0	0	0.61152	0.04779	0	0.2625	0	0	0.02434
Healthy	0.46909	0.00277	0.27452	0.00332	0.24133	0	0.01863	0.00093	0	0	20.0354	0.0251	5.06956	0.87712	0.58434	0.36771	0.28129	0.14085	0.28671	0.27452
Healthy	1.84044	0.11182	0	0.00569	0	0.01137	0	0	0	0.24289	0	0	0	2.41835	1.41967	0	0	0	0	0
Healthy	1.11538	0.00777	0.05968	0.01878	0.98912	0.28178	0.07946	0.0118	0.04316	0.00084	0.13628	0.00559	0.01353	0.20417	0.26942	0.94811	1.19395	0.26304	0.11055	0.05968
Healthy	0	0.09089	0.08094	0	0.00646	0	0	0	0	0	5.8154	1.83602	4.87162	0.44292	0.04244	0.00453	0.03182	0.09862	0.1045	0.08094
Healthy	0	0.0472	0.17323	0.24538	0	0	0	0	0	0	0.06481	0	0.01524	2.00222	0.50743	0.1269	2.37112	0.0501	0.04608	0.17323
Healthy	0.37861	0	0	0	0	0	0.1946	0	0	0	0.61012	0.33458	0.60078	0.05557	0.1152	0	0.08957	0.02533	0.04717	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71389	0	0	0	0	0
Healthy	0	0	8.74534	0.70837	1.90494	1.46753	0	0	0	0	4.93614	0.51015	0.9314	0.33851	1.2249	2.22939	2.97445	2.77913	2.97071	8.74534
Healthy	0	0	0.02698	0	0	0	0.15581	0	0	0	2.04334	0.21573	0.36633	0.30459	0.10129	0	0.35519	0	0.03402	0.02698
Healthy	14.5746	0.00139	0.27176	0.00255	0.51997	0	0.01626	0.05364	0	0	2.78666	0.03781	2.45886	3.57409	1.18296	1.91405	0.81854	0.69419	0.35364	0.27176
Healthy	0	0	0.08971	0	0.10656	0	0	0	0	0	0.20755	0.0029	9.3474	1.22919	0.1371	0.02101	0.00616	1.17386	0.27153	0.08971
Healthy	0	0	0.12218	0	0	0	0	0	0	0	2.29541	0	0	2.11713	0	0.25252	1.59662	0	0	0.12218
Healthy	0	0	0	0	0	0	0	0	0	0	0.35868	0	1.25078	0.30577	0.04821	0	0.27203	0.09357	0.00868	0
Healthy	0	0.00499	0.2727	0.00285	0.04575	0.0268	0.02168	0	0.0037	0	6.62844	3.95799	2.8951	0.13011	0.73054	0.83346	0.27491	0.97282	0.41092	0.2727
Healthy	0	0.08623	1.06607	0.00093	0.64993	0	0.00077	0.0407	0.01876	0	0	0	8.43336	0.01983	1.33822	0.83849	3.51929	0	3.60768	1.06607
Healthy	0	0	0	0	0	0.07301	0	0	0	0	0	0	0	0.63053	0	0	0	0	0	0
Healthy	0	0	0.43955	0.01041	0.25111	2.73464	0.02293	0	0	0	9.57187	3.86114	4.23362	3.20039	2.46846	0.14771	1.24209	0.02875	0.48507	0.43955
Healthy	8.07915	0.13181	0	0	0.06898	0	0	0	0	0	0.62062	0	0.67673	0.05668	0.16343	0	0.19204	0.06453	0.01089	0
Healthy	1.79734	0	0.02919	0	0.01548	0	0	0	0	0	1.21573	0	0.36456	0.0044	0.12126	0.1077	0.25581	0.12319	0.05652	0.02919
Healthy	10.5475	0.27261	0	0	0	0	0	0	0	0	1.84451	0	0	0.18786	0.02408	0	0	0	0	0
Healthy	7.93807	0	0	0	0	0	0	0	0	0	2.53242	0	2.27422	0.04705	0.06852	0	0.01454	0.01611	0.02443	0
Healthy	4.18278	0	0.28351	0.00505	0.02196	0.3771	0.00511	0	0	0	11.8745	1.56972	1.92628	0.21671	0.30468	0.19632	0.07684	0.36306	0.14547	0.28351
Healthy	0	0	0.33244	0	1.04605	0	0	0	0	0	0.16076	0	0.18734	0.18656	0.11245	0.23752	0.65287	0.2982	0.32258	0.33244
Healthy	0	0	0.13541	0.00115	0.01107	0.14768	0.04496	0	0.00247	0	7.50343	1.76726	6.86771	1.18168	0.39261	0.3108	0	0.77303	0.09859	0.13541
Healthy	4.29195	0	0.15332	0	0.11436	0	0	0	0	0	13.5613	5.36568	11.44438	0.63811	0.41927	0.63105	0	0.18835	0.54968	0.15332
Healthy	0	0.08407	0.68121	0.0077	0.20651	0.12733	0.08701	0	0	0	4.34254	10.8237	0.18753	1.42908	1.6314	2.79381	1.49492	1.52936	1.48207	0.68121
Healthy	0	23.4084	0	0.06633	0.11185	1.24539	0	0	0	0.00463	0	0	0	0.60267	0.03998	0	0.0024	0	0	0
Healthy	0	0.01179	0.04975	0.37978	0	0	0.05942	0	0	0	0.02973	1.91878	0	0.01321	1.0421	0	0.09755	0.00481	0.04446	0.04975
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.31224	0.29315	0.62574	0.16167	0	0	0	0.00446	0
Healthy	0	0	0.00804	0	0.93135	0	0	0	0	0	0.74937	3.20481	0.84168	0.59144	1.91429	1.17436	0	0.74111	0.33177	0.00804
Healthy	8.15906	0	1.02824	0	0.46611	0	0	0	0	0	22.3125	0	6.87155	0.11425	2.05616	2.81405	0	0.9869	1.43343	1.02824
Healthy	7.7925	0.72933	0.02801	0	0	0	0	0	0	0	0.68473	0	0	0.91263	0.03541	0	0.27514	0	0	0.02801
Healthy	0	0	0.026	0	0	0	0.07631	0	0	0	2.97371	0.24959	1.00736	1.96127	0	0	0.06231	0	0	0.026
Healthy	8.06739	0.00414	0.00702	0	0	0	0	0	0	0	2.3132	0	2.14439	0.05593	0.08598	0.0162	0.02717	0.03178	0.03736	0.00702
Healthy	0	0	0.14551	0	0.16775	0.00386	0	0	0	0	10.7696	0.18872	3.40197	0.01526	0.15574	0.52532	0.21335	0.11021	0.16609	0.14551
Healthy	1.93826	0	0.35097	0	0.10318	0	0	0	0	0	14.6607	0	5.0211	0.72252	1.13581	0.95536	0	0.30587	0.87448	0.35097
Healthy	2.66152	0	0	0.10386	0	0	0	0	0.14862	0.01782	0	1.96557	0	0.01035	0.08381	0	1.29681	0	0.16844	0
Healthy	7.34269	0	0	0	0	0	0	0	0	0	5.08784	3.8327	0.13548	0	0	0.7569	0	0	0	0
Healthy	0.16943	0	0.02458	0	0	0	0.40725	0.03294	0.01762	0	0.1391	2.21504	2.36129	0.30578	0.21738	0.11274	0.22777	0.11442	0.20155	0.02458
Healthy	5.19577	0.68038	0	0	0	0	0	0	0	0	0	0	0.59585	0	0.13908	0	0	0	0	0
Healthy	0	0.00964	0.03184	0	0	0	0	0.00418	0	0	5.3987	0.62529	2.02425	0.37987	0.44881	0	0.33733	0.05939	0.18264	0.03184
Healthy	0	0	0.24103	0	0.04648	0	0.00082	0	0	0	1.86886	0.04218	3.78727	1.08863	0.25128	0.16585	0.04938	0.20144	0.15918	0.24103
Healthy	0	0	0.01535	0	0	0	0.07794	0	0	0	0.219	0	3.16907	0.78806	0.07505	0	0.31056	0	0.03099	0.01535
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18173	1.07517	0	0	0	0	0
Healthy	2.77242	0	0.27299	0	0	0	0	0	0	0	0.22512	4.80881	1.44279	0.60752	1.5803	0.88781	0.73858	1.95359	0.99611	0.27299
Healthy	8.07987	0.26331	0.16734	0	0.00414	0.01809	0	0	0	0	0	0	0	1.52152	0.42279	0.46645	0	0.10748	0.127	0.16734
Healthy	0	0.05667	0.0409	0	0	0	0.02277	0	0	0	5.12689	0	8.38854	0.55589	0.01421	0	0.21844	0.15714	0.0231	0.0409
Healthy	0.51286	0.19567	0.64619	0.02526	0.68186	0.31973	0	0	0	0.00038	18.3074	0.0375	3.32792	0.01444	2.68756	4.28078	0	0	0.05209	0.64619
Healthy	0.24017	0	0	0	0	0	0	0	0	0	2.07784	4.37085	4.29932	3.15387	0	0	0	0	0	0
Healthy	0	0.03878	0.03375	0	0	0	0	0	0	0	0	0	0	0.21969	1.63059	0	0	0	0.00202	0.03375
Healthy	4.42708	0.00321	0.17099	0	0	0.01515	0.04775	0.00718	0	0	1.38683	0.21835	0.67877	0.00945	0.09629	0.25185	0.28847	0.15856	0.14755	0.17099
Healthy	0	0.00621	0.12065	0.00073	0.17125	0.02661	0.38943	0.09066	0.02395	0.00128	2.31586	3.88822	0.74584	0.0353	0.8672	1.31619	0.31012	0	2.40228	0.12065
Healthy	0	0	0.77006	0	0.10617	0	0	0	0	0	1.05568	0	0.06458	0.88986	0.03506	2.75433	0.60611	1.12006	1.33361	0.77006
Healthy	0	0	0	0.00242	0	0	0	0	0	0.2349	0	0	0	0.00075	0	0	0.96615	0	0	0
Healthy	0	0	0.01048	0	1.34467	0	0	0	0	0	0.7816	1.62008	1.59319	0.26718	3.00642	1.35403	0	1.11321	0.64701	0.01048
Healthy	0.98463	0	0	0	0.25576	1.08055	0	0	0	0	4.88398	22.2791	5.51533	0.19567	0.12137	0.2173	0.02513	0	0.19243	0
Healthy	0	0	0.01039	0	0	0	0	0	0	0	1.34224	1.97691	0.20103	0.2209	0.03859	0.02186	0.17629	0	0.01531	0.01039
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.75614	0.13036	0.14096	0.68997	0	0.16904	0	0	0
Healthy	0	0.12968	0	0.01091	0	0	0	0.00044	0	0	0.11662	0	0	0.00128	0.20229	0	0.0302	0.00091	0.01049	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.0025	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.04312	0	0	0	0	0	0	0	0.81472	4.78003	2.58892	0.59967	0.23211	0.07247	0.39232	0.21193	0.11578	0.04312
Healthy	5.97939	0.52666	0.01021	0.02401	0	0	0	0	0	0	0.89665	0	0	0.16041	0.01321	0	0	0	0	0.01021
Healthy	0	1.13862	0	0.13959	0.01597	0.21567	0	0	0	0.10808	18.1778	0	0	3.57278	3.25672	0	0	0	0.34481	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.75718	0	6.18375	0	0	0	0	0	0	0
Healthy	0	0.06209	0.06148	0	0.26198	0.00065	0.01388	0	0	0	2.60614	0.00465	0.72655	0.1441	0.96461	0.83826	0.76737	0.5818	0.20977	0.06148
Healthy	2.9941	0.12837	0	0	0	0	0	0	0	0	0.34421	0	0.10696	0.21111	0	0	0	0	0	0
Healthy	2.88898	0	0	0	0	0	0	0	0	0	3.46978	1.07647	1.04492	0.08276	0.04171	0.02912	0	0	0.04554	0
Healthy	5.72981	0	0.216	0.00322	0.36897	0.08325	0.00472	0	0	0	0.15141	5.05159	0.17312	0.23383	0.65101	0.48738	0.29408	0.5093	0.22447	0.216
Healthy	0	0	0.37284	0	0.54766	0.04485	0	0	0	0	2.33387	6.43809	0.2959	1.29743	0.17133	0.14113	1.41441	0.14113	0.42958	0.37284
Healthy	0.67792	0	0	0	0.26454	0.14779	0	0	0	0	6.01352	2.31123	2.38461	0.01592	0.00515	0.66529	0.07916	0	0.13554	0
Healthy	0	0.20522	0.18378	0	0.13307	0.05107	0	0	0	0	0.09793	4.13495	7.73997	0.19098	0.05762	0.94534	0.08258	0.14297	0.31007	0.18378
Healthy	0	0	0.04883	0	0	0	0	0	0	0	1.07803	0.20301	6.10522	0.05175	0	0.04316	0.05015	0	0.11425	0.04883
Healthy	0	0	0.27467	0.00098	0.02039	0.00429	0	0	0	0	5.70554	6.28108	5.01135	0.89924	0.44276	0.64643	0.49501	0.92294	0.37664	0.27467
Healthy	0.88316	0.01597	0.71107	0.06119	0.70391	0.16095	0.25713	0.03107	0.0208	0.01563	6.34341	3.47659	1.49901	0.30424	1.50503	3.74233	0.8321	0.43342	2.33904	0.71107
Healthy	3.1357	0	0.06247	0	0.29402	0.20321	0	0	0	0	12.4811	3.26743	4.33509	0.11306	0.14544	0.5738	0.14072	0	0.20456	0.06247
Healthy	0	0	0.08434	0	0.15952	0.31187	0	0	0	0	9.9191	5.12539	2.11325	1.01928	0.30928	0.25383	0.00528	0.44984	0.20491	0.08434
Healthy	0.00098	0	0.30474	0	0.37886	0	0.01445	0.00513	0	0	3.66808	0.09398	3.58795	3.18323	1.14882	0.61903	0.18702	1.21841	0.70734	0.30474
Healthy	0	0.00852	0.10559	0	0.10044	0	0	0	0	0	3.3125	0	3.09582	0.88787	0.13754	0.52117	0.38046	0.14567	0.29644	0.10559
Healthy	0.20296	0	0.02572	0	0	0	0.44501	0.05389	0.01595	0	0.15528	2.17667	2.31644	0.41243	0.22094	0.10321	0.23925	0.11901	0.19215	0.02572
Healthy	0	0	0.37384	0	0	0	0	0	0	0	4.1131	11.5892	0	2.14761	1.29906	2.36374	2.9525	1.69525	2.29527	0.37384
Healthy	0	0	0	0.0042	0	0	0	0.01912	0	0	0.96416	0.49856	0	0.03595	0.09913	0.02844	0.14717	0.11348	0.00806	0
Healthy	8.71349	0	0.13679	0	0.48352	0	0	0	0	0	0.01141	0	2.46673	1.37876	0.55304	0.58309	0	0.21681	0.22721	0.13679
Healthy	6.41924	0.03846	0.11864	0.002	0.07833	0	0	0	0	0	3.24084	0.0312	3.24551	0.18487	0.18275	0.35333	0.03286	0.36535	0.14265	0.11864
Healthy	0	0.05651	0.01352	0	0	0	0.02086	0	0	0	5.00911	0	8.19856	0.94775	0.01393	0	0.256	0.23587	0.01029	0.01352
Healthy	0	0.01003	0.07764	0	0.00864	0	0.00752	0.04788	0	0	0.54629	1.21248	0.53515	1.4596	2.11278	0.22709	0.04534	0.03984	0.09515	0.07764
Healthy	0	0.04042	0.01383	0	0	0	0.01464	0	0	0	5.07763	0	8.48729	0.79347	0.01428	0	0.23948	0.16803	0.01796	0.01383
Healthy	0	0.04857	0	0.0057	0.04851	0	0	0.09331	0	0	0.11221	0	1.6465	0.04007	0.1102	0	0	0.21543	0.04125	0
Healthy	0	0.01932	0.18258	0.0212	0.16925	0.00677	0.05004	0	0.01839	0.0506	1.71998	3.81677	0.61506	0.04532	1.7053	1.88208	0.28235	0.10649	0.64925	0.18258
Healthy	0	0.01516	0.31733	0.01128	0.13392	0.10114	0.06343	0.03325	0	0	0	0	1.08459	0.09039	0.63459	0.21677	0.23698	0.15813	1.59412	0.31733
Healthy	0	0	0.1456	0	0.1547	0	0	0	0	0	1.07088	0	4.95958	0.15243	0.20701	0.56333	0.24667	0.99814	0.26406	0.1456
Healthy	3.03463	0	0.59612	0	0.03549	0	0	0	0	0	0.52276	0	8.8789	0.2321	0.46782	0.77533	0.02341	0.37797	0.15436	0.59612
Healthy	0	0.10266	1.02854	0.00458	0.60967	0	0	0.0293	0.0358	0	0	0	8.57892	0.02097	1.3484	0.78603	3.40674	0	3.74603	1.02854
Healthy	4.96272	0.01068	0.01271	0	0	0.00914	0.02817	0	0	0	0.20221	5.03373	2.26084	0.86086	0.72963	0.18901	0.36375	0.32312	0.22302	0.01271
Healthy	9.16274	0.01676	0	0	0	0	0	0.08217	0.01757	0	0.26236	0.52908	0	0.00483	0.30197	0.02404	0.63053	0.04582	0.04111	0
Healthy	0	0	2.22848	0.00261	0.73126	0.7303	0.06508	0	0	0	4.56476	1.08075	1.11041	24.83304	5.99841	0.01568	0.02782	0.2745	0.35634	2.22848
