group	Prevotella	Phytobacter	Ruminococcus_B	Haemophilus_D	Faecalimonas	Muricomes	Clostridium_Q	Longicatena	Anaerotruncus	Eggerthella	Bacteroides	Parabacteroides	Dialister	Barnesiella	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
Healthy	0	0	0	2.25021	0	0	0	0	0	0	14.61587	0.25664	0.98463	0	0	0	0	0	0	0.02345
Healthy	0	0	0	0.00422	0	0	0	0	0	0	33.2454	6.14371	0	0	0.03314	0	1.48867	0.01854	0.03614	0.04267
Healthy	0	0.10839	0.07739	0	0	0	0.03002	0	0.02307	0	23.44204	3.21009	0	2.15507	0	0	1.17912	0.13189	0	0.00591
Healthy	0	0.05429	0	0	0	0	0	0	0	0	10.80339	16.03697	0	1.58016	0.05994	0	0.087	0	0.00645	0.00736
Healthy	34.02878	0.06894	0	0	0	0	0	0	0	0	18.26062	5.30594	0	1.37882	1.34772	0.03306	1.21169	0.30801	2.1913	0.04178
Healthy	0.0216	20.7052	0.12968	0	0.08949	0.00707	0	0.01091	0.00044	0	34.94576	0.25997	0	0	0	0	0	0.10853	0.03335	0
Healthy	1.18536	0.03932	1.0406	0	0.09546	0	0	0	0	0	4.09722	0.63363	3.76164	0	0.76445	0	0	0	0	0.37716
Healthy	6.42452	0	0	0	0	0	0	0	0	0	0.89743	0.16963	11.8655	0.14329	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	41.44909	0.171	0	0	0	0	0	0	0	0
Healthy	10.47329	0	0	0	0	0	0	0	0	0	6.79713	1.27606	0	0.78963	0	2.15254	0	0.92154	0	0
Healthy	0	18.7087	0.18182	0	0	0.96241	0.01513	0.03194	0.02418	0	14.74322	1.82288	0.99789	1.27596	8.80642	0.32437	1.42511	0.06236	0	0.00128
Healthy	0	0.05832	0.52666	0	0	0	0	0.02401	0	0	26.4141	0.96597	5.97939	0	0	0	0.62299	0.01485	0.23427	0.10853
Healthy	0	4.52346	1.13862	0.14316	0	1.53699	0	0.13959	0	0.10808	0.06265	0	0	0	0	0	0	0.53762	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	28.45268	0	0	0	0	0	0	0	0	0
Healthy	7.95151	0	0.06209	0	0	0.01407	0	0	0	0	30.24805	6.87244	0	0.68174	0.13169	0.11142	2.27434	0.04278	0.72614	0.0108
Healthy	0	0	0	0.02277	0	0	0	0	0	0	49.2037	3.69318	0	0	3.06423	0	0.86403	0	0	0
Healthy	0	0.0278	0	0	0	0	0	0	0.01614	0	35.22013	5.15336	0	0	1.64039	0	1.74706	0.0777	0	0.00294
Healthy	0	0.08366	0	0	0	0	0	0	0	0	36.23169	5.20087	0	0	1.55963	0.01295	1.82906	0.112	0	0.32872
Healthy	0	0	0.12837	0	0	0	0	0	0	0	21.93039	1.99054	2.9941	0	0	0	0	0	0.27528	0.14668
Healthy	42.27842	0	0	0.7789	0	0	0	0.00907	0	0	0	0	0	0	0.02098	0.14841	0	0	0	0
Healthy	0	0.93792	0.00455	0	0	0	0	0	0.05385	0	49.63824	1.69135	8.89733	0	2.52801	0	0	0.16196	0	0.01733
Healthy	0	0.06217	0	0	0	0	0	0	0	0	37.09359	4.4963	2.88898	3.18738	1.24294	0.04975	0.78502	0.01935	0.03274	0.21793
Healthy	0	0.0408	0	0.1304	0.0058	0	0	0.00322	0	0	11.27792	3.56258	5.72981	1.55377	0.01834	0.20292	1.19883	0.04191	0	0.0079
Healthy	28.6106	0	0	0.02185	0	0	0	0	0	0	0	0	0	0	0	0.36087	0	0	0	0
Healthy	10.22659	0	0	0	0	0.01261	0	0	0	0	7.21947	1.58981	0	0.81709	0.02887	2.25595	0	0.97292	0.01631	0
Healthy	0	0	0	0.90979	0	0	0	0	0	0	15.11177	0.14945	0.67792	0	0	0	0	0	0	0
Healthy	2.53701	0	0	0	0	0	0	0	0	0	0.41637	0.26416	4.68645	0.43555	0.11249	0	0.00625	0	0.00159	0
Healthy	0	0	0.07457	0	0	0.01894	0.00347	0	0	0	39.04051	1.66316	0.00933	2.82088	0	0	0	0.04778	0.00972	0
Healthy	0.012	0.87145	0.20522	0.09477	0	0	0	0	0	0	25.33868	0.51945	0	0.55553	0	0.42949	1.26994	0	0.01447	0.30581
Healthy	0	0.40305	0	0	0	0	0.01875	0.01388	0.04658	0	13.9239	6.09831	3.03276	2.06662	0.00283	0	0.53143	0.2467	0.21142	0.00292
Healthy	0	0.07667	0	0	0	0.01119	0.03288	0.01977	0.00357	0	37.27906	2.41436	0	0	5.77093	0	0.33638	0.41731	0	0.05759
Healthy	0	0	0	0	0	0	0	0	0	0	24.65877	6.01292	0	1.10203	0	0	0.83888	0.20732	0.08446	0.33515
Healthy	0	0.01464	0	0.07191	0	0	0	0.00098	0	0	7.6832	1.7901	0	1.21189	2.02605	0.52483	0.90828	0.03872	0.02693	0.00016
Healthy	0	0	0	0	0	0	0	0	0	0	3.05099	0	0.06843	0	0.50972	3.22507	0	0	0	0
Healthy	1.98203	0.08398	0.01597	0	0.34329	0.03181	0.01461	0.06119	0.03107	0.01563	9.85695	1.87499	0.88316	0.77064	0.57586	0.46669	0.96762	0.0772	0.04029	0.07907
Healthy	44.77652	0	0	0	0	0	0	0	0	0	9.80259	3.65455	0	3.39361	0.37478	0.10412	0.84213	0.10476	1.40025	0
Healthy	0	0	0	0.14308	0	0	0	0	0	0	26.71566	0.25698	3.1357	0	1.11179	0	0	0	0	0.05694
Healthy	0	0	0	0.14398	0	0	0	0	0	0	11.23078	3.21779	0	7.15983	1.0017	0	0	0	0	0.0242
Healthy	0	0	0	0	0	0	0	0	0.00513	0	12.02503	14.95121	0.00098	0.91996	5.19362	2.24353	0.84881	0.03522	0.02839	0.1847
Healthy	0	0	0	0.00291	0	0	0	0.01926	0	0	1.84098	0	3.39926	0	0.51362	2.99009	0.54183	0.00227	0	0.00502
Healthy	57.2887	0.02073	0.00852	0.00901	0	0	0	0	0	0	0.93144	0.18518	0	0	0	0	0	0	0.00473	0
Healthy	0	0.83258	0.3115	0	0	0	0	0	0	0	57.91142	0	10.6352	0	0	0	0	0.0117	0	0
Healthy	0	0.06156	0	0	0	0.0023	0.03143	0.02964	0.00529	0	36.77232	2.3317	0	0	5.53782	0	0	0.4319	0	0.0443
Healthy	0	1.45409	0	0	0.87144	0	0	0	0	0	6.95747	0.20891	1.63743	0	0	0.78441	0	0	0	0
Healthy	0	0.03258	0	0	0	0	0.02793	0	0.05389	0	3.30606	0.73167	0.20296	0.11129	0	0	0	0.17723	0	0.01317
Healthy	0	1.57685	0	0	0	0	0	0	0	0	1.06246	0	0	0.08794	6.44363	4.40276	0	0	0	0
Healthy	0	0.16735	0	0	0	0	0	0	0	0	8.17793	1.89096	12.7201	2.64868	0	0	0	0.09508	0	0.01774
Healthy	0	0	0	0	0	0	0	0	0	0	10.67287	2.82467	0	4.6386	0.13064	0	0.70327	0.0521	0.04085	0.03256
Healthy	0	4.39963	0	0	0	0.02016	0.01909	0.0042	0.01912	0	58.7878	2.85904	0	0	0	0	0	0.30476	0	0
Healthy	0	2.02224	0.25192	3.13259	0	3.21278	2.66293	0.02529	0	0	0	0	0	0	2.39016	0	0	1.5231	0	0
Healthy	37.8533	0	0	0	0	0	0	0	0	0	8.13229	5.82934	8.71349	1.69363	0	0	0.87459	0	0	0
D001943	10.3674	0.59851	0.00097	0.29583	0.03126	0.00057	0.01093	0	0.01418	0.00043	20.35734	3.05323	0	0	2.16389	0	0	0.01947	0.05888	0.17086
Healthy	7.39366	0	0.03846	0.05596	0	0	0	0.002	0	0	40.45611	3.52225	6.41924	0.18968	0.06768	0	1.04974	0.01901	0.0325	0.01513
Healthy	1.85287	0	0	0	0	0	0	0	0	0	4.51792	0.35492	0	0.39499	0.39662	6.83579	0	0	0	0
Healthy	0.0984	0.15482	0	0.1722	0	0.00066	0	0.00123	0	0	6.2189	2.65433	0	2.18053	3.57375	0.28877	1.30545	0.06636	0.01124	0.00225
Healthy	0	0	0.05651	0	0	0.01877	0	0	0	0	39.25795	1.82227	0	2.7228	0	0	0.0049	0.03488	0	0
Healthy	0	0.845	0.01003	0	0.08534	0.07689	0.04654	0	0.04788	0	11.07986	4.3286	0	0	3.99735	0	2.60867	0.2259	0	1.79597
Healthy	0	0	0.04042	0	0	0.01728	0	0	0	0	38.61527	1.87388	0	2.73946	0	0	0	0.06234	0.00683	0
Healthy	0	0	0.04857	0	0	0.01194	0.19542	0.0057	0.09331	0	29.52754	49.8202	0	0	0	0	0	0.00514	0	0
Healthy	0.01083	0.90698	0.01932	0	0.00052	0.01772	0.00644	0.0212	0	0.0506	43.00012	4.27302	0	0	0.01447	0	0.73571	0.12547	0	0.01268
Healthy	0	0.00788	0	0	0	0	0	0	0	0	6.24336	24.16437	0	0	0	0	0.37918	0	0	0
Healthy	0	0.06475	0.01516	0.09233	0	0.02027	0.01273	0.01128	0.03325	0	28.88336	7.45498	0	3.5322	1.16805	0	0.49501	0.00745	0.45074	0.11866
Healthy	20.30609	0	0	0	0	0	0	0	0	0	10.62884	8.64199	0	1.18457	3.22709	0.24689	0.94188	0	0	0
Healthy	0.02908	0	0	0.4633	0	0	0	0	0	0	9.85317	0.53146	3.03463	0.7037	3.21288	0	0	0.00129	0	0
Healthy	0	0	0.10266	0	0	0.01392	0.03977	0.00458	0.0293	0	17.00446	4.11001	0	0.33131	0	0.34901	0	0.01806	0.08405	0
Healthy	0	0.05773	0.24196	0.45858	0.07134	0.01645	0.02694	0.02161	0.02294	0.01096	14.94378	0.46024	3.88742	0	0.34606	0	0	0.07164	0	0.09601
Healthy	0.53121	0	0	0	0	0	0	0	0	0	21.19515	0	0	0	0	0	0	0	0	0
Healthy	1.63491	0.53587	0.27677	0.17564	0.34477	0.06559	0.06033	0.0356	0.00035	0.00504	10.37538	0.4473	0	0.32533	0.04654	0.00143	0.60569	0.10873	0.0202	0
Healthy	17.1115	0.62791	1.03592	0	0.75623	0.32726	0	0.00746	0.0024	0.00397	6.34182	6.01008	0	1.04746	0	0	0	0.14366	0	0.55197
Healthy	0	0	0.10514	0	0	0.00433	0.01155	0	0.01017	0	16.93177	4.71176	0	3.82049	15.5972	0	0.5598	0.00858	0.09093	0.00649
Healthy	0	0	0	0	0	0	0	0	0	0	24.63266	6.21	0	1.14821	0	0	0.80368	0.21205	0.08223	0.49155
Healthy	0	0.1251	0.01068	0.06957	0	0	0.00587	0	0	0	16.18011	2.45613	4.96272	0	2.26094	0	1.03091	0.02524	0	0.02359
Healthy	0	1.07164	0.01676	0	0	0	0	0	0.08217	0	49.336	1.7635	9.16274	0	2.51019	0	0	0.19321	0	0.00944
Healthy	44.29233	0	0	0	0	0	0	0	0	0	9.99674	3.36713	0	3.37566	0.31261	0.10932	0.85315	0.12915	1.29885	0
Healthy	0	0	0.85904	0	0.32834	0	0	0	0	0	13.81285	1.27862	0.70523	0	0	0	0	0	0	0
Healthy	0	1.22721	0.00907	0	0	0	0	0	0.06382	0	48.71277	1.74446	9.1376	0	2.60094	0	0	0.19922	0	0.0011
Healthy	0	1.57391	0	0	0	0	0	0	0	0	28.34274	5.01395	0	1.02417	0.10976	0	0	0	0	0
Healthy	6.24102	0.199	0	1.30157	0	0	0	0.00261	0	0	3.32617	0.29399	0	1.16859	3.1371	0.0461	0	0.02381	0	0.03236
Healthy	0	1.95493	0.23791	0	0	0	0	0	0	0	21.68719	0.63279	0	0	1.54128	1.12509	0	0	0	0
Healthy	0	0.36136	0.01429	0	0	0	0.45485	0	0.34964	0	76.29865	3.24721	3.35101	0	0	0	0	0.19888	0	0.11586
Healthy	2.10829	0	0	0	0	0	0	0	0	0	3.92641	0.64272	3.87865	0.89744	0	0	0	0	0	0
Healthy	0	2.26417	0	0	0	0	0	0	0	0	16.55038	1.56853	0	0.03406	4.65537	0	0	0	0	0
Healthy	0.00558	0.45691	7.89367	0.01412	1.99745	0	0	0.716	0.00682	0.12374	70.58546	0.26833	0	0	0	0	0.64711	0.13535	0.03529	0
D001943	0	2.58434	3.17934	0.65388	6.76087	0.01561	0.02956	0.00035	0	0	37.81709	2.79753	0	0	0	0	0.92244	0.01184	0	0.00588
Healthy	0	0.06068	0	0.0119	0	0	0	0	0.02722	0	22.04887	10.27136	0.30683	5.49894	1.74604	0.15029	2.4223	0.15491	0.01422	0.00209
Healthy	40.7712	0	0	0	0	0	0	0	0	0	7.62961	3.1198	0	2.35675	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	28.8621	0.82067	5.02819	0.31814	1.44533	0.9037	0	0	0	0
Healthy	0	0	0	0.10591	0	0	0	0	0	0	5.18317	11.71159	0	0.93197	0.05892	0	0.45441	0	0.00358	0.00614
Healthy	0	0.12224	0	0	0	0	0	0	0	0	12.58843	5.07056	0	5.60383	1.07457	0	0	0.0451	0.02959	0.02971
Healthy	0	0.05997	0.02462	0.03974	0	0	0	0	0	0	0.08298	0	0	0	0	0	0	0	0	0
Healthy	0	0.30785	0	0	0	0	0	0.00966	0	0	14.94218	0	1.41727	6.71656	0.73231	1.41365	2.95465	0	0.10512	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.37609	0	0	0	0	0	0	0	0	0
Healthy	0	0.43259	0.00772	0	0.0018	0.00549	0.02347	0.00847	0.03658	0.04896	5.24441	0.33077	4.90607	0.16828	0.03853	0	0.49287	0.09987	0.06873	0.19696
Healthy	7.03722	0	0.00223	0.13296	0	0	0	0.00813	0	0	16.39372	3.08064	0	3.32948	0	0	1.79011	0	0	0.00173
Healthy	0.47787	0.37326	0	0.08778	0	0	0	0.07094	0	0	6.95278	0.70138	0	4.99869	7.86371	10.5082	0	0	0	0.09326
Healthy	0	0.24768	0.02232	0.02794	0	0.00554	0.00886	0.00846	0.00887	0	10.66435	1.49409	0	0.52495	0.01916	0	1.45629	0.01887	0.05801	0
Healthy	0	0	0	2.88551	0	0	0	0	0	0	42.77367	3.95924	4.45039	1.00062	0	0	0	0.06789	0	1.28976
Healthy	0	1.2714	0	0.07519	0.05102	0.21492	0.01229	0	0.06289	0	44.14861	1.90408	0	0	0	0	0	0.1248	0	0
Healthy	0	0	0.4471	0	0	0	0	0	0	0.0724	1.98229	0.2914	0	0	0	0	0	0	0	0.02111
D001943	0.01473	1.61904	0.04141	0.49211	1.51772	0.00334	0.68768	0.00123	0	0	8.04566	0	0.01403	0	0	0	0	0.22901	0	0.13328
Healthy	0	0	0	0.03494	0	0	0	0	0	0	11.81887	0.28438	7.84671	0.09704	0	0	0	0	0	0
Healthy	0	1.25009	0	0.05258	0.49364	0.05998	0	0.04689	0	0.00039	15.84979	1.59139	3.23866	1.42524	0.03676	0	0.89174	0.02498	0.02514	0.0499
Healthy	3.60896	0.22363	0.0569	0.0037	0.20375	0.00157	0.00124	0.00806	0	0	16.1504	1.3232	0	3.07304	0	0.00472	0.85574	0.13375	0.36115	0.17652
Healthy	0.01869	0	0.00109	0.13994	0	0.00978	0.00962	0.00129	0.00181	0.01875	14.41487	1.47034	0	2.75974	0.99284	0.13359	2.27149	0.01376	0.02736	0.35646
Healthy	0	0.54344	0.01139	0	0	0.00096	0.44928	0	0.38395	0	76.10276	3.20247	3.4124	0	0	0	0	0.18641	0	0.1305
Healthy	0	0.00288	0	0.05783	0	0	0	0.00622	0	0.00428	22.5985	1.44101	0	0	0.09243	0	0.44013	0.00784	0	1.67474
Healthy	0.00386	0.02953	1.06997	0	0.53353	0.00898	0.00941	0.01132	0	0.04615	11.03191	0.93023	0.79029	0	0	0	0.34304	0.02608	0.03329	0.06682
Healthy	7.78635	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35428	0.37891	0	0	0	0
Healthy	0	22.9827	0	0.00481	0	0	0	0	0	0	2.33712	11.04871	0	0	0	0	0	0	0	0
Healthy	0	0.03113	0.00276	0.01226	0	0	0	0	0	0	8.86114	1.82279	0.0487	2.5141	0.24514	0	0.68754	0.02136	0.00324	0.0149
Healthy	0	0.08287	0.01702	0.12138	0.48129	0.0011	0.00295	0.0095	0	0	38.07216	4.73124	0	0	0	0	0.45155	0.15594	0.00139	0.06756
Healthy	0	0	0	0	0	0	0	0	0	0	25.48461	0	0	6.39214	0	0	0	0	0	0
Healthy	16.6159	0	0	0.10072	0	0	0.01394	0	0	0	1.61861	0.13615	0.35407	0.01006	0.1511	0	0	0.18325	0.01971	0
Healthy	0	54.4802	0	0	0	0	0	0	0	0	0.00699	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	57.84149	13.63699	0	2.74419	0.14494	0.61379	0	0	0	0.03641
Healthy	0	0.08494	0.04516	0.00908	0.0848	0.00563	0.00746	0	0	0	41.79191	3.4892	0	0	0.46313	0	0.41811	0.01137	0.00116	0.01766
Healthy	0	24.8113	6.24206	0	0.00567	0	0	0	0	0	11.72112	1.1377	0	3.98722	0.02744	0.04229	0.30658	0	0	0.06847
Healthy	11.66254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54432	8.54298	0	0	0	0
Healthy	0	0.09042	0	0.09308	0	0	0	0	0.00701	0	50.52412	2.37614	7.92844	5.15572	0.11467	0	0.67679	0.04219	0.32412	0.2452
Healthy	0	0.02279	0.02197	0	0	0.00563	0	0.01038	0	0	4.07096	0.51128	0	3.39535	0	0	1.50051	0.08433	0.04632	0.02523
Healthy	64.1122	0.8212	0	0	0.00324	0	0	0	0	0	4.72761	1.99465	0	0	0	0	0	0	0	0.14985
Healthy	0	0	0	0	0	0	0	0	0	0	72.34646	2.52088	1.16371	0	0	0	0	0.18492	0	0
Healthy	0	68.0827	0	0	0	0	0	0	0	0	0.17896	0.04119	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	43.10785	0.75398	1.73952	0.60676	0	0	0	0	0	0
Healthy	1.27363	0.39554	0	0.10564	0	0	0	0	0	0	25.02003	1.05926	0	4.02953	0.12575	0.34645	2.43521	0.01967	0	0
Healthy	0	0	0	2.1791	0	0	0	0	0	0	20.63241	1.62377	0	0	0	0	0	0.03607	0	0
Healthy	0	0	0	0.01748	0	0	0	0	0	0	24.55698	4.2311	1.77803	4.17686	0.89654	0.64188	1.51671	0.40844	0	0.03747
Healthy	8.34493	2.61064	0	0	0	0	0	0	0.09001	0	3.5946	0.83742	0	0.04544	0	0	0	0.00296	0.03683	0
Healthy	0	0	0.00616	0	0	0	0	0	0	0	24.12574	3.79766	0	1.84436	0	0	0.03168	0.12686	0	0
Healthy	4.39549	0.06668	1.37451	0	0	0	0	0	0	0	4.67604	2.01588	0	0	13.5942	3.66315	1.25211	0.06341	0	0.06492
Healthy	0	0.22896	0	0.22418	0	0	0	0	0	0	7.23895	4.95634	2.43351	2.61163	0	0	1.30986	0	0.21625	0
D001943	0.0034	0.2166	0.12607	0	0.02599	0.07088	0.0726	0	0	0.08924	15.81558	1.55786	8.00135	0	0	0	0	0	0	0
Healthy	0	0.39886	0	0	0	0.00486	0	0	0	0	5.54578	0.5411	0	0.4547	8.83926	0	1.00954	0.21782	0.14533	0
Healthy	0.00569	0	0	0	0	0	0	0	0	0	4.33257	0.38563	0	2.11935	0	0	0	0.02751	1.41859	0
Healthy	0	0	0	0	0	0	0	0	0	0	49.4338	0	0	0	0	0	0	0	0	0
Healthy	0	0	1.80106	0	0	0	0	0.27999	0	0	29.5281	1.45884	5.95091	0	0	0	0	0.03845	0.15065	0.17425
Healthy	0	0	0	0	0	0	0	0	0	0	39.4617	5.81506	4.55373	3.7872	0.13378	0	1.09822	0.02523	0.02042	0.02656
Healthy	0	0	0	2.4447	0	0	0	0	0	0	19.99269	0.23379	2.51346	0	0	0	0	0	0	0.04372
Healthy	0.02686	0.02381	0.00111	0.03981	0	0	0	0.00593	0	0	11.68871	0.9228	0.5914	1.17965	0.44764	0.08608	0.64036	0.02709	0.02509	0.05991
Healthy	0	0	0.13472	0	0	0	0	0.00495	0.0209	0	20.19499	2.02425	3.30953	0	0	0	0	0.01679	0.20918	0.24438
Healthy	0	1.26907	0.32144	0	0	0	0	0	0	0	57.88383	0	10.2634	0	0	0	0	0.01201	0	0
Healthy	0.00924	0	0	0.28895	0	0	0	0	0	0	19.136	1.36503	0	3.1047	1.11325	0	1.4341	0.01029	0.01978	0.01022
Healthy	0	0.05527	0	0.05135	0	0	0	0	0	0	11.63372	0.65634	8.4106	0.4971	0.31796	3.55858	0	0	0	0.03674
Healthy	0	0.03717	0	0.01841	0	0	0	0	0.02195	0	31.94416	8.12253	0	0	0.05714	0	2.35553	0.01057	0.04505	0
Healthy	0.02915	0	2.67415	0	0	0	0	0.21008	0	0.09209	7.1189	24.35102	0	0	0	0	0	0.00254	0	0
Healthy	0.03458	0.70112	0	0	0	0.01824	0	0	0	0	30.24284	5.84046	0.0601	2.8852	0	0	0.80875	0.13575	0.29933	0.00555
Healthy	0	0	0	0	0	0	0	0	0	0	36.82174	5.82547	0	0	0.03116	0	1.43248	0.02004	0.04702	0.00974
Healthy	0	0.02904	0	0.03386	0	0	0	0	0.04642	0	46.18136	5.25323	6.3059	6.47044	0.21843	0	1.14002	0.14503	0.0542	0.24045
Healthy	16.9553	0	0	0	0	0	0	0.01131	0	0	8.94942	6.25607	0	0.36277	0.04207	0	1.51598	0.02248	0	0.28696
Healthy	0	0.28921	0	0	0	0	0	0	0	0	8.55949	5.46776	0	0.22097	0.14832	0	1.97267	0	0	0.42965
Healthy	0	0	1.82821	0	0	0	0	0.31466	0	0	29.31034	1.54234	6.22355	0	0	0	0	0.04033	0.16936	0.16316
Healthy	0	0.08323	0	0	0	0.04364	0.05988	0.00194	0.03157	0	9.68419	3.83498	0.59341	1.74634	0.0132	0	0	0.18334	0.36129	0.00315
Healthy	0	0.92251	0	0	0	0.01648	0.37051	0	0.01809	0.00084	2.89613	2.77836	10.6599	0	0	0	0	0	0	0.07051
Healthy	0.9057	38.921	0	0.07814	0	0	0	0.00297	0	0	4.10224	0.72646	0	0.99847	0.20863	2.38139	1.05194	0.00414	0	0.00094
Healthy	0	0	0	0	0	0.01892	0.00839	0	0.05192	0	62.3368	3.26705	0.72202	0	0	0	0	0.57271	0	0.11572
Healthy	0	0	0	0	0	0	0	0	0	0	14.96584	0.14417	0	1.60835	1.25551	0.50663	0	0	0	0
Healthy	0	0	0	0.04967	0	0.11233	0	0	0	0	8.8548	5.77426	0.22705	0.76416	0	0	0	0.01477	0.03482	0.01775
Healthy	0	0.00597	0.11466	0.58707	0	0.01289	0.04363	0.00366	0.01355	0.05917	8.24626	3.72109	9.96174	0	0	0	0.6925	0.08069	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.61741	3.00542	3.41378	0.39606	0.09155	0	0.4877	0	0	0.003
Healthy	10.1307	13.544	0	0	0	0	0	0.21155	0	0	4.25915	1.12771	0	2.89576	0.04994	0	0	0	0	0
Healthy	10.17921	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36997	5.91318	0	0	0	0
Healthy	0	0.45621	0	0.10996	0	0	0	0	0	0	9.03255	6.95299	0	2.09	0	0	2.76135	0.06456	0	0.00201
Healthy	0	0	0.02807	0	0	0	0.05197	0.00306	0.17343	0	4.10353	1.58901	0	1.84821	1.46403	0.22609	0.33035	0.05231	0.13325	0
Healthy	52.57972	0.11138	0	0.17473	0	0	0	0	0	0	2.71172	0.30246	0	0	0	0	0.33816	0.01387	0.1337	0.04881
Healthy	0	0	0	0	0	0	0.00232	0	0	0	11.04642	0	0	3.35884	0	0	0.71157	1.37242	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	37.04961	6.96214	0	0.0918	0	0	0	0	0	0
Healthy	0	0	0	0.02447	0	0.04725	0	0	0	0	10.46261	4.75038	0.37792	0.68176	0	0	0.84992	0.00579	0.0357	0.01745
Healthy	0	0	0.04456	0	0	0	0	0	0	0	18.93806	5.45989	0	0.31057	0	0	1.03629	0.01457	0	0.05623
Healthy	0	0.14638	0	0.00806	0	0.02668	0	0	0	0	9.98656	5.43662	0	2.81565	0.65301	0.20727	0.87997	0.03146	0.01677	0.03041
Healthy	1.9728	0	0	0	0	0	0	0.00051	0	0	5.0983	0.8303	3.37304	1.02147	0.00757	0	0.24477	0	0	0
Healthy	13.4412	0	0	1.01397	0	0	0	0	0	0	1.89724	0.44	0	0.22087	6.70702	0.04421	0.51874	0.00482	0	0.00432
Healthy	0	0.04944	0	0.02187	0	0	0	0.00673	0	0	14.23322	2.09175	0	2.49957	0.09369	0.7943	1.11273	0	0	0.01829
Healthy	0	0	0.17644	0	0	0.00384	0	0	0.03166	0	20.80739	2.06678	3.24018	0	0	0	0	0.00747	0.24256	0.29186
Healthy	0.25957	4.34724	0	0	0	0	0	0	0	0	4.18947	0.3484	0	2.08164	0	0	0	0	0	0
Healthy	64.0059	0	0	0	0	0	0	0	0	0	5.14105	1.16872	0	0.19623	0.40313	0	0	0	0	0
Healthy	0	1.47018	1.19456	0	0	0	0	0.00651	0	0	11.39588	2.87103	0	0.00032	0.00681	0	0	0.00448	0	0
Healthy	0	0	0.006	0	0	0.00151	0	0.0091	0.03153	0	3.83279	4.029	2.46321	1.5129	0	2.68708	0.81027	0.04736	0.16673	0.00844
D001943	0.00276	14.0172	0.05326	0	0.00981	0.0037	0.00843	0.48001	0.00531	0	21.49172	0.00102	0	0	3.80791	0.00038	0	0	0.04204	0
Healthy	0	14.3269	1.04767	0	0	0	0	0.03893	0	0	2.96307	0.1985	0	0.4571	0	0	0	0	0	0.02173
Healthy	5.09838	1.76217	0.31879	0.06386	0.01215	0.00898	0.03473	0.06206	0.03605	0.05745	11.86551	1.5986	2.14018	0.36578	0.01975	0.03732	0	0.19157	0.00945	0.00037
Healthy	0	0.03694	0.40571	0.00362	0	0.14452	0.02688	0.15541	0	0.06635	33.70968	1.30858	0	0	0	0	0	0.04129	0	0
Healthy	2.27906	0.02017	0	0	0.01531	0.03282	0	0	0	0	1.45354	0.63581	0	0.31225	1.0492	4.03147	0	0	0.08074	0
D001943	0.01349	1.31748	0.00144	0	0	1.47057	0.04235	2.69004	0	0	37.72259	14.142	0	0	0	0	0	0.01181	0	0
Healthy	0	0.2876	0	0	0	0	0	0	0	0	5.0909	0.09684	5.29396	0.06778	0	0	0	0	0.09297	0.05785
Healthy	0	0.11397	0	0	0	0	0	0	0	0	36.79429	4.14896	2.87372	3.07569	1.19804	0.05697	0.78979	0.02295	0.04101	0.2765
Healthy	0	0	0.007	0	0	0	0	0.24047	0.00635	0	28.87559	1.53989	6.22044	0	0	0	0	1.89266	0.14862	0.1497
D001943	12.70029	4.28113	0.37872	0.0803	1.92777	0	0.20078	0.47706	0	0.00324	20.69905	4.51215	1.33964	3.32879	0	0	0	0.09011	0	0
Healthy	0	0	1.11772	0	0	0	0	0	0	0	26.46002	0	0	0.61859	0	0	0	0	0	0
Healthy	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	40.16873	5.52575	4.38533	3.60827	0.12586	0	0.98773	0.02162	0.01211	0.07424
Healthy	0	0.32461	0.00136	0.0418	0	0	0	0.00724	0	0.06225	5.62348	0.52105	0	1.60819	0	0	0.82828	0	0.06587	0.16505
Healthy	0	0	0.63939	0	0	0	0	0	0	0	26.25426	0	0.41238	2.18202	0	0	0	0	0	0.10588
Healthy	0	0.0011	0.00029	0.08152	0	0	0	0	0	0	8.85781	1.48497	0.0066	3.65865	1.20517	0.08659	0.88284	0.0272	0.14854	0.00952
Healthy	0.75556	0	0	0.54752	0	0	0	0	0	0	4.97854	0	0	2.48586	2.57283	0	0	0	0.10689	0
Healthy	0	0.00239	0.00365	0.09136	0	0	0	0.00213	0	0	16.40487	1.87182	0.00031	5.93991	0.02632	0	0.85822	0.03512	0	0.00047
