group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Coriobacteriaceae	Peptostreptococcaceae	Lactobacillaceae	Pasteurellaceae	Eggerthellaceae	Rikenellaceae	Ruminococcaceae	Bifidobacteriaceae	Dialisteraceae	Akkermansiaceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
Healthy	50.82137	8.53969	0.73248	0.58033	0.01137	0.25778	0.36434	0	0	0.09832	1.77441	8.53969	0.73248	0	0	0.59701	0.10204	0.41172	0	0.03846
Healthy	20.32889	6.07693	0.15337	0.06608	0	0.21746	0.00826	0	0.5081	0.01185	3.43425	6.07693	0.15337	0	0.02786	0.41002	1.37251	0	0.72992	0.00132
Healthy	2.29972	0	74.0906	0.05098	0	4.75024	0.00864	0	0	0	0	0	74.0906	0	0	0	0	0	0	0
Healthy	25.33694	0.88408	1.1159	15.1316	0.20711	2.24086	0	0	0.12577	0	1.23993	0.88408	1.1159	6.58488	1.73321	1.66715	0.02924	0	0	0.11723
Healthy	14.53917	12.98347	0.00029	0.10548	0.03567	1.87375	0.04687	0	0.03762	0.02832	4.47691	12.98347	0.00029	0	7.46565	1.26437	0.07476	2.58859	1.12261	0.21927
Healthy	9.96944	18.6226	0.00246	0.22109	0.00797	0	0.29017	0	0.50367	0.00771	0.22415	18.6226	0.00246	0	0	0	0	0	0	0.21013
Healthy	31.00509	11.8049	0.18946	2.59781	0.17285	0	0.30967	0.17258	0.05275	0.00331	3.06473	11.8049	0.18946	0.52446	0.09818	2.11722	0.16469	0.04879	0	0.04132
Healthy	3.40973	1.74923	1.08547	0.00415	0	0.44293	0	0	0	0	35.73258	1.74923	1.08547	0	0	0	0.28935	0	2.24733	0.00496
Healthy	15.06191	5.00311	38.26172	0.23305	1.12563	0.32167	0.49756	0	1.31321	0.0312	1.69841	5.00311	38.26172	0.85009	0	0	0.0605	0	0	0
Healthy	20.85388	11.57147	10.0008	0.03522	0	0.3159	0.27633	0.70379	0.27691	0	0.35429	11.57147	10.0008	0	0	0.18504	2.01035	0	0	0.01032
Healthy	5.77072	0.49075	6.76928	0.20564	0	0.81273	0.01195	0	0	0.20443	7.95599	0.49075	6.76928	0	6.54328	3.09234	0.30027	25.1723	0	0.22529
Healthy	29.14473	6.4091	0.30703	0.47349	0.03848	0	0	0	2.24622	0.00983	14.5682	6.4091	0.30703	0	0.76858	0	5.82004	0	0	0.04982
Healthy	12.8056	6.62613	0.92343	0.90117	0.94072	0	0.01107	0	0.04173	0.03192	0	6.62613	0.92343	6.37105	2.87693	8.89824	1.58452	0	0	0.15097
Healthy	18.13691	7.72123	9.42454	0.27132	0.00477	0	0.02572	0	0.19978	0.01306	0	7.72123	9.42454	0	0.94624	0	0.90663	0	0	0.01753
Healthy	0	0	77.76857	0.40257	0	0	0	0	0.55167	0	0	0	77.76857	0	0	0	0	0	0.05783	0
Healthy	12.90721	1.48862	0.04287	0	0	0	0	0	0	0	4.51584	1.48862	0.04287	0	0.11621	12.9413	0	0.05076	0	0
Healthy	17.67872	4.49488	13.49806	0.07445	0.31	0	0.37412	0	1.44863	0	2.06338	4.49488	13.49806	4.05909	0.05151	0	0.04528	0	0	0
D003093	26.22598	9.4187	8.40549	0.5828	0.09216	1.73217	0.25691	0.01085	0.03341	0.43069	4.54932	9.4187	8.40549	2.87398	1.3354	0.69437	0.1145	0.20347	2.46443	0.26647
Healthy	21.23129	6.94266	0.48572	0.006	0	0.01378	0.00279	0	0.01242	0	1.25512	6.94266	0.48572	0	5.50325	0	1.41746	0.05808	0.48243	0.02251
Healthy	13.96411	8.38122	0.1036	0.17887	0.73435	0.19052	0	0.5042	0.00484	0	1.81886	8.38122	0.1036	0	0	0.01692	0.09861	0	0.92764	0
Healthy	28.61221	6.34382	10.4945	0.07384	0.04387	0	0.04726	0	0	0.07108	9.23568	6.34382	10.4945	0	1.77402	0	0.07849	0	0	0.01259
Healthy	52.59742	2.95687	0.12523	0	0.72541	0.05756	0.00373	0.23414	0.00722	0	2.27428	2.95687	0.12523	0	0.55641	0.63245	0.15098	0.1082	3.04967	0.01382
D003093	38.6188	8.42866	3.47096	1.07625	0.02415	0.09592	0	0	4.13271	0	1.92121	8.42866	3.47096	0.13936	0	0	0.08731	0	0	0
Healthy	10.98274	28.18338	0	0	0.10257	0.53123	0.01007	0	0.64482	0	0.21427	28.18338	0	0	0	0	0.02629	0.09203	0	0.00173
Healthy	39.77654	4.89424	12.15454	0.37872	0.00258	0.83719	0	0.39169	0	0	0.68295	4.89424	12.15454	3.47983	0.93483	1.03545	0	0	0.22406	0
Healthy	39.62724	0	26.13642	1.33778	3.47651	0.00537	0.66857	0	0	0.04783	0	0	26.13642	0	0	0	0.88337	0	0	1.79372
Healthy	1.457	7.2462	47.76307	0.07655	0	0.69723	0.00332	0.59566	0.01104	0	0.44777	7.2462	47.76307	0	0	0.7723	3.89876	0.00083	0	0.00115
Healthy	11.18939	3.59579	0	0	0.00703	0.02949	0.00384	0	0.06532	0	9.39716	3.59579	0	0	0	1.05065	0.15155	0	0.93324	0.00058
D003093	39.51721	4.7035	1.18974	0.06001	0.02769	0.56362	0.1109	0.01827	0.02403	0	1.36384	4.7035	1.18974	0	0	0.68952	0.08451	0	0.23265	0.13513
Healthy	1.72893	0.98283	0.18969	0	0	0	0	0	0	0	1.61042	0.98283	0.18969	0	1.85231	2.04648	0.50884	0	0	0.05427
Healthy	38.8167	0.86701	0	0	6.35549	0	0	0	0	0	0.60937	0.86701	0	0	0	7.17482	0	7.54448	0	0
Healthy	8.44434	10.43843	5.17142	0.36556	0.08378	1.18845	0.07496	0.13683	0.09002	0.13295	8.58898	10.43843	5.17142	0	0.71933	3.28876	2.24124	0	2.09091	0.30207
Healthy	0	0	6.59575	4.6561	0	0	0	0	0	0	0	0	6.59575	0	0	0	0.04965	0	0	0
Healthy	24.73501	8.07146	0.25903	0.38596	0.09034	0	0.28323	0.007	0.14111	0.21191	6.38575	8.07146	0.25903	0	0.01764	0	1.83111	1.70994	0	0.05845
Healthy	23.67886	11.5235	2.80303	0.05277	0.02874	0.67645	0.09703	0	0.07677	0.05825	7.64732	11.5235	2.80303	0	0	1.35453	0.03217	1.80075	1.03671	0.04466
Healthy	9.69299	1.95808	0	0	0	0	0	0	0	0	2.77726	1.95808	0	3.61042	0.70276	3.23702	0.01528	0	0	0
Healthy	12.33075	1.46189	0.02023	0	0.51735	0	0	0	0	0	1.06491	1.46189	0.02023	0	0	0	0	0	0	0.30319
D003093	15.31907	0	58.06766	0.06155	0.09566	0	0.48161	0.00566	0.13221	0	0	0	58.06766	0.36766	0	0	3.56837	0.06738	0	0
Healthy	2.06269	4.19445	0.02352	0.02913	0	0	0	0	0.23996	0	29.34344	4.19445	0.02352	2.47331	0	2.68284	0.00901	0	2.0658	0
Healthy	10.32986	11.28753	4.15836	0.01873	0.5634	0.61169	0.31151	0.05257	0	0.03859	6.87355	11.28753	4.15836	0.00036	0.98179	1.69821	0.09001	0	0.69215	0.08495
Healthy	5.91702	3.30467	4.05241	0	0	0	0	0	0	0	15.4521	3.30467	4.05241	2.80683	0.09043	3.1311	0.24334	0.04311	0.71018	0
Healthy	46.34829	1.53945	0	0	0.76987	0	0	0	0	0	0.62418	1.53945	0	6.52691	0	0	0	0	0	0.30461
Healthy	4.55439	4.13225	3.63884	0.09111	0	0	0	0	0	0	15.94123	4.13225	3.63884	7.61668	0.90006	5.55921	0.11188	0.91984	1.23081	0.08279
Healthy	6.27347	2.34681	0.14517	0.09841	0.21724	0.38363	0	0	0	0	6.96963	2.34681	0.14517	0	23.484	0.76986	0	2.20838	0	0.87914
D003093	19.0687	10.6539	11.49686	2.37978	0.15539	1.53944	0.23892	0.50712	0.0426	0.08929	0.41094	10.6539	11.49686	0	0	0	0.19562	0	0.86794	0.54029
Healthy	25.99537	10.20938	0	0	0	0	0	0	0	0	0.91171	10.20938	0	0	0	0.48983	0.04924	0	0	0
Healthy	5.77806	3.61009	4.25504	0.01041	0	0	0	0	0	0.00443	15.84127	3.61009	4.25504	2.84921	0.11704	3.12086	0.26229	0.06314	0.77326	0.01522
Healthy	6.25106	0.47776	0.00788	0.07013	0.03373	0	0.42534	0	0.01136	0	0.22771	0.47776	0.00788	0.82615	0	0	0	0	0	0.03935
Healthy	15.24503	24.1703	5.34989	3.31825	0	0	0	0	0	0	0.82712	24.1703	5.34989	9.46156	0	0	0	0	0	0
Healthy	18.21306	4.42476	1.25183	0	0.32	0.02019	0.14632	0	1.81989	0	1.87102	4.42476	1.25183	1.84818	0	0	0.05455	0	0	0
Healthy	5.14392	1.86857	0.40903	0	0.27242	0	0	0	0	0	11.07429	1.86857	0.40903	6.41941	0	0	0.21457	0	0.55504	0.0481
Healthy	24.27811	10.05209	0.22601	8.25162	3.5968	2.53666	0	0	0	1.92975	1.29699	10.05209	0.22601	0	1.91177	0.1394	0	0	0	0
Healthy	1.1663	3.8008	0.12091	0	0	0.08428	0	0	0	0	6.63942	3.8008	0.12091	0	0	1.51923	0.04583	0	1.31168	4.02394
Healthy	14.13543	1.40551	0.89222	0	0.07183	0.23918	0	0	0	0.0123	7.02145	1.40551	0.89222	0.0024	0	2.68902	0.15651	0	0	0.04008
Healthy	0.78978	1.60969	0.0863	0	0	0	0	0	0	0	14.76102	1.60969	0.0863	3.23865	0	0	0.26069	0	0	0.01668
Healthy	26.29808	2.37657	0	0.0223	0	0	0.09037	0	0	0	0.12639	2.37657	0	0	0.00383	0.98973	0.01474	0	1.1273	0
Healthy	21.11407	4.90963	4.33814	0.23235	0	0.25072	0.28594	0	0	0	7.9668	4.90963	4.33814	0	0.46621	7.54657	1.15039	0.11285	1.1161	0.04687
Healthy	14.52991	1.40013	0.99456	0	0.06868	0.23103	0	0	0	0.02018	7.21644	1.40013	0.99456	0	0	2.77145	0.19017	0	0	1.6631
Healthy	15.26306	8.45186	1.8504	0.48635	1.90703	0.29517	0	0	0.24747	0	5.82279	8.45186	1.8504	1.6894	0.4713	1.04793	2.89444	0.14447	1.76986	0.09104
D003093	17.06226	9.30793	9.69748	0.34878	0.00756	0.7599	0.09368	0.00968	0.64671	0.0318	9.70442	9.30793	9.69748	0	0	0	0.14774	0	2.16612	0.0341
Healthy	19.60951	2.77059	4.24856	0	0	3.21662	0	0	0	0.3691	0	2.77059	4.24856	0	17.4263	0	0	0	0	0
Healthy	24.55488	16.37696	0	0	0	0	0.20194	0.11797	0.40379	0	1.1217	16.37696	0	5.34705	0	1.42232	0	0.15253	0.74523	0
Healthy	10.44091	1.01248	0	0.00882	0.00207	0.02957	0.05314	0	0	0	0.34539	1.01248	0	0	0	0	0.04209	0	0.78479	0.00454
Healthy	0.64707	1.42962	0	0	0	0	0	0	0	0	0	1.42962	0	0	0.53649	0	0	0	0	0.04909
Healthy	3.57365	0	17.01694	0.0687	0	4.01171	0.03828	0.78683	0	0.00569	4.54685	0	17.01694	0	0	0	0.77874	0	0.00239	0
Healthy	21.35409	11.99021	4.99819	2.39811	0	0	0	0	0	0	5.13152	11.99021	4.99819	1.29797	3.051	1.73556	0	3.06931	0	0
Healthy	23.87406	3.6521	0	0	0.0405	0	0	0	0	0	24.4055	3.6521	0	0	0	1.03639	3.18134	0	0	0.19086
Healthy	27.93452	11.14507	1.29975	1.8433	16.44743	1.55705	0.41789	0.25765	0	0	0.52597	11.14507	1.29975	0	0.00566	0.92087	0	0	0.24283	0
Healthy	30.93293	16.45175	0	0.06857	0.40002	0.31422	0	0.00944	0.01484	0.03728	0.85813	16.45175	0	0	1.18295	0.54001	0.16203	0	3.1263	0.1245
Healthy	23.7909	3.53311	0	0	0.07771	0.06704	0	0	0	0	23.906	3.53311	0	0	0	1.14784	3.01158	0	0.81242	0.24656
D003093	36.1406	8.09538	0.99887	0.14567	0.03685	0.33788	0.239	0	0.07951	0.05248	7.63737	8.09538	0.99887	1.38763	0.47582	0.33661	0.10618	0.69423	0.49124	0.03637
Healthy	35.61448	13.61657	1.11626	1.06308	1.21208	0.13637	0.40841	0.38832	0.06684	0.01448	0.62661	13.61657	1.11626	0	0.02702	2.19014	0.04103	1.70278	0.3186	0.01003
Healthy	25.4783	10.38104	1.18708	8.21899	0.08132	1.07156	0.06758	0	0.28217	0.00696	3.03612	10.38104	1.18708	0	0	0.85979	0.21396	0.81474	0.52544	0.00713
Healthy	8.61824	24.40005	0	0	0.57303	0.6947	0	0	0	0	0	24.40005	0	0	0	0	0	9.23471	0	0
Healthy	7.83141	3.68747	0	0.0434	0.07882	0	0	0	0	0.99055	14.88692	3.68747	0	0	0.28653	3.46952	0	0	4.36243	0.00911
Healthy	19.89236	3.25541	0.05422	0.12664	3.0786	0.28028	0	0	0	0.05899	5.05123	3.25541	0.05422	0	14.9065	4.72075	0.04026	0	1.13762	0.33959
Healthy	13.89969	8.76363	0.002	0.05048	0	0.0426	0.66049	0	0.00258	0.02015	4.6813	8.76363	0.002	0	0	1.7547	0.30935	0	0.84118	0.03503
Healthy	47.44119	1.47463	0.15815	0.35595	0.91029	0	0	0	0.03965	0	1.00068	1.47463	0.15815	0	0	2.42318	0.39488	0.89622	1.06521	0
Healthy	19.30605	5.56639	5.56913	0.74143	0.00749	0.30276	0.14908	0.03492	0	0.05995	1.52814	5.56639	5.56913	4.71543	0	0.1857	0.18365	0	0.52809	0.11883
Healthy	7.41268	4.55272	0.87671	0.42666	0.07792	0	0	0	0.74286	0	17.98824	4.55272	0.87671	0	5.74457	0	2.38969	0	0.7931	0.0685
Healthy	2.81573	3.14863	0.08805	0.05079	0	0.19455	0	0	0	0	9.86851	3.14863	0.08805	0	10.3129	0.78865	0.08094	0	1.05331	1.2697
Healthy	15.96171	18.16738	0	0.05086	2.86491	1.00994	0.05592	0.21739	0.24052	0	0	18.16738	0	0	0	0	0	0.71531	0	0
Healthy	3.33986	16.99815	0.00318	0.01848	0.12269	0.40393	0.05482	0	0	0.06881	1.6101	16.99815	0.00318	0	0	0	0.39081	0	0	0.27357
D003093	6.91897	5.60061	1.13959	0.025	0.02616	0.33712	0.01066	0.06952	0	0	0.1689	5.60061	1.13959	6.74441	0	0.08882	0.03656	0.26021	0	0.0548
Healthy	0.01695	0.02963	0.25171	0	0.18018	0	0.04787	0	0	0	0.00153	0.02963	0.25171	0.00048	0	0	0	0	0	0
Healthy	1.3669	0	0	0	0	0	0	0	0	0	0.07741	0	0	0	0	0	0	0	0	0
D003093	12.25941	6.59604	5.32715	0.33637	0	1.50501	4.2288	0	0	0.06368	9.21634	6.59604	5.32715	2.46007	0.02454	13.4844	0.38227	10.0978	1.82487	0.00244
Healthy	22.85331	18.05348	1.59289	5.52076	0	1.80717	0	0	0	0	5.56369	18.05348	1.59289	0	0	0.77206	0.26927	0.49771	0	0
Healthy	25.93152	8.72924	0	0	0	0	0	0	0	0	0.8505	8.72924	0	0	0	0.44166	0	0	0	0
Healthy	20.33841	1.13101	0.10989	1.40118	1.47063	0.09271	0.02165	0	0.1676	0	0.659	1.13101	0.10989	0	0	0.00144	0.84737	0	2.11166	0.01289
Healthy	0.00232	0.00499	92.88663	1.46316	0	0	0	1.9303	0.00151	0	0.0135	0.00499	92.88663	0	0	0	0	0	0	0
Healthy	13.4946	22.0754	5.11495	0.02389	0.00754	0.18082	0.06551	0	0	0.00335	0.06141	22.0754	5.11495	0	0	0	0.24481	0	0	0.00321
Healthy	11.19733	4.69882	0	0.04869	0.11387	0.29965	0	0	0.00767	0.00326	0.66387	4.69882	0	0	0.95693	0.56206	0.00077	0	1.42396	0.04777
Healthy	13.95278	0.00272	72.71209	0.48402	0.17237	3.87625	0.00065	0.20686	0	7e-05	0	0.00272	72.71209	0	0.00118	0	0	0	0	0.07233
Healthy	1.95559	7.17642	0	0	0	0.07912	0	0	0	0.13703	15.84823	7.17642	0	0.20528	0.83121	0.74262	0.01982	0	0.02166	0.02147
Healthy	15.78988	0.55108	0	0	0	0	0	0	0	0	2.31537	0.55108	0	0	0.39632	0.08709	0.25346	0	0	0
Healthy	4.99949	2.13626	0.38768	0	0.27498	0	0	0	0	0	11.67459	2.13626	0.38768	6.30271	0	0	0.19767	0	0	0.05422
Healthy	1.68143	0.04218	5.47498	0.09169	0	0	0	0	0.00123	0	0.03166	0.04218	5.47498	0	0	0	5.67678	0	0	0
Healthy	3.15258	0	17.86819	0	0	2.77932	0	0	0	0	0	0	17.86819	0	0	0	0	0	0	0
Healthy	13.15882	7.17193	3.01091	2.42027	0.15287	0	0.61698	0	3.13703	0	0.00027	7.17193	3.01091	2.64985	3.66082	0	0	0	0	0.04823
Healthy	4.88406	7.42224	1.45403	0.01145	0.04425	0.31875	0	0	0.07592	0	2.58597	7.42224	1.45403	0.80153	0.64191	0	0.37347	0	0	0.59253
Healthy	9.87281	1.11059	0.59368	0.30245	0.01338	1.12734	0	0.00189	0	0.04408	1.2919	1.11059	0.59368	0.65623	1.26041	0.54445	0	0	0	0.00225
Healthy	26.60135	4.01017	1.80915	0.426	0.10371	0.81806	0.1	0.00081	0.00554	0.52422	8.1883	4.01017	1.80915	0	0.08939	0.88152	0.56276	0	0.73547	0.04477
Healthy	33.09255	4.39254	0	0.01042	0.8243	0	0.30225	0	0.21568	0	0.04774	4.39254	0	0	0.09638	0.02559	0	0.83654	0	0
Healthy	5.97775	4.4393	12.13324	0.23359	0	1.38578	0	0	0	0.47756	15.03435	4.4393	12.13324	0	0	0	0.12171	0.17766	0.97978	0.19817
Healthy	0.65658	1.08933	0.01614	0	0	0	0	0	0	0	8.28927	1.08933	0.01614	2.76131	0	0	0.16545	0	0	0
Healthy	5.25075	4.90406	0.2525	0.53944	0	0.04655	0	0	0	0	2.20826	4.90406	0.2525	4.41165	0	3.73784	5.94144	0	1.07156	0.08393
Healthy	22.62267	9.51013	0.78855	0.05159	0.05917	0.02616	0.01069	0	0	0.05476	9.14021	9.51013	0.78855	0.29548	12.5439	0.5656	2.0776	0.00886	0.83001	1.00341
Healthy	0.3762	3.86647	0.01961	0.00212	0.13414	1.28768	0	0	0	0.19064	1.31308	3.86647	0.01961	2.73148	44.3916	0	0.2551	0	0	0.06887
Healthy	16.62348	4.33854	22.80746	0.05048	0.03273	7.0379	0.03452	0.06683	0.58972	0.01795	0	4.33854	22.80746	0	0	0	1.3721	0	0.56223	0.26198
Healthy	27.47749	7.3259	3.15295	0.43523	0.01117	0	0	0	0.02631	0.02042	0.73339	7.3259	3.15295	4.95061	0	0.18419	0	0	0.95963	0.00595
Healthy	6.25322	0	0.12441	0.08299	0	0.08225	0	0	0.38291	0	0	0	0.12441	0	0	0	0	0	0	0
Healthy	20.47828	10.36482	19.20804	0.35671	0	0.8386	0.14746	0	0.45378	0.0158	2.33993	10.36482	19.20804	0	0.87286	0.89031	1.36827	1.43462	0.32005	0.01239
Healthy	18.49618	13.26304	0.43072	0.04062	0	0.01795	0.21993	0	0.15484	0.00429	1.85048	13.26304	0.43072	0	0	0.36034	0.00643	0	0.22048	0
Healthy	15.68105	9.03915	1.6969	0.01526	0.09703	0.47425	0.20308	0	0	0.01682	5.39872	9.03915	1.6969	23.8095	0	1.03834	0.11785	0	0.40922	0.0101
D003093	11.93557	9.57901	46.9147	17.28224	0	5.77869	0	0	2.35336	0	0	9.57901	46.9147	0	0	0	0	0	0	0
Healthy	20.14283	5.50496	0.95593	0.58223	0.02499	0	0	0	2.02587	0	9.94266	5.50496	0.95593	0	0.02587	0	6.04808	0	0	0.02429
Healthy	23.05958	3.94638	0.19998	0	0	0.23581	0	0	0	0	0.99045	3.94638	0.19998	0.79662	1.81914	4.32298	0	9.02686	1.37501	0.05479
Healthy	0.39047	3.84583	0.02198	0.01031	0.16516	1.34761	0	0	0	0.1527	1.21067	3.84583	0.02198	2.47905	43.4397	0	0.30473	0	0	0.11915
Healthy	2.98726	3.32931	0.60994	0.13624	0	0	0	0	0	0	16.29838	3.32931	0.60994	0	0	0.78709	0.32864	0	0	1.4766
Healthy	18.56895	8.90022	0	0	0	0	0	0	1.36227	0	3.01581	8.90022	0	5.49084	1.87694	1.74187	0.00578	0	0	0
Healthy	37.12354	12.17843	8.90117	0.81321	0.00841	0	0.21189	1.71841	0.19247	0.61498	3.05415	12.17843	8.90117	2.68525	0	1.84471	0.06759	0	0.45997	0.01601
D003093	16.66731	0.61738	12.83339	4.99931	0.00168	1.24863	0.06464	0	0	0.03128	2.81489	0.61738	12.83339	0	0	0	1.17687	0	0.50465	0.2207
Healthy	37.98924	1.81967	0.72384	0.19513	1.21645	2.33976	0	8.66729	0	0.04163	2.8867	1.81967	0.72384	0	0	3.48803	0.04694	0.67796	0	0
Healthy	13.89714	5.91479	23.65549	0.11814	0.59342	0.1148	0.21255	0	1.0041	0	2.31265	5.91479	23.65549	0.8877	0	0	0.00403	0	0	0
Healthy	1.82519	4.15826	0.33531	0	0.09797	0.24101	0	0	0	0	0	4.15826	0.33531	7.9928	0	0	0.02805	0	0	0.57775
Healthy	2.50994	7.88747	0	0.03241	0	0.08713	0	0	0.01017	0.27661	20.86077	7.88747	0	0.36376	0.63345	0.75121	0.01246	0	0.04096	0.00819
Healthy	4.1556	0	20.8616	32.59093	0	0	0.29111	0.14333	0	0	0	0	20.8616	0	0	0	0	0	0	0
Healthy	10.4235	15.45437	0	0.10693	0.02068	0.19234	0	0	0.16205	0.05817	6.46251	15.45437	0	0	0	1.42259	0.31437	0	0.37291	0.0162
Healthy	10.17214	0	0	0	0	0	0	0	0	0.13008	5.84946	0	0	0	0	0	0	0	0	0.09952
Healthy	52.67782	5.80091	2.32162	0.00165	0.89092	0.31976	0.00748	0	0	0	0.56384	5.80091	2.32162	0	0	0.33219	0.09599	3.42295	0	0
Healthy	20.01501	7.12536	7.73628	0.02237	0.0979	0.71882	0.01238	0	0.06871	0.02808	0.61902	7.12536	7.73628	0.83648	0	0.00142	1.40404	0	0	0.4669
Healthy	12.96048	3.67232	0	0	0	0	0	0	0	0	1.25267	3.67232	0	0	0	3.48808	0.02892	0	0.52419	0
Healthy	4.44309	1.19554	5.55201	0	0.18017	0.62212	0	0	0	0.03604	4.71841	1.19554	5.55201	17.9764	7.1259	5.01123	0.2694	0	0	1.08473
Healthy	1.97522	1.0293	0.20647	0	0	0	0	0	0	0	1.5347	1.0293	0.20647	0	1.8733	1.9972	0.53159	0	0	0.09046
Healthy	29.20642	10.10871	0.00353	1.86746	0.05333	0.56859	0	0.00128	0	0.05244	4.82541	10.10871	0.00353	0	0.00548	1.08526	0.24799	0	0.54308	0.00186
Healthy	3.08403	10.07357	0	0.01326	0.01213	0	0	0	0.10871	0.67161	0.72914	10.07357	0	0	0	0	7.35104	0	1.19479	0.35929
Healthy	8.04226	4.43563	2.33244	0	0.15116	0.48773	0	0	0	0.01789	14.12829	4.43563	2.33244	0	0	1.37295	1.98576	0.07196	1.45923	0.19687
D003093	17.0343	3.70352	1.18696	0.13299	0.05029	0.40837	0.34295	0	0.0824	0.05122	3.48381	3.70352	1.18696	0.03654	0	3.87029	0.21288	0	2.08659	0.1035
Healthy	19.26642	3.43377	0.21588	0.02943	3.33254	0.16674	0.1229	0.01791	0.00876	0.00638	5.45714	3.43377	0.21588	0	0	2.7843	0.09344	0	0.82793	0.11111
Healthy	34.85489	6.92953	0.55737	0.28746	0.01159	0.04435	0	0	0.039	0	1.07383	6.92953	0.55737	5.33404	0.69784	0.66867	0.48374	1.31778	0.79697	0
Healthy	28.41553	3.31512	0	0.07046	0	0	0	0	0	0	0.45861	3.31512	0	8.03066	0	0	0	0	0	0
D003093	28.78485	5.91472	1.62891	0	0.25604	0.24556	0.04318	0	0	0.01137	1.58824	5.91472	1.62891	0	0.00095	0.32563	0.24706	1.15921	0.51807	0
Healthy	3.22191	2.69593	0	0	0.22781	0.03053	0	0	0	0	2.75924	2.69593	0	1.32785	0	0	0	0	0	0.36716
Healthy	4.38976	6.41063	5.20331	0.00093	0.57724	1.6807	0.0213	0	0	0	8.49697	6.41063	5.20331	0	2.98314	1.9029	0.17413	1.67696	1.16349	0.24183
Healthy	8.04005	4.38871	2.41855	0.00375	0.10332	0.52714	0	0	0	0.0258	14.30181	4.38871	2.41855	0	0	1.5146	1.85884	0.05882	1.437	0.23223
Healthy	4.05729	1.00157	0.56083	0.25247	0	0.83256	0	0	0	0	18.60053	1.00157	0.56083	15.7034	0	11.579	0.24725	0	0.79417	0.29962
Healthy	21.33139	0.51417	0.34017	0.06223	0.31005	0.13333	0.13353	0	0.04721	0	0.95153	0.51417	0.34017	7.43943	0	0.56926	0.81636	0	0.54075	0.04606
Healthy	1.71557	2.53995	1.82765	0	0.00942	0.07547	0	0	0	0.03307	20.72669	2.53995	1.82765	0	4.66138	3.90749	0.1233	0.16213	0	0.02543
Healthy	0.00089	0	0.39924	0.08139	0	0	0	0	0.00203	0.00074	0	0	0.39924	0	0.00431	0	0	0	0	0
Healthy	5.86862	2.4007	0.12171	0.0995	0.21676	0.32328	0	0	0	0	7.26599	2.4007	0.12171	0	23.1101	0.72461	0.01818	2.14605	0	0.91156
Healthy	12.28364	0.91533	3.89122	0	0	0.77635	0	0.1106	0	0.15275	12.8426	0.91533	3.89122	0	3.29025	7.69807	0.8243	2.94825	1.2107	0.47227
Healthy	10.26623	0.23419	0	0	0	0	0	0	0	0	0.16138	0.23419	0	0	0	0	0	0	0	0.06967
Healthy	0.62702	1.5178	0	0	0	0	0	0	0	0	0	1.5178	0	0	0.55513	0	0	0	0	0.05289
Healthy	8.4139	16.87935	2.60997	0.35399	0.42548	0.80353	0	0	0	0.03737	10.67355	16.87935	2.60997	6.95298	0.10918	1.77522	2.40783	0.00287	0.62098	0.04932
Healthy	2.9733	2.06402	0.63579	0	0.14595	0.14466	0	0	0.02721	0.00193	9.00304	2.06402	0.63579	6.14885	0	6.44686	0.25053	0	0.99343	0.59341
Healthy	6.8447	4.3051	0.48822	0	0	0	0	0	0	0	12.2705	4.3051	0.48822	0	0.2125	0	0.07875	0	0	0
Healthy	38.10767	8.8988	0.16623	0.16743	0.78721	0.16486	0	0.49421	0.00743	0	2.06671	8.8988	0.16623	0	0	0.0193	0.10037	0	1.10444	0.00129
Healthy	26.87821	30.15439	0	0.00084	0.03959	1.41122	0	0.28123	0	1.42082	2.11101	30.15439	0	0.00341	0	0.57392	0.27122	0	0	0.01731
Healthy	3.34498	1.97659	0.38056	0	0.2637	0	0	0	0	0	11.129	1.97659	0.38056	6.20098	0	0	0.16176	0	0	1.83585
Healthy	3.41217	2.52296	0.22342	0.12656	0.04231	0	0	0	0	0	1.40814	2.52296	0.22342	0	0	2.70583	0.10489	0	0	1.03062
Healthy	11.89261	8.19117	7.98435	0.25663	0.00949	1.01192	0.02318	2.81301	0.00493	0.36149	14.12101	8.19117	7.98435	2.65842	0	1.02913	6.00826	0.08105	1.43405	0.04979
Healthy	25.59372	14.46314	2.87024	0.02946	0.01369	1.05984	0	0	0	0	4.80075	14.46314	2.87024	0	1.21439	4.09417	2.70131	0.4182	0.9458	0.16445
Healthy	42.43654	8.39805	6.72711	0.05626	0.63052	2.83929	0	0	0	0.14743	0.2703	8.39805	6.72711	0	0	0	0	4.59177	0	0
Healthy	1.26368	0.89754	0	0.2152	0.03687	0.11391	0	0	0	0	0	0.89754	0	3.22468	0	0	0.11036	0	0	0.16488
Healthy	8.60283	11.3041	1.79989	0.22335	0.30699	0	0.00694	0	0.1348	0	9.00628	11.3041	1.79989	0	1.22072	0	3.09391	0	0	0
Healthy	1.00055	1.48611	0.04952	0	0	0	0	0	0	0	13.14379	1.48611	0.04952	3.30805	0	0	0.23517	0	0.5768	0.01452
Healthy	0.84418	3.8778	0.02822	0	0.31315	0.72103	0	0	0	0.00815	2.42514	3.8778	0.02822	9.17277	7.01615	0	0.21952	0	0	0.36127
