group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Coriobacteriaceae	Peptostreptococcaceae	Lactobacillaceae	Pasteurellaceae	Eggerthellaceae	Rikenellaceae	Ruminococcaceae	Bifidobacteriaceae	Dialisteraceae	Akkermansiaceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
Healthy	12.70828	9.07805	0.0674	0.16048	0	0.66879	0	0	0	0	2.61705	9.07805	0.0674	0	0	3.59902	4.4886	0	0	0
Healthy	25.61626	3.5383	0.07351	0.05776	0.0103	0.0715	0.10707	0	0	0.02603	2.63569	3.5383	0.07351	0	0.03433	3.63111	0.68001	0	0.55065	0.37598
Healthy	0.03276	0.00584	11.59136	0.15801	1.1913	0	0	0.00302	0	0	0	0.00584	11.59136	0	0	0	0	0	0	2.10563
D003093	28.57445	6.99974	0.19623	0.5686	0.06115	0.13343	0.088	0	0.08617	0.12416	3.10682	6.99974	0.19623	3.15622	0	3.81489	1.92678	0.13523	0.9628	0.04775
Healthy	4.48996	4.03225	0.4311	0	0	0.06718	0	0	0	0.12188	17.73796	4.03225	0.4311	0	8.73327	1.06258	0.49681	0	1.19503	0
Healthy	0.69422	1.36302	0	0.00834	0	0	0	0	0	0	0	1.36302	0	0	0.57096	0	0	0	0	0.05568
Healthy	4.67138	5.91984	22.0966	0	0.14165	3.6776	0.39186	0	0	0.35731	1.16635	5.91984	22.0966	0	15.7038	0	0.00699	0	0	0
D003093	9.36725	3.19837	3.30567	4.3552	16.02789	1.93509	0.00304	0.18717	0	0.09979	2.71377	3.19837	3.30567	0	0	4.41657	0	14.4477	1.07495	0.11363
Healthy	8.20025	8.56116	0.14003	0	0	0.09633	0	0	0	0.09678	22.59041	8.56116	0.14003	0	5.52321	1.65023	0.45698	0	0.06973	0
Healthy	27.67931	1.44884	0.00054	0.10882	0.61799	0.00856	0.62265	0.12169	0.08016	0	0.05445	1.44884	0.00054	0	0	0.0191	0.02235	0.61392	0.29247	0
Healthy	19.82791	8.84645	20.4019	0	0	0	0	0	0	0	13.97793	8.84645	20.4019	0	2.6796	0	0.05601	0	0	0
Healthy	12.4706	1.42802	0.0046	0	0.52707	0	0	0	0	0	0.94125	1.42802	0.0046	0	0	0	0	0	0	0.30319
Healthy	5.05638	6.16861	0.0526	0.01322	0.02396	0.09144	0.03951	0.05234	0	0.05835	1.99595	6.16861	0.0526	0	0	1.4038	0.00048	0	0.30862	0.12271
Healthy	4.00389	8.14762	0.90232	0.03801	0.01445	0.11694	0	0	0	0.06941	0.69358	8.14762	0.90232	0	0	1.14465	0.00869	0	0.37955	0.13076
Healthy	6.01233	0.18969	3.54348	0.02009	0.01103	0.94984	0.10232	0.15999	0.03244	0.04844	0	0.18969	3.54348	0	0	0	0.30519	0	2.3581	0.05835
Healthy	8.01665	6.77167	0	0.03296	0	0.20577	0	0	0	0.10709	1.65976	6.77167	0	0	0	0	10.9664	0	1.74542	0.02008
Healthy	34.96723	7.50621	0.65157	0.29205	0.01987	0.06931	0.00861	0.00838	0.04464	0	0.9809	7.50621	0.65157	5.29099	0.85018	0.68468	0.58621	1.31384	0.79722	0.02271
D003093	27.91106	8.48403	6.00544	0.03202	0.10701	0.8412	0.01002	0	0	0.85257	1.5521	8.48403	6.00544	0	0	0.65382	0.04773	0	0.61152	0.30237
Healthy	6.7935	6.67373	0.03074	0.62767	0	0.03927	0.06545	0	0.22962	0.01877	1.6802	6.67373	0.03074	0	0	0	0.27777	0	0.94665	0.00773
Healthy	26.42567	13.11976	3.562	0.13458	0.21919	0	0.15375	0.01958	0	0.03917	0.4737	13.11976	3.562	0.47126	0	0	0.00441	0	0.5316	0.07893
Healthy	3.71935	2.72869	0.71192	0.04352	0.05304	0.57964	0	0	0	0	13.37743	2.72869	0.71192	0	0	1.94532	3.10125	0.02611	2.37524	5.09366
Healthy	25.38143	6.66951	1.63339	0.91443	0.14384	3.61287	0.05022	0.01762	0.65152	0.18644	6.79119	6.66951	1.63339	0	0.06569	0.21396	0.5402	0	1.27585	0.02906
D003093	34.79873	5.0024	0.19966	0.64465	0	0	0.52402	0	0.54981	0	0	5.0024	0.19966	0.01077	0	0	0	0	0	0.023
D003093	19.23373	4.59387	0.30555	1.59165	0.00222	0.58796	0.01555	0	0	0.14913	0.30127	4.59387	0.30555	0.00704	0	0.12103	0	0	0.94478	0.10391
Healthy	3.95109	1.97956	0.92561	0.30918	0.301	0.0357	0.07867	0	0.04379	0.01007	0.06269	1.97956	0.92561	0	0	0.05636	0.84199	0	0	0
Healthy	6.7284	3.12444	2.70311	0.09446	0.03032	0.2266	0	0	0.03709	0.00219	12.63168	3.12444	2.70311	0.9289	0	0	2.42037	0	1.12819	0.0794
D003093	9.25111	7.84186	8.51831	0.14999	0.02632	2.97908	4.04488	0.00363	0	0.35445	13.37347	7.84186	8.51831	2.54016	0.10829	11.8378	0.46759	5.85016	1.68284	0.05095
Healthy	5.06807	0.00063	0.9442	0.02053	6.3173	0	0	0	0	0.00919	0.00024	0.00063	0.9442	0	0	0.00122	0	0	0	0
Healthy	28.37237	22.51646	0	0.02158	0.01094	0	0.12332	0	0.06263	0.07984	8.64646	22.51646	0	0	0	0	0.00867	0	1.2473	0.00121
Healthy	20.3958	15.6651	0	0.22923	0.00816	0.04008	0	0	0.00038	0	7.39624	15.6651	0	0	0.11436	0	1.29565	0	1.2148	0.01017
Healthy	27.31611	3.51086	0	1.80732	5.89277	0.11124	0.02134	0.07119	0	0	0	3.51086	0	0	0	0	0	0	0	0
Healthy	2.72289	8.24418	0.96963	0.05997	0.02866	0.13174	0	0.00331	0	0.07473	0.69135	8.24418	0.96963	0	0	1.4371	0.01269	0	0.46376	0.14581
Healthy	21.5874	16.59845	1.52765	5.88432	0	1.97135	0	0	0	0	5.14178	16.59845	1.52765	0	0	0.80384	0.13608	0.46484	0	0
Healthy	0	0	20.61762	7.02442	0	0	0	0	0.02567	0	0	0	20.61762	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.12628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	10.84597	5.92228	0.84055	0.02009	0	0.31079	0	0	0	0.04927	25.59564	5.92228	0.84055	0.04927	0	1.38979	0.01843	0	0.25399	0.46129
Healthy	37.59467	2.98849	0	0	0	0	0	0	0.24418	0	2.57988	2.98849	0	7.87332	1.02164	1.10074	0.09064	0	0	0
Healthy	49.1509	6.24231	0	0.09256	1.33064	0.04012	0	0.09276	0.02325	0	0	6.24231	0	0.02525	0	0	0.09089	0.37332	0	0.02563
D003093	38.92784	5.69484	1.35814	0.04427	0	0.63847	0.08604	0.01652	0.004	0	1.47745	5.69484	1.35814	0	0	0.65682	0.08142	0	0.23696	0.12051
Healthy	58.2224	1.0815	0	0	0	0	0	0	0	0	0.13037	1.0815	0	0	0	0.15436	0	0	0	0
Healthy	59.30929	3.2711	0.7182	0.0606	1.16513	0.12651	0.03468	0	0.00837	0	0.28525	3.2711	0.7182	0	0	0.27872	0.05539	4.54308	0.20964	0.01126
Healthy	21.2987	1.37762	0	0	0	0	0	0	0	0	0	1.37762	0	0	0	4.81208	0	0	0	0
Healthy	18.25151	6.04637	12.64884	1.24908	3.51248	0.33167	0.05991	0	0.327	0	3.60633	6.04637	12.64884	0	1.60422	3.63102	0.13816	0.81977	0.84045	0
Healthy	2.44182	7.30487	0	0.03694	0	0.08819	0	0	0.05671	0.2305	19.43928	7.30487	0	0.45718	0.57539	0.70553	0.02085	0	0.05054	0.00193
D003093	22.00141	8.02049	22.62991	4.41884	0.07677	1.36192	0.64058	0.00812	0.02908	0.06969	0.26692	8.02049	22.62991	0.00712	0	0	0.4332	0	0.50838	0.29727
Healthy	7.49474	6.88307	0	0	0	0.84446	0	0	0	0	3.26802	6.88307	0	0	0	2.90037	4.98219	0	0	0
Healthy	11.34262	15.81325	0	0	5.24021	1.09278	0.7533	0	0	0	0	15.81325	0	0	0	0	0	13.65711	0	0
Healthy	14.75114	1.34331	0.876	0	0.07598	0.22724	0	0	0	0.0225	6.95953	1.34331	0.876	0	0	2.73513	0.17197	0	0	0.04398
Healthy	13.23618	2.17337	1.37422	0	0.65297	0.21213	0.00434	0.00164	0.00992	0.00775	12.58473	2.17337	1.37422	0	0.10122	6.14472	2.10793	12.9929	1.02194	0.13411
Healthy	12.62105	2.76153	0	0	0	0.03156	0	0	0	0	12.83965	2.76153	0	0	0	0.81451	0.23787	0	1.41123	1.23637
Healthy	3.82725	2.69951	0.7644	0.08921	0.04902	0.66573	0	0	0	0	13.72134	2.69951	0.7644	0	0	2.04513	3.14765	0.0457	2.34435	0.074
Healthy	8.67648	0.61694	0	0	0	0	0	0	0	0	1.53697	0.61694	0	11.7478	0.29747	0	0.29458	0	0	0
Healthy	13.27475	1.17833	0.71989	0.00651	0	0.35906	0	0	0	0.02167	2.13733	1.17833	0.71989	9.51592	1.00862	0.85922	2.28186	0	0.86413	1.02071
Healthy	6.97518	5.80953	0.19183	0	0	0	0	0	0	0	11.34938	5.80953	0.19183	0	22.9357	0	1.46997	0	1.65204	0.01532
Healthy	0.36828	1.34218	0.33954	0.02664	0.32443	0.88305	0	0	0	0.01399	20.30727	1.34218	0.33954	0.04518	0.01074	2.81368	0.01762	0	0.81755	0.68236
Healthy	18.19845	5.70376	4.47215	0.43099	0	0.49996	0	4.04369	0	0.0131	5.5366	5.70376	4.47215	6.39375	0.12582	0	0.66598	0	0.69392	0.04638
Healthy	16.07936	1.07191	2.23512	0	0	0.14939	0	0.15054	0	0	6.191	1.07191	2.23512	0	1.66704	3.62315	4.86659	5.49142	0	0.25015
Healthy	14.95221	13.70012	6.49989	0.9062	0.08323	0.57822	0.14273	0.05208	0	0.39183	0.76079	13.70012	6.49989	0.76569	1.35904	0	0	0	1.17606	0.21715
Healthy	13.98306	0.4862	0	0	2.74557	0	0	0	0	0	0	0.4862	0	0	0.17148	1.83164	0	17.6933	0	0
Healthy	32.31142	12.10055	0	0.01493	0.12148	0.06912	0.04995	0	0.19138	0	0	12.10055	0	0	0	0	0	0	0	0
Healthy	0.83181	3.84265	0.03173	0	0.31407	0.66032	0	0	0	0.01457	2.49824	3.84265	0.03173	9.05807	7.18822	0	0.29491	0	0	0.38421
Healthy	0.99503	5.41627	0.1013	0.03325	0.00416	0.0421	0	0	0	0	17.26127	5.41627	0.1013	0	0	2.01272	0.06566	0	1.10169	2.74908
Healthy	29.1242	0.23224	0	0.27393	2.42427	0	0.24692	0.39306	5.80849	0	0.01626	0.23224	0	0	0	0.0541	0	0	0	0
Healthy	7.72942	7.95785	2.65568	0.79952	0.14687	0.57344	0.00563	0.15399	0	0.28933	12.98762	7.95785	2.65568	0.51437	0.69177	2.04255	0.21463	0	1.44862	0.38019
Healthy	0.02521	0.00403	8.64737	0.15302	0	0	0	0.55781	0.00401	0.00572	0.24394	0.00403	8.64737	0	0	0	3.72896	0	0	0.00542
Healthy	5.05781	4.66986	0.18874	0.46318	0	0.06438	0	0	0	0	1.98659	4.66986	0.18874	4.49546	0	3.69182	5.97047	0	1.07614	0.06387
Healthy	13.34716	11.04001	9.54251	0.15456	0.15336	2.19439	0.16066	0.05137	0	0.04494	2.18672	11.04001	9.54251	2.75629	0.04061	0.14678	1.53753	0	0.30584	0.10272
Healthy	26.86308	16.595	12.25742	0.3897	0	0	0	1.16383	0	0.6945	4.13399	16.595	12.25742	2.14611	0	1.69929	0	0	0	0
Healthy	1.84236	1.81866	0.20254	0	0.02738	0.03471	0	0	0.00658	0.01187	21.43062	1.81866	0.20254	0	0.89533	0	0.61745	0	1.27016	0.03676
Healthy	12.19507	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0.08939	0	0	0.39162
Healthy	1.59126	0	0.05957	0.13998	0	0.23655	0	0	0	0	5.8013	0	0.05957	7.85491	0	17.6242	0.15628	0	1.2144	0
Healthy	8.07975	4.53577	2.36262	0	0.11963	0.49135	0	0	0	0.04209	14.21423	4.53577	2.36262	0	0	1.32781	1.9211	0.04177	1.57853	0.22781
Healthy	8.70872	6.34596	1.97195	0.16709	0.00256	0	0	0.01303	0.02839	0.00078	0.00314	6.34596	1.97195	0	0	0	0.46264	0	0	0.01173
D003093	41.33316	2.46073	23.88832	0.40082	0.11703	2.78996	0.15473	0.00852	0.02595	0.01421	0.11853	2.46073	23.88832	0	0	0	2.8415	0	0	0.01805
Healthy	39.09351	8.91852	1.3118	0.19524	0.64157	1.31661	0.0745	0.07444	0.02547	0.1218	4.09359	8.91852	1.3118	0	2.16926	0.79778	0.30777	2.40259	0.54242	0.04829
Healthy	13.1076	2.76657	0	0	0	0.01594	0	0	0	0	12.89324	2.76657	0	0	0	0.81752	0.29907	0	1.45883	1.35461
Healthy	6.97978	3.84478	22.95883	0.0814	0.01193	0	0.11959	0.02366	0	0.15821	3.70868	3.84478	22.95883	1.27647	0.02971	6.90482	0.07138	0	0.18811	0.20562
Healthy	2.41414	0.49956	0.0323	0	0	0.01238	0	0	0	0	20.89027	0.49956	0.0323	9.30341	0.69476	5.06962	1.51314	0	2.7162	0.0431
Healthy	33.17414	17.6109	3.01538	0.75743	0.42561	0.13632	0.64746	0	0.6495	0	0	17.6109	3.01538	0	0	0	0	0	0	0.34175
Healthy	1.98244	4.16388	0.04541	0.04636	0	0	0	0	0.20559	0	29.39434	4.16388	0.04541	2.41242	0	2.69027	0.02032	0	2.08522	0
Healthy	17.14042	16.98066	5.84723	0.26814	1.15267	4.21812	0.24596	0	0.06508	0.00958	0.43094	16.98066	5.84723	4.46023	0	3.91103	0.07442	0	1.50231	0
Healthy	12.28677	5.38808	11.19317	14.23795	0	1.27449	0	0	2.07129	0	0	5.38808	11.19317	0.19513	2.50305	0	0.08838	0	0	0.00805
Healthy	4.4081	3.27628	0.11527	0.19981	0.02618	0.41828	0	0	0.07844	0	2.8125	3.27628	0.11527	1.13999	0.96752	0	0.05176	0	0	0.32208
Healthy	26.02062	12.87294	0.66193	0.15871	0.16911	0.16236	0	0	0.25436	0.0039	3.08906	12.87294	0.66193	8.1707	0	0.78637	0.03037	0	0.37352	0.0828
Healthy	20.16807	5.52008	0.96963	0.70932	0.01334	0	0	0	2.15515	0	10.06927	5.52008	0.96963	0	0.01451	0	5.9298	0	0	0.02601
D003093	22.13392	0.57804	0.0298	0.56053	0.13061	0	0	0	0	0	0.81128	0.57804	0.0298	3.68864	0	0.21689	0.12216	1.72295	1.131	0
Healthy	0.62434	3.05349	28.37131	0	0	0	0	0	0	0	36.35417	3.05349	28.37131	0.80593	0	0	0	0	0	0.14638
Healthy	10.85923	13.63643	1.65081	0	0.10711	0.27455	0	0	0	0.02211	8.57399	13.63643	1.65081	0	1.4265	4.5288	0.57633	0	0	0.11547
Healthy	16.43143	4.87011	3.36545	0.09723	0.22563	0.18821	0.00586	1.43266	0.10564	0.02354	0.38125	4.87011	3.36545	0	0	0	0	0	0	0.01553
Healthy	11.80033	1.36351	0	0	0.15243	0	0	0	0	0	0.52878	1.36351	0	0	0	0	0	0	0	0.20859
Healthy	15.9579	11.94591	11.68151	0	0	2.36626	0	0	0	0	8.33896	11.94591	11.68151	0	0	0.45291	0	0	0	0
Healthy	11.43972	0.82168	0.02335	0.04412	0.14425	0.10878	0.05229	0	0	0.00889	2.2654	0.82168	0.02335	0	5.35162	7.55856	0.63126	0	0.7249	0.12582
Healthy	1.45453	0	0.06144	0.17368	0	0.21004	0	0	0	0	5.55411	0	0.06144	7.50147	0	18.1661	0.15248	0	1.33308	0
Healthy	34.3164	6.87088	3.9334	0.81814	1.19718	1.49455	0.11784	0	0	0.19337	0.29565	6.87088	3.9334	0	0	0.19003	0	6.63654	0	0.01068
Healthy	0.87248	7.75409	0.24642	0	0.03819	0.03848	0	0	0.05004	0	4.82446	7.75409	0.24642	7.43173	0.35196	0	0.85468	0	0	0.02299
Healthy	23.83988	2.22417	12.01449	19.48389	0.03226	1.57654	0	0.05231	0.00344	0.03157	1.52276	2.22417	12.01449	1.95118	0	0	0.07641	1.63292	0.47168	0.00678
Healthy	7.23867	3.31101	17.04909	1.05054	0	4.57511	0	0	0	0	4.91026	3.31101	17.04909	1.28951	1.88655	0	0	0	0	0.02296
D003093	36.21589	13.79515	0.01117	0.8078	3.55529	2.75942	0	0	0	0.23514	5.57363	13.79515	0.01117	0	0	1.23575	0.0518	0	0.54272	0.06075
Healthy	29.00089	6.08888	0.28458	0.4134	0.05165	0	0	0	2.05426	0.00387	14.67047	6.08888	0.28458	0	0.70036	0	5.79825	0	0	0.05187
Healthy	24.05722	11.721	12.98484	0.01278	0	0.98172	0.00655	0.14742	0	0.1359	5.79055	11.721	12.98484	3.74697	0.0041	1.19671	1.37364	0	0	1.13347
D003093	23.46318	4.13008	24.5405	1.11849	0	0.52522	0.09119	0	1.20069	0	0.67958	4.13008	24.5405	0.57178	0	0	0.04254	0	0	0
Healthy	5.51617	3.54985	4.23675	0	0	0	0	0	0	0	16.03533	3.54985	4.23675	2.71768	0.12044	3.15459	0.24467	0.0527	0.76497	0.02368
Healthy	25.07007	9.3951	6.81518	0.65712	0.12035	1.36756	0.28309	0.04948	0.04772	0.38592	4.00669	9.3951	6.81518	3.202	0.99344	0.53773	0.13222	0.26311	2.67055	1.16578
Healthy	6.33741	18.07157	0	0	0	0	0	0	0	0	32.59874	18.07157	0	0	1.0437	0.45051	7.24791	0	0	0.14672
Healthy	13.67274	2.86281	0.2069	0	0	0	0	0	0	0	0	2.86281	0.2069	0	0	5.91892	0.17831	0	0	0
Healthy	4.83223	4.78221	0.21653	0.43515	0	0.05665	0	0	0	0	2.10748	4.78221	0.21653	4.35983	0	3.55331	6.19596	0	1.17792	0.12293
Healthy	24.22755	3.71994	0	0	0.0663	0.0476	0	0	0	0	23.67918	3.71994	0	0	0	1.16234	2.98424	0	0	0.32185
Healthy	28.10445	10.31654	2.55861	0.29468	0.80749	0	0	0	0	0	1.86586	10.31654	2.55861	0	0	1.40376	0	0.39262	0	0
Healthy	15.54098	18.5606	32.46688	0	0	1.86686	0	0.31516	0	0.69813	6.20713	18.5606	32.46688	2.07311	0	0.45756	1.21066	0	0	0.68499
Healthy	30.3801	11.885	0	0	0	0	0	0	0	0	0	11.885	0	0	0	0	0	0	0	0
Healthy	27.86185	7.23554	5.76618	0.08695	0.89319	0.18821	0.27214	0	0.12575	0	2.4651	7.23554	5.76618	2.01475	0	0	0.02934	0	0	0
Healthy	18.19148	6.30317	0.10876	0.54606	0.0065	0.57421	0	0.01745	0.18209	0.16262	0.88711	6.30317	0.10876	0	0	1.88641	0.24758	0	2.99733	0
Healthy	20.76858	1.71029	0.08189	0.14412	1.29461	0.32197	0	0	0.00906	0	0.86116	1.71029	0.08189	0	0	0.94706	1.64733	0	4.54165	0.01101
Healthy	1.53271	5.13381	0.64975	0.06265	0	0.04989	0	0	0.13059	0	18.03468	5.13381	0.64975	0	0	2.11754	0.22701	0	2.67947	1.69377
Healthy	0	0.00181	0.00739	4.58809	0.44632	0	0	0	0	0	0.00297	0.00181	0.00739	0	0	0	0	0	0	0
Healthy	18.27437	10.45571	3.63907	0.5241	0.3211	0.85532	0.12234	0.00737	0	0.11472	21.10255	10.45571	3.63907	3.67907	0.21708	2.60293	0.94444	0	1.25989	0.02636
Healthy	19.2545	3.7023	0	0	0.04758	0.07502	0	0	0	0.02144	32.66788	3.7023	0	0	0	2.74672	1.15823	0	0.85375	0.33358
Healthy	17.50598	5.15679	0.03068	0.05621	0.00988	0.01291	0.03922	0.20506	0	0.00477	21.60387	5.15679	0.03068	0	0	0	0.69383	0	2.54403	0.01354
Healthy	27.96496	0.63606	0.77807	0.05104	1.38214	0	0	0	0	0	1.64445	0.63606	0.77807	0	0	0	0	0	0	0.11217
Healthy	0.27299	0	65.80897	0.29204	0.05739	3.81318	0	2.30687	0	0.03528	0.96099	0	65.80897	0	2.4118	0	0	0	0	0.01764
Healthy	5.07182	5.00491	0.20776	0.5862	0	0.04771	0	0	0	0	2.30485	5.00491	0.20776	4.61877	0	3.57996	5.9785	0	1.01658	0.17233
Healthy	3.18816	3.49239	1.15089	0.92104	0.02807	0.91329	0.03252	0.08666	0.00462	0.04201	12.53076	3.49239	1.15089	0.05856	0.59191	8.00066	1.1171	0.09692	3.18715	0.11466
Healthy	16.50009	3.79727	0	0	0	0.42755	0	0	0	0	2.26178	3.79727	0	0	0	0	0.04775	0	0	0
Healthy	23.37176	3.34182	0	0	0.09143	0.08662	0	0	0	0	24.65464	3.34182	0	0	0	1.12065	3.08774	0	0	0.34375
Healthy	69.55627	0	0	0	2.7745	0	0	0	0	0	0	0	0	0	0	0	0	12.5629	0	0
Healthy	11.35727	5.73861	0.72195	0	0.12452	0.78574	0.06238	0.03881	0	0.06956	4.51639	5.73861	0.72195	6.45168	0	8.54543	1.66666	0	0.93381	0.04747
Healthy	12.19708	4.18567	4.01731	0	0	1.04391	0	0.19957	0	0.06738	14.67915	4.18567	4.01731	0	1.63701	7.02096	1.01856	0.40335	1.78261	1.05033
Healthy	17.53426	10.26358	2.59241	2.29294	0	0.12765	0.1023	0	2.1448	0	4.04014	10.26358	2.59241	0	0	4.72256	0.01796	2.51116	0.89657	0.01549
Healthy	1.61941	2.47279	1.94693	0	0	0.13535	0	0	0	0.02565	19.80815	2.47279	1.94693	0	4.96987	4.15876	0.25238	0.23143	0	0.02945
Healthy	6.40014	16.51921	7.05114	0.17413	0.03188	0	0	0	0	0.11341	0.42681	16.51921	7.05114	6.42124	0	0	0	0	0	0.00468
Healthy	0.41168	1.27171	0.31889	0.0456	0.40236	0.873	0	0	0	0.01728	19.8138	1.27171	0.31889	0.05853	0.00221	2.8265	0.03376	0	0.7521	0.77657
Healthy	10.12739	7.37639	14.80812	0.08174	0.01682	0.71676	0.03708	0	0.01433	0.24112	2.38465	7.37639	14.80812	0.20121	0.07655	1.31389	0.35714	0	0.51401	0.05291
Healthy	4.60121	1.53418	1.5923	0.01691	0	0	0	0	0	0	2.83155	1.53418	1.5923	0.51624	0	0.8087	0	0	0	0
Healthy	42.80271	6.00038	0.43292	0.51558	0	0.87971	0.16096	0	1.36942	0.042	2.01421	6.00038	0.43292	0	0	0	0.00462	0	0	0
Healthy	23.17752	0.69305	0.48423	0.18812	4.52987	0	0	0	0	0	1.47762	0.69305	0.48423	6.75712	0	0.99691	0	0	0	0
Healthy	19.29362	2.33905	3.93282	0.25744	2.2781	0.25159	0.00076	0	0.0016	0.15434	11.36868	2.33905	3.93282	1.468	4.6533	6.09959	0.02087	1.28516	2.73053	0.03936
Healthy	1.10433	3.80278	0.02675	0	0.17695	1.29893	0	0	0	0.15513	1.24047	3.80278	0.02675	2.55874	43.9572	0	0.25265	0	0	0.07933
Healthy	0.11079	0	0.02306	0.38853	0	0	0	0	16.41967	0	0	0	0.02306	0	0	0	0	0	0	0
Healthy	4.45262	1.19999	5.4419	0.00515	0.20636	0.67391	0	0	0	0.03523	4.97153	1.19999	5.4419	17.9389	7.07682	5.17489	0.25018	0	0	1.08081
Healthy	10.83284	8.90457	0.22845	8.38638	0.01362	0.1506	0.00414	8.20846	0.09435	0.00598	1.09531	8.90457	0.22845	4.38229	0	0	0.00356	0	1.59715	0.05042
Healthy	17.9189	17.09608	2.37697	0.54636	2.49719	1.00303	2.10565	0	0.35545	0.02444	10.70099	17.09608	2.37697	0	1.63248	5.47243	0.32458	5.67771	0	0.04392
Healthy	42.31668	10.20484	0.41072	0.04475	0.06154	0	0	0	0.01779	0.05049	3.86805	10.20484	0.41072	0.00155	0.00167	0	0	0	1.09769	0.14644
Healthy	10.69293	0.99026	0.02763	0.16847	0.25017	0	0.09696	0	0.17251	0	0.23313	0.99026	0.02763	2.82442	0	0	0	0	0	0.06999
Healthy	6.58515	6.61904	0.62643	0.00926	0	0.20741	0	0	0	0.01559	13.77971	6.61904	0.62643	0.26945	0	5.33743	1.44825	0.18688	2.28215	0.15149
Healthy	3.52614	1.74445	1.15496	0	0	0.4799	0	0	0.01366	0	35.44224	1.74445	1.15496	0	0	0	0.34439	0	2.39902	0.00522
Healthy	32.07273	5.89527	14.72908	0.70967	0.0226	0.42917	0	0	0.0387	0.2312	5.43538	5.89527	14.72908	0	0	1.57656	0.16782	0	0.89659	0
Healthy	24.18858	21.80326	1.50978	0.00774	0.93941	0.45753	0	0.05923	0	0	0.37152	21.80326	1.50978	0.00099	0	0	0.17961	0.18574	0	0.24455
Healthy	4.13482	2.18151	0	0	0.21588	0.61621	0	0	0	0	9.8801	2.18151	0	0	0	3.8456	0	0.10866	0	0.10438
Healthy	23.74565	3.6361	0	0	0.09975	0.03955	0	0	0	0	24.16068	3.6361	0	0	0	1.16182	3.21734	0	0.79849	0.27898
Healthy	11.5957	38.08723	0.07277	0	0.1009	0.03609	0	0	0.08167	0	0.19848	38.08723	0.07277	1.70669	0.02182	1.43944	0	0	0	0.56014
Healthy	23.7461	2.1211	0.09781	2.7731	0.23356	0.01564	0.03304	0	0	0	3.56761	2.1211	0.09781	2.11387	0.15338	4.42828	0	0.56772	1.4045	0.37712
Healthy	0	0	0.00228	0	0	0	0	0	0	0	0	0	0.00228	0	0	0	0	0	0	0
Healthy	6.29628	2.76636	0	0.01218	0	0.239	0	0	0.55071	0	2.79059	2.76636	0	0	0	0	0.02982	0	0	0
Healthy	9.17758	5.1976	30.34293	0.15263	0.54942	0.20832	0.15417	0	0.7624	0	5.43239	5.1976	30.34293	0.59226	0.14577	0	0.00834	0	0	0
Healthy	14.61272	1.29254	0.94641	0	0.05353	0.22944	0	0	0	0.02991	7.16213	1.29254	0.94641	0	0	2.65299	0.16061	0	0	0.04865
Healthy	2.98327	44.34057	0	0	2.78651	0.27293	0	0	0	0	0	44.34057	0	0	0	0	0	5.73709	0	0
Healthy	6.81091	3.93361	0.31477	0	0	0.09411	0	0	0	0.11538	16.31581	3.93361	0.31477	0	8.13114	1.08178	0.35696	0	1.16951	0
Healthy	4.22041	3.02655	0	0.04787	0.02503	0.05285	0.15122	0	0.59476	0	2.65347	3.02655	0	6.38714	0	11.4452	0	0	0	0.03015
Healthy	4.69129	1.77502	0.35379	0	0.36642	0	0	0	0	0	10.69667	1.77502	0.35379	6.20217	0	0	0.20796	0	0	0.03674
Healthy	1.72415	4.01979	0	0.04692	0	0	0	0	0.21065	0	29.76716	4.01979	0	2.66308	0	2.71854	0.01046	0	0.57296	0
Healthy	23.80849	11.419	2.84119	0.33205	0	1.15313	0	0.0599	0	0	0.06006	11.419	2.84119	0	0.03008	0	3.63964	0	0	0
Healthy	5.97067	16.19465	0	0.00362	0.00047	0.13671	0	0	0	0.01149	10.57839	16.19465	0	0	0.56197	0	0.54442	0	1.38938	0.09623
Healthy	0.69477	5.29132	0.0952	0.02294	0.02461	0.03061	0	0	0	0	17.50738	5.29132	0.0952	0	0	2.03656	0.07572	0	1.18799	4.40507
Healthy	4.99754	0	0.34483	0.24268	0.00036	0	0.03091	0	0.00356	0	0	0	0.34483	8.04233	1.37537	0	0	0	0	0.03065
Healthy	22.44835	0	0	0.39834	0.52282	0	0	0	0	0.11416	3.5885	0	0	0	0	0	0	0	1.17565	0.23364
Healthy	22.19163	9.57316	11.145	0.01265	0.01656	0	0.13131	0.00759	0.0498	0.08943	8.06031	9.57316	11.145	0.57681	0	0	0.00571	0	0.57636	0.06988
Healthy	1.35342	1.94873	3.65866	0	0	0	0	0	0	0	9.3542	1.94873	3.65866	0	0.05846	2.97181	0.05599	0.6732	0.59925	0.03832
Healthy	22.92103	2.0456	11.6705	19.22285	0.01845	1.39747	0	0.06049	0.00227	0.03959	1.44973	2.0456	11.6705	1.92044	0	0	0.07199	1.51831	0.47351	0.00767
