group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Bifidobacterium_pseudocatenulatum	Ruminococcus_B_gnavus	Flavonifractor_sp000508885	Enterocloster_citroniae	Bacteroides_uniformis	Dialister_invisus	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	17.8385	0	3.46105	0	0	0	0	0	0.05502	0	7.13305	0	1.22803	6.7556	0	0	0	0.11506	0	0.05502
Healthy	3.62159	0	12.8368	0	0	0	0	0.37521	0	0.01826	12.6535	0	0.05023	0	0	0	0	0.01315	0.11116	0
Healthy	2.08515	0	30.881	0	0	0	0	0.0126	0.00601	0	8.99594	8.18925	0.77607	0	0.68283	1.9536	0.3649	0.03471	0.25885	0.00601
Healthy	4.00713	0.00976	12.928	0	0	14.8705	0.04957	0.00856	0.03052	0.01333	2.02518	0	0.48253	0	0.10391	0.00934	0.01455	0.01487	0	0.03052
Healthy	25.6386	8.97436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.3231	0	28.3153	0	0	0	0	0	0.05092	0	7.90482	4.17101	0.57066	0	1.09135	4.73904	0.27003	0.0865	0.21604	0.05092
Healthy	12.9001	0	0.08992	0	0	1.45092	0	0.00064	0.00529	0.00519	0.47973	0	0.20773	0.3395	0.66192	0.51153	0.03318	0.02706	0.02009	0.00529
Healthy	2.95742	0	0	0.76516	0	0	0	0	0	0	3.74323	0	0.58486	0	0	0	0	0	0	0
Healthy	2.04914	0	0	0	0	0	0	0.08784	0.00266	0.05644	5.25604	1.71806	1.63959	0	0.77485	1.72911	0.18583	0.07448	0.0513	0.00266
D001172	4.73933	0.06284	5.80163	6.90199	17.172	0.0361	0	0.27839	0.03395	0.00214	0.24773	0	1.36614	0	1.42339	0.09892	0.05938	0.00161	0.01364	0.03395
Healthy	10.5953	8.90353	0	0.44997	0.03327	0.18417	0	0	0	0	5.89616	0	0.64733	10.8129	0	0	0.0285	1.5748	0.0517	0
Healthy	0.00556	0	0.00199	0	0	0.00033	0.01838	0.00193	0	0	0.5064	0	0	0	0.94751	0	0	0.00215	0	0
Healthy	2.49683	0	0	0	0	0	0	0	0.51033	0.00916	31.6569	0	0.08372	0	0	0	0.0234	0.15989	0.07533	0.51033
Healthy	0.06074	0	0	0	0	0	0	0.32926	0.00623	0	10.8714	10.0324	0	0	0	0	0	0	0	0.00623
Healthy	1.71266	0	0	0	0	0	0	0	0	0	0	4.65646	0	0.05299	0	0	0	0	0	0
Healthy	6.24657	0.61767	0.29854	0	0	0.19887	0	0	0	0	1.72084	0.02915	0.72455	0	0	0	0	0	0	0
Healthy	9.69365	0	7.47397	26.5439	0	9.16404	0.39946	0	0.03651	0.01835	7.89777	0	0.6422	0	0.82476	1.86325	0	0.00517	0	0.03651
Healthy	0	0	0.64534	0	0	0	10.4725	0.00227	0	0	0.01196	0	0	0.20187	0	0	0	0	0	0
Healthy	4.9751	55.8483	0.48056	0	0	3.24624	0	0	0	0	0.98256	0	0.21795	0.1014	0.83776	0	0.01839	0.00443	0.00026	0
Healthy	45.6278	0	0	0	0	0	0	0	0	0	3.69323	0	0	0	0	0	0	0	0.19324	0
Healthy	0.96581	8.26867	0	0	0	9.46939	0	0	0	0	30.2736	6.98796	0.05215	0.06334	1.05605	0	0	0	0	0
Healthy	0	0	0	16.2841	47.7343	0	0	0	0	0	2.66429	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.18672	0.01067	0.04516	0	7.20451	0	0	0	0	0	0.01252	0	0.01067
Healthy	1.49259	66.2079	0	0	0	0	0	0	0.05132	0	1.34055	0	0	0	0	0	0	0	0	0.05132
Healthy	0.7972	0	0	0	0	0	0	0.19035	0.0222	0	0	1.19992	0	0	0	0	0	0.03211	0	0.0222
Healthy	8.9074	1.9219	0.46207	0	0	3.05631	11.1332	0	0	0	1.72774	4.22462	0	0	0	0	0	0	0	0
Healthy	2.6187	0	19.17	0	0	0	0	0	0	0	15.2802	4.85572	0.79602	0	1.21237	0	0	0	0.57478	0
Healthy	7.08065	47.8846	0.13851	2.25502	1.4836	0.01489	0.34811	0	0	0.00782	0.11388	0	0.4387	0	0.2288	0.19741	0.01945	0	0.01441	0
Healthy	4.62895	0	0	0	0	0	0	0.0041	0.04261	0.00607	2.64394	0	0.28892	0	0.38142	0.29261	0.05683	0.02807	0.03821	0.04261
Healthy	1.06426	0	0	0	0	1.27077	0	0	0	0	9.91076	6.85703	0	0	0	0	0	0	0	0
Healthy	9.97333	22.6101	0	1.0869	1.00423	0.16734	0	0	0	0	4.27049	0	3.02989	5.30563	0.95636	0	0.03655	1.80319	0.01578	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	8.44491	0	0	0	0	0	0	0	0
Healthy	1.72049	0	0	0	0	0	0	0.58805	0	0	24.4092	6.11977	1.84294	0	0.61592	0	0.22099	0.00501	0.14325	0
Healthy	3.7128	0	0	0	0	0	0	0	0	0	20.2446	0	0.66911	4.8789	0.90822	0	0	0	0	0
Healthy	0.2403	11.4038	0.09395	0	0	1.61866	0	0.70844	0.00802	0.10161	0.98991	0.00022	0	0.63697	0.21567	0	0	0.00821	0.00049	0.00802
Healthy	1.79676	0	0	0	0	0	0	1.65049	1.73534	0	26.1902	6.24722	1.52274	0	0	0	0.16467	0.03297	0.14996	1.73534
Healthy	1.62245	0	0	0	0	0	0	0.5615	0	0	24.9529	6.00485	1.77115	0	0.54933	0	0.20093	0.03192	0.17531	0
Healthy	3.57159	32.4207	0	0	0.89229	0	0	0	0	0	1.46719	0	0.28833	0.05766	0.75716	0.10199	0.04025	0.06864	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.65767	7.27738	0.74692	7.10298	5.1641	0.84768	0	0.00363	0.00549	0.00053	0.14656	0.00351	0.31077	0	1.43729	0.52484	0.08193	0.05923	0.19696	0.00549
Healthy	0	0	0	0	0	0	0	0	0	0	3.09647	0	0	0	0	0	0	0	0	0
Healthy	17.0859	2.44307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.62754	0	0	0	0	0	0	0.56074	0	0	24.2857	5.80735	1.73268	0	0.61081	0	0.29453	0.01075	0.13742	0
Healthy	4.70666	0	0.03644	0	0	0	0	0	0.05796	0	2.6459	0.32486	2.76491	1.40621	2.43742	3.78674	0.01981	0.08597	0.01683	0.05796
Healthy	0.58299	0	0.02616	0.74942	0	0	0	0	0.01514	0	2.83911	9.25559	3.29266	1.59989	2.68982	0.12786	0.29907	0.02445	0.04969	0.01514
Healthy	9.39614	0	0	0	0	0.02809	0	0.00643	0	0	0.85933	0	0	0.24406	0	0	0	0	0	0
Healthy	4.87308	0	0	0	0	0	0	0.04954	0	0	0.77713	0	1.66906	0	1.45732	0	0.19464	0.01514	0.04007	0
Healthy	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.30238	0	0	0	0	0	0	0.0445	0.01148	0.01463	9.40308	0	1.75328	0	1.29162	0	0	0.0862	0.04868	0.01148
Healthy	3.95886	0	0.00023	17.1027	0	0	0	0.55449	0.06123	0.0491	0	0	0	0	0	0	0	0.01675	0.07558	0.06123
Healthy	7.63655	0	5.98757	0	0	0	0	0	0	0	29.7247	0	0	0	0	0	0	0	0	0
Healthy	10.2581	0	0	0	0	0	0	0	0	0	4.50321	0	1.40219	0	1.99439	0.67784	0	0.32509	0	0
Healthy	0	0	7.16883	0	0	0	0	0.23416	0.00677	0	0.62162	0	0	2.45207	0	0	0	0	0	0.00677
Healthy	0.11778	0	2.84639	0	0	0	0	0	0.01088	0	4.87227	2.64705	1.06143	0	0	0	0	0.04456	0.00611	0.01088
Healthy	1.90204	0	0	0	0	0	0	1.73487	1.78462	0	26.9553	6.27789	1.59039	0	0.54557	0	0.1338	0.05028	0.18679	1.78462
Healthy	1.97641	7.34701	0	0	0	8.51221	0	0.022	0	0	29.5772	6.25982	0.15617	0.2937	1.00555	0	0	0	0.00282	0
Healthy	0.59619	0	1.65466	0	0	0.30742	0	0	0	0	2.28868	0	1.45284	0.13808	1.23966	0	0.11826	0.17732	0	0
Healthy	1.33958	0	0	0	0	0	0	0.06254	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	15.0584	0	0	0	0	0	0.0567	0.00782	0.07917	0	7.54552	6.56183	0	0	0.75316	0	0	0.0028	0	0.07917
Healthy	7.37514	0.78903	0	0	0	0	0	0	0	0	6.03098	0	0.94345	0.56996	1.49327	0	0	0.0891	0	0
Healthy	0.47741	0	0	0	0	0	0	0.00886	0.17258	0	11.6193	3.44104	0	0	0	0	0	0.04948	0.14938	0.17258
Healthy	0.66504	0	1.43443	0	0	0.45852	0	0.00399	0.00082	0.0064	11.4645	2.19216	0.2136	0	0.71477	9.82948	0.05541	0.01514	0.4328	0.00082
Healthy	14.9494	0	0	0	0	0	0	0	0	0	5.40617	0	1.04051	1.44155	0	0	0	0.01129	0	0
Healthy	17.6681	0	0	0	0	0	0	0	0	0	8.00331	2.40528	1.17826	0	0	0	0	0	0	0
Healthy	6.93553	0.00367	0	0	0	0	0.50021	0	0.00242	0	1.63141	0.52251	0	0	0	0	0	0.01693	1.0012	0.00242
Healthy	2.75222	0.03421	1.9954	0.27472	0	0	0	0	0.01869	0.02878	1.64979	0	2.29514	0	2.08576	0.34348	0.0857	0.01133	0.5187	0.01869
Healthy	0.08666	0	0	0	0	0	0	0.30994	0.00604	0	10.732	10.6897	0	0	0	0	0	0	0	0.00604
Healthy	11.0848	20.463	0.00112	0	9.65208	0	0	0.01996	0.07213	0.0122	0.37249	0	0.79253	0	0.45032	0	0.19504	0.15795	0.00034	0.07213
Healthy	3.82459	0	2.51536	0	0	0	0	0	0	0	0.02509	0	3.99584	4.81323	0.8398	0	0.01053	0.13028	0.22244	0
Healthy	5.60942	1.9927	0	0.13305	0.07187	0.23358	0	0	0	0	1.68264	0	0.70442	0.04743	0	0	0	0.04424	0	0
Healthy	0.50977	0	0.64072	0	0	0	0	0	0.01455	0	2.20319	0	3.49763	0	1.04711	2.82138	0	0.0529	0	0.01455
Healthy	8.95238	0	0	0	0	0	0	0.58488	0	0	18.614	0	0.92393	0	0	0	0	0	0	0
Healthy	0.27707	39.5442	0.32136	7.38648	9.68984	0.00599	0	0.09391	0	0	0.10255	0	0.00271	0	0	0	0	0	0	0
Healthy	2.7636	0.47421	0.00792	0.04559	0	0.64631	0	0.00912	0	0.07939	1.46369	0	0.28744	0.01164	1.14888	1.79564	0	0.09343	0	0
Healthy	7.41268	0	0	0	25.0149	0	0	0	0	0	0.34553	0.36077	0.46423	0	0	0	0.05217	0	0.02241	0
Healthy	2.95617	31.7337	0.09944	1.02792	2.09804	0.44971	0	0	0	0	0.48092	0	0.55185	0	1.13217	0.85947	0.00624	0	0.00271	0
Healthy	2.8988	7.45081	0	0	0.7925	1.07912	0	0	0	0	1.56714	0	1.10002	0.39191	0.33877	0	0.19348	0.01161	0.01237	0
Healthy	3.49214	0	0	5.17775	0	0	4.20251	0	0	0	1.63573	13.0178	0	0	0	0	0	0	0	0
Healthy	4.37354	0	0	0	0	0	0.80308	0	0	0	11.8796	0	5.09795	2.27288	0.72687	0	0	0.0541	0	0
Healthy	3.01066	0	0	0	0	2.35368	0.50127	0.00329	0	0	24.4177	0	1.66929	0	1.79298	0.8104	0	0.10266	0.01533	0
Healthy	2.34753	20.9967	0.6725	0	0	0.00017	0	0.02632	0	0	0.93931	0	0.15746	0.26178	0.46564	0	0.00572	0.01873	0	0
Healthy	10.1066	0	0	0	0	1.04543	0	0	0	0	2.15686	5.39418	1.06447	0.0713	0	0	0.07274	0.01199	0	0
Healthy	5.08185	0	3.2192	0	0	0	0.27666	0.0118	0.06214	0.0012	1.01076	0	1.05868	0.35405	1.03205	0	0.31129	0.07432	0	0.06214
Healthy	3.00694	0	0	0	0	6.24201	0	0	0	0	1.39719	3.51723	1.61109	0	1.48574	0	0.1082	0.01198	0.07036	0
Healthy	0.16877	0	0	0	0	0	0	0.07888	0	0	2.48612	0	0.0519	0	0	0.09959	0.33987	0	0	0
Healthy	8.23542	16.5724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04566	0	0
Healthy	1.9311	0	0	0	0	0	0	0	0.06831	0	33.0815	6.37489	0.8217	0	0.95474	0	0.03833	0.05074	0.27255	0.06831
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.11478	0	17.172	0	0	10.9455	0	0	0.02698	0.00799	16.4351	0	0.19063	0	0	0	0.00578	0.01146	0.56352	0.02698
Healthy	25.6118	0	9.67322	0	0	0	0	0	0	0	0.45552	0	0	0	0	0	0	0	0	0
Healthy	1.36853	0	0	0	0	0	0.047	0.045	0.01114	0.06701	0.23526	0	2.49296	0	1.42671	0	0	0.05983	0.49336	0.01114
Healthy	5.40469	0	0	0	0	0	0	0	1.13015	0	0.85808	0	1.50269	0	1.61171	4.4578	0.28105	0.25458	0.0273	1.13015
Healthy	3.56844	4.09665	0	0	0	3.3186	0	0.05439	0	0	2.7427	0	0.70312	0.04006	0.82732	0	0	0	0.03381	0
Healthy	0.53215	0	0.66697	0	0	0	0	0	0.09659	0	0	0	0.31459	0	0	5.14692	0.28153	0.07835	0.36472	0.09659
Healthy	0.90494	0	1.91671	0	0	1.29308	0	0	0	0	1.80664	0	0.88472	0.37614	1.27671	0	0.04954	0.26489	0	0
Healthy	2.1394	8.27946	0.08258	0	0	0.16418	0	0	0	0	0.45559	10.7103	0	0	0	0	0	0	0	0
Healthy	3.13605	0	36.0527	0	0	5.53042	0	0.09723	0.02676	0	7.78517	0.77647	0.75586	2.39395	1.06841	0.30119	0.03653	0.03003	0	0.02676
Healthy	3.88558	0	7.26273	0	0	0	0.09621	0	0	0	10.959	0	0.90577	0	0.92862	0.26382	0	0	0.00557	0
Healthy	1.6518	0	0	0	0	0	0	0.00101	0.02717	0.01044	3.44355	5.66652	0	0	1.24348	0	0	0.00103	0.36518	0.02717
Healthy	21.8773	0	0	0	0	0	3.72927	8.03882	0.06214	0	1.52322	0	0	0.00312	0	0	0	0	0	0.06214
Healthy	4.0682	0	0	8.38995	0	0	0.07291	0	0	0	8.6325	1.53411	1.02183	0	0	0	0	0	0.04876	0
Healthy	4.08956	0	6.96446	0	0	0	0.08506	0	0	0	10.9781	0	0.91975	0	1.05698	0.16119	0	0	0.00282	0
Healthy	0.01453	0	0	0	0	0	0	1.16649	0	0	2.64888	0	0.00028	0	0	0	0	0	0	0
Healthy	1.83702	0	0	0	0	0	0	0	0	0	8.24757	0	2.88043	0.71684	1.47236	2.73785	0.03442	0.00946	0.00448	0
Healthy	7.71738	0	0.24531	0	0	7.19067	0	0.1054	0.00367	0.01218	0.18197	0	0.47567	0.07105	0	0.02431	0.06936	0.00524	0	0.00367
Healthy	3.32621	0	0	4.4487	0	0	0	0	0	0	8.41772	0.47986	1.46891	0	0	0	0	0	0.01572	0
Healthy	2.66739	26.7903	1.07525	0	0	1.35403	0	0	0	0	8.26952	0	2.22053	0	1.34931	0	2.14976	0.34813	0.04389	0
Healthy	2.7972	0	0.03882	0.1539	2.12835	1.46036	0	0	0	0	4.85975	0	0.54598	0.38354	0.46549	0	0	0.01948	0.00432	0
Healthy	4.89296	0.16651	1.09413	0	0	0	0.1598	0	0.11666	0	16.6003	1.49748	0	0	0	0	0	0.22906	0.01289	0.11666
Healthy	0	0	1.83504	0	0	0	2.77732	3.05831	0	0	0.02432	0	0	0	0	0	0	0	0	0
Healthy	1.65197	0	0	0	0	0	0	0	0	0	15.9457	0	2.65091	0.58788	1.30347	2.48215	0.02903	0.01262	0.00951	0
Healthy	1.52047	0	7.3878	0	0	0	0	0.01491	0	0	22.6944	4.24225	0.70999	0.279	0	0	0.0708	0.02082	0.00095	0
Healthy	4.06396	10.486	0	0	0	3.12655	0	0.00968	0	0	1.44079	0	0.51211	0	1.19907	0.12815	0.04844	0.09151	0	0
Healthy	0	0	0	0	0	0	0	0.21007	0	0	0	2.29595	0	0	0	0	0	0	0	0
Healthy	8.95617	0	2.50158	8.61376	5.23039	0.25298	0	0	0	0	1.70004	0	0.38208	0	0.86651	0	0	0.0307	0.00594	0
Healthy	0.03068	5.74508	0	0	0	0	0	0	0	0	3.56829	0	0	0	0	0	0	0	0	0
Healthy	2.39217	0	0	0	0	0	0	0	0.5255	0.02631	31.5688	0	0.09865	0	0	0	0.03022	0.16032	0.10994	0.5255
Healthy	3.89802	37.6559	0	0	0	0	0	0	0	0	0.17844	0	0.17276	0	0.72807	0	0.00072	0.02229	0	0
Healthy	4.16833	0	0	0.22804	0.71958	1.36452	0	0	0	0	1.71857	5.58175	0.01757	0.28424	0	0	0	0	0	0
Healthy	2.31697	0	0	0	0	1.29126	0.93886	0.03153	0	0	17.7618	0	3.94928	0	0.9888	0.0547	0	0.15369	0.07371	0
Healthy	1.44011	0	0	0	0	0	0	0.46882	0.00075	0.004	0	0.0706	3.00836	0	1.47346	0	0	0.01178	0	0.00075
Healthy	6.3115	29.1666	0	0	0	0	0	0	0	0	0.23284	0	0	0	0	0	0	0.00227	0	0
Healthy	1.27026	29.7369	1.28443	0	15.5934	0	0	0.01419	0	0	0.3343	0	0.07658	0.0564	1.12318	0	0.09573	0	0.00895	0
Healthy	1.04945	0	13.6716	0	0	0	0	0	0	0	7.20973	0.06231	0.17322	0	1.61462	0	0	0.69546	0	0
Healthy	1.00623	0	0.13651	0	0	0	0	0	0	0	5.56929	0	0.19519	0	0	0	0	0	0	0
Healthy	3.30648	0	24.9488	0	0	0	0	0	0.27364	0	11.9656	0	1.26935	0	0	0	0	0.15528	0.04569	0.27364
Healthy	1.37813	0	0	0	0	5.85834	0	0.06406	0	0	23.201	0	1.12037	0.18366	0	3.58132	0	0.03208	0	0
Healthy	0.104	0	0	0	0	0	0	0.26309	0	0	10.6007	10.4004	0	0	0	0	0	0	0	0
Healthy	5.06823	0	0	6.90579	0	0	0	0	0	0	9.53988	1.19499	0.69235	0	0	0	0	0	0.02364	0
Healthy	0.52082	7.95789	0.03745	0	0	0.48843	0	0	0	0.06775	1.07515	0	0.69123	0.04466	0	0	0.03635	0.00481	0	0
Healthy	16.9974	7.51988	0	1.30722	1.22377	0.45546	0	0	0	0	9.89546	0	2.73203	8.50337	1.2869	0	0.16862	1.1453	0.03466	0
Healthy	0.01409	0	0	0	0	0	0	0.61459	0	0	3.29039	7.49253	0	0.19095	1.3908	0	0	0	0	0
Healthy	3.3887	0	0	0	0	0	0	0	0	0	29.0506	0	0.54397	4.21412	0.75657	0	0	0.00762	0	0
Healthy	0.85137	0	0	0	0	0	0	0.01662	0.08589	0.0065	17.6707	17.6804	0.77719	0	0	0	0.10124	0.08395	0.32221	0.08589
Healthy	7.26883	0	0	0	23.662	0	0	0	0	0	4.65007	0.34381	0.42392	0	0.83529	0	0.03529	0.00196	0.0053	0
Healthy	4.86861	0	0.00793	0	0	1.84625	0	0.09436	0	0	2.63843	0	0.24296	0	0	0	0	0.00095	0.01399	0
Healthy	0.07268	0	0	0	0	0	0	0.34335	0.00579	0	10.4351	10.601	0	0	0	0	0	0	0	0.00579
Healthy	9.1661	0	1.8076	0	0	1.6233	6.28938	0.00783	0	0	2.96624	0	0.06243	1.30819	0.35237	0	0.05843	0.00415	0	0
Healthy	1.73479	0	3.72742	0.04109	0	0	0.41516	0.10445	0.0078	0.01164	10.3376	0	0.46561	0.36787	0	0	0.44627	0.13455	0.00565	0.0078
Healthy	1.56594	0	0	0	0	0	0	0	0	0	12.625	0.66822	0.41047	0	0	1.4688	0	0	0.02651	0
Healthy	3.96956	0	0	0	0.00033	0.00083	0	0.00364	0.03085	0	3.40279	0	0.19735	0.1561	0.34908	0	0.00987	0.19582	0.00049	0.03085
Healthy	2.19965	0	22.9755	0	0	0	0	0	0	0	2.90923	2.81667	1.61653	0	0.80511	0	0.03226	0.03258	0.24449	0
Healthy	2.78321	0.24509	0.02462	0.10151	0.04665	0.09917	0	0.17613	0.00043	0	0.8789	0	0.16355	0.00344	0.41198	0	0.01707	0.20656	0.01306	0.00043
Healthy	2.27947	19.0083	0.58496	2.35073	2.80703	0.71112	0	0	0	0	3.23428	0	0.03726	0.0222	0.59088	0	0	0.01991	0	0
Healthy	2.34996	0	0	0	0	0.53814	0	0	1.25059	0.03743	8.1755	0	0.03834	0.11874	1.40943	0.3773	0.18819	0.05687	0.13314	1.25059
Healthy	1.53507	0	0	0	0	0	0	0.15269	0	0	18.8587	3.04829	1.55551	0	0	0	0.21533	0.02509	0.28664	0
Healthy	12.0554	0	9.29524	0	0	0	0	0	0	0	23.3598	0	0	0	0	0	0	0	0	0
Healthy	0.32214	0	0	0	0	0	0	10.5758	0.33137	0	0.06673	0	0	0	0	0.00546	0	0	0	0.33137
Healthy	4.52892	2.85672	0	0	0	4.934	0	0	0	0	15.415	0	4.42121	0.05983	0	0	0	0	0	0
Healthy	4.19009	6.69404	0	0	0	0	0	0	0.01414	0	1.6375	0	0.13549	0	0.61573	0	0.37401	0.42693	0	0.01414
Healthy	4.1991	0	1.89607	0	7.21202	3.74281	0	0	0.01512	0.00069	6.53878	0	0.6578	0	1.37352	0	0	0.02579	0	0.01512
Healthy	3.36544	37.3532	0.81746	0	0	2.10174	0	0	0	0	1.54388	0	2.1904	0.08752	1.17459	0.08295	0.05656	1.35409	0	0
Healthy	0.37723	0.02749	0	0	0	0	0.31199	0.14802	0.03648	0	11.0894	0	0	16.9597	4.33361	0	0	0	0	0.03648
Healthy	4.40797	0	0	0	0	0	0.13794	0.0168	0.06763	0	4.21572	5.15746	0	0	0.64703	0	0	0.00962	0	0.06763
Healthy	0.7167	0	8.00003	0.00937	3.98813	0	0	0	0	0	34.3717	0	0	0	0	0	0	0	0.19093	0
Healthy	4.61533	0	0	0	0	5.71517	0	0	0	0	5.6591	0	0.09495	0	0	0	0.01693	0	0.07046	0
Healthy	6.03194	0	1.53751	0	0	0	0.44962	0.00216	0	0	1.36426	0	0.63396	0	0.96046	0	0.08403	0	0.21492	0
Healthy	5.19481	6.59001	0	0	0	0	0	0	0.00883	0	1.29209	0	0.22812	0	0	0	0.46332	0.51738	0	0.00883
Healthy	1.98686	0	0	0	0	0	0	0	0	0	5.99007	13.1957	0	0	1.79225	4.92518	0.34582	0	0.51676	0
Healthy	7.30641	32.1127	0	1.79177	1.28328	0.33564	0	0	0	0	2.55945	0	0.12154	5.33857	0.77665	0	0.0498	0.94706	0.00708	0
Healthy	1.7476	0	0	0.01019	0	0.40751	0	0	0	0	1.45717	0	0.29167	0	0	0	0	0	0	0
Healthy	6.67136	0	1.39163	6.07722	0.01895	0	0.31501	0.00844	0	0	4.11802	1.02733	0.09533	0	0.55834	0	0.00118	0.01229	0.01928	0
Healthy	4.22361	0	0	0	0	0	0	0.14034	0.52133	0.03246	12.8964	8.18241	0	0	0	0	0	0.07616	0.02838	0.52133
Healthy	8.62661	0.00112	20.0388	0	0	6.05229	0	0	0.00954	0.04473	11.7795	0.00618	4.24773	0	0.60259	0.02357	0.03214	0.00227	0.56795	0.00954
Healthy	10.3419	0	18.0648	0	0	0	0	0	0	0	3.21221	0	1.5682	0	1.53936	1.47473	0	0.0379	0.73588	0
D001172	30.7643	0.01532	6.73908	0.12744	0.01218	0.0267	1.02312	5.1096	0.14852	0.01926	0.2983	0	0	0	0	0	0	0	0	0.14852
Healthy	2.24256	0	23.2604	0	0	0	0	0	0	0	2.75704	2.84814	1.60571	0	0.75148	0	0.02241	0.03435	0.19129	0
Healthy	3.66668	0	0	0	0	0	0	0	0	0	19.2002	0	0.63919	4.77802	0.97485	0	0	0	0	0
Healthy	0	0	0.10359	0	0	0	0	0.00027	0	0	4.96516	0	0	1.80509	0	0	0	0	0	0
Healthy	3.03284	0	0	0	0	0	0	0	0.00979	0	3.83467	0	0.26951	0	0.60811	0	0.19532	0.36704	0.25508	0.00979
Healthy	1.45241	0	0	0	0	0	0	0	0.01437	0	8.00656	10.2147	0.00526	0.0722	1.29834	0	0	0.03099	0	0.01437
Healthy	0	0	0	0	0	0	0	0.0036	0.22984	0	0	4.14691	0	0	0	0	0	0	0	0.22984
Healthy	4.37322	0	0	0	0	0	0.798	0	0	0	12.216	0	5.11693	2.1826	0.73597	0	0	0.07678	0	0
Healthy	4.12672	0	0	0	0	0	0	0.1228	0.50899	0.02014	12.8773	8.26828	0	0	0	0	0	0.02334	0.02751	0.50899
Healthy	1.76952	0	0	0	0.00141	0.00129	0	0.0029	0.02094	0.00399	3.54947	12.3662	0.38101	1.6641	0.86809	0	0.05177	0.03328	0	0.02094
Healthy	0	0	0	0	0	0	0	37.4736	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.50996	0	0	0	0	0	0	0.17219	0	0	19.5149	3.15084	1.67704	0	0.56324	0	0.25318	0.02015	0.22611	0
Healthy	1.71125	0	1.88707	0	0	0	0	0.05837	0.03879	0.01159	1.39962	0.47951	0	0	0	0	0	0.01334	0.00119	0.03879
Healthy	6.49705	0	0	0	0	0	0	0.59987	0.00278	0.00267	15.5043	0	0.65197	1.72011	0	0	0.0463	0.03909	0	0.00278
Healthy	8.50513	0	0	0	0	0	0.01532	0	0.01205	0.01858	16.7023	0	0	0	1.25461	1.62752	0.11998	0.0455	0.02591	0.01205
Healthy	6.10433	0	0	13.3619	0	0	0	0	0	0	18.739	1.76099	1.84916	0	0	0	0	0	0.0171	0
Healthy	5.21195	8.4288	0.82594	4.81903	5.47986	2.35495	0	0.00117	0.00291	0	0.07175	0	0.04595	0.86934	0.77527	0	0	0.00688	0.01259	0.00291
Healthy	1.85576	0	0	0	0.04673	0.66173	0.26306	0	0	0	16.951	0	1.90809	0	0	0	0.16615	0.00426	0.04277	0
Healthy	1.45434	9.72196	0	0	0	0	0	0	0	0	1.21697	6.16718	0.04898	0.12711	1.06827	0	0	0.40289	0.00753	0
Healthy	0.7743	0	0	0	0	0	0.01175	0	0.08708	0	0	15.5468	0	0.23043	0	0	0	0.17006	0	0.08708
Healthy	3.23863	0	2.90614	0	0	0.83185	0	0	0	0	7.69241	0	3.2274	0.94205	1.95461	0	0.00565	0.44291	0	0
Healthy	5.27029	0	0	0	0	0	0	0	0	0	9.83612	0	0.76234	8.38667	1.43471	0	0	0.00255	0	0
Healthy	5.46909	0	0	0	0	0	0	0.01337	0	0	2.32069	0	1.15918	0	0	0	0	0.00909	0.06997	0
Healthy	8.02322	0	30.0082	0	0	6.14533	0.09105	0.01705	0.0727	0	9.65858	2.25348	0.4448	0.07225	0.05349	0	0	0.03142	0.00196	0.0727
Healthy	0.09191	0	0	1.89749	0	0	0	0	0	0	2.30311	0	0	0	0.79106	0	0	0	0.0185	0
Healthy	0.49479	0	0	0	0	0	0	0.01047	0.15084	0	11.091	3.39717	0	0	0	0	0	0.01943	0.12662	0.15084
Healthy	1.28385	0	0	0	0	0	0	0.05099	0.00322	0	0	0	0	0	0	0	0	0.01725	0	0.00322
Healthy	43.822	0	12.5149	0	0	0	0	0	0.10506	0.02851	0.19936	0	0.18882	0	0.58385	0.0106	0	0.01085	0	0.10506
Healthy	8.43839	0.02372	26.2359	0.00257	0.02254	0.00661	0	0.51585	0.07059	0.02964	2.62986	0	0.37242	0	0	0.24794	0.08719	0.1501	0.25117	0.07059
Healthy	0.1015	0	2.81834	0	0	0	0	0	0.00614	0	4.87111	2.77942	1.10559	0	0	0	0	0.071	0.00237	0.00614
