group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Bifidobacterium_pseudocatenulatum	Ruminococcus_B_gnavus	Flavonifractor_sp000508885	Enterocloster_citroniae	Bacteroides_uniformis	Dialister_invisus	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	14.8767	64.7104	0.2325	0	0	0	0	0.08379	0	0	1.23895	1.76006	0	0	0	0	0	0.02335	0.36943	0
Healthy	2.71205	70.7007	1.81205	0	0	0	0	0	0	0	0.39578	0	0.28559	0	0.93549	0	0.11758	0	0	0
Healthy	4.83896	0	0.38415	0	0	3.23418	0.13158	0.00143	0	0	1.56592	0	0.04443	0	0	0	0	0	0	0
Healthy	1.42262	28.6832	2.84257	0	0	1.64507	0	0	0	0	7.53089	0	4.33118	2.95052	2.37912	0	1.88527	0.06922	0	0
Healthy	18.6314	0.46172	0.40576	0	0	0.47473	0	0.01657	0.01255	0	0.25031	0	3.63513	0	0.41576	0.08266	0.03192	0.01638	0.00902	0.01255
Healthy	1.00664	0	10.7402	0	35.3103	0	0	0.02007	0.04695	0	13.7063	2.92276	0	3.09817	0	0	0	0	0	0.04695
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43497	0	0	0	0
Healthy	7.34655	0	0	0	23.5248	0	0	0	0	0	4.72096	0.37586	0.40606	0	0.8675	0	0.03395	0	0.01219	0
Healthy	5.23442	0	0	0	0	0	0	0	1.07119	0	0.87848	0	1.52321	0	1.61701	5.06001	0.2609	0.27438	0.02399	1.07119
Healthy	3.83522	0	7.29368	0	0	0	0.07317	0	0	0	10.1927	0	0.70214	0	1.07143	0.25636	0	0	0	0
Healthy	0.05921	0	0	0	0	0	0	0.30794	0.02297	0	10.8433	10.3011	0	0	0	0	0	0	0	0.02297
Healthy	0.27266	0	26.9081	0	0	0	0	0	0	0	3.0541	7.95792	0.11096	0.00636	0	0	0	0	0	0
Healthy	2.07831	0	0	0	0.01732	0.66317	0.28824	0	0	0	16.2227	0	1.97962	0	0	0	0.1686	0.01663	0.04499	0
Healthy	5.80218	0.68709	0.26967	0	0	0.06744	0	0	0	0	1.57372	0	0.69768	0	0	0	0	0	0	0
Healthy	3.71731	0	2.43258	0	0	0	0	0	0	0	0.0379	0	4.18804	5.08419	0	0	0.01283	0.11082	0.26001	0
Healthy	2.37679	0	0	0	0	0	0	0	0.4328	0.01298	31.3957	0	0.08382	0	0	0	0.02233	0.12589	0.13223	0.4328
Healthy	8.85719	51.7122	0.606	0.7167	2.77746	0.04138	0.00635	0	0.00202	0.00023	0.13831	0	0.52077	0	0	0.09679	0.00459	0.01362	0.00115	0.00202
Healthy	4.43942	0.00994	0.03071	0	0	0	0	0.57721	0.06503	0.01277	0.06025	0	0.02455	2.20383	0.86367	0.01514	0	0.05248	0	0.06503
Healthy	2.31764	0	2.63677	0	0	4.73408	0	0.02479	0	0.02409	18.3674	0.95109	0.06178	1.44154	0.95449	0.66008	0.03358	0.00279	0	0
Healthy	1.03679	0	0.03057	3.46885	0	0	0	0	0	0	1.82339	0	0	0	0	0	0	0	0	0
Healthy	4.64818	0	0	0	0	0	0	0	0	0	5.66454	0	0.59299	0	0	0.1801	0	0	0.0246	0
Healthy	10.4627	0	0	6.29703	0	0	0	0	0	0	4.2882	0.79301	0.34931	0	0	0	0	0	0.0207	0
Healthy	1.64235	0	0	0	0	0	0	0	0	0	6.87729	15.1591	0	0	2.1314	4.60138	0.32536	0.00491	0.41934	0
Healthy	1.72912	0	0	0	0	14.3289	0	0	0	0	17.1623	0	2.53301	5.80203	0	0.81451	0.03837	0	0.01789	0
Healthy	1.24728	0	9.6478	1.48685	0	0	0	0	0.0098	0	1.80638	0	0.31772	0.07032	1.62899	0.11817	0.09634	0.0602	0.04283	0.0098
Healthy	1.24194	0	0	0	0	0	0.01159	0.00451	0.21529	0.04216	2.75595	0	9.96137	0	1.44434	1.11625	1.19781	0.06271	0.20292	0.21529
Healthy	1.19851	0	0	0	0	0	0	0	0	0	12.0114	8.76626	0.5981	0	0	0.57226	0	0	0.02705	0
Healthy	4.03706	10.6888	0	0	0	3.12169	0	0.00717	0	0	1.42111	0	0.51479	0	1.20655	0.12058	0.06149	0.10171	0.00206	0
Healthy	0.00733	0	0	0	0	0	8.26053	0	0.5945	0	0.92627	0	0	0	0.84265	0	0	0	0	0.5945
Healthy	3.28079	0	28.6321	0	0	0	0	0	0.05295	0	7.85226	4.26221	0.59419	0	1.07672	4.76907	0.26532	0.07122	0.24664	0.05295
Healthy	4.91769	0	2.01771	1.12086	6.87211	6.84986	0	0	0	0	4.38055	0	0.12597	0	0	0	0	0	0	0
Healthy	5.12471	0	0	0	0	0	0	0	0	0	6.58118	0	4.71351	2.00692	0	0	0.15768	0.10793	0	0
Healthy	5.40833	0	0	0.08803	0	0	0	0	0	0	10.0758	0	1.04205	0	0.77436	0	0.00456	0.05354	0.05222	0
Healthy	1.09747	0	6.20741	0	0	5.20455	0	0	0.08169	0	22.1242	0.05508	0.81047	0	0.81654	0	0.30523	0.06354	0.03938	0.08169
Healthy	1.88463	0.38018	0	0	0	14.1355	0	0	0	0	13.5577	0	2.24515	0.61984	1.74079	0	0	0	0.00373	0
Healthy	0	0	0	0	0.01573	0	0	0	0	0	0.08133	0	0	0	0	0	0	0	0	0
Healthy	3.97265	0	0.00806	0	0	2.57612	0.69511	0.00626	0	0	25.1567	0	1.89656	0	1.84471	0.81143	0	0.10619	0.03262	0
Healthy	0	0	0	0	0	0	0	0	0	0	12.5936	3.21651	0	0	0	0	0	0	0	0
Healthy	0.07588	0	0	0	0	0	0	0.30579	0.00916	0	10.8397	10.8327	0	0	0	0	0	0	0	0.00916
Healthy	5.85259	2.13722	0	0.21696	0.06259	0.34786	0	0	0	0	1.6194	0	0.65884	0.03187	0	0	0	0.0564	0	0
Healthy	24.8575	0	0	0	0	0	0.12849	8.21681	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.96319	0	0.72808	0.0108	0	0.32141	0	0.00719	0	0.08519	1.03525	0	0	0.02842	0	0	0.18741	0.0228	0	0
Healthy	0.4998	0	0	0	0	0	0	0.01195	0.13898	0	11.759	3.58408	0	0	0	0	0	0.0269	0.09614	0.13898
Healthy	6.96469	0	0	0	0	0	0	0	0	0	8.75541	1.58202	0.32452	2.56783	1.81559	0	0	0.0587	0	0
Healthy	1.56264	0	0	0	0	0	0	0.54103	0	0	24.6874	6.08902	1.84909	0	0.62291	0	0.23099	0.01511	0.16644	0
Healthy	0.41176	0	0.11119	0	0	0.30068	0	0	0	0	1.17394	0	0.44409	0	0	0	0.12728	0.34036	0	0
Healthy	0.01143	0	0	0	0	0	0	27.7167	0.03578	0	0	0.02864	0	0	0	0	0	0.01548	0.29502	0.03578
Healthy	1.93505	39.4688	2.00366	0	0	3.5609	0	0	0	0	4.45485	0	3.93981	0	0.87932	0	1.452	0.10729	0	0
Healthy	14.533	0	0	0	0	0	7.71739	0.19212	0.08849	0	2.09187	0.05075	0	0	0	0	0	0	0.05057	0.08849
Healthy	2.33998	0	1.45844	0	0	0.64247	0	0	0.0811	0	10.6963	3.09071	1.03035	0	0.52245	0	0.18261	0.10992	0.04306	0.0811
Healthy	2.3811	0	1.45825	0	0	0.69919	0	0	0.04729	0	10.5138	3.06152	1.03473	0	0	0	0.1495	0.1034	0.00365	0.04729
Healthy	5.33797	2.94624	0	2.24085	0	0	0	0	0.00114	0	4.0961	0.00109	0.77971	0.02859	1.19793	0.00851	0.10548	0.54824	0.00219	0.00114
Healthy	14.5684	0	1.50805	0	0	0.77896	7.56614	0	0	0	6.43493	0	0	1.84863	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.1741	0	0	0	11.1204	0	0.27647	0.00255	0.02206	0	3.17172	3.6506	0	1.47205	0	0	0	0.00889	0.00148	0.02206
D001172	19.5895	0.01579	0.02981	0.11397	0.01076	0.00786	0	0.03249	0.0124	0.01317	0	0	4.43407	0	0.69802	0	0.03067	0.00471	0.00493	0.0124
Healthy	6.19631	0	0	0	0	0	0	0	0	0	12.0147	0	0.6659	5.88561	0.91991	0	0	0.18375	0	0
Healthy	3.18773	0	18.3216	0.59977	0	0	0	0	0.01703	0	25.5789	0.7142	0	0	0	0	0	0.0136	0	0.01703
D001172	9.17119	63.2557	0.00075	0.53917	0	0	0	0.00156	0	0	0.05602	0	0.01213	4.07981	0	0	0.00403	0	0	0
Healthy	0	0	0	0	0	0	0	0.0223	0.44018	0.17977	24.3719	0	0	0	0	0	0	0.03444	0.10274	0.44018
Healthy	3.91261	0	7.22586	0	0	0	0.09459	0	0	0	11.1678	0	0.84318	0	1.06836	0.26502	0.0068	0	0.01313	0
Healthy	12.4632	6.79521	0	0	0	0	0	0	0	0	0.60721	0	0.03035	0	0	0.00472	0	0	0	0
Healthy	1.76939	0	0	0	0	0	0	0	0.02134	0	32.5458	5.94513	0.77244	0	0	0	0.01804	0.04762	0.23028	0.02134
Healthy	4.91046	0	0	0	0	0	0	0	0	0	6.33121	0	4.46571	1.8944	0	0	0.16632	0.08317	0	0
Healthy	0.55785	0	0.752	0	0	0	0	0	0.16052	0	0	0	0.35276	0	0	5.13982	0.29086	0.09086	0.37989	0.16052
Healthy	2.84544	0	0	0	0	0	0	0	0.00105	0.00266	4.7264	0.92609	1.30959	1.32417	0.79251	0	0.13099	0.02187	0.00161	0.00105
Healthy	0.99109	0	18.0738	0	0	10.7112	0	0	0.04369	0.02381	16.4418	0	0.2431	0	0	0	0	0.03338	0.51879	0.04369
Healthy	18.0044	0	0	0	0	0	0	0	0	0	8.15718	2.36428	1.14627	0	0	0	0	0	0	0
Healthy	0.99461	0	0	0.13398	0	4.1673	0	0	0	0	3.37535	1.97021	0.41749	0	0	0	0.00597	0	0.07436	0
Healthy	3.69406	0	3.54941	0	0	0	0	0	0	0	0.01288	0	4.37449	1.01295	0.87473	0	0.24983	0.21599	0.15454	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.1103	0	0	0	0	0	0	0	0	0
Healthy	3.4671	43.7246	0.56578	4.6658	0.01248	0.00376	0.00531	0.04782	0.03269	0.0006	2.44539	0	0.73545	1.81883	1.19764	0.07944	0	0.01107	0.01035	0.03269
Healthy	0.80508	3.34368	0	0	0	1.80118	0	0.00593	0	0	3.51122	0	1.81963	0	0.84596	0	0	0	0	0
Healthy	5.80441	0	0	0	0	0	0	1.14507	0	0	4.86621	0	0.20856	0	0	0	0	0	0	0
Healthy	0.20528	0	0	0	0	0	0	0	0.02451	0.05326	0	0	0	0	0	0	0	0.05411	0	0.02451
Healthy	0	1.94537	0	0	0	0	0	0	0	0	0	0	0.99757	0	0	0	0.08879	0	0	0
Healthy	1.29793	0.01946	17.5783	20.7599	0	0	0	0	0	0	6.50024	0	0.48968	0	1.49106	0	0	0.00465	0.01735	0
Healthy	4.7901	0	18.989	0	0	7.30645	0	0	0	0	11.2702	4.75304	0.83051	5.78074	1.05984	0	0.01181	0.01793	0.06626	0
Healthy	0.54723	0	0.73512	0	0	0	0	0	0.1079	0	0	0	0.33862	0	0.32727	5.1333	0.24649	0.0904	0.2724	0.1079
Healthy	5.86701	0	0	0	0	0	0.0001	0	0.00036	0	6.0759	2.00147	1.28169	0	0.90782	0.01255	0	0.02022	0.00966	0.00036
Healthy	4.03809	0.8968	0.04475	14.091	32.0346	4.21296	0	0	0	0	0.31055	0	1.18564	0	1.56931	0	0	0	0.08897	0
Healthy	3.67292	0	19.9856	0	0	8.32921	0	0	0	0	14.1649	4.56438	0.81795	0	0	0	0	0.06751	1.25736	0
Healthy	20.2023	0	0	0	0	0	0	0	0	0	4.81701	5.36896	0	0	0	0	0	0	0	0
Healthy	0.82033	0	0	0	0	0	0	0.0151	0.11672	0.01233	17.9185	17.9403	0.73908	0	0	0	0.10695	0.08692	0.33006	0.11672
Healthy	4.07073	0	0	0	0	0	0.14378	0.06541	0.01861	0.01235	4.52183	0	0.88575	0	0.90468	0	0	0.01423	0.1611	0.01861
Healthy	4.74516	10.1177	0	0	0	3.60732	0	0	0	0	10.4888	0	2.51494	0.92493	1.03448	0	0	0	0	0
Healthy	2.30726	0	0	0	0	2.82881	0	0	0	0.01295	6.84424	7.32354	0.3357	0	0	0	0.01478	0.01249	0.00845	0
Healthy	4.1226	0	7.24796	0	0	0	0.09876	0	0	0	10.6543	0	0.89025	0	0.98486	0.21019	0.00658	0	0	0
Healthy	0.78679	0	0	0.02666	0	0	0	0.50435	0	0	0.02215	0	0.01062	0	0	0	0	0	0	0
Healthy	3.56294	0	1.06198	0	0	0	0	0	0	0	3.22913	0	1.53241	0	0	0.12553	0	0	0.00813	0
Healthy	4.29424	0	0	5.50364	0	0	0.05101	0	0	0	11.7789	1.36354	0.47667	0	0	0	0	0	0.0026	0
Healthy	6.67313	0	1.92375	25.2654	0	16.8964	0	0	0	0	5.57059	0	0.61253	1.44768	0	0	0	0	0	0
Healthy	1.35249	0	0	0	0	0	0	0.06629	0.00324	0	0	0	0	0	0	0	0	0.00251	0	0.00324
Healthy	4.25755	0	0	7.62087	0	0	0	0	0	0	21.0001	1.10913	3.00414	0	0	0	0	0	0.07346	0
Healthy	18.7844	0	0	0	0	0	0	1.39216	0	0	6.00331	0.41556	0.25544	0	0	0	0	0	0.06878	0
Healthy	0.86535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.76948	0	0.01262	0	0	2.52508	0.6936	0.01739	0	0	24.5559	0	2.17856	0	1.77133	0.82561	0	0.13452	0.03051	0
Healthy	2.29128	0	1.44994	0	0	0.77027	0	0	0.07623	0	10.5717	3.08492	0.95596	0	0.52481	0	0.22295	0.09434	0.02185	0.07623
Healthy	3.15344	0	0	0	0	0	0	0	0	0	12.6176	7.19383	0.42226	0	0	1.0271	0	0	0	0
Healthy	16.2448	12.6002	1.98745	0	0	0	0	0	0	0	5.37398	0	0.5762	5.21258	0	0	0.27217	0	0	0
Healthy	1.11324	0	17.8332	0	0	10.7603	0	0	0.01426	0.02141	16.3595	0	0.20597	0	0	0	0	0.0157	0.49193	0.01426
Healthy	3.08579	0.02654	0	0	0	0.00936	0	0.13136	0.06641	0.01121	21.0266	0	0	0	0.51615	0	0	0.00297	0.38159	0.06641
Healthy	6.65166	0	0.79946	0	0	0	0	0	0	0	1.86162	0	0.38834	0	0	0	0	0	0	0
Healthy	4.27469	36.5936	0	0	0	0	0	0	0	0	0.15873	0	0.17477	0	0.80858	0	0.00248	0.02013	0	0
Healthy	0.79223	0	0	0	0	0	0.08053	0	0.13201	0	0	15.2478	0	0.22682	0.73515	0	0	0.1221	0	0.13201
Healthy	1.86825	0	0	0	0	0	0	1.83246	0	0	26.883	6.2613	1.58118	0	0.50874	0	0.13515	0.05795	0.15717	0
Healthy	1.49187	0	0	0	0	0	0	9.56951	0.1231	0	26.2851	0.16172	0	0	0	0	0	0.08382	0	0.1231
Healthy	0.13527	0	0.00097	0	0	7.06279	0	0	0.00571	0.00807	5.21599	0	0.22481	0	0	5.96787	0.00945	0.03044	0.00886	0.00571
Healthy	3.20056	57.1796	0.87823	0.88946	0	0.00186	0.46539	0.00036	0.01602	0.01241	0.63519	0	1.58514	0	0.62359	0	0.24769	0.04163	0.52386	0.01602
Healthy	0	0	1.37114	0	0	0	0	0	0	0	0	0	0	0	0	6.75629	0	0	0	0
Healthy	1.68003	0	0	5.19459	0	0	0	0	0	0	1.90489	0	0	0.25355	0	0	0	0	0	0
Healthy	6.0773	1.04368	0	0	0	0	0	0	0	0	6.64312	0	0.54313	0.23757	0	0	0	0.05517	0	0
Healthy	1.34565	28.5279	2.94968	0	0	1.70351	0	0	0	0	7.81048	0	4.20757	3.24403	2.36667	0	1.83732	0.06162	0	0
Healthy	1.33862	0	23.2601	0	0	0	0	0.00096	0.11257	0	23.0178	2.25728	0	0	0	0	0	0.00952	0	0.11257
Healthy	6.12355	0	0	0	0	15.0076	0.15014	0	0	0	8.23387	0	0.24021	0	0	0	0.08274	0.025	0.19732	0
Healthy	1.41377	67.4094	0	0	0	0	0	0	0.04805	0	1.36714	0	0	0	0	0	0	0	0	0.04805
Healthy	5.32085	40.223	1.54953	0	0	0	0.04673	0	0	0	2.5853	0	0.28133	4.74194	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.44189	0	20.8749	0	0	8.28691	0	0	0	0	13.7776	4.54214	0.71414	0	0	0	0	0.07353	1.10957	0
Healthy	1.30408	0	0.70003	1.45218	0.1249	0.01081	0	0	0	0	8.10607	0	1.55985	1.01473	0	0	1.39487	0.09611	0	0
Healthy	4.52321	0	0	0	0	0	0	0	0	0	21.3417	0	0	0	0	0	0	0	0	0
Healthy	1.37528	0	0	0	0	0	0	0.03532	0	0	0	0	0	0	0	0	0	0.01249	0	0
Healthy	4.17146	0	0.00406	0	0	3.97815	0.35791	0	0.03962	0	27.7611	0	2.23806	0	0	0.58885	0	0.11347	0.10444	0.03962
Healthy	2.93742	0	0	5.38385	0	0	0	0	0	0	10.1123	4.76352	2.28132	0	0	0	0	0	0.06503	0
Healthy	0	0	0	0	0	0	0	1.11004	0	0	0.82508	0	0	0	0	0	0	0	0	0
Healthy	2.48185	0	0	0.91306	0	0	0	0	0	0	18.8952	4.43254	2.80508	0	0	0	0	0	0.11171	0
Healthy	0.94774	0	0.30047	0	0	0.18629	0	0	0	0	4.3971	0	1.20406	0	0	0	0.0427	0.26528	0	0
Healthy	23.7335	0	0	0	0	0	0	0	0	0	1.69621	0	0	0.25438	0	0	0	0	0	0
Healthy	2.22683	0	0	0	0	0	0	0	0.45172	0.0225	28.3229	0	0.06247	0	0	0	0.02201	0.122	0.11023	0.45172
Healthy	5.6478	0	0	10.3981	0	0	0	0	0	0	7.37107	0.68458	0.94981	0	0	0	0	0	0.00285	0
Healthy	1.98214	0.00573	1.12495	0	0	0	0	0	0	0.00647	10.5217	0.79107	1.19974	0	0	0	0.17742	0.00274	0	0
Healthy	2.37747	0	0	0	0	1.2545	1.07401	0.03681	0.00798	0	17.8541	0	3.75948	0	0.90139	0.06562	0	0.13619	0.00381	0.00798
Healthy	4.2942	0	0.19587	0	0	0.29921	0	0	0	0	2.73114	0	3.47238	1.79976	2.22036	0	0.00622	0.19159	0	0
Healthy	2.27011	0	30.8067	0	0	0	0.01313	0	0.02571	0	8.78715	8.01371	0.71674	0	0.63461	2.04398	0.37	0.03748	0.24361	0.02571
Healthy	0.51137	0	0	0	0	0	0	0	0	0	0	1.4303	0	0	0	0	0	0	0	0
Healthy	4.796	0	0.00568	0	0	1.86082	0	0.0847	0	0	2.81134	0	0.22895	0	0	0	0	0.00195	0.02597	0
Healthy	3.56297	0	0	0	0	0	0.07225	0.54712	0.01231	0.00507	7.07693	7.59543	0.72999	0	0.14387	0	0.00228	0.08547	0.03603	0.01231
Healthy	3.95604	0	0	0	0	8.68204	0	0	0	0	11.4034	0	1.00521	0	0	0	0.26024	0.04656	0.03172	0
Healthy	0.37319	0	0	0.59047	0	0	0	0	0	0	6.66584	8.60092	2.85329	1.38673	0	0	0.1608	0	0.04029	0
Healthy	0.10188	0	0	0.03798	0	0	0	0	0	0	2.47246	4.5423	0.00276	0.01848	2.85909	0.02582	0	0.05173	0	0
Healthy	4.28121	0	0	5.32708	0	0	1.03964	0	0	0	7.20822	0.86563	1.6338	0	0	0	0	0	0.03924	0
Healthy	0.08765	0	0	0	0	0	0	0.36214	0	0	10.9187	10.6053	0	0	0	0	0	0	0	0
Healthy	0.28521	0	6.90457	0	0	0.0036	0	0	0	0	0	3.92706	0	0	0	0	0	0	0	0
Healthy	2.22071	0	22.8007	0	0	0	0	0	0	0	2.72947	2.85673	1.74574	0	0.79043	0	0.02036	0.02796	0.23241	0
Healthy	5.77975	0	0	0	0	0	0.26704	0	0	0	9.50771	0	3.7931	5.88855	0	0	0	0.07839	0	0
Healthy	2.34703	0	0.00346	0	0	1.2992	1.17202	0.0425	0.01569	0	17.4733	0	3.74339	0	0.97313	0.06056	0	0.12064	0.00574	0.01569
Healthy	0	0	0	0	0	0	0	0	0	0	6.86743	0	0	0	0	0	0	0	0.00571	0
Healthy	8.23683	0	0	8.66176	0	0	0	0	0	0	2.58085	1.11129	0.29873	0	0	0	0	0	0.0336	0
Healthy	4.24689	0	25.4215	16.6277	0.0012	10.4652	0	0.95048	0.17047	0	4.495	0	0.05875	0	0.78427	0.08278	0	0.02046	0	0.17047
Healthy	10.9921	0	1.4695	6.50529	0	0	0.1173	0	0	0	3.85543	0.93998	0.15739	0	0	0	0	0	0	0
Healthy	0.46415	0	0	0	0	0	0	0	0	0	0.91516	0	0	0.22402	0	0	0	0	0	0
Healthy	0	0	0.00017	0	0	0	0	0.79316	0.00915	0.05513	11.1584	0	0	1.06212	0.39861	0	0	0	0	0.00915
Healthy	3.01776	0	0.06409	0	0	0	0	0	0	0	11.3114	0	0.07475	0	1.29737	0	0.00537	0.02573	0	0
Healthy	0	0	0	0	0	0	0	0.23557	0.02131	0.06391	0	8.50306	0	0	0	0	0	0.02079	0	0.02131
Healthy	3.0062	0	0	0	0	0	0	0.09049	0	0	3.85065	1.40684	2.60962	0	0	0.87169	0.23535	0	0.03018	0
Healthy	4.56907	0	0.03283	0	0	0	0	0	0.03402	0	2.72535	0.33451	2.77199	1.4107	2.31931	3.83907	0.01264	0.09611	0.01087	0.03402
Healthy	2.71111	0	0	20.0026	0	0	0	0	0	0	13.266	0.11455	1.32887	0	1.72219	0	0	0	0.01662	0
Healthy	21.6142	0	2.82541	0	14.8649	0.45477	0	0.45891	0	0	7.46556	0	0	0	0	0	0	0	0	0
Healthy	7.50171	0	0	0	24.7854	0	0	0	0	0	0.33542	0.3382	0.46022	0	0.94962	0	0.03331	0	0.02925	0
Healthy	2.32008	0	0	0	0	0.5145	0	0	1.18528	0.01447	8.41983	0	0.04257	0.13094	1.33202	0.37112	0.18255	0.06906	0.18277	1.18528
Healthy	0.00405	0	0	0	0	0	0	0.74657	0	0	0.0053	0	0	3.31946	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.32174	0	0	0.02876	0.02369	0	0	0	0	0	0	0	0
Healthy	11.5004	0	0	0	0	0	0.35615	0.00545	0.06441	0.03791	1.87208	0	1.07637	0	0.81588	1.29954	0	0.12689	0.18461	0.06441
Healthy	25.7342	0	0	0	0	0.00137	0	2.93798	0.04327	0	0.03507	0	0	0	0	0	0	0	0	0.04327
Healthy	1.02674	0	0	0	0	0	0	0.26494	0.06225	0.03227	0	1.2479	0	0	0	0	0	0.04963	0	0.06225
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.15205	0	0	0	0	0	0	0	0
Healthy	4.99753	0	0	0	0	0	0.78385	0	0	0	12.0056	0	1.67596	5.80997	0	0	0	0.02572	0	0
Healthy	4.41797	1.94314	0	0.13648	0.05562	0.35904	0	0	0	0	1.48539	0	0.48956	0.01271	0	0	0	0.00863	0	0
Healthy	0.23799	0	2.65772	0	0	0.00115	0	0.01045	0.06701	0	3.01039	0	0	0	0	0	0	0.14987	0	0.06701
Healthy	1.58599	0.1732	0.00076	0	0	0.73791	0	0.00477	0.01601	0	0.64536	0.06709	0.03405	0	0	0	0	0.02756	0	0.01601
Healthy	10.9031	0	0	0	0	0	0	0.01411	0.0011	0	3.48394	0.02064	0	0	1.33995	0	0	0.0071	0.69684	0.0011
Healthy	7.23638	0	0	0	0	0	0	0.04382	0.0122	0.0135	8.96682	0	1.63622	0	1.2675	0	0	0.09945	0.04262	0.0122
Healthy	0	0	0	0	0	0	0	0	0	0	0.17687	0	0	0	0	0	0	0	0	0
Healthy	7.11323	0	0	0	0	0	0	0	0	0	12.9653	0	0.94195	11.6155	1.91832	0	0	0.00317	0	0
Healthy	11.1243	55.3386	0	3.45426	0.00705	0.00245	0	0	0	0	0.21802	0	0	0.69589	0	0	0	0	0.00302	0
Healthy	9.31395	0	0	0.11957	0	2.42485	0	0	0	0	1.17106	3.48681	0.03177	0	0.6066	0	0	0.00944	0.00569	0
Healthy	5.67516	0	0	0	0	0	0	0.10311	0	0	33.053	0.63239	3.29894	2.52426	0	0	0	0	0	0
Healthy	9.01745	0	1.78977	0	0	1.51902	6.07493	0.01372	0	0	2.97772	0	0.06627	1.37103	0.30758	0	0.03809	0.00509	0	0
D001172	22.1376	0.05392	4.40448	3.24418	0.01229	1.89117	0.16245	0.00075	0	0	0.87906	0	0.01284	0	0	0	0	0.00159	0.0425	0
Healthy	2.94046	65.2166	0.0719	0.41302	0.61914	0	0.08073	0	0	0	0.11356	0	0.58275	3.62476	0	0	0.00836	0	0.01339	0
Healthy	8.71791	13.457	0	0	0	0	0	0	0	0	1.0761	8.24331	0.74911	1.47509	0.944	0	0.03332	0.62946	0.00183	0
Healthy	5.68677	0	0	0	0	0	0	0	0	0	41.8638	0	0	0	0.71227	0	0	0.18377	0	0
Healthy	4.05982	0	0	0	14.1512	0	0	0	0	0	1.11322	2.30789	1.01278	0	1.51514	0	0.25394	0	0.00931	0
Healthy	1.60603	0	0	0	0	0	0	0	0	0	15.9817	0	2.57489	0.67649	1.33552	2.43297	0.02689	0.01444	0.00529	0
Healthy	3.98652	0	1.818	23.8854	17.5276	0	0	0	0	0	0.38208	0	1.25606	0	0.98259	0	0.00476	0.09077	0	0
Healthy	1.36188	0	0	0	0	16.0974	0	0	0.00518	0.00695	18.5271	0	2.47163	5.61599	0.84587	0.94396	0.03651	0.01309	0.0253	0.00518
Healthy	17.6197	0	0	0	8.19197	0	0.07475	0	0	0	2.27193	2.88989	0	1.77405	0	0	0	0	0	0
Healthy	1.9015	0	0	0	0	0	0	0.00648	0.06614	0	33.3186	6.2716	0.80086	0	1.01368	0	0.0392	0.07189	0.18971	0.06614
Healthy	1.39423	0	0	0	0	0	0	0	0	0.00078	12.887	0	0.70312	0	1.86902	2.66191	0.04671	0.00413	0.00245	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.45015	0	0	0	0	0	0	0	0	0
Healthy	1.5199	0	0	0	0	0	0	0.5221	0	0	24.6633	5.93873	1.75967	0	0.63162	0	0.23734	0.03073	0.12511	0
Healthy	0	0	0	0	0	0	0.00467	0.74693	0	0	3.19511	7.90816	0	0.16553	1.36398	0	0	0	0	0
Healthy	4.29689	0	0	0	0	0	0	0.00277	0.0055	0.00227	11.1884	0	0.18053	0.71531	1.24335	0	0.04916	0.04193	0.00391	0.0055
Healthy	0	0	0	0	0	0	0	0.11182	0	0.63411	0	1.84044	0	0	0	0	0	0.03755	0	0
Healthy	0.11308	0	2.83526	0	0	0	0	0	0.00907	0	4.73767	2.74722	1.08657	0	0	0	0	0.05178	0	0.00907
Healthy	0.00083	0	0	0	0	0	2.71127	0	0	0	0.09779	0	0	0	0.35787	0	0	0	0	0
Healthy	1.36458	0	0	0	0	0	0.46687	0.00777	0.0005	0.00012	13.0914	1.11538	5.24264	0.64865	0.89035	0	0.21922	0.00909	0.00038	0.0005
Healthy	5.75258	0	0	0	24.5058	0	0	0	0	0	4.46044	0.13726	0.30072	0	0	0	0.01405	0.00328	0.00587	0
Healthy	1.39299	0	20.202	0.02559	0.00171	35.7359	0	0.09089	0	0.02019	1.02937	0	0.15639	0	0.32572	0.06959	0	0.00331	0.12703	0
Healthy	1.96996	22.0448	0	0	0	2.86252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
