group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	15.55955	1.5941	0.83116	0.10122		45.38809	15.55955	1.5941	2.12782	0.88651	0.10122	0.83116	12.9929	0.17241	
Healthy	19.73702	0.03156	0	0		63.45599	19.73702	0.03156	3.98741	0	0	0	0	0.24935	
Healthy	8.24757	1.43013	0.26992	0		69.81945	8.24757	1.43013	3.14765	0	0	0.26992	0.0457	1.37307	
Healthy	16.17619	0	0	0.29747		69.98304	16.17619	0	0.29458	11.7478	0.29747	0	0	0	
Healthy	15.52911	1.10062	0.00651	1.00862		62.43706	15.52911	1.10062	2.44959	9.86109	1.00862	0.00651	0	0.13521	
Healthy	14.17754	0.19183	0	22.9357		29.76015	14.17754	0.19183	1.49977	0	22.9357	0	0	0.02902	
Healthy	3.11198	1.23658	0.35107	0.01074		67.42135	3.11198	1.23658	0.84488	0.0852	0.01074	0.35107	0	0.44981	
D009765	44.35445	19.97929	3.57025	4.21508		3.54487	44.35445	19.97929	0	6.41742	4.21508	3.57025	0.0492	1.26819	
Healthy	24.04308	4.98521	4.47468	0.12582		47.00231	24.04308	4.98521	0.66598	6.39375	0.12582	4.47468	0	0.1164	
Healthy	19.68434	2.38451	0.15054	1.66704		38.03577	19.68434	2.38451	4.86659	0.01741	1.66704	0.15054	5.49142	0	
Healthy	29.07694	7.47009	1.04151	1.35904		3.48867	29.07694	7.47009	27.6154	0.77266	1.35904	1.04151	0	0	
D009765	15.47119	0.91115	1.81351	0.87408		62.25659	15.47119	0.91115	0.3432	5.20201	0.87408	1.81351	0.03047	0.08583	
Healthy	15.43657	0	2.74557	0.17148		34.634	15.43657	0	0	0	0.17148	2.74557	17.6933	0	
Healthy	45.00958	0.06912	0.2721	0		46.3665	45.00958	0.06912	0.36292	4.47682	0	0.2721	0	0	
Healthy	5.62988	0.70662	0.31407	7.18822		54.44457	5.62988	0.70662	1.34855	9.05807	7.18822	0.31407	0	0.18762	
Healthy	9.2868	0.1434	0.03741	0		77.24692	9.2868	0.1434	0.14372	0	0	0.03741	0	0.00309	
Healthy	35.75068	0	3.09126	0		39.9439	35.75068	0	5.80849	3.97214	0	3.09126	0	0	
Healthy	16.12419	3.52574	1.10038	0.69177		28.4648	16.12419	3.52574	14.21093	0.54066	0.69177	1.10038	0	0.18521	
Healthy	0.03466	8.66414	1.02451	0		11.18476	0.03466	8.66414	5.70785	0.33322	0	1.02451	0	0	
Healthy	9.79154	0.25312	0.46318	0		68.83196	9.79154	0.25312	5.97047	4.49546	0	0.46318	0	0	
Healthy	30.83664	11.78184	0.35929	0.04061		18.48175	30.83664	11.78184	1.53753	10.42097	0.04061	0.35929	0	0.00557	
Healthy	53.70018	12.95192	1.55353	0		19.80125	53.70018	12.95192	1.47459	2.14611	0	1.55353	0	0	
Healthy	3.93037	0.24912	0.02738	0.89533		89.60612	3.93037	0.24912	0.94943	0	0.89533	0.02738	0	0	
Healthy	12.64055	0	0.07434	0		79.32634	12.64055	0	2.88359	0	0	0.07434	0	0.02326	
Healthy	1.59126	0.29612	0.13998	0		64.7915	1.59126	0.29612	10.15778	8.9084	0	0.13998	0	0.0209	
Healthy	13.54474	2.91384	0.11963	0		46.14072	13.54474	2.91384	3.35739	0.11281	0	0.11963	0.04177	0.13915	
Healthy	15.06641	1.97273	0.23547	0		74.22648	15.06641	1.97273	0.7431	0.11805	0	0.23547	0	0	
D009765	43.1385	34.93206	1.13139	5.64883		5.12351	43.1385	34.93206	0.42775	0.40699	5.64883	1.13139	0	0	
Healthy	49.74067	2.75021	0.91207	2.16926		24.52221	49.74067	2.75021	0.41297	1.28214	2.16926	0.91207	2.40259	0.08894	
Healthy	20.45037	0.01594	0	0		62.82739	20.45037	0.01594	3.9654	0	0	0	0	0.19456	
D009765	42.54679	13.45709	0	0		9.21604	42.54679	13.45709	0	0	0	0	0	0	
Healthy	33.64466	23.14144	0.26564	0.02971		16.25658	33.64466	23.14144	0.91039	1.27647	0.02971	0.26564	0	0.18604	
Healthy	3.65475	0.04468	0	0.69476		60.71918	3.65475	0.04468	8.66966	9.30341	0.69476	0	0	0.30347	
Healthy	51.77425	3.1517	1.18304	0		38.66583	51.77425	3.1517	0.6495	0.0853	0	1.18304	0	0	
Healthy	8.04165	0.04541	0.04636	0		73.60357	8.04165	0.04541	0.42268	2.56042	0	0.04636	0	0.02988	
Healthy	34.36809	10.12917	5.1123	0		22.96777	34.36809	10.12917	0.18905	4.49516	0	5.1123	0	0	
Healthy	18.52373	12.47839	14.23795	2.50305		16.50911	18.52373	12.47839	9.87748	0.59859	2.50305	14.23795	0	0	
Healthy	8.03686	0.53355	0.22599	0.96752		51.20972	8.03686	0.53355	17.5473	1.22751	0.96752	0.22599	0	0.01556	
Healthy	39.0658	0.82819	0.32782	0		24.12008	39.0658	0.82819	0.28473	8.2285	0	0.32782	0	0	
Healthy	26.3806	0.96963	0.72266	0.01451		47.11644	26.3806	0.96963	8.08495	4.43905	0.01451	0.72266	0	0	
Healthy	4.01325	28.37131	0	0		46.53449	4.01325	28.37131	0	0.80593	0	0	0	0	
Healthy	24.7403	1.94747	0.10711	1.4265		49.88645	24.7403	1.94747	0.68028	0	1.4265	0.10711	0	0.31051	
Healthy	21.33864	3.5772	1.8235	0		40.86327	21.33864	3.5772	0.27646	6.69904	0	1.8235	0	0	
Healthy	13.37243	0	0.15243	0		82.80283	13.37243	0	0	0	0	0.15243	0	0	
Healthy	27.90381	14.04777	0	0		16.93243	27.90381	14.04777	2.14707	0.02442	0	0	0	0	
Healthy	12.47808	0.14102	0.18906	5.35162		74.21552	12.47808	0.14102	0.64224	0	5.35162	0.18906	0	0.02569	
Healthy	1.45453	0.27148	0.17368	0		66.90504	1.45453	0.27148	11.69508	8.09313	0	0.17368	0	0.01842	
Healthy	52.16972	5.67837	2.01532	0		1.76094	52.16972	5.67837	1.50484	0.17896	0	2.01532	6.63654	0.0237	
Healthy	11.26894	0.2849	0.03819	0.35196		77.53896	11.26894	0.2849	0.91626	7.44466	0.35196	0.03819	0	0.00133	
Healthy	32.80167	13.69647	24.00973	0		7.16012	32.80167	13.69647	1.78324	1.98326	0	24.00973	1.63292	0.00046	
Healthy	15.41412	21.6242	1.05054	1.88655		20.66517	15.41412	21.6242	8.78375	1.28951	1.88655	1.05054	0	0	
Healthy	37.61501	0.28845	0.46505	0.70036		41.07074	37.61501	0.28845	7.85251	0.90973	0.70036	0.46505	0	0	
Healthy	36.91824	14.10246	0.1602	0.0041		27.96579	36.91824	14.10246	1.37364	3.84082	0.0041	0.1602	0	0.00347	
Healthy	10.06272	4.23675	0	0.12044		69.93574	10.06272	4.23675	0.319	2.71768	0.12044	0	0.0527	0.0611	
Healthy	39.90975	8.56892	0.91578	0.99344		30.96834	39.90975	8.56892	0.5377	4.54691	0.99344	0.91578	0.26311	0.14221	
Healthy	24.60849	0	0	1.0437		53.65126	24.60849	0	7.5286	0	1.0437	0	0	0.05295	
Healthy	28.73485	0.2069	0	0		62.8	28.73485	0.2069	0.17831	0	0	0	0	0	
Healthy	9.73737	0.27318	0.43515	0		68.59559	9.73737	0.27318	6.19596	4.35983	0	0.43515	0	0	
Healthy	28.43881	0.0476	0.0663	0		63.18419	28.43881	0.0476	2.98424	0	0	0.0663	0	0.43122	
Healthy	45.85588	2.55861	1.10217	0		21.09517	45.85588	2.55861	0.76695	1.80022	0	1.10217	0.39262	0	
Healthy	34.78657	35.03187	0.31516	0		15.95491	34.78657	35.03187	1.21066	2.07311	0	0.31516	0	0	
Healthy	42.2651	0	0	0		57.7349	42.2651	0	0	0	0	0	0	0	
Healthy	38.05386	5.95439	0.98014	0		36.7589	38.05386	5.95439	0.15509	2.02217	0	0.98014	0	0	
Healthy	25.17746	0.84559	0.57001	0		56.86951	25.17746	0.84559	0.42967	2.6772	0	0.57001	0	0	
Healthy	22.79354	0.40386	5.28449	0		58.40417	22.79354	0.40386	1.65639	2.0217	0	5.28449	0	0	
Healthy	8.36029	0.69964	0.06265	0		82.74286	8.36029	0.69964	0.95318	0.12295	0	0.06265	0	0	
Healthy	0.00181	0.01748	7.22827	0		0.0113	0.00181	0.01748	91.63124	0.92279	0	7.22827	0	0	
Healthy	29.01867	4.60976	0.85257	0.21708		42.49249	29.01867	4.60976	0.94444	3.84794	0.21708	0.85257	0	0.05792	
Healthy	23.67031	0.09646	0.04758	0		64.67929	23.67031	0.09646	1.15823	0	0	0.04758	0	0.45755	
Healthy	23.077	0.04836	0.27115	0		66.61678	23.077	0.04836	0.69383	0.19462	0	0.27115	0	0.00175	
Healthy	62.62111	0.77807	1.43318	0		19.25327	62.62111	0.77807	0.27603	0.41895	0	1.43318	0	0	
Healthy	0.29063	69.66254	2.66073	2.4118		6.74321	0.29063	69.66254	0.18035	1.04081	2.4118	2.66073	0	0	
Healthy	10.24906	0.25547	0.5862	0		69.46398	10.24906	0.25547	5.9785	4.61877	0	0.5862	0	0	
Healthy	8.58278	2.11354	1.03577	0.59191		42.84926	8.58278	2.11354	31.30629	0.07546	0.59191	1.03577	0.09692	0.0795	
Healthy	27.60852	0.42755	0	0		62.42068	27.60852	0.42755	0.04775	0	0	0	0	0	
Healthy	27.29323	0.08662	0.09143	0		64.45509	27.29323	0.08662	3.08774	0	0	0.09143	0	0.47047	
D009765	35.32996	0	0	0		9.42933	35.32996	0	0	19.2033	0	0	0	0	
Healthy	73.24519	0	3.02827	0		5.88306	73.24519	0	0	1.16794	0	3.02827	12.5629	0	
Healthy	48.72356	1.60441	0.16333	0		26.19194	48.72356	1.60441	1.78746	6.5942	0	0.16333	0	0.00465	
Healthy	18.72271	5.1286	0.19957	1.63701		57.48656	18.72271	5.1286	1.01856	0.01034	1.63701	0.19957	0.40335	0.05587	
D009765	68.2116	9.01321	7.52754	0		0.88392	68.2116	9.01321	0	0.00498	0	7.52754	0	0	
Healthy	29.96369	2.72386	2.29294	0		32.68989	29.96369	2.72386	2.16276	0.75139	0	2.29294	2.51116	0.022	
Healthy	6.05339	2.10793	0	4.96987		59.43163	6.05339	2.10793	0.2915	0	4.96987	0	0.23143	0.87425	
Healthy	51.33871	7.16455	0.20863	0		7.70073	51.33871	7.16455	0	6.42124	0	0.20863	0	0	
Healthy	3.10448	1.20917	0.44796	0.00221		68.41298	3.10448	1.20917	0.63459	0.07924	0.00221	0.44796	0	0.42072	
Healthy	23.58374	15.76752	0.09856	0.07655		43.74143	23.58374	15.76752	0.49002	0.20121	0.07655	0.09856	0	0.0675	
Healthy	15.13221	1.5923	0.01691	0		19.80319	15.13221	1.5923	0	0.51624	0	0.01691	0	0	
Healthy	66.20966	1.35463	0.51558	0		22.94598	66.20966	1.35463	1.37404	0	0	0.51558	0	0	
Healthy	25.98322	0.48423	4.71799	0		58.22365	25.98322	0.48423	0	6.75712	0	4.71799	0	0	
Healthy	30.67778	4.33875	2.53554	4.6533		38.86294	30.67778	4.33875	0.40537	1.46819	4.6533	2.53554	1.28516	0.01959	
Healthy	6.88937	1.48081	0.17695	43.9572		13.12369	6.88937	1.48081	10.56355	2.55874	43.9572	0.17695	0	0.72076	
Healthy	0.11079	0.27556	0.45165	0		0.00985	0.11079	0.27556	95.29237	0	0	0.45165	0	0	
Healthy	11.31323	6.15104	0.21151	7.07682		44.97863	11.31323	6.15104	0.25018	17.96113	7.07682	0.21151	0	0.12106	
Healthy	26.51459	0.39577	16.61759	0		25.14386	26.51459	0.39577	0.16151	4.63536	0	16.61759	0	0.10155	
Healthy	39.72337	3.40444	3.04355	1.63248		35.31285	39.72337	3.40444	0.68003	0.01775	1.63248	3.04355	5.67771	0.10535	
Healthy	52.67349	0.46121	0.10779	0.00167		36.11413	52.67349	0.46121	0.03997	0.06971	0.00167	0.10779	0	0	
Healthy	11.85154	0.02763	0.41864	0		77.08866	11.85154	0.02763	0.18297	2.86705	0	0.41864	0	0	
Healthy	14.04908	0.84943	0.00926	0		63.73873	14.04908	0.84943	1.5983	0.29363	0	0.00926	0.18688	0.05634	
Healthy	6.32552	1.63486	0.03591	0		83.6596	6.32552	1.63486	0.72399	0	0	0.03591	0	0.05384	
Healthy	49.63244	15.38945	0.74372	0		16.99597	49.63244	15.38945	0.52812	0.16466	0	0.74372	0	0.15744	
Healthy	49.30251	1.96731	2.64771	0		16.26391	49.30251	1.96731	0.21781	1.62989	0	2.64771	0.18574	0.28306	
Healthy	6.42321	0.61621	0.29062	0		78.51763	6.42321	0.61621	0	0.04011	0	0.29062	0.10866	1.7125	
Healthy	27.90798	0.03955	0.09975	0		63.59761	27.90798	0.03955	3.21734	0	0	0.09975	0	0.49759	
Healthy	51.02609	0.10886	0.1009	0.02182		36.04103	51.02609	0.10886	0.09703	1.71883	0.02182	0.1009	0	0	
Healthy	32.32824	0.11345	3.00666	0.15338		45.38754	32.32824	0.11345	0	2.23177	0.15338	3.00666	0.56772	0	
Healthy	0	0.00228	0	0		0.00421	0	0.00228	99.93234	0	0	0	0	0	
D009765	57.65171	0.9601	0.99611	0.1379		19.71274	57.65171	0.9601	1.13967	5.23989	0.1379	0.99611	0	0	
D009765	19.06722	13.68754	0	17.9789		29.42966	19.06722	13.68754	0.76501	0	17.9789	0	0	0	
Healthy	10.09902	0.239	0.01218	0		82.99465	10.09902	0.239	0.58053	0.2602	0	0.01218	0	0	
Healthy	15.40317	30.55125	0.70205	0.14577		36.25359	15.40317	30.55125	0.77074	0.59226	0.14577	0.70205	0	0	
Healthy	15.95391	1.20576	0.05353	0		63.32827	15.95391	1.20576	0.16061	0.00681	0	0.05353	0	0.05515	
Healthy	53.61709	0.27293	4.57667	0		20.864	53.61709	0.27293	0	6.80856	0	4.57667	5.73709	0.12984	
Healthy	10.85856	0.52426	0	8.13114		58.84551	10.85856	0.52426	0.35696	0.51805	8.13114	0	0	0.558	
Healthy	7.42833	0.05285	0.0729	0		66.80943	7.42833	0.05285	0.81014	6.50562	0	0.0729	0	0.06348	
Healthy	7.05663	0.35379	0.36642	0		70.63648	7.05663	0.35379	0.20796	6.20217	0	0.36642	0	0	
Healthy	7.68038	0	0.04692	0		73.14741	7.68038	0	0.53794	2.82719	0	0.04692	0	0.0076	
Healthy	35.34887	3.99432	0.39195	0.03008		42.19125	35.34887	3.99432	3.68128	0.02608	0.03008	0.39195	0	0	
Healthy	22.52641	0.1482	0.00409	0.56197		67.05309	22.52641	0.1482	0.63627	0	0.56197	0.00409	0	0.01281	
Healthy	10.5275	0.12581	0.04755	0		77.87985	10.5275	0.12581	0.19375	0	0	0.04755	0	0	
Healthy	5.0591	0.34483	0.24304	1.37537		83.57456	5.0591	0.34483	0.19074	8.19476	1.37537	0.24304	0	0	
Healthy	22.97919	0.11416	7.47052	0		43.23673	22.97919	0.11416	0.35282	0	0	7.47052	0	0.00266	
Healthy	31.96598	11.23443	0.05291	0		21.21822	31.96598	11.23443	0.16247	0.62685	0	0.05291	0	0	
D009765	57.00748	0	2.54871	0		35.85195	57.00748	0	0	0	0	2.54871	0.35539	0	
Healthy	4.62112	3.65866	0	0.05846		83.62879	4.62112	3.65866	0.05599	0	0.05846	0	0.6732	0.39031	
Healthy	31.5261	13.18746	23.68994	0		9.64181	31.5261	13.18746	1.47894	1.94683	0	23.68994	1.51831	0.00529	
Healthy	61.56318	1.08858	0.5917	0		15.2001	61.56318	1.08858	0.10204	0	0	0.5917	0.41172	0.00744	
Healthy	2.30836	78.99152	0.06682	0		6.84403	2.30836	78.99152	5.85655	0.023	0	0.06682	0	0	
Healthy	27.80193	0.38268	0.06608	0.02786		64.07225	27.80193	0.38268	2.55552	0.01208	0.02786	0.06608	0	0.2493	
Healthy	26.70769	3.62785	15.3543	1.73321		24.68236	26.70769	3.62785	0.77077	8.18667	1.73321	15.3543	0	0	
Healthy	29.10255	0.01017	0.31791	0		47.58464	29.10255	0.01017	4.7279	0.04092	0	0.31791	0	0.01577	
Healthy	28.12743	1.91984	0.1753	7.46565		41.69468	28.12743	1.91984	0.44651	0.06613	7.46565	0.1753	2.58859	0.1953	
Healthy	43.23609	0.19277	3.07432	0.09818		41.82928	43.23609	0.19277	0.21744	0.52446	0.09818	3.07432	0.04879	0.01062	
Healthy	6.19056	1.5284	0.03982	0		83.32758	6.19056	1.5284	0.63587	0	0	0.03982	0	0.05279	
Healthy	23.63656	38.61459	1.35868	0		25.55658	23.63656	38.61459	1.37371	0.85009	0	1.35868	0	0	
Healthy	32.75329	10.3167	0.73901	0		45.19073	32.75329	10.3167	2.5538	1.38538	0	0.73901	0	0.00132	
D009765	30.74749	2.83692	0.06457	0		13.53549	30.74749	2.83692	0.05685	27.12971	0	0.06457	0	0.15833	
D009765	14.3266	33.62238	0.23104	0		2.74656	14.3266	33.62238	0	44.8768	0	0.23104	0	0	
Healthy	9.17053	7.78644	0.20564	6.54328		35.35294	9.17053	7.78644	0.30027	0	6.54328	0.20564	25.1723	0.06853	
Healthy	38.10267	0.31686	0.51197	0.76858		40.45877	38.10267	0.31686	8.06626	0.92708	0.76858	0.51197	0	0	
D009765	23.43297	0.54249	2.88371	0		59.85894	23.43297	0.54249	0.09117	0	0	2.88371	0	0	
D009765	31.14265	2.80057	0.06465	0		13.74404	31.14265	2.80057	0.0773	26.79348	0	0.06465	0	0.11017	
Healthy	25.90139	9.44479	0.42852	0.94624		39.76939	25.90139	9.44479	1.80414	0.23996	0.94624	0.42852	0	0	
Healthy	21.75284	0.9595	1.84507	2.87693		40.0581	21.75284	0.9595	2.68824	6.42822	2.87693	1.84507	0	0.01538	
Healthy	0	77.81907	0.5705	0		7.38156	0	77.81907	3.36562	2.17314	0	0.5705	0	0	
Healthy	25.01971	13.49806	0.38445	0.05151		40.00541	25.01971	13.49806	1.49391	4.13448	0.05151	0.38445	0	0	
Healthy	15.29849	0.04287	0	0.11621		67.45016	15.29849	0.04287	0.27252	0	0.11621	0	0.05076	0	
D009765	64.99368	6.49601	1.04796	1.9127		9.72584	64.99368	6.49601	0	0.35272	1.9127	1.04796	0	0	
Healthy	42.49915	10.56806	0.11771	1.77402		18.93339	42.49915	10.56806	0.12693	3.54365	1.77402	0.11771	0	0.03051	
Healthy	25.68701	0.29412	1.9083	0		33.38716	25.68701	0.29412	0.15321	4.00704	0	1.9083	0	0	
Healthy	28.21169	0.4995	0.006	5.50325		14.43407	28.21169	0.4995	2.52543	1.79344	5.50325	0.006	0.05808	0	
D009765	13.95674	0	0	0		73.19077	13.95674	0	0	8.38674	0	0	0	0	
D009765	49.03195	0	4.17877	0.10289		32.97976	49.03195	0	0.09458	1.31149	0.10289	4.17877	0	0	
D009765	24.88686	1.72253	0.52304	0		31.39258	24.88686	1.72253	8.727	0	0	0.52304	0	0	
Healthy	56.96097	0.18279	0.95955	0.55641		26.99455	56.96097	0.18279	0.16637	0	0.55641	0.95955	0.1082	0	
Healthy	39.97158	0.53544	0.68012	0		32.13403	39.97158	0.53544	1.18441	12.52359	0	0.68012	0.09203	0.01282	
Healthy	44.96341	12.99173	2.81392	0.93483		15.76133	44.96341	12.99173	0.00495	3.47983	0.93483	2.81392	0	0	
Healthy	42.08953	26.23018	5.06562	0		0.00116	42.08953	26.23018	10.14839	0.24214	0	5.06562	0	0	
Healthy	8.77087	48.46381	0.67221	0		21.72158	8.77087	48.46381	3.94418	0.26247	0	0.67221	0.00083	0.00855	
D009765	37.36005	6.09792	0	0.31035		23.59918	37.36005	6.09792	3.04237	4.18924	0.31035	0	0	0	
Healthy	15.04774	0.02949	0.00703	0		80.02181	15.04774	0.02949	0.39459	0	0	0.00703	0	0.03054	
D009765	31.69168	1.97159	0.6694	6.39413		33.99242	31.69168	1.97159	0.3283	0.07267	6.39413	0.6694	0.36651	0.01692	
Healthy	2.76603	0.18969	0	1.85231		92.37086	2.76603	0.18969	0.5699	0	1.85231	0	0	0	
Healthy	39.68371	0	6.35549	0		36.46828	39.68371	0	0	0.14734	0	6.35549	7.54448	0	
Healthy	22.46823	6.68522	0.58617	0.71933		38.19224	22.46823	6.68522	9.98602	0.01761	0.71933	0.58617	0	0.00133	
D009765	26.88784	0.59748	1.62231	0.24772		40.10186	26.88784	0.59748	1.3408	11.38095	0.24772	1.62231	0	0.02893	
Healthy	0	6.59575	5.4974	0		0.03814	0	6.59575	87.76696	0	0	5.4974	0	0	
D009765	32.514	3.16223	1.39219	0		10.60361	32.514	3.16223	9.66777	0.01603	0	1.39219	0	0.00759	
Healthy	37.92812	0.47902	1.19446	0.01764		45.26473	37.92812	0.47902	2.95411	1.28327	0.01764	1.19446	1.70994	0.00889	
Healthy	11.65107	0	0	0.70276		74.29777	11.65107	0	0.01528	3.61042	0.70276	0	0	0	
Healthy	39.05863	3.53789	0.10864	0		36.8274	39.05863	3.53789	0.19655	0.07209	0	0.10864	1.80075	0.15156	
Healthy	14.09583	0.02023	0.51735	0		81.72666	14.09583	0.02023	0	0	0	0.51735	0	0	
D009765	22.15919	3.18754	1.61861	48.891		9.61142	22.15919	3.18754	0	0	48.891	1.61861	0	0	
Healthy	8.20005	0.02352	0.02913	0		73.74703	8.20005	0.02352	0.61323	2.62063	0	0.02913	0	0.04112	
Healthy	10.29268	4.05241	0	0.09043		70.62031	10.29268	4.05241	0.39039	2.80683	0.09043	0	0.04311	0.07434	
Healthy	22.05547	4.81243	3.42795	0.98179		42.29907	22.05547	4.81243	0.28059	0.21969	0.98179	3.42795	0	0.01399	
Healthy	48.19235	0	0.76987	0		28.91364	48.19235	0	0	6.52691	0	0.76987	0	0	
Healthy	14.30626	0.5288	0.31565	23.484		29.45115	14.30626	0.5288	0	2.52302	23.484	0.31565	2.20838	0.71462	
Healthy	9.71004	3.63884	0.09111	0.90006		59.94951	9.71004	3.63884	0.24576	7.61911	0.90006	0.09111	0.91984	0.36652	
Healthy	10.42742	4.25947	0.01041	0.11704		69.31403	10.42742	4.25947	0.35618	2.84921	0.11704	0.01041	0.06314	0.08906	
Healthy	37.54418	0	0	0		51.86404	37.54418	0	0.04924	3.95932	0	0	0	0	
Healthy	7.19351	0.00788	0.10386	0		87.79754	7.19351	0.00788	0.02213	0.83182	0	0.10386	0	0	
Healthy	24.0498	1.27202	0.32	0		52.10296	24.0498	1.27202	1.87444	1.84818	0	0.32	0	0	
Healthy	40.23628	5.34989	3.31825	0		3.58455	40.23628	5.34989	0	9.46156	0	3.31825	0	0	
Healthy	7.58224	0.40903	0.27242	0		68.68363	7.58224	0.40903	0.23778	6.41941	0	0.27242	0	0	
Healthy	9.90427	0.20519	0.50213	0		68.74356	9.90427	0.20519	0.07863	0	0	0.50213	0	1.66613	
Healthy	34.3302	5.20082	11.84842	1.91177		28.65617	34.3302	5.20082	2.17787	1.91706	1.91177	11.84842	0	0	
Healthy	15.58102	1.1437	0.07183	0		63.79876	15.58102	1.1437	0.15651	0.00928	0	0.07183	0	0.06513	
Healthy	2.41615	0.0863	0	0		79.20896	2.41615	0.0863	0.26069	3.23865	0	0	0	0	
Healthy	28.81302	0	0.0223	0.00383		56.25764	28.81302	0	0.01474	2.4818	0.00383	0.0223	0	0	
Healthy	29.47053	4.58886	0.23235	0.46621		32.27683	29.47053	4.58886	1.15039	5.57201	0.46621	0.23235	0.11285	0.00189	
Healthy	17.59314	1.24577	0.06868	0		64.17502	17.59314	1.24577	0.19017	0.00458	0	0.06868	0	0.06104	
Healthy	23.91868	2.14557	2.45416	0.4713		42.13047	23.91868	2.14557	3.57498	1.95053	0.4713	2.45416	0.14447	0.0481	
Healthy	66.8256	7.83428	0	17.4263		0	66.8256	7.83428	0	0	17.4263	0	0	0	
Healthy	44.58733	0	0.11797	0		32.80466	44.58733	0	0.40379	5.37393	0	0.11797	0.15253	0	
Healthy	11.51107	0.02957	0.07184	0		56.49432	11.51107	0.02957	0.71479	0.00129	0	0.07184	0	0.03612	
Healthy	3.76215	21.04313	0.86968	0		68.44359	3.76215	21.04313	1.52386	0.13021	0	0.86968	0	0	
Healthy	2.12578	0	0	0.53649		92.1473	2.12578	0	4.12779	0	0.53649	0	0	0	
Healthy	37.48533	5.02245	2.88264	3.051		23.00519	37.48533	5.02245	2.08862	1.29797	3.051	2.88264	3.06931	0	
D009765	14.85032	1.41162	0.00644	5.41271		33.30119	14.85032	1.41162	2.5866	0	5.41271	0.00644	0	0.01801	
Healthy	27.95041	0	0.0405	0		64.06188	27.95041	0	3.18134	0	0	0.0405	0	0.24434	
Healthy	27.79906	0.06704	0.07771	0		64.13532	27.79906	0.06704	3.01158	0	0	0.07771	0	0.33779	
Healthy	47.65975	0.3515	0.47803	1.18295		14.14777	47.65975	0.3515	0.29008	0	1.18295	0.47803	0	0.04101	
Healthy	50.32821	2.8568	18.58702	0.00566		18.69823	50.32821	2.8568	0.07615	1.62095	0.00566	18.58702	0	0	
Healthy	60.43685	1.28228	2.72725	0.02702		12.99612	60.43685	1.28228	0.20592	1.52412	0.02702	2.72725	1.70278	0	
Healthy	47.10592	2.28523	8.36331	0		24.87301	47.10592	2.28523	2.52419	0.1432	0	8.36331	0.81474	0.09504	
Healthy	37.85585	0.6947	0.57303	0		28.73911	37.85585	0.6947	0	2.69908	0	0.57303	9.23471	0	
Healthy	32.19718	0.39939	3.20524	14.9065		24.27956	32.19718	0.39939	11.58286	0.0031	14.9065	3.20524	0	0.00212	
Healthy	15.38875	0.99055	0.12222	0.28653		75.23177	15.38875	0.99055	0.04317	0	0.28653	0.12222	0	0	
Healthy	23.36519	0.06475	0.07644	0		62.65267	23.36519	0.06475	8.85477	0.02726	0	0.07644	0	0.02153	
D009765	18.54489	3.14641	1.34162	4.91392		42.76934	18.54489	3.14641	1.67537	1.72756	4.91392	1.34162	0.53665	0.28312	
Healthy	51.20299	0.15815	1.26624	0		33.92343	51.20299	0.15815	0.529	0	0	1.26624	0.89622	0	
Healthy	13.88628	0.87671	0.50458	5.74457		60.8361	13.88628	0.87671	3.13255	0.37625	5.74457	0.50458	0	0	
Healthy	52.75611	5.93184	0.80012	0		22.48595	52.75611	5.93184	0.65702	4.71729	0	0.80012	0	0	
D009765	25.35661	3.424	2.71347	43.3463		7.99443	25.35661	3.424	0	0	43.3463	2.71347	0	0	
D009765	30.45038	5.94882	2.46143	0		18.27494	30.45038	5.94882	0.03948	37.45141	0	2.46143	0	0.00168	
Healthy	7.23406	0.2826	0.05079	10.3129		67.57311	7.23406	0.2826	0.08094	0.85189	10.3129	0.05079	0	0.19444	
Healthy	35.81923	1.00994	3.87859	0		40.07286	35.81923	1.00994	0.24052	1.40714	0	3.87859	0.71531	0	
D009765	29.058	13.74963	0	9.2016		19.38794	29.058	13.74963	8.42709	0	9.2016	0	0	0	
Healthy	20.68332	0.47592	1.06094	0		57.19092	20.68332	0.47592	0.41712	0.00153	0	1.06094	0	0	
Healthy	0.09445	0.25315	0.32245	0		0.0487	0.09445	0.25315	15.84624	0.00048	0	0.32245	0	0	
D009765	77.84421	7.43149	3.61734	0		4.26862	77.84421	7.43149	0	0.14537	0	3.61734	0	0	
Healthy	1.3669	0	1.26078	0		85.92767	1.3669	0	1.31886	0	0	1.26078	0	0	
Healthy	51.16439	3.40006	5.52076	0		26.65492	51.16439	3.40006	2.63804	0.06649	0	5.52076	0.49771	0	
Healthy	36.05002	0	0	0		56.2617	36.05002	0	0	3.79571	0	0	0	0	
Healthy	21.97814	0.2026	13.79911	0		51.67547	21.97814	0.2026	1.01497	0.56282	0	13.79911	0	0	
Healthy	39.34834	5.29912	0.03143	0		20.97575	39.34834	5.29912	1.03159	2.5507	0	0.03143	0	0.14777	
Healthy	0.00731	92.88663	5.73863	0		0.04408	0.00731	92.88663	1.28372	0	0	5.73863	0	0	
