group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	58.83414	2.23707	12.89759	0		19.20653	58.83414	2.23707	0.95059	1.84595	0	12.89759	1.04804	0	
Healthy	24.96509	0.16171	0.09399	0		61.23649	24.96509	0.16171	5.19171	0.00798	0	0.09399	0	0.14748	
Healthy	24.80483	0.19611	0.10133	0		61.52382	24.80483	0.19611	5.3096	0	0	0.10133	0	0.14814	
Healthy	3.52411	0.04168	0	0.79293		61.23341	3.52411	0.04168	7.97298	9.44246	0.79293	0	0	0.33399	
Healthy	13.98414	0.73847	0.55573	5.96611		60.29015	13.98414	0.73847	3.1175	0.42706	5.96611	0.55573	0	0	
Healthy	5.9238	0.55301	0	0.05654		60.90446	5.9238	0.55301	2.72043	0.23887	0.05654	0	0	0	
Healthy	15.72849	0	9.84039	0		38.99953	15.72849	0	3.05793	0.56786	0	9.84039	0	0	
Healthy	70.28277	1.21596	0.58813	0		16.03709	70.28277	1.21596	0.18887	0	0	0.58813	0	0	
Healthy	3.65261	0	0	0		72.96854	3.65261	0	0	10.1396	0	0	0	0	
Healthy	25.44041	0.13837	0.09355	0		63.08919	25.44041	0.13837	5.14275	0.00816	0	0.09355	0	0.20481	
Healthy	7.55228	0.21558	0.11772	0		86.49669	7.55228	0.21558	1.86417	0	0	0.11772	0	0.10238	
Healthy	29.03576	0.4813	0.06962	0.69377		62.46336	29.03576	0.4813	0.00362	0.21553	0.69377	0.06962	0	0.01272	
Healthy	7.17953	1.64071	0.00781	12.3504		50.72942	7.17953	1.64071	0.14916	0	12.3504	0.00781	0	0.97352	
Healthy	9.58365	0	0	5.12023		65.12554	9.58365	0	11.30199	0.29827	5.12023	0	0.54418	0.06167	
Healthy	6.585	1.84409	0.60805	0.14545		45.519	6.585	1.84409	0.50545	3.06797	0.14545	0.60805	0	0.65801	
Healthy	38.41428	0	0.52997	0		38.42566	38.41428	0	0.16798	9.7945	0	0.52997	0	0.06499	
Healthy	24.69864	0	0.01933	1.67518		57.43447	24.69864	0	6.45037	1.68323	1.67518	0.01933	0.24888	0.05635	
Healthy	74.09152	0	0	0		25.9085	74.09152	0	0	0	0	0	0	0	
Healthy	10.21693	3.76883	0.1473	0.87803		60.72875	10.21693	3.76883	0.31618	7.60652	0.87803	0.1473	0.94585	0.37818	
Healthy	33.94672	4.62219	0.32918	0		39.65412	33.94672	4.62219	0.86213	10.00857	0	0.32918	0	0.24869	
Healthy	2.18556	0.15458	0	0		68.11255	2.18556	0.15458	0.77609	10.51246	0	0	0	0	
Healthy	35.94869	0.24924	0.06123	0.00032		51.31828	35.94869	0.24924	0.23275	0.00199	0.00032	0.06123	0	0.24608	
Healthy	24.05884	0	0.04515	0		61.20586	24.05884	0	0.03347	0	0	0.04515	0	0	
Healthy	44.31122	2.04517	1.51245	1.83282		26.18248	44.31122	2.04517	2.13931	3.84904	1.83282	1.51245	0	0	
Healthy	13.84086	0.84066	0.42758	5.82674		60.2623	13.84086	0.84066	3.11694	0.34639	5.82674	0.42758	0	0	
Healthy	28.15127	1.50592	0.18432	0		60.18214	28.15127	1.50592	2.40753	0	0	0.18432	0	0	
Healthy	58.24151	0	7.68274	0		11.533	58.24151	0	0	0.13631	0	7.68274	0.64383	0	
Healthy	38.30841	0.23969	0.06627	0		42.72847	38.30841	0.23969	0.38855	0.03605	0	0.06627	0	0	
Healthy	9.83535	3.26436	0.27666	0		74.81172	9.83535	3.26436	0.10798	0	0	0.27666	0	0.01841	
Healthy	7.13475	1.52105	0.13948	43.4724		13.58487	7.13475	1.52105	10.57963	2.79994	43.4724	0.13948	0	0.71462	
Healthy	10.51281	0.62671	0.00218	0.03469		71.38515	10.51281	0.62671	2.92244	0.03338	0.03469	0.00218	0	0.01487	
Healthy	54.55004	0.20475	4.25925	0		28.00834	54.55004	0.20475	0.22162	2.57515	0	4.25925	0	0	
Healthy	40.72084	4.23432	0.81475	0		44.18307	40.72084	4.23432	0.66783	0.05867	0	0.81475	0	0.00464	
Healthy	38.36376	1.97711	7.38281	0.63493		33.10014	38.36376	1.97711	0.78459	2.65775	0.63493	7.38281	0.68638	0.08871	
D009765	34.64863	1.43461	0.09931	0		29.51195	34.64863	1.43461	0.03791	3.15153	0	0.09931	0.11908	0.00044	
Healthy	10.06503	1.31334	0.51968	0.03989		85.82224	10.06503	1.31334	0.64721	0.35834	0.03989	0.51968	0	0	
Healthy	55.60858	1.93435	0.2306	0		33.90315	55.60858	1.93435	0.47933	0.04909	0	0.2306	0	0.00376	
Healthy	16.2861	0.10602	2.01783	0.04755		70.51977	16.2861	0.10602	0.83322	3.62986	0.04755	2.01783	0	0.0186	
Healthy	17.06275	0.15998	0.03051	0.89222		62.9367	17.06275	0.15998	2.23462	12.7095	0.89222	0.03051	0	0	
Healthy	35.13694	0	1.6906	0.00828		33.13465	35.13694	0	0.03779	0.28143	0.00828	1.6906	0.65232	0	
Healthy	33.36806	0.0029	0.29654	0		43.91144	33.36806	0.0029	4.22613	1.07713	0	0.29654	0	0	
Healthy	6.06456	0.253	0.52483	0		69.10783	6.06456	0.253	0.08618	0	0	0.52483	0.01411	1.42888	
Healthy	36.85416	0.39088	0.66711	10.2982		22.25656	36.85416	0.39088	1.90489	0	10.2982	0.66711	0.58046	0.1026	
D009765	38.82146	10.37397	3.27131	0		21.1528	38.82146	10.37397	0.77587	8.36447	0	3.27131	0	0	
Healthy	63.58426	1.51417	10.39962	0		13.31218	63.58426	1.51417	0.40844	5.69109	0	10.39962	3.28183	0.02758	
D009765	29.56472	0.10551	0.28445	0.02044		33.64462	29.56472	0.10551	0.01401	7.48893	0.02044	0.28445	0	0	
Healthy	10.28299	0.2177	0.43095	0		67.98188	10.28299	0.2177	6.01844	4.82061	0	0.43095	0	0	
Healthy	11.59731	14.05854	0.25387	0		55.93334	11.59731	14.05854	0.30246	0	0	0.25387	0.20356	0.08565	
Healthy	26.91062	0.62485	1.27675	0.03792		50.09099	26.91062	0.62485	1.64625	0.12044	0.03792	1.27675	0.07783	0	
D009765	31.88283	0	0	0		37.95172	31.88283	0	0	0	0	0	0	0	
Healthy	62.67512	2.11217	17.38857	0		9.77201	62.67512	2.11217	0.0753	0.41357	0	17.38857	0.0354	0	
D009765	26.48484	38.79247	0	0		5.10295	26.48484	38.79247	0	8.02191	0	0	0	0	
Healthy	7.11646	1.75533	0	12.3729		49.84518	7.11646	1.75533	0.23025	0	12.3729	0	0	0.8116	
Healthy	8.22029	0.26173	0.04944	0		85.64382	8.22029	0.26173	2.95095	1.28601	0	0.04944	0	0.04785	
Healthy	36.53969	14.79086	0.19114	0.00277		27.67924	36.53969	14.79086	1.49689	3.85088	0.00277	0.19114	0	0.00501	
D009765	57.58849	10.15077	1.81884	0		8.22987	57.58849	10.15077	0.09685	4.5426	0	1.81884	0.07798	0.11218	
D009765	50.24295	0.24329	2.19965	0		34.13171	50.24295	0.24329	0.09183	3.84317	0	2.19965	0	0	
Healthy	55.2933	0	0.01997	0.70351		28.03494	55.2933	0	0.06126	0	0.70351	0.01997	0	0	
D009765	48.88196	9.39971	2.85404	0.34768		8.42541	48.88196	9.39971	8.41031	3.32443	0.34768	2.85404	1.31639	0.37391	
Healthy	51.30864	13.37556	0.37943	1.23746		9.82302	51.30864	13.37556	0	12.39002	1.23746	0.37943	0	0	
Healthy	22.39638	0.95398	0.82499	0		42.51116	22.39638	0.95398	0.03357	3.93665	0	0.82499	0	0.13867	
Healthy	7.45242	0.58449	0.20685	0		78.21362	7.45242	0.58449	0	0.09274	0	0.20685	0.09233	1.5463	
Healthy	36.3103	0	2.60608	0		32.48435	36.3103	0	3.11775	1.7791	0	2.60608	6.53455	0	
Healthy	58.07154	0.79221	0.19043	0.10576		24.37262	58.07154	0.79221	0.69821	0.02851	0.10576	0.19043	0	0.04588	
Healthy	59.52754	1.43337	0.8938	0		25.24072	59.52754	1.43337	3.17686	3.95405	0	0.8938	0	0	
Healthy	6.9303	0.58439	0.08781	0		77.14817	6.9303	0.58439	0.28317	9.23712	0	0.08781	0	0.01028	
Healthy	42.08941	2.49643	0.40469	0.11581		28.96809	42.08941	2.49643	0.90987	1.89676	0.11581	0.40469	6.73	0.08692	
Healthy	7.53624	0.34572	0.29707	0		67.93963	7.53624	0.34572	0.1559	6.04788	0	0.29707	0	0	
Healthy	5.51511	0	0	0		6.90874	5.51511	0	0	0	0	0	0	0	
D009765	67.67688	7.08238	0.09584	0		13.16227	67.67688	7.08238	0	0	0	0.09584	0	0	
Healthy	1.4565	0.31964	0.21629	0		91.15794	1.4565	0.31964	0.99684	0.03376	0	0.21629	0	0	
Healthy	13.92049	0.83434	0.01938	0		64.28467	13.92049	0.83434	1.63599	0.37411	0	0.01938	0.20474	0.18817	
Healthy	23.0586	28.1944	1.03519	0.2178		34.19164	23.0586	28.1944	1.36293	2.31376	0.2178	1.03519	0	0	
Healthy	58.6048	1.22277	0	0		32.61151	58.6048	1.22277	0.00297	2.63703	0	0	0	0	
Healthy	5.88152	0.28032	0.49986	0		69.36234	5.88152	0.28032	0.12097	0	0	0.49986	0.01774	1.68099	
Healthy	16.18606	0.57024	0.39354	22.8919		29.16259	16.18606	0.57024	0.01838	2.43258	22.8919	0.39354	1.96453	0.65119	
Healthy	57.49121	0.16712	0.23297	0		30.15426	57.49121	0.16712	8.20549	0.07623	0	0.23297	0	0	
Healthy	22.72038	0	7.41531	0.31809		48.4901	22.72038	0	0.47148	0	0.31809	7.41531	3.37489	0	
Healthy	8.28966	0.49949	0	8.57815		58.35947	8.28966	0.49949	0.32791	0.52921	8.57815	0	0	0.3514	
D009765	30.48199	6.34551	2.45073	0		17.62886	30.48199	6.34551	0.00716	37.19574	0	2.45073	0	0.00411	
Healthy	3.74611	0.25283	0.03309	0		68.95983	3.74611	0.25283	0.24452	5.89787	0	0.03309	0	0	
Healthy	6.2766	1.58733	0.01756	0		84.2783	6.2766	1.58733	0.72657	0	0	0.01756	0	0.06719	
Healthy	50.62152	6.49147	3.82826	0.07407		13.30113	50.62152	6.49147	1.42165	0.07498	0.07407	3.82826	0	0.01561	
D009765	26.11323	9.39721	0.20984	12.0845		29.34977	26.11323	9.39721	0.99281	0.20047	12.0845	0.20984	0	0.05138	
Healthy	59.89746	0.41861	0.04626	0.04887		31.07471	59.89746	0.41861	0.04744	0.78584	0.04887	0.04626	0	0.09352	
Healthy	30.5507	0.72927	0.44091	0		44.84959	30.5507	0.72927	0.31174	1.67667	0	0.44091	0	0	
Healthy	17.37181	0.4766	0.20831	0		65.87777	17.37181	0.4766	4.12832	5.26343	0	0.20831	0	0.00794	
Healthy	5.10925	0.44319	0.07753	0		56.19211	5.10925	0.44319	15.50261	2.57302	0	0.07753	0	0.06136	
Healthy	8.29142	11.57641	1.43401	11.0573		26.13212	8.29142	11.57641	2.01818	0	11.0573	1.43401	33.7754	0.33247	
Healthy	64.2296	0	0.0334	0		27.17957	64.2296	0	0.03273	0.33099	0	0.0334	0.29473	0	
Healthy	28.73658	2.71551	1.02591	2.34656		20.77593	28.73658	2.71551	0.60918	1.86283	2.34656	1.02591	21.0891	0	
Healthy	11.34059	2.70692	0.00528	16.6374		41.09319	11.34059	2.70692	0.247	0	16.6374	0.00528	0	1.65896	
Healthy	19.68539	0.37705	0.01092	0.72089		48.09754	19.68539	0.37705	0.81759	0	0.72089	0.01092	0	0.017	
Healthy	10.09663	0.27361	0.45064	0		68.38534	10.09663	0.27361	5.77917	4.52767	0	0.45064	0	0	
Healthy	64.5249	1.51885	1.04421	0		14.88895	64.5249	1.51885	0.14639	1.67791	0	1.04421	0.86242	0	
Healthy	7.46591	0.69212	0.34156	6.91086		54.5794	7.46591	0.69212	1.31889	9.01964	6.91086	0.34156	0	0.13363	
Healthy	33.35463	2.6063	0	0.00242		40.23586	33.35463	2.6063	7.70891	0.45257	0.00242	0	0	0.02269	
Healthy	67.74422	0	0.41372	0		22.08317	67.74422	0	0	0	0	0.41372	0	0	
Healthy	10.04747	0.08397	0	0.7359		73.68848	10.04747	0.08397	0	0.11694	0.7359	0	0	0	
Healthy	16.51081	0	0	0		56.66584	16.51081	0	0	1.48551	0	0	0	0	
Healthy	16.38824	0.05648	0.04034	0.39843		66.0405	16.38824	0.05648	0.9357	10.3765	0.39843	0.04034	0	0	
Healthy	4.58884	3.52286	0	0.0783		83.87272	4.58884	3.52286	0.08668	0	0.0783	0	0.64288	0.38168	
Healthy	13.22404	21.43124	1.83561	2.24224		17.06408	13.22404	21.43124	21.74804	1.48207	2.24224	1.83561	0.15967	0	
Healthy	55.12683	14.68383	5.47805	7.77762		8.57035	55.12683	14.68383	0.01024	0.03457	7.77762	5.47805	1.26732	0	
Healthy	15.39784	1.19494	0.05866	0		64.20095	15.39784	1.19494	0.17644	0.01354	0	0.05866	0	0.12192	
Healthy	28.0432	0.04907	0.0698	0		63.86722	28.0432	0.04907	3.11279	0	0	0.0698	0	0.36368	
Healthy	36.74043	1.72739	0	0.39701		48.07006	36.74043	1.72739	3.63923	0.03543	0.39701	0	0	0	
Healthy	31.80971	1.62801	0.06142	0.07548		54.23068	31.80971	1.62801	1.98699	1.006	0.07548	0.06142	0.02199	0.38003	
Healthy	10.29853	4.65103	0.45801	0.38122		70.25471	10.29853	4.65103	0.7649	4.09164	0.38122	0.45801	0	0.01217	
Healthy	6.44545	1.89053	0.62562	0.16296		45.1154	6.44545	1.89053	0.39684	3.17933	0.16296	0.62562	0	0.68442	
Healthy	76.0443	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	
D009765	15.2126	0.7923	0.46915	0.62196		65.19886	15.2126	0.7923	2.3883	0.04866	0.62196	0.46915	0	0	
Healthy	19.72533	3.61904	0.07837	4.30812		19.53796	19.72533	3.61904	1.24954	2.75872	4.30812	0.07837	0	0	
Healthy	15.25671	0.0242	0.78368	0.11184		38.80998	15.25671	0.0242	0.01398	0	0.11184	0.78368	0	0	
Healthy	33.18327	0	0.20707	2.78327		54.92835	33.18327	0	0.69512	0	2.78327	0.20707	0	0.1571	
Healthy	69.08051	4.48673	2.69017	0.53897		0.80423	69.08051	4.48673	10.93418	0	0.53897	2.69017	0	0.00223	
Healthy	25.39359	0.15552	0.07679	0		64.91261	25.39359	0.15552	1.17066	0	0	0.07679	0	0.44208	
Healthy	72.29558	6.48101	0	0		11.14039	72.29558	6.48101	0	7.31724	0	0	0	0	
Healthy	47.77514	0	0.2496	0		17.47557	47.77514	0	0.19546	2.48711	0	0.2496	0.17103	0	
Healthy	6.36277	12.54022	0.51898	0		42.65315	6.36277	12.54022	35.05897	0.14194	0	0.51898	0	0.01384	
Healthy	3.3499	0.26094	0.04636	0		69.9158	3.3499	0.26094	0.20559	5.97819	0	0.04636	0	0	
Healthy	22.47834	0.32736	0.3743	0		56.77236	22.47834	0.32736	0.08731	7.49191	0	0.3743	0	0	
Healthy	37.73964	0	0	0		39.9845	37.73964	0	0.34289	0	0	0	0	0	
Healthy	16.34508	0.33725	0	5.49285		52.21683	16.34508	0.33725	0.6239	0	5.49285	0	0	0.31247	
Healthy	39.27978	23.31529	5.57754	0		1.32898	39.27978	23.31529	19.73814	2.76062	0	5.57754	0	0	
Healthy	10.46001	0.28561	0.05352	0.5437		67.89234	10.46001	0.28561	0.06655	0.42747	0.5437	0.05352	0	0.04428	
Healthy	6.27785	1.60477	0.04654	0		81.0339	6.27785	1.60477	0.75532	0	0	0.04654	0	0.05116	
Healthy	34.97597	4.70168	1.70505	0.07917		33.62841	34.97597	4.70168	0.24028	0	0.07917	1.70505	0	0.01639	
Healthy	10.01754	4.05144	0.01091	0.1407		70.13488	10.01754	4.05144	0.54743	2.88085	0.1407	0.01091	0.05175	0.10246	
D009765	6.62144	0.12768	2.0123	0.0326		68.22228	6.62144	0.12768	0.68438	0.31137	0.0326	2.0123	0.29177	0	
Healthy	27.44728	0	33.87996	0		5.73114	27.44728	0	8.42614	3.86181	0	33.87996	0	0	
Healthy	43.40343	0.48878	2.23738	0.23083		32.57043	43.40343	0.48878	0.1197	1.0861	0.23083	2.23738	0.01332	0.00588	
Healthy	27.77901	0.19707	12.63342	0		40.16562	27.77901	0.19707	3.3964	7.08862	0	12.63342	0.1007	0.03857	
Healthy	7.36611	0.3274	0	8.3248		61.20648	7.36611	0.3274	0.25836	0.42182	8.3248	0	0	0.38783	
D009765	23.17266	0	7.3264	0.31428		48.01336	23.17266	0	0.46583	0	0.31428	7.3264	3.33442	0	
Healthy	14.73977	1.83756	0.04397	0.57677		67.11219	14.73977	1.83756	0.17778	0.00317	0.57677	0.04397	0.01265	0.09241	
Healthy	47.3994	2.47695	3.08538	0		2.11984	47.3994	2.47695	0	4.61632	0	3.08538	23.1476	0	
Healthy	9.24888	0	0	0		0	9.24888	0	0	0	0	0	0	0	
Healthy	29.89059	0.81976	2.25199	0		36.96423	29.89059	0.81976	2.00589	1.29591	0	2.25199	2.2348	0	
Healthy	8.04146	0.00896	0.02754	0		74.49401	8.04146	0.00896	0.50586	2.74768	0	0.02754	0	0.03855	
Healthy	10.45503	0	0.02466	0		68.79607	10.45503	0	0.2875	4.31984	0	0.02466	0	0.11194	
Healthy	17.94418	0.12862	0.06816	0.02151		48.33093	17.94418	0.12862	0.98413	0.37926	0.02151	0.06816	0	0.02823	
D009765	53.96665	16.81585	0.61124	0		8.11471	53.96665	16.81585	0	4.45091	0	0.61124	0	0	
Healthy	51.48785	3.16693	6.6301	0		3.52148	51.48785	3.16693	0	8.10433	0	6.6301	6.37433	0	
Healthy	51.90948	0.23884	0	0		30.977	51.90948	0.23884	0.05841	3.58224	0	0	0.17672	0	
Healthy	9.73331	0.28401	0	9.34841		48.79426	9.73331	0.28401	0.56267	0.0912	9.34841	0	0	0.54332	
D009765	31.36479	10.07251	6.45171	4.08221		15.88038	31.36479	10.07251	2.15132	4.60411	4.08221	6.45171	2.44186	1.21284	
Healthy	0.64108	2.41417	0	0.23017		72.78589	0.64108	2.41417	0.59765	0	0.23017	0	0	0.00456	
D009765	27.67098	10.32891	1.41439	0		15.01476	27.67098	10.32891	0	41.4642	0	1.41439	0	0	
Healthy	41.19312	9.54016	2.86239	4.14396		4.21911	41.19312	9.54016	1.69569	0.79374	4.14396	2.86239	17.9335	0	
Healthy	79.66476	0.00415	2.45089	0		11.39171	79.66476	0.00415	0.03331	0.5885	0	2.45089	0.35644	0	
Healthy	15.64881	0.79012	0	0.91657		62.92296	15.64881	0.79012	1.09051	10.51164	0.91657	0	0	0.03807	
Healthy	8.32409	0.02699	0.09264	0		80.807	8.32409	0.02699	1.51926	1.78082	0	0.09264	0	0.03219	
Healthy	37.81078	3.66609	0.22116	1.74463		33.08793	37.81078	3.66609	5.764	0.1913	1.74463	0.22116	1.55278	0.03549	
Healthy	13.81216	2.84264	0.07097	0		48.86634	13.81216	2.84264	3.63453	0.06494	0	0.07097	0.06782	0.14487	
Healthy	0.12899	90.48484	7.41673	0		0.64899	0.12899	90.48484	0.48768	0.08465	0	7.41673	0	0	
Healthy	9.88856	0.30766	0.57766	0		68.09593	9.88856	0.30766	5.94819	4.77503	0	0.57766	0	0	
Healthy	7.39873	0.61202	0.06916	0		84.30349	7.39873	0.61202	0.86412	0.13559	0	0.06916	0	0	
Healthy	49.4724	0.19667	6.36724	0		18.18298	49.4724	0.19667	1.43855	0	0	6.36724	0	0	
Healthy	42.17396	1.78768	0.41766	0		37.14505	42.17396	1.78768	0.45025	0.97369	0	0.41766	0	0	
Healthy	42.0367	8.24677	5.22824	0		18.48963	42.0367	8.24677	1.83929	11.1482	0	5.22824	0	0.06883	
D009765	18.88278	13.1854	5.23633	10.5263		10.95512	18.88278	13.1854	0	9.75049	10.5263	5.23633	0.09712	0.72059	
D009765	50.8368	2.9182	7.6816	0		29.31716	50.8368	2.9182	2.68174	1.1306	0	7.6816	0	0	
Healthy	16.6568	0.09911	1.96833	0.02726		70.64789	16.6568	0.09911	0.82778	3.68487	0.02726	1.96833	0	0.01429	
D009765	72.72772	14.5419	0.27067	0.12264		3.70833	72.72772	14.5419	1.22854	0	0.12264	0.27067	0	0	
Healthy	11.35601	0.83865	1.78995	0		70.63958	11.35601	0.83865	0.16063	0.86434	0	1.78995	0	0	
Healthy	21.36426	18.96606	0.43517	0		45.16881	21.36426	18.96606	0.30143	0.64899	0	0.43517	0	0	
Healthy	69.76678	11.6606	0.81377	0		9.76001	69.76678	11.6606	0	1.76947	0	0.81377	0	0	
Healthy	65.47523	10.4306	2.32537	0.00884		14.72022	65.47523	10.4306	0.09108	0.52356	0.00884	2.32537	0	0	
Healthy	12.19888	4.04499	0.00823	6.60676		58.86491	12.19888	4.04499	2.38675	0	6.60676	0.00823	0	0.07263	
Healthy	29.70362	5.98434	1.49422	13.1712		31.51029	29.70362	5.98434	0.20032	0.03522	13.1712	1.49422	0	0.00738	
Healthy	21.15853	3.73876	1.09496	1.42643		60.9717	21.15853	3.73876	0.24613	0	1.42643	1.09496	1.3897	0.04138	
Healthy	45.35719	5.24679	3.01714	0		23.71041	45.35719	5.24679	0.4937	0.54378	0	3.01714	0	0	
Healthy	9.99328	3.86564	0.13567	0.78996		60.37382	9.99328	3.86564	0.36838	7.68997	0.78996	0.13567	0.95499	0.35323	
Healthy	49.64452	1.25973	0.39765	0		10.08932	49.64452	1.25973	0.51966	21.9733	0	0.39765	1.61728	0	
Healthy	46.12425	0	1.90263	0		36.6444	46.12425	0	0	1.82274	0	1.90263	0	0	
Healthy	21.44372	2.06621	0	0		52.35302	21.44372	2.06621	5.358	0.42702	0	0	0	0.15329	
Healthy	6.81993	0.52052	0.09813	0		76.77429	6.81993	0.52052	0.32852	9.20021	0	0.09813	0	0.00787	
D009765	21.74516	7.83747	1.50183	0		14.27461	21.74516	7.83747	0	43.99006	0	1.50183	0	0	
Healthy	50.90408	13.87408	0.28125	0.77617		9.72508	50.90408	13.87408	0	13.13245	0.77617	0.28125	0	0	
Healthy	10.55747	2.58946	1.16834	0.43436		26.20164	10.55747	2.58946	0.11684	0.61561	0.43436	1.16834	0	0.69413	
Healthy	19.10884	0.00205	0.01781	0		52.14534	19.10884	0.00205	0.01913	6.79051	0	0.01781	0.02102	0	
Healthy	12.21269	14.39682	0.23155	0		58.10073	12.21269	14.39682	0.28715	0	0	0.23155	0.22386	0.14138	
Healthy	18.41674	0.61972	4.76263	0		62.73642	18.41674	0.61972	0.60204	3.47911	0	4.76263	0.0878	0.0212	
Healthy	37.73628	2.27267	0.91088	0		44.6047	37.73628	2.27267	0.1954	0.02918	0	0.91088	0	0.04873	
Healthy	46.47905	5.45787	1.84221	0		25.1176	46.47905	5.45787	0.39814	6.37583	0	1.84221	0	0	
Healthy	21.10287	0.52133	1.06904	1.02691		33.8182	21.10287	0.52133	0.86723	0	1.02691	1.06904	1.87428	0.24328	
Healthy	23.09016	3.08869	1.67267	3.81688		48.77218	23.09016	3.08869	0.40463	0.17956	3.81688	1.67267	5.5018	0.0293	
Healthy	25.71177	0.88026	0.64442	0.02361		45.66618	25.71177	0.88026	8.02807	4.38238	0.02361	0.64442	0	0	
Healthy	27.9145	4.06559	0.25812	0		55.40129	27.9145	4.06559	6.30885	0.18608	0	0.25812	0	0	
Healthy	20.63274	0.26496	0	0		59.93208	20.63274	0.26496	0.56628	0	0	0	0	0.04218	
Healthy	30.68435	3.43552	5.48682	0		15.04625	30.68435	3.43552	0.00815	0	0	5.48682	9.90092	0	
Healthy	2.32812	44.0736	15.43058	0		0.00043	2.32812	44.0736	25.91959	0.09928	0	15.43058	0	0	
Healthy	29.02153	0.19682	0.52237	0.08502		61.74895	29.02153	0.19682	0	0.7299	0.08502	0.52237	0.04649	0.04003	
D009765	15.98079	0	0	0		75.58244	15.98079	0	0	5.78422	0	0	0	0	
Healthy	6.00179	0	0	0		87.02538	6.00179	0	0.0663	0.88788	0	0	0	0	
Healthy	29.94533	2.4546	1.22287	4.00273		40.00243	29.94533	2.4546	0.41885	7.97666	4.00273	1.22287	0.10475	0.08237	
Healthy	8.2476	1.39263	0.26752	0		69.9345	8.2476	1.39263	3.26878	0	0	0.26752	0.03287	1.39254	
Healthy	60.92795	10.33657	0.27113	0		1.69901	60.92795	10.33657	3.31039	0	0	0.27113	4.2977	0	
Healthy	3.56489	53.7193	0.69259	0		7.07781	3.56489	53.7193	14.2988	1.16941	0	0.69259	0	0	
D009765	12.96621	3.97574	0.30834	0.26217		67.22577	12.96621	3.97574	1.59155	7.29979	0.26217	0.30834	0	0.11338	
Healthy	22.53825	5.67949	4.25572	6.12412		18.15599	22.53825	5.67949	0.09712	0	6.12412	4.25572	13.9454	0	
Healthy	48.13819	0	0.80942	0		31.09353	48.13819	0	0.02116	3.74943	0	0.80942	0.00137	0	
Healthy	49.08501	0	0.1614	0.02874		34.03256	49.08501	0	0.06265	1.70745	0.02874	0.1614	0	0.00559	
Healthy	23.50641	4.02589	3.06488	0.16635		43.90234	23.50641	4.02589	0.50874	11.6699	0.16635	3.06488	0	0.12448	
Healthy	25.12886	3.17656	0.09394	0.30671		44.18122	25.12886	3.17656	2.46736	0.15438	0.30671	0.09394	0	0.05311	
Healthy	19.68206	4.28081	0.5704	0		57.07879	19.68206	4.28081	0.47996	1.08517	0	0.5704	0	0.14253	
Healthy	24.7801	0.73838	0.09853	0.12189		60.22977	24.7801	0.73838	3.99867	1.78806	0.12189	0.09853	0	0.11505	
D009765	56.38025	7.98108	5.31522	0		6.39191	56.38025	7.98108	0	3.05239	0	5.31522	0	0	
D009765	21.18217	8.3037	1.70741	0		33.39209	21.18217	8.3037	0	20.3061	0	1.70741	0.00514	0.10251	
Healthy	16.79558	2.4693	0.05593	1.76195		44.66737	16.79558	2.4693	0.3293	11.57558	1.76195	0.05593	0	0	
Healthy	8.29439	1.54382	0.30379	0		70.99113	8.29439	1.54382	3.17425	0	0	0.30379	0.00549	1.37421	
Healthy	17.50904	0.47257	0.14994	0		65.52501	17.50904	0.47257	3.8036	4.77156	0	0.14994	0	0.01917	
Healthy	22.32012	2.27909	0	5.72931		6.72201	22.32012	2.27909	0.15351	2.19395	5.72931	0	0	0	
Healthy	8.28999	0.72073	0.06588	0		82.77682	8.28999	0.72073	0.86536	0.14577	0	0.06588	0	0	
Healthy	32.64095	3.08129	1.3354	0		48.8312	32.64095	3.08129	0.85243	0	0	1.3354	0	0	
Healthy	30.5735	3.52657	0.05364	0		13.88629	30.5735	3.52657	0.08663	28.07342	0	0.05364	0	0.12627	
Healthy	0.00281	36.37293	7.80399	0		5.27426	0.00281	36.37293	9.92274	0.74905	0	7.80399	0	0	
Healthy	15.65511	1.89854	0.06972	0.57433		66.74774	15.65511	1.89854	0.16264	0	0.57433	0.06972	0	0.0852	
Healthy	9.94521	4.59011	21.75453	0		20.72115	9.94521	4.59011	3.8309	8.4644	0	21.75453	0	0	
Healthy	0.00818	8.06484	0.30635	0		3.44375	0.00818	8.06484	84.5631	0.00334	0	0.30635	0	0	
Healthy	7.32335	0.22373	0.10156	0		86.56075	7.32335	0.22373	1.99066	0	0	0.10156	0	0.09083	
Healthy	20.88623	0.03715	0	14.0475		53.36043	20.88623	0.03715	3.51401	1.40114	14.0475	0	0.7039	0.02636	
Healthy	35.03882	1.16574	0.99124	3.3765		17.23018	35.03882	1.16574	0.39907	3.93019	3.3765	0.99124	1.12322	0.04644	
Healthy	8.92612	0.10708	0.43628	0		66.47609	8.92612	0.10708	0.6365	8.19234	0	0.43628	0	0.02395	
Healthy	20.73603	0.13147	1.296	0		70.42368	20.73603	0.13147	0.48435	0.58481	0	1.296	0	0.01986	
Healthy	8.31626	0.00166	0.00494	0.00134		68.90809	8.31626	0.00166	0.24878	4.17101	0.00134	0.00494	0	0.1941	
