p	Firmicutes_A	Actinobacteriota	Verrucomicrobiota	Firmicutes_C	Firmicutes	Methanobacteriota	Bacteroidota	Proteobacteria
D015179	1.30599137450019	-0.23546521823392	-5	0.173238730348692	-0.16083631708535	-5	0.172693399803438	1.52181907789815
Healthy	1.67411788908101	-0.298993593404452	-0.25769916091552	0.731300214016237	-0.408301118280171	0.174356411288952	1.08161262892543	-0.278477911478968
Healthy	1.16647540599798	-0.31443738884177	1.37155750727983	0.413526074816422	-0.444615312282852	0.340527396207183	1.46800049496501	-5
Healthy	1.70149113489922	-5	-5	0.427997029527809	-5	1.01940337017136	1.04816941006587	-5
Healthy	0.544940719311844	-0.497695810944888	-5	0.792503050739838	-1.52929557027721	-5	1.84142467231088	-0.670988784292632
D015179	1.09886790923944	-0.621148053551119	-1.31363189652696	-2.32057210338788	0.1365303235313	0.0812536687172224	1.79296220170781	-0.380833597122593
D015179	1.4520447869014	0.132759033172907	-1.35892268667463	0.62304553781663	1.04414801319515	-0.939000146781711	1.31732273286479	1.36580030251697
Healthy	1.78534813195023	0.247125934109833	-5	0.279071205490511	-0.086668376193283	-0.124892414334041	1.18876963504903	-5
Healthy	0.682364425459969	0.0855759697185038	-2.00612308505879	-1.03310770413286	-0.438827035247812	-5	1.83077671532687	-0.198802165540851
D015179	1.3524750375468	1.08885234951832	-5	-2.1771783546969	1.3245258801317	-0.560683098983496	1.36193360508281	-1.76170293212461
Healthy	-5	-1.16462654752999	-5	-5	0.0280300807683789	-5	-2.29157909986529	1.99466959338096
D015179	1.19503850886818	-0.0920675835497005	-0.0150543453394321	-0.119672403635531	1.02614005619466	1.02978582128306	1.3266956436548	-0.143416099986337
D015179	1.6272593184646	0.344590706818876	0.341885402713267	0.674532311366973	-5	-5	1.37230596033662	-0.205045146036749
Healthy	1.08649436992684	0.756421570073747	-5	-5	-1.54928912185308	-1.19307422311627	1.77867382641218	-2.79588001734407
Healthy	1.02722970147925	0.406506116785802	-0.36441573368877	-0.209996479609511	0.0273373739550708	-5	1.42159405642853	-1.06248210798265
Healthy	0.884791966586421	-0.39593602733611	1.02173947039727	-0.0357545164336155	-1.0189973100586	-2.69250396208679	1.82155996857444	-1.02300845469385
Healthy	0.795670115534057	-0.585611673068925	-5	-5	-0.346093170358302	-1.46268472688799	1.83900157056496	-0.985983770741636
Healthy	1.378527624777	-0.806152180026442	-5	-5	-1.03654273988329	-5	1.8090265856443	0.040159117831352
Healthy	1.82884961729285	-0.229140627496814	-2.68402965454308	-5	0.279956529198604	-5	1.19190072627978	-0.598289359610919
Healthy	0.979732250836517	-0.76381555711985	-5	-5	-1.31425826139774	-5	1.88456382951085	-0.750385897655418
Healthy	1.21866650900291	-0.456527968298488	0.744127058763639	-5	-5	-5	1.71620824887704	-0.351113299484693
Healthy	1.52497194316396	0.731360680557465	1.07724468627497	0.575378384478593	-5	-5	1.03909035989995	-0.380395421620834
Healthy	1.70262411625308	1.12643209349129	-0.0393437474570593	1.08429773974205	-0.49017941778772	-5	0.981612959224311	-5
Healthy	1.44502475758136	0.438834944112608	0.744671554164764	-0.000912977374111591	-0.095473789970064	-0.488945930531786	1.39197898299689	1.27221141220562
D015179	1.39016487585874	1.42410901583123	-5	-5	1.113402151569	-1.25282132863984	1.33187795949732	-1.74112337062787
Healthy	0.936220595320375	-1.174898588402	-5	-1.65423430688551	-5	-5	1.9033389292287	0.633125934895278
Healthy	1.17924750611619	0.252090526982822	-0.234711526065202	-5	-1.67019547783593	-5	1.82695339213208	-1.51215487988856
Healthy	1.17599715172261	0.246198114484289	-0.261354188807667	-2.18045606445813	-1.97387548325455	-1.88739499846543	1.82875299568437	-0.384691874420224
Healthy	1.69482843033131	-0.425031667857001	-5	-0.245934659567355	0.311878835142942	-0.828507572747099	1.62611885150681	-0.108512720455074
Healthy	0.935352564950074	-0.233118902799713	0.84411293639884	0.949260186870669	-0.567495701138972	-5	1.74544675076038	0.0725807326489498
Healthy	1.15796390437438	-0.31531618287346	1.36272010301972	0.416826831279195	-0.425806625923673	0.353331394986268	1.4811581656409	-1.8784401558125
Healthy	1.39083534915014	0.611382322031543	0.0683268917537446	0.670844914576109	-1.78120200188826	-5	0.662902257785371	-5
Healthy	1.2481108938205	0.100653089279956	-5	-1.93218548883816	-1.06803388527183	-5	1.80515246729424	-0.751977663587646
Healthy	0.863850237327297	0.290257269394518	-0.834340279790507	0.486638720238842	-0.165655606591643	-5	1.65879737842985	-0.391495360766607
Healthy	1.2341372361441	-5	0.789538408693583	-5	-1.47651366765677	-5	1.68635415432187	-0.638933550246058
D015179	1.53798900315156	-0.337157205970186	-5	0.5119915870406	0.433717043541949	-5	0.647980203257718	1.62895222772632
Healthy	1.14326905366217	1.84499423122744	-5	-1.16468999913094	0.190788167878588	0.575169363918194	0.822496292408407	-5
Healthy	0.769505084400655	-0.18888097454324	-5	-1.30024896831049	-0.503098014876691	-0.982424131608926	1.89582802972734	-5
Healthy	1.80374525227782	0.0213175004215173	-0.139853724344058	0.531443150141559	0.673747810871339	0.475685712980604	1.06740491471858	-0.477308041508919
D015179	1.77791377114996	0.948000483642355	-1.50723961097316	0.929147534618138	-0.456316786927002	-5	0.956165547980298	-1.42090267344736
Healthy	0.377424645756417	-0.678795243145552	-5	1.05567031153367	-5	-5	1.82315739165798	-0.0795688096045379
D015179	1.11629785000174	-5	-5	-5	-0.866046155482043	-5	1.88400680317992	-0.883060353449244
D015179	1.51208389191132	0.97732432803208	-5	0.25819174680589	0.702218507627639	-5	1.31332654572088	-0.260799615166451
Healthy	1.24169387664387	-5	0.76548600842701	-5	-1.47082639673828	-5	1.67461564448268	-0.733039601402304
Healthy	1.42912767400991	1.46312191721934	-5	0.214165395292023	1.24216933596984	-0.105451341854194	0.984784213666441	0.162594274442422
Healthy	1.17291219751304	1.57332574816999	-1.30033567979763	1.10449086698743	-1.39265222323159	-5	1.49516121244727	-0.732593581247096
Healthy	1.37228145039669	0.0170041069556297	-0.638763383268669	0.486369545827313	0.331334151119399	-5	1.58815602901066	-1.29140915484966
Healthy	1.48959346248847	-0.717831221695358	-5	-1.14182386201766	0.259894770804089	-5	1.68096446742728	0.852013730816011
Healthy	1.49785285583873	-5	0.352707214798905	-5	0.822203397061478	0.834789347763296	1.0310471425772	-5
Healthy	1.78044743694395	-0.207020309759465	-0.363492044318583	-1.15150298190963	0.00461367168121351	-0.535033795109039	1.41287045559867	-0.447769948863837
Healthy	-1.69637202361611	1.59595221201695	-5	-1.75970041799729	0.0996012318380401	-5	1.67148793913025	-1.90066472231404
Healthy	1.50893460236712	1.12011932920816	-1.13430394008393	0.603782889896698	-0.351113299484693	-5	1.46110547303783	-0.207671357825245
Healthy	1.44802853918496	-5	-5	-0.0289515658105696	-5	-5	1.69997553398592	-5
Healthy	1.17592127188544	0.411719010013906	-0.659873293894568	-1.20788859091283	-0.152242311607669	-2.84163750790475	1.64772665055723	0.689812135851317
Healthy	1.16652276529073	0.154682585875756	-5	-0.992593648496329	-0.362040206060573	-5	1.72535608223449	0.0746592180592203
Healthy	1.52668799473377	0.239984797997492	-0.080137746444462	0.357065388287825	0.36877948781501	-5	1.53789575072502	-1.97674754036629
Healthy	1.45323820226349	-1.1378089689484	-5	-5	-1.01197643807134	-5	1.80316844607186	0.510296962596303
D015179	0.843344920012507	-0.1623358193322	1.1556702851887	0.66711192120754	1.00760526507548	-5	1.67618752179651	0.962479197803425
Healthy	0.930258601022925	-0.202441641597473	-5	-0.898252926053634	-0.580258974859349	-0.961260651895251	1.89075742477982	-5
Healthy	1.79995185382045	-5	-5	-0.151663063237976	-0.79577145729304	-5	1.42098132105185	-5
D015179	1.53404959795852	0.850780361847979	0.877546410743017	-2.07675598136972	0.241967124110325	0.953931153478077	1.37286765114188	-0.817927896142613
Healthy	0.924193452718551	-0.142275609031693	0.85602462972346	0.960832618103313	-0.506026399725332	-5	1.72852770851187	0.165137446253369
Healthy	1.24457471469327	0.357261931419827	-5	-5	-5	-5	1.72622866581	0.523773771893659
Healthy	1.52989507281279	-0.433326862393883	-5	-0.0800855193405684	-5	0.0511911246856986	1.69829884846414	0.700716693877895
Healthy	0.425106888877087	-0.811943791561631	-5	0.527973849582247	-0.601747411816118	-5	1.94984309557803	-0.321272263189176
Healthy	1.13870711434298	-0.139913657617949	-5	-0.485983819599351	-1.6844494655781	-0.823041019413092	1.81341724669684	0.169392256682329
Healthy	1.14929580044165	0.162241702037146	-5	-0.716766635111246	-1.02691835039863	-5	1.80663628625085	0.568301482962592
Healthy	0.992995098431341	-0.367431364529984	0.962150001836676	-1.06950943469373	-1.45543590250396	-5	1.68844144719363	-0.0611901749618606
D015179	1.20167263636517	0.559517619720908	-2.39577394691553	0.728705134270124	0.570462377788539	-0.786827690953181	1.65086145384062	-5
Healthy	1.52542409806279	0.249733860861295	0.407700154792716	0.151455658604665	0.467264677431273	0.150344969659378	1.59865232006282	-0.503153346063147
Healthy	1.84612925681847	1.42255061042247	-5	-5	-5	-5	0.528415301936139	-5
Healthy	1.71983267388134	0.771306678628976	-5	0.690734625663127	-0.0534200200964599	-5	1.35305332178366	-0.200962873296919
Healthy	1.37806451105799	-0.223524010321831	-5	-5	0.306450762757468	-5	1.79175217556	-0.0934117833609278
Healthy	1.23301211042044	-0.332406974706992	-5	0.669186665698954	-0.619499325100805	-5	1.81803437900843	0.620685605179484
Healthy	1.54994603106539	-0.318171053351906	-0.743330351312767	-1.46192921295683	-0.139290755482231	-5	1.7175009120102	0.129238610131927
Healthy	1.44525351291384	1.28073016481196	-0.966857822939375	-0.68968912008066	1.44539463287042	-5	0.64323053727887	-1.67530608613823
Healthy	1.46464407154575	-0.432397311000111	-5	0.519497226732282	-0.124441030899155	-2.32513885926219	1.69227323658703	0.143149129569134
Healthy	0.395004703798781	-0.878440155812499	-5	0.536242706838319	-0.568362877215539	-5	1.94864125272081	-0.171372322351293
Healthy	1.4640377296911	0.683341573808269	-5	-0.710255014844884	0.780096867957273	-5	1.66816880838699	0.239414608223811
D015179	1.33178187617705	0.677606040336169	-5	0.198051951724345	-0.787839040246617	0.114791069025333	1.26083264473747	-1.71421772622061
Healthy	1.8600519369462	-5	-5	-5	-0.435653561537797	-0.421452471366848	0.904061177042622	-5
Healthy	1.30023994726896	-1.06258241852286	-5	-1.83297820420974	-0.527623907648841	-5	1.85451918859681	-0.235502563727739
Healthy	1.53944446524173	-5	-5	-5	-5	-5	1.54189636278681	-5
Healthy	1.73212352851459	0.256657623532329	-0.373813665072716	0.352558743654815	0.170452410963682	-5	1.37501598683142	-0.453469674608544
Healthy	-5	0.0280219376959488	-5	-5	0.321111466076904	-5	1.58605705181959	1.76509622016087
Healthy	1.3130311370926	-1.23314118897858	-1.13241467345296	-2.56383735295924	-0.91818479936772	-1.37365963262496	1.37496452320617	1.39584653577728
Healthy	0.928883647363314	-0.833866029694891	-5	0.899432527181035	-0.426327897519419	-5	1.81862726547456	-0.367836386108758
D015179	1.69117913106662	0.271455911876654	-5	-1.37253172754029	-0.130134907158065	-5	1.3927621804473	0.266936911159173
Healthy	0.916319164743153	-0.766978493012306	-5	-0.107894261696337	-2.70996538863748	-5	1.92852627465775	-0.0127539350107696
Healthy	0.235381974070913	-1.03555179208334	0.665535026534664	0.0658484982837979	-5	-5	1.94878176382614	-5
Healthy	-5	0.501820322845127	-5	-5	-5	-5	0.862689995074251	1.83537998745833
Healthy	1.23706243007849	-5	0.453507920197185	0.240431923007211	-5	-5	1.84668484152596	-1.31104653736258
Healthy	1.31121097155185	0.0466785204181287	0.380545881415584	-0.117913962178837	-0.0148655490104612	-0.460346898951318	1.63874895727773	0.109848420756105
Healthy	1.09772606689288	0.34296718151135	-5	0.858622003031354	1.46353152350297	-5	1.26912260429473	0.480695228572941
Healthy	1.7143323587971	-0.259297903843409	0.540615989586317	-5	-0.5854611638032	-5	1.33939677837791	-0.369582295925032
Healthy	1.56560357737614	0.39754549014394	0.62233527681203	0.577452734555468	-5	-5	1.477813402577	-1.66094626429086
Healthy	0.870155666071409	-0.432879488060839	-5	0.774584111953236	-0.519777401415525	-5	1.84510647765365	-0.758802290301944
Healthy	1.37187877340273	1.16724731019692	-5	0.400273705990507	-0.35974719924539	-5	1.65312593577939	0.395925428467096
Healthy	1.79817514693244	0.181074320098046	-0.671620396561262	-0.216468015725731	-0.309113143717277	-1.06504729218214	1.39237049433244	-0.908192402998325
Healthy	0.404329026350669	-0.744197014646302	-5	1.04067155275377	-5	-5	1.82478341893324	0.103488999922483
Healthy	1.440977839915	-0.636933580811822	-5	-0.777960202838984	-0.358972311822586	-5	1.48777718125436	0.0170876227163753
Healthy	1.74185071498997	-5	0.39498371578467	0.924827495206563	-0.917250523272719	0.551277954007008	1.31557174461125	-0.650275777365603
D015179	0.749447204882355	-5	-5	0.452646499256084	-0.813552239225083	-5	1.64962766531975	-0.809668301829709
Healthy	0.578219609494119	0.102207237198595	-5	-1.06434161389937	-0.443275473604539	-5	1.82761898520413	-0.150777199632707
Healthy	0.739817505275296	0.097475964092495	0.572569581257785	-5	-2.11350927482752	-5	1.90065770827123	-0.16754857124995
Healthy	0.829207252221248	-0.0695400162996137	-5	0.813438868965721	-0.851428191067843	-5	1.88908332357221	-0.518041684342028
Healthy	1.62315197685142	-1.35154240571748	-5	-5	0.667556610814051	-5	1.5738501001937	-0.542163502274558
Healthy	1.44020545885368	-0.103473782510445	0.680788611506682	-5	-0.233401278935736	-5	1.62503531972859	-0.0999826328619285
Healthy	0.877829589979207	-0.391516756164395	-5	0.794038880844292	-0.49724523421964	-5	1.84228127339165	-0.787359686465166
Healthy	1.13451242434698	0.418130523660406	-0.312640509118611	-0.220252037085032	0.0463663786835756	-5	1.42141486892234	-1.06353652599525
Healthy	1.62978012051682	0.906397541228194	-5	1.02775353802373	0.708905917165199	-5	1.27375062282768	0.317664352488223
Healthy	0.733837397539957	-1.22709180502873	1.10010885556762	-0.141444757328169	-5	-5	1.88757021171031	-0.936554046876967
Healthy	1.56651951130434	0.28462245791355	-5	1.00078536247342	-0.258753828255909	-5	1.53048951546585	-0.0217920836441421
Healthy	1.45892657774055	0.439935549732986	0.730597378624439	0.433536227850722	0.53474172108472	-5	1.43796179412335	1.13174726575528
Healthy	1.41963048381375	-0.32202824718926	-5	-0.0734672053334812	-1.12866061890014	-5	1.79464660839165	-0.366006668396432
D015179	1.61551080309759	-1.01135187476425	-5	-0.519001926636943	0.69810663788802	-5	1.27996564685485	1.23000648211688
Healthy	1.00156887456072	-0.476071531726597	-0.296485082262255	-0.416064797463248	-1.91685585685695	-5	1.83731982484516	-1.21410097161562
Healthy	1.70741840197924	-5	-5	-5	-1.42922363120525	-5	1.56355927509409	-1.24995468798823
Healthy	1.67102215620919	-0.31581016376624	-1.38795825535473	0.822687744409365	0.302696655842098	-1.3543812617573	1.34657593329465	0.0132418155102152
D015179	1.41733332802716	1.00810385584966	0.144876085210886	-0.000812890971322235	-5	-5	1.59164717294634	0.400624321661767
Healthy	1.72529853431043	1.16581627999995	-5	-5	0.487077541696474	-5	1.14760738804462	0.770251681653022
Healthy	1.19877746329738	-5	-0.44939256936487	0.397362882303287	-1.06459351024765	-5	1.89958146529662	-5
Healthy	0.24905887141347	1.82637824906229	-5	-1.51484665009635	0.613910500487572	-5	1.15964057197436	0.319688893249499
Healthy	0.909627692614649	0.684819339087995	0.0964372433784052	0.122910194139181	-0.805763251276171	-5	1.67353732741631	-0.0951925216604361
Healthy	1.71681413238273	1.05288239022403	-5	0.723781475901602	-0.470095055871816	-5	1.28210504686657	-0.461602231314257
Healthy	0.890219754651841	-0.507141870802887	-5	0.793821803573084	-0.618921036757167	-5	1.82952054426429	-0.82474918963844
D015179	1.59927069997585	0.578194374686396	-0.477868884374513	-2.32882715728492	0.0968231454246279	-5	1.60040064334465	0.740377692135393
Healthy	1.00566903350609	-0.616813200525101	-5	0.642003270313137	-0.314446347153674	-5	1.83230442683243	0.792939815358247
Healthy	1.67252104260752	-0.609789320890953	-1.18250073813224	-0.384691874420224	0.132288513429503	-5	1.5996822462896	-0.975145051694982
Healthy	1.56755813947191	-5	-0.447514298907052	0.627702713853794	0.247853021301054	-5	1.24107557368241	-0.261592080181879
Healthy	1.5084071565691	-0.446092711772258	-5	-0.683777962573184	0.624221228448347	-5	1.66920796780179	-0.34371009880864
Healthy	1.22157592700645	-0.868862726221393	-5	-3.04095860767891	-0.548889318102525	0.0958525223976291	1.52078278493831	0.730926747381555
Healthy	1.36952921586337	-1.54546001503518	-5	0.58385255816351	-5	-5	1.83752884490417	-0.863342838126121
Healthy	-1.14442027749828	1.24997352310519	-5	-5	0.218603768633265	-5	1.66581674048172	1.04244240815129
Healthy	1.44909345761333	0.0278183112472151	-1.64474009447262	-1.87160073128219	-0.681727919788373	-0.915996009391971	1.65695520732042	-0.191809290121509
Healthy	1.33486332284823	1.37116875471622	0.66658723751441	-0.343202504834218	0.608890645056924	1.43473189354342	0.856284704415751	-0.449783880764592
Healthy	1.7337909034069	0.603855340165058	0.326505858039969	-5	-0.698818027861684	0.124282456324219	1.30978767705412	-0.043990135170601
Healthy	0.52505258537582	-5	-5	-5	-5	-5	1.8519281746148	0.456446506818043
Healthy	1.04209724964796	0.775185046137029	0.835629068503068	1.24574209235685	-0.621202513953962	-5	1.64992591477783	-1.90274269030658
Healthy	0.638543166027069	0.106799231476879	-2.05799194697769	-1.0712969725694	-0.454655765933888	-5	1.82941140018534	-0.115176325729839
Healthy	1.1360146614958	0.117165195494752	-0.691841259640312	0.834032653891236	-0.797511682939906	-0.937230050184872	1.67689269943315	0.423766714872993
Healthy	1.34584952716877	-0.102334428624812	-1.05744631966579	0.652467784395845	-1.17321276118371	-5	1.80064540003462	0.425227628209736
Healthy	1.6250210054011	0.570462377788539	-5	-0.199991289161865	0.236038191158982	-5	1.66770327718641	0.543486941990828
D015179	1.5789450564086	-0.162676764352586	-5	-0.198335654299712	0.58733373936257	-5	1.45690734892652	0.140938353259874
Healthy	0.911516619182863	-0.143561138777144	-5	-0.928302054778386	-1.28241270314454	-5	1.92173120291138	-0.0671763025168797
Healthy	0.905958238387363	-5	-5	0.614398334241696	-2.59345981956604	-5	1.84272778083277	-0.483861423282926
Healthy	1.62826352857577	0.20276885586463	-1.7228493860362	0.558174371836967	-0.582046946890554	-5	1.54970223233821	0.493278161454765
Healthy	-0.383755611170758	1.14545808528233	-5	-5	-0.152310146513286	-5	1.54979028995751	0.703158919603736
Healthy	-1.05630767289398	-0.245682249484381	-5	-5	-1.8843894883257	-5	1.90933695479585	1.25872681381255
Healthy	1.5836923191325	1.3939626491848	-5	0.386258119498628	-0.302849151287893	-5	1.24911124508572	0.0638098079597147
Healthy	-1.24275584897803	1.62692365496506	-5	-1.00471589231074	1.63108319553962	-5	-1.73754891026957	-2.65955588515988
Healthy	1.72074169456989	0.772043581183973	-5	0.69178675825644	-0.0426226098874779	-5	1.35899262677472	-0.182097637649166
Healthy	0.918974477236648	-0.781149522342322	-0.140585475960989	-0.71810344975394	-5	-5	1.79283514386396	-1.542269451754
Healthy	1.71399905024356	-2.32057210338788	-5	-5	-1.30172542332563	-5	1.54895369564633	-1.29208933428689
Healthy	1.39257420816314	0.763234764416835	-0.118347202099581	-0.798903434960533	1.01822017967461	0.495788472840129	1.54408467130644	-0.883491876262653
Healthy	1.77439724453087	0.0439239428223515	0.297928945309757	0.056489406214574	-0.407545649445495	-0.161270514066425	1.38350604535908	-0.444361512052446
Healthy	1.52811392738354	0.932307320882071	-5	0.545648478788263	0.779135259424617	-5	1.54485588401566	-5
Healthy	1.41437645120228	-0.483795265238483	-5	0.560905668415851	0.316301709484509	-5	1.53667053667975	-0.750703784455723
Healthy	1.8810667236086	-5	-5	-5	-5	-5	0.952624405874026	-5
Healthy	0.801649946231856	0.18723297594189	1.64028074059112	0.41965180114722	-0.838153040471481	-5	1.12351615771465	1.05432841032678
Healthy	1.47223937505776	0.109791086592854	-5	0.995022802631857	0.265400425192947	-5	1.4905476800018	0.523954462257065
D015179	1.61824039949391	-0.354008215546336	-5	0.62947178235824	0.0665644422289966	-5	-5	0.339739550296297
Healthy	1.37473386928609	0.22924912376593	-5	-1.33979879861932	-1.02900263442751	-5	1.68392698909109	-0.0275472132833557
Healthy	0.912671002909458	-1.41736856051036	-5	0.411577621125569	-1.88306035344924	-5	1.86763227635617	-0.388659124416679
Healthy	0.830131039232931	-1.31749391406099	-5	0.104968256025519	-0.623842942216746	-5	1.92489286209884	-1.32193709502565
Healthy	1.42933699931788	1.44917745151505	-5	0.418297976082039	-0.119312142742286	-5	1.09269678940473	-5
Healthy	1.69580430046962	1.02350390713953	-5	-5	-5	-5	1.51792052527091	-5
Healthy	1.47518345894505	0.171425121316221	0.199777110764345	-5	-0.625765047847423	-0.723676088979812	1.59654244804729	-0.122427105323392
Healthy	0.950867021233927	-0.488009748919207	-5	0.792044815899566	-0.538726632376213	-5	1.83914644916388	-0.889241991120112
Healthy	0.556329040174708	-0.449368124105272	-5	0.779180032647244	-1.44213203843198	-5	1.84587937702061	-0.683149370073949
Healthy	1.43980810442727	-0.134919725567992	0.438395185834268	-1.68172791978837	0.557258102897442	-0.141757645284662	1.28594395146607	-0.24418610221685
Healthy	1.58901939427908	-0.273484693627987	-0.257047179025076	0.475992070021551	0.824339347524797	-0.338092707233979	1.51178219198911	-0.411257828892532
Healthy	1.00964165450728	-0.262759635248964	0.930749912676241	-0.284715507222082	-5	-5	1.75970598539971	-0.470839238278866
Healthy	1.04163621658814	0.731491259562209	0.969349737981739	-1.76725793727926	-5	0.896085637118161	1.60096299061193	-1.52056866280226
Healthy	1.20367324395073	-0.452348341640031	0.733652994979163	-5	-5	-5	1.72357141374127	-0.449991908443365
Healthy	1.00487571280151	-0.468227394838596	-0.2355175028245	-0.443866424379916	-1.61065668874792	-5	1.83741114930589	-0.779865750429748
Healthy	1.52225652034452	0.590717032392578	0.0238242814355164	-1.25711782856273	-0.691136911634699	0.289147299367587	1.65760526078589	-0.645104395288939
Healthy	0.951510910498021	-1.01750263080229	-5	0.894500487885779	-0.449307016975413	-5	1.81974747982499	-0.351113299484693
Healthy	1.69431846994453	1.174046717607	-5	0.477057553524115	-0.276224266634665	-5	1.32521405648706	0.195348828074804
Healthy	0.869857474396173	-0.438481226139188	-5	0.808160989034486	-0.505984625242856	-5	1.83967968666323	-0.783913307578087
Healthy	0.886417396537231	-0.71561439000423	-5	-5	-0.916389894837689	-5	1.93681603488781	0.223454404536769
Healthy	0.998575351434297	0.640449633921735	-5	1.00419622734312	1.35003198065746	-5	1.33755549427869	0.704887162413166
Healthy	1.03319569101179	-0.191984942798434	0.914064823249638	-0.34413194875138	-5	-5	1.76374655899235	-0.41931446522938
Healthy	0.341774704073675	-2.1007268126824	-0.2261843105838	-5	-5	-5	1.96495102713432	0.605788643349422
Healthy	1.42955026187267	0.106958820545734	-0.373341471914553	0.986084378517621	0.180409766198619	-5	1.60594416317225	0.280894643715324
Healthy	1.3609017024229	-5	-5	0.150163676258138	1.01172011619325	-0.154877143867231	1.59644116141398	-0.261647606924178
Healthy	1.02443476441767	-0.479962126079129	-0.292702407926015	-0.398320182694104	-1.54975089168064	-5	1.83455561287031	-1.35634996178267
Healthy	-5	-5	-5	-5	-5	-5	1.86960411426608	-5
Healthy	-0.38933983691012	1.29347061760273	-5	1.44951542449205	0.363704093194816	-5	0.842858138816928	1.5549094408593
Healthy	1.52894496704591	-1.18575240426808	-5	0.157099998467163	-1.09296504751658	-5	1.59326955908483	-0.0126600252821909
D015179	1.69037720509465	0.709421767863205	0.107610150443366	-5	-5	-5	1.45381184014459	-5
Healthy	1.57699667476103	1.0919197242934	-5	-5	-0.071552936790818	-5	1.39981263889004	0.605197267388378
Healthy	1.31990850194251	-0.343250365722058	-2.40120949323688	-1.47651366765677	0.134766608037086	-5	1.79302089043971	-0.346903313530824
Healthy	0.161257168122225	1.31249407271955	-5	-5	-1.33526403148129	-5	1.50479167332422	-0.669606521259654
Healthy	0.956681689897962	-1.1222256500086	-5	-5	-1.23619777592541	-5	1.5537017497223	0.291752795947377
Healthy	0.405602455209313	0.635776193916662	-5	-1.79914950190892	-1.02026956933771	-5	1.9406064721835	-0.0755036209658882
Healthy	1.20105665698503	-0.424789054916385	-5	-1.12130589960389	-5	-5	1.77893690186352	1.04299700266559
Healthy	1.12349851072069	0.0204814429314047	0.840147513631605	-5	-2.59345981956604	-5	1.56132491618396	-0.38111551500455
Healthy	1.62589341990654	0.861567265457407	0.361121288616683	-1.33385657270844	-0.0487110627223279	-5	1.13982904524111	-0.670724187763545
Healthy	1.64140053201004	-0.128257815985952	0.858106298488721	-1.66735958961254	0.513490613527579	-5	1.36866781817165	-0.509900994936695
Healthy	1.19355339160176	-0.892823960933961	-0.14887012357875	-1.78807891569149	-0.666069325603343	-5	1.85162752557748	0.00126629199927005
Healthy	1.47623424400496	0.432403217495188	0.385434666569742	0.310907752022381	0.0574568924362555	1.36320212089315	1.30190660237066	-0.335019744939374
Healthy	1.39203639387937	0.858195402073275	-0.775259809939456	-0.406813654895434	-0.524677549233311	-5	1.70058093806421	-0.0640797965910866
D015179	1.5785189888677	0.940100917366949	-0.00803005690000465	0.914310358977378	-0.49003175108457	0.793379635599778	1.4632760318961	-0.28347915216455
Healthy	1.58793590945015	0.343609445479632	0.514555721293269	-1.72010501998836	0.0767059651371976	0.755750644928266	1.5828401912858	-0.495474769142728
Healthy	0.437384269615527	-0.778794482325996	0.279310968685807	-5	-5	-5	1.9655074815897	-0.188431696256459
Healthy	0.920231886341759	-1.44021303179944	-5	-1.64512357748377	-5	-5	1.90970394229349	0.619975638419685
Healthy	1.14565719144329	-0.103347039926499	-5	-0.382171722382249	-1.58519372049899	-0.710700971121584	1.81355570402132	0.20874761953258
Healthy	0.699326847757581	1.71256956858627	-5	-1.41217682868104	-0.536226421100603	-5	0.789148317572963	1.48347403759794
Healthy	0.87255249496658	-5	-5	-5	-5	1.3978063991392	1.46123132498213	-5
Healthy	1.17783477654311	-5	-5	-5	-0.202164853415705	-5	1.556212978623	1.5006641074249
Healthy	1.62040040464563	0.840820962009722	-0.0167572158062559	-1.12924505510986	-1.0277508640374	-5	1.38746226204114	0.908459282146774
Healthy	1.67102854778656	-0.993020809425723	-0.292063808323784	0.835011654103996	-0.521895458425943	0.0739821453422287	1.03541933100314	-0.590827981008596
Healthy	1.14419547471136	-0.0888317338574903	0.770269371946026	-0.439077620742529	-0.291298726240321	-5	1.78264086277093	0.48176214021279
Healthy	0.866743256617056	1.69778066874714	-5	-0.0874166247205166	-0.380082709566782	-5	-0.104301273040694	0.698865761150679
Healthy	0.98752460463292	-5	-5	-5	-5	-5	1.89612668125128	-5
Healthy	1.16288120047525	-0.315935994121977	1.36035120888057	0.407902237928534	-0.476045537742935	0.3526339496688	1.48637039611441	-1.69486368105636
Healthy	1.27612457803973	1.41747318790448	-5	0.0303770535558	-0.297948775127353	-5	1.62055119615702	-0.356784276042326
Healthy	0.827375735721244	-0.697171411739745	-5	-5	-0.995034112893176	-5	1.94513944051287	0.195736415528839
Healthy	-1.63601217025151	1.46279646742619	-5	-0.364868254752823	0.528786906497819	-5	0.523240361991304	0.229159453580838
Healthy	0.929508330081021	-1.0017406615763	-5	0.905401869426839	-0.39721317396912	-5	1.81096931928424	-0.316547689261718
Healthy	0.952987517037113	-0.794200378429424	-5	-5	-1.5285615926107	-5	1.88881243944765	-0.855861862336412
Healthy	1.73812815147159	-5	0.482467671499021	0.994887477055264	-1.06439198148213	0.455513311202046	1.32866679527942	-0.0595133987433901
Healthy	1.49499022404936	-0.343767599677966	-0.568411104472004	-3.20065945054642	0.431428099316783	-5	1.72726440773435	0.14067142267244
Healthy	1.38091260353252	1.81487613497431	-5	0.261184331730557	-0.803050459026003	-5	0.320497320125711	-0.250936511752492
