group	Lachnospirales	Oscillospirales	Lactobacillales	Coriobacteriales	Verrucomicrobiales	Erysipelotrichales	Methanobacteriales	Peptostreptococcales	Pseudomonadales		Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	11.81004	13.85737	0.12448	1.94628	7.37889	3.05684	10.5082	0.72884	0		11.81004	13.85737	11.26592	7.37889	10.5082	3.05684	1.94628	0	0	0.72884
Healthy	13.91273	9.03426	0.21794	3.11977	0	0.03629	0	0.09638	0		13.91273	9.03426	6.90005	0	0	0.03629	3.11977	0	0.04827	0.09638
Healthy	56.78264	2.83333	0.40843	0.0978	12.2263	0	0	0	0		56.78264	2.83333	0	12.2263	0	0	0.0978	0	0	0
Healthy	21.70843	10.73321	0	0.88258	0	0.0524	0	0.1235	0		21.70843	10.73321	1.51512	0	0	0.0524	0.88258	0	0.00563	0.1235
Healthy	20.96011	16.76834	0.09486	0.04117	0	0.05702	0.13359	0.11396	0		20.96011	16.76834	0.18869	0	0.13359	0.05702	0.04117	0	0.02711	0.11396
Healthy	33.01383	19.29829	1.33288	0.05997	0	0.05921	0	0.07143	0.00483		33.01383	19.29829	0.01696	0	0	0.05921	0.05997	0	0.00245	0.07143
Healthy	0.245	0.0014	6.18796	1.14237	0.00024	0	0	0	0		0.245	0.0014	49.26182	0.00024	0	0	1.14237	0.03189	0.06608	0
Healthy	49.45111	5.98791	0.10975	0.38717	0.58731	0.67343	0	0.02141	0.01957		49.45111	5.98791	0.78204	0.58731	0	0.67343	0.38717	0	0.02316	0.02141
Healthy	0.75852	2.94774	0	0	0.0177	0	0.61379	0	0		0.75852	2.94774	3.56951	0.0177	0.61379	0	0	0	0.28054	0
Healthy	16.20866	11.37135	0.00268	0.04652	6.36084	0.00996	0	0.03076	0.05475		16.20866	11.37135	0.05956	6.36084	0	0.00996	0.04652	0	0.04022	0.03076
Healthy	17.52132	13.26754	0.4903	0.46867	0	1.5796	11.4758	0	0		17.52132	13.26754	0	0	11.4758	1.5796	0.46867	9.77338	0	0
Healthy	23.4526	22.26701	0.26882	0.74702	0.10597	2.63884	0.22246	0.04359	0		23.4526	22.26701	1.08988	0.10597	0.22246	2.63884	0.74702	0	0.21895	0.04359
Healthy	28.87652	8.99737	0.44908	0.0117	0.73486	0.03829	0	0	0		28.87652	8.99737	0.22506	0.73486	0	0.03829	0.0117	0.84447	0	0
Healthy	23.75908	9.07248	2.99903	0.19269	0.41348	0.42559	0.64188	0.09663	0		23.75908	9.07248	1.19383	0.41348	0.64188	0.42559	0.19269	0	0	0.09663
Healthy	17.96831	3.47883	0.11226	2.73073	0	0.16815	0	0	0		17.96831	3.47883	3.12663	0	0	0.16815	2.73073	0	0.02458	0
Healthy	22.61631	16.45399	0.85829	0.42719	0	15.18462	3.66315	0.17428	0		22.61631	16.45399	0.39767	0	3.66315	15.18462	0.42719	4.11684	0	0.17428
Healthy	2.04266	6.01094	0.03919	0	0	0	0	0	0		2.04266	6.01094	0.04933	0	0	0	0	0	0.02244	0
Healthy	22.9828	3.66764	0	0	0	0	0	0	0		22.9828	3.66764	0	0	0	0	0	0	0	0
Healthy	5.34763	7.88878	0.58068	0.04294	0	0	0	0	0		5.34763	7.88878	0.21436	0	0	0	0.04294	0	0	0
Healthy	0.90802	1.48619	0	0	0	0.00818	0	0	0		0.90802	1.48619	0.1026	0	0	0.00818	0	0	0	0
Healthy	3.45998	3.10212	0	0.47611	0	0.04691	0	0	0.25882		3.45998	3.10212	1.08682	0	0	0.04691	0.47611	0	0.06013	0
Healthy	3.83	0.00366	3.00319	0.09209	10.9872	0.21008	0	0	0.31873		3.83	0.00366	21.9186	10.9872	0	0.21008	0.09209	0	0	0
Healthy	9.77077	3.0592	0.39255	0.6761	0.12052	3.55347	2.878	0.19935	0.3395		9.77077	3.0592	17.69028	0.12052	2.878	3.55347	0.6761	0	0.00245	0.19935
Healthy	27.95244	15.29742	0.02928	0	0	1.37327	0.50663	0	0.63891		27.95244	15.29742	2.24791	0	0.50663	1.37327	0	1.53777	0	0
Healthy	2.01068	7.65047	0.00501	0.26943	0.85429	0	0	0	0		2.01068	7.65047	0	0.85429	0	0	0.26943	0	0.02608	0
Healthy	54.94439	2.2342	0	0	0	0	0	0	0		54.94439	2.2342	0.0056	0	0	0	0	0	0	0
Healthy	12.64951	52.63268	0.06909	0.12669	0	0.01721	5.91318	0	0		12.64951	52.63268	0	0	5.91318	0.01721	0.12669	0.81248	0	0
Healthy	1.43021	6.6513	0.06685	0.03136	0	0	0	0	0		1.43021	6.6513	0.60371	0	0	0	0.03136	0	0	0
Healthy	23.58926	6.26894	0.39041	5.26415	13.1215	0.29611	0.22609	0	0		23.58926	6.26894	3.725	13.1215	0.22609	0.29611	5.26415	0	0.07456	0
Healthy	3.06471	2.24964	0.01177	0.11598	0	0	0	0	0		3.06471	2.24964	0	0	0	0	0.11598	0	0.04505	0
Healthy	4.85192	3.08835	0	0	0	0	0	0	0		4.85192	3.08835	0.05071	0	0	0	0	0	0	0
Healthy	51.74343	6.0181	0.00625	0.06573	0.33902	0.01373	0.20727	0.00585	0		51.74343	6.0181	0.3192	0.33902	0.20727	0.01373	0.06573	0	0	0.00585
Healthy	39.16761	5.08168	0.80224	0.9468	0.95794	1.97951	0	0	0		39.16761	5.08168	12.61816	0.95794	0	1.97951	0.9468	0	0	0
Healthy	45.96371	3.74252	0.41762	0.01095	0	0.83436	0.80213	0	0.03843		45.96371	3.74252	0.10103	0	0.80213	0.83436	0.01095	0	0	0
Healthy	0.92453	1.58522	0	0	0	0	0	0	0		0.92453	1.58522	0.03705	0	0	0	0	0	0	0
Healthy	18.57244	18.39218	0.28477	0.60411	5.48769	0.08649	2.68708	0.02876	0		18.57244	18.39218	6.06395	5.48769	2.68708	0.08649	0.60411	0	0.071	0.02876
Healthy	35.70922	3.09796	1.49394	0.51254	0	0.88399	0	0.08778	1.37992		35.70922	3.09796	13.81911	0	0	0.88399	0.51254	0	0.00949	0.08778
Healthy	40.13242	8.03502	0.90185	0.51354	0.00876	0.40353	0.03732	0	0		40.13242	8.03502	0.59571	0.00876	0.03732	0.40353	0.51354	0.20651	0	0
Healthy	56.89302	10.07957	0	0.19709	0	1.06608	4.11402	0.00449	0		56.89302	10.07957	1.36028	0	4.11402	1.06608	0.19709	9.11108	0.05451	0.00449
D008545	22.62177	25.09416	10.50569	8.39223	4.01504	3.69771	0	0	0.23999		22.62177	25.09416	0.33355	4.01504	0	3.69771	8.39223	0	0	0
Healthy	5.48392	4.38858	0	0	0.12127	0	0.05697	0	0		5.48392	4.38858	4.07317	0.12127	0.05697	0	0	0	0.06774	0
Healthy	32.31532	10.6701	0	0	0	0	0	0	0		32.31532	10.6701	0	0	0	0	0	0	0	0
Healthy	0	0	0.24208	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	31.42424	17.69571	0.74035	0.66109	0	0.00724	0	0	0		31.42424	17.69571	14.85243	0	0	0.00724	0.66109	0	0.15293	0
Healthy	41.7028	9.80595	0.18346	0.3587	4.66303	0.19124	0.08659	0.23946	0		41.7028	9.80595	0.9617	4.66303	0.08659	0.19124	0.3587	2.10345	0.12175	0.23946
Healthy	1.18477	5.19186	0	0.14383	0	0.52613	0.06375	0	0		1.18477	5.19186	0.11599	0	0.06375	0.52613	0.14383	0	1.68288	0
Healthy	46.59024	10.70676	0.06493	0.09524	0	0.12339	0.58978	0	0		46.59024	10.70676	0.26533	0	0.58978	0.12339	0.09524	3.12644	0.00335	0
Healthy	36.96435	8.01655	0.05439	0.1074	0	0.02557	0	0.12472	0		36.96435	8.01655	0.04343	0	0	0.02557	0.1074	2.89996	0.00334	0.12472
Healthy	16.31647	12.12735	0	0	6.098	0	1.38448	0	0		16.31647	12.12735	0	6.098	1.38448	0	0	1.57201	0.02861	0
Healthy	16.79689	10.4617	0	0.18604	0	0.54766	0	0.80352	0		16.79689	10.4617	2.84285	0	0	0.54766	0.18604	0	0	0.80352
Healthy	31.05377	12.02427	3.04601	2.42074	0.44848	0.0271	0	0.16315	0		31.05377	12.02427	2.76302	0.44848	0	0.0271	2.42074	0	0	0.16315
Healthy	47.35669	15.30422	0.62491	3.89546	0	0	0	0	0		47.35669	15.30422	0.32959	0	0	0	3.89546	0	0	0
Healthy	17.43485	21.18098	0	0	0	0	0	0	0		17.43485	21.18098	3.37794	0	0	0	0	0	0	0
Healthy	29.86637	14.01298	0	0.09918	0	0	0	0	0		29.86637	14.01298	11.48456	0	0	0	0.09918	0	0	0
Healthy	4.49158	5.20468	0.01624	0.22124	0.00127	0	0	0.00171	0		4.49158	5.20468	1.2376	0.00127	0	0	0.22124	0	0	0.00171
Healthy	56.31005	2.04696	0	0.9505	2.88098	0	0	0	0		56.31005	2.04696	9.76801	2.88098	0	0	0.9505	0	0	0
Healthy	1.6962	3.58521	0	0.15197	3.41279	0.00516	0	0	0		1.6962	3.58521	1.03145	3.41279	0	0.00516	0.15197	0	0.03819	0
Healthy	33.11335	1.5326	0.04975	0	0.02971	0	0.07658	0	0		33.11335	1.5326	0.00487	0.02971	0.07658	0	0	0	0	0
Healthy	0.59844	6.74526	0.08361	0.74692	0.15368	0.44679	0	0	0		0.59844	6.74526	1.12863	0.15368	0	0.44679	0.74692	0.0772	0.69686	0
Healthy	4.33428	0.68898	0.01614	3.8383	0	0.43165	0	0.03323	0		4.33428	0.68898	12.7175	0	0	0.43165	3.8383	0	0	0.03323
Healthy	0.75738	1.52509	0	0	0.57307	0	0	0	0		0.75738	1.52509	0.01588	0.57307	0	0	0	0	0	0
Healthy	2.61056	0.72457	0	0	0	0	0	0	0		2.61056	0.72457	0	0	0	0	0	0	0.07373	0
Healthy	6.14998	6.42459	0.00309	1.07557	0.0313	0.01823	0	0	0		6.14998	6.42459	35.07343	0.0313	0	0.01823	1.07557	0	0.01216	0
Healthy	47.55484	0.30004	0	0	0	9.86165	0	0	0		47.55484	0.30004	0	0	0	9.86165	0	0	0	0
Healthy	18.84165	4.45366	0	0.09653	0	0.07472	0	0	0		18.84165	4.45366	0	0	0	0.07472	0.09653	0	0.37836	0
Healthy	46.14859	16.8815	0.00574	0.59998	0	0	0	0.50499	0		46.14859	16.8815	1.07537	0	0	0	0.59998	0	0.0025	0.50499
Healthy	20.12963	4.43612	0	0.13647	0	0.05916	0	0	0		20.12963	4.43612	0	0	0	0.05916	0.13647	0	0.43856	0
Healthy	1.53952	1.97073	0	0	0	0.02311	0	0	0		1.53952	1.97073	0.27163	0	0	0.02311	0	0	0	0
Healthy	0	0	0.41515	0	0	0.0884	0	0	49.1639		0	0	1.16566	0	0	0.0884	0	0	0	0
Healthy	20.08926	9.68222	0.09262	0.71657	2.89205	0.63692	0.58844	0	1.79833		20.08926	9.68222	2.28157	2.89205	0.58844	0.63692	0.71657	0	0.31131	0
Healthy	31.30048	4.51367	0	0	3.15983	0	0.39124	0.39002	0		31.30048	4.51367	0.09546	3.15983	0.39124	0	0	1.51366	0	0.39002
Healthy	32.74164	19.24452	1.05229	1.09858	0.70025	0.00764	0	0	0.19586		32.74164	19.24452	5.08019	0.70025	0	0.00764	1.09858	0.37257	0.04058	0
Healthy	13.55256	5.26979	0.34813	0.37555	0.56199	0.01282	0	0.06701	0.1369		13.55256	5.26979	0.94253	0.56199	0	0.01282	0.37555	0	0	0.06701
Healthy	15.84558	7.08984	0	0	0	2.60916	0	0.20923	0		15.84558	7.08984	0.14751	0	0	2.60916	0	5.67807	0	0.20923
Healthy	15.20925	8.93057	0.03509	0.08066	0.00142	0.02174	0	0	0		15.20925	8.93057	0	0.00142	0	0.02174	0.08066	0	0	0
Healthy	32.72536	23.4459	4.4454	1.29034	0.56761	2.46128	2.23143	0.00988	0		32.72536	23.4459	0.00862	0.56761	2.23143	2.46128	1.29034	0	0.05119	0.00988
Healthy	6.434	7.37719	0.00984	2.08036	0	0.32147	0	0.1621	0.04317		6.434	7.37719	18.96884	0	0	0.32147	2.08036	0	0.1071	0.1621
Healthy	16.2186	11.138	0.02895	0.26126	0.01513	1.08905	0.09898	0	0		16.2186	11.138	0.26958	0.01513	0.09898	1.08905	0.26126	0	0	0
Healthy	15.49266	2.90556	0.0072	0.06607	0.72869	0.00797	0	0	0		15.49266	2.90556	0.10275	0.72869	0	0.00797	0.06607	3.59974	0.07184	0
Healthy	28.30473	5.72371	0.02182	0.5414	4.67237	0.64678	0	0	0		28.30473	5.72371	0.45473	4.67237	0	0.64678	0.5414	0	0.04541	0
Healthy	1.3533	1.44714	0.22118	0.13187	0	0.0216	0	0	0		1.3533	1.44714	0	0	0	0.0216	0.13187	0	0	0
Healthy	11.89373	0.56976	0.06968	0	0	0.0218	0	0	0		11.89373	0.56976	0	0	0	0.0218	0	0	0.01862	0
D008545	13.82588	8.05729	9.94319	2.69018	38.6355	3.89564	2.32668	0	0.11053		13.82588	8.05729	0.02096	38.6355	2.32668	3.89564	2.69018	1.39754	0.42849	0
Healthy	29.00896	28.33328	5.39605	0.86419	8.11954	0.2304	1.22198	0.22335	0		29.00896	28.33328	12.99585	8.11954	1.22198	0.2304	0.86419	0	0	0.22335
Healthy	4.70886	3.66472	0	0	0	0.01914	0	0	0		4.70886	3.66472	0.00491	0	0	0.01914	0	0	0.16199	0
Healthy	10.20658	18.40744	0	0.784	5.92107	0.58038	13.0073	0	0.12372		10.20658	18.40744	4.57174	5.92107	13.0073	0.58038	0.784	1.0375	0	0
Healthy	0.83373	4.83097	0	0.6965	6.87176	0.30796	0	0	0		0.83373	4.83097	0.02487	6.87176	0	0.30796	0.6965	0	0.14537	0
Healthy	13.53684	27.38311	0.0972	0.07213	2.14262	0.06007	0	0.00111	0		13.53684	27.38311	0.38191	2.14262	0	0.06007	0.07213	0	0.02951	0.00111
Healthy	20.13988	12.47626	3.18989	0.69763	0	0.00777	0	0.0561	0		20.13988	12.47626	2.73998	0	0	0.00777	0.69763	0	0	0.0561
Healthy	5.08711	3.80452	0.25922	0	0	1.46855	0	0.08241	0.01978		5.08711	3.80452	0	0	0	1.46855	0	0	0.01432	0.08241
Healthy	4.75776	5.30447	0	0	0	0.00759	0	0	0		4.75776	5.30447	0	0	0	0.00759	0	0	0.15014	0
Healthy	1.0296	8.54482	0	0.12423	0	0.45795	0.05847	0	0		1.0296	8.54482	0.13269	0	0.05847	0.45795	0.12423	0	1.83113	0
Healthy	39.45841	14.10313	0.79898	0.15025	0	0.63719	0.09805	0.3595	0		39.45841	14.10313	0	0	0.09805	0.63719	0.15025	0.46187	0	0.3595
Healthy	4.85705	4.53498	0	0.23823	8.41324	0	0	0	0		4.85705	4.53498	0.44033	8.41324	0	0	0.23823	0	0.56485	0
Healthy	9.0824	11.92897	4.38153	1.50978	8.75078	0.03386	0	0.19699	0		9.0824	11.92897	11.19037	8.75078	0	0.03386	1.50978	0	0.16248	0.19699
Healthy	1.01254	5.92855	0	1.44436	43.9957	0.15544	0	0	0		1.01254	5.92855	0.02486	43.9957	0	0.15544	1.44436	0	0.69191	0
Healthy	5.06038	11.7108	0	0.28718	5.21823	0.60624	0.22484	0.00715	0		5.06038	11.7108	3.25304	5.21823	0.22484	0.60624	0.28718	0	0.30363	0.00715
Healthy	7.45482	6.30004	0.36713	0	5.88147	0.04078	0	0	0		7.45482	6.30004	0.88339	5.88147	0	0.04078	0	0.2403	0	0
Healthy	39.1358	3.23929	0.06418	0.73011	0	0.0565	0	0.18428	0		39.1358	3.23929	2.95144	0	0	0.0565	0.73011	0	0	0.18428
Healthy	6.43677	8.41722	0.10733	0.38901	23.5674	0.24461	2.32247	0	0		6.43677	8.41722	0.11271	23.5674	2.32247	0.24461	0.38901	2.589	0.74315	0
Healthy	23.89813	4.20858	0	0.1096	0	0.07602	0	0	0		23.89813	4.20858	0	0	0	0.07602	0.1096	0	0.54517	0
Healthy	15.61761	23.75824	0.0173	0	3.56343	0	0.61693	0	0		15.61761	23.75824	0.01034	3.56343	0.61693	0	0	1.11523	0.16419	0
Healthy	0.35796	23.89217	0	0	1.16615	0.00129	0	0	0		0.35796	23.89217	0.29239	1.16615	0	0.00129	0	0	0	0
Healthy	34.07471	26.76312	0.9665	0.04911	1.60176	0.03063	2.47832	0.15967	0.12329		34.07471	26.76312	2.32908	1.60176	2.47832	0.03063	0.04911	0	0.03822	0.15967
Healthy	18.57003	38.77121	0	1.04435	3.19426	2.07172	1.2636	0.4262	1.03863		18.57003	38.77121	2.46498	3.19426	1.2636	2.07172	1.04435	0	0	0.4262
Healthy	0.65747	7.41386	0.07088	0.73475	0.15171	0.54003	0	0	0		0.65747	7.41386	1.07421	0.15171	0	0.54003	0.73475	0.05697	0.68415	0
Healthy	8.47756	3.43644	0	0.00623	0	0	0	0	0		8.47756	3.43644	0	0	0	0	0.00623	0	0	0
Healthy	27.67521	3.12001	0.07214	0	1.18387	0	0	0	0		27.67521	3.12001	0	1.18387	0	0	0	0	0	0
Healthy	2.28081	36.1403	0	0	0	0	0	0	0		2.28081	36.1403	2.66432	0	0	0	0	0	0	0
Healthy	6.15423	6.84022	0.02736	0.11814	0.87368	0.46944	0.95618	0	0		6.15423	6.84022	0.30783	0.87368	0.95618	0.46944	0.11814	0.00343	0.23795	0
Healthy	31.88283	0	0	0	0	0	0	0	0		31.88283	0	0	0	0	0	0	0	0	0
Healthy	40.74592	4.26431	0.13581	0	0	0.50488	0.42282	0	0		40.74592	4.26431	0.28247	0	0.42282	0.50488	0	0	0	0
Healthy	24.1807	13.24832	0.17814	0.97485	0	0.07431	0	0.02403	0		24.1807	13.24832	0.88978	0	0	0.07431	0.97485	0	0	0.02403
Healthy	56.28629	4.3606	1.90487	0.08153	0	0.24573	0	0	0		56.28629	4.3606	0.5284	0	0	0.24573	0.08153	2.52787	0	0
Healthy	47.72142	7.91748	0.00714	0.06902	0	0.00359	0	0	0		47.72142	7.91748	0.43644	0	0	0.00359	0.06902	0	0.00573	0
Healthy	35.33078	3.0483	1.48453	0.46336	0	2.47708	0	0.08193	1.34503		35.33078	3.0483	13.22524	0	0	2.47708	0.46336	0	0.00319	0.08193
Healthy	9.86027	16.57506	0.1933	0.15335	11.9544	3.52055	1.22427	0.35991	0		9.86027	16.57506	0.40271	11.9544	1.22427	3.52055	0.15335	11.3824	0	0.35991
Healthy	4.48437	6.74531	0	0.65073	7.00361	0.19751	0	0	0		4.48437	6.74531	5.34817	7.00361	0	0.19751	0.65073	0	0.14185	0
Healthy	32.93119	2.30897	0	0	2.70233	6.09948	2.86015	0	0		32.93119	2.30897	0	2.70233	2.86015	6.09948	0	1.86364	0	0
Healthy	6.24613	0.35458	0	0	18.535	0	0	0	0		6.24613	0.35458	0	18.535	0	0	0	0	0	0
Healthy	11.46942	7.01061	0	0.1068	0.08399	0.44993	0	0.29712	0		11.46942	7.01061	25.43716	0.08399	0	0.44993	0.1068	0	0	0.29712
Healthy	27.45418	8.83077	0	0.3788	0.12008	0.27834	0	0	0		27.45418	8.83077	0.63067	0.12008	0	0.27834	0.3788	0	0.04985	0
Healthy	40.95522	12.01473	1.56736	0.2526	0	2.24046	0	0	0		40.95522	12.01473	0.16982	0	0	2.24046	0.2526	2.71736	0	0
Healthy	35.43431	4.15247	0	0	0	1.77762	0	0	0		35.43431	4.15247	0	0	0	1.77762	0	2.56206	0	0
Healthy	2.52066	0.09585	0	0	0	0	0	0	0		2.52066	0.09585	0.16593	0	0	0	0	0	0	0
Healthy	21.6788	33.70811	0.28659	1.73004	0	4.26599	2.05034	0.00299	0		21.6788	33.70811	0	0	2.05034	4.26599	1.73004	3.52234	0	0.00299
Healthy	1.06159	1.45482	0.23984	0.13703	0	0.0329	0	0	0		1.06159	1.45482	0	0	0	0.0329	0.13703	0	0	0
Healthy	6.13728	5.92034	0.2488	1.68693	0	0.00981	0.19165	0	0		6.13728	5.92034	11.92586	0	0.19165	0.00981	1.68693	0	0.0863	0
Healthy	1.26694	2.28628	0.02661	0.12202	0	0	0	0	0		1.26694	2.28628	0	0	0	0	0.12202	0	0.02729	0
Healthy	33.8383	25.68098	5.24658	1.18894	1.06484	0.1098	0	0.14282	0		33.8383	25.68098	2.26875	1.06484	0	0.1098	1.18894	0	0	0.14282
Healthy	10.41085	0.00531	0.16936	4.53704	0	1.43219	0	0.13293	0.6208		10.41085	0.00531	8.22406	0	0	1.43219	4.53704	0	0	0.13293
Healthy	4.29397	0.00088	2.08144	0.00972	0	0.56367	0	0.0106	8.12862		4.29397	0.00088	0.02187	0	0	0.56367	0.00972	0	0	0.0106
Healthy	2.32638	0.08589	0	0	0	0	0	0	0		2.32638	0.08589	0.18435	0	0	0	0	0	0	0
Healthy	54.15019	10.92949	0	0.28977	0	0.9304	3.55074	0.00744	0		54.15019	10.92949	2.20423	0	3.55074	0.9304	0.28977	10.17461	0.21362	0.00744
Healthy	1.07416	2.35397	0.02263	0.10093	0	0	0	0	0		1.07416	2.35397	0	0	0	0	0.10093	0	0.08082	0
Healthy	25.94487	3.01349	0	0	0	1.52302	0	0.24166	0		25.94487	3.01349	0	0	0	1.52302	0	2.31983	0	0.24166
Healthy	16.86365	4.23612	0	0.08619	0.09913	1.326	0	0	0		16.86365	4.23612	0.13589	0.09913	0	1.326	0.08619	2.31731	0.00272	0
Healthy	34.48028	12.04889	0.16685	0.08739	0	0.00285	0	0	0		34.48028	12.04889	3.52835	0	0	0.00285	0.08739	0	0	0
Healthy	21.36465	3.85547	0.08637	0.14271	0	0.02901	0	0	0		21.36465	3.85547	0	0	0	0.02901	0.14271	0	0.15114	0
Healthy	35.78451	2.75184	2.78531	0	0	0	7.62638	0.25611	0		35.78451	2.75184	0	0	7.62638	0	0	0	0	0.25611
Healthy	0.69045	2.35192	0	0	0	0	0	0	0		0.69045	2.35192	6.03095	0	0	0	0	0	0	0
D008545	14.66182	10.74753	0.24549	0.08441	5.45149	0.14766	0.21303	0.22804	0		14.66182	10.74753	0.00452	5.45149	0.21303	0.14766	0.08441	0	0.05471	0.22804
Healthy	21.17164	3.83668	0.0692	0.11367	0	0.02779	0	0	0		21.17164	3.83668	0	0	0	0.02779	0.11367	0	0.17345	0
Healthy	2.02647	0.01639	0.21068	0.21143	0	0	0	0	0		2.02647	0.01639	0.02548	0	0	0	0.21143	0	0.02461	0
Healthy	3.04587	4.58492	0.05335	0.27608	10.0789	0.03326	0	0	0		3.04587	4.58492	0.12434	10.0789	0	0.03326	0.27608	0.9397	0.3594	0
Healthy	15.30326	9.69389	0.2814	0	3.27258	1.78566	5.89659	0	0		15.30326	9.69389	0.37163	3.27258	5.89659	1.78566	0	0	0.07114	0
Healthy	4.09874	10.56288	1.3252	2.82032	0.03689	1.94186	0	1.06211	0		4.09874	10.56288	3.38478	0.03689	0	1.94186	2.82032	0	0	1.06211
Healthy	7.52963	2.56684	0.08306	0.06888	0	0	0	0	0		7.52963	2.56684	0	0	0	0	0.06888	0	0.03384	0
Healthy	7.61375	6.28402	0.39768	0	5.755	0.06075	0	0	0		7.61375	6.28402	0.87124	5.755	0	0.06075	0	0.30373	0	0
Healthy	7.49396	6.24922	0.38591	0	5.68315	0.06965	0	0	0		7.49396	6.24922	0.84445	5.68315	0	0.06965	0	0.28589	0	0
Healthy	1.08958	1.44994	0.20897	0.12065	0	0.01682	0	0	0		1.08958	1.44994	0	0	0	0.01682	0.12065	0	0	0
Healthy	22.8234	12.42453	0.94349	1.15867	0	12.52102	0.40432	0.23346	0		22.8234	12.42453	0.919	0	0.40432	12.52102	1.15867	1.94594	0.01118	0.23346
Healthy	2.55862	9.10403	0	0.48549	0	0.00996	0	0	0		2.55862	9.10403	0	0	0	0.00996	0.48549	0	0	0
Healthy	3.01168	3.59189	0	0.17988	0	0.12365	0	0	0		3.01168	3.59189	0.61629	0	0	0.12365	0.17988	0	0.09047	0
Healthy	27.94032	6.08476	0	0.33875	11.6171	0.5014	0.41649	0.00929	0		27.94032	6.08476	0.17424	11.6171	0.41649	0.5014	0.33875	0	0.09357	0.00929
Healthy	3.89494	6.74752	0	0.2879	0	0	0	0	0		3.89494	6.74752	4.18816	0	0	0	0.2879	0	0	0
D008545	32.84518	12.93792	1.78656	0.80583	9.33051	0.26553	0	0.12326	0.10258		32.84518	12.93792	0.09879	9.33051	0	0.26553	0.80583	0	0.02273	0.12326
Healthy	1.25835	3.16546	0	0	0.07452	0	0.5919	0	0		1.25835	3.16546	3.54603	0.07452	0.5919	0	0	0	0.40487	0
Healthy	0.76425	0	0	3.92622	0	0.56914	0	0	0		0.76425	0	13.04645	0	0	0.56914	3.92622	0	0	0
D008545	20.80086	6.21037	0	5.76896	2.67439	0.07542	0	0	0		20.80086	6.21037	3.42911	2.67439	0	0.07542	5.76896	0	0	0
Healthy	30.75719	8.73404	0.02863	0.15134	0.02047	2.64251	0	0.01959	0		30.75719	8.73404	0	0.02047	0	2.64251	0.15134	0	0.35894	0.01959
Healthy	1.59056	7.51611	0	0.12338	0.74229	0	0	0	0		1.59056	7.51611	0	0.74229	0	0	0.12338	0	0.03142	0
Healthy	0	5.8257	0.23366	0	0	0	0	0	0		0	5.8257	46.6181	0	0	0	0	0	0.05241	0
Healthy	8.6618	5.76238	0.02302	0.32781	0.48096	0	0.00654	0	0		8.6618	5.76238	1.36269	0.48096	0.00654	0	0.32781	0	0.05304	0
Healthy	1.24535	3.28469	0	0.01567	0	0	0	0	0		1.24535	3.28469	0.00293	0	0	0	0.01567	0	0	0
Healthy	4.48158	0.00077	0.52928	0.15484	0	0.11983	0	0.02774	0.18697		4.48158	0.00077	0.22693	0	0	0.11983	0.15484	0	0	0.02774
Healthy	12.81367	9.88981	0.01238	1.43714	0	0	0	0	0		12.81367	9.88981	0.17828	0	0	0	1.43714	0	0.32671	0
Healthy	8.5911	4.14446	0.02904	0.02489	0	0.01227	0	0.04244	0.02139		8.5911	4.14446	0.00061	0	0	0.01227	0.02489	0	0.01141	0.04244
Healthy	6.76244	0	0	0	0	0	0	0	0		6.76244	0	0	0	0	0	0	0	0	0
Healthy	4.1337	1.2726	0.24412	0.84596	0	0	0	0	0.04883		4.1337	1.2726	0.46194	0	0	0	0.84596	0	0.02804	0
Healthy	6.15344	2.51061	0.30757	0.02071	0	0.11142	0	0	0		6.15344	2.51061	0.07333	0	0	0.11142	0.02071	0	0.02561	0
Healthy	15.70621	6.76686	0	0.16158	0.17856	0.56261	0	0.59943	0		15.70621	6.76686	2.80974	0.17856	0	0.56261	0.16158	0	0	0.59943
Healthy	31.19471	2.05461	0.05541	0.03757	0.05335	0.73993	0.09682	0	0		31.19471	2.05461	0.03123	0.05335	0.09682	0.73993	0.03757	0.27964	0.02508	0
Healthy	1.72693	3.47092	0	0.16424	3.48511	0	0	0	0		1.72693	3.47092	1.08158	3.48511	0	0	0.16424	0	0.00918	0
Healthy	35.57478	18.80483	0.40862	0.87803	0	0	0.13061	0	0.20067		35.57478	18.80483	0.39572	0	0.13061	0	0.87803	0.94115	0	0
D008545	6.18535	3.95045	60.73587	1.23482	0	1.20206	3.66785	0.04417	0		6.18535	3.95045	0.6918	0	3.66785	1.20206	1.23482	0	0	0.04417
Healthy	14.52978	1.28615	0	0.25569	0	0.05984	0	0	0		14.52978	1.28615	1.05015	0	0	0.05984	0.25569	0	0.05373	0
Healthy	14.0252	13.2017	5.56678	2.33967	1.60562	0	1.75451	0	0		14.0252	13.2017	8.50732	1.60562	1.75451	0	2.33967	0	0	0
Healthy	0.47101	6.64057	0	0.10858	13.7651	0.01167	0.00361	0	0		0.47101	6.64057	1.68037	13.7651	0.00361	0.01167	0.10858	0	0.95239	0
Healthy	0	0.0024	1.23744	0	0	0.00085	0	0	0		0	0.0024	59.86669	0	0	0.00085	0	0	0	0
