group	Prevotella_copri_A	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phytobacter_ursingii	Ruminococcus_B_gnavus	Streptococcus_parasanguinis_D	Veillonella_atypica	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Prevotella_copri_A	Bacteroides_eggerthii	Bifidobacterium_longum	Phocaeicola_sp900554435	Bacteroides_sp900066265	Anaerostipes_hadrus	Intestinibacter_bartlettii	Anaerostipes_hadrus_A	Streptococcus_parasanguinis_D	Parasutterella_excrementihominis
Healthy	0.86964	0	0	0	0.00243	0	0	0	0	0	0.86964	0	0	0.56669	0.10335	0.76951	0.39836	0.55694	0	0
Healthy	0	0	4.56774	0	0	0	0	0	0	0	0	0.23219	1.10506	4.10076	0	0	0	0	0	0
Healthy	0	0	0	12.1701	0.70087	0	0.00682	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.00962	0.11753	0	0	0	0.004	0	0	0	0.84744	0	0	0.29233	0.05296	0.02735	0	0
Healthy	0	11.3293	30.7411	2.43028	0.04032	0	0	0.01789	0	0	0	0	0.02841	5.58395	0	0.09857	0.03703	0.02598	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03743	0	0.01631	0	0
Healthy	19.931	0	0	0	0	0	0	0	0	0	19.931	0	0	0	0	0.00177	0	0	0	0
Healthy	29.7199	0	0	0	0.03319	0	0	0	0	0	29.7199	0	0.02623	0	0	0.03027	0	0.01965	0	0.00542
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.03685	0	0	0	0	0	0	0
Healthy	0	0	0	0.38517	0	0	0	0	0	0	0	0	0.0548	0	0	0.0306	0	0.00114	0	0
Healthy	0	0	0	0	0	0.05792	0.00215	0	0	0	0	8.01248	0	0	0	0	0	0	0.05792	0
Healthy	19.9518	3.34838	0.65321	0	0.00923	0.01895	0	0.08298	0.02534	0.02363	19.9518	0.05378	0.01074	3.75004	0.09424	0.01066	0.32484	0.0271	0.01895	0
Healthy	6.34482	0.40218	2.31075	0.29564	0.01425	0.06971	0.17474	0	0.00073	0.04846	6.34482	0.16932	0.02104	2.0236	1.45375	0.05175	0.0032	0	0.06971	0.12922
Healthy	67.2895	2.22041	0	0.75202	0.04272	0.03176	0	0	0	0	67.2895	0.1294	0.00052	0.0023	0.0125	0.00326	0	0.01697	0.03176	0.00631
Healthy	0	0	0	31.3908	0.00289	0.00209	0	0	0	0	0	0	0.04259	0.00093	0	0.00229	0	0.00676	0.00209	0
Healthy	31.6083	0	0	0	0	0	0	0	0	0	31.6083	0	0.01476	7.96353	0.62727	0.23856	0	0.18091	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00923	0	0.25211	0	0.0154
Healthy	6.93176	2.67721	3.80811	0.08408	0	0	0	0	0	0	6.93176	0.31059	0	0.45461	1.75744	0	0	0.00367	0	0.36323
Healthy	0	0	0	0.08958	0.00165	0	0	0	0	0	0	0	0.33348	0	0	0	0	0	0	0.22577
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	20.2909	0	0	0.70786	0	1.33767	0	0
Healthy	29.1817	0	0	0	0	0	0	0	0	0	29.1817	0	0.14166	0	0	0.02765	0.28424	0.30925	0	0
Healthy	0.0306	12.0336	10.2815	0.65793	0.0336	0	0	0	0.00322	0	0.0306	0.17671	3.03119	6.29506	0.63342	0.02363	0.00968	0.00341	0	0.00304
Healthy	0	0	0	0	0.04369	0.01704	0.00289	0	0	0	0	0	0.01164	2.86774	0	0.30361	0.24526	0.50678	0.01704	0.06841
Healthy	0.00816	0	0	0.05192	0	0.00036	0	0.00136	0	0	0.00816	0	0	5.65209	0	0.01487	0	0.04427	0.00036	0.00015
Healthy	0	0	0	3.16677	0.03987	0	0	0	0	0	0	13.1398	0	0	0	0	0	0	0	0.08977
D014376	74.1092	0	0	0.96787	0	0.0012	0	0.00043	0	0	74.1092	0	3.24449	0	0.27849	0.28273	0	0.00665	0.0012	0
Healthy	0	0	0	0.37208	0	0	0	0	0	0	0	0	0.19003	0	0	0	0	0	0	0.10532
D014376	29.9269	2.40488	11.5572	0.22504	0	0.2412	0.02083	0.06439	0.00181	0.02288	29.9269	0	0.19673	0	0.13059	0	0	0	0.2412	0
Healthy	0	0	0	0	0	0.05241	0.00432	0	0	0	0	8.329	0	0	0	0	0	0	0.05241	0
Healthy	0	0	0	18.3832	0.63519	0	0	0	0	0	0	0.73958	0	0	0	5.35697	0	1.8275	0	0
Healthy	0	0	0	0.15204	0	0.01103	0	0	0	0	0	0	1.72351	0	0	0	0	0	0.01103	0.1691
Healthy	39.248	0	0	0.03218	0	0	0	0	0	0	39.248	0	0	3.68501	0.17022	0	0	0	0	0
Healthy	5.03124	0	0	0.24918	0.21651	0.0029	0.00041	0.00372	0.0011	0	5.03124	0	1.71272	0	0.16113	0.62481	0.01363	0.07867	0.0029	0.00011
Healthy	0	0	0	0	0	0.42419	0.02474	0.00544	0	0	0	8.24665	0	0	0	0.05764	0	0.0593	0.42419	0
Healthy	12.9605	0	0.02008	0.0542	0	0	0	0	0	0	12.9605	0	0.22753	3.08112	0.03394	0.20779	0	0.16405	0	0
Healthy	0	0	0	17.2665	0	0	0	0	0	0	0	3.31592	1.21105	0	0	0	0	0	0	0
Healthy	0	0	0	0.02491	0	0	0	0	0	0	0	0	0	10.1382	0	0.75795	0	0.01156	0	0.00244
Healthy	37.7229	0	0	0.04595	0.00023	0	0	0	0	0	37.7229	0.00014	0.00836	0	0.24991	0.07258	0.00536	0.05134	0	0
Healthy	0	0	0	0.32158	0.47684	0	0	0	0	0	0	0	17.7173	0	0	1.10739	0	0.04734	0	0.01267
Healthy	0	0	0	0.10318	0	0.18156	0	0.00205	0	0	0	0	1.30195	0.7028	0	0	0	0.03055	0.18156	0
Healthy	0	0	0	9.22203	1.09775	0	0	0	0	0	0	3.46995	0.20564	0	0	0.08444	0	0	0	0
Healthy	0	0	0	1.0624	0.0113	0	0	0	0	0	0	0	0.03577	0	0.23568	0	0	0	0	0.07079
Healthy	0	0	0	1.67549	0.00063	0.03756	0.08285	0.02405	0.01361	0.00652	0	0	1.80934	0	0	0.02446	0.59875	0.98952	0.03756	0
Healthy	0	0	0	10.3544	0	0	0	0	0	0	0	0	0.00339	0	0.2297	0	0	0	0	0.00488
Healthy	0.07071	2.70075	0.05184	0.26867	0.12701	0	0	0	0	0	0.07071	2.43891	0.00287	17.1231	0.44961	0.01176	0	0.01054	0	0.00279
Healthy	0	0	0	0	0	0.01542	0	0	0	0	0	0	0	14.2742	1.60271	0	0	0	0.01542	0.03097
Healthy	0	0	0	0.20672	0	0	0	0	0	0	0	0	0.23535	0	0	0	0	0	0	0.09536
Healthy	1.99672	2.1392	1.09105	0.47781	0	0	0	0	0	0	1.99672	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.04816	0	0	0	0	0	0	0	11.3446	1.18753	0	0	0	0	0	0	0
Healthy	0	0	0	3.92252	0.00753	0	0.02467	0	0	0	0	0	3.5531	0	0	0	0.59479	0	0	0
Healthy	0	0	0	0.00675	0.18909	0.4449	0	0.03709	0	0	0	0	0.13128	0	0	0.35267	0.26551	0.26554	0.4449	0.13296
Healthy	0	0	0	0.52504	0.00476	0.00145	0	0	0	0	0	57.3496	0	0	0	0	0	0.00739	0.00145	0.13412
Healthy	0	0	0	0.48205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.76842	1.04016	1.15374	0	0	0	0	0	0	0	7.76842	0.95592	0	0.40314	0	0.35279	0	0.51839	0	0.00219
Healthy	0.59186	0.03601	0	1.88029	0.01039	0.57152	0	0	0.30233	0	0.59186	0.06699	0.31124	0.67058	0.17077	0.26905	0	1.70729	0.57152	0
Healthy	0	0	25.1684	0	0	0	0	0	0	0	0	0	0	0	3.374	0	0	0	0	0.01507
Healthy	0	0	0	0.05795	0	0.20526	0	0	0	0	0	0	1.33508	0.67548	0	0	0	0.01711	0.20526	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.13974	0	0.2033	0	0	0	0	0	0	1.30712	0.63935	0	0	0	0.02825	0.2033	0.0031
Healthy	45.2911	0	0	0	0	0.00197	0	0.00148	0	0.01438	45.2911	0	0.05089	4.54289	0.54027	0.00732	0.2524	0.00186	0.00197	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.32269	0	0	1.59105	0	0	0	0	0
Healthy	6.54662	0	0	6.19492	0	0	0	0	0	0	6.54662	0	0	0.58478	0	0	0	0	0	0.0044
Healthy	0	0	0	0	0	0.11741	0	0	0	0	0	0	4.45386	0	0	0.33793	0.13203	0.07156	0.11741	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.01558	0	0	0.00472	0.28345	0.14495	0	0.02681
Healthy	0	0	0	0.15278	0.02133	0	0	0	0	0	0	0	0.21008	2.20688	0	0	0	0	0	0.03488
Healthy	0	12.615	0	0	0.18052	0.03278	0.00617	0	0	0	0	0	0	11.909	0	0.15244	0	0.07844	0.03278	0.0059
Healthy	0	0	0	0.03594	0.83021	0.08217	0	0.00864	0.00585	0.00061	0	9.52133	2.71668	0	0	1.74476	0.11949	1.05801	0.08217	0
Healthy	15.6857	0	0.00301	0.07364	0.00662	0	0	0.0046	0	0	15.6857	0.42545	1.51051	0.59983	0.17821	0.04074	0.01002	0.03295	0	0.04059
Healthy	0	0	0	12.1653	0	0	0.00587	0	0	0	0	0	0.08994	0	0	0.0144	0	0.00648	0	0.06558
Healthy	0	0	0	0	0	0.02173	0.13588	0	0	0	0	0	0.44665	8.57115	4.31033	0	0	0	0.02173	1.1027
Healthy	0	0	0	0.14395	0	0	0	0	0	0	0	3.33066	0	0	4.31956	0.24303	0	0.26209	0	0.27283
Healthy	0	0	0	0.07045	0	0.02999	0	0	0	0.00666	0	0	1.42281	0	0	0.08375	0	0.00956	0.02999	0.24452
Healthy	0	0	0.72359	0.1369	0	0.0214	0	0	0	0	0	0	0.58647	1.05721	0	0.21719	0	0.0253	0.0214	0
Healthy	10.5304	0	0.59457	0.47257	0.09272	0	0	0	0	0	10.5304	0.13797	0	0	0.18146	0	0.31227	0	0	0.37327
Healthy	0	0	0	23.5867	1.62245	0	0	0	0	0	0	1.33306	0	0	0	0	0	0	0	0
Healthy	2.00414	0	0	0	2.49015	1.05631	0.02969	0	0.00907	0.04063	2.00414	0	0	0.04393	0.00051	1.28003	0	0.03799	1.05631	0
Healthy	0	0	0	0.10167	0	0	0	0	0	0	0	0	0.22626	0	0	0	0	0	0	0.09381
Healthy	0	0	0	0.31867	0.02448	0.01935	0.0672	0	0	0	0	0	10.0094	0	0	1.08355	0.51637	0.00222	0.01935	0
Healthy	0	0	0	1.10727	0.02113	0	0	0	0	0	0	0	2.0199	0	0	0	0	0	0	0.07201
Healthy	0	0	0	0.40254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.45412	0	0.2066	0.06187	0.02063	1.3468	0.0009	0.06808	0	0	0.45412	0	0.75163	5.02124	0	0.12495	0	0.04929	1.3468	0
Healthy	0	0	0	0.02002	0	0	0	0	0	0	0	0	0.58706	4.05424	0	0	0	0	0	0.08807
Healthy	0	0	0	0.05613	0	0	0	0	0	0	0	0	0.23788	2.28608	0	0	0	0	0	0.02582
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.21134	0	0	0	0	0	0	0.01247
Healthy	0	0	0	17.9153	0.00013	0.16057	0.18358	0	0.05688	0.09058	0	0	2.15411	0	0	0	0.08665	0	0.16057	0
Healthy	0	0	0	10.6286	0	0.13616	0.00355	0	0.2337	0.08341	0	0	0.00462	0	0	0	0	0	0.13616	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	13.6606	0.36631	0	0.31544	0	0	0	0	0.02268
Healthy	0	0	0	0	0	0	0.09239	0	0	0	0	0	0.46036	8.08898	4.31221	0	0	0	0	1.16922
Healthy	0.85338	0	0	0.20022	0	0.01871	0	0	0	0	0.85338	0.24951	0	0.30259	0	0.23672	2.83469	0.13121	0.01871	0.01495
Healthy	0	6.47874	0	2.92696	0.13757	0	0	0.02789	0	0	0	1.87378	0	0.00892	1.01042	0.14154	0	0.00746	0	0.01081
Healthy	0	0	5.49267	0.01178	0	0.00374	0	0	0	0	0	0	0.29999	1.43207	0	0.0359	0.14545	0.16837	0.00374	0.05557
Healthy	0	0	0	52.9574	0	0.43748	0	0	0.1215	0.03842	0	0	8.91365	3.11511	0	0	0.00199	0	0.43748	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	11.7739	0	0	0.05639	0	0	0	0	0
Healthy	0	3.23543	0	32.8765	0.02587	0	0	0	0	0	0	1.61814	0.01839	0	0	0.03277	0	0.10896	0	0
Healthy	0	0.74746	0	7.02995	0	0	0	0	0	0	0	19.1909	0	0	0	0	0	0	0	0.04993
Healthy	0	10.1158	8.18284	0.00785	0	0	0	0.0018	0	0.00983	0	0.21125	5.10689	1.01181	0	0.61955	0.06303	0.11158	0	0.01132
Healthy	0	0	0	6.72529	0.13357	0.16102	0	0	0	0	0	4.20957	0.17181	0	0	0.28129	0.24306	0.00653	0.16102	0.07158
Healthy	0	0	0	5.64084	0	0	0	0	0	0.00199	0	0.00246	24.3529	0	1.08957	0	0	0	0	0
Healthy	0	0	0	0	0	0.06571	0.04423	0	0	0	0	14.7164	0	0	0	0	0	0.00474	0.06571	0
Healthy	0.01812	0	0.00368	53.421	8.05391	0.01259	0	0	0.0361	0	0.01812	0	4.67375	0.04932	0	0	0	0	0.01259	0
Healthy	0	0	0	1.00475	0.00689	0	0	0	0	0	0	0	0.02138	0	0.24169	0	0	0	0	0.00655
Healthy	0.19224	0	0	0	0.01939	0	0	0	0	0	0.19224	0	0.13828	0.06697	0.02894	6.50209	0	0.92035	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23964	0	0	0	0	0.16668
Healthy	0.07405	0	0	0.07348	0	0.00624	0	0	0	0	0.07405	1.21406	0	0.82642	0	0.27993	0.6669	0.12268	0.00624	0.02693
Healthy	0	0	0	0	1.73361	0	0	0	0	0	0	0	0.34445	0	0	0	0	0	0	0.16675
Healthy	6.64111	2.89143	5.29262	0.05649	0.01259	0.01026	0	0	0	0	6.64111	0.00032	0.76293	2.07847	0	0.17582	0.02098	0.12608	0.01026	0.05209
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.1865	0	0	0.01741	0	0.02594	0	0.00509
Healthy	0	0	0	0.08795	0.01291	0.01451	0.07641	0	0	0	0	0	0.35898	0	0	0.14367	0	0.17504	0.01451	0.001
Healthy	0	0	0.01125	0.34107	0	0	0	0.00644	0	0	0	0	0.01426	2.09225	0.29943	0.00634	0.49229	0	0	0.03392
Healthy	0	0	0	16.1326	0.00928	0.6866	0	0	0	0	0	0	0.18339	2.84259	0	0.07009	0	0.03172	0.6866	0.03397
Healthy	0	0	0	0	0	5.69432	0	0	0	0	0	0	0	0	0	0	0	0	5.69432	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31115	0	0.70867	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.17359	0	0.81069	0.64341	0.12967	0.00422	0	0
Healthy	0	0	4.17908	0.03824	0	0	0	0.06192	0	0.1042	0	0.34601	0.49535	4.0285	0.00858	0.06207	0.40591	0.10544	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.61077	0	0.06096	0	0	0	0	0	0	0	0	5.23037	0	0	0.0635	0.11759	0.037	0	0.13741
Healthy	0	0	0	0.07668	0	0	0	0	0	0	0	0	0.37432	0.3643	0	0.01186	0	0.42457	0	0
Healthy	0	0	0	0.22775	0	0	0	0	0	0	0	0	0.94379	0	1.20986	0	0	0	0	0
Healthy	0	0	0	2.18514	6.02574	0.03006	0	0	0	0.01017	0	0	19.3611	0	0	0	0.11799	0	0.03006	0.07202
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12284	0.02352	0.01097	0	0
Healthy	0	0	0.0009	0.16062	0.00524	0	0	0.00355	0	0	0	3.06964	2.82681	3.08245	0	0.21697	0.08685	0.00679	0	0.03582
Healthy	0	0	0	0	0.00933	0	0	0	0	0	0	0	0	3.68427	0.347	0.02885	0	0.00193	0	0
Healthy	40.5818	0	0	0	0	0	0	0	0	0	40.5818	0	0	3.75907	0.16618	0	0	0	0	0
Healthy	0.06809	0	0.00705	0.55205	0.1441	0.04744	0	0	0	0	0.06809	0	2.28674	0	0.47216	0.24004	0.13183	0.02256	0.04744	0.03789
Healthy	0	0	0	0.09424	0.05896	0.00932	0	0	0	0	0	0	3.65734	1.25493	0	0	0	0	0.00932	0.0019
Healthy	0	0	0	0.10131	0	0	0	0	0	0	0	0	1.66275	0	0	0	0	0	0	0.17636
Healthy	0	0	0	10.9342	0.00138	0.00017	0.03237	0	0	0	0	0	1.71201	0	6.37321	0	0.09905	0	0.00017	0.2435
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.07899	0.18537	0	10.1218	0	0	0	0	0	0	3.07899	0.00606	0	0	0	0	0	0	0	0
Healthy	0	0.98811	0	0	0	0	0	0	0	0	0	0	0	0	1.0105	0	0	0	0	0
Healthy	0	0	0	0	1.75368	0	0	0	0	0	0	0	0.37575	0	0	0	0	0	0	0.19444
Healthy	0	0	0.00369	0.06144	0	0	0	0	0	0	0	1.94433	1.65256	0.3659	0	0	0	0	0	0.02768
Healthy	0	0	0	0.03789	0	0	0	0	0	0	0	0	0.21997	0	0	0.02915	0.22656	0.10841	0	0.00034
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13685	0	0.01224	0	0.00766
Healthy	0	0	0	0.01927	0.00572	0	0	0	0	0	0	0	1.34508	0	0	0.03302	0	0.00842	0	0
Healthy	0.24246	0	0	2.17433	0.06234	0	0	0	0	0	0.24246	1.9545	0.45341	0	0	0	0	0.00904	0	0
Healthy	0	0	0.11935	0	0	0	0.12094	0	0	0	0	0	0	1.67993	0	0	0	0.21922	0	0
Healthy	0	0	0	0.12276	0.00996	0.15283	0	0	0.01816	0	0	0	0.20701	0	0	0.1853	0.35254	0.00605	0.15283	0.00387
Healthy	0.87236	0	0	8.15067	0	0.29507	0	0.07458	0	0.02368	0.87236	0.04084	0.9116	0.23766	0.06963	0.15662	0	0.0904	0.29507	0
Healthy	1.77962	0	0	0	0	0	0	0	0	0	1.77962	0	10.5045	2.99513	0.36522	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.02257	0	0	0.05351	0	0.01084	0	0
Healthy	0	0	0	0.3122	7.84122	0.0969	0	0	0	0.00308	0	0	19.1644	0	0	0	0	0	0.0969	0
Healthy	0	1.88066	0.99901	0	0	0	0	0	0	0	0	1.9013	0	2.0598	0	0	0	0	0	0
Healthy	68.7364	0	0	4.40645	0	0	0	0	0	0	68.7364	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.00939	0	0.01797	0	0	0	0	0	0	0.35388	0	0.741	0.02323	0.04477	0.04066	0.01797	0.0031
Healthy	0	0	4.46052	0	0	0	0	0	0	0	0	0.0926	0.6247	4.27548	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.48691	0.60038	0.01449	0	0	0	7.79758	0	0	0	0.0697	0	0.09845	0.48691	0
Healthy	0	0	0	0	0	0.0666	0.01231	0.02583	0	0	0	0.60644	0.30815	1.6663	0	0.04121	0.10367	0.07708	0.0666	0.01176
Healthy	0	0	0	0.35049	0.13189	0	0	0	0	0	0	35.8016	0.05663	0	0	0.01188	0	0.03613	0	0.01922
Healthy	0	0	0	2.08425	0.09148	0.29798	0.04289	0	0	0	0	15.3276	1.87977	0	0.93703	0.00532	0.0082	0	0.29798	0.01018
Healthy	0	0.00035	0	0.01207	0	0.20029	0	0	1.1473	0.26383	0	0	0	0	0	0	0	0	0.20029	0
Healthy	0.00068	0.0008	0	0	0.05674	0	0	0.00313	0	0	0.00068	24.468	0.36292	0	0	0.06793	0.04171	0	0	0.05324
Healthy	0	0	0	0.08108	0	0.0042	0	0	0	0	0	0.00985	0	1.16427	0	0.10861	0.02152	0.03378	0.0042	0.2314
Healthy	2.23365	0.15798	0.04234	0	0	0	0	0	0	0	2.23365	0	0	0.39724	0	0	0.07903	0.02382	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.0637	0	0	0	0	0	0	0	0
Healthy	29.5709	0	0	0	0	0	0	0	0	0	29.5709	0	0	1.80544	0.43352	0	0	0	0	0
Healthy	0	0	0	0	11.546	0	0	0	0	0.0078	0	0	26.6608	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.00763	0	0	0	0	0	4.10275	0	0	0.10578	0	0	0	0.00763	0
Healthy	0	0	0	1.4441	0.03118	0	0	0	0	0	0	0	2.04648	0	0	0	0	0	0	0.00235
Healthy	0.0002	0	0	0.0498	0.01367	0.03018	0	0	0.03213	0	0.0002	0	1.86579	0	0.14591	0.01286	0.03796	0.02117	0.03018	0
Healthy	0.58287	0	0	0.04365	0.06898	0	0	0	0	0	0.58287	0	0	0.26182	0	0	0	0	0	0
Healthy	0	0	0	0.01873	0.63717	0	0	0	0	0	0	0	0.23845	0	0	0	0	0	0	0.1197
Healthy	0	0	0	0	0.01135	0.00088	0.02702	0	0	0	0	0	0.02807	0.00186	0	0.10456	0	0.01888	0.00088	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952	0	0	0	0	0.5632
Healthy	0	0	0	10.002	0	0	0	0	0	0	0	0	0	0	0.22013	0	0	0	0	0.00813
Healthy	0.89279	0.18834	0.44719	0.12787	0.02624	0	0	0	0	0	0.89279	38.6042	0.13446	0.01128	0	0	0	0.03607	0	0.0369
Healthy	0	0	0	1.42793	0.04117	0	0	0	0	0	0	0	2.01903	0	0	0	0	0	0	0.00234
Healthy	2.20123	0.12979	0	0	0	0	0	0	0	0	2.20123	0.32531	0.08513	0	0.00934	0	0.00357	0	0	0
Healthy	2.41022	1.27371	0.52847	0	0.00451	0.1341	0	0.00177	0.00405	0	2.41022	0	0	0	0	0.41751	0	0.36564	0.1341	0
Healthy	0	0	0	2.06596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30887
Healthy	0	0	0	0.00647	0.00825	0.00579	0	0.00167	0.00684	0	0	0	2.82258	0	0	2.27267	0.81709	0.11939	0.00579	0
Healthy	0.36963	0	0	0.8847	0	0	0	0	0	0	0.36963	0.34804	0.02202	0.50245	0	0.1263	0.49934	0.03521	0	0.07183
Healthy	0	0	0	0.40114	0	0.06235	0	0	0	0	0	0	1.10181	0.74477	0	0	0	0.0038	0.06235	0.02854
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.82931	1.84816	0.64831	0.59984	0	0.00938	0	0
Healthy	0	0	0	1.77074	0.01991	0	0.17803	0	0.00365	0	0	0	0.00447	0	0	0.02309	0	0.00579	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.59305	1.37569	1.4913	0.00451	0	0	0	0
Healthy	0	0	0	0	0.0335	0	0	0	0	0	0	0	0	0	0	0	0	0.05317	0	0
Healthy	0	0	0	0.12828	0.27785	0.02812	0.01663	0	0	0	0	0	0.24107	0	0	0	0.0197	0.00255	0.02812	0
Healthy	0	0	0	0.03446	0.19796	0.4153	0	0.04432	0	0	0	0	0.15182	0	0	0.41592	0.27995	0.26659	0.4153	0.12716
Healthy	67.8293	0	0	4.44716	0	0	0	0	0	0	67.8293	0	0	0	0	0	0	0	0	0
Healthy	0	0	1.26671	0.33297	0	0.02198	0	0.03681	0	0	0	0.30008	1.89871	0.41109	0	0	0.03556	0	0.02198	0
Healthy	0	0	0	0.07423	0.11008	0.04547	0.11577	0	0	0	0	0	0	0.00127	0	0.11877	0.07712	0.08794	0.04547	0.01291
Healthy	0	0	0	11.0772	0.00459	0.05525	0.05183	0	0.00283	0.00859	0	0	7.15334	0	0	0	0	0	0.05525	0
Healthy	0	0	38.2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.71272	0	0.03834	0	0	0	0	0	0	0.37442	4.88711	0	0	0	0	0.03834	0.03187
Healthy	0	0	0	0	0.01307	0	0	0	0	0	0	0	0.98211	0	0	0	0	0	0	0.26698
Healthy	0	2.6911	0	0	0	0	0	0	0	0	0	0	0.10342	0	0	0.28396	1.66741	0.17372	0	0.08659
Healthy	0	0	0	0.63145	4.72571	0.00222	0.00342	0	0	0	0	0	25.9454	0	0	0	0.55315	0	0.00222	0
Healthy	0	0	0	0.28946	0.01171	0	0	0	0	0	0	57.3233	0	0	0	0	0	0.01613	0	0.12364
Healthy	0	0	0	0.0817	0	0	0	0	0	0	0	0.03698	0.00501	0	0	0	0	0	0	0.22215
Healthy	0	0	0	0.08549	0.0032	0	0	0	0	0	0	0	0.36153	0	0	0	0	0	0	0.24043
Healthy	69.6807	0	0	0.26297	0.00123	0.03663	0	0	0	0	69.6807	0	0	0	0	0.18645	0.14209	0.12955	0.03663	0
Healthy	0	0	0	0.00235	0	0.39146	0.07962	0	0.09082	0.05021	0	0	40.7269	0	0	0	0	0	0.39146	0
Healthy	0	0	0	0	0.00283	0	0	0	0	0	0	0	0.11748	3.49675	0	0.07129	0.29432	0.04779	0	0
Healthy	0	0	0	9.25016	1.0294	0	0	0	0	0	0	3.45353	0.27102	0	0	0.10202	0	0	0	0
Healthy	0	0	0	0	0.04546	0	0	0	0	0	0	0	0	0	0	0.07369	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.38729	0	0	0	0	0	0	0.27881
Healthy	0	0	0	0.37512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	12.74	0.31293	0	0.25653	0	0	0	0	0.0072
Healthy	7.27333	0	0	0	0.0229	0.00156	0	0	0	0	7.27333	0	0	8.39932	0	0.03575	0	0.02873	0.00156	0.00407
Healthy	8.87961	0	0	0	0	0	0	0	0	0	8.87961	0	0	0	0	0	0	0	0	0
Healthy	27.0905	0	0	0	0	0	0	0	0	0	27.0905	0	0	1.67778	0.35039	0	0	0	0	0
Healthy	0	9.57553	0	0	0	0	0	0	0	0	0	0	0.27662	0	0	0.2573	0.18783	0.16691	0	0.0302
Healthy	0	0	0	46.2181	0.10381	0.18687	0	0.03062	0	0	0	0	0.31098	0	0	0.03264	0	0.00106	0.18687	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.12448	0.00303	0	0	0	0	0	0	0	0.21822	2.71726	0	0	0	0	0	0.03135
Healthy	0	0	0	2.85526	1.23116	0	0	0	0	0	0	0	0	0	0	0	0.52212	0	0	0
Healthy	0	0	0	0	0.14842	0	0	0	0	0	0	0	0.06069	0	0	0	0	0	0	0.24272
Healthy	3.29478	0.71431	0	1.20989	0	0.01233	0	0	0	0	3.29478	0.02705	0.00159	0	0	0.00177	0	0.00128	0.01233	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	12.4392	0.28541	0	0.29719	0	0	0	0	0.01225
Healthy	1.05497	0	0	9.40828	0	0.03162	0	0	0.0103	0	1.05497	0	0.7011	0.00854	0	0.01483	0.00798	0.08906	0.03162	0.00869
Healthy	0	0	0	0.25095	0.00975	0	0	0	0	0	0	0.01134	0.04595	0	0	0	0	0	0	0.23837
