group	Enterobacterales	Lactobacillales	Veillonellales	Pseudomonadales		Enterobacterales	Verrucomicrobiales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	0.06423	0	0	0		0.06423	0	0	0.0309	0.05847	0.45795	0.12423	0	0	0
Healthy	0.91966	0.79898	0	0		0.91966	0	0.79898	0	0.09805	0.63719	0.15025	0.46187	0	0.3595
Healthy	0	0	0.45553	0		0	8.41324	0	0.45707	0	0	0.23823	0	0	0
Healthy	0.07982	4.38153	3.22389	0		0.07982	8.75078	4.38153	0.20182	0	0.03386	1.50978	0	0	0.19699
Healthy	10.5558	0	2.61596	0		10.5558	43.9957	0	0.30039	0	0.15544	1.44436	0	0	0
Healthy	1.11266	0	0.42775	0		1.11266	5.21823	0	0.74605	0.22484	0.60624	0.28718	0	0	0.00715
Healthy	0.75647	0.36713	0.11838	0		0.75647	5.88147	0.36713	2.3087	0	0.04078	0	0.2403	0	0
Healthy	0.71011	0.06418	0.06112	0		0.71011	0	0.06418	0.04616	0	0.0565	0.73011	0	0	0.18428
Healthy	0	0.10733	0	0		0	23.5674	0.10733	0	2.32247	0.24461	0.38901	2.589	0	0
Healthy	0	0	0	0		0	0	0	3.11276	0	0.07602	0.1096	0	0	0
Healthy	0.48923	0.0173	0	0		0.48923	3.56343	0.0173	5.74877	0.61693	0	0	1.11523	0	0
Healthy	0.06918	0	3.03471	0		0.06918	1.16615	0	0.77799	0	0.00129	0	0	0	0
Healthy	0.75057	0.9665	0	0.12329		0.75057	1.60176	0.9665	0.07271	2.47832	0.03063	0.04911	0	0.12329	0.15967
Healthy	0.31592	0	0.01774	1.03863		0.31592	3.19426	0	0	1.2636	2.07172	1.04435	0	1.03863	0.4262
Healthy	0.44133	0.07088	3.06156	0		0.44133	0.15171	0.07088	0.0368	0	0.54003	0.73475	0.05697	0	0
Healthy	0	0	0	0		0	0	0	0.06033	0	0	0.00623	0	0	0
Healthy	0.08575	0.07214	4.13539	0		0.08575	1.18387	0.07214	0.09105	0	0	0	0	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	12.8824	0.02736	10.11345	0		12.8824	0.87368	0.02736	0.94112	0.95618	0.46944	0.11814	0.00343	0	0
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.13581	0	0		0	0	0.13581	0.84802	0.42282	0.50488	0	0	0	0
Healthy	1.57184	0.17814	0.72144	0		1.57184	0	0.17814	0.00263	0	0.07431	0.97485	0	0	0.02403
Healthy	1.41592	1.90487	0.07227	0		1.41592	0	1.90487	1.01535	0	0.24573	0.08153	2.52787	0	0
Healthy	0.00891	0.00714	2.68998	0		0.00891	0	0.00714	0.02177	0	0.00359	0.06902	0	0	0
Healthy	15.69949	1.48453	0.00923	1.34503		15.69949	0	1.48453	0.02736	0	2.47708	0.46336	0	1.34503	0.08193
Healthy	0.46183	0.1933	0.02153	0		0.46183	11.9544	0.1933	0.90539	1.22427	3.52055	0.15335	11.3824	0	0.35991
Healthy	0	0	17.73165	0		0	7.00361	0	0.28073	0	0.19751	0.65073	0	0	0
Healthy	0	0	0.02504	0		0	2.70233	0	0	2.86015	6.09948	0	1.86364	0	0
Healthy	0	0	0	0		0	18.535	0	0	0	0	0	0	0	0
Healthy	0.06424	0	0.83084	0		0.06424	0.08399	0	0.04496	0	0.44993	0.1068	0	0	0.29712
Healthy	0	0	0.50482	0		0	0.12008	0	1.14509	0	0.27834	0.3788	0	0	0
Healthy	0.22203	1.56736	0.16174	0		0.22203	0	1.56736	0	0	2.24046	0.2526	2.71736	0	0
Healthy	0	0	0	0		0	0	0	0	0	1.77762	0	2.56206	0	0
Healthy	1.16767	0	11.09111	0		1.16767	0	0	0	0	0	0	0	0	0
Healthy	0.01245	0.28659	0	0		0.01245	0	0.28659	0.08956	2.05034	4.26599	1.73004	3.52234	0	0.00299
Healthy	0.35884	0.23984	3.46213	0		0.35884	0	0.23984	0.08192	0	0.0329	0.13703	0	0	0
Healthy	0.16451	0.2488	0	0		0.16451	0	0.2488	0.08956	0.19165	0.00981	1.68693	0	0	0
Healthy	0	0.02661	0	0		0	0	0.02661	0.13231	0	0	0.12202	0	0	0
Healthy	0.01303	5.24658	0	0		0.01303	1.06484	5.24658	0.27376	0	0.1098	1.18894	0	0	0.14282
Healthy	0.00608	0.16936	0	0.6208		0.00608	0	0.16936	0	0	1.43219	4.53704	0	0.6208	0.13293
Healthy	80.24172	2.08144	0.04915	8.12862		80.24172	0	2.08144	0.01465	0	0.56367	0.00972	0	8.12862	0.0106
Healthy	0.95903	0	11.18896	0		0.95903	0	0	0	0	0	0	0	0	0
Healthy	0.01684	0	0	0		0.01684	0	0	0.04409	3.55074	0.9304	0.28977	10.17461	0	0.00744
Healthy	0	0.02263	0	0		0	0	0.02263	0.0823	0	0	0.10093	0	0	0
Healthy	3.22162	0	1.51662	0		3.22162	0	0	0.0795	0	1.52302	0	2.31983	0	0.24166
Healthy	0	0	0	0		0	0.09913	0	0.00619	0	1.326	0.08619	2.31731	0	0
Healthy	0.05604	0.16685	5.22292	0		0.05604	0	0.16685	0	0	0.00285	0.08739	0	0	0
Healthy	0.12055	0.08637	0	0		0.12055	0	0.08637	5.06943	0	0.02901	0.14271	0	0	0
Healthy	2.72423	2.78531	1.97508	0		2.72423	0	2.78531	0	7.62638	0	0	0	0	0.25611
Healthy	1.58131	0	5.84746	0		1.58131	0	0	0.04325	0	0	0	0	0	0
Healthy	0.07898	0.0692	0.00266	0		0.07898	0	0.0692	5.1546	0	0.02779	0.11367	0	0	0
Healthy	11.9205	0.21068	8.52442	0		11.9205	0	0.21068	0.16571	0	0	0.21143	0	0	0
Healthy	0	0.05335	0	0		0	10.0789	0.05335	0.11366	0	0.03326	0.27608	0.9397	0	0
Healthy	0.01278	0.2814	0	0		0.01278	3.27258	0.2814	0	5.89659	1.78566	0	0	0	0
Healthy	0.20185	1.3252	0.00837	0		0.20185	0.03689	1.3252	1.15726	0	1.94186	2.82032	0	0	1.06211
Healthy	0.46573	0.08306	0	0		0.46573	0	0.08306	0.18359	0	0	0.06888	0	0	0
Healthy	0.81982	0.39768	0.10252	0		0.81982	5.755	0.39768	2.28897	0	0.06075	0	0.30373	0	0
Healthy	0.79012	0.38591	0.08526	0		0.79012	5.68315	0.38591	2.26882	0	0.06965	0	0.28589	0	0
Healthy	0.4473	0.20897	3.54291	0		0.4473	0	0.20897	0.14622	0	0.01682	0.12065	0	0	0
Healthy	0.08024	0.94349	0	0		0.08024	0	0.94349	0.0925	0.40432	12.52102	1.15867	1.94594	0	0.23346
Healthy	0.08352	0	0	0		0.08352	0	0	5.97678	0	0.00996	0.48549	0	0	0
Healthy	0.09462	0	6.51505	0		0.09462	0	0	0.2899	0	0.12365	0.17988	0	0	0
Healthy	2.06972	0	0.0361	0		2.06972	11.6171	0	0.29866	0.41649	0.5014	0.33875	0	0	0.00929
Healthy	0	0	0	0		0	0	0	0.04115	0	0	0.2879	0	0	0
Healthy	0	0	0	0		0	0.07452	0	0.07548	0.5919	0	0	0	0	0
Healthy	6.2715	0	0	0		6.2715	0	0	0	0	0.56914	3.92622	0	0	0
Healthy	0.01526	0.02863	0	0		0.01526	0.02047	0.02863	0.0299	0	2.64251	0.15134	0	0	0.01959
Healthy	0.0104	0	0.20223	0		0.0104	0.74229	0	0	0	0	0.12338	0	0	0
Healthy	0.00108	0.23366	0.00413	0		0.00108	0	0.23366	0	0	0	0	0	0	0
Healthy	0.05435	0.02302	0	0		0.05435	0.48096	0.02302	0.0289	0.00654	0	0.32781	0	0	0
Healthy	0	0	4.89735	0		0	0	0	0.53548	0	0	0.01567	0	0	0
Healthy	2.49414	0.52928	4.07552	0.18697		2.49414	0	0.52928	0	0	0.11983	0.15484	0	0.18697	0.02774
Healthy	0	0.01238	0	0		0	0	0.01238	9.09862	0	0	1.43714	0	0	0
Healthy	0.18458	0.02904	0.01164	0.02139		0.18458	0	0.02904	0	0	0.01227	0.02489	0	0.02139	0.04244
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.24412	16.0145	0.04883		0	0	0.24412	0.28494	0	0	0.84596	0	0.04883	0
Healthy	0.2711	0.30757	8.18951	0		0.2711	0	0.30757	0.2188	0	0.11142	0.02071	0	0	0
Healthy	1.53808	0	3.09734	0		1.53808	0.17856	0	0.07179	0	0.56261	0.16158	0	0	0.59943
Healthy	0.00165	0.05541	0.1686	0		0.00165	0.05335	0.05541	0	0.09682	0.73993	0.03757	0.27964	0	0
Healthy	0	0	0	0		0	3.48511	0	0.69371	0	0	0.16424	0	0	0
Healthy	0.17803	0.40862	0	0.20067		0.17803	0	0.40862	0	0.13061	0	0.87803	0.94115	0.20067	0
Healthy	0	0	0.00922	0		0	0	0	0.21224	0	0.05984	0.25569	0	0	0
Healthy	0.20818	5.56678	0	0		0.20818	1.60562	5.56678	0	1.75451	0	2.33967	0	0	0
Healthy	0.15254	0	0	0		0.15254	13.7651	0	0.04823	0.00361	0.01167	0.10858	0	0	0
Healthy	1.97125	1.23744	0.16485	0		1.97125	0	1.23744	0	0	0.00085	0	0	0	0
Healthy	0.98853	0	1.2539	0		0.98853	0	0	0.03288	0	0.40115	0.20241	0	0	0.55471
Healthy	0	0.04265	0	0		0	0	0.04265	0	0.63831	0.58071	1.6901	5.39228	0	0.09059
Healthy	0.13726	0	0.42283	0		0.13726	0	0	1.36581	0.1733	0.01182	0.2124	0	0	0
Healthy	2.85407	0.22179	4.90272	0		2.85407	0	0.22179	1.25638	0	0	0	0	0	0
Healthy	0	0.0635	0	0		0	0	0.0635	3.0744	0	0	0.61092	0	0	0
Healthy	0.07933	0.04534	0.3179	0		0.07933	12.3635	0.04534	1.99097	0.01909	0.06755	0.05424	0	0	0.01894
Healthy	0	0	1.48551	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0		0	15.4696	0	4.02367	0	0	0.02732	0	0	0
Healthy	0.09083	0.03157	0	0		0.09083	0	0.03157	5.88798	0	0.02232	0.47913	0	0	0
Healthy	0.21026	0.09245	0.39408	0		0.21026	0.26236	0.09245	0.00163	0.86895	1.8316	0.0261	0.15457	0	0.26833
Healthy	0.00648	0.37308	4.31731	0		0.00648	0	0.37308	0.03078	0	0.03859	0.29292	0	0	0.0095
Healthy	0	0.56081	4.33822	0		0	0	0.56081	6.00802	0	0	0.02601	0	0	0
Healthy	0.02034	0.00094	0	0		0.02034	32.1336	0.00094	0.2487	0	0.06691	1.63098	0	0	0.00751
Healthy	0.69465	0.06652	0.05044	0		0.69465	0.00768	0.06652	0.0299	0	0.31929	0.87193	0.02539	0	0
Healthy	5.9115	0.17348	0	0		5.9115	20.3695	0.17348	0.00675	0.57294	0.05774	0	1.05239	0	0
Healthy	1.33955	3.42364	0	0.17619		1.33955	0	3.42364	0	0	0.01475	1.34709	0	0.17619	0.39836
Healthy	0	0.51703	0	0		0	0	0.51703	0	0	10.9511	2.86906	1.71623	0	0
Healthy	12.1701	0.20469	9.09009	0		12.1701	0	0.20469	0.18174	0	0	0.29767	0	0	0
Healthy	0.07515	2.50399	0.00224	0		0.07515	0.02628	2.50399	2.89315	0	0.14045	0.02371	0	0	0.05296
Healthy	3.49478	0.01789	0.02652	0.03005		3.49478	0	0.01789	0	0	0	0	0	0.03005	0.03703
Healthy	0	0	0	0		0	0	0	1.87815	0	0.06762	0.27012	0	0	0
Healthy	0	0	19.5753	0		0	0	0	0.06025	0	0	0	0	0	0
Healthy	0.0202	0.00496	0	0		0.0202	0	0.00496	0.49439	0	0	0.06218	0	0	0
Healthy	0	0	0.10138	0		0	17.2204	0	2.41617	0	0	0	0	0	0
Healthy	0.38517	0.12763	0	0		0.38517	5.08195	0.12763	0.02987	0	0.04715	0.10721	0	0	0
Healthy	2.2516	0.37432	0.04737	0.00971		2.2516	0.75077	0.37432	5.68858	0	0.03328	0.004	0.92974	0.00971	0
Healthy	2.16802	1.63464	0.34535	0		2.16802	0.03042	1.63464	1.14338	0.7659	3.72433	0.3178	0.17736	0	0.32484
Healthy	1.00009	5.21074	3.24883	1.50149		1.00009	0	5.21074	0.17981	0.04704	0.70477	0.0848	0	1.50149	0.0032
Healthy	0.92053	0.16607	0.95763	0.34705		0.92053	0.01927	0.16607	0.00631	0	0.31104	0.26174	0	0.34705	0
Healthy	31.3908	0.00891	0	0		31.3908	0	0.00891	0.58919	0	0.14322	0.03492	0	0	0
Healthy	0	0.07474	0	0.02297		0	0	0.07474	0.29373	0	0	0.53149	0	0.02297	0
Healthy	0	0.00411	0	0		0	0.00991	0.00411	0.0154	0	0.05301	0.28319	0	0	0
Healthy	0.35025	0	0	0.05674		0.35025	1.02905	0	0.36323	1.61162	0.14449	0.35646	0	0.05674	0
Healthy	0.11155	0	6.29946	0		0.11155	0	0	0.22577	0	0.13937	0.17035	0	0	0
Healthy	0	0	0	0		0	2.66794	0	0	0	0	0	3.42927	0	0
Healthy	0	0.32709	0	0		0	0	0.32709	8.24337	0	0	1.31745	0	0	0.28424
Healthy	0.68097	0.0651	0.01466	0.02118		0.68097	0	0.0651	0.00304	0	0.04603	0.80776	0	0.02118	0.00968
Healthy	0.02005	0.01704	0.03741	0		0.02005	0	0.01704	0.06841	0.01598	0.04956	0.01227	0	0	0.24526
Healthy	0.55821	0.00318	0.89639	1.12625		0.55821	0.37964	0.00318	0.00015	0	3.02379	0.05538	0	1.12625	0
Healthy	3.33224	0.06078	0	0		3.33224	0	0.06078	0.08977	0	0	0	0	0	0
Healthy	1.60419	0.0933	0	0		1.60419	0	0.0933	0.10532	0	0.04027	0	0	0	0
Healthy	2.15948	0.33411	0.04038	0		2.15948	0.73966	0.33411	5.86788	0	0.03855	0.0114	0.87301	0	0
Healthy	19.26871	0.54497	0	0.85652		19.26871	0	0.54497	0	0	0	0.89167	0	0.85652	0
Healthy	0.15204	0.12421	7.83841	0		0.15204	0.92828	0.12421	0.1691	0.91062	0	0	0	0	0
Healthy	0.03218	0	0	0		0.03218	0	0	0	0.12031	0.25323	0.61758	0.07567	0	0
Healthy	0.25576	0.17252	0.00328	0		0.25576	0	0.17252	2.02905	0	0.09031	0.4965	0	0	0.01363
Healthy	2.03012	0.64001	0.37807	0		2.03012	0.00447	0.64001	6.05602	0	0.0057	0	3.44399	0	0
Healthy	0.0542	0.37533	6.20364	0.01336		0.0542	0.1096	0.37533	2.5475	0	0.47012	0.75274	0	0.01336	0
Healthy	17.2665	0.0724	0	1.15036		17.2665	2.20326	0.0724	0	0.05877	1.87534	0.29143	1.40121	1.15036	0
Healthy	0.3121	0	0.07814	0		0.3121	0	0	0.00244	0	0	1.04313	0	0	0
Healthy	0.79851	0.03336	0	0		0.79851	0.01943	0.03336	1.29585	0	0.33816	0.10329	4.49462	0	0.00536
Healthy	0.32158	0.25409	0.16998	0		0.32158	0	0.25409	0.01267	0	0	0.63228	0	0	0
Healthy	0.10318	0.29871	0.62827	0		0.10318	0.49357	0.29871	0	0	0.8151	1.35238	0.01425	0	0
Healthy	9.22203	2.12798	0	0		9.22203	1.14964	2.12798	0	0	0	0.29234	0.18431	0	0
Healthy	1.0624	0	9.25899	0		1.0624	7.08587	0	0.32502	0	0.32579	0.74404	0	0	0
Healthy	3.29583	0.71998	0.39935	0.00471		3.29583	0	0.71998	0	0	0.21002	1.73508	0	0.00471	0.5997
Healthy	10.3544	0.00185	2.58722	0		10.3544	43.4971	0.00185	0.28124	0	0.14981	1.4533	0	0	0
Healthy	0.3481	0	0	0		0.3481	0	0	0.00279	0.04021	0.03778	0.21606	0	0	0
Healthy	0.0099	0.01542	0	0		0.0099	0	0.01542	6.12487	0	0.07712	0.27891	0	0	0
Healthy	1.46955	0.07654	0	0		1.46955	0	0.07654	0.09536	0	0.03983	0	0	0	0
Healthy	0.47781	0	0	0		0.47781	12.3862	0	0	0	1.12635	0.83259	0.0051	0	0
Healthy	0.09477	0	0	0.29239		0.09477	0	0	0.30524	0	0.03828	0.474	0	0.29239	0
Healthy	4.06422	0.30473	12.82496	0		4.06422	1.26138	0.30473	0	0	0.06355	0.345	0	0	0.59479
Healthy	0.03633	2.37795	0.5024	0		0.03633	0.10231	2.37795	0.13296	0.0425	0.1416	0.00659	0	0	0.26551
Healthy	0.52504	0.20895	3.45223	0		0.52504	0	0.20895	0.13412	0	0.0271	0.14158	0	0	0
Healthy	1.29633	0	0	0.1378		1.29633	0	0	0	0	0	0	0	0.1378	0
Healthy	0.1119	0	0	0		0.1119	5.59844	0	5.06789	0.60919	0	0	0.92775	0	0
Healthy	1.88029	10.15615	0	0		1.88029	1.0919	10.15615	0.02253	0.06064	5.38949	1.98801	2.29265	0	0
Healthy	0.0207	0.04491	0.4059	0.02074		0.0207	0.56357	0.04491	0.01507	0	0	0.29333	0	0.02074	0
Healthy	0.05795	0.33934	0.62559	0		0.05795	0.41167	0.33934	0	0	0.82368	1.32697	0.00178	0	0
Healthy	0	0.00805	0	0		0	0	0.00805	0.11188	0	0	0.08865	0	0	0
Healthy	0.13974	0.30983	0.57559	0		0.13974	0.44721	0.30983	0.0031	0	0.75318	1.35079	0.01349	0	0
Healthy	0.14387	0.04167	6.46618	0		0.14387	0	0.04167	0.23883	0	1.27484	0.87877	0	0	0.25326
Healthy	0.06958	0.01599	0	0		0.06958	0	0.01599	6.04836	0	0	0.44574	0	0	0
Healthy	6.24797	0.21766	0	0		6.24797	19.8205	0.21766	0.0044	0.5783	0.02633	0	1.08581	0	0
Healthy	0	1.04862	0.08948	0		0	0	1.04862	0	0	0	0	0	0	0.13203
Healthy	0.18283	0.0841	0	0		0.18283	0.31863	0.0841	0.02681	0	0	0	0	0	0.28345
Healthy	0.15278	0.00272	0.0129	0		0.15278	0.57034	0.00272	0.03488	0	0	0.35881	0	0	0
Healthy	0.04945	0.10886	0.00655	0		0.04945	0.10078	0.10886	0.0059	0	0.12561	0.31773	0.00533	0	0
Healthy	0.03594	0.47971	0	0.00037		0.03594	0	0.47971	0.02132	0	0.7052	16.06155	0	0.00037	0.11949
Healthy	0.11783	0.04377	49.82144	0		0.11783	0.21938	0.04377	0.13238	0	0.17444	0.71229	0	0	0.01002
Healthy	12.1653	0	9.80831	0		12.1653	0.59719	0	0.6261	1.06334	0.49268	0.03517	0	0	0
Healthy	2.92516	0.24909	5.1784	0		2.92516	0	0.24909	1.1027	0	0	0	0	0	0
Healthy	0.14395	0.39866	7.43802	0		0.14395	2.48081	0.39866	0.27283	0	0	0	0	0	0
Healthy	0.07045	0.06824	0	0		0.07045	0	0.06824	0.24452	0.57846	0.33581	0.10073	0	0	0
Healthy	0.1369	0.03981	0.29958	0		0.1369	1.61759	0.03981	0.26241	0.10831	0	0.22766	0	0	0
Healthy	0.47257	0.27678	0	0.33536		0.47257	0	0.27678	2.38374	0	0.53728	0.14881	4.9935	0.33536	0.31227
Healthy	23.5867	0	0	0		23.5867	0	0	0	0	0	0	0	0	0
Healthy	0.19008	1.67016	12.94604	0		0.19008	0.00094	1.67016	0	0	0.45135	0.01638	0	0	0
Healthy	1.35285	0.04902	0	0		1.35285	0	0.04902	0.09381	0	0.04811	0	0	0	0
Healthy	0.43589	0.50695	0.68955	0		0.43589	0	0.50695	0	0	1.07875	0.37575	0	0	0.51637
Healthy	1.10727	0	0.10997	0		1.10727	0	0	1.79394	0.06746	0.07318	0.35054	0	0	0
Healthy	1.43863	0	0	0.0341		1.43863	0	0	0	0	0	0	0	0.0341	0
Healthy	0	0	0	0		0	0	0	0	24.9923	0	0	0	0	0
Healthy	0.13301	10.37891	0.05627	0		0.13301	0.68786	10.37891	0	3.13665	0.12615	1.30259	0.18643	0	0
Healthy	0.02002	0.04678	0	0		0.02002	0	0.04678	0.08807	0.08612	0.01468	0.86269	0	0	0
Healthy	0.05613	0.03292	0	0		0.05613	0.59906	0.03292	0.02582	0	0	0.43082	0	0	0
Healthy	0.09874	0.04914	0.10841	0		0.09874	9.5016	0.04914	0.8122	0	0	0.16662	0	0	0
Healthy	18.38479	1.02488	5.13874	0.33173		18.38479	0.00156	1.02488	0.00137	0	0	4.3854	0	0.33173	0.08665
Healthy	10.66439	6.51719	0.14143	0		10.66439	0	6.51719	0	0	0.00295	0.05131	0.00015	0	0
Healthy	0.00626	0	0	0		0.00626	3.71606	0	0.74444	0	0.00339	0.1701	0	0	0
Healthy	2.81905	0.26841	5.23243	0		2.81905	0	0.26841	1.16922	0	0	0	0	0	0
Healthy	0.49172	0.03455	0	0		0.49172	4.72955	0.03455	0.16419	5.60451	3.89411	0.75056	0	0	2.83469
Healthy	3.01543	0.10414	0.0231	0		3.01543	0	0.10414	0.01081	0	1.78487	0.01367	0	0	0
Healthy	0.02637	0.12836	0.02694	0		0.02637	0.48831	0.12836	2.67459	10.4082	0.74866	0.34565	0	0	0.14545
Healthy	52.97984	2.10657	0	0		52.97984	0	2.10657	0	0	0.02092	0	0	0	0.00199
Healthy	0	0	0.02246	0		0	0	0	4.11582	0	0	0.02363	0	0	0
Healthy	32.8765	0.01115	0.02571	1.96472		32.8765	0	0.01115	0	0	0.72251	0.03956	0	1.96472	0
Healthy	7.02995	0	9.22372	0		7.02995	0.65551	0	1.53113	0	0	0.05948	0	0	0
Healthy	0.10751	0.14813	0.03506	0		0.10751	0.06024	0.14813	0.02317	2.88522	0.00034	0.80227	0	0	0.06303
Healthy	6.84068	4.07551	0	0		6.84068	0.67475	4.07551	0.14937	0	0.20777	0.16258	0.30316	0	0.24489
Healthy	13.31298	0.01771	0.00079	0.01477		13.31298	0	0.01771	0.00057	0	0.27278	6.7121	0	0.01477	0
Healthy	0.81935	0.39342	0.0997	0		0.81935	5.6916	0.39342	2.34407	0	0.03229	0	0.27176	0	0
Healthy	53.421	0.02684	0	2.39911		53.421	0	0.02684	0.20938	0	0.06351	0	0	2.39911	0
Healthy	1.00475	0	8.97374	0		1.00475	6.85726	0	0.24951	0	0.30666	0.68314	0	0	0
Healthy	0	2.78894	0	0.16959		0	0	2.78894	0	0	0.04228	5.89522	0	0.16959	0
Healthy	0	0	0	0		0	0	0	1.15184	0	0.0557	0.14977	0	0	0
Healthy	0.07348	0.06132	0	0		0.07348	6.78358	0.06132	0.02693	33.6936	1.00071	1.29672	0	0	0.6669
Healthy	0	0	6.26984	0		0	0	0	0.16675	0	0.3007	0	0	0	0
Healthy	0.05704	0.18138	0.83656	0.4463		0.05704	5.46605	0.18138	0.05209	0	0.00925	0.30737	0	0.4463	0.02098
Healthy	0	0.01836	0	0		0	0	0.01836	2.5317	0.03293	0.59643	0.0481	0	0	0
Healthy	0.0942	1.66702	4.2544	0		0.0942	0.29304	1.66702	1.04064	0	0.05294	0.0927	0	0	0
Healthy	0.57853	0.35948	6.0251	0.03556		0.57853	1.33308	0.35948	0.31386	4.66766	0.12799	0	0	0.03556	0.49229
Healthy	16.17731	1.79192	0.07161	0		16.17731	5.77018	1.79192	0.03397	12.7756	0.13928	0.02857	0	0	0
Healthy	0	18.29772	1.99129	0		0	0	18.29772	0	0	0	0	0	0	0
Healthy	0	0.24874	5.90031	0		0	0.12109	0.24874	0.54358	0.1314	0	0	0	0	0
Healthy	0	0.28513	0	0		0	3.13036	0.28513	0.33609	2.55668	0	0.60622	0.00909	0	0.12967
Healthy	0.03824	2.07151	0	0.04385		0.03824	0.00313	2.07151	0	0.00775	16.29565	1.67106	1.58995	0.04385	0.40591
Healthy	0	0	3.49235	0		0	0.22355	0	0	0.34774	0	0	0	0	0
Healthy	0.06096	3.01058	1.44298	0		0.06096	0.04777	3.01058	0.14083	1.2056	0.15563	2.06373	0	0	0.11759
Healthy	0.07668	0	0	0		0.07668	1.37603	0	0.59378	0	0.11295	0.25274	0	0	0
Healthy	0.22775	0	0.28758	0		0.22775	0	0	0	0	0	0	0	0	0
Healthy	2.18514	8.11153	6.80414	0.92014		2.18514	0	8.11153	0.07202	0	0	0.00662	0	0.92014	0.11799
Healthy	0	0	11.8928	0		0	0.78033	0	1.91748	0	0.02539	0.02917	0	0	0.02352
Healthy	0.16177	0.03716	1.00323	0		0.16177	0	0.03716	0.04399	0	11.74553	0.69507	0	0	0.08685
Healthy	0	0.00826	0.04975	1.69032		0	0.53454	0.00826	0	0.03207	0.15956	0.00994	0.08075	1.69032	0
Healthy	0	0	0	0		0	0	0	0	0.08486	0.24703	0.57405	0.13047	0	0
Healthy	0.55205	0.93612	0	0.14318		0.55205	1.50826	0.93612	0.03789	2.58635	0.92191	0.0612	0	0.14318	0.13183
Healthy	0.09424	0.23922	0.00405	0		0.09424	0	0.23922	0.0019	0.19089	0	1.78633	0	0	0
Healthy	0.10131	0.11453	7.40556	0		0.10131	0.87116	0.11453	0.17636	0.95041	0	0	0	0	0
Healthy	10.96675	0.01043	2.9293	0.45627		10.96675	0	0.01043	0.25882	0	0.03617	3.44456	0	0.45627	0.09905
Healthy	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	10.1218	0.23294	0.03002	0		10.1218	1.2648	0.23294	0	3.23876	1.57624	0.00949	3.42114	0	0
Healthy	0	0.92349	0	0		0	1.44681	0.92349	0	0	0	1.25557	1.92331	0	0
Healthy	0	0	6.11149	0		0	0	0	0.19444	0	0.25493	0	0	0	0
Healthy	0.06144	0	0	0		0.06144	14.039	0	0.06719	0.01395	0.00774	0.12107	0	0	0
Healthy	0.03789	0.11551	0.37326	0.083		0.03789	1.77862	0.11551	0.00476	0	0.04867	0.04577	0	0.083	0.22656
Healthy	0	0	0	0		0	1.44248	0	1.94292	0.45527	1.04698	0.35399	0	0	0
Healthy	0	0.00336	0	0		0	0.09905	0.00336	0.00766	0	0.82434	0	0	0	0
Healthy	0.06081	0.00755	5.15333	0		0.06081	0	0.00755	0	0	0.0061	0.02288	0	0	0
Healthy	2.17433	0.22025	0	0		2.17433	11.2649	0.22025	0	33.0343	1.31285	2.54096	0	0	0.00638
Healthy	0	0	3.99074	0		0	0	0	0	5.43402	0	0	0	0	0
Healthy	0.12536	0.58749	0	0		0.12536	0.08334	0.58749	1.33098	0.2373	0.29557	0.87431	1.19187	0	0.35254
Healthy	8.15067	12.34022	0.01329	0.16986		8.15067	0	12.34022	0.00966	8.70403	6.15808	3.15382	0.03543	0.16986	0.00031
Healthy	0	0	3.85203	0		0	1.73021	0	0	0	1.00457	1.68486	0	0	0
Healthy	0	0.23627	15.787	0.00701		0	0	0.23627	0.23708	0	0	0.56061	0	0.00701	0
Healthy	0.3122	0.32792	0.06983	0.31645		0.3122	0	0.32792	0.07912	0	0.16446	3.15901	0	0.31645	0.51615
Healthy	0	0	1.28016	0		0	0.62275	0	0	16.9051	0	0	0	0	0
Healthy	4.40645	0	0	0		4.40645	0.47275	0	0	0	0	0	0	0	0
Healthy	0.25428	0.02073	0.01788	0		0.25428	0	0.02073	1.27027	0	0.16915	0.29505	0.27462	0	0.04477
Healthy	0	0.98912	0	0		0	0	0.98912	0	0	11.1676	3.81741	1.95357	0	0
Healthy	2.12326	0.71498	1.01208	0		2.12326	0.00844	0.71498	5.95715	0	0	0	3.51077	0	0
Healthy	0.25386	0.42563	2.8692	0		0.25386	2.67562	0.42563	0.21246	1.52558	0.85731	0.15079	0.51509	0	0.10367
Healthy	0.35049	0.00207	9.12101	0		0.35049	0	0.00207	0.01922	0	0.11113	0.21767	0	0	0
Healthy	2.12982	1.3533	0.5279	0		2.12982	0.84927	1.3533	0.01018	0	0.09776	0.63933	0.00174	0	0.0082
Healthy	21.50318	0.52517	0.2387	76.0127		21.50318	0	0.52517	0	0	0	0	0	76.0127	0
Healthy	0	0.10617	0	0		0	0	0.10617	0.05324	0	0.00371	0.00258	0	0	0.04171
Healthy	0.13315	0.03817	0	0		0.13315	4.38812	0.03817	0.2314	0.64416	0.4962	0.14496	0	0	0.02152
