group	Veillonella_parvula_A	Enterocloster_clostridioformis_A	Bifidobacterium_breve	Veillonella_atypica	Longicatena_innocuum	Veillonella_dispar_A	Streptococcus_sp004166885	Rothia_sp001808955		Akkermansia_muciniphila_D	Bifidobacterium_longum	Phocaeicola_sp900554435	Roseburia_intestinalis	Bacteroides_sp900066265	Mediterraneibacter_lactaris	Anaerostipes_hadrus	Clostridium_A_leptum	Anaerostipes_hadrus_A	Adlercreutzia_equolifaciens
Healthy	0.02504	0	0	0	0	0	0	0		2.70233	0	0	0	0	0.89579	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		18.535	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.08399	0.14912	0	1.2038	0	0.01901	0.17076	0	0.06964	0
Healthy	0	0	0	0	0	0	0	0		0.12008	0.13014	0	3.08471	0	0.61763	0.17392	0	0.02514	0.0097
Healthy	0.01948	0	0	0.00868	0	0.07742	0.12555	0		0	0.00627	0	0.0599	0.08866	0.65264	0.0488	0	0.05383	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.39992	0	0	0.14601	0	0.24705	0
Healthy	0.89451	0	0	0	0	0	0	0		0	0.16593	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0.19783	0.21825	0.80545	1.11762	0.1155	0	0.17733	0
Healthy	0.01425	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.37974	0.01378	0
Healthy	0	0	0.70305	0	0.00981	0	0	0		0	3.58724	1.23715	0	0	0	0.00249	0.11737	0.00539	0.25229
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.16767	0	0
Healthy	0	0	0	0	0	0	0	0		1.06484	1.21647	0	0.49587	0	2.13368	0.5796	0	0.06626	0
Healthy	0	0	0	0	0	0	0	0.01084		0	7.52858	4.57119	0	0.02392	0	0	0	0	0
Healthy	0.00982	0	0	0.02857	0.46689	0.00998	0.03435	0.00023		0	0.00541	0	0	0	0	0	0	0	0
Healthy	0.83326	0	0	0	0	0	0	0		0	0.18435	0	0	0	0	0	0	0	0
Healthy	0	0	0.13449	0	0	0	0	0		0	0.12667	0	0.15777	0.01349	0.39865	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.14691	0	0
Healthy	1.40386	0	0	0.11276	0	0	0	0		0	0	25.8377	9.10413	0	0.82466	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.09913	0.06773	20.3158	5.9346	2.47839	0.50168	0.00549	0	0.16414	0
Healthy	0.0141	0	0	0	0	0	0.00128	0		0	3.13311	0	0	0	0.9317	0.35792	0.00094	0.05731	0.08739
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	7.437	0	0	0	0	0.13643
Healthy	1.69485	0	0	0.09492	0	0.18531	0	0		0	0	1.42923	0.04464	0.07251	0	0.15421	0	0.13656	0
Healthy	0	0	0	0	0	0	0	0		0	3.9994	0	0	0	0	0	0	0	0
Healthy	0.00266	0	0	0	0	0	0	0		0	0	0	0	7.20133	0	0	0	0	0.09859
Healthy	0.73916	0	0.02548	0	0	0.01434	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		10.0789	0	2.10397	0.48335	0	0.27049	0	0	0	0
Healthy	0	0	0	0	0.01058	0	0	0		3.27258	0.04512	0	5.82157	0	0.39018	0.10949	0.00609	0.17813	0
Healthy	0.00837	0.02205	0	0	0.00591	0	0	0		0.03689	2.33839	0.63252	0.26456	1.57093	0	0.04507	0.00997	0.03127	0
Healthy	0	0	0	0	0	0	0	0		0	0	12.6077	0.08619	0	0	0.10659	0	0	0
Healthy	0.04493	0	0	0.05759	0	0	0	0		5.755	0	0	0	0	0.08152	0	0	0	0
Healthy	0.05022	0	0	0.03504	0	0	0	0		5.68315	0	0	0	0	0.07428	0	0	0	0
Healthy	0.02663	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.3553	0.01286	0
Healthy	0	0	0	0	0.0047	0	0.01693	0		0	0.56789	8.7445	0.16388	0	1.15348	0.02894	0.0149	0.01451	0.08206
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.53989	0.13124	0	0	0	0.48549
Healthy	0.18493	0	0	0	0	0	0	0		0	0.35092	0	0	0	0.15941	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		11.6171	0.06581	0	3.96331	0.62104	0.5336	0	0.03235	0	0
Healthy	0	0	0.1497	0	0	0	0	0		0	0.37512	3.89377	0	0	0	0	0	0	0.05214
Healthy	0	0	0	0	0	0	0	0		0.07452	3.54603	0	0.26494	0	0	0	0	0	0
Healthy	0	0.61571	0	0	0	0	0	0		0	9.68094	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.02047	0	12.4519	3.42047	0.55491	1.576	0	0.00073	0	0.02048
Healthy	0	0.13524	0	0	0	0	0	0		0.74229	0	0	0.38429	2.33609	0	0	0	0	0.09531
Healthy	0.00413	0	19.6767	0	0	0	0	0.00862		0	26.9326	0.28679	0	0	0	0	0	0	0
Healthy	0	0	0.09256	0	0	0	0	0		0.48096	0.23652	2.32933	0	0	0	0	0	0	0.00338
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.15274	1.1305	0	0	0	0	0
Healthy	1.57796	0	0.14206	0.78087	0.03993	0.05488	0.02504	0.05283		0	0.02285	0	0	0	0	0.01735	0	0.00982	0
Healthy	0	0	0	0	0	0	0	0		0	0.17828	0	0	0	1.09457	0.0331	0	0.49499	0
Healthy	0.01164	0.00227	0	0	0	0	0	0		0	0	0	0	0.144	0	0	0	0.01559	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.36588	0	0	0	0	0		0	0.03014	0	0	0	0	0.0704	0.0271	0	0
Healthy	0.01343	0.00673	0	0	0	0	0	0		0	0.02714	0	1.71273	0	0	0	0.26809	0	0
Healthy	0.08839	0	0	0.30839	0	0.01224	0	0		0.17856	0.53193	0	1.29049	0	0.0985	0.67203	0	0.27707	0
Healthy	0	0	0	0	0.00036	0	0	0		0.05335	0	0.10268	0.46555	0	0.16498	0.00074	0	0.00282	0
Healthy	0	0	0	0	0	0	0	0		3.48511	0.27372	0	0	0.29073	0.02963	0	0	0	0
Healthy	0	0	0	0	0	0	0.05386	0.01794		0	0	1.43646	4.2413	0	0	0	0	0	0.87803
Healthy	0	0	0.03278	0	0	0	0	0		0	0.15538	5.88669	6.30165	0.10575	0	0	0	0	0.03314
Healthy	0	0	4.97007	0	0	0	0	0		1.60562	1.54634	4.15068	0.17978	0	0	0	0	0	0
Healthy	0	0	0.1542	0	0.01167	0	0	0		13.7651	1.29084	0.4486	0	0	0	0	0.74611	0	0.08051
Healthy	0.01769	0	0	0.11645	0.00085	0.03071	0	0.00516		0	0.52146	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.5293	0	1.51514	0	0.10502	0.07954	0	0.08729	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.64873	0	0	0.41571	0	0.16234	0
Healthy	0.01968	0	0.00237	0	0	0	0	0		0	0.10667	0	0.17641	0	0	0	0	0	0.04558
Healthy	0.17256	0	0	0.08698	0	0	0	0		0	0.4548	8.72258	3.88334	4.50183	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0.90902	0	0	0	0
Healthy	0	0	0	0	0.00314	0	0	0		12.3635	0.69817	0	0.90195	0	0.83698	0.01451	0.44205	0.0487	0.0328
Healthy	0	0	0	0	0	0	0	0		0	0	9.38952	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		15.4696	12.7444	0	0.07836	0	0	0	0	0	0.02732
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.53961	0.13464	0	0	0	0.47913
Healthy	0.00526	0	0	0	0	0	0.03832	0		0.26236	0	0	0.01717	0	0.0198	0.00531	0	0.00844	0
Healthy	0.00467	0.01133	0.95436	0.00228	0.00716	0.00481	0	0		0	0.8428	0	0.09275	0	0	0.0236	0.06263	0.04869	0.11859
Healthy	0	0	0	0	0	0	0	0		0	0.21554	7.5698	0.23791	3.79602	0.37834	0	0	0	0
Healthy	0	0.03383	0	0	0.00684	0	0	0		32.1336	0.07087	0.30213	1.14422	0	0	0.11786	0.31079	0.00882	0.06174
Healthy	0	0	0	0	0.00758	0	0	0		0.00768	0.36264	4.94358	0.01044	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		20.3695	0	0.59386	0.15692	0	0	0	0.05697	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0.56669	0.73885	0.10335	0	0.76951	0	0.55694	0.05593
Healthy	0	0	0	0	0	0	0	0		0	1.10506	4.10076	0	0	0.53886	0	0	0	0
Healthy	0.90446	0	0.07278	0.00682	0	0.09261	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00224	0.17397	0.22425	0	0.04992	0	0	0.004		0.02628	0.84744	0	0	0	0	0.29233	0	0.02735	0
Healthy	0.02652	0	0	0	0	0	0.01789	0		0	0.02841	5.58395	0	0	0	0.09857	0	0.02598	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.75826	0	0.27689	0.03743	0.00744	0.01631	0.27012
Healthy	0	0	0	0	0	0	0	0		0	0	0	2.64073	0	1.56421	0.00177	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.02623	0	1.28125	0	0	0.03027	0	0.01965	0
Healthy	0	0	0	0	0	0	0	0		17.2204	1.03685	0	0.48631	0	0.54932	0	0.33325	0	0
Healthy	0	0	0	0	0	0	0	0		5.08195	0.0548	0	0.18123	0	0	0.0306	0	0.00114	0.00834
Healthy	0.04522	0	0	0.00215	0	0	0	0		0.75077	0	0	1.3512	0	0	0	0	0	0.004
Healthy	0.33973	0	0	0	0.00178	0.00562	0.08298	0.02534		0.03042	0.01074	3.75004	1.8134	0.09424	1.38055	0.01066	0	0.0271	0
Healthy	2.88821	0	0	0.17474	0.01396	0.14839	0	0.00073		0	0.02104	2.0236	2.89563	1.45375	0	0.05175	0	0	0.01523
Healthy	0.00707	0	0	0	0	0	0	0		0.01927	0.00052	0.0023	0	0.0125	0	0.00326	0	0.01697	0
Healthy	0	0.00108	0	0	0.00023	0	0	0		0	0.04259	0.00093	1.89013	0	0	0.00229	0.05489	0.00676	0
Healthy	0	0	0	0	0	0	0	0		0	0.01476	7.96353	0	0.62727	0	0.23856	0	0.18091	0.09407
Healthy	0	0	0	0	0	0	0	0		0.00991	0	0	1.68601	0	1.1116	0.00923	0	0.25211	0.0314
Healthy	0	0	0	0	0	0	0	0		1.02905	0	0.45461	0	1.75744	0.72948	0	0	0.00367	0
Healthy	0.21276	0	0	0	0	0	0	0		0	0.33348	0	0	0	0.1952	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		2.66794	20.2909	0	0	0	0.68327	0.70786	1.61967	1.33767	0
Healthy	0	0	0	0	0	0	0	0		0	0.14166	0	0	0	0.26953	0.02765	0.22317	0.30925	0.01544
Healthy	0.01466	0	0	0	0	0	0	0.00322		0	3.03119	6.29506	1.21428	0.63342	3.7206	0.02363	0.02769	0.00341	0.45723
Healthy	0.01753	0	0	0.00289	0.01439	0.01699	0	0		0	0.01164	2.86774	0.13688	0	2.67483	0.30361	0	0.50678	0
Healthy	0.02256	0.03826	0	0	0	0	0.00136	0		0.37964	0	5.65209	0	0	0	0.01487	0.01191	0.04427	0.03495
Healthy	0	2.05669	0	0	0	0	0	0		0	0	0	0	0	0	0	0.05584	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.19003	0	0	0	0	0	0.16947	0	0
Healthy	0.03606	0	0	0.00432	0	0	0	0		0.73966	0	0	1.37489	0	0	0	0.00933	0	0.0114
Healthy	0	0	0	0	0	0	0	0		0	0	0	0.13113	0	0	5.35697	0.43552	1.8275	0.89167
Healthy	0.05513	0	0.20486	0	0	0	0	0		0.92828	1.72351	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	3.68501	0.42908	0.17022	0.3489	0	0	0	0
Healthy	0.00287	0.65844	0	0.00041	0.00301	0	0.00372	0.0011		0	1.71272	0	0	0.16113	0	0.62481	0.00102	0.07867	0.21641
Healthy	0.26425	0	0	0.02474	0	0.08908	0.00544	0		0.00447	0	0	1.20164	0	0	0.05764	0	0.0593	0
Healthy	0	0	0.64782	0	0	0	0	0		0.1096	0.22753	3.08112	0.34261	0.03394	0.2404	0.20779	0	0.16405	0.01797
Healthy	0	0	0	0	0	0	0	0		2.20326	1.21105	0	0.21353	0	0	0	0	0	0
Healthy	0.07814	0	0	0	0	0	0	0		0	0	10.1382	0.29169	0	0	0.75795	0	0.01156	0.00557
Healthy	0	0	0	0	0	0	0	0		0.01943	0.00836	0	0.40323	0.24991	0.31599	0.07258	0	0.05134	0.00693
Healthy	0.16998	0	0	0	0	0	0	0		0	17.7173	0	5.22333	0	0	1.10739	0	0.04734	0.13376
Healthy	0	0	0	0	0.00777	0	0.00205	0		0.49357	1.30195	0.7028	0	0	0.01591	0	0.48929	0.03055	0
Healthy	0	0	0.56845	0	0	0	0	0		1.14964	0.20564	0	4.94069	0	0.47198	0.08444	0	0	0.29234
Healthy	0	0.05656	0	0	0.00692	0	0	0		7.08587	0.03577	0	0	0.23568	0	0	0.03488	0	0
Healthy	0.20422	0	0.45087	0.08285	0	0.11228	0.02405	0.01361		0	1.80934	0	11.7856	0	0	0.02446	0	0.98952	0
Healthy	0	0	0	0	0.00732	0	0	0		43.4971	0.00339	0	0	0.2297	0	0	0.04018	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.00287	17.1231	0.20308	0.44961	2.03136	0.01176	0	0.01054	0.04252
Healthy	0	0	0.00599	0	0	0	0	0		0	0	14.2742	1.06585	1.60271	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.23535	0	0	0	0	0	0.16297	0	0
Healthy	0	0	0	0	0	0	0	0		12.3862	0	0	0	0	2.73175	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	1.18753	0	0.02498	0	0.05329	0	0	0	0
Healthy	0.04253	0.0249	0.23457	0.02467	0.05286	0.00626	0	0		1.26138	3.5531	0	0	0	0	0	0	0	0
Healthy	0	0.01041	0	0	0	0	0.03709	0		0.10231	0.13128	0	2.77525	0	0	0.35267	0.05435	0.26554	0
Healthy	0.03213	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.39827	0.00739	0
Healthy	0	0.7837	0	0	0	0	0	0		0	0	0	0	0	0	0	0.06371	0	0
Healthy	0	0	0	0	0	0	0	0		5.59844	0	0.40314	1.46961	0	0.06276	0.35279	0	0.51839	0
Healthy	0	0.04509	0	0	0	0	0	0.30233		1.0919	0.31124	0.67058	0	0.17077	0	0.26905	0.00955	1.70729	0.67407
Healthy	0.0081	0.02822	0	0	0	0	0	0		0.56357	0	0	0.56571	3.374	0.02398	0	0	0	0.21678
Healthy	0	0	0	0	0.01716	0	0	0		0.41167	1.33508	0.67548	0	0	0.00868	0	0.52216	0.01711	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.17262	0	0
Healthy	0	0	0	0	0.00277	0	0	0		0.44721	1.30712	0.63935	0	0	0.00284	0	0.56526	0.02825	0
Healthy	0	0	0.00127	0	0.01087	0	0.00148	0		0	0.05089	4.54289	1.89737	0.54027	0.075	0.00732	0	0.00186	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.59105	0.15835	0	0	0	0.44574
Healthy	0	0	0	0	0	0	0	0		19.8205	0	0.58478	0.12397	0	0	0	0.08997	0	0
Healthy	0.08948	0	0	0	0	0	0	0		0	4.45386	0	3.53423	0	1.64999	0.33793	0	0.07156	0
Healthy	0	0	0	0	0	0	0	0		0.31863	0.01558	0	0.25511	0	0.95202	0.00472	0.00264	0.14495	0
Healthy	0.0129	0	0.17056	0	0	0	0	0		0.57034	0.21008	2.20688	0	0	0	0	0	0	0.00332
Healthy	0.00038	0	0	0.00617	0.0022	0	0	0		0.10078	0	11.909	0.12873	0	0.00128	0.15244	0.00784	0.07844	0.06294
Healthy	0	0.01831	0	0	0.00504	0	0.00864	0.00585		0	2.71668	0	0.74425	0	0	1.74476	0	1.05801	0
Healthy	0.00424	0.12095	0.54987	0	0	0	0.0046	0		0.21938	1.51051	0.59983	0.01488	0.17821	0.048	0.04074	0.07254	0.03295	0
Healthy	0	0	0	0.00587	0	0	0	0		0.59719	0.08994	0	0	0	0.06334	0.0144	0	0.00648	0
Healthy	0.16113	0	0	0.13588	0	0	0	0		0	0.44665	8.57115	3.69421	4.31033	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		2.48081	0	0	2.37962	4.31956	0.74799	0.24303	0	0.26209	0
Healthy	0	0	0	0	0.00175	0	0	0		0	1.42281	0	2.28352	0	0.7862	0.08375	0.00182	0.00956	0.10073
Healthy	0	0	0	0	0	0	0	0		1.61759	0.58647	1.05721	1.07238	0	1.30096	0.21719	0	0.0253	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	3.52124	0.18146	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00779	0.09694	0	0.02969	0.0452	0.00816	0	0.00907		0.00094	0	0.04393	1.60643	0.00051	0.01306	1.28003	0	0.03799	0.01001
Healthy	0	0	0	0	0	0	0	0		0	0.22626	0	0	0	0	0	0.16616	0	0
Healthy	0.32928	0.15844	0	0.0672	0.03846	0.29307	0	0		0	10.0094	0	16.5242	0	0	1.08355	0	0.00222	0
Healthy	0.08353	0	0	0	0	0.02644	0	0		0	2.0199	0	0	0	0	0	0	0	0.01114
Healthy	0	0.81876	0	0	0	0	0	0		0	0	0	0	0	0	0	0.08846	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	7.45679	0	0	0	0	0	0
Healthy	0.05537	0.03071	1.85369	0.0009	0.01097	0	0.06808	0		0.68786	0.75163	5.02124	0.55561	0	0	0.12495	0	0.04929	0.08535
Healthy	0	0	0.3791	0	0.01468	0	0	0		0	0.58706	4.05424	0	0	0	0	0.08477	0	0.21432
Healthy	0	0	0.11584	0	0	0	0	0		0.59906	0.23788	2.28608	0	0	0	0	0	0	0.02498
Healthy	0.10841	0	0	0	0	0	0	0		9.5016	0.21134	0	0.49956	0	1.75347	0	0	0	0.08723
Healthy	4.87157	0	10.3502	0.18358	0	0.08359	0	0.05688		0.00156	2.15411	0	0	0	0	0	0.00071	0	0
Healthy	0.12956	0	36.721	0.00355	0	0.00798	0	0.2337		0	0.00462	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		3.71606	0.36631	0	0	0.31544	0.03057	0	0	0	0
Healthy	0.17179	0	0	0.09239	0	0	0	0		0	0.46036	8.08898	3.55924	4.31221	0	0	0	0	0
Healthy	0	0	0	0	0.009	0	0	0		4.72955	0	0.30259	2.32432	0	3.64632	0.23672	0.10026	0.13121	0.00859
Healthy	0.0231	0	0	0	0	0	0.02789	0		0	0	0.00892	0	1.01042	0	0.14154	0	0.00746	0.00149
Healthy	0.02694	0	0	0	0.00233	0	0	0		0.48831	0.29999	1.43207	0.56519	0	3.40093	0.0359	0.00412	0.16837	0.00698
Healthy	0	0	11.4379	0	0.0118	0	0	0.1215		0	8.91365	3.11511	0	0	0	0	0	0	0
Healthy	0.02246	0	0	0	0	0	0	0		0	0	0	0.15091	0.05639	0.19078	0	0	0	0.01748
Healthy	0.02571	0	0	0	0.00911	0	0	0		0	0.01839	0	0.38165	0	0.71686	0.03277	0.0189	0.10896	0
Healthy	0	0	0	0	0	0	0	0		0.65551	0	0	0.03545	0	1.31173	0	0	0	0
Healthy	0.03506	0	0	0	0.00034	0	0.0018	0		0.06024	5.10689	1.01181	0.73755	0	2.2531	0.61955	0	0.11158	0.04204
Healthy	0	0	0.43195	0	0.00188	0	0	0		0.67475	0.17181	0	4.91899	0	0.63877	0.28129	0.01789	0.00653	0.16258
Healthy	0.00079	0	0.01761	0	0.27278	0	0	0		0	24.3529	0	0	1.08957	0	0	0	0	0
Healthy	0.04911	0	0	0.04423	0	0.00636	0	0		5.6916	0	0	0	0	0.11262	0	0	0.00474	0
Healthy	0	0	1.6924	0	0.06351	0	0	0.0361		0	4.67375	0.04932	0	0	0	0	0	0	0
Healthy	0	0.0589	0	0	0	0	0	0		6.85726	0.02138	0	0	0.24169	0	0	0.03756	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.13828	0.06697	0.01802	0.02894	0	6.50209	0	0.92035	0.31732
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	1.23964	0	0	0	0	0.05633
Healthy	0	0	0	0	0	0	0	0		6.78358	0	0.82642	0.10598	0	1.54082	0.27993	0.04697	0.12268	0
Healthy	0	0	0	0	0	0	0	0		0	0.34445	0	0	0	0.09747	0	0.44661	0	0
Healthy	0	0	0	0	0	0	0	0		5.46605	0.76293	2.07847	0.01116	0	0.58901	0.17582	0	0.12608	0.04058
Healthy	0	0	0	0	0	0	0	0		0	0.1865	0	6.01844	0	0.29807	0.01741	0.18873	0.02594	0
Healthy	0.01685	0	0	0.07641	0.00124	0	0	0		0.29304	0.35898	0	0.78889	0	0.40574	0.14367	0	0.17504	0.04006
Healthy	0.00651	0	0	0	0	0	0.00644	0		1.33308	0.01426	2.09225	0.00959	0.29943	1.18087	0.00634	0	0	0
Healthy	0.00767	0	0	0	0.00274	0.06394	0	0		5.77018	0.18339	2.84259	0.30616	0	0.93727	0.07009	0.11599	0.03172	0.00304
Healthy	0	0	0	0	0	0	0	0		0	0	0	0	0	0.42037	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.12109	0	0	0	0	3.02651	0.31115	0.34562	0.70867	0
Healthy	0	0	0	0	0	0	0	0		3.13036	2.17359	0	1.92099	0.81069	0	0.64341	0	0.00422	0.06958
Healthy	0	0	0	0	0	0	0.06192	0		0.00313	0.49535	4.0285	0.11356	0.00858	0.87585	0.06207	0	0.10544	0
Healthy	0	0	0	0	0	0	0	0		0.22355	0	0	0	0	1.87957	0	0	0	0
Healthy	0.00611	0	2.43766	0	0.01555	0	0	0		0.04777	5.23037	0	0.37079	0	0	0.0635	0.06034	0.037	0.68597
Healthy	0	0	0	0	0	0	0	0		1.37603	0.37432	0.3643	0.84189	0	1.54234	0.01186	0.0071	0.42457	0.0244
Healthy	0	0	0	0	0	0	0	0		0	0.94379	0	0	1.20986	2.88126	0	0	0	0
Healthy	4.36848	0	0.72273	0	0	0.00049	0	0		0	19.3611	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.78033	0	0	0	0	0.44213	0.12284	0.02634	0.01097	0.02917
Healthy	0.0041	0	1.96719	0	0.00431	0	0.00355	0		0	2.82681	3.08245	0.45548	0	0	0.21697	0.05784	0.00679	0.22418
Healthy	0	0.00469	0	0	0.00178	0	0	0		0.53454	0	3.68427	0.67642	0.347	1.11362	0.02885	0	0.00193	0.00994
Healthy	0	0	0	0	0	0	0	0		0	0	3.75907	0.35391	0.16618	0.38629	0	0	0	0
Healthy	0	0	0	0	0.0108	0	0	0		1.50826	2.28674	0	0.00572	0.47216	5.02375	0.24004	0.16885	0.02256	0.04325
Healthy	0.00405	0	0.69904	0	0	0	0	0		0	3.65734	1.25493	0	0	0	0	0.09722	0	0.35169
Healthy	0.01678	0	0.20855	0	0	0	0	0		0.87116	1.66275	0	0	0	0	0	0	0	0
Healthy	0.03478	0.39589	2.92679	0.03237	0.00625	0.01322	0	0		0	1.71201	0	0.34732	6.37321	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	0	3.03298	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		1.2648	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		1.44681	0	0	0.13007	1.0105	0	0	0	0	0.17138
Healthy	0	0	0	0	0	0	0	0		0	0.37575	0	0	0	0.10373	0	0.40885	0	0
Healthy	0	0	0.13543	0	0.00774	0	0	0		14.039	1.65256	0.3659	0	0	0	0	0.67657	0	0.09325
Healthy	0	0	0	0	0.00156	0	0	0		1.77862	0.21997	0	0	0	0.19748	0.02915	0.01882	0.10841	0.00392
Healthy	0	0	0	0	0.00858	0	0	0		1.44248	0	0	2.20871	0	1.57607	0.0187	0	0	0.01773
Healthy	0	0	0	0	0	0	0	0		0.09905	0	0	0	0	1.0923	0.13685	0	0.01224	0
Healthy	0.02279	0	0	0	0	0	0	0		0	1.34508	0	0	0	0.2083	0.03302	0	0.00842	0.02288
Healthy	0	0	0	0	0.29816	0	0	0		11.2649	0.45341	0	0	0	0	0	0.27698	0.00904	0
Healthy	0.85389	0	0	0.12094	0	0	0	0		0	0	1.67993	11.3581	0	0	0	0	0.21922	0
Healthy	0	0	0	0	0.00134	0	0	0.01816		0.08334	0.20701	0	1.1276	0	0.42316	0.1853	0.0914	0.00605	0.69668
Healthy	0	0	0.04989	0	0.00448	0	0.07458	0		0	0.9116	0.23766	0.01008	0.06963	0.00065	0.15662	0.05562	0.0904	0.00276
Healthy	0	0	4.42245	0	0	0	0	0		1.73021	10.5045	2.99513	1.72506	0.36522	0	0	0	0	0
Healthy	0	0	0.29571	0	0	0	0	0		0	0.02257	0	0	0	0	0.05351	0.02007	0.01084	0
Healthy	0.06983	0.07829	0	0	0	0	0	0		0	19.1644	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.62275	0	2.0598	0	0	3.44624	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0.47275	0	0	0	0	0	0	0	0	0
Healthy	0.01788	0	0	0	0	0	0	0		0	0.35388	0	0.32073	0.741	0.4067	0.02323	0.04358	0.04066	0
Healthy	0	0	0	0	0	0	0	0		0	0.6247	4.27548	0	0	1.05969	0	0	0	0
Healthy	0.29982	0	0	0.60038	0	0.11188	0.01449	0		0.00844	0	0	1.23894	0	0	0.0697	0	0.09845	0
Healthy	0.07163	0	0	0.01231	0.00382	0.02514	0.02583	0		2.67562	0.30815	1.6663	2.83812	0	0	0.04121	0.00382	0.07708	0.00165
Healthy	1.06003	0	0	0	0.00208	0	0	0		0	0.05663	0	0.03599	0	0.01761	0.01188	0.29483	0.03613	0
Healthy	0.45785	0	0.06239	0.04289	0.01294	0.02716	0	0		0.84927	1.87977	0	0.00653	0.93703	0	0.00532	0.65442	0	0
Healthy	0.23837	0	0	0	0	0.00033	0	1.1473		0	0	0	0.00276	0	0	0	0	0	0
Healthy	0	0	0.51728	0	0	0	0.00313	0		0	0.36292	0	0	0	0	0.06793	0	0	0
Healthy	0	0	0	0	0.00674	0	0	0		4.38812	0	1.16427	0.05464	0	1.59061	0.10861	0	0.03378	0.02927
Healthy	0	0	0	0	0	0	0	0		9.22338	0	0.39724	0.00535	0	1.92606	0	0	0.02382	0
Healthy	0	0	0	0	0	0	0	0		0.8716	0	0	1.5607	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0		0	0	1.80544	0.05772	0.43352	0.37104	0	0	0	0
Healthy	0.00379	0	0	0	0	0.02634	0	0		0	26.6608	0	0	0	0	0	0	0	0
Healthy	0.04803	0	0	0	0	0.01732	0	0		0	0	0	0	0.10578	0.35917	0	0	0	0.05449
Healthy	0.06553	0	0.04048	0	0	0.01745	0	0		0	2.04648	0	0	0	0	0	0	0	0.03438
Healthy	0	0	3.28132	0	0	0	0	0.03213		1.01322	1.86579	0	0.04613	0.14591	0	0.01286	0.00912	0.02117	0.47023
Healthy	0	0	0	0	0	0	0	0		0	0	0.26182	0.80576	0	0	0	0.00398	0	0
Healthy	0	0	0	0	0	0	0	0		0	0.23845	0	0	0	0.07276	0	0.15298	0	0
