group	Veillonella	Longicatena	Rothia		Prevotella	Akkermansia	Enterocloster	Methanobrevibacter_A	Collinsella	Anaerostipes	Clostridium_A	Intestinibacter	Parasutterella	Adlercreutzia
Healthy	0	0	0		0	0	1.18447	0	0.09435	0	0.15924	0	0	0
Healthy	0	0	0		0	0	2.4976	0	0	0	0.13605	0	0.08963	0
Healthy	0	0	0		10.59029	23.3983	0.28614	2.28699	0.40638	0	0.03095	0	0	0
Healthy	0.02835	0	0		0.06042	0	0.11746	0	0	0.02929	0	0	0	0.0222
Healthy	0.19958	0.01532	0		0	0	1.06006	0	0	0	0	0.14233	0.04955	0.16014
Healthy	0.18514	0.00905	0.02328		0	24.4405	0.28984	0	0.96021	0.18098	0	0.08598	0	0.12528
Healthy	0.00519	0.04252	0		0.00103	12.7929	2.20114	0	5.0153	1.01948	0	0.02402	0.33703	0.05251
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.01173	0	0		0	0	0.07102	0	0.04509	0	0.27905	0	0.22241	0
Healthy	0	0	0		0	0	0	0	0.00306	0	0	0	0.19453	0.12014
Healthy	0	0	0		30.7571	0.95114	0.17664	0	0.12583	0.06946	0	0	0.28787	0
Healthy	0	0	0.45284		0	0.00226	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.59978	0	0.71566	0.40345	0.08163	0	0.02341	0.01112
Healthy	0	0	0		0	0.22165	0	0	0.44548	0.09828	0	0	0	0
Healthy	0.07724	0.12408	0		0	0	2.67181	0	0.00239	0.58711	0	0.00219	0	0
Healthy	0.21725	0	0.0468		0.99024	0.11969	0.35531	0	1.40841	0.33016	0.00752	0.04121	0	0.15378
Healthy	0	0	0		0	0	0.41134	0	0	0	0	0	0	0
Healthy	0	0.00145	0.00516		0	1.72503	0.41486	0	0	3.3788	1.60036	0.05575	0.05454	0.06906
Healthy	0	0	0		33.31176	0	0.66463	0.0325	0.07766	0	0.05108	0	0.02903	0
Healthy	0	0	0		24.8798	0	0.71985	0	0	0.46835	0	0	0	0
Healthy	0	0	0		0	0	1.1017	0	2.21188	0.86148	0.31153	0	0.03784	0.22011
Healthy	0.2182	0	0		0	0	0.01747	0	0.1986	0	0	0	0.26803	0
Healthy	0.02379	0.07692	0.03376		0	0	0.80418	0	1.76197	0.23634	0	1.57797	0	0
Healthy	0	0	0		0	0	0.62247	0.72133	0	0.02034	0	0	0	0
Healthy	0.85993	0	0		0	0	0.01682	0	0	0	0	0	0	0
Healthy	0	0	0		0	0.0342	2.58143	0	0	0.06462	0	0	0.02217	0
Healthy	0.02997	0	0		0.00479	6.8727	0.14624	0	0.66028	0	0.0601	0.00406	0.27826	0
Healthy	0	0	0		0	4.64406	0.96429	2.8795	0	0.06973	0	0	0	0
Healthy	0.11518	0	0		0	9.56151	0	0	0.09473	0	0	0	0.02505	0.09044
Healthy	0	0	0		4.52075	0	0	0	0.06912	0	0	0	0	0
Healthy	0	0	0.02385		0	2.55549	1.19434	1.44556	0.323	0.30128	0	0	0.14427	0.0565
Healthy	0	0.0443	0		0	0.54412	2.819	2.37869	1.04355	0.0522	0.04497	0.01406	0.05448	0.12477
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0.9009	0.69726	0	0.14099	0.19048	0.02515	0	0	0
Healthy	0.44836	0	0		0	8.01092	0	0	0.07156	0	0	0	0.00833	0.1044
Healthy	0	0	0		0	0.12672	0.32821	0	0.0325	0	0.36139	0.00971	0	0
Healthy	0	0.2324	0.14898		0.11667	25.364	3.53612	0	3.06532	0.05271	0.25577	0	0	0.07587
Healthy	0	0	0		0	0	0.005	0	0.20255	0	0	0	0.022	0
Healthy	0	0	0		67.4119	0.61933	0.62125	0	0	0	0	0	0	0
Healthy	0	0	0		5.26812	0	3.02672	0	4.6502	0.20909	0	0.08546	0	0
Healthy	0.06387	0.00766	0		0	0.91083	0.38951	0	2.73071	1.12282	0.04737	0.05593	0.06002	0
Healthy	0	0	0		2.38117	0	0.22136	0	0.16056	0.06177	0	0	0	0
Healthy	0	0	0		8.48129	0	0.09973	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.00376	0	0.01917	0	0	0	0.61599	0
Healthy	0	0	0		0	0	0.30792	0	0	0	0	0	0	0.57453
Healthy	0	0	0		0	0	0.12084	0	0	0.06277	0	0	0	0
Healthy	0	0	0		0	0	2.30394	0	0	1.28208	0	0	0	0
Healthy	0	0	0		5.45146	2.21026	0	0	0.49719	0.16091	0	0	0	0
Healthy	0.30991	0	0.00445		0	0	0	0	0	0	0	0.26245	0	0
Healthy	0.03547	0.0349	0		0.6885	2.37923	0.58485	1.84641	0.47139	0.13651	0	1.70888	0.37045	0.01603
Healthy	0.11725	0.20031	0.00364		9.38903	0	4.06527	0	1.24513	0.1031	0.00932	0	0.00684	0
Healthy	0	0	0		28.7518	0	0.30682	0	0.11045	0.04198	0	0	0.01891	0.09906
Healthy	0.02114	0	0		0	0	0.10457	0	0.13106	0.01062	0.41908	0	0.13692	0
Healthy	0	0.00372	0		0	0.08234	0.92618	0	0.04826	0.228	0.00302	0	0.00342	0
Healthy	0	0	0		0.0449	0	0.87921	3.36441	0	0	0	0	0	0
Healthy	0	0	0		0	0	8.75227	0	0	0	0.06377	0	0.08873	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	1.83056	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	1.91895	0	0	0	0	0	0.3271	0
Healthy	0	0	0		6.87869	8.50569	2.79786	1.41113	0	0.74799	0	0	0	0
Healthy	0	0.00034	0		0	0	1.07476	0	7.78492	0.01906	0.16984	0	0	0.08461
Healthy	0.11339	0.03275	0		0	0	0.64445	0	0.02733	0.07657	0	0.08272	0.07608	0
Healthy	0	0	0		0	0.00129	2.40943	0.00183	1.61799	0.14253	0	0.39658	0	0
Healthy	0	0	0		0	0	0.09027	0	0	0	0	0	0	0
Healthy	0.0027	0.00164	0		0	0.06377	1.19519	0.62413	1.15934	0.06622	0.0354	0.01809	0	0.21522
Healthy	0	0.02075	0		0	0.15749	0.11251	0	0.68469	0.00187	0.09297	0	0.02994	0
Healthy	0.00213	0	0.00929		0	0	0.18888	0	0.77118	0.00137	0	0	0.43407	0
Healthy	0.00187	0.00331	0		0	0.25248	4.83002	0.25198	0.014	0.31504	0.02449	0.04762	0.03818	0
Healthy	0	0	0.13362		21.65453	0	0.15312	0.19386	0.10698	0.25864	0	0	0	0
Healthy	0	0	0		31.0061	0.87606	0.67315	0.66909	0	0.6169	0	0	0.01678	0
Healthy	0.00338	0	0		0	0.53268	0.38684	0	0.39782	0	0	0	0.0153	0.02028
Healthy	0	0.01039	0		0.00091	0	0.14188	0	0	0.36369	0	0.03406	0.0004	0
Healthy	0	0.02316	0		0	0.86713	0.29014	0	4.77566	0.57348	0.14329	0.0391	0	0.26711
Healthy	0	0	0		0	0.55589	0.13276	0	0.12177	0.00421	0	0	0.02542	0.16689
Healthy	0	0	0		0	0	1.30299	0	0.07603	0	0.15636	0	0	0
Healthy	0	0	0		0	0	0.2693	0.50272	0	0	0	0	0	0
Healthy	0	0	0.00078		0	0	0.15501	0	3.61486	0	0	0	0	0
Healthy	0	0.00204	0		0	0	0.39724	0	2.30781	0.02675	0.02815	0	0	0.07519
Healthy	0.07587	0	0		0	0.74258	0.78996	0	0.16538	0	1.60122	0	0.3805	0.00503
Healthy	0	0	0		0.98776	0	0.69449	0	3.32267	0.50052	0	0.06087	0.09257	0.05963
Healthy	0	0	0		10.4305	0.17318	1.28121	0.66186	0	0	0.273	1.32887	0	0
Healthy	0	0	0		0	0	2.0067	0	0	0	0.99946	0	0.19702	0
Healthy	0.00964	0.0009	0		40.6397	0.05104	0.56498	0	0.12332	0.22132	0.00392	0.01624	0	0
Healthy	0	0	0		0	0	0.45279	0	0.31131	0.02552	0	0.00792	0.03996	0.00253
Healthy	0.02365	0	0		0	0.38007	0.31224	0	0.04008	0.27799	0.02633	0.48636	0.03241	0
Healthy	0.59052	0.09045	0		0	0.98081	4.17196	0	9.00992	2.6739	0	0.50904	0	0.21817
Healthy	0.86377	0.18526	0.005		0.01898	0.48728	0.23983	0	0.08591	1.499	0	0.01158	0	0
Healthy	0.38637	0.02452	0		0.02765	0	0.00706	0	0	0.01271	0	0	0.03807	0
Healthy	0	0	0		0	0	0.4864	0	0.06085	0	0.11254	0	0.00154	0
Healthy	0	0	0		0	0	0.16479	0	0	0.07306	0	0	0	0
Healthy	0	0	0		0	3.60839	0.03997	0	0.1756	0	0	0	0.02021	0
Healthy	0	0.56837	0		0.02316	0	0	0	0	0.02668	0	0.01672	0.04462	0
Healthy	0	0	0		0	0	0	0	1.83456	0	0	0	0	0
Healthy	0	0.00375	0		0	0.47557	0.012	0	1.15088	0.02956	0.5115	0	0	0
Healthy	0.12008	0	0		0	0	0.30707	0	0	0.29494	0	0.01617	0	0
Healthy	0.03902	0.00624	0		0	0	0.32732	0	0.80463	0.80669	0	0.32284	0	0
Healthy	0.63154	0	0		0	0.59724	0.4546	1.03233	0	0.125	0.07678	0	0	0
Healthy	0	0.11832	0		0	43.7613	0.08253	0	1.25369	0	0.03655	0	0	0
Healthy	0.04235	0	0		0	0	0.00342	0	0.18531	0	0	0	0	0.0642
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.03587	0	0		70.7007	0	0.14136	0	0.0329	0.25169	0	0	0	0
Healthy	0	0	0		0	0	0.44987	0	0.51061	0.10395	0.00276	0.01	0	0
Healthy	0	0	0		32.2383	0	0.60825	0.00796	0.5799	0	0	0	0	0
Healthy	0.00346	0	0		0.55704	0	0.59212	0.72247	0.19488	0.02044	0	0.24465	0.00902	0.15845
Healthy	0	0.04312	0		0	0	0.59259	0	0	0.08196	0	0.35414	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.0172	0	0		0	0.56457	0.12087	0	0.09998	0	0	0	0.01219	0.18248
Healthy	0.43235	0	0		0	8.47837	0	0	0.07908	0	0	0	0	0.1564
Healthy	0.07503	0	0		0	0	0.50303	0	0	0.07056	0	0.09271	0	0
Healthy	0	0	0		0	4.66528	0.0255	0.23364	0.1158	0	0	0	0.04499	0
Healthy	0	0	0		0.68709	0	3.86275	4.36183	7.02053	0.06084	0	0	0	0
Healthy	0.02412	0.00031	0.02838		51.7122	0	0.07562	0	0.12133	0.00238	0	0	0.00115	0.0109
Healthy	0.48352	0.00058	0.00697		0.00488	0	0.23337	0	0.80474	0.00525	0.00316	0.05371	0	0.07218
Healthy	0.10178	0	0		0	0	2.1983	0	0.38233	0.1485	0	1.39548	0.0207	0
Healthy	0	0	0		0	0	0	0	0.26261	0	0	0	0.01789	0
Healthy	0	0	0		0	0	0.19762	0	0.12712	0	0	0	0.20292	0.00315
Healthy	0	0	0		0	0.63691	1.1107	0	0	0.30162	0	0	0.02705	0
Healthy	4.80996	0.03472	0		0	0	0	0	2.0283	0	0	0	0	0
Healthy	0	0	0		0	0	0.00984	0	0	0	0	0	0.24664	0
Healthy	0	0	0		0	0	0.57057	0	0.17451	0.04593	0	0.0244	0.05222	0
Healthy	0	0.00252	0		0.04609	0.0078	0.05332	0	0.86375	0	0.00394	0	0.03938	0
Healthy	0.01739	0	0.03541		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		2.18859	12.906	0.36553	1.69349	0.2013	0.03446	0	0.07713	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0274	0		0	5.60774	0.22569	0	3.27579	0.64465	0.32643	0.51059	0	0.08701
Healthy	0.27882	0	0		0	0.4519	0.67244	0.16007	0.21914	0.0073	0.04098	0	0	0
Healthy	0	0.04162	0		0	0	0.01824	0	0	0	0.15391	0	0.16644	0
Healthy	0	0	0		0	3.80362	0.78927	10.4943	3.13799	0.90385	0	0	0	0.14641
Healthy	0	0	0		43.82844	0	0.42097	0.11602	0.64187	0	0	0	0	0
Healthy	0.49089	0.01612	0		0	0.01069	0.64443	0	0	0.90507	0	0.68221	0.05057	0
Healthy	0	0.01176	0		0	0.13985	0.02729	0	0.56127	0	0.06125	0	0.00365	0
Healthy	0	0.00465	0		2.94624	0.0269	0.63881	0.15359	0.65908	0.05654	0.09246	0	0.00219	0
Healthy	0.32975	0	0.01601		0.00158	0	0	0	0	0	0	0	0	0
Healthy	1.09042	0	0		0	0	0	0	0	0	0.03726	0	0	0
Healthy	0.48802	0	0		0	8.491	0	0	0.08076	0	0	0	0.01313	0.10453
Healthy	0.23548	0	0		0	0	0	0	0.1319	0	0	0	0.23028	0
Healthy	0	0	0		0	1.38974	0.11505	0.44728	0.32988	0.01599	0	0	0	0.00138
Healthy	0.0177	0	0.00168		0.28013	0.72584	1.86797	0	0.63567	0.03522	0.03015	0.04724	0.00161	0.06416
Healthy	0	0	0		0	1.84295	1.03601	0	0	0	0	0	0.51879	0
Healthy	0	0	0		0	0	0.42454	0	0	0	0	0	0	0
Healthy	0.00035	0	0		43.73436	0	0.13488	0	0.11737	0.02157	0	0	0.01035	0
Healthy	0	0	0		3.34368	0	1.24339	0	1.87844	1.16265	0	0.04428	0	0.25731
Healthy	0	0	0		0	0.96622	0.6557	0	0	0.01546	0	0	0	0.10928
Healthy	0	0	0		1.94537	0	0	0	0.25808	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.06626	0
Healthy	0	0	0		0	0	1.88193	0	0	0	0	0	0.2724	0
Healthy	0.2423	0	0		0	0	0	0	0	0	0	0	1.25736	0
Healthy	0.02096	0	0		0	7.23898	0.17593	0	0.69645	0	0.04916	0.00247	0.33006	0.00128
Healthy	0	0.01422	0		0.01395	3.62249	1.8914	0	3.65264	1.70454	0	0.23583	0.1611	0.01758
Healthy	0.04798	0	0		10.1177	0	0.18833	0	0.61646	0.66536	0	0	0	0.00323
Healthy	0.47645	0	0		0	8.73029	0	0	0.09219	0	0	0	0	0.12225
Healthy	0.10177	0	0		0	9.35753	0	0	0.0746	0	0	0	0.00813	0.0913
Healthy	0	0	0		0	0	0	0	0.05195	0	0	0	0	0
Healthy	0	0	0		0	0	0.00324	0	0.19754	0.29025	0	0.41354	0.07346	0
Healthy	0	0	0		0	0.58083	0.4283	0.01859	0.4302	0	0	0	0.03051	0.02161
Healthy	0	0	0		0	5.17575	2.24855	0	0	0.36382	0	0	0	0.24093
Healthy	0	0	0		0	1.68633	0.98763	0	0	0	0	0	0.49193	0
Healthy	0	0	0		0.02654	0	0.07336	0	0.12975	0.16089	0	0	0.38159	0.00076
Healthy	0	0	0		0	0	0.03237	0	0.63318	0.058	0.00623	0	0	0
Healthy	0	0.17129	0		0	0.01569	1.67417	11.0253	0	0.41353	0.02976	0.03164	0.00886	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00089	0		0	0	0.36707	0	0.0568	0.00282	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.12908	0	0	0.03054	0	0	0	0
Healthy	0	0.01675	0		0	0	0.19493	0.07354	0.36055	0	0.11061	0	0.10444	0.15765
Healthy	0	0	0		0	0.31727	0	0	0	0.14643	0	0.55546	0.06503	0
Healthy	0	0	0		0	0	0.21188	0	0	0	0	0.45677	0	0
Healthy	0.20333	0	0		0	0.37515	0.10658	0	0	0.17199	0	0.39572	0.11171	0
Healthy	0	0	0		0	0	0	0	1.17839	0	0	0	0	0
Healthy	0	0	0		0	0	0.10418	0	0.22583	0.66915	0	0.33437	0.00285	0
Healthy	0.07495	0.27532	0		0.00573	0.00852	0.10111	2.34204	0	0.17814	0.00181	0.02746	0	0.94827
Healthy	0	0	0		0	0.36339	0.20504	0.60507	0.30054	0.2054	0	0	0	0
Healthy	0.00154	0	0		0	0	0.0701	0	0.02796	0	0.29025	0	0.24361	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0.02043	0.38615	0.08089	0	0.79667	0.40405	0	0	0
Healthy	0.03503	0	0		0	0.72342	0.0336	0	0	0.0049	0	0	0	0.0039
Healthy	0.04465	0	0.01846		0	0	0	0	0	0	0	0	0.00571	0
Healthy	0	0.01816	0		0	0	0.16988	0	0.09088	0.21422	0	0	0	0.00116
Healthy	0.10856	0.0065	0.00215		0	0	0.58177	0	0	0.06941	0	0.10798	0	0
Healthy	0	0	0		0	0.04873	0.58197	0	0.18077	0.2189	0	0	0	0
Healthy	0.18089	0	0		0.00878	1.81304	1.07436	0	0	0.02481	0	0.02139	0	0
Healthy	0	0	0		0	1.73198	0.11907	0	4.43116	0.33337	0	0	0.03018	0
Healthy	0.03576	0	0		0	0	0.0186	0.16611	0.14758	0	0	0	0.01087	0.03926
Healthy	0	0	0		0	0	0.19673	0	1.28438	0.01216	1.34061	0	0	0
Healthy	0.99813	0	0.00947		0.00096	0	0	0	0	0	0	0	0	0
Healthy	0.19313	0	0.08407		0	0	0.00381	0	0	0	0	0	0	0
Healthy	0.00845	0.00771	0		0	8.67123	1.61457	0	0.12738	0.12683	0.08444	0	0.18461	0.29701
Healthy	0.05076	0.27448	0.07728		0.0004	0.01384	0.32025	0	0.26656	0.09556	0	0.08252	0	0
Healthy	0	0.02783	0		0	0	0.14208	0	0.0291	0	0	0	0	0
Healthy	1.0236	0	0		0	0.02611	0.08495	0	0	0.12256	0	0	0	0
Healthy	0.01755	0.00475	0		0.02001	0.50025	0.27448	0	0.08172	0	0.02887	0.00062	0	0
Healthy	0.48753	0.00567	0		0.1732	0.02337	0.48036	0	0	0.08128	0.13965	0	0	0.02439
Healthy	0	0	0		0	0	0.31322	0	0.12922	0.04802	0	0.00135	0.69684	0.02297
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.00238	0.01845	0.00053		0	0.73449	3.85736	2.84299	0	0.3489	0.09258	0.00368	0.00569	0.06575
Healthy	0.00326	0	0		69.81791	0.7407	0	0	0.06874	0.01848	0	0.02252	0.01339	0
Healthy	0.16431	0	0		13.457	0	0.10387	0.0389	0.02416	0.03355	0	0	0.00183	0
Healthy	0	0.00307	0		0	0	0.09456	0	0.23099	0	0	0	0	0
Healthy	0.20172	0	0		0	0	0.02828	0	0	0	0	0	0.00931	0
Healthy	0	0	0		0	3.40051	0.04275	0	0.1519	0	0	0	0.00529	0
Healthy	0	0	0		0	0	0	0	1.54323	0	0	0	0	0.05381
Healthy	0.16515	0.00908	0		0	0	0.26398	0.2742	0	0.39821	0	2.09385	0.00245	0.02931
Healthy	0.12332	0.01727	0.03973		0.00611	0	0	0	2.94923	0	0.01007	0.01003	0	0
Healthy	0	0.01797	0		0	0	0.01627	0	0	0	0.18608	0	0.12511	0.01108
Healthy	0.9606	0	0		0	0	0.04779	0	0.2625	0	0	0	0	0
Healthy	0	0.00332	0		0	0.10729	0.58434	0	0.28129	0.24133	0.00303	0	0.00391	0.01863
Healthy	0.44858	0.00569	0.01678		0.01959	1.45026	1.41967	0	0	0	0	0.01137	0	0
Healthy	0.00091	0.01878	0		0.13393	0	0.26942	0	1.19395	0.98912	0.04057	0.28178	0.00038	0.07946
Healthy	0	0	0		0	0	0.04244	0	0.03182	0.00646	0	0	0.12703	0
Healthy	0	0.24538	0		0.28737	11.1928	0.50743	34.3352	2.37112	0	0.38883	0	0	0
Healthy	0	0	0		0	0.52291	0.1152	0	0.08957	0	0	0	0.02848	0.1946
Healthy	0	0	0		67.9881	0.63238	0.71389	0	0	0	0	0	0	0
Healthy	0.38803	0.70837	0.01457		11.76865	0	1.2249	0.02309	2.97445	1.90494	0	1.46753	0	0
Healthy	0	0	0		0	0	0.10129	0	0.35519	0	0.06964	0	0.0857	0.15581
Healthy	0	0.00255	0		6.92704	2.23188	1.18296	4.03255	0.81854	0.51997	0.05823	0	0	0.01626
Healthy	0.07183	0	0		59.5722	0.20289	0.1371	0.10373	0.00616	0.10656	0	0	0	0
Healthy	0	0	0		8.87414	0	0	0	1.59662	0	0	0	0	0
Healthy	0	0	0		46.15561	10.3157	0.04821	0	0.27203	0	0	0	0	0
Healthy	0	0.00285	0		0.00451	1.66108	0.73054	0	0.27491	0.04575	0.03442	0.0268	0.0078	0.02168
Healthy	0	0.00093	0		0	0	1.33822	0.32392	3.51929	0.64993	0.01357	0	0	0.00077
Healthy	2.27101	0	0.00249		0	0	0	0	0	0	0	0.07301	0	0
Healthy	0.0064	0.01041	0		0.69302	2.39427	2.46846	5.1127	1.24209	0.25111	0.22955	2.73464	0.3999	0.02293
Healthy	1.01189	0	0		0	0	0.16343	0	0.19204	0.06898	0.26898	0	0.06155	0
Healthy	0.5659	0	0		0	0	0.12126	0	0.25581	0.01548	0.06212	0	0	0
Healthy	0.78923	0	0		0	0	0.02408	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	0.06852	0	0.01454	0	0.20484	0	0.21042	0
Healthy	0.07623	0.00505	0		17.689	0	0.30468	0	0.07684	0.02196	0.01886	0.3771	0.01481	0.00511
Healthy	0	0	0		1.06306	0	0.11245	0	0.65287	1.04605	0	0	0	0
Healthy	0.04831	0.00115	0		30.39456	0.14329	0.39261	0	0	0.01107	0.0374	0.14768	0.47459	0.04496
Healthy	0.98217	0	0		0	0.04339	0.41927	2.31989	0	0.11436	0	0	0	0
Healthy	0	0.0077	0		0	0	1.6314	6.52913	1.49492	0.20651	0.36908	0.12733	0	0.08701
Healthy	0.52259	0.06633	0.02382		0	0	0.03998	0	0.0024	0.11185	0	1.24539	0.06688	0
Healthy	0.00278	0.37978	0.02897		20.30345	1.20433	1.0421	0	0.09755	0	0.02938	0	0.00055	0.05942
Healthy	0	0	0		0	0.05364	0.16167	0.62816	0	0	0	0	0.06985	0
Healthy	0	0	0		2.11223	6.58769	1.91429	0.83191	0	0.93135	0	0	0	0
Healthy	0	0	0		0	0.76941	2.05616	0	0	0.46611	0	0	0	0
Healthy	0.7327	0	0		0	0	0.03541	0	0.27514	0	0	0	0	0
Healthy	0.09682	0	0		0	9.33329	0	0	0.06231	0	0	0	0.00847	0.07631
Healthy	0.00148	0	0		0	0	0.08598	0	0.02717	0	0.27691	0	0.21268	0
Healthy	0.0032	0	0.22427		24.80784	0	0.15574	0.19887	0.21335	0.16775	0	0.00386	0	0
Healthy	0	0	0		0	1.03178	1.13581	0	0	0.10318	0	0	0.13758	0
Healthy	0	0.10386	0		0	44.6326	0.08381	0	1.29681	0	0.02314	0	0.01142	0
Healthy	0	0	0		0	0.38083	0	0	0	0	0	0	0	0
Healthy	0	0	0.00101		0	15.2597	0.21738	0	0.22777	0	0.2852	0	0.00756	0.40725
D012778	0.0231	0.11949	0		0.61078	4.33499	2.73746	0	3.33475	2.12317	4.33968	0.01442	0	0
Healthy	0	0	0		0	0	0.13908	0	0	0	0.28415	0	0	0
Healthy	0.03007	0	0		0	0.45974	0.44881	0	0.33733	0	0	0	0.00922	0
Healthy	0.0866	0	0		4.46679	0.04467	0.25128	0	0.04938	0.04648	0.00048	0	0	0.00082
Healthy	0.08364	0	0		0	0	0.07505	0	0.31056	0	0	0	0	0.07794
Healthy	0	0	0		0	1.69454	1.07517	0	0	0	0	0	0.57985	0
Healthy	0	0	0		0	5.62796	1.5803	13.2125	0.73858	0	0	0	0	0
Healthy	0.19478	0	0		0.00695	1.57657	0.42279	0	0	0.00414	0	0.01809	0	0
Healthy	0	0	0		0	0	0.01421	0	0.21844	0	0	0	0	0.02277
Healthy	0	0.02526	0		0	0.11353	2.68756	0.05673	0	0.68186	0.05347	0.31973	0.15257	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	0	1.63059	0	0	0	1.463	0	0.27953	0
Healthy	0.01028	0	0.06149		10.84686	4.77566	0.09629	0	0.28847	0	0	0.01515	0.00099	0.04775
Healthy	0.01403	0.00073	0.00307		0.00056	1.92236	0.8672	0	0.31012	0.17125	0.12629	0.02661	0.00166	0.38943
Healthy	0	0	0		8.02642	0	0.03506	1.90699	0.60611	0.10617	0	0	0	0
Healthy	0	0.00242	0		0	0.09491	0	0	0.96615	0	0	0	0	0
Healthy	0	0	0		5.61422	6.17366	3.00642	0.88045	0	1.34467	0	0	0.0194	0
Healthy	0.59763	0	0		0	0	0.12137	0	0.02513	0.25576	0	1.08055	0.02345	0
Healthy	0	0	0		0	3.68362	0.03859	0	0.17629	0	0	0	0.04267	0
Healthy	0	0	0		34.02878	0	0.68997	0.03306	0.16904	0	0.13202	0	0.04178	0
Healthy	0	0.01091	0		0.0216	0	0.20229	0	0.0302	0	0.07223	0	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		10.47329	23.1424	0.23211	2.15254	0.39232	0	0.05938	0	0	0
Healthy	0	0.02401	0		0	0	0.01321	0	0	0	0.12201	0	0.10853	0
Healthy	0	0.13959	0.0121		0	0	3.25672	0	0	0.01597	0	0.21567	0	0
Healthy	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		7.95151	0.72725	0.96461	0.11142	0.76737	0.26198	0.03702	0.00065	0.0108	0.01388
Healthy	0	0	0		0	0	0	0	0	0	0	0	0.14668	0
Healthy	0	0	0		0	0.12882	0.04171	0.04975	0	0	0	0	0.21793	0
Healthy	0.77588	0.00322	0		0	0.13909	0.65101	0.20292	0.29408	0.36897	0.01836	0.08325	0.0079	0.00472
Healthy	0.00201	0	0		28.6106	0	0.17133	0.36087	1.41441	0.54766	0	0.04485	0	0
Healthy	0	0	0		0	0	0.00515	0	0.07916	0.26454	0	0.14779	0	0
Healthy	0.05705	0	0		0.012	0.5139	0.05762	0.42949	0.08258	0.13307	0.03646	0.05107	0.30581	0
Healthy	0	0	0		0	0	0	0	0.05015	0	0	0	0.33515	0
Healthy	0.03517	0.00098	0.00028		0	0.046	0.44276	0.52483	0.49501	0.02039	0.01041	0.00429	0.00016	0
Healthy	0.00145	0.06119	0		1.98203	2.40833	1.50503	0.46669	0.8321	0.70391	1.2569	0.16095	0.07907	0.25713
Healthy	0.0159	0	0		0	0.73311	0.14544	0	0.14072	0.29402	0	0.20321	0.05694	0
Healthy	0.00973	0	0		0	0.34501	0.30928	0	0.00528	0.15952	0.00265	0.31187	0.0242	0
Healthy	0	0	0		0	1.73687	1.14882	2.24353	0.18702	0.37886	0	0	0.1847	0.01445
Healthy	0.01493	0	0		57.2887	0	0.13754	0	0.38046	0.10044	0	0	0	0
D012778	0.01964	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0		0	15.0409	0.22094	0	0.23925	0	0.30241	0	0.01317	0.44501
Healthy	0	0	0		0	0	1.29906	4.40276	2.9525	0	0.34376	0	0	0
Healthy	0	0.0042	0		0	0.85646	0.09913	0	0.14717	0	0.61463	0	0	0
Healthy	0	0	0		37.8533	0.07304	0.55304	0	0	0.48352	0	0	0	0
Healthy	0.02784	0.002	0		7.39366	0	0.18275	0	0.03286	0.07833	0	0	0.01513	0
Healthy	0	0	0		0	0	0.01393	0	0.256	0	0	0	0	0.02086
Healthy	0.01333	0	0		0	1.02859	2.11278	0	0.04534	0.00864	0.34231	0	1.79597	0.00752
Healthy	0	0	0		0	0	0.01428	0	0.23948	0	0.00754	0	0	0.01464
Healthy	0	0.0057	0		0	0	0.1102	0	0	0.04851	0	0	0	0
Healthy	0	0.0212	0		0.01083	0.25373	1.7053	0	0.28235	0.16925	0.90349	0.00677	0.01268	0.05004
Healthy	0.01053	0.01128	0		0	1.69671	0.63459	0	0.23698	0.13392	0.02853	0.10114	0.11866	0.06343
Healthy	0	0	0		20.30609	3.21379	0.20701	0.24689	0.24667	0.1547	0	0	0	0
Healthy	0.02277	0	0		0.02908	0	0.46782	0	0.02341	0.03549	0	0	0	0
