group	Bacteroidales	Enterobacterales	Burkholderiales	Acidaminococcales	Pseudomonadales	Selenomonadales	Desulfovibrionales		Lachnospirales	Actinomycetales	Enterobacterales	Lactobacillales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Peptostreptococcales
Healthy	39.40733	0	0.06977	3.72307	0	0.17116	0.02311		23.62672	7.0961	0	0.42456	0.06977	0.43712	0.23805	3.72307	0	0
Healthy	23.89571	0.43778	0.02112	0	0	0	0		13.60452	38.21029	0.43778	0.0024	0.02112	0	0.53656	0	0	0.274
Healthy	25.23997	0.00733	1.39209	0	0	0	0.04026		20.97056	2.1097	0.00733	0.58484	1.39209	0	0.00283	0	0	0.00068
Healthy	0.0535	3.02557	0	0.01459	0	0	0		20.00053	9.07912	3.02557	1.67613	0	0	1.8536	0.01459	0	0.34814
Healthy	67.69202	0.88552	0.01914	0.02049	0	0	0.48516		0.32214	0.36915	0.88552	0.07109	0.01914	0	0.32291	0.02049	0	0
Healthy	16.29226	0	0.08653	0	0.00586	0	0		9.58565	0.546	0	0.08418	0.08653	0	0.2409	0	0.00586	0
Healthy	41.38437	1.00372	0.65476	0	0	0.98837	0.21286		6.96762	2.4367	1.00372	0	0.65476	0.60097	1.51122	0	0	0.07723
Healthy	19.63539	0	0	3.37877	0	0	0		19.30728	20.752	0	0	0	0	0	3.37877	0	0
D014607	48.49196	0.29956	0.103	0	0	0	0.0837		6.41199	0.02294	0.29956	0	0.103	0	0	0	0	0
Healthy	69.62846	0	0.10262	0	0	0	0		1.43651	0.2757	0	0	0.10262	0	0.02192	0	0	0
Healthy	67.52494	0.11658	0.027	0	0	0	0.06413		8.93732	1.26417	0.11658	0.03096	0.027	0.0167	0	0	0	0
Healthy	60.40072	0.1475	0.17495	0	0	0	0.34167		4.83236	3.87857	0.1475	0.15998	0.17495	0.85057	0	0	0	0
Healthy	0	0	0	0	0	0	0		36.2784	0	0	0	0	0	0	0	0	0
Healthy	0.32353	0	0	0	0	0	0		0.14735	0.38608	0	0	0	0	0	0	0	0
Healthy	59.92933	0	0.25882	0	0	0	0.01617		17.82931	0.17627	0	0	0.25882	0	0.00602	0	0	0.00137
Healthy	54.62681	3.03507	0.01636	0	0	0	0.25726		10.63503	2.65854	3.03507	0	0.01636	0	2.3328	0	0	0.02579
Healthy	82.09293	1.18863	1.04672	0	0	0	0.08051		8.46614	0.54252	1.18863	0.05421	1.04672	0	0	0	0	0
Healthy	81.63345	0.00668	4.20265	0	0	0	0		1.68352	0	0.00668	0	4.20265	0	0	0	0	0
Healthy	7.15519	0	0	0	0	0	0		4.16465	0	0	0	0	0	0	0	0	0
Healthy	1.2664	30.08723	0	0	10.3635	0	0		0.02463	0.59289	30.08723	0.06709	0	0	0	0	10.3635	0
Healthy	86.60796	1.55158	0.12338	0	0	0	0.12156		3.96388	0.21268	1.55158	0.05909	0.12338	0	0.02556	0	0	0
Healthy	58.63242	0	0.01007	0	0	0	0.05875		3.71065	5.44989	0	0.06447	0.01007	0.06463	0.00505	0	0	0
Healthy	69.11832	0	0.14818	0	0	0	0		1.65078	0.27026	0	0	0.14818	0	0.04684	0	0	0
Healthy	24.69356	4.80113	0.05195	0	0	0	0		21.91303	24.8886	4.80113	0.41845	0.05195	0	0.79878	0	0	0.43887
Healthy	67.30757	0.03977	0.58884	0	0	0.07523	0		4.84983	0.05503	0.03977	0.12479	0.58884	0.39515	2.42438	0	0	0.01304
Healthy	0.09526	10.0884	0	0	0.01581	0	0		0.00166	62.78567	10.0884	2.87911	0	0	0	0	0.01581	0
Healthy	0.16537	24.92756	1.28341	0	0	0	0		59.07812	0.07483	24.92756	0.17473	1.28341	0	0.25001	0	0	0.31538
Healthy	66.93676	0.19457	0.30614	3.57613	0	0	0.03185		16.04995	0.11616	0.19457	0.00882	0.30614	0	0	3.57613	0	0
Healthy	48.59647	0.02606	0.15944	0	0	0	0.1988		6.46591	0	0.02606	0	0.15944	0	0.02545	0	0	0
Healthy	29.30749	0	0.03048	2.48945	0	0	0.71094		6.2859	0.08763	0	0.10463	0.03048	2.18526	0.24943	2.48945	0	0
Healthy	21.55582	3.09985	0	2.91033	0.31351	2.9273	0.14435		7.45356	1.66649	3.09985	18.7303	0	0	4.12829	2.91033	0.31351	0
Healthy	84.61456	0	0	0	0	0	0		3.24381	0	0	0	0	0	0.16789	0	0	0
Healthy	92.21789	2.29941	0.00946	0	0	0	0		0.89134	0.21813	2.29941	0.17684	0.00946	0	0.00244	0	0	0
Healthy	92.9033	4.32045	0	0	0	0	0		0.62689	0.00538	4.32045	0.00449	0	0	0	0	0	0
Healthy	27.32638	0	0.07377	0	0	0	0		32.80859	0	0	0.22501	0.07377	0	0	0	0	0
Healthy	15.5459	0	0.25948	0	0	0	0.00237		28.62055	0.01491	0	1.90599	0.25948	0	0.03474	0	0	0
Healthy	77.47972	0.09945	0.05364	0	0	0	0.00317		1.24907	0.11724	0.09945	0.03723	0.05364	0	0.01445	0	0	0
Healthy	84.64447	1.41219	0	0	0.03469	0	0		10.25839	0	1.41219	0	0	0	0	0	0.03469	0
Healthy	31.72155	0	1.11423	5.46574	0	0	0		21.43962	4.05752	0	0.26523	1.11423	0.13241	0.0104	5.46574	0	0.32578
Healthy	0.03494	0	0	0	0	0	0		1.45147	67.5505	0	1.44636	0	0	0	0	0	0
Healthy	13.61883	0	0.24983	0	0	0	0		34.62681	1.83598	0	5.83365	0.24983	0	0.09987	0	0	0.21083
Healthy	26.84406	0.07041	0	0.0052	0	0	0.61312		1.33854	1.38784	0.07041	0.33836	0	0	0.77037	0.0052	0	0
Healthy	23.48328	3.87592	0.9207	4.89514	0	0	0.15201		4.86557	23.68126	3.87592	0.08758	0.9207	0.027	8.06048	4.89514	0	0
Healthy	10.34128	2.20511	0	0	0	0	0		17.14471	23.50119	2.20511	15.63147	0	0.77447	2.61305	0	0	0
Healthy	45.92099	0.38894	0.03167	0.0599	0	0	0.64425		0.59104	1.12015	0.38894	0.11259	0.03167	0	0.46834	0.0599	0	0
Healthy	14.41753	0	0.1948	0	0	0	0		24.33434	0	0	0.55616	0.1948	0	0	0	0	0
Healthy	9.24917	0	0.03233	0	0	0	0		22.93402	0.40383	0	0	0.03233	1.99501	2.33326	0	0	0.0909
Healthy	60.92773	0.87234	1.41369	0	0	0	0		21.38004	1.09016	0.87234	0	1.41369	0	0.1975	0	0	0.02492
Healthy	8.02943	0.01134	0	0	0	0	0.03312		5.00888	51.03763	0.01134	2.6575	0	9.12642	0.13745	0	0	0.11643
Healthy	66.38383	0	0.11305	0.84656	0	0	0.32301		3.03728	0.13515	0	0.0566	0.11305	0	0.01548	0.84656	0	0
Healthy	35.39785	0	0.04607	2.89576	0	0	0.0547		7.99698	0.73197	0	0.28046	0.04607	0	1.72257	2.89576	0	0
Healthy	42.26421	6.24806	0	0	0.82693	0	0		0.01652	40.60107	6.24806	0.21795	0	0	0.73069	0	0.82693	0
Healthy	42.48248	0	0.65059	0	0.11196	0	0		31.99738	0.48144	0	4.16943	0.65059	0.51063	0.08168	0	0.11196	0
Healthy	61.3646	0.02355	0.06563	0	0	0	0		17.86529	0.35489	0.02355	0	0.06563	0	2.4385	0	0	0.00827
Healthy	29.69307	0.07343	0.02587	0	0	0	0		6.42589	36.09022	0.07343	0	0.02587	0	0.00194	0	0	0
Healthy	88.81887	0.33565	0.08902	0	0	0	0.00134		1.15802	0	0.33565	0.23671	0.08902	0	0.00881	0	0	0
Healthy	75.66423	0.7905	0	0	0	0.06412	0.01083		7.98688	0	0.7905	0.09659	0	0.00175	0.06234	0	0	0.28766
Healthy	11.04279	0.96721	0.6435	6.39704	0	0.13869	0.05404		10.04519	0.07318	0.96721	0.62684	0.6435	0.60964	2.21216	6.39704	0	0.00623
Healthy	20.88845	0.40867	1.01327	0	0.02247	0	0		10.3306	0.01867	0.40867	0.26111	1.01327	0	0.01005	0	0.02247	0.05697
Healthy	21.04595	1.47311	0.26952	0	0	0.01467	0.00275		3.9878	9.59316	1.47311	0.69903	0.26952	0	0.02048	0	0	0.03378
Healthy	0.76754	55.8431	0	0	0.10453	0	0		0.00907	39.13085	55.8431	0.42169	0	0	0	0	0.10453	0
Healthy	11.27066	0	0.18622	0	0.16653	0	0.01778		46.0693	1.54479	0	2.10726	0.18622	1.95868	0.70586	0	0.16653	0
Healthy	52.3283	0	0.24815	0.02832	0	0	0.18711		6.76572	6.02517	0	0.69844	0.24815	0.56963	0	0.02832	0	0
Healthy	77.94764	0	5.07894	0	0	0	0		1.99483	0	0	0	5.07894	0	0	0	0	0
Healthy	0.04442	32.52743	0	0	0	0	0		0.00888	58.11157	32.52743	8.45016	0	0	0	0	0	0
Healthy	56.48782	0	0.80141	0.02314	0	0	0.012		12.84546	1.91852	0	0.12674	0.80141	0.14036	0	0.02314	0	0
Healthy	24.46259	14.3158	0.01701	0	0	0	0		14.44736	14.53509	14.3158	0.34636	0.01701	0	0.54318	0	0	0.42217
Healthy	28.77083	0.04264	0	0	0	0	0		34.20134	4.34874	0.04264	0.16374	0	0	0.00774	0	0	0.00383
Healthy	93.08198	0.21333	0.47338	0	0	0	0		1.89543	0.15693	0.21333	0	0.47338	0	0	0	0	0
Healthy	79.38439	0	0.1777	0	0	0	0		0.92175	0.05264	0	0	0.1777	0	0	0	0	0
Healthy	27.10588	0.09735	0.00909	0	0	0	0		22.55743	0.39117	0.09735	0.47858	0.00909	0	0.10744	0	0	0.53833
Healthy	45.66209	0	0.02417	0	0	0	0		3.21747	5.12911	0	0	0.02417	0	0	0	0	0
Healthy	54.21951	0	0.24261	0	0.04286	0	0.03104		4.13004	0.48766	0	0.20247	0.24261	0	0	0	0.04286	0
Healthy	34.78397	31.3729	0	0	1.15378	0	0		12.60723	0	31.3729	0	0	0	0.60193	0	1.15378	0
Healthy	70.81277	0	0.03129	0	0	0	1.5784		1.03475	0.14487	0	0	0.03129	0.06462	0.43387	0	0	0
Healthy	46.03779	0	0	0	0	0	0		7.68091	5.30323	0	0.44688	0	0	0	0	0	0
Healthy	66.53079	0.02945	0.02946	0	0	0	0.09324		8.76921	1.45258	0.02945	0	0.02946	0	0	0	0	0
Healthy	69.43525	0	0.08284	4.61571	0	0	0		9.93586	0.02249	0	0.22257	0.08284	0	0.13485	4.61571	0	0
Healthy	64.29715	0.3614	2.56505	0	0.05321	0	0.00606		20.0526	0.46716	0.3614	0.01043	2.56505	0	0	0	0.05321	0
Healthy	69.4734	0.02759	0.10293	0	0.46323	0	0		10.52208	0	0.02759	0.87229	0.10293	10.2689	0	0	0.46323	0
Healthy	47.3489	1.2049	1.86967	0	0	0	0.20722		8.30832	2.46192	1.2049	0	1.86967	0.06242	0.10691	0	0	0
Healthy	20.44932	0.01188	1.47083	0	0	0	0.00325		43.48864	12.46257	0.01188	0.5615	1.47083	0	0.04313	0	0	0.37553
Healthy	76.33169	0.26918	0.03327	0	0	0	0.00767		1.82593	0.35619	0.26918	0.00185	0.03327	0	0.07124	0	0	0
D014607	64.52826	0.02393	10.15244	0	0	0	0.03059		2.90435	0.0285	0.02393	0	10.15244	0	0.00686	0	0	0
Healthy	65.66844	0.00945	2.11366	0	0.20519	0	0.03244		1.79405	1.04361	0.00945	0	2.11366	0	0.02475	0	0.20519	0
Healthy	72.1312	7.89453	0	0	0.75751	0	0		5.0581	0.02348	7.89453	7.92297	0	0	0.31453	0	0.75751	0
Healthy	79.11498	0	4.71587	0	0	0	0		1.90078	0	0	0	4.71587	0	0	0	0	0
Healthy	68.24437	0.06281	0.78712	0	0	0.05536	0		3.65012	0.03215	0.06281	0.08129	0.78712	0.2505	1.7962	0	0	0
Healthy	11.01509	22.95247	0.3674	0	0	0	0		22.44874	1.12074	22.95247	0.11897	0.3674	0	0	0	0	0
Healthy	78.14997	0.02112	0.27769	0	0	0	0		0.779	0.08355	0.02112	0	0.27769	0	0	0	0	0
Healthy	21.87536	0.5002	0.05967	0	0	0	0.08063		37.78292	0.70362	0.5002	0.09213	0.05967	0	0.06261	0	0	0
Healthy	58.53372	0.08051	0	0	0.63895	0	0.07621		14.95768	0.16687	0.08051	0	0	0	0	0	0.63895	0
Healthy	84.4203	0.20279	0	2.22449	0	0	0		8.13644	0	0.20279	0	0	0	0.88392	2.22449	0	0
Healthy	42.47926	0.61295	1.89431	0	0	0	0.05312		17.22782	1.02377	0.61295	0.6215	1.89431	0.23517	2.54213	0	0	0.03665
Healthy	47.37889	0.11432	0.83108	0	0	0	0.66426		6.09247	0.23011	0.11432	0.06279	0.83108	0	0	0	0	0
Healthy	10.74691	43.4978	0	0	0.01653	0	0		0	44.45367	43.4978	0.83807	0	0	0	0	0.01653	0
Healthy	25.67414	1.83613	0	0	0	0	0.23576		6.3569	9.36124	1.83613	0.24952	0	33.6412	1.23099	0	0	0.011
Healthy	22.49124	62.5387	0	0	0	0	0		0	4.34724	62.5387	0.05253	0	0	0	0	0	0
Healthy	76.83471	0.09242	0.27631	0	0	0	0.08689		3.00788	0.65513	0.09242	0	0.27631	0	0.11875	0	0	0
Healthy	92.28812	4.06977	0	0	0	0	0		0.66851	0.0128	4.06977	0	0	0	0	0	0	0
Healthy	31.98124	0.36146	0	0	0.01404	0	0		39.18812	0.04444	0.36146	0.02291	0	0	0.69017	0	0.01404	0.85915
Healthy	23.00965	2.0831	0.29636	0	0	0	0.13869		28.18362	0.21021	2.0831	0	0.29636	0.45884	0.49922	0	0	0
Healthy	38.17931	3.88326	0.03146	0	0	0	0		8.52487	30.45602	3.88326	0.19785	0.03146	0	0.56797	0	0	0.1041
Healthy	56.97941	1.04473	0.11219	0	0	0	0.0363		7.39893	0.96965	1.04473	0	0.11219	0	0.22868	0	0	0.00447
Healthy	36.78631	1.97684	1.14166	0	0.07732	0	0		24.78142	6.7531	1.97684	0.29168	1.14166	0	0.04801	0	0.07732	0.02578
Healthy	33.69758	1.75981	0.09698	0	0	0	0.00341		21.20273	0.49914	1.75981	2.0702	0.09698	0	0.05464	0	0	0.02005
Healthy	42.76229	1.0333	0.64181	0	0	1.21836	0.28307		6.4048	2.96717	1.0333	0	0.64181	0.53657	1.3414	0	0	0.02365
Healthy	13.51035	10.2371	0.29002	0	0	0	0.73117		0.41297	0.00698	10.2371	0.00571	0.29002	0	0.1539	0	0	0
Healthy	30.40843	0	0	0	0	0	0		12.59497	9.5138	0	4.60414	0	1.65946	0	0	0	0
Healthy	60.42897	0	0.09477	0	0	0	0		17.74424	0.43635	0	0	0.09477	0	2.43155	0	0	0.0811
Healthy	48.36933	0.11712	2.8427	0	0	0	0		3.77426	0.96541	0.11712	0.11753	2.8427	0.14643	0	0	0	0
Healthy	86.67021	1.63541	0.10453	0	0	0	0.10866		3.62742	0.20043	1.63541	0.05052	0.10453	0	0.05664	0	0	0
Healthy	53.94904	0	0	0	0	0	0		10.0246	3.06287	0	0	0	0	0	0	0	0
D014607	47.68176	10.0966	0.11001	0	0.037	0.08893	0.00357		9.01519	1.06385	10.0966	0.0063	0.11001	0.01275	0.01827	0	0.037	0
Healthy	70.08185	0.11603	0.14531	0	0	0	0		1.48986	0.27841	0.11603	0	0.14531	0	0.00697	0	0	0
Healthy	68.69444	0.0171	0.19631	0	0	0	0.08122		4.66185	0.00483	0.0171	0	0.19631	0	0.04769	0	0	0
Healthy	36.02451	0	0.04622	0	0	0	0.23754		38.72134	0	0	0	0.04622	0	0.0077	0	0	0.15557
Healthy	41.26125	0.248	0.04286	0	0	0	1.83635		0.76608	2.46911	0.248	0	0.04286	0	0	0	0	0
Healthy	86.325	1.50464	0.13374	0	0	0	0.10447		4.12593	0.2136	1.50464	0.07207	0.13374	0	0.04716	0	0	0
Healthy	32.03391	0.6389	0.07502	0	0.05597	0	0.02126		18.19203	1.02903	0.6389	0.03416	0.07502	0	0.07368	0	0.05597	0.00694
Healthy	54.38789	1.2401	0.28159	0	0	0	0.19795		0.88446	0.01614	1.2401	0	0.28159	0	0.32979	0	0	0
Healthy	11.50015	0	0	7.61618	0	0	0		52.88648	1.8103	0	0	0	0	0	7.61618	0	0
Healthy	87.51526	0.02444	0.41347	0	0	0	0		0.72839	5.16666	0.02444	0.01008	0.41347	0	0.10791	0	0	0
Healthy	64.18112	3.81471	0.23006	0	0	0	0.24541		12.47854	0	3.81471	0	0.23006	0	0	0	0	0
Healthy	44.35732	0	0.30087	0	0	0	0.101		4.18866	5.57605	0	0.00221	0.30087	0	0.17465	0	0	0.01066
Healthy	71.89766	0.31653	0.04101	0	0	0	0		8.46781	0	0.31653	0.00913	0.04101	0	0.03656	0	0	1.00951
Healthy	16.44269	0	0	1.71655	0	0	0		24.57283	2.10578	0	0.43094	0	0.83832	0.58646	1.71655	0	0
Healthy	33.92695	0.14818	0.00239	0	0	0.2764	0.06757		34.36928	1.60928	0.14818	2.15452	0.00239	0.00087	0.09467	0	0	0.03265
Healthy	69.49744	0.01937	0.13016	0	0	0	0		1.75971	0.27597	0.01937	0	0.13016	0	0.05616	0	0	0
Healthy	8.0179	0	0	0	0	0	0		68.64843	0	0	0	0	0.37891	0.36672	0	0	0.14174
Healthy	34.71316	1.59734	1.20222	2.50232	0	0	0		27.51525	1.18394	1.59734	0.23377	1.20222	0	0.00144	2.50232	0	0.03624
D014607	87.12488	0.20913	0	6.93124	0.25693	0.65324	0.02525		2.6609	0	0.20913	0	0	0	0	6.93124	0.25693	0
Healthy	80.53586	0	0.17312	0	0	0	0		0.79525	0.01073	0	0	0.17312	0	0	0	0	0
Healthy	54.81073	1.28812	0.27332	0	0	0	0.15019		0.83639	0.02617	1.28812	0	0.27332	0	0.31449	0	0	0
Healthy	39.9344	0	1.92983	0	0	0	0.17665		6.71303	3.34891	0	0	1.92983	0	0	0	0	0
Healthy	31.95878	0.87141	0.02804	0	0	0	0		26.45181	0.99115	0.87141	0.47479	0.02804	0	0.21718	0	0	0.26809
Healthy	69.64278	0.02403	0.16454	0	0	0	0		4.87012	0.39499	0.02403	0	0.16454	0	0.29405	0	0	0
Healthy	0	0.66821	0	0	0	0	0		92.4206	0	0.66821	0	0	0	0	0	0	0
Healthy	22.84838	0.12429	0.04685	0	0	0	0		34.44731	0	0.12429	2.26844	0.04685	1.30656	1.1746	0	0	0
Healthy	13.085	1.86635	0.06138	0	0	0	0.02522		34.59798	8.16815	1.86635	2.30747	0.06138	0	0	0	0	0.20024
Healthy	7.51293	0.09296	0	0	0	0	0		43.05313	11.2962	0.09296	0.04582	0	0	0	0	0	0.07026
Healthy	71.33247	2.41736	0.3228	0	0	0	0.17028		2.50648	0	2.41736	0	0.3228	0	0	0	0	0
Healthy	13.53736	10.872	0.2422	0	0	0	0.70847		1.41648	0.01157	10.872	0.01391	0.2422	0	0.15424	0	0	0
Healthy	16.28189	0	0	0	0	0	0		3.29556	0	0	0	0	0	18.7223	0	0	0
Healthy	94.04399	0.52267	0.10499	0	0	0.03159	0.03564		0.90055	0.12933	0.52267	0.11431	0.10499	0	0	0	0	0
Healthy	47.92076	0.31482	4.2302	0.95657	0	0	0.06093		22.67387	0.00314	0.31482	0.05784	4.2302	0.81108	0	0.95657	0	0
Healthy	35.26747	0.31275	0.00058	0	0.00493	0	0.01864		32.36244	1.43912	0.31275	2.06336	0.00058	0	0.12464	0	0.00493	0.0066
Healthy	49.26256	0	0.018	0	0	0	0		18.01938	1.14877	0	0.47098	0.018	0	0.006	0	0	0.04859
Healthy	13.61599	16.4746	0.25124	0	0	0	0.42185		7.0108	0.01157	16.4746	0.00196	0.25124	10.5995	0.91406	0	0	0
Healthy	16.58933	0.52049	0.03134	0	0	0	0		5.53006	67.91905	0.52049	0.02929	0.03134	0	0.46136	0	0	0.21581
Healthy	66.40109	0.06226	0.03924	0	0	0.00449	1.54568		1.01419	0.16311	0.06226	0	0.03924	0.00353	0.50787	0	0	0
Healthy	45.57119	0.31172	0.07583	0	0	0	0		21.28276	0.02445	0.31172	0	0.07583	0	0.00268	0	0	0.01236
Healthy	92.02535	5.0916	0	0	0	0	0		0.65403	0.00517	5.0916	0	0	0	0	0	0	0
Healthy	65.49834	0.22463	0.25675	0	0	0	0.02861		6.0521	0.07207	0.22463	0.2548	0.25675	0	0.12524	0	0	0
Healthy	50.54832	0	0.79681	11.3545	0	0	0.35913		13.55958	0.28743	0	0.0432	0.79681	0.27414	3.16374	11.3545	0	0
Healthy	34.21805	0.26004	1.31337	0.3065	0	0	0		20.78452	0.52184	0.26004	0.00703	1.31337	0	0.13694	0.3065	0	0.02864
Healthy	15.17885	7.20261	0.11897	0	0	0	0		15.24657	0	7.20261	17.28964	0.11897	0	0.19939	0	0	0
Healthy	69.2182	0.01468	0.03655	0	0.05033	0	0.07743		2.35519	0	0.01468	0.02839	0.03655	0	0	0	0.05033	0
Healthy	67.58822	0.02937	0.17428	4.33249	0	0	0		10.82104	0.1362	0.02937	0.23763	0.17428	0	0.14397	4.33249	0	0.00356
Healthy	7.31158	7.62006	0	0.60492	0.04533	0	0		40.89378	0.04801	7.62006	4.33531	0	0.71112	5.75119	0.60492	0.04533	1.85593
Healthy	8.95533	8.47483	0.01206	0.03092	0.30978	0.22969	0.05299		28.36723	8.03553	8.47483	12.35353	0.01206	8.58242	6.05915	0.03092	0.30978	0.00372
Healthy	56.26507	0	4.4886	0	0	1.05294	0.07281		12.70828	0.0674	0	0.16048	4.4886	0	0	0	0	0
Healthy	64.66053	0	0.68001	0	0	0	0.02468		25.61626	0.07351	0	0.05776	0.68001	0	0.02959	0	0	0.10707
Healthy	6.89327	63.5736	0	0	8.06969	0	0		0.03276	12.5078	63.5736	0.16103	0	0	1.1913	0	8.06969	0
Healthy	59.975	0	0.49681	0	0	0	0.57947		4.48996	0.4311	0	0	0.49681	0	0	0	0	0
Healthy	92.48165	4.79591	0	0	0	0	0		0.69422	0	4.79591	0.00834	0	0	0	0	0	0
Healthy	35.01314	0	0.00699	3.17791	0	0	0		4.67138	22.0966	0	0	0.00699	0	0.14165	3.17791	0	0.39186
Healthy	51.79606	0.03607	0.45698	0	0	0	0.35196		8.20025	0.14003	0.03607	0	0.45698	0	0	0	0	0
D014607	62.43651	0.0509	0.44162	0	2.79669	0	0.11631		20.00473	0	0.0509	0.0018	0.44162	0.09059	0.00072	0	2.79669	0
Healthy	57.25337	0.12214	0.02235	0.00033	0	0	0		27.67931	0.00054	0.12214	0.23051	0.02235	0.61392	1.96951	0.00033	0	0.62265
Healthy	20.35269	0	0.05601	3.16388	0	0	0		19.82791	20.4019	0	0	0.05601	0	0	3.16388	0	0
Healthy	81.25365	0	0	0	0	0	0		12.4706	0.0046	0	0	0	0	0.52707	0	0	0
Healthy	80.42243	0.19702	0.00048	0	0.02835	0	0.09552		5.05638	0.0526	0.19702	0.06556	0.00048	0	0.02396	0	0.02835	0.03951
Healthy	70.31795	1.58934	0.00869	0	0	0	0.08712		4.00389	0.90232	1.58934	0.03801	0.00869	0	0.01445	0	0	0
Healthy	47.59874	1.21501	0.30519	0	8.54523	0	0		6.01233	3.54828	1.21501	0.1849	0.30519	0	0.01103	0	8.54523	0.10232
Healthy	62.53313	0.02717	10.9664	0	0	0	0		8.01665	0	0.02717	0.03296	10.9664	0	0	0	0	0
Healthy	10.95277	0.04464	0.58621	0	0	0	0.00433		34.96723	0.65157	0.04464	0.30043	0.58621	1.31384	0.01987	0	0	0.00861
Healthy	75.5891	0.46323	0.27777	0	0.00624	0	0.12392		6.7935	0.03074	0.46323	0.62767	0.27777	0	0	0	0.00624	0.06545
Healthy	16.44147	0.00309	0.00441	0.15607	0.04374	0	0		26.42567	3.56673	0.00309	1.13986	0.00441	0	1.21773	0.15607	0.04374	0.15375
Healthy	68.36849	0.02339	3.10125	0	0	0	1.39963		3.71935	0.71192	0.02339	0.04352	3.10125	0.02611	0.19379	0	0	0
Healthy	31.58918	2.24352	0.5402	0	0	1.35299	0.46929		25.38143	1.65977	2.24352	0.93205	0.5402	0	0.14384	0	0	0.05022
Healthy	89.78272	0.44077	0.84199	0	0.08594	0	0		3.95109	0.92561	0.44077	0.30918	0.84199	0	0.301	0	0.08594	0.07867
Healthy	69.69771	0.03709	2.42037	0	0	0.44696	0.32733		6.7284	2.70311	0.03709	0.09446	2.42037	0	0.03032	0	0	0
Healthy	0.00524	5.30433	0	0	45.4201	0	0		5.06807	1.08141	5.30433	0.02053	0	0	6.3173	0	45.4201	0
Healthy	41.96014	0.18237	0.00867	0	0	0	0.03622		28.37237	0	0.18237	0.02158	0.00867	0	0.01094	0	0	0.12332
Healthy	50.03338	0.14606	1.29565	0	0	0	0		20.3958	0	0.14606	0.22923	1.29565	0	0.00816	0	0	0
Healthy	51.28457	0.19218	0	5.00233	0	0.18213	0		27.31611	0	0.19218	1.87851	0	0	9.01943	5.00233	0	0.02134
Healthy	64.45705	1.63128	0.01269	0	0	0	0.1043		2.72289	0.96963	1.63128	0.06328	0.01269	0	0.02866	0	0	0
Healthy	25.41636	1.86282	0.13608	0	0	0	0		21.5874	1.52765	1.86282	5.88432	0.13608	0.46484	0	0	0	0
Healthy	33.53843	0.03481	0	0	25.3314	0	0		0	20.64883	0.03481	7.02442	0	0	0	0	25.3314	0
Healthy	0.17184	99.3463	0	0	0	0	0		0	0	99.3463	0	0	0	0.12628	0	0	0
Healthy	67.5978	0.02692	0.01843	0	0.27197	0.00086	0.01262		10.84597	0.84055	0.02692	0.02009	0.01843	0	0	0	0.27197	0
Healthy	47.86406	0.24418	0.09064	0	0	0	0		37.59467	0	0.24418	0	0.09064	0	0	0	0	0
Healthy	18.99234	1.63876	0.09089	0.2671	0	0	0.02249		49.1509	0	1.63876	0.18532	0.09089	0.37332	1.45013	0.2671	0	0
Healthy	19.00433	0	0	0	0	0	0		58.2224	0	0	0	0	0	0	0	0	0
Healthy	5.58134	0.00837	0.05539	6.82833	0	0	0.04365		59.30929	0.7182	0.00837	0.0606	0.05539	4.54308	1.31814	6.82833	0	0.03468
Healthy	71.8222	0	0	0	0	0	0		21.2987	0	0	0	0	0	0	0	0	0
Healthy	21.9499	21.5008	0.13816	1.95551	1.12698	0	0.03903		18.25151	12.65467	21.5008	1.34098	0.13816	0.81977	3.51248	1.95551	1.12698	0.05991
Healthy	68.94433	0.05671	0.02085	0	0	0	0.0803		2.44182	0	0.05671	0.03694	0.02085	0	0	0	0	0
Healthy	64.0782	0	4.98219	0	0	0.80296	0.14952		7.49474	0	0	0	4.98219	0	0	0	0	0
Healthy	28.4711	0	0	12.2577	0	0.32405	0		11.34262	0	0	0	0	13.65711	8.31317	12.2577	0	0.7533
Healthy	64.33329	0	0.17197	0	0	0	0.08643		14.75114	0.876	0	0	0.17197	0	0.07598	0	0	0
Healthy	45.38809	0.01989	2.10793	0	0	0.88651	0.17241		13.23618	1.37422	0.01989	0.17819	2.10793	12.9929	0.65297	0	0	0.00434
Healthy	63.45599	3.74954	0.23787	0	0	0	0.24935		12.62105	0	3.74954	0	0.23787	0	0	0	0	0
Healthy	69.81945	0	3.14765	0	0	0	1.37307		3.82725	0.7644	0	0.08921	3.14765	0.0457	0.18071	0	0	0
Healthy	69.98304	0	0.29458	0	0	0	0		8.67648	0	0	0	0.29458	0	0	0	0	0
Healthy	62.43706	0.16773	2.28186	0.34517	0	0	0.13521		13.27475	0.71989	0.16773	0.00651	2.28186	0	0	0.34517	0	0
D014607	74.70225	3.77426	0.31647	0	0	0	0.4592		2.07823	0.05281	3.77426	0.00414	0.31647	0	0.01785	0	0	0
Healthy	29.76015	0.0298	1.46997	0	0	0	0.02902		6.97518	0.19183	0.0298	0	1.46997	0	0	0	0	0
Healthy	67.42135	0.82726	0.01762	0.04002	0	0	0.44981		0.36828	0.33954	0.82726	0.02664	0.01762	0	0.32443	0.04002	0	0
Healthy	47.00231	0	0.66598	0	0	0	0.1164		18.19845	4.47215	0	4.47468	0.66598	0	0	0	0	0
