group	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Ruminococcus_B_gnavus	Bacteroides_intestinalis_A	Haemophilus_D_sp001815355	Bacteroides_nordii	Enterocloster_citroniae	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Eggerthella_lenta	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Streptococcus_thermophilus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	2.11367	0	0	0	0.05135	0	0	0	0	0	8.4106	0	0.31796	3.55858	0	0	0	0.09215	0.03674	0
Healthy	0	0	0	3.95624	0.01841	0.10408	0	0	0	0	0	0	0.05714	0	0.34962	2.35553	3.95624	0	0	0
Healthy	0.0005	0	2.67415	0	0	0	0	0.00344	0.00536	0.09209	0	0	0	0	0	0	0	0.00748	0	0
Healthy	5.0761	0	0	0	0	0	0	0	0	0	0.0601	0	0	0	0	0.80875	0	0	0.00555	0.08329
Healthy	0	0	0	2.533	0	0.12196	0	0	0	0	0	0.80729	0.03116	0	0.67016	1.43248	2.533	0	0.00974	0
Healthy	0	0	0	0	0.03386	0	0	0	0	0	6.3059	0.27558	0.21843	0	0	1.14002	0	0	0.24045	0.08214
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0445	0.04207	0	0	1.51598	0	0	0.28696	0
Healthy	3.19544	5.51643	0	0	0	0	0	0	0	0	0	0.31078	0.14832	0	0	1.97267	0	0	0.42965	0
Healthy	0	0	1.82821	0	0	0	0	0	0	0	6.22355	0	0	0	0	0	0	0	0.16316	0
Healthy	0.64194	0	0	0	0	0	0	0.00412	0	0	0.59341	0	0.0132	0	0	0	0	0.02604	0.00315	0.01241
Healthy	0	6.06039	0	0	0	0	0.0108	0	0	0.00084	10.6599	0.03293	0	0	0	0	0	3.00321	0.07051	0
Healthy	0	0	0	1.23593	0.07814	0	0	0	0	0	0	15.5397	0.20863	2.38139	0.60087	1.05194	1.23593	0.00255	0.00094	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.72202	0	0	0	0	0	0	0	0.11572	0.40027
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.25551	0.50663	0	0	0	0	0	0
Healthy	0	0	0	0	0.04967	0.07091	0	0	0	0	0.22705	0	0	0	0	0	0	0	0.01775	0.00264
Healthy	0	0.06261	0.11466	0	0.58707	0	0.03304	0	0	0.05917	9.96174	1.82498	0	0	0.35297	0.6925	0	0	0	0.0676
Healthy	0	0	0	0	0	0	0	0	0	0	3.41378	0.0056	0.09155	0	0	0.4877	0	0	0.003	0
Healthy	2.4048	0	0	0	0	0	0	0	0	0	0	0	0.04994	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.36997	5.91318	0	0	0	0	0	0
Healthy	0	0	0	1.42272	0.10996	0	0	0	0	0	0	0.26679	0	0	0.19376	2.76135	1.42272	0	0.00201	0.02731
Healthy	0.07622	0	0.02807	0	0	0	0	0	0	0	0	1.85618	1.46403	0.22609	0.01015	0.33035	0	0	0	0.01833
Healthy	0	0.00532	0	0.08679	0.17473	0.03515	0	0.01527	0	0	0	0.20026	0	0	0	0.33816	0.08679	0.02616	0.04881	0.00137
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12954	0.71157	0	0.01177	0	1.30393
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.02447	0.05895	0	0	0	0	0.37792	0	0	0	0	0.84992	0	0	0.01745	0
Healthy	3.18453	0	0.04456	0	0	0	0	0	0	0	0	0	0	0	0	1.03629	0	0	0.05623	0
Healthy	0	0	0	0	0.00806	0	0	0	0	0	0	0.15819	0.65301	0.20727	1.67462	0.87997	0	0	0.03041	0
Healthy	3.81462	0	0	0	0	0	0	0	0	0	3.37304	0	0.00757	0	0	0.24477	0	0.25795	0	0
Healthy	0.95794	0	0	0.00093	1.01397	0.00441	0	0	0	0	0	0.07006	6.70702	0.04421	0.00053	0.51874	0.00093	0	0.00432	0
Healthy	6.97956	0	0	0.01234	0.02187	0	0	0.00091	0	0	0	0.05067	0.09369	0.7943	0.43075	1.11273	0.01234	0.30883	0.01829	0
Healthy	0	0	0.17644	0	0	0	0	0	0	0	3.24018	0	0	0	0	0	0	0	0.29186	0
Healthy	1.62998	0	0	0	0	0	0	0	0	0	0	8.91402	0	0	0	0	0	0	0	0
Healthy	4.02143	0	0	0	0	0	0	0	0	0	0	0	0.40313	0	0	0	0	0.08617	0	0
Healthy	0	0	1.19456	0	0	0	0	0	0.00375	0	0	0.12823	0.00681	0	0	0	0	0	0	0
Healthy	1.39619	2.44413	0.006	0	0	0	0	0	0	0	2.46321	3.72563	0	2.68708	0.13309	0.81027	0	0.09545	0.00844	0.00523
D001943	11.0924	0	0.05326	0	0	0.00924	0.01361	0.1271	0	0	0	0	3.80791	0.00038	0	0	0	0	0	0
Healthy	0	0	1.04767	0	0	0	0	0	0	0	0	11.3855	0	0	0	0	0	0.22553	0.02173	0
Healthy	1.0921	0	0.31879	0.46915	0.06386	0.04121	0.02239	0.0526	0	0.05745	2.14018	0.00444	0.01975	0.03732	0.00549	0	0.46915	0.25303	0.00037	0.02631
Healthy	0	0	0.40571	0	0.00362	0	0.09104	0.00098	0	0.06635	0	2.56557	0	0	0.7626	0	0	0	0	0.02767
Healthy	0	0.16924	0	0.03233	0	0	0	0	0	0	0	1.18783	1.0492	4.03147	0	0	0.03233	0	0	0
D001943	0.00022	0	0.00144	1.14677	0	0.33687	0.00183	0.00963	0	0	0	0	0	0	0	0	1.14677	0	0	0.00799
Healthy	0	0	0	0	0	0	0	0	0	0	5.29396	0	0	0	0	0	0	0.04745	0.05785	0
Healthy	0	0	0	0	0	0.04584	0	0	0	0	2.87372	3.41557	1.19804	0.05697	0	0.78979	0	0	0.2765	0
Healthy	0	0	0.007	0	0	0	0	0	0	0	6.22044	0	0	0	0	0	0	0	0.1497	1.84532
D001943	0.01803	0.0089	0.37872	0	0.0803	0	0	0.03714	0.03159	0.00324	1.33964	0	0	0	0	0	0	0	0	0.09011
Healthy	5.9249	0	1.11772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.56109	0	0	0	0	0	0	0	0	0	4.38533	0	0.12586	0	6.13358	0.98773	0	0.48478	0.07424	0
Healthy	0	0	0.00136	0	0.0418	0	0	0.06141	0	0.06225	0	3.52588	0	0	0	0.82828	0	0	0.16505	0
Healthy	0	0	0.63939	0	0	0	0	0	0	0	0.41238	0	0	0	0	0	0	0.82898	0.10588	0
Healthy	1.51985	0	0.00029	0	0.08152	0	0	0	0	0	0.0066	0.69907	1.20517	0.08659	0.4934	0.88284	0	0.00966	0.00952	0
Healthy	2.46466	0	0	0	0.54752	0	0	0	0	0	0	0	2.57283	0	0	0	0	0	0	0
Healthy	0	0	0.00365	0	0.09136	0.12307	0.00136	0.02756	0.00626	0	0.00031	0.01009	0.02632	0	0.35897	0.85822	0	0	0.00047	0
D001943	1.87467	0.00032	0.00134	0	0.00591	0.31283	0.00179	0	0.02205	0.00836	0.03188	0	0	0	0	1.20854	0	0	0	0.02894
Healthy	0	16.7537	0	0	0	0.06122	0	0	0	0	0	0	1.69832	1.24695	0	1.64771	0	0	0.02842	0
Healthy	1.48368	0	0	0	0	0.03164	0	0	0	0	0	0	1.36489	0.06375	0	1.26654	0	0	0.0466	0
Healthy	25.8059	0	0	0	0	0	0	0	0	0	3.83576	0	0	0	0.13697	1.51879	0	0	0	0
Healthy	2.00264	4.04367	0.00579	0	0	0	0	0	0	0	0	0.1772	0.96727	0.58978	0.09442	0.60966	0	0	0	0
Healthy	0	0	0	0.36668	0.14442	0	0	0	0.00413	0	0	0.00783	0	0	0.03351	0	0.36668	0	0	0
Healthy	0.82342	1.92943	0	0	0	0	0	0	0	0	0	0	1.62661	1.38448	3.18222	0.95375	0	0	0.02513	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	8.89469	0	0	0	0	0	0	0	0
Healthy	0	0	0.0722	0.13385	0.21234	0	0.01537	0.01215	0	0	0	0.09573	4.80294	0.12133	0	0	0.13385	0	0	0.09623
Healthy	0	10.984	0	0	0.07228	0.01524	0	0	0	0	1.80516	2.19433	0.08917	0	0	0	0	0	0.08676	0
Healthy	0.06842	0	0	0	0.30643	0	0	0	0	0	0	21.8732	4.79832	27.2102	0	0	0	0	0.04855	0
Healthy	0	0	0.35513	0	0	0	0	0	0	0	0	0	0.08445	1.07	0	0	0	0	0	0
Healthy	0	0	0.09838	0	2.19469	0	0.01195	0.00547	0	0.20588	0	0.26616	0.51137	0	0.71372	0	0	2.91823	0	0
Healthy	0	0	0	0	0	0	0	0.02888	0	0	0	0.27654	0	0	0	0	0	0	0	0
Healthy	0	0	0	5.09178	0	0.06636	0	0	0	0	0	0	0.01501	0	0	0	5.09178	0	0.3207	0.10981
Healthy	0	0	0.01181	0	0	0	0.00868	0	0	0	17.5899	4.33637	0.09018	0	0	0	0	0	0.00117	0.05335
Healthy	0	0	0	0	0	0	0	0	0	0	5.46871	0.11025	0	0	0	0	0	0	0	0.01504
Healthy	0	0	0	0	0	0	0	0	0	0	6.0096	0.31641	0	0	0	0	0	0	0	0
D001943	0.00682	4.76956	0.29586	0	0.00104	1.22973	0.02199	0.00112	0.00324	0.02626	0	0	0	0	0	0	0	0	0	0.06893
Healthy	0.46966	1.57148	0	0	0.04622	0	0	0	0	0	0.24349	0	0.50567	0	0	0.37925	0	0	0.00465	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.3897	8.97462	0.09957	0	0	0	0	0	0	0
Healthy	0	0	0	2.50022	0.00193	0.11542	0	0	0	0	0	0.72945	0.03044	0	0.64916	1.34472	2.50022	0	0.01476	0
Healthy	4.9808	0	0	0	0	0	0	0	0	0	0.04647	0	0	0	0	0.7791	0	0	0.0305	0.07038
Healthy	10.7699	0	0	0	0.07617	0	0	0	0	0	5.46989	0.66466	0.00181	0.11554	2.55923	1.01651	0	0	0	0
Healthy	20.1453	0	0.00321	0	0	0	0	0	0	0	4.49228	0	0	0	2.66211	1.63733	0	0	0	0.00252
Healthy	0	0.04116	0.00476	0.02819	0	0	0	0	0	0	4.8437	0	0.10792	0.07658	0.02764	2.90264	0.02819	0	0	0
Healthy	6.58901	0	7.61221	0.00293	2.11598	0	0	0.11531	0.01243	0	0	0	0	0	0	0	0.00293	0	0.41164	0.00427
Healthy	0.6766	0	0	0	0	0	0	0	0	0	2.94102	0	0.01057	0	0	0.53494	0	0	0.05766	0.08743
Healthy	0	0	0	1.43103	0.08967	0	0	0	0	0	0	0.31115	0	0	0.20564	2.77883	1.43103	0	0.00477	0.01973
Healthy	0	0	0	4.75577	0	0.01674	0	0	0	0	4.11526	0	0	0	0	1.08292	4.75577	0	0.21162	0.03618
Healthy	0	0	0.46715	0	0.10306	0	0	0	0	0	0.24992	7.17389	0	0	2.4723	0	0	0.00067	0	0.00672
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05489
Healthy	0	0	0	5.29721	0	0.05214	0	0	0	0	0	0	0.00624	0	0	0	5.29721	0	0.25344	0.11593
Healthy	0	0	0	0	1.63962	0	0	0	0	0	0	0	0	0	1.47408	0	0	0	0	0
Healthy	1.56086	7.6423	0	0	0	0	0	0	0	0	12.7918	0.10733	0	0	0	0	0	0	0.03209	0.03426
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05391	0
Healthy	0	0	0	0	0	0	0	0	0.00681	0	0	3.84108	0	0	0	0	0	0	0	0.02653
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87865	0.92383	0	0	0.1663	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.03052	0.00079	0	0	0	0	0	0	0
Healthy	0	2.13533	0	1.28979	0.01651	0	0	0.00188	0	0	3.49061	0.78444	0.0634	0	0	0.14578	1.28979	0	0.03758	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98607	0	0	0	0.14443	0.01761
Healthy	0	0.07257	0.00049	0	0	0	0	0.00037	0	0.00995	2.36481	11.8327	0	0	1.11506	0	0	0.03989	0.00111	0.01317
Healthy	0	0	0.00034	0	0.00218	0	0	0	0.01891	0	0	3.31023	0	0	0	0	0	0.00695	0	0
Healthy	0	0	0.49554	0	0	0	0	0	0	0	6.39185	0	0	0	0	0.54778	0	0	0.16779	0
Healthy	0	0	0.00512	0	0	0	0	0	0	0.0589	4.91686	0	0.04615	0	0	0.50231	0	0.22763	0.18138	0.04072
Healthy	0	0	0	0	0	41.5671	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.02377	0	0	0	0.17713	0	0	0	0	0	2.19317	2.2493	0.58844	0	0.30291	0	0	0.00409	0
Healthy	0	0	0	0	0.02725	0.08787	0	0	0	0	0.19137	0	0	0	0	0	0	0	0.00143	0
Healthy	0	0	0.09219	0	0	0	0	0	0	0	0	0.09546	2.80407	0.39124	0.78518	0	0	0	0	0
Healthy	0	0	0.02429	0.18739	0.09157	0.00059	0.00101	0.07001	0	0	10.132	1.82586	0.04039	0	1.36842	0	0.18739	0	0	0
Healthy	2.99831	0	0.04325	0	0	0.00146	0	0	0	0	0	0	0	0	0	1.06776	0	0	0.05103	0
Healthy	5.18999	0	0.01073	0	0.06735	0	0.02304	0.05848	0	0.01133	0	0.84707	0	3.0169	0	2.35597	0	2.90492	0	0.00102
Healthy	3.32111	0	0	0	0.82271	0	0	0.01696	0	0	0	0.77341	0.05797	0	0.11008	0.89787	0	0.00587	0.00042	0
Healthy	0	0	0	0.08218	0.23915	0	0	0.00911	0	0	0	0.04976	4.62491	0.6898	0	0.40554	0.08218	0.0656	0.11497	0
Healthy	1.90381	4.2007	0.44778	0	0	0.01577	0	0	0	0	0	0.14751	1.64213	0	0.35837	0	0	0	0	0
Healthy	5.95597	0	0.78748	0	0	0.15277	0	0	0	0	0	0	0	0	0	0	0	5.53722	0	0
Healthy	0.00571	0	0	0	0	0	0	0	0	0	0	0	4.20775	0	0	1.4703	0	0.03133	0.02538	0.01602
D001943	18.0552	1.30183	0.01994	0.04916	1.00482	0.02534	0.03764	0.00166	0	0	0	0	0	0	0	4.09839	0.04916	0	0	0.00717
Healthy	0	0	0	0	0.02978	0	0	0	0	0	0	0.05434	2.19297	0	0.08396	1.04115	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.01499	2.62815	0	0.46847	0	0	0	0	0.00878	0.00914	0
Healthy	0	0	0.00573	0.30748	0	0.10572	0.00536	0	0.00232	0.00235	0	0	6.95682	2.23143	0	0.4276	0.30748	1.31956	0.04878	0.0541
Healthy	0	0	0.03305	3.21264	0.00066	0.04808	0.0062	0	0	0.00424	0	12.2547	0	0	0	1.72061	3.21264	0	0.18456	0.01088
Healthy	1.68203	0.19546	0.12409	0	1.12149	0.01072	0.0209	0.0469	0.01056	0.00142	0	0	2.24205	0	1.95946	0.3067	0	0	8e-05	0.01894
Healthy	3.39107	0	0	0.34259	0	0.00675	0	0	0	0	0	0.23968	2.53897	0.09898	1.4087	1.3632	0.34259	0	0.01014	0
Healthy	0.07172	0.34826	0.44291	0	0.03656	0	0.02298	0	0	0	0	0	0	0	0	1.04767	0	0	0.5597	0.10246
Healthy	0	0	0	0	0.21204	0.01184	0	0.00778	0	0	2.43521	0	0	0	0	1.44352	0	0	0.00295	0
Healthy	0	0	0.31613	0	0	0	0.02017	0	0	0	1.2734	0	1.45047	0	0	0	0	0	0	0.0688
Healthy	0	0	0	0	0	0	0	0	0	0	2.61997	26.6767	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.08594	0.08615	0	0	0.72295	0	0	0.29357	0
Healthy	3.08966	5.00377	0	0	0	0	0	0	0.00118	0	0	0.35935	0.13481	0	0	1.7115	0	0	0.3948	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	10.5561	0	0	0	0	0	0	0	0
Healthy	0	0	0.01955	0	0	0	0	0	0	0	3.36944	0	0	0	0	0	0	0.21993	0.12559	0.1542
Healthy	0	0	0.00908	0	0	0	0.18054	0	0	0	0	0	0	0	0	0	0	0.06968	0.09109	0.493
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.66558	4.2719	0.18045	0	0	0	0	0.09801	0.02717
Healthy	0	0	1.66842	0	0	0	0	0	0	0	6.19504	0	0	0	0	0	0	0	0.12904	1.77299
Healthy	0.11667	3.37975	0.11867	0	0	0	0	0.1053	0	0	0	1.78592	0.88502	1.22198	0	0	0	1.27161	0.00529	0
Healthy	0	0	0	4.75604	0	0.01757	0	0	0	0	4.07266	0	0	0	0	1.01069	4.75604	0	0.26517	0.05819
Healthy	0.13463	0.55053	0	0	0	0	0	0	0	0	0	0.82094	2.01063	13.0073	0	0	0	0	0	0
Healthy	0	0	0.00286	0	0	0	0	0	0	0	8.95603	0	2.58406	0	0	0	0	0	0.01087	0.09254
Healthy	0	0	0.63178	0	0	0	0	0	0	0	6.01422	0	0	0	0	0.54807	0	0	0.11868	0
Healthy	0	0	0.00198	0.74182	0	0	0	0	0	0	0	0	0	0	0	1.71172	0.74182	0.0972	0.00556	0.02203
Healthy	0	0	0	0	0.00153	0.01374	0	0	0	0	0	0.24951	0.1691	0.7215	0	1.16749	0	0.05558	0.01891	0
D001943	0.0048	7.04278	0.0021	0.28067	0.53321	0.00723	0	0.00914	0.02067	0	0	0	0.04016	0	0.48834	0.91496	0.28067	0	0	0
Healthy	0	0	1.95118	0	1.49991	0	0.0239	0.01638	0.00941	0.00549	0.01414	1.19927	0.04088	0	3.78053	0	0	0	0.0057	0.01684
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.39094	0.46478	0.45909	0.24195	0	0	0	0	0
Healthy	0	0	0	0.21037	0	0	0	0	0	0	0	0.09841	0.17387	0	0	0	0.21037	0	0	0
Healthy	12.7205	14.6604	0.05058	2.25727	0.03576	0.02593	0	0	0	0	0	0	0	0	0	2.08515	2.25727	0	0	0.00163
Healthy	0	0	0	4.66547	0	0.03153	0.00311	0	0	0	4.24324	0	0	0	0	1.08356	4.66547	0	0.25451	0.04411
Healthy	0.05894	0	0	0	0	0	0	0	0	0	0	3.29892	0.21898	7.872	0	1.73745	0	0	0	0
Healthy	1.35363	0	0	0	0	0.02431	0	0	0	0	0	0	1.26905	0.05847	0	1.21867	0	0	0.0309	0.00853
Healthy	0	0	0	0	0.91966	0	0	0	0	0	0	0	0	0.09805	0	0	0	0	0	0
Healthy	0	0	0	0.01143	0	0	0	0	0	0	0	0	0.04349	0	0	0	0.01143	0	0.00818	0
Healthy	0	0	0	0	0.07648	0.05822	0	0	0	0	0.35224	0	0	0	0	0.80985	0	0	0.0173	0
Healthy	1.17504	0	0	0	0	0	0	0	0	0	0	2.12905	0.04541	1.94601	0.2264	1.64459	0	0	0	0
Healthy	0	0	0	2.06289	0.12082	0.07168	0	0	0	0	7.84332	0	0.06779	0	0	0.70482	2.06289	0.25532	0.22153	0.03198
Healthy	0	0	0.01146	0	0	0	0	0	0.01273	0.00128	2.99798	0	0	0	1.55291	0	0	0	0	0.01465
Healthy	0	0	1.75808	0	0	0	0	0	0	0	6.42925	0	0	0	0	0	0	0	0.16446	0
Healthy	0	0	0	0	0	0	0.01965	0	0	0	0	0	0	0	0	0	0	0.07872	0.1169	0.45415
Healthy	0.37113	0	0	0	0	0	0	0	0	0	0	0.30124	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.244	0	0	0	0	0	0	0	0.10848	0.17336	0	0	1.01145	0.244	0	0.01095	0
Healthy	1.08118	0	0.01499	0.63112	0	0.04784	0	0	0	0.00015	3.22278	6.90325	3.40702	0	0.20028	0.82319	0.63112	3.20439	0.00154	0
Healthy	0	0	0	0.21176	0	0	0	0	0	0	0	0.09338	0.19193	0	0	1.05312	0.21176	0	0.01322	0
Healthy	0	0	0	0	0	0	0	0	0	0.01157	2.61596	0	0.43743	0	0	0	0	0	0.0092	0.02213
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0778
Healthy	0	0	0	0	0	0.34616	0.00428	0	0	0	4.57379	0.22001	0.01463	0	1.79857	0	0	0	0	0
Healthy	0	0	0	0	0.41007	0	0	0	0	0	1.01678	0	0.18227	0.70003	0.02136	0	0	0	0	0
Healthy	0	0	0	0.491	0.09412	0	0	0	0	0	0	1.7998	0.14439	0.22484	0.70646	2.1891	0.491	0	0.01067	0
Healthy	0	0	0	0	0.75647	0.17252	0	0	0	0	0	0	0.08292	0	2.3087	0.79433	0	0.2174	0	0
Healthy	0	0	1.10743	0	0.28733	0	0	0.00298	0	0.02012	0.00756	1.18497	0	0	0	0	0	0	0.04473	0
Healthy	1.45591	0	0	0.43943	0	0	0	0	0	0	0	0.11271	0.01686	2.32247	0	0	0.43943	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72526	0.8409	0	0	0.3875	0
Healthy	0	0	0	0	0.0185	0.06517	0	0	0	0	0.39964	0	0	0	0	0.87191	0	0	0.02551	0
Healthy	0	0	0	1.43497	0	0	0	0	0	0	0	0	0	0	0	0	1.43497	0	0	0
Healthy	0	0	0	0	0.15587	0	0	0	0.08288	0.00826	0	16.0616	0	0	1.31253	0	0	0	0	0.00953
Healthy	0.16437	1.97332	0	0	0.48923	0	0	0	0	0	0	0	5.13247	0.61693	5.61658	0.84683	0	0	0.01253	0
Healthy	0.00077	0	0	0	0	0	0.00889	0	0	0.00245	0	0	0.06944	0	0.97126	0	0	0	0	0.05672
Healthy	0	0	0	0	0.06918	0	0	0	0	0	3.03471	0.01318	2.43293	0	0	0	0	0	0.77799	0
Healthy	3.73848	0	0	0	0	0	0	0.0072	0	0.00895	0	3.58962	0	0	0.08698	0.3488	0	0	0	0
Healthy	0	1.03241	0	0	0.1149	0	0	0.01786	0	0	0	0.1251	0.32851	0	0.25962	0.9664	0	0	0.01187	0
D001943	0.00107	0	0.33586	0.13289	1.52384	0.04325	0	0	0.01387	0	0	0	0.01576	0	0	0.23131	0.13289	0	0	0.00675
Healthy	0	0	0.16958	0	0	0.0094	0	0	0	0.00703	0	0.00188	0.22273	1.98133	0	0.59595	0	0.03464	0.07271	0.00829
Healthy	1.04102	0.75847	0.03249	0	0	0	0	0	0	0	0	1.5281	1.68432	1.2636	0	0	0	0	0	0
Healthy	0	0	0.00851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.63238	0	0	0	0	0	0	0	0	0	3.06156	0	0.00536	0	0	0.52557	0	0	0.0368	0.09514
Healthy	60.8564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06033	0
Healthy	0	0	0.00033	0	0	0.00504	0	0	0	0	0	0.00264	0	0	1.84278	1.07007	0	0	0.00694	0.01796
Healthy	0	0	0	0.95391	0.08575	0.10935	0	0	0	0	4.13539	0	0	0	0	0	0.95391	0.07214	0.09105	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.66432	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.0535	0.16738	3.8876	0.95618	0.72308	2.15286	0	0	0.0307	0
Healthy	17.0938	26.3062	0.00616	0	0.00269	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0.5146	0.00098
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.01362	0.27268	0	11.0407	1.98441	0	0	0	0
Healthy	0	0	0.00174	0	0	0	0.02186	0	0	0	0	0.42803	2.34111	0	0	1.71086	0	0	0.20349	0.00694
Healthy	6.61643	0	0	0	0	0	0	0	0	0	0	0.1844	0.0382	0.42282	0.84802	0	0	0.13581	0	0
Healthy	0	0	0.72035	0	1.43652	0.01134	0	0	0	0	0	0	0	0	0	0	0	0	0.00263	0
Healthy	0	1.24907	0	0	0	0	0	0	0.0345	0	0	5.67695	3.58994	0	0.21343	0	0	0.48612	0	0.00179
Healthy	0	0	0.04334	0	0.00998	0	0	0	0.00544	0.00512	0	0	0.03168	0	0	0.92509	0	0.06354	0.03352	0
Healthy	0	9.75953	0.00487	0	1.40092	0.00131	0	0.03252	0	0	0	0.41963	0.07335	0	1.01197	0.67098	0	1.57428	0.00338	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.68487	0.29749	0.13517	0	0	0.50089	0	0	0.02177	0
Healthy	0	0	0.03534	0	0.01278	0	0	0	0	0	0	0.06394	0	0	0.99013	0	0	0	0	0
Healthy	0	0	1.20822	0	0	0	0	0	0	0.00053	0	10.9947	0	0	0	0	0	0.22003	0.02736	0
Healthy	0.29165	0.51186	0	0	0.01799	0	0	0	0	0	0	0.36456	1.77014	23.0782	0	0.92838	0	0.08196	0.00375	0
Healthy	1.1214	0	0	0	0.20925	0	0	0	0	0	0	0.13261	3.53042	1.22427	0.85356	1.64729	0	0	0	0
D001943	0.00439	24.9362	0.02246	0.83521	0.00201	0.39268	0.08302	0	0	0	0	0	0	0	0	0	0.83521	0	0.0031	0.00023
Healthy	0	0	0.01743	0	0	0	0.01389	0	0	0	17.7166	4.32757	0.0753	0	0	0	0	0	0.28073	0.10313
Healthy	0	0	0.00354	1.51462	0.03774	0	0.03152	0	0	0	0.31831	0	0.17456	0	0	1.65077	1.51462	0.04046	0.01064	0.15133
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.05327	2.50443	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	5.6752	0	0	0.04528	0.02542	0	0	0	0	0.83084	25.2038	0.56554	0	0	0.93483	0	0	0.04496	0
Healthy	0.69836	0	0	0	0.17409	0.09106	0	0	0	0	0	1.63376	18.1798	5.69836	0	0.75395	0	0	0.04308	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.50053	3.59486	0	1.14509	1.11139	0	0	0	0
Healthy	10.7903	0	0	0	0	0	0.00412	0	0	0	0	0	0	0	0	0	0	0	0.52898	0.02606
Healthy	0	0.81133	0	0	0.18245	0	0	0.12555	0	0	0	0.16355	5.56156	0	0	0.65528	0	0.04421	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.86789	0	4.16845	0.90234	0	0	0	0
Healthy	0	0	0.33599	0	0	0	0	0	0	0	10.1966	0	0	0	0	0	0	0	0	0.01215
Healthy	0.19783	0	0	0	0.01245	0.02173	0	0	0.00243	0	0	0	5.09752	2.05034	0	0	0	0	0.08956	0
Healthy	0	0	0	3.94942	0.00891	0	0	0	0	0	0.39088	0.43896	1.74153	0.19466	1.44338	2.35519	3.94942	0	0.01276	0.03239
Healthy	0	0	0	0	0	0	0	0.00696	0.04017	0.02241	0	30.4311	0	0	0	0	0	0.06158	0	3.97707
Healthy	0	0	0.01178	0	0	0	0	0	0	0	3.44788	0	0	0	0	0	0	0.23984	0.08192	0.13035
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	24.9923	0	0	0	0	0	0
D001943	10.1486	5.498	0.04492	0.39551	0.02922	0.0174	0.00248	0.01266	0.0002	0	0	0	0.05935	0	0.83356	1.43423	0.39551	0	0	0.01099
Healthy	1.23715	0	0.04018	0.04147	0	0	0	0	0	0.0142	0	6.54917	2.08476	0.19165	0	0.94095	0.04147	0	0.08956	0.00272
