group	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Ruminococcus_B_gnavus	Bacteroides_intestinalis_A	Haemophilus_D_sp001815355	Bacteroides_nordii	Enterocloster_citroniae	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Eggerthella_lenta	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Streptococcus_thermophilus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0	0.13181	0	0	0	0.0259	0	0	0	8.07915	0.10379	0	0	0	0	0	0.00377	0.06155	0.50418
Healthy	10.3441	0	0	0	0	0	0	0.02315	0	0	0	0	0	0	0	0	0	0	0.04164	0
Healthy	11.9816	0	0	26.9405	0	0	0	0	0	0	0	0	0	0	0	0	26.9405	0	0	0
Healthy	0	0	0.85684	0.98681	0	0	0	0	0	0	1.02417	0	0	0	0	0	0.98681	0.11297	0.03047	0
Healthy	0	0	0	0	0.69592	0.13461	0	0	0	0	0	0	0.04203	0	2.30368	0.78643	0	0.24237	0	0
D001943	0	1.91332	0.02642	0	0.00635	0.02865	0.02915	0.00927	0.00035	0.00439	0	0	0	0	0	0	0	0	0	0.13115
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.57606	0	0	0	0	0	0.05818	0.30517
Healthy	4.14388	0	0	0	0.59859	0	0	0	0	0	1.79734	1.17958	0	0	2.81607	0.93928	0	0	0	0.00573
Healthy	0	0	0.34964	0	0.04568	0	0	0	0	0.04529	3.02239	0	0	0	0	0	0	0	0	0.04912
Healthy	0	0	0.27261	0	0	0	0	0	0	0	10.5475	0	0	0	0	0	0	0	0	0.01486
Healthy	0.0029	0	0	0	0.23021	0	0	0.00648	0	0	0	0.48499	1.4707	0	0	1.2265	0	0	0.00081	0
D001943	0.8968	0	0.01451	0	0.48112	0.00781	0.01514	0.00557	0	0.01833	0	0	0	0	0	2.50131	0	0	0	0.09749
Healthy	0	0	0.08497	0.6923	0	0	0	0	0	0	0	0	0	0	0.06371	1.18435	0.6923	0	0.00583	0.071
Healthy	0	0	0	0	0	0.05425	0	0	0	0	2.68998	3.30079	1.19739	0.04814	0	0.74343	0	0	0.21323	0
Healthy	0	0	0	0.72417	0.33905	0.02414	0	0	0	0	22.2746	0	0	0	0	0	0.72417	0	0	0
Healthy	2.47974	2.22606	0.1569	5.16529	0	0.22999	0	0	0	0	0	0.14232	0	0	0	1.0316	5.16529	0	0	0.00151
Healthy	0	0	0	1.98419	0.11836	0.07815	0	0	0	0	7.93807	0	0.07178	0	0	0.67785	1.98419	0.25566	0.21042	0.01072
Healthy	0	0	0	0.57823	0.27985	0	0	0.00363	0	0	0	0.01738	22.4091	0	0.4679	2.5183	0.57823	0.00603	0.01481	0.00185
Healthy	0	0	0	0	0	0.00534	0	0	0	0	0	0	1.74942	0	3.60235	0	0	0	0	0
Healthy	0	0	0	0.0226	0.04681	0.18785	0	0.00749	0.00045	0	0	0	0	0	0	2.86439	0.0226	0	0.47459	0.00155
Healthy	1.33343	0.03149	0	0	0	0	0	0	0	0	4.29195	0	1.63272	2.31989	0	0	0	0	0	0
Healthy	0	0	0.08407	0	0	0	0	0	0	0	0	1.28729	5.15911	6.52913	0	0	0	0.27623	0	0
Healthy	0	0	23.4084	0	0	0	0	0	0.16182	0.00463	0	0	0	0	0	0	0	0	0.06688	0.0452
Healthy	0.0015	0	0.01179	0	0.00713	0	0.0089	0.03208	0	0	0	0	0.0388	0	0	0.43829	0	0.27427	0.00055	0.05294
Healthy	0	0	0	0	0	0.02529	0	0	0	0	0	0	0.26469	0.62816	0	0.61186	0	0	0.06985	0.01295
Healthy	7.28621	0.00097	0.00168	0	0.25713	0	0	0	0	0	0.04269	0.04819	0	0	0	0	0	0	0	0.00511
Healthy	0	0	0.70723	0	0	0	0	0	0	0	7.79043	0	0	0	0.17461	1.36033	0	0.17968	0	0
Healthy	0.51255	1.65808	0	0	0	0	0	0	0	0	0	0	13.1681	0.83191	7.39146	2.31743	0	0	0	0
Healthy	0	0	0	0	0.1014	0	0	0	0	0	0	0	2.35361	0	5.87112	0.90465	0	0.01799	0	0
Healthy	0.16042	0	0.00901	0.00066	0	0	0.01666	0	0	0	0.40508	0.95204	0.07659	0	0.01365	0.57563	0.00066	0.00214	0.35586	0.00049
Healthy	0	0	0	0.3436	0	0	0	0	0	0	8.15906	0	0	0	0	0	0.3436	0	0	0
Healthy	0	0	0.72933	0	0	0	0	0	0	0	7.7925	0	0	0	0.1515	1.24966	0	0.17879	0	0
Healthy	0	0	0	0	0.10583	0	0	0	0	0	0	0	2.40023	0	6.01781	0.96424	0	0.01821	0	0
Healthy	0	0	0.03477	0	0	0	0.06812	0.17878	0.01747	0.14144	0	0	3.99541	22.3755	0	0	0	0	0	0
Healthy	0	0	0	0.09429	0.12742	0	0	0	0	0	0	0.03753	0.07018	0	0	0	0.09429	0	0.00847	0
Healthy	0	0	0.00414	2.02386	0.11333	0.09793	0	0	0	0	8.06739	0	0.09207	0	0	0.70781	2.02386	0.29412	0.21268	0.03853
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.67102	0	0	0	0	0	0.05234	0.2952
Healthy	0	0	0	0	0.47792	0	0	0.03696	0	0	0	0	0.55684	0.19887	0	0	0	0	0	0
Healthy	0	0	0	0.65714	0	0.01175	0	0	0	0	1.93826	0	0	0	0	0	0.65714	0	0.13758	0
Healthy	0	0	0	0	0	0	0	0	0	0.01782	2.66152	0	0.44266	0	0	0	0	0	0.01142	0.00458
Healthy	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0.07795	0.07455	0.44041
Healthy	3.33317	0	0	0	0	0	0	0	0	0	7.34269	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.0515	0	0	0	0	0	0	0.16943	0	0	0	4.3324	0	0.0515	0	0.00756	0.00786
Healthy	0	0	0.95431	0.56604	0	0	0	0	0	0	4.54092	2.15736	1.14322	0	0	0	0.56604	0	0.50243	0
Healthy	0	0	0.68038	0	0	0	0	0	0	0	5.19577	0	0	0	0	0	0	0	0	0
Healthy	1.50559	0.2155	0	0	0.0587	0	0	0	0	0	4.90887	0.40586	2.00319	1.49401	0.45931	0.88813	0	0	0	0
Healthy	2.50176	0	0.00964	0.93703	0	0	0	0	0	0	0	0.42928	1.61832	0	0	2.02995	0.93703	0	0.00922	0
Healthy	1.38135	0	0	0.4873	0	0	0	0	0	0	0	0.11535	0.02401	2.19041	0	0	0.4873	0	0	0
Healthy	0.66586	0.16229	0	0.43645	0.02237	0.0025	0.00865	0	0	0	0	0.02928	0	0	0.16178	1.48872	0.43645	0	0	0.00943
Healthy	1.75	0	0	0	0	0	0	0	0	0	2.1772	0	0.06666	10.4569	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00565	0.1818	0	11.9332	1.9269	0	0	0	0
Healthy	10.8112	0	0	0	0	0	0.01809	0	0	0	0	0	0	0	0	0	0	0	0.57985	0.03699
Healthy	0	0	0.57283	0	0	0	0	0	0	0	6.20158	0	0	0	0	0.64388	0	0	0.14429	0
Healthy	0.16861	0.46957	0	0	0	0	0	0	0	0	0	0.76559	1.91893	13.2125	0	0	0	0	0	0
Healthy	1.82767	0	0	0	0	0	0	0	0	0	0	0	0	0.75007	0	0	0	0.12293	0	0
Healthy	5.10859	0	0	0	0	0	0	0	0	0	0.05706	0	0	0	0	0.76261	0	0	0.02935	0.06084
Healthy	0	0	0.26331	0	0	0	0.05633	0	0	0	8.07987	0	0	0	0	0	0	0	0	0.00669
Healthy	5.72042	0	0.05667	3.52582	0	0	0	0	0	0	0	0.72336	0	0	0.16963	0	3.52582	0	0	0.00258
Healthy	0	0	0.19567	0	0.03739	0.02699	0.00615	0.04909	0	0.00038	0.51286	0	0.0405	0.05673	0	0	0	1.51933	0.15257	0.00476
Healthy	0	0	0	0	0.20092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.24017	3.85058	0	0	0	0	0	0	0	0
Healthy	0	0	0.03878	0.07977	0	0	0.00502	0	0	0	0	0	0	0	0.07056	0	0.07977	0.10704	0.27953	0.44577
Healthy	4.33588	0	0	0.71884	0	0	0	0	0	0	0	3.74667	3.35936	0.0641	0	0	0.71884	0	0.00159	0.02784
D001943	9.30322	0.00156	0.35274	6.16149	0	0	0.1081	0.01041	0.0217	0.00074	0	0	0	0.00169	0	0	6.16149	0	0	0.19069
Healthy	1.00577	0.14617	0.00321	0.32372	0.00806	0.01705	0.00477	0.03931	0	0	0	0.06049	0	0	0.03695	1.48568	0.32372	0	0.00099	0
Healthy	0.66391	0	0	0	0	0	0	0.01963	0	0	0.60797	0	0	0	0	0	0	0	0	0.03195
Healthy	4.67093	0	0.00621	0	0	0.05741	0.00052	0	0	0.00128	0	0	0.04958	0	0	0.53135	0	0	0.00166	0.12828
Healthy	2.07642	0	0	0.07509	0	0	0	0	0	0	0	0.14009	0	0.00202	0.07464	1.10801	0.07509	0	0	0
Healthy	1.37185	0	0	0	0	0.00278	0	0	0	0	0	0	1.38685	0.03445	0	1.28278	0	0	0.03685	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94625	0.89772	0	0	0.15062	0.01046
Healthy	0	1.30764	0.00516	0	0	0	0	0	0	0	0	0	0	0	0.25217	0.54139	0	0.335	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	4.27911	1.90699	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00136	0.2349	0	0	0	0	0.10448	0	0	0	0	0
Healthy	0.0963	0.94932	0	0	0.04102	0	0	0	0	0	0	0	8.79472	0.88045	9.73356	1.10391	0	0	0.0194	0
Healthy	0	9.51852	0	0	1.01025	0	0	0	0	0	0.98463	0.44708	0	0	0	0	0	0	0.02345	0
Healthy	0	0	0	2.82783	0.00422	0.12005	0	0	0	0	0	0.84239	0.03314	0	0.73511	1.48867	2.82783	0	0.04267	0
Healthy	0	0	0.07739	0.62879	0	0	0	0	0	0	0	0	0	0	0.06336	1.17912	0.62879	0	0.00591	0.05296
Healthy	0	0	0	0.01102	0	0	0	0	0	0	0	0	0.05994	0	0	0	0.01102	0	0.00736	0
Healthy	1.47521	0	0	0	0	0.00286	0	0	0	0	0	0	1.34772	0.03306	0	1.21169	0	0	0.04178	0
Healthy	8.05192	0	0.12968	0.60726	0	0.36902	0	0	0.01482	0	0	0.38348	0	0	1.06732	0	0.60726	0	0	0.05225
Healthy	0	0	1.0406	0.40968	0	0	0	0	0	0	3.76164	2.53857	0.76445	0	0	0	0.40968	0	0.37716	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.8655	3.74573	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06826	0	0	0	0	0
Healthy	1.34425	0	0	0.39241	0	0	0	0	0	0	0	0.11215	0	2.15254	0	0	0.39241	0	0	0
Healthy	0	0	0.18182	0	0	0	0.00365	0.00454	0	0	0.99789	0.57898	8.80642	0.32437	0	1.42511	0	0.11791	0.00128	0.00801
Healthy	0	0	0.52666	0	0	0	0	0	0	0	5.97939	0	0	0	0	0.62299	0	0	0.10853	0
Healthy	0	0	1.13862	0	0.14316	0	1.44404	0.09267	0.01644	0.10808	0	0	0	0	0	0	0	0	0	0.48592
Healthy	11.947	0	0	26.8626	0	0	0	0	0	0	0	0	0	0	0	0	26.8626	0	0	0
Healthy	2.86302	0	0.06209	17.1056	0	0	0	0	0	0	0	0.58769	0.13169	0.11142	0	2.27434	17.1056	0.15557	0.0108	0.00809
Healthy	0	0	0	0	0.02277	0	0	0	0	0	0	0	3.06423	0	4.27383	0.86403	0	0	0	0
Healthy	2.39407	0	0	0.80965	0	0	0	0	0	0	0	0.38975	1.64039	0	0	1.74706	0.80965	0	0.00294	0
Healthy	2.18912	0	0	0.81461	0	0	0	0	0	0	0	0.41996	1.55963	0.01295	0	1.82906	0.81461	0	0.32872	0
Healthy	0	0	0.12837	0	0	0	0	0	0	0	2.9941	0	0	0	0	0	0	0	0.14668	0
Healthy	0	0	0	0	0.7789	0	0	0.00915	0	0	0	0	0.02098	0.14841	0	0	0	0	0	0
Healthy	0	0	0.00455	0	0	0	0	0	0	0	8.89733	0	2.52801	0	0	0	0	0	0.01733	0.07721
Healthy	0	0	0	0	0	0.02895	0	0	0	0	2.88898	3.54662	1.24294	0.04975	0	0.78502	0	0	0.21793	0
Healthy	12.4711	0	0	0	0.1304	0	0	0	0	0	5.72981	0.47894	0.01834	0.20292	2.08072	1.19883	0	0	0.0079	0.00968
Healthy	0	0	0	0	0.01305	0	0	0	0	0	0	0	0	0.36087	0	0	0	0	0	0
Healthy	1.4322	0	0	0.52809	0	0	0	0	0	0	0	0.10419	0.02887	2.25595	0	0	0.52809	0	0	0.01525
Healthy	0	8.5886	0	0	0.59647	0	0	0	0	0	0.67792	35.361	0	0	0	0	0	0	0	0
Healthy	0.06657	0.03116	0	0	0	0	0	0	0	0	4.68645	3.24372	0.11249	0	0	0	0	0	0	0
Healthy	5.78035	0	0.07457	3.57118	0	0	0	0	0	0	0.00933	0.73469	0	0	0.17701	0	3.57118	0	0	0
Healthy	0	0.03967	0.20522	7.15088	0.09477	0.00593	0	0.03206	0	0	0	0	0	0.42949	0	1.26994	7.15088	0	0.30581	0
Healthy	0.67327	0	0	0	0	0	0	0	0	0	3.03276	0	0.00283	0	0	0.53143	0	0	0.00292	0.10809
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.77093	0	0	0.33638	0	0	0.05759	0.27475
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73061	0.83888	0	0	0.33515	0.00365
Healthy	2.915	0	0	0	0.07191	0	0	0.0491	0	0	0	0.23285	2.02605	0.52483	0.14453	0.90828	0	0	0.00016	0.00023
Healthy	0.24392	0.0526	0	0	0	0.11799	0	0	0	0	0.06843	17.7423	0.50972	3.22507	0	0	0	0	0	0
Healthy	0.9976	0	0.01597	0.21852	0	0	0	0	0	0.01563	0.88316	5.57694	0.57586	0.46669	0.0581	0.96762	0.21852	0.57716	0.07907	0.00189
Healthy	3.48162	0	0	0	0	0	0	0	0	0	0	0	0.37478	0.10412	0	0.84213	0	0	0	0
Healthy	0	2.80334	0	0	0.00516	0.02397	0	0	0	0	3.1357	1.42685	1.11179	0	0	0	0	0	0.05694	0
Healthy	0	0	0	0	0.14398	0	0	0	0	0	0	0.09033	1.0017	0	0	0	0	0	0.0242	0
Healthy	2.44117	1.79256	0	0	0	0.00192	0	0.01531	0	0	0.00098	0	5.19362	2.24353	0	0.84881	0	0.62886	0.1847	0
Healthy	2.43103	0.10923	0	0	0.00291	0	0	0.00378	0	0	3.39926	0.48459	0.51362	2.99009	0	0.54183	0	2.52983	0.00502	0
Healthy	0.02415	3.87333	0.00852	0	0.00901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.3115	0	0	0	0	0	0	0	10.6352	0	0	0	0	0	0	0	0	0.0117
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.53782	0	0	0	0	0	0.0443	0.29166
Healthy	0.06304	0	0	0	0	0	0	0	0	0	1.63743	19.2337	0	0.78441	0	0	0	2.79375	0	0
Healthy	0	0	0	0.04324	0	0	0	0	0	0	0.20296	0	0	0	4.27585	0	0.04324	0	0.01317	0.00934
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.56675	6.44363	4.40276	0	0	0	0	0	0
Healthy	1.57546	7.34481	0	0	0	0	0	0	0	0	12.7201	0.09167	0	0	0	0	0	0	0.01774	0.09374
Healthy	0.00202	0	0	0	0	0	0.00255	0	0	0	0	0.5219	0.13064	0	0.01855	0.70327	0	0	0.03256	0.00629
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39298	0	0.10766
Healthy	0	0	0.25192	0	3.13259	0	0	0	0	0	0	0	2.39016	0	0	0	0	0	0	1.5231
Healthy	7.00744	0	0	0	0	0	0	0	0	0	8.71349	0	0	0	0.12471	0.87459	0	0	0	0
D001943	0.00268	9e-05	0.00097	0.11899	0.27832	0.04113	0.00922	0.00327	0	0.00043	0	0	2.16389	0	0	0	0.11899	0	0.17086	0.01626
Healthy	8.36958	0	0.03846	0	0.05596	0	0	0	0	0	6.41924	0.02219	0.06768	0	0.43148	1.04974	0	0	0.01513	0
Healthy	0.39405	0.11803	0	0	0	0	0	0	0	0	0	0	0.39662	6.83579	0	0	0	0	0	0
Healthy	0.00062	2.16305	0	0	0.1722	0	0	0	0	0	0	0.17471	3.57375	0.28877	0	1.30545	0	0	0.00225	0.00372
Healthy	5.76459	0	0.05651	3.51212	0	0	0	0	0	0	0	0.68105	0	0	0.1558	0	3.51212	0	0	0.00264
Healthy	0	0	0.01003	0	0	0	0.21496	0	0	0	0	0	3.99735	0	0	2.60867	0	0	1.79597	0.03421
Healthy	5.95498	0	0.04042	3.47899	0	0	0	0	0	0	0	0.7237	0	0	0.17127	0	3.47899	0	0	0.00269
Healthy	0	0	0.04857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.01932	0	0	0	0.01067	0	0	0.0506	0	2.25939	0.01447	0	0.15703	0.73571	0	2.21934	0.01268	0.11136
Healthy	0	0	0	0	0	0.0194	0	0	0	0	0	0	0	0	0.00468	0.37918	0	0	0	0
Healthy	3.78916	1.85869	0.01516	0	0.09233	0	0.04819	0.04885	0.00047	0	0	1.50211	1.16805	0	0	0.49501	0	1.25789	0.11866	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.20755	3.22709	0.24689	0.82936	0.94188	0	0	0	0
Healthy	0	3.78599	0	0	0.4633	0	0	0.00727	0	0	0	0.05147	3.21288	0	0	0	0	0	0	0
Healthy	7.30464	0	0.10266	0.0225	0	0.30467	0.00712	0.00272	0	0	0	0	0	0.34901	0.0688	0	0.0225	7.73194	0	0.00453
Healthy	0	0	0.24196	0	0.45858	0	0.01406	0	0	0.01096	3.88742	9.53424	0.34606	0	0	0	0	0	0.09601	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.16296	0	0.27677	0	0.17564	1.24222	0.11738	0.03783	0.00216	0.00504	0	0.40374	0.04654	0.00143	4.12994	0.60569	0	0.1217	0	0.0679
Healthy	0.00184	18.4664	1.03592	0	0	0	0.02236	0	0	0.00397	0	0	0	0	0	0	0	0	0.55197	0.14147
Healthy	0	1.21337	0.10514	0	0	0.07163	0.03407	0	0	0	0	0	15.5972	0	0	0.5598	0	1.82371	0.00649	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74659	0.80368	0	0	0.49155	0.02476
Healthy	0	0	0.01068	2.48762	0.06957	0.09963	0	0.27444	0	0	4.96272	0	2.26094	0	0	1.03091	2.48762	0	0.02359	0.01723
Healthy	0	0	0.01676	0	0	0	0	0	0	0	9.16274	0	2.51019	0	0	0	0	0	0.00944	0.08715
Healthy	3.73917	0	0	0	0	0	0	0	0	0	0	0	0.31261	0.10932	0	0.85315	0	0	0	0
Healthy	0	0	0.85904	1.09503	0	0	0	0	0	0	0.70523	0	0	0	0	0	1.09503	0.14552	0	0
Healthy	0	0	0.00907	0	0	0	0	0	0	0	9.1376	0	2.60094	0	0	0	0	0	0.0011	0.09884
Healthy	0	0	0	4.24424	0	0	0	0	0	0	0	0.19555	0.10976	0	1.76629	0	4.24424	0	0	0
Healthy	0.15554	0	0	0	1.30157	0.02114	0	0	0	0	0	0.09127	3.1371	0.0461	0	0	0	0	0.03236	0
Healthy	0	0	0.23791	0	0	0	0	0	0	0	0	0	1.54128	1.12509	3.06521	0	0	0	0	0
Healthy	0	0	0.01429	0	0	0	0	0	0	0	3.35101	0	0	0	0	0	0	0.223	0.11586	0.18282
Healthy	3.2471	0	0	0	0	0	0	0	0	0	3.87865	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.31507	0	0	0	0	0	0	0	0	4.65537	0	0	0	1.31507	0	0	0
Healthy	0	0	7.89367	0	0.01412	0.00175	0	0	0	0.12374	0	0	0	0	1.44347	0.64711	0	0	0	0.13535
D001943	0	0	3.17934	0	0.65388	0.21068	0	0	0.00641	0	0	0	0	0	0	0.92244	0	0	0.00588	0.01123
Healthy	0	0	0	3.77492	0.0119	0	0	0	0	0	0.30683	0.3818	1.74604	0.15029	1.40236	2.4223	3.77492	0	0.00209	0.04886
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70084	0	0	0	0	0
Healthy	0	0	0	0	0	0.08019	0	0	0	0	5.02819	0	1.44533	0.9037	0	0	0	0	0	0
Healthy	0	0	0	0.09885	0.10591	0	0	0	0	0	0	0.03575	0.05892	0	0	0	0.09885	0	0.00614	0
Healthy	0.25183	0	0	0	0	0	0	0	0	0	0	0	1.07457	0	0.03806	0	0	0	0.02971	0
Healthy	0	0	0.02462	0	0.03974	0	0	0	0.08986	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	5.86854	0	0	0	0	0	0	1.41727	1.41087	0.73231	1.41365	0	0.82487	5.86854	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00772	0	0	0	0	0	0	0.04896	4.90607	0	0.03853	0	0	0.49287	0	0.20402	0.19696	0.04886
Healthy	5.83295	0	0.00223	0	0.13296	0.0777	0	0	0	0	0	0.02311	0	0	0.49189	1.79011	0	0.02867	0.00173	0
Healthy	0.83954	0	0	0	0.08778	0	0	0	0	0	0	11.149	7.86371	10.5082	0	0	0	0	0.09326	0
Healthy	0	14.8671	0.02232	0	0.02794	0	0.02359	0	0	0	0	3.93293	0.01916	0	0.69499	1.45629	0	0.01037	0	0
Healthy	8.17489	0	0	0	2.88551	0	0	0	0	0	4.45039	0	0	0	0	0	0	0.2217	1.28976	0
Healthy	0	0	0	0	0.07519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02236
Healthy	0.74141	0	0.4471	0	0	0	0	0.26385	0.01638	0.0724	0	8.0592	0	0	0	0	0	16.7719	0.02111	0
D001943	0	0.00036	0.04141	0.35011	0.49211	0.0552	0.10984	0.07444	0.43797	0	0.01403	0	0	0	0	0	0.35011	0	0.13328	0.22901
Healthy	0	0	0	0.05624	0.03494	0	0	0	0	0	7.84671	0	0	0	0	0	0.05624	0.40843	0	0
Healthy	0	2.25545	0	4.4267	0.05258	0	0	0	0	0.00039	3.23866	1.02276	0.03676	0	0	0.89174	4.4267	0	0.0499	0
Healthy	5.42078	0	0.0569	0.85118	0.0037	0	0.01182	0.00178	0	0	0	0	0	0.00472	0.78463	0.85574	0.85118	0	0.17652	0.08161
Healthy	7.51843	3.70562	0.00109	1.09322	0.13994	0.05701	0.01564	0.03324	0.00049	0.01875	0	0	0.99284	0.13359	0	2.27149	1.09322	0	0.35646	0.01043
Healthy	0	0	0.01139	0	0	0	0	0	0	0	3.4124	0	0	0	0	0	0	0.2578	0.1305	0.16069
Healthy	9.66105	0	0	0	0.05783	0	0.01001	0.01156	0.00642	0.00428	0	0.98072	0.09243	0	0	0.44013	0	2.26834	1.67474	0
Healthy	0	0	1.06997	1.36856	0	0	0.00324	0.01531	0.0027	0.04615	0.79029	0.01696	0	0	0	0.34304	1.36856	0.68002	0.06682	0.02608
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	1.35428	0.37891	0	0	0	0	0	0
Healthy	0.00102	0	0	0	0.00481	0	0	0	0.00394	0	0	2.13982	0	0	0.28985	0	0	0	0	0
Healthy	0.2172	0	0.00276	0	0.01226	0	0	0	0	0	0.0487	0.28742	0.24514	0	0.07755	0.68754	0	0.0084	0.0149	0.00228
Healthy	0	0	0.01702	0	0.12138	0.08385	0.01912	0	0	0	0	0	0	0	0	0.45155	0	0.02494	0.06756	0.15525
Healthy	0	1.28727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12818	0	0	0	0.10072	0	0	0	0	0	0.35407	0.22149	0.1511	0	0.25126	0	0	0	0	0.1707
Healthy	0	0	0	0	0	0	0	0	0.00766	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.14494	0.61379	0	0	0	0	0.03641	0
Healthy	0	0	0.04516	0.77288	0.00908	0.38543	0.01331	0	0	0	0	0	0.46313	0	0	0.41811	0.77288	0	0.01766	0.01137
Healthy	0	0	6.24206	0	0	0	0	0	0	0	0	0.04762	0.02744	0.04229	0	0.30658	0	0	0.06847	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.54432	8.54298	0	0	0	0	0	0
Healthy	0	0	0	1.92452	0.09308	0.06905	0.00382	0	0	0	7.92844	0	0.11467	0	0	0.67679	1.92452	0.26525	0.2452	0.00576
Healthy	2.93125	0	0.02197	0	0	0.00425	0	0	0	0	0	0.42816	0	0	0	1.50051	0	0.18134	0.02523	0.00905
Healthy	0.0121	5.3683	0	3.04744	0	0	0	0	0	0	0	0	0	0	0	0	3.04744	0	0.14985	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.16371	0	0	0	0	0	0	0	0	0.15695
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.02132	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.82427	0	0.56845	0	0	0	0	1.73952	0	0	0	0	0	0.82427	0	0	0
Healthy	0	0	0	0.66674	0.10564	0	0	0	0	0	0	0.55713	0.12575	0.34645	0.23081	2.43521	0.66674	0	0	0
Healthy	0	0	0	0	2.1791	0.04066	0	0	0	0	0	0	0	0	5.85099	0	0	0.33977	0	0
Healthy	0	0	0	0	0.01748	0	0	0.02943	0	0	0	0.91336	0.89654	0.64188	0	1.51671	0	0	0.03747	0
Healthy	0.49246	0	0	0	0	0	0.05132	0	0	0	0	0.17437	0	0	0.03329	0	0	0.11702	0	0
Healthy	6.25991	0	0.00616	0	0	0	0	0	0.02164	0	0	1.49806	0	0	0.55204	0	0	0	0	0
Healthy	0	0	1.37451	0	0	0	0	0	0	0	0	0.37694	13.5942	3.66315	0	1.25211	0	0.85461	0.06492	0
Healthy	0	0	0	0	0.22418	0.01222	0	0	0	0	2.43351	0	0	0	0	1.30986	0	0	0	0
D001943	0.00161	0.00015	0.12607	0.05343	0	0.1437	0.0067	0	0	0.08924	8.00135	0	0	0	0	0	0.05343	0	0	0
Healthy	0	0	0	0	0	0.02147	0	0	0	0	0	0.43845	8.83926	0	0	1.00954	0	0.16451	0	0
Healthy	0.15789	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02182	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	1.80106	0	0	0	0	0	0	0	5.95091	0	0	0	0	0	0	0	0.17425	0
Healthy	7.03358	0	0	0	0	0	0	0	0	0	4.55373	0	0.13378	0	6.01558	1.09822	0	0.58068	0.02656	0
Healthy	0	7.2886	0	0	1.44649	0	0	0	0	0	2.51346	14.2672	0	0	0	0	0	0	0.04372	0
Healthy	0.02179	0	0.00111	0.0691	0.03981	0.00378	0	0.00023	0	0	0	0.33027	0.44764	0.08608	0	0.64036	0.0691	0.11738	0.05991	0
Healthy	0	0	0.13472	0	0	0	0	0	0	0	3.30953	0	0	0	0	0	0	0	0.24438	0
Healthy	0	0	0.32144	0	0	0	0	0	0	0	10.2634	0	0	0	0	0	0	0	0	0.01201
Healthy	0	0	0	0	0.28895	0	0	0.00052	0	0	0	0.01705	1.11325	0	0.72335	1.4341	0	0	0.01022	0
