group	Lachnospiraceae	Ruminococcaceae	Acutalibacteraceae	Bifidobacteriaceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Streptococcaceae	Peptostreptococcaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Marinifilaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae
Healthy	32.47023	7.30624	6.32555	10.94462	0	0	0	0	0	0	24.83972	32.47023	0	0	0	0	0	0	0	0
Healthy	51.48479	16.07999	1.73318	0.53641	0.09373	0.18576	0.15766	0.01797	0	1.22303	6.66863	51.48479	0.09698	0.63021	0.18576	0.01797	0.39279	1.31009	0.12328	0.18466
Healthy	4.28305	4.35091	0.12041	0.49856	8.71159	0	0.09721	0	0	0	26.98137	4.28305	0.02507	0.51464	0	0	1.30125	0	0	0
Healthy	38.09029	10.34978	10.8039	0.40697	0	0.11191	0	0.34649	0	0	14.8924	38.09029	1.49435	0	0.11191	0.34649	0	1.07483	0	0
Healthy	6.73804	0.39654	0	25.6546	0	0	1.31584	0.45334	0	0	0.35748	6.73804	0	0	0	0.45334	0	0	0	0
Healthy	12.91336	1.46969	0	0	0	0	0	0	0	0	30.08327	12.91336	0	0	0	0	0	0	0.53907	0
Healthy	21.6924	25.29761	0.55688	0.19456	19.023	0	3.60873	0	0	0	9.97773	21.6924	0	0.00056	0	0	0	0	0.1903	0
D015179	11.76772	7.11192	31.6453	12.7036	1.39201	0	3.51881	11.322	0.34292	0	8.09948	11.76772	0.79166	0	0	11.322	0	0.18733	0	0
Healthy	0.0105	0.00433	0	7.07153	0.00039	0	0	0.00532	0.23549	0	19.51684	0.0105	55.0788	0	0	0.00532	0	0	0	0.00233
Healthy	14.063	3.22833	0	10.5799	11.9695	0	0.78351	0	0	0	15.59111	14.063	0.57325	0	0	0	0	0.01608	1.18442	0
Healthy	41.68406	7.11176	0.24502	0.58348	2.81759	0.20726	0.41707	0.7126	4.42379	0	20.84947	41.68406	0	0.06954	0.20726	0.7126	0	0	1.65472	0
D015179	9.90813	1.47178	0	0	41.9038	0	0	0	0	0	36.88982	9.90813	0	0	0	0	0	0	0	0
Healthy	11.91339	1.23252	1.96572	0	0	0	0.00433	0	0	0	32.40716	11.91339	33.3132	0	0	0	0	0	0.73283	0
Healthy	26.02128	1.69264	2.58388	0.13293	0.49181	2.44739	0	0.02733	0	0	34.49539	26.02128	5.37164	0	2.44739	0.02733	0	0	1.85933	0
Healthy	3.89694	2.88207	1.49656	0.74931	0	0.00825	0.64273	0.04903	0	0.11073	47.92944	3.89694	0	2.99685	0.00825	0.04903	2.40498	0	0.06299	0
Healthy	57.26534	0.76115	0	0	0	0.21268	0	0.21686	0	0	23.88824	57.26534	0	0.03267	0.21268	0.21686	0.43982	0	0	0.12587
Healthy	2.30841	0.10161	0	0.1845	0	0	0	0	0	0	65.70584	2.30841	1.15581	0	0	0	0	0	0	0
Healthy	64.4011	14.5544	0	0.0008	0	0	0.46959	0.0318	0	0.02077	7.7264	64.4011	0.00483	0	0	0.0318	0	0.00015	0.00331	0
Healthy	11.56562	8.48485	0.33886	2.76523	0.00032	0	0.8622	1.27155	0.20169	0	14.2738	11.56562	26.8642	0	0	1.27155	1.2285	0	0.04376	0.24361
Healthy	1.72941	1.79093	2.00529	1.21132	3.84496	0	0.1628	0	0	0.00174	43.115	1.72941	0	0.7445	0	0	1.44785	0	0	0
D015179	30.96871	13.1494	0.86989	3.46437	0	0	1.12588	1.2959	0	0	21.81153	30.96871	1.49755	0	0	1.2959	0.57848	0	0.0259	0.00161
Healthy	46.51861	9.8181	0.01538	2.0393	0.79342	0	0.59158	0.4968	0.1088	0	24.94261	46.51861	0.18994	0.06486	0	0.4968	0.12029	0	0.00415	0
D015179	12.41684	6.69313	0	5.3326	4.56837	0	3.60861	0.15403	0.05541	0	42.41318	12.41684	0.19061	0.38935	0	0.15403	3.4915	0.05894	0.20393	0
Healthy	3.10588	3.42493	0	0.11984	10.3809	0	0.22282	0.05237	0	0	53.20443	3.10588	0	0.11834	0	0.05237	0.99503	0.87857	0.00808	0
Healthy	25.5392	9.96325	10.99563	1.01272	0	0.79834	1.02795	8.13615	0.07247	0.05317	19.65803	25.5392	1.84899	0.20459	0.79834	8.13615	0.5255	0	0.07986	0.00811
Healthy	12.06107	44.3123	3.49728	0	0	0	0.90246	0	0	0	11.22645	12.06107	0	0	0	0	0	0	0	0
Healthy	0.68422	5.07443	0.10545	0.12056	0	0	0.03568	0.03648	0	0	54.59408	0.68422	0.09832	0.0657	0	0.03648	1.15652	0	0.03735	0
Healthy	18.72938	3.78617	0.35928	0	0	0	0.0603	0	0	0	19.53527	18.72938	0	1.07337	0	0	0.93643	0	0.06825	0
Healthy	5.48461	2.97653	3.61899	6.98625	0.3477	0.07517	0.58354	0.01927	0.0581	0	12.59282	5.48461	9.39904	0.08959	0.07517	0.01927	0.39453	0	0.8809	0
Healthy	1.21892	0.80297	0.39264	0	0	0	0.13178	0.20842	0	0	85.53744	1.21892	0.38656	0.11966	0	0.20842	0	0	0.02311	0
Healthy	11.90134	0	0.04091	0	0	0	0	0.07356	0	0.01034	44.79468	11.90134	2.90482	0.07877	0	0.07356	0	0	0	0
Healthy	6.58367	6.18389	0.63795	0.57014	0	0.17643	0.15204	0.00636	0	0	32.48011	6.58367	0.09232	1.39314	0.17643	0.00636	2.24413	0	0.02486	0
Healthy	3.07898	6.07336	2.62589	0.00488	1.4567	3.08044	0.00031	0.01463	0.00271	0.15251	22.29547	3.07898	5.3394	0.03034	3.08044	0.01463	1.48008	0	0.36328	0.00096
Healthy	1.71238	1.69158	1.97063	1.06722	3.57301	0	0.1128	0	0	0	50.05089	1.71238	0	0.70225	0	0	1.43627	0	0	0
Healthy	13.19326	6.1481	0.0976	1.57348	0.69873	0	0.29588	0.09888	0.08429	0	11.45445	13.19326	0.00681	0.88008	0	0.09888	0	22.5247	1.03495	0.65963
Healthy	23.45088	1.00071	0.66502	0	0.01236	1.90301	0.03785	1.60955	0.08412	1.99083	53.10742	23.45088	0	0.08336	1.90301	1.60955	1.30351	1.47114	5.33684	0.04058
D015179	15.3878	1.19857	7.63965	0	0	0	1.1946	1.61957	0	0	60.04739	15.3878	0.00311	0	0	1.61957	0.32644	1.47797	0.1825	0.0701
Healthy	12.8256	14.56236	3.92368	29.09458	1.26245	0.42914	1.00364	0	0	0	21.86425	12.8256	1.88746	1.38138	0.42914	0	0	0	0	0
Healthy	11.33591	3.19307	0	0	0	0	0	0	0	0	74.44349	11.33591	0	0	0	0	0	0	0.43276	0
Healthy	17.3938	7.34323	0	1.11818	0	0	0.38453	0.40837	0.00613	0	57.19175	17.3938	1.43986	0.56976	0	0.40837	0.71395	0	0.07146	0
Healthy	11.91696	0	0.04359	0	0	0	0	0.09803	0	0.00254	45.86257	11.91696	2.74832	0.06262	0	0.09803	0	0	0	0
Healthy	28.14546	0.89433	4.73477	0.05685	0.6796	0.18105	0	0.6513	0.04315	0	38.96143	28.14546	0	0	0.18105	0.6513	1.15119	0	0	0.10779
D015179	28.04715	14.90406	1.36413	1.14428	0	0	0.08622	0.05558	0	0	28.98801	28.04715	0.00475	2.5608	0	0.05558	0.37363	0	0.00063	0
Healthy	20.27504	5.39454	0.62418	0.50648	0	0	0.27859	0.03125	0.03226	0	20.94759	20.27504	0.07617	1.2693	0	0.03125	1.32887	0.26395	0.1551	0
Healthy	1.00013	3.87322	0.97464	0.11493	0	0.02876	0.14886	0	0	0.56566	54.4671	1.00013	0	0.0624	0.02876	0	1.28332	0	0	0
Healthy	0.6717	5.245	0.12658	0.09615	0	0	0.05215	0.02956	0	0	53.70168	0.6717	0.04198	0.07281	0	0.02956	1.10504	0	0.0243	0
Healthy	19.14931	7.53495	0.00883	0.00498	0.6598	0	0	0.0161	0	0	54.5035	19.14931	0	0.05142	0	0.0161	0	0	0	0
Healthy	6.12314	4.2281	1.40431	12.13953	0	0.1953	1.20806	0.29615	0	0	33.53274	6.12314	0.13218	0.0078	0.1953	0.29615	0.94826	0	0.00486	0
Healthy	23.11718	4.86217	5.29828	0.20582	0	0	0.06525	0.31688	0.33346	0	48.96534	23.11718	0.20678	0.0461	0	0.31688	0.41661	0	0	0
Healthy	2.7656	0.76327	0.13817	0	0	0	0.06576	0.02025	0	0	24.02211	2.7656	0	0.11856	0	0.02025	0.64273	0	0	0
Healthy	2.56661	0.593	0	0	0	0	0	0	0	0	36.38684	2.56661	2.24934	0.38935	0	0	0	0	0	0
Healthy	2.54508	6.6158	1.21739	3.41848	0	0	0	0	0	0	17.55872	2.54508	0	0	0	0	0	0	0	0
Healthy	37.05151	21.07326	0.08778	0	0	1.04804	2.23707	0.56117	0.62159	0.61175	19.20653	37.05151	0.95059	0	1.04804	0.56117	0	1.78486	11.72467	0
Healthy	21.07635	3.72164	0	0	0	0	0.03354	0.08341	0	0	33.96172	21.07635	0	5.13042	0	0.08341	0.82963	0	0.01058	0
Healthy	20.93701	3.71931	0	0	0	0	0.021	0.05612	0	0	34.33413	20.93701	0	5.22325	0	0.05612	0.93765	0	0.04521	0
Healthy	2.18098	0.60032	0.70106	0.018	0.79293	0	0.02368	0	0	0	31.31901	2.18098	6.53906	1.43392	0	0	2.60986	0	0	0
Healthy	7.5361	4.55113	1.82117	0.73847	5.96611	0	0	0.47816	0	0	39.69588	7.5361	0	2.31024	0	0.47816	0.85221	0.26823	0.07757	0
Healthy	3.34133	2.18043	0.40013	0.54376	0.05654	0	0.00925	0	0	0	45.83419	3.34133	0	2.72043	0	0	1.06089	0	0	0
Healthy	15.7248	0	0	0	0	0	0	9.5205	0	0.12614	30.36264	15.7248	2.62146	0	0	9.5205	0	0	0.19375	0
Healthy	23.11447	20.0078	27.1605	0	0	0	1.21596	0.58813	0	0	6.18765	23.11447	0	0.18887	0	0.58813	0	0	0	0
Healthy	2.78405	0.86856	0	0	0	0	0	0	0	0	67.43067	2.78405	0	0	0	0	0	0	0	0
D015179	14.23993	0.12642	6.93337	0.01626	0	0	0	0	0.01702	0.12783	50.99017	14.23993	3.03308	0.01223	0	0	0	0	0.02313	0
Healthy	21.6091	3.68432	0	0.00486	0	0	0	0.06844	0	0	36.04502	21.6091	0	5.04198	0	0.06844	0.87024	0	0.02511	0
Healthy	3.97071	2.44274	0.14612	0.21558	0	0	0	0.09177	0	0	73.39272	3.97071	1.79721	0.06696	0	0.09177	0	0	0.02595	0
Healthy	18.07872	3.85491	6.81986	0.27018	0.69377	0	0.21112	0.06962	0.20544	0	49.43761	18.07872	0	0.00362	0	0.06962	1.06504	0	0	0
D015179	10.15688	14.36234	4.14179	17.85671	0	0	4.92145	0	0	0.54115	14.59484	10.15688	0	0.36364	0	0	0	0	1.95174	0
Healthy	0.41292	4.42681	2.11855	1.51004	12.3504	0	0.03176	0	0	0	17.27951	0.41292	0.03177	0.11739	0	0	0	0	0.00781	0
Healthy	2.80028	5.71397	0.54528	0	5.12023	0.54418	0	0	0	0	60.56874	2.80028	5.33933	5.95538	0.54418	0	0.74608	0.29827	0	0
Healthy	0.61733	2.61399	2.16454	1.07843	0.14545	0	0.74854	0.08386	0	0	15.57342	0.61733	0.50252	0.00293	0	0.08386	0.55063	0.06687	0.52419	0
Healthy	36.3664	1.88231	0.0956	0	0	0	0	0.30885	0	0.16383	32.11202	36.3664	0.06854	0.00066	0	0.30885	0	0	0.05298	0.00431
Healthy	15.4323	6.47766	2.43968	0	1.67518	0.24888	0	0.01933	0	0	49.67118	15.4323	0	6.45037	0.24888	0.01933	1.15338	1.68323	0	0
Healthy	68.2424	5.84912	0	0	0	0	0	0	0	0	25.9085	68.2424	0	0	0	0	0	0	0	0
Healthy	4.86264	4.35537	0.89045	3.76883	0.87803	0.94585	0	0.14173	0	0	33.87007	4.86264	0.16819	0.14799	0.94585	0.14173	1.22653	0	0.00557	0
Healthy	15.08881	13.68832	4.9968	3.91668	0	0	0.59238	0.27774	0.14257	0	30.08328	15.08881	0	0.86213	0	0.27774	0.30775	1.61096	0.03077	0.01273
Healthy	2.09841	0.07171	0	0.15458	0	0	0	0	0	0	68.11255	2.09841	0.77609	0	0	0	0	0	0	0
Healthy	14.92776	16.90281	4.0799	0.08497	0.00032	0	0.07111	0.04004	0	0	33.33667	14.92776	0.00672	0.22029	0	0.04004	2.66915	0	0.02119	0
D015179	13.56215	13.93928	0.05851	3.16934	0	4.14114	1.34752	0.13634	2.26939	1.88354	16.77568	13.56215	0.20852	0.04783	4.14114	0.13634	2.37131	0.30305	2.34019	0
D015179	19.17803	4.94696	0.19802	0	0.05307	0	2.7255	0.12005	0.1417	0	18.57669	19.17803	26.4745	0.44329	0	0.12005	0	5.3668	1.33697	0
Healthy	15.56181	4.14117	4.31238	0	0	0	0	0.03766	0	0	44.03638	15.56181	0	0.03347	0	0.03766	1.50519	0	0.00749	0
Healthy	33.07218	10.36947	0.79422	1.55761	1.83282	0	0.43663	0.02304	0.0005	0	12.48912	33.07218	0.32465	1.81278	0	0.02304	0.63857	3.84463	1.48201	0
Healthy	7.50789	4.47027	1.78843	0.84066	5.82674	0	0	0.36114	0	0	39.92659	7.50789	0	2.33934	0	0.36114	0.70243	0.26043	0.06644	0
Healthy	22.98317	4.88156	0.01163	0.90259	0	0	0.52109	0	0.02075	0	43.38906	22.98317	0	1.44712	0	0	0	0	0.18432	0
Healthy	43.47845	11.2531	3.4248	0	0	0.64383	0	0	0	5.00368	11.16546	43.47845	0	0	0.64383	0	0	0.13631	2.67906	0
Healthy	10.37783	26.27951	1.48462	0.2343	0	0	0.00539	0	0.15627	0	37.63439	10.37783	0	0.06726	0	0	0.68627	0	0.06627	0
Healthy	6.07036	2.73642	0.93529	0.21185	0	0	2.6665	0.11943	0	0	67.62067	6.07036	0	0.10798	0	0.11943	0.30914	0	0.13293	0.0243
Healthy	1.0229	4.01461	2.02356	0.02114	43.4724	0	1.31779	0	0	0	9.33896	1.0229	10.2792	0.30043	0	0	0	0	0.13948	0
Healthy	3.04903	6.52113	0.90885	0.58646	0.03469	0	0.04025	0	0.0079	0	56.6958	3.04903	0	2.817	0	0	1.49151	0	0.00218	0
Healthy	44.59993	9.75095	0	0.08384	0	0	0.12091	1.56746	0	0.38321	22.94305	44.59993	0	0	0	1.56746	0.66242	2.27477	2.25374	0.05484
Healthy	22.89878	12.31004	5.42004	4.09349	0	0	0	0.69865	0	0	36.23442	22.89878	0.02306	0.32375	0	0.69865	1.05607	0	0.02658	0.08794
Healthy	21.86949	8.73025	7.63528	1.70394	0.63493	0.68638	0.26266	0.3917	0	0	18.20168	21.86949	0.1535	0.63109	0.68638	0.3917	1.40001	2.65359	6.99111	0
Healthy	3.03262	7.01709	0	1.23569	0.03989	0	0.06391	0.19158	0.01532	0	83.96892	3.03262	0.32002	0.04169	0	0.19158	0	0	0.17487	0.15323
Healthy	35.57277	11.92389	8.02456	1.73892	0	0	0	0.18325	0	0	27.7436	35.57277	0.00675	0.36764	0	0.18325	0.85133	0	0.04409	0
Healthy	11.06907	4.1878	0.434	0	0.04755	0	0.10602	0.39844	0.06537	0	58.79164	11.06907	0	0.83322	0	0.39844	0.62923	3.62986	1.27333	0
Healthy	7.85057	2.46149	6.68668	0.11896	0.89222	0	0	0	0.0115	0	53.73783	7.85057	0	2.23462	0	0	0.78487	0	0.02267	0.00784
Healthy	32.19017	2.81178	0.03698	0	0.00828	0.65232	0	0	0.09801	1.01754	33.08923	32.19017	0	0	0.65232	0	0	0	0.67306	0
Healthy	29.09286	4.25721	0.01799	0	0	0	0.0029	0.15997	0	0.00257	43.91144	29.09286	4.05791	0	0	0.15997	0	0.94659	0.134	0
Healthy	0.94561	3.80468	0.97459	0.1269	0	0.01411	0.1261	0	0	0.52483	55.33976	0.94561	0.06093	0.02525	0.01411	0	1.22366	0	0	0
Healthy	31.45204	4.24789	0.88743	0.1445	10.2982	0.58046	0.24638	0.00526	0.03777	0	10.64215	31.45204	1.58967	0.25774	0.58046	0.00526	0.75449	0	0.63958	0.02227
Healthy	26.45028	18.27948	16.6394	0	0	3.28183	1.21051	0.8535	2.2151	1.69259	13.31218	26.45028	0	0	3.28183	0.8535	0	5.59783	7.85353	0
D015179	7.90555	3.24008	6.51687	2.58744	0	0	0	0.00896	0.004	0	48.71615	7.90555	0.24059	0	0	0.00896	1.43837	0	0.27821	0
Healthy	5.21396	4.93595	0	0.19261	0	0	0.02509	0.43095	0	0	55.43567	5.21396	0	6.01844	0	0.43095	1.07915	0	0	0
Healthy	5.93984	4.12391	1.34242	12.31171	0	0.20356	1.35987	0.23069	0	0	33.01461	5.93984	0.21949	0.08297	0.20356	0.23069	0.98077	0	0.02318	0
Healthy	16.30264	7.25967	3.2217	0.24184	0.03792	0.07783	0.34311	0.00191	0	0	42.16814	16.30264	0.09903	1.54425	0.07783	0.00191	1.66585	0	1.27484	0
Healthy	49.96242	10.80255	0.66312	0	0	0.0354	2.10498	4.45262	1.24703	2.81525	9.77201	49.96242	0	0	0.0354	4.45262	0	0.32028	10.1207	0
Healthy	0.79012	4.08449	2.05326	1.6107	12.3729	0	0.06188	0	0	0	17.10681	0.79012	0.09194	0.13831	0	0	0	0	0	0
D015179	34.35412	0.51375	0.01423	0	0.03309	0	0	0.15353	0.00132	0.38082	35.76085	34.35412	0	0	0	0.15353	0	0	0.06572	0.02835
Healthy	4.16175	4.02822	0	0.26173	0	0	0	0.01432	0.03032	0	82.22619	4.16175	1.75244	0.98994	0	0.01432	0.26607	1.28601	0.02979	0
Healthy	23.46814	11.9531	0	13.54931	0.00277	0	1.08668	0.01773	0	0	19.50668	23.46814	0	1.49689	0	0.01773	0	0	0	0.17341
Healthy	48.04604	7.20227	0	0	0.70351	0	0	0.01997	0	0	25.46438	48.04604	0.06126	0	0	0.01997	0	0	0	0
Healthy	26.19694	18.9242	6.1875	11.57231	1.23746	0	1.80325	0.37943	0	0	9.00066	26.19694	0	0	0	0.37943	0	0.27572	0	0
Healthy	16.14362	3.46119	1.88646	0.93536	0	0	0.01862	0.08935	0.37331	0.27432	27.91769	16.14362	0.03357	0	0	0.08935	0.60842	3.9126	0.46132	0
Healthy	5.01792	2.29443	0	0	0	0.09233	0.58449	0	0	0.07512	60.1543	5.01792	0	0	0.09233	0	0.85037	0.07944	0.13173	0
Healthy	33.39352	1.05043	1.86635	0	0	6.53455	0	2.60608	0	0	28.13826	33.39352	0	0	6.53455	2.60608	0	0	0	0
Healthy	42.68353	14.38138	0.78253	0.74147	0.10576	0	0.05074	0.00661	0.05455	0	13.21006	42.68353	0.1379	0.56031	0	0.00661	1.57107	0	0.18382	0
Healthy	52.38186	6.32227	0.82341	1.32595	0	0	0.10742	0.87776	0	0	21.16436	52.38186	0	2.29366	0	0.87776	0	3.90432	0.01604	0
Healthy	1.82898	4.17801	0.33726	0.34933	0	0	0.23506	0.00317	0	0	74.41827	1.82898	0.25725	0.02592	0	0.00317	0	0	0.08464	0
D015179	18.57049	0.2401	0.61204	0.15962	5.20677	0.66849	0.72806	1.71405	1.69448	0	5.46587	18.57049	0.47673	0.01031	0.66849	1.71405	0.1844	0.78019	3.89208	0.11958
Healthy	22.67106	16.89092	2.26016	2.47811	0.11581	6.73	0	0.17678	0.01811	0.22449	21.70593	22.67106	0	0.89833	6.73	0.17678	2.90812	0	0.00342	0
D015179	33.33451	2.9948	0.0034	0	0	0.1257	1.9541	2.6971	0.04102	0	20.30519	33.33451	4.31294	0.04377	0.1257	2.6971	0.56779	2.1395	0.31279	0
Healthy	3.35925	1.83792	0.52929	0.34572	0	0	0	0	0	0	55.1086	3.35925	0	0.1559	0	0	0.59582	0	0.29707	0
Healthy	4.30578	0.63072	0.57861	0	0	0	0	0	0	0	6.3349	4.30578	0	0	0	0	0	0	0	0
Healthy	1.12383	0	0	0.31964	0	0	0	0	0.00252	0.05964	85.6583	1.12383	0.43749	0.38966	0	0	0	0	0.11423	0.04242
Healthy	6.54934	6.57398	0.6431	0.6049	0	0.20474	0.20445	0.00396	0	0	32.47777	6.54934	0.09323	1.51147	0.20474	0.00396	2.31445	0	0.01542	0
Healthy	15.66101	5.43167	1.64954	27.9063	0.2178	0	0.2881	0.27112	0.31638	0	32.47188	15.66101	0	0.01562	0	0.27112	0	0	0.76407	0
Healthy	43.84315	10.39759	4.13164	0.78074	0	0	0.25558	0	0.2142	0	28.08502	43.84315	0	0.00297	0	0	0.44496	0	0	0
Healthy	0.9399	3.65002	0.93193	0.11949	0	0.01774	0.16083	0	0	0.49986	55.04454	0.9399	0.09307	0.0279	0.01774	0	1.28191	0	0	0
Healthy	6.0343	2.23238	4.81267	0.11929	22.8919	1.96453	0.45095	0.09454	0	0	20.0625	6.0343	0	0.01838	1.96453	0.09454	0	2.43258	0.299	0
Healthy	32.68181	14.1124	10.3071	0.07508	0	0	0.09204	0	0.13173	0	24.59294	32.68181	1.60547	0.0386	0	0	0	0.02727	0.23297	0
Healthy	11.18063	0	10.9391	0	0.31809	3.37489	0	0	0.60065	6.1286	43.49701	11.18063	0	0	3.37489	0	0	0	1.28671	0
Healthy	4.35124	3.80103	0.13739	0.36245	8.57815	0	0.06604	0	0	0	29.26204	4.35124	0	0.32791	0	0	0.23801	0	0	0
Healthy	1.8155	1.73577	0.19041	0.25283	0	0	0	0	0	0	53.54084	1.8155	0.09818	0.14634	0	0	0	0	0.03309	0
Healthy	3.31033	1.76815	1.19812	1.07505	0	0	0.51228	0	0	0.01756	37.81805	3.31033	0.10716	0.33167	0	0	2.33924	0	0	0
Healthy	34.61785	12.17565	3.48961	5.2167	0.07407	0	0.84728	3.55343	0.00386	0	4.56143	34.61785	0.72001	0.05758	0	3.55343	0.92151	0	0.27483	0
Healthy	54.96934	4.83722	0.00843	0.14901	0.04887	0	0.23723	0.02207	0.01405	0	27.84837	54.96934	0.01743	0	0	0.02207	0.09366	0	0.02419	0
Healthy	20.75108	6.14094	3.06533	0.65766	0	0	0.06452	0.04988	0.59335	0	43.00609	20.75108	0	0.01362	0	0.04988	0	0	0.39103	0
Healthy	13.55648	3.68512	0	0.4766	0	0	0	0.20831	0	0	54.09768	13.55648	0	1.18589	0	0.20831	0	0	0	0
Healthy	1.61862	3.09314	0.19836	0.38391	0	0	0.04954	0	0	0	50.55905	1.61862	13.1923	2.26482	0	0	0	0	0.07753	0
Healthy	6.05667	0.90227	0.37831	9.2609	11.0573	33.7754	2.31551	0.03471	0.00282	0.80302	9.06224	6.05667	2.01818	0	33.7754	0.03471	0.53769	0	0.43518	0.1611
Healthy	63.67515	0.55445	0	0	0	0.29473	0	0.0334	0	0	23.65013	63.67515	0	0.03273	0.29473	0.0334	0	0	0	0
Healthy	15.88302	7.31944	5.47599	2.43929	2.34656	21.0891	0.27622	0.18472	0.00398	0	18.67513	15.88302	0.03817	0.07643	21.0891	0.18472	0.9418	0.45049	0.84119	0
D015179	47.60472	4.30017	0	0.98511	1.06828	0	0	0.05616	0	0	29.6986	47.60472	0	0.04605	0	0.05616	0	0	0	0
D015179	7.84382	12.2606	0.6397	5.40126	0.63148	0	0	0	0.13136	0	35.88282	7.84382	0.72612	0	0	0	0	0	0	0
Healthy	0.7702	7.94201	2.25169	2.56882	16.6374	0	0	0	0	0	13.27304	0.7702	0.16289	0.08411	0	0	0	0	0.00528	0
Healthy	6.94567	8.49192	4.17325	0.35294	0.72089	0	0.02411	0	0.00278	0	9.53419	6.94567	0.03111	0.78648	0	0	1.91324	0	0.01092	0
Healthy	5.06293	4.90008	0	0.22444	0	0	0.04917	0.45064	0	0	56.10184	5.06293	0	5.77917	0	0.45064	1.00618	0	0	0
Healthy	28.73826	26.05176	9.59689	1.41622	0	0.86242	0.10263	0.1529	0.13799	0	8.86924	28.73826	0.14639	0	0.86242	0.1529	0	1.67791	0.6235	0.26781
Healthy	0.82049	3.77558	0.57157	0.02442	6.91086	0	0.64819	0	0	0	50.30722	0.82049	1.06555	0.25334	0	0	0	0	0.34156	0
Healthy	17.27238	16.08225	0	0.70442	0.00242	0	1.90188	0	0	0	28.6365	17.27238	0.28402	7.42489	0	0	0	0	0	0
Healthy	65.87162	1.75766	0.11494	0	0	0	0	0	0	0	21.37093	65.87162	0	0	0	0	0	0	0.41372	0
Healthy	2.08998	7.37991	0.57758	0	0.7359	0	0.02511	0	0	0	53.01369	2.08998	0	0	0	0	0	0	0	0
Healthy	14.16528	0	2.34553	0	0	0	0	0	0	0	52.13002	14.16528	0	0	0	0	0	0	0	0
Healthy	8.27072	1.1435	6.93199	0.05648	0.39843	0	0	0	0.03446	0	59.74461	8.27072	0	0.9357	0	0	0.78505	0	0.03583	0.00451
Healthy	1.32739	1.91419	1.31791	3.52286	0.0783	0.64288	0	0	0	0	56.25803	1.32739	0	0.08668	0.64288	0	0.51441	0	0	0
Healthy	5.06566	8.15838	0	20.95547	2.24224	0.15967	0.47577	0.05471	0	0	8.86896	5.06566	20.6834	0.03469	0.15967	0.05471	0	1.48207	1.7809	0
Healthy	27.34738	1.84934	25.70062	13.7757	7.77762	1.26732	0.82614	4.99016	0.22496	0.19245	7.87454	27.34738	0	0.01024	1.26732	4.99016	0	0	0.03083	0.1521
Healthy	13.98577	1.34785	0	0.96473	0	0	0.19859	0	0	0	52.4684	13.98577	0	0.17644	0	0	0	0	0.05866	0
Healthy	24.0631	3.49777	0.23332	0	0	0	0.04907	0	0	0	31.7208	24.0631	0	3.11279	0	0	0.83085	0	0.0698	0
Healthy	27.48449	5.5467	3.65226	1.56782	0.39701	0	0.15957	0	0	0	25.76648	27.48449	0	3.63923	0	0	1.60826	0.03543	0	0
Healthy	13.37072	18.37833	0.01783	1.21806	0.07548	0.02199	0.39704	0.06142	0	0	42.9249	13.37072	0	1.97267	0.02199	0.06142	1.59556	0.04257	0	0
D015179	26.14138	10.27878	0.04258	0.83477	0.04657	0	1.63806	0.04262	0.0793	0.09684	29.8258	26.14138	0	0	0	0.04262	0.85795	0	0.04456	0
Healthy	6.46265	3.61623	0.15417	3.4047	0.38122	0	1.00861	0.03581	0.05677	0	50.84492	6.46265	0.15504	0.59767	0	0.03581	0.38911	0.00389	0.38988	0.03232
Healthy	0.60571	2.54922	2.11158	1.16352	0.16296	0	0.71707	0.07486	0	0	15.54811	0.60571	0.38987	0.00697	0	0.07486	0.5541	0.09795	0.55076	0
Healthy	76.0443	0	0	0	0	0	0	0	0	0	8.96652	76.0443	0	0	0	0	0	0	0	0
D015179	5.25798	10.3802	5.65024	25.56528	0	3.64188	1.16804	0	0	1.71517	13.05842	5.25798	0.58767	0	3.64188	0	0	1.73357	0.53484	0
Healthy	19.45555	0.06733	0.02693	3.57184	4.30812	0	0	0.00642	0.16076	0.06276	19.51141	19.45555	1.12578	0.02732	0	0.00642	0	0	0.00512	0.00407
Healthy	6.93683	2.38715	5.93273	0.0242	0.11184	0	0	0.00464	0	0	27.07227	6.93683	0	0.01398	0	0.00464	1.08832	0	0.77904	0
D015179	4.97504	13.48498	2.26004	2.45991	24.4667	0	0.8375	0	0	0.38851	8.94223	4.97504	0	0	0	0	0	0.21291	0	0
Healthy	14.04673	18.25644	0.80139	0	2.78327	0	0	0.10861	0	0	42.33509	14.04673	0.64108	0.00676	0	0.10861	0.84552	0	0.09846	0
Healthy	36.59994	1.11445	31.34502	4.05046	0.53897	0	0	0.87645	0.0211	0	0.41639	36.59994	2.20922	0	0	0.87645	0	0	0.00238	0.25106
D015179	10.04129	1.03911	0.22509	4.22878	0	0.03705	0.64674	0.38948	0.10582	0	39.75479	10.04129	0	0	0.03705	0.38948	0	0	1.40545	0
D015179	9.14801	4.01526	0.07206	0.00529	0.04876	0	0.10533	0.67581	0.173	0.24622	21.65705	9.14801	0.51766	0	0	0.67581	0	3.38684	0.22513	0
