group	Lachnospiraceae	Ruminococcaceae	Acutalibacteraceae	Bifidobacteriaceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Streptococcaceae	Peptostreptococcaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Enterobacteriaceae	Burkholderiaceae	Methanobacteriaceae	Streptococcaceae	Marinifilaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae
D015179	1.79328	0	19.0918	0	0	0	0	0	0	0	14.07043	1.79328	0	0	0	0	0	0	0	0
Healthy	1.66851	1.62754	0.16033	0.23762	0	0	0	0	0	0	53.41295	1.66851	0.07578	0.13742	0	0	0.61081	0	0.02401	0
Healthy	6.60312	6.66614	0.69164	0.54513	0	0.19453	0.22265	0.00917	0	0	32.33161	6.60312	0.0772	1.42304	0.19453	0.00917	2.43742	0	0.00918	0
D015179	52.01699	9.68772	9.25376	7.1442	0	0	5.27312	0.71275	0	0	1.65372	52.01699	0	0.01495	0	0.71275	0	0	0	1.32073
Healthy	18.58739	5.53121	4.61283	2.51163	10.1881	0	0.41176	0.22132	0.02687	0	20.16763	18.58739	0.40413	0.04007	0	0.22132	1.45732	0	2.52859	0.03491
Healthy	0	0.00155	0	12.25332	0	0	0	3.40948	0	0	0.63797	0	26.5371	0	0	3.40948	0	0	0	0
D015179	5.38075	0.19084	0.0477	0	0	0	0.31558	0.00889	0	0	72.29179	5.38075	0	0.10568	0	0.00889	0	0	0.04761	0
Healthy	1.73259	7.63655	0.44254	0.4048	0	0	0	0	0	0	59.61472	1.73259	0	0	0	0	0	0	0	0
Healthy	12.69967	10.66189	1.75271	1.13486	4.75404	2.76374	0	0.19082	0	0.21204	25.90006	12.69967	0	0	2.76374	0.19082	1.99439	0	0.75394	0
Healthy	0.49817	0	0	14.25427	0	0	0.68492	0.23626	0	0	17.769	0.49817	12.48897	2.45207	0	0.23626	0	0	0.18429	0
Healthy	10.61051	2.07806	0.02299	0	0	0	0	0.07282	0	0	65.52638	10.61051	0	0.29652	0	0.07282	1.00555	0	0.87277	0
Healthy	9.98457	0.66282	6.28787	3.09619	7.54554	12.0425	0.94487	0.1676	0	0	12.29747	9.98457	0	0.15405	12.0425	0.1676	1.23966	0.01347	0	0.25322
Healthy	21.74891	8.59162	8.56068	1.37335	0.58111	0.6539	0.2099	0.26361	0	0	18.06735	21.74891	0.27444	0.56996	0.6539	0.26361	1.49327	2.83403	7.42025	0
D015179	25.30298	4.05035	0	25.9529	0	0	4.4023	0	3.43253	0	20.75756	25.30298	0	0	0	0	0	0.87273	0.9211	0
Healthy	15.58191	14.51807	0.14104	3.94225	0.74548	0	0.24642	0.53812	0.07736	0	16.88865	15.58191	0.19124	1.0012	0	0.53812	0	0	0.12185	0.04734
Healthy	6.47353	2.75222	0	0	17.9361	0	0	0.07821	0.00111	0	23.55575	6.47353	0.83585	0.5187	0	0.07821	2.12586	1.88668	0	0
Healthy	2.46587	0.08666	0	0.17299	0	0	0	0	0	0	66.68576	2.46587	1.19252	0	0	0	0	0	0	0
Healthy	20.80282	3.82459	0	0	0	0	0.00624	0.08599	0	0	35.08188	20.80282	0	5.03567	0	0.08599	0.8398	0	0.04195	0
Healthy	21.08517	9.17705	0	0.57254	13.0776	1.68806	0.14805	0	0.07217	0	7.41536	21.08517	0	0.04743	1.68806	0	0	0	2.04138	0
Healthy	2.36825	7.50587	0.33221	0	0.54397	0	0.1252	0.01324	0	0	41.0005	2.36825	0	0.02241	0	0.01324	0.05229	0	0	0
Healthy	19.30003	8.07419	2.74794	0.00722	0	0	0.0274	0.2514	0.10539	0	61.84235	19.30003	0.13586	0.17879	0	0.2514	1.24912	0	0.06687	0
D015179	18.87712	10.55935	0.03248	0.07452	1.70264	0	0.22809	0.29832	0	0	30.43285	18.87712	0.04883	0.00235	0	0.29832	0.44847	0	0.06341	0
Healthy	7.34832	4.44937	1.78927	0.80308	5.76763	0	0	0.40514	0	0	40.04832	7.34832	0	2.27288	0	0.40514	0.72687	0.23932	0.06389	0
Healthy	8.49908	4.56889	0.62582	1.17352	0.45523	0	0.25238	0.02196	0	0	45.83941	8.49908	0	0.01533	0	0.02196	1.79298	0	0	0
Healthy	9.00015	9.44789	0.08425	0	0	0.33908	0.19768	0.07261	0	0.02787	17.24653	9.00015	15.9415	0	0.33908	0.07261	0	2.23398	0.34681	0
Healthy	3.25864	2.1971	1.01705	0.62623	0	0	0.19603	0	0	0	55.33646	3.25864	0.05751	0.27255	0	0	0.95474	0	0.1369	0
Healthy	47.0518	0	0	0	0	0	0	0	0	0	0	47.0518	0	0	0	0	0	0	0	0
D015179	5.09517	2.24822	0	7.55949	0	0	0.32569	0	0	0	75.81911	5.09517	0	0	0	0	0	0	0	0
Healthy	4.98094	3.89362	20.25438	2.93824	1.53762	0	0.12508	0	0.00891	0	4.74352	4.98094	0.28602	0.49336	0	0	1.42671	0	0.032	0
Healthy	3.67583	17.30843	1.04364	0.07778	0	0.06171	0	0	0	0	19.11313	3.67583	0	0.07047	0.06171	0	1.61171	0	0	0
D015179	14.56924	1.2585	0.45815	3.13998	0.00258	0.16972	0.42603	0.94164	0.37284	0.15848	37.62476	14.56924	0	0	0.16972	0.94164	1.02937	0.01337	2.50481	0
Healthy	60.05265	2.32697	0	5.96501	2.31129	0	0.3283	0	0	0	9.70099	60.05265	0	0	0	0	0	0	0	0
Healthy	6.51038	4.08283	0.1503	0.42195	8.77803	0	0.07502	0	0	0	26.92547	6.51038	0	0.34171	0	0	1.16218	0	0	0
D015179	45.49708	5.67761	0.00787	1.05328	0	0.62918	0.07308	1.04437	0.00567	0	14.25582	45.49708	0.01065	0.01234	0.62918	1.04437	0.59842	0	0	0
Healthy	12.76124	21.8773	0.00148	7.57128	0.00039	0	2.25101	1.22338	0.15342	0.0534	37.24702	12.76124	1.61886	0.00884	0	1.22338	0	0	0.12208	0.05829
Healthy	1.86395	1.8945	2.16782	1.20906	4.05243	0	0.17215	0	0	0.00649	46.39845	1.86395	0	0.72132	0	0	1.47236	0	0	0
D015179	53.96171	2.5245	0.83925	10.40016	3.0321	3.43073	4.16039	0.65014	0	0	0	53.96171	0	0	3.43073	0.65014	0	0	0	0.36623
Healthy	1.59625	1.69388	1.90643	1.08237	3.67819	0	0.16663	0.00128	0	0	50.59341	1.59625	0	0.59739	0	0.00128	1.30347	0	0	0
Healthy	4.04024	2.39217	0.23375	0.21845	0	0	0	0.06486	0	0	73.64632	4.04024	1.60609	0.10994	0	0.06486	0	0	0.05354	0
Healthy	18.33208	3.90562	2.70835	0.01016	0.0016	0	0.08076	0.0201	0	0.24632	44.5478	18.33208	0.01598	0	0	0.0201	0.72914	4.96439	0.34636	0.10632
Healthy	5.81482	4.32836	1.34169	11.81876	0	0.21804	1.21269	0.3211	0	0	33.86944	5.81482	0.13716	0.07371	0.21804	0.3211	0.9888	0	0.00257	0
Healthy	23.05986	1.97117	0	3.14251	0	0	0	0.0407	0.23122	0	37.0803	23.05986	0.28098	0	0	0.0407	1.47346	0	0.23834	0
Healthy	28.34152	7.13782	0.08646	0.00758	0.3251	0.68489	0	0.0018	0.11469	0.88999	30.51913	28.34152	0	0	0.68489	0.0018	0	0.0954	0.67172	0
Healthy	10.6146	2.96856	3.88725	0.01131	0	0	0.0213	0	0	0	63.00057	10.6146	0	0.06535	0	0	1.12318	4.44069	0.0796	0.25605
Healthy	24.3874	1.89196	5.80751	0.07013	0.19396	0.57513	0.01587	2.75445	0	0	32.88129	24.3874	0	0	0.57513	2.75445	1.61462	0	0.22609	0
Healthy	28.22382	3.46657	0	0	0.26078	0.57785	0	0.17798	0	0	37.9392	28.22382	0.42733	0	0.57785	0.17798	0	0	0	0
Healthy	6.39737	10.37815	0.70089	0	5.8617	0	0	0	0	0	38.78122	6.39737	0.06647	0.13814	0	0	0	0	0.03717	0
Healthy	31.46357	7.11788	8.77603	2.76244	0	0	0.03795	0.39257	0.64931	0	31.23126	31.46357	0	0.02364	0	0.39257	0	0	0.23711	0
Healthy	10.40859	0.8841	1.82729	0.79924	0	0	1.39904	22.66877	0.01987	4.97017	15.41016	10.40859	3.25803	0.05014	0	22.66877	0	2.65337	1.85544	0.97844
Healthy	1.82571	6.22099	0.49023	0	0	0	0.03553	0	0	0	76.13304	1.82571	0	4.21412	0	0	0.75657	0	0	0
Healthy	4.39439	1.15247	4.66875	5.45219	6.96025	0	0.61709	0.00788	0.00778	0	29.88501	4.39439	0	0.32221	0	0.00788	0	0	0.18613	0
Healthy	45.7141	5.08987	11.8665	0.28728	0	0.74572	0	0.91963	0.3873	0	11.0686	45.7141	1.00904	0.01399	0.74572	0.91963	0	1.11179	0	0.04838
D015179	13.35381	1.46505	0.03048	0	30.4433	0	0	0.24961	0.04626	0	44.19729	13.35381	0.01472	0	0	0.24961	0	0	0.01334	0.07563
Healthy	2.67035	0.07268	0	0.23513	0	0	0	0	0	0	66.42993	2.67035	0.91375	0	0	0	0	0	0	0
Healthy	8.98145	2.05807	0.1257	0.85967	0.01217	0	0.27075	2.70736	0.12567	0	22.4644	8.98145	0.01889	0.37352	0	2.70736	0	0	0.49405	0.01619
Healthy	10.42323	3.18928	0.09235	1.35113	2.79063	12.6844	0.33736	0.50336	0.10323	0	3.88965	10.42323	0.00701	0.02416	12.6844	0.50336	0.41198	0	5.30431	0.00429
Healthy	22.17872	2.76958	0.0129	0	0.02836	0	0.01622	0.00305	0	0.68612	39.74812	22.17872	0	0.0222	0	0.00305	0.59088	4.26177	0.35092	0
Healthy	17.69581	0.32214	0	7.83616	0.31361	0	0.00959	0.58717	0.23083	0.07081	19.37408	17.69581	0.08296	0.23242	0	0.58717	0	0	0.03855	0
Healthy	19.49842	4.52892	0	3.72571	0	0	1.30639	0.18468	0	0	44.6078	19.49842	0.36191	0.05983	0	0.18468	0	0	0.14272	0.47571
Healthy	15.18684	4.301	0.07607	1.57464	2.03874	4.04538	0.6486	0.00442	0	0	16.5566	15.18684	0	0	4.04538	0.00442	0.61573	0.0062	0.08144	0
D015179	8.24464	35.28098	0.62645	2.92269	2.33902	0.00058	0.3151	0.20176	0	0	16.60989	8.24464	0.53946	0.01656	0.00058	0.20176	0	0	0.04813	0
Healthy	25.67912	10.93216	9.93151	0	0.20579	0.6324	0	0.02178	0	0	24.55894	25.67912	0.18727	0.00794	0.6324	0.02178	1.37352	0	0.94994	0
Healthy	3.03854	3.36544	0	0.1417	10.5227	0	0.288	0.06225	0	0	54.04105	3.03854	0	0.1041	0	0.06225	1.17459	0.89314	0.01029	0
Healthy	0.49191	0.37723	0	6.94426	0	0	0.28648	0.00321	0.04771	0.01524	30.44431	0.49191	0.34666	16.99645	0	0.00321	4.33361	0	0.01281	0.58183
Healthy	34.2711	4.44237	7.45113	3.59846	0	0	0	0.05541	0.00619	0	26.60451	34.2711	0.05046	0	0	0.05541	0.64703	0	0.00663	0.14429
Healthy	46.96116	4.61533	16.93056	0.04018	0	0	0.8974	0.33577	0	0	18.63699	46.96116	0	0.07046	0	0.33577	0	0	0	0
Healthy	1.70662	2.19626	7.94153	70.71079	0	3.78589	2.26472	0	0	0	4.26884	1.70662	0	0	3.78589	0	0	0	0	1.50313
Healthy	1.82069	4.22361	0.27429	0.34704	0	0	0.19782	0.0069	0	0	73.90477	1.82069	0.33113	0.02838	0	0.0069	0	0	0.0773	0
D015179	16.55226	13.23961	0.02432	0.13614	0	2.79366	0.21091	5.13531	1.4524	0.01087	33.53582	16.55226	0.16354	0.45122	2.79366	5.13531	3.72969	5.05057	1.21173	0.18634
Healthy	3.02301	11.15286	0.06602	0	0	0	0.00371	0	0	0	44.71761	3.02301	0	0.73588	0	0	1.53936	0	0	0
D015179	9.55738	5.23646	1.65508	4.09747	0	0.46711	1.01102	0	0	0	8.7695	9.55738	0	0	0.46711	0	0	0	0	0
D015179	6.01637	8.53864	0.3844	0	0.04945	0	0.16536	2.81546	0	0.80662	37.95278	6.01637	0.63035	0.13979	0	2.81546	3.35894	0.02071	0.87417	0.9817
Healthy	5.83691	3.44557	1.08845	4.23533	0.14178	0.03754	0	0.00183	0	0	45.79997	5.83691	0.23085	0.19129	0.03754	0.00183	0.75148	0	0	0
D015179	10.79241	11.31166	0.11911	9.96604	0.00114	0.26974	2.10098	0	0	0.00748	15.4216	10.79241	0	0.02183	0.26974	0	0.27847	0	21.33284	0
Healthy	16.6689	15.08258	0.63553	1.43038	0	0.52025	0	0.0703	0	0	30.99158	16.6689	0.05406	0.25508	0.52025	0.0703	0.60811	0	0.32872	0
D015179	37.0924	4.27994	6.01045	0	13.796	1.38481	0.9339	0.13635	0	0	9.0875	37.0924	0	0.02264	1.38481	0.13635	0	0	0.00631	0.00936
Healthy	7.41389	4.44195	1.84255	0.798	5.86253	0	0	0.48305	0	0	39.77224	7.41389	0	2.1826	0	0.48305	0.73597	0.28307	0.04535	0
Healthy	9.86644	1.78364	7.00476	0.10855	0.74805	0	0	0.01714	0.05642	0	51.153	9.86644	0	1.66871	0	0.01714	0.87122	0	0.05601	0.03474
D015179	23.31717	18.54819	5.30467	8.53691	0	0	1.34631	0	0	0	8.23593	23.31717	0	0.01077	0	0	0	0	0	0
Healthy	84.76662	0	0	0	0	0	0	0.1065	0	0	0.10723	84.76662	2.24583	0	0	0.1065	0	0	0.24695	0
Healthy	25.91859	7.87218	4.63361	0.21827	0.01178	1.91365	0	0.42938	0.33544	0.30128	37.62978	25.91859	0.84199	1.72011	1.91365	0.42938	0	1.19428	0.10424	0.00651
Healthy	22.5034	6.30841	1.7857	1.26253	0	0	0.05092	0	0	0	46.08922	22.5034	0	0.0171	0	0	0	0	0.4646	0
Healthy	14.12359	5.39649	10.06441	0.58938	0.79134	0.02601	0.5224	0.04334	0.454	1.27121	50.53227	14.12359	0.26993	0.89236	0.02601	0.04334	0.77842	0.07284	1.53642	0.02966
Healthy	44.26535	1.54851	0.03853	0.00227	0	0.17925	0	0.13466	0	0	27.445	44.26535	0	0.13464	0.17925	0.13466	1.06827	0	0.79262	0
Healthy	4.05366	0.7743	0	0.32694	0	0	0.58973	0.1507	0	0	29.20105	4.05366	0	0.23801	0	0.1507	0	0	0	0
Healthy	28.57186	6.29197	7.41881	10.5755	1.66834	0	0	0.07062	0.03941	0	8.34271	28.57186	0.03607	0.06997	0	0.07062	0	3.59262	0.03308	0
Healthy	1.35351	8.02322	0	2.4156	0	0	0.21436	0.22502	0.05594	0.08231	60.52706	1.35351	0.28019	0.07421	0	0.22502	0.05349	0	0.34939	0.01163
D015179	56.5324	14.16141	5.82317	1.32487	1.26064	0.10481	0.63681	0.3703	0	0.39945	6.52	56.5324	0.52063	0	0.10481	0.3703	0	0.07258	0.86989	0
Healthy	2.87339	5.64274	0	0.18474	0	0	0	5.72034	0.00096	0	51.25936	2.87339	0.44817	0.00348	0	5.72034	0	0	0.00198	1.19124
Healthy	6.9398	7.6625	0.04288	2.15706	5.8543	0	0.2337	0.00686	0	0	20.66264	6.9398	0	0.06911	0	0.00686	1.05205	0	0	0
Healthy	21.18647	3.89811	0	0	0	0	0	0.06146	0	0	34.88743	21.18647	0	5.13502	0	0.06146	0.86271	0	0.01407	0
Healthy	4.84504	4.24269	0.96256	3.84132	0.83144	0.9034	0	0.13079	0	0	32.7612	4.84504	0.19681	0.18523	0.9034	0.13079	1.26761	0	0	0
Healthy	2.42765	0.09184	0	0.18907	0	0	0	0	0	0	67.11065	2.42765	0.97595	0	0	0	0	0	0	0
Healthy	33.47098	8.82259	0.69529	2.15651	0.16743	0.02214	1.32554	1.67422	3.85849	0	22.542	33.47098	0.44396	0.1413	0.02214	1.67422	1.21062	0.00283	0.08435	0.18902
Healthy	6.60032	4.381	1.39995	12.64643	0	0.24867	1.2966	0.24089	0	0	34.7506	6.60032	0.15858	0.0719	0.24867	0.24089	0.97324	0	0.00759	0
Healthy	14.78965	18.11347	0	0.17345	0.04697	0	0	0	0	0	25.48035	14.78965	0	0.03322	0	0	0	0	0.25486	0
Healthy	28.70768	5.17317	0.83207	0.17433	11.0089	0.51151	0.3113	0	0	0	11.21787	28.70768	1.8865	0.28649	0.51151	0	0	0	0.51013	0
D015179	33.0072	9.88023	0	1.53907	0	0.24675	0	0.60009	0	0	17.0229	33.0072	0	0	0.24675	0.60009	0	0	0	0
Healthy	12.53972	4.26601	0.37401	51.45921	0.36477	0	0.22257	0.40981	0.13406	0	16.89178	12.53972	0	0.05514	0	0.40981	0	0	0.48434	0
Healthy	16.27665	3.10433	4.84978	0.05064	0.0475	0	0	0.52576	0.00403	0	36.34157	16.27665	0	0	0	0.52576	1.05542	0	0	0
Healthy	12.2412	4.51318	6.29077	9.46123	0.13902	0	0.03561	0.02154	0.46742	0	39.822	12.2412	0	0.01366	0	0.02154	0	0	0.62533	0
Healthy	0	0	0	0	0.32693	0	0	0	0	0	85.8034	0	0	0	0	0	0	0	0	0
Healthy	37.52738	0	12.4159	0	0	0	0	0	0	0	27.48794	37.52738	0	0	0	0	0	0	0	0
Healthy	0	0	0	4.8575	0	0	0.17965	0.34894	0.02738	0	61.56955	0	30.1017	0	0	0.34894	0	0	0	0.37149
Healthy	19.65518	8.36463	0.19287	8.70708	0	0	0	2.49292	0.10178	0.00149	19.06235	19.65518	2.20711	1.44924	0	2.49292	1.45573	0	0.04047	0.39153
Healthy	0.04686	1.49969	0	1.24353	0	0	0.09009	0	0	0	4.51312	0.04686	0	0.88147	0	0	0	0	0	0
Healthy	0.30121	1.25627	0.73863	0.35016	0	0	0.92484	0.04906	0	0	37.71015	0.30121	0.88721	0.03388	0	0.04906	0.76443	0.02672	0.31659	0
Healthy	3.91888	2.71466	1.71192	0.75723	0	0.03181	0.58374	0.09139	0	0.09935	48.03576	3.91888	0	3.13581	0.03181	0.09139	2.4475	0	0.06375	0
Healthy	17.38725	21.74182	2.81604	0	0	11.47081	0.52526	0.01102	0	3.33942	10.8547	17.38725	0	0	11.47081	0.01102	0	17.0279	0.7905	0
Healthy	48.94848	5.85852	0.27212	0.80289	0.56691	0	0.36241	0.12048	0.01353	0	22.21484	48.94848	0.04461	0.07898	0	0.12048	0.71032	0	0.64171	0
Healthy	6.96615	3.13926	5.13706	16.95968	1.73118	0	4.83101	1.09859	0	0	14.1751	6.96615	9.13135	0.06944	0	1.09859	0	0	0	0
D015179	9.53767	8.03822	8.98858	0.31006	20.9332	0	0	0	0	0	14.0849	9.53767	3.57982	0.00913	0	0	0	0	0	0
D015179	2.68203	0.02279	0	1.38423	26.4915	0	0	1.88123	0	0	30.09362	2.68203	10.17732	0.29606	0	1.88123	0	0	1.70831	0
Healthy	1.99935	0	0	0.05557	0	0	0.23047	0.12471	0	0	40.34652	1.99935	11.7181	0.15466	0	0.12471	1.32082	0	0	0
Healthy	9.37531	6.83973	1.7915	48.16496	0	0	0.15234	0.13908	0.22817	0	21.92546	9.37531	0	0.0127	0	0.13908	0	0	0.39608	0
Healthy	1.01984	3.65626	1.00467	0.16752	0	0.02964	0.11564	0	0	0.59152	55.56629	1.01984	0.06497	0.05006	0.02964	0	1.25327	0	0	0
Healthy	0.82589	3.73196	0.59192	0.01618	7.06851	0	0.72767	0	0	0	50.03803	0.82589	1.08832	0.25922	0	0	0	0	0.29601	0
Healthy	30.719	1.25278	20.47756	2.69248	0.13273	0.04087	0.64423	5.20282	0.14655	0	6.39134	30.719	0	0.0269	0.04087	5.20282	0	0.1824	0	0.18683
Healthy	31.09168	0.2621	0.04777	3.58327	0.08989	0.07054	2.94568	21.45042	0.02961	12.8928	2.99199	31.09168	0.02963	0.0003	0.07054	21.45042	0	0.18759	0.21831	0.0153
Healthy	5.37364	6.32975	0.07249	0.19969	0	0	0.01038	0.04729	0.64266	0	72.89246	5.37364	0.47656	0	0	0.04729	0	0	0.04885	0
Healthy	28.63182	4.09632	0	0	0	0	0.03323	0	0	1.38954	37.64374	28.63182	0	0.06228	0	0	0	4.86149	0.48586	0
Healthy	0.00912	0	0	63.96066	0	0	0.08065	1.29801	0	0	1.46977	0.00912	13.3728	0.00451	0	1.29801	0	0	0	0
Healthy	8.53866	4.70747	0.82971	2.34465	0	0.0651	0.46314	0	0	0	22.92809	8.53866	1.14409	1.97889	0.0651	0	1.46441	0	0.0705	0
Healthy	18.82599	31.0613	3.10948	0	0	13.6877	4.79853	0.32315	0.15088	1.38487	2.80734	18.82599	0	0	13.6877	0.32315	0	4.78413	3.63131	0
Healthy	1.64917	3.08489	0.21402	0.44813	0	0	0.06135	0	0	0	50.35432	1.64917	13.1928	2.28503	0	0	0	0	0.07726	0
Healthy	2.29741	8.22596	0.62477	0	0	0	0.0362	0	0	0	69.52707	2.29741	0	5.48059	0	0	1.10253	0	0	0
Healthy	21.54317	17.12747	10.4054	1.2768	0	0.39354	1.97075	6.39372	0	0	17.725	21.54317	2.40029	0.27022	0.39354	6.39372	0	0	0	0
Healthy	6.38863	10.51874	0.80578	0	6.04875	0	0	0	0	0	39.6444	6.38863	0.02524	0.14091	0	0	0.37936	0	0.03153	0
Healthy	8.30779	1.96488	3.98798	23.78961	0.00105	0	4.58264	0.94999	0.11721	0	14.18347	8.30779	0.78188	0.56922	0	0.94999	0.18279	1.06761	0.02752	6.43507
Healthy	1.78377	1.674	1.9026	1.0567	3.46253	0	0.17187	0	0	0	50.4777	1.78377	0	0.71348	0	0	1.31608	0	0	0
Healthy	6.34295	4.64649	1.40789	12.63152	0	0.22303	1.45726	0.25238	0	0	34.2313	6.34295	0.14069	0.11675	0.22303	0.25238	1.01049	0	0	0
Healthy	33.59624	5.91395	6.3849	2.60605	0.00066	0	0.75728	0.10377	0.01431	0	24.81135	33.59624	0.01194	0.00546	0	0.10377	0.98986	0	0.10586	0
Healthy	13.3728	38.59894	0.03789	2.20538	0.03436	0.04896	0.31141	0.03598	0	0	25.60674	13.3728	0	1.73585	0.04896	0.03598	1.45011	0.21453	0	0
Healthy	3.44123	1.88346	1.1683	1.12172	0	0	0.43889	0	0	0.05688	37.6666	3.44123	0.10043	0.31544	0	0	2.32708	0	0	0
D015179	24.87483	11.17547	0.00115	2.69872	0.15053	0.00289	0.75364	1.10122	0.13165	0	30.8022	24.87483	8.79482	0.1226	0.00289	1.10122	0	0	0.25136	0
D015179	7.92285	16.4383	0	22.8263	0	0.00981	4.34506	0	0	0	12.86661	7.92285	0	0	0.00981	0	0	0	12.853	0
Healthy	12.19678	8.15544	0.13057	50.51819	0.22025	0	1.04846	0.04507	0.02551	0	8.80531	12.19678	0.50805	0.01215	0	0.04507	0.5829	0	0.00667	0.05837
Healthy	11.24879	1.02896	0.80515	0	0	0	0	0	0	0	54.35268	11.24879	0	0	0	0	0	0	1.85807	0
Healthy	1.6397	0.01321	0	0.05024	0	0	0.26375	0.1372	0	0	40.17989	1.6397	11.9185	0.15667	0	0.1372	1.39155	0	0	0
Healthy	13.31684	2.23326	0	0	0.32651	0.00641	0	0.13335	0	0	74.7192	13.31684	0	0	0.00641	0.13335	0	2.37017	0	0
Healthy	21.51248	8.16256	0.07503	3.13172	0	0	0.42019	1.36683	0.04933	0	36.41384	21.51248	0	0.68711	0	1.36683	0	0.07399	0.05812	4.05795
Healthy	0.89603	0	0	31.6769	0	0	0.44482	0.09226	0	0.11869	30.07558	0.89603	15.7736	0	0	0.09226	0	0	0	0
Healthy	6.68677	6.56554	0.67387	0.56571	0	0.13943	0.191	0.02512	0	0	32.53523	6.68677	0.04022	1.40307	0.13943	0.02512	2.42495	0	0	0
Healthy	1.52829	1.72048	1.33391	3.53792	0.05668	0.6442	0	0	0	0	55.58692	1.52829	0.03644	0.06139	0.6442	0	0.57779	0	0	0
Healthy	4.9996	4.81446	0	0.20325	0	0	0.05049	0.59573	0	0	56.07106	4.9996	0	5.92498	0	0.59573	1.0504	0	0	0
Healthy	10.8706	5.38343	1.97903	0.17434	0.12231	0.07681	0.05175	0.00667	0.1098	0	18.01673	10.8706	20.6263	0.16631	0.07681	0.00667	0.62961	0	0.11094	0
D015179	4.04686	2.93092	12.25905	0.11048	0.75524	44.8695	0	0.94083	0.74139	0.13707	9.17911	4.04686	10.70592	0	44.8695	0.94083	0	0	0.04586	0
Healthy	0.93957	4.00841	1.97473	0.02261	45.199	0	1.23319	0	0	0	9.05804	0.93957	10.1604	0.24671	0	0	0	0	0.15253	0
Healthy	10.2458	0	0	0	0	0	0	0	0	0	60.9472	10.2458	0	0	0	0	0	0	0	0
Healthy	6.47632	0.01362	0	0.00411	0	0	0	0.21355	0	0	0.01147	6.47632	4.95832	1.00962	0	0.21355	0	0	1.45072	0.03826
Healthy	30.04834	5.81022	2.52769	14.72483	2.88807	6.63006	0.68687	0.12254	0.03473	0	16.32619	30.04834	0.02604	0.56041	6.63006	0.12254	0.58261	0.93034	0.01013	0.02969
Healthy	20.31837	26.64697	0.04348	0	0	2.12866	0.1127	0	0.06948	0.12418	19.80219	20.31837	0.39448	0	2.12866	0	0	17.2228	2.52386	0
Healthy	16.60003	11.63775	0.14532	0.07073	0	0	0.08396	5.64859	0	0.07937	46.73087	16.60003	0.36406	0.98753	0	5.64859	0.39881	0	0.00197	1.10416
Healthy	7.75204	8.49334	0.09091	0.17807	5.47757	0	0.1071	0	0	0	12.42646	7.75204	0.01828	0.61092	0	0	0.09559	0	0	0
Healthy	0.01801	0.01281	0	30.742	0	0	0	0.14359	0	0.08937	10.64488	0.01801	33.6638	0	0	0.14359	0	0	0	0
Healthy	28.52491	3.44893	19.85412	0.79842	0.63223	0	0	3.97559	0.24902	0.03766	15.45659	28.52491	7.06204	0.11503	0	3.97559	0.36223	0.31539	0.17005	0.06375
Healthy	0.67215	7.5269	2.39549	2.05995	17.2481	0	0	0	0	0	13.04014	0.67215	0.33736	0.18712	0	0	0	0	0	0
Healthy	7.30401	14.59239	2.04216	4.02128	3.41811	16.5498	0.73453	0.03958	0.3102	0	17.38951	7.30401	0.17371	0.19221	16.5498	0.03958	0.98588	0	1.19292	0
Healthy	6.77174	15.79299	2.70596	8.90657	5.98758	12.913	1.9337	0.07326	0.55552	0	19.18565	6.77174	0.59056	0.05562	12.913	0.07326	0	0	1.38269	0
Healthy	3.71292	8.27183	0.41505	5.56612	0	0.06662	0.56382	0.02692	0	0	40.48483	3.71292	0.01955	0.00977	0.06662	0.02692	0.66493	0	0.0074	0
Healthy	1.16533	1.85497	1.22586	3.65534	0.08875	0.67741	0	0	0	0	55.66334	1.16533	0	0.078	0.67741	0	0.59467	0	0	0
Healthy	33.90402	6.84077	11.25853	3.92658	0	6.56249	1.5066	0.8352	0.11413	0	1.04537	33.90402	1.48965	0	6.56249	0.8352	0	0.19513	1.07446	0
Healthy	3.86198	3.98953	0.74001	3.44091	0.70866	0.70794	0	0	0	0	43.38237	3.86198	0.10214	0.67253	0.70794	0	0	0	0	0
Healthy	20.09937	5.2914	0.66952	1.01309	0.01838	0	0	0.69361	0	0	35.26965	20.09937	0	6.01891	0	0.69361	0	3.29636	0.03957	0
Healthy	5.25292	8.62758	4.92338	0	0	0	0	0	0	0.21292	57.47846	5.25292	0	0.67526	0	0	0	0	0	0
Healthy	23.65005	12.9311	2.61089	0.02374	0.10487	0	0	0	0	0	53.80601	23.65005	0.01217	0.04081	0	0	0	0	0	0
Healthy	46.63258	2.98736	7.38357	0.18955	0	0.51835	0.1013	0	0	0	16.9533	46.63258	0.08834	0.05082	0.51835	0	0	3.01298	0.12	0.0077
Healthy	13.19085	2.6224	2.53822	0	0.00744	0	0.0162	0	0.01498	0.56249	39.07243	13.19085	0	0.39442	0	0	0.05655	0	0	0
Healthy	0.00504	0	0	87.41141	0	0	3.04775	0.13643	0.0757	0	0.50628	0.00504	0.932	0	0	0.13643	0	0	0.0033	0.02657
Healthy	18.56365	9.19669	0.00133	1.36995	9.86684	0.12615	0.09362	0.00942	0.07605	0	11.7492	18.56365	0.91587	2.87999	0.12615	0.00942	0.39147	1.84221	0	0
