group	Faecalibacterium_sp900539885	Enterocloster_aldenensis	Mediterraneibacter_torques	Blautia_A_wexlerae	Bariatricus_comes	Dorea_formicigenerans	Streptococcus_thermophilus	Coprococcus_A_catus	Muricomes_sp000509105	Lactococcus_lactis_E	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.38761	0.20685	0.06154	0.27633	0	0.04776	0	0.07495	0	0	0	0	4.30871	0.76896	0	0	0	0.02934	0	0
Healthy	5.49195	0.3694	0.01124	1.72027	0.96882	1.5553	0.08442	0.28918	0	0	0.0193	0	0	0.27384	2.6772	0	0	0.24758	0.00215	0
Healthy	1.61018	0.45312	0.07512	0.54225	0.5473	0.49374	0	0.14309	0	0	0.00021	0	0	0.41152	1.94449	0	0	0.00298	0	0.00037
Healthy	5.13381	0.05338	0.03076	0.02195	0	0.00949	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0.02082
D015179	0	0	0	0	0	0	1.9312	0	0.73883	0.10914	0	1.55962	0	0	0	0	0	0	0	0
Healthy	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.26153	1.02547	0.00615	0.44781	0.31939	0.15162	0	0.21185	0	0.01608	1.78957	1.20279	0	0.90098	0	0.42564	0	0.02879	0	0
Healthy	3.69208	0	0.01991	0.07722	0	0.09117	0	0	0	0	0	0	0	0.01964	0	1.64529	0	0.17164	0	0
Healthy	4.91988	0.09731	0.245	0.34081	0.38189	0.18109	0	0.08375	0.11528	0	0.00131	0.0081	5.30988	0.4217	0	0.28588	0.00591	0.00191	0	0.00642
Healthy	0.28166	0.68902	0.00428	1.59342	0.23658	0.38576	0	0.2758	0	0	0	0	0	0.73469	0.41895	0	0.03946	0	0.01109	0.00541
Healthy	0	0	0	0	0	0.05764	0	0	0	0	0	0	0	0	0	0	0.10631	0	0	0
Healthy	4.84093	0	0.08205	0.05675	0.04461	0	0.5862	0	0	0	0	7.27366	0	0	0	0	0	0.0697	0	0.02372
Healthy	2.00861	0.14454	0.07814	0.25197	0.05219	0.00829	0.66883	0.05398	0.00939	0	0.11894	0	0	0.05383	0	0	0.74679	0.00369	0	0.03051
Healthy	3.79727	0.27323	0.13409	0.32931	0.34267	0.06912	0	0	0	0	0	38.696	0	1.02095	0	0	0	0.04775	0	0
Healthy	3.34182	0	0.08407	0.10959	0	0.03545	0	0.00274	0	0	0	0	0	0.00319	0	3.68263	0	0.39875	0	0
Healthy	0	0.0201	0	0.01815	0.13352	0.01621	0	0	0	0	0.02627	0	0	0	1.16794	0	0	0	0	0
D015179	3.72973	0	0.97977	0.09324	0.08919	0.20717	0	0	0	0	0	0	0	0.02447	0	0	0	0	0	0
Healthy	5.29415	1.95656	0.09094	1.20335	2.57861	0.17737	0	0	0.0133	0	0	0	0	0.17447	0	0	0.14483	0.03328	0.03106	0
Healthy	4.09195	0.11886	0.13792	0.47525	0.20944	0.05849	0	0.06622	0	0	0	1.09932	0	0.45656	0	0	0	0.00659	0	0
Healthy	9.46639	0.17815	0.02853	0.11634	0.16312	0.16119	0	0.14201	0	0	0	1.41631	3.42167	0.53258	0	0	0	0	0	0
Healthy	2.07458	0	0.09256	0	0.386	0	0	0	0	0	2.58277	0.5482	0	0	0	0	0	0.05964	0	0
Healthy	15.6427	0	0.13333	0.50148	0	1.50612	0	0	0	0	0	0	0	0.40036	0	0	0.09977	0	0	0
D015179	4.11528	0	0.04336	0.13295	0	1.01567	0.03742	0.03466	0.03418	0	0	0	0	0.10173	0	0	0.08289	0.04305	0.23663	0.04677
Healthy	1.10668	0.04097	0.11216	0.07045	0	0.0234	0	0	0.02591	0	0	5.19844	0	0.00493	0	0	0	0.03376	0.00394	0.10186
Healthy	7.33575	0.56582	0.01935	0.82857	0.30412	0.57367	0	0.509	0	0	12.3911	0	0	0.59663	0	0.49863	0	0.00046	0	0
Healthy	1.53418	0	0.45824	0	0.3681	0.02492	0	0	0	0	0	0	0	0	0	0.21232	0	0	0	0
Healthy	6.00038	0.64322	0.17519	0.67306	0.82099	0.3843	0	0	0	0	0	3.01944	0	1.53138	0	0	0	0.00462	0	0
Healthy	0.69305	1.73078	0	0.33636	1.38478	0.21738	0	0	0	0	0	0	0	0.74629	0	0	0	0	0	0
Healthy	1.65263	0.72673	0.08207	0.28098	0.69979	0.38613	0	0.13282	0	0	0	0	0	1.13545	0	0.33531	0	0	0	0.00088
Healthy	0.09482	0	0.70175	0.12579	0	0	0	0	0.04311	0	0	0	0	0	0	0	0.09047	0.00484	0.02869	0.006
Healthy	0	0	0.07644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02188	0
Healthy	0.90784	0.10731	0.24324	0.06696	0.07317	0.00602	0	0.02258	0.01497	0	0	0	0	0.07294	0	0	0.07017	0.25018	0	0.0758
Healthy	5.8721	1.05115	0.1496	0.25205	0.36329	0.0203	0	0.12896	0	0	0	0	0	0.24197	0	0	0	0.00356	0.02721	0.03102
Healthy	1.96618	1.56238	0.03694	0.30952	0.01857	0.2346	0.32916	0.29809	0	0	0.13908	2.08561	0	0.06657	0	0	0	0.32458	0	0
Healthy	10.0945	0.32393	1.16592	0.09931	0.14037	0.27648	0	0.23615	0.01313	0	0	0	0	0.59028	0	0	0.56228	0	0.08632	0.0068
Healthy	0.96439	0.70183	0.4206	0.19322	0.26176	0.20598	0	0	0.00141	0	0	0	0	0.9138	0	2.34855	0.00639	0	0	0.00189
Healthy	4.65297	0	0.20913	0.10418	0.07776	0	0	0.0087	0	0	0	0	0	0.02629	0	0	0.00173	0	0	0.05231
Healthy	1.68695	0.0083	0.26831	0.00382	0	0.01356	0	0	0	0	11.4363	0	0	0.00602	0	0	0.0207	0	0	0
Healthy	5.89317	0.39305	0.51859	0.97441	1.57534	0.88978	0	0.08428	0	0	0	0	0	1.1731	0	0.03261	0	0.16782	0	0
Healthy	6.77289	0.6689	0.32009	0.2759	0.24612	0.35288	0	0.08169	0	0.00135	0	0	0	0.23652	0.64882	0	0	0	0	0
D015179	0.30637	0	0.01537	0.7543	0	0	0	0	0.82548	0	0	0	0	0	0	1.84618	14.2927	0	0.99472	0.48335
Healthy	1.73326	0.31917	0.29607	0.0085	0.01715	0	0	0	0	0	0	3.94902	0	0	0.04011	0	0	0	0	0
D015179	0.90371	0.58107	0.48879	0.64349	0.02353	0.13102	0.06424	0.22805	0.17242	0.0513	0	0.1184	0	0.09198	0	3.77268	0.00673	0.0054	0	0
D015179	0	0	0.6757	0	0.20614	0	0	0	0	0	0	5.54794	0	0	0	0	0	0	0	0
Healthy	3.6361	0	0.0214	0.11151	0	0.07052	0	0	0	0	0	0	0	0.00892	0	3.68613	0	0.39004	0	0
Healthy	38.0657	0.07861	0.01046	0.05377	0	0.03564	0	0	0	0	0	0	0	0.04724	0	0	0.00239	0	0	0.36661
Healthy	1.25069	1.54066	0.13731	0.15225	0.35584	0.20197	0	0.0352	0	0	0	0	0	0.56439	0	1.86661	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.76636	0.17558	0.09328	0.33974	0.27214	0.05031	0	0	0	0	0	12.3883	0	0.62249	0	0	0	0.02982	0	0
D015179	1.17249	0	0.49524	0.2381	0	0.35605	0.05105	0.24334	0.12254	0	0	0	0	0.18004	3.18476	0	5.04001	0	0.53132	0.32564
D015179	1.92405	0.21158	8.99026	2.11837	0.66667	0.5869	0	0.41509	0	0	0	6.03736	0	0	1.50245	0	0.13387	0	0.05806	0
Healthy	4.90462	0.0448	0.04052	0.1243	0	0	0	0.10329	0	0	0	0	2.81907	0.44309	0	0	0	0.00834	0	0
Healthy	1.27322	0	0.84718	0.02191	0.19769	0.02429	0	0	0.02454	0	0	5.53247	0	0	0	0	0.01364	0	0	0.00248
Healthy	4.48166	0.25463	0	0.46432	0.90624	0.47135	0	0.16153	0	0	0	0	0	0.17476	6.80856	0	0	0	0	0
Healthy	3.70652	0	0.22767	0	0.08639	0.01698	0	0.00573	0	0	0	0	0	0.00656	0	0	0	0.00864	0	0
Healthy	2.99825	0	0.0122	0.02035	0	0.03495	0	0	0.0416	0	0	0.0007	0	0.14135	0	0	0.0456	0	0.00177	0.01174
Healthy	1.77502	0.06458	0	0.19292	0	0.08504	0	0	0	0	0	0	0	0.00915	0	0	0.03746	0.20796	0	0
Healthy	4.01979	0.01427	0.02049	0.04063	0.01004	0.04787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.419	1.39471	0.04918	0.53018	0.50781	0.43666	0.17306	0.03901	0	0	0	7.98271	0	1.32947	0	0	0	0	0	0
Healthy	10.0904	0.06104	0.06815	0.26472	0.03623	0.07241	0.00362	0.01993	0	0	0	0	0	0.19752	0	0	0	0.54442	0	0.00166
Healthy	5.26976	0.10109	0.00229	0.02537	0	0	0	0	0	0	0	0	0	0.01022	0	0	0.19332	0.00294	0.044	0.0688
Healthy	0	0	1.54401	0.13997	0.11747	0.20827	0	0.01131	0.36546	0	0	0	0	0.53066	0	0	1.10858	0	0.49828	0.01248
Healthy	0	0.25755	0.19777	0.55792	0	0.67802	0.064	0	0.01391	0	0	0	0	0	0	0	9.54422	0	0	0.21443
Healthy	7.86889	0.16415	0.07549	0.00665	0.2722	0.12881	0	0	0.19168	0	0	0	0	0.19	0	0	0.00637	0.00571	0.04279	0.04795
Healthy	1.67461	0	0.37682	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10831	0.05599	0	0.01308
Healthy	2.036	2.38275	0.03333	4.14793	3.68749	1.0305	3.51662	0.40589	0.0253	0	0	0.34115	0	2.6826	0	0	0.0017	0	0	0
Healthy	7.93657	4.37568	0.24586	1.4966	2.09831	0.89109	0.18142	0.49857	0	0	5.59908	1.85356	0	0.57946	0	0	0	0.10204	0	0
Healthy	0	0	0.17083	0	0	0	0.01121	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.89377	0.53809	0.00617	0.28598	0.20046	0.16167	0	0.0135	0	0	0.26641	3.18409	1.32638	0.17298	0	0	0	0.0192	0	0
Healthy	0.88408	1.88457	0.00315	0.37771	6.10368	1.51266	0	0.33771	0.01134	0.15881	0	0	0	1.02358	0	0	0.0142	0.02924	0.00097	0.06565
Healthy	18.6226	0.17667	0.36345	0.97672	0.69141	0.41487	0	0.26372	0.00278	0	0.0123	0.01807	0.00793	0.20517	0	0.57666	0.01074	0	0	0.21013
Healthy	4.3988	0.75596	0.17671	0.46262	0.49994	0.38663	0.00125	0.05257	0.00318	0	0	0	0	0.42083	0	0	0.00472	0.00675	0	0.01035
Healthy	11.756	2.63884	0.00769	0.06835	0	0.65577	1.36038	0.21264	0.04544	0	0	0	0	4.37762	0	0	0.01602	0.16469	0	0.01018
Healthy	1.65789	0.03186	0.27917	0.01291	0	0.01112	0	0	0	0	11.0512	0	0	0.02566	0	0	0.0103	0.00461	0	0
D015179	0.01012	0	0.05857	0.10237	5.25197	0	0	0	1.71992	0	0	0	0	0.17263	0	0	3.31443	0.01469	0.31087	2.47788
Healthy	4.35067	0.12764	0.03823	0.35148	0	0.00723	0	0.08566	0	0	0	0	4.44745	0.76671	0	0	0	0.0605	0	0
Healthy	11.472	0.20163	0.02765	0.64181	0.82368	0.40836	0	0.1365	0	0	0.0345	0.15361	22.7881	0.15589	1.38538	0.01208	0	0.03184	0	0.01032
Healthy	0.2996	0.03622	0.02127	1.38123	0.23426	0.00566	0.20064	0.1901	0	0	0	0.08805	0	0.28761	0	0	0	0	0	0
Healthy	6.05677	0.02276	0.03414	0.01507	0.09205	0	0.36045	0	0	0	8.0024	0	0	0	0.88013	0	0	0	0	0
Healthy	7.71851	0.13073	0.01797	0.00557	0	0.08172	0	0	0.0363	0	0	0	0	5.481	0	0	0.00052	0	0.4234	0.01588
Healthy	5.81231	0.23031	0.08174	0.17359	0.25586	0.14092	0	0.06453	0.01387	0	0	0	0	0.12931	0	0	0.03868	0	0.0086	0.00677
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.31248	0.06077	0.03302	0.05044	0	0	0	0	0	0	0	0	3.63749	0.64657	0	0	0	0.04528	0	0
Healthy	0.11817	0	0.48644	0.29411	0.09736	0.3644	0	0	0	0	0	5.55126	0	0.25772	0	1.13352	0	0	0	0
D015179	8.48236	0.31754	0.0935	1.83255	2.9945	0.25678	0	0	0.00066	0	3.59725	1.18918	0	3.22957	0	0	0.03544	0.02422	0	0.0052
Healthy	5.54091	0.46759	0.42876	2.15447	5.97371	0.16343	0	0.5764	0.00435	0	0	0	0	2.89932	3.54093	0	0	0.07849	0	0
Healthy	6.12735	0.14836	0.08574	0.23219	0.1158	0.3633	0	0.12152	0	0	0.52759	0	0	0.17384	3.84709	0	0	0	0	0
Healthy	3.18869	0.04695	0.00506	0.19874	1.04654	0.08603	0	0.12352	0.00748	0	0	0	0	0.04751	1.79344	0	0	0.0093	0	0
D015179	4.13598	0.22115	0.04836	5.29811	0	0	0.2623	0.88098	0.00502	0.1213	0	0.60327	0.07282	2.50331	0	0.03068	0	0.00079	0	0
Healthy	2.20204	2.37015	1.42026	0.44402	0.64632	0.38187	0	0.20435	0	0	0	0	0	0.47426	0	0	0	0.05891	0	0
Healthy	27.6592	1.05425	0.07175	0.12214	0.40267	0.20901	0	0.15294	0	0	0	0	0	0.17623	12.4621	0	0	0	0	0
D015179	2.54563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.87901	2.2068	0.47254	1.26088	2.1151	0.49137	0.22195	0.59434	0	0	0	3.7903	0	2.20815	0	0.0401	0	0	0	0
Healthy	0	0	15.9755	0	0	0	0	0	0	0.17691	0	0	0	0	0	0	0.84097	0	12.5663	1.79372
Healthy	7.20935	0.0073	0.21964	0.01789	0.81808	0.03276	0	0.00464	0	0	0.03387	0.00472	0.00599	0.03618	0	0.03987	0.00731	0.00015	0	0
Healthy	3.52608	0.00793	0.0288	0.01863	0.03649	0.02174	0	0.01094	0	0	0.32702	1.51624	7.23257	0	0	0.37564	0.00846	0.15155	0	0
Healthy	0.98283	0	0	0	0	0	0	0	0.07883	0	0	10.622	0	0	0	0	0.34303	0.50884	0.36506	0.02253
Healthy	0.86701	0.38987	1.77151	0.22019	1.30022	0.49948	0	0	0	0	0	3.7759	0.31997	2.18993	0	0	0	0	0	0
Healthy	9.53132	0.4626	0.03178	0.67833	0.31069	0.26067	0	0.5784	0.00775	0	2.50581	6.17339	0	0.69632	0	0	0.36774	0	0.19806	0
Healthy	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.63265	0.9287	0.00952	0.99836	0.77282	0	0.13072	0	0.06087	0	0	0	0	0.13782	1.23038	0	0.04011	0	0	0
Healthy	1.95808	0.39357	0.3072	0.41669	0	0.05582	0	0	0	0	6.51424	0	0	0.21508	0	0	0	0.01528	0	0
Healthy	5.80888	0.50534	0.03166	0.72555	0.62218	0.54673	0.00564	0.13685	0	0.04036	0	4.34157	4.35461	1.77736	0	0	0	0.00829	0.00017	0.00268
D015179	14.7563	0.11439	0.286	0.25722	0.82616	0.23699	0	0.04288	0	0	12.1374	0	0	0.33215	0	0	0.01136	0	0	0.00236
D015179	18.321	1.0248	1.57946	0.26587	0.41899	0.41864	0.09063	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.32832	0	0.04221	0.04195	0.21412	0	0	0	0.01741	0	0	0	0	0	0	0	0.04036	0	0.20356	0.00652
D015179	26.1012	0.71721	0.0248	0.68566	1.5709	1.15046	0	0.56015	0	0	0	0	0	0.22308	0	0	0	0	0	0
Healthy	4.19445	0.00778	0.01323	0.06422	0.06227	0.04733	0	0	0	0	0	0	0	0	0	0	0	0.00901	0	0
Healthy	2.14559	0.06836	0.26291	0.01548	0.02386	0	0	0	0	0	0	0	0	0.03456	0	0	0	0.24334	0	0
Healthy	7.79271	1.11823	0.01434	0.64923	1.08281	0.43219	0	0.22066	0.00295	0	0	1.87074	17.7284	2.40709	0	0	0.04132	0.06115	0	0.0178
Healthy	1.53945	0	1.0576	0.03057	0.07182	0	0	0	0	0	0	0	0	0.1202	0	0	0	0	0	0
Healthy	2.32887	0.24956	0.14899	0.15394	0.19851	0.05519	0	0.0431	0.0068	0	0	1.35237	0	0.07438	2.52302	0	0	0	0.0094	0.0029
Healthy	3.25208	0.66853	0.02225	0.03842	0.07911	0	0	0	0	0	0	0	0	0.07832	0	0	0	0.11188	0	0
Healthy	2.3511	0.05731	0.04774	0.00704	0.01996	0	0	0	0	0	0	0	0	0.05727	0	0	0	0.26229	0	0
Healthy	9.38873	0	0.54005	0.84157	1.14539	0.65431	0	0.07108	0	0	0	0	0	0.46322	3.95932	0	0	0	0	0
Healthy	0.46439	0.56265	0.01436	0.29937	0.2839	0.07348	0.00155	0	0.00463	0	0	0	0	0.40841	0	3.86109	0.00616	0	0.00096	0
Healthy	4.42476	0.21165	0.04087	0.27329	0.07924	0.20591	0	0.02838	0	0	0	0	9.80824	0.61453	0	0	0	0.05455	0	0
Healthy	13.536	0.80868	1.15966	1.65986	0	0.43921	3.31825	0.6619	0	0	0	0	0	0.26493	0	0	0	0	0	0
Healthy	1.86857	0.07811	0.19626	0.15919	0	0.08972	0	0	0.00396	0	0	0	0	0.00855	0	0	0.04414	0.21457	0	0
Healthy	2.42985	0.16815	0.2647	0	0	0	0	0	0	0	0	1.34036	0	0	0	0	0.55127	0.04583	0	0.0137
Healthy	5.20293	3.86265	0	10.7882	1.80323	4.30303	0	0	0	0	0	0.11814	0	0.18405	1.91706	0	0	0	0	0
Healthy	1.37117	0	0.54828	0.00519	0.15331	0.00997	0	0	0.02306	0	0	5.90502	0	0	0	0	0	0	0.00351	0
Healthy	1.56627	0	0	0.0414	0	0.0164	0	0	0	0	0	0	0	0	0	0	0.00743	0.26069	0	0
Healthy	2.14458	0.75545	0.58192	1.82851	1.68544	0.5972	0	0.40562	0	0.01349	10.2844	0	0	1.58432	2.4818	0	0	0.01474	0	0
D015179	0	0	1.51779	0	0.54305	0	0	0	0	0	0	4.99287	0	0	0	0	0	0	0	0
Healthy	2.64489	0.00453	0.02446	0.21077	0.22336	0.21694	0	0.12372	0	0	0	0	0	0.25444	5.57201	0	0	0	0	0
Healthy	1.38269	0	0.46466	0.0077	0.17054	0.03229	0	0	0.01375	0	0	5.73941	0	0	0	0	0.00155	0	0.00171	0
Healthy	7.82754	0.54207	0.04272	0.49612	0.44033	0.12583	0	0.18657	0	0	0	0	0	0.5188	0	0	0	0	0	0
D015179	13.5495	0.16511	0.00625	0.55949	0.13482	0.28582	0	0.40731	0	0	0.00465	0.00485	0	0.35136	0	0	0.00479	0	0	0
Healthy	1.24235	0	0	6.52547	0	6.43845	0	0.68618	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.26741	0.56853	0.17836	0.41621	0.49066	0.23331	0	0.13162	0	0	0	4.81957	0	0.40599	0	0	0	0	0	0
Healthy	1.01248	0.03577	0.45415	0.04333	0.117	0.11938	0	0.13904	0.26193	0	0	22.344	0	0.00784	0	0	0.30404	0.04209	0.1206	0.00454
Healthy	0	0	0.13794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.42962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64445	0	0.00262	0.04909
Healthy	10.7971	1.35614	0.37445	3.27826	0.55551	0.79541	0.51607	0.42211	0	0	0.9767	0	5.68304	1.95539	0	0	0	0	0	0
Healthy	3.6521	0	0.4696	0.04477	0	0	0	0	0	0	0	0	0	0	0	3.64034	0	0.35965	0	0
Healthy	3.53311	0	0.23565	0.07662	0	0.07143	0	0	0	0	0	0	0	0	0	3.47172	0	0.433	0	0.02194
Healthy	7.37689	0	0.29763	0.48991	0.83439	0.25557	0.01896	0	0.01059	0.02383	0	0	0	0.46011	0	0	1.25315	0.14252	0.02428	0.0101
Healthy	10.4525	2.29417	0.08616	0.74266	1.14601	0.95346	0	0.5526	0	1.49722	0.36126	4.02156	0	0.74424	1.62095	0	0	0	0	0
Healthy	13.1738	2.97881	0.15212	0.91214	1.96539	0.55333	0.66988	0.54139	0	0.16392	0	2.36658	0	0.87011	1.52412	0	0	0.04103	0	0
Healthy	7.96898	1.37173	0.04213	2.42915	0	0.66005	0.15397	0.23334	0.0108	0	0	0	0	0.18328	0	0	0.00951	0	0	0
Healthy	23.1938	0	0	2.24459	1.25005	0.89869	0	0.58741	0	0	0	0	0	0.27352	2.69908	0	0	0	0	0
D015179	15.8494	0.9146	1.06387	0.05104	3.00936	0.99503	0.41354	0.24534	0	0	1.03412	0	0	0.0307	3.12839	0	0	0	0	0
Healthy	2.5812	1.32783	0.02371	0.35916	0.77584	0.28816	0.0621	0.26535	0	0.00252	4.90843	0	0	0.86177	0	0	0	0.04026	0	0
Healthy	3.68747	1.22485	0.01206	0.93517	0.2981	0.15698	0	0.05733	0	0	0	4.17569	0	0.40949	0	0	0	0	0.02469	0
Healthy	7.98751	0.13632	0.05578	0.15126	0.05578	0.13256	0	0.12783	0	0	0	0.18963	1.78435	0.05301	0	0	0	0.00114	0	0.02112
Healthy	1.11355	0.25737	0.03758	0.52206	0.6993	0.17017	0.26971	0.04133	0	0.03826	7.7012	6.98125	0	0.31414	0	0.3797	0	0.02046	0	0
Healthy	4.47299	0.0024	0.03581	0.01875	0.02335	0	0.26448	0	0	0.04049	14.9557	0	0	0	0.24554	0	0	0	0	0
Healthy	5.49425	0	0.00531	0.07528	3.90069	1.19353	0.15685	0	0.00474	0.06114	0	0	0	0.50972	0	0	0.01001	0.18365	0.02525	0.05684
Healthy	3.14863	0.05766	0.09511	0	0.0344	0	0	0	0	0	0	1.99673	0	0	0.85189	0	0	0	0	0
Healthy	18.062	0.49992	1.73861	1.63427	1.2423	1.69863	0	0.22088	0	0	0	0	0	1.28681	1.40714	0	0	0	0	0
Healthy	16.8632	0.26577	0.00521	0.34622	0.47997	0	0	0	0.08751	0	0.00111	0	0.02653	0	0	0	0.33881	0.39081	0	0.23245
Healthy	0.02963	0	0.00786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	79.5399	0	0	0	0	0	0.22265	0	0	0
Healthy	15.0865	1.10711	0.13705	2.72837	0	0.39943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.8163	0.13711	0.78946	0.97103	0.90583	0.57748	0	0.07758	0	0	0	0	0	0.32426	3.79571	0	0	0	0	0
Healthy	1.12954	1.83918	0.15484	0.18804	1.31398	0.37122	0.6528	0.12658	0	0	0	0	0	0.67894	0.29629	0	0	0.01552	0	0
Healthy	22.0754	0.05006	0.06766	0.29069	0	0.28268	0	0	0.03289	0	0.14559	0.00279	0.0663	0.4436	0	0.00777	0.14938	0.24481	0.01367	0.00321
Healthy	0.00499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0
Healthy	3.82362	1.62878	0.00077	0.20248	0.76524	0.3202	0	0.12868	0.00489	0	0	16.0873	15.8423	0.35237	0.00449	0	0	0.00077	0	0.0205
Healthy	9e-05	0	0.71155	0	0	0	0	0	0.14393	0	0	0	0	0	0	0	0.34622	0	0	0
Healthy	7.06813	0	0.11894	0.01261	0	0	0	0	0.09622	0	0	0	0	0	0	0	0.102	0.01982	0	0
Healthy	0.50967	0.18213	0.3397	0.03696	0.20915	0.0742	0	0	0	0	2.41849	0	0	0.1086	3.1767	1.83382	0	0.25346	0	0
Healthy	2.13626	0.06065	0.10508	0.19898	0	0.11145	0	0	0	0	0	0	0	0.00318	0	0	0.0208	0.19767	0	0
Healthy	0	0	0.40699	0	0	0	0	0	0.01559	0	0	0	0	0	0	0	0.03077	0	0	0
Healthy	0.04218	0	0.02677	0.03962	0	0	0	0	0	0	0.00018	0.01083	0.00772	0	0	0	0	0	0	0
Healthy	7.28957	0.24436	0.72367	0.14812	0.29535	0.03539	0	0	0.14054	0	15.563	0	0	0.0075	0	0	0.11296	0.37347	0.0681	0.18989
Healthy	7.16892	0	0.04508	0.68552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.11059	1.63043	0.62097	0.32534	0.28079	1.14067	0.15562	0	0.00102	0.07031	0	0	0	0	0	0	0.13418	0	0	0
Healthy	3.17109	2.31971	0.16971	1.12602	1.79866	2.27529	0.0081	0.40769	0.06295	0.00257	2.66553	0.7931	0	2.63983	0	0	0.71006	0.00766	0.00123	0.0113
Healthy	3.60797	1.83225	0.01442	0.2542	1.20722	0.0125	0	0.10499	0	0	0	0	0	0.0991	0.12298	0	0	0	0	0
Healthy	2.28774	0.84458	0.03822	0.47161	0.08251	0.15774	0	0	0	0	0	1.27103	0	0.23825	0	2.18294	0	0.12171	0	0.011
Healthy	4.77443	0	0.19539	0.03298	0.01472	0	0.53944	0	0	0	0	7.01125	0	0	0	0	0	0.03345	0	0
Healthy	1.08933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16545	0	0
D015179	15.2551	0	12.1336	0.35828	0	0.7192	0.10336	0.15287	0	0	0	0	3.54836	0	0	8.85253	0	0	0	0
Healthy	0.10248	0	0.00377	0.14343	0	0	0	0	0.04411	0	0	0	0	0	0	0	0.07762	0	0.01803	0.01527
Healthy	8.67909	0.83176	0.42815	0.62314	0.49364	0.10535	0.04989	0	0	0	0	0	0	0.54764	0	0	0.02575	0.03738	0.05453	0.00912
Healthy	4.33854	2.4234	0.22929	7.17877	0	0.39187	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26198
D015179	13.9175	1.05896	1.92572	2.78916	1.76417	0.92978	0	0.25993	0	0	0	0	0	5.19026	0	0	0	0	0	0
Healthy	0	0	0.38919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.3259	0.52498	0.22628	0.55377	1.05002	0.46388	0.35849	0.16127	0	0	0.86819	0	8.93761	1.12191	0	0	0	0	0	0
Healthy	9.23643	0.38782	1.13776	0.59878	0.59836	0.32596	0	0.3618	0	0	0	1.54572	0	2.56839	0	0	0	0	0	0
Healthy	13.095	0.60146	0.05337	0.17108	0.31548	0.76528	0	0.06315	0	0	0.00135	0.1316	1.44525	0.38382	0	0	0	0.00643	0	0
Healthy	8.70455	3.73532	0.0042	0.74421	1.74	0.43096	0	0.10802	0	0	0	0	0.34671	0.80016	0	0	0	0.0042	0	0
Healthy	5.24908	0.09503	0.27934	0.18788	0.111	0.03096	0.03145	0.002	0	0	8.09544	0	0	0.01344	3.26728	0	0	0	0	0
Healthy	3.43767	0.35209	0.24056	0.42803	0.79169	0.22671	0	0.34097	0	0	11.0216	4.12158	0	0.5881	0	0	0	0	0	0
Healthy	3.32931	0	1.15382	0	0	0	0.13624	0	0	0	0	0	0	0	0	0	1.32227	0.27169	0.06619	0.39174
Healthy	0.09492	0	0.00876	0.17748	0	0	0.01031	0	0.04193	0	0	0	0	0	0	0	0.0729	0.0081	0.02209	0.02061
Healthy	8.90022	1.18164	0.13594	0.82865	0.63904	0.05269	0	0	0	0	3.14344	0	0	0.87443	0	0	0	0.00578	0	0
Healthy	12.0881	0	0.08697	0.39392	1.77116	0	0.53715	0.20561	0	0	0	0	0	2.48434	0	0	0	0.06759	0	0
Healthy	1.81967	2.11058	0.53881	2.36949	0.77055	2.5752	0.14946	0.17338	0	0	0	2.89315	0	2.54872	0	0	0	0	0	0
