group	Faecalibacterium_sp900539885	Enterocloster_aldenensis	Mediterraneibacter_torques	Blautia_A_wexlerae	Bariatricus_comes	Dorea_formicigenerans	Streptococcus_thermophilus	Coprococcus_A_catus	Muricomes_sp000509105	Lactococcus_lactis_E	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	3.36616	0	0.09152	0	0	0.01255	0	0	0	0.06279	0	0	0	0	0	0	0	0.00407	0	0
D015179	6.62532	0	0.08183	0.04744	0	0.81837	0	0	0	0	0	0	0	0.01714	0	0	0.0827	0.10452	0.15709	0
D015179	4.77968	0.03127	0.09185	1.19956	1.98979	0.81001	0.0187	0	0	0	2.70052	0.69815	0.57504	0.29265	0.83158	0	0	0	0	0
D015179	5.97561	0	0.17754	1.83953	6.39026	0	0	0	0.19725	0	0.06497	0	3.14992	0.03708	0	0	1.16521	0	0.98838	0.10446
Healthy	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.74589	0.50162	2.69161	0.03799	0.05702	0.16576	0.02002	0.07032	0.05269	0	2.01625	0	0	0.12357	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.85224	0.0202	0.03117	0.01819	0.00225	0	0	0	0	0	0	0	0	0.05138	0	0	0	0.27631	0.00859	0.06899
Healthy	1.30134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65343	0	0.01508	0.08265
Healthy	8.97394	0	0.13936	0.00365	0	0	0	0	0.78002	0	0	0	0	0	0	0	17.369	0	0.98967	0.24972
D015179	3.28803	0	8.17477	0.22949	0	0.20252	0	0	0	0	0	0	0	0.0271	0	0	0	0	0	0
Healthy	3.60867	0.73193	0.00478	0.14612	0.17707	0.0856	0	0.03001	0	0	0	0	0	0.00544	0	0	0	0	0	0
Healthy	4.93733	0.08247	0.21821	0.2167	0	0	0.03832	0.15124	0	0	0	0	7.35643	0.98426	0	0	0	0.03146	0	0
Healthy	5.95576	1.0228	0.08502	0.39852	0.49944	0.20881	0	0.23032	0.18959	0	0	0	0	0.45028	0	0	0.03045	0.11219	0.12549	0.1341
D015179	7.98034	1.04207	0.04429	0.69771	0.40601	0.35569	0.93517	0.16503	0	0	0	6.04983	0.04502	0.23266	0	0.96141	0	0	0	0
Healthy	8.7384	0.10184	0.04053	0.67419	0.46006	0.11536	0	0.54362	0.05771	0.00877	0	0	0	1.12538	0	0	0.23173	0.0005	0.04734	0.00088
Healthy	0.13883	0.08576	0.38381	0.0522	0.25426	0.58301	0.00171	0	0.03962	0	4.69939	0	0	0.05618	0	0	0.03792	0.09698	0	0.03063
Healthy	3.89302	1.35721	0.08248	0.40114	0.61408	0.12886	0	0.10137	0	0	0	0	0	0.31031	0	4.73461	0	0	0	0
Healthy	0.11187	0	0.00557	0.18079	0	0	0.00571	0	0.03467	0	0	0	0	0	0	0	0.08244	0.01152	0.02794	0.01279
Healthy	11.0999	0	1.93849	2.17074	1.9915	0	1.31381	0	0	0	0	3.9088	0	1.48763	0	0.60696	0	0	0	0
D015179	9.32054	0.26933	0.47892	0	0.44224	0.3295	0.37751	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.36339	0.77981	0.5911	0.10055	1.00579	0.31746	0	0.02972	0	0	0	0	15.4321	0.29127	0	0	0	0.09477	0	0
Healthy	6.02286	0.49817	0.0353	0.2139	0.39766	0.15089	0	0.04715	0	0	0	11.2416	0	0.41375	0	0	0	0	0	0
D015179	7.10499	3.24675	0.01437	0.22486	1.01449	0.42895	0.46105	0.28516	0.00762	0	0.00969	0	0	0.15643	0.22183	0	0	0.00354	0	0.00056
Healthy	2.81074	0	0.96057	0	0	0	0.05052	0	0.10051	0	0	0	0	0	0	0	2.26245	0.10453	0.13788	0.44509
Healthy	5.07754	0	1.78913	0	0.07456	0	0	0	0	0	0	0	0	0	0	0.64765	0	0	0	0
D015179	3.75511	0.06402	0.04773	0.12008	0.43392	0.12299	0	0.08816	0.00791	0	0	0	0	0.61327	0	0	0.02071	0.03412	0.01241	0.00664
Healthy	1.62934	0.00785	0	0.00713	0	0.01632	0	0	0	0	0	0	0	0	0	0	0	0.14531	0	0
Healthy	3.45506	0	0.13928	0.05334	0.03594	0	0	0	0	0	0.01229	0	0	0	0	0	0.00562	0.19631	0	0.06862
Healthy	10.9228	0.14356	0.17118	0.39125	0.26971	0.11078	0	0.17352	0	0	0	2.90731	0	0.02408	0	0	0	0.04622	0	0
Healthy	4.33669	0	0.1055	0	0	0	0	0	0	0	1.15824	0.28575	0	0	0	0	0.33159	0.02889	0	0
Healthy	2.45101	0	1.23859	0	0	0	0.07207	0	0.12835	0	0	0	0	0	0	0	2.42528	0.13374	0.16207	0.47969
Healthy	16.6242	0	0.00474	0.24163	0	0.21021	0	0.12395	0.02223	0	0	0.01633	0.02877	0.26801	0	0	0.04555	0.07106	0.02545	0.03087
Healthy	0.40084	0	0.02115	0.03315	0.05932	0	0	0.01205	0.0009	0	0	0	0	0.01831	0	0	0.21617	0.0134	0.00202	0.09586
Healthy	20.3138	3.33508	1.25814	1.44976	1.28903	1.39927	0	0	0	0	0	1.15165	0	1.74869	7.61618	0	0	0	0	0
Healthy	0	0	0.01055	0	0	0	0	0	0	0	0.19146	0	0	0	0	0	0	0	0	0
Healthy	2.33477	0	3.32961	0	0	0	0	0	0.16229	0	0	0.53522	0	0	0	0	5.68524	0.14909	1.80086	1.26654
D015179	9.1098	0	0.06349	1.69913	5.83287	0	0	0	0.22634	0	0.01334	0	3.36651	0	0	0	0.5136	0	1.17555	0.1269
D015179	3.78487	0.63195	0.095	0.7024	0.61432	1.01912	1.23742	0.24463	0.00782	0.0748	8.30058	0	0	0.14066	0	0	0	0	0	0
Healthy	0.93458	0.09844	0.11128	0.06446	0.0901	0.01617	0	0.01443	0.01125	0	0	0	0	0.06631	0	0	0.04822	0.30087	0	0.09802
Healthy	0.44599	2.29521	0.26461	0.20694	1.42807	0.05047	0	0.40697	0.02092	0	19.3606	0	0	0.40015	0	0	0	0	0	0.00671
Healthy	27.3379	2.20511	0.46858	0.89208	0.91639	0.28684	0.11859	0.22791	0	0	0	1.99541	0	0.42947	1.71655	0	0	0	0	0
Healthy	8.84623	2.18663	0.14649	0.44256	1.28634	0.25765	0	0.14156	0	0	0.01078	0.28981	0.93653	0.72681	0	0	0	0.00039	0	0
Healthy	1.6754	0.01307	0.16671	0.01195	0	0.01454	0	0	0	0	0	0	0	0	0	0	0	0.13016	0	0
D015179	3.13945	0.06929	0.01223	0.14373	0.09795	0	0	0.06976	1.59752	0	0	0	0.00462	0	0	0.23704	0.03727	0.00673	0	0
Healthy	0.38265	0.38006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.2539	0.03342	0.27688	0.10432	0.43455	0.02606	0	0	0	0	0	0	0	0.42374	2.05634	0	0	0	0	0
Healthy	1.01859	0	0	0.00986	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0.17312	0	0
Healthy	0.40947	0	0.0168	0.03414	0.05519	0	0	0.01466	0	0	0	0	0	0.01036	0	0	0.20992	0.01126	0	0.09969
Healthy	4.77005	0.10754	0.03012	0.24729	0.38026	0.11045	0	0.05768	0	0	0	0	0	0.54808	0	0	0.04473	0	0	0
Healthy	0.00136	0	0.00932	0	0	0	0	0	0.1658	0	0	0	0	0.09124	0	0	0.12603	0	0.68936	0.07705
Healthy	1.88624	0.05591	0	0.20582	0	0.08321	0	0	0.01017	0	0	0	0	0.02852	0	0	0.03194	0.16454	0	0
D015179	1.15584	0.3146	6.01897	2.69325	0.85898	0.80204	0.58467	0.78343	0	0.38976	0	6.85762	0.00331	0.2606	1.46803	0	0.18548	0	0.1765	0.05456
Healthy	0	0	0	0	0	0	0	0	0.59901	0	0	0	0	0	0	0	3.06689	0	1.38174	0
Healthy	4.25935	1.39323	9.61954	0.52078	0.42585	1.45594	0.68925	0	0	1.41068	0	0	0	2.00749	0	0	0	0.04685	0	0
Healthy	10.9615	0	0.07598	0.34225	1.66693	0	0.53535	0.17265	0	0	0	0	0	2.29728	0	0	0	0.06138	0	0.00505
Healthy	5.79401	1.39563	0.16449	1.76297	0.36626	0.56625	0	0.2434	0	0	0	0.09095	0	1.83804	0	0	0	0	0	0
D015179	39.6791	0.32927	0.96246	0.43781	0.70373	0.8802	0	0.04974	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.59166	0	0.03548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3228	0.57337	0.04049
Healthy	0.11478	0	1.04049	0.14065	0	0	0.01391	0	0.04151	0	0	0	0	0	0	0	0.06765	0.00352	0.02386	0.00156
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.65922	0.00305	0.68722	0.01506	0	0.02371	0.08361	0.00729	0.00038	0	0.12052	0.00147	11.4097	0.00367	0	0	0.10477	0.10499	0	0
D015179	8.00352	6.08657	0.04714	2.21134	3.3051	0.83351	0	0.25532	0.00032	0	0	0	0	1.34342	0	0	0.00071	0	0.0277	0.00125
Healthy	7.85285	0.74823	0.06369	0.32489	0.34284	0.04986	0.05784	0.10755	0	0	2.02933	0.55639	3.05271	0.63368	0.95657	0.78093	0	0.00511	0	0
Healthy	2.89893	0.60754	0.00691	0.24101	1.34834	0	1.67072	0.07289	0.00274	0	0	0.00184	0	2.12998	0	0	0.07132	0.00058	0.00063	0.02308
Healthy	9.96416	1.17838	0.03043	0.65774	1.80453	0.49583	0.2361	0.3209	0	0.00825	0	0	13.8579	0.7793	0	0	0	0.018	0	0.00648
Healthy	0.29439	0.21952	0.52288	0.15036	0	0.00799	0	0	0.41525	0	0	0	0	0.0151	0	0	0.92957	0.00876	0.04163	0
Healthy	3.09986	0.04954	0	0.083	0	0	0	0.08288	0	0	0	0	2.72794	0.62809	0	0	0	0.03134	0	0
Healthy	2.49104	0.19443	0.22377	0	0	0	0	0	0	0	0	1.31608	0	0	0	0	0.45171	0.03924	0	0
D015179	3.07705	2.04299	0.07973	0.67639	0.77548	0.97982	2.02836	0.47386	0.00057	0.004	0	0	0.51425	2.54534	0	0	0.0066	0	0	0
Healthy	1.19643	0.33435	0.02715	0.26307	0.27494	0.13007	0	0.12095	0	0	0	8.28783	0	0.74421	0	0	0	0.07583	0	0
D015179	5.63609	0.47249	0.24549	0.75721	0.9961	0.33053	0.34918	0.49985	0.29093	0	0.34427	0.79284	0	0.34924	0	0	0.00252	0.08734	0.28203	0
Healthy	1.50752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63036	0	0.02367	0.1017
Healthy	2.18052	0.06695	0.05596	0.02311	0.01192	0.00425	0.2548	0	0	0	0.03373	0	0	0.00791	0	0	0.02152	0.25675	0	0.01113
Healthy	5.89465	0.21454	0.01692	0.16455	0.94192	0.22108	0.02558	0.17528	0	0	0	0	0	0.67444	11.3545	0	0	0	0	0
Healthy	4.34128	0.33291	0.27697	0.1666	0.29754	0.09919	0	0.11653	0	0	0	0	0	0.13127	0	0	0	0	0	0
D015179	15.6012	0	0.28729	0.02428	0.06973	0.26902	0	0	0	0	0	5.51365	0	0.34382	0	0	0	0	0	0
Healthy	0.10933	0	0.02943	0.0785	0.34007	0.20348	0	0	0	0	0	0	0	4.74227	0	0	0.29053	0.11897	0	0
D015179	9.75391	1.58936	0.26904	0.1539	1.44783	0.99538	0.00565	0.35067	0	0	0.13177	3.48013	0	0.40686	0	0	0	0	0	0
Healthy	7.41547	0	0.06623	0.0646	0	0	0	0	0.05374	0	0	0	0	0	0	0	0.0587	0.03655	0	0
Healthy	1.88756	0.26794	0.21757	0.1194	0.30007	0.197	0	0.06211	0	0	0.95396	0	0	0.40011	4.33249	0	0	0.01565	0	0
Healthy	14.3527	0.56946	2.94672	4.54149	2.38164	5.60914	0	0.91717	0	0.07944	0	0	0	5.63275	0.60492	0	0	0	0	0
Healthy	3.46182	5.19683	0.01645	1.70506	1.74075	1.75085	0.00538	0.32185	0	0.03983	0.03096	0.24	0	5.83803	0.00624	0	0.00281	0	0	0
Healthy	3.34998	0.09005	0.57714	0.1212	0.16124	0.26581	0	0.16657	0	0	0	0	0	0.76011	0	0	0	0	0	0
Healthy	1.9173	0.69805	0.3672	0.8651	0	0.4979	0	0	0.03222	0	0	12.2013	0	0.43905	0	0	0.23483	0	0.11424	0.02389
Healthy	0.00584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10563
D015179	2.21714	0.2314	0.16851	0.24195	0.61335	0.64158	0.09184	0.00075	0.0702	0	0	0	0	0.39714	0	0	0.02332	0	0	0.03381
Healthy	3.84531	0	0.11307	0.0265	0.04213	0.00584	0	0	0	0	0	0	0	0	0	0	0	0.00581	0	0
Healthy	1.36302	0	0	0	0	0	0.00834	0	0	0	0	0	0	0	0	0	0.65475	0	0.03947	0.05568
Healthy	5.91026	0	0.30902	0.66261	0.19007	0.10806	0	0.28349	0	0	0	0	0.91315	1.0191	3.17791	0	0	0.00699	0	0
Healthy	8.48811	0	0.3297	0	0.01814	0.05204	0	0	0	0	0	0	0	0	0	0	0	0.00732	0	0
D015179	4.26292	1.55792	0.03545	0.51143	0.77693	0.28858	0	0	0	0	0	0	0	3.82378	0	0.69969	0	0.01123	0	0
Healthy	0.37684	1.13521	0.19296	0.11031	0.24617	0.25573	0.00229	0.07557	0	0	0	0	0	0.39516	0	0	0	0	0	0
Healthy	7.94932	0.16468	1.77683	1.90732	4.07631	0	0	0.25444	0	0	0	0	0	1.93673	3.16388	0	0	0.05601	0	0
Healthy	1.33063	0	0.06643	0.02782	0.18841	0	0	0	0	0	0	0	0	0	0	0	0.06164	0	0.19034	0
Healthy	6.16123	0.15557	0.55186	0.08483	0.04307	0.06334	0	0.02951	0	0	0.81006	2.52123	2.08985	0.11583	0	0.01781	0.01451	0.00048	0	0.0526
Healthy	7.77486	0.0515	0.02682	0.16765	0.02658	0	0.03801	0.02203	0.00021	0	9.77654	9.12669	0	0.10631	0	1.27751	0.86731	0.00869	0	0.07281
Healthy	0.14551	0	0.04693	0.02855	0	0	0	0	0.23142	0	0	0	0.27269	0	0	0	0.01522	0	0.27132	0.04779
D015179	9.78911	0.48252	0.02565	2.09241	0.80175	0.53763	0	0.09284	0	0	0	0.00679	0	0.65712	0	0	0	0.08715	0	0.00283
Healthy	6.55325	0.06861	0.30142	0.00971	0	0.01378	0	0	0	0	5.44689	0	0	0	0	6.85736	0	0	0	0
Healthy	5.26283	0.53856	0.36052	0.53581	0.52489	0.3198	0	0.08934	0	0	0	1.38081	0.22684	0.543	0	0	0	0	0	0
Healthy	5.2759	0.12829	0.14598	0.22387	0.2302	0.19975	0.06978	0.04524	0	0	10.2433	26.5231	0.00146	0.24817	0	0.4875	0.00785	0.27777	0	0.00266
Healthy	13.1177	0	0.10166	4.56435	1.25508	0.5304	0	0	0.05042	0	0	0	0	4.48	0	0	0.05818	0.00441	0	0.05542
Healthy	1.39867	0.59874	0.05029	0.04266	0.09436	0.05696	0.03715	0	0	0	0	1.58942	0	0	0	0	0	0	0	0
Healthy	6.55498	2.41936	0.19277	1.37619	0.57493	0.70653	0.00546	0.36489	0.00061	0	0.88648	0	0.70409	1.47699	0	1.03796	0.00571	0	0	0.00035
D015179	6.94333	0.52047	1.33537	0.56964	0	0.14367	0	0.64962	0	0	0	0	0	0.18981	0	0	0	0	0	0
Healthy	1.97956	0.05999	0.08632	0.0793	0.04174	0.04569	0.25135	0.03729	0	0	0.00882	0.84525	0.52955	0.12549	0	0.01093	0	0.00581	0	0
Healthy	3.07065	0.06224	0.08914	0.10694	0.34656	0.16567	0	0	0	0	0	5.30628	0	0.24302	0	0	0	0	0	0.04352
Healthy	0.00063	0	0	0	0	0	0	0	5.06652	0	0	0	0	0	0	0	0	0	0	0
D015179	9.29187	0.05146	0.22251	0.12369	0.20565	0.36932	0.10915	0	0	0	0	6.72943	0	0.69664	0	0	0.00833	0.0009	0	0.00162
Healthy	22.1227	0.28947	0.28145	0.32196	0.05512	0.29736	0	0.03021	0.02227	0	0.00158	0	0	0.4571	0	1.07263	0.01299	0.00867	0.0111	0
Healthy	15.6651	0.03169	0.10165	0.14961	0.03823	0.05804	0.12115	0.02343	0.0115	0	5.62615	10.6602	8.5041	0.09917	0	0	0.21045	0	0	0.00225
Healthy	3.51086	0	0.26585	0.11992	0.54602	0.59356	0	0.1217	0	0	0	0	0	0.37538	5.00233	0	0	0	0	0
Healthy	7.78592	0.05943	0.03352	0.21056	0.03232	0	0.04642	0.02002	0.00301	0.00706	11.7825	11.1511	0	0.13257	0	1.53794	0.97045	0.01269	0	0.085
Healthy	13.7774	1.1824	0.3799	2.09826	0	0.59232	0	0	0	0	0	0	0	0.01658	0	0	0	0	0	0
D015179	6.82155	0.49481	0.11396	0.91378	0.60361	0.06266	0.05035	0.57316	0.15145	0	0	0	0	0.11626	0.03217	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.84716	0.00363	0.01592	0.17166	0.03369	0.00483	0	0.02168	0	0	0.03671	3.12623	0.03036	0	0	0.04315	0	0.01843	0	0.01127
Healthy	2.98849	2.53307	0.49496	1.91896	2.19451	0.07475	0	0	0	0	1.87983	0	0	2.88	0	0	0	0.09064	0	0
Healthy	6.19288	0.16812	0.39661	0.30948	0.02394	0.22946	0	0.16408	0	0	0	0	0	0	0.2671	0	0	0	0	0
Healthy	0.98175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.81197	0.48304	0.02397	0.20038	0.65885	0.27903	0.02403	0.07033	0.04932	0	0.29903	0	0.16242	0.24326	6.37101	0	0	0.00112	0	0
Healthy	1.37762	0	0	0	0	0	0	0	0	0	0	0	0	0.82847	0	0	0	0	0	0
Healthy	5.23823	1.28451	0.06742	0.42914	1.03107	0.42677	0.07969	0.40635	0.03075	0.7781	4.83596	0	0.03192	1.76766	1.95551	0	0.04769	0	0.07787	0
Healthy	7.20022	0	0.08172	0.06754	0.00734	0.00544	0	0	0.04195	0	0	0	0	0	0	0	0.04371	0.02085	0	0
Healthy	2.74232	0.03423	0.06653	0.03653	0.08773	0.03839	0	0.09848	0	0	0	0	0	0.13645	0	0	0	0	0	0
Healthy	5.53753	0.10913	0.69384	0.6589	0.76801	1.746	0	2.323	0	0	0	0	0	0.37718	12.2577	0	0	0	0	0
Healthy	1.31569	0	1.29326	0.00313	0.12878	0	0	0	0.01483	0	0	6.0603	0	0	0	0	0	0	0	0
Healthy	2.11787	1.45616	0.17969	0.29276	0.60325	0.26436	0	0.17557	0	0	0	3.32284	0	0.62547	0	0.03225	0.00085	0.04608	0	0.00216
Healthy	2.57487	0	3.56064	0	0	0	0	0	0.14332	0	0	0.47091	0	0	0	0	5.60497	0.13159	1.87203	1.17997
Healthy	1.40939	0.5623	0.05646	0.02975	0.10507	0.04591	0.0756	0	0	0	0	1.69086	0	0	0	0	0	0	0	0
Healthy	0.61694	0	0.70856	0.19966	1.02949	0	0	0	0	0	0	0	0	0.28197	0	0	0.10374	0	0	0
Healthy	0.88225	0.50429	0.02892	0.29632	0.40574	0.23687	0	0.05771	0	0	0.08827	2.32426	0.8952	0.05091	0	0	0.07067	0	0	0.01153
Healthy	2.17683	0.35637	0.02835	0.28347	0.27846	0.05736	0	0.09657	2.9468	0	0	0	0	0	0	0	0.15951	1.46997	0.14479	0
Healthy	1.18111	0.0369	0.0818	0.06124	0	0.01111	0	0	0.02762	0	0	4.90517	0	0.00334	0	0	0	0.01762	0.01623	0.08261
D015179	13.3736	0	0.21922	0.21733	0.0681	0.04872	0	0.14563	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.04316	1.93821	0.00886	0.23912	0.26315	0.16113	0.04723	0.07562	0	0	0	0	0	0.74319	0	0	0	0	0.00399	0
Healthy	1.07191	0.21724	0.16195	0.46406	0.0185	0.01587	0	0.01341	0	0	0	0.52493	0	0.08665	0	0	0	0	0	0
D015179	1.89045	2.28397	0.05463	0.48486	1.33444	0.70648	0	0	0.14169	0	5.21585	0	0	0.42437	0	0	5.13457	0.00443	0.03069	0.08534
Healthy	11.682	0.32461	0.06153	1.25771	0.72295	0.42121	0.27122	0.10583	0.03436	0.00047	0	0	0	0.44579	0	0	0.0172	0	0.23468	0.0031
Healthy	0.4862	0	4.46274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.0396	1.15878	0.64783	0.09158	0.30164	0.13705	0	0.06446	0	0	0	0	0	0.09464	4.47682	0	0	0	0	0
Healthy	0.39706	0	0.00744	0.03307	0.04993	0	0	0.0092	0	0	0	0	0	0.02161	0	0	0.20628	0.01313	0	0.07132
Healthy	5.41627	0.08991	0.28822	0.05341	0	0	0	0	0	0	0	0	0	0.01455	0	0	0.18901	0.00733	0.03027	0.03789
Healthy	0.23224	0.37798	0.01836	0.15615	0.50135	0.39601	0	0.13744	0	0	0.82474	14.9221	2.01835	0.33302	1.78144	0	0	0	0	0
Healthy	7.30142	0	0.12604	1.97014	1.26519	0.01663	0.46614	0	0.01375	0.01729	0	0	0	1.60361	0	0	0.00491	0.21463	0.01017	0.04197
Healthy	0.00403	0	0.00599	0.00913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.55948	0	0.30822	0.03654	0	0	0.46318	0	0	0	0	6.96022	0	0	0	0	0	0.07483	0	0
Healthy	10.8539	2.5804	0.08755	0.67388	2.72096	0.65191	0.03814	0.46982	0	0	0.08826	1.16666	6.7559	1.94593	0	0	0.0003	0.01987	0	0.01939
Healthy	16.5485	0	0.80214	0.28728	0.8453	0	0.33736	0.04049	0	0	0	0	0	1.15529	0	0	0	0	0	0
Healthy	1.62259	0	0.00544	0.02197	0.01248	0.03158	0	0.02562	0.00611	0	0.4334	0	0	0	0	0	0	0	0	0.01062
Healthy	0	0	1.80805	0	0	0	0.045	0	0	0	13.1722	0	0	0	0	0	4.99426	0.08939	1.43774	0.36106
Healthy	0	0	0.08671	0	0	0.05121	0.13998	0	0	0	0	0	0	0	0	0	0.04054	0	0	0
Healthy	4.19395	0.00622	0.14802	0.06075	0.15944	0.05541	0	0.00732	0.00576	0	0	0	0	0	0	0	0.00786	0.07751	0	0.13162
Healthy	6.34366	0	0.008	0.00176	0.26927	0	0	0	0.00388	0	0.00268	0.00826	10.4653	0.72378	0	0	0.19454	0.46264	0	0.01173
Healthy	7.08009	0.93808	0.33043	1.27883	0.53431	0.90018	0.01761	0.5914	0	0.14182	1.51749	0.46725	1.66204	1.68092	1.24294	0	0	0.28927	0	0
Healthy	2.50568	0	3.61301	0	0	0	0	0	0.10921	0	0	0.59317	0	0	0	0	5.78159	0.17873	1.96452	1.26984
Healthy	1.73439	0	0.07279	4.06449	0	0	0	0	0.00607	0	0	0	0	0.35005	0	0	0.03008	0.00584	0.00027	0
Healthy	0.49956	0	0.65743	0	0	0	0	0	0	0	19.522	0	0.781	0	0	0.64053	0	0.04607	0	0
Healthy	17.6109	0	1.4959	0.28783	0.68297	1.6565	0	0	0	0	0.9409	0	0	2.3264	0	0	0	0	0	0
Healthy	4.16388	0.02402	0.02274	0.0212	0.01754	0.02193	0	0	0	0	0	0	0	0	0	0	0	0.02032	0	0
Healthy	12.9825	2.98658	0.58194	1.39602	0.99878	1.0285	0	0.07065	0	0.01474	0	0	0	3.86381	0	0	0	0	0	0
Healthy	5.27139	1.35563	0.1967	0.0775	0	0.84245	0.05264	0	0	0	0	0	0	0.04561	0	0	0	0	0	0
Healthy	2.96062	0.5246	0.10655	0.11398	0.36599	0.66633	0	0	0.19334	0	8.97624	0	0	0.06702	0	0	0.10212	0.05176	0.39146	0.02769
Healthy	8.72739	0.84836	0.10933	0.12526	0.53276	0.22359	0	0.29422	0	0	0	0	0	0.26759	0	0	0	0.03037	0	0
Healthy	5.31525	0.08596	0.23218	0.15352	0.07912	0.03892	0.06648	0.00195	0	0	8.28974	0	0	0	3.40753	0	0	0	0	0
Healthy	3.05349	0.31082	0	0	0.31352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227
Healthy	13.2907	0.54812	0.31827	0.49286	0.24589	0.16943	0	0	0	0	0	0.40777	0	0.71797	0	1.06303	0	0.00273	0.02086	0.01994
Healthy	4.87011	0.1231	0.52887	0.44237	0	0	0.00375	0	0	0	0.00039	0.25036	19.0796	1.4544	0	0	0.02278	0	0	0.01398
Healthy	1.36351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.96137	3.05692	0.33659	0.49198	1.12104	0.64873	0	0.0741	0	0	0	0	0	0.25848	0.02442	0	0	0	0	0
Healthy	0.73419	0	0.00399	0.06699	0.25468	0	0.02105	0.05649	0.01363	0.00472	30.437	7.41742	0	0.39933	0	0	0.17951	0	0.03153	0.02129
Healthy	0	0	0.05519	0	0	0.05036	0.17368	0	0	0	0	0	0	0	0	0	0.05823	0	0	0
Healthy	1.37983	1.64273	0.06202	1.5185	1.54213	0.68573	0.29579	0.17474	0	0.00255	0.13249	0	0	2.93196	0.17896	0	0	0	0	0
Healthy	7.74201	0.08797	0.00693	0.06372	0	0.02261	0	0	0.01354	0	0.05247	0	0	0.03383	0	0	0.00992	0.85468	0.00496	0
Healthy	2.21486	2.49819	0.02758	4.26326	3.79631	1.07404	3.54509	0.41097	0.0285	0	0	0.38474	0	2.93058	0	0	0	0	0	0
Healthy	3.29824	0	0.44901	0.13799	0	0	0	0	0	0.5577	0	0	0	0	0	0	0.05351	0	0	0
Healthy	5.71834	0.04034	0.22368	0.00433	0.05791	0	0.32192	0	0	0	8.37417	0	0	0	0.87851	0	0	0	0	0
Healthy	11.721	0.30471	0.07233	0.16508	0.33405	0.18623	0.00242	0.23148	0	0	0	0	0	0.25588	0	0	0	0.00153	0	0.03234
Healthy	2.36049	0.06157	0	0.02082	0.00285	0	0	0	0	0	0	0	0	0.04583	0	0	0	0.24467	0	0
Healthy	7.68466	0.97336	0.24894	0.48566	1.02403	0.84626	0.0029	0.16926	0.02671	0.02653	0.19948	0.46204	0	1.30915	1.20049	2.92348	0.31065	0.00639	0.08479	0.01666
Healthy	18.0538	0	0.04522	0	0	0	0	0	0	0	0	0	0	0	0	0.33045	0.02411	0	0	0.0453
Healthy	2.86281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.65646	0	0.03575	0.00827	0.02417	0	0.43515	0	0	0	0	7.19705	0	0	0	0	0	0.04649	0	0
D015179	1.7424	2.03368	0.18137	2.01295	2.8954	0.92829	0	0.7259	0.00512	0	0	6.00246	0	0.29839	0	0	0	0	0	0
D015179	5.34293	0.11693	0.05337	0.16653	0.23449	0.07634	0.11736	0.00966	0.04417	0.10437	0	0	0.71302	0.00151	0	2.83555	0.05869	0	0.64121	0.00063
Healthy	3.71994	0	0.21507	0.10914	0	0.03956	0	0	0	0	0	0	0	0.02923	0	3.66282	0	0.37994	0	0.02527
Healthy	8.53755	0.05441	0.86456	0.60862	0.09004	0.08574	0.29468	0	0	0	2.18442	0	0	0.17201	1.80022	0	0	0	0	0
D015179	5.7593	1.36998	0.01095	0.09094	0.43421	1.18633	0	0.02487	0	0	0.00141	0	0	0.57606	4.08747	0	0	0.00131	0	0.01017
Healthy	18.5606	0.6574	1.26444	0.13568	0.37737	0.20625	0	0.1525	0	0	0	0	0	0.24406	0	0	0	0	0	0
