group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phytobacter_ursingii	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Bacteroides_salyersiae	Parasutterella_excrementihominis	Ruminococcus_C_callidus	Enterocloster_citroniae	Bacteroides_uniformis	Lachnospira_eligens_B	Roseburia_sp900552665	Anaerobutyricum_hallii_A	Mediterraneibacter_torques	Blautia_A_wexlerae	Streptococcus_thermophilus	Alistipes_A_indistinctus	Coprococcus_A_catus	Adlercreutzia_equolifaciens
Healthy	5.37303	0	0	0.439	0	0	0	0.0164	0	0	3.37527	5.31389	2.08665	0.6869	0.2399	0.16295	0	0.0683	0.05817	0
Healthy	1.98386	0	0	2.78783	0	0	0	0	0.10844	0	0.82197	1.108	0	2.52923	0.38713	2.64968	0	0	0.0329	0.14743
Healthy	0.51338	0	0	0.36457	0	0	0	0.11036	0	0	11.2274	0	0.37094	0.01314	0.20177	0	0.2152	0	0	0
Healthy	11.3041	0	0	0	0	0	0	0	0	0	30.3689	0	0	0	0.12597	0.06617	0	0	0	0
Healthy	0.41983	0	35.6163	1.03393	0	0	0	0.01179	0	0	13.5147	0.02897	0	0.02214	0.01462	0.02128	0	0	0.01694	0
Healthy	1.47091	0	0	0	0	0	0	0.23517	0	0	18.5072	0	0.168	0	0.18629	0.05702	0	0.1928	0	0
Healthy	9.14198	0	0	0.2978	0	0	0	3.38681	0	0.62007	1.4706	1.4426	2.78344	0.20813	0.19684	0.49236	0.1997	0	0.66333	0.35688
Healthy	0.98924	0	0.2042	0.24642	0	0.01936	0.15372	0.03504	0	0	6.94349	9.55945	1.03544	0.11507	0.27038	0.27265	0.26039	0	0.07453	0
Healthy	2.26704	0.89633	0.18752	1.24297	0	0	0.78447	0.01464	0	0	9.18701	0.00428	0.13684	0.12793	0.05368	0.09479	0	0.07652	0	0
Healthy	2.09258	0	0	0	1.19418	0	5.66035	0.37923	0	0	6.15723	3.5875	0.27918	0.51484	1.18841	0.68276	0.66552	0	0	0
Healthy	3.62385	0	2.65863	0	0	0	3.72654	0.40076	0	0	0.04629	1.61903	2.10499	0.0151	0.11568	0.09776	0	0.08625	0	0
Healthy	1.26438	28.6153	2.81101	0	0	0	0	0	0	0	7.679	0.80799	0.2283	0	0.04332	0.03448	0.10548	2.11754	0	0
Healthy	3.73984	0	0	0	1.15864	0	0	0.08042	0	0	6.00473	2.44064	1.36531	0.38239	0.03184	0.57597	0	0	0.12557	0.02256
Healthy	0.00412	0	0	5.55053	0	0	0	0	0	0	0.00014	0	0	0	0	0	0.00925	0	0	0
Healthy	1.79982	1.50653	1.54385	0.21767	0	0	0	0	0	0	8.7741	1.49615	0.29226	0.16769	3.43931	0.39073	0	0.19691	0.18501	0.00983
Healthy	1.5275	0	0	0	0	0	0	0.04987	0	0	8.75163	2.92027	1.46451	0.59608	0	0.89314	0	0	0	0
Healthy	2.14883	0	0	3.13477	0	0	0	0.33156	0	0	0.06284	0.10865	0	0.00303	2.20492	0.19531	0	0	0.00534	0
Healthy	1.01113	0	0	0	0	0	0	0	0	0	30.4798	0	1.12673	0.46331	0.12975	0.10205	0	0	0	0
Healthy	0.02283	0.00149	0	15.641	0	0	0	0	0	0	0.00086	0	0	0	0.01871	0	0	0	0	0
Healthy	3.47851	0	0	0	0	0	0	0.00088	0.31934	0	6.62871	0.11467	1.15793	0.71646	0.11297	0.26333	0	0.01224	0.18725	0.0046
Healthy	5.02693	0	0	0	0	0	5.29519	0	0	0	15.2849	2.8509	0.36005	0	0.08695	0.01451	0	0	0	0.05506
Healthy	1.00913	0	0	0	1.11503	0	0	0.07799	0	0	17.6564	1.64641	0.41642	0.7121	0.02752	0.14791	0	0	0.08441	0
Healthy	0	0	0.19213	33.1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.04782	59.3669	0	0	0	0	0	0.00387	0	0.01552	2.28024	0.58944	3.72275	0.02916	0.27239	0.2519	0.33725	0.00501	0.18508	0
D006973	0.0666	0.01147	0	24.4439	0.56351	0	0.06632	0.00596	0	0.13023	0.88513	0	0	0	0.03047	0	0	0.04833	0	0
D006973	42.4261	0.01947	0	0.08828	0	0	0	0.00267	0	0.00571	0.3877	0	1.72776	0.09042	0.05277	0.07997	0	0	0	0
Healthy	1.91772	38.8528	2.45793	1.57665	0.00648	0	0	0.01037	0	0.00708	0.96315	1.80933	0	0.0422	0.15804	0.11165	0	0.0831	0	0
Healthy	14.0947	0	1.2572	0.43651	0	0	0	0	0.0367	0	6.01299	1.03826	0	1.63817	0.80043	0.62239	0	0	0.20698	0
Healthy	0	0.00591	0	13.3292	0	0	0	0	0	0	0	0	0	0	0.03421	0.00223	0.0597	0	0	0
Healthy	8.61248	3.29118	0	0	0.49769	0.63962	0.85641	0.03292	0	0	5.85824	1.47381	0	0.9422	0.13399	0.37005	0	0	0.28344	0
Healthy	2.81367	0	0	14.6807	0	0	0	0	0	0	0.74658	0	1.30391	8.89652	3.44624	2.0689	0	0	0	0.69601
Healthy	11.0021	0	0	0.10819	0	0	0	0.70432	0.01096	0.00341	3.43388	3.62433	6.26812	0.30573	0.06447	0.31407	0.01224	0	0.09424	0.02868
D006973	38.148	0	7.46394	3.18985	0	2.51056	0	0	0	0	0.25172	0	0.24577	0.001	0.00422	0.03181	0	0.01321	0.01748	0
Healthy	5.05778	0	0.48414	0.02683	0	3.9772	0	0	0	0	1.13226	0.55342	0.1062	1.77192	0.1224	0.4536	0	0.32814	0.1082	0.43621
Healthy	6.42432	0	0.80245	0.06758	0	19.8382	0	0.20787	0.05662	0.00663	0.42434	1.03859	0.00142	1.1873	0.06077	1.04458	1.16008	0.03496	0.18057	0.67682
Healthy	12.5083	0	0	0.50497	0	0	0	0	0	0	8.09429	0.42054	0	1.89286	1.07099	3.26684	0	0	0	0
Healthy	5.22814	0	3.03573	0.59771	0	19.8318	0	0.00804	0	0	0.51825	0	0	0	0.07977	0.00935	0	0	0	0
Healthy	0	0	0	24.6012	0	0	0	0	0	0	0.56104	0	0	0	1.00693	0	0	0	0	0
Healthy	7.34984	0	0	0.02327	0	0	0	0.06515	0.3544	0	7.4456	0.26205	1.42885	0.28557	0.21284	0.11944	0.00078	0.0523	0.31059	0.00609
Healthy	1.07042	1.61529	0.00315	0.37708	0	0	0	0.10194	0	0	4.24955	1.06594	0.04593	0	0.06368	0.03386	0.07962	0	0.12214	0
Healthy	1.65072	0	0	0.41061	0	0	0	0.05655	0.41088	0.12306	1.51573	0.14832	0.06268	0.8002	0.13917	1.02536	0.0154	0	0.30754	0.32362
Healthy	1.4166	0	0	0	0	0	0	0.23086	0	0	18.4949	0	0.20341	0	0.09759	0.02193	0	0.14707	0	0
Healthy	5.53359	7.21774	1.76273	0.02862	0	0	0	0	0	0	2.58519	1.13706	0.00665	0.74327	0.22822	0.26249	0	0	0.36951	0
Healthy	4.08863	58.5086	0.98675	0.02888	0	0	0	0	0	0	0.18735	0.85264	0.40051	0.06826	0.02802	0.16314	0	0.23002	0.03158	0
Healthy	0	56.7927	0	0	0	0	0	0	0	0	0	0	3.1116	0	0	0	0	0	0	0
Healthy	2.38509	0	1.53641	0.54371	0	0	0	0.00439	0.10022	0	10.5617	0.18837	0	0.08856	0.02472	0.11414	0	0.19204	0	0
Healthy	3.22133	6.7791	0.25946	6.07006	0	0	0	0.01825	0	0	5.50089	0.58399	0	0	2.20919	0	0.18571	0.01391	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.8769	3.30709	0	0	0	0	0	0	0	0
Healthy	24.9253	0	0	0	0	0	0	0	0	0	25.3138	0	0	0	0	0	0	0	0	0
Healthy	0.00344	0	0	11.4312	0	0	0	0	0	0	3.12101	0	0	0	0.6039	0	0.20058	0	0	0
Healthy	11.7504	0	0.00454	0.12543	0	0	1.38547	0.00583	0.37646	0.01673	16.3169	3.39429	0.0625	1.05073	0.00888	0.56965	0	0.04661	0	0.01703
Healthy	3.96304	0	0	0.10747	0	0	0	0.00931	2.54816	0.01982	6.2365	1.92245	0	0.20083	1.05672	0.20879	0	0.00866	0.43729	0.62346
Healthy	0.02448	0	0	11.7311	0	0	0	0	0	0	3.17362	0	0	0	0.16471	0	0.18545	0	0	0
Healthy	11.8956	0	0.27525	0	0	0	0.18965	0	0	0	0.60322	4.39241	0.74973	0.39143	3.19405	2.7858	5.73878	0	0.75072	0
Healthy	0	0	14.4396	44.4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.01787	0	0	15.01	0	0	0	0.02161	0	0	1.31026	0	1.88492	12.8784	0.83846	2.28489	0.18004	0	0.0212	0.42049
Healthy	1.43255	3.13839	0.61951	12.0614	0.26675	0.01531	0	0	0	0	1.28889	6.92843	1.07413	0.35606	0	0.83513	0	0	0.10704	0
Healthy	1.65756	0	0	0	0	0	0	0	0	0	16.604	0.04282	0.05545	0	0.31485	0	0	0	0	0
Healthy	0.05109	0	0.21747	0	0.1698	0	1.26075	0	0	0	1.84468	0	0	0.41627	0.10748	0.45515	0	0	0.01856	0
Healthy	4.57119	0	0	0	0	0	0	0	0	0	5.91674	0.29482	1.40009	1.85861	9.45782	0.41086	0.74058	0.09523	0	0.13396
Healthy	0	0	0	0.62995	0	0	8.42959	0	0	0	0	5.36185	0	0	0	0	0	0	0	0
Healthy	0	0	0	13.9637	0	0	0	0	0	0	0.07936	0	0	0	0	0	0	0	0	0
Healthy	5.26968	0	0.00374	0	0	0	1.54848	0.12314	0	0	26.3074	0.9505	0.0146	0.01461	0.05055	0.0919	0	0	0	0.20239
Healthy	20.6842	0	1.58227	0.34104	0	0	0	0.35574	0.04402	0	14.7023	0.02822	3.08818	0	0.03038	0.03209	0	0	0	0
Healthy	1.14998	0	0	0	0	0	0	0	0	0	1.26288	0	0	0	1.57326	2.60416	0	0	0	0
Healthy	4.47108	0	3.38057	0.10583	0	0	0	0.13676	0.12266	0	10.4217	0	1.02799	0.60797	0.0582	0.69718	0.06529	0	0	0.19094
Healthy	0.73722	0	63.6526	0.1259	0	0	0	0.00539	0.01644	0	0	0.06039	0.03684	0.05203	0.00807	0.02017	0	0	0	0
Healthy	11.9424	0	0.08787	0	0	0	0.15398	0	0	0	0.65372	4.95905	0.89044	0.39997	1.68467	3.52668	5.39949	0	0.65567	0
Healthy	3.35823	0	28.6499	0.06409	0	0	0	0.20805	0	0	8.064	0.6761	1.27594	0	0.06939	0.04442	0	0.29687	0	0
Healthy	1.38705	0	0	0.00837	5.59881	0	0	0.00014	0.94358	0	4.29471	2.46108	0.57832	0.50211	0.14148	0.27275	0	0	0.20011	0.00051
Healthy	1.12882	0	6.26248	0.96743	0	0	0	0.02144	0.15391	0	21.6284	0.00133	0.01468	0.00167	0.09518	0.0503	0	0.32826	0	0
Healthy	4.1493	18.2969	0.15743	0.02125	0.85575	0.27514	0	0	0.47628	0	0.34864	3.76162	0.17414	0.41294	0.00733	0.27382	0.0823	0.01189	0.12861	0
Healthy	7.55673	0	1.53924	1.90269	1.40464	0	0	0	0	0	0.00591	0.41098	1.87216	0.20648	0.86643	0.17708	0	0	0.15098	0
Healthy	1.08931	0	0	0.11296	0	0	0	0	0	0	0	0.49579	0.49653	0.12093	0.02736	0.2639	0.0028	0	0.04759	0
Healthy	3.20738	0.60963	4.15006	0.81274	0.05911	1.47038	0	0	0	0	4.20655	3.76107	0.47556	0.06367	0.01139	1.09372	0	0	0.09779	0
Healthy	1.26829	0	0.0127	0	0	0	0	0	0	0	20.7155	0	1.65929	0.28747	0.14164	0.1932	0	0	0.06049	0
Healthy	14.5267	0	0	1.08125	0	0	0	0.35212	0	0	0.00284	0	0	0	0.93613	0	0	0	0	0
Healthy	4.45746	0	0.02723	0.22055	0	0	0	0.00446	0	0	2.56018	3.33827	0.13155	0.02152	0.18183	0.09191	0	0.01267	0.00854	0.03302
Healthy	3.71562	0.88559	0.36842	8.16123	0	0	0	0	0	0.00563	1.78683	3.07215	0.03718	5.92	0.26964	1.65058	0	0	0.34058	0.0045
Healthy	0	0	0	10.9231	0	0	0	0	0	0	3.14559	0	0	0	0.13277	0	0.16099	0	0	0
Healthy	5.20133	0	0	0	0	0	0	0	0.18957	0	11.9363	0.78911	0.04806	0	0.29511	0.21365	0.10754	0	0.00375	0
Healthy	2.09672	0	23.0805	0.09361	0	0	0	0.30472	0	0	3.04647	0.41321	0.43864	0.03622	0.08277	0.02106	0	0.03894	0	0
Healthy	14.3354	0.0699	28.8486	0.43889	0.01956	0.01063	0	0	0	0.02269	2.88723	0.04423	0.20511	1.30742	0.12526	0.21336	0	0	0.39639	0.52102
D006973	2.60336	67.7258	0.56554	0.09052	5.93519	4.80363	0	0.00635	0.31066	0	0.25802	0.82014	0.98167	0.00286	0.01924	0.0464	0	0	0.02119	0
Healthy	0.10728	0	0	0	0	0	0	0	0	0	0.16055	0.14402	0.41798	0.43632	0.04304	0.04082	0	0	0	2.99242
Healthy	0	0	0	65.8825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	20.4524	8.54674	9.43668	0	0	0	0	0	0	0	4.99506	14.5338	0	0.84303	0	0.41664	0	0	0	0
Healthy	3.43614	12.0682	0	0	6.15909	4.00668	2.2647	0.01369	0.13123	0	1.30806	3.98502	0.16143	0.75911	0.08538	0.43427	0	0.00549	0.33534	0
Healthy	3.09011	0	4.76047	0	0	0	0	0	0	0	8.63176	2.01874	0.12507	0.62297	0.12072	1.97453	0.32489	0.04911	0.30125	0.05363
Healthy	3.28848	0	0	0	0	0	0	0.02746	0	0	5.37457	2.08553	0.2452	0.61245	0.15845	0.24614	0.0276	0.27235	0	0
Healthy	0.09232	0	2.7503	9.87097	0	0	0	0.01138	0	0	4.73444	0	0	0	0.86523	0.11843	0.01363	0	0	0
Healthy	1.97362	0	0	0.03993	0	0.04679	0	0.02676	0	0	16.7556	0.26603	0.28832	0	0.15985	0.01394	0	0.16286	0	0
Healthy	0.0239	0	0	1.58171	0	0	0	0	0	0	1.15687	0.1161	0	0.13098	0.12163	0.69689	0.18389	0	0.58023	0.04366
Healthy	5.12633	0	0.00549	0	0	0	1.56967	0.13863	0	0	25.9124	0.86153	0.00964	0.00738	0.03746	0.0697	0	0	0	0.15991
Healthy	9.57351	0	14.9064	0.05442	0	0	0	0.001	0	0	8.29936	0.84725	0.18558	0.2484	0.08591	0.41019	0	0	0.0299	0.00758
D006973	0.05301	0	50.0397	1.10106	7.32271	0	0	0.04362	0	0.00341	2.48328	0	0	0.01905	0.00949	0.03069	0	0	0.04688	0
Healthy	3.64692	0	0.00838	0.08556	0	0	3.86047	0.00914	0	0	25.9173	0.56223	0.03235	0.0145	0.28642	0.22889	0	0	0	0.02361
Healthy	3.69876	0	0.03932	1.37508	0.00183	0	0	0.21045	0	0	2.39472	14.5476	0.94105	1.46696	0.1708	0.14208	0.03509	0.72908	0.11512	0.01481
Healthy	2.24153	3.90542	3.35542	0.08243	0	0	0	0	0	0	6.33856	0.09579	0.17911	0.35864	0.34162	0.12659	0	1.85221	0.12511	0
Healthy	14.965	0	0	0	0	0	0	0.03671	0	0	2.12692	3.02537	1.91324	3.07329	0.02429	1.2803	0.05365	0	0	0
Healthy	4.37319	0	0	0	0	0	0	0	0	0	9.74651	0	0	0	0.18839	0.62061	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.17687	3.19245	0	0	2.65375	0	0	0	0	0
Healthy	11.7147	0	0	1.76496	0	0	0	0.06502	0.09545	0	0.05158	1.52794	0.86816	2.4886	0.0508	0.32718	0.57065	0.01092	0.17613	0.10612
Healthy	3.73173	0	2.60307	0	0	0	3.66116	0.32427	0	0	0.03305	1.4451	2.25161	0.00317	0.14119	0.12119	0	0.05672	0.0028	0
Healthy	8.32672	0.94241	1.28777	0.43481	0	1.49322	2.76124	0.00522	0.09005	0.00714	0.34698	0.85014	0.34052	1.21352	0.26864	0.41403	0	0.14842	0.16233	0.30733
Healthy	1.34419	0	0.74354	0.02436	1.32804	0.15346	0	0	0	0	8.22034	0	0.02502	0	0.13709	0	0	1.50982	0	0
Healthy	2.05002	39.4271	0	0	0	0	0.22203	0	0.00511	0	2.26478	0.30455	0.63242	0.05333	0.05201	0.02785	0.0444	0.08517	0.00852	0
Healthy	28.3134	0	0	0.41519	0	0	0	0.01458	0	0	12.6854	0.44581	1.58632	0	0.04855	0.02029	0	0	0	0
Healthy	1.35902	0	0	0.00574	0.26445	0	0	0	0	0	0.79749	0.21559	0.04252	0.35937	0.01133	0.2272	0.0648	0.05843	0.96393	0.01591
Healthy	1.79194	0	0	0.05991	0	0	0	0.30531	0	0	33.2324	0	0.50714	0.03764	0.064	0.01032	0	0.04915	0	0
Healthy	3.59007	0	20.6516	0	0	0	0	1.12334	0.18012	0	13.8599	0.97964	0.51131	0	0.09281	0.07024	0.19142	0	0.01127	0
Healthy	3.35929	6.94985	0.27401	5.68717	0	0	0	0.01139	0	0	5.24402	0.60216	0	0	3.16967	0	0.18712	0	0	0
Healthy	2.14193	20.0487	0	0	5.74775	4.17677	1.63061	0.00564	0.07523	0	4.61859	5.0163	0.09502	0.61543	0.02275	0.65202	0	0.02948	0.12147	0
Healthy	0.01213	0	0	0.78968	0	0	0	0	0	0	1.5509	0	0	0	0.52431	0	0	0	0	0
Healthy	1.9246	1.24445	1.38365	0.31318	0	0	0	0	2.6812	0.06846	0.46573	0.20255	0.16888	0.57543	0.02135	1.20418	2.44412	0	0.51863	0
Healthy	11.9636	0	0	0.7279	0	0	0	0.51855	0.03397	0	0.473	0.52058	0.12061	0.12482	0.06237	0.23504	0	0	0.0317	0.00649
Healthy	6.06382	5.26314	1.38932	0	0	0	4.00558	0.00746	0.00466	0.00107	0.08679	1.08388	0.83798	1.26933	0.04486	0.15993	0.06	0.44426	0.19783	0.13253
Healthy	3.40794	0	25.8812	0.0386	0	0	0	0.07291	0	0	12.187	0.06333	0	0	0.02969	0	0	0	0	0
Healthy	0.09042	0	0	1.08916	0	0	0	0	0	0	10.7882	0	0	0	0.13645	0	0	0	0	0
Healthy	2.2066	0	0.01308	0	0	0	0	0.00838	0.00555	0.00215	0.78327	0.45408	0.54289	0.68065	0.11564	0.33421	0	0.44164	0.23466	0.37181
Healthy	15.3821	43.2318	0.40577	0	0	0	0	0	0	0	2.14223	0.23567	0	0	0.23774	0	0	0	0	0
Healthy	2.79504	0.19939	0	0	0	0	0	0	0	0	0	0.24509	0.00918	1.2024	0.41266	1.22957	0	0	0.36821	0.04657
Healthy	5.40603	0.01637	0.85477	0	14.6833	5.82348	0	0.11329	0.07034	0	5.23974	0.08245	3.44649	0.25733	0.63235	0.1457	0	0	0.04469	0
Healthy	3.41262	6.83056	0.2457	5.44098	0	0	0	0.00432	0	0	5.19155	0.54307	0	0	1.83974	0	0.17331	0	0	0
Healthy	5.90258	0	0	0	0	0	0	0	0.30879	0	9.39686	1.6306	0.11024	0	0.12185	0.0295	0.39737	0	0	0.00191
Healthy	4.04919	0	0	0.04711	0	0	0	0.02597	0	0	7.84427	0	0	0	0.11359	0	0	0.04396	0	0.18762
Healthy	22.9263	8.08031	0	0	0	0	0	0	0.26741	0	0	1.98722	0.6905	3.78053	0.98869	4.49978	0	0	1.14109	0
Healthy	5.27516	0	0	0	0	0	0	0.06939	0	0	13.2509	2.18497	0.06331	1.14941	0.18272	0.37801	0	0.07802	0	0
Healthy	0.91597	0	0	0	0	0	0	0	0	0	0	0	0.2899	0	0.07466	0.03604	0.20359	0	0	0
Healthy	4.35743	0	0	0	0	0	0.06333	0	0	0	20.0981	0	0	0	0	0	0	0	0	0
Healthy	3.33876	0	0	0.35158	0	0	5.23264	0	0.03477	0	0.4785	1.85022	0.02486	0.36299	0.10777	0.39328	0	0	0.08257	0
Healthy	1.83291	39.6819	1.97241	0	0	0	0	0	0	0	4.25891	0.18981	0.06323	0	0.06337	0.004	0	1.33343	0	0
Healthy	0.0085	0	0.00199	2.32188	0	0	0	0.01148	0	0	0.71548	0	0	0.00059	0.04683	0.12503	42.9758	0	0	0
Healthy	3.42272	0	1.79913	0	23.1158	17.9056	0	0	0.01172	0	0.43881	1.67716	1.27189	0.02357	0.00262	0.14383	0	0	0.03617	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.39934	0	14.9066	0.13805	0	16.3657	0	0.0046	0	0	1.95223	0	0	0.00522	0.01171	0.04293	0	0	0	0
Healthy	5.21392	0	0	0	0	0	0	0	0.20096	0	11.941	0.83156	0.05828	0	0.14912	0.1763	0.11334	0	0	0
Healthy	0.01441	0	0	20.1597	0	0	0	0	0	0	79.4997	0.00272	0.0034	0	0	0	0	0	0	0
Healthy	1.12055	0	6.19997	0.83831	0	0	0	0.02796	0.12708	0	21.3989	0	0.02265	0	0.05233	0.04224	0	0.33119	0	0
Healthy	0.83261	0	0.9279	0.11862	0	0	0	0	0.01739	0	6.77362	0.07439	0	0.15364	0.02879	0.32072	0.02368	0.37295	0	0
Healthy	3.43351	36.9157	0.76005	0	0	0	0	0	0	0	1.65562	0.80324	0.43677	0	0.05836	0	0	0.03666	0	0
Healthy	4.80433	0	19.4499	0	0	0	0	0.0694	0	0	11.6809	0.5516	2.4559	0	0.28563	0.07273	0.4939	0.01202	0	0
Healthy	2.73645	0	0	0.45876	0	0	0	0.08782	0	0.0145	31.6856	0	0	0	0.90323	0	0.07047	0.03034	0	0
Healthy	20.6986	6.1196	0	0	0	0	0	0	1.0775	0	0.34926	5.36447	0	1.12834	0.83593	0.61855	0	0	0	0
Healthy	12.7081	0	0	0.02906	0	0	0	0	0	0	3.54984	4.16008	0.27423	0.37633	0.0381	0.33537	0.00475	0.00448	0.35713	0.0784
Healthy	3.12753	0	25.0788	0	0	0	0	0.0779	0	0	11.7862	0.0572	0	0	0.01705	0	0	0	0	0
Healthy	0.79783	0	0	0	0	0	0	0	0	0	1.7682	3.69363	2.50292	0	0	0	0	0	0	0
Healthy	1.82926	40.6951	2.03004	0.06397	0	0	0	0	0	0	4.33903	0.23152	0.08229	0	0.524	0.00771	0	1.40973	0	0
Healthy	2.33699	0	0	0.05925	0	0	0	0.03435	0	0	7.51838	0	0	0	0.14861	0	0	0.08046	0	0.10171
Healthy	26.4823	0	0.16829	0	0	0	0	0	0.52079	0	2.07379	0	0.80423	0	0.90614	0	0	0	0	0.40159
D006973	32.1801	26.2055	0.02355	0.01305	0.09776	0	0	0.20387	0.02214	0	0.26022	0.07297	0.18703	0	0.05268	0.03877	0	0	0.01435	0
Healthy	3.82684	0	0	0	0	0	0	0	0	0	3.20353	4.53029	1.36802	0.04745	0.64161	0.21271	0	0.1453	0.03208	0.00261
Healthy	0.54416	0	0	0	0	0	6.01304	0	0	0	0.45988	1.90144	0	0.40827	0.61337	0.19254	0	0	0	0
Healthy	6.04891	0	0	0	0	0	2.94489	0	0	0	12.3222	1.47617	0	0	0.02153	0.04859	0.03613	0	0	0.50417
Healthy	0.88195	0	18.0556	0.12185	0	0	0	0.53767	0	0.01629	16.7744	0.21359	0	0	0	0	0	0	0	0
Healthy	4.19247	0	4.05285	0	0	0	1.44919	0	0	0	0	0.41557	1.41077	0	1.06246	0	0	0.02321	0	0
Healthy	6.64619	0	2.97852	0	0.19725	2.5231	1.1045	0	0	0	7.43153	16.1941	0.02848	0.12647	0.05446	0.13088	0	0.58594	0.18507	0.01454
Healthy	3.46	0	1.08017	0	0	0	0	0.02375	0	0	3.302	0.09668	0.6509	0	0.25005	0	0	0.01204	0	0.08972
Healthy	2.26209	0	0	0.11053	0	0	0	0.217	0	0.27868	5.69826	0.00121	1.38	0.36476	0.06451	0.02139	0.04261	0	0.0058	0
Healthy	6.00909	0	0.41557	0	0	0	0	0	0	0	0.72596	1.23307	0	1.99371	0.0669	2.30091	3.46127	0	0.23622	0
Healthy	1.02062	0	1.61866	0	0	0	0	0	0	0	14.3876	1.52872	0.96403	0.0184	0.43478	0.22304	0	0	0.0894	0
Healthy	7.96359	0	0	0	0	0	0	0	0	0	1.35085	2.12383	0.44641	0.30953	1.48122	0.63778	0.35487	0	0	0
Healthy	3.38914	0	1.11682	0	0	0	0	0.03274	0	0	3.30735	0.0818	0.60305	0	0.1842	0	0	0.00356	0	0.08768
Healthy	7.34815	0	0	0	0	0	0	0.05912	0	0.05064	12.7513	10.3534	0.68426	0.81508	0.01549	0.71598	0.01032	0.11386	0.17973	0.16933
Healthy	1.71916	0	0	0	0	0	0	0.00428	0.04101	0	16.1766	0.11882	0.17301	0.00471	0.20061	0.00937	0	0.03162	0.00832	0
Healthy	3.57882	0	0	0.15389	0	0	4.0693	0.01829	0	0	25.28	0.70957	0.03907	0	0.38041	0.19704	0	0	0	0
Healthy	8.77666	0.0215	0.00202	0.14199	1.67309	20.5824	0	0	0	0.0868	3.97195	14.1708	1.18152	0.17742	0.01208	0.26608	0	0.20852	0	0.04168
Healthy	0.00229	0	0.01752	0.00117	0	0	0	0	0	0	0.01514	0.00521	0.0014	0	0	0	0.00051	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	19.5679	0	0	0	0	0	0	0	0	0
Healthy	7.41557	0	0	0.12456	0	0	0	0.05055	0	0	1.05511	0.90603	1.95927	1.94708	0.06739	1.14231	0	0.30454	0.1774	0.65034
Healthy	1.01892	0	0	0	0	0	0	0.10547	0	0	19.2985	0	0.14322	0	0.1153	0.00993	0	0.06472	0	0
Healthy	3.17657	6.81845	0.28492	5.06457	0	0	0	0.00765	0	0	4.96705	0.57904	0	0	1.94538	0	0.20023	0.00472	0	0
Healthy	4.95921	0	0	0	0	0	1.59901	0.00803	0	0	26.2876	0.95459	0.00482	0.00482	0.04926	0.13005	0	0	0	0.17381
Healthy	4.47128	0	0	0	0	0	0	0.04009	0	0	12.1364	0.60727	0.01898	0.25316	0.13176	0.17574	0	0.09334	0	0
Healthy	1.75266	39.8551	1.85834	0.0306	0	0	0	0	0	0	4.44295	0.21694	0.04183	0	0.55956	0.00757	0	1.33927	0	0
Healthy	1.38263	0	0	0	0	0	0	0	0	0	0	10.1258	1.68137	0	0.02781	0.02794	0	0	0	0
Healthy	1.93983	0	0	0	0	0	0	0.13784	0	0	27.215	0	0.93984	0	0.29127	0.22717	0	0.15965	0	0
Healthy	3.44547	0	4.54684	0.01783	0	0	0	0	0	0	1.16926	0.01449	4.66317	0.0142	0.02993	0.05001	0	0	0.00447	0
Healthy	8.32142	0	8.6263	0.05688	0	0	0	0.0074	0	0	0.61396	0.61255	1.54661	0	0.32629	0	0	0.01852	0	0.09387
Healthy	3.79835	21.114	0	0.00862	0	0	0	0.00699	0	0	0.22539	2.08191	1.28122	0.75408	0.08449	1.75379	0.26222	0.00576	0.58094	0
Healthy	2.39296	0	0	0	0	0	0	0.14393	0	0.03353	8.63071	0	0	0	3.50073	0	0	0.19047	0	0
Healthy	10.5711	13.9612	0.00128	0	0.44735	1.50939	0	0.01793	0.00016	0	0.87478	0.89634	0.16164	0.1994	0.01378	0.22363	0.01214	0.08032	0.28078	0
Healthy	33.4338	0	0	0.08203	0	0	0	0.02427	0	0.00507	30.3482	0.15685	0.87281	0	0.00796	0.00971	0	0	0	0
Healthy	9.45053	0	0	0	0	0	0	0	0	0	9.95883	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58507	0	0	0	0	4.38345	0
Healthy	5.67047	47.3312	0.00655	0.00174	0	0.06728	0	0	0.0051	0	1.00468	1.12943	0.44261	0.19574	0.10475	0.13302	0	0.01099	0.15606	0.00056
Healthy	7.91107	0.09853	0	0.45444	0	0	0	0.05352	0.86511	0	0.71503	1.23065	0.21314	2.31136	0.04064	0.98152	0.1059	0	0.42195	0.09959
