group	Bacteroidaceae	Ruminococcaceae	Enterobacteriaceae	Veillonellaceae	Pasteurellaceae	Peptostreptococcaceae	Lactobacillaceae	Eggerthellaceae	Erysipelatoclostridiaceae		Bacteroidaceae	Rikenellaceae	Tannerellaceae	Dialisteraceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae	Veillonellaceae	Pasteurellaceae
Healthy	66.45243	1.20915	0	0	0	0	0	0	0		66.45243	11.62211	2.04708	3.00752	0.22455	0	0	0	0	0
Healthy	59.6279	1.55546	0	0	0	0	0.26398	0.25053	0		59.6279	11.22386	2.11142	0	0.1086	0	1.4434	0	0	0
Healthy	25.88713	38.13518	0.01477	0.2918	0.04698	0	0	0	0		25.88713	0.08473	0	6.50952	0	0	0	0.22467	0.2918	0.04698
Healthy	19.19768	3.77356	0	0	0	0	0	0.03333	0		19.19768	33.45556	8.95896	0	1.06893	0	0.87532	0.28209	0	0
Healthy	33.01195	4.23327	0.15204	0.05513	0	0	0	0	0		33.01195	15.7425	4.54095	7.78328	0.1691	0.91062	1.21858	0.09474	0.05513	0
Healthy	14.49916	0.78695	0.47514	0	0	0.01997	0	0.09679	0		14.49916	2.10486	3.00941	0	0.01519	0	0.43334	0.16516	0	0
Healthy	31.93852	3.68577	0	0	0	0	0	0	0		31.93852	24.11259	6.46705	0	3.19954	0	0.85408	0.24687	0	0
Healthy	24.28025	8.69201	0.18333	0.2703	0.10082	0.04204	7.27727	0.00877	0		24.28025	0.96841	2.86958	4.62995	0.00464	0	1.22998	0.07084	0.2703	0.10082
Healthy	59.45733	2.16534	0.03218	0	0	0	0	0	0.07924		59.45733	10.26834	3.66633	0	0	0.12031	0.87224	0.11629	0	0
Healthy	21.3805	8.50483	0.24918	0.00328	0.00658	0.01363	0.03975	0.23134	0.06273		21.3805	8.74358	3.0049	0	2.02905	0	2.05155	0.30071	0.00328	0.00658
Healthy	52.34167	5.47772	0.15275	0	0	0	0	0	0		52.34167	18.21143	3.30334	0	0.04563	0	1.20576	2.83671	0	0
Healthy	34.92947	5.41623	0	0.37807	2.03012	0	0	0	0		34.92947	9.84875	2.06079	0	6.05602	0	0	0.02457	0.37807	2.03012
Healthy	31.66333	17.66638	0.0542	0	0	0	0	0.01797	0		31.66333	10.53038	2.06428	6.20364	2.5475	0	0.55471	0.05462	0	0
Healthy	10.25901	7.80866	17.2665	0	0	0	0	0	0		10.25901	5.1278	0.36146	0	0	0.05877	0	0	0	0
Healthy	31.87127	6.02386	0.02491	0.07814	0.28719	0	0	0.00557	0		31.87127	0.88132	0.70398	0	0.00244	0	0	0	0.07814	0.28719
Healthy	56.77782	1.89405	0	0	0	0	0	0	0		56.77782	9.72122	14.56682	0	0.06675	0.61813	0.55696	0.01078	0	0
Healthy	18.68899	17.5966	2.78558	0.25782	0	0	0	0	0		18.68899	5.49363	1.66973	0	0.26363	0.41728	0	0	0.25782	0
Healthy	21.44133	8.46844	0.76816	0.00593	0.00139	0.01403	0	0.02517	0		21.44133	24.82428	4.41363	0	0.62015	0	1.1697	0.13728	0.00593	0.00139
Healthy	21.97519	0.87025	0	0	0	0	0	0	0		21.97519	1.46299	0.80257	23.0622	0	0	0	0	0	0
Healthy	47.17255	3.33921	0.09797	0	0	0	0	0	0		47.17255	15.59969	4.38622	2.74525	0.2003	0.0551	0.7009	0.02379	0	0
Healthy	50.16558	3.87608	0.79603	0	0.00248	0.00536	0	0.00693	0.00782		50.16558	3.55248	4.21272	0	1.29585	0	0.49122	0.07412	0	0.00248
Healthy	55.81801	1.95947	0.02265	0	0	0	0	0	0		55.81801	12.08366	1.46102	6.27752	0.1202	0	0	0.06234	0	0
Healthy	6.80214	9.01974	0.32158	0.16998	0	0	0	0.13376	0		6.80214	7.57343	0.33827	0	0.01267	0	0	0	0.16998	0
Healthy	25.06975	0.82265	0	0	0	0	0.61281	0.01223	0		25.06975	6.20541	3.40169	0	0	9.94258	0	0.2434	0	0
Healthy	30.44125	23.10028	2.09034	0.59628	2.44785	0.11849	0	0	0.41377		30.44125	0	0	0	0.08428	1.00191	0	0	0.59628	2.44785
Healthy	18.97354	2.5245	0.08463	0	0	0	0	0.06991	0		18.97354	4.33971	1.20891	0	3.21953	0	0.82122	0.02536	0	0
Healthy	9.79277	18.1268	0	0	0	0	0.29385	0.59508	0		9.79277	6.26768	0.31158	1.90409	1.15759	0	0	0.70103	0	0
Healthy	11.05639	3.64003	0.10318	0	0	0	0	0.0716	0		11.05639	9.94701	4.13709	0.62827	0	0	0	3.84559	0	0
Healthy	17.02237	6.73524	9.22203	0	0	0	0	0.29234	0		17.02237	2.0947	0.84903	0	0	0	0	0	0	0
Healthy	53.31513	5.42481	0.0791	0	0	0	0	0	0		53.31513	17.82698	3.0679	0	0.04983	0	1.13758	3.06237	0	0
Healthy	29.53726	0	0.41756	0	0	0	0	0.11244	6.45408		29.53726	4.27126	0.01328	0	0	0	1.35804	0.32833	0	0
Healthy	26.14457	4.12986	0	0.44936	0	0	0	0.13265	0		26.14457	17.07712	11.61067	0	0.37763	0	1.27295	0	0.44936	0
Healthy	49.67483	3.87048	1.0624	0	0	0	0	0.02437	0		49.67483	2.51711	1.69507	9.25899	0.32502	0	0	0.36779	0	0
Healthy	82.59528	1.17716	0	0	0	0	0	0	0.33659		82.59528	0	0.43285	0	0	0	0	0	0	0
D001172	54.37132	0.90827	0.9673	0	0	0	0	0.00084	0		54.37132	7.62285	0.31077	0	0	0	0	0.17272	0	0
Healthy	6.40196	0.00211	10.55288	0.06174	0.00088	0	0	0	0.02156		6.40196	0.00173	1.49666	0	0	0	0	0	0.06174	0.00088
Healthy	14.85295	3.63484	1.30501	0	0	0	0	0	0		14.85295	0.69317	1.14262	14.0387	0	0	0	0	0	0
Healthy	23.45294	4.38982	1.35609	0.06529	0	0	0	0.03046	0		23.45294	14.5521	6.13456	0	1.95675	0.06225	1.52591	0.20316	0.06529	0
Healthy	64.17043	0.53237	0	0	0	0	0	0	0		64.17043	1.53611	2.64434	12.0245	0.40279	0	0	0	0	0
Healthy	56.1964	0	1.79614	0.39935	1.49969	0.5997	0	0	0.19755		56.1964	0	0	0	0	0	0	0.52526	0.39935	1.49969
Healthy	57.98945	6.57736	0.04033	0.004	0.01904	0.17519	0	0.00493	0.00119		57.98945	8.85065	0.26126	0	0	0	1.43428	0.04119	0.004	0.01904
Healthy	37.94343	2.7858	0.07105	0	0	0	0	0	0		37.94343	2.73566	43.6423	1.24726	0	0	0	0.38301	0	0
Healthy	11.80867	4.89724	16.83793	0	0	0.0077	0.03276	0.17219	0		11.80867	11.35124	0.24576	0	0.00546	0.96345	1.54295	0.03988	0	0
Healthy	15.85916	9.05368	0.48231	0.26417	0.23689	0	0	0	0		15.85916	6.28352	15.88104	1.69001	3.19058	0.16752	1.75317	0.08611	0.26417	0.23689
Healthy	56.75881	1.78463	0	0	0	0	0	0	0		56.75881	11.35821	1.49925	5.82317	0.16181	0	0.60679	0.03573	0	0
Healthy	9.19068	3.73431	10.3544	0	0	0	0	0.16338	0		9.19068	1.28286	3.04991	2.58722	0.28124	0	0	0.10146	0	0
Healthy	20.73557	7.35388	0.06268	0	0	0	0	0	0		20.73557	2.14454	3.48388	0	0	0.59351	0	0	0	0
Healthy	54.21765	1.69042	0.03976	0	0	0	0	0.00451	0		54.21765	14.42699	1.08914	5.83641	0.13787	0	0.5576	0.02177	0	0
Healthy	39.85226	10.99938	0.3481	0	0	0	0	0.05554	0		39.85226	20.81667	2.61686	0	0.00279	0.04021	1.2405	0.04098	0	0
Healthy	47.60269	2.87657	0	0	0	0	0	0	0.09391		47.60269	13.73725	3.84496	0	3.06382	0.02383	2.30604	2.56359	0	0
Healthy	47.29318	2.15573	0	0	0.0099	0	0	0	0		47.29318	22.08116	2.42933	0	6.12487	0	0.76375	0.00577	0	0.0099
Healthy	73.32621	2.58698	1.46955	0	0	0	0	0	0		73.32621	1.44992	8.55132	0	0.09536	0	0	0.91885	0	0
Healthy	15.00695	3.10142	0.47781	0	0	0	0	0	0		15.00695	22.89123	1.92666	0	0	0	0	0.00236	0	0
D001172	37.30384	20.58353	0.0644	0	0.05766	0.10776	0	0.03124	0		37.30384	7.27589	2.16534	0	0.24022	0	1.40019	0.02675	0	0.05766
D001172	56.1364	11.6358	0.00158	0.02992	0.13211	0.0966	0	0.00623	0.01956		56.1364	0.05569	4.43374	0	0	0	0.70711	2.98159	0.02992	0.13211
Healthy	24.35419	0.71475	0	0	0	0	0	0	0		24.35419	15.42417	0	0	0.12456	0	0.69107	1.39185	0	0
Healthy	38.49784	1.83225	0.09477	0	0	0	0	0	0.03828		38.49784	35.83965	8.07307	0	0.30524	0	2.12401	0.00475	0	0
Healthy	53.03547	1.0181	0.05527	0	0	0	0	0	0.05916		53.03547	0	3.57883	0	0	0	0	0.0038	0	0
Healthy	10.1198	12.11402	0	0	0	0.18739	0.00803	0.02486	1.06995		10.1198	0.41066	5.12937	0.45433	0.00283	0	0.49319	0.06783	0	0
Healthy	57.88965	0	0	0	0	0.05643	0	0	0		57.88965	5.71196	4.45727	0	0	0	0	0	0	0
Healthy	40.48812	3.53829	3.92252	0.07346	0.1417	0.59479	0	0.33333	0.01069		40.48812	0	0	12.7515	0	0	0	0.144	0.07346	0.1417
Healthy	43.76324	3.94659	0.01735	0.78188	2.27191	0.09331	0.45485	0	0		43.76324	1.24305	3.17446	0	3.79989	0	0.34768	0.04418	0.78188	2.27191
Healthy	17.02382	6.03392	0	0	0	0	0	0	0		17.02382	3.28462	2.03657	0	0.00391	0	0	0	0	0
Healthy	19.92025	5.55691	1.20115	0	0.26819	0	0	0.00873	0		19.92025	1.86003	0.9125	0	0.11041	0	0	0	0	0.26819
Healthy	57.64898	11.59751	0.32028	0	0	0	0	0.05495	0		57.64898	3.65603	1.21818	0	0.13045	0.02843	1.95117	0	0	0
Healthy	48.33434	0.55513	0.03019	0.01142	0.03503	0.24775	0	0.00163	0		48.33434	0.32315	0.14385	1.41468	0.51792	0	1.25756	0.00489	0.01142	0.03503
Healthy	14.1317	10.0065	0.01524	0	0	0.18904	0.08382	0.04522	0		14.1317	2.02811	1.90202	2.69514	1.36016	0.00258	0.32088	0.10839	0	0
Healthy	21.80262	5.17337	0	0.26046	0.05186	0	0.45207	0.03534	0.86191		21.80262	19.71627	1.64462	0	0.4643	0	0.69204	0.02429	0.26046	0.05186
Healthy	66.53183	15.6765	0.33409	0.16919	0.09015	0.14088	0.01923	0.05352	0		66.53183	0.01202	3.88987	0	0.37153	0	0	0.21405	0.16919	0.09015
Healthy	19.82324	3.68482	0	0	0	0	0	0.08318	0		19.82324	32.57237	9.14916	0	1.1555	0	0	0.38191	0	0
Healthy	32.9921	10.26083	0.00675	0	0.02958	0.26551	0.14363	0.00659	0		32.9921	2.77445	0	0.5024	0.13296	0.0425	0	0.04921	0	0.02958
Healthy	55.47535	1.45883	0.01371	0.01173	0.12658	0.84427	0	0.00083	0.01917		55.47535	0.29709	11.28676	0	0.02049	0	1.14817	0.01034	0.01173	0.12658
Healthy	85.45274	0.88819	0.52504	0.03213	0	0	0	0	0		85.45274	0	3.24734	3.4201	0.13412	0	0	0.17493	0.03213	0
Healthy	22.78966	10.98249	0	0	0	0	0.90176	0.03347	0		22.78966	5.29282	1.2178	6.38297	0.63578	0	0.72424	0.07945	0	0
Healthy	60.19872	2.31339	0	0	0	0	0.04345	0	0.37089		60.19872	0.12752	0.55035	0	0	0.05233	0	0.00557	0	0
Healthy	12.31956	0.23122	1.29633	0	0	0	0	0	0		12.31956	0.14643	72.5599	0	0	0	0	0.09557	0	0
Healthy	4.02228	0.07219	7.05591	0.04011	0.00178	0	0	0	0.33491		4.02228	0.01115	0.00403	0	0	0	0	0	0.04011	0.00178
Healthy	19.52168	22.14855	0	0	0.1119	0	0	0	0		19.52168	12.33154	1.21364	0	5.06789	0.60919	0	1.07405	0	0.1119
Healthy	4.72637	3.86514	8.23197	0	0	0	8.99978	0.00375	0		4.72637	0.41224	1.12976	0.01676	0.01339	8.71892	0.42139	0.01829	0	0
Healthy	42.52329	12.73746	0.1686	0.29762	0.47357	0.00702	0.03655	0	0.24184		42.52329	1.7439	0.26705	0	0.46989	0.72082	0.82259	0.23448	0.29762	0.47357
Healthy	17.0887	6.58303	1.88029	0	0	0	0	0.67407	0.18125		17.0887	0.91138	3.55999	0	0.02253	0.06064	1.18923	0.06557	0	0
Healthy	41.04792	7.51714	0	0.0081	0.0207	0	0	0.21678	0		41.04792	20.11284	4.95308	0.3978	0.01507	0	0.93679	0	0.0081	0.0207
Healthy	39.3826	4.84466	0	0.46485	2.63522	0.88499	0	0	0		39.3826	1.31846	0.39613	1.10035	0.0512	0	0	0	0.46485	2.63522
Healthy	10.80234	3.66088	0.05795	0	0	0	0	0.10618	0		10.80234	9.96396	4.02513	0.62559	0	0	0	2.21044	0	0
Healthy	55.41666	1.95488	0.01752	0	0	0	0	0	0		55.41666	9.68396	14.4079	0	0.0453	0.67959	0.52199	1.96279	0	0
Healthy	28.68167	0	0.54057	0	0	0	0	0.09634	5.49607		28.68167	4.32032	0.00149	0	0	0	1.35238	0.25841	0	0
Healthy	43.40132	0.54977	0.49775	0	0	0	0	0	0		43.40132	14.94604	1.55503	0	0.44667	0	0	0	0	0
Healthy	55.22815	3.95141	0.03119	0	0	0	0	0	0.49563		55.22815	6.37993	4.81694	0	0.05625	0.01711	1.25113	7.01129	0	0
Healthy	25.72223	3.63551	0.00533	0.09456	0.13229	0.07458	0.03658	0	2.79948		25.72223	1.94173	2.0885	0.00027	0.14954	0.27636	2.05722	0.04547	0.09456	0.13229
Healthy	53.98837	3.35342	1.08666	0.11654	0.09689	0.01209	1.25829	0	0		53.98837	0.56732	6.46081	0	0	0	0	0.02101	0.11654	0.09689
Healthy	15.7947	6.28729	0.03033	0.00183	0.00155	0.02988	0.01931	0.06344	0		15.7947	2.05219	1.43833	0	0.5599	6.16548	0.56677	0.01383	0.00183	0.00155
Healthy	24.1723	0.83182	0	0	0	0	0	0	0		24.1723	15.8614	0	0	0.11188	0	0	1.45313	0	0
Healthy	10.44674	3.58331	0.13974	0	0	0	0	0.08818	0		10.44674	10.29595	4.06625	0.57559	0.0031	0	0	0.64929	0	0
Healthy	75.88945	0.09812	4.8633	0.55878	0	0.0015	0.12775	0.03647	0.03341		75.88945	0.66497	1.56496	0	0	0	0	0	0.55878	0
Healthy	37.38132	1.3899	0	0	0	0	0	0	0		37.38132	1.59243	2.52411	0.76208	0	0	0	0	0	0
Healthy	54.30579	8.63188	0	0	0	0	0.38079	0.04223	0		54.30579	4.54251	0.29785	3.32365	0.93721	0	0.35007	0.02845	0	0
Healthy	55.84403	2.23907	0	0	0.14387	0.25326	0.00823	0	0.51375		55.84403	3.59247	1.36533	6.46618	0.23883	0	0.40862	0	0	0.14387
Healthy	63.96997	8.42235	0	0	0.06958	0	0	0.44574	0		63.96997	0.63251	5.48683	0	6.04836	0	0.9813	0.23366	0	0.06958
Healthy	17.78298	3.36767	6.24797	0	0	0	0	0	0		17.78298	8.46085	1.64362	0	0.0044	0.5783	0	0.76256	0	0
Healthy	14.55619	24.8019	0	0.08948	0	0.13203	0	0	0		14.55619	0	0.17445	0	0	0	0	0	0.08948	0
Healthy	20.60217	5.60113	0	0	0	0.23147	0.06241	0.04673	0		20.60217	9.8798	2.0473	0	0.85303	0.85652	0	0.14099	0	0
Healthy	26.48265	3.70029	0	0.15968	0.03478	0.09313	0	0	0		26.48265	7.57146	3.70627	2.36749	0.01628	0.47172	1.3976	0.82413	0.15968	0.03478
Healthy	18.82952	5.14802	0	0	0.18283	0.28345	0	0	0		18.82952	3.87524	2.92283	0	0.02681	0	0.76085	0	0	0.18283
Healthy	45.33488	5.53932	0.15278	0.0129	0	0	0	0.00332	0		45.33488	14.94825	4.95644	0	0.03488	0	1.91985	0.12661	0.0129	0
Healthy	42.46268	0	11.1315	1.09695	0	0	0	0	0		42.46268	5.53079	0	7.8684	0.16728	0	1.35839	0	1.09695	0
Healthy	24.70652	1.84185	2.37216	0	0	0	0	0.03416	0		24.70652	5.99755	0	0	0	1.0821	0.71372	0.02086	0	0
Healthy	55.49627	4.80179	0	0	0	0	0	0	0		55.49627	2.20123	5.68754	4.70629	5.99714	0	1.03058	0.08737	0	0
Healthy	1.27957	4.74471	1.48486	0	0	0.07183	0	0	18.3994		1.27957	0	0	0	0	0.26175	0	0	0	0
Healthy	30.64189	2.63581	3.90595	0	0	0	0	0	0		30.64189	13.00793	17.57276	0	0.2531	0	1.4502	1.38802	0	0
Healthy	27.8527	1.53907	0	0	0	0	0	0	0		27.8527	0.62403	0.42972	6.5253	0	0	0	0.30453	0	0
Healthy	10.72462	1.18369	0	0	0	0.00273	3.75197	1.43591	0.10806		10.72462	1.80303	0.60723	0	0	33.4883	0	0	0	0
Healthy	23.73305	28.58524	0	0.00078	0	0	0	0.00691	0		23.73305	2.88002	1.21822	0	1.51797	0	0.19083	0.30773	0.00078	0
Healthy	20.88041	1.18934	0	0	0	0	0	0	0		20.88041	2.8952	0.34875	0	0.23596	0.29046	2.00865	0.02515	0	0
Healthy	45.7825	9.2578	0.0386	0.00655	0.01085	0	0	0.06294	0		45.7825	1.01044	0.83734	0	0.0059	0	1.80085	0.04736	0.00655	0.01085
Healthy	15.80812	4.06276	0.03594	0	0	0.11949	0	0.34305	0.66528		15.80812	3.09406	1.23364	0	0.02132	0	0	0.08249	0	0
Healthy	23.6702	4.4942	0.07364	0.00424	0.04419	0.01002	0	0.00139	0		23.6702	1.76528	2.85366	49.8172	0.13238	0	0	0.03588	0.00424	0.04419
Healthy	31.20192	0	0.92794	3.05237	0.19317	0.2573	0	0.03102	0.09923		31.20192	0	0	0	0.2804	0	0	0.27107	3.05237	0.19317
Healthy	23.05568	4.7518	12.1653	0.00587	0	0	0	0	0		23.05568	7.17706	3.51818	9.77939	0.6261	1.06334	2.11703	0	0.00587	0
Healthy	53.66671	3.76221	0	0.29701	2.92516	0	0	0	0		53.66671	7.42963	4.32224	4.88139	1.1027	0	0	0.16554	0.29701	2.92516
Healthy	44.59455	3.33005	0.14395	0	0	0	0	0	0		44.59455	4.0087	1.65728	7.43802	0.27283	0	0	0	0	0
Healthy	34.09855	14.67308	0.07045	0	0	0	0	0.10073	0		34.09855	3.82967	0	0	0.24452	0.57846	0.64711	0.68271	0	0
Healthy	14.224	0	0	0	0	0	0	0	0		14.224	0	0	0	0	0	0	0	0	0
Healthy	34.77398	5.85598	0	0	1.45295	0.53998	0	0.00765	0		34.77398	1.32095	0.1123	1.2736	0.00727	0	0	0	0	1.45295
Healthy	33.17408	0.11606	10.62598	0.02318	0.03806	0	0.37873	0.03392	0		33.17408	0.03866	11.71224	0	0.03516	0	0	0.12235	0.02318	0.03806
Healthy	5.69953	6.86503	0.1369	0	0	0	0	0	0		5.69953	2.45394	1.98599	0.29958	0.26241	0.10831	0.78338	0.0061	0	0
Healthy	20.288	15.45258	0.08332	0.01076	0.00418	0	0	0.23845	0		20.288	2.91721	3.60475	2.63462	0.33636	0.0131	1.15024	0.04102	0.01076	0.00418
Healthy	45.63138	6.21208	0.05991	0.08596	0.00417	0.0509	0	0.13058	0.04996		45.63138	4.33323	4.84342	0	0.46167	0.33041	0.16073	0.38625	0.08596	0.00417
Healthy	30.91155	9.43595	0.47257	0	0	0.31227	0	0	0		30.91155	1.4373	3.52154	0	2.38374	0	0	0.05988	0	0
Healthy	1.12625	5.07427	0	0	0	0.21052	0	0	2.29828		1.12625	0	0	0	0	27.6589	0	0	0	0
Healthy	7.33018	0	23.5867	0	0	0	0	0	0		7.33018	0	0	0	0	0	0	0	0	0
Healthy	4.29478	0.22592	0.18748	0.04564	0.0026	0	0	0.01001	0.30772		4.29478	0.03971	0.00561	12.9004	0	0	0	0	0.04564	0.0026
Healthy	86.48518	0.76916	0.25286	0.00766	0	0	0	0	0		86.48518	0	3.17901	3.29348	0.09688	0	0	0.1924	0.00766	0
Healthy	73.73258	2.48326	1.35285	0	0	0	0	0	0		73.73258	1.61507	8.56921	0	0.09381	0	0	1.10345	0	0
Healthy	10.42042	8.04013	0.027	0.18656	0.41886	1.62808	0	0	0.05558		10.42042	1.19917	0.06357	0	0.00406	0	0.72454	0.0552	0.18656	0.41886
Healthy	4.50624	0.10416	0.31867	0.68955	0.11722	0.51637	0	0.05247	1.03863		4.50624	0	1.83492	0	0	0	0	0.13601	0.68955	0.11722
Healthy	40.7522	5.04626	0	0	0	0.00349	0	0	0.35148		40.7522	6.51808	8.00213	6.94735	3.29887	0	0.02574	0.30803	0	0
Healthy	25.05616	3.86094	1.10727	0.10997	0	0	0	0.01114	0		25.05616	12.79619	6.51987	0	1.79394	0.06746	1.58353	0.16887	0.10997	0
Healthy	12.57533	0.22357	1.43863	0	0	0	0	0	0		12.57533	0.13307	72.3189	0	0	0	0	0.08557	0	0
Healthy	43.40792	8.16472	0.75839	0	0	0	0	0.04226	0		43.40792	8.00345	1.25181	0	0.10831	0	0.55485	0.00615	0	0
Healthy	25.89382	0	0	0	0	0	0	0	0		25.89382	0	1.03236	0	0	24.9923	0	0	0	0
Healthy	22.50461	7.00796	0.06187	0.05627	0.07114	0	3.6728	0.09443	0		22.50461	5.39452	3.22122	0	0	3.13665	2.32066	0.01723	0.05627	0.07114
Healthy	31.3391	18.3351	0	0	0	0	0	0	0		31.3391	4.55568	0	0.37245	0.02297	0	0	0	0	0
Healthy	40.20228	9.46911	0.02002	0	0	0	0	0.26796	0		40.20228	13.55938	3.15932	0	0.08807	0.08612	0.70956	0.21657	0	0
Healthy	45.89284	5.40312	0.05613	0	0	0	0	0.02498	0		45.89284	15.32951	4.94736	0	0.02582	0	1.82658	0.0795	0	0
Healthy	40.232	0.42441	0	0	0	0	0.01132	0	0.69271		40.232	1.02109	0.39028	0	0	0	0	0	0	0
Healthy	30.14989	6.18709	0	0	0	0	0	0.37781	0		30.14989	0.50021	7.64179	0	0	0	0.97261	0.06456	0	0
Healthy	7.31269	3.5768	0	0.10841	0.09874	0	0	0.08723	0		7.31269	28.80044	11.83261	0	0.8122	0	0.4486	0	0.10841	0.09874
Healthy	8.73212	0.00589	18.38479	5.13874	0	0.08665	0.00991	0.00536	0		8.73212	0	6.02277	0	0.00137	0	0	0	5.13874	0
Healthy	56.22455	9.15495	0	0	0	0	0	0	0.27637		56.22455	7.46226	5.72716	0	0.65026	0	0	0.03383	0	0
Healthy	0.04323	0.0008	10.6286	0.14109	0.03579	0	4.82089	0.00329	0		0.04323	0	0	0	0	0	0	0	0.14109	0.03579
Healthy	46.91609	1.79526	0	0	0.00626	0	0	0	0.00339		46.91609	25.19202	6.11797	0	0.74444	0	1.45177	0.04295	0	0.00626
Healthy	41.32581	11.24573	0	0	0	0	0.038	0	0		41.32581	2.20243	2.78991	0	3.78919	0	0	0	0	0
Healthy	15.08786	0.00191	0.68714	5.33536	0.01943	0.12602	0	0.01458	0.12883		15.08786	0	0	0	0.39975	0	0	0.07292	5.33536	0.01943
Healthy	37.09772	4.01809	0	0	0	0	0	0	0		37.09772	2.008	1.05361	0.70159	1.45191	0	0	0	0	0
Healthy	52.9485	3.53594	0	0.26418	2.81905	0	0	0	0		52.9485	7.43971	4.30496	4.96825	1.16922	0	0	0.21042	0.26418	2.81905
Healthy	32.05717	6.68297	5.58854	0	0	0	0	0	0		32.05717	16.22721	0.76409	1.85762	1.96804	0	0	0.0271	0	0
Healthy	29.5767	1.1231	0	0.01237	0	0.0037	0	0.03365	0		29.5767	4.9525	4.73016	17.7461	0.28833	0	0	1.12223	0.01237	0
Healthy	5.37216	9.64133	0.20022	0	0.2915	2.83469	0	0.00859	0		5.37216	9.31968	0.58518	0	0.16419	5.60451	0	0.02803	0	0.2915
Healthy	1.72265	2.62076	16.36647	0	0	0	0	0.87786	0		1.72265	0	0	0	0	0	0	0	0	0
Healthy	61.8785	7.3895	2.92696	0.0231	0.08847	0	0	0.00149	0		61.8785	4.50989	1.26099	0	0.01081	0	1.34454	0	0.0231	0.08847
Healthy	37.01949	7.0154	0.10969	3.46729	0.17085	0	12.45999	0.13115	0		37.01949	0.07461	0.02477	0	0.00612	0	0	0	3.46729	0.17085
Healthy	13.24174	2.69466	0.01178	0.02694	0.01459	0.14545	0	0.00698	0		13.24174	18.3148	3.4368	0	2.67459	10.4082	0.81142	0.19479	0.02694	0.01459
Healthy	16.86451	0	52.97984	0	0	0.00199	0	0	0		16.86451	0	0.72785	0	0	0	0	0	0	0
Healthy	75.64904	6.21348	0	0.02246	0	0	0	0.01748	0		75.64904	0.62494	4.06969	0	4.11582	0	0.77688	0	0.02246	0
Healthy	32.39798	1.40988	32.8765	0.02571	0	0	0	0	0		32.39798	0.04873	0	0	0	0	0.34748	0.07777	0.02571	0
Healthy	30.59148	0.56581	7.02995	0	0	0	0	0	0		30.59148	21.11233	0.31418	9.22372	1.53113	0	2.93884	0.05633	0	0
Healthy	46.69422	1.74736	0	0	0.00624	0	0	0	0		46.69422	24.82844	6.31386	0	0.70029	0	1.46935	0.0327	0	0.00624
Healthy	30.15081	7.72902	0.01693	0.03506	0.09058	0.06303	0	0.0447	0		30.15081	1.69516	0.56759	0	0.02317	2.88522	0.98432	0.02872	0.03506	0.09058
Healthy	54.30782	3.69718	0.12557	0	0	0	0	0	0.48153		54.30782	6.71833	5.20087	0	0.06515	0.03482	1.2006	3.80206	0	0
Healthy	34.66635	0	0.51193	0	0	0	0	0	0		34.66635	2.62923	11.1571	0	0.184	0	0	0	0	0
Healthy	15.18462	3.42903	6.72529	0	0.11539	0.24489	0.06316	0.16258	0.0398		15.18462	1.46145	1.92661	0	0.14937	0	0.34852	0.05461	0	0.11539
Healthy	24.86108	0	12.43941	0.00079	0.87357	0	0	0.00669	0		24.86108	0.00028	1.30122	0	0	0	0	0	0.00079	0.87357
Healthy	25.22403	13.53076	0.02817	0	0	0	0	0	0		25.22403	7.56976	2.23976	0	7.27039	0	0	0	0	0
Healthy	30.44247	5.75261	0	0	0	0	0	0.3177	0		30.44247	0.45004	7.91902	0	0	0	1.02587	0.06243	0	0
Healthy	11.32809	5.09348	0.01956	0.00532	0.00403	0.17238	0	0.01863	0.00758		11.32809	9.34525	1.27422	0.8912	0.61386	0	0	0.10523	0.00532	0.00403
Healthy	13.17488	7.89993	0.01724	0.01151	0.20843	0.09969	0	0.18361	0.05487		13.17488	5.19662	2.20844	4.04253	0.00362	0	0	0.76332	0.01151	0.20843
Healthy	39.39159	4.52815	0	0.0997	0.81935	0	0	0	0		39.39159	17.47417	1.75809	0	2.34407	0	0.78499	0.06749	0.0997	0.81935
Healthy	49.23409	5.74773	0	0.05715	0.21154	0	0.05051	0.12861	0		49.23409	0.91823	0.90614	0	0.3158	0	3.15314	0.00443	0.05715	0.21154
Healthy	13.04641	4.97274	41.8721	0	0	0	0.00309	0.12138	0.04761		13.04641	1.0296	1.61798	0	0.02349	0	0	0.28687	0	0
Healthy	32.41128	3.58915	0	0	0	0	0	0	0		32.41128	24.38285	6.55562	0	3.00587	0	0	0.28783	0	0
Healthy	74.10171	2.59618	1.66267	0	0	0	0	0	0		74.10171	1.44288	8.78337	0	0.08617	0	0	0.87329	0	0
Healthy	24.03221	0	53.421	0	0	0	0	0	0		24.03221	0	4.77147	0	0.20938	0	0	0	0	0
Healthy	50.51595	3.83161	1.00475	0	0	0	0	0.01839	0		50.51595	2.5695	1.81952	8.97374	0.24951	0	0	0.36819	0	0
Healthy	21.59268	17.52329	0	0	0	0	0.00551	0.35258	0		21.59268	4.43319	5.0014	0	0.01361	0	0.61375	0.00457	0	0
Healthy	65.66834	4.15322	0.1091	0.04992	0.29643	0.044	0	0.05604	0.11635		65.66834	0.22456	1.54566	0.04326	0	0	0	0.01242	0.04992	0.29643
