group	Faecalibacterium	Enterocloster	Collinsella	Blautia_A	Bariatricus	Dorea	Eubacterium_I	Coprococcus_A	Muricomes	Lactococcus	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
D015179	0	2.43995	0	0.12048	0.30367	1.0878	0	0	0.80907	0	0	0.11161	2.43995	0	0	0.12048	0	0.73924	0.80907	0
Healthy	2.81632	0.01209	0.01567	0	0	0	0	0	0	0	0	0.07327	0.01209	0	0	0	0.53548	0	0	0
Healthy	0.00077	0.09166	0	0.00023	0	0	0	0	0	0	0	0.33553	0.09166	0	0	0.00023	0	0.31862	0	0
Healthy	5.29583	0.0894	1.43714	0.21849	0.22106	0.33714	0.1495	0.27842	0	0	12.7325	1.20792	0.0894	0.52747	0	0.21849	0	0	0	0
Healthy	2.22589	0.07015	0.02489	0.02528	0.03971	0.04991	0	0	0.01344	0	0.01648	0.23274	0.07015	0	0	0.02528	0	0.09529	0.01344	0
D015179	12.7968	1.18943	5.09679	0.07769	0.91237	0.35129	0	0.06944	0	0	0.51585	1.0712	1.18943	0.1669	0	0.07769	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	52.3179	0	0	0	0	0	0	0	0	0
Healthy	0.92616	0.05278	0.84596	0.03665	0	0.17671	0.1922	0	0	0	0	0.13846	0.05278	0	0	0.03665	0	0	0	0
D015179	0.90594	0.70617	2.98468	0.01205	0	0.90928	0.01875	0.06853	0.00554	0	0	0.02363	0.70617	0.27547	0	0.01205	0	0.05997	0.00554	0
Healthy	2.09812	0.11378	0.02071	0.03358	0.02968	0	0	0	0	0	0	0.03432	0.11378	0.00823	0	0.03358	0.2188	0.00129	0	0
D015179	14.2554	1.22551	0.94381	2.7043	1.70918	0.89035	0.69964	0.37784	0	0	0	3.45356	1.22551	5.00594	0	2.7043	0	0	0	0
Healthy	5.52401	0.25456	0.16158	0.35252	0.0352	0	0	0.0667	0	0	0	0.0985	0.25456	1.19194	0	0.35252	0.07179	0	0	0
Healthy	1.14214	0.18875	0.03757	0.05493	0.08419	0.1058	0.00326	0.02392	0	0	53.8396	0.29018	0.18875	0.12561	0.27698	0.05493	0	0	0	0
D015179	7.88978	1.02386	0.31977	0.84355	0.44006	0.32101	0.04119	0.15205	0	0	1.78496	0.34295	1.02386	0.21473	0	0.84355	0	0	0	0
Healthy	1.59631	0.06126	0.16424	0.00829	0	0	0	0.01272	0	0	0	0.14403	0.06126	0	0	0.00829	0.01111	0	0	0
Healthy	8.69323	1.89421	0	0.85108	1.11681	0	0	0.28226	0	0	0	0	1.89421	0	0.94115	0.85108	0	0	0	0
Healthy	1.21585	0.00923	0.22255	0.01727	0.17296	0.02723	0.0637	0	0.01199	0	0	0.53815	0.00923	0	0	0.01727	0	0.00175	0.01199	0
Healthy	13.2017	0	2.33967	2.33099	2.21757	0	0.1766	0	0	0	0.18221	2.66135	0	1.63507	0	2.33099	0	0	0	0
Healthy	2.09179	0.40686	0.02807	0	0	0	0	0	0	0	0	0.06415	0.40686	0	0	0	0.02782	0	0	0
Healthy	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.54465	0.16013	0.20241	0.3639	0	0	0.01284	0.10205	0	0	0	0.23518	0.16013	0.65515	0	0.3639	0.03288	0	0	0
Healthy	27.4976	0.33328	1.6901	2.71352	1.23121	0.7076	0	0.44866	0	0	31.70153	0.58728	0.33328	0.55686	5.39228	2.71352	0	0	0	0
Healthy	4.53404	0.01022	0.16682	0.11378	0.05463	0	0	0	0	0	0	0.22647	0.01022	0.02994	0	0.11378	0.00854	0	0	0.06558
D015179	4.71071	0.41373	1.82102	1.69627	1.51461	0.55729	0.20098	0.94098	0.02769	0.40908	1.87525	0.76581	0.41373	0.71988	0	1.69627	0	0	0.02769	0
Healthy	3.54545	0	0	0.0601	1.37143	0	0.00385	0.02291	0	0	0	0.14954	0	0	0	0.0601	1.25638	0	0	0
Healthy	4.9737	0	0.61092	0.02428	0	0	0	0	0	0	38.7228	1.16804	0	0.37579	0	0.02428	0	0	0	0
Healthy	8.60278	0.8605	0.02144	0.51448	0.52542	0.11077	0	0	0	0.00457	0	0.84296	0.8605	0.53916	0	0.51448	0.03481	0.04654	0	0.01807
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4838	0	0	0	0	0	0
Healthy	27.5791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	6.24226	0.32065	0	0.07915	0.01008	0	0	0	0.05383	0	0	0.16933	0.32065	0	0	0.07915	0	0	0.05383	0
Healthy	4.83418	1.8241	0.0261	0.18905	1.25373	0.05133	0.11288	0.07861	0	0	30.07707	0.0417	1.8241	0.1198	0.15457	0.18905	0.00163	0	0	0
Healthy	4.63724	1.80926	0.16561	0.3428	0.80515	0.39778	0.20559	0.19008	0.04349	0	0	0.01036	1.80926	0.39318	0	0.3428	0.03078	0	0.04349	0.00038
Healthy	4.87846	0	0.02601	0.05742	0.04257	0	0	0	0	0	0	0.78633	0	0	0	0.05742	0.05272	0	0	0
Healthy	0.83952	2.70026	1.43941	0.01358	0.12981	0.01039	0	0	0.10121	0	0	0.1033	2.70026	0.00918	0	0.01358	0	0.17176	0.10121	0.10348
Healthy	1.12531	0.03786	0.86334	0.03857	0	0.0256	0	0	0.03089	0	0.04024	0.08041	0.03786	0.00172	0	0.03857	0.0299	0	0.03089	0
Healthy	3.4029	1.84255	0	0	0.00343	0	0	0	0	0	7.18036	1.53239	1.84255	0	1.05239	0	0.00675	0	0	0
Healthy	5.07877	1.411	1.29116	1.88381	0.4362	1.53546	0.31806	0.58864	0	0.50717	0.86964	0.87752	1.411	3.92496	0	1.88381	0	0	0	0
Healthy	23.9343	2.13056	2.86906	1.02528	0.49044	0.31036	0.04982	0.50895	0	0.51703	0	0.76616	2.13056	0.45301	1.71623	1.02528	0	0	0	0
Healthy	0.03104	0.04766	0.29767	0	0	0.04936	0.05864	0	0	0	0	0.34996	0.04766	0	0	0	0	0	0	0
D015179	11.9604	0.91078	0.15238	0.40733	0.06787	0.09426	0	0	0	0	1.61606	0.35079	0.91078	0	0	0.40733	0	0	0	0
Healthy	10.3849	0.38429	0	0.07168	0	0.07272	0	0	0.02372	0	0	0.02613	0.38429	0	0	0.07168	0	0	0.02372	0.01351
D015179	0.85336	1.71373	0.01654	0.25051	0.23975	0.07309	0.77802	0.04482	0.01778	0	0.0268	0.53545	1.71373	0.00349	2.34751	0.25051	0.00845	0.01576	0.01778	0.19818
Healthy	2.11646	0.08347	0	0.13124	0	0	0	0	0	0	0	0.07273	0.08347	0.00513	0	0.13124	0	0	0	0
Healthy	1.88114	0.95253	0	0.17071	0.62824	0.48745	0.06047	0.0993	0	0	0	0.31411	0.95253	0.37618	0	0.17071	0	0.01245	0	0
Healthy	0.47036	0.37502	0	0.49867	1.00243	0.35357	0.06421	0.10806	0	0	19.931	1.76085	0.37502	0.19723	0	0.49867	0	0	0	0
Healthy	2.28912	0.16458	0.06218	0.12181	0.51182	0.2903	0.06467	0.0442	0	0	29.7199	0.08675	0.16458	0.23461	0	0.12181	0.00542	0	0	0
Healthy	12.9756	0.26966	0	0.27898	0.17677	0	0	0	0	0	0	0.54932	0.26966	0.17762	0	0.27898	0	0	0	0
D015179	2.9703	4.16634	1.98096	3.27549	1.11061	2.65473	0	0.66729	0.04676	0	0.07386	0.17282	4.16634	0.08107	1.88382	3.27549	0	0	0.04676	0
D015179	10.0635	0.20945	0.00468	0.50751	0	1.12426	0	0.27798	0.05783	0	0	0.02545	0.20945	0	0	0.50751	0.08951	0.03063	0.05783	0
Healthy	2.23077	0.06442	0.02694	0.15343	0.66976	0.20111	0.43016	0.06672	0	0	0	0.24319	0.06442	0.48997	0	0.15343	0	0	0	0
Healthy	6.0187	0.01629	0	0.01708	0.07479	0	0	0	0	0	0	0.22123	0.01629	0	0.92974	0.01708	0	0	0	0
Healthy	2.95755	0.79101	0.3178	0.69953	0.97306	1.44398	0.64032	0.1468	0	0	19.9518	1.45019	0.79101	1.63022	0.17736	0.69953	0	0	0	0
Healthy	5.3705	0.15001	0.06957	0.22088	0.0444	0.22848	0.02747	0.05442	0.03483	0	6.34482	0.03383	0.15001	0.49129	0	0.22088	0.12922	0.03717	0.03483	0
Healthy	10.4323	0.18271	0.26174	0.09217	0.40892	0.21466	0.03737	0.03451	0	0	67.2913	0.15088	0.18271	0.16115	0	0.09217	0.00631	0	0	0
Healthy	2.48754	1.4596	0	0.13388	0.48301	0.12548	0	0	0.00128	0	0.00663	0.03536	1.4596	0.08085	0	0.13388	0	0.39724	0.00128	0.01225
Healthy	3.02473	0.04534	0.43742	0.4113	0	0.21718	0.14435	0.18233	0	0	31.6083	0.09856	0.04534	0.65023	0	0.4113	0	0	0	0
D015179	15.7136	0.19661	0.03241	1.87043	0.14712	0	0.51287	0.38298	0	0	13.5977	1.03713	0.19661	0	0	1.87043	0	0	0	0
D015179	0.22169	1.2244	0	0	0	1.0793	0	0	1.38318	0	0	0.06874	1.2244	0	0	0	0	0.5518	1.38318	0.2204
Healthy	2.95074	3.06418	0.25179	0.23716	0.02525	0.25196	0.39697	0.04199	0	0	0	2.30974	3.06418	0.20109	0	0.23716	0.0154	0	0	0.03064
Healthy	8.5107	0.36465	0.35646	0.18167	0.1703	0.14201	0.07562	0.06223	0	0	6.93176	0.88013	0.36465	0.16447	0	0.18167	0.36323	0	0	0
Healthy	1.86292	0.01385	0.17035	0.03178	0.01536	0	0	0	0	0	0	0.32305	0.01385	0.05542	0	0.03178	0.22577	0	0	0.04561
Healthy	8.38646	0	0	2.07818	3.38203	0	2.74174	0.22783	0	0	0	0.68327	0	1.92741	3.42927	2.07818	0	0	0	0
Healthy	4.96536	0.02938	1.30201	0.14157	0.19913	0.40081	0.22383	0.18976	0	0	29.1817	0.32823	0.02938	0.55904	0	0.14157	0	0	0	0
Healthy	20.8172	0.05652	0.33014	0.24383	0.37864	0.17138	0.04086	0.18603	0.00111	0	0.08525	3.74356	0.05652	0.11616	0	0.24383	0.00304	0.0024	0.00111	0.00176
Healthy	8.15315	0.16455	0.01227	0.25983	0.30983	0.1821	0.05305	0.21405	0	0	0	3.33576	0.16455	0.06917	0	0.25983	0.06841	0	0	0
Healthy	2.36873	0.95746	0	0.26684	0.23025	0.18762	0.20284	0.05689	0.00654	0	0.00816	0.01468	0.95746	0.53605	0	0.26684	0.00015	0.0328	0.00654	0.05322
Healthy	0	8.74083	0	0.06409	0	0.37271	0	0	0	0	0	1.27946	8.74083	0	0	0.06409	0.08977	1.42086	0	0
D015179	12.2406	0.43573	2.53766	0.51588	0.33176	0.1581	0.20567	0	0	0	0	0.28885	0.43573	0.06753	0	0.51588	0	0	0	0
Healthy	2.67861	2.47872	0	0	0	0	0	0	0.11522	0	0	0.80994	2.47872	0	0	0	0.10532	0.17615	0.11522	0
D015179	2.44517	0.70337	1.7094	1.24955	1.98776	0.51198	1.18541	0.17018	0.11814	0.21443	0	2.18521	0.70337	0.801	0.96545	1.24955	0	0	0.11814	0.0012
Healthy	5.88669	0.02723	0	0.00651	0.07208	0.00189	0	0	0	0	0	0.08047	0.02723	0	0.87301	0.00651	0	0	0	0
Healthy	2.30929	0	0	2.33399	0.07775	0.50096	2.67748	0	0	0	0	2.07064	0	8.73143	0	2.33399	0	0	0	0
Healthy	3.24695	0.71474	0	0.03981	0.10884	0.0024	0	0	0	0	0	0.02236	0.71474	0.08246	0	0.03981	0.1691	0	0	0
Healthy	1.74076	0.43449	0.61758	0	0.05332	0.03276	0	0	0	0	43.75111	0.41097	0.43449	0	0.07567	0	0	0	0	0
Healthy	8.47696	1.05997	0.26516	0.84216	0.80431	0.00015	0.76753	0	0.08574	0	5.03124	0.04624	1.05997	0.32651	0	0.84216	0.00011	0.04686	0.08574	0.02787
Healthy	5.19684	0.09507	0	0.16452	0.1075	0.05965	0.04163	0.0137	0	0	0	0.10576	0.09507	0.00894	3.44399	0.16452	0	0	0	0
Healthy	16.7404	0.27379	0.73477	0.21083	0.37814	0.21714	0.13228	0.23822	0	0	12.9605	0.24264	0.27379	0.47067	0	0.21083	0	0	0	0
Healthy	7.31061	0.59295	0.29143	0.18477	0.43577	0.14879	0	0.08174	0	0.0724	0	0.5483	0.59295	1.01424	1.40121	0.18477	0	0	0	0
Healthy	6.02386	0.45588	1.03756	0.66643	0.50204	0.18301	0.30024	0	0	0	0	0.19021	0.45588	1.62544	0	0.66643	0.00244	0	0	0
Healthy	3.36498	0.60873	0.09636	0.39148	0.14723	0.1773	0.03077	0.10663	0	0	37.7229	0.32178	0.60873	0.16062	4.49462	0.39148	0	0	0	0
Healthy	9.01974	0.06206	0.49852	0.64041	0.88431	0.64011	0	0	0	0	0	0.40512	0.06206	0.81154	0	0.64041	0.01267	0	0	0
Healthy	0.83722	0.01493	1.28078	0.4452	0	0.08212	0	0	0.02645	0	0	0.02068	0.01493	0.15197	0	0.4452	0	0.03397	0.02645	0.02023
Healthy	6.73524	0.71234	0	1.03191	1.54037	0.28816	0.27093	0.04486	0	0	0	1.06306	0.71234	0.61657	0.18431	1.03191	0	0	0	0
D015179	0.85468	1.74297	0	1.10154	0	0.11507	0	0.55781	0.00063	0	0	0.87143	1.74297	0.21746	0	1.10154	0.21367	0.3647	0.00063	0
D015179	1.19117	3.13766	3.65716	5.31053	1.82914	3.08306	0.67728	2.06288	0	0	0	0.81718	3.13766	6.45963	0	5.31053	0	0	0	0
Healthy	0.38009	0.25665	0.71967	0.03762	0.03318	0	0	0.01231	0.00278	0	0	0.00724	0.25665	0.02032	0	0.03762	0.07079	0	0.00278	0.07641
D015179	13.4398	1.41867	4.74128	1.54239	0.9639	0.23026	0	0.29322	0	0	15.2462	3.75944	1.41867	2.53544	0	1.54239	0	0	0	0
Healthy	0	0.3796	1.73508	0.00136	0	0	0	0	0	0	0	0.04063	0.3796	0	0	0.00136	0	0	0	0
Healthy	0.09357	0.08747	1.28992	0.16476	0	0	0	0	0.03076	0	0	0.00541	0.08747	0	0	0.16476	0.00488	0.02859	0.03076	0
Healthy	9.09139	0.23728	0.16052	0.18103	0.27566	0.06878	0.41363	0.04511	0.01872	0	0.07071	2.72221	0.23728	0.11949	0	0.18103	0.00279	0	0.01872	0
Healthy	1.80272	0.03297	0.27891	0	0.02215	0	0	0	0	0	0	0.2222	0.03297	0	0	0	0.03097	0	0	0
Healthy	2.58698	2.49417	0	0	0	0	0	0	0.11176	0	0	0.48006	2.49417	0	0	0	0.09536	0.152	0.11176	0
D015179	2.19709	0.20802	0.06659	0.2365	0.60159	0.55641	0.37017	0	0.04165	0	0	0.16954	0.20802	0.39229	0	0.2365	0	0	0.04165	0
D015179	1.56355	8.13777	0.72387	1.16487	1.93963	1.38602	1.23129	0.83915	0.00651	0	0.02686	0.04192	8.13777	0.37158	3.90611	1.16487	0	0.17142	0.00651	0.19675
Healthy	2.71982	1.03582	0.83259	0	0.34232	0	0.02091	0	0	0	2.00536	2.83675	1.03582	0	0	0	0	0	0	0
Healthy	1.77356	0.0222	0.474	0	0	0.01556	0	0	0	0	0	0.1868	0.0222	0.0108	0	0	0	0	0	0
D015179	7.64169	0.20031	0	0.28399	0.4862	0.52372	0.89079	0.25474	0.03227	0.0841	0	2.22094	0.20031	0.07838	0	0.28399	0	0	0.03227	0
D015179	15.4559	5.50029	0	2.24108	2.95007	0.60657	1.33179	0.21766	0	0	0.59474	5.19948	5.50029	1.01632	0	2.24108	0	0	0	0
Healthy	3.07669	0.36828	0.01167	0.01615	0	0.28877	0	0	0.31525	0	0	0.00723	0.36828	0	0	0.01615	0	0.40775	0.31525	0.39772
D015179	0.80661	15.85079	0.69058	0.06464	0	0.19191	0	0	0.00952	0.01201	0	0.08024	15.85079	0.67659	0	0.06464	0	0.34226	0.00952	0
Healthy	10.2267	2.46408	0	0.03614	0	0.61142	0	0.19193	0.04165	0	0	0.01195	2.46408	3.87823	0	0.03614	0.13296	0	0.04165	0
Healthy	0.48711	0.10259	0.14158	0.02648	0.03289	0	0	0	0	0	0	0.124	0.10259	0.01427	0	0.02648	0.13412	0.47019	0	0.40108
D015179	0.88739	0.59804	0.41888	0.62763	0.01409	0.12703	0	0.22135	0.14293	0.06865	8.6245	0.18767	0.59804	0.08102	0	0.62763	0.00493	0	0.14293	0
Healthy	0.22792	4.59508	0	0	0	0	0	0	2.60496	0	0	0.08115	4.59508	0	0	0	0	2.67661	2.60496	0
Healthy	20.0016	2.2541	0	0.24686	0.46125	0	0.07008	0.17425	0	0	7.76842	0.14762	2.2541	0.77417	0.92775	0.24686	0.00219	0	0	0
Healthy	2.78393	5.06099	1.31394	8.85542	1.893	4.56424	0.75151	0.50393	0.06751	0	0.59186	0.28796	5.06099	0.63889	2.29265	8.85542	0	0.06584	0.06751	0
Healthy	7.42988	0.11121	0.07655	0.04875	0.03587	0	0	0	0.04356	0	0	0.06167	0.11121	0	0	0.04875	0.01507	0	0.04356	0
Healthy	0.87274	0.00637	1.22079	0.42315	0	0.12146	0	0	0.01909	0	0	0.05025	0.00637	0.12591	0	0.42315	0	0.06194	0.01909	0.01819
Healthy	0.83182	1.16676	0.08865	0	0	0	0	0	0	0	0	0.01487	1.16676	0	0	0	0	0.05108	0	0
Healthy	0.86463	0.01805	1.26261	0.37873	0	0.07623	0	0	0.0322	0	0	0.01417	0.01805	0.13666	0	0.37873	0.0031	0.05264	0.0322	0.02311
Healthy	2.09244	0.61911	0.87877	0.5062	0.54315	0.54032	0.09411	0.05226	0	0	45.2911	2.05475	0.61911	0.41443	0	0.5062	0	0	0	0
Healthy	5.85598	0.25694	0	0.0478	0	0	0	0	0.07163	0	0	0.17735	0.25694	0	0	0.0478	0	0	0.07163	0
Healthy	3.34597	1.8264	0	0	0.00631	0	0	0	0	0	6.80653	2.61283	1.8264	0	1.08581	0	0.0044	0	0	0
Healthy	24.8019	0.19564	0	0.91584	0.89795	0.76991	0.45047	0	0	0	0	1.64999	0.19564	2.24925	0	0.91584	0	0	0	0
Healthy	4.0641	0.24258	0	0.204	0.44883	0.05414	0.05504	0.16335	0	0	0	0.99028	0.24258	0.21709	0	0.204	0.02681	0	0	0
Healthy	3.83615	0.37721	0.35549	0.19748	0.05355	0.00923	0	0	0	0	0	0.48929	0.37721	0.01431	0	0.19748	0.03488	0	0	0
D015179	8.60929	0.27278	0.15727	0.03485	0.95106	0.23745	0.20904	0.07408	0.00253	0	4.87575	0.23211	0.27278	0.01822	0	0.03485	0.00809	0.22328	0.00253	0
D015179	3.23366	0.05199	0.30885	0	0	0	0	0	1.06301	0	0.26486	0	0.05199	0	0	0	0	0	1.06301	0
D015179	6.59566	0.10259	0.23528	0.5022	1.32703	0.4013	0.10724	0.34685	0	0	0	1.16725	0.10259	0.25283	0	0.5022	0.04996	0.00408	0	0
Healthy	9.20088	1.3368	0.25479	0.70287	1.40229	0.61658	1.23953	0.15507	0	0	0	0.01358	1.3368	2.07537	0.00533	0.70287	0.0059	0	0	0.01639
Healthy	3.7212	0.3059	15.7185	0.99114	0	0.74091	0	0	0.0458	0	0	0.04763	0.3059	3.46275	0	0.99114	0	0.08617	0.0458	0.2014
Healthy	4.1146	0.95215	0.7109	0.18091	0.00974	0.16998	0.06993	0	0.00939	0	15.6857	0.07308	0.95215	0.21128	0	0.18091	0.04059	0.03505	0.00939	0
Healthy	0.60072	0.56566	0.03517	0.15425	1.21754	0.00994	0.02272	0.01246	0	0	0	0.11234	0.56566	0.32344	0	0.15425	0.06558	0	0	0
Healthy	3.4884	0	0	0.05056	1.33454	0	0.04941	0	0	0	0	0.43215	0	0	0	0.05056	1.1027	0	0	0
D015179	19.8743	1.59048	1.8049	0.35174	0.39302	0.58264	0.63314	0	0	0	0	0.88101	1.59048	0	0	0.35174	0	0	0	0
Healthy	3.33005	1.81437	0	1.59475	0.81777	0.68247	0.95931	0	0	0	0	0.83887	1.81437	2.45169	0	1.59475	0.27283	0	0	0
Healthy	2.97937	0.34469	0	0.06917	0.51996	0.11217	0.033	0.22614	0	0	0	0.80533	0.34469	0.05107	0	0.06917	0.24452	0	0	0
Healthy	6.69003	0.01463	0.22766	0.11981	0.46977	0.1718	0.08321	0.13558	0	0	0	1.99452	0.01463	0.59976	0	0.11981	0	0	0	0
Healthy	9.38945	0.00804	0.14881	0.14166	0.15091	0.11266	0.04498	0.01235	0	0	10.5304	0.37843	0.00804	0.08172	4.9935	0.14166	0.37327	0	0	0
D015179	2.75461	1.52333	0.69814	0.36411	0.73085	0.40277	1.5945	0	0.02193	0	0	0.71568	1.52333	0.15031	0	0.36411	0	0	0.02193	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.19874	7.59896	0	0.25688	2.41133	0.40374	0	0	0	0.00807	2.00414	0.18388	7.59896	0.00073	0	0.25688	0	0.02051	0	0.02274
Healthy	2.48326	2.41488	0	0	0	0	0	0	0.1027	0	0	1.03404	2.41488	0	0	0	0.09381	0.16135	0.1027	0
Healthy	0	0.20719	0.32328	0.03349	0	0.07545	0	0	0.13777	0	0	0.00206	0.20719	0	0	0.03349	0	0.13055	0.13777	0.10158
Healthy	3.55529	0	0.3394	0.04779	0.2017	0.07564	0	0.02138	0	0	0	0.05895	0	0	0	0.04779	0.07201	0	0	0
Healthy	0.22044	4.63095	0	0	0	0	0	0	2.54923	0	0	0.05675	4.63095	0	0	0	0	3.13282	2.54923	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.00587	0.51271	1.20816	2.55314	3.33077	0.29206	0.45752	0.22528	0.00257	0	0.45412	0.5426	0.51271	2.62773	0	2.55314	0	0	0.00257	0
Healthy	5.16225	0.21241	0.59473	0.11026	0.00869	0.0809	0	0	0	0.02906	0	0.03776	0.21241	0.00476	0	0.11026	0.08807	0	0	0.04949
Healthy	3.84428	0.42838	0.40584	0.16673	0.03654	0.02953	0	0	0	0	0	0.2117	0.42838	0	0	0.16673	0.02582	0	0	0
Healthy	3.52022	0	0.07939	0	0	0.00218	0	0	0	0.04914	0	2.01449	0	0	0	0	0.01247	0	0	0
Healthy	0.00589	0	4.38004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0008	0	0.00146	0	0	0	0	0	0	0	0.0234	0	0	0	0	0	0	0	0	0
Healthy	1.74935	0.06226	0.1701	0.01228	0	0.0046	0	0.01197	0	0	0	0.21321	0.06226	0.01726	0	0.01228	0.02268	0	0	0
Healthy	3.32392	0	0	0.08277	1.44934	0.02238	0.02121	0.00367	0	0	0	0.19582	0	0	0	0.08277	1.16922	0	0	0
Healthy	2.74358	2.07292	0.74197	0.2164	0.11917	0.58829	0.13162	0.52146	0	0	0.85338	3.68903	2.07292	0	0	0.2164	0.01495	0	0	0
Healthy	5.56415	0.04012	0.01218	0.17735	0.07525	0.10328	0	0.01101	0	0	0	0.12739	0.04012	0.08962	0	0.17735	0.01081	0	0	0
Healthy	2.65519	2.36336	0.33867	0.22904	1.11731	0.25165	0.20821	0.18774	0	0	0	3.42578	2.36336	0.61256	0	0.22904	0.05557	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.30533	0.34154	0.00615	0.00562	0	0	0	0	0	0	0	0.27058	0.34154	0	0	0.00562	0	0	0	0
D015179	11.5196	0.43297	0.66838	0.47375	0.41928	0.36756	0.17597	0.36052	0.03625	0	0	0.6786	0.43297	0.0373	0	0.47375	0	0	0.03625	0.02657
Healthy	1.40988	0.48349	0.03956	0.22272	0.33963	0.13015	0.05661	0.03625	0	0.01115	0	0.72603	0.48349	0.17821	0	0.22272	0	0	0	0
Healthy	0.56581	0	0.05948	0	0.00656	0	0	0	0	0	0	2.3593	0	0	0	0	0.04993	0	0	0
D015179	13.617	0	0	0.33388	0	0.8386	0	0.08951	0	0	0	13.3781	0	0	0	0.33388	0.0649	0	0	0
Healthy	6.75901	2.15119	0.75757	0.76623	1.15005	0.7784	0.34039	0.44015	0	0	0	2.25754	2.15119	2.8275	0	0.76623	0.01132	0	0	0
D015179	6.1614	0.04802	0.01603	0.02218	0.44948	0.09379	0.06831	0.27104	0	0	25.5863	3.01295	0.04802	0	6.82763	0.02218	0	0.56505	0	0
Healthy	3.42337	1.07492	0	1.10663	1.86529	0.51935	0.34635	0.27087	0	0.02249	0	0.75451	1.07492	0.88039	0.30316	1.10663	0.07158	0	0	0
Healthy	0	0.03949	6.70541	0	0	0	0	0	0	0	0	0	0.03949	0	0	0	0	0	0	0
Healthy	4.47962	0.01338	0	0.02445	0.0075	0	0	0	0	0.04077	0	0.22422	0.01338	0	0.27176	0.02445	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.01812	0.55994	0	0	0	0	0	0	0	0
D015179	0.38225	0.67547	0	0	0	0	0	0	0.33853	0	0	1.00903	0.67547	0	0	0	0	0.29679	0.33853	0
Healthy	0.35918	0.30886	0.66475	0.04378	0.05627	0.00119	0	0.01376	0	0	0	0.01241	0.30886	0.02265	0	0.04378	0.00655	0	0	0.09948
Healthy	0.44541	3.56446	5.54198	5.01227	0.13551	3.17054	0.05826	0.20444	0	0	0.19224	0.18077	3.56446	15.5886	0	5.01227	0	0	0	0
Healthy	3.72241	0.00925	0.09344	0.0798	0	0.0739	0.04353	0	0	0	0	0.0709	0.00925	0.01731	0	0.0798	0.16668	0	0	0
Healthy	0.84665	0.41929	1.29672	0.05485	0	0.13772	0.01799	0.18972	0	0	0.07405	1.74565	0.41929	0	0	0.05485	0.02693	0	0	0
Healthy	1.77598	0.09104	0	0.19785	0	0.09218	0	0	0	0	0	0.39397	0.09104	0.01685	0	0.19785	0.16675	0	0	0
Healthy	11.9562	0.0495	0.2229	0.31249	0	0.1197	0.00689	0.05442	0	0	6.64111	0.65309	0.0495	0.75331	0	0.31249	0.05209	0	0	0
D015179	21.4581	0	0	0	0.08572	0	0	0	0	0	0	0.79262	0	0	0	0	0	0	0	0
Healthy	3.31284	0.22402	0.0481	0.29229	0.47956	0.11232	0.13538	0.12355	0	0	0	0.43321	0.22402	0.58913	0	0.29229	0.00509	0	0	0
Healthy	4.9089	0.11096	0.05264	0.09668	0	0.20117	0.00951	0.0309	0.00107	0	0.00623	0.50935	0.11096	0.77873	0	0.09668	0.001	0	0.00107	0
Healthy	1.07118	0.409	0	0.2789	0.4253	0.32218	0.04393	0.0941	0	0.00434	0	1.47605	0.409	0.11524	0	0.2789	0.03392	0	0	0
Healthy	0.60469	0.14429	0.02008	0.25695	0	0.46724	0.16689	0	0.05827	0	0	0.98958	0.14429	0.19564	0	0.25695	0.03397	0.01693	0.05827	0.09583
D015179	4.39694	5.6838	3.24822	4.08675	2.86102	0	3.59248	0.21216	0	0.74784	2.96529	2.09193	5.6838	0.0306	2.19163	4.08675	0	0	0	0
Healthy	2.1045	0	0	0	0	0	0	0	0	0	0	0.42037	0	0	0	0	0	0	0	0
Healthy	0.63918	0	0	1.0764	0.78263	0	0	0	0	0	0	3.82602	0	2.40119	0	1.0764	0	0	0	0
Healthy	2.73123	0.29351	0.53664	2.57833	0.22665	0.07768	0	0.23587	0	0	0	0.14569	0.29351	0.13686	0	2.57833	0	0	0	0
Healthy	10.2919	2.31284	1.67106	0.84114	1.07318	0.9047	0.30351	0.57881	0	1.5797	0	0.98409	2.31284	0.7843	1.58995	0.84114	0	0	0	0
Healthy	3.03957	0.47683	0	0.55525	0.22472	0.19714	0.1371	0	0	0	0	2.36029	0.47683	0.55827	0	0.55525	0	0	0	0
